年	jaar	年	jaar	N	N;NEUT;SG
嬰兒	zuigeling	嬰兒	zuigeling	N	N;MASC+FEM;SG
嬰兒	kindjes	嬰兒	kind	N	N;PL
嬰兒	babies	嬰兒	babie	N	N;PL
毀滅	verwoesting	毀滅	verwoesting	N	N;MASC+FEM;SG
毀滅	vernietiging	毀滅	vernietiging	N	N;MASC+FEM;SG
毀滅	destructie	毀滅	destructie	N	N;MASC+FEM;SG
毀滅	vernieling	毀滅	vernieling	N	N;MASC+FEM;SG
客棧	taverne	客棧	tavern	N	N;MASC+FEM;SG
客棧	herberg	客棧	herberg	N	N;MASC+FEM;SG
客棧	inn	客棧	inn	N	N;NEUT;SG
客棧	herberg	客棧	herberg	N	N;MASC+FEM;SG
讀書	lectuur	讀書	lectuur	N	N;MASC+FEM;SG
讀書	reading	讀書	reading	N	N;MASC+FEM;SG
讀書	lezing	讀書	lezing	N	N;MASC+FEM;SG
選票	stemmen	選票	stem	N	N;PL
選票	stemmingen	選票	stemming	N	N;PL
選票	stembiljetten	選票	stembiljet	N	N;PL
選票	stemmingen	選票	stemming	N	N;PL
入場	entree	入場	entree	N	N;MASC+FEM;SG
入場	ingang	入場	ingang	N	N;MASC+FEM;SG
科目	onderdanen	科目	onderdaan	N	N;PL
科目	onderwerpen	科目	onderwerp	N	N;PL
科目	vakken	科目	vak	N	N;PL
週末	weekends	週末	weekends	N	N;PL
週末	weekenden	週末	weekend	N	N;PL
週末	weekeinde	週末	weekeinde	N	N;NEUT;SG
週末	weekend	週末	weekend	N	N;NEUT;SG
週末	weekendje	週末	weekendje	N	N;NEUT;SG
董事	bestuur	董事	bestuur	N	N;NEUT;SG
董事	bord	董事	bord	N	N;NEUT;SG
時常	dikwijls	時常	dikwijls	ADV	ADV
接力	relais	接力	relais	N	N;MASC+FEM;SG
接力	estafette	接力	estafette	N	N;MASC+FEM;SG
水庫	dam	水庫	dam	N	N;MASC+FEM;SG
水庫	stuwdam	水庫	stuwdam	N	N;MASC+FEM;SG
水庫	reservoirs	水庫	reservoir	N	N;PL
水庫	stuwmeer	水庫	stuwmeer	N	N;NEUT;SG
水庫	reservoir	水庫	reservoir	N	N;NEUT;SG
收益	inkomsten	收益	inkomsten	N	N;PL
收益	ontvangsten	收益	ontvangst	N	N;PL
收益	verdiensten	收益	verdienste	N	N;PL
收益	inkomsten	收益	inkomsten	N	N;PL
收益	opbrengsten	收益	opbrengst	N	N;PL
收益	opbrengst	收益	opbrengst	N	N;MASC+FEM;SG
隨機	willekeurige	隨機	willekeurig	ADJ	ADJ
隨機	willekeurig	隨機	willekeurig	ADJ	ADJ
小隊	squad	小隊	squad	N	N;MASC+FEM;SG
小隊	team	小隊	team	N	N;NEUT;SG
佔據	bezetten	佔據	bezetten	V	V;NFIN
見習	stagiair	見習	stagiair	N	N;MASC+FEM;SG
準確	nauwkeurigheid	準確	nauwkeurigheid	N	N;MASC+FEM;SG
山頂	heuveltop	山頂	heuveltop	N	N;MASC+FEM;SG
山頂	peak	山頂	peak	N	N;MASC+FEM;SG
山頂	piek	山頂	piek	N	N;MASC+FEM;SG
山頂	hoogtepunt	山頂	hoogtepunt	N	N;NEUT;SG
陸地	grond	陸地	grond	N	N;MASC+FEM;SG
陸地	land	陸地	land	N	N;NEUT;SG
金錢	geld	金錢	geld	N	N;NEUT;SG
主人	hoofdpersoon	主人	hoofdpersoon	N	N;MASC+FEM;SG
亮度	lichtheid	亮度	lichtheid	N	N;MASC+FEM;SG
亮度	helderheid	亮度	helderheid	N	N;MASC+FEM;SG
襪	kousen	襪	kous	N	N;PL
襪	sokken	襪	sokken	N	N;PL
灌溉	irrigatie	灌溉	irrigatie	N	N;MASC+FEM;SG
國土	vaderland	國土	vaderland	N	N;NEUT;SG
國土	moederland	國土	moederland	N	N;NEUT;SG
國土	thuisland	國土	thuisland	N	N;NEUT;SG
導師	leermeester	導師	leermeester	N	N;MASC+FEM;SG
導師	mentor	導師	mentor	N	N;MASC+FEM;SG
導師	mentoren	導師	menter	N	N;PL
包裝	pakketje	包裝	pakket	N	N;NEUT;SG
包裝	pakje	包裝	pak	N	N;NEUT;SG
包裝	pakket	包裝	pakket	N	N;NEUT;SG
包裝	arrangement	包裝	arrangement	N	N;NEUT;SG
包裝	verpakking	包裝	verpakking	N	N;MASC+FEM;SG
包裝	verpakkingsmateriaal	包裝	verpakkingsmateriaal	N	N;NEUT;SG
包裝	verpakkingen	包裝	verpakking	N	N;PL
包裝	wrap	包裝	wrap	N	N;MASC+FEM;SG
包裝	wikkel	包裝	wikkel	N	N;MASC+FEM;SG
應付	omgaan	應付	omgaan	V	V;NFIN
義務	verplichtingen	義務	verplichting	N	N;PL
義務	verplichting	義務	verplichting	N	N;MASC+FEM;SG
煙	sigaretten	煙	sigaret	N	N;PL
煙	sigaret	煙	sigaret	N	N;MASC+FEM;SG
煙	rook	煙	rook	N	N;MASC+FEM;SG
煙	sigaretten	煙	sigaret	N	N;PL
鑽	boringen	鑽	boring	N	N;PL
鑽	boor	鑽	boor	N	N;MASC+FEM;SG
鑽	oefening	鑽	oefening	N	N;MASC+FEM;SG
鑽	drill	鑽	drill	N	N;MASC+FEM;SG
情景	scenario	情景	scenario	N	N;NEUT;SG
海口	haikou	海口	haikou	N	N;MASC+FEM;SG
想像	verbeelding	想像	verbeelding	N	N;MASC+FEM;SG
想像	verbeeldingskracht	想像	verbeeldingskracht	N	N;MASC+FEM;SG
想像	fantasie	想像	fantasie	N	N;MASC+FEM;SG
傳輸	transmissie	傳輸	transmissie	N	N;MASC+FEM;SG
揭露	onthullen	揭露	onthullen	V	V;NFIN
揭露	onthult	揭露	onthullen	V	V;SG;PRS;FIN
揭露	openbaren	揭露	openbaar	V	V;NFIN
揭露	ontmaskeren	揭露	ontmaskeren	V	V;NFIN
揭露	blootstellen	揭露	blootstel	V	V;NFIN
揭露	openbaren	揭露	openbaar	V	V;NFIN
樹林	bos	樹林	bos	N	N;NEUT;SG
樹林	bossen	樹林	bossen	N	N;PL
樹林	houtsoorten	樹林	houtsoort	N	N;PL
節奏	tempo	節奏	tempo	N	N;NEUT;SG
節奏	ritme	節奏	ritme	N	N;NEUT;SG
醉	dronkaard	醉	dronkaard	N	N;MASC+FEM;SG
民俗	folk	民俗	folk	N	N;MASC+FEM;SG
民俗	folklore	民俗	folklore	N	N;MASC+FEM;SG
中毒	vergiftigen	中毒	vergiftigen	V	V;NFIN
中毒	vergiftigd	中毒	vergiftigen	V	V;V.PTCP
中毒	vergiftigde	中毒	vergiftigen	V	V;SG;PST;FIN
瞬間	momenten	瞬間	moment	N	N;PL
瞬間	ogenblikken	瞬間	ogenblik	N	N;PL
瞬間	instant	瞬間	instant	N	N;MASC+FEM;SG
郵政	bericht	郵政	bericht	N	N;NEUT;SG
郵政	post	郵政	post	N	N;MASC+FEM;SG
繪製	tekenen	繪製	tekenen	V	V;NFIN
繪製	trekken	繪製	trekken	V	V;NFIN
繪製	tekent	繪製	tekenen	V	V;SG;PRS;FIN
繪製	trekt	繪製	trekken	V	V;SG;PRS;FIN
偵測	detecteren	偵測	detecteren	V	V;NFIN
差別	verschil	差別	verschil	N	N;NEUT;SG
獎牌	medaille	獎牌	medaille	N	N;MASC+FEM;SG
獎牌	medailles	獎牌	medaille	N	N;PL
麻煩	problemen	麻煩	probleem	N	N;PL
麻煩	moeilijkheden	麻煩	moeilijkheid	N	N;PL
疏散	evacueren	疏散	evacueren	V	V;NFIN
疏散	evacueren	疏散	evacueren	V	V;NFIN
鼓手	drummer	鼓手	drummer	N	N;MASC+FEM;SG
陶瓷	keramiek	陶瓷	keramiek	N	N;MASC+FEM;SG
陶瓷	keramiek	陶瓷	keramiek	N	N;MASC+FEM;SG
抵制	weerstaan	抵制	weerstaan	V	V;NFIN
抵制	boycotten	抵制	boycot	V	V;NFIN
容器	container	容器	container	N	N;MASC+FEM;SG
容器	containers	容器	container	N	N;PL
芙蓉	flo	芙蓉	flo	N	N;MASC+FEM;SG
哺乳	borstvoeding	哺乳	borstvoeding	N	N;MASC+FEM;SG
哺乳	verpleging	哺乳	verpleging	N	N;MASC+FEM;SG
哺乳	lactatie	哺乳	lactatie	N	N;MASC+FEM;SG
哺乳	borstvoeding	哺乳	borstvoeding	N	N;MASC+FEM;SG
目	bestemming	目	bestemming	N	N;MASC+FEM;SG
目	bestemmingen	目	bestemming	N	N;PL
咒	spreuk	咒	spreuk	N	N;MASC+FEM;SG
咒	betovering	咒	betovering	N	N;MASC+FEM;SG
咒	vloek	咒	vloek	N	N;MASC+FEM;SG
滑冰	schaats	滑冰	schaats	N	N;MASC+FEM;SG
滑冰	skate	滑冰	skate	N	N;MASC+FEM;SG
大島	oshima	大島	oshima	N	N;MASC+FEM;SG
底下	bodem	底下	bodem	N	N;MASC+FEM;SG
底下	onderkant	底下	onderkant	N	N;MASC+FEM;SG
底下	bottom	底下	bottom	N	N;MASC+FEM;SG
成份	ingrediënt	成份	ingrediënt	N	N;NEUT;SG
成份	ingrediënten	成份	ingrodiënt	N	N;PL
詢問	opvragen	詢問	opvragen	V	V;NFIN
詢問	onderzoeken	詢問	onderzoeken	V	V;NFIN
淚	traan	淚	traan	N	N;MASC+FEM;SG
淚	scheur	淚	scheur	N	N;MASC+FEM;SG
淚	tranen	淚	traan	N	N;PL
別名	alias	別名	alias	N	N;MASC+FEM;SG
別名	schuilnaam	別名	schuilnaam	N	N;MASC+FEM;SG
別名	aliassen	別名	aliasse	N	N;PL
釣魚	visvangst	釣魚	visvangst	N	N;MASC+FEM;SG
釣魚	visserij	釣魚	visserij	N	N;MASC+FEM;SG
削弱	verzwakte	削弱	verzwakken	V	V;SG;PST;FIN
削弱	verzwakt	削弱	verzwakt	V	V;V.PTCP
削弱	verzwakken	削弱	verzwakken	V	V;NFIN
削弱	verzwakken	削弱	verzwakken	V	V;NFIN
自行	fietsen	自行	fietsen	V	V;NFIN
細節	details	細節	detail	N	N;PL
細節	bijzonderheden	細節	bijzonderheid	N	N;PL
細節	detail	細節	detail	N	N;NEUT;SG
細節	details	細節	detail	N	N;PL
石碑	stele	石碑	stele	N	N;MASC+FEM;SG
賠償	vergoeding	賠償	vergoeding	N	N;MASC+FEM;SG
賠償	compensatie	賠償	compensatie	N	N;MASC+FEM;SG
賠償	schadeloosstelling	賠償	schadeloosstelling	N	N;MASC+FEM;SG
賠償	schadevergoeding	賠償	schadevergoeding	N	N;MASC+FEM;SG
賠償	herstelbetalingen	賠償	herstelbetaling	N	N;PL
常數	constanten	常數	constant	N	N;PL
摩托	motorfiets	摩托	motorfiets	N	N;MASC+FEM;SG
摩托	motor	摩托	motor	N	N;MASC+FEM;SG
摩托	moto	摩托	moto	N	N;MASC+FEM;SG
家用	huishouding	家用	huishouding	N	N;MASC+FEM;SG
家用	huishouden	家用	huishouden	N	N;NEUT;SG
家用	binnenland	家用	binnenland	N	N;NEUT;SG
罪犯	misdadiger	罪犯	misdadiger	N	N;MASC+FEM;SG
罪犯	crimineel	罪犯	crimineel	N	N;MASC+FEM;SG
罪犯	misdadigers	罪犯	misdadiger	N	N;PL
罪犯	criminelen	罪犯	criminelen	N	N;PL
罪犯	dader	罪犯	dader	N	N;MASC+FEM;SG
罪犯	overtreder	罪犯	overtreder	N	N;MASC+FEM;SG
富裕	rijke	富裕	rijk	ADJ	ADJ
導彈	raketten	導彈	raket	N	N;PL
導彈	raket	導彈	raket	N	N;MASC+FEM;SG
電梯	lift	電梯	lift	N	N;MASC+FEM;SG
電梯	liften	電梯	liften	N	N;PL
電梯	lift	電梯	lift	N	N;MASC+FEM;SG
操縱	manipuleren	操縱	manipuleren	V	V;NFIN
操縱	manipuleren	操縱	manipuleren	V	V;NFIN
蛾	mot	蛾	mot	N	N;MASC+FEM;SG
王妃	prinsesje	王妃	prinses	N	N;NEUT;SG
王妃	prinses	王妃	prinses	N	N;MASC+FEM;SG
王妃	princess	王妃	princess	N	N;MASC+FEM;SG
心情	reacties	心情	reactie	N	N;PL
心情	humeur	心情	humeur	N	N;NEUT;SG
心情	stemming	心情	stemming	N	N;MASC+FEM;SG
沙皇	tsaar	沙皇	tsaar	N	N;MASC+FEM;SG
弧	arc	弧	arc	N	N;MASC+FEM;SG
語法	grammatica	語法	grammatica	N	N;MASC+FEM;SG
語法	syntax	語法	syntax	N	N;MASC+FEM;SG
橄欖	voetbal	橄欖	voetbal	N	N;NEUT;SG
橄欖	rugby	橄欖	rugby	N	N;MASC+FEM;SG
罐	potten	罐	pot	N	N;PL
罐	kruiken	罐	kruik	N	N;PL
罐	potjes	罐	pot	N	N;PL
罐	pot	罐	pot	N	N;MASC+FEM;SG
罐	potje	罐	potje	N	N;NEUT;SG
罐	jar	罐	jar	N	N;MASC+FEM;SG
流放	verbannen	流放	verbannen	V	V;V.PTCP
農場	kwekerij	農場	kwekerij	N	N;MASC+FEM;SG
農場	boerderij	農場	boerderij	N	N;MASC+FEM;SG
農場	boerderijen	農場	boerderij	N	N;PL
農場	boerderijen	農場	boerderij	N	N;PL
寶石	edelstenen	寶石	edelsteen	N	N;PL
寶石	juweel	寶石	juweel	N	N;NEUT;SG
寶石	edelsteen	寶石	edelsteen	N	N;MASC+FEM;SG
存活	voortbestaan	存活	voortbestaan	V	V;NFIN
存活	overleven	存活	overleven	V	V;NFIN
宣誓	gezworen	宣誓	zweren	V	V;V.PTCP
宣誓	beëdigd	宣誓	beëdigen	V	V;V.PTCP
生理	fysiologie	生理	fysiologie	N	N;MASC+FEM;SG
現金	cash	現金	cash	N	N;MASC+FEM;SG
咬	bijten	咬	bijten	V	V;NFIN
咬	bijt	咬	bijten	V	V;SG;PRS;FIN
車道	laan	車道	laan	N	N;MASC+FEM;SG
車道	lane	車道	laan	N	N;MASC+FEM;SG
車道	oprit	車道	oprit	N	N;MASC+FEM;SG
跳水	duiken	跳水	duiken	V	V;NFIN
巨型	giant	巨型	ganen	N	N;MASC+FEM;SG
巨型	reus	巨型	reus	N	N;MASC+FEM;SG
頭髮	haren	頭髮	haar	N	N;PL
頭髮	haartjes	頭髮	haar	N	N;PL
頭髮	hair	頭髮	hair	N	N;MASC+FEM;SG
整修	renovaties	整修	renovatie	N	N;PL
整修	renovatie	整修	renovatie	N	N;MASC+FEM;SG
整修	verbouwing	整修	verbouwing	N	N;MASC+FEM;SG
家長	ouders	家長	ouder	N	N;PL
家長	moedermaatschappij	家長	moedermaatschappij	N	N;MASC+FEM;SG
集團	leger	集團	leger	N	N;NEUT;SG
集團	landmacht	集團	landmacht	N	N;MASC+FEM;SG
司長	directeur	司長	directeur	N	N;MASC+FEM;SG
司長	director	司長	director	N	N;MASC+FEM;SG
司長	regisseur	司長	regisseur	N	N;MASC+FEM;SG
玉米	maïs	玉米	maïs	N	N;MASC+FEM;SG
玉米	mais	玉米	mais	N	N;MASC+FEM;SG
核定	goedgekeurde	核定	goedkeuren	V	V;V.PTCP
核定	goedgekeurd	核定	goedkeuren	V	V;V.PTCP
泵	pomp	泵	pomp	N	N;MASC+FEM;SG
辯論	discussie	辯論	discussie	N	N;MASC+FEM;SG
辯論	debat	辯論	debat	N	N;NEUT;SG
辯論	discussies	辯論	discussie	N	N;PL
辯論	debatten	辯論	debat	N	N;PL
討厭	haten	討厭	haten	V	V;NFIN
剩餘	overschot	剩餘	overschot	N	N;NEUT;SG
剩餘	surplus	剩餘	surplus	N	N;NEUT;SG
剩餘	overschotten	剩餘	overschot	N	N;PL
搭檔	partner	搭檔	partner	N	N;MASC+FEM;SG
夜晚	nachten	夜晚	nachten	N	N;PL
夜晚	overnachtingen	夜晚	overnachting	N	N;PL
夜晚	avond	夜晚	avond	N	N;MASC+FEM;SG
夜晚	nacht	夜晚	nacht	N	N;MASC+FEM;SG
夜晚	avondje	夜晚	avond	N	N;NEUT;SG
法師	magiër	法師	magiër	N	N;MASC+FEM;SG
補助	subsidie	補助	subsidie	N	N;MASC+FEM;SG
補助	subsidies	補助	subsidie	N	N;PL
信託	vertrouwen	信託	vertrouwen	N	N;NEUT;SG
作物	oogst	作物	oogst	N	N;MASC+FEM;SG
作物	gewas	作物	gewas	N	N;NEUT;SG
檢察	aanklagers	檢察	aanklager	N	N;PL
檢察	procureur	檢察	procureur	N	N;MASC+FEM;SG
檢察	aanklager	檢察	aanklager	N	N;MASC+FEM;SG
桌面	desktops	桌面	desktops	N	N;PL
桌面	bureaublad	桌面	bureaublad	N	N;NEUT;SG
桌面	desktop	桌面	desktop	N	N;MASC+FEM;SG
歧視	discriminerend	歧視	discrimineren	V	V;V.PTCP
歧視	discriminerende	歧視	discrimineren	V	V;V.PTCP
芽	knoppen	芽	knop	N	N;PL
芽	bud	芽	bud	N	N;MASC+FEM;SG
跳舞	dans	跳舞	dans	N	N;MASC+FEM;SG
跳舞	dansje	跳舞	dans	N	N;NEUT;SG
疫苗	vaccins	疫苗	vaccins	N	N;PL
疫苗	vaccinaties	疫苗	vaccinatie	N	N;PL
疫苗	vaccin	疫苗	vaccin	N	N;NEUT;SG
疫苗	vaccinatie	疫苗	vaccinatie	N	N;MASC+FEM;SG
干擾	storing	干擾	storing	N	N;MASC+FEM;SG
干擾	interferentie	干擾	interferentie	N	N;MASC+FEM;SG
干擾	inmenging	干擾	inmenging	N	N;MASC+FEM;SG
精度	nauwkeurigheid	精度	nauwkeurigheid	N	N;MASC+FEM;SG
精度	precisie	精度	precisie	N	N;MASC+FEM;SG
精度	nauwkeurigheid	精度	nauwkeurigheid	N	N;MASC+FEM;SG
精度	juistheid	精度	juistheid	N	N;MASC+FEM;SG
講師	docent	講師	docent	N	N;MASC+FEM;SG
講師	docenten	講師	docent	N	N;PL
恭喜	proficiat	恭喜	proficiat	N	N;MASC+FEM;SG
終點	terminal	終點	terminal	N	N;MASC+FEM;SG
終點	terminale	終點	terminaal	N	N;MASC+FEM;SG
酒精	alcohol	酒精	alcohol	N	N;MASC+FEM;SG
傘	paraplu	傘	paraplu	N	N;MASC+FEM;SG
法規	statuut	法規	statuut	N	N;NEUT;SG
法規	statuten	法規	statuut	N	N;PL
追擊	nastreven	追擊	nastreven	V	V;NFIN
追擊	achtervolgen	追擊	achtervolgen	V	V;NFIN
單車	fiets	單車	fiets	N	N;MASC+FEM;SG
景觀	landschappen	景觀	landschap	N	N;PL
景觀	landschap	景觀	landschap	N	N;NEUT;SG
本田	honda	本田	honda	N	N;MASC+FEM;SG
推力	stuwkracht	推力	stuwkracht	N	N;MASC+FEM;SG
犧牲	offers	犧牲	offer	N	N;PL
犧牲	opoffering	犧牲	opoffering	N	N;MASC+FEM;SG
犧牲	offer	犧牲	offer	N	N;NEUT;SG
實質	essentie	實質	essentie	N	N;MASC+FEM;SG
實質	substantie	實質	substantie	N	N;MASC+FEM;SG
公約	conventies	公約	conventie	N	N;PL
午夜	midnight	午夜	midnight	N	N;MASC+FEM;SG
午夜	middernacht	午夜	middernacht	N	N;MASC+FEM;SG
塑料	kunststoffen	塑料	kunststof	N	N;PL
塑料	plastics	塑料	plastics	N	N;PL
塑料	kunststof	塑料	kunststof	N	N;MASC+FEM;SG
塑料	kunststof	塑料	kunststof	N	N;MASC+FEM;SG
塑料	plastic	塑料	plastic	N	N;NEUT;SG
哭	huil	哭	huilen	V	V;SG;PRS;FIN
哭	huilen	哭	huilen	V	V;NFIN
哭	janken	哭	jank	V	V;NFIN
哭	huilend	哭	huilen	V	V;V.PTCP
哭	huilen	哭	huilen	V	V;NFIN
汽油	benzine	汽油	benzine	N	N;MASC+FEM;SG
汽油	gas	汽油	gas	N	N;NEUT;SG
汽油	benzine	汽油	benzine	N	N;MASC+FEM;SG
地主	landeigenaren	地主	landeigenaar	N	N;PL
地主	verhuurder	地主	verhuurd	N	N;MASC+FEM;SG
地主	huisbaas	地主	huisbaas	N	N;MASC+FEM;SG
臀	heup	臀	heup	N	N;MASC+FEM;SG
臀	hiep	臀	hoep	N	N;MASC+FEM;SG
臀	heupen	臀	heup	N	N;PL
難民	vluchteling	難民	vluchteling	N	N;MASC+FEM;SG
難民	vluchtelingen	難民	vluchteling	N	N;PL
難民	vluchteling	難民	vluchteling	N	N;MASC+FEM;SG
難民	vluchtelingen	難民	vluchteling	N	N;PL
荔枝	lychee	荔枝	lychee	N	N;MASC+FEM;SG
毒品	drugs	毒品	drug	N	N;PL
衰落	afwijzen	衰落	afwijzen	V	V;NFIN
衰落	dalende	衰落	dalen	V	V;V.PTCP
衰落	teruglopende	衰落	teruglopen	V	V;V.PTCP
衰落	afnemende	衰落	afnemen	V	V;V.PTCP
賊	dieven	賊	dief	N	N;PL
賊	dief	賊	dief	N	N;MASC+FEM;SG
中尉	luitenant	中尉	luitenant	N	N;MASC+FEM;SG
禪	zen	禪	zen	N	N;MASC+FEM;SG
爭論	betogen	爭論	betogen	V	V;NFIN
爭論	argumenteren	爭論	argumenteren	V	V;NFIN
商標	handelsmerk	商標	handelsmerk	N	N;NEUT;SG
商標	handelsmerken	商標	handelsmerk	N	N;PL
商標	merken	商標	merk	N	N;PL
商標	handelsmerken	商標	handelsmerk	N	N;PL
輔導	coachen	輔導	coachen	V	V;NFIN
轉變	transformeren	轉變	transformeren	V	V;NFIN
公噸	ton	公噸	ton	N	N;MASC+FEM;SG
公噸	ton	公噸	ton	N	N;MASC+FEM;SG
鰍	cobitis	鰍	cobitis	N	N;MASC+FEM;SG
實踐	praktijk	實踐	praktijk	N	N;MASC+FEM;SG
實踐	oefening	實踐	oefening	N	N;MASC+FEM;SG
天鵝	zwanen	天鵝	zwaan	N	N;PL
天鵝	swan	天鵝	swan	N	N;MASC+FEM;SG
天鵝	zwaan	天鵝	zwaan	N	N;MASC+FEM;SG
喝	drink	喝	drink	V	V;SG;PRS;FIN
喝	drinken	喝	drinken	V	V;NFIN
受損	beschadigd	受損	beschadigen	V	V;V.PTCP
受損	beschadigde	受損	beschadigen	V	V;SG;PST;FIN
夢幻	dromerige	夢幻	dromerig	ADJ	ADJ
音效	geluid	音效	geluid	N	N;NEUT;SG
壇	altaar	壇	altaar	N	N;NEUT;SG
教派	sekte	教派	sekken	N	N;MASC+FEM;SG
教派	sekten	教派	sekten	N	N;PL
囚禁	gevangengezet	囚禁	gevangengezet	V	V;V.PTCP
囚禁	gevangengenomen	囚禁	gevangennemen	V	V;V.PTCP
囚禁	gevangen	囚禁	vangen	V	V;V.PTCP
染	kleurstof	染	kleurstof	N	N;MASC+FEM;SG
始祖	patriarchen	始祖	patriarch	N	N;PL
實用	bruikbaarheid	實用	bruikbaarheid	N	N;MASC+FEM;SG
實用	nut	實用	nut	N	N;NEUT;SG
實用	hulpprogramma	實用	hulpprogramma	N	N;NEUT;SG
水星	mercury	水星	mercury	N	N;MASC+FEM;SG
水星	mercurius	水星	mercurius	N	N;MASC+FEM;SG
水星	kwik	水星	kwik	N	N;NEUT;SG
喪失	verliezen	喪失	verliezen	V	V;NFIN
注射	injecteren	注射	injecteren	V	V;NFIN
注射	injecteren	注射	injecteren	V	V;NFIN
地底	ondergrondse	地底	ondergrondse	N	N;MASC+FEM;SG
地底	underground	地底	undergrounen	N	N;MASC+FEM;SG
心靈	geest	心靈	geest	N	N;MASC+FEM;SG
頭顱	schedel	頭顱	schedel	N	N;MASC+FEM;SG
遺跡	relikwie	遺跡	relikwie	N	N;NEUT;SG
遺跡	overblijfsel	遺跡	overblijfsel	N	N;NEUT;SG
遺跡	relikwieën	遺跡	relikwieën	N	N;PL
遺跡	ruines	遺跡	ruin	N	N;PL
遺跡	ruïne	遺跡	ruïne	N	N;MASC+FEM;SG
遺跡	ruïnes	遺跡	ruïne	N	N;PL
約會	datum	約會	datum	N	N;MASC+FEM;SG
約會	dating	約會	dating	N	N;MASC+FEM;SG
光束	straal	光束	straal	N	N;MASC+FEM;SG
光束	balk	光束	balk	N	N;MASC+FEM;SG
光束	stralen	光束	straal	N	N;PL
光束	balken	光束	balk	N	N;PL
壞	bad	壞	bad	N	N;NEUT;SG
滿意	bevrediging	滿意	bevrediging	N	N;MASC+FEM;SG
滿意	tevredenheid	滿意	tevredenheid	N	N;MASC+FEM;SG
滿意	voldoening	滿意	voldoening	N	N;MASC+FEM;SG
合計	geaggregeerde	合計	geaggregeerde	V	V;V.PTCP
底盤	chassis	底盤	chassis	N	N;NEUT;SG
影子	schaduwen	影子	schaduw	N	N;PL
影子	schaduw	影子	schaduw	N	N;MASC+FEM;SG
影子	shadow	影子	shadow	N	N;MASC+FEM;SG
影子	schaduw	影子	schaduw	N	N;MASC+FEM;SG
緩慢	langzame	緩慢	langzaam	ADJ	ADJ
緩慢	traag	緩慢	traag	ADJ	ADJ
緩慢	langzaam	緩慢	langzaam	ADJ	ADJ
產量	rendement	產量	rendement	N	N;NEUT;SG
產量	opbrengst	產量	opbrengst	N	N;MASC+FEM;SG
產量	produktie	產量	produktie	N	N;MASC+FEM;SG
產量	productie	產量	productie	N	N;MASC+FEM;SG
產量	opbrengsten	產量	opbrengst	N	N;PL
產量	rendementen	產量	rendement	N	N;PL
產量	opbrengst	產量	opbrengst	N	N;MASC+FEM;SG
報章	krant	報章	krant	N	N;MASC+FEM;SG
報章	kranten	報章	krant	N	N;PL
報章	dagblad	報章	dagblad	N	N;NEUT;SG
報章	kranten	報章	krant	N	N;PL
報章	dagbladen	報章	dagblad	N	N;PL
死神	shinigami	死神	shinigami	N	N;MASC+FEM;SG
大海	zee	大海	zee	N	N;MASC+FEM;SG
摘要	samenvattingen	摘要	samenvatting	N	N;PL
檢驗	tests	檢驗	tests	N	N;PL
懸掛	gehesen	懸掛	heseen	V	V;V.PTCP
多	meervoudige	多	meervoudig	ADJ	ADJ
多	meervoudig	多	meervoudig	ADJ	ADJ
火災	brand	火災	brand	N	N;MASC+FEM;SG
火災	vuur	火災	vuur	N	N;NEUT;SG
尺度	weegschalen	尺度	weegschaal	N	N;PL
尺度	schubben	尺度	schubben	N	N;PL
尺度	weegschaal	尺度	weegschaal	N	N;MASC+FEM;SG
尺度	schalen	尺度	schaal	N	N;PL
環繞	omringen	環繞	omringen	V	V;NFIN
環繞	omsingelen	環繞	omsingelen	V	V;NFIN
戟	euphorbia	戟	euphorbia	N	N;MASC+FEM;SG
客人	gast	客人	gast	N	N;MASC+FEM;SG
客人	gasten	客人	gast	N	N;PL
精確	nauwkeurigheid	精確	nauwkeurigheid	N	N;MASC+FEM;SG
精確	nauwkeurigheid	精確	nauwkeurigheid	N	N;MASC+FEM;SG
精確	precisie	精確	precisie	N	N;MASC+FEM;SG
拘留	detentie	拘留	detentie	N	N;MASC+FEM;SG
拘留	bewaring	拘留	bewaring	N	N;MASC+FEM;SG
拘留	aanhoudingen	拘留	aanhouding	N	N;PL
護理	verpleging	護理	verpleging	N	N;MASC+FEM;SG
護理	zorg	護理	zorg	N	N;MASC+FEM;SG
護理	care	護理	care	N	N;MASC+FEM;SG
護理	verzorging	護理	verzorging	N	N;MASC+FEM;SG
成像	beeldvorming	成像	beeldvorming	N	N;MASC+FEM;SG
地板	vloeren	地板	vloeren	N	N;PL
地板	verdiepingen	地板	verdieping	N	N;PL
地板	vloer	地板	vloer	N	N;MASC+FEM;SG
地板	vloeren	地板	vloeren	N	N;PL
地板	vloer	地板	vloer	N	N;MASC+FEM;SG
地板	verdieping	地板	verdieping	N	N;MASC+FEM;SG
地板	floor	地板	floor	N	N;MASC+FEM;SG
鬥爭	worsteling	鬥爭	worsteling	N	N;MASC+FEM;SG
鬥爭	strijd	鬥爭	strijd	N	N;MASC+FEM;SG
檢測	opsporing	檢測	opsporing	N	N;MASC+FEM;SG
檢測	detectie	檢測	detectie	N	N;MASC+FEM;SG
牛奶	melk	牛奶	melk	N	N;MASC+FEM;SG
原生	native	原生	native	N	N;MASC+FEM;SG
彎	bend	彎	bend	N	N;MASC+FEM;SG
梳	kammen	梳	kammen	N	N;PL
