年	рік	年	рік	N	N;INAN;NOM;MASC;SG
果實	плоди	果實	плода	N	N;INAN;NOM;MASC;PL
果實	фрукти	果實	фрукт	N	N;INAN;NOM;MASC;PL
果實	плоди	果實	плода	N	N;INAN;NOM;MASC;PL
壽命	довголіття	壽命	довголіття	N	N;INAN;NOM;NEUT;SG
服飾	гардероб	服飾	гардероб	N	N;INAN;NOM;MASC;SG
湖人	лейкерс	湖人	лейкерс	N	N;INAN;NOM;MASC;PL
恐懼	страх	恐懼	страх	N	N;INAN;NOM;MASC;SG
恐懼	страху	恐懼	страх	N	N;INAN;GEN;MASC;SG
徽章	жетон	徽章	жетон	N	N;INAN;NOM;MASC;SG
徽章	значок	徽章	значок	N	N;INAN;NOM;MASC;SG
徽章	значки	徽章	значок	N	N;INAN;NOM;MASC;PL
暴動	бунт	暴動	бунт	N	N;INAN;NOM;MASC;SG
暴動	повстання	暴動	повстання	N	N;INAN;NOM;NEUT;SG
瀏覽	переглянути	瀏覽	переглянути	V	V;PFV;NFIN
瀏覽	пошукати	瀏覽	пошукати	V	V;PFV;NFIN
瀏覽	переглянути	瀏覽	переглянути	V	V;PFV;NFIN
姊姊	сестричка	姊姊	сестричка	N	N;ANIM;NOM;FEM;SG
姊姊	сестра	姊姊	сестра	N	N;ANIM;NOM;FEM;SG
核	підриву	核	підрива	N	N;INAN;GEN;MASC;SG
貸款	борг	貸款	борг	N	N;INAN;NOM;MASC;SG
貸款	кредит	貸款	кредит	N	N;INAN;NOM;MASC;SG
貸款	кредиту	貸款	кредит	N	N;INAN;GEN;MASC;SG
貸款	кредити	貸款	кредити	N	N;INAN;NOM;MASC;PL
關卡	застава	關卡	застава	N	N;INAN;NOM;FEM;SG
關卡	рівні	關卡	рівень	N	N;INAN;NOM;MASC;SG
關卡	рівнів	關卡	рівень	N	N;INAN;GEN;MASC;PL
關卡	рівень	關卡	рівень	N	N;INAN;NOM;MASC;SG
常規	буденності	常規	буденність	N	N;INAN;GEN;FEM;SG
創業	стартап	創業	стартап	N	N;INAN;NOM;MASC;SG
創業	запуску	創業	запуск	N	N;INAN;GEN;MASC;SG
創業	запуск	創業	запуск	N	N;INAN;NOM;MASC;SG
創業	підприємництво	創業	підприємництво	N	N;INAN;NOM;NEUT;SG
高潮	оргазм	高潮	оргазм	N	N;INAN;NOM;MASC;SG
高潮	низку	高潮	низка	N	N;INAN;ACC;FEM;SG
骨骼	кістки	骨骼	кістка	N	N;INAN;NOM;FEM;PL
骨骼	кісточки	骨骼	кісточка	N	N;INAN;NOM;FEM;PL
骨骼	основу	骨骼	основа	N	N;INAN;ACC;FEM;SG
骨骼	кістка	骨骼	кістка	N	N;INAN;NOM;FEM;SG
特工	агент	特工	агент	N	N;ANIM;NOM;MASC;SG
跟	слідувати	跟	слідувати	V	V;IPFV;NFIN
跟	стежити	跟	стежити	V	V;IPFV;NFIN
汞	меркурій	汞	меркурія	N	N;INAN;NOM;MASC;SG
趨勢	тренд	趨勢	тренд	N	N;INAN;NOM;MASC;SG
後代	нащадки	後代	нащадок	N	N;ANIM;NOM;MASC;PL
時光	тайм	時光	тайм	N	N;INAN;NOM;MASC;SG
時光	час	時光	час	N	N;INAN;NOM;MASC;SG
保衛	захищатися	保衛	захищатися	V	V;IPFV;NFIN
保衛	захищають	保衛	захищати	V	V;IPFV;IND;PL;3;PRS;FIN
變換	перетворити	變換	перетворити	V	V;PFV;NFIN
年紀	вік	年紀	вік	N	N;INAN;NOM;MASC;SG
年紀	ера	年紀	ера	N	N;INAN;NOM;FEM;SG
年紀	доба	年紀	доба	N	N;INAN;NOM;FEM;SG
花費	витрачено	花費	витрачити	V	V;PFV;IND;0;FIN
花費	провести	花費	провести	V	V;PFV;NFIN
花費	проводять	花費	проводити	V	V;IPFV;IND;PL;3;PRS;FIN
花費	витратити	花費	витратити	V	V;PFV;NFIN
花費	витрачає	花費	витрачати	V	V;IPFV;IND;SG;3;PRS;FIN
花費	проводить	花費	проводити	V	V;IPFV;IND;SG;3;PRS;FIN
聊天	балачки	聊天	балачка	N	N;INAN;NOM;FEM;PL
聊天	спілкування	聊天	спілкування	N	N;INAN;NOM;NEUT;SG
聊天	балачки	聊天	балачка	N	N;INAN;NOM;FEM;PL
聊天	чат	聊天	чат	N	N;INAN;NOM;MASC;SG
災難	катастрофа	災難	катастрофа	N	N;INAN;NOM;FEM;SG
災難	катастрофа	災難	катастрофа	N	N;INAN;NOM;FEM;SG
災難	катастрофи	災難	катастрофа	N	N;INAN;NOM;FEM;PL
災難	катастрофи	災難	катастрофа	N	N;INAN;NOM;FEM;PL
媒介	медіа	媒介	медіа	N	N;INAN;NOM;MASC;SG
媒介	носії	媒介	носій	N	N;ANIM;NOM;MASC;PL
媒介	носій	媒介	ніс	N	N;INAN;NOM;MASC;SG
媒介	носій	媒介	ніс	N	N;INAN;NOM;MASC;SG
叔叔	дядько	叔叔	дядько	N	N;ANIM;NOM;MASC;SG
叔叔	дядечко	叔叔	дядечко	N	N;ANIM;NOM;MASC;SG
叔叔	дядя	叔叔	дядя	N	N;ANIM;NOM;MASC;SG
外星	прибульці	外星	прибулець	N	N;ANIM;NOM;MASC;PL
外星	чужинців	外星	чужинець	N	N;ANIM;ACC;MASC;PL
外星	прибульці	外星	прибулець	N	N;ANIM;NOM;MASC;PL
外星	прибульців	外星	прибулець	N	N;ANIM;ACC;MASC;PL
邪惡	зла	邪惡	зло	N	N;INAN;NOM;NEUT;SG
邪惡	злом	邪惡	злом	N	N;INAN;INS;MASC;SG
邪惡	зло	邪惡	зло	N	N;INAN;NOM;NEUT;SG
業界	галузь	業界	галузь	N	N;INAN;NOM;FEM;SG
業界	галузі	業界	галузь	N	N;INAN;NOM;FEM;PL
業界	індустрія	業界	індустрія	N	N;INAN;NOM;FEM;SG
業界	промисловість	業界	промисловість	N	N;INAN;NOM;FEM;SG
少校	мажор	少校	мажор	N	N;INAN;NOM;FEM;SG
少校	майор	少校	майор	N	N;ANIM;NOM;MASC;SG
肺	легені	肺	легеня	N	N;INAN;NOM;FEM;PL
肺	легені	肺	легеня	N	N;INAN;NOM;FEM;PL
製片	виготовлено	製片	виготовити	V	V;PFV;IND;0;FIN
廣播	радіо	廣播	радіо	N	N;INAN;NOM;NEUT;SG
廣播	рації	廣播	рація	N	N;INAN;ACC;FEM;PL
故鄉	батьківщина	故鄉	батьківщина	N	N;INAN;NOM;FEM;SG
假名	псевдонім	假名	псевдонім	N	N;INAN;NOM;MASC;SG
心理	психологія	心理	психологія	N	N;INAN;NOM;FEM;SG
大氣	атмосфера	大氣	атмосфера	N	N;INAN;NOM;FEM;SG
斑點	місце	斑點	місце	N	N;INAN;NOM;NEUT;SG
斑點	пляма	斑點	пляма	N	N;INAN;NOM;FEM;SG
斑點	кульки	斑點	кулька	N	N;INAN;NOM;FEM;PL
斑點	плями	斑點	пляма	N	N;INAN;NOM;FEM;PL
斑點	плям	斑點	пляма	N	N;INAN;GEN;FEM;PL
恨	ненависть	恨	ненависть	N	N;INAN;NOM;FEM;SG
恨	ненависті	恨	ненависть	N	N;INAN;NOM;FEM;PL
決鬥	дуель	決鬥	дуель	N	N;INAN;NOM;FEM;SG
支出	витратами	支出	витрата	N	N;INAN;INS;FEM;PL
支出	зняття	支出	зняття	N	N;INAN;NOM;NEUT;SG
支出	витрати	支出	витрата	N	N;INAN;NOM;MASC;PL
提取	витягнути	提取	витягнути	V	V;PFV;NFIN
善意	благословенням	善意	благословення	N	N;INAN;INS;NEUT;SG
革新	нововведення	革新	нововведення	N	N;INAN;NOM;NEUT;SG
革新	інновації	革新	інновація	N	N;INAN;NOM;FEM;PL
傍晚	вечір	傍晚	вечір	N	N;INAN;NOM;MASC;SG
柔道	дзюдо	柔道	дзюдо	N	N;INAN;NOM;MASC;SG
格局	взірець	格局	взірець	N	N;INAN;NOM;MASC;SG
格局	взірцем	格局	взірець	N	N;INAN;INS;MASC;SG
格局	візерунок	格局	візерунок	N	N;INAN;NOM;MASC;SG
格局	шаблон	格局	шаблон	N	N;INAN;NOM;MASC;SG
格局	шаблони	格局	шаблон	N	N;INAN;NOM;MASC;PL
格局	візерунки	格局	візерунок	N	N;INAN;NOM;MASC;PL
字幕	субтитрів	字幕	субтитр	N	N;INAN;GEN;MASC;PL
字幕	субтитри	字幕	субтитр	N	N;INAN;NOM;FEM;PL
陵墓	мавзолей	陵墓	мавзоль	N	N;INAN;NOM;MASC;SG
社會	соціологія	社會	соціологія	N	N;INAN;NOM;FEM;SG
幽靈	примара	幽靈	примар	N	N;INAN;NOM;FEM;SG
幽靈	привид	幽靈	привид	N	N;INAN;NOM;MASC;SG
射線	проміння	射線	проміння	N	N;INAN;NOM;NEUT;SG
射線	промені	射線	промений	N	N;INAN;NOM;MASC;PL
穹	купол	穹	купол	N	N;INAN;NOM;MASC;SG
血統	спуск	血統	спуск	N	N;INAN;NOM;MASC;SG
困境	дилема	困境	дилема	N	N;INAN;NOM;FEM;SG
眼鏡	окуляри	眼鏡	окуляр	N	N;INAN;NOM
版面	компонування	版面	компонування	N	N;INAN;NOM;NEUT;SG
版面	розкладка	版面	розкладка	N	N;INAN;NOM;FEM;SG
濃度	спеціальність	濃度	спеціальність	N	N;INAN;NOM;FEM;SG
濃度	спеціальність	濃度	спеціальність	N	N;INAN;NOM;FEM;SG
濃度	концентрація	濃度	концентрація	N	N;INAN;NOM;FEM;SG
漏	витоків	漏	виток	N	N;INAN;GEN;MASC;PL
中性	нейтралітет	中性	нейтралітет	N	N;INAN;NOM;MASC;SG
天生	народження	天生	народження	N	N;INAN;NOM;NEUT;SG
家屬	сімейство	家屬	сімейство	N	N;INAN;NOM;NEUT;SG
家屬	родина	家屬	родина	N	N;INAN;NOM;FEM;SG
圖形	граф	圖形	граф	N	N;ANIM;NOM;MASC;SG
圖形	графіка	圖形	графіка	N	N;INAN;NOM;FEM;SG
圖形	графік	圖形	графік	N	N;INAN;NOM;MASC;SG
圖形	графіку	圖形	графік	N	N;INAN;GEN;MASC;SG
圖形	графіки	圖形	графік	N	N;INAN;NOM;MASC;PL
圖形	графіка	圖形	графіка	N	N;INAN;NOM;FEM;SG
圖形	графіку	圖形	графік	N	N;INAN;GEN;MASC;SG
前端	оболонка	前端	оболонка	N	N;INAN;NOM;FEM;SG
老鼠	пацюк	老鼠	пацюк	N	N;ANIM;NOM;MASC;SG
老鼠	щур	老鼠	щура	N	N;ANIM;NOM;MASC;SG
流派	жанр	流派	жанр	N	N;INAN;NOM;MASC;SG
流派	жанрів	流派	жанр	N	N;INAN;GEN;MASC;PL
語言	мовознавство	語言	мовознавство	N	N;INAN;NOM;NEUT;SG
微笑	посмішка	微笑	посмішка	N	N;INAN;NOM;FEM;SG
微笑	усмішка	微笑	усмішка	N	N;INAN;NOM;FEM;SG
石頭	камінь	石頭	камінь	N	N;INAN;NOM;MASC;SG
石頭	скеля	石頭	скеля	N	N;INAN;NOM;FEM;SG
石頭	рок	石頭	рок	N	N;INAN;NOM;MASC;SG
石頭	кручі	石頭	круч	N	N;INAN;NOM;FEM;PL
審議	роздумів	審議	роздуміти	N	N;INAN;GEN;MASC;PL
魔力	магія	魔力	магія	N	N;INAN;NOM;FEM;SG
歷史	історик	歷史	історик	N	N;ANIM;NOM;MASC;SG
歷史	історики	歷史	історик	N	N;ANIM;NOM;MASC;PL
金字	піраміда	金字	піраміда	N	N;INAN;NOM;FEM;SG
金字	піраміди	金字	піраміда	N	N;INAN;NOM;FEM;PL
橙	апельсин	橙	апельсина	N	N;INAN;NOM;MASC;SG
飲料	напої	飲料	напій	N	N;INAN;NOM;MASC;PL
飲料	напої	飲料	напій	N	N;INAN;NOM;MASC;PL
名次	рейтинг	名次	рейтинг	N	N;INAN;NOM;MASC;SG
名次	рейтингу	名次	рейтинг	N	N;INAN;NOM;MASC;SG
幾何	геометрія	幾何	геометрія	N	N;INAN;NOM;FEM;SG
曲線	крива	曲線	криво	N	N;INAN;NOM;FEM;SG
延遲	затримується	延遲	затримуватися	V	V;IPFV;IND;SG;3;PRS;FIN
延遲	затримано	延遲	затримати	V	V;PFV;IND;0;FIN
條紋	смужки	條紋	смужка	N	N;INAN;NOM;FEM;PL
條紋	смуги	條紋	смуга	N	N;INAN;NOM;FEM;PL
署名	підписано	署名	підписати	V	V;PFV;IND;0;FIN
署名	підписав	署名	підписати	V	V;PFV;MASC;IND;SG;PST;FIN
署名	підписали	署名	підписати	V	V;PFV;IND;PL;PST;FIN
海灘	біч	海灘	біч	N	N;INAN;NOM;MASC;SG
海灘	пляж	海灘	пляж	N	N;INAN;NOM;MASC;SG
海灘	пляжі	海灘	пляж	N	N;INAN;NOM;MASC;PL
馬匹	коней	馬匹	коній	N	N;ANIM;ACC;MASC;PL
馬匹	коні	馬匹	кінь	N	N;ANIM;NOM;MASC;PL
馬匹	кінь	馬匹	кінь	N	N;ANIM;NOM;MASC;SG
硬體	обладнання	硬體	обладнання	N	N;INAN;NOM;NEUT;SG
硬體	обладнанням	硬體	обладнання	N	N;INAN;INS;NEUT;SG
說服	переконати	說服	переконати	V	V;PFV;NFIN
厚度	товщина	厚度	товщина	N	N;INAN;NOM;FEM;SG
娃娃	ляльки	娃娃	ляльки	N	N;INAN;NOM;FEM;PL
娃娃	лялька	娃娃	лялька	N	N;INAN;NOM;FEM;SG
住戶	двір	住戶	двір	N	N;INAN;NOM;MASC;SG
住戶	родин	住戶	родина	N	N;INAN;ACC;FEM;PL
實習	стажування	實習	стажування	N	N;INAN;NOM;NEUT;SG
同情	симпатії	同情	симпатія	N	N;INAN;NOM;FEM;PL
同情	співчуття	同情	співчуття	N	N;INAN;NOM;NEUT;SG
同情	симпатія	同情	симпатія	N	N;INAN;NOM;FEM;SG
秋天	осінь	秋天	осінь	N	N;INAN;NOM;FEM;SG
秋天	осінь	秋天	осінь	N	N;INAN;NOM;FEM;SG
秋天	падіння	秋天	падіння	N	N;INAN;NOM;NEUT;SG
教科	підручник	教科	підручник	N	N;INAN;NOM;MASC;SG
教科	посібник	教科	посібник	N	N;INAN;NOM;MASC;SG
逃離	втекти	逃離	втекти	V	V;PFV;NFIN
細菌	бактерії	細菌	бактерія	N	N;ANIM;NOM;FEM;PL
細菌	мікроби	細菌	мікроб	N	N;INAN;NOM;MASC;PL
爬行	змусило	爬行	змусити	V	V;PFV;NEUT;IND;SG;PST;FIN
立體	стерео	立體	стерео	N	N;INAN;NOM;NEUT;SG
八	вісім	八	вісім	NUM	NUM;NOM
顧客	замовник	顧客	замовник	N	N;ANIM;NOM;MASC;SG
顧客	клієнт	顧客	клієнт	N	N;ANIM;NOM;MASC;SG
顧客	клієнти	顧客	клієнт	N	N;ANIM;NOM;MASC;PL
顧客	клієнтів	顧客	клієнт	N	N;ANIM;ACC;MASC;PL
顧客	клієнтами	顧客	клієнт	N	N;ANIM;INS;MASC;PL
人質	заручник	人質	заручник	N	N;ANIM;NOM;MASC;SG
人質	заручники	人質	заручник	N	N;INAN;NOM;MASC;PL
人質	заручники	人質	заручник	N	N;INAN;NOM;MASC;PL
人質	заручників	人質	заручник	N	N;ANIM;ACC;MASC;PL
稀有	рідкість	稀有	рідкість	N	N;INAN;NOM;FEM;SG
公牛	бики	公牛	бик	N	N;ANIM;NOM;MASC;PL
公牛	бик	公牛	бик	N	N;ANIM;NOM;MASC;SG
公牛	бика	公牛	бико	N	N;ANIM;ACC;MASC;SG
公牛	булл	公牛	булл	N	N;INAN;NOM;MASC;SG
信件	листи	信件	лист	N	N;INAN;NOM;MASC;PL
信件	літер	信件	літер	N	N;INAN;GEN;FEM;PL
信件	літери	信件	літера	N	N;INAN;NOM;FEM;PL
信件	повідомлення	信件	повідомлення	N	N;INAN;NOM;NEUT;SG
信件	повідомлень	信件	повідомлення	N	N;INAN;GEN;NEUT;PL
信件	лист	信件	лист	N	N;INAN;NOM;MASC;SG
信件	літера	信件	літера	N	N;INAN;NOM;FEM;SG
信件	листі	信件	лист	N	N;INAN;DAT;MASC;SG
信件	пошта	信件	пошта	N	N;INAN;NOM;FEM;SG
信件	поштою	信件	пошта	N	N;INAN;INS;FEM;SG
信件	повідомлення	信件	повідомлення	N	N;INAN;NOM;NEUT;SG
擲	кидок	擲	кидок	N	N;INAN;NOM;MASC;SG
擲	молота	擲	молота	N	N;INAN;NOM;NEUT;SG
主機	вузол	主機	вузол	N	N;INAN;NOM;MASC;SG
主機	вузли	主機	вузти	N	N;INAN;NOM;MASC;PL
主機	сервери	主機	сервер	N	N;INAN;NOM;MASC;PL
蛋白質	білок	蛋白質	білок	N	N;INAN;NOM;MASC;SG
蛋白質	білки	蛋白質	білок	N	N;INAN;NOM;MASC;PL
蛋白質	білку	蛋白質	білок	N	N;INAN;DAT;FEM;SG
世俗	вікова	世俗	віковий	N	N;INAN;NOM;FEM;SG
罷工	страйк	罷工	страйк	N	N;INAN;NOM;MASC;SG
屋頂	дах	屋頂	дах	N	N;INAN;NOM;MASC;SG
陰謀	креслення	陰謀	креслення	N	N;INAN;NOM;NEUT;SG
陰謀	графіка	陰謀	графіка	N	N;INAN;NOM;FEM;SG
陰謀	графік	陰謀	графік	N	N;INAN;NOM;MASC;SG
陰謀	змова	陰謀	змова	N	N;INAN;NOM;FEM;SG
番	помідор	番	помідор	N	N;INAN;NOM;MASC;SG
番	помідори	番	помідор	N	N;INAN;NOM;MASC;PL
夏日	літо	夏日	літо	N	N;INAN;NOM;NEUT;SG
夏日	літом	夏日	літо	N	N;INAN;INS;NEUT;SG
章程	статут	章程	статут	N	N;INAN;NOM;MASC;SG
白天	день	白天	день	N	N;INAN;NOM;MASC;SG
白天	дню	白天	день	N	N;INAN;DAT;MASC;SG
白天	дня	白天	день	N	N;INAN;GEN;MASC;SG
間	шпигун	間	шпигун	N	N;ANIM;NOM;MASC;SG
間	шпигуни	間	шпигуна	N	N;ANIM;NOM;MASC;PL
糧食	харчування	糧食	харчування	N	N;INAN;NOM;NEUT;SG
糧食	їжа	糧食	їжа	N	N;INAN;NOM;FEM;SG
糧食	зерна	糧食	зерно	N	N;INAN;NOM;NEUT;SG
糧食	зерно	糧食	зерно	N	N;INAN;NOM;NEUT;SG
付費	заплатити	付費	заплатити	V	V;PFV;NFIN
付費	платять	付費	платяти	V	V;IPFV;IND;PL;3;PRS;FIN
付費	заплатить	付費	заплатити	V	V;PFV;IND;SG;3;FUT;FIN
付費	сплачено	付費	сплакати	V	V;PFV;IND;0;FIN
文法	граматики	文法	граматика	N	N;INAN;NOM;FEM;PL
文法	граматика	文法	граматик	N	N;INAN;NOM;FEM;SG
俘虜	полоні	俘虜	полон	N	N;INAN;DAT;MASC;SG
歲	роки	歲	рік	N	N;INAN;NOM;MASC;PL
護士	медсестра	護士	медсестр	N	N;ANIM;NOM;FEM;SG
立體	стерео	立體	стерео	N	N;INAN;NOM;NEUT;SG
海關	митниця	海關	митниця	N	N;INAN;NOM;FEM;SG
海關	звичаї	海關	звичай	N	N;INAN;NOM;MASC;PL
假定	припустив	假定	припустити	V	V;PFV;MASC;IND;SG;PST;FIN
裙	сукня	裙	сукня	N	N;INAN;NOM;FEM;SG
裙	спідниця	裙	спідниця	N	N;INAN;NOM;FEM;SG
菩薩	будда	菩薩	будда	N	N;ANIM;NOM;MASC;SG
珊瑚	рифи	珊瑚	риф	N	N;INAN;NOM;MASC;PL
立方	кубик	立方	кубик	N	N;INAN;NOM;MASC;SG
爬	лазити	爬	лазити	V	V;IPFV;NFIN
爬	лізти	爬	лізти	V	V;IPFV;NFIN
捐贈	пожертвувати	捐贈	пожертвувати	V	V;PFV;NFIN
核准	підтримую	核准	підтримувати	V	V;IPFV;IND;SG;1;PRS;FIN
核准	затвердити	核准	затвердити	V	V;PFV;NFIN
核准	підтверджено	核准	підтверджити	V	V;PFV;IND;0;FIN
核准	затверджено	核准	затверджити	V	V;PFV;IND;0;FIN
脂	жиру	脂	жир	N	N;INAN;GEN;MASC;SG
脂	жири	脂	жир	N	N;INAN;NOM;MASC;PL
十字	хрест	十字	хрест	N	N;INAN;NOM;MASC;SG
十字	хрестик	十字	хрестик	N	N;INAN;NOM;MASC;SG
感動	переїхала	感動	переїхати	V	V;PFV;FEM;IND;SG;PST;FIN
感動	переїхали	感動	переїхати	V	V;PFV;IND;PL;PST;FIN
感動	переїхав	感動	переїхати	V	V;PFV;MASC;IND;SG;PST;FIN
感動	відчували	感動	відчувати	V	V;IPFV;IND;PL;PST;FIN
運河	канал	運河	канал	N	N;INAN;NOM;MASC;SG
運河	канали	運河	канати	N	N;INAN;NOM;MASC;PL
星期	четвер	星期	четвер	N	N;INAN;NOM;MASC;SG
大門	брама	大門	брама	N	N;INAN;NOM;FEM;SG
大門	ворота	大門	воротий	N	N;INAN;NOM;MASC;PL
空白	проміжки	空白	проміжка	N	N;INAN;NOM;FEM;PL
空白	пропуски	空白	пропуска	N	N;INAN;NOM;MASC;PL
空白	бланк	空白	бланк	N	N;INAN;NOM;MASC;SG
人道	людство	人道	людство	N	N;INAN;NOM;NEUT;SG
