for	dla	for	dla	ADP	ADP
græs	trawka	græs	trawka	N;INDF;NEUT;SG	N;NOM;FEM;SG
græs	trawa	græs	trawa	N;INDF;NEUT;SG	N;NOM;FEM;SG
græs	trawka	græs	trawka	N;INDF;NEUT;SG	N;NOM;FEM;SG
græs	trawa	græs	trawa	N;INDF;NEUT;SG	N;NOM;FEM;SG
græs	zioło	græs	zioło	N;INDF;NEUT;SG	N;NOM;NEUT;SG
basketball	koszykówka	basketball	koszykówka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
basketball	koszykówkę	basketball	koszykówka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
alfabet	alfabet	alfab	alfabet	N;INDF;NEUT;SG	N;NOM;MASC;SG
bringer	przynosi	bringe	przynosić	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
værktøj	narzędzie	værktøj	narzęd	N;INDF;NEUT;SG	N;NOM;NEUT;SG
løs	luźne	løs	luźny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
spids	cynk	spids	cynk	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
spids	wskazówka	spids	wskazówka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
færdigt	skończony	færdig	skończyć	ADJ;INDF;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
færdigt	zakończone	færdig	zakończyć	ADJ;INDF;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
færdigt	skończone	færdig	skończyć	ADJ;INDF;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
udfører	wykonuje	udføre	wykonywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mindretal	mniejszość	mindretal	mniejszość	N;INDF;NEUT;SG	N;NOM;FEM;SG
mindretal	mniejszości	mindretal	mniejszość	N;INDF;NEUT;SG	N;GEN;FEM;SG
mindretal	mniejszości	mindretal	mniejszość	N;INDF;NEUT;SG	N;GEN;FEM;SG
motiv	motyw	motiv	motyw	N;INDF;NEUT;SG	N;NOM;MASC;SG
mønster	wzorzec	mønster	wzorzec	N;INDF;NEUT;SG	N;NOM;MASC;SG
mønster	wzór	mønster	wzór	N;INDF;NEUT;SG	N;NOM;MASC;SG
galleri	galerii	galleri	galeria	N;INDF;NEUT;SG	N;GEN;FEM;SG
mathilde	matylda	mathilde	matylda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
køkken	kuchnia	køkke	kuchniać	N;INDF;NEUT;SG	N;NOM;FEM;SG
køkken	kuchnia	køkke	kuchniać	N;INDF;NEUT;SG	N;NOM;FEM;SG
køkken	kuchni	køkke	kuchnia	N;INDF;NEUT;SG	N;GEN;FEM;SG
underviser	uczy	undervise	uczyć	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kulturen	kultura	kultur	kultura	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
kulturen	kultury	kultur	kultura	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
uafgjort	remis	uafgjort	remis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
uafgjort	krawat	uafgjort	krawat	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
uafgjort	remis	uafgjort	remis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
uafgjort	losowanie	uafgjort	losowanie	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
smuk	piękne	smuk	piękny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
smuk	piękna	smuk	piękny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smuk	śliczna	smuk	śliczny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smuk	ładny	smuk	ładny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
smuk	śliczna	smuk	śliczny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smuk	ładna	smuk	ładny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smuk	ładne	smuk	ładny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
hensigt	intencją	hensigt	intencja	N;INDF;MASC+FEM;SG	N;INS;FEM;SG
udendørs	odkrytym	udendørs	odkryć	ADJ	ADJ;PFV;INS;MASC;SG;POS;V.PTCP;PASS
udendørs	odkryty	udendørs	odkryć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eleverne	uczniowie	elev	uczeń	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	studenci	elev	student	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	studentów	elev	student	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
eleverne	uczniowie	elev	uczeń	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	źrenice	elev	źrenica	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
eleverne	uczniów	elev	uczeń	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
gettysburg	gettysburg	gettysburg	gettysburg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
imponerende	imponujące	imponerende	imponować	ADJ	ADJ;NOM;NEUT;SG
materiel	surowiec	materiel	surowiec	N;INDF;NEUT;SG	N;NOM;MASC;SG
materiel	tworzywo	materiel	tworzywo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
materiel	materiał	materiel	materiał	N;INDF;NEUT;SG	N;NOM;MASC;SG
centret	centrum	center	centrum	N;DEF;NEUT;SG	N;ACC;NEUT;SG
centret	ośrodek	center	ośrodek	N;DEF;NEUT;SG	N;NOM;MASC;SG
hære	armie	hære	arma	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gæld	długu	gæld	dług	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
gæld	dług	gæld	dług	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gæld	zadłużenie	gæld	zadłużenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fremstillede	wyprodukowano	fremstille	wyprodukować	V;IND;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
fremstillede	wyprodukowano	fremstille	wyprodukować	V;IND;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
folkeslag	narodów	folkeslag	naród	N;INDF;NEUT;PL	N;GEN;MASC;PL
folkeslag	narody	folkeslag	naród	N;INDF;NEUT;PL	N;NOM;MASC;PL
observationer	spostrzeżenia	observation	spostrzeżenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
observationer	obserwacje	observation	obserwacja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
niveauer	poziomy	niveaue	poziom	N;INDF;NEUT;PL	N;NOM;MASC;PL
niveauer	poziomów	niveaue	poziom	N;INDF;NEUT;PL	N;GEN;MASC;PL
smidt	wyrzucił	smidt	wyrzucić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
stars	gwiazdki	stars	gwiazdka	N;INDF;NEUT;SG	N;NOM;FEM;SG
stars	gwiazdek	stars	gwiazdek	N;INDF;NEUT;SG	N;ACC;FEM;SG
kerne	rdzeń	kerne	rdzeń	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kerne	rdzenia	kerne	rdzeniać	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
dommere	sędziów	dommer	sędzia	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
dommere	sędziowie	dommer	sędzia	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bold	piłkę	bold	piłka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bold	piłka	bold	piłka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
administratorer	administratorów	administrator	administrator	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
administratorer	administratorzy	administrator	administrator	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
administratorer	administratorów	administrator	administrator	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
administratorer	administratorzy	administrator	administrator	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
opnår	osiąga	opnår	osiągać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
opnår	uzyskuje	opnår	uzyskiwać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
opnår	otrzymuje	opnår	otrzymywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hjernen	mózg	hjerne	mózg	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
hjernen	umysł	hjerne	umysł	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
hjernen	mózgu	hjerne	mózg	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
lejren	obozu	lejr	obóz	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
lejren	obóz	lejr	obóz	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
firmaer	firmy	firma	firma	N;INDF;NEUT;PL	N;NOM;FEM;PL
øjnene	oczy	øje	oko	N;DEF;NEUT;PL	N;NOM;NEUT;PL
forventede	oczekiwano	forvente	oczekiwać	V;PL;PST;V.PTCP	V;IPFV;IND;0;PST;FIN;ACT
forventede	oczekiwać	forvente	oczekiwać	V;PL;PST;V.PTCP	V;IPFV;NFIN;ACT
selvstyre	autonomię	selvstyre	autonomię	N;INDF;NEUT;SG	N;ACC;FEM;SG
selvstyre	autonomii	selvstyre	autonomia	N;INDF;NEUT;SG	N;GEN;FEM;SG
landskaber	krajobrazy	landskaber	krajobraza	N;INDF;NEUT;PL	N;NOM;MASC;PL
landskaber	krajobrazy	landskaber	krajobraza	N;INDF;NEUT;PL	N;NOM;MASC;PL
indtægter	dochody	indtægte	dochód	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	przychody	indtægte	przychody	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	przychody	indtægte	przychody	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	dochodów	indtægte	dochód	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
indtægter	dochody	indtægte	dochód	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	wpływy	indtægte	wpływ	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	rachunki	indtægte	rachunek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	przychody	indtægte	przychody	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	dochody	indtægte	dochód	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
linux	linuksa	linux	linuks	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
linux	linux	linux	linux	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
relationer	związki	relation	związek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
relationer	relacje	relation	relacja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
relationer	relacje	relation	relacja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
relationer	stosunki	relation	stosunki	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
relationer	relacje	relation	relacja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
relationer	stosunków	relation	stosunki	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
relationer	stosunki	relation	stosunki	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
vokse	rosną	vokse	rosnąć	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
vokse	rosnąć	vokse	rosnąć	V;NFIN;ACT	V;IPFV;NFIN;ACT
symboler	symbole	symbol	symbol	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
skjold	tarcza	skjold	tarczyć	N;INDF;NEUT;SG	N;NOM;FEM;SG
skjold	osłona	skjold	osłona	N;INDF;NEUT;SG	N;NOM;FEM;SG
skjold	tarczy	skjold	tarcza	N;INDF;NEUT;SG	N;GEN;FEM;SG
studenter	uczniowie	student	uczeń	N;INDF;NEUT;PL	N;NOM;MASC;PL
studenter	studenci	student	student	N;INDF;NEUT;PL	N;NOM;MASC;PL
studenter	studentów	student	student	N;INDF;NEUT;PL	N;ACC;MASC;PL
seminarium	seminarium	seminarium	seminarium	N;INDF;NEUT;SG	N;ACC;NEUT;SG
tyve	dwadzieścia	tyve	dwadzieścia	NUM	NUM;ACC;MASC;PL
kaste	rzuć	kaste	rzuć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
helbred	zdrowie	helbred	zdrowie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
helbred	zdrowia	helbred	zdrowie	N;INDF;NEUT;SG	N;GEN;NEUT;SG
cooper	coopera	coope	cooper	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
engagement	aktywność	engagement	aktywność	N;INDF;NEUT;SG	N;NOM;FEM;SG
engagement	zaangażowanie	engagement	zaangażowanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
engagement	zaangażowanie	engagement	zaangażowanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
engagement	zaangażowanie	engagement	zaangażowanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
engagement	zobowiązanie	engagement	zobowiązanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
vurderet	oceniono	vurdere	ocenić	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
modangreb	kontratak	modangreb	kontratak	N;INDF;NEUT;SG	N;NOM;MASC;SG
vinger	skrzydełka	vinge	skrzydełko	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
vinger	skrzydła	vinge	skrzydło	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
åbning	otwieranie	åbning	otwierać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
åbning	otwarcie	åbning	otworzyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
åbning	otwarcia	åbning	otworzyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
annoncerede	ogłosił	annoncere	ogłosić	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
annoncerede	ogłosili	annoncere	ogłosić	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
annoncerede	ogłoszono	annoncere	ogłosić	V;IND;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
annoncerede	ogłosiła	annoncere	ogłosić	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
evnen	zdolność	evne	zdolność	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
evnen	umiejętność	evne	umiejętność	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
jomfru	panieńskie	jomfru	panieński	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
indisk	indianin	indisk	indianin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
borgerne	obywatele	borger	obywatele	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
borgerne	obywateli	borger	obywatel	N;DEF;MASC+FEM;PL	N;GEN;MASC;PL
borgerne	obywatelami	borger	obywatel	N;DEF;MASC+FEM;PL	N;INS;MASC;PL
hale	hale	hale	hala	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
psykologi	psychologii	psykologi	psychologia	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
psykologi	psychologia	psykologi	psychologia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grevinde	hrabina	grevinde	hrabina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
huller	otworów	huller	otwór	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
huller	otwory	huller	otwór	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
behandler	traktować	behandle	traktować	V;IND;PRS;FIN;ACT	V;IPFV;NFIN;ACT
behandler	leczyć	behandle	leczyć	V;IND;PRS;FIN;ACT	V;IPFV;NFIN;ACT
behandler	traktuje	behandle	traktować	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
overleve	przetrwać	overleve	przetrwać	V;NFIN;ACT	V;PFV;NFIN;ACT
overleve	przeżyć	overleve	przeżyć	V;NFIN;ACT	V;PFV;NFIN;ACT
overleve	przetrwać	overleve	przetrwać	V;NFIN;ACT	V;PFV;NFIN;ACT
ophævet	uchylić	ophæve	uchylić	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN;ACT
palæ	rezydencja	palæ	rezydencja	N;INDF;NEUT;SG	N;NOM;FEM;SG
palæ	rezydencji	palæ	rezydencja	N;INDF;NEUT;SG	N;GEN;FEM;SG
regeringer	rządy	regering	rząd	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
regeringer	rządów	regering	rząd	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
homer	homer	homer	homer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
homer	homera	homer	homer	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
overbevist	przekonał	overbevise	przekonać	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pattedyr	ssaków	pattedyr	ssak	N;INDF;NEUT;PL	N;GEN;MASC;PL
pattedyr	ssaki	pattedyr	ssak	N;INDF;NEUT;PL	N;NOM;MASC;PL
pattedyr	ssaki	pattedyr	ssak	N;INDF;NEUT;PL	N;NOM;MASC;PL
besiddelser	gospodarstw	besiddelse	gospodarstwo	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
vinkel	kąt	vinkel	kąt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vinkel	kąta	vinkel	kąta	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
diskutere	omówić	diskutere	omówić	V;NFIN;ACT	V;PFV;NFIN;ACT
diskutere	dyskutować	diskutere	dyskutować	V;NFIN;ACT	V;IPFV;NFIN;ACT
diskutere	przedyskutować	diskutere	przedyskutować	V;NFIN;ACT	V;PFV;NFIN;ACT
resultaterne	rezultaty	resultat	rezultat	N;DEF;NEUT;PL	N;NOM;MASC;PL
resultaterne	wyniki	resultat	wynik	N;DEF;NEUT;PL	N;NOM;MASC;PL
tegnefilm	kreskówki	tegnefilm	kreskówka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
presley	presley	presley	presley	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fan	wachlarz	fan	wachlarz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fan	wiatrak	fan	wiatrak	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fan	wentylator	fan	wentylator	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mønter	monet	mønt	monet	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
mønter	monety	mønt	monet	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mønter	monety	mønt	monet	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
debatten	debata	debat	debata	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
debatten	debaty	debat	debata	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
hjemland	ojczyzna	hjemland	ojczyzna	N;INDF;NEUT;SG	N;NOM;FEM;SG
hjemland	ojczyzny	hjemland	ojczyzna	N;INDF;NEUT;SG	N;GEN;FEM;SG
medlemskab	członkostwa	medlemskab	członkostwa	N;INDF;NEUT;SG	N;GEN;NEUT;SG
medlemskab	członkostwo	medlemskab	członkostwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
medlemskab	przynależność	medlemskab	przynależność	N;INDF;NEUT;SG	N;NOM;FEM;SG
nederlandsk	holenderskie	nederlandsk	holenderski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
nederlandsk	holenderski	nederlandsk	holenderski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
kritikere	krytycy	kritiker	krytyk	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kritikere	krytyków	kritiker	krytyk	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
repræsentere	reprezentować	repræsentere	reprezentować	V;NFIN;ACT	V;IPFV;NFIN;ACT
repræsentere	reprezentują	repræsentere	reprezentować	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
repræsentere	reprezentuje	repræsentere	reprezentować	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
repræsentere	reprezentuje	repræsentere	reprezentować	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
afskaffet	zniosła	afskaffe	znieść	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
afskaffet	zniósł	afskaffe	znieść	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
forældrene	rodzicami	forælder	rodzic	N;DEF;MASC+FEM;PL	N;INS;MASC;PL
forældrene	rodziców	forælder	rodzic	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
forældrene	rodzice	forælder	rodzic	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
dramatisk	dramatyczne	dramatisk	dramatyczny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
dramatisk	dramatyczny	dramatisk	dramatyczny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
variationer	warianty	variation	wariant	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
kvinden	kobieta	kvinde	kobieta	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
vejret	oddychanie	vejr	oddychać	N;DEF;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vejret	oddech	vejr	oddech	N;DEF;NEUT;SG	N;NOM;MASC;SG
vejret	pogoda	vejr	pogoda	N;DEF;NEUT;SG	N;NOM;FEM;SG
vejret	pogody	vejr	pogoda	N;DEF;NEUT;SG	N;GEN;FEM;SG
departement	wydział	departement	wydział	N;INDF;NEUT;SG	N;NOM;MASC;SG
departement	departament	departement	departament	N;INDF;NEUT;SG	N;NOM;MASC;SG
departement	dział	departement	dziać	N;INDF;NEUT;SG	N;NOM;MASC;SG
nøje	ściśle	nøje	ściśle	ADV	ADV
centimeter	centymetry	centimeter	centymetra	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
centimeter	centymetry	centimeter	centymetra	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
centimeter	centymetrów	centimeter	centymetr	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
hals	gardło	hals	gardło	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hals	gardła	hals	gardło	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hals	kark	hals	karka	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ankomst	dojazd	ankomst	dojazd	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ankomst	przybycie	ankomst	przybyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ankomst	przyjazd	ankomst	przyjazd	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
blog	blog	blog	blog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
blog	bloga	blog	bloga	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
blog	blogu	blog	blóg	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
tænder	zęby	tand	ząb	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
tænder	zębów	tand	ząb	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
specifikt	konkretnie	specifikt	konkretnie	ADV	ADV
specifikt	specjalnie	specifikt	specjalnie	ADV	ADV
gave	prezentu	gave	prezent	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
gave	podarunek	gave	podarunek	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
gave	prezent	gave	prezent	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gave	dar	gave	dar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
overblik	podsumowanie	overblik	podsumowanie	N;INDF;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kortvarigt	zwięźle	kortvarigt	zwięźle	ADV	ADV
kortvarigt	krótko	kortvarigt	krótko	ADV	ADV
bølge	fala	bølge	fala	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bølge	fali	bølge	fala	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
drøm	marzenie	drøm	marzenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
drøm	sen	drøm	sen	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
foreløbig	wstępnie	foreløbig	wstępnie	ADV	ADV
foreløbig	wstępnie	foreløbig	wstępnie	ADV	ADV
hændelser	incydentów	hændelse	incydent	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
hændelser	wydarzenia	hændelse	wydarzenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
hændelser	wydarzeń	hændelse	wydarzenie	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
fremskridt	postępy	fremskridt	postęp	N;INDF;NEUT;PL	N;NOM;MASC;PL
flanke	flankę	flanke	flanka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bestyrelsesmedlem	dyrektor	bestyrelsesmedlem	dyrektor	N;INDF;NEUT;SG	N;NOM;MASC;SG
bestyrelsesmedlem	dyrektora	bestyrelsesmedlem	dyrektor	N;INDF;NEUT;SG	N;ACC;MASC;SG
bestyrelsesmedlem	reżyser	bestyrelsesmedlem	reżyser	N;INDF;NEUT;SG	N;NOM;MASC;SG
teoretisk	teoretycznie	teoretisk	teoretycznie	ADV	ADV
forelæsninger	wykładów	forelæsning	wykład	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
forelæsninger	wykłady	forelæsning	wykład	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
parallelt	równolegle	parallelt	równolegle	ADV	ADV
bytte	giełda	bytte	giełda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	wymiana	bytte	wymianać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	zdobycz	bytte	zdobyczyć	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	handlu	bytte	handel	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
bytte	handel	bytte	handel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
biflod	dopływ	biflod	dopływ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
beskytter	chroni	beskytte	chronić	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
beskytter	ochrania	beskytte	ochraniać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
springer	skacze	springe	skakać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
springer	skacze	springe	skakać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hockey	hokej	hockey	hok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hockey	hokeja	hockey	hokej	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
butik	sklep	butik	sklep	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
butik	sklepie	butik	sklep	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
butik	sklep	butik	sklep	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sibirien	syberii	sibiri	syberia	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
sne	śnieg	sne	śnieg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
