dan	et	dan	et	CONJ	CONJ
pembunuh	assassin	penbunuh	assassin	N;SG	N;MASC;SG
pakai	utiliser	pakai	utiliser	V;SG;ACT	V;NFIN
pakai	utilise	pakai	utiliser	V;SG;ACT	V;IND;SG;3;PRS;FIN
basah	humide	basah	humide	ADJ;SG	ADJ;MASC;SG
tegangan	tension	tegangan	tension	N;SG	N;FEM;SG
tegangan	voltage	tegangan	voltage	N;SG	N;MASC;SG
resimen	régiment	resimen	régiment	N	N;MASC;SG
resimen	régiments	resimen	régiment	N	N;MASC;PL
resimen	régiment	resimen	régiment	N	N;MASC;SG
mengusir	repousse	menusir	repousser	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengusir	repousser	menusir	repousser	V;SG;ACT	V;NFIN
mengusir	bannir	menusir	bannir	V;SG;ACT	V;NFIN
pupuk	engrais	pupuk	engrais	N	N;MASC;SG
pupuk	fumiers	pupuk	fumier	N	N;MASC;PL
pupuk	lisier	pupuk	lisier	N	N;MASC;SG
pupuk	fumier	pupuk	fumier	N	N;MASC;SG
pupuk	engrais	pupuk	engrais	N	N;MASC;SG
pupuk	engrais	pupuk	engrais	N	N;MASC;SG
chapter	chapitre	chapter	chapitre	N	N;MASC;SG
penciptaan	création	penciptaan	création	N;SG	N;FEM;SG
duri	épine	duri	épine	N;SG	N;FEM;SG
permata	joyau	permata	joyau	N;SG	N;MASC;SG
permata	bijou	permata	bijou	N;SG	N;MASC;SG
penyelidikan	enquête	penselidikan	enquête	N;SG	N;FEM;SG
penyelidikan	enquête	penselidikan	enquête	N;SG	N;FEM;SG
transisi	transition	transisi	transition	N;SG	N;FEM;SG
gram	mamy	gram	mamy	N;SG	N;FEM;SG
gram	gramme	gram	gramme	N;SG	N;MASC;SG
gram	gram	gram	gram	N;SG	N;MASC;SG
sutra	sutra	sutra	sutra	N	N;MASC;SG
sutra	soie	sutra	soie	N	N;FEM;SG
sutra	soies	sutra	soie	N	N;FEM;PL
sutra	soies	sutra	soie	N	N;FEM;PL
pidana	crime	pidana	crime	N	N;MASC;SG
pidana	criminel	pidana	criminel	N	N;MASC;SG
pidana	délit	pidana	délit	N	N;MASC;SG
pidana	délinquance	pidana	délinquance	N	N;FEM;SG
pidana	criminalité	pidana	criminalité	N	N;FEM;SG
pidana	crime	pidana	crime	N	N;MASC;SG
penjual	vendeur	penjual	vendeur	N;SG	N;MASC;SG
penjual	vendeur	penjual	vendeur	N;SG	N;MASC;SG
pedalaman	outback	pedalaman	outback	N	N;MASC;SG
letusan	éruption	letusan	éruption	N;SG	N;FEM;SG
bendungan	dam	bendungan	dam	N;SG	N;MASC;SG
bendungan	barrage	bendungan	barrage	N;SG	N;MASC;SG
bendungan	digue	bendungan	digue	N;SG	N;FEM;SG
didesain	conçu	didesain	concevoir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
didesain	conçue	didesain	concevoir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
berputar	tournant	berputar	tourner	V;SG;ACT	V;PRS;V.PTCP
berputar	tourner	berputar	tourner	V;SG;ACT	V;NFIN
berputar	tourne	berputar	tourner	V;SG;ACT	V;IND;SG;3;PRS;FIN
menguntungkan	profitable	menguntungkan	profitable	ADJ;SG	ADJ;MASC;SG
menguntungkan	rentable	menguntungkan	rentable	ADJ;SG	ADJ;MASC;SG
menguntungkan	bénéfique	menguntungkan	bénéfique	ADJ;SG	ADJ;MASC;SG
menguntungkan	propice	menguntungkan	propice	ADJ;SG	ADJ;MASC;SG
menguntungkan	favorable	menguntungkan	favorable	ADJ;SG	ADJ;MASC;SG
tembaga	cuivre	tembaga	cuivre	N;SG	N;MASC;SG
pengeboman	bombardements	pengeboman	bombardement	N	N;MASC;PL
pengeboman	attentats	pengeboman	attentat	N	N;MASC;PL
pengeboman	bombardement	pengeboman	bombardement	N	N;MASC;SG
pengeboman	bombardements	pengeboman	bombardement	N	N;MASC;PL
pengeboman	bombardement	pengeboman	bombardement	N	N;MASC;SG
pengeboman	bombardements	pengeboman	bombardement	N	N;MASC;PL
pengeboman	attentat	pengeboman	attentat	N	N;MASC;SG
mengadopsi	adopter	menadopsi	adopter	V;SG;ACT	V;NFIN
mengadopsi	adoptant	menadopsi	adopter	V;SG;ACT	V;PRS;V.PTCP
mengadopsi	adopter	menadopsi	adopter	V;SG;ACT	V;NFIN
mengadopsi	adoptée	menadopsi	adopter	V;SG;ACT	V;FEM;SG;PST;V.PTCP
mengadopsi	adopté	menadopsi	adopter	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengadopsi	adopte	menadopsi	adopter	V;SG;ACT	V;IND;SG;3;PRS;FIN
kastil	châteaux	kastil	château	N	N;MASC;PL
kastil	château	kastil	château	N	N;MASC;SG
kastil	chateau	kastil	château	N	N;MASC;SG
sinema	cinéma	sinema	cinéma	N;SG	N;MASC;SG
sinema	ciné	sinema	ciné	N;SG	N;MASC;SG
lintasan	trajectoire	lintasan	trajectoire	N;SG	N;FEM;SG
gulungan	manuscrit	gulungan	manuscrit	N;SG	N;MASC;SG
gulungan	parchemin	gulungan	parchemin	N;SG	N;MASC;SG
gulungan	défilement	gulungan	défilement	N;SG	N;MASC;SG
diizinkan	autorisé	diizinkan	autoriser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disukai	apprécié	disukai	apprécier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disukai	aimée	disukai	aimer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
disukai	aimé	disukai	aimer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disukai	préféré	disukai	préférer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disukai	préférée	disukai	préféré	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pelayaran	voile	penlayaran	voile	N;SG	N;FEM;SG
pelayaran	cruise	penlayaran	cruise	N;SG	N;MASC;SG
pelayaran	croisière	penlayaran	croisière	N;SG	N;FEM;SG
fashion	mode	fashion	mode	N	N;FEM;SG
matang	mûr	matang	mûr	ADJ;SG	ADJ;MASC;SG
matang	mûre	matang	mûre	ADJ;SG	ADJ;FEM;SG
matang	mature	matang	mature	ADJ;SG	ADJ;FEM;SG
matang	mûre	matang	mûre	ADJ;SG	ADJ;FEM;SG
matang	mûr	matang	mûr	ADJ;SG	ADJ;MASC;SG
permulaan	commencement	permulaan	commencement	N;SG	N;MASC;SG
permulaan	début	permulaan	début	N;SG	N;MASC;SG
mencintai	aimant	mencintai	aimer	V;SG;ACT	V;PRS;V.PTCP
mencintai	aimer	mencintai	aimer	V;SG;ACT	V;NFIN
panah	flèche	panah	flèche	N;SG	N;FEM;SG
ditunjukkan	montré	ditunjukkan	montrer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditunjukkan	indiquée	ditunjukkan	indiquer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditunjukkan	indiqué	ditunjukkan	indiquer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
menyajikan	présentant	mensajikan	présenter	V;SG;ACT	V;PRS;V.PTCP
arsenal	arsenal	arsenal	arsenal	N	N;MASC;SG
menghitung	compte	menhitung	compte	N;SG;ACT	N;MASC;SG
menghitung	comte	menhitung	comte	N;SG;ACT	N;MASC;SG
menghitung	comptage	menhitung	comptage	N;SG;ACT	N;MASC;SG
menghitung	décompte	menhitung	décompter	N;SG;ACT	N;MASC;SG
perolehan	acquisition	perolehan	acquisition	N;SG	N;FEM;SG
kawah	cratère	kawah	cratère	N;SG	N;MASC;SG
keterampilan	compétence	keterampilan	compétence	N;SG	N;FEM;SG
keterampilan	habileté	keterampilan	habileté	N;SG	N;FEM;SG
beredar	circuler	beredar	circuler	V;SG;ACT	V;NFIN
ksatria	chevalier	ksatria	chevalier	N;SG	N;MASC;SG
koordinasi	coordination	koordinasi	coordination	N;SG	N;FEM;SG
koordinasi	coordination	koordinasi	coordination	N;SG	N;FEM;SG
dimuat	chargée	dimuat	charger	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dimuat	chargé	dimuat	charger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimuat	charger	dimuat	charger	V;SG;PASS	V;NFIN
nyaman	pratique	nyaman	pratique	ADJ;SG	ADJ;FEM;SG
nyaman	confortable	nyaman	confortable	ADJ;SG	ADJ;MASC;SG
nyaman	cosy	nyaman	cosy	ADJ;SG	ADJ;MASC;SG
nyaman	confortable	nyaman	confortable	ADJ;SG	ADJ;MASC;SG
nyaman	confortable	nyaman	confortable	ADJ;SG	ADJ;MASC;SG
ramah	amicale	ramah	amical	ADJ;SG	ADJ;FEM;SG
ramah	sympathique	ramah	sympathique	ADJ;SG	ADJ;MASC;SG
ramah	convivial	ramah	convivial	ADJ;SG	ADJ;MASC;SG
ramah	amical	ramah	amical	ADJ;SG	ADJ;MASC;SG
efisien	efficace	efisien	efficace	ADJ;SG	ADJ;MASC;SG
pagar	clôture	pagar	clôture	N;SG	N;FEM;SG
pagar	barrière	pagar	barrière	N;SG	N;FEM;SG
memadai	adéquate	memadai	adéquat	ADJ;SG	ADJ;FEM;SG
memadai	adéquat	memadai	adéquat	ADJ;SG	ADJ;MASC;SG
dibatalkan	annulée	dibatalkan	annuler	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibatalkan	annulé	dibatalkan	annuler	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibatalkan	annulée	dibatalkan	annuler	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibatalkan	annulé	dibatalkan	annuler	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibatalkan	défait	dibatalkan	défaire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibatalkan	révoqué	dibatalkan	révoquer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibatalkan	révoquée	dibatalkan	révoquer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibatalkan	avorté	dibatalkan	avorter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibatalkan	annulée	dibatalkan	annuler	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibatalkan	interrompu	dibatalkan	interrompre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terikat	lié	terikat	lier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
menembus	imprégner	mentembus	imprégner	V;SG;ACT	V;NFIN
menembus	pénétrant	mentembus	pénétrer	V;SG;ACT	V;PRS;V.PTCP
menembus	pénétrer	mentembus	pénétrer	V;SG;ACT	V;NFIN
menembus	pénétrer	mentembus	pénétrer	V;SG;ACT	V;NFIN
menembus	pénètre	mentembus	pénétrer	V;SG;ACT	V;IND;SG;3;PRS;FIN
koordinator	coordonnateur	koordinator	coordonnateur	N;SG	N;MASC;SG
koordinator	coordinatrice	koordinator	coordinateur	N;SG	N;FEM;SG
koordinator	coordonnatrice	koordinator	coordonnateur	N;SG	N;FEM;SG
koordinator	coordinateur	koordinator	coordinateur	N;SG	N;MASC;SG
pemisahan	séparation	penpisahan	séparation	N;SG	N;FEM;SG
renault	renault	renault	renault	N	N;MASC;SG
perluasan	agrandissement	perluasan	agrandissement	N;SG	N;MASC;SG
perluasan	extension	perluasan	extension	N;SG	N;FEM;SG
perluasan	expansion	perluasan	expansion	N;SG	N;FEM;SG
memotong	tondre	menpotong	tondre	V;SG;ACT	V;NFIN
memotong	couper	menpotong	couper	V;SG;ACT	V;NFIN
meyakinkan	convaincre	menyakinkan	convaincre	V;SG;ACT	V;NFIN
meyakinkan	convaincre	menyakinkan	convaincre	V;SG;ACT	V;NFIN
meyakinkan	convainc	menyakinkan	convaincre	V;SG;ACT	V;IND;SG;3;PRS;FIN
meyakinkan	persuadé	menyakinkan	persuader	V;SG;ACT	V;MASC;SG;PST;V.PTCP
meyakinkan	convaincue	menyakinkan	convaincre	V;SG;ACT	V;FEM;SG;PST;V.PTCP
meyakinkan	convaincu	menyakinkan	convaincre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
lingkup	sphère	lingkup	sphère	N;SG	N;FEM;SG
mayat	cadavre	mayat	cadavre	N;SG	N;MASC;SG
mayat	cadavre	mayat	cadavre	N;SG	N;MASC;SG
terlepas	isolée	terlepas	isoler	V;RL;SG	V;FEM;SG;PST;V.PTCP
terlepas	détachée	terlepas	détacher	V;RL;SG	V;FEM;SG;PST;V.PTCP
terlepas	détaché	terlepas	détacher	V;RL;SG	V;MASC;SG;PST;V.PTCP
kecantikan	beauté	kecantikan	beauté	N;SG	N;FEM;SG
bangkit	ressuscité	bangkit	ressuscité	V;SG;ACT	V;MASC;SG;PST;V.PTCP
dimenangkan	gagné	dimenangkan	gagner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimenangkan	gagnée	dimenangkan	gagner	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pengembang	développeur	penkembang	développeur	N;SG	N;MASC;SG
pengembang	promoteur	penkembang	promoteur	N;SG	N;MASC;SG
amal	bienfaisance	amal	bienfaisance	N;SG	N;FEM;SG
amal	charité	amal	charité	N;SG	N;FEM;SG
amal	bienfaisance	amal	bienfaisance	N;SG	N;FEM;SG
amal	bienfaisance	amal	bienfaisance	N;SG	N;FEM;SG
amal	aumône	amal	aumône	N;SG	N;FEM;SG
amal	charité	amal	charité	N;SG	N;FEM;SG
arondisemen	arrondissement	arondisemen	arrondissement	N	N;MASC;SG
arondisemen	arrondissements	arondisemen	arrondissement	N	N;MASC;PL
modifikasi	modification	modifikasi	modification	N;SG	N;FEM;SG
inovasi	innovation	inovasi	innovation	N;SG	N;FEM;SG
otomotif	auto	otomotif	auto	N;SG	N;MASC;SG
sumbangan	don	sumbangan	don	N;SG	N;MASC;SG
sumbangan	donation	sumbangan	donation	N;SG	N;FEM;SG
perlengkapan	équipement	perlengkapan	équipement	N;SG	N;MASC;SG
perlengkapan	matériel	perlengkapan	matériel	N;SG	N;MASC;SG
perlengkapan	equipement	perlengkapan	equipement	N;SG	N;MASC;SG
perlengkapan	approvisionnement	perlengkapan	approvisionnement	N;SG	N;MASC;SG
spesifikasi	spécifications	spesifikasi	spécification	N	N;FEM;PL
spesifikasi	spécifications	spesifikasi	spécification	N	N;FEM;PL
spesifikasi	spécification	spesifikasi	spécification	N	N;FEM;SG
spesifikasi	spécifications	spesifikasi	spécification	N	N;FEM;PL
spesifikasi	spécification	spesifikasi	spécification	N	N;FEM;SG
keunggulan	excellence	keunggulan	excellence	N;SG	N;FEM;SG
keunggulan	avantage	keunggulan	avantage	N;SG	N;MASC;SG
keunggulan	supériorité	keunggulan	supériorité	N;SG	N;FEM;SG
penghubung	linker	penhubung	linker	N;SG	N;MASC;SG
penghubung	connecteur	penhubung	connecteur	N;SG	N;MASC;SG
penyelesaian	achèvement	penselesaian	achèvement	N;SG	N;MASC;SG
perintis	pacer	penrintis	pacer	N;SG	N;MASC;SG
minoritas	minorité	minoritas	minorité	N;SG	N;FEM;SG
varietas	variété	varietas	variété	N;SG	N;FEM;SG
pengepungan	siege	penkepungan	siege	N;SG	N;MASC;SG
pengepungan	siège	penkepungan	siège	N;SG	N;MASC;SG
gila	dingue	gila	dingue	ADJ;SG	ADJ;MASC;SG
gila	fou	gila	fou	ADJ;SG	ADJ;MASC;SG
gila	insensé	gila	insenser	ADJ;SG	ADJ;MASC;SG
gila	cinglé	gila	cinglé	ADJ;SG	ADJ;MASC;SG
gila	folle	gila	fou	ADJ;SG	ADJ;FEM;SG
gila	dingue	gila	dingue	ADJ;SG	ADJ;MASC;SG
gila	fou	gila	fou	ADJ;SG	ADJ;MASC;SG
gila	cinglé	gila	cinglé	ADJ;SG	ADJ;MASC;SG
gila	folle	gila	fou	ADJ;SG	ADJ;FEM;SG
gila	furieux	gila	furieux	ADJ;SG	ADJ;MASC;SG
gila	fou	gila	fou	ADJ;SG	ADJ;MASC;SG
gila	furieuse	gila	furieux	ADJ;SG	ADJ;FEM;SG
gila	folle	gila	fou	ADJ;SG	ADJ;FEM;SG
akal	sens	akal	sens	N;SG	N;MASC;SG
teritori	territoire	teritori	territoire	N;SG	N;MASC;SG
jangkauan	gamme	jangkauan	gamme	N;SG	N;FEM;SG
ideologi	idéologie	ideologi	idéologie	N	N;FEM;SG
ideologi	idéologies	ideologi	idéologie	N	N;FEM;PL
ideologi	idéologies	ideologi	idéologie	N	N;FEM;PL
berkunjung	visitée	berkunjung	visiter	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berkunjung	visité	berkunjung	visiter	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mamalia	mammifère	mamalia	mammifère	N;SG	N;MASC;SG
mamalia	mammifère	mamalia	mammifère	N;SG	N;MASC;SG
mamalia	mammifère	mamalia	mammifère	N;SG	N;MASC;SG
algoritma	algorithme	algoritma	algorithme	N;SG	N;MASC;SG
algoritma	algorithme	algoritma	algorithme	N;SG	N;MASC;SG
klien	client	klien	client	N;SG	N;MASC;SG
sponsor	mécénat	sponsor	mécénat	N;SG	N;MASC;SG
sponsor	parrainage	sponsor	parrainage	N;SG	N;MASC;SG
sponsor	commandite	sponsor	commandit	N;SG	N;FEM;SG
sponsor	commanditaire	sponsor	commanditaire	N;SG	N;MASC;SG
sponsor	parrain	sponsor	parrain	N;SG	N;MASC;SG
sponsor	sponsor	sponsor	sponsor	N;SG	N;MASC;SG
sponsor	promoteur	sponsor	promoteur	N;SG	N;MASC;SG
dihadiri	participé	dihadiri	participer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
rangers	rangers	rangers	ranger	N	N;MASC;PL
ketakutan	peur	ketakutan	peur	N;SG	N;FEM;SG
ketakutan	crainte	ketakutan	crainte	N;SG	N;FEM;SG
ketakutan	peur	ketakutan	peur	N;SG	N;FEM;SG
ketakutan	trouille	ketakutan	trouille	N;SG	N;FEM;SG
ketakutan	frayeur	ketakutan	frayeur	N;SG	N;FEM;SG
ketakutan	effroi	ketakutan	effroi	N;SG	N;MASC;SG
penglihatan	vision	penlihatan	vision	N;SG	N;FEM;SG
penyerangan	attaque	penserangan	attaque	N;SG	N;FEM;SG
penyerangan	attentat	penserangan	attentat	N;SG	N;MASC;SG
penyerangan	agression	penserangan	agression	N;SG	N;FEM;SG
penyerangan	assaut	penserangan	assaut	N;SG	N;MASC;SG
input	intrants	input	intrant	N	N;MASC;PL
input	apports	input	apport	N	N;MASC;PL
memohon	supplié	menmohon	supplier	V;SG;ACT	V;MASC;SG;PST;V.PTCP
memohon	mendier	menmohon	mendier	V;SG;ACT	V;NFIN
memohon	supplier	menmohon	supplier	V;SG;ACT	V;NFIN
memohon	suppliant	menmohon	supplier	V;SG;ACT	V;PRS;V.PTCP
memohon	supplier	menmohon	supplier	V;SG;ACT	V;NFIN
memohon	supplie	menmohon	supplier	V;SG;ACT	V;IND;SG;3;PRS;FIN
memohon	mendier	menmohon	mendier	V;SG;ACT	V;NFIN
merencanakan	comploter	menrencanakan	comploter	V;SG;ACT	V;NFIN
merencanakan	planifier	menrencanakan	planifier	V;SG;ACT	V;NFIN
merencanakan	prévu	menrencanakan	prévoir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
merencanakan	planifié	menrencanakan	planifier	V;SG;ACT	V;MASC;SG;PST;V.PTCP
merencanakan	planifiée	menrencanakan	planifier	V;SG;ACT	V;FEM;SG;PST;V.PTCP
merencanakan	prévue	menrencanakan	prévoir	V;SG;ACT	V;FEM;SG;PST;V.PTCP
instruksi	instruction	instruksi	instruction	N;SG	N;FEM;SG
disesuaikan	ajusté	disesuaikan	ajusté	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disesuaikan	ajustée	disesuaikan	ajuster	V;SG;PASS	V;FEM;SG;PST;V.PTCP
disesuaikan	personnalisé	disesuaikan	personnalisé	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disesuaikan	personnalisée	disesuaikan	personnaliser	V;SG;PASS	V;FEM;SG;PST;V.PTCP
bekerjasama	coopère	bekerjasama	coopère	V;SG;ACT	V;IND;SG;3;PRS;FIN
bekerjasama	coopérer	bekerjasama	coopérer	V;SG;ACT	V;NFIN
inspirasi	inspirations	inspirasi	inspiration	N	N;FEM;PL
inspirasi	inspiration	inspirasi	inspiration	N	N;FEM;SG
pengantar	introduction	penantar	introduction	N;SG	N;FEM;SG
pengantar	préface	penantar	préface	N;SG	N;FEM;SG
pengantar	préface	penantar	préface	N;SG	N;FEM;SG
memasak	cuisiner	menpasak	cuisiner	V;SG;ACT	V;NFIN
memasak	cuire	menpasak	cuire	V;SG;ACT	V;NFIN
memasak	cuisiner	menpasak	cuisiner	V;SG;ACT	V;NFIN
dikembalikan	retourné	dikembalikan	retourner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dikembalikan	retournée	dikembalikan	retourner	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dikembalikan	remboursée	dikembalikan	rembourser	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dikembalikan	remboursé	dikembalikan	rembourser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
merancang	concevoir	menrancang	concevoir	V;SG;ACT	V;NFIN
merancang	conçu	menrancang	concevoir	V;SG;ACT	V;MASC;SG;PST;V.PTCP
merancang	conçue	menrancang	concevoir	V;SG;ACT	V;FEM;SG;PST;V.PTCP
menu	menu	menu	menu	N;SG	N;MASC;SG
ditanam	planté	ditanam	planter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditanam	plantée	ditanam	planter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
blackberry	blackberry	blackberry	blackberry	N	N;MASC;SG
didapatkan	acquise	didapatkan	acquise	V;SG;PASS	V;FEM;SG;PST;V.PTCP
didapatkan	acquis	didapatkan	acquérir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ritus	rite	ritus	rite	N	N;MASC;SG
ritus	rites	ritus	rite	N	N;MASC;PL
afghanistan	afghanistan	afghanistan	afghanistan	N;SG	N;MASC;SG
afghanistan	afghani	afghanistan	afghani	N;SG	N;MASC;SG
diadopsi	adoptée	diadopsi	adopter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diadopsi	adopté	diadopsi	adopter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
keseimbangan	balance	keseimbangan	balance	N;SG	N;FEM;SG
keseimbangan	solde	keseimbangan	solde	N;SG	N;MASC;SG
keseimbangan	équilibre	keseimbangan	équilibre	N;SG	N;MASC;SG
keseimbangan	équilibre	keseimbangan	équilibre	N;SG	N;MASC;SG
madu	chéri	madu	chéri	N;SG	N;MASC;SG
madu	cherie	madu	cherie	N;SG	N;FEM;SG
madu	chérie	madu	chéri	N;SG	N;FEM;SG
madu	miel	madu	miel	N;SG	N;MASC;SG
berjanji	promettre	berjanji	promettre	V;SG;ACT	V;NFIN
berjanji	promis	berjanji	promettre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berjanji	promise	berjanji	promettre	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berjanji	promis	berjanji	promettre	V;SG;ACT	V;MASC;SG;PST;V.PTCP
hidung	nez	hidung	nez	N;SG	N;MASC;SG
hidung	nez	hidung	nez	N;SG	N;MASC;SG
pelawak	comique	penlawak	comique	N	N;MASC;SG
pelawak	comédien	penlawak	comédien	N	N;MASC;SG
pelawak	humoriste	penlawak	humoriste	N	N;MASC;SG
sabuk	courroie	sabuk	courroie	N;SG	N;FEM;SG
sabuk	ceinture	sabuk	ceinture	N;SG	N;FEM;SG
kartun	cartoon	kartun	cartoon	N;SG	N;MASC;SG
lapis	couche	lapis	couche	N;SG;ACT	N;FEM;SG
lapis	calque	lapis	calque	N;SG;ACT	N;MASC;SG
lapis	lapis	lapis	lapis	N;SG;ACT	N;MASC;SG
sirip	nageoire	sirip	nageoire	N;SG	N;FEM;SG
sirip	nageoire	sirip	nageoire	N;SG	N;FEM;SG
sirip	fin	sirip	fin	N;SG	N;FEM;SG
konfigurasi	configuration	konfigurasi	configuration	N;SG	N;FEM;SG
perdebatan	débat	perdebatan	débat	N;SG	N;MASC;SG
perdebatan	débat	perdebatan	débat	N;SG	N;MASC;SG
pujian	éloge	pujian	éloge	N;SG	N;MASC;SG
pujian	louange	pujian	louange	N;SG	N;FEM;SG
pujian	compliment	pujian	compliment	N;SG	N;MASC;SG
pengamat	observateur	pengamat	observateur	N;SG	N;MASC;SG
pengamat	observatrice	pengamat	observateur	N;SG	N;FEM;SG
detektif	inspectrice	detektif	inspecteur	N;SG	N;FEM;SG
detektif	inspecteur	detektif	inspecteur	N;SG	N;MASC;SG
detektif	détective	detektif	détective	N;SG	N;MASC;SG
penaklukan	conquête	pentaklukan	conquête	N;SG	N;FEM;SG
misa	masse	misa	masse	N	N;FEM;SG
misa	messe	misa	messe	N	N;FEM;SG
bendahara	trésorier	bendahara	trésorier	N;SG	N;MASC;SG
diplomatik	diplomate	diplomatik	diplomate	N;SG	N;MASC;SG
lembaran	feuille	lembaran	feuille	N;SG	N;FEM;SG
lembaran	drap	lembaran	drap	N;SG	N;MASC;SG
lembaran	feuillet	lembaran	feuillet	N;SG	N;MASC;SG
penerbang	flyer	penterbang	flyer	N;SG	N;MASC;SG
penerbang	dépliant	penterbang	déplier	N;SG	N;MASC;SG
prosesor	transformateur	prosesor	transformateur	N;SG	N;MASC;SG
prosesor	processeur	prosesor	processeur	N;SG	N;MASC;SG
kontroversial	controverse	kontroversial	controverse	N;SG	N;FEM;SG
digabungkan	combiné	digabungkan	combiner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
digabungkan	combinée	digabungkan	combiner	V;SG;PASS	V;FEM;SG;PST;V.PTCP
digabungkan	fusionnée	digabungkan	fusionnée	V;SG;PASS	V;FEM;SG;PST;V.PTCP
digabungkan	fusionné	digabungkan	fusionner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
reaktor	réacteur	reaktor	réacteur	N;SG	N;MASC;SG
panduan	guide	panduan	guide	N;SG	N;MASC;SG
dibuang	banni	dibuang	banni	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	bannie	dibuang	bannir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuang	disposé	dibuang	disposer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	éliminé	dibuang	éliminer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	jeté	dibuang	jeter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	retirée	dibuang	retirer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuang	enlevé	dibuang	enlever	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	retiré	dibuang	retirer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	supprimée	dibuang	supprimer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuang	supprimé	dibuang	supprimer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuang	saccagé	dibuang	saccager	V;SG;PASS	V;MASC;SG;PST;V.PTCP
konvensional	conventionnelle	konvensional	conventionnel	ADJ;SG	ADJ;FEM;SG
konvensional	conventionnel	konvensional	conventionnel	ADJ;SG	ADJ;MASC;SG
menjamin	garantir	menjamin	garantir	V;SG;ACT	V;NFIN
ikon	icônes	ikon	icône	N	N;FEM;PL
ikon	icônes	ikon	icône	N	N;FEM;PL
ikon	icône	ikon	icône	N	N;FEM;SG
teleskop	télescope	teleskop	télescope	N;SG	N;MASC;SG
meridian	méridien	menridian	méridien	N;SG	N;MASC;SG
rokok	clope	rokok	clope	N;SG	N;FEM;SG
rokok	cigarette	rokok	cigarette	N;SG	N;FEM;SG
duet	duo	duet	duo	N	N;MASC;SG
deskripsi	description	deskripsi	description	N;SG	N;FEM;SG
mendominasi	dominant	mendominasi	dominer	V;SG;ACT	V;PRS;V.PTCP
mendominasi	dominer	mendominasi	dominer	V;SG;ACT	V;NFIN
mendominasi	dominée	mendominasi	dominer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
