und	och	und	och	CONJ	CONJ
umfangreichen	omfattande	umfangreich	omfattande	ADJ	ADJ;NOM;PRS;V.PTCP
geschah	inträffade	geschehen	inträffa	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
digitale	digitala	digital	digital	ADJ;NOM;FEM;PL	ADJ;NOM;PL
archive	arkiven	archiv	arkive	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
gegangen	åkt	gehen	åkt	V;V.PTCP	V;V.CVB;ACT
gegangen	gått	gehen	gå	V;V.PTCP	V;V.CVB;ACT
gegangen	åkte	gehen	åka	V;V.PTCP	V;IMP;PST;FIN;ACT
gegangen	gick	gehen	gå	V;V.PTCP	V;IND;PST;FIN;ACT
gestartet	påbörjade	starten	påbörja	V;V.PTCP	V;IND;PST;V.PTCP;ACT
gestartet	började	starten	börja	V;V.PTCP	V;IND;PST;FIN;ACT
gestartet	startade	starten	starta	V;V.PTCP	V;IND;PST;FIN;ACT
gestartet	inledde	starten	inleda	V;V.PTCP	V;IND;PST;FIN;ACT
gestartet	lanseras	starten	lansera	V;V.PTCP	V;NFIN;PASS
gestartet	lanserades	starten	lansera	V;V.PTCP	V;IND;PST;FIN;PASS
gestartet	lanserade	starten	lansera	V;V.PTCP	V;PST;V.PTCP;ACT
gestartet	inledde	starten	inleda	V;V.PTCP	V;IND;PST;FIN;ACT
beschäftigen	anställa	beschäftigen	anställa	V;NFIN	V;IMP;FIN;ACT
komplex	komplext	komplex	komplext	ADJ	ADJ;NOM;INDF;NEUT;SG
komplex	komplicerad	komplex	komplicerad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
komplex	komplex	komplex	komplex	ADJ	ADJ;NOM;INDF;NEUT;SG
komplex	komplexa	komplex	komplex	ADJ	ADJ;NOM;PL
komplex	komplicerat	komplex	komplicerad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
finanziert	finansieras	finanzieren	finansiera	V;V.PTCP	V;IND;PRS;FIN;PASS
finanziert	finansierats	finanzieren	finansiera	V;V.PTCP	V;V.CVB;PASS
überraschend	överraskande	überraschend	överraskande	ADJ	ADJ;NOM;PRS;V.PTCP
überraschend	överraskande	überraschend	överraskande	ADJ	ADJ;NOM;PRS;V.PTCP
überraschend	förvånande	überraschend	förvånande	ADJ	ADJ;NOM;PRS;V.PTCP
konservativen	konservativa	konservativ	konservativ	ADJ;PL	ADJ;NOM;PL
konservativen	konservativa	konservativ	konservativ	ADJ;PL	ADJ;NOM;PL
fehlenden	försvunnen	fehlend	försvinn	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
regen	regnar	rege	regna	V;NFIN	V;IND;PRS;FIN;ACT
regen	regen	rege	regen	V;NFIN	V;IMP;FIN;ACT
regen	regnar	rege	regna	V;NFIN	V;IND;PRS;FIN;ACT
regen	regnade	rege	regna	V;NFIN	V;IND;PST;FIN;ACT
feiern	fira	feiern	fira	V;NFIN	V;IMP;FIN;ACT
feiern	firar	feiern	fira	V;NFIN	V;IND;PRS;FIN;ACT
feiern	fira	feiern	fira	V;NFIN	V;IMP;FIN;ACT
verweist	hänvisar	verweisen	hänvisa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ausgelegt	tolkas	auslegen	tolka	V;V.PTCP	V;IND;PRS;FIN;PASS
ausgelegt	tolkade	auslegen	tolka	V;V.PTCP	V;NOM;PL;PST;V.PTCP
ausgelegt	tolkats	auslegen	tolka	V;V.PTCP	V;V.CVB;PASS
laufenden	pågår	laufend	pågå	V;FIN	V;IND;PRS;FIN;ACT
erhaltung	konservering	erhaltung	konservering	N;SG	N;NOM;INDF;MASC+FEM;SG
verzichten	avstå	verzichten	avstå	V;NFIN	V;IMP;FIN;ACT
verzichten	avstå	verzichten	avstå	V;NFIN	V;IMP;FIN;ACT
verzichten	avstår	verzichten	avstå	V;NFIN	V;IND;PRS;FIN;ACT
passen	passar	passen	passa	V;NFIN	V;IND;PRS;FIN;ACT
passen	passar	passen	passa	V;NFIN	V;IND;PRS;FIN;ACT
passen	passa	passen	passa	V;NFIN	V;IMP;FIN;ACT
geistlichen	andliga	geistlich	andlig	ADJ	ADJ;NOM;PL
geistlichen	själslig	geistlich	själslig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
geistlichen	andlig	geistlich	andlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
geistlichen	andligt	geistlich	andlig	ADJ	ADJ;NOM;INDF;NEUT;SG
theologischen	teologiska	theologisch	teologisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
einfügen	infogar	einfüg	infoga	V;NFIN	V;IND;PRS;FIN;ACT
einfügen	infoga	einfüg	infoga	V;NFIN	V;IMP;FIN;ACT
einfügen	infoga	einfüg	infoga	V;NFIN	V;IMP;FIN;ACT
behielt	hållit	behalten	hålla	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
behielt	höll	behalten	hålla	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
behielt	behöll	behalten	behålla	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
behielt	behållit	behalten	behålla	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
akten	filer	akt	fil	N	N;NOM;INDF;MASC+FEM;PL
akten	akter	akt	akt	N	N;NOM;INDF;MASC+FEM;PL
akten	mappar	akt	mappa	N	N;NOM;INDF;MASC+FEM;PL
akten	arkiv	akt	arkiv	N	N;NOM;INDF;NEUT;SG
akten	file	akt	file	N	N;NOM;INDF;NEUT;SG
akten	fil	akt	fil	N	N
unseren	vårat	unser	vira	PRO;ACC;MASC;SG	PRO;DEF;NEUT;SG
unseren	vårt	unser	vi	PRO;ACC;MASC;SG	PRO;DEF;NEUT;SG
unseren	vårat	unser	vira	PRO;ACC;MASC;SG	PRO;DEF;NEUT;SG
unseren	vårt	unser	vi	PRO;ACC;MASC;SG	PRO;DEF;NEUT;SG
verbinden	sammanfoga	verbinden	sammanfoga	V;NFIN	V;IMP;FIN;ACT
verbinden	förbinder	verbinden	förbind	V;NFIN	V;IND;PRS;FIN;ACT
verbinden	ansluter	verbinden	ansluta	V;NFIN	V;IND;PRS;FIN;ACT
verbinden	ansluta	verbinden	ansluta	V;NFIN	V;IMP;FIN;ACT
verbinden	koppla	verbinden	koppla	V;NFIN	V;IMP;FIN;ACT
verbinden	anslut	verbinden	anslut	V;NFIN	V;IMP;FIN;ACT
verbinden	ansluta	verbinden	ansluta	V;NFIN	V;IMP;FIN;ACT
verbinden	kombinera	verbinden	kombinera	V;NFIN	V;IMP;FIN;ACT
verbinden	kombinerar	verbinden	kombinera	V;NFIN	V;IND;PRS;FIN;ACT
schwarzer	svart	schwarz	svart	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwarzer	svarta	schwarz	svart	ADJ	ADJ;NOM;PL
schwarzer	svarta	schwarz	svart	ADJ	ADJ;NOM;PL
ruhig	stadig	ruhig	stadig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ruhig	tysta	ruhig	tyst	ADJ	ADJ;NOM;PL
ruhig	tyst	ruhig	tyst	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ruhig	lugna	ruhig	lugna	ADJ	ADJ;NOM;PL
ruhig	lugn	ruhig	lugn	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
platzierung	placering	plazierung	placering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
platzierung	placeringen	plazierung	placering	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
geschlossenen	innesluten	geschlossen	inneslut	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
geschlossenen	slutna	geschlossen	sluten	ADJ	ADJ;NOM;PL;PST;V.PTCP
geschlossenen	inneslutna	geschlossen	innesluta	ADJ	ADJ;NOM;PL;PST;V.PTCP
geschlossenen	bifogade	geschlossen	bifoga	ADJ	ADJ;NOM;PL;PST;V.PTCP
erhöhte	ökad	erhöhen	öka	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erhöhte	ökat	erhöhen	öka	ADJ;NOM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erhöhte	förhöjt	erhöhen	förhöja	ADJ;NOM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erhöhte	upphöjd	erhöhen	upphöjd	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erhöhte	förhöjt	erhöhen	förhöja	ADJ;NOM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erhöhte	förhöjd	erhöhen	förhöjd	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
erhöhte	förhöjt	erhöhen	förhöja	ADJ;NOM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
erhöhte	förhöjd	erhöhen	förhöjd	ADJ;NOM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
steuern	kontrollera	steuern	kontrollera	V;NFIN	V;IMP;FIN;ACT
steuern	beskatta	steuern	beskatta	V;NFIN	V;IMP;FIN;ACT
versammlung	sammankomst	versammlung	sammankomst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
versammlung	insamling	versammlung	insamling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
versammlung	montering	versammlung	montering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
versammlung	församling	versammlung	församling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
versammlung	församlingen	versammlung	församling	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ablehnung	vägran	ablehnung	vägra	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ablehnung	avvisning	ablehnung	avvisning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ablehnung	nekande	ablehnung	nekande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ablehnung	förnekelse	ablehnung	förnekelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ablehnung	motstånd	ablehnung	motstånd	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ablehnung	oppositionen	ablehnung	opposition	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ablehnung	invändning	ablehnung	invändning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ablehnung	opposition	ablehnung	opposition	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verlangt	begärde	verlangen	begära	V;V.PTCP	V;IND;PST;FIN;ACT
verlangt	krävt	verlangen	kräva	V;V.PTCP	V;V.CVB;ACT
verlangt	krävde	verlangen	kräva	V;V.PTCP	V;IND;PST;FIN;ACT
verlangt	kräver	verlangen	kräva	V;V.PTCP	V;IND;PRS;FIN;ACT
antragsteller	sökande	antragsteller	sökande	ADJ	ADJ;NOM;PRS;V.PTCP
antragsteller	sökande	antragsteller	sökande	ADJ	ADJ;NOM;PRS;V.PTCP
antragsteller	ansökande	antragsteller	ansökande	ADJ	ADJ;NOM;PRS;V.PTCP
antragsteller	klagande	antragsteller	klagande	ADJ	ADJ;NOM;PRS;V.PTCP
antragsteller	sökande	antragsteller	sökande	ADJ	ADJ;NOM;PRS;V.PTCP
antragsteller	ansökande	antragsteller	ansökande	ADJ	ADJ;NOM;PRS;V.PTCP
melden	anmäla	melden	anmäla	V;NFIN	V;IMP;FIN;ACT
melden	rapportera	melden	rapportera	V;NFIN	V;IMP;FIN;ACT
elektronische	elektroniska	elektronisch	elektronisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
drehte	snurrade	drehen	snurra	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
drehte	vände	drehen	vände	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
drehte	roterade	drehen	rotera	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
zugeschrieben	krediteras	zuschreiben	kreditera	V;V.PTCP	V;IND;NFIN;PASS
spaß	skoj	Spaß	skoj	N	N;NOM;INDF;NEUT;SG
übte	övade	üben	öva	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
verlässt	lämnar	verlassen	lämna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
tageszeitung	tidningen	Tageszeitung	tidning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
tageszeitung	tidning	Tageszeitung	tidning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tageszeitung	dagstidning	Tageszeitung	dagstidning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
widerspruch	oliktänkande	widerspruchen	oliktänkande	N	N;NOM;INDF;NEUT;SG
widerspruch	paradox	widerspruchen	paradox	N	N;NOM;INDF;MASC+FEM;SG
widerspruch	motstånd	widerspruchen	motstånd	N	N;NOM;INDF;NEUT;SG
widerspruch	oppositionen	widerspruchen	opposition	N	N;NOM;DEF;MASC+FEM;SG
widerspruch	invändning	widerspruchen	invändning	N	N;NOM;INDF;MASC+FEM;SG
widerspruch	opposition	widerspruchen	opposition	N	N;NOM;INDF;MASC+FEM;SG
widerspruch	motsägelser	widerspruchen	motsägelse	N	N;NOM;INDF;MASC+FEM;PL
widerspruch	motsägelse	widerspruchen	motsägelse	N	N;NOM;INDF;MASC+FEM;SG
privat	privat	privat	privat	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
privat	privat	privat	privat	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
privat	privat	privat	privat	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
privat	privata	privat	privat	ADJ	ADJ;NOM;PL
erschossen	sköt	erschießen	sköta	V;V.PTCP	V;IMP;FIN;ACT
versuchten	provade	versuchen	prova	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
versuchten	försökte	versuchen	försöka	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
eingezogen	beslagtog	einziehen	beslagtog	V;V.PTCP	V;IND;PST;FIN;ACT
eingezogen	återfås	einziehen	återfås	V;V.PTCP	V;NFIN;PASS
vertrauen	tro	vertrauen	tro	V;NFIN	V;IMP;FIN;ACT
berufung	överklagande	berufung	överklagande	N	N;NOM;INDF;NEUT;SG
berufung	överklaganden	berufung	överklagande	N	N;NOM;INDF;NEUT;PL
berufung	kallelse	berufung	kallelse	N	N;NOM;INDF;MASC+FEM;SG
berufung	möte	berufung	möte	N	N;NOM;INDF;NEUT;SG
berufung	utnämning	berufung	utnämning	N	N;NOM;INDF;MASC+FEM;SG
berufung	tillsättning	berufung	tillsättning	N	N;NOM;INDF;MASC+FEM;SG
berufung	överklagande	berufung	överklagande	N	N;NOM;INDF;NEUT;SG
berufung	överklagandet	berufung	överklagande	N	N;NOM;DEF;NEUT;SG
berufung	överklagan	berufung	överklaga	N	N;NOM;INDF;MASC+FEM;SG
spur	sporre	spur	sporr	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gefeiert	firat	feiern	fira	V;V.PTCP	V;V.CVB;ACT
gefeiert	firas	feiern	fira	V;V.PTCP	V;IND;PRS;FIN;PASS
gefeiert	firade	feiern	fira	V;V.PTCP	V;IND;PST;FIN;ACT
lieben	älska	lieben	älsk	V;FIN	V;IMP;FIN;ACT
lieben	älskar	lieben	älska	V;FIN	V;IND;PRS;FIN;ACT
lieben	älska	lieben	älsk	V;FIN	V;IMP;FIN;ACT
akzeptiert	accepteras	akzeptieren	acceptera	V;V.PTCP	V;IND;NFIN;PASS
akzeptiert	godtar	akzeptieren	godta	V;V.PTCP	V;IND;PRS;FIN;ACT
akzeptiert	accepterar	akzeptieren	acceptera	V;V.PTCP	V;IND;PRS;FIN;ACT
akzeptiert	accepteras	akzeptieren	acceptera	V;V.PTCP	V;IND;NFIN;PASS
akzeptiert	accepterar	akzeptieren	acceptera	V;V.PTCP	V;IND;PRS;FIN;ACT
akzeptiert	godta	akzeptieren	godta	V;V.PTCP	V;IMP;FIN;ACT
akzeptiert	acceptera	akzeptieren	acceptera	V;V.PTCP	V;IMP;FIN;ACT
geraten	gissade	geraten|raten	gissad	V;V.PTCP	V;IND;PST;V.PTCP;ACT
überprüfen	kontrollerar	überprüfen	kontrollera	V;NFIN	V;IND;PRS;FIN;ACT
überprüfen	kollar	überprüfen	kolla	V;NFIN	V;IND;PRS;FIN;ACT
überprüfen	bekräfta	überprüfen	bekräfta	V;NFIN	V;IMP;FIN;ACT
überprüfen	verifiera	überprüfen	verifiera	V;NFIN	V;IMP;FIN;ACT
überprüfen	granska	überprüfen	granska	V;NFIN	V;IMP;FIN;ACT
überprüfen	kontrollera	überprüfen	kontrollera	V;NFIN	V;IMP;FIN;ACT
überprüfen	kolla	überprüfen	kolla	V;NFIN	V;IMP;FIN;ACT
lieferte	levereras	liefern	leverera	V;IND;SG;3;PST;FIN	V;IND;FIN;PASS
lieferte	levereras	liefern	leverera	V;IND;SG;3;PST;FIN	V;IND;FIN;PASS
ausgrabungen	utgrävningar	ausgrabung	utgrävning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
kaufen	köpa	kaufen	köpa	V;NFIN	V;IMP;NFIN;ACT
kaufen	köper	kaufen	köpa	V;NFIN	V;IND;PRS;FIN;ACT
kaufen	köpa	kaufen	köpa	V;NFIN	V;IMP;NFIN;ACT
kaufen	köper	kaufen	köpa	V;NFIN	V;IND;PRS;FIN;ACT
kaufen	köpa	kaufen	köpa	V;NFIN	V;IMP;NFIN;ACT
eingeordnet	kategoriserad	einordnen	kategoriserad	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
gelungen	hanteras	gelingen	hantera	V;V.PTCP	V;IND;PRS;FIN;PASS
gelungen	hanterade	gelingen	hantera	V;V.PTCP	V;NOM;PL;PST;V.PTCP;ACT
gelungen	lyckades	gelingen	lyckad	V;V.PTCP	V;IND;PST;FIN;PASS
gelungen	lyckats	gelingen	lyckats	V;V.PTCP	V;V.CVB;PASS
gelungen	lyckades	gelingen	lyckad	V;V.PTCP	V;IND;PST;FIN;PASS
erlitt	lidit	erleiden	lida	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
forderungen	kräver	forderung	kräva	V;NFIN	V;IND;PRS;FIN;ACT
ersetzte	ersatte	ersetzen	ersätta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
ersetzte	ersattes	ersetzen	ersätta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
islamischen	islamistiska	islamisch	islamistisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
islamischen	islamiska	islamisch	islamisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
islamischen	islamska	islamisch	islamsk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
linker	vänstra	link	vänster	ADJ	ADJ;NOM;DEF;SG
zusammenfassung	abstrakt	zusammenfassung	abstrakt	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
zusammenfassung	abstrakta	zusammenfassung	abstrakt	ADJ	ADJ;NOM;PL
gelistet	listat	listen	listad	V;V.PTCP	V;V.CVB;ACT
gelistet	anges	listen	ange	V;V.PTCP	V;NFIN;PASS
veröffentlichen	publicera	veröffentlichen	publicera	V;NFIN	V;IMP;FIN;ACT
veröffentlichen	offentliggöra	veröffentlichen	offentliggöra	V;NFIN	V;IMP;NFIN;ACT
darzustellen	framställa	darstellen	framställa	V;NFIN	V;IMP;FIN;ACT
standards	standarder	standards	standard	N;NOM	N;NOM;INDF;MASC+FEM;PL
standards	normer	standards	norm	N;NOM	N;NOM;INDF;MASC+FEM;PL
standards	standards	standards	standard	N;NOM	N;NOM;INDF;MASC+FEM;SG
wechseln	byt	wechseln	byta	V;NFIN	V;IMP;FIN;ACT
wechseln	byta	wechseln	byta	V;NFIN	V;NFIN;ACT
wechseln	växla	wechseln	växla	V;NFIN	V;IMP;NFIN;ACT
wechseln	ändra	wechseln	ändra	V;NFIN	V;IMP;FIN;ACT
wechseln	byt	wechseln	byta	V;NFIN	V;IMP;FIN;ACT
wechseln	byta	wechseln	byta	V;NFIN	V;NFIN;ACT
wechseln	byter	wechseln	byta	V;NFIN	V;IND;PRS;FIN;ACT
wechseln	byta	wechseln	byta	V;NFIN	V;NFIN;ACT
rechtlichen	reglerande	rechtlich	reglerande	ADJ	ADJ;NOM;PRS;V.PTCP
rechtlichen	rättsligt	rechtlich	rättslig	ADJ	ADJ;NOM;INDF;NEUT;SG
rechtlichen	rättslig	rechtlich	rättslig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
rechtlichen	lagligt	rechtlich	laglig	ADJ	ADJ;NOM;INDF;NEUT;SG
rechtlichen	juridiska	rechtlich	juridisk	ADJ	ADJ;NOM;PL
rechtlichen	rättsliga	rechtlich	rättslig	ADJ	ADJ;NOM;PL
aufgelistet	listat	auflisten	listad	V;V.PTCP	V;V.CVB;ACT
aufgelistet	anges	auflisten	ange	V;V.PTCP	V;NFIN;PASS
geliefert	levereras	liefern	leverera	V;V.PTCP	V;IND;FIN;PASS
geliefert	levereras	liefern	leverera	V;V.PTCP	V;IND;FIN;PASS
gefühl	känsla	Gefühl	känsla	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gefühl	feel	Gefühl	feel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gefühl	känn	Gefühl	känna	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gefühl	sensation	Gefühl	sensation	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gefühl	feeling	Gefühl	feeling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gefühl	känsla	Gefühl	känsla	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gefühl	känslan	Gefühl	känslan	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
maximale	högsta	maximal	hög	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;RL
wachstum	tillväxten	wachstum	tillväxt	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
wachstum	tillväxt	wachstum	tillväxt	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gäste	besökare	gesen	besökare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
gäste	gästerna	gesen	gäst	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
gäste	gäster	gesen	gästa	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
qualifizieren	kvalificera	qualifizieren	kvalificera	V;NFIN	V;IMP;FIN;ACT
qualifizieren	kvalificera	qualifizieren	kvalificera	V;NFIN	V;IMP;FIN;ACT
qualifizieren	kvalificerar	qualifizieren	kvalificera	V;NFIN	V;IND;PRS;FIN;ACT
betreffenden	berörda	betreffend	berörd	ADJ;PL	ADJ;NOM;PL;PST;V.PTCP
ungewöhnlich	ovanlig	ungewöhnlich	ovanlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ungewöhnlich	ovanliga	ungewöhnlich	ovanlig	ADJ	ADJ;NOM;PL
ungewöhnlich	ovanligt	ungewöhnlich	ovanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
ungewöhnlich	ovanlig	ungewöhnlich	ovanlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ungewöhnlich	ovanligt	ungewöhnlich	ovanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
größter	största	groß	stor	ADJ	ADJ;NOM;DEF;RL
größter	störst	groß	stor	ADJ	ADJ;NOM;INDF;RL
größter	största	groß	stor	ADJ	ADJ;NOM;DEF;RL
größter	störst	groß	stor	ADJ	ADJ;NOM;INDF;RL
berechnung	beräknande	berechnung	beräknande	ADJ	ADJ;NOM;PRS;V.PTCP
kulturen	odlingar	kultur	odling	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
kulturen	grödor	kultur	gröda	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
kulturen	kulturer	kultur	kultur	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
kulturen	kulturerna	kultur	kultur	N;NOM;PL	N;NOM;DEF;MASC+FEM;PL
kulturen	civilisationer	kultur	civilisation	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
verweisen	referera	verweisen	referera	V;NFIN	V;IMP;FIN;ACT
verweisen	hänvisa	verweisen	hänvisa	V;NFIN	V;IMP;FIN;ACT
öffnen	öppnar	öffnen	öppna	V;NFIN	V;IND;PRS;FIN;ACT
stillgelegt	övergav	stilllegen	övergav	V;V.PTCP	V;IND;PST;FIN;ACT
hört	hör	hören	höra	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
hört	lyssnar	hören	lyssna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
hört	lyssnar	hören	lyssna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entscheidet	bestämmer	entscheiden	bestämma	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entscheidet	beslutar	entscheiden	besluta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
massiv	solitt	massiv	solitt	ADJ	ADJ;NOM;INDF;NEUT;SG
massiv	massiva	massiv	massiv	ADJ	ADJ;NOM;PL
massiv	massiv	massiv	massiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
massiv	massivt	massiv	massiv	ADJ	ADJ;NOM;INDF;NEUT;SG
massiv	massivt	massiv	massiv	ADJ	ADJ;NOM;INDF;NEUT;SG
freiwilligen	frivilliga	freiwillig	frivillig	ADJ	ADJ;NOM;PL
freiwilligen	frivillig	freiwillig	frivillig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erkrankung	sjukdom	erkrankung	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
erkrankung	oordning	erkrankung	oordning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
erkrankung	störning	erkrankung	störning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
erkrankung	sjukdom	erkrankung	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
erkrankung	sjukdom	erkrankung	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
überarbeitete	reviderat	überarbeitet	revidera	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
überarbeitete	reviderad	überarbeitet	reviderad	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
schlägt	föreslås	schlagen	föreslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
schlägt	föreslår	schlagen	föreslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
schlägt	slår	schlagen	slå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
erwähnen	nämner	erwähnen	namn	V;NFIN	V;IND;PRS;FIN;ACT
erwähnen	nämner	erwähnen	namn	V;NFIN	V;IND;PRS;FIN;ACT
erwähnen	nämna	erwähnen	nämna	V;NFIN	V;IMP;FIN;ACT
besonderheiten	belyser	besonderheiten	belysa	V;NFIN	V;IND;PRS;FIN;ACT
gebunden	bindas	binden	binda	V;V.PTCP	V;NFIN;PASS
bedeutete	betydde	bedeuten	betyda	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
bedeutete	menade	bedeuten	mena	V;IND;SG;3;PST;FIN	V;IND;PST;V.PTCP;ACT
angeführt	citeras	anführen	citera	V;V.PTCP	V;NFIN;PASS
zwanzig	tjugo	zwanzig	tjugo	NUM	NUM;NOM
umfassen	inkluderar	umfassen	inkludera	V;NFIN	V;IND;PRS;FIN;ACT
