年	سال	年	سال	N	N;SG
語言	زبانشناسی	語言	زبانشناسی	N	N;SG
微笑	لبخند	微笑	None	N	N;SG
微笑	تبسم	微笑	تبسم	N	N;SG
石頭	سنگ	石頭	سنگ	N	N;SG
石頭	استون	石頭	استون	N	N;SG
石頭	سنگی	石頭	سنگی	N	N;SG
石頭	سنگسار	石頭	سنگسار	N	N;SG
石頭	سنگی	石頭	سنگی	N	N;SG
石頭	صخره	石頭	None	N	N;SG
石頭	راک	石頭	راک	N	N;SG
審議	رسیدگی	審議	رسیدگی	N	N;SG
魔力	جادویی	魔力	جادویی	N	N;SG
魔力	جادو	魔力	None	N	N;SG
魔力	سحر	魔力	سحر	N	N;SG
魔力	جادوی	魔力	جادوی	N	N;SG
歷史	مورخان	歷史	مورخ	N	N;PL
金字	هرم	金字	هرم	N	N;SG
金字	هرمی	金字	هرمی	N	N;SG
金字	اهرام	金字	اهرام	N	N;PL
金字	هرم	金字	هرم	N	N;SG
金字	اهرام	金字	اهرام	N	N;PL
橙	پرتقال	橙	پرتقال	N	N;SG
橙	نارنجی	橙	نارنجی	N	N;SG
橙	اورنج	橙	اورنج	N	N;SG
飲料	نوشیدنی	飲料	نوشیدنی	N	N;SG
幾何	هندسه	幾何	هندسه	N	N;SG
幾何	geometric	幾何	geometric	N	N;SG
幾何	هندسی	幾何	هندسی	N	N;SG
曲線	منحنی	曲線	منحنی	N	N;SG
海灘	بیچ	海灘	بیچ	N	N;SG
海灘	ساحل	海灘	ساحل	N	N;SG
海灘	سواحل	海灘	ساحل	N	N;PL
馬匹	اسبان	馬匹	اسبان	N	N;PL
馬匹	اسب	馬匹	اسب	N	N;SG
馬匹	اسبها	馬匹	اسب	N	N;PL
馬匹	اسب	馬匹	اسب	N	N;SG
鼬	راسوی	鼬	راسوی	N	N;SG
月光	مهتاب	月光	مهتاب	N	N;SG
厚度	ضخامت	厚度	ضخامت	N	N;SG
娃娃	عروسک	娃娃	عروسک	N	N;SG
娃娃	عروسکی	娃娃	عروسکی	N	N;SG
娃娃	عروسک	娃娃	عروسک	N	N;SG
住戶	خانوار	住戶	خانوار	N	N;SG
住戶	خانوار	住戶	خانوار	N	N;SG
住戶	مستاجر	住戶	مستاجر	N	N;SG
實習	کارورزی	實習	کارورزی	N	N;SG
實習	کارآموزی	實習	کارآموزی	N	N;SG
實習	انترن	實習	انترن	N	N;SG
實習	کارآموز	實習	کارآموز	N	N;SG
毗鄰	مجاور	毗鄰	مجاور	N	N;SG
同情	شفقت	同情	شفقت	N	N;SG
同情	دلسوزی	同情	دلسوزی	N	N;SG
同情	مهربانی	同情	مهربانی	N	N;SG
同情	دلسوزی	同情	دلسوزی	N	N;SG
同情	همدردی	同情	همدردی	N	N;SG
秋天	پاییز	秋天	پاییز	N	N;SG
秋天	پائیز	秋天	پائیز	N	N;SG
秋天	پاییزی	秋天	پاییزی	N	N;SG
秋天	خزان	秋天	خزان	N	N;SG
秋天	سقوط	秋天	سقوط	N	N;SG
秋天	پاییز	秋天	پاییز	N	N;SG
秋天	fall	秋天	fall	N	N;SG
秋天	افتادن	秋天	افتادن	N	N;SG
細菌	باکتریهای	細菌	باکتری	N	N;PL
細菌	باکتری	細菌	باکتری	N	N;SG
細菌	باکتریها	細菌	باکتری	N	N;PL
細菌	میکروب	細菌	میکروب	N	N;SG
立體	استریو	立體	استریو	N	N;SG
八	هشت	八	هشت	NUM	NUM
最愛	محبوب	最愛	محبوب	N	N;SG
顧客	مشتری	顧客	مشتری	N	N;SG
顧客	مشتریان	顧客	مشتری	N	N;PL
顧客	مشتری	顧客	مشتری	N	N;SG
人質	گروگان	人質	گروه	N	N;SG
人質	گروگانگیری	人質	گروگانگیری	N	N;SG
稀有	نادره	稀有	نادره	N	N;SG
稀有	کمیاب	稀有	کمیاب	N	N;SG
稀有	نادر	稀有	نادر	N	N;SG
稀有	نادری	稀有	نادری	N	N;SG
炸	ترکیدن	炸	ترکیدن	N	N;SG
上次	آخری	上次	آخری	N	N;SG
公牛	بول	公牛	بول	N	N;SG
信件	حروف	信件	حرف	N	N;PL
信件	پیامها	信件	پیام	N	N;PL
信件	پیام	信件	پیام	N	N;SG
信件	حرف	信件	حرف	N	N;SG
信件	نامه	信件	نامه	N	N;SG
信件	نامهای	信件	نامه	N	N;PL
信件	نامۀ	信件	نامۀ	N	N;SG
信件	نامه	信件	نامه	N	N;SG
信件	پیغام	信件	پیغام	N	N;SG
信件	پیام	信件	پیام	N	N;SG
擲	پرتاب	擲	None	N	N;SG
近日	تازگی	近日	تازگی	N	N;SG
主機	میزبان	主機	میزبان	N	N;SG
主機	میزبانی	主機	میزبانی	N	N;SG
蛋白質	پروتئین	蛋白質	پروتئین	N	N;SG
蛋白質	پروتئینی	蛋白質	پروتئینی	N	N;SG
蛋白質	پروتئینهای	蛋白質	پروتئین	N	N;PL
蛋白質	پروتئینها	蛋白質	پروتئین	N	N;PL
蛋白質	پروتئینهای	蛋白質	پروتئین	N	N;PL
世俗	سکولار	世俗	سکولار	N	N;SG
罷工	اعتصاب	罷工	None	N	N;SG
屋頂	سقف	屋頂	سقف	N	N;SG
屋頂	بام	屋頂	None	N	N;SG
陰謀	رسم	陰謀	رسم	N	N;SG
陰謀	نیرنگ	陰謀	نیرنگ	N	N;SG
陰謀	توطئه	陰謀	None	N	N;SG
陰謀	دسیسه	陰謀	دسیسه	N	N;SG
新星	نووا	新星	نووا	N	N;SG
新星	نوا	新星	نوا	N	N;SG
番	گوجه	番	None	N	N;SG
夏日	تابستان	夏日	تابستان	N	N;SG
夏日	سامر	夏日	سامر	N	N;SG
夏日	تابستون	夏日	تابستون	N	N;SG
夏日	تابستانی	夏日	تابستانی	N	N;SG
章程	اساسنامه	章程	اساسنامه	N	N;SG
白天	روز	白天	روز	N	N;SG
白天	روزی	白天	روز	N	N;SG
間	جاسوسی	間	جاسوسی	N	N;SG
間	جاسوس	間	جاسوس	N	N;SG
間	جاسوسان	間	جاسوس	N	N;PL
糧食	غذایی	糧食	غذا	N	N;SG
糧食	خوراک	糧食	خوراک	N	N;SG
糧食	غذا	糧食	غذا	N	N;SG
糧食	حبوبات	糧食	None	N	N;PL
糧食	دانه	糧食	دانه	N	N;SG
糧食	گندم	糧食	گندم	N	N;SG
文法	گرامر	文法	گرامر	N	N;SG
俘虜	زندانی	俘虜	زندانی	N	N;SG
俘虜	اسیر	俘虜	اسیر	N	N;SG
俘虜	اسیر	俘虜	اسیر	N	N;SG
歲	سالهای	歲	سال	N	N;PL
歲	سالها	歲	سال	N	N;PL
歲	سال	歲	سال	N	N;SG
護士	nurse	護士	nurse	N	N;SG
護士	پرستار	護士	پرستار	N	N;SG
立體	استریو	立體	استریو	N	N;SG
海關	گمرک	海關	گمرک	N	N;SG
裙	لباس	裙	لباس	N	N;SG
裙	دامن	裙	دامن	N	N;SG
菩薩	بودا	菩薩	بود	N	N;SG
珊瑚	آبسنگ	珊瑚	آبسنگ	N	N;SG
立方	مکعب	立方	None	N	N;SG
立方	مکعبی	立方	مکعبی	N	N;SG
立方	مکعب	立方	None	N	N;SG
脂	چاقی	脂	چاقی	N	N;SG
脂	چربی	脂	چربی	N	N;SG
脂	fat	脂	fat	N	N;SG
脂	تپل	脂	تپل	N	N;SG
十字	صلیب	十字	صلیب	N	N;SG
十字	کراس	十字	کراس	N	N;SG
十字	عبور	十字	عبور	N	N;SG
單人	تکی	單人	تکی	N	N;SG
單人	single	單人	single	N	N;SG
單人	تک	單人	تک	N	N;SG
運河	کانال	運河	None	N	N;SG
運河	مجرا	運河	None	N	N;SG
運河	مجرای	運河	None	N	N;SG
運河	کانالها	運河	کانال	N	N;PL
星期	پنجشنبه	星期	پنجشنبه	N	N;SG
大門	دروازه	大門	دروازه	N	N;SG
大門	گیت	大門	گرفت#گیر	N	N;SG
大門	دری	大門	دری	N	N;SG
空白	شکاف	空白	شکاف	N	N;SG
空白	شکافها	空白	شکاف	N	N;PL
空白	خالی	空白	خالی	N	N;SG
空白	تهی	空白	تهی	N	N;SG
空白	خالی	空白	خالی	N	N;SG
人道	انسانیت	人道	انسانیت	N	N;SG
人道	بشر	人道	بشر	N	N;SG
人道	بشریت	人道	بشریت	N	N;SG
監禁	حبس	監禁	حبس	N	N;SG
爐	اجاق	爐	اجاق	N	N;SG
爐	کوره	爐	کوره	N	N;SG
爐	فر	爐	فر	N	N;SG
爐	فره	爐	فره	N	N;SG
爐	اجاق	爐	اجاق	N	N;SG
爐	تنور	爐	تنور	N	N;SG
票價	کرایه	票價	کرایه	N	N;SG
票價	فارس	票價	فارس	N	N;SG
管家	باتلر	管家	باتلر	N	N;SG
鰈	کفشک	鰈	کفشک	N	N;SG
水塘	حوض	水塘	None	N	N;SG
水塘	سدها	水塘	سد	N	N;PL
音響	استریو	音響	استریو	N	N;SG
馬拉松	ماراتن	馬拉松	ماره	N	N;SG
馬拉松	ماراتون	馬拉松	ماراتون	N	N;SG
聚合	بسپار	聚合	بسپار	V	V;IMP;SG;2
專欄	ستون	專欄	ستون	N	N;SG
專欄	ستونی	專欄	ستون	N	N;SG
太空	فضاپیمای	太空	فضاپیما	N	N;SG
太空	فضاپیما	太空	فضاپیما	N	N;SG
太空	فضاپیما	太空	فضاپیما	N	N;SG
決心	حل	決心	حل	N	N;SG
決心	رفع	決心	رفع	N	N;SG
決心	عزم	決心	عزم	N	N;SG
罰	مجازات	罰	مجازات	N	N;SG
罰	پنالتی	罰	None	N	N;SG
個案	پرونده	個案	پرونده	N	N;SG
個案	کیس	個案	کیس	N	N;SG
個案	مورد	個案	مورد	N	N;SG
暑假	تابستان	暑假	تابستان	N	N;SG
暑假	سامر	暑假	سامر	N	N;SG
暑假	تابستون	暑假	تابستون	N	N;SG
暑假	تابستانی	暑假	تابستانی	N	N;SG
燃油	سوخت	燃油	سوخت	N	N;SG
仲裁	داوری	仲裁	داوری	N	N;SG
胃	معدی	胃	معدی	N	N;SG
胃	شکم	胃	شکم	N	N;SG
胃	معده	胃	معده	N	N;SG
姑娘	دختری	姑娘	None	N	N;SG
姑娘	دختر	姑娘	دختر	N	N;SG
北	نوردیک	北	نوردیک	N	N;SG
北	اسکاندیناوی	北	اسکاندیناوی	N	N;SG
模組	پیمانه	模組	پیمانه	N	N;SG
模組	ماژول	模組	ماژول	N	N;SG
洞穴	غار	洞穴	غار	N	N;SG
洞穴	غاری	洞穴	غار	N	N;SG
洞穴	غار	洞穴	غار	N	N;SG
洞穴	غارهای	洞穴	غار	N	N;PL
洞穴	غارها	洞穴	غار	N	N;PL
游泳	بیلیارد	游泳	بیلیارد	N	N;SG
游泳	استخری	游泳	استخری	N	N;SG
游泳	استخر	游泳	استخر	N	N;SG
權威	تسلط	權威	تسلط	N	N;SG
權威	سلطه	權威	سلطه	N	N;SG
樣本	نمونه	樣本	نمونه	N	N;SG
樣本	نمونه	樣本	نمونه	N	N;SG
住房	مسکن	住房	مسکن	N	N;SG
惡意	کینه	惡意	کینه	N	N;SG
渠道	کانالها	渠道	کانال	N	N;PL
渠道	کانالهای	渠道	کانال	N	N;PL
敵軍	دشمن	敵軍	دشمن	N	N;SG
敵軍	دشمنی	敵軍	دشمنی	N	N;SG
旅館	هتل	旅館	هتل	N	N;SG
旅館	هتلهای	旅館	هتل	N	N;PL
旅館	هتلها	旅館	هتل	N	N;PL
精品	بوتیک	精品	بوتیک	N	N;SG
精品	دکان	精品	دکان	N	N;SG
本質	فروهر	本質	فروهر	N	N;SG
本質	گوهر	本質	None	N	N;SG
本質	اسانس	本質	اسانس	N	N;SG
本質	ذاتی	本質	ذاتی	N	N;SG
扭曲	پیچش	扭曲	پیچش	N	N;SG
扭曲	اریب	扭曲	اریب	N	N;SG
扭曲	اعوجاج	扭曲	عوج	N	N;SG
也	شاید	也	شاید	ADV	ADV
村	روستاها	村	روستا	N	N;PL
村	روستاهای	村	روستا	N	N;PL
村	روستای	村	روستا	N	N;SG
村	دهکده	村	دهکده	N	N;SG
村	ویلیج	村	ویلیج	N	N;SG
村	روستا	村	روستا	N	N;SG
週六	شنبه	週六	شنبه	N	N;SG
週六	نشست	週六	نشست	N	N;SG
週六	بلندای	週六	بلندا	N	N;SG
節日	عیدی	節日	عیدی	N	N;SG
節日	جشنواره	節日	جشنواره	N	N;SG
節日	جشنهای	節日	جشن	N	N;PL
節日	تعطیلات	節日	تعطیل	N	N;PL
節日	اعیاد	節日	اعیاد	N	N;PL
固有	ذاتی	固有	ذاتی	N	N;SG
固有	ذاتی	固有	ذاتی	N	N;SG
健身	fitness	健身	fitness	N	N;SG
共產	کمونیست	共產	None	N	N;SG
共產	کمونیستی	共產	None	N	N;SG
共產	کمونیسم	共產	None	N	N;SG
史前	پیشاتاریخ	史前	پیشاتاریخ	N	N;SG
禮物	هدایایی	禮物	هدیه	N	N;PL
禮物	هدایا	禮物	هدیه	N	N;PL
禮物	هدایای	禮物	هدیه	N	N;PL
禮物	هدیه	禮物	هدیه	N	N;SG
禮物	هدیه	禮物	هدیه	N	N;SG
禮物	کادو	禮物	کادو	N	N;SG
里程	مایلستون	里程	مایلستون	N	N;SG
野外	برهوت	野外	برهوت	N	N;SG
鋸	دید	鋸	دید#بین	N	N;SG
商用	الاهلی	商用	الاهلی	N	N;SG
商用	تجاری	商用	تجاری	N	N;SG
先驅	هرالد	先驅	هرالد	N	N;SG
先驅	پیشگام	先驅	پیشگام	N	N;SG
先驅	پایونیر	先驅	پایونیر	N	N;SG
先知	اوراکل	先知	آور	N	N;SG
先知	پیغمبر	先知	پیغمبر	N	N;SG
先知	پیامبر	先知	پیامبر	N	N;SG
先知	پیغمبری	先知	پیغمبری	N	N;SG
產物	فرآورده	產物	فرآورده	N	N;SG
產物	محصول	產物	محصول	N	N;SG
產物	ضرب	產物	None	N	N;SG
產物	حاصل	產物	حاصل	N	N;SG
凸	محدب	凸	محدب	N	N;SG
法學	فقه	法學	None	N	N;SG
美容	زیبایی	美容	زیبایی	N	N;SG
配件	لوازم	配件	لازمه	N	N;PL
配件	همدست	配件	همدست	N	N;SG
數學	ریاضیدان	數學	ریاضید	N	N;SG
數學	ریاضیدانان	數學	ریاضیدان	N	N;PL
靴	چکمه	靴	چکمه	N	N;SG
靴	پوتین	靴	پوتین	N	N;SG
靴	چکمه	靴	چکمه	N	N;SG
晚會	گالا	晚會	گالا	N	N;SG
晚會	gala	晚會	gala	N	N;SG
手冊	دستی	手冊	دست	N	N;SG
手冊	راهنما	手冊	None	N	N;SG
濫用	سوءاستفاده	濫用	سوءاستفاده	N	N;SG
濫用	سوءاستفاده	濫用	سوءاستفاده	N	N;SG
汁	آبمیوه	汁	آبمیوه	N	N;SG
汁	شربت	汁	شربت	N	N;SG
小吃	دسر	小吃	دسر	N	N;SG
小吃	تنقلات	小吃	تنقل	N	N;PL
海王	نپتون	海王	None	N	N;SG
犁	شخم	犁	شخم	N	N;SG
犁	خیش	犁	خیش	N	N;SG
黃昏	شفق	黃昏	شفق	N	N;SG
黃昏	غروب	黃昏	غروب	N	N;SG
地理	جغرافی	地理	جغرافی	N	N;SG
地理	جغرافیای	地理	جغرافی	N	N;SG
地理	جغرافیا	地理	جغرافیا	N	N;SG
辣	معطر	辣	معطر	N	N;SG
夾	کلیپ	夾	کلیپ	N	N;SG
夾	گیره	夾	گیره	N	N;SG
某人	کسی	某人	کس	N	N;SG
貨車	کامیونی	貨車	کامیونی	N	N;SG
貨車	کامیون	貨車	کامیون	N	N;SG
貨車	کامیونت	貨車	کامیونت	N	N;SG
貨車	وانت	貨車	وانت	N	N;SG
貨車	ون	貨車	ون	N	N;SG
貨車	وَن	貨車	وَن	N	N;SG
熱情	اشتیاق	熱情	اشتیاق	N	N;SG
熱情	اشتیاق	熱情	اشتیاق	N	N;SG
熱情	مصائب	熱情	مصائب	N	N;PL
熱情	شهوت	熱情	شهوت	N	N;SG
境界	قلمرو	境界	قلمرو	N	N;SG
噪音	نویز	噪音	نویز	N	N;SG
星期	چهارشنبه	星期	چهارشنبه	N	N;SG
尿	جیش	尿	جیش	N	N;SG
尿	ادرار	尿	None	N	N;SG
尿	ادرار	尿	None	N	N;SG
尿	شاش	尿	شاش	N	N;SG
電源	قدرت	電源	قدرت	N	N;SG
電源	پاور	電源	پاور	N	N;SG
電源	توان	電源	توان	N	N;SG
電源	power	電源	power	N	N;SG
電源	قدرتش	電源	قدرتش	N	N;SG
大洋	اقیانوس	大洋	None	N	N;SG
大洋	اقیانوسی	大洋	اقیانوسی	N	N;SG
矮星	کوتوله	矮星	کوتوله	N	N;SG
矮星	دورف	矮星	دورف	N	N;SG
構想	مفهومی	構想	مفهوم	N	N;SG
構想	مفهوم	構想	مفهوم	N	N;SG
支柱	ستون	支柱	ستون	N	N;SG
支柱	رکن	支柱	رکن	N	N;SG
支柱	ستونی	支柱	ستون	N	N;SG
支柱	ارکان	支柱	رکن	N	N;PL
帳戶	حساب	帳戶	حساب	N	N;SG
曲棍	هاکی	曲棍	هاکی	N	N;SG
靈感	الهام	靈感	None	N	N;SG
靈感	الهام	靈感	None	N	N;SG
哲學	فیلسوفان	哲學	فیلسوف	N	N;PL
哲學	فیلسوف	哲學	فیلسوف	N	N;SG
財政	خزانه	財政	None	N	N;SG
制裁	تحریمها	制裁	تحریم	N	N;PL
制裁	تحریم	制裁	تحریم	N	N;SG
制裁	تحریمهای	制裁	تحریم	N	N;PL
可怕	ترسناک	可怕	None	N	N;SG
刺客	آدمکش	刺客	آدمکش	N	N;SG
刺客	آدمکش	刺客	آدمکش	N	N;SG
刺客	قاتلین	刺客	قاتلین	N	N;PL
刺客	مهاجمان	刺客	None	N	N;PL
手稿	خطی	手稿	خطی	N	N;SG
精密	دقت	精密	دقت	N	N;SG
精密	دقتی	精密	دقتی	N	N;SG
輕鬆	آسان	輕鬆	None	ADJ	ADJ
輕鬆	ساده	輕鬆	ساده	ADJ	ADJ
輕鬆	راحت	輕鬆	راحت	ADJ	ADJ
友情	دوستی	友情	دوستی	N	N;SG
友情	رفاقت	友情	رفاقت	N	N;SG
導航	دریانورد	導航	دریانورد	N	N;SG
導航	ناوبری	導航	ناوبری	N	N;SG
鵰	عقاب	鵰	عقاب	N	N;SG
鵰	ایگل	鵰	ایگل	N	N;SG
退化	خفت	退化	خفت	N	N;SG
季度	ربع	季度	ربع	N	N;SG
季度	کوارتر	季度	کوارتر	N	N;SG
周日	ساندی	周日	ساند#سان	N	N;SG
周日	یکشنبه	周日	یکشنبه	N	N;SG
冶金	متالورژی	冶金	متالورژی	N	N;SG
代數	جبری	代數	جبری	N	N;SG
代數	جبر	代數	جبر	N	N;SG
偶爾	گهگاه	偶爾	گهگاه	ADV	ADV
選項	گزینه	選項	گزینه	N	N;SG
部族	قبیله	部族	None	N	N;SG
部族	خاندان	部族	خاندان	N	N;SG
部族	طایفه	部族	None	N	N;SG
部族	قبیله	部族	None	N	N;SG
部族	قبایل	部族	None	N	N;PL
部族	قبائل	部族	قبائل	N	N;PL
部族	قبایل	部族	None	N	N;PL
部族	قبیله	部族	None	N	N;SG
部族	پشتون	部族	پشتون	N	N;SG
部族	قبایلی	部族	قبایلی	N	N;PL
折扣	تخفیف	折扣	تخفیف	N	N;SG
折扣	تنزیل	折扣	تنزیل	N	N;SG
氣氛	اتمسفر	氣氛	اتمسفر	N	N;SG
糧	حبوبات	糧	None	N	N;PL
糧	دانه	糧	دانه	N	N;SG
糧	گندم	糧	گندم	N	N;SG
反派	شرور	反派	شرور	N	N;SG
姿態	ژست	姿態	ژست	N	N;SG
渡輪	فری	渡輪	فری	N	N;SG
渡輪	معبر	渡輪	معبر	N	N;SG
渡輪	گذرگاه	渡輪	گذرگاه	N	N;SG
財富	بخت	財富	None	N	N;SG
財富	فال	財富	فال	N	N;SG
財富	ثروت	財富	None	N	N;SG
財富	ثروت	財富	None	N	N;SG
財富	مال	財富	مال	N	N;SG
分泌	ترشح	分泌	ترشح	N	N;SG
蕉	موز	蕉	موز	N	N;SG
蕉	موزی	蕉	موزی	N	N;SG
性	سکسی	性	سکسی	N	N;SG
廢物	اتلاف	廢物	None	N	N;SG
廢物	زباله	廢物	زباله	N	N;SG
廢物	تلف	廢物	None	N	N;SG
廢物	اسراف	廢物	None	N	N;SG
初級	جونیور	初級	جونیور	N	N;SG
初級	ابتدایی	初級	ابتدایی	N	N;SG
香蕉	موز	香蕉	موز	N	N;SG
香蕉	موزی	香蕉	موزی	N	N;SG
香蕉	موز	香蕉	موز	N	N;SG
迷宮	مارپیچ	迷宮	مارپیچ	N	N;SG
迷宮	هزارتو	迷宮	هزارتو	N	N;SG
迷宮	هزارتوی	迷宮	هزارتوی	N	N;SG
迷宮	مارپیچ	迷宮	مارپیچ	N	N;SG
迷宮	هزارتو	迷宮	هزارتو	N	N;SG
迷宮	پیچ	迷宮	پیچ	N	N;SG
大乘	مهایانه	大乘	مهایانه	N	N;SG
度量	متریک	度量	متریک	N	N;SG
度量	پیمانه	度量	پیمانه	N	N;SG
州	حاکم	州	حاکم	N	N;SG
州	فرماندار	州	فرماندار	N	N;SG
振興	احیای	振興	احیا	N	N;SG
振興	revival	振興	revival	N	N;SG
氦	هلیم	氦	هلیم	N	N;SG
氦	هلیوم	氦	هلیوم	N	N;SG
畜牧	احشام	畜牧	احشام	N	N;PL
教士	راهب	教士	راهب	N	N;SG
鯨魚	نهنگ	鯨魚	نهنگ	N	N;SG
貪污	اختلاس	貪污	اختلاس	N	N;SG
難度	دشواری	難度	دشوار	N	N;SG
難度	سختی	難度	سختی	N	N;SG
海事	دریایی	海事	دریا	N	N;SG
海事	مارین	海事	مارین	N	N;SG
海事	دریانوردی	海事	دریانوردی	N	N;SG
最短	کوتاهترین	最短	کوتاه	ADJ	ADJ;RL
結尾	پایان	結尾	پایان	N	N;SG
結尾	پایان	結尾	پایان	N	N;SG
結尾	اختتامیه	結尾	اختتامیه	N	N;SG
結尾	پایانی	結尾	پایان	N	N;SG
胸部	سینه	胸部	None	N	N;SG
胸部	صندوقچه	胸部	صندوقچه	N	N;SG
胸部	سینه	胸部	None	N	N;SG
胸部	پستان	胸部	پستان	N	N;SG
破產	ورشکستگی	破產	ورشکستگی	N	N;SG
破產	اعسار	破產	اعسار	N	N;SG
破產	ورشکستگی	破產	ورشکستگی	N	N;SG
精神	روانپریشی	精神	روانپریشی	N	N;SG
左側	چپ	左側	چپ	N	N;SG
業	مالک	業	مالک	N	N;SG
業	صاحب	業	صاحب	N	N;SG
業	صاحبش	業	صاحبش	N	N;SG
業	صاحبان	業	صاحب	N	N;PL
喜好	ترجیحات	喜好	ترجیح	N	N;PL
喜好	تنظیمات	喜好	تنظیمه	N	N;PL
纖維	فیبر	纖維	None	N	N;SG
纖維	فایبر	纖維	فایبر	N	N;SG
纖維	الیاف	纖維	الیاف	N	N;SG
纖維	پارچه	纖維	پارچه	N	N;SG
纖維	الیاف	纖維	الیاف	N	N;SG
海港	بندرگاه	海港	بندرگاه	N	N;SG
海港	بندر	海港	بندر	N	N;SG
海港	بندرگاه	海港	بندرگاه	N	N;SG
海港	هاربر	海港	هاربر	N	N;SG
矩陣	ماتریکس	矩陣	ماتریکس	N	N;SG
矩陣	ماتریس	矩陣	ماتریس	N	N;SG
攝影	photographer	攝影	photographer	N	N;SG
攝影	عکاس	攝影	عکاس	N	N;SG
攝影	فیلمبردار	攝影	فیلمبردار	N	N;SG
攝影	عکاس	攝影	عکاس	N	N;SG
攝影	عکاسان	攝影	عکاس	N	N;PL
學歷	آموزش	學歷	آموزش	N	N;SG
學歷	تحصیلات	學歷	تحصیل	N	N;PL
座	مختصات	座	مختصه	N	N;SG
急性	حاد	急性	None	N	N;SG
扭	پیچش	扭	پیچش	N	N;SG
繩	طناب	繩	None	N	N;SG
繩	طنابی	繩	طنبی	N	N;SG
特技	بدلکاری	特技	بدلکاری	N	N;SG
特技	شاهکار	特技	شاهکار	N	N;SG
特技	بدلکاری	特技	بدلکاری	N	N;SG
睡眠	خوابم	睡眠	خوابت#خواب	N	N;SG
睡眠	خواب	睡眠	خواب	N	N;SG
採購	خریدار	採購	خریدار	N	N;SG
懲罰	مجازات	懲罰	مجازات	N	N;SG
懲罰	پنالتی	懲罰	None	N	N;SG
懲罰	مجازات	懲罰	مجازات	N	N;SG
懲罰	تنبیه	懲罰	تنبیه	N	N;SG
光線	سبک	光線	سبک	N	N;SG
光線	روشنایی	光線	None	N	N;SG
光線	نور	光線	نور	N	N;SG
光線	نوری	光線	نوری	N	N;SG
信用	اعتبار	信用	اعتبار	N	N;SG
信用	اعتباری	信用	اعتبار	N	N;SG
