egy	une	egy	un	DET;INDF	DET;INDF;FEM;SG
skála	echelle	skála	echelle	N;NOM;SG	N;FEM;SG
skála	échelle	skála	échelle	N;NOM;SG	N;FEM;SG
koncerten	concert	koncert	concert	N;ON+ESS;SG	N;MASC;SG
állás	position	állás	position	N;NOM;SG	N;FEM;SG
állás	emploi	állás	emploi	N;NOM;SG	N;MASC;SG
megoldható	faisable	megoldható	faisable	ADJ;NOM;SG	ADJ;MASC;SG
elemet	element	elem	element	N;ACC;SG	N;MASC;SG
elemet	élément	elem	élément	N;ACC;SG	N;MASC;SG
adminisztrátorok	administrateurs	adminisztrátor	administrateur	N;NOM;PL	N;MASC;PL
könyvtáros	libraire	könyvtáros	libraire	N;NOM;SG	N;MASC;SG
könyvtáros	bibliothécaire	könyvtáros	bibliothécaire	N;NOM;SG	N;MASC;SG
túlzott	exagéré	túlzott	exagérer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
túlzott	exagérée	túlzott	exagérer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
catherine	catherine	catherine	catherine	N;NOM;SG	N;FEM;SG
füzet	brochure	fűz	brochure	N;NOM;SG	N;FEM;SG
füzet	plaquette	fűz	plaquette	N;NOM;SG	N;FEM;SG
füzet	dépliant	fűz	déplier	N;NOM;SG	N;MASC;SG
füzet	livret	fűz	livret	N;NOM;SG	N;MASC;SG
füzet	brochure	fűz	brochure	N;NOM;SG	N;FEM;SG
füzet	carnet	fűz	carnet	N;NOM;SG	N;MASC;SG
füzet	cahier	fűz	cahier	N;NOM;SG	N;MASC;SG
emigrált	émigré	emigrál	émigrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
novemberben	novembre	november	novembre	N;IN+ESS;SG	N;MASC;SG
szerver	serveur	szerver	serveur	N;NOM;SG	N;MASC;SG
idézett	citée	idézett	citer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
idézett	cité	idézett	citer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
idézett	citée	idézett	citer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
usd	usd	usd	usd	N;NOM;SG	N;MASC;SG
usd	us$	usd	use	N;NOM;SG	N;MASC;SG
enterprise	enterprise	enterprise	enterprise	N;NOM;SG	N;FEM;SG
viselkedés	comportement	viselkedés	comportement	N;NOM;SG	N;MASC;SG
viselkedés	comportement	viselkedés	comportement	N;NOM;SG	N;MASC;SG
előnyben	préférence	előny	préférence	N;IN+ESS;SG	N;FEM;SG
előnyben	préférence	előny	préférence	N;IN+ESS;SG	N;FEM;SG
követelte	exigé	követel	exiger	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
boszniai	bosniaque	boszniai	bosniaque	ADJ;NOM;SG	ADJ;MASC;SG
vfl	vfl	vfl	vfl	N;NOM;SG	N;MASC;SG
felnőttek	adultes	felnőt	adulte	N;NOM;PL	N;MASC;PL
tulajdonságok	propriétés	tulajdonság	propriété	N;NOM;PL	N;FEM;PL
szenved	souffrir	szenved	souffrir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szenved	souffrant	szenved	souffrir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
szenved	souffrir	szenved	souffrir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szenved	souffre	szenved	souffre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
szenved	souffre	szenved	souffre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
megnevezés	description	megnevezés	description	N;NOM;SG	N;FEM;SG
megnevezés	désignation	megnevezés	désignation	N;NOM;SG	N;FEM;SG
megnevezés	dénomination	megnevezés	dénomination	N;NOM;SG	N;FEM;SG
megnevezés	appellation	megnevezés	appellation	N;NOM;SG	N;FEM;SG
bázis	base	bázis	base	N;NOM;SG	N;FEM;SG
részecskék	particules	részecskék	particule	N;NOM;PL	N;FEM;PL
részecskék	particules	részecskék	particule	N;NOM;PL	N;FEM;PL
előfordulása	occurrence	előfordulás	occurrence	N;NOM;SG	N;FEM;SG
szélsőséges	extrémiste	szélsőséges	extrémiste	ADJ;NOM;SG	ADJ;MASC;SG
szélsőséges	extrême	szélsőséges	extrême	ADJ;NOM;SG	ADJ;MASC;SG
geológus	géologue	geológus	géologue	N;NOM;SG	N;MASC;SG
nővér	infirmier	nővér	infirmier	N;NOM;SG	N;MASC;SG
nővér	infirmière	nővér	infirmier	N;NOM;SG	N;FEM;SG
hallgatott	écouté	hallgat	écouter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
hallgatott	écoutée	hallgat	écouter	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
júniusban	juin	június	juin	N;IN+ESS;SG	N;MASC;SG
maradni	rester	marad	rester	V;NFIN;ACT	V;NFIN
kerámia	poterie	kerámia	poterie	N;NOM;SG	N;FEM;SG
kerámia	céramique	kerámia	céramique	N;NOM;SG	N;FEM;SG
kerámia	céramique	kerámia	céramique	N;NOM;SG	N;FEM;SG
kerámia	céramique	kerámia	céramique	N;NOM;SG	N;FEM;SG
felfedező	explorateur	felfedező	explorateur	N;NOM;SG	N;MASC;SG
ábra	schéma	áb	schéma	N;NOM;SG	N;MASC;SG
ábra	diagramme	áb	diagramme	N;NOM;SG	N;MASC;SG
ábra	chiffre	áb	chiffre	N;NOM;SG	N;MASC;SG
ábra	figure	áb	figure	N;NOM;SG	N;FEM;SG
geometriai	géométrique	geometriai	géométrique	ADJ;NOM;SG	ADJ;MASC;SG
geometriai	géométrique	geometriai	géométrique	ADJ;NOM;SG	ADJ;MASC;SG
rendőrök	flics	rendőr	flic	N;NOM;PL	N;MASC;PL
rendőrök	policiers	rendőr	policier	N;NOM;PL	N;MASC;PL
célok	objectifs	cél	objectif	N;NOM;PL	N;MASC;PL
célok	buts	cél	but	N;NOM;PL	N;MASC;PL
célok	objectifs	cél	objectif	N;NOM;PL	N;MASC;PL
célok	cibles	cél	cible	N;NOM;PL	N;FEM;PL
acél	acier	acél	acier	N;NOM;SG	N;MASC;SG
asszisztens	assistant	asszisztens	assistant	N;NOM;SG	N;MASC;SG
asszisztens	adjointe	asszisztens	adjoint	N;NOM;SG	N;FEM;SG
asszisztens	adjoint	asszisztens	adjoint	N;NOM;SG	N;MASC;SG
asszisztens	assistante	asszisztens	assistant	N;NOM;SG	N;FEM;SG
meghatározza	spécifie	meghatároz	spécifie	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
meghatározza	détermine	meghatároz	déterminer	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
meghatározza	préciser	meghatároz	préciser	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
meghatározza	spécifier	meghatároz	spécifier	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
meghatározza	définit	meghatároz	définir	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jelezte	indiquée	jelez	indiquer	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
jelezte	indiqué	jelez	indiquer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
jelenségek	phénomènes	jelenség	phénomène	N;NOM;PL	N;MASC;PL
származás	origine	származás	origine	N;NOM;SG	N;FEM;SG
származás	lignée	származás	lignée	N;NOM;SG	N;FEM;SG
származás	pedigree	származás	pedigree	N;NOM;SG	N;MASC;SG
változtatások	modifications	változtatás	modification	N;NOM;PL	N;FEM;PL
változtatások	changements	változtatás	changement	N;NOM;PL	N;MASC;PL
rakéták	missiles	rakéta	missile	N;NOM;PL	N;MASC;PL
rakéták	roquettes	rakéta	roquette	N;NOM;PL	N;FEM;PL
rakéták	fusées	rakéta	fusée	N;NOM;PL	N;FEM;PL
kísérte	accompagné	kísér	accompagner	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kísérte	accompagnée	kísér	accompagner	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
étel	nourriture	étel	nourriture	N;NOM;SG	N;FEM;SG
étel	alimentation	étel	alimentation	N;NOM;SG	N;FEM;SG
étel	repas	étel	repas	N;NOM;SG	N;MASC;SG
feltárt	détectée	fel+tár	détecter	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
feltárt	détecté	fel+tár	détecter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ágyú	canon	ágyú	canon	N;NOM;SG	N;MASC;SG
irány	direction	irány	direction	N;NOM;SG	N;FEM;SG
irány	rubrique	irány	rubrique	N;NOM;SG	N;FEM;SG
laza	détendu	laza	détendu	ADJ;NOM;SG	ADJ;MASC;SG
laza	occasionnel	laza	occasionnel	ADJ;NOM;SG	ADJ;MASC;SG
laza	occasionnelle	laza	occasionnel	ADJ;NOM;SG	ADJ;FEM;SG
júliusban	juillet	július	juillet	N;IN+ESS;SG	N;MASC;SG
ételek	nourritures	étel	nourriture	N;NOM;PL	N;FEM;PL
ételek	aliments	étel	aliment	N;NOM;PL	N;MASC;PL
ételek	plats	étel	plat	N;NOM;PL	N;MASC;PL
sportoló	athlète	sportoló	athlète	N;NOM;SG	N;MASC;SG
eloszlás	répartition	eloszlás	répartition	N;NOM;SG	N;FEM;SG
eloszlás	distribution	eloszlás	distribution	N;NOM;SG	N;FEM;SG
tragédia	drame	tragédia	drame	N;NOM;SG	N;MASC;SG
tragédia	tragédie	tragédia	tragédie	N;NOM;SG	N;FEM;SG
megtartott	conservé	megtartott	conserver	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megtartott	retenue	megtartott	retenir	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
megtartott	retenu	megtartott	retenir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megtartott	gardé	megtartott	garder	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
egér	souris	egér	souris	N;NOM;SG	N;FEM;SG
típusok	types	típus	type	N;NOM;PL	N;MASC;PL
vagyon	fortune	vagyon	fortune	N;NOM;SG	N;FEM;SG
vagyon	richesse	vagyon	richesse	N;NOM;SG	N;FEM;SG
gyártottak	fabriqués	gyárt	fabriquer	V;INDF;IND;PL;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
decemberben	décembre	december	décembre	N;IN+ESS;SG	N;MASC;SG
decemberben	decembre	december	decembre	N;IN+ESS;SG	N;MASC;SG
régészek	archéologues	régész	archéologue	N;NOM;PL	N;MASC;PL
baba	bébé	baba	bébé	N;NOM;SG	N;MASC;SG
baba	baby	baba	baby	N;NOM;SG	N;MASC;SG
baba	poupée	baba	poupée	N;NOM;SG	N;FEM;SG
szakember	expert	szakember	expert	N;NOM;SG	N;MASC;SG
szakember	spécialiste	szakember	spécialiste	N;NOM;SG	N;MASC;SG
rajzfilm	cartoon	rajzfilm	cartoon	N;NOM;SG	N;MASC;SG
marsall	marshal	marsall	marshall	N;NOM;SG	N;MASC;SG
marsall	maréchal	marsall	maréchal	N;NOM;SG	N;MASC;SG
élőlények	organismes	élőlény	organisme	N;NOM;PL	N;MASC;PL
verseket	versets	vers	verset	N;ACC;PL	N;MASC;PL
verseket	poèmes	vers	poème	N;ACC;PL	N;MASC;PL
hétvége	weekend	hétvég	week-end	N;NOM;SG	N;MASC;SG
hétvége	weekend	hétvég	week-end	N;NOM;SG	N;MASC;SG
motorok	bicyclettes	motor	bicyclette	N;NOM;PL	N;FEM;PL
motorok	vélos	motor	vélo	N;NOM;PL	N;MASC;PL
motorok	moteurs	motor	moteur	N;NOM;PL	N;MASC;PL
motorok	motocycles	motor	motocycle	N;NOM;PL	N;MASC;PL
motorok	motocyclettes	motor	motocyclette	N;NOM;PL	N;FEM;PL
motorok	motos	motor	moto	N;NOM;PL	N;FEM;PL
motorok	moteurs	motor	moteur	N;NOM;PL	N;MASC;PL
tekintett	visionné	tekintett	visionner	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szálló	inn	szálló	inn	N;NOM;SG	N;MASC;SG
szálló	auberge	szálló	auberge	N;NOM;SG	N;FEM;SG
felhasználható	utilisable	felhasználható	utilisable	ADJ;NOM;SG	ADJ;MASC;SG
feleség	épouse	feleség	épouse	N;NOM;SG	N;FEM;SG
feleség	epouse	feleség	epouse	N;NOM;SG	N;FEM;SG
feleség	femme	feleség	femme	N;NOM;SG	N;FEM;SG
alkohol	alcool	alkohol	alcool	N;NOM;SG	N;MASC;SG
funkció	fonction	funkció	fonction	N;NOM;SG	N;FEM;SG
funkció	fonctionnalité	funkció	fonctionnalité	N;NOM;SG	N;FEM;SG
funkció	fonctionnalité	funkció	fonctionnalité	N;NOM;SG	N;FEM;SG
közgyűlés	assemblée	közgyűlés	assemblée	N;NOM;SG	N;FEM;SG
közgyűlés	assemblage	közgyűlés	assemblage	N;NOM;SG	N;MASC;SG
helikopter	hélico	helikopter	hélico	N;NOM;SG	N;MASC;SG
helikopter	hélicoptère	helikopter	hélicoptère	N;NOM;SG	N;MASC;SG
helikopter	hélicoptère	helikopter	hélicoptère	N;NOM;SG	N;MASC;SG
próza	prose	próza	prose	N;NOM;SG	N;FEM;SG
tanácsot	conseil	tanács	conseil	N;ACC;SG	N;MASC;SG
használat	utilisation	használat	utilisation	N;NOM;SG	N;FEM;SG
használat	usage	használat	usage	N;NOM;SG	N;MASC;SG
használat	utilisation	használat	utilisation	N;NOM;SG	N;FEM;SG
következtetni	déduire	következtet	déduire	V;NFIN;ACT	V;NFIN
áldozatot	sacrifice	áldozat	sacrifice	N;ACC;SG	N;MASC;SG
állott	rassis	állott	rassis	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fertőzés	infection	fertőzés	infection	N;NOM;SG	N;FEM;SG
fertőzés	infection	fertőzés	infection	N;NOM;SG	N;FEM;SG
lázadók	rebelles	lázadó	rebelle	N;NOM;PL	N;MASC;PL
lázadók	rebelles	lázadó	rebelle	N;NOM;PL	N;MASC;PL
várban	château	vár	château	N;IN+ESS;SG	N;MASC;SG
várban	chateau	vár	château	N;IN+ESS;SG	N;MASC;SG
megengedett	autorisé	megengedett	autoriser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
vulkán	volcan	vulkán	volcan	N;NOM;SG	N;MASC;SG
vulkán	vulcain	vulkán	vulcain	N;NOM;SG	N;MASC;SG
legendák	légendes	legenda	légende	N;NOM;PL	N;FEM;PL
legendák	légendes	legenda	légende	N;NOM;PL	N;FEM;PL
fogott	attrapée	fogott	attraper	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
fogott	pris	fogott	prendre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fogott	attrapé	fogott	attraper	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fogott	capturé	fogott	capturer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
gyűjti	recueille	gyűjti	recueillir	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
gyűjti	collectionne	gyűjti	collectionner	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
pátriárka	patriarche	pátriárka	patriarche	N;NOM;SG	N;MASC;SG
telefon	téléphone	telef	téléphone	N;NOM;SG	N;MASC;SG
telefon	telephone	telef	telephone	N;NOM;SG	N;MASC;SG
telefon	téléphone	telef	téléphone	N;NOM;SG	N;MASC;SG
hívott	appelée	hív	appeler	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
hívott	appelé	hív	appeler	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
farok	queue	far	queue	N;NOM;SG	N;FEM;SG
farok	filature	far	filature	N;NOM;SG	N;FEM;SG
farok	tail	far	tail	N;NOM;SG	N;MASC;SG
farok	bite	far	bite	N;NOM;SG	N;FEM;SG
farok	queue	far	queue	N;NOM;SG	N;FEM;SG
farok	coq	far	coq	N;NOM;SG	N;MASC;SG
farok	bite	far	bite	N;NOM;SG	N;FEM;SG
portré	portrait	portré	portrait	N;NOM;SG	N;MASC;SG
róka	renard	róka	renard	N;NOM;SG	N;MASC;SG
homokos	sable	homokos	sable	N;NOM;SG	N;MASC;SG
helen	hélène	hél	hélène	N;NOM;SG	N;FEM;SG
tenor	ténor	tenor	ténor	N;NOM;SG	N;MASC;SG
objektív	objectif	objektív	objectif	N;NOM;SG	N;MASC;SG
objektív	lens	objektív	lens	N;NOM;SG	N;MASC;SG
objektív	objectif	objektív	objectif	N;NOM;SG	N;MASC;SG
objektív	lentille	objektív	lentille	N;NOM;SG	N;FEM;SG
gyűlés	assemblée	gyűlés	assemblée	N;NOM;SG	N;FEM;SG
gyűlés	assemblage	gyűlés	assemblage	N;NOM;SG	N;MASC;SG
gyűlés	rally	gyűlés	rally	N;NOM;SG	N;MASC;SG
gyűlés	rassemblement	gyűlés	rassemblement	N;NOM;SG	N;MASC;SG
gyűlés	rallye	gyűlés	rallye	N;NOM;SG	N;MASC;SG
gyűlés	rencontre	gyűlés	rencontre	N;NOM;SG	N;FEM;SG
gyűlés	réunion	gyűlés	réunion	N;NOM;SG	N;FEM;SG
kráter	cratère	kráter	cratère	N;NOM;SG	N;MASC;SG
sors	destin	sors	destin	N;NOM;SG	N;MASC;SG
sors	fatalité	sors	fatalité	N;NOM;SG	N;FEM;SG
sors	destin	sors	destin	N;NOM;SG	N;MASC;SG
levélben	lettre	levél	lettre	N;IN+ESS;SG	N;FEM;SG
letölthető	téléchargeable	letölthető	téléchargeable	ADJ;NOM;SG	ADJ;MASC;SG
kövek	pierres	köv	pierre	N;NOM;PL	N;FEM;PL
kövek	roches	köv	roche	N;NOM;PL	N;FEM;PL
kövek	rochers	köv	rocher	N;NOM;PL	N;MASC;PL
kövek	cailloux	köv	caillou	N;NOM;PL	N;MASC;PL
kövek	pierres	köv	pierre	N;NOM;PL	N;FEM;PL
periódus	période	periódus	période	N;NOM;SG	N;FEM;SG
filozófusok	philosophes	filozófus	philosophe	N;NOM;PL	N;MASC;PL
jelet	clignotant	jelet	clignoter	N;ACC;SG	N;MASC;SG
jelet	signal	jelet	signal	N;ACC;SG	N;MASC;SG
dramaturg	dramaturge	dramaturg	dramaturge	N;NOM;SG	N;MASC;SG
határok	limites	határ	limite	N;NOM;PL	N;FEM;PL
határok	frontières	határ	frontière	N;NOM;PL	N;FEM;PL
határok	limites	határ	limite	N;NOM;PL	N;FEM;PL
határok	frontières	határ	frontière	N;NOM;PL	N;FEM;PL
határok	bordures	határ	bordure	N;NOM;PL	N;FEM;PL
határok	frontières	határ	frontière	N;NOM;PL	N;FEM;PL
homlokzat	façade	homlokzat	façade	N;NOM;SG	N;FEM;SG
homlokzat	façade	homlokzat	façade	N;NOM;SG	N;FEM;SG
kívánja	souhaite	kíván	souhaiter	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lemezek	disquettes	lemez	disquette	N;NOM;PL	N;FEM;PL
lemezek	disques	lemez	disque	N;NOM;PL	N;MASC;PL
lemezek	disques	lemez	disque	N;NOM;PL	N;MASC;PL
lemezek	assiettes	lemez	assiette	N;NOM;PL	N;FEM;PL
lemezek	plaques	lemez	plaque	N;NOM;PL	N;FEM;PL
kommunisták	communistes	kommunista	communiste	N;NOM;PL	N;MASC;PL
kommunisták	communistes	kommunista	communiste	N;NOM;PL	N;MASC;PL
nfl	nfl	nfl	nfl	N;NOM;SG	N;MASC;SG
bélyeg	cachet	bélyeg	cachet	N;NOM;SG	N;MASC;SG
bélyeg	timbre	bélyeg	timbre	N;NOM;SG	N;MASC;SG
bélyeg	poinçon	bélyeg	poinçon	N;NOM;SG	N;MASC;SG
bélyeg	tampon	bélyeg	tampon	N;NOM;SG	N;MASC;SG
áprilisban	avril	április	avril	N;IN+ESS;SG	N;MASC;SG
középre	milieu	közép	milieu	N;ON+ALL;SG	N;MASC;SG
középre	center	közép	center	N;ON+ALL;SG	N;MASC;SG
középre	centre	közép	centre	N;ON+ALL;SG	N;MASC;SG
középre	centre	közép	centre	N;ON+ALL;SG	N;MASC;SG
lóhere	trèfle	lóher	trèfle	N;NOM;SG	N;MASC;SG
lehetőségeket	possibilités	lehetőség	possibilité	N;ACC;PL	N;FEM;PL
lehetőségeket	occasions	lehetőség	occasion	N;ACC;PL	N;FEM;PL
lehetőségeket	opportunités	lehetőség	opportunité	N;ACC;PL	N;FEM;PL
ökológiai	écologique	ökológiai	écologique	ADJ;NOM;SG	ADJ;MASC;SG
remény	espoir	remény	espoir	N;NOM;SG	N;MASC;SG
remény	espérance	remény	espérance	N;NOM;SG	N;FEM;SG
adás	diffusion	adás	diffusion	N;NOM;SG	N;FEM;SG
adás	radiodiffusion	adás	radiodiffusion	N;NOM;SG	N;FEM;SG
adás	transmission	adás	transmission	N;NOM;SG	N;FEM;SG
beceneve	surnom	becenev	surnom	N;NOM;SG	N;MASC;SG
beceneve	pseudo	becenev	pseudo	N;NOM;SG	N;MASC;SG
beceneve	pseudonyme	becenev	pseudonyme	N;NOM;SG	N;MASC;SG
balett	ballet	balett	ballet	N;NOM;SG	N;MASC;SG
jótékonysági	bienfaisance	jótékonysági	bienfaisance	N;NOM;SG	N;FEM;SG
jótékonysági	charité	jótékonysági	charité	N;NOM;SG	N;FEM;SG
jótékonysági	bienfaisance	jótékonysági	bienfaisance	N;NOM;SG	N;FEM;SG
jótékonysági	aumône	jótékonysági	aumône	N;NOM;SG	N;FEM;SG
jótékonysági	charité	jótékonysági	charité	N;NOM;SG	N;FEM;SG
turista	touriste	turista	touriste	N;NOM;SG	N;MASC;SG
összetétel	composition	összetétel	composition	N;NOM;SG	N;FEM;SG
adminisztrátor	admin	adminisztrátor	admin	N;NOM;SG	N;MASC;SG
adminisztrátor	administrateur	adminisztrátor	administrateur	N;NOM;SG	N;MASC;SG
adminisztrátor	administratrice	adminisztrátor	administrateur	N;NOM;SG	N;FEM;SG
adminisztrátor	administrateur	adminisztrátor	administrateur	N;NOM;SG	N;MASC;SG
besorolás	catégorisation	besorolás	catégorisation	N;NOM;SG	N;FEM;SG
besorolás	notation	besorolás	notation	N;NOM;SG	N;FEM;SG
besorolás	cotation	besorolás	cotation	N;NOM;SG	N;FEM;SG
besorolás	cote	besorolás	cote	N;NOM;SG	N;FEM;SG
besorolás	classement	besorolás	classement	N;NOM;SG	N;MASC;SG
besorolás	classification	besorolás	classification	N;NOM;SG	N;FEM;SG
parancs	commandement	parancs	commandement	N;NOM;SG	N;MASC;SG
parancs	commande	parancs	commande	N;NOM;SG	N;FEM;SG
parancs	ordre	parancs	ordre	N;NOM;SG	N;MASC;SG
parancs	commande	parancs	commande	N;NOM;SG	N;FEM;SG
előállított	produite	előállított	produire	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
előállított	fabriqué	előállított	fabriquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
félelem	peur	félelem	peur	N;NOM;SG	N;FEM;SG
félelem	crainte	félelem	crainte	N;NOM;SG	N;FEM;SG
nba	nba	nb	nba	N;NOM;SG	N;MASC;SG
jellemzők	fonctions	jellemző	fonction	N;NOM;PL	N;FEM;PL
jellemzők	fonctionnalités	jellemző	fonctionnalité	N;NOM;PL	N;FEM;PL
labdát	boule	labda	boule	N;ACC;SG	N;FEM;SG
labdát	balle	labda	balle	N;ACC;SG	N;FEM;SG
labdát	ballon	labda	ballon	N;ACC;SG	N;MASC;SG
kancellár	chancelier	kancellár	chancelier	N;NOM;SG	N;MASC;SG
kancellár	chancelière	kancellár	chancelier	N;NOM;SG	N;FEM;SG
szék	chaise	szék	chaise	N;NOM;SG	N;FEM;SG
szék	président	szék	président	N;NOM;SG	N;MASC;SG
szék	présidence	szék	présidence	N;NOM;SG	N;FEM;SG
szék	fauteuil	szék	fauteuil	N;NOM;SG	N;MASC;SG
sugár	poutre	sugár	poutre	N;NOM;SG	N;FEM;SG
sugár	rayon	sugár	rayon	N;NOM;SG	N;MASC;SG
sugár	faisceau	sugár	faisceau	N;NOM;SG	N;MASC;SG
sugár	rayon	sugár	rayon	N;NOM;SG	N;MASC;SG
sugár	radius	sugár	radius	N;NOM;SG	N;MASC;SG
szimbolikus	symbolique	szimbolikus	symbolique	ADJ;NOM;SG	ADJ;MASC;SG
elfogadni	acceptant	el+fogad	accepter	V;NFIN;ACT	V;PRS;V.PTCP
elfogadni	accepter	el+fogad	accepter	V;NFIN;ACT	V;NFIN
elfogadni	accepte	el+fogad	accepter	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
elfogadni	accepter	el+fogad	accepter	V;NFIN;ACT	V;NFIN
elfogadni	acceptent	el+fogad	accepter	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
elfogadni	acceptez	el+fogad	accepter	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
unix	unix	unix	unix	N;NOM;SG	N;MASC;SG
vizek	eaux	víz	eau	N;NOM;PL	N;FEM;PL
beiratkozott	inscrit	beiratkozott	inscrire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
haditengerészeti	navale	haditengerészeti	naval	ADJ;NOM;SG	ADJ;FEM;SG
sebesült	blessé	sebesül	blesser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sebesült	blessée	sebesül	blessé	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
konyha	cuisine	konyha	cuisine	N;NOM;SG	N;FEM;SG
konyha	gastronomie	konyha	gastronomie	N;NOM;SG	N;FEM;SG
konyha	cuisine	konyha	cuisine	N;NOM;SG	N;FEM;SG
menedzser	directeur	menedzser	directeur	N;NOM;SG	N;MASC;SG
menedzser	manager	menedzser	manager	N;NOM;SG	N;MASC;SG
menedzser	directrice	menedzser	directrice	N;NOM;SG	N;FEM;SG
menedzser	gérant	menedzser	gérant	N;NOM;SG	N;MASC;SG
nicholas	nicolas	nicholas	nicola	N;NOM;SG	N;MASC;SG
fül	oreille	fül	oreille	N;NOM;SG	N;FEM;SG
fül	épi	fül	épi	N;NOM;SG	N;MASC;SG
írással	rédaction	írás	rédaction	N;INS;SG	N;FEM;SG
írással	écriture	írás	écriture	N;INS;SG	N;FEM;SG
parasztok	paysans	paraszt	paysan	N;NOM;PL	N;MASC;PL
szoftverek	logiciels	szoftver	logiciel	N;NOM;PL	N;MASC;PL
darabok	morceaux	darab	morceau	N;NOM;PL	N;MASC;PL
elektromágneses	électromagnétique	elektromágneses	électromagnétique	ADJ;NOM;SG	ADJ;MASC;SG
leírni	décrivez	le+ír	décrire	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
leírni	décrire	le+ír	décrire	V;NFIN;ACT	V;NFIN
rák	crabe	rák	crabe	N;NOM;SG	N;MASC;SG
rák	cancer	rák	cancer	N;NOM;SG	N;MASC;SG
múzeumi	musée	múzeumi	musée	N;NOM;SG	N;MASC;SG
koponya	crâne	kopony	crâne	N;NOM;SG	N;MASC;SG
minősége	qualité	minőség	qualité	N;NOM;SG	N;FEM;SG
