and	oraz	and	oraz	CONJ	CONJ
premiere	premierę	premiere	premiera	N;SG	N;ACC;FEM;SG
premiere	premiera	premiere	premier	N;SG	N;ACC;MASC;SG
physician	lekarza	physician	lekarz	N;SG	N;ACC;MASC;SG
physician	lekarz	physician	lekarz	N;SG	N;NOM;MASC;SG
victim	ofiarą	victim	ofiara	N;SG	N;INS;FEM;SG
victim	ofiara	victim	ofiara	N;SG	N;NOM;FEM;SG
angels	anioły	angel	anioła	N;PL	N;NOM;MASC;PL
angels	aniołowie	angel	anioł	N;PL	N;NOM;MASC;PL
angels	aniołki	angel	aniołka	N;PL	N;NOM;MASC;PL
angels	aniołów	angel	anioł	N;PL	N;GEN;MASC;PL
noise	hałas	noise	hałas	N;SG	N;NOM;MASC;SG
noise	hałasu	noise	hałas	N;SG	N;GEN;MASC;SG
noise	szum	noise	szum	N;SG	N;NOM;MASC;SG
duo	duet	duo	duet	N;SG	N;NOM;MASC;SG
beer	piwa	beer	piwo	N;SG	N;ACC;NEUT;SG
beer	piwko	beer	piwko	N;SG	N;NOM;NEUT;SG
beer	piwo	beer	piwo	N;SG	N;NOM;NEUT;SG
palestinian	palestyńskich	palestinian	palestyński	ADJ	ADJ;GEN;MASC;PL
jurisdiction	właściwość	jurisdiction	właściwość	N;SG	N;NOM;FEM;SG
jurisdiction	jurysdykcji	jurisdiction	jurysdykcja	N;SG	N;GEN;FEM;SG
jurisdiction	jurysdykcja	jurisdiction	jurysdykcja	N;SG	N;NOM;FEM;SG
loop	pętla	loop	pętlać	N;SG	N;NOM;FEM;SG
drum	beczka	drum	beczka	N;SG	N;NOM;FEM;SG
drum	bęben	drum	bęben	N;SG	N;NOM;MASC;SG
dramatic	dramatyczne	dramatic	dramatyczny	ADJ	ADJ;NOM;NEUT;SG
dramatic	dramatyczny	dramatic	dramatyczny	ADJ	ADJ;NOM;MASC;SG
earthquake	trzęsienie	earthquake	trzęsień	N;SG	N;NOM;NEUT;SG
hat	czapka	hat	czapki	N;SG	N;NOM;FEM;SG
hat	kapelusz	hat	kapelusz	N;SG	N;NOM;MASC;SG
requirement	wymóg	requirement	wymóg	N;SG	N;NOM;MASC;SG
requirement	wymaganie	requirement	wymagać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tanks	zbiorniki	tank	zbiornik	N;PL	N;NOM;MASC;PL
tanks	czołgi	tank	czołg	N;PL	N;NOM;MASC;PL
presidents	prezydentów	president	prezydent	N;PL	N;ACC;MASC;PL
presidents	przewodniczących	president	przewodniczyć	N;PL	N;GEN;MASC;PL
presidents	prezydenci	president	prezydent	N;PL	N;NOM;MASC;PL
societies	społeczeństw	society	społeczeństwo	N;PL	N;GEN;NEUT;PL
alcohol	alkoholu	alcohol	alkohol	N;SG	N;GEN;MASC;SG
alcohol	alkohol	alcohol	alkohol	N;SG	N;NOM;MASC;SG
dominated	zdominowany	dominate	zdominować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eat	jedz	eat	jeść	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN;ACT
eat	jeść	eat	jeść	V;IMP;FIN	V;IPFV;NFIN;ACT
graphics	grafiki	graphic	grafika	N;PL	N;GEN;FEM;PL
coffee	kawy	coffee	kawa	N;SG	N;GEN;FEM;SG
coffee	kawie	coffee	kawa	N;SG	N;DAT;FEM;SG
chancellor	kanclerz	chancellor	kanclerz	N;SG	N;NOM;MASC;SG
destroy	zniszczyć	destroy	zniszczyć	V;IMP;FIN	V;PFV;NFIN;ACT
connections	połączenia	connection	połączenie	N;PL	N;NOM;NEUT;PL
rush	pośpiech	rush	pośpiech	N;SG	N;NOM;MASC;SG
outcome	rezultat	outcome	rezultat	N;SG	N;NOM;MASC;SG
outcome	wynik	outcome	wynik	N;SG	N;NOM;MASC;SG
cardinals	kardynałowie	cardinal	kardynał	N;PL	N;NOM;MASC;PL
fill	wypełnij	fill	wypełnić	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
fill	wypełnić	fill	wypełnić	V;IMP;FIN	V;PFV;NFIN;ACT
recipient	odbiorca	recipient	odbiorzec	N;SG	N;NOM;MASC;SG
correctly	poprawnie	correctly	poprawnie	ADV	ADV
correctly	prawidłowo	correctly	prawidłowo	ADV	ADV
traditions	tradycje	tradition	tradycja	N;PL	N;NOM;FEM;PL
fundamental	fundamentalne	fundamental	fundamentalny	ADJ	ADJ;NOM;NEUT;SG
fundamental	podstawowych	fundamental	podstawowy	ADJ	ADJ;GEN;MASC;PL
fundamental	zasadnicza	fundamental	zasadniczy	ADJ	ADJ;NOM;FEM;SG
thin	szczupła	thin	szczupło	ADJ	ADJ;NOM;FEM;SG
thin	cienkie	thin	cienki	ADJ	ADJ;NOM;NEUT;SG
thin	cienka	thin	cienki	ADJ	ADJ;NOM;FEM;SG
thin	chudy	thin	chudy	ADJ	ADJ;NOM;MASC;SG
thin	cienki	thin	cienki	ADJ	ADJ;NOM;MASC;SG
departments	departamentów	department	departament	N;PL	N;GEN;MASC;PL
shield	tarcza	shield	tarczyć	N;SG	N;NOM;FEM;SG
shield	osłona	shield	osłona	N;SG	N;NOM;FEM;SG
shield	tarczy	shield	tarcza	N;SG	N;GEN;FEM;SG
fighters	zawodnicy	fighter	zawodnik	N;PL	N;NOM;MASC;PL
fighters	myśliwce	fighter	myśliwiec	N;PL	N;NOM;MASC;PL
fighters	wojownicy	fighter	wojownik	N;PL	N;NOM;MASC;PL
fighters	bojowników	fighter	bojownik	N;PL	N;ACC;MASC;PL
violent	gwałtowne	violent	gwałtowny	ADJ	ADJ;NOM;NEUT;SG
violent	brutalny	violent	brutalny	ADJ	ADJ;NOM;MASC;SG
violent	gwałtowny	violent	gwałtowny	ADJ	ADJ;NOM;MASC;SG
margin	marża	margin	marżyć	N;SG	N;NOM;FEM;SG
margin	margines	margin	margines	N;SG	N;NOM;MASC;SG
postal	pocztowy	postal	pocztowy	ADJ	ADJ;NOM;MASC;SG
postal	pocztowych	postal	pocztowy	ADJ	ADJ;GEN;MASC;PL
postal	pocztowe	postal	pocztowy	ADJ	ADJ;NOM;NEUT;SG
pirates	piratów	pirate	pirat	N;PL	N;ACC;MASC;PL
collective	zbiorowego	collective	zbiorowy	ADJ	ADJ;ACC;MASC;SG
collective	zbiorowe	collective	zbiorowy	ADJ	ADJ;NOM;NEUT;SG
liberation	wyzwolenia	liberation	wyzwolić	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
liberation	wyzwolenie	liberation	wyzwolenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
activists	działaczy	activist	działaczyć	N;PL	N;GEN;MASC;PL
activists	aktywistów	activist	aktywista	N;PL	N;ACC;MASC;PL
rider	motocyklista	rider	motocyklista	N;SG	N;NOM;MASC;SG
rider	jeździec	rider	jeździec	N;SG	N;NOM;MASC;SG
reduction	obniżka	reduction	obniżka	N;SG	N;NOM;FEM;SG
reduction	redukcja	reduction	redukcja	N;SG	N;NOM;FEM;SG
reduction	zmniejszenie	reduction	zmniejszenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
genetic	genetyczna	genetic	genetyczny	ADJ	ADJ;NOM;FEM;SG
genetic	genetyczny	genetic	genetyczny	ADJ	ADJ;NOM;MASC;SG
genetic	genetyczne	genetic	genetyczny	ADJ	ADJ;NOM;NEUT;SG
locally	miejscowo	locally	miejscowo	ADV	ADV
locally	lokalnie	locally	lokalnie	ADV	ADV
milk	mleka	milk	mleko	N;SG	N;GEN;NEUT;SG
milk	mleko	milk	mleko	N;SG	N;NOM;NEUT;SG
romance	romans	romance	romans	N;SG	N;NOM;MASC;SG
romance	romansu	romance	romans	N;SG	N;GEN;MASC;SG
intellectual	intelektualnej	intellectual	intelektualny	ADJ	ADJ;GEN;FEM;SG
arbitration	arbitrażu	arbitration	arbitraż	N;SG	N;GEN;MASC;SG
interface	interfejs	interface	interfejs	N;SG	N;NOM;MASC;SG
interface	interfejsu	interface	interfejs	N;SG	N;GEN;MASC;SG
departure	wyjazd	departure	wyjazd	N;SG	N;NOM;MASC;SG
departure	wylot	departure	wylot	N;SG	N;NOM;MASC;SG
departure	odjazd	departure	odjazd	N;SG	N;NOM;MASC;SG
anglican	anglikański	anglican	anglikański	ADJ	ADJ;NOM;MASC;SG
suggesting	sugeruje	suggest	sugerować	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
mistake	błąd	mistake	błąd	N;SG	N;NOM;MASC;SG
embassy	ambasady	embassy	ambasada	N;SG	N;GEN;FEM;SG
embassy	ambasadzie	embassy	ambasada	N;SG	N;DAT;FEM;SG
suspended	zawiesił	suspend	zawiesić	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
sum	sumę	sum	suma	N;SG	N;ACC;FEM;SG
sum	kwota	sum	kwota	N;SG	N;NOM;FEM;SG
sum	suma	sum	suma	N;SG	N;NOM;FEM;SG
mythology	mitologia	mythology	mitologia	N;SG	N;NOM;FEM;SG
mythology	mitologii	mythology	mitologia	N;SG	N;GEN;FEM;SG
confusion	niejasności	confusion	niejasność	N;SG	N;GEN;FEM;SG
confusion	zamęt	confusion	zamęt	N;SG	N;NOM;MASC;SG
confusion	zamieszanie	confusion	zamieszanie	N;SG	N;NOM;NEUT;SG
confusion	zakłopotanie	confusion	zakłopotanie	N;SG	N;NOM;NEUT;SG
programmes	programów	programme	program	N;PL	N;GEN;MASC;PL
programmes	programy	programme	program	N;PL	N;NOM;MASC;PL
therapy	leczenie	therapy	leczenie	N;SG	N;NOM;NEUT;SG
therapy	terapię	therapy	terapia	N;SG	N;ACC;FEM;SG
therapy	terapii	therapy	terapia	N;SG	N;GEN;FEM;SG
therapy	terapia	therapy	terapia	N;SG	N;NOM;FEM;SG
occasion	okazja	occasion	okazja	N;SG	N;NOM;FEM;SG
possession	posiadanie	possession	posiadać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
possession	posiadania	possession	posiadać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
defend	bronić	defend	bronić	V;IMP;FIN	V;IPFV;NFIN;ACT
graphic	graficzny	graphic	graficzny	ADJ	ADJ;NOM;MASC;SG
graphic	graficzne	graphic	graficzny	ADJ	ADJ;NOM;NEUT;SG
informed	poinformowała	inform	poinformować	V;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
informed	poinformował	inform	poinformować	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
anonymous	anonimowy	anonymous	anonimowy	ADJ	ADJ;NOM;MASC;SG
anonymous	anonimowych	anonymous	anonimowy	ADJ	ADJ;GEN;MASC;PL
anonymous	anonimowe	anonymous	anonimowy	ADJ	ADJ;NOM;NEUT;SG
soap	mydła	soap	mydło	N;SG	N;NOM;NEUT;SG
territorial	terytorialnej	territorial	terytorialny	ADJ	ADJ;GEN;FEM;SG
territorial	terytorialna	territorial	terytorialny	ADJ	ADJ;NOM;FEM;SG
territorial	terytorialne	territorial	terytorialny	ADJ	ADJ;NOM;NEUT;SG
boss	szef	boss	szef	N;SG	N;NOM;MASC;SG
byzantine	bizantyjskie	byzantine	bizantyjski	ADJ	ADJ;NOM;NEUT;SG
poster	plakatu	poster	plakat	N;SG	N;GEN;MASC;SG
poster	plakat	poster	plakat	N;SG	N;NOM;MASC;SG
geographic	geograficznego	geographic	geograficzny	ADJ	ADJ;ACC;MASC;SG
geographic	geograficzne	geographic	geograficzny	ADJ	ADJ;NOM;NEUT;SG
geographic	geograficzna	geographic	geograficzny	ADJ	ADJ;NOM;FEM;SG
geographic	geograficzny	geographic	geograficzny	ADJ	ADJ;NOM;MASC;SG
rebounds	zbiórek	rebound	zbiórek	N;PL	N;GEN;MASC;PL
venture	przedsięwzięcie	venture	przedsięwzięcie	N;SG	N;NOM;NEUT;SG
worse	gorszy	worse	zły	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
worse	gorsze	worse	zły	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
doors	drzwi	door	drzwi	N;PL	N;NOM;NEUT;PL
naming	nazewnictwa	naming	nazewnictwo	N;SG	N;GEN;NEUT;SG
situations	sytuacje	situation	sytuacja	N;PL	N;NOM;FEM;PL
instructions	instrukcje	instruction	instrukcja	N;PL	N;NOM;FEM;PL
tables	stoły	table	stoły	N;PL	N;NOM;MASC;PL
shoot	strzelać	shoot	strzelać	V;IMP;FIN	V;IPFV;NFIN;ACT
substitute	zastępstwo	substitute	zastępstwo	N;SG	N;NOM;NEUT;SG
errors	błędy	error	błąd	N;PL	N;NOM;MASC;PL
errors	błędów	error	błąd	N;PL	N;GEN;MASC;PL
shakespeare	szekspir	shakespeare	szekspir	N;SG	N;NOM;MASC;SG
immigration	imigracji	immigration	imigracja	N;SG	N;GEN;FEM;SG
immigration	imigracja	immigration	imigracja	N;SG	N;NOM;FEM;SG
mirror	lustro	mirror	lustro	N;SG	N;NOM;NEUT;SG
mirror	lusterko	mirror	lusterko	N;SG	N;NOM;NEUT;SG
assets	aktywów	asset	aktyw	N;PL	N;GEN;MASC;PL
assets	aktywa	asset	aktywa	N;PL	N;NOM;MASC;PL
potentially	potencjalnie	potentially	potencjalnie	ADV	ADV
presentation	prezentacja	presentation	prezentacja	N;SG	N;NOM;FEM;SG
presentation	prezentacji	presentation	prezentacja	N;SG	N;GEN;FEM;SG
sitting	siedzi	sit	siedzieć	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
tournaments	turnieje	tournament	turnieć	N;PL	N;NOM;MASC;PL
syndrome	syndrom	syndrome	syndrom	N;SG	N;ACC;MASC;SG
checked	sprawdził	check	sprawdzić	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
sourcing	pozyskiwanie	sourcing	pozyskiwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
journalism	dziennikarstwo	journalism	dziennikarstwo	N;SG	N;NOM;NEUT;SG
upload	prześlij	upload	przesłać	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
unsuccessful	nieudane	unsuccessful	nieudany	ADJ	ADJ;NOM;NEUT;SG
unsuccessful	nieskuteczne	unsuccessful	nieskuteczny	ADJ	ADJ;NOM;NEUT;SG
towers	wież	tower	wież	N;PL	N;GEN;FEM;PL
towers	wieże	tower	wieża	N;PL	N;NOM;MASC;PL
conductor	dyrygent	conductor	dyrygent	N;SG	N;NOM;MASC;SG
hospitals	szpitale	hospital	szpital	N;PL	N;NOM;MASC;PL
bone	kość	bone	kość	N;SG	N;NOM;FEM;SG
ideal	idealna	ideal	idealny	ADJ	ADJ;NOM;FEM;SG
ideal	idealne	ideal	idealny	ADJ	ADJ;NOM;NEUT;SG
ideal	idealny	ideal	idealny	ADJ	ADJ;NOM;MASC;SG
sharing	podziału	share	podział	N;SG	N;GEN;MASC;SG
sharing	udostępnienie	share	udostępnić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sharing	udostępnianie	share	udostępniać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
labels	etykiety	label	etykiet	N;PL	N;ACC;MASC;PL
governors	gubernatorów	governor	gubernator	N;PL	N;ACC;MASC;PL
governors	prezesów	governor	prezes	N;PL	N;ACC;MASC;PL
posting	publikowanie	posting	publikowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bases	podstawy	basis	podstawa	N;PL	N;ACC;FEM;PL
hardware	sprzętu	hardware	sprzęt	N;SG	N;GEN;MASC;SG
hardware	sprzęt	hardware	sprzęt	N;SG	N;ACC;MASC;SG
monster	potwór	monster	potwór	N;SG	N;NOM;MASC;SG
pitcher	dzbanek	pitcher	dzbanek	N;SG	N;NOM;MASC;SG
pitcher	miotacz	pitcher	miotacz	N;SG	N;NOM;MASC;SG
emphasis	podkreślenie	emphasis	podkreślenie	N;SG	N;NOM;NEUT;SG
emphasis	nacisk	emphasis	nacisk	N;SG	N;NOM;MASC;SG
recovery	odzyskanie	recovery	odzyskać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
recovery	odzysk	recovery	odzysk	N;SG	N;NOM;MASC;SG
recovery	odzyskiwanie	recovery	odzyskiwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
recovery	odzysku	recovery	odzysk	N;SG	N;GEN;MASC;SG
qualification	kwalifikacji	qualification	kwalifikacja	N;SG	N;GEN;FEM;SG
exposure	narażenia	exposure	narażenie	N;SG	N;GEN;NEUT;SG
exposure	ekspozycja	exposure	ekspozycja	N;SG	N;NOM;FEM;SG
exposure	narażenie	exposure	narażenie	N;SG	N;NOM;NEUT;SG
thoughts	przemyślenia	thought	przemyślenie	N;PL	N;NOM;NEUT;PL
immigrants	imigrantów	immigrant	imigrant	N;PL	N;GEN;MASC;PL
immigrants	imigranci	immigrant	imigrant	N;PL	N;NOM;MASC;PL
variant	wariant	variant	wariant	N;SG	N;NOM;MASC;SG
variant	odmiana	variant	odmiana	N;SG	N;NOM;FEM;SG
lap	okrążenie	lap	okrążenie	N;SG	N;NOM;NEUT;SG
legitimate	uzasadnione	legitimate	uzasadniony	ADJ	ADJ;NOM;NEUT;SG
legitimate	legalne	legitimate	legalny	ADJ	ADJ;NOM;NEUT;SG
autonomous	autonomiczne	autonomous	autonomiczny	ADJ	ADJ;NOM;NEUT;SG
autonomous	autonomicznych	autonomous	autonomiczny	ADJ	ADJ;GEN;MASC;PL
autonomous	autonomiczny	autonomous	autonomiczny	ADJ	ADJ;NOM;MASC;SG
succession	dziedziczenia	succession	dziedziczenie	N;SG	N;GEN;NEUT;SG
throw	rzuć	throw	rzuć	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
donated	przekazał	donate	przekazać	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
increases	podwyżki	increase	podwyżka	N;PL	N;ACC;FEM;PL
kid	dzieciak	kid	dzieciak	N;SG	N;NOM;MASC;SG
guidance	przewodnictwo	guidance	przewodnictwo	N;SG	N;NOM;NEUT;SG
delivery	przesyłka	delivery	przesyłkać	N;SG	N;NOM;FEM;SG
delivery	dostarczanie	delivery	dostarczać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
delivery	dostawy	delivery	dostawa	N;SG	N;ACC;MASC;SG
slave	niewolnika	slave	niewolnik	N;SG	N;ACC;MASC;SG
slave	niewolnik	slave	niewolnik	N;SG	N;NOM;MASC;SG
slave	niewolnikiem	slave	niewolnik	N;SG	N;INS;MASC;SG
feedback	opinia	feedback	opinia	N;SG	N;NOM;FEM;SG
feedback	opinię	feedback	opinia	N;SG	N;ACC;FEM;SG
stones	kamienie	stone	kamień	N;PL	N;NOM;MASC;PL
manage	zarządzać	manage	zarządzać	V;IMP;FIN	V;IPFV;NFIN;ACT
initiated	wszczęła	initiate	wszcząć	V;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
printing	druk	printing	druk	N;SG	N;NOM;MASC;SG
printing	druku	printing	druk	N;SG	N;GEN;MASC;SG
printing	drukowanie	printing	drukować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
variable	zmienna	variable	zmienny	ADJ	ADJ;NOM;FEM;SG
variable	zmiennej	variable	zmienny	ADJ	ADJ;GEN;FEM;SG
variable	zmienne	variable	zmienny	ADJ	ADJ;NOM;NEUT;SG
variable	zmienny	variable	zmienny	ADJ	ADJ;NOM;MASC;SG
theology	teologii	theology	teologia	N;SG	N;GEN;FEM;SG
parameters	parametrów	parameter	parametr	N;PL	N;GEN;MASC;PL
parameters	parametry	parameter	parametra	N;PL	N;NOM;MASC;PL
traveled	podróżował	travel	podróżować	V;IND;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
celtic	celtyckie	celtic	celtycki	ADJ	ADJ;NOM;NEUT;SG
characteristic	charakterystyczne	characteristic	charakterystyczny	ADJ	ADJ;NOM;NEUT;SG
commanded	dowodził	command	dowodzić	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
searching	szukanie	searching	szukać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
inappropriate	niewłaściwe	inappropriate	niewłaściwy	ADJ	ADJ;NOM;NEUT;SG
inappropriate	niestosowne	inappropriate	niestosowny	ADJ	ADJ;NOM;NEUT;SG
inappropriate	niewłaściwa	inappropriate	niewłaściwy	ADJ	ADJ;NOM;FEM;SG
inappropriate	nieodpowiednie	inappropriate	nieodpowiedni	ADJ	ADJ;NOM;NEUT;SG
switch	przełącznik	switch	przełącznik	N;SG	N;ACC;MASC;SG
ties	więzy	tie	wiązać	N;PL	N;NOM;MASC;PL
tube	rurka	tube	rurek	N;SG	N;NOM;FEM;SG
debt	długu	debt	dług	N;SG	N;GEN;MASC;SG
debt	dług	debt	dług	N;SG	N;NOM;MASC;SG
debt	zadłużenie	debt	zadłużenie	N;SG	N;NOM;NEUT;SG
outdoor	odkrytym	outdoor	odkryć	ADJ	ADJ;PFV;INS;MASC;SG;POS;V.PTCP;PASS
outdoor	odkryty	outdoor	odkryć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
navigation	nawigacji	navigation	nawigacja	N;SG	N;GEN;FEM;SG
navigation	nawigacja	navigation	nawigacja	N;SG	N;NOM;FEM;SG
experts	specjali	expert	specjać	N;PL	N;DAT;MASC;PL
experts	eksperci	expert	ekspert	N;PL	N;NOM;MASC;PL
experts	ekspertów	expert	ekspert	N;PL	N;ACC;MASC;PL
expensive	kosztowne	expensive	kosztowny	ADJ	ADJ;NOM;NEUT;SG
tier	tier	tier	tier	N;SG	N;NOM;MASC;SG
essays	eseje	essays	esej	N;PL	N;NOM;MASC;PL
conventional	konwencjonalne	conventional	konwencjonalny	ADJ	ADJ;NOM;NEUT;SG
conventional	konwencjonalnych	conventional	konwencjonalny	ADJ	ADJ;GEN;MASC;PL
campaigns	kampanie	campaign	kampan	N;PL	N;NOM;MASC;PL
campaigns	kampaniach	campaign	kampanium	N;PL	N;DAT;FEM;PL
formations	formacje	formation	formacja	N;PL	N;NOM;FEM;PL
feelings	uczuć	feeling	uczucie	N;PL	N;GEN;NEUT;PL
feelings	odczucia	feeling	odczucie	N;PL	N;NOM;NEUT;PL
feelings	uczucia	feeling	uczucie	N;PL	N;NOM;NEUT;PL
bath	wanna	bath	wanna	N;SG	N;NOM;FEM;SG
bath	łazienka	bath	łazienka	N;SG	N;NOM;FEM;SG
cats	kotów	cat	kot	N;PL	N;ACC;MASC;PL
cats	koty	cat	kot	N;PL	N;NOM;MASC;PL
variations	warianty	variation	wariant	N;PL	N;NOM;MASC;PL
socks	skarpety	sock	skarpet	N;PL	N;NOM;MASC;PL
socks	skarpetki	sock	skarpetka	N;PL	N;ACC;FEM;PL
flood	powódź	flood	powódź	N;SG	N;NOM;FEM;SG
custom	zwyczaj	custom	zwyczaj	N;SG	N;NOM;MASC;SG
touchdown	przyłożenie	touchdown	przyłożyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
touchdown	lądowanie	touchdown	lądować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
profession	zawód	profession	zawód	N;SG	N;NOM;MASC;SG
layout	układ	layout	układ	N;SG	N;NOM;MASC;SG
layout	rozmieszczenie	layout	rozmieszczenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
academics	naukowców	academics	naukowiec	N;PL	N;ACC;MASC;PL
settlers	osadników	settler	osadnik	N;PL	N;ACC;MASC;PL
merging	łączenie	merge	łączenie	N;SG	N;NOM;NEUT;SG
competitors	zawodnicy	competitor	zawodnik	N;PL	N;NOM;MASC;PL
competitors	konkurenci	competitor	konkurent	N;PL	N;NOM;MASC;PL
competitors	konkurentów	competitor	konkurent	N;PL	N;ACC;MASC;PL
grass	trawę	grass	trawa	N;SG	N;ACC;FEM;SG
grass	trawka	grass	trawka	N;SG	N;NOM;FEM;SG
grass	trawa	grass	trawa	N;SG	N;NOM;FEM;SG
reservoir	zbiornik	reservoir	zbiornik	N;SG	N;NOM;MASC;SG
artificial	sztuczna	artificial	sztuczny	ADJ	ADJ;NOM;FEM;SG
artificial	sztuczny	artificial	sztuczny	ADJ	ADJ;NOM;MASC;SG
artificial	sztuczne	artificial	sztuczny	ADJ	ADJ;NOM;NEUT;SG
tip	cynk	tip	cynk	N;SG	N;NOM;MASC;SG
tip	wskazówka	tip	wskazówka	N;SG	N;NOM;FEM;SG
faces	twarze	face	twarz	N;PL	N;NOM;FEM;PL
internationally	międzynarodowo	internationally	międzynarodowo	ADV	ADV
dreams	snów	dream	sen	N;PL	N;GEN;FEM;PL
dreams	marzeń	dream	marzenie	N;PL	N;GEN;NEUT;PL
dreams	marzenia	dream	marzenie	N;PL	N;NOM;NEUT;PL
dreams	sny	dream	sen	N;PL	N;NOM;MASC;PL
understood	rozumieć	understand	rozumieć	V;PST;V.PTCP	V;IPFV;NFIN;ACT
warned	ostrzegł	warn	ostrzec	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
chorus	chór	chorus	chór	N;SG	N;NOM;MASC;SG
dependent	zależny	dependent	zależny	ADJ	ADJ;NOM;MASC;SG
dependent	zależne	dependent	zależny	ADJ	ADJ;NOM;NEUT;SG
restrictions	ograniczeń	restriction	ograniczenie	N;PL	N;GEN;NEUT;PL
killer	morderca	killer	morderca	N;SG	N;NOM;MASC;SG
killer	zabójca	killer	zabójca	N;SG	N;NOM;MASC;SG
influences	wpływy	influence	wpływ	N;PL	N;NOM;MASC;PL
influences	wpływów	influence	wpływ	N;PL	N;GEN;MASC;PL
blocking	zablokowanie	block	zablokować	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
blocking	blokowanie	block	blokować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gear	bieg	gear	bieg	N;SG	N;NOM;MASC;SG
skating	łyżwiarstwo	skate	łyżwiarstwo	N;SG	N;NOM;NEUT;SG
tale	opowieść	tale	opowieść	N;SG	N;NOM;FEM;SG
demonstrate	wykazać	demonstrate	wykazać	V;IMP;FIN	V;PFV;NFIN;ACT
demonstrate	zademonstrować	demonstrate	zademonstrować	V;IMP;FIN	V;PFV;NFIN;ACT
liquid	ciecz	liquid	ciecz	N;SG	N;NOM;FEM;SG
liquid	płyn	liquid	płyn	N;SG	N;NOM;MASC;SG
cycling	rower	cycling	rower	N;SG	N;ACC;MASC;SG
cycling	kolarstwo	cycling	kolarstwo	N;SG	N;NOM;NEUT;SG
voices	głosy	voice	głos	N;PL	N;NOM;MASC;PL
voices	głosów	voice	głos	N;PL	N;GEN;MASC;PL
horn	róg	horn	róg	N;SG	N;NOM;MASC;SG
burning	spalanie	burn	spalać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
burning	palenie	burn	palen	N;SG	N;NOM;NEUT;SG
burning	spalenie	burn	spalenie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
burning	pieczenie	burn	pieczenie	N;SG	N;NOM;NEUT;SG
worker	robotnik	worker	robotnik	N;SG	N;NOM;MASC;SG
worker	pracownik	worker	pracownik	N;SG	N;NOM;MASC;SG
worker	pracownika	worker	pracownik	N;SG	N;ACC;MASC;SG
atmosphere	atmosferę	atmosphere	atmosfera	N;SG	N;ACC;FEM;SG
atmosphere	atmosfera	atmosphere	atmosfera	N;SG	N;NOM;FEM;SG
atmosphere	atmosfery	atmosphere	atmosfera	N;SG	N;GEN;FEM;SG
welfare	dobrostan	welfare	dobrostan	N;SG	N;NOM;MASC;SG
welfare	dobrobyt	welfare	dobrobyt	N;SG	N;NOM;MASC;SG
columns	kolumn	column	kolumna	N;PL	N;GEN;FEM;PL
