من	từ	مِن	từ	ADP	ADP
فساد	nhũng	فَسَاد	nhũng	N;NOM;INDF;SG	N
الجواب	tời	جَوَاب	tời	N;NOM;DEF;SG	N
البطاقات	bài	بِطَاقَة	bài	N;NOM;DEF;PL	N
البطاقات	thẻ	بِطَاقَة	thẻ	N;NOM;DEF;PL	N
البنزين	xăng	بِنزِين	xăng	N;NOM;DEF;SG	N
البنزين	xăng	بِنزِين	xăng	N;NOM;DEF;SG	N
راكب	kỵ	رَاكِب	kỵ	N;NOM;INDF;SG	N
النوافذ	windows	نَافِذ	windows	N;NOM;DEF;PL	N
الطوب	gạch	طُوب	gạch	N;NOM;DEF;SG	N
قفل	khoá	قفل	khoá	N;NOM;INDF;SG	N
قفل	khóa	قفل	khóa	N;NOM;INDF;SG	N
العقوبة	penalty	عُقُوبَة	penalty	N;NOM;DEF;SG	N
العقوبة	phạt	عُقُوبَة	phạt	N;NOM;DEF;SG	N
الرؤوس	đầu	رُؤُوس	đầu	N;NOM;DEF;SG	N
المقاطع	clip	مَقطَع	clip	N;NOM;DEF;PL	N
سحابة	mây	سِحَابَة	mây	N;NOM;INDF;SG	N
القبور	đào	قُبُور	đào	N;NOM;DEF;PL	N
ناقلة	tanker	نَاقِلَة	tanker	N;NOM;INDF;SG	N
الفلوجة	fallujah	اَلفَلُّوجَة	fallujah	N;NOM;DEF;SG	N
الطرد	gói	طَرد	gói	N;NOM;DEF;SG	N
سهم	arrow	سَهم	arrow	N;NOM;INDF;SG	N
الصادرات	xuất	صَادِر	xuất	N;NOM;DEF;PL	N
الالبوم	album	أَلبُوم	album	N;NOM;DEF;SG	N
راحة	comfort	رَاحَة	comfort	N;NOM;INDF;SG	N
فوهة	hố	فَوهَة	hố	N;NOM;INDF;SG	N
لحوم	thịt	لَحم	thịt	N;NOM;INDF;PL	N
الدعاء	nguyện	دُعَاء	nguyện	N;NOM;DEF;SG	N
السورة	sura	سُورَة	sura	N;NOM;DEF;SG	N
الجسيم	hạt	الجسيم	hạt	N;NOM;DEF;SG	N
الضربة	strike	ضَربَة	strike	N;NOM;DEF;SG	N
الضربة	slr	ضَربَة	slr	N;NOM;DEF;SG	N
طوابق	sàn	طَابِق	sàn	N;NOM;INDF;PL	N
الموعد	ngày	مَوعِد	ngày	N;NOM;DEF;SG	N
القديسين	saints	قِدِّيس	saints	N;NOM;DEF;PL	N
نوم	ngự	نوم	ngự	N;NOM;INDF;SG	N
جذر	root	جِذر	root	N;NOM;INDF;SG	N
جذر	chủ	جِذر	chủ	N;NOM;INDF;SG	N
المصير	phạn	مَصِير	phạn	N;NOM;DEF;SG	N
المحاربين	warriors	مُحَارِب	warriors	N;NOM;DEF;PL	N
الفيس	elvis	إِلفِيس	elvis	N;NOM;DEF;SG	N
الفرن	lò	فُرن	lò	N;NOM;DEF;SG	N
غذاء	mat	غِذَاء	mat	N;NOM;INDF;SG	N
تقاعد	hưu	تَقَاعُد	hưu	N;NOM;INDF;SG	N
شغب	riot	شَغَب	riot	N;NOM;INDF;SG	N
المسارات	banner	مَسَار	banner	N;NOM;DEF;PL	N
المسارات	vết	مَسَار	vết	N;NOM;DEF;PL	N
المسارات	rãnh	مَسَار	rãnh	N;NOM;DEF;PL	N
الليمون	chanh	لَيمُون	chanh	N;NOM;DEF;SG	N
الشجاعة	dũng	شَجَاعَة	dũng	N;NOM;DEF;SG	N
المستعمرة	khu	مُستَعمِر	khu	N;NOM;DEF;SG	N
مداخل	mục	مَدخَل	mục	N;NOM;INDF;PL	N
المتبادل	chung	مُتَبَادَل	chung	ADJ;NOM;DEF;MASC;SG	ADJ
السهم	arrow	سَهم	arrow	N;NOM;DEF;SG	N
يخلق	tạo	خَلَق	tạo	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
وردة	flower	وَردَة	flower	N;NOM;INDF;SG	N
وردة	hoa	وَردَة	hoa	N;NOM;INDF;SG	N
صحن	món	صَحن	món	N;NOM;INDF;SG	N
صحن	dĩa	صَحن	dĩa	N;NOM;INDF;SG	N
بطارية	pháo	بَطَّارِيَّة	pháo	N;NOM;INDF;SG	N
بطارية	pin	بَطَّارِيَّة	pin	N;NOM;INDF;SG	N
البند	tố	بَند	tố	N;NOM;DEF;SG	N
الملازم	trung	مَلزَمَة	trung	N;NOM;DEF;SG	N
شهرا	tháng	شَهر	tháng	N;ACC;INDF;SG	N
الشرح	caption	شَرح	caption	N;NOM;DEF;SG	N
الشرح	commentary	شَرح	commentary	N;NOM;DEF;SG	N
قلم	pen	قَلَم	pen	N;NOM;INDF;SG	N
قلم	bút	قَلَم	bút	N;NOM;INDF;SG	N
البطاقة	bài	بِطَاقَة	bài	N;NOM;DEF;SG	N
البطاقة	thẻ	بِطَاقَة	thẻ	N;NOM;DEF;SG	N
البطاقة	card	بِطَاقَة	card	N;NOM;DEF;SG	N
العجلات	hoành	عَجَل	hoành	N;NOM;DEF;PL	N
مخزن	kho	مَخزَن	kho	N;NOM;INDF;SG	N
مخزن	tùng	مَخزَن	tùng	N;NOM;INDF;SG	N
بزاوية	góc	بَزَاوِيّ	góc	N;NOM;INDF;SG	N
الشق	nấc	شِقّ	nấc	N;NOM;DEF;SG	N
الشق	rạch	شِقّ	rạch	N;NOM;DEF;SG	N
الشق	đê	شِقّ	đê	N;NOM;DEF;SG	N
الهرمونات	hormone	هَرمُون	hormone	N;NOM;DEF;PL	N
الهرمونات	hormon	هَرمُون	hormon	N;NOM;DEF;PL	N
الهرمونات	hormones	هَرمُون	hormones	N;NOM;DEF;PL	N
البقعة	điểm	بَقعَة	điểm	N;NOM;DEF;SG	N
البقعة	mờ	بَقعَة	mờ	N;NOM;DEF;SG	N
البقعة	blur	بَقعَة	blur	N;NOM;DEF;SG	N
محاور	trục	مِحوَر	trục	N;NOM;INDF;PL	N
اسرة	giường	أُسرَة	giường	N;NOM;INDF;SG	N
اسرة	đình	أُسرَة	đình	N;NOM;INDF;SG	N
بنود	mục	بَند	mục	N;NOM;INDF;PL	N
السلاجقة	seljuk	سُلَاجِقَة	seljuk	N;NOM;DEF;SG	N
الثوم	tỏi	ثُوم	tỏi	N;NOM;DEF;SG	N
المصمم	designer	مَصمَم	designer	N;NOM;DEF;SG	N
عقار	thuốc	عَقَار	thuốc	N;NOM;INDF;SG	N
نطق	pronunciation	نَطَق	pronunciation	V;PFV;MASC;SG;3;ACT	V
جنازة	lễ	جِنَازَة	lễ	N;NOM;INDF;SG	N
كثيرون	nhiều	كَثِير	nhiều	ADJ;NOM;INDF;MASC;PL	ADJ
الجداول	bảng	جَدوَل	bảng	N;NOM;DEF;PL	N
الجداول	bàn	جَدوَل	bàn	N;NOM;DEF;PL	N
الجداول	màng	جَدوَل	màng	N;NOM;DEF;PL	N
الهوى	fancy	هُوَيّ	fancy	N;NOM;DEF;SG	N
اشترى	mua	اِشتَرَى	mua	V;PFV;MASC;SG;3;ACT	V
تبديل	switch	تَبدِيل	switch	N;NOM;INDF;SG	N
شفرة	code	شَفرَة	code	N;NOM;INDF;SG	N
شفرة	mã	شَفرَة	mã	N;NOM;INDF;SG	N
فقيرة	nghèo	فَقِير	nghèo	ADJ;NOM;INDF;FEM;SG	ADJ
فقيرة	nghiệp	فَقِير	nghiệp	ADJ;NOM;INDF;FEM;SG	ADJ
سميكة	dầy	سمِيكَة	dầy	ADJ;NOM;INDF;FEM;SG	ADJ
سميكة	dày	سمِيكَة	dày	ADJ;NOM;INDF;FEM;SG	ADJ
الهوائي	antenna	هَوَائِيّ	antenna	N;NOM;DEF;SG	N
الهوائي	anten	هَوَائِيّ	anten	N;NOM;DEF;SG	N
الاشتباكات	clashes	اِشتِبَاك	clashes	N;NOM;DEF;PL	N
الترميز	coding	تَرمِيز	coding	N;NOM;DEF;SG	N
موهبة	tài	مُوَهِّبَة	tài	N;NOM;INDF;SG	N
المواجهات	clashes	مُوَاجَهَة	clashes	N;NOM;DEF;PL	N
الدمج	consolidation	دَمج	consolidation	N;NOM;DEF;SG	N
التواريخ	ngày	تَورِيخ	ngày	N;NOM;DEF;PL	N
اللحن	tune	لَحن	tune	N;NOM;DEF;SG	N
الشعلة	đuốc	شُعلَة	đuốc	N;NOM;DEF;SG	N
الشعلة	lửa	شُعلَة	lửa	N;NOM;DEF;SG	N
الوكيل	proxy	وَكِيل	proxy	N;NOM;DEF;SG	N
المجهر	microscope	مُجَهِّر	microscope	N;NOM;DEF;SG	N
اللحية	râu	لَحِيّ	râu	N;NOM;DEF;SG	N
اللمس	touch	لَمسَة	touch	N;NOM;DEF;SG	N
اللمس	ống	لَمسَة	ống	N;NOM;DEF;SG	N
الفراعنة	pharaon	فُرَاعَنَة	pharaon	N;NOM;DEF;PL	N
الفراعنة	pharaoh	فُرَاعَنَة	pharaoh	N;NOM;DEF;PL	N
حبة	pil	حبة	pil	N;NOM;INDF;SG	N
خشن	rough	خَشن	rough	N;NOM;INDF;SG	N
عصير	juice	عَصِير	juice	N;NOM;INDF;SG	N
يهدد	đe	هَدَّد	đe	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يهدد	đe	هَدَّد	đe	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
استيراد	danh	اِستِيرَاد	danh	N;NOM;INDF;SG	N
الراب	rap	رَاب	rap	N;NOM;DEF;SG	N
سرير	cũi	سَرِير	cũi	N;NOM;INDF;SG	N
سرير	bed	سَرِير	bed	N;NOM;INDF;SG	N
سرير	giường	سَرِير	giường	N;NOM;INDF;SG	N
الفرعون	pharaoh	فَرع	pharaoh	N;NOM;DEF;SG	N
زجاج	cốc	زجاج	cốc	N;NOM;INDF;SG	N
زجاج	kính	زجاج	kính	N;NOM;INDF;SG	N
الكمان	violin	كَمَان	violin	N;NOM;DEF;SG	N
الجزار	butcher	جِزَار	butcher	N;NOM;DEF;SG	N
التعليقات	comments	تَعلِيق	comments	N;NOM;DEF;PL	N
الوحي	khải	وَحي	khải	N;NOM;DEF;SG	N
المنظومة	hệ	مَنظُومَة	hệ	N;NOM;DEF;SG	N
النخاع	tủy	نِخَاع	tủy	N;NOM;DEF;SG	N
الميزان	libra	مِيزَان	libra	N;NOM;DEF;SG	N
المختبرات	laboratories	مُختَبَر	laboratories	N;NOM;DEF;PL	N
استرداد	recover	اِستِردَاد	recover	N;NOM;INDF;SG	N
بقع	đốm	بَقَع	đốm	N;NOM;INDF;SG	N
الحبر	mực	حَبر	mực	N;NOM;DEF;SG	N
فرويد	freud	فرويد	freud	N;NOM;INDF;PL	N
قويا	mạnh	قَوِيّ	mạnh	ADJ;ACC;INDF;MASC;SG	ADJ
مالقة	malaga	مَالَقَة	malaga	N;NOM;INDF;SG	N
يغني	hát	غَنَّى	hát	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يغني	hát	غَنَّى	hát	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الضعيف	yếu	ضَعِيف	yếu	N;NOM;DEF;SG	N
الضعيف	nhược	ضَعِيف	nhược	N;NOM;DEF;SG	N
منجم	mỏ	منجم	mỏ	N;NOM;INDF;SG	N
الصرب	serbia	صَرب	serbia	N;NOM;DEF;PL	N
المغنية	diva	مَغَنِيّ	diva	N;NOM;DEF;SG	N
مديرة	trương	مُدِيرَة	trương	N;NOM;INDF;SG	N
قبور	đào	قَبر	đào	N;NOM;INDF;PL	N
موصل	mosul	مُوَصَّل	mosul	N;NOM;INDF;SG	N
مناجم	mìn	مَنجَم	mìn	N;NOM;INDF;PL	N
اللثة	nướu	لَثَّة	nướu	N;NOM;DEF;SG	N
الانحدار	dốc	اِنحِدَار	dốc	N;NOM;DEF;SG	N
الانحدار	gradient	اِنحِدَار	gradient	N;NOM;DEF;SG	N
الحفرة	hố	حَفرَة	hố	N;NOM;DEF;SG	N
الحفرة	hố	حَفرَة	hố	N;NOM;DEF;SG	N
المروحية	thăng	المروحية	thăng	N;NOM;DEF;SG	N
جواب	tời	جَابّ	tời	N;NOM;INDF;SG	N
الشغل	nghề	شُغل	nghề	N;NOM;DEF;SG	N
الشغل	việc	شُغل	việc	N;NOM;DEF;SG	N
العصابة	đảng	عَصَابَة	đảng	N;NOM;DEF;SG	N
العصابة	đám	عَصَابَة	đám	N;NOM;DEF;SG	N
العصابة	lũ	عَصَابَة	lũ	N;NOM;DEF;SG	N
الميادين	miền	مَيدَان	miền	N;NOM;DEF;PL	N
الميادين	fields	مَيدَان	fields	N;NOM;DEF;PL	N
الميادين	trường	مَيدَان	trường	N;NOM;DEF;PL	N
تحدي	thạch	تَحَدِّي	thạch	N;NOM;INDF;SG	N
الذكي	smartphone	ذِكِّيّ	smartphone	N;NOM;DEF;SG	N
خام	thô	خَام	thô	ADJ;NOM;INDF;MASC;SG	ADJ
الطفلة	con	طِفلَة	con	N;NOM;DEF;SG	N
قماش	vải	قِمَاش	vải	N;NOM;INDF;SG	N
قماش	canvas	قِمَاش	canvas	N;NOM;INDF;SG	N
قماش	vải	قِمَاش	vải	N;NOM;INDF;SG	N
تحذير	cảnh	تَحذِير	cảnh	N;NOM;INDF;SG	N
ملعقة	muỗng	مُلَعَّق	muỗng	N;NOM;INDF;SG	N
ملعقة	thìa	مُلَعَّق	thìa	N;NOM;INDF;SG	N
الفاكس	fax	فَاكِس	fax	N;NOM;DEF;SG	N
الكلور	clo	كُلُور	clo	N;NOM;DEF;SG	N
حائط	tường	حَائِط	tường	N;NOM;INDF;SG	N
الموازنة	balancing	مُوَازَنَة	balancing	N;NOM;DEF;SG	N
ايجاد	finding	إِيجَاد	finding	N;NOM;INDF;SG	N
تشفير	coding	تَشفِير	coding	N;NOM;INDF;SG	N
الخصبة	husky	خَصبَة	husky	N;NOM;DEF;SG	N
وفر	lưu	وَفر	lưu	V;PFV;MASC;SG;3;ACT	V
وفر	cứu	وَفر	cứu	V;PFV;MASC;SG;3;ACT	V
الشعاع	beam	شِعَاع	beam	N;NOM;DEF;SG	N
طابق	tầng	طَابِق	tầng	N;NOM;INDF;SG	N
طابق	sàn	طَابِق	sàn	N;NOM;INDF;SG	N
