この	इस	この	यह	DET	DET;ACC;SG;3
管理人	प्रशासकों	管理人	प्रशासक	N	N;ACC;MASC;PL;3
管理人	प्रशासक	管理人	प्रशासक	N	N;NOM;MASC;SG;3
管理人	व्यवस्थापक	管理人	व्यवस्थापक	N	N;NOM;MASC;SG;3
管理人	प्रशासक	管理人	प्रशासक	N	N;NOM;MASC;SG;3
管理人	व्यवस्थापक	管理人	व्यवस्थापक	N	N;NOM;MASC;SG;3
コスチューム	वेशभूषा	コスチューム	वेशभूषा	N	N;NOM;FEM;SG;3
コスチューム	परिधान	コスチューム	परिधान	N	N;NOM;MASC;SG;3
コスチューム	वेशभूषा	コスチューム	वेशभूषा	N	N;NOM;FEM;SG;3
波動	तरंग	波動	तरंग	N	N;NOM;FEM;SG;3
波動	लहर	波動	लहर	N	N;NOM;FEM;SG;3
スペック	विशिष्टताएँ	スペック	विशिष्टता	N	N;NOM;FEM;PL;3
スペック	विशिष्टता	スペック	विशिष्टता	N	N;NOM;FEM;SG;3
チキン	चिकन	チキン	चिकन	N	N;NOM;MASC;SG;3
チキン	मुर्गा	チキン	मुर्गा	N	N;NOM;MASC;SG;3
コールド	ठंड	コールド	ठंड	N	N;NOM;FEM;SG;3
コールド	सर्दी	コールド	सर्दी	N	N;NOM;FEM;SG;3
プライス	कीमत	プライス	कीमत	N	N;NOM;FEM;SG;3
プライス	मूल्य	プライス	मूल्य	N	N;NOM;MASC;SG;3
プライス	दाम	プライス	दाम	N	N;NOM;MASC;PL;3
待遇	इलाज	待遇	इलाज	N	N;NOM;MASC;SG;3
待遇	उपचार	待遇	उपचार	N	N;NOM;MASC;SG;3
北極	आर्कटिक	北極	आर्कटिक	N	N;NOM;MASC;SG;3
フレンチ	फ़्रेंच	フレンチ	फ़्रेंच	N	N;NOM;MASC;SG;3
ジュース	जूस	ジュース	जूस	N	N;NOM;MASC;SG;3
ジュース	रस	ジュース	रस	N	N;NOM;MASC;SG;3
ジュース	जूस	ジュース	जूस	N	N;NOM;MASC;SG;3
ジュース	रस	ジュース	रस	N	N;NOM;MASC;SG;3
ゴルファー	मनःस्थिति	ゴルファー	मनःस्थिति	N	N;NOM;FEM;SG;3
用心	बाउंसर	用心	बाउंसर	N	N;NOM;MASC;SG;3
ギルド	श्रेणियों	ギルド	श्रेणी	N	N;ACC;MASC;PL;3
ギルド	श्रेणियाँ	ギルド	श्रेणी	N	N;NOM;FEM;PL;3
ギルド	गिल्ड	ギルド	गिल्ड	N	N;NOM;MASC;SG;3
回生	पुनर्योजी	回生	पुनर्योजी	N	N;NOM;MASC;PL;3
ステッカー	स्टिकर	ステッカー	स्टिकर	N	N;NOM;MASC;SG;3
ステッカー	स्टिकर	ステッカー	स्टिकर	N	N;NOM;MASC;SG;3
カブ	शावक	カブ	शावक	N	N;NOM;MASC;SG;3
故人	मृतक	故人	मृतक	N	N;NOM;MASC;SG;3
ハンド	हैंडबॉल	ハンド	हैंडबॉल	N	N;NOM;MASC;SG;3
エッグ	अंडे	エッグ	अंडा	N	N;NOM;MASC;PL;3
エッグ	अंडा	エッグ	अंडा	N	N;NOM;MASC;SG;3
更生	reorganization	更生	ओुतीओुंपीगॉ	V	V;IPFV;MASC;PL;V.PTCP
スキン	चमड़ी	スキン	चमड़ी	N	N;NOM;FEM;SG;3
スキン	त्वचा	スキン	त्वचा	N	N;NOM;FEM;SG;3
スキン	स्किन	スキン	स्किन	N	N;NOM;MASC;SG;3
ヌード	नग्नता	ヌード	नग्नता	N	N;NOM;FEM;SG;3
ヌード	नंगा	ヌード	नंगा	N	N;NOM;MASC;SG;3
公害	प्रदूषक	公害	प्रदूषक	N	N;NOM;MASC;SG;3
公害	प्रदूषण	公害	प्रदूषण	N	N;NOM;MASC;SG;3
毒性	विषाक्त	毒性	विषाक्त	N	N;NOM;MASC;SG;3
メカニズム	यांत्रिकी	メカニズム	यांत्रिकी	N	N;NOM;FEM;SG;3
やさしい	आसान	やさしい	आसान	ADJ	ADJ
ネギ	पिसी	ネギ	पोसा	N	N;NOM;FEM;SG;3
体質	संविधान	体質	संविधान	N	N;NOM;MASC;SG;3
イヌ	कुत्ता	イヌ	कुत्ता	N	N;NOM;MASC;SG;3
イヌ	कुत्ते	イヌ	कुत्ता	N	N;NOM;MASC;SG;3
キノコ	मशरूम	キノコ	मशरूम	N	N;NOM;FEM;SG;3
キノコ	मशरूम	キノコ	मशरूम	N	N;NOM;FEM;SG;3
厚い	मोटी	厚い	मोटा	ADJ	ADJ;FEM;SG
厚い	घनी	厚い	घना	ADJ	ADJ;NOM;FEM;SG
厚い	मोटा	厚い	मोटा	ADJ	ADJ;NOM;MASC;SG
証人	गवाहों	証人	गवाह	N	N;ACC;MASC;PL;3
証人	गवाह	証人	गवाह	N	N;NOM;MASC;SG;3
証人	गवाह	証人	गवाह	N	N;NOM;MASC;SG;3
シリアル	धारावाहिक	シリアル	धारावाहिक	N	N;NOM;MASC;SG;3
シリアル	सीरियल	シリアル	सीरियल	N	N;NOM;MASC;SG;3
シリアル	खाद्यान्न	シリアル	खाद्यान्न	N	N;NOM;MASC;SG;3
子育て	परवरिश	子育て	परवरिश	N	N;NOM;FEM;SG;3
ウィンドウ	विंडो	ウィンドウ	विंडो	N	N;NOM;MASC;SG;3
ウィンドウ	खिड़की	ウィンドウ	खिड़की	N	N;NOM;FEM;SG;3
水分	नमी	水分	नमी	N	N;NOM;FEM;SG;3
聴く	सुनें	聴く	सुन	V	V;SBJV;PL;FIN;ACT
聴く	सुनो	聴く	सुनो	V	V;SBJV;SG;3;FIN;ACT
決済	भुगतान	決済	भुगतान	N	N;NOM;MASC;SG;3
決済	अधिवास	決済	अधिवास	N	N;NOM;MASC;SG;3
決済	निपटान	決済	निपटान	N	N;NOM;MASC;SG;3
決済	उपनिवेश	決済	उपनिवेश	N	N;NOM;MASC;SG;3
決済	भुगतान	決済	भुगतान	N	N;NOM;MASC;SG;3
サニー	sunny	サニー	sunny	N	N;NOM;MASC;SG;3
ブタ	सुअरों	ブタ	सुअर	N	N;ACC;MASC;PL;3
ブタ	सूअर	ブタ	सूअर	N	N;NOM;MASC;SG;3
ブタ	सूअर	ブタ	सूअर	N	N;NOM;MASC;SG;3
ブタ	सुअर	ブタ	सुअर	N	N;NOM;MASC;SG;3
尾翼	पूँछ	尾翼	पूँछ	N	N;NOM;FEM;SG;3
尾翼	पूंछ	尾翼	पूंछ	N	N;NOM;FEM;SG;3
屋台	दुकानें	屋台	दुकान	N	N;NOM;FEM;PL;3
伝導	चालकता	伝導	चालक	N	N;NOM;FEM;SG;3
ベストセラー	बेस्टसेलर	ベストセラー	बेस्टसेलर	N	N;NOM;MASC;SG;3
ステンレス	स्टेनलेस	ステンレス	स्टेनलेस	N	N;NOM;MASC;SG;3
壁画	भित्ति	壁画	भित्ति	N	N;NOM;FEM;SG;3
エンブレム	प्रतीक	エンブレム	प्रतीक	N	N;NOM;MASC;SG;3
思想家	विचारकों	思想家	विचारक	N	N;ACC;MASC;PL;3
ピクセル	पिक्सल	ピクセル	पिक्सल	N	N;NOM;MASC;SG;3
ピクセル	पिक्सेल	ピクセル	पिक्सेल	N	N;NOM;MASC;SG;3
ピクセル	पिक्सेल्स	ピクセル	पिक्सेल	N	N;NOM;MASC;PL;3
ピクセル	पिक्सल	ピクセル	पिक्सल	N	N;NOM;MASC;SG;3
ピクセル	पिक्सेल	ピクセル	पिक्सेल	N	N;NOM;MASC;SG;3
コントローラ	नियंत्रक	コントローラ	नियंत्रक	N	N;NOM;MASC;SG;3
外科	सर्जन	外科	सर्जन	N	N;NOM;MASC;SG;3
気体	गैस	気体	गैस	N	N;NOM;FEM;SG;3
気体	गैसें	気体	गैस	N	N;NOM;FEM;PL;3
気体	गैसों	気体	गैस	N	N;ACC;MASC;PL;3
悪	दुःस्वप्न	悪	दुःस्वप्न	N	N;NOM;MASC;SG;3
演目	प्रोग्राम	演目	प्रोग्राम	N	N;NOM;MASC;SG;3
演目	कार्यक्रम	演目	कार्यक्रम	N	N;NOM;MASC;SG;3
標準化	मानकीकरण	標準化	मानकीकरण	N	N;NOM;MASC;SG;3
濡れ	भीग	濡れる	भीग	V	V;ACT
濡れ	गीली	濡れる	गीली	V	V;PFV;FEM;SG;V.PTCP;ACT
濡れ	गीला	濡れる	गीला	V	V;PFV;MASC;SG;V.PTCP;ACT
キックボクシング	किकबॉक्सिंग	キックボクシング	किकबॉक्सिंग	N	N;NOM;FEM;SG;3
諮問	परामर्श	諮問	परामर्श	N	N;NOM;MASC;SG;3
火事	फायर	火事	फायर	N	N;NOM;FEM;SG;3
火事	आग	火事	आग	N	N;NOM;FEM;SG;3
国々	देश	国々	देश	N	N;NOM;MASC;SG;3
国々	देशो	国々	देशो	N	N;NOM;MASC;SG;3
国々	देशों	国々	देश	N	N;ACC;MASC;PL;3
タコ	ऑक्टोपस	タコ	ऑक्टोपस	N	N;NOM;MASC;SG;3
内訳	विश्लेषण	内訳	विश्लेषण	N	N;NOM;MASC;SG;3
内訳	विश्लेषण	内訳	विश्लेषण	N	N;NOM;MASC;SG;3
ジャイアント	दानव	ジャイアント	दानव	N	N;NOM;MASC;SG;3
銃弾	गोली	銃弾	गोली	N	N;NOM;FEM;SG;3
ピストン	पिस्टन	ピストン	पिस्टन	N	N;NOM;MASC;SG;3
グラミー	gourami	グラミー	gourami	N	N;NOM;MASC;SG;3
グラミー	ग्रैमी	グラミー	ग्रैमी	N	N;NOM;MASC;SG;3
風船	गुब्बारा	風船	गुब्बारा	N	N;NOM;MASC;SG;3
風船	गुब्बारे	風船	गुब्बारा	N	N;NOM;MASC;SG;3
おばさん	आंटी	おばさん	आँटी	N	N;NOM;FEM;SG;3
リターン	रिटर्न	リターン	रिटर्न	N	N;NOM;MASC;SG;3
リターン	वापसी	リターン	वापसी	N	N;NOM;FEM;SG;3
安定	स्थिरता	安定	स्थिरता	N	N;NOM;FEM;SG;3
コメディアン	हास्य	コメディアン	हास्य	N	N;NOM;MASC;SG;3
コメディアン	कॉमेडियन	コメディアン	कॉमेडियन	N	N;NOM;MASC;SG;3
エレクトロニクス	इलेक्ट्रॉनिक्स	エレクトロニクス	इलेक्ट्रॉनिक्स	N	N;NOM;MASC;SG;3
パトロール	गश्ती	パトロール	गश्ती	N	N;NOM;MASC;SG;3
チャット	चैट	チャット	चैट	N	N;NOM;MASC;SG;3
糖尿病	डायबिटीज	糖尿病	डायबिटीज	N	N;NOM;FEM;SG;3
糖尿病	मधुमेह	糖尿病	मधुमेह	N	N;NOM;MASC;SG;3
カリウム	पोटेशियम	カリウム	पोटेशियम	N	N;NOM;MASC;SG;3
カリウム	पोटैशियम	カリウム	पोटैशियम	N	N;NOM;MASC;SG;3
サバイバル	अस्तित्व	サバイバル	अस्तित्व	N	N;NOM;MASC;SG;3
蛍光	प्रतिदीप्ति	蛍光	प्रतिदीप्ति	N	N;NOM;FEM;SG;3
可愛い	सुंदर	可愛い	सुन्दर	ADJ	ADJ
スピリット	आत्मा	スピリット	आत्मा	N	N;NOM;FEM;SG;3
スピリット	आत्माओं	スピリット	आत्मा	N	N;ACC;FEM;PL;3
スピリット	भावना	スピリット	भावना	N	N;NOM;FEM;SG;3
民兵	मिलिशिया	民兵	मिलिशिया	N	N;NOM;FEM;SG;3
ロフト	मचान	ロフト	मचान	N	N;NOM;MASC;SG;3
感度	संवेदनशीलता	感度	संवेदनशीलता	N	N;NOM;FEM;SG;3
フルーツ	फल	フルーツ	फल	N	N;NOM;MASC;SG;3
フルーツ	फलों	フルーツ	फल	N	N;ACC;MASC;PL;3
フルーツ	फल	フルーツ	फल	N	N;NOM;MASC;SG;3
著しい	उल्लेखनीय	著しい	उल्लेखनीय	ADJ	ADJ
チャネル	चैनल	チャネル	चैनल	N	N;NOM;MASC;SG;3
チャネル	चैनलों	チャネル	चैनल	N	N;ACC;MASC;PL;3
チャネル	चैनल्स	チャネル	चैनल	N	N;NOM;MASC;PL;3
チャネル	चैनल	チャネル	चैनल	N	N;NOM;MASC;SG;3
尾根	लकीरें	尾根	लकीर	N	N;NOM;FEM;PL;3
オリエンタル	प्राच्य	オリエンタル	प्राच्य	N	N;NOM;MASC;SG;3
お茶	चाय	お茶	चाय	N	N;NOM;FEM;SG;3
飲む	पीना	飲む	पी	V	V;MASC;NFIN;ACT
飲む	पीने	飲む	पी	V	V;NFIN;ACT
飲む	पीना	飲む	पी	V	V;MASC;NFIN;ACT
オークション	नीलामी	オークション	नीलामी	N	N;NOM;FEM;SG;3
オークション	नीलामी	オークション	नीलामी	N	N;NOM;FEM;SG;3
ポータブル	पोर्टेबल	ポータブル	पोर्टेबल	N	N;NOM;MASC;SG;3
ポータブル	पोर्टेबिलिटी	ポータブル	पोर्टेबिलिटी	N	N;NOM;FEM;SG;3
トラップ	फंदा	トラップ	फंदा	N	N;NOM;MASC;SG;3
トラップ	फंदा	トラップ	फंदा	N	N;NOM;MASC;SG;3
同値	equivalence	同値	equivalence	N	N;NOM;MASC;SG;3
プリズム	प्रिज़्म	プリズム	प्रिज़्म	N	N;NOM;MASC;SG;3
テンション	टेंशन	テンション	टेंशन	N	N;NOM;MASC;SG;3
フォーカス	फ़ोकस	フォーカス	फाओकस	N	N;NOM;MASC;SG;3
酢酸	एसीटेट	酢酸	एसीटेट	N	N;NOM;MASC;SG;3
スタンプ	स्टैम्प	スタンプ	स्टैम्प	N	N;NOM;MASC;SG;3
スタンプ	स्टिकर	スタンプ	स्टिकर	N	N;NOM;MASC;SG;3
スタンプ	स्टिकर	スタンプ	स्टिकर	N	N;NOM;MASC;SG;3
マナー	शिष्टाचार	マナー	शिष्टाचार	N	N;NOM;MASC;SG;3
マナー	शिष्टाचार	マナー	शिष्टाचार	N	N;NOM;MASC;SG;3
太陽光	धूप	太陽光	धूप	N	N;NOM;FEM;SG;3
タイル	टाइल	タイル	टाइल	N	N;NOM;MASC;SG;3
タイル	टाइलें	タイル	टाइल	N	N;NOM;FEM;PL;3
タイル	टाइल	タイル	टाइल	N	N;NOM;MASC;SG;3
レジスタ	रजिस्टर	レジスタ	रजिस्टर	N	N;NOM;MASC;SG;3
レジスタ	रजिस्टर	レジスタ	रजिस्टर	N	N;NOM;MASC;SG;3
レジスタ	पंजीकरण	レジスタ	पंजीकरण	N	N;NOM;MASC;SG;3
蒸留	आसवन	蒸留	आसवन	N	N;NOM;MASC;SG;3
蒸留	आसुत	蒸留	आसुत	N	N;NOM;MASC;SG;3
ブーツ	बूट	ブーツ	बूट	N	N;NOM;MASC;SG;3
ブーツ	जूते	ブーツ	जूता	N	N;NOM;MASC;PL;3
ブーツ	बूट	ブーツ	बूट	N	N;NOM;MASC;SG;3
出版物	प्रकाशन	出版物	प्रकाशन	N	N;NOM;MASC;SG;3
連帯	एकजुटता	連帯	एकजुटता	N	N;NOM;FEM;SG;3
エフェクト	प्रभाव	エフェクト	प्रभाव	N	N;NOM;MASC;SG;3
エフェクト	असर	エフェクト	असर	N	N;NOM;MASC;SG;3
エフェクト	प्रभाव	エフェクト	प्रभाव	N	N;NOM;MASC;SG;3
教職員	संकाय	教職員	संकाय	N	N;NOM;MASC;SG;3
起業	entrepreneur	起業	ओंधुोठोपंप	V	V;IPFV;MASC;SG;V.PTCP;ACT
脂肪	वसा	脂肪	वसा	N	N;NOM;MASC;SG;3
手数	कमीशन	手数	कमीशन	N	N;NOM;MASC;SG;3
手数	आयोग	手数	आयोग	N	N;NOM;MASC;SG;3
手数	शुल्क	手数	शुल्क	N	N;NOM;MASC;SG;3
手数	फीस	手数	फीस	N	N;NOM;FEM;SG;3
手数	शुल्क	手数	शुल्क	N	N;NOM;MASC;SG;3
スクリプト	स्क्रिप्ट्स	スクリプト	स्क्रिप्ट	N	N;NOM;MASC;PL;3
スクリプト	स्क्रिप्ट	スクリプト	स्क्रिप्ट	N	N;NOM;FEM;SG;3
スクリプト	लिपि	スクリプト	लिपि	N	N;NOM;FEM;SG;3
スクリプト	स्क्रिप्ट	スクリプト	स्क्रिप्ट	N	N;NOM;FEM;SG;3
トライアングル	त्रिकोण	トライアングル	त्रिकोण	N	N;NOM;MASC;SG;3
トライアングル	त्रिभुज	トライアングル	त्रिभुज	N	N;NOM;MASC;SG;3
溶岩	लावा	溶岩	लावा	N	N;NOM;MASC;SG;3
フィニッシュ	समाप्ति	フィニッシュ	समाप्ति	N	N;NOM;FEM;SG;3
入浴	नहाना	入浴	नहाना	V	V;MASC;NFIN;ACT
流体	तरल	流体	तरल	N	N;NOM;MASC;SG;3
流体	द्रव	流体	द्रव	N	N;NOM;MASC;SG;3
お	मिठाई	お	मिठा	N	N;NOM;FEM;SG;3
未	अपूर्ण	未	अपूर्ण	N	N;NOM;MASC;SG;3
チューブ	नलिका	チューブ	नलिका	N	N;NOM;FEM;SG;3
チューブ	ट्यूब	チューブ	ट्यूब	N	N;NOM;MASC;SG;3
林業	वानिकी	林業	वानिकी	N	N;NOM;MASC;SG;3
軍需	armament	軍需	armament	N	N;NOM;MASC;SG;3
シグナル	सिगनल	シグナル	सिगनल	N	N;NOM;MASC;SG;3
シグナル	सिग्नल	シグナル	सिग्नल	N	N;NOM;MASC;SG;3
シグナル	संकेत	シグナル	संकेत	N	N;NOM;MASC;SG;3
シグナル	सिग्नल	シグナル	सिग्नल	N	N;NOM;MASC;SG;3
オリーブ	जैतून	オリーブ	जैतून	N	N;NOM;MASC;SG;3
面接	साक्षात्कार	面接	साक्षात्कार	N	N;NOM;MASC;SG;3
面接	इंटरव्यू	面接	इंटरव्यू	N	N;NOM;MASC;SG;3
ダイエット	आहार	ダイエット	आहार	N	N;NOM;MASC;SG;3
信念	ईमान	信念	ईमान	N	N;NOM;MASC;SG;3
信念	विश्वास	信念	विश्वास	N	N;NOM;MASC;SG;3
信念	आस्था	信念	आस्था	N	N;NOM;FEM;SG;3
信念	मान्यता	信念	मान्यता	N	N;NOM;FEM;SG;3
信念	विश्वास	信念	विश्वास	N	N;NOM;MASC;SG;3
信念	मान्यताओं	信念	मान्यता	N	N;ACC;FEM;PL;3
ワイヤー	तार	ワイヤー	तार	N	N;NOM;MASC;SG;3
バレル	बैरल	バレル	बैरल	N	N;NOM;MASC;SG;3
碑文	तख्ती	碑文	तख्ती	N	N;NOM;FEM;SG;3
碑文	शिलालेख	碑文	शिलालेख	N	N;NOM;MASC;SG;3
審判	अंपायर	審判	अंपायर	N	N;NOM;MASC;SG;3
審判	रेफरी	審判	रेफरी	N	N;NOM;FEM;SG;3
