catégorie	категория	catégorie	категория	N;FEM;SG	N;INDF;FEM;SG
maintien	запазване	maintien	запазване	N;MASC;SG	N;INDF;NEUT;SG
maintien	задържане	maintien	задържане	N;MASC;SG	N;INDF;NEUT;SG
signal	сигнал	signal	сигнал	N;MASC;SG	N;INDF;MASC;SG
placée	поставено	placer	поставя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
placée	поставен	placer	поставя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
suicide	самоубийство	suicide	самоубийство	N;MASC;SG	N;INDF;NEUT;SG
accords	споразумения	accord	споразумение	N;MASC;PL	N;INDF;NEUT;PL
accords	струни	accord	струна	N;MASC;PL	N;INDF;FEM;PL
refus	отказ	refus	отказ	N;MASC;SG	N;INDF;MASC;SG
refus	отхвърляне	refus	отхвърляне	N;MASC;SG	N;INDF;NEUT;SG
refus	отказ	refus	отказ	N;MASC;SG	N;INDF;MASC;SG
refus	отричане	refus	отричане	N;MASC;SG	N;INDF;NEUT;SG
refus	отрицание	refus	отрицание	N;MASC;SG	N;INDF;NEUT;SG
périodes	срокове	période	срок	N;FEM;PL	N;INDF;MASC;PL
périodes	периоди	période	период	N;FEM;PL	N;INDF;MASC;PL
ter	тер	ter	тер	N;MASC;SG	N;INDF;MASC;SG
mentionné	спомената	mentionner	спомена	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mentionné	споменато	mentionner	спомена	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
mentionné	споменат	mentionner	спомена	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hollande	нидерландия	hollande	нидерланд	N;MASC;SG	N;INDF;FEM;SG
hollande	холанд	hollande	холанд	N;MASC;SG	N;INDF;MASC;SG
indiquer	посочете	indiquer	посоча	V;NFIN	V;PFV;IMP;PL;2;FIN
crédit	кредитиране	crédit	кредитиране	N;MASC;SG	N;INDF;NEUT;SG
crédit	кредит	crédit	кредит	N;MASC;SG	N;INDF;MASC;SG
librairie	книжарница	librairie	книжарница	N;FEM;SG	N;INDF;FEM;SG
librairie	библиотеката	librairie	библиотека	N;FEM;SG	N;DEF;FEM;SG
librairie	библиотека	librairie	библиотека	N;FEM;SG	N;INDF;FEM;SG
librairie	книжарницата	librairie	книжарница	N;FEM;SG	N;DEF;FEM;SG
librairie	книжарница	librairie	книжарница	N;FEM;SG	N;INDF;FEM;SG
audio	звук	audio	звук	N;MASC;SG	N;INDF;MASC;SG
audio	аудио	audio	аудио	N;MASC;SG	N;INDF;NEUT;SG
fuite	изтичане	fuite	изтичане	N;FEM;SG	N;INDF;NEUT;SG
fuite	теч	fuite	теч	N;FEM;SG	N;INDF;MASC;SG
fuite	изтичане	fuite	изтичане	N;FEM;SG	N;INDF;NEUT;SG
fuite	бягство	fuite	бягство	N;FEM;SG	N;INDF;NEUT;SG
dôme	купол	dôme	купол	N;MASC;SG	N;INDF;MASC;SG
dôme	купола	dôme	купол	N;MASC;SG	N;DEF;MASC;SG
dôme	куполът	dôme	купол	N;MASC;SG	N;DEF;MASC;SG
associée	свързан	associer	свържа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reproduction	разплод	reproduction	разплод	N;FEM;SG	N;INDF;MASC;SG
reproduction	размножаване	reproduction	размножаване	N;FEM;SG	N;INDF;NEUT;SG
reproduction	възпроизвеждане	reproduction	възпроизвеждане	N;FEM;SG	N;INDF;NEUT;SG
reproduction	размножаване	reproduction	размножаване	N;FEM;SG	N;INDF;NEUT;SG
christianisme	кристиан	christianisme	кристиан	N;MASC;SG	N;INDF;MASC;SG
christianisme	кристиян	christianisme	кристиян	N;MASC;SG	N;INDF;MASC;SG
christianisme	християнин	christianisme	християнин	N;MASC;SG	N;INDF;MASC;SG
christianisme	християнството	christianisme	християнство	N;MASC;SG	N;DEF;NEUT;SG
parcs	паркове	parc	парк	N;MASC;PL	N;INDF;MASC;PL
parcs	парковете	parc	парк	N;MASC;PL	N;DEF;MASC;PL
entendu	чул	entendre	чуя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
entendu	чух	entendre	чуя	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
hasard	съвпадение	hasard	съвпадение	N;MASC;SG	N;INDF;NEUT;SG
hasard	шанс	hasard	шанс	N;MASC;SG	N;INDF;MASC;SG
hasard	ченс	hasard	ченс	N;MASC;SG	N;INDF;MASC;SG
dispositif	устройство	dispositif	устройство	N;MASC;SG	N;INDF;NEUT;SG
dispositif	устройството	dispositif	устройство	N;MASC;SG	N;DEF;NEUT;SG
habitant	жител	habitant	жител	N;MASC;SG	N;INDF;MASC;SG
habitant	обитател	habitant	обитател	N;MASC;SG	N;INDF;MASC;SG
acier	стомана	acier	стомана	N;MASC;SG	N;INDF;FEM;SG
acier	стийл	acier	стийл	N;MASC;SG	N;INDF;MASC;SG
traditions	традиции	tradition	традиция	N;FEM;PL	N;INDF;FEM;PL
traditions	традициите	tradition	традиция	N;FEM;PL	N;DEF;FEM;PL
traditions	традиции	tradition	традиция	N;FEM;PL	N;INDF;FEM;PL
civilisation	цивилизация	civilisation	цивилизация	N;FEM;SG	N;INDF;FEM;SG
civilisation	цивилизацията	civilisation	цивилизация	N;FEM;SG	N;DEF;FEM;SG
civilisation	цивилизация	civilisation	цивилизация	N;FEM;SG	N;INDF;FEM;SG
occuper	заемат	occuper	заема-(се)	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
réellement	наистина	réellement	наистина	ADV	ADV
réellement	наистина	réellement	наистина	ADV	ADV
silence	тишина	silence	тишина	N;MASC;SG	N;INDF;FEM;SG
silence	мълчание	silence	мълчание	N;MASC;SG	N;INDF;NEUT;SG
silence	мълчанието	silence	мълчание	N;MASC;SG	N;DEF;NEUT;SG
silence	тишината	silence	тишина	N;MASC;SG	N;DEF;FEM;SG
admis	приета	admettre	приема	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
admis	призна	admettre	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
admis	приет	admettre	приема	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verts	зелените	vert	зелен	ADJ;MASC;PL	ADJ;DEF;PL
détruite	унищожена	détruire	унищожа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
détruite	унищожен	détruire	унищожен	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
détruite	унищожено	détruire	унищожа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
isère	изер	isère	изер	N;FEM;SG	N;INDF;FEM;SG
définit	определя	définir	определям-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
publier	публикува	publier	публикувам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
publier	публикувайте	publier	публикувам	V;NFIN	V;IPFV;IMP;PL;2;FIN
arguments	доводи	argument	доводя	N;MASC;PL	N;INDF;MASC;PL
arguments	спорове	argument	спор	N;MASC;PL	N;INDF;MASC;PL
arguments	аргументи	argument	аргумент	N;MASC;PL	N;INDF;MASC;PL
arguments	аргументи	argument	аргумент	N;MASC;PL	N;INDF;MASC;PL
contribue	допринася	contribuer	допринасям	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
lait	мляко	lait	мляко	N;MASC;SG	N;INDF;NEUT;SG
institute	институт	instituter	институт	N;MASC;SG	N;INDF;MASC;SG
institute	института	instituter	институт	N;MASC;SG	N;DEF;MASC;SG
antenne	антена	antenne	антена	N;FEM;SG	N;INDF;FEM;SG
antenne	антената	antenne	антена	N;FEM;SG	N;DEF;FEM;SG
antenne	антена	antenne	антена	N;FEM;SG	N;INDF;FEM;SG
charbon	въглен	charbon	въглен	N;MASC;SG	N;INDF;MASC;SG
charbon	въглен	charbon	въглен	N;MASC;SG	N;INDF;MASC;SG
léopold	леополд	léopold	леополд	N;MASC;SG	N;INDF;MASC;SG
maxi	макс	maxi	макс	N;MASC;SG	N;INDF;MASC;SG
archéologie	археология	archéologie	археология	N;FEM;SG	N;INDF;FEM;SG
archéologie	археологията	archéologie	археология	N;FEM;SG	N;DEF;FEM;SG
archéologie	археология	archéologie	археология	N;FEM;SG	N;INDF;FEM;SG
financement	финансиране	financement	финансиране	N;MASC;SG	N;INDF;NEUT;SG
financement	финансиране	financement	финансиране	N;MASC;SG	N;INDF;NEUT;SG
financement	финансиране	financement	финансиране	N;MASC;SG	N;INDF;NEUT;SG
traducteur	преводач	traducteur	преводач	N;MASC;SG	N;INDF;MASC;SG
traducteur	преводача	traducteur	преводач	N;MASC;SG	N;DEF;MASC;SG
traducteur	translators	traducteur	translators	N;MASC;SG	N;INDF;MASC;SG
ambassade	посолство	ambassade	посолство	N;FEM;SG	N;INDF;NEUT;SG
ambassade	посолството	ambassade	посолство	N;FEM;SG	N;DEF;NEUT;SG
autrement	иначе	autrement	така	ADV	ADV
propositions	предложенията	proposition	предложение	N;FEM;PL	N;DEF;NEUT;PL
propositions	предложения	proposition	предложение	N;FEM;PL	N;INDF;NEUT;PL
dur	труден	dur	труден	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dur	корав	dur	корав	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dur	твърд	dur	твърд	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dénomination	името	dénomination	име	N;FEM;SG	N;DEF;NEUT;SG
dénomination	наименование	dénomination	наименование	N;FEM;SG	N;INDF;NEUT;SG
dénomination	име	dénomination	име	N;FEM;SG	N;INDF;NEUT;SG
dénomination	обозначение	dénomination	обозначение	N;FEM;SG	N;INDF;NEUT;SG
dénomination	означение	dénomination	означение	N;FEM;SG	N;INDF;NEUT;SG
dénomination	обозначаване	dénomination	обозначаване	N;FEM;SG	N;INDF;NEUT;SG
dénomination	определяне	dénomination	определяне	N;FEM;SG	N;INDF;NEUT;SG
dénomination	наименование	dénomination	наименование	N;FEM;SG	N;INDF;NEUT;SG
constante	постоянна	constant	постоянен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
constante	постоянен	constant	постоянен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
inclus	включено	inclure	включа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
inclus	включена	inclure	включа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
inclus	включен	inclure	включа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
journalistes	репортери	journaliste	репортер	N;MASC;PL	N;INDF;MASC;PL
journalistes	репортерите	journaliste	репортер	N;MASC;PL	N;DEF;MASC;PL
journalistes	журналисти	journaliste	журналист	N;MASC;PL	N;INDF;MASC;PL
journalistes	журналистите	journaliste	журналист	N;MASC;PL	N;DEF;MASC;PL
marbre	мрамор	marbre	мрамор	N;MASC;SG	N;INDF;MASC;SG
marbre	топче	marbre	топче	N;MASC;SG	N;INDF;NEUT;SG
trait	черта	trait	черта	N;MASC;SG	N;DEF;FEM;SG
clients	клиенти	client	клиент	N;MASC;PL	N;INDF;MASC;PL
clients	клиентите	client	клиент	N;MASC;PL	N;DEF;MASC;PL
clients	клиенти	client	клиент	N;MASC;PL	N;INDF;MASC;PL
souvenirs	спомени	souvenir	споменя	N;MASC;PL	N;INDF;MASC;PL
souvenirs	спомените	souvenir	спомен	N;MASC;PL	N;DEF;MASC;PL
souvenirs	спомени	souvenir	споменя	N;MASC;PL	N;INDF;MASC;PL
souvenirs	сувенири	souvenir	сувенир	N;MASC;PL	N;INDF;MASC;PL
étendue	разширена	étendre	разширя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
étendue	удължен	étendre	удължа	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
étendue	разширен	étendre	разширя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
étendue	разширено	étendre	разширя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
insectes	насекоми	insecte	насекомя	N;MASC;PL	N;INDF;MASC;PL
insectes	насекомите	insecte	насекомя	N;MASC;PL	N;DEF;MASC;PL
insectes	насекоми	insecte	насекомя	N;MASC;PL	N;INDF;MASC;PL
insectes	бръмбари	insecte	бръмбар	N;MASC;PL	N;INDF;MASC;PL
insectes	буболечки	insecte	буболечка	N;MASC;PL	N;INDF;FEM;PL
insectes	насекоми	insecte	насекомя	N;MASC;PL	N;INDF;MASC;PL
prisonnier	затворничка	prisonnier	затворничка	N;MASC;SG	N;INDF;FEM;SG
prisonnier	затворник	prisonnier	затворник	N;MASC;SG	N;INDF;MASC;SG
prisonnier	затворничка	prisonnier	затворничка	N;MASC;SG	N;INDF;FEM;SG
prisonnier	затворник	prisonnier	затворник	N;MASC;SG	N;INDF;MASC;SG
interdiction	забрана	interdiction	забрана	N;FEM;SG	N;INDF;FEM;SG
interdiction	забрана	interdiction	забрана	N;FEM;SG	N;INDF;FEM;SG
transition	преход	transition	преход	N;FEM;SG	N;INDF;MASC;SG
durable	устойчива	durable	устойчив	ADJ;MASC;SG	ADJ;INDF;FEM;SG
durable	устойчив	durable	устойчив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
durable	траен	durable	траен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
durable	трайна	durable	траен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mar	мар	mar	мар	N;MASC;SG	N;INDF;FEM;SG
mar	вт	mar	вт	N;MASC;SG	N;INDF;MASC;SG
intelligence	интелигентност	intelligence	интелигентност	N;FEM;SG	N;INDF;FEM;SG
intelligence	разузнаване	intelligence	разузнаване	N;FEM;SG	N;INDF;NEUT;SG
intelligence	интелект	intelligence	интелект	N;FEM;SG	N;INDF;MASC;SG
précédents	предишни	précédent	предишен	ADJ;MASC;PL	ADJ;INDF;PL
photographies	фотографии	photographie	фотография	N;FEM;PL	N;INDF;FEM;PL
photographies	снимки	photographie	снимка	N;FEM;PL	N;INDF;FEM;PL
photographies	снимките	photographie	снимка	N;FEM;PL	N;DEF;FEM;PL
payer	плащам	payer	плащам	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
payer	плащам	payer	плащам	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
payer	плати	payer	платя	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
libéré	освободен	libérer	освободя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
libéré	освободена	libérer	освободя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
libéré	освободена	libérer	освободя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
libéré	освободен	libérer	освободя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
chaleur	горещина	chaleur	горещина	N;FEM;SG	N;INDF;FEM;SG
chaleur	жега	chaleur	жега	N;FEM;SG	N;INDF;FEM;SG
chaleur	топлина	chaleur	топлина	N;FEM;SG	N;INDF;FEM;SG
chaleur	топлина	chaleur	топлина	N;FEM;SG	N;INDF;FEM;SG
catalogne	каталуния	catalogne	каталуния	N;FEM;SG	N;DEF;FEM;SG
blog	блог	blog	блог	N;MASC;SG	N;INDF;MASC;SG
square	квадрат	square	квадрат	N;MASC;SG	N;INDF;MASC;SG
square	площад	square	площад	N;MASC;SG	N;INDF;MASC;SG
ingénieurs	инженери	ingénieur	инженер	N;MASC;PL	N;INDF;MASC;PL
variétés	сортове	variété	сорт	N;FEM;PL	N;INDF;MASC;PL
variétés	сортовете	variété	сорт	N;FEM;PL	N;DEF;MASC;PL
urgence	спешност	urgence	спешност	N;FEM;SG	N;INDF;FEM;SG
lambert	ламбърт	lambert	ламбърт	N;MASC;SG	N;INDF;MASC;SG
liquide	течна	liquide	течен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
capacités	способности	capacité	способност	N;FEM;PL	N;INDF;FEM;PL
havre	хавър	havre	хавър	N;MASC;SG	N;INDF;MASC;SG
présidents	президентите	président	президент	N;MASC;PL	N;DEF;MASC;PL
présidents	президенти	président	президент	N;MASC;PL	N;INDF;MASC;PL
présidents	председатели	président	председател	N;MASC;PL	N;INDF;MASC;PL
présidents	председатели	président	председател	N;MASC;PL	N;INDF;MASC;PL
femelle	женски	femelle	женски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
femelle	женска	femelle	женски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
néerlandaise	нидерландски	néerlandais	нидерландски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
néerlandaise	холандски	néerlandais	холандски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
étages	етажите	étage	етаж	N;MASC;PL	N;DEF;MASC;PL
étages	подове	étage	под	N;MASC;PL	N;INDF;MASC;PL
étages	етажи	étage	етаж	N;MASC;PL	N;INDF;MASC;PL
beauté	красавица	beauté	красавица	N;FEM;SG	N;INDF;FEM;SG
beauté	прелест	beauté	прелест	N;FEM;SG	N;INDF;FEM;SG
beauté	красота	beauté	красота	N;FEM;SG	N;INDF;FEM;SG
indépendants	независими	indépendant	независим	ADJ;MASC;PL	ADJ;INDF;PL
achat	покупка	achat	покупка	N;MASC;SG	N;INDF;FEM;SG
achat	закупуване	achat	закупуване	N;MASC;SG	N;INDF;NEUT;SG
achat	купуване	achat	купуване	N;MASC;SG	N;INDF;NEUT;SG
achat	закупуване	achat	закупуване	N;MASC;SG	N;INDF;NEUT;SG
achat	купуване	achat	купуване	N;MASC;SG	N;INDF;NEUT;SG
camps	лагери	camp	лагер	N;MASC;PL	N;INDF;MASC;PL
camps	лагерите	camp	лагер	N;MASC;PL	N;DEF;MASC;PL
marques	марки	marque	марка	N;FEM;PL	N;INDF;FEM;PL
marques	белези	marque	белеза	N;FEM;PL	N;INDF;FEM;PL
marques	маркировки	marque	маркировка	N;FEM;PL	N;INDF;FEM;PL
marques	марки	marque	марка	N;FEM;PL	N;INDF;FEM;PL
boulogne	булон	boulogne	булон	N;MASC;SG	N;INDF;MASC;SG
admin	админ	admin	админ	N;MASC;SG	N;INDF;MASC;SG
admin	администратор	admin	администратор	N;MASC;SG	N;INDF;MASC;SG
gallo	гало	gallo	гало	N;MASC;SG	N;INDF;MASC;SG
solutions	решения	solution	решение	N;FEM;PL	N;INDF;NEUT;PL
graves	сериозни	grave	сериозен	ADJ;MASC;PL	ADJ;INDF;PL
graves	тежки	grave	тежък	ADJ;MASC;PL	ADJ;INDF;PL
testament	завет	testament	завет	N;MASC;SG	N;INDF;MASC;SG
attaquer	атакува	attaquer	атакувам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
attaquer	нападам	attaquer	нападам	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
prévue	планирана	prévoir	планирам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prévue	планирано	prévoir	планирам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prévue	планиран	prévoir	планирам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
contribuer	допринесе	contribuer	допринеса	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
seize	шестнадесет	seize	шестнадесет	NUM	NUM;INDF;PL
décoration	украшение	décoration	украшение	N;FEM;SG	N;INDF;NEUT;SG
décoration	украса	décoration	украса	N;FEM;SG	N;INDF;FEM;SG
décoration	декорация	décoration	декорация	N;FEM;SG	N;INDF;FEM;SG
décoration	декорация	décoration	декорация	N;FEM;SG	N;INDF;FEM;SG
fermé	затворена	fermer	затворя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fermé	затворено	fermer	затворя-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
développée	разработена	développer	разработя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
développée	разработен	développer	разработя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
développée	развита	développer	развитам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
alphabet	азбука	alphabet	азбукам	N;MASC;SG	N;INDF;FEM;SG
