sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
dispozitive	उपकरण	dispozitiv	उपकरण	N;INDF;FEM;PL	N;NOM;MASC;PL;3
protest	विरोध	protest	विरोध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
electoral	चुनावी	electoral	चुनावी	ADJ;INDF;MASC;SG	ADJ;NOM
parlamentar	संसदीय	parlamentar	संसदीय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
penal	मुजरिम	penal	मुजरिम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
penal	दण्ड	penal	दण्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
invata	सीख	invata	सीख	V;IND;SG;3;IPFV;FIN	V;FIN;ACT
invata	सीख	invata	सीख	V;IND;SG;3;IPFV;FIN	V;FIN;ACT
agenti	एजेंटों	agent	एजेंट	N;INDF;MASC;PL	N;ACC;MASC;PL;3
agenti	एजेंटों	agent	एजेंट	N;INDF;MASC;PL	N;ACC;MASC;PL;3
transformata	रूपांतरित	transformat	रूपांतरित	ADJ;DEF;FEM;SG	ADJ
estimata	अनुमानित	estimată	अनुमानित	ADJ;DEF;FEM;SG	ADJ
sarbatori	छुट्टियों	sarbator	छुट्टी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
sarbatori	छुट्टियां	sarbator	छुट्टी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
sarbatori	छुट्टियाँ	sarbator	छुट्टी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
sarbatori	छुट्टियों	sarbator	छुट्टी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
sarbatori	छुट्टियां	sarbator	छुट्टी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
sarbatori	छुट्टियाँ	sarbator	छुट्टी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
bord	बोर्ड	bord	बोर्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bord	फलक	bord	फलक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
prizonier	क़ैदी	prizonier	क़ैदी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
parinte	चचा	parinte	चचा		
parinte	father	parinte	father		
parinte	जनक	parinte	जनक		
parinte	जनक	parinte	जनक		
leu	शेर	leu	शेर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
invers	पीछे	invers	पीछे	ADV	ADV;NOM;MASC;SG;3
capitol	सूरा	capitol	सूरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
capitol	अध्याय	capitol	अध्याय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
renumit	प्रसिद्ध	renumit	प्रसिद्ध	ADJ;INDF;MASC;SG	ADJ
poduri	पुलों	pod	पुल	N;INDF;FEM;PL	N;ACC;MASC;PL;3
templu	मन्दिर	templu	मन्दिर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
templu	मंदिर	templu	मंदिर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
religii	धर्मों	religie	धर्म	N;INDF;FEM;PL	N;ACC;MASC;PL;3
arsenal	आर्सेनल	arsenal	आर्सेनल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
treizeci	तीस	treizeci	तीस	NUM;PL	NUM
fortata	मजबूर	fortat	मजबूर	ADJ;DEF;FEM;SG	ADJ
metropolitan	महानगर	metropolitan	महानगर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
talent	प्रतिभा	talent	प्रतिभा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
talent	हुनर	talent	हुनर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
low	निम्न	low	निम्न		
grammy	ग्रैमी	grammy	ग्रैमी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
placi	प्लेटों	plac	प्लेट	N;INDF;FEM;PL	N;ACC;MASC;PL;3
placi	टाइलें	plac	टाइल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
placi	प्लेटों	plac	प्लेट	N;INDF;FEM;PL	N;ACC;MASC;PL;3
creator	निर्माता	creator	निर्माता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
circuit	सर्किट	circuit	सर्किट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
neutru	निष्पक्ष	neutru	निष्पक्ष	ADJ;INDF;MASC;SG	ADJ
telefon	फ़ोन	telefon	फोोन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
telefon	फोन	telefon	फोन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
telefon	टेलिफोन	telefon	टेलिफोन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
telefon	टेलीफ़ोन	telefon	टेलीफ़ोन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
telefon	टेलीफोन	telefon	टेलीफोन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
benedict	बेनेडिक्ट	benedict	बेनेडिक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trepte	कदम	treaptă	कदम	N;INDF;FEM;PL	N;NOM;MASC;PL;3
pictata	चित्रित	pictată	चित्रित	ADJ;DEF;FEM;SG	ADJ
ciclu	चक्र	ciclu	चक्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ciclu	साईकिल	ciclu	साईकिल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
platon	प्लेटो	platon	प्लेटो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
metrou	सबवे	metrou	सबवे	N;INDF;MASC;SG	N;NOM;MASC;SG;3
einstein	आइंस्टीन	einstein	आइंस्टीन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
merit	मेरिट	merit	मेरिट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
obtinuta	प्राप्त	obtinut	प्राप्त	ADJ;DEF;FEM;SG	ADJ
anonim	अनाम	anonim	अनाम		
plumb	सीसा	plumb	सीसा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
plumb	सीसे	plumb	सीसे	N;INDF;MASC;SG	N;NOM;MASC;SG;3
localizat	स्थित	localiza	स्थित	ADJ;INDF;MASC;SG	ADJ
localizat	स्थानीयकृत	localiza	स्थानीयकृत	ADJ;INDF;MASC;SG	ADJ;NOM
side	पार्श्व	side	पार्श्व		
cartoon	कार्टून	cartoon	कार्टून	N;INDF;MASC;SG	N;NOM;MASC;SG;3
necunoscuta	अज्ञात	necunoscut	अज्ञात	ADJ;DEF;FEM;SG	ADJ
concentrat	केंद्रित	concentrat	केंद्रित	ADJ;INDF;MASC;SG	ADJ
concentrat	केन्द्रित	concentrat	केंद्रित	ADJ;INDF;MASC;SG	ADJ
stars	तारे	stars	तारा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
stars	सितारे	stars	सितारा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
catalog	सूचीपत्र	catalog	सूचीपत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
catalog	कैटलॉग	catalog	कैटलॉग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
catalog	सूचीपत्र	catalog	सूचीपत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
catalog	कैटलॉग	catalog	कैटलॉग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
diesel	डीजल	diesel	डीजल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
diesel	डीज़ल	diesel	डीज़ल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
individ	व्यक्ति	individ	व्यक्ति	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bloc	खंड	bloc	खंड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bloc	ब्लॉक	bloc	ब्लॉक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bloc	ब्लाक	bloc	ब्लाक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
extrema	चरम	extrema	चरम		
extrema	चरम	extrema	चरम		
democratice	लोकतांत्रिक	democratic	लोकतांत्रिक	ADJ;INDF;FEM;PL	ADJ
gri	ग्रे	gri	ग्रे		
gri	धूसर	gri	धूसर		
gri	ग्रे	gri	ग्रे		
gri	धूसर	gri	धूसर		
producatori	उत्पादकों	producator	उत्पादक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
producatori	निर्माताओं	producator	निर्माता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
gratuit	मुक्त	gratuit	मुक्त	ADJ;INDF;MASC;SG	ADJ
expert	एक्सपर्ट	expert	एक्सपर्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zahar	शक्कर	zahar	शक्कर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zahar	शक्कर	zahar	शक्कर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calugar	भिक्षु	calugar	भिक्षु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calugar	भिक्षु	calugar	भिक्षु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scandal	घोटाला	scandal	घोटाला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scandal	घोटाले	scandal	घोटाला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scandal	कांड	scandal	कांड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fals	गलत	fals	गलत	ADJ;INDF;MASC;SG	ADJ
liberi	मुक्त	liber	मुक्त	ADJ;INDF;MASC;PL	ADJ
medicamente	दवाएँ	medicament	दवा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
medicamente	दवाइयाँ	medicament	दवाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
stari	राज्यों	stare	राज्य	N;INDF;FEM;PL	N;ACC;MASC;PL;3
stari	स्टेट्स	stare	स्टेट्स	N;INDF;FEM;PL	N;NOM;MASC;PL;3
baron	सामन्त	baron	सामन्त	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atelier	वर्कशॉप	atelier	वर्कशॉप	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atelier	कार्यशाला	atelier	कार्यशाला	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mercur	पारद	mercur	पारद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mercur	पारा	mercur	पारा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tun	तोप	tun	तोप	N;INDF;MASC;SG	N;NOM;FEM;SG;3
haine	कपड़े	haină	कपड़ा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
haine	कपडे	haină	कपडे	N;INDF;FEM;PL	N;NOM;MASC;PL;3
gros	मोटी	gros	मोटा	ADJ;INDF;MASC;SG	ADJ;FEM;SG
gros	घनी	gros	घना	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
gros	मोटा	gros	मोटा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
calendar	कैलेंडर	calendar	कैलेंडर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calendar	पंचांग	calendar	पंचांग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
patrimoniu	विरासत	patrimoniu	विरासत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
pont	युक्ति	pont	युक्ति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
apple	सेब	appla	सेब	N;INDF	N;NOM;MASC;SG;3
apostoli	रसूलों	apostoli	रसूल	N;INDF;MASC;PL	N;ACC;MASC;PL;3
gotic	गोथिक	gotic	गोथिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
compozitii	रचनाएं	compozit	रचना	N;INDF;FEM;PL	N;NOM;FEM;PL;3
orange	संतरा	orange	संतरा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mutata	स्थानांतरित	mutată	स्थानांतरित	ADJ;DEF;FEM;SG	ADJ
dealuri	हिल्स	deal	हिल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
dealuri	पहाड़ियाँ	deal	पहाड़ी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
perete	दीवार	perete	दीवार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
perete	वॉल	perete	वॉल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vulcan	ज्वालामुखी	vulcan	ज्वालामुखी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
xbox	एक्सबॉक्स	xbox	एक्सबॉक्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
acoperis	छत	acoperis	छत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
acoperis	छत	acoperis	छत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
acoperis	छत	acoperis	छत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
acoperis	छत	acoperis	छत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
civili	नागरिकों	civil	नागरिक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
citeste	पढ़े	citesc	पढ़े	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;FIN;ACT
citeste	पढ़ा	citesc	पढ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
citeste	पढ़े	citesc	पढ़े	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;FIN;ACT
citeste	पढ़ा	citesc	पढ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
clasificate	वर्गीकृत	clasificat	वर्गीकृत	ADJ;INDF;FEM;PL	ADJ
doo	डू	doo	डू	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trafic	ट्रैफिक	trafic	ट्रैफिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trafic	traffic	trafic	traffic	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trafic	यातायात	trafic	यातायात	N;INDF;MASC;SG	N;NOM;MASC;SG;3
absolvent	स्नातक	absolvent	स्नातक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
absolvent	ग्रैजुएट	absolvent	ग्रैजुएट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
deriva	बिखर	deriva	बिखर	V;IND;SG;3;IPFV;FIN	V;ACT
deriva	बिखर	deriva	बिखर	V;IND;SG;3;IPFV;FIN	V;ACT
kingdom	हुकूमत	kingdom	हुकूमत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
amandoi	दोनो	amandoi	दोनो		
beta	बेटा	beta	बेटा	N;INDF;MASC	N;NOM;MASC;SG;3
aripi	पंखों	aripă	पंख	N;INDF;FEM;PL	N;ACC;MASC;PL;3
aripi	पंख	aripă	पंख	N;INDF;FEM;PL	N;NOM;MASC;PL;3
golf	गोल्फ़	golf	गोल्फ़	N;INDF;MASC;SG	N;NOM;MASC;SG;3
inspector	इंस्पेक्टर	inspector	इंस्पेक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ocean	समंदर	ocean	समंदर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
edge	किनारा	edge	किनारा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
edge	किनारे	edge	किनारा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tabel	सारणी	tabel	सारणी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
baschet	बास्केटबॉल	baschet	बास्केटबॉल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
baschet	बास्केट	baschet	बास्केट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organ	अंग	organ	अंग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
distante	दूरियां	distant	दूरी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
distante	दूरियाँ	distant	दूरी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
distante	दूरियां	distant	दूरी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
distante	दूरियाँ	distant	दूरी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
cald	गर्म	cald	गर्म	ADJ;INDF;MASC;SG	ADJ;NOM
asalt	उत्पीड़न	asalt	उत्पीडन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lapte	दूध	lapte	दूध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
hlist	hlist	hlist	hlist		
democratic	लोकतांत्रिक	democratic	लोकतांत्रिक	ADJ;INDF;MASC;SG	ADJ
strategice	सामरिक	strategic	सामरिक	ADJ;INDF;FEM;PL	ADJ;NOM
strategice	रणनीतिक	strategic	रणनीतिक	ADJ;INDF;FEM;PL	ADJ;NOM
rase	जातियों	rasă	जाति	N;INDF;FEM;PL	N;ACC;FEM;PL;3
salt	कूद	salt	कूद	N;INDF;MASC;SG	N;NOM;FEM;SG;3
salt	नमक	salt	नमक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bate	धड़कता	bate	धड़क	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
propuse	प्रस्तावित	propus	प्रस्तावित	ADJ;INDF;FEM;PL	ADJ
manuscris	पाण्डुलिपि	manuscris	पाण्डुलिपि	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tanc	टैंक	tanc	टैंक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bolnav	बीमार	bolnav	बीमार	ADJ;INDF;MASC;SG	ADJ
prix	प्रिक्स	prix	प्रिक्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiice	बेटियों	fi	बेटी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
fiice	बेटियाँ	fi	बेटी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fiice	बेटियां	fi	बेटी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
gust	स्वाद	gust	स्वाद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bor	bor	bor	bor		
muncitori	कार्यकर्ताओं	muncitor	कार्यकर्ता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
muncitori	श्रमिकों	muncitor	श्रमिक	N;INDF;MASC;PL	N;NOM;MASC;PL;3
muncitori	मजदूर	muncitor	मजदूर	N;INDF;MASC;PL	N;NOM;MASC;PL;3
strategic	रणनीतिक	strategic	रणनीतिक	ADJ;INDF;MASC;SG	ADJ;NOM
strategic	सामरिक	strategic	सामरिक	ADJ;INDF;MASC;SG	ADJ;NOM
strategic	रणनीतिक	strategic	रणनीतिक	ADJ;INDF;MASC;SG	ADJ;NOM
sunete	आवाजें	sunet	आवाज	N;INDF;FEM;PL	N;NOM;FEM;PL;3
sunete	ध्वनियाँ	sunet	ध्वनी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
cablu	केबल	cablu	केबल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
justin	justin	justin	आँओा		
lector	व्याख्याता	lector	व्याख्याता	N;INDF;MASC;SG	N;NOM;FEM;SG;3
detaliate	विस्तृत	detalia	विस्तृत	ADJ;INDF;FEM;PL	ADJ
estimat	अनुमानित	estima	अनुमानित	ADJ;INDF;MASC;SG	ADJ
scaune	कुर्सियों	scaun	कुर्सी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
scaune	कुर्सियां	scaun	कुर्सी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
scaune	सीटें	scaun	सीट	N;INDF;FEM;PL	N;NOM;FEM;PL;3
scaune	सीटों	scaun	सीट	N;INDF;FEM;PL	N;ACC;FEM;PL;3
regii	राजाओं	regie	राजा	N;INDF;MASC;PL	N;ACC;MASC;PL;3
organe	अंगों	organ	अंग	N;INDF;FEM;PL	N;ACC;MASC;PL;3
surori	बहनें	soră	बहन	N;INDF;FEM;PL	N;NOM;FEM;PL;3
surori	बहनों	soră	बहन	N;INDF;FEM;PL	N;ACC;FEM;PL;3
ring	रिंग	ring	रिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sever	कठोर	sever	कठोर	ADJ;INDF;MASC;SG	ADJ
vorbind	बोलना	vorbi	बोल	V;V.MSDR	V;MASC;NFIN;ACT
noroc	चियर्स	noroc	चियर्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mer	mer	mer	mer		
judecator	जज	judecator	जज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	न्यायाधीश	judecator	न्यायाधीश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	फैसला	judecator	फैसला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	न्यायधीश	judecator	न्यायधीश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	जज	judecator	जज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	न्यायाधीश	judecator	न्यायाधीश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	फैसला	judecator	फैसला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
judecator	न्यायधीश	judecator	न्यायधीश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fir	तार	fir	तार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fir	थ्रेड	fir	थ्रेड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
localizata	स्थित	localizat	स्थित	ADJ;DEF;FEM;SG	ADJ
mon	मोन	mon	मोन		
square	वर्ग	square	वर्ग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
square	स्क्वायर	square	स्क्वायर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
square	वर्गाकार	square	वर्गाकार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
call	काल	call	काल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
call	कॉल	call	कॉल	N;INDF;MASC;SG	N;NOM;FEM;SG;3
adulti	प्रौढ़	adult	प्रौढ़		
adulti	बालिग	adult	बालिग		
adulti	वयस्क	adult	वयस्क		
gif	gif	gif	gif	N;INDF;MASC;SG	N;NOM;MASC;SG;3
armament	armament	armament	armament	N;INDF;MASC;SG	N;NOM;MASC;SG;3
credit	श्रेय	credit	श्रेय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
credit	क्रेडिट	credit	क्रेडिट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
intreprinderi	उद्यमों	intreprindere	उद्यम	N;INDF;FEM;PL	N;ACC;MASC;PL;3
intreprinderi	उद्यमों	intreprindere	उद्यम	N;INDF;FEM;PL	N;ACC;MASC;PL;3
pescuit	फ़िशिंग	pescuit	फ़िशिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
atribuite	आबंटित	atribuit	आबंटित	ADJ;INDF;FEM;PL	ADJ
avansate	विस्तृत	avansat	विस्तृत	ADJ;INDF;FEM;PL	ADJ
trenuri	ट्रेनों	tren	ट्रेन	N;INDF;FEM;PL	N;ACC;FEM;PL;3
antrenori	प्रशिक्षकों	antrenor	प्रशिक्षक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
definite	परिभाषित	definit	परिभाषित	ADJ;INDF;FEM;PL	ADJ
manga	manga	manga	manga		
marketing	मार्केटिंग	marketing	मार्केटिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
marketing	विपणन	marketing	विपणन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scade	घटा	scădea	घटा	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
scade	घटी	scădea	घट	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
mobil	मोबाइल	mobil	मोबाइल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
schi	स्की	schi	स्की	N;INDF;MASC;SG	N;NOM;FEM;SG;3
schi	स्कीइंग	schi	स्कीइंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
aeroport	एयरपोर्ट	aeroport	एयरपोर्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aeroport	विमानक्षेत्र	aeroport	विमानक्षेत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
alpha	अल्फा	alpha	अल्फा		
spatial	स्थानिक	spatial	स्थानिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
nori	बादलों	nor	बादल	N;INDF;MASC;PL	N;ACC;MASC;PL;3
proprietari	मालिकों	proprietar	मालिक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
protejat	संरक्षित	protejat	संरक्षित	ADJ;INDF;MASC;SG	ADJ;NOM
protejat	सुरक्षित	protejat	सुरक्षित	ADJ;INDF;MASC;SG	ADJ
colective	सामूहिक	colectiv	सामूहिक	ADJ;INDF;FEM;PL	ADJ;NOM
homo	होमो	homo	होमो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
castle	किला	castle	किला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
droguri	दवाएँ	drog	दवा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
generat	उत्पन्न	genera	उत्पन्न	ADJ;INDF;MASC;SG	ADJ
succese	सफलताएँ	succes	सफलता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
