for	για	for	για	ADP	ADP
matematisk	μαθηματικό	matematisk	μαθηματικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
mix	μίγμα	mix	μίγμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
mix	μείγμα	mix	μείγμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
mix	μίξη	mix	μίξη	N;INDF;MASC;SG	N;NOM;FEM;SG
resolusjon	ψήφισμα	resolusjon	ψήφισμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
fortid	παρελθον	fortid	παρελθον	N;INDF;FEM;SG	N;NOM;NEUT;SG
fortid	παρελθόν	fortid	παρελθόν	N;INDF;FEM;SG	N;NOM;NEUT;SG
oksygen	οξυγόνο	oksyg	οξυγόνο	N;DEF;MASC;SG	N;NOM;NEUT;SG
memorial	μνημείο	memorial	μνημείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
memorial	μεμόριαλ	memorial	μεμόριαλ	N;INDF;MASC;SG	N;NOM;NEUT;SG
observasjoner	παρατηρήσεις	observasjon	παρατήρηση	N;INDF;MASC;PL	N;NOM;FEM;PL
brystet	σεντούκι	bryst	σεντούκι	N;DEF;NEUT;SG	N;NOM;NEUT;SG
brystet	θώρακα	bryst	θώρακας	N;DEF;NEUT;SG	N;VOC;MASC;SG
brystet	μπαούλο	bryst	μπαούλος	N;DEF;NEUT;SG	N;NOM;NEUT;SG
brystet	στήθος	bryst	στήθος	N;DEF;NEUT;SG	N;NOM;NEUT;SG
gren	κλαδί	gren	κλαδί	N;INDF;MASC;SG	N;NOM;NEUT;SG
gren	υποκατάστημα	gren	υποκατάστημα	N;INDF;MASC;SG	N;NOM;NEUT;SG
flyene	αεροπλάνα	fly	αεροπλάνα	N;DEF;FEM;PL	N;NOM;NEUT;PL
alliansen	συμμαχία	allianse	συμμαχία	N;DEF;MASC;SG	N;NOM;FEM;SG
kolonier	αποικίες	kolonie	αποικία	N;INDF;MASC;PL	N;NOM;FEM;PL
jus	νόμο	jus	νόμος	N;INDF;FEM;SG	N;ACC;MASC;SG
jus	δίκαιο	jus	δίκαιο	N;INDF;FEM;SG	N;NOM;NEUT;SG
jus	νόμος	jus	νόμος	N;INDF;FEM;SG	N;NOM;MASC;SG
søren	σόρεν	søren	σόρεν	N;INDF;MASC;SG	N
tilstede	παρών	tilsted	παράνω	N;INDF;MASC;SG	N;NOM;MASC;SG
tilstede	δώρο	tilsted	δώρος	N;INDF;MASC;SG	N;NOM;NEUT;SG
tilstede	παρόν	tilsted	παρόν	N;INDF;MASC;SG	N;NOM;NEUT;SG
koch	κοκ	koch	κοκ	N;INDF;MASC;SG	N
mission	αποστολή	mission	αποστολή	N	N;NOM;FEM;SG
sesongene	εποχές	sesong	εποχή	N;DEF;MASC;PL	N;NOM;FEM;PL
reserve	απόθεμα	reserve	απόθεμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
reserve	ρεζέρβα	reserve	ρεζέρβος	N;INDF;MASC;SG	N;NOM;FEM;SG
reserve	αποθεματικό	reserve	αποθεματικός	N;INDF;MASC;SG	N;NOM;NEUT;SG
holst	χολστ	holst	χολστ	N;INDF;MASC;SG	N
unike	μοναδικοί	unik	μοναδικός	ADJ;PL	ADJ;NOM;MASC;PL
sigrid	σίγκριντ	sigrid	σίγκριντ	N;INDF;FEM;SG	N
rifle	καραμπίνα	rifle	καραμπίνα	N;INDF;FEM;SG	N;NOM;FEM;SG
rifle	τουφέκι	rifle	τουφέκι	N;INDF;FEM;SG	N;NOM;NEUT;SG
catherine	αικατερίνη	catherin	αικατερίνος	N;INDF;MASC;SG	N;NOM;FEM;SG
lysere	αναπτήρα	lysere	αναπτήρα	N;INDF;FEM;SG	N;ACC;MASC;SG
israelsk	ισραηλινή	israelsk	ισραηλινός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
nøytral	ουδέτερη	nøytral	ούδετερος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kritiske	κρίσιμα	kritisk	κρίσιμα	ADJ;PL	ADJ;NOM;NEUT;PL
kritiske	κρίσιμες	kritisk	κρίσιμος	ADJ;PL	ADJ;NOM;FEM;PL
trafikken	κίνηση	trafikk	κίνηση	N;DEF;MASC;SG	N;ACC;FEM;SG
trafikken	κυκλοφορία	trafikk	κυκλοφορία	N;DEF;MASC;SG	N;ACC;FEM;SG
tyngre	βαρύτερο	tung	βαράς	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
rykte	φήμη	rykte	φήμη	N;INDF;NEUT;SG	N;ACC;FEM;SG
rykte	υπόληψη	rykte	υπόληψη	N;INDF;NEUT;SG	N;ACC;FEM;SG
cook	μάγειρα	cook	μάγειρα	N;INDF;MASC;SG	N;NOM;NEUT;SG
cook	μαγείρισσα	cook	μαγείρισσα	N;INDF;MASC;SG	N;NOM;FEM;SG
cook	μάγειρας	cook	μάγειρα	N;INDF;MASC;SG	N;NOM;MASC;SG
cook	μαγείρεμα	cook	μαγείρεμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
spencer	σπένσερ	spencer	σπένσερ	N;INDF;NEUT;SG	N;NOM
fokuserer	εστιάζοντας	fokusere	εστιάζω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
fokuserer	εστιάζεται	fokusere	εστιάζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
fokuserer	επικεντρώνεται	fokusere	επικεντρώνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
fokuserer	εστιάζει	fokusere	εστιάζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
leverer	παραδίδει	levere	παραδίδω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
leverer	παραδώσω	levere	παραδίδω	V;IND;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
universet	σύμπαν	univers	σύμπαν	N;DEF;NEUT;SG	N;NOM;NEUT;SG
voice	φωνή	voice	φωνή	N;INDF;MASC;SG	N;ACC;FEM;SG
voice	φωνη	voice	φωνη	N;INDF;MASC;SG	N;NOM;FEM;SG
regelen	κανόνας	regel	κανόνας	N;DEF;MASC;SG	N;NOM;MASC;SG
hellig	άγιο	hellig	άγιος	N;INDF;MASC;SG	N;NOM;MASC;SG
hellig	ιερό	hellig	ιερός	N;INDF;MASC;SG	N;NOM;NEUT;SG
hellig	ιερό	hellig	ιερός	N;INDF;MASC;SG	N;NOM;NEUT;SG
utfører	εκτελεί	utføre	εκτελώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tendens	τάση	tendens	τάση	N;INDF;MASC;SG	N;NOM;FEM;SG
jordskjelv	σεισμός	jordskjelv	σεισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
jordskjelv	σεισμό	jordskjelv	σεισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
flekk	κηλίδα	flekk	κηλίδα	N;INDF;MASC;SG	N;NOM;FEM;SG
flekk	σποτ	flekk	σποτ	N;INDF;MASC;SG	N;NOM;NEUT;SG
roland	ρόλαντ	roland	ρόλαντ	N;INDF;MASC;SG	N;NOM;MASC;SG
vesen	πλάσμα	vesen	πλάσμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
behandles	μεταποίηση	behandles	μεταποίηση	N;INDF;SG	N;NOM;FEM;SG
saksofon	σαξόφωνο	saksofon	σαξόφωνος	N;INDF;MASC;SG	N;NOM;NEUT;SG
alma	άλμα	alme	άλμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
sitte	καθιστός	sitte	καθιστός	N;INDF;MASC;SG	N;NOM;MASC;SG
akseptere	δεχτώ	akseptere	δεχτώ	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
akseptere	δεχτείτε	akseptere	δέχομαι	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
hendelse	ιστορία	hendelse	ιστορία	N;INDF;MASC;SG	N;NOM;FEM;SG
hendelse	ιστορια	hendelse	ιστορια	N;INDF;MASC;SG	N;NOM;FEM;SG
hendelse	εκδήλωση	hendelse	εκδήλωση	N;INDF;MASC;SG	N;ACC;FEM;SG
hendelse	αγώνισμα	hendelse	αγώνισμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
hendelse	γεγονός	hendelse	γεγονός	N;INDF;MASC;SG	N;NOM;NEUT;SG
hendelse	συμβάν	hendelse	συμβάν	N;INDF;MASC;SG	N;NOM;NEUT;SG
militæret	στρατός	militær	στρατός	N;DEF;NEUT;SG	N;NOM;MASC;SG
reisende	ταξιδιώτης	reisende	ταξιδιώτης	N;INDF;NEUT;SG	N;NOM;MASC;SG
reisende	ταξιδιώτη	reisende	ταξιδιώτης	N;INDF;NEUT;SG	N;SG
haug	στοίβα	haug	στοίβος	N;INDF;MASC;SG	N;NOM;FEM;SG
haug	σωρός	haug	σωρός	N;INDF;MASC;SG	N;NOM;MASC;SG
stråling	ραδιενέργεια	stråling	ραδιενέργεια	N;INDF;FEM;SG	N;NOM;FEM;SG
stråling	ακτινοβολία	stråling	ακτινοβολία	N;INDF;FEM;SG	N;NOM;FEM;SG
gjester	επισκέπτες	gjest	επισκέπτης	N;INDF;MASC;PL	N;NOM;MASC;PL
identisk	ίδια	identisk	ίδιος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
identisk	πανομοιότυπο	identisk	πανομοιότυπο	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
woman	γυναικα	woman	γυναικα	N;INDF;MASC;SG	N;NOM;FEM;SG
woman	γυναίκα	woman	γυναίκα	N;INDF;MASC;SG	N;NOM;FEM;SG
teoretisk	θεωρητικό	teoretisk	θεωρητικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
teoretisk	θεωρητική	teoretisk	θεωρητικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
liberal	φιλελεύθερο	liberal	φιλελεύθερος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
liberal	φιλελεύθερη	liberal	φιλελεύθερος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
liberal	φιλελεύθερος	liberal	φιλελεύθερος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
essay	δοκίμιο	essay	δοκίμιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fjorten	δεκατέσσερις	fjorten	δεκατέσσερις	NUM;PL	NUM;NOM;FEM;PL
diskografi	δισκογραφία	diskografi	δισκογραφία	N;INDF;MASC;SG	N;ACC;FEM;SG
dokument	έγγραφο	dokument	έγγραφο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
sammenligning	σύγκριση	sammenligning	σύγκριση	N;INDF;FEM;SG	N;NOM;FEM;SG
været	καιρός	vær	καιρός	N;DEF;NEUT;SG	N;NOM;MASC;SG
retningen	κατεύθυνση	retning	κατεύθυνση	N;DEF;MASC;SG	N;ACC;FEM;SG
adelen	αριστοκρατία	adel	αριστοκρατία	N;DEF;MASC;SG	N;NOM;FEM;SG
plante	φυτό	plant	φυτό	N;INDF;FEM;SG	N;NOM;NEUT;SG
plante	εργοστάσιο	plant	εργοστάσιο	N;INDF;FEM;SG	N;NOM;NEUT;SG
presenterte	εισήχθη	presentere	εισάγω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
presenterte	εισήγαγε	presentere	εισηγάγω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
presenterte	καθιερώθηκε	presentere	καθιερώνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
kulturell	πολιτιστικός	kulturell	πολιτιστικός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
kulturell	πολιτιστικό	kulturell	πολιτιστικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
kulturell	πολιτιστική	kulturell	πολιτιστικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
gehrels	γκέρελς	gehrels	γκέρελς	N;INDF;MASC;SG	N;NOM;MASC;SG
beliggenhet	τόπος	beliggenhet	τόπος	N;DEF;MASC;SG	N;NOM;MASC;SG
beliggenhet	τοποθεσία	beliggenhet	τοποθεσία	N;DEF;MASC;SG	N;NOM;FEM;SG
utsagn	δήλωση	utsagn	δήλωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
individuell	ατομική	individuell	ατομικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
individuell	ατομικό	individuell	ατομικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
fylle	συμπληρώστε	fylle	συμπληρώνω	V;IMP;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
burma	βιρμανία	burme	βιρμανία	N;INDF;NEUT;SG	N;NOM;FEM;SG
tillit	εμπιστοσύνη	tillit	εμπιστοσύνη	N;INDF;FEM;SG	N;ACC;FEM;SG
tillit	αυτοπεποίθηση	tillit	αυτοπεποίθηση	N;INDF;FEM;SG	N;ACC;FEM;SG
tillit	εμπιστοσύνη	tillit	εμπιστοσύνη	N;INDF;FEM;SG	N;ACC;FEM;SG
call	κλήση	call	κλήση	N;INDF;MASC;SG	N;NOM;FEM;SG
hemmelighet	μυστικό	hemmelighet	μυστικός	N;INDF;MASC;SG	N;NOM;NEUT;SG
gregor	γκρέγκορυ	gregor	γκρέγκω	N;INDF;MASC;SG	N;VOC;MASC;SG
rekkevidde	εύρος	rekkevidd	εύρος	N;INDF;FEM;SG	N;ACC;NEUT;SG
rekkevidde	εμβέλεια	rekkevidd	εμβέλεια	N;INDF;FEM;SG	N;ACC;FEM;SG
rekkevidde	απόσταση	rekkevidd	απόσταση	N;INDF;FEM;SG	N;ACC;FEM;SG
rekkevidde	απήχηση	rekkevidd	απήχηση	N;INDF;FEM;SG	N;ACC;FEM;SG
gallery	στοά	gallery	στοά	N;INDF;FEM;SG	N;NOM;FEM;SG
gallery	γκαλερί	gallery	γκαλώ	N;INDF;FEM;SG	N;NOM;FEM;SG
late	τεμπέλα	la	τεμπέλα	N;INDF;MASC;SG	N;NOM;FEM;SG
tenner	δόντια	tenne	δόντια	N;INDF;FEM;PL	N;NOM;NEUT;PL
ufullstendig	ατελής	ufullstendig	ατελής	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ufullstendig	ελλιπής	ufullstendig	ελλιπός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
date	ημερομηνία	date	ημερομηνία	N;INDF;MASC;SG	N;ACC;FEM;SG
date	ραντεβού	date	ραντεβός	N;INDF;MASC;SG	N;NOM;NEUT;SG
date	ημερομηνια	date	ημερομηνία	N;INDF;MASC;SG	N;NOM;FEM;SG
maud	μοντ	maud	μοντ	N;INDF;MASC;SG	N;SG
veg	τρόπος	veg	τρόπος	N;INDF;MASC;SG	N;NOM;MASC;SG
veg	τροπος	veg	τροπος	N;INDF;MASC;SG	N;NOM;MASC;SG
melding	μήνυμα	melding	μήνυμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
delstater	πολιτείες	delstater	πολιτεία	N;INDF;MASC;PL	N;NOM;FEM;PL
delstater	κρατών	delstater	κράτος	N;INDF;MASC;PL	N;GEN;NEUT;PL
delstater	κράτη	delstater	κράτος	N;INDF;MASC;PL	N;NOM;NEUT;PL
peace	ειρήνη	peace	ειρήνη	N	N;NOM;FEM;SG
peace	γαλήνη	peace	γαλήνω	N	N;NOM;FEM;SG
levetid	εφάπαξ	levetid	εφάπαξ	N;INDF;FEM;SG	N;NOM;NEUT;SG
offensiv	προσβλητικό	offensiv	προσβλητικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
offensiv	προσβλητική	offensiv	προσβλητικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
statsborgerskap	ιθαγένεια	statsborgerskap	ιθαγένεια	N;INDF;NEUT;SG	N;NOM;FEM;SG
statsborgerskap	υπηκοότητα	statsborgerskap	υπηκοότητα	N;INDF;NEUT;SG	N;ACC;FEM;SG
datamaskiner	υπολογιστές	datamaskin	υπολογιστής	N;INDF;FEM;PL	N;NOM;MASC;PL
kona	γυναίκα	kone	γυναίκα	N;DEF;FEM;SG	N;NOM;FEM;SG
kona	σύζυγος	kone	σύζυγος	N;DEF;FEM;SG	N;NOM;MASC;SG
kona	σύζυγο	kone	σύζυγος	N;DEF;FEM;SG	N;ACC;FEM;SG
identifisere	αναγνωρίσει	identifisere	αναγνωρίζω	V;NFIN	V;PFV;NFIN;ACT
fair	δίκαιο	fair	δίκαιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
fair	πανηγύρι	fair	πανηγύρι	N;INDF;MASC;SG	N;NOM;NEUT;SG
dialekt	διάλεκτο	dialekt	διάλεκτος	N;INDF;MASC;SG	N;NOM;FEM;SG
sivil	πολίτης	sivil	πολίτης	N;INDF;MASC;SG	N;NOM;MASC;SG
bond	δεσμός	bond	δεσμός	N;INDF;MASC;SG	N;NOM;MASC;SG
avslørt	εκτεθειμένος	avsløre	εκτεθειμένος	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;SG
avslørt	εκτεθειμένο	avsløre	εκτεθειμένος	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG
minnet	ανάμνηση	minne	ανάμνηση	N;DEF;NEUT;SG	N;ACC;FEM;SG
minnet	μνημη	minne	μνημη	N;DEF;NEUT;SG	N;ACC;FEM;SG
minnet	μνήμη	minne	μνήμη	N;DEF;NEUT;SG	N;ACC;FEM;SG
nederlaget	ήττα	nederlag	ήττα	N;DEF;NEUT;SG	N;ACC;FEM;SG
morris	μόρρις	morris	μόρρις	N;INDF;NEUT;SG	N;NOM
avstemning	ψηφοφορία	avstemning	ψηφοφορία	N;INDF;FEM;SG	N;NOM;FEM;SG
avstemning	ψήφος	avstemning	ψήφος	N;INDF;FEM;SG	N;NOM;FEM;SG
evig	αιώνιος	evig	αιώνιος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
mord	δολοφονία	mord	δολοφονία	N;INDF;NEUT;SG	N;NOM;FEM;SG
mord	φόνος	mord	φόνος	N;INDF;NEUT;SG	N;NOM;MASC;SG
mord	φόνο	mord	φόνο	N;INDF;NEUT;SG	N;ACC;MASC;SG
maksimal	μέγιστος	maksimal	μέγιστος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
grovt	τραχύ	grov	τραχύς	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
number	αριθμός	number	αριθμός	N	N;NOM;MASC;SG
number	νούμερο	number	νούμερος	N	N
synge	τραγούδα	syngje	τραγούδα	N;INDF;NEUT;SG	N;NOM;SG
bestå	περάσει	bestå	περνώ	V;IMP;FIN	V;PFV;NFIN;ACT
girls	κορίτσια	girl	κορίτσι	N	N;NOM;NEUT;PL
skule	σχολείο	skule	σχολείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
skule	σχολη	skule	σχολος	N;INDF;MASC;SG	N;NOM;FEM;SG
skule	σχολειο	skule	σχολειο	N;INDF;MASC;SG	N;NOM;NEUT;SG
skule	σχολή	skule	σχολή	N;INDF;MASC;SG	N;NOM;FEM;SG
hjørnet	γωνιά	hjørne	γωνιά	N;DEF;NEUT;SG	N;NOM;FEM;SG
hjørnet	γωνία	hjørne	γωνία	N;DEF;NEUT;SG	N;NOM;FEM;SG
cia	cia	cia	cia	N	N
mig	μιγκ	mig	μιγκ	N;INDF;MASC;SG	N
elias	ελάιας	elias	ελάια	N;INDF;MASC;SG	N;GEN;FEM;SG
bye	αντίο	bye	αντίο	N;INDF;MASC;SG	N
halen	ουράς	hal	ουρός	N;DEF;MASC;SG	N;GEN;FEM;SG
halen	ουρά	hal	ουρώ	N;DEF;MASC;SG	N;NOM;FEM;SG
avtaler	προσφορές	avtale	προσφορά	N;INDF;FEM;PL	N;NOM;FEM;PL
avtaler	συμφωνίες	avtale	συμφωνία	N;INDF;FEM;PL	N;NOM;FEM;PL
produktet	προϊόν	produkt	προϊόν	N;DEF;NEUT;SG	N;NOM;NEUT;SG
afrikansk	αφρικής	afrikansk	αφρικός	ADJ;INDF;SG	ADJ;GEN;FEM;SG
afrikansk	αφρικανική	afrikansk	αφρικάνικος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
tolkning	ερμηνεία	tolkning	ερμηνεία	N;INDF;FEM;SG	N;NOM;FEM;SG
tolkning	διερμηνεία	tolkning	διερμηνεία	N;INDF;FEM;SG	N;NOM;FEM;SG
distanse	απόσταση	distanse	απόσταση	N;INDF;MASC;SG	N;ACC;FEM;SG
pink	ροζ	pink	ροζ	N;INDF;NEUT;SG	N;NOM;FEM;SG
regent	αντιβασιλέας	regent	αντιβασιλέας	N;INDF;MASC;SG	N;NOM;MASC;SG
regent	αντιβασιλέα	regent	αντιβασιλέας	N;INDF;MASC;SG	N;ACC;MASC;SG
lisboa	λισσαβόνα	lisbo	λισσαβόνα	N;INDF;NEUT;SG	N;SG
lisboa	λισσαβώνα	lisbo	λισσαβώνα	N;INDF;NEUT;SG	N;NOM;FEM;SG
villig	πρόθυμος	villig	πρόθυμος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
villig	πρόθυμο	villig	πρόθυμο	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
villig	πρόθυμη	villig	πρόθυμος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
venter	περιμένω	vente	περιμένω	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
venter	περιμένοντας	vente	περιμένω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
venter	περιμένει	vente	περιμένω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
guder	θεούς	gud	θεός	N;INDF;FEM;PL	N;ACC;MASC;PL
guder	θεοί	gud	θεός	N;INDF;FEM;PL	N;NOM;MASC;PL
netto	δίχτυ	netto	δίχτυ	N;INDF;FEM;SG	N;NOM;NEUT;SG
railway	σιδηρόδρομος	railway	σιδηρόδρομος	N;INDF;MASC;SG	N;NOM;MASC;SG
formell	επίσημο	formell	επίσημος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
formell	επίσημη	formell	επίσημος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
formell	πανηγυρική	formell	πανηγυρικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
stiftelse	ίδρυμα	stiftelse	ίδρυμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
stiftelse	ιδρυμα	stiftelse	ιδρυμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
argentinsk	αργεντινής	argentinsk	αργεντινός	ADJ;INDF;SG	ADJ;GEN;FEM;SG
argentinsk	αργεντινής	argentinsk	αργεντινός	ADJ;INDF;SG	ADJ;GEN;FEM;SG
fest	πάρτυ	fest	πάρτυ	N;INDF;MASC;SG	N;NOM;NEUT;SG
fest	κόμμα	fest	κόμμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
fest	πάρτι	fest	πάρτι	N;INDF;MASC;SG	N;NOM;NEUT;SG
dyret	ζώο	dyr	ζώο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
kirkegården	νεκροταφείο	kirkegård	νεκροταφείο	N;DEF;MASC;SG	N;NOM;NEUT;SG
kirkegården	κοιμητήριο	kirkegård	κοιμητήριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
bille	σκαθάρι	bille	σκαθάρι	N;INDF;FEM;SG	N;NOM;NEUT;SG
sammensetning	σύνθεση	sammensetning	σύνθεση	N;INDF;FEM;SG	N;ACC;FEM;SG
tråden	νήμα	tråd	νήμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
tråden	κλωστή	tråd	κλωστός	N;DEF;MASC;SG	N;NOM;FEM;SG
orange	πορτοκάλι	orang	πορτοκάλι	N;INDF;MASC;SG	N;NOM;NEUT;SG
orange	πορτοκαλί	orang	πορτοκαλί	N;INDF;MASC;SG	N;NOM;NEUT;SG
melk	γάλα	melk	γάλα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
humor	χιούμορ	humor	χιούμορ	N;INDF;MASC;SG	N;NOM;NEUT;SG
humor	χιούμορ	humor	χιούμορ	N;INDF;MASC;SG	N;NOM;NEUT;SG
strøket	γειτονιά	strøk	γειτονιά	N;DEF;NEUT;SG	N;NOM;FEM;SG
police	αστυνομία	police	αστυνομία	N;INDF;FEM;SG	N;NOM;FEM;SG
museer	μουσεία	museum	μουσείο	N;INDF;FEM;PL	N;NOM;NEUT;PL
konsul	πρόξενος	konsul	πρόξενος	N;INDF;MASC;SG	N;NOM;MASC;SG
litterær	λογοτεχνικό	litterær	λογοτεχνικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
eksistens	ύπαρξη	eksistens	ύπαρξη	N;INDF;MASC;SG	N;ACC;FEM;SG
department	τμήμα	department	τμήμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
department	τμημα	department	τμημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
stridsvogner	άρματα	stridsvogn	άρμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
stridsvogner	δεξαμενές	stridsvogn	δεξαμενή	N;INDF;FEM;PL	N;NOM;FEM;PL
skulptur	γλυπτό	skulptur	γλυπτό	N;INDF;MASC;SG	N;NOM;NEUT;SG
streng	αυστηρός	streng	αυστηρός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
streng	αυστηρή	streng	αυστηρή	ADJ;INDF;SG	ADJ;NOM;FEM;SG
streng	αυστηρό	streng	αυστηρός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
aktuell	έγκαιρη	aktuell	έγκαιρος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
aktuell	επίκαιρη	aktuell	επίκαιρος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
krigsskip	πολεμικό	krigsskip	πολεμικός	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hendene	χέρια	hand	χέρι	N;DEF;FEM;PL	N;NOM;NEUT;PL
celler	κελιά	celler	κελί	N;INDF;FEM;PL	N;NOM;NEUT;PL
celler	κύτταρα	celler	κύτταρα	N;INDF;FEM;PL	N;NOM;NEUT;PL
celler	κυψέλες	celler	κυψέλα	N;INDF;FEM;PL	N;NOM;FEM;PL
valdemar	βαλντεμάρ	valdem	βαλντεμάρ	N;INDF;MASC;SG	N
manuskriptet	χειρόγραφο	manuskript	χειρόγραφο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
trompet	σάλπιγγα	tromp	σάλπιγγα	N;DEF;NEUT;SG	N;NOM;FEM;SG
hole	οπή	hole	οπή	N;INDF;MASC;SG	N;NOM;FEM;SG
hole	τρύπα	hole	τρύπα	N;INDF;MASC;SG	N;NOM;FEM;SG
rumensk	ρουμάνος	rumensk	ρουμάνος	N;INDF;MASC;SG	N;NOM;MASC;SG
camp	κατασκήνωση	camp	κατασκήνωση	N;INDF;MASC;SG	N;NOM;FEM;SG
camp	καταυλισμός	camp	καταυλισμός	N;INDF;MASC;SG	N;NOM;MASC;SG
camp	στρατόπεδο	camp	στρατόπεδο	N;INDF;MASC;SG	N;NOM;NEUT;SG
skjulte	κρυμμένα	skjule	κρύμμενος	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;PL
tell	καταμέτρηση	tell	καταμέτρηση	N;INDF	N;ACC;FEM;SG
tell	κόμης	tell	κόμη	N;INDF	N;NOM;MASC;SG
tell	κόμη	tell	κόμη	N;INDF	N;ACC;MASC;SG
misjonær	ιεραπόστολος	misjonær	ιεραπόστολος	N;INDF;MASC;SG	N;NOM;MASC;SG
vennskap	φιλια	vennskap	φιλιά	N;INDF;NEUT;SG	N;NOM;FEM;SG
vennskap	φιλία	vennskap	φιλία	N;INDF;NEUT;SG	N;NOM;FEM;SG
