από	از	από	از	ADP	ADP
πιθανότητες	امکانات	πιθανότητα	امکان	N;NOM;FEM;PL	N;PL
διαδηλωτές	تظاهرکنندگان	διαδηλωτής	تظاهرکننده	N;NOM;MASC;PL	N;PL
διαδηλωτές	معترضین	διαδηλωτής	معترضین	N;NOM;MASC;PL	N;PL
διαδηλωτές	معترضان	διαδηλωτής	معترض	N;NOM;MASC;PL	N;PL
διαδηλωτές	معترضین	διαδηλωτής	معترضین	N;NOM;MASC;PL	N;PL
διαδηλωτές	معترضان	διαδηλωτής	معترض	N;NOM;MASC;PL	N;PL
λέσχη	باشگاه	λέσχω	باشگاه	N;NOM;FEM;SG	N;SG
λέσχη	چماق	λέσχω	چماق	N;NOM;FEM;SG	N;SG
λέσχη	کلاب	λέσχω	کلاب	N;NOM;FEM;SG	N;SG
λέσχη	کلوب	λέσχω	کلوب	N;NOM;FEM;SG	N;SG
λέσχη	کلوپ	λέσχω	کلوپ	N;NOM;FEM;SG	N;SG
κήπος	باغچه	κήπος	باغچه	N;NOM;MASC;SG	N;SG
κήπος	باغ	κήπος	باغ	N;NOM;MASC;SG	N;SG
κήπος	گاردن	κήπος	گاردن	N;NOM;MASC;SG	N;SG
κήπος	بهشت	κήπος	بهشت	N;NOM;MASC;SG	N;SG
καταδίκη	محکومیت	καταδίκη	محکومیت	N;ACC;FEM;SG	N;SG
καταδίκη	راسخ	καταδίκη	None	N;ACC;FEM;SG	N;SG
εξαφάνιση	انقراض	εξαφάνιση	انقراض	N;ACC;FEM;SG	N;SG
κριτικοί	منتقدان	κριτικός	منتقد	N;NOM;MASC;PL	N;PL
κριτικοί	منتقدین	κριτικός	منتقد	N;NOM;MASC;PL	N;PL
μάρμαρο	مرمر	μάρμαρο	None	N;NOM;NEUT;SG	N;SG
μάρμαρο	تیله	μάρμαρο	تیله	N;NOM;NEUT;SG	N;SG
σύντομος	کوتاهی	σύντομος	کوتاه	N;NOM;MASC;SG	N;SG
σύντομος	خلاصه	σύντομος	خلاصه	N;NOM;MASC;SG	N;SG
σύντομος	مختصر	σύντομος	مختصر	N;NOM;MASC;SG	N;SG
αζώτου	نیتروژن	άζωτο	نیتروژن	N;GEN;NEUT;SG	N;SG
μάθησης	یادگیری	μάθηση	یادگیری	N;GEN;FEM;SG	N;SG
κοιμητήριο	قبرستان	κοιμητήριο	قبرستان	N;NOM;NEUT;SG	N;SG
κοιμητήριο	گورستان	κοιμητήριο	گورستان	N;NOM;NEUT;SG	N;SG
εμπόδια	موانع	εμπόδιο	None	N;NOM;NEUT;PL	N;PL
εμπόδια	موانعی	εμπόδιο	موانعی	N;NOM;NEUT;PL	N;PL
εμπόδια	موانع	εμπόδιο	None	N;NOM;NEUT;PL	N;PL
αρχικός	آغازین	αρχικός	None	ADJ;NOM;MASC;SG	ADJ
αρχικός	اصلی	αρχικός	اصلی	ADJ;NOM;MASC;SG	ADJ
βελτιώσεις	اصلاحات	βελτίωση	اصلاح	N;NOM;FEM;PL	N;PL
χάρβαρντ	هاروارد	χάρβαρντ	هاروارد	N;NOM;NEUT;SG	N;SG
υγρασία	رطوبت	υγρασία	None	N;NOM;FEM;SG	N;SG
υγρασία	رطوبت	υγρασία	None	N;NOM;FEM;SG	N;SG
πακέτο	پک	πακέτος	پک	N;NOM;NEUT;SG	N;SG
πακέτο	فشردن	πακέτος	فشردن	N;NOM;NEUT;SG	N;SG
μόνιμος	همیشگی	μόνιμος	همیشگی	ADJ;NOM;MASC;SG	ADJ
δισ	میلیارد	δίν	میلیارد	N	N;SG
δισ	بیلیون	δίν	بیلیون	N	N;SG
διόρθωση	اصلاح	διόρθωση	اصلاح	N;ACC;FEM;SG	N;SG
δοκίμια	مقالات	δοκίμιο	مقاله	N;NOM;NEUT;PL	N;PL
πλεονεκτήματα	فواید	πλεονέκτημα	None	N;NOM;NEUT;PL	N;PL
πλεονεκτήματα	منافع	πλεονέκτημα	منفعت	N;NOM;NEUT;PL	N;PL
πλεονεκτήματα	مزایای	πλεονέκτημα	مزایا	N;NOM;NEUT;PL	N;PL
πλεονεκτήματα	مزایا	πλεονέκτημα	None	N;NOM;NEUT;PL	N;PL
ραντάρ	راداری	ραντάρ	راداری	N;NOM;NEUT;SG	N;SG
ραντάρ	رادار	ραντάρ	رادار	N;NOM;NEUT;SG	N;SG
καταστατικό	اساسنامه	καταστατικό	اساسنامه	N;NOM;NEUT;SG	N;SG
ερμή	هرمس	ερμή	هرمس	N;VOC;MASC;SG	N;SG
χιλιετία	هزاره	χιλιετία	هزاره	N;NOM;FEM;SG	N;SG
απαίτηση	نیازی	απαίτηση	نیاز	N;ACC;FEM;SG	N;SG
απαίτηση	مطالبه	απαίτηση	None	N;ACC;FEM;SG	N;SG
απαίτηση	تقاضا	απαίτηση	تقاضا	N;ACC;FEM;SG	N;SG
όμηρος	گروگان	όμηρος	گروه	N;NOM;MASC;SG	N;SG
όμηρος	گروگانگیری	όμηρος	گروگانگیری	N;NOM;MASC;SG	N;SG
όμηρος	هامر	όμηρος	هامر	N;NOM;MASC;SG	N;SG
έρωτας	دوست	έρωτο	دوست	N;NOM;MASC;SG	N;SG
έρωτας	عشق	έρωτο	عشق	N;NOM;MASC;SG	N;SG
έρωτας	عشقی	έρωτο	None	N;NOM;MASC;SG	N;SG
έρωτας	عاشق	έρωτο	عاشق	N;NOM;MASC;SG	N;SG
λιοντάρι	شیر	λιοντάρι	شیر	N;NOM;NEUT;SG	N;SG
πολλαπλές	چندگانه	πολλαπλά	چندگانه	ADJ;NOM;FEM;PL	ADJ
πολλαπλές	چندین	πολλαπλά	چندین	ADJ;NOM;FEM;PL	ADJ
χτύπημα	ترکیدن	χτύπημα	ترکیدن	N;NOM;NEUT;SG	N;SG
επίβλεψη	نظارت	επίβλεψη	نظارت	N;ACC;FEM;SG	N;SG
επίβλεψη	سرپرستی	επίβλεψη	سرپرستی	N;ACC;FEM;SG	N;SG
ενορία	قصبه	ενορία	قصبه	N;NOM;FEM;SG	N;SG
ενορία	پاریش	ενορία	پاریش	N;NOM;FEM;SG	N;SG
ενορία	پریش	ενορία	پریش	N;NOM;FEM;SG	N;SG
ιστού	بافت	ιστός	بافت	N;GEN;NEUT;SG	N;SG
ιστού	بافتی	ιστός	بافت#باب	N;GEN;NEUT;SG	N;SG
βαρσοβίας	ورشو	βαρσοβία	ورشو	N;GEN;FEM;SG	N;SG
πανηγύρι	فر	πανηγύρι	فر	N;NOM;NEUT;SG	N;SG
πανηγύρι	انصاف	πανηγύρι	انصاف	N;NOM;NEUT;SG	N;SG
πανηγύρι	منصف	πανηγύρι	منصف	N;NOM;NEUT;SG	N;SG
χιλιοστά	میلیمتر	χιλιοστά	میلیمتر	N	N;SG
διδάκτωρ	دکترای	διδάκτωρ	دکترای	N;NOM;NEUT;SG	N;SG
στρατιώτης	سرباز	στρατιώτης	سرباز	N;NOM;MASC;SG	N;SG
στρατιώτης	سربازی	στρατιώτης	سربازی	N;NOM;MASC;SG	N;SG
περιεκτικότητα	رضایت	περιεκτικότητα	رضایت	N;NOM;FEM;SG	N;SG
περιεκτικότητα	محتوای	περιεκτικότητα	محتوا	N;NOM;FEM;SG	N;SG
περιεκτικότητα	محتوا	περιεκτικότητα	محتوا	N;NOM;FEM;SG	N;SG
ανάκτηση	ترمیمی	ανάκτηση	ترمیمی	N;ACC;FEM;SG	N;SG
ανάκτηση	ریکاوری	ανάκτηση	ریکاوری	N;ACC;FEM;SG	N;SG
ανάκτηση	بازیابی	ανάκτηση	بازیابی	N;ACC;FEM;SG	N;SG
ανάκτηση	بهبودی	ανάκτηση	بهبودی	N;ACC;FEM;SG	N;SG
ανάκτηση	بازیابی	ανάκτηση	بازیابی	N;ACC;FEM;SG	N;SG
διακοπές	تعطیلات	διακοπή	تعطیل	N;NOM;FEM;PL	N;PL
διακοπές	تعطیلات	διακοπή	تعطیل	N;NOM;FEM;PL	N;PL
διακοπές	اعیاد	διακοπή	اعیاد	N;NOM;FEM;PL	N;PL
γεράκι	شاهین	γεράκι	شاهین	N;NOM;NEUT;SG	N;SG
γεράκι	فالکون	γεράκι	فالکون	N;NOM;NEUT;SG	N;SG
γεράκι	هاک	γεράκι	هاک	N;NOM;NEUT;SG	N;SG
γεράκι	قوش	γεράκι	قوش	N;NOM;NEUT;SG	N;SG
γεράκι	هاوک	γεράκι	هاوک	N;NOM;NEUT;SG	N;SG
εισόδημα	درآمدی	εισόδημα	درآمدی	N;NOM;NEUT;SG	N;SG
εισόδημα	درآمد	εισόδημα	درآمد	N;NOM;NEUT;SG	N;SG
φώτα	چراغها	φώτα	چراغ	N;NOM;NEUT;PL	N;PL
φεβρουάριος	فوریه	φεβρουάριος	فوریه	N;NOM;MASC;SG	N;SG
διαδρομές	مسیرها	διαδρομή	مسیر	N;NOM;FEM;PL	N;PL
διαδρομές	راههای	διαδρομή	راه	N;NOM;FEM;PL	N;PL
διαδρομές	سفرهای	διαδρομή	سفر	N;NOM;FEM;PL	N;PL
διαδρομές	سفرها	διαδρομή	سفر	N;NOM;FEM;PL	N;PL
διαδρομές	مسیرهای	διαδρομή	مسیر	N;NOM;FEM;PL	N;PL
διαδρομές	مسیرها	διαδρομή	مسیر	N;NOM;FEM;PL	N;PL
επιδρομή	هجوم	επιδρομή	هجوم	N;NOM;FEM;SG	N;SG
ενοποίηση	یگانگی	ενοποίηση	یگانگی	N;ACC;FEM;SG	N;SG
ενοποίηση	تحکیم	ενοποίηση	تحکیم	N;ACC;FEM;SG	N;SG
ενοποίηση	یکپارچگی	ενοποίηση	None	N;ACC;FEM;SG	N;SG
ισαάκ	ایزاک	ισαάκ	ایزاک	N	N;SG
ισαάκ	اسحاق	ισαάκ	اسحاق	N	N;SG
ισαάκ	اسحق	ισαάκ	اسحق	N	N;SG
ισαάκ	آیزاک	ισαάκ	آیزاک	N	N;SG
βροχή	باران	βροχή	باران	N;ACC;FEM;SG	N;SG
βροχή	بارانی	βροχή	بارانی	N;ACC;FEM;SG	N;SG
βροχή	بارون	βροχή	بارون	N;ACC;FEM;SG	N;SG
λόφος	تپه	λόφος	تپه	N;NOM;MASC;SG	N;SG
λόφος	هیل	λόφος	هیل	N;NOM;MASC;SG	N;SG
προκριματικό	printer	προκριματικός	printer	N;NOM;NEUT;SG	N;SG
δώρα	هدایایی	δώρα	هدیه	N;NOM;NEUT;PL	N;PL
δώρα	هدایا	δώρα	هدیه	N;NOM;NEUT;PL	N;PL
δώρα	هدایای	δώρα	هدیه	N;NOM;NEUT;PL	N;PL
δώρα	هدایای	δώρα	هدیه	N;NOM;NEUT;PL	N;PL
σπαθί	شمشیر	σπαθί	شمشیر	N;NOM;NEUT;SG	N;SG
έντασης	شدت	ένταση	شدت	N;GEN;FEM;SG	N;SG
συναντήσεις	جلسات	συνάντηση	None	N;NOM;FEM;PL	N;PL
ηθικό	روحیه	ηθικός	روحیه	N;NOM;NEUT;SG	N;SG
ηθικό	اخلاقی	ηθικός	اخلاقی	N;NOM;NEUT;SG	N;SG
ηθικό	اخلاق	ηθικός	اخلاق	N;NOM;NEUT;SG	N;SG
επιλέξει	برگزیده	επιλέγω	برگزیده	V;PFV;IND;SG;3;FIN;ACT	V;SG;3;V.PTCP
υπεράσπιση	دفاع	υπεράσπιση	دفاع	N;ACC;FEM;SG	N;SG
υπεράσπιση	دفاعی	υπεράσπιση	دفاعی	N;ACC;FEM;SG	N;SG
υπεράσπιση	دفاع	υπεράσπιση	دفاع	N;ACC;FEM;SG	N;SG
εγχειρίδιο	دستی	εγχειρίδιο	دست	N;NOM;NEUT;SG	N;SG
εγχειρίδιο	راهنما	εγχειρίδιο	None	N;NOM;NEUT;SG	N;SG
σημείωμα	یادداشت	σημείωμα	یادداشت	N;NOM;NEUT;SG	N;SG
σημείωμα	نکته	σημείωμα	نکته	N;NOM;NEUT;SG	N;SG
σημείωμα	نوت	σημείωμα	نوت	N;NOM;NEUT;SG	N;SG
φίλη	دوست	φίλος	دوست	N;NOM;FEM;SG	N;SG
φίλη	دوستی	φίλος	دوستی	N;NOM;FEM;SG	N;SG
περιβάλλοντα	محیطهای	περιβάλλον	محیط	N;NOM;NEUT;PL	N;PL
ίσο	مساوی	ίσο	مساوی	N;NOM;NEUT;SG	N;SG
ορατό	مرئی	ορατός	مرئی	N;ACC;MASC;SG	N;SG
γιορτές	تعطیلات	γιορτής	تعطیل	N;NOM;FEM;PL	N;PL
γιορτές	اعیاد	γιορτής	اعیاد	N;NOM;FEM;PL	N;PL
αυτόματο	خودکار	αύτομα	خودکار	N;NOM;NEUT;SG	N;SG
αυτόματο	اتوماتیک	αύτομα	اتوماتیک	N;NOM;NEUT;SG	N;SG
αυτόματο	خودکار	αύτομα	خودکار	N;NOM;NEUT;SG	N;SG
αυτοκράτειρα	شهبانو	αυτοκράτειρα	شهبانو	N;NOM;FEM;SG	N;SG
ημισφαίριο	نیمکره	ημισφαίριο	نیمکره	N;NOM;NEUT;SG	N;SG
ειδήσεις	اخبار	είδηση	خبر	N;NOM;FEM;PL	N;PL
ειδήσεις	اخباری	είδηση	اخباری	N;NOM;FEM;PL	N;PL
αρνητικό	منفی	αρνητικός	منفی	ADJ;NOM;NEUT;SG	ADJ
άρμα	ارابه	άρμα	ارابه	N;NOM;NEUT;SG	N;SG
άρμα	شناور	άρμα	None	N;NOM;NEUT;SG	N;SG
άρμα	اعشاری	άρμα	اعشاری	N;NOM;NEUT;SG	N;SG
προσαρμογή	سازگاری	προσαρμογή	سازگاری	N;NOM;FEM;SG	N;SG
προσαρμογή	تنظیم	προσαρμογή	تنظیم	N;NOM;FEM;SG	N;SG
προσαρμογή	تعدیل	προσαρμογή	تعدیل	N;NOM;FEM;SG	N;SG
προσαρμογή	اقتباس	προσαρμογή	اقتباس	N;NOM;FEM;SG	N;SG
προσαρμογή	سازگاری	προσαρμογή	سازگاری	N;NOM;FEM;SG	N;SG
στερεό	توپر	στερεό	توپر	N;NOM;NEUT;SG	N;SG
στερεό	جامد	στερεό	جامد	N;NOM;NEUT;SG	N;SG
κομνηνός	کمنن	κομνηνός	کمنن	N;NOM;MASC;SG	N;SG
περιπέτεια	ماجرای	περιπέτεια	ماجرا	N;NOM;FEM;SG	N;SG
περιπέτεια	ماجراجویی	περιπέτεια	ماجراجویی	N;NOM;FEM;SG	N;SG
συνασπισμό	ائتلاف	συνασπισμός	ائتلاف	N;ACC;MASC;SG	N;SG
τομή	چهارراه	τομή	چهارراه	N;NOM;FEM;SG	N;SG
τομή	تقاطع	τομή	تقاطع	N;NOM;FEM;SG	N;SG
δημοφιλείς	پرطرفدار	δημοφιλέας	پرطرفدار	ADJ;NOM;FEM;PL	ADJ
λεία	نرم	λέγω	نرم	N;NOM;FEM;SG	N;SG
λεία	تاراج	λέγω	تاراج	N;NOM;FEM;SG	N;SG
λεία	غنیمت	λέγω	غنیمت	N;NOM;FEM;SG	N;SG
λεία	طعمه	λέγω	طعمه	N;NOM;FEM;SG	N;SG
λεία	شکارش	λέγω	شکارش	N;NOM;FEM;SG	N;SG
ενδιάμεσο	میانجی	ενδιάμεσος	میانجی	N;NOM;NEUT;SG	N;SG
ενδιάμεσο	واسطه	ενδιάμεσος	واسطه	N;NOM;NEUT;SG	N;SG
ενδιάμεσο	میانی	ενδιάμεσος	None	N;NOM;NEUT;SG	N;SG
κατευθύνσεις	مسیرها	κατεύθυνση	مسیر	N;NOM;FEM;PL	N;PL
επιτάχυνση	شتاب	επιτάχυνση	شتاب	N;ACC;FEM;SG	N;SG
επιτάχυνση	تسریع	επιτάχυνση	تسریع	N;ACC;FEM;SG	N;SG
επέτειο	سالگرد	επέτειο	سالگرد	N;ACC;FEM;SG	N;SG
καλεί	میخواند	καλώ	خواند#خوان	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
καταστολή	سرکوبی	καταστολή	سرکوبی	N;ACC;FEM;SG	N;SG
καταστολή	سرکوب	καταστολή	سرکوب	N;ACC;FEM;SG	N;SG
καταστολή	سرکوب	καταστολή	سرکوب	N;ACC;FEM;SG	N;SG
πελάτες	مشتریان	πελάτης	مشتری	N;NOM;MASC;PL	N;PL
πελάτες	موکلین	πελάτης	None	N;NOM;MASC;PL	N;PL
δημοσιεύσεις	پستها	δημοσίευση	پست	N;NOM;FEM;PL	N;PL
δημοσιεύσεις	نشریات	δημοσίευση	نشریه	N;NOM;FEM;PL	N;PL
αντοχή	قوت	αντοχή	قوت	N;ACC;FEM;SG	N;SG
αντοχή	نیرو	αντοχή	نیرو	N;ACC;FEM;SG	N;SG
αντοχή	قدرت	αντοχή	قدرت	N;ACC;FEM;SG	N;SG
αντοχή	استحکام	αντοχή	استحکام	N;ACC;FEM;SG	N;SG
αντοχή	ماندگاری	αντοχή	ماندگاری	N;ACC;FEM;SG	N;SG
αντοχή	استقامت	αντοχή	None	N;ACC;FEM;SG	N;SG
αντοχή	مقاومت	αντοχή	مقاومت	N;ACC;FEM;SG	N;SG
αντοχή	مقاومتی	αντοχή	مقاومتی	N;ACC;FEM;SG	N;SG
αντοχή	بنیه	αντοχή	بنیه	N;ACC;FEM;SG	N;SG
αγόρια	پسران	αγόρι	پسر	N;NOM;NEUT;PL	N;PL
αγόρια	پسرها	αγόρι	پسر	N;NOM;NEUT;PL	N;PL
αγόρια	پسرا	αγόρι	پسرا	N;NOM;NEUT;PL	N;PL
επεξεργαστή	پرداز	επεξεργαστής	پرداز	N;ACC;MASC;SG	N;SG
επεξεργαστή	پردازنده	επεξεργαστής	پردازنده	N;ACC;MASC;SG	N;SG
επεξεργαστή	پردازشگر	επεξεργαστής	پردازشگر	N;ACC;MASC;SG	N;SG
θρίλερ	تریلر	θρίλερ	تریلر	N;NOM;NEUT;SG	N;SG
κοινός	معمولی	κοινός	معمولی	ADJ;NOM;MASC;SG	ADJ
κοινός	مشترک	κοινός	مشترک	ADJ;NOM;MASC;SG	ADJ
θύελλα	استورم	θύελλα	استورم	N;NOM;FEM;SG	N;SG
θύελλα	توفان	θύελλα	توفان	N;NOM;FEM;SG	N;SG
θύελλα	طوفان	θύελλα	طوفان	N;NOM;FEM;SG	N;SG
προσκήνιο	پیشزمینه	προσκήνιο	پیشزمینه	N;NOM;NEUT;SG	N;SG
κλείνει	میبندد	κλείνω	دید#بین	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
θέρμανση	گرما	θέρμανση	None	N;NOM;FEM;SG	N;SG
θέρμανση	حرارت	θέρμανση	حرارت	N;NOM;FEM;SG	N;SG
θέρμανση	گرمای	θέρμανση	None	N;NOM;FEM;SG	N;SG
θέρμανση	گرمایش	θέρμανση	گرمایش	N;NOM;FEM;SG	N;SG
πρόληψη	پیشگیری	πρόληψη	پیشگیری	N;ACC;FEM;SG	N;SG
νεκρό	مرده	νεκρός	مرده	N;ACC;MASC;SG	N;SG
νεκρό	مردن	νεκρός	مردن	N;ACC;MASC;SG	N;SG
αναθεώρηση	مرور	αναθεώρηση	مرور	N;NOM;FEM;SG	N;SG
αναθεώρηση	بازبینی	αναθεώρηση	بازبینی	N;NOM;FEM;SG	N;SG
αναθεώρηση	بازدید	αναθεώρηση	None	N;NOM;FEM;SG	N;SG
αναθεώρηση	بازبینی	αναθεώρηση	بازبینی	N;NOM;FEM;SG	N;SG
ανεπάρκεια	نارسائی	ανεπάρκεια	نارسائی	N;NOM;FEM;SG	N;SG
σκιά	سایه	σκιά	سایه	N;NOM;FEM;SG	N;SG
σκιά	شادو	σκιά	شادو	N;NOM;FEM;SG	N;SG
σκιά	سایه	σκιά	سایه	N;NOM;FEM;SG	N;SG
καθυστέρηση	تأخیر	καθυστέρηση	تأخیر	N;ACC;FEM;SG	N;SG
καθυστέρηση	تاخیر	καθυστέρηση	تاخیر	N;ACC;FEM;SG	N;SG
καθυστέρηση	تأخیری	καθυστέρηση	تأخیری	N;ACC;FEM;SG	N;SG
συνομοσπονδία	کنفدراسیون	συνομοσπονδία	کنفدراسیون	N;NOM;FEM;SG	N;SG
διαφωνίες	اختلافات	διαφωνία	اختلاف	N;NOM;FEM;PL	N;PL
διαφωνίες	اختلافات	διαφωνία	اختلاف	N;NOM;FEM;PL	N;PL
επιβατών	مسافرین	επιβάτης	مسافرین	N;GEN;MASC;PL	N;PL
επιβατών	مسافران	επιβάτης	مسافر	N;GEN;MASC;PL	N;PL
προστάτης	سروری	προστάτης	سروری	N;NOM;MASC;SG	N;SG
προστάτης	پروستات	προστάτης	پروستات	N;NOM;MASC;SG	N;SG
προστάτης	حامی	προστάτης	حامی	N;NOM;MASC;SG	N;SG
κατάστημα	فروشگاه	κατάστημα	فروشگاه	N;NOM;NEUT;SG	N;SG
κατάστημα	خرید	κατάστημα	خرید	N;NOM;NEUT;SG	N;SG
κατάστημα	فروشی	κατάστημα	فروشی	N;NOM;NEUT;SG	N;SG
κατάστημα	مغازه	κατάστημα	مغازه	N;NOM;NEUT;SG	N;SG
κατάστημα	shop	κατάστημα	shop	N;NOM;NEUT;SG	N;SG
κατάστημα	فروشگاه	κατάστημα	فروشگاه	N;NOM;NEUT;SG	N;SG
κατάστημα	ذخیره	κατάστημα	ذخیره	N;NOM;NEUT;SG	N;SG
συντονισμού	هماهنگی	συντονισμός	هماهنگی	N;GEN;MASC;SG	N;SG
τσάρος	تزار	τσάρος	تزار	N;NOM;MASC;SG	N;SG
ξεκάθαρα	آشکارا	ξεκάθαρα	آشکارا	ADV	ADV
παραγγελία	نظم	παραγγελία	نظم	N;NOM;FEM;SG	N;SG
παραγγελία	فرمان	παραγγελία	فرمان	N;NOM;FEM;SG	N;SG
παραγγελία	دستور	παραγγελία	دستور	N;NOM;FEM;SG	N;SG
παραγγελία	سفارش	παραγγελία	None	N;NOM;FEM;SG	N;SG
παραγγελία	ترتیب	παραγγελία	ترتیب	N;NOM;FEM;SG	N;SG
αγαθά	کالاهای	αγαθό	کالا	N;NOM;NEUT;PL	N;PL
αγαθά	اجناس	αγαθό	اجناس	N;NOM;NEUT;PL	N;PL
αγαθά	کالاها	αγαθό	کالا	N;NOM;NEUT;PL	N;PL
απειλές	تهدیدات	απειλή	تهدید	N;NOM;FEM;PL	N;PL
απειλές	تهدیدها	απειλή	تهدید	N;NOM;FEM;PL	N;PL
απειλές	تهدیدهای	απειλή	تهدید	N;NOM;FEM;PL	N;PL
εχθρό	دشمن	εχθρό	دشمن	N;ACC;MASC;SG	N;SG
εχθρό	دشمنی	εχθρό	دشمنی	N;ACC;MASC;SG	N;SG
σκληρά	سخت	σκληρά	سخت	ADV	ADV
πόρτες	درها	πόρτης	در	N;NOM;FEM;PL	N;PL
αυτοβιογραφία	خودزندگینامه	αυτοβιογραφία	خودزندگینامه	N;NOM;FEM;SG	N;SG
αυτοβιογραφία	زندگینامه	αυτοβιογραφία	زندگینامه	N;NOM;FEM;SG	N;SG
ανάμνηση	خاطره	ανάμνηση	خاطره	N;ACC;FEM;SG	N;SG
ανάμνηση	حافظه	ανάμνηση	حافظه	N;ACC;FEM;SG	N;SG
ανάμνηση	حافظۀ	ανάμνηση	حافظۀ	N;ACC;FEM;SG	N;SG
υπολογιστής	رایانه	υπολογιστής	رایانه	N;NOM;MASC;SG	N;SG
υπολογιστής	کامپیوتر	υπολογιστής	کامپیو	N;NOM;MASC;SG	N;SG
δαβίδ	داوید	δαβίδ	داوت#دار	N;NOM;MASC;SG	N;SG
δαβίδ	داود	δαβίδ	داود	N;NOM;MASC;SG	N;SG
δαβίδ	داوود	δαβίδ	داوود	N;NOM;MASC;SG	N;SG
δαβίδ	دیوید	δαβίδ	دیوید	N;NOM;MASC;SG	N;SG
δαβίδ	david	δαβίδ	david	N;NOM;MASC;SG	N;SG
εγγραφή	ضبط	εγγραφή	None	N;NOM;FEM;SG	N;SG
κινηματογραφικό	سینمایی	κινηματογραφικός	سینمایی	ADJ;NOM;NEUT;SG	ADJ
εξωτερικός	خارجی	εξωτερικός	خارجی	ADJ;NOM;MASC;SG	ADJ
άξονας	محور	άξονας	محور	N;NOM;MASC;SG	N;SG
άξονας	محور	άξονας	محور	N;NOM;MASC;SG	N;SG
προφήτης	پیغمبر	πρόφητος	پیغمبر	N;NOM;MASC;SG	N;SG
προφήτης	پیامبر	πρόφητος	پیامبر	N;NOM;MASC;SG	N;SG
προφήτης	پیغمبری	πρόφητος	پیغمبری	N;NOM;MASC;SG	N;SG
