amb	مع	amb	مَعَ	ADP	ADP;ACC
cinturó	حزام	cinturó	حزام	N;MASC;SG	N;NOM;INDF;SG
cinturó	الحزام	cinturó	حِزَام	N;MASC;SG	N;NOM;DEF;SG
plats	صحون	plat	صَحن	N;MASC;PL	N;NOM;INDF;PL
plats	اطباق	plat	إِطبَاق	N;MASC;PL	N;NOM;INDF;PL
plats	الصحون	plat	صَحن	N;MASC;PL	N;NOM;DEF;PL
plats	الاطباق	plat	طِبقِيّ	N;MASC;PL	N;NOM;DEF;PL
comitès	اللجان	comitè	لَجنَة	N;MASC;PL	N;NOM;DEF;PL
comitès	لجان	comitè	لَجنَة	N;MASC;PL	N;NOM;INDF;PL
test	الاختبار	test	اِختِبَار	N;SG	N;NOM;DEF;SG
test	اختبار	test	اِختِبَار	N;SG	N;NOM;INDF;SG
sisena	سادس	sisè	سَادِس	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
sisena	السادسة	sisè	سَادِس	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
sisena	السادس	sisè	سَادِس	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
flamenc	الفلمنكي	flamenc	فِلمَنكِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
extracció	الاستخراج	extracció	اِستِخرَاج	N;FEM;SG	N;NOM;DEF;SG
extracció	استخراج	extracció	اِستِخرَاج	N;FEM;SG	N;NOM;INDF;SG
extracció	استخلاص	extracció	اِستِخلَاص	N;FEM;SG	N;NOM;INDF;SG
mèdica	الطبي	mèdic	طِبِّيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
mèdica	طبية	mèdic	طِبِّيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
mèdica	الطبية	mèdic	طِبِّيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
cabal	تدفق	cabal	تَدَفُّق	N;MASC;SG	N;NOM;INDF;SG
cabal	التدفق	cabal	تَدَفُّق	N;MASC;SG	N;NOM;DEF;SG
ordenació	الفرز	ordenació	فَرز	N;FEM;SG	N;NOM;DEF;SG
ordenació	فرز	ordenació	فَرز	N;FEM;SG	N;NOM;INDF;SG
setè	السابع	setè	سَابِع	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
setè	سابع	setè	سَابِع	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
setè	السابعة	setè	سَابِع	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
setè	سابعا	setè	سَابِع	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
hàbitats	الموائل	hàbitat	مَائِل	N;MASC;PL	N;NOM;DEF;PL
sentiments	المشاعر	sentiment	مَشعَر	N;MASC;PL	N;NOM;DEF;PL
sentiments	مشاعر	sentiment	مَشعَر	N;MASC;PL	N;NOM;INDF;PL
acceptat	مقبولة	acceptat	مَقبُول	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
avançada	متقدم	avançat	مُتَقَدِّم	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
avançada	متقدمة	avançat	مُتَقَدِّم	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
avançada	المتقدمة	avançat	مُتَقَدِّم	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
avançada	المتقدم	avançat	مُتَقَدِّم	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
sòls	الطوابق	sòls	طَابِق	N;MASC;PL	N;NOM;DEF;PL
sòls	طوابق	sòls	طَابِق	N;MASC;PL	N;NOM;INDF;PL
discussions	مناقشات	discussió	مُنَاقَشَة	N;FEM;PL	N;NOM;INDF;PL
discussions	المناقشات	discussió	مُنَاقَشَة	N;FEM;PL	N;NOM;DEF;PL
discussions	النقاشات	discussió	نِقَاش	N;FEM;PL	N;NOM;DEF;PL
vides	حيوات	vida	حَيَاة	N;FEM;PL	N;NOM;INDF;PL
expedicions	بعثات	expedició	بَعثَة	N;FEM;PL	N;NOM;INDF;PL
finançament	تمويل	finançament	تَموِيل	N;MASC;SG	N;NOM;INDF;SG
finançament	التمويل	finançament	تَموِيل	N;MASC;SG	N;NOM;DEF;SG
finançament	تمويل	finançament	تَموِيل	N;MASC;SG	N;NOM;INDF;SG
finançament	التمويل	finançament	تَموِيل	N;MASC;SG	N;NOM;DEF;SG
fotògraf	المصور	fotògraf	المصور	N;MASC;SG	N;NOM;DEF;SG
fotògraf	مصور	fotògraf	مُصَوِّر	N;MASC;SG	N;NOM;INDF;SG
penal	جنائية	penal	جِنَائِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
blog	مدونة	blog	مُدَوَّنَة	N;MASC;SG	N;NOM;INDF;SG
blog	المدونة	blog	مُدَوَّنَة	N;MASC;SG	N;NOM;DEF;SG
traductor	مترجم	traductor	مُتَرجِم	N;MASC;SG	N;NOM;INDF;SG
traductor	مترجمة	traductor	مُتَرَجِّم	N;MASC;SG	N;NOM;INDF;SG
emirat	امارة	emirar	إِمَارَة	N;MASC;SG	N;NOM;INDF;SG
emirat	الامارة	emirar	إِمَارَة	N;MASC;SG	N;NOM;DEF;SG
lleuger	طفيفة	lleuger	طَفِيف	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
lleuger	طفيف	lleuger	طَفِيف	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
resident	مقيمة	resident	مُقَيَّمَة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
emmagatzematge	مخزن	emmagatzematge	مَخزَن	N;MASC;SG	N;NOM;INDF;SG
emmagatzematge	المخزن	emmagatzematge	مَخزَن	N;MASC;SG	N;NOM;DEF;SG
emmagatzematge	التخزين	emmagatzematge	تَخزِين	N;MASC;SG	N;NOM;DEF;SG
emmagatzematge	تخزين	emmagatzematge	تَخزِين	N;MASC;SG	N;NOM;INDF;SG
militants	الملحدين	militant	مُلَّحِد	N;PL	N;NOM;DEF;PL
funcional	وظيفية	funcional	وَظِيفِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
funcional	وظيفي	funcional	وظيفي	ADJ;SG	ADJ;NOM;INDF;MASC;SG
verb	فعل	verb	فِعل	N;MASC;SG	N;NOM;INDF;SG
verb	الفعل	verb	فِعل	N;MASC;SG	N;NOM;DEF;SG
sport	رياضة	sport	رِيَاضَة	N;MASC;SG	N;NOM;INDF;SG
sport	الرياضة	sport	رِيَاضَة	N;MASC;SG	N;NOM;DEF;SG
assessor	مستشار	assessor	مُستَشَار	N;MASC;SG	N;NOM;INDF;SG
assessor	مستشارة	assessor	مُستَشَارَة	N;MASC;SG	N;NOM;INDF;SG
formatge	جبن	formatge	جبن	N;MASC;SG	N;NOM;INDF;SG
formatge	جبنة	formatge	جَبنَة	N;MASC;SG	N;NOM;INDF;SG
formatge	الجبن	formatge	جَبن	N;MASC;SG	N;NOM;DEF;SG
bombardeig	قصف	bombardeig	قَصف	N;MASC;SG	N;NOM;INDF;SG
bombardeig	القصف	bombardeig	قَصف	N;MASC;SG	N;NOM;DEF;SG
ducs	الدوقات	duc	دَوقَة	N;MASC;PL	N;NOM;DEF;PL
vector	ناقل	vector	نَاقِل	N;MASC;SG	N;NOM;INDF;SG
aixecament	الرفع	aixecament	رَفع	N;MASC;SG	N;NOM;DEF;SG
aixecament	رفع	aixecament	رَفع	N;MASC;SG	N;NOM;INDF;SG
metre	متر	metre	مِتر	N;MASC;SG	N;NOM;INDF;SG
metre	عداد	metre	عِدَاد	N;MASC;SG	N;NOM;INDF;SG
metre	المتر	metre	مِتر	N;MASC;SG	N;NOM;DEF;SG
metre	متر	metre	مِتر	N;MASC;SG	N;NOM;INDF;SG
metre	العداد	metre	عِدَاد	N;MASC;SG	N;NOM;DEF;SG
parents	اقارب	parent	أَقرَب	N;MASC;PL	N;NOM;INDF;PL
parents	الاقارب	parent	أَقرَب	N;MASC;PL	N;NOM;DEF;PL
redueix	يقلل	reduir	قَلَّل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
malalt	مريضة	malalt	مَرِيض	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
creença	المعتقد	creença	مُعتَقَد	N;FEM;SG	N;NOM;DEF;SG
creença	اعتقاد	creença	اِعتِقَاد	N;FEM;SG	N;NOM;INDF;SG
creença	الاعتقاد	creença	اِعتِقَاد	N;FEM;SG	N;NOM;DEF;SG
grant	منحة	grant	مِنحَة	N;SG	N;NOM;INDF;SG
athletic	رياضي	athletic	رِيَاضِيّ	N;MASC;SG	N;NOM;INDF;SG
avantatges	مزايا	avantatge	مَزِيَّة	N;MASC;PL	N;NOM;INDF;PL
avantatges	المزايا	avantatge	مَزِيَّة	N;MASC;PL	N;NOM;DEF;PL
defensors	المدافعين	defensor	مُدَافِع	N;MASC;PL	N;NOM;DEF;PL
defensors	المدافعون	defensor	مُدَافِع	N;MASC;PL	N;NOM;DEF;PL
cotó	القطن	cotó	قُطن	N;MASC;SG	N;NOM;DEF;SG
emplaçament	موضع	emplaçament	مَوضِع	N;MASC;SG	N;NOM;INDF;SG
emplaçament	الموضع	emplaçament	مُوَضَّع	N;MASC;SG	N;NOM;DEF;SG
emplaçament	موقع	emplaçament	مَوقِع	N;MASC;SG	N;NOM;INDF;SG
emplaçament	الموقع	emplaçament	مَوقِع	N;MASC;SG	N;NOM;DEF;SG
emplaçament	المكان	emplaçament	مَكَان	N;MASC;SG	N;NOM;DEF;SG
antena	الهوائي	antena	هَوَائِيّ	N;FEM;SG	N;NOM;DEF;SG
antena	هوائي	antena	هوائي	N;FEM;SG	N;NOM;INDF;SG
crèdits	النقاط	crèdit	نُقطَة	N;MASC;PL	N;NOM;DEF;PL
crèdits	نقاط	crèdit	نُقطَة	N;MASC;PL	N;NOM;INDF;PL
crèdits	الاعتمادات	crèdit	اِعتِمَاد	N;MASC;PL	N;NOM;DEF;PL
bombes	المضخات	bomba	مِضَخَّة	N;FEM;PL	N;NOM;DEF;PL
bombes	القنابل	bomba	قُنبُلَة	N;FEM;PL	N;NOM;DEF;PL
bombes	قنابل	bomba	قنابل	N;FEM;PL	N;NOM;INDF;PL
faraó	الفرعون	faraó	فَرع	N;MASC;SG	N;NOM;DEF;SG
dissabte	سبت	dissabte	سَبت	N	N;NOM;INDF;SG
dissabte	السبت	dissabte	سَبت	N	N;NOM;DEF;SG
lectors	القراء	lector	قَارِئ	N;MASC;PL	N;NOM;DEF;PL
academia	اكاديمية	academia	أَكَادِيمِيَّة	N;FEM;SG	N;NOM;INDF;SG
notació	تدوين	notació	تَدوِين	N;FEM;SG	N;NOM;INDF;SG
reflexió	انعكاس	reflexió	اِنعِكَاس	N;FEM;SG	N;NOM;INDF;SG
màrtirs	الشهداء	màrtir	شَهِيد	N;PL	N;NOM;DEF;PL
màrtirs	شهداء	màrtir	شَهِيد	N;PL	N;NOM;INDF;PL
distàncies	مسافات	distància	مَسَاف	N;FEM;PL	N;NOM;INDF;PL
distàncies	المسافات	distància	المسافات	N;FEM;PL	N;NOM;DEF;PL
escenaris	سيناريوهات	escenari	سِينَارِيُو	N;MASC;PL	N;NOM;INDF;PL
requisits	المتطلبات	requisit	مُتَطَلَّبَات	N;MASC;PL	N;NOM;DEF;PL
requisits	متطلبات	requisit	مُتَطَلَّبَات	N;MASC;PL	N;NOM;INDF;PL
requisits	الاحتياجات	requisit	اِحتِيَاج	N;MASC;PL	N;NOM;DEF;PL
requisits	الشروط	requisit	شَرط	N;MASC;PL	N;NOM;DEF;PL
convergència	التقارب	convergència	تَقَارُب	N;FEM;SG	N;NOM;DEF;SG
convergència	تقارب	convergència	تَقَارُب	N;FEM;SG	N;NOM;INDF;SG
rebuig	الرفض	rebuig	رَفض	N;MASC;SG	N;NOM;DEF;SG
protestes	الاحتجاجات	protesta	اِحتِجَاج	N;FEM;PL	N;NOM;DEF;PL
protestes	احتجاجات	protesta	اِحتِجَاج	N;FEM;PL	N;NOM;INDF;PL
protestes	المظاهرات	protesta	المظاهرات	N;FEM;PL	N;NOM;DEF;PL
regulació	التنظيم	regulació	تَنظِيم	N;FEM;SG	N;NOM;DEF;SG
administradors	المسؤولين	administrador	مَسؤُول	N;MASC;PL	N;NOM;DEF;PL
realisme	الواقعية	realisme	وَاقِعِيَّة	N;MASC;SG	N;NOM;DEF;SG
eixos	المحاور	eix	مِحوَر	N;MASC;PL	N;NOM;DEF;PL
eixos	محاور	eix	مِحوَر	N;MASC;PL	N;NOM;INDF;PL
lleialtat	الاخلاص	lleialtat	خَلَص	N;FEM;SG	N;NOM;DEF;SG
lleialtat	ولاء	lleialtat	وَلَاء	N;FEM;SG	N;NOM;INDF;SG
lleialtat	الولاء	lleialtat	وَلَاء	N;FEM;SG	N;NOM;DEF;SG
demòcrata	الديمقراطي	demòcrata	دِيمُقرَاطِيّ	N;SG	N;NOM;DEF;SG
matèries	المواد	matèria	مَادَّة	N;FEM;PL	N;NOM;DEF;PL
matèries	مواد	matèria	مَادَّة	N;FEM;PL	N;NOM;INDF;PL
periodistes	الصحفيون	periodista	صُحُفِيّ	N;PL	N;NOM;DEF;PL
periodistes	الصحافيين	periodista	صَحَافِيّ	N;PL	N;NOM;DEF;PL
periodistes	صحفيين	periodista	صُحُفِيّ	N;PL	N;NOM;INDF;PL
periodistes	الصحفيين	periodista	صُحُفِيّ	N;PL	N;NOM;DEF;PL
planificació	التخطيط	planificació	تَخطِيط	N;FEM;SG	N;NOM;DEF;SG
planificació	تخطيط	planificació	تَخطِيط	N;FEM;SG	N;NOM;INDF;SG
perfecte	مثالي	perfecte	مثالي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
perfecte	مثالية	perfecte	مُثَالِيَة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
perfecte	ممتاز	perfecte	مُمتَاز	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
retorna	ترجع	retornar	رَجَع	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
armat	المسلحة	armat	مُسَلَّح	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
armat	مسلحة	armat	مُسَلَّح	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
adquirit	المكتسبة	adquirit	مُكتَسَبَة	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
protesta	احتجاج	protesta	اِحتِجَاج	N;FEM;SG	N;NOM;INDF;SG
protesta	الاحتجاج	protesta	اِحتِجَاج	N;FEM;SG	N;NOM;DEF;SG
negatiu	سلبية	negatiu	سَلبِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
negatiu	سلبي	negatiu	سَلبِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
negatiu	السلبية	negatiu	سَلبِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
extrema	متطرف	extrem	مُتَطَرِّف	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
extrema	متطرفة	extrem	مُتَطَرِّف	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
islàmic	الاسلامي	islàmic	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
islàmic	اسلامية	islàmic	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
islàmic	الاسلامية	islàmic	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
islàmic	اسلامي	islàmic	إِسلَامِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
míssils	القذائف	míssil	قَذِيفَة	N;MASC;PL	N;NOM;DEF;PL
míssils	الصواريخ	míssil	صَارُوخ	N;MASC;PL	N;NOM;DEF;PL
míssils	صواريخ	míssil	صَارُوخ	N;MASC;PL	N;NOM;INDF;PL
míssils	قذائف	míssil	قَذِيفَة	N;MASC;PL	N;NOM;INDF;PL
glòria	المجد	glòria	مَجد	N;FEM;SG	N;NOM;DEF;SG
bloqueig	قفل	bloqueig	قفل	N;MASC;SG	N;NOM;INDF;SG
bloqueig	القفل	bloqueig	القفل	N;MASC;SG	N;NOM;DEF;SG
camperols	الفلاحين	camperol	فَلَّاح	N;MASC;PL	N;NOM;DEF;PL
astrònom	الفلكي	astrònom	فَلَكِيّ	N;MASC;SG	N;NOM;DEF;SG
ambiental	بيئية	ambiental	بيئية	ADJ;SG	ADJ;NOM;INDF;FEM;SG
respon	رد	respondre	رَدّ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
relíquies	الاثار	relíquia	أَثَر	N;FEM;PL	N;NOM;DEF;PL
canadenc	كندي	canadenc	كَنَدِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
canadenc	كندية	canadenc	كَنَدِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
canadenc	الكندية	canadenc	كَنَدِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
físics	الفيزيائيين	físic	فِيزِيَائِيّ	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;PL
utilitat	المنفعة	utilitat	مَنفَعَة	N;FEM;SG	N;NOM;DEF;SG
utilitat	الفائدة	utilitat	فَائِدَة	N;FEM;SG	N;NOM;DEF;SG
estàndards	معايير	estàndard	مِعيَار	N;MASC;PL	N;NOM;INDF;PL
estàndards	المقاييس	estàndard	مِقيَاس	N;MASC;PL	N;NOM;DEF;PL
estàndards	المعايير	estàndard	مِعيَار	N;MASC;PL	N;NOM;DEF;PL
positiva	ايجابي	positiu	إِيجَابِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
positiva	الايجابي	positiu	إِيجَابِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
positiva	ايجابية	positiu	إِيجَابِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
positiva	الايجابية	positiu	إِيجَابِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
fina	نحيف	fi	نحيف	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
fina	رفيع	fi	رَفِيع	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
fina	رقيق	fi	رَقِيق	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
fina	رقيقة	fi	رَقِيقَة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
càmeres	كاميرات	càmera	كاميرات	N;PL	N;NOM;INDF;PL
càmeres	الكاميرات	càmera	كَامِيرَة	N;PL	N;NOM;DEF;PL
iemen	اليمن	iemen	يَمَن	N;MASC;SG	N;NOM;DEF;SG
divendres	الجمعه	divendres	الجمعه	N	N;NOM;DEF;SG
divendres	جمعة	divendres	جمعة	N	N;NOM;INDF;SG
divendres	الجمعة	divendres	جُمعَة	N	N;NOM;DEF;SG
aproximada	ضبابي	aproximat	ضبابي	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
circ	السيرك	circ	السيرك	N;MASC;SG	N;NOM;DEF;SG
islàmica	الاسلامي	islàmica	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
islàmica	اسلامية	islàmica	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
islàmica	الاسلامية	islàmica	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
islàmica	اسلامي	islàmica	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
potent	قوي	potent	قَوِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
potent	قوية	potent	قَوِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
àrbitre	حكم	àrbitre	حُكم	N;MASC;SG	N;NOM;INDF;SG
àrbitre	الحكم	àrbitre	حُكم	N;MASC;SG	N;NOM;DEF;SG
conductor	سائق	conductor	سَائِق	N;MASC;SG	N;NOM;INDF;SG
conductor	السائق	conductor	سَائِق	N;MASC;SG	N;NOM;DEF;SG
galàxies	المجرات	galàxia	مَجرَة	N;FEM;PL	N;NOM;DEF;PL
volcà	البركان	volcà	بَرَكَان	N;MASC;SG	N;NOM;DEF;SG
ferides	جروح	ferida	جُرح	N;FEM;PL	N;NOM;INDF;PL
intèrpret	مترجم	intèrpret	مُتَرجِم	N;SG	N;NOM;INDF;SG
casc	الخوذة	casc	خَوذَة	N;MASC;SG	N;NOM;DEF;SG
casc	خوذة	casc	خَوذَة	N;MASC;SG	N;NOM;INDF;SG
determina	يحدد	determinar	حَدَّد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
orbital	المداري	orbital	مَدَارِي	ADJ;SG	ADJ;NOM;DEF;MASC;SG
governants	حكام	governant	حَاكِم	N;PL	N;NOM;INDF;PL
governants	الحكام	governant	حَكَم	N;PL	N;NOM;DEF;PL
accent	لهجة	accent	لَهجَة	N;MASC;SG	N;NOM;INDF;SG
deixebles	تلاميذ	deixeble	تِلمِيذ	N;PL	N;NOM;INDF;PL
controvèrsia	خلاف	controvèrsia	خِلَاف	N;FEM;SG	N;NOM;INDF;SG
controvèrsia	جدل	controvèrsia	جَدَل	N;FEM;SG	N;NOM;INDF;SG
controvèrsia	الجدل	controvèrsia	جَدَل	N;FEM;SG	N;NOM;DEF;SG
controvèrsia	الخلاف	controvèrsia	خِلَاف	N;FEM;SG	N;NOM;DEF;SG
controvèrsia	نزاع	controvèrsia	نِزَاع	N;FEM;SG	N;NOM;INDF;SG
controvèrsia	النزاع	controvèrsia	نِزَاع	N;FEM;SG	N;NOM;DEF;SG
fidelitat	الاخلاص	fidelitat	خَلَص	N;FEM;SG	N;NOM;DEF;SG
fidelitat	الوفاء	fidelitat	وَفَاء	N;FEM;SG	N;NOM;DEF;SG
emperadriu	الامبراطورة	emperadriu	أُمبِرطَاطُورَة	N;FEM;SG	N;NOM;DEF;SG
pura	نقية	pur	نَقِيَّة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
lesió	الاصابة	lesió	إِصَابَة	N;FEM;SG	N;NOM;DEF;SG
lesió	اصابة	lesió	إِصَابَة	N;FEM;SG	N;NOM;INDF;SG
operador	مشغل	operador	مُشَغِّل	N;MASC;SG	N;NOM;INDF;SG
operador	المشغل	operador	مُشَغَّل	N;MASC;SG	N;NOM;DEF;SG
crim	جريمة	crim	جَرِيمَة	N;MASC;SG	N;NOM;INDF;SG
crim	الجريمة	crim	جَرِيمَة	N;MASC;SG	N;NOM;DEF;SG
mite	الاسطورة	mite	أُسطُورَة	N;MASC;SG	N;NOM;DEF;SG
mite	اسطورة	mite	أُسطُورَة	N;MASC;SG	N;NOM;INDF;SG
adonar	ادرك	adonar-se	ادرك	V;NFIN	V;PFV;MASC;SG;3;ACT
adonar	ادركت	adonar-se	أَدرَك	V;NFIN	V;PFV;FEM;SG;3;ACT
enzims	الانزيمات	enzim	اِنزِيمَات	N;MASC;PL	N;NOM;DEF;PL
inspecció	التفتيش	inspecció	تَفتِيش	N;FEM;SG	N;NOM;DEF;SG
inspecció	تفتيش	inspecció	تَفتِيش	N;FEM;SG	N;NOM;INDF;SG
inspecció	الفحص	inspecció	فَحص	N;FEM;SG	N;NOM;DEF;SG
productors	المنتجون	productor	مُنتِج	N;MASC;PL	N;NOM;DEF;PL
productors	المنتجين	productor	مُنتِج	N;MASC;PL	N;NOM;DEF;PL
frases	العبارات	frase	عِبَارَة	N;FEM;PL	N;NOM;DEF;PL
frases	عبارات	frase	عِبَارَة	N;FEM;PL	N;NOM;INDF;PL
frases	الاحكام	frase	حُكم	N;FEM;PL	N;NOM;DEF;PL
cercador	الباحث	cercador	بَاحِث	N;MASC;SG	N;NOM;DEF;SG
acceptació	القبول	acceptació	قُبُول	N;FEM;SG	N;NOM;DEF;SG
acceptació	قبول	acceptació	قُبُول	N;FEM;SG	N;NOM;INDF;SG
enfocament	نهج	enfocament	نَهج	N;MASC;SG	N;NOM;INDF;SG
enfocament	النهج	enfocament	نَهج	N;MASC;SG	N;NOM;DEF;SG
enfocament	الاقتراب	enfocament	اِقتِرَاب	N;MASC;SG	N;NOM;DEF;SG
expressions	التعابير	expressió	تَعبِير	N;FEM;PL	N;NOM;DEF;PL
expressions	تعابير	expressió	تَعبِير	N;FEM;PL	N;NOM;INDF;PL
confluència	التقاء	confluència	اِلتِقَاء	N;FEM;SG	N;NOM;INDF;SG
confluència	ملتقى	confluència	مُلتَقَى	N;FEM;SG	N;NOM;INDF;SG
núvols	الغيوم	núvol	غُيُوم	N;MASC;PL	N;NOM;DEF;PL
telescopi	المنظار	telescopi	مِنظَار	N;MASC;SG	N;NOM;DEF;SG
conselleria	المشورة	conselleria	مُشَوِّر	N;FEM;SG	N;NOM;DEF;SG
conselleria	الاستشارة	conselleria	اِستِشَارَة	N;FEM;SG	N;NOM;DEF;SG
convencional	التقليدية	convencional	تَقلِيدِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
consideració	النظر	consideració	نَظَر	N;FEM;SG	N;NOM;DEF;SG
consideració	الاعتبار	consideració	اِعتِبَار	N;FEM;SG	N;NOM;DEF;SG
procediments	الاجراءات	procediment	إِجرَاء	N;MASC;PL	N;NOM;DEF;PL
procediments	اجراءات	procediment	إِجرَاء	N;MASC;PL	N;NOM;INDF;PL
pobre	فقير	pobre	فَقِير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
pobre	فقيرة	pobre	فَقِير	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
prohibició	الحظر	prohibició	حَظر	N;FEM;SG	N;NOM;DEF;SG
adquisició	اكتساب	adquisició	اِكتِسَاب	N;FEM;SG	N;NOM;INDF;SG
adquisició	اقتناء	adquisició	اِقتِنَاء	N;FEM;SG	N;NOM;INDF;SG
interpretacions	تفسيرات	interpretació	تَفسِير	N;FEM;PL	N;NOM;INDF;PL
interpretacions	التفسيرات	interpretació	تَفسِير	N;FEM;PL	N;NOM;DEF;PL
cable	السلك	cable	سِلكَة	N;MASC;SG	N;NOM;DEF;SG
cable	سلك	cable	سٰلِكَ	N;MASC;SG	N;NOM;INDF;SG
cable	الكابل	cable	كَابِل	N;MASC;SG	N;NOM;DEF;SG
especialitat	التخصص	especialitat	تَخَصُّص	N;FEM;SG	N;NOM;DEF;SG
especialitat	تخصص	especialitat	خَصَّص	N;FEM;SG	N;NOM;INDF;SG
músculs	العضلات	múscul	عُضلَة	N;MASC;PL	N;NOM;DEF;PL
músculs	عضلات	múscul	عضلات	N;MASC;PL	N;NOM;INDF;PL
lesions	الاصابات	lesió	إِصَابَة	N;FEM;PL	N;NOM;DEF;PL
lesions	اصابات	lesió	إِصَابَة	N;FEM;PL	N;NOM;INDF;PL
dominació	هيمنة	dominació	هَيمَنَة	N;FEM;SG	N;NOM;INDF;SG
dominació	الهيمنة	dominació	هَيمَنَة	N;FEM;SG	N;NOM;DEF;SG
educatiu	التعليمية	educatiu	تَعلِيمِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
educatiu	تعليمية	educatiu	تَعلِيمِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
educatiu	تربوية	educatiu	تَربَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
radicals	المتطرفين	radical	مُتَطَرِّف	ADJ;PL	ADJ;NOM;DEF;MASC;PL
capacitats	قدرات	capacitat	قُدرَة	N;FEM;PL	N;NOM;INDF;PL
capacitats	القدرات	capacitat	قُدرَة	N;FEM;PL	N;NOM;DEF;PL
dissenyador	مصمم	dissenyador	مُصمَم	N;MASC;SG	N;NOM;INDF;SG
