もの	şeyler	もの	şey	N	N;NOM;PL;3
除外	dışlanma	除外	dışlan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
カエル	kurbağalar	カエル	kurbağa	N	N;NOM;PL;3
休暇	tatiller	休暇	tatil	N	N;NOM;PL;3
ネズミ	fareler	ネズミ	fare	N	N;NOM;PL;3
ネズミ	sıçanlar	ネズミ	sıçan	N	N;NOM;PL;3
紙幣	banknotlar	紙幣	banknot	N	N;NOM;PL;3
紙幣	banknot	紙幣	banknot	N	N;NOM;SG;3
紙幣	banknotlar	紙幣	banknot	N	N;NOM;PL;3
紙幣	faturaları	紙幣	fatura	N	N;ACC;PL;3
紙幣	banknot	紙幣	banknot	N	N;NOM;SG;3
青色	blue	青色	blue	N	N;NOM;SG;3
詐欺	sahtekarlık	詐欺	sahtekarlık	N	N;NOM;SG;3
詐欺	sahtekârlık	詐欺	sahtekârlık	N	N;NOM;SG;3
詐欺	dolandırıcılık	詐欺	dolandırıcılık	N	N;NOM;SG;3
詐欺	dolandırıcılık	詐欺	dolandırıcılık	N	N;NOM;SG;3
詐欺	dolandırıcılığı	詐欺	dolandırıcılık	N	N;ACC;SG;3
散歩	gezinirken	散歩	gezin	V	V;IPFV;IND;SG;3;POS;V.CVB
散歩	dolaşmak	散歩	dolaş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
拉致	kaçıranlar	拉致	kaçıran	N	N;NOM;PL;3
両手	eller	両手	el	N	N;NOM;PL;3
両手	elleri	両手	el	N	N;ACC;PL;3
センサー	alıcılar	センサー	alıcı	N	N;NOM;PL;3
センサー	sensörleri	センサー	sensör	N	N;ACC;PL;3
センサー	sensörler	センサー	sensör	N	N;NOM;PL;3
センサー	sensör	センサー	sensör	N	N;NOM;SG;3
センサー	algılayıcılar	センサー	algılayıcı	N	N;NOM;PL;3
センサー	sensör	センサー	sensör	N	N;NOM;SG;3
勝者	kazananlar	勝者	kazanan	N	N;NOM;PL;3
ギャング	çeteler	ギャング	çete	N	N;NOM;PL;3
ギャング	çeteleri	ギャング	çete	N	N;ACC;PL;3
動詞	fiiller	動詞	fiil	N	N;NOM;PL;3
レイアウト	düzeni	レイアウト	düzen	N	N;NOM;SG;3
歓迎	hoşgeldiniz	歓迎	hoşgel	V	V;PFV;IND;PL;2;POS;PST
歓迎	hoşgeldin	歓迎	hoşgel	V	V;PFV;IND;SG;2;POS;PST
仮説	hipotezler	仮説	hipotez	N	N;NOM;PL;3
仮説	hipotez	仮説	hipotez	N	N;NOM;SG;3
孤独	yalnızlık	孤独	yalnızlık	N	N;NOM;SG;3
孤独	yalnızlık	孤独	yalnızlık	N	N;NOM;SG;3
孤独	yalnızlık	孤独	yalnızlık	N	N;NOM;SG;3
ハイウェイ	karayolu	ハイウェイ	karayolu	N	N;NOM;SG;3
アーチ	kemerler	アーチ	kemer	N	N;NOM;PL;3
アーチ	kemerleri	アーチ	kemer	N	N;ACC;PL;3
容器	konteyner	容器	konteyner	N	N;NOM;SG;3
容器	konteynır	容器	konteynır	N	N;NOM;SG;3
容器	kaplar	容器	kap	N	N;NOM;PL;3
容器	konteynerler	容器	konteyner	N	N;NOM;PL;3
容器	konteyner	容器	konteyner	N	N;NOM;SG;3
アンソロジー	antolojiler	アンソロジー	antoloji	N	N;NOM;PL;3
告発	suçlamalar	告発	suçla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
墓所	mezarlık	墓所	mezarlık	N	N;NOM;SG;3
墓所	mezarlığı	墓所	mezarlık	N	N;NOM;SG;3
動機	nedeni	動機	neden	N	N;NOM;SG;3
ラボ	laboratuar	ラボ	laboratuar	N	N;NOM;SG;3
選択	seçenekler	選択	seçenek	N	N;NOM;PL;3
選択	tercihler	選択	tercih	N	N;NOM;PL;3
選択	seçimler	選択	seçim	N	N;NOM;PL;3
プロセッサ	işlemci	プロセッサ	işlemci	N	N;NOM;SG;3
プロセッサ	işlemciler	プロセッサ	işlemci	N	N;NOM;PL;3
武道	budo	武道	budo	N	N;NOM;SG;3
遠い	uzakta	遠い	uzak	ADJ	ADJ;ESS;SG;3
遠い	uzağa	遠い	uzak	ADJ	ADJ;DAT;SG;3
運転	sürücüsü	運転	sürücü	N	N;NOM;SG;3
夏	natsume	夏	natsu	N	N;DAT;SG;3
内装	içişleri	内装	içiş	N	N;ACC;PL;3
ムスリム	müslümanlar	ムスリム	müslüman	N	N;NOM;PL;3
ムスリム	müslümanlar	ムスリム	müslüman	N	N;NOM;PL;3
ムスリム	müslümanların	ムスリム	müslüman	N	N;GEN;PL;3
ムスリム	müslümanlara	ムスリム	müslüman	N	N;DAT;PL;3
感動	etkilenmiş	感動	etkile	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
感動	dokunmak	感動	doku	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
パラメータ	parametre	パラメータ	parametre	N	N;NOM;SG;3
パラメータ	parametreleri	パラメータ	parametre	N	N;ACC;PL;3
高地	upland	高地	uplan	N	N;NOM;SG;3
破損	kırılma	破損	kır	V	V;PFV;NOM;IMP;POS;PRS;PASS
プライム	prime	プライム	prim		
プライム	asal	プライム	asal		
飲食店	restoran	飲食店	restoran	N	N;NOM;SG;3
飲食店	lokanta	飲食店	lokan	N	N;NOM;SG;3
飲食店	lokantası	飲食店	lokanta	N	N;NOM;SG;3
飲食店	restaurant	飲食店	restaurant	N	N;NOM;SG;3
システムズ	sistemleri	システムズ	sistem	N	N;ACC;PL;3
システムズ	sistemler	システムズ	sistem	N	N;NOM;PL;3
システムズ	sistem	システムズ	sistem	N	N;NOM;SG;3
セクション	bölümü	セクション	bölüm	N	N;NOM;SG;3
セクション	bölümleri	セクション	bölüm	N	N;ACC;PL;3
セクション	kısımlar	セクション	kısım	N	N;NOM;PL;3
セクション	bölümler	セクション	bölüm	N	N;NOM;PL;3
レッスン	dersleri	レッスン	ders	N	N;NOM;PL;3
レッスン	dersler	レッスン	ders	N	N;NOM;PL;3
アルミニウム	alüminyum	アルミニウム	alüm	N	N;NOM;SG;3
アルミニウム	alüminyum	アルミニウム	alüm	N	N;NOM;SG;3
メンテナンス	bakımı	メンテナンス	bakım	N	N;NOM;SG;3
だっ	çünkü	だ	çünkü	CONJ	CONJ
マドンナ	meryem	マドンナ	meryem	N	N;NOM;SG;3
木製	ahşap	木製	ahşap	N	N;NOM;SG;3
木製	ahşap	木製	ahşap	N	N;NOM;SG;3
タバコ	sigaralar	タバコ	sigara	N	N;NOM;PL;3
主権	egemenlik	主権	egemenlik	N	N;NOM;SG;3
寿司	sushi	寿司	sushi	N	N;NOM;SG;3
宣教	misyonerler	宣教	misyoner	N	N;NOM;PL;3
頂上	zirvede	頂上	zirve	N	N;ESS;SG;3
頂上	zirvesi	頂上	zirve	N	N;NOM;SG;3
通話	arayın	通話	ara	V	V;PFV;IMP;PL;2;POS;PRS
通話	aramalar	通話	ara	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
指標	ölçümler	指標	ölçüm	N	N;NOM;PL;3
指標	ölçümleri	指標	ölçüm	N	N;ACC;PL;3
服装	kıyafet	服装	kıyafet	N	N;NOM;SG;3
ヒント	ipuçları	ヒント	ipuç	N	N;ACC;PL;3
ヒント	bahşiş	ヒント	bahşiş	N	N;NOM;SG;3
ヒント	tavsiyeler	ヒント	tavsiye	N	N;NOM;PL;3
ヒント	ipuçları	ヒント	ipuç	N	N;ACC;PL;3
ヒント	bahşiş	ヒント	bahşiş	N	N;NOM;SG;3
時々	bazen	時々	bazen	ADV	ADV
僧侶	keşişler	僧侶	keşiş	N	N;NOM;PL;3
僧侶	rahipler	僧侶	rahip	N	N;NOM;PL;3
静か	sessiz	静か	sessiz	ADJ	ADJ
マイナス	olumsuz	マイナス	olumsuz		
マイナス	negatif	マイナス	negatif		
マイナス	eksi	マイナス	eksi		
種子	tohum	種子	tohum	N	N;NOM;SG;3
種子	tohumları	種子	tohum	N	N;NOM;PL;3
種子	tohum	種子	tohum	N	N;NOM;SG;3
種子	tohumlar	種子	tohum	N	N;NOM;PL;3
シンプル	basit	シンプル	basit	ADJ	ADJ
サポーター	destekçileri	サポーター	destekçi	N	N;NOM;PL;3
クマ	ayılar	クマ	ayı	N	N;NOM;PL;3
クマ	ayıları	クマ	ayı	N	N;ACC;PL;3
巡礼	hacca	巡礼	hacca	N	N;DAT;SG;3
セミナー	seminer	セミナー	seminer	N	N;NOM;SG;3
セミナー	seminerler	セミナー	seminer	N	N;NOM;PL;3
セミナー	seminer	セミナー	seminer	N	N;NOM;SG;3
セミナー	semineri	セミナー	seminer	N	N;NOM;SG;3
エリート	elitlerin	エリート	elit	N	N;GEN;PL;3
トリック	numaralar	トリック	numara	N	N;NOM;PL;3
トリック	hileler	トリック	hile	N	N;NOM;PL;3
アンケート	anket	アンケート	anket	N	N;NOM;SG;3
アンケート	anketi	アンケート	anket	N	N;ACC;SG;3
アンケート	anketler	アンケート	anket	N	N;NOM;PL;3
アンケート	anket	アンケート	anket	N	N;NOM;SG;3
アンケート	anketi	アンケート	anket	N	N;ACC;SG;3
アンケート	anket	アンケート	anket	N	N;NOM;SG;3
アンケート	anketi	アンケート	anket	N	N;ACC;SG;3
アンケート	ankete	アンケート	anket	N	N;NOM;SG;3
アンケート	anketler	アンケート	anket	N	N;NOM;PL;3
アンケート	anketleri	アンケート	anket	N	N;NOM;PL;3
アンケート	anket	アンケート	anket	N	N;NOM;SG;3
アンケート	anketler	アンケート	anket	N	N;NOM;PL;3
随筆	kompozisyon	随筆	kompozisyon	N	N;NOM;SG;3
随筆	makaleler	随筆	makale	N	N;NOM;PL;3
許容	tolerans	許容	tolerans		
許容	hoşgörü	許容	hoşgörü		
欠点	dezavantajları	欠点	dezavantaj	N	N;NOM;PL;3
欠点	dezavantajları	欠点	dezavantaj	N	N;NOM;PL;3
調印	imzalama	調印	imzala	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
キャンディ	şekerler	キャンディ	şeker	N	N;NOM;PL;3
名詞	isim	名詞	isim	N	N;NOM;SG;3
名詞	isimler	名詞	isim	N	N;NOM;PL;3
フライト	uçuşlar	フライト	uçuş	N	N;NOM;PL;3
置換	yerine	置換	yer	N	N;DAT;SG;3
アーキテクチャ	mimarisi	アーキテクチャ	mimari	N	N;NOM;SG;3
アーキテクチャ	mimariler	アーキテクチャ	mimari	N	N;NOM;PL;3
チーズ	peynirli	チーズ	peynirli	N	N;ACC;SG;3
チーズ	peynir	チーズ	peynir	N	N;NOM;SG;3
チーズ	peynir	チーズ	peynir	N	N;NOM;SG;3
同	mezunlar	同	mezun	ADJ	ADJ;NOM;PL;3
窒素	nitrojen	窒素	nitrojen		
愛情	şefkat	愛情	şefkat	N	N;NOM;SG;3
邸宅	konutlar	邸宅	konut	N	N;NOM;PL;3
収束	yakınsama	収束	yakın	V	V;PFV;SG;1;POS;PRS
スペクトル	spektrum	スペクトル	spek	N	N;NOM;SG;3
代謝	metabolizma	代謝	metabolizm	N	N;NOM;SG;3
切手	pulları	切手	pul	N	N;ACC;PL;3
賃金	ücretler	賃金	ücret	N	N;NOM;PL;3
ライブラリ	kütüphane	ライブラリ	kütüphane	N	N;NOM;SG;3
ライブラリ	kütüphaneler	ライブラリ	kütüphane	N	N;NOM;PL;3
ライブラリ	kütüphane	ライブラリ	kütüphane	N	N;NOM;SG;3
ライブラリ	kütüphanesi	ライブラリ	kütüphane	N	N;NOM;SG;3
スーパー	süpermarketler	スーパー	süper	N	N;NOM;PL;3
転生	reenkarnasyon	転生	reenkarnasyon	N	N;NOM;SG;3
コメンテーター	yorumcular	コメンテーター	yorumcu	N	N;NOM;PL;3
転写	transkripsiyon	転写	transkripsiyon	V	V;PFV;IND;POS;PRS;V.PTCP;CAUS
ウェブ	internet	ウェブ	internet	N	N;NOM;SG;3
寸法	boyutlar	寸法	boyu	N	N;NOM;PL;3
寸法	boyutları	寸法	boyut	N	N;ACC;PL;3
条項	madde	条項	madde	N	N;NOM;SG;3
条項	rızık	条項	rızık	N	N;NOM;SG;3
食べ物	yemekler	食べ物	yemek	N	N;NOM;PL;3
食べ物	yemek	食べ物	yemek	N	N;NOM;SG;3
凍結	dondurucu	凍結	dondurucu	N	N;NOM;SG;3
習慣	alışkanlık	習慣	alışkanlık	N	N;NOM;SG;3
習慣	alışkanlıklar	習慣	alışkanlık	N	N;NOM;PL;3
習慣	alışkanlıkları	習慣	alışkanlık	N	N;ACC;PL;3
習慣	alışkanlık	習慣	alışkanlık	N	N;NOM;SG;3
書物	kitapları	書物	kitap	N	N;ACC;PL;3
書物	kitap	書物	kitap	N	N;NOM;SG;3
書物	kitaplar	書物	kitap	N	N;NOM;PL;3
書物	kitap	書物	kitap	N	N;NOM;SG;3
煙突	bacalar	煙突	baca	N	N;NOM;PL;3
煙突	baca	煙突	bac	N	N;NOM;SG;3
サミット	zirvede	サミット	zirve	N	N;ESS;SG;3
サミット	zirvesi	サミット	zirve	N	N;NOM;SG;3
レシピ	tarifler	レシピ	tarif	N	N;NOM;PL;3
レシピ	tarifleri	レシピ	tarif	N	N;NOM;PL;3
レシピ	tarifi	レシピ	tarif	N	N;ACC;SG;3
バグ	böcekler	バグ	böcek	N	N;NOM;PL;3
バグ	hatalar	バグ	hata	N	N;NOM;PL;3
分ける	bölünmüş	分ける	böl	V	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
スケジュール	programı	スケジュール	program	N	N;ACC;SG;3
フレーズ	ifadeler	フレーズ	ifade	N	N;NOM;PL;3
フレーズ	cümleler	フレーズ	cümle	N	N;NOM;PL;3
メガネ	gözlükler	メガネ	gözlük	N	N;NOM;PL;3
メガネ	bardaklar	メガネ	bardak	N	N;NOM;PL;3
メガネ	gözlük	メガネ	gözlük	N	N;NOM;SG;3
メガネ	bardak	メガネ	bardak	N	N;NOM;SG;3
貸切	charter	貸切	charter	N	N;NOM;SG;3
インパクト	etkisi	インパクト	etki	N	N;NOM;SG;3
先祖	atalarımız	先祖	at	N	N;NOM;PL;3
先祖	ataları	先祖	ata	N	N;NOM;PL;3
量子	kuantum	量子	kuantum	N	N;NOM;SG;3
豪雨	sağanak	豪雨	sağanak	N	N;NOM;SG;3
ヒューマン	insan	ヒューマン	insan	N	N;NOM;SG;3
レスラー	güreşçiler	レスラー	güreşçi	N	N;NOM;PL;3
レスラー	güreşçi	レスラー	güreşçi	N	N;NOM;SG;3
オーダー	sipariş	オーダー	sipariş	N	N;NOM;SG;3
オーダー	siparişler	オーダー	sipariş	N	N;NOM;PL;3
オーダー	sipariş	オーダー	sipariş	N	N;NOM;SG;3
オーダー	emirler	オーダー	emir	N	N;NOM;PL;3
使徒	havariler	使徒	havari	N	N;NOM;PL;3
使徒	peygamberler	使徒	peygamber	N	N;NOM;PL;3
小銃	tüfek	小銃	tüfek	N	N;NOM;SG;3
小銃	tüfekler	小銃	tüfek	N	N;NOM;PL;3
小銃	tüfek	小銃	tüfek	N	N;NOM;SG;3
貯金	tasarruf	貯金	tasarruf	N	N;NOM;SG;3
プロトコル	protokolü	プロトコル	protokolü	N	N;ACC;SG;3
プロトコル	protokolleri	プロトコル	protokol	N	N;ACC;PL;3
振る	salla	振る	sal	V	V;PFV;IMP;SG;2;POS;PRS
コンサルタント	danışmanı	コンサルタント	danışman	N	N;NOM;SG;3
コンサルタント	danışmanlık	コンサルタント	danışmanlık	N	N;NOM;SG;3
コンサルタント	danışmanları	コンサルタント	danışman	N	N;ACC;PL;3
美容	güzellik	美容	güzellik	N	N;NOM;SG;3
カレンダー	takvimi	カレンダー	takvim	N	N;NOM;SG;3
カレンダー	takvimler	カレンダー	takvim	N	N;NOM;PL;3
補正	düzeltme	補正	düzel	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
補正	düzeltme	補正	düzel	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
補正	düzeltiyorum	補正	düzel	V	V;PROG;IND;SG;1;POS;INFM;PRS;CAUS
補正	ayarlamalar	補正	ayarla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
遅い	yavaş	遅い	yavaş	ADJ	ADJ
テクニック	tekniği	テクニック	teknik	N	N;ACC;SG;3
テクニック	teknikler	テクニック	teknik	N	N;NOM;PL;3
テクニック	teknikleri	テクニック	teknik	N	N;NOM;PL;3
拒絶	reddetmesi	拒絶	reddet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
拒絶	reddedilme	拒絶	redde	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
勝つ	kazanmak	勝つ	kazan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ボイラー	kazanlar	ボイラー	kazan	N	N;NOM;PL;3
エンジニアリング	mühendisliği	エンジニアリング	mühendislik	N	N;NOM;SG;3
エンジニアリング	mühendislik	エンジニアリング	mühendislik	N	N;NOM;SG;3
カメラマン	fotoğrafçılar	カメラマン	fotoğrafçı	N	N;NOM;PL;3
体格	fiziği	体格	fizik	N	N;NOM;SG;3
ライス	pilav	ライス	pilav	N	N;NOM;SG;3
互換性	uyumluluk	互換性	uyumluluk	N	N;NOM;SG;3
プラグ	eklenti	プラグ	ekle	N	N;NOM;SG;3
拡散	difüzyon	拡散	difüzyon	N	N;NOM;SG;3
メモ	notları	メモ	not	N	N;ACC;PL;3
メモ	notlar	メモ	not	N	N;NOM;PL;3
お	bildirimleri	お	bildirim	N	N;ACC;PL;3
お	bildirimler	お	bil	N	N;NOM;PL;3
お	duyuru	お	duyur	N	N;NOM;SG;3
お	bildirimi	お	bildirim	N	N;NOM;SG;3
木星	jüpiter	木星	jüpiter	N	N;NOM;SG;3
椅子	koltuklar	椅子	koltuk	N	N;NOM;PL;3
椅子	sandalyeler	椅子	sandalye	N	N;NOM;PL;3
椅子	sandalyeleri	椅子	sandalye	N	N;NOM;PL;3
椅子	sandalye	椅子	sandalye	N	N;NOM;SG;3
椅子	koltuk	椅子	koltuk	N	N;NOM;SG;3
椅子	sandalye	椅子	sandalye	N	N;NOM;SG;3
逸話	anekdotlar	逸話	anekdot	N	N;NOM;PL;3
スライド	slaytlar	スライド	slay	N	N;NOM;PL;3
補充	doldur	補充	dol	V	V;PFV;IMP;SG;2;POS;PRS
摂政	regency	摂政	regency	N	N;NOM;SG;3
摂政	vekiller	摂政	vekil	N	N;NOM;PL;3
遅延	gecikmiş	遅延	gecik	V	V;PFV;NFH;IND;SG;3;POS;PST
遅延	ertelendi	遅延	ertele	V	V;PFV;IND;SG;3;POS;PST;PASS
巫女	miko	巫女	miko		
店長	yöneticisi	店長	yönetici	N	N;NOM;SG;3
スープ	çorba	スープ	çorb	N	N;NOM;SG;3
スープ	çorba	スープ	çorb	N	N;NOM;SG;3
便利	elverişli	便利	elverişli	ADJ	ADJ
便利	uygun	便利	uygun	ADJ	ADJ
腫瘍	tümör	腫瘍	tümör		
腫瘍	tümör	腫瘍	tümör		
創始	kurucusu	創始	kurucu	N	N;NOM;SG;3
ブドウ	üzümler	ブドウ	üzüm	N	N;NOM;PL;3
マスコット	maskotu	マスコット	maskot	N	N;NOM;SG;3
マスコット	maskot	マスコット	maskot	N	N;NOM;SG;3
相互	etkileşimi	相互	etkileş	N	N;ACC;SG;3
相互	etkileşimler	相互	etkileşim	N	N;NOM;PL;3
漏れ	sızıntı	漏れ	sızıntı		
狩猟	avcılık	狩猟	avcılık	N	N;NOM;SG;3
家具	mobilya	家具	mobilya	N	N;NOM;SG;3
家具	mobilyalar	家具	mobilya	N	N;NOM;PL;3
ジャム	reçel	ジャム	reçel	N	N;NOM;SG;3
ジャム	sıkışıklığı	ジャム	sıkışıklık	N	N;ACC;SG;3
ふた	kapak	ふうだ	kapak		
自由主義	liberalizm	自由主義	liberalizm	N	N;NOM;SG;3
完璧	mükemmel	完璧	mükemmel	ADJ	ADJ
完璧	mukemmel	完璧	mukemmel	ADJ	ADJ
アイス	hokeyi	アイス	hoke	N	N;NOM;SG;3
ウサギ	tavşanlar	ウサギ	tavşan	N	N;NOM;PL;3
クリップ	klipleri	クリップ	klip	N	N;ACC;PL;3
クリップ	klibi	クリップ	klibi	N	N;ACC;SG;3
クリップ	şarjör	クリップ	şarjör	N	N;NOM;SG;3
補完	tamamlanması	補完	tamamla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
娯楽	entertainment	娯楽	entertainment		
レディース	hanımlar	レディース	hanım	N	N;NOM;PL;3
レディース	bayanlar	レディース	bayan	N	N;NOM;PL;3
砂糖	şekerim	砂糖	şek	N	N;NOM;SG;3
ケーキ	kekler	ケーキ	kek	N	N;NOM;PL;3
知恵	bilgelik	知恵	bilgelik	N	N;NOM;SG;3
弾丸	mermiler	弾丸	mermi	N	N;NOM;PL;3
クロック	saate	クロック	saat	N	N;DAT;SG;3
サンプル	numune	サンプル	num	N	N;DAT;SG;3
サンプル	numune	サンプル	num	N	N;DAT;SG;3
サンプル	örnekleri	サンプル	örnek	N	N;ACC;PL;3
サンプル	örnekler	サンプル	örnek	N	N;NOM;PL;3
樹木	ağaçlar	樹木	ağaç	N	N;NOM;PL;3
シカ	geyik	シカ	geyik	N	N;NOM;SG;3
サブタイトル	altyazı	サブタイトル	altyazı	N	N;NOM;SG;3
サブタイトル	altyazılar	サブタイトル	altyazı	N	N;NOM;PL;3
特権	ayrıcalığı	特権	ayrıcalık	N	N;ACC;SG;3
特権	ayrıcalık	特権	ayrıcalık	N	N;NOM;SG;3
特権	ayrıcalıkları	特権	ayrıcalık	N	N;NOM;PL;3
特権	ayrıcalıklı	特権	ayrıcalıklı	N	N;NOM;SG;3
オファー	teklifi	オファー	teklif	N	N;ACC;SG;3
オファー	teklif	オファー	teklif	N	N;NOM;SG;3
トランス	transformatörler	トランス	transformatör	N	N;NOM;PL;3
不当	adaletsiz	不当	adaletsiz	ADJ	ADJ
非	private	非	privat	N	N;NOM;SG;3
ブラウザ	tarayıcı	ブラウザ	tarayıcı	N	N;NOM;SG;3
仕上げ	bitirmek	仕上げる	bitir	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
蓄積	birikmiş	蓄積	birik	V	V;PFV;NFH;IND;POS;PST;V.PTCP
特色	özellikler	特色	özellik	N	N;NOM;PL;3
特色	özellikleri	特色	özellik	N	N;NOM;PL;3
多項	polinom	多項	polinom	N	N;NOM;SG;3
多項	polinomları	多項	polinom	N	N;ACC;PL;3
ルーツ	kökleri	ルーツ	kök	N	N;NOM;PL;3
育つ	büyüyor	育つ	büyü	V	V;PROG;IND;SG;3;POS;INFM;PRS
去る	gitmek	去る	git	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
去る	gidiyor	去る	git	V	V;PROG;IND;SG;3;POS;INFM;PRS
去る	ayrılıyor	去る	ayrıl	V	V;PROG;IND;SG;3;POS;INFM;PRS
ラベル	etiketler	ラベル	etiket	N	N;NOM;PL;3
ラベル	etiketleri	ラベル	etiket	N	N;NOM;PL;3
ラベル	etiketi	ラベル	etiket	N	N;NOM;SG;3
スピーカー	hoparlör	スピーカー	hopar	N	N;NOM;SG;3
スピーカー	hoparlör	スピーカー	hopar	N	N;NOM;SG;3
スピーカー	hoparlör	スピーカー	hopar	N	N;NOM;SG;3
ディフェンス	defans	ディフェンス	defans	N	N;NOM;SG;3
ディフェンス	defans	ディフェンス	defans	N	N;NOM;SG;3
診療所	klinikler	診療所	klinik	N	N;NOM;PL;3
かおる	kaoru	かおる	kaoru		
名物	uzmanlık	名物	uzmanlık	N	N;NOM;SG;3
ドラッグ	sürükle	ドラッグ	sürük	V	V;PFV;IMP;SG;2;POS;PRS
ホルモン	hormonlar	ホルモン	hormon	N	N;NOM;PL;3
ゾンビ	zombiler	ゾンビ	zombi	N	N;NOM;PL;3
敗者	kaybedenler	敗者	kaybet	N	N;NOM;PL;3
ノイズ	ses	ノイズ	ses	N	N;NOM;SG;3
生理学	fizyolojisi	生理学	fizyoloji	N	N;NOM;SG;3
スケッチ	çizimleri	スケッチ	çizim	N	N;ACC;PL;3
スケッチ	skeç	スケッチ	skeç	N	N;NOM;SG;3
コマーシャル	reklamlar	コマーシャル	reklam	N	N;NOM;PL;3
匿名	anonimlik	匿名	anonimlik	N	N;NOM;SG;3
速い	hızlı	速い	hızlı	ADJ	ADJ
行進	alayı	行進	alay	N	N;ACC;SG;3
コンソール	konsolları	コンソール	konsol	N	N;ACC;PL;3
裏切り	hıyanet	裏切り	hıyanet	N	N;NOM;SG;3
裏切り	hainlik	裏切り	hainlik	N	N;NOM;SG;3
部数	kopyalar	部数	kopya	N	N;NOM;PL;3
部数	kopyaları	部数	kopya	N	N;ACC;PL;3
部署	bölümü	部署	bölüm	N	N;NOM;SG;3
部署	departman	部署	departman	N	N;NOM;SG;3
部署	departmanı	部署	departman	N	N;ACC;SG;3
同性	eşcinsellik	同性	eşcinsellik	N	N;NOM;SG;3
盆地	havzası	盆地	havza	N	N;NOM;SG;3
奉仕	fedakârlık	奉仕	fedakârlık	N	N;NOM;SG;3
軽い	hafif	軽い	hafif	ADJ	ADJ
ストリーム	irmaklar	ストリーム	irmak	N	N;NOM;PL;3
ストリーム	akımı	ストリーム	akım	N	N;NOM;SG;3
馬鹿	salak	馬鹿	salak		
馬鹿	aptal	馬鹿	aptal		
近所	semt	近所	semt	N	N;NOM;SG;3
近所	komşuluk	近所	komşuluk	N	N;NOM;SG;3
トロフィー	ganimet	トロフィー	ganimet	N	N;NOM;SG;3
奇数	tuhaf	奇数	tuhaf	N	N;NOM;SG;3
コイ	sazan	コイ	sazan	N	N;NOM;SG;3
クレーン	vinç	クレーン	vinç	N	N;NOM;SG;3
クレーン	vinç	クレーン	vinç	N	N;NOM;SG;3
フィルター	filtreler	フィルター	filtre	N	N;NOM;PL;3
給与	maaşı	給与	maaş	N	N;NOM;SG;3
給与	maaşları	給与	maaş	N	N;ACC;PL;3
アトラクション	çekicilik	アトラクション	çekicilik	N	N;NOM;SG;3
クリーン	tertemiz	クリーン	tertemiz	N	N;NOM;SG;3
ナース	hemşire	ナース	hemşire	N	N;NOM;SG;3
マスト	direği	マスト	direk	N	N;NOM;SG;3
モーション	hareket	モーション	hareket	N	N;NOM;SG;3
運ぶ	taşımak	運ぶ	taşı	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
コンサルティング	danışma	コンサルティング	danış	N	N;NOM;SG;3
コンサルティング	danışmanlık	コンサルティング	danışmanlık	N	N;NOM;SG;3
マウンテン	mountain	マウンテン	mountain	N	N;NOM;SG;3
クモ	örümcek	クモ	örü	N	N;NOM;SG;3
アドバイザー	danışman	アドバイザー	danış		
アドバイザー	danışman	アドバイザー	danış		
原点	kökeni	原点	köken	N	N;ACC;SG;3
利点	avantajları	利点	avantaj	N	N;NOM;PL;3
指針	kurallar	指針	kural	N	N;NOM;PL;3
指針	kuralları	指針	kural	N	N;ACC;PL;3
ランチ	yemek	ランチ	yemek	N	N;NOM;SG;3
おっ	oha	おる	oha		
囚人	mahkumlar	囚人	mahkum	N	N;NOM;PL;3
囚人	esirler	囚人	esir	N	N;NOM;PL;3
道徳	ahlak	道徳	ahlak	N	N;NOM;SG;3
カジノ	kumarhaneler	カジノ	kumarhane	N	N;NOM;PL;3
カジノ	kumarhane	カジノ	kumarhane	N	N;NOM;SG;3
頭痛	başağrısı	頭痛	başağrı	N	N;NOM;SG;3
頭痛	başağrısı	頭痛	başağrı	N	N;NOM;SG;3
コイル	bobini	コイル	bobin	N	N;NOM;SG;3
主観	öznellik	主観	öznellik	N	N;NOM;SG;3
ゴミ	çöpler	ゴミ	çöp	N	N;NOM;PL;3
ゴミ	çöplük	ゴミ	çöplük	N	N;NOM;SG;3
顕彰	onurlandırmak	顕彰	onurlan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
事柄	madde	事柄	madde	N	N;NOM;SG;3
薬学	eczacılık	薬学	eczacılık	N	N;NOM;SG;3
