この	這	この	這	DET	DET
喫茶店	茶館	喫茶店	茶館	N	N
喫茶店	茶坊	喫茶店	茶坊	N	N
宣告	判刑	宣告	判刑	V	V
土方	土方	土方	土方	N	N
マフィア	黑手	マフィア	黑手	N	N
ルビ	紅	ルビ	紅	N	N
金髪	金髮	金髪	金髮	N	N
胞子	孢子	胞子	孢子	N	N
胞子	孢子	胞子	孢子	N	N
開花	開花	開花	開花	V	V
反動	反動	反動	反動	N	N
回帰	回歸	回帰	回歸	V	V
回帰	倒退	回帰	倒退	V	V
溶接	焊接	溶接	焊接	N	N
溶接	焊接	溶接	焊接	N	N
溶接	焊	溶接	焊	N	N
給付	受益	給付	受益	V	V
環礁	環礁	環礁	環礁	N	N
手動	手冊	手動	手冊	N	N
パルス	脈搏	パルス	脈搏	N	N
パルス	脈	パルス	脈	N	N
許諾	允許	許諾	允許	V	V
抹消	取消	抹消	取消	V	V
海岸	海岸	海岸	海岸	N	N
海岸	海岸	海岸	海岸	N	N
カーネル	核心	カーネル	核心	N	N
電線	纜繩	電線	纜繩	N	N
電線	電纜	電線	電纜	N	N
居酒屋	客棧	居酒屋	客棧	N	N
居酒屋	酒館	居酒屋	酒館	N	N
台地	高原	台地	高原	N	N
日数	日子	日数	日子	N	N
日数	天數	日数	天數	N	N
機密	機密	機密	機密	N	N
機密	機密	機密	機密	N	N
クライアント	客戶	クライアント	客戶	N	N
クライアント	客戶	クライアント	客戶	N	N
掃除	清潔	掃除	清潔	V	V
掃除	清洗	掃除	清洗	V	V
ウシ	牛	ウシ	牛	N	N
穀物	糧食	穀物	糧食	N	N
穀物	穀物	穀物	穀物	N	N
穀物	糧	穀物	糧	N	N
抜粋	摘錄	抜粋	摘錄	V	V
スカイライン	天際	スカイライン	天際	N	N
鉱石	礦石	鉱石	礦石	N	N
保育園	幼兒	保育園	幼兒	N	N
保育園	托兒	保育園	托兒	N	N
ローラー	滾筒	ローラー	滾筒	N	N
ローラー	滾輪	ローラー	滾輪	N	N
フラット	平面	フラット	平面	N	N
フラット	公寓	フラット	公寓	N	N
受け入れる	接受	受け入れる	接受	V	V
補助	補貼	補助	補貼	N	N
補助	補助	補助	補助	N	N
補助	補貼	補助	補貼	N	N
シェフ	廚師	シェフ	廚師	N	N
歯車	裝備	歯車	裝備	N	N
歯車	齒輪	歯車	齒輪	N	N
大当たり	大獎	大当たり	大獎	N	N
大当たり	頭獎	大当たり	頭獎	N	N
パスワード	密碼	パスワード	密碼	N	N
パスワード	密碼	パスワード	密碼	N	N
復員	復員	復員	復員	N	N
メカニック	技工	メカニック	技工	N	N
申告	申報	申告	申報	V	V
赤ちゃん	嬰兒	赤ちゃん	嬰兒	N	N
赤ちゃん	寶貝	赤ちゃん	寶貝	N	N
赤ちゃん	寶寶	赤ちゃん	寶寶	N	N
赤ちゃん	嬰兒	赤ちゃん	嬰兒	N	N
スクロール	捲軸	スクロール	捲軸	N	N
弾頭	彈頭	弾頭	彈頭	N	N
セクター	部門	セクター	部門	N	N
濃い	強壯	濃い	強壯	ADJ	ADJ
濃い	強烈	濃い	強烈	ADJ	ADJ
濃い	堅強	濃い	堅強	ADJ	ADJ
減らす	減少	減らす	減少	V	V
減らす	降低	減らす	降低	V	V
減らす	減少	減らす	減少	V	V
ネック	脖子	ネック	脖子	N	N
ネック	頸	ネック	頸	N	N
ネック	頸部	ネック	頸部	N	N
ストライキ	罷工	ストライキ	罷工	N	N
レター	信	レター	信	N	N
レター	字母	レター	字母	N	N
レター	信函	レター	信函	N	N
レター	信件	レター	信件	N	N
回廊	迴廊	回廊	迴廊	N	N
回廊	走廊	回廊	走廊	N	N
プライド	自豪	プライド	自豪	N	N
プライド	驕傲	プライド	驕傲	N	N
清算	清算	清算	清算	V	V
テロリスト	恐怖	テロリスト	恐怖	N	N
テロリスト	恐怖	テロリスト	恐怖	N	N
管理人	署長	管理人	署長	N	N
持ち込み	攜	持ち込み	攜	V	V
持ち込み	帶	持ち込み	帶	V	V
コスチューム	服裝	コスチューム	服裝	N	N
コスチューム	戲服	コスチューム	戲服	N	N
コスチューム	服裝	コスチューム	服裝	N	N
コスチューム	戲服	コスチューム	戲服	N	N
波動	浪潮	波動	浪潮	N	N
波動	波	波動	波	N	N
波動	波浪	波動	波浪	N	N
スペック	規格	スペック	規格	N	N
スペック	規格	スペック	規格	N	N
原告	原告	原告	原告	N	N
地主	地主	地主	地主	N	N
地主	業	地主	業	N	N
地主	房東	地主	房東	N	N
チキン	雞肉	チキン	雞肉	N	N
チキン	山雞	チキン	山雞	N	N
チキン	雞	チキン	雞	N	N
プライス	價	プライス	價	N	N
プライス	價錢	プライス	價錢	N	N
プライス	價格	プライス	價格	N	N
待遇	治療	待遇	治療	N	N
フレンチ	法文	フレンチ	法文	N	N
すごい	神奇	すごい	神奇	ADJ	ADJ
吹雪	暴風	吹雪	暴風	N	N
吹雪	暴風	吹雪	暴風	N	N
ジュース	汁	ジュース	汁	N	N
ジュース	果汁	ジュース	果汁	N	N
従兄弟	表姐	従兄弟	表姐	N	N
従兄弟	表妹	従兄弟	表妹	N	N
従兄弟	表弟	従兄弟	表弟	N	N
従兄弟	表哥	従兄弟	表哥	N	N
ギルド	公會	ギルド	公會	N	N
ルクス	力士	ルクス	力士	N	N
ステッカー	貼紙	ステッカー	貼紙	N	N
ステッカー	貼紙	ステッカー	貼紙	N	N
故人	逝者	故人	逝者	N	N
ハンド	手球	ハンド	手球	N	N
エッグ	蛋	エッグ	蛋	N	N
エッグ	雞蛋	エッグ	雞蛋	N	N
エッグ	卵	エッグ	卵	N	N
エッグ	蛋	エッグ	蛋	N	N
エッグ	雞蛋	エッグ	雞蛋	N	N
更生	重組	更生	重組	V	V
更生	改組	更生	改組	V	V
更生	康復	更生	康復	V	V
スキン	肌膚	スキン	肌膚	N	N
ヌード	裸露	ヌード	裸露	N	N
ヌード	裸體	ヌード	裸體	N	N
ヌード	裸	ヌード	裸	N	N
ヌード	裸體	ヌード	裸體	N	N
公害	污染	公害	污染	N	N
インフルエンザ	流感	インフルエンザ	流感	N	N
インフルエンザ	流感	インフルエンザ	流感	N	N
関税	關稅	関税	關稅	N	N
毒性	毒性	毒性	毒性	N	N
毒性	毒性	毒性	毒性	N	N
メカニズム	機制	メカニズム	機制	N	N
メカニズム	機制	メカニズム	機制	N	N
やさしい	輕鬆	やさしい	輕鬆	ADJ	ADJ
やさしい	簡單	やさしい	簡單	ADJ	ADJ
ジャンボ	珍寶	ジャンボ	珍寶	N	N
ネギ	韭菜	ネギ	韭菜	N	N
燃える	燃燒	燃える	燃燒	V	V
体質	憲法	体質	憲法	N	N
イヌ	犬	イヌ	犬	N	N
イヌ	狗	イヌ	狗	N	N
苦しみ	受	苦しむ	受	V	V
キノコ	蘑菇	キノコ	蘑菇	N	N
キノコ	蘑菇	キノコ	蘑菇	N	N
厚い	厚厚	厚い	厚厚	ADJ	ADJ
飛躍	跳躍	飛躍	跳躍	V	V
麻痺	癱	麻痺	癱	V	V
証人	證人	証人	證人	N	N
証人	證人	証人	證人	N	N
石碑	碑	石碑	碑	N	N
石碑	石碑	石碑	石碑	N	N
賞賛	欽佩	賞賛	欽佩	V	V
賞賛	仰慕	賞賛	仰慕	V	V
賞賛	表揚	賞賛	表揚	V	V
賞賛	稱	賞賛	稱	V	V
シリアル	串列	シリアル	串列	N	N
シリアル	穀物	シリアル	穀物	N	N
シリアル	穀類	シリアル	穀類	N	N
シリアル	麥片	シリアル	麥片	N	N
シリアル	穀物	シリアル	穀物	N	N
シリアル	穀類	シリアル	穀類	N	N
子育て	育兒	子育て	育兒	N	N
ウィンドウ	窗戶	ウィンドウ	窗戶	N	N
ウィンドウ	窗	ウィンドウ	窗	N	N
乱闘	混戰	乱闘	混戰	N	N
水分	水分	水分	水分	N	N
水分	濕度	水分	濕度	N	N
水分	潮濕	水分	潮濕	N	N
聴く	聽著	聴く	聽著	V	V
遊ぶ	玩	遊ぶ	玩	V	V
遊ぶ	播放	遊ぶ	播放	V	V
嫉妬	吃	嫉妬	吃	V	V
嫉妬	嫉妒	嫉妬	嫉妒	V	V
嫉妬	嫉妒	嫉妬	嫉妒	V	V
ブタ	豬	ブタ	豬	N	N
ブタ	豬	ブタ	豬	N	N
尾翼	尾巴	尾翼	尾巴	N	N
尾翼	尾	尾翼	尾	N	N
退却	退	退却	退	V	V
退却	撤退	退却	撤退	V	V
悪意	惡意	悪意	惡意	N	N
悪意	惡意	悪意	惡意	N	N
屋台	攤位	屋台	攤位	N	N
伝導	電導	伝導	電導	N	N
受け取る	接收	受け取る	接收	V	V
壁画	壁畫	壁画	壁畫	N	N
壁画	壁畫	壁画	壁畫	N	N
エンブレム	國徽	エンブレム	國徽	N	N
素敵	很好	素敵	很好	ADJ	ADJ
思想家	思想	思想家	思想	N	N
たま	偶而	たま	偶而	ADV	ADV
たま	偶爾	たま	偶爾	ADV	ADV
伝送	傳送	伝送	傳送	V	V
面会	探視	面会	探視	V	V
面会	探訪	面会	探訪	V	V
気体	氣	気体	氣	N	N
気体	汽油	気体	汽油	N	N
気体	氣體	気体	氣體	N	N
気体	氣體	気体	氣體	N	N
キャンセル	取消	キャンセル	取消	V	V
キャンセル	取消	キャンセル	取消	V	V
血統	血脈	血統	血脈	N	N
血統	血統	血統	血統	N	N
掘削	挖掘	掘削	挖掘	V	V
掘削	發掘	掘削	發掘	V	V
掘削	鑽井	掘削	鑽井	V	V
掘削	鑽孔	掘削	鑽孔	V	V
掘削	鑽探	掘削	鑽探	V	V
棄却	開除	棄却	開除	V	V
棄却	解雇	棄却	解雇	V	V
棄却	免職	棄却	免職	V	V
棄却	解聘	棄却	解聘	V	V
棄却	解職	棄却	解職	V	V
幼虫	幼蟲	幼虫	幼蟲	N	N
悪	夢魘	悪	夢魘	N	N
悪	惡夢	悪	惡夢	N	N
悪	噩夢	悪	噩夢	N	N
悪	夢魘	悪	夢魘	N	N
演目	方案	演目	方案	N	N
演目	程式	演目	程式	N	N
標準化	標準	標準化	標準	N	N
出血	流血	出血	流血	V	V
出血	出血	出血	出血	V	V
濡れ	浸潤	濡れる	浸潤	V	V
キックボクシング	跆	キックボクシング	跆	N	N
諮問	諮詢	諮問	諮詢	N	N
火事	消防	火事	消防	N	N
火事	火	火事	火	N	N
火事	火災	火事	火災	N	N
赤道	赤道	赤道	赤道	N	N
国々	國家	国々	國家	N	N
国々	各國	国々	各國	N	N
タコ	章魚	タコ	章魚	N	N
ジャイアント	巨人	ジャイアント	巨人	N	N
ジャイアント	巨型	ジャイアント	巨型	N	N
出願	申請	出願	申請	V	V
出願	申請	出願	申請	V	V
銃弾	子	銃弾	子	N	N
銃弾	彈頭	銃弾	彈頭	N	N
ピストン	活塞	ピストン	活塞	N	N
鉄	鐵拳	鉄	鐵拳	N	N
抗体	抗體	抗体	抗體	N	N
抗体	抗體	抗体	抗體	N	N
風船	氣球	風船	氣球	N	N
風船	氣球	風船	氣球	N	N
おばさん	姑姑	おばさん	姑姑	N	N
おばさん	姨媽	おばさん	姨媽	N	N
安定	穩定	安定	穩定	N	N
エレクトロニクス	電子	エレクトロニクス	電子	N	N
パトロール	巡邏	パトロール	巡邏	N	N
チャット	聊天	チャット	聊天	N	N
糖尿病	糖尿	糖尿病	糖尿	N	N
バーガー	漢堡	バーガー	漢堡	N	N
カリウム	鉀	カリウム	鉀	N	N
蛍光	螢光	蛍光	螢光	N	N
蛍光	螢光	蛍光	螢光	N	N
スピリット	精神	スピリット	精神	N	N
民兵	民兵	民兵	民兵	N	N
受領	收據	受領	收據	V	V
ロフト	閣樓	ロフト	閣樓	N	N
帰属	歸屬	帰属	歸屬	V	V
帰属	署名	帰属	署名	V	V
コンボ	套	コンボ	套	N	N
感度	敏感	感度	敏感	N	N
正午	正午	正午	正午	N	N
正午	中午	正午	中午	N	N
正午	正午	正午	正午	N	N
正午	中午	正午	中午	N	N
欠席	缺席	欠席	缺席	V	V
欠席	缺席	欠席	缺席	V	V
口座	帳號	口座	帳號	N	N
口座	帳戶	口座	帳戶	N	N
批准	批准	批准	批准	V	V
説教	佈道	説教	佈道	V	V
説教	鼓吹	説教	鼓吹	V	V
説教	佈道	説教	佈道	V	V
説教	宣揚	説教	宣揚	V	V
フルーツ	果實	フルーツ	果實	N	N
フルーツ	水果	フルーツ	水果	N	N
フルーツ	果	フルーツ	果	N	N
フルーツ	果實	フルーツ	果實	N	N
フルーツ	水果	フルーツ	水果	N	N
返済	償	返済	償	V	V
チャネル	頻道	チャネル	頻道	N	N
チャネル	渠道	チャネル	渠道	N	N
チャネル	頻道	チャネル	頻道	N	N
チャネル	海峽	チャネル	海峽	N	N
チャネル	通道	チャネル	通道	N	N
尾根	山脊	尾根	山脊	N	N
尾根	嶺	尾根	嶺	N	N
スキャン	掃	スキャン	掃	V	V
スキャン	掃	スキャン	掃	V	V
オリエンタル	東方	オリエンタル	東方	N	N
鋭い	尖	鋭い	尖	ADJ	ADJ
お茶	茶葉	お茶	茶葉	N	N
お茶	茶	お茶	茶	N	N
ダイナマイト	炸藥	ダイナマイト	炸藥	N	N
飲む	飲酒	飲む	飲酒	V	V
飲む	喝	飲む	喝	V	V
飲む	喝酒	飲む	喝酒	V	V
トラップ	圈	トラップ	圈	N	N
トラップ	陷阱	トラップ	陷阱	N	N
トラップ	陷阱	トラップ	陷阱	N	N
同値	等	同値	等	N	N
同値	等	同値	等	N	N
フェアリー	神仙	フェアリー	神仙	N	N
フェアリー	仙女	フェアリー	仙女	N	N
フェアリー	仙子	フェアリー	仙子	N	N
ポット	鍋	ポット	鍋	N	N
ポット	壺	ポット	壺	N	N
カルト	邪教	カルト	邪教	N	N
家事	家務	家事	家務	N	N
消える	消失	消える	消失	V	V
フォーカス	重點	フォーカス	重點	N	N
フォーカス	焦點	フォーカス	焦點	N	N
ウエスタン	西部	ウエスタン	西部	N	N
酢酸	乙酸	酢酸	乙酸	N	N
スタンプ	蓋章	スタンプ	蓋章	N	N
スタンプ	郵票	スタンプ	郵票	N	N
スタンプ	印章	スタンプ	印章	N	N
スタンプ	貼紙	スタンプ	貼紙	N	N
スタンプ	貼紙	スタンプ	貼紙	N	N
発令	發放	発令	發放	V	V
発令	簽發	発令	簽發	V	V
発令	發行	発令	發行	V	V
発令	核發	発令	核發	V	V
激戦	凶	激戦	凶	N	N
停滞	停滯	停滞	停滯	V	V
照射	曝光	照射	曝光	V	V
照射	曝露	照射	曝露	V	V
ハンドブック	手冊	ハンドブック	手冊	N	N
パッド	墊	パッド	墊	N	N
マナー	禮儀	マナー	禮儀	N	N
マナー	禮節	マナー	禮節	N	N
マナー	禮儀	マナー	禮儀	N	N
マナー	禮貌	マナー	禮貌	N	N
太陽光	陽光	太陽光	陽光	N	N
裁定	執政	裁定	執政	V	V
裁定	裁決	裁定	裁決	V	V
裁定	裁定	裁定	裁定	V	V
タイル	瓷磚	タイル	瓷磚	N	N
タイル	瓷磚	タイル	瓷磚	N	N
螺旋	螺旋	螺旋	螺旋	N	N
蒸留	蒸餾	蒸留	蒸餾	N	N
蒸留	蒸餾	蒸留	蒸餾	N	N
ブーツ	靴	ブーツ	靴	N	N
ブーツ	靴子	ブーツ	靴子	N	N
ブーツ	靴	ブーツ	靴	N	N
ブーツ	靴子	ブーツ	靴子	N	N
問い合わせ	詢問	問い合わせる	詢問	V	V
問い合わせ	詢問	問い合わせる	詢問	V	V
連帯	團	連帯	團	N	N
エフェクト	特效	エフェクト	特效	N	N
エフェクト	效應	エフェクト	效應	N	N
エフェクト	效果	エフェクト	效果	N	N
エフェクト	特效	エフェクト	特效	N	N
エフェクト	效果	エフェクト	效果	N	N
エフェクト	效應	エフェクト	效應	N	N
バター	奶油	バター	奶油	N	N
バター	黃油	バター	黃油	N	N
バター	牛油	バター	牛油	N	N
結核	結核	結核	結核	N	N
コバルト	鈷	コバルト	鈷	N	N
ソフトボール	壘	ソフトボール	壘	N	N
起業	創業	起業	創業	V	V
欠陥	瑕疵	欠陥	瑕疵	N	N
欠陥	缺陷	欠陥	缺陷	N	N
欠陥	缺陷	欠陥	缺陷	N	N
コブラ	眼鏡	コブラ	眼鏡	N	N
脂肪	肥	脂肪	肥	N	N
脂肪	脂	脂肪	脂	N	N
脂肪	胖	脂肪	胖	N	N
回顧	追溯	回顧	追溯	V	V
眠る	睡	眠る	睡	V	V
眠る	睡覺	眠る	睡覺	V	V
左	左近	左	左近	N	N
勧誘	招標	勧誘	招標	V	V
勧誘	徵求	勧誘	徵求	V	V
手数	委員	手数	委員	N	N
手数	費用	手数	費用	N	N
手数	收費	手数	收費	N	N
手数	費	手数	費	N	N
手数	費用	手数	費用	N	N
手数	收費	手数	收費	N	N
バドミントン	羽毛	バドミントン	羽毛	N	N
バドミントン	羽球	バドミントン	羽球	N	N
陶器	陶器	陶器	陶器	N	N
陶器	陶藝	陶器	陶藝	N	N
スクリプト	文稿	スクリプト	文稿	N	N
スクリプト	劇本	スクリプト	劇本	N	N
溶岩	岩漿	溶岩	岩漿	N	N
溶岩	熔岩	溶岩	熔岩	N	N
異端	異端	異端	異端	N	N
真似	模仿	真似る	模仿	V	V
入浴	洗浴	入浴	洗浴	V	V
入浴	洗澡	入浴	洗澡	V	V
流体	液體	流体	液體	N	N
流体	液	流体	液	N	N
流体	流體	流体	流體	N	N
流体	流體	流体	流體	N	N
お	甜食	お	甜食	N	N
お	糖果	お	糖果	N	N
チューブ	管子	チューブ	管子	N	N
ヒゲ	鬍	ヒゲ	鬍	N	N
林業	林業	林業	林業	N	N
変装	偽裝	変装	偽裝	V	V
変装	偽裝	変装	偽裝	V	V
軍需	軍備	軍需	軍備	N	N
シグナル	訊號	シグナル	訊號	N	N
シグナル	訊號	シグナル	訊號	N	N
オリーブ	橄欖	オリーブ	橄欖	N	N
オリーブ	橄欖	オリーブ	橄欖	N	N
面接	面試	面接	面試	N	N
信念	信仰	信念	信仰	N	N
信念	信心	信念	信心	N	N
信念	信念	信念	信念	N	N
信念	信仰	信念	信仰	N	N
信念	信仰	信念	信仰	N	N
ワイヤー	電線	ワイヤー	電線	N	N
ワイヤー	鋼絲	ワイヤー	鋼絲	N	N
ワイヤー	鐵絲	ワイヤー	鐵絲	N	N
バレル	槍管	バレル	槍管	N	N
審判	裁判	審判	裁判	N	N
スレッド	對話	スレッド	對話	N	N
スレッド	線	スレッド	線	N	N
スレッド	對話	スレッド	對話	N	N
桟橋	碼頭	桟橋	碼頭	N	N
亜鉛	鋅	亜鉛	鋅	N	N
語彙	詞彙	語彙	詞彙	N	N
語彙	字彙	語彙	字彙	N	N
充電	電荷	充電	電荷	N	N
充電	收費	充電	收費	N	N
充電	收費	充電	收費	N	N
充電	補給	充電	補給	N	N
大工	木工	大工	木工	N	N
停泊	停泊	停泊	停泊	V	V
ワクチン	疫苗	ワクチン	疫苗	N	N
ワクチン	疫苗	ワクチン	疫苗	N	N
監獄	監獄	監獄	監獄	N	N
監獄	監獄	監獄	監獄	N	N
売る	賣	売る	賣	V	V
売る	出售	売る	出售	V	V
破片	碎片	破片	碎片	N	N
買い物	購物	買い物	購物	N	N
既婚	已婚	既婚	已婚	N	N
陽性	正面	陽性	正面	N	N
陽性	陽性	陽性	陽性	N	N
チョーク	粉筆	チョーク	粉筆	N	N
四十	四十	四十	四十	NUM	NUM
エコー	回聲	エコー	回聲	N	N
エコー	回音	エコー	回音	N	N
スイング	鞦韆	スイング	鞦韆	N	N
カリスマ	魅力	カリスマ	魅力	N	N
下着	內衣	下着	內衣	N	N
下着	內褲	下着	內褲	N	N
分泌	分泌	分泌	分泌	N	N
廃墟	廢墟	廃墟	廢墟	N	N
廃墟	遺址	廃墟	遺址	N	N
廃墟	遺跡	廃墟	遺跡	N	N
深度	深度	深度	深度	N	N
配当	紅利	配当	紅利	N	N
配当	分紅	配当	分紅	N	N
配当	股息	配当	股息	N	N
配当	分銷	配当	分銷	N	N
配当	紅利	配当	紅利	N	N
配当	股息	配当	股息	N	N
掲示	發文	掲示	發文	V	V
パスポート	護照	パスポート	護照	N	N
パスポート	護照	パスポート	護照	N	N
カロリー	卡路里	カロリー	卡路里	N	N
カロリー	卡路里	カロリー	卡路里	N	N
カロリー	熱量	カロリー	熱量	N	N
消化	消化	消化	消化	V	V
ヘビ	蛇	ヘビ	蛇	N	N
ヘビ	蛇	ヘビ	蛇	N	N
膨張	膨脹	膨張	膨脹	V	V
膨張	擴建	膨張	擴建	V	V
膨張	擴張	膨張	擴張	V	V
膨張	拓展	膨張	拓展	V	V
膨張	擴大	膨張	擴大	V	V
膨張	擴展	膨張	擴展	V	V
バッジ	徽章	バッジ	徽章	N	N
バッジ	警徽	バッジ	警徽	N	N
バッジ	徽章	バッジ	徽章	N	N
残酷	殘酷	残酷	殘酷	ADJ	ADJ
残酷	殘忍	残酷	殘忍	ADJ	ADJ
ペナルティ	罰	ペナルティ	罰	N	N
ペナルティ	懲罰	ペナルティ	懲罰	N	N
ペナルティ	處罰	ペナルティ	處罰	N	N
ペナルティ	刑罰	ペナルティ	刑罰	N	N
フェンス	籬笆	フェンス	籬笆	N	N
フェンス	柵欄	フェンス	柵欄	N	N
フェンス	圍牆	フェンス	圍牆	N	N
船員	水兵	船員	水兵	N	N
船員	水手	船員	水手	N	N
フォレスト	森林	フォレスト	森林	N	N
賭博	賭	賭博	賭	N	N
賭博	賭博	賭博	賭博	N	N
コップ	盃	コップ	盃	N	N
コップ	杯	コップ	杯	N	N
コップ	杯子	コップ	杯子	N	N
母国	祖國	母国	祖國	N	N
反響	回響	反響	回響	N	N
反響	回聲	反響	回聲	N	N
反響	回音	反響	回音	N	N
不祥事	醜聞	不祥事	醜聞	N	N
不祥事	緋聞	不祥事	緋聞	N	N
祭壇	祭壇	祭壇	祭壇	N	N
祭壇	壇	祭壇	壇	N	N
スライダー	滑桿	スライダー	滑桿	N	N
ヤギ	山羊	ヤギ	山羊	N	N
ヤギ	羊	ヤギ	羊	N	N
ヤギ	山羊	ヤギ	山羊	N	N
金庫	安全	金庫	安全	N	N
バトン	警棍	バトン	警棍	N	N
睡眠	睡眠	睡眠	睡眠	N	N
モノクロ	單色	モノクロ	單色	N	N
洗濯	洗滌	洗濯	洗滌	V	V
洗濯	洗	洗濯	洗	V	V
洗濯	洗衣	洗濯	洗衣	V	V
ツル	吊車	ツル	吊車	N	N
レズビアン	女同	レズビアン	女同	N	N
祝福	祝	祝福	祝	V	V
祝福	祝	祝福	祝	V	V
祝福	祝	祝福	祝	V	V
祝福	有	祝福	有	V	V
視力	視力	視力	視力	N	N
届出	通知	届出	通知	V	V
お気に入り	最愛	お気に入り	最愛	N	N
ヨット	遊艇	ヨット	遊艇	N	N
ヨット	遊艇	ヨット	遊艇	N	N
飛行船	飛艇	飛行船	飛艇	N	N
陶芸	陶器	陶芸	陶器	N	N
陶芸	陶藝	陶芸	陶藝	N	N
