jako	जैसे	jako	जैसे	CONJ	CONJ
ekonomická	आर्थिक	ekonomický	आर्थिक	ADJ;NOM;FEM;SG;POS	ADJ;NOM
ekonomická	किफायती	ekonomický	किफायती	ADJ;NOM;FEM;SG;POS	ADJ;NOM
senát	सीनेट	senát	सीनेट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
sedmé	सातवीं	sedmý	सातवां	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
sedmé	सातवाँ	sedmý	सातवाँ	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
ředitelství	निदेशालय	ředitelství	निदेशालय	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
náhrada	मुआवज़ा	náhrada	मुआवज़ा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
náhrada	क्षतिपूर्ति	náhrada	क्षतिपूर्ति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
náhrada	मुआवजा	náhrada	मुआवजा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
náhrada	मुआवजे	náhrada	मुआवजा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
náhrada	प्रतिस्थापन	náhrada	प्रतिस्थापन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
oznámeno	घोषित	oznámený	घोषित	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
zjevení	रहस्योद्घाटन	zjevení	रहस्योद्घाटन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
závislost	निर्भरता	závislost	निर्भरता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
závislost	लत	závislost	लत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
závislost	व्यसन	závislost	व्यसन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kuchyně	व्यंजन	kuchyně	व्यंजन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kuchyně	भोजन	kuchyně	भोजन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kuchyně	रसोई	kuchyně	रसोई	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
kuchyně	रसोईघर	kuchyně	रसोईघर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
napadení	उत्पीड़न	napadení	उत्पीडन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
homo	होमो	homo	होमो	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
míč	गेंद	míč	गेंद	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
výpočet	गणना	výpočet	गणना	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
výpočet	गणना	výpočet	गणना	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
autorka	रचयिता	autorka	रचयिता	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
autorka	लेखक	autorka	लेखक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
hospodářská	आर्थिक	hospodářský	आर्थिक	ADJ;NOM;FEM;SG;POS	ADJ;NOM
pouť	तीर्थ	pouť	तीर्थ	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
prezentace	प्रस्तुति	prezentace	प्रस्तुति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
prezentace	प्रस्तुतिकरण	prezentace	प्रस्तुतिकरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
prezentace	प्रस्तुतीकरण	prezentace	प्रस्तुतीकरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
prezentace	स्लाइडशो	prezentace	स्लाइडशो	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
prezentace	प्रस्तुतिकरण	prezentace	प्रस्तुतिकरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
příchod	आगमन	příchod	आगमन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přežil	बच	přežít	बच	V;MASC;SG;POS;PST;V.PTCP;ACT	V;ACT
padesát	पचास	padesát	पचास	NUM;NOM;SG	NUM
oprávnění	इजाजत	oprávnění	इजाजत	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
oprávnění	अनुमति	oprávnění	अनुमति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
oprávnění	अनुमति	oprávnění	अनुमति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
směry	दिशाएँ	směr	दिशा	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
verše	आयतें	verš	आयत	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
dodržování	अनुपालन	dodržování	अनुपालन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
teplo	गर्मी	teplo	गर्मी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
teplo	गरमी	teplo	गरमी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
teplo	हीट	teplo	हीट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
teplo	ऊष्मा	teplo	ऊष्मा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
teplo	ऊष्मा	teplo	ऊष्मा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
dopředu	आगे	dopředu	आगे	ADV	ADV;NOM;MASC;SG;3
dopředu	आगे	dopředu	आगे	ADV	ADV;NOM;MASC;SG;3
terapie	चिकित्सक	terapie	चिकित्सक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
terapie	चिकित्सा	terapie	चिकित्सा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
mnich	भिक्षु	mnich	भिक्षु	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soukromá	निजी	soukromý	निजी	ADJ;NOM;FEM;SG;POS	ADJ;NOM
květ	फूल	květ	फूल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
subjekt	विषय	subjekt	विषय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vazba	बाइंडिंग	vazba	बाइंडिंग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
řetězec	वाक्यांश	řetězec	वाक्यांश	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
řetězec	स्ट्रिंग	řetězec	स्ट्रिंग	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
řetězec	चेन	řetězec	चेन	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
schválení	अनुमोदन	schválení	अनुमोदन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
schválení	स्वीकृति	schválení	स्वीकृति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
vstoupit	डालें	vstoupit	डाल	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
střecha	छत	střecha	छत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
střecha	छत	střecha	छत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
třebaže	हालांकि	třebaže	हालांकि	CONJ	CONJ
regulace	नियमन	regulace	नियमन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
regulace	विनियम	regulace	विनियम	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
regulace	विनियमन	regulace	विनियमन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
špatný	खराब	špatný	खराब	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	सटीक	přesný	सटीक	ADJ;INAN;NOM;MASC;SG;POS	ADJ
přesný	सटीक	přesný	सटीक	ADJ;INAN;NOM;MASC;SG;POS	ADJ
etapa	टांग	etapa	टांग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
etapa	लेग	etapa	लेग	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
etapa	चरण	etapa	चरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
etapa	स्टेज	etapa	स्टेज	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
naučil	सीखा	naučit	सीख	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
naučil	सीखे	naučit	सीखे	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
naučil	सिखाया	naučit	सिखा	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
plná	पूरा	plný	पूरा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
náboženská	धार्मिक	náboženský	धार्मिक	ADJ;NOM;FEM;SG;POS	ADJ;NOM
stvoření	जीव	stvoření	जीव	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
stvoření	प्राणी	stvoření	प्राणी	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
arsenal	आर्सेनल	arsenal	आर्सेनल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zámky	ताले	zámek	ताला	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
ubytování	आवास	ubytování	आवास	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
ubytování	होस्टल	ubytování	होस्टल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
odpovědnost	देयता	odpovědnost	दे	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
odpovědnost	उत्तरदायित्व	odpovědnost	उत्तरदायित्व	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
odpovědnost	ज़िम्मेदारी	odpovědnost	ज़िम्मेदारी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
odpovědnost	जिम्मेदारी	odpovědnost	जिम्मेदारी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
odpovědnost	उत्तरदायित्व	odpovědnost	उत्तरदायित्व	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
odpovědnost	जवाबदेही	odpovědnost	जवाबदेही	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
rosa	रोज़ा	rosa	रोज़ा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
šestnáct	सोलह	šestnáct	सोलह	NUM;NOM;SG	NUM
implementace	कार्यान्वयन	implementace	कार्यान्वयन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
implementace	क्रियान्वयन	implementace	क्रियान्वयन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
head	दिमाग़	haad	दिमाग़	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
head	सिर	haad	सिर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
provádění	कार्यान्वयन	provádění	कार्यान्वयन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
provádění	क्रियान्वयन	provádění	क्रियान्वयन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
pohřeb	संस्कार	pohřeb	संस्कार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pohřeb	अंत्येष्टि	pohřeb	अंत्येष्टि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
mclaren	मैकलारेन	mclarna	मैकलारेन	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
náročné	चुनौतीपूर्ण	náročný	चुनौतीपूर्ण	ADJ;NOM;NEUT;SG;POS	ADJ
ekonomický	आर्थिक	ekonomický	आर्थिक	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
ekonomický	किफायती	ekonomický	किफायती	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
porážka	वध	porážka	वध	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
porážka	हार	porážka	हार	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
porážka	शिकस्त	porážka	शिकस्त	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
nováček	प्रशिक्षु	nováček	प्रशिक्षु	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výslovnost	उच्चारण	výslovnost	उच्चारण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
poražen	पराजित	poražený	पराजित	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
prsty	उंगलियां	prst	उंगली	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
prsty	उँगलियाँ	prst	उँगली	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
prsty	अंगुलियाँ	prst	अंगुली	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
prsty	उंगलियाँ	prst	उंगली	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
chráněný	संरक्षित	chráněný	संरक्षित	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
chráněný	सुरक्षित	chráněný	सुरक्षित	ADJ;INAN;NOM;MASC;SG;POS	ADJ
kolektivní	सामूहिक	kolektivní	सामूहिक	ADJ;NOM;MASC;SG;POS	ADJ;NOM
klima	जलवायु	klima	जलवायु	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
obr	दानव	obrázek	दानव	N;INAN;MASC;POS	N;NOM;MASC;SG;3
geometrie	ज्यामिती	geometrie	ज्यामिती	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
geometrie	ज्यामिति	geometrie	ज्यामिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
geometrie	भूगोल	geometrie	भूगोल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
styk	संभोग	styk	संभोग	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
styk	मैथुन	styk	मैथुन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
některý	कुछ	některý	कुछ	DET;NOM;MASC;SG	DET
poranění	चोट	poranění	चोट	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
akt	एक्ट	akt	एक्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
akt	अधिनियम	akt	अधिनियम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
ekologické	पर्यावरणीय	ekologický	पर्यावरणीय	ADJ;NOM;MASC;SG;POS	ADJ;NOM
obal	पैकेजिंग	obal	पैकेजिंग	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
obal	आवरण	obal	आवरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
partnerství	भागीदारी	partnerství	भागीदारी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
partnerství	साझेदारी	partnerství	साझेदारी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
místnost	कमरे	místnost	कमरा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
místnost	रूम	místnost	रूम	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
autobus	बस	autobus	बस	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
rámec	फ्रेमवर्क	rámec	फ्रेमवर्क	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rámec	फ्रेम	rámec	फ्रेम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rámec	ढांचा	rámec	ढांचा	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rámec	गठन	rámec	गठन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rámec	फ़्रेम	rámec	फंरेरल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
krásný	सुंदर	krásný	सुन्दर	ADJ;INAN;NOM;MASC;SG;POS	ADJ
krásný	खूबसूरत	krásný	खूबसूरत	ADJ;INAN;NOM;MASC;SG;POS	ADJ
splnění	पूर्ति	splnění	पूर्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
dáma	चेकर्स	dáma	चेकर्स	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
dáma	महिला	dáma	महिला	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
experiment	प्रयोग	experiment	प्रयोग	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rukopis	पाण्डुलिपि	rukopis	पाण्डुलिपि	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
atentát	हत्या	atentát	हत्या	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
snížit	घटा	snížit	घटा	V;PFV;POS;NFIN	V;MASC;SG;V.PTCP;ACT
snížit	घटी	snížit	घट	V;PFV;POS;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
grafika	ग्राफ़िक	grafika	ग्राफ़िक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
grafika	ग्राफिक	grafika	ग्राफिक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
grafika	ग्राफिक्स	grafika	ग्राफिक्स	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
vyučování	शिक्षण	vyučování	शिक्षण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
identity	पहचान	identita	पहचान	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
identity	पहचान	identita	पहचान	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
blokování	ब्लॉकिंग	blokování	ब्लॉकिंग	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
blokování	खंड	blokování	खंड	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
blokování	ब्लॉक	blokování	ब्लॉक	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
blokování	ब्लाक	blokování	ब्लाक	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
ponorka	पनडुब्बी	ponorka	पनडुब्बी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
ponorka	उप	ponorka	उप	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
plošina	प्लेटफ़ॉर्म	plošina	प्लेटफोॉर्म	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
plošina	प्लेटफॉर्म	plošina	प्लेटफॉर्म	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
plošina	मंच	plošina	मंच	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
plošina	पठार	plošina	पठार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
sedí	बैठा	sedět	बैठ	V;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
sedí	बैठे	sedět	बैठ	V;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
hladina	स्तर	hladina	स्तर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
dně	तल	dno	तल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
odolnost	प्रतिरोध	odolnost	प्रतिरोध	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
připojit	जुड़ें	připojit	जुड़	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
připojit	जुड़ें	připojit	जुड़	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
zajímavý	दिलचस्प	zajímavý	दिलचस्प	ADJ;INAN;NOM;MASC;SG;POS	ADJ
turistika	पर्यटन	turistika	पर्यटन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
turistika	हाइकिंग	turistika	हाइकिंग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
plánované	नियोजित	plánovaný	नियोजित	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
radost	खुशी	radost	खुशी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
radost	आनन्द	radost	आनन्द	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
office	आफिस	office	आफिस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
office	ऑफिस	office	ऑफिस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
office	कार्यालय	office	कार्यालय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
office	ऑफ़िस	office	ऑफ़िस	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
office	दफ्तर	office	दफ्तर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
dědice	उत्तराधिकारी	dědic	उत्तराधिकारी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
dědice	वारिस	dědic	वारिस	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
dědice	वारिस	dědic	वारिस	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
ukázat	दिखाओ	ukázat	दिखा	V;POS;NFIN	V;SBJV;SG;FIN;ACT
ukázat	दिखाएं	ukázat	दिखा	V;POS;NFIN	V;SBJV;PL;FIN;ACT
ukázat	दिखाएँ	ukázat	दिखा	V;POS;NFIN	V;SBJV;PL;FIN;ACT
impérium	साम्राज्य	impérium	साम्राज्य	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prozatímní	अंतरिम	prozatímní	अंतरिम	ADJ;NOM;MASC;SG;POS	ADJ;NOM
obilí	अनाज	obilí	अनाज	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
působnosti	स्कोप	působnost	स्कोप	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
působnosti	गुंजाइश	působnost	गुंजाइश	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
působnosti	कार्यक्षेत्र	působnost	कार्यक्षेत्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
působnosti	पैमाना	působnost	पैमाना	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
odborník	एक्सपर्ट	odborník	एक्सपर्ट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
deklarace	डिक्लेरेशन	deklarace	डिक्लेरेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
deklarace	घोषणा	deklarace	घोषणा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
upravené	समायोजित	upravený	समायोजित	ADJ;NOM;MASC;PL;POS	ADJ;NOM
upravené	परिवर्तित	upravený	परिवर्तित	ADJ;NOM;MASC;PL;POS	ADJ
upravené	संशोधित	upravený	संशोधित	ADJ;NOM;MASC;PL;POS	ADJ
náměstek	डिप्टी	náměstek	डिप्टी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
plod	भ्रूण	plod	भ्रूण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
instalace	स्थापना	instalace	स्थापना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
instalace	संस्थापना	instalace	संस्थापना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
instalace	इंस्टॉल	instalace	इंस्टॉल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
instalace	संस्थापन	instalace	संस्थापन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
instalace	स्थापना	instalace	स्थापना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
instalace	अधिष्ठापन	instalace	अधिष्ठापन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
instalace	संस्थापना	instalace	संस्थापना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
instalace	स्थापना	instalace	स्थापना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
chlapci	लड़के	chlapec	लड़का	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
revize	संशोधन	revize	संशोधन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
utrpení	कष्ट	utrpení	कष्ट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
utrpení	कष्ट	utrpení	कष्ट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
utrpení	दुख	utrpení	दुख	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
závislé	निर्भर	závislý	निर्भर	ADJ;NOM;NEUT;SG;POS	ADJ
báze	बेस	báze	बेस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
báze	आधार	báze	आधार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
fotografování	फोटोग्राफी	fotografování	फोटोग्राफी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
fotografování	फ़ोटोग्राफ़ी	fotografování	फामटोग्राफ़ी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
fotografování	छायाचित्र	fotografování	छायाचित्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
rozšířený	विस्तारित	rozšířený	विस्तारित	ADJ;INAN;NOM;MASC;SG;POS	ADJ
dobýt	जीतें	dobýt	जीत	V;POS;NFIN	V;SBJV;PL;FIN;ACT
získávání	प्राप्ति	získávání	प्राप्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
získávání	अधिग्रहण	získávání	अधिग्रहण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vlastník	मालिक	vlastník	मालिक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
střela	गोली	střela	गोली	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
střela	शॉट	střela	शॉट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
střela	प्रक्षेपास्त्र	střela	प्रक्षेपास्त्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
střela	मिसाइल	střela	मिसाइल	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
ptáky	पक्षियों	pták	पक्षी	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
snadné	आसान	snadný	आसान	ADJ;NOM;NEUT;SG;POS	ADJ
vchod	प्रवेश	vchod	प्रवेश	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pochod	कूच	pochod	कूच	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
pochod	मुक़ाबला	pochod	मुक़ाबला	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
poznal	पहचाना	poznat	पहचान	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
vždycky	हमेशा	vždycky	हमेशा	ADV	ADV
spiknutí	षड्यन्त्र	spiknutí	षड्यन्त्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
