med	साथ	med	साथ	ADV	ADV;NOM;MASC;SG;3
betaling	भुगतान	betaling	भुगतान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
atmosfære	वातावरण	atmosfære	वातावरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
atmosfære	वायुमण्डल	atmosfære	वायुमण्डल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
atmosfære	वायुमंडल	atmosfære	वायुमंडल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
atmosfære	माहौल	atmosfære	माहौल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konkurrencer	प्रतियोगिताओं	konkurrence	प्रतियोगिता	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
konkurrencer	प्रतियोगिताओं	konkurrence	प्रतियोगिता	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
regent	मापक	regent	मापक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
regent	शासक	regent	शासक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
regent	रीजेंट	regent	रीजेंट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
planeten	ग्रह	plan	ग्रह	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
strenge	सख्त	streng	सख्त	ADJ;PL	ADJ
græs	घास	græs	घास	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
græs	ग्रास	græs	ग्रास	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
græs	खरपतवार	græs	खरपतवार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
basketball	बास्केटबॉल	basketball	बास्केटबॉल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
basketball	बास्केट	basketball	बास्केट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
alfabet	लिपि	alfab	लिपि	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
alfabet	वर्णमाला	alfab	वर्णमाला	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
price	कीमत	price	कीमत	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
price	मूल्य	price	मूल्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
værktøj	औज़ार	værktøj	औज़ार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
værktøj	औजार	værktøj	औजार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
værktøj	औज़ार	værktøj	औज़ार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
værktøj	टूल	værktøj	टूल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
slutspillet	playoffs	slutspillet	playoffs	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
løs	ढीला	løs	ढीला	ADJ;INDF;SG	ADJ;NOM;MASC;SG
spids	युक्ति	spids	युक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
færdigt	समाप्त	færdig	समाप्त	ADJ;INDF;NEUT;SG	ADJ
mindretal	अल्पसंख्यक	mindretal	अल्पसंख्यक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mindretal	अल्पसंख्यक	mindretal	अल्पसंख्यक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mønster	प्रतिकृति	mønster	प्रतिकृति	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
mønster	प्रतिमान	mønster	प्रतिमान	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mønster	पैटर्न	mønster	पैटर्न	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
galleri	गैलरी	galleri	गैलरी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
galleri	गलियारा	galleri	गलियारा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
galleri	दीर्घा	galleri	दीर्घा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
køkken	व्यंजन	køkke	व्यंजन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
køkken	भोजन	køkke	भोजन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
køkken	रसोई	køkke	रसोई	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
køkken	रसोईघर	køkke	रसोईघर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
underviser	सिखा	undervise	सिखा	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
underviser	सिखाती	undervise	सिखा	V;IND;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
kulturen	संस्कृति	kultur	संस्कृति	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
uafgjort	चित्रण	uafgjort	चित्रण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
smuk	सुंदर	smuk	सुन्दर	ADJ;INDF;MASC+FEM;SG	ADJ
smuk	खूबसूरत	smuk	खूबसूरत	ADJ;INDF;MASC+FEM;SG	ADJ
smuk	सुंदर	smuk	सुन्दर	ADJ;INDF;MASC+FEM;SG	ADJ
hensigt	इरादा	hensigt	इरादा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hensigt	इरादे	hensigt	इरादा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udendørs	बाहरी	udendørs	बाहरी	ADJ	ADJ;NOM
udendørs	बाहरी	udendørs	बाहरी	ADJ	ADJ;NOM
eleverne	छात्रों	elev	छात्र	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
eleverne	विद्यार्थियों	elev	विद्यार्थी	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
imponerende	प्रभावशाली	imponerende	प्रभावशाली	ADJ	ADJ
materiel	वस्तु	materiel	वस्तु	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
materiel	पदार्थ	materiel	पदार्थ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
materiel	सामग्री	materiel	सामग्री	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
fjendtlige	विरोधी	fjendtlig	विरोधी	ADJ;PL	ADJ
dal	दाल	dal	दाल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dal	घाटी	dal	घाटी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hære	सेनाओं	hære	सेना	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
gæld	ऋण	gæld	ऋण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gæld	कर्ज	gæld	कर्ज	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ledige	उपलब्ध	ledig	उपलब्ध	ADJ;PL	ADJ
stars	तारे	stars	तारा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
stars	सितारे	stars	सितारा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kerne	केंद्रक	kerne	केंद्रक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kerne	कर्नेल	kerne	कर्नेल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommere	न्यायाधीशों	dommer	न्यायाधीश	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
bold	गेंद	bold	गेंद	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
administratorer	प्रशासकों	administrator	प्रशासक	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
hjernen	दिमाग़	hjerne	दिमाग़	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjernen	मस्तिष्क	hjerne	मस्तिष्क	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjernen	दिमाग	hjerne	दिमाग	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
lejren	कैम्प	lejr	कैम्प	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
lejren	कैंप	lejr	कैंप	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
lejren	शिविर	lejr	शिविर	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
firmaer	कंपनियों	firma	कंपनी	N;INDF;NEUT;PL	N;ACC;FEM;PL;3
firmaer	कंपनियाँ	firma	कंपनी	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
øjnene	निगाहों	øje	निगाह	N;DEF;NEUT;PL	N;ACC;FEM;PL;3
øjnene	आंखें	øje	आंख	N;DEF;NEUT;PL	N;NOM;FEM;PL;3
øjnene	आँखें	øje	आँख	N;DEF;NEUT;PL	N;NOM;FEM;PL;3
selvstyre	स्वायत्तता	selvstyre	स्वायत्तता	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
indtægter	रसीदें	indtægte	रसीद	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
håndtere	संभाल	håndtere	संभाल	V;NFIN;ACT	V;FIN;ACT
linux	लिनक्स	linux	लिनक्स	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
relationer	रिश्ते	relation	रिश्ता	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
relationer	रिश्तों	relation	रिश्ता	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
relationer	रिश्ते	relation	रिश्ता	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
symboler	प्रतीकों	symbol	प्रतीक	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
skjold	शील्ड	skjold	शील्ड	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
studenter	छात्रों	student	छात्र	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
seminarium	गुरुकुल	seminarium	गुरुकुल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tyve	बीस	tyve	बीस	NUM	NUM
helbred	सेहत	helbred	सेहत	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
helbred	स्वास्थ्य	helbred	स्वास्थ्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
engagement	सहभागिता	engagement	सहभागिता	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
engagement	सगाई	engagement	सगा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
engagement	भागीदारी	engagement	भागीदारी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
engagement	प्रतिबद्धता	engagement	प्रतिबद्धता	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
komplekse	जटिल	komplekse	जटिल	ADJ;PL	ADJ
formet	तराशा	formet	तराश	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
vinger	पंखों	vinge	पंख	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
vinger	पंख	vinge	पंख	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
åbning	ओपनिंग	åbning	ओपनिंग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
evnen	क्षमता	evne	क्षमता	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
borgerne	नागरिकों	borger	नागरिक	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
hale	पूँछ	hale	पूँछ	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hale	पूंछ	hale	पूंछ	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
psykologi	मनोविज्ञान	psykologi	मनोविज्ञान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grevinde	countess	grevinde	countess	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uenighed	विवाद	uenighed	विवाद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uenighed	असहमति	uenighed	असहमति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
uenighed	मतभिन्नता	uenighed	मतभिन्नता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
regeringer	सरकारों	regering	सरकार	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
regeringer	सरकारें	regering	सरकार	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
felter	फ़ील्ड्स	felter	फ़ील्ड्स	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
pattedyr	स्तनधारियों	pattedyr	स्तनधारी	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
pattedyr	स्तनधारी	pattedyr	स्तनधारी	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
vinkel	कोण	vinkel	कोण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vinkel	शेवरॉन	vinkel	शेवरॉन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
resultaterne	परिणामों	resultat	परिणाम	N;DEF;NEUT;PL	N;ACC;MASC;PL;3
resultaterne	परिणाम	resultat	परिणाम	N;DEF;NEUT;PL	N;NOM;MASC;PL;3
tilbageværende	शेष	tilbageværende	शेष	ADJ	ADJ
tilbageværende	बाकी	tilbageværende	बाकी	ADJ	ADJ
tilbageværende	बाकी	tilbageværende	बाकी	ADJ	ADJ
fan	पंखा	fan	पंखा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mønter	सिक्के	mønt	सिक्का	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
debatten	बहस	debat	बहस	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
hjemland	मातृभूमि	hjemland	मातृभूमि	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
medlemskab	सदस्यता	medlemskab	सदस्यता	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
kritikere	आलोचकों	kritiker	आलोचक	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
forhånd	एडवांस	forhånd	एडवांस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dramatisk	नाटकीय	dramatisk	नाटकीय	ADJ;INDF;SG	ADJ;NOM
nederst	नीचे	nederst	नीचे	ADV	ADV;NOM;MASC;SG;3
arbejdskraft	मज़दूर	arbejdskraft	मजदूर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
arbejdskraft	श्रम	arbejdskraft	श्रम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
arbejdskraft	जनशक्ति	arbejdskraft	जनशक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
variationer	विसंगतियाँ	variation	विसंगति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinden	औरत	kvinde	औरत	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
kvinden	महिला	kvinde	महिला	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
kvinden	स्त्री	kvinde	स्त्री	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
vejret	श्वास	vejr	श्वास	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
vejret	मौसम	vejr	मौसम	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
departement	विभाग	departement	विभाग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hals	गला	hals	गला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hals	गला	hals	गला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hals	गर्दन	hals	गर्दन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ankomst	आगमन	ankomst	आगमन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blog	चिट्ठा	blog	चिट्ठा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blog	ब्लॉग	blog	ब्लॉग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bagfra	पीछे	bagfra	पीछे	ADV	ADV;NOM;MASC;SG;3
gave	तोहफा	gave	तोहफा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overblik	अवलोकन	overblik	अवलोकलन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bølge	तरंग	bølge	तरंग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bølge	लहर	bølge	लहर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
drøm	स्वप्न	drøm	स्वप्न	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
drøm	सपना	drøm	सपना	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hændelser	घटनाएँ	hændelse	घटना	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
bestyrelsesmedlem	निर्देशक	bestyrelsesmedlem	निर्देशक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bestyrelsesmedlem	निदेशक	bestyrelsesmedlem	निदेशक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
sparta	स्पार्टा	sparta	स्पार्टा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
bytte	विनिमय	bytte	विनिमय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bytte	एक्सचेंज	bytte	एक्सचेंज	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bytte	शिकार	bytte	शिकार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bytte	व्यापार	bytte	व्यापार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
biflod	उपनदी	biflod	उपनद	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hockey	हॉकी	hockey	हॉकी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
butik	शॉप	butik	शॉप	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
butik	दुकान	butik	दुकान	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
butik	दूकान	butik	दूकान	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
butik	स्टोर	butik	स्टोर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sne	बर्फ़	sne	बर्फ़	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sne	बर्फ	sne	बर्फ	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sne	हिम	sne	हिम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
reddet	बचाया	redde	बचा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
oplysning	सुचना	oplysning	सुचना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
oplysning	एनोटेशन	oplysning	एनोटेशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
oplysning	जानकारी	oplysning	जानकारी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
oplysning	सूचना	oplysning	सूचना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tiger	बाघ	tige	बाघ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
temperaturen	तापमान	temperatur	तापमान	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
perspektiv	परिदृश्य	perspektiv	परिदृश्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
perspektiv	पर्सपेक्टिव	perspektiv	पर्सपेक्टिव	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
perspektiv	परिप्रेक्ष्य	perspektiv	परिप्रेक्ष्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
parametre	पैरामीटर्स	parametre	पैरामीटर	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
instituttet	इंस्टीट्यूट	institut	इंस्टीट्यूट	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
instituttet	न्यास	institut	न्यास	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
bestemmelser	प्रावधानों	bestemmelse	प्रावधान	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
boulevard	boulevard	boulevard	boulevard	N;INDF;MASC+FEM;SG	N;NOM;MASC
svær	कठोर	svær	कठोर	ADJ;INDF;MASC+FEM;SG	ADJ
svær	कड़ा	svær	कड़ा	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
svær	कठोर	svær	कठोर	ADJ;INDF;MASC+FEM;SG	ADJ
enge	घासभूमि	enge	घासभूमि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hjertet	हृदय	hjerte	हृदय	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hjertet	ह्रदय	hjerte	ह्रदय	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hjertet	दिल	hjerte	दिल	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
jordskælv	भूकंप	jordskælv	भूकंप	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
jordskælv	भूकंप	jordskælv	भूकंप	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
variation	विभिन्नता	variation	विभिन्नता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fordeling	विश्लेषण	fordeling	विश्लेषण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fordeling	आबंटन	fordeling	आबंटन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fordeling	आवंटन	fordeling	आवंटन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fordeling	वितरण	fordeling	वितरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ulykke	accident	ulykke	accident	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ulykke	दुर्घटना	ulykke	दुर्घटना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
lyden	ध्वनि	lyd	ध्वनि	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
motorvejen	फ्रीवे	motorvej	फ्रीवे	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
motorvejen	हाईवे	motorvej	हाईवे	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
motorvejen	राजमार्ग	motorvej	राजमार्ग	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
hemmelighed	गोपनीय	hemmelighed	गोपनीय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hemmelighed	भेद	hemmelighed	भेद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hemmelighed	रहस्य	hemmelighed	रहस्य	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hemmelighed	गोपनीयता	hemmelighed	गोपनीयता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
protest	आपत्ति	protest	आपत्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
protest	विरोध	protest	विरोध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
protest	विरोध	protest	विरोध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
enestående	अनोखा	enestående	अनोखा	ADJ	ADJ;NOM;MASC;SG
enestående	अनूठा	enestående	अनूठा	ADJ	ADJ;NOM;MASC;SG
banker	बैंकों	bank	बैंक	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
stemning	वातावरण	stemning	वातावरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemning	वायुमण्डल	stemning	वायुमण्डल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemning	वायुमंडल	stemning	वायुमंडल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemning	माहौल	stemning	माहौल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemning	मिज़ाज	stemning	मिज़ाज	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemning	मूड	stemning	मूड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemning	मनोदशा	stemning	मनोदशा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
afgørelse	फैसला	afgørelse	फैसला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afgørelse	निर्णय	afgørelse	निर्णय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ruter	मार्गों	ruter	मार्ग	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
poster	वस्तुएँ	post	वस्तु	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
poster	वस्तुएं	post	वस्तु	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
missiler	मिसाइलों	missil	मिसाइल	N;INDF;NEUT;PL	N;ACC;FEM;PL;3
missiler	मिसाइलें	missil	मिसाइल	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
synspunkter	नजारे	synspunkt	नजारा	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
dokument	दस्तावेज़	dokument	दस्तावेज़	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
sammenslutning	विलय	sammenslutning	विलय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sammenslutning	सम्बद्धता	sammenslutning	सम्बद्धता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sammenslutning	एसोसिएशन	sammenslutning	एसोसिएशन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sammenslutning	संघ	sammenslutning	संघ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
indgang	एन्ट्री	indgang	एन्ट्री	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
indgang	एंट्री	indgang	एंट्री	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
indgang	प्रविष्टि	indgang	प्रविष्टि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
indgang	प्रवेश	indgang	प्रवेश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
offer	बलिदान	offer	बलिदान	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
offer	शिकार	offer	शिकार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
svømning	स्विमिंग	svømning	स्विमिंग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
svømning	तैराकी	svømning	तैराकी	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uheld	accident	uheld	accident	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
uheld	दुर्घटना	uheld	दुर्घटना	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
udkast	प्रारूप	udkast	प्रारूप	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udkast	ड्राफ़्ट	udkast	ड्राफ़्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udkast	मसौदा	udkast	मसौदा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udkast	ड्राफ्ट	udkast	ड्राफ्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udkast	ड्राफ़्ट	udkast	ड्राफ़्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udkast	मसौदा	udkast	मसौदा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
røg	धुआं	røg	धुआँ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forår	स्प्रिंग	forår	स्प्रिंग	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
