con	с	con	с	ADP	ADP
experimental	экспериментальный	experimental	экспериментальный	ADJ;SG	ADJ;NOM;MASC;SG
bancos	банки	banco	банк	N;MASC;PL	N;INAN;NOM;MASC;PL
bancos	скамейки	banco	скамейка	N;MASC;PL	N;INAN;NOM;FEM;PL
indio	индеец	indio	индеец	N;MASC;SG	N;ANIM;NOM;MASC;SG
indio	индии	indio	индия	N;MASC;SG	N;INAN;NOM;FEM;SG
dudas	сомнения	duda	сомнение	N;FEM;PL	N;INAN;NOM;NEUT;PL
dudas	сомнений	duda	сомнение	N;FEM;PL	N;INAN;GEN;NEUT;PL
dudas	сомнения	duda	сомнение	N;FEM;PL	N;INAN;NOM;NEUT;PL
partículas	частиц	partícula	частица	N;FEM;PL	N;INAN;GEN;FEM;PL
partículas	частицы	partícula	частица	N;FEM;PL	N;INAN;NOM;FEM;PL
partículas	частиц	partícula	частица	N;FEM;PL	N;INAN;GEN;FEM;PL
partículas	частицы	partícula	частица	N;FEM;PL	N;INAN;NOM;FEM;PL
partículas	частиц	partícula	частица	N;FEM;PL	N;INAN;GEN;FEM;PL
partículas	частицы	partícula	частица	N;FEM;PL	N;INAN;NOM;FEM;PL
parcialmente	частично	parcialmente	частично	ADV	ADV
parcialmente	отчасти	parcialmente	отчасти	ADV	ADV
parcialmente	частично	parcialmente	частично	ADV	ADV
parcialmente	отчасти	parcialmente	отчасти	ADV	ADV
específico	конкретное	específico	конкретный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
específico	конкретный	específico	конкретный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
específico	конкретная	específico	конкретный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
pastor	проповедник	pastor	проповедник	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	священник	pastor	священник	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	шепард	pastor	шепард	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	пастора	pastor	пастор	N;MASC;SG	N;ANIM;ACC;MASC;SG
pastor	пастор	pastor	пастор	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	министр	pastor	министр	N;MASC;SG	N;ANIM;NOM;MASC;SG
pastor	министра	pastor	министр	N;MASC;SG	N;ANIM;ACC;MASC;SG
iván	иван	iván	иван	N;MASC;SG	N;ANIM;NOM;MASC;SG
traje	наряд	traje	наряд	N;MASC;SG	N;INAN;NOM;MASC;SG
traje	костюм	traje	костюм	N;MASC;SG	N;INAN;NOM;MASC;SG
traje	костюм	traje	костюм	N;MASC;SG	N;INAN;NOM;MASC;SG
flag	флаг	flag	флаг	N;SG	N;INAN;NOM;MASC;SG
flag	флажок	flag	флажок	N;SG	N;INAN;NOM;MASC;SG
monarca	монарх	monarca	монарх	N;SG	N;ANIM;NOM;MASC;SG
cifra	фигура	cifra	фигура	N;FEM;SG	N;INAN;NOM;FEM;SG
cifra	диаграмма	cifra	диаграмма	N;FEM;SG	N;INAN;NOM;FEM;SG
cifra	рисунок	cifra	рисунок	N;FEM;SG	N;INAN;NOM;MASC;SG
cifra	цифра	cifra	цифра	N;FEM;SG	N;INAN;NOM;FEM;SG
escuadra	эскадрилья	escuadra	эскадрилье	N;FEM;SG	N;INAN;NOM;FEM;SG
escuadra	команда	escuadra	команда	N;FEM;SG	N;INAN;NOM;FEM;SG
escuadra	отряд	escuadra	отряд	N;FEM;SG	N;INAN;NOM;MASC;SG
escuadra	взвод	escuadra	взвод	N;FEM;SG	N;INAN;NOM;MASC;SG
profesora	профессор	profesora	профессор	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	преподаватель	profesora	преподаватель	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	учитель	profesora	учитель	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	преподаватель	profesora	преподаватель	N;FEM;SG	N;ANIM;NOM;MASC;SG
profesora	учительница	profesora	учительница	N;FEM;SG	N;ANIM;NOM;FEM;SG
enfrentamiento	разборка	enfrentamiento	разборка	N;MASC;SG	N;INAN;NOM;FEM;SG
enfrentamiento	противостояние	enfrentamiento	противостояние	N;MASC;SG	N;INAN;NOM;NEUT;SG
enfrentamiento	столкновение	enfrentamiento	столкновение	N;MASC;SG	N;INAN;NOM;NEUT;SG
enfrentamiento	противостояние	enfrentamiento	противостояние	N;MASC;SG	N;INAN;NOM;NEUT;SG
certamen	конкурс	certamen	конкурс	N;MASC;SG	N;INAN;NOM;MASC;SG
certamen	евровидение	certamen	евровидение	N;MASC;SG	N;INAN;NOM;NEUT;SG
circulación	тираж	circulación	тираж	N;FEM;SG	N;INAN;NOM;MASC;SG
formal	формальный	formal	формальный	ADJ;SG	ADJ;NOM;MASC;SG
gobernación	мухафазе	gobernación	мухафаз	N;FEM;SG	N;INAN;NOM;FEM;SG
gobernación	управление	gobernación	управление	N;FEM;SG	N;INAN;NOM;NEUT;SG
detalle	деталь	detalle	деталь	N;MASC;SG	N;INAN;NOM;FEM;SG
sucede	случается	suceder	случаться	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;MID
simpson	симпсон	simpson	симпсон	N;MASC;SG	N;ANIM;NOM;MASC;SG
pekín	пекин	pekín	пекин	N;MASC;SG	N;INAN;NOM;MASC;SG
jamás	никогда	jamás	никогда	ADV	ADV
meta	мета	meta	мет	N;FEM;SG	N;INAN;NOM;MASC;SG
meta	цель	meta	цель	N;FEM;SG	N;INAN;NOM;FEM;SG
meta	гол	meta	гол	N;FEM;SG	N;INAN;NOM;MASC;SG
ampliación	расширение	ampliación	расширение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ampliación	расширение	ampliación	расширение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ampliación	продление	ampliación	продление	N;FEM;SG	N;INAN;NOM;NEUT;SG
ampliación	расширение	ampliación	расширение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ibn	ибн	ir	ибна	N;MASC;SG	N;ANIM;NOM;MASC;SG
doctrina	доктрина	doctrina	доктрина	N;FEM;SG	N;INAN;NOM;FEM;SG
cobre	меди	cobre	медь	N;MASC;SG	N;INAN;GEN;FEM;SG
cobre	коп	cobre	коп	N;MASC;SG	N;INAN;NOM;MASC;SG
cobre	медь	cobre	медь	N;MASC;SG	N;INAN;NOM;FEM;SG
separado	отдельная	separar	отдельный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
separado	отдельный	separar	отдельный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
separado	отдельное	separar	отдельный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
habitualmente	обычно	habitualmente	обычно	ADV	ADV
créditos	баллы	crédito	балл	N;MASC;PL	N;INAN;NOM;MASC;PL
créditos	кредиты	crédito	кредит	N;MASC;PL	N;INAN;NOM;MASC;PL
créditos	кредитов	crédito	кредит	N;MASC;PL	N;INAN;GEN;MASC;PL
posibilidades	возможности	posibilidad	возможность	N;FEM;PL	N;INAN;NOM;FEM;PL
paciente	пациентка	paciente	пациентка	N;SG	N;ANIM;NOM;FEM;SG
paciente	пациент	paciente	пациент	N;SG	N;ANIM;NOM;MASC;SG
paciente	пациента	paciente	пациент	N;SG	N;ANIM;ACC;MASC;SG
memorias	воспоминания	memoria	воспоминание	N;FEM;PL	N;INAN;NOM;NEUT;PL
memorias	мемуары	memoria	мемуар	N;FEM;PL	N;INAN;NOM;MASC;PL
tailandia	бангкоке	tailandia	бангкок	N;FEM;SG	N;INAN;NOM;MASC;SG
tailandia	бангкок	tailandia	бангкок	N;FEM;SG	N;INAN;NOM;MASC;SG
tailandia	таиланд	tailandia	таиланд	N;FEM;SG	N;INAN;NOM;MASC;SG
tailandia	таиланда	tailandia	таиланд	N;FEM;SG	N;INAN;GEN;MASC;SG
tailandia	таиланда	tailandia	таиланд	N;FEM;SG	N;INAN;GEN;MASC;SG
pobre	бедный	pobre	бедный	ADJ;SG	ADJ;NOM;MASC;SG
pobre	бедная	pobre	бедный	ADJ;SG	ADJ;NOM;FEM;SG
telenovelas	телесериалы	telenovela	телесериал	N;FEM;PL	N;INAN;NOM;MASC;PL
calcio	кальция	calcio	кальций	N;MASC;SG	N;INAN;NOM;MASC;SG
precios	цены	precio	цена	N;MASC;PL	N;INAN;NOM;FEM;PL
precios	ценообразования	precio	ценообразование	N;MASC;PL	N;INAN;NOM;NEUT;PL
talento	талант	talento	талант	N;MASC;SG	N;INAN;NOM;MASC;SG
virrey	наместник	virrey	наместник	N;MASC;SG	N;ANIM;NOM;MASC;SG
frecuentes	общих	frecuente	общий	ADJ;PL	ADJ;GEN;PL
frecuentes	общие	frecuente	общий	ADJ;PL	ADJ;NOM;PL
frecuentes	частые	frecuente	частый	ADJ;PL	ADJ;NOM;PL
captura	захват	captura	захват	N;FEM;SG	N;INAN;NOM;MASC;SG
captura	захвата	captura	захват	N;FEM;SG	N;INAN;GEN;MASC;SG
captura	улов	captura	улов	N;FEM;SG	N;INAN;NOM;MASC;SG
próxima	следующий	próximo	следующий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
próxima	следующая	próximo	следующий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
antena	антенна	antena	антенна	N;FEM;SG	N;INAN;NOM;FEM;SG
dientes	зубов	diente	зуб	N;MASC;PL	N;INAN;GEN;MASC;PL
dientes	зубы	diente	зуб	N;MASC;PL	N;INAN;NOM;MASC;PL
básica	базовый	básico	базовый	ADJ;FEM;SG	ADJ;NOM;MASC;SG
básica	базовая	básico	базовый	ADJ;FEM;SG	ADJ;NOM;FEM;SG
marvel	чудо	marvel	чудо	N;MASC;SG	N;INAN;NOM;NEUT;SG
epíteto	эпитет	epíteto	эпитет	N;MASC;SG	N;INAN;NOM;MASC;SG
heart	сердце	heart	сердце	N	N;INAN;NOM;NEUT;SG
heart	сердцу	heart	сердце	N	N;INAN;DAT;NEUT;SG
retirarse	отозвать	retirar	отозвать	V;SBJV;SG;3;IPFV;FIN	V;PFV;NFIN;ACT
retirarse	снять	retirar	снять	V;SBJV;SG;3;IPFV;FIN	V;PFV;NFIN;ACT
temática	тема	temática	тема	N;FEM;SG	N;INAN;NOM;FEM;SG
republicana	республиканский	republicano	республиканский	ADJ;FEM;SG	ADJ;NOM;MASC;SG
republicana	республиканской	republicano	республиканский	ADJ;FEM;SG	ADJ;INS;FEM;SG
puentes	мосты	puente	мост	N;MASC;PL	N;INAN;NOM;MASC;PL
puentes	мостов	puente	мост	N;MASC;PL	N;INAN;GEN;MASC;PL
previo	предыдущая	previo	предыдущий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
previo	предыдущий	previo	предыдущий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
previo	предыдущее	previo	предыдущий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
volcán	вулкан	volcán	вулкан	N;MASC;SG	N;INAN;NOM;MASC;SG
beneficios	привилегии	beneficio	привилегия	N;MASC;PL	N;INAN;NOM;FEM;PL
beneficios	льготы	beneficio	льгота	N;MASC;PL	N;INAN;NOM;FEM;PL
beneficios	преимущества	beneficio	преимущество	N;MASC;PL	N;INAN;NOM;NEUT;PL
beneficios	льготы	beneficio	льгота	N;MASC;PL	N;INAN;NOM;FEM;PL
beneficios	пособия	beneficio	пособие	N;MASC;PL	N;INAN;NOM;NEUT;PL
beneficios	выгоды	beneficio	выгода	N;MASC;PL	N;INAN;NOM;FEM;PL
rodolfo	родольфо	rodolfo	родольфо	N;MASC;SG	N;INAN;NOM;MASC;SG
rodolfo	ральф	rodolfo	ральф	N;MASC;SG	N;ANIM;NOM;MASC;SG
rodolfo	рудольф	rodolfo	рудольф	N;MASC;SG	N;ANIM;NOM;MASC;SG
rodolfo	рудольф	rodolfo	рудольф	N;MASC;SG	N;ANIM;NOM;MASC;SG
reproducción	воспроизведение	reproducción	воспроизведение	N;FEM;SG	N;INAN;NOM;NEUT;SG
canaria	канария	canario	канария	N;FEM;SG	N;INAN;NOM;MASC;SG
field	поля	field	поле	N	N;INAN;NOM;NEUT;PL
field	филд	field	филд	N	N;INAN;NOM;MASC;SG
field	поле	field	поле	N	N;INAN;NOM;NEUT;SG
gala	гала	gala	гал	N;FEM;SG	N;INAN;NOM;MASC;SG
hockey	хоккей	hockey	хоккей	N;MASC;SG	N;INAN;NOM;MASC;SG
fósiles	окаменелости	fósil	окаменелость	N;MASC;PL	N;INAN;NOM;FEM;PL
fósiles	ископаемых	fósil	ископаемое	N;MASC;PL	N;INAN;GEN;NEUT;PL
fósiles	ископаемые	fósil	ископаемое	N;MASC;PL	N;INAN;NOM;NEUT;PL
presentaciones	презентации	presentación	презентация	N;FEM;PL	N;INAN;NOM;FEM;PL
presentaciones	выступления	presentación	выступление	N;FEM;PL	N;INAN;NOM;NEUT;PL
tablas	таблицы	tabla	таблица	N;FEM;PL	N;INAN;NOM;FEM;PL
tablas	столы	tabla	стол	N;FEM;PL	N;INAN;NOM;MASC;PL
tablas	столики	tabla	столик	N;FEM;PL	N;INAN;NOM;MASC;PL
tablas	доски	tabla	доска	N;FEM;PL	N;INAN;NOM;FEM;PL
tablas	советов	tabla	совет	N;FEM;PL	N;INAN;GEN;MASC;PL
representaciones	представления	representación	представление	N;FEM;PL	N;INAN;NOM;NEUT;PL
representaciones	выступления	representación	выступление	N;FEM;PL	N;INAN;NOM;NEUT;PL
ofensiva	наступление	ofensiva	наступление	N;FEM;SG	N;INAN;NOM;NEUT;SG
rector	проректор	rector	проректор	N;MASC;SG	N;ANIM;NOM;MASC;SG
rector	ректор	rector	ректор	N;MASC;SG	N;ANIM;NOM;MASC;SG
negó	отклонена	negar	отклонить	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;PST;V.PTCP;PASS
negó	отрицал	negar	отрицать	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
negó	отказано	negar	отказать	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
negó	отклонено	negar	отклонить	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
coches	автомобили	coche	автомобиль	N;MASC;PL	N;INAN;NOM;MASC;PL
coches	машины	coche	машина	N;MASC;PL	N;INAN;NOM;FEM;PL
unesco	юнеско	unesco	юнеско	N;FEM;SG	N;INAN;NOM;NEUT;SG
designación	назначение	designación	назначение	N;FEM;SG	N;INAN;NOM;NEUT;SG
designación	обозначение	designación	обозначение	N;FEM;SG	N;INAN;NOM;NEUT;SG
designación	назначение	designación	назначение	N;FEM;SG	N;INAN;NOM;NEUT;SG
incidente	инцидента	incidente	инцидент	N;SG	N;INAN;GEN;MASC;SG
incidente	инцидент	incidente	инцидент	N;SG	N;INAN;NOM;MASC;SG
incidente	происшествие	incidente	происшествие	N;SG	N;INAN;NOM;NEUT;SG
alicia	алисия	alicia	алисия	N;FEM;SG	N;ANIM;NOM;FEM;SG
alicia	алисии	alicia	алисия	N;FEM;SG	N;ANIM;NOM;FEM;SG
alicia	элис	alicia	элис	N;FEM;SG	N;ANIM;NOM;FEM;SG
alicia	алиса	alicia	алиса	N;FEM;SG	N;ANIM;NOM;FEM;SG
abogados	адвокаты	abogado	адвокат	N;MASC;PL	N;ANIM;NOM;MASC;PL
abogados	юристов	abogado	юрист	N;MASC;PL	N;ANIM;GEN;MASC;PL
abogados	юристы	abogado	юрист	N;MASC;PL	N;ANIM;NOM;MASC;PL
abogados	адвокатов	abogado	адвокат	N;MASC;PL	N;ANIM;GEN;MASC;PL
abogados	адвокаты	abogado	адвокат	N;MASC;PL	N;ANIM;NOM;MASC;PL
funcionarios	чиновники	funcionario	чиновник	N;MASC;PL	N;ANIM;NOM;MASC;PL
esperar	ждём	esperar	ждем	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
esperar	жду	esperar	ждать	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
esperar	ждем	esperar	ждать	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
esperar	ждать	esperar	ждать	V;NFIN	V;IPFV;NFIN;ACT
atlas	атлас	atlas	атлас	N;MASC;SG	N;INAN;NOM;MASC;SG
rumbo	курс	rumbo	курс	N;MASC;SG	N;INAN;NOM;MASC;SG
rumbo	заголовок	rumbo	заголовок	N;MASC;SG	N;INAN;NOM;MASC;SG
cruces	переходов	cruce	переход	N;MASC;PL	N;INAN;GEN;MASC;PL
cruces	переходы	cruce	переход	N;MASC;PL	N;INAN;NOM;MASC;PL
cruces	кресты	cruce	крест	N;MASC;PL	N;INAN;NOM;MASC;PL
negras	чёрные	negro	черный	ADJ;FEM;PL	ADJ;NOM;PL
rumania	румыния	rumania	румыния	N;FEM;SG	N;INAN;NOM;FEM;SG
magazine	журнал	magazine	журнал	N;SG	N;INAN;NOM;MASC;SG
exactamente	точно	exactamente	точно	ADV	ADV
mira	посмотреть	mirar	смотреть	V;IMP;SG;2;FIN	V;PFV;NFIN;ACT
mira	смотреть	mirar	смотреть	V;IMP;SG;2;FIN	V;IPFV;NFIN;ACT
mira	посмотри	mirar	смотреть	V;IMP;SG;2;FIN	V;PFV;IMP;SG;2;FIN;ACT
mira	смотри	mirar	смотреть	V;IMP;SG;2;FIN	V;IPFV;IMP;SG;2;FIN;ACT
opciones	опции	opción	опция	N;FEM;PL	N;INAN;NOM;FEM;PL
opciones	варианты	opción	вариант	N;FEM;PL	N;INAN;NOM;MASC;PL
opciones	параметры	opción	параметр	N;FEM;PL	N;INAN;NOM;MASC;PL
opciones	вариантов	opción	вариант	N;FEM;PL	N;INAN;GEN;MASC;PL
alcaldes	мэров	alcalde	мэр	N;MASC;PL	N;ANIM;GEN;MASC;PL
alcaldes	мэры	alcalde	мэр	N;MASC;PL	N;ANIM;NOM;MASC;PL
legislativo	законодательная	legislativo	законодательный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
fortuna	фортуна	fortuna	фортуна	N;FEM;SG	N;INAN;NOM;FEM;SG
localizada	расположенный	localizado	расположенный	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
legislación	законодательство	legislación	законодательство	N;FEM;SG	N;INAN;NOM;NEUT;SG
legislación	закон	legislación	закон	N;FEM;SG	N;INAN;NOM;MASC;SG
legislación	право	legislación	право	N;FEM;SG	N;INAN;NOM;NEUT;SG
soria	сория	sorio	сория	N;FEM;SG	N;INAN;NOM;FEM;SG
ramal	сектор	ramal	сектор	N;MASC;SG	N;INAN;NOM;MASC;SG
ramal	ветвь	ramal	ветвь	N;MASC;SG	N;INAN;NOM;FEM;SG
ramal	филиал	ramal	филиал	N;MASC;SG	N;INAN;NOM;MASC;SG
privadas	рядовых	privado	рядовой	ADJ;FEM;PL;V.PTCP	ADJ;GEN;PL
privadas	частные	privado	частный	ADJ;FEM;PL;V.PTCP	ADJ;NOM;PL
instrucción	инструкция	instrucción	инструкция	N;FEM;SG	N;INAN;NOM;FEM;SG
modalidad	режим	modalidad	режим	N;FEM;SG	N;INAN;NOM;MASC;SG
accidentes	происшествия	accidente	происшествие	N;MASC;PL	N;INAN;NOM;NEUT;PL
accidentes	аварии	accidente	авария	N;MASC;PL	N;INAN;NOM;FEM;PL
accidentes	аварий	accidente	авария	N;MASC;PL	N;INAN;GEN;FEM;PL
accidentes	аварии	accidente	авария	N;MASC;PL	N;INAN;NOM;FEM;PL
spider	паук	spider	паук	N	N;INAN;NOM;MASC;SG
spider	пауки	spider	паук	N	N;ANIM;NOM;MASC;PL
adecuado	уместно	adecuado	уместный	ADJ;MASC;SG;V.PTCP	ADJ;NEUT;SG
adecuado	адекватное	adecuado	адекватный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
adecuado	достаточное	adecuado	достаточный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
plena	полный	pleno	полный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
plena	полное	pleno	полный	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
plena	полного	pleno	полный	ADJ;FEM;SG	ADJ;GEN;MASC;SG
plena	полная	pleno	полный	ADJ;FEM;SG	ADJ;NOM;FEM;SG
delegación	делегирование	delegación	делегирование	N;FEM;SG	N;INAN;NOM;NEUT;SG
delegación	делегация	delegación	делегация	N;FEM;SG	N;INAN;NOM;FEM;SG
sugiere	предложить	sugerir	предложить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
sugiere	предлагать	sugerir	предлагать	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
sugiere	рекомендовать	sugerir	рекомендовать	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
sugiere	предлагает	sugerir	предлагать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
palencia	паленсия	palencia	паленсия	N;FEM;SG	N;INAN;NOM;FEM;SG
apoyar	поддерживающие	apoyar	поддерживать	V;NFIN	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
misa	массе	misa	масса	N;FEM;SG	N;INAN;DAT;FEM;SG
misa	масса	misa	масса	N;FEM;SG	N;INAN;NOM;FEM;SG
misa	миса	misa	мис	N;FEM;SG	N;ANIM;NOM;FEM;SG
reconoce	признает	reconocer	признавать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reconoce	признать	reconocer	признать	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
reconoce	распознать	reconocer	распознать	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
reconoce	признает	reconocer	признавать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reconoce	признает	reconocer	признавать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
marrón	коричневый	marrón	коричневый	ADJ;MASC;SG	ADJ;NOM;MASC;SG
value	ценность	valar	ценность	N	N;INAN;NOM;FEM;SG
value	значение	valar	значение	N	N;INAN;NOM;NEUT;SG
value	величина	valar	величина	N	N;INAN;NOM;FEM;SG
value	стоимость	valar	стоимость	N	N;INAN;NOM;FEM;SG
magia	волшебство	magia	волшебство	N;FEM;SG	N;INAN;NOM;NEUT;SG
magia	магия	magia	магия	N;FEM;SG	N;INAN;NOM;FEM;SG
núcleos	ядра	núcleo	ядро	N;MASC;PL	N;INAN;NOM;NEUT;PL
núcleos	ядра	núcleo	ядро	N;MASC;PL	N;INAN;NOM;NEUT;PL
núcleos	ядра	núcleo	ядро	N;MASC;PL	N;INAN;NOM;NEUT;PL
