une	egy	un	egy	DET;INDF;FEM;SG	DET;INDF
habitant	lakos	habitant	lakos	N;MASC;SG	N;NOM;SG
acier	acél	acier	acél	N;MASC;SG	N;NOM;SG
traditions	hagyományok	tradition	hagyomány	N;FEM;PL	N;NOM;PL
civilisation	civilizációt	civilisation	civilizáció	N;FEM;SG	N;ACC;SG
civilisation	civilizáció	civilisation	civilizáció	N;FEM;SG	N;NOM;SG
civilisation	civilizáció	civilisation	civilizáció	N;FEM;SG	N;NOM;SG
silence	csend	silence	csend	N;MASC;SG	N;NOM;SG
admis	elismerte	admettre	elismer	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
admis	beismerte	admettre	beismer	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
détruite	megsemmisült	détruire	megsemmisült	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
détruite	elpusztult	détruire	elpusztult	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
détruite	elpusztította	détruire	elpusztít	V;FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
définit	meghatározni	définir	meg+határoz	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
définit	meghatározza	définir	meghatároz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
publier	kihirdetik	publier	ki+hirdet	V;NFIN	V;DEF;IND;PL;3;PRS;FIN;ACT
arguments	érvek	argument	érv	N;MASC;PL	N;NOM;PL
contribue	hozzájárul	contribuer	hozzájárul	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
lait	tejjel	lait	tejjel	N;MASC;SG	N;NOM;SG
lait	tej	lait	tej	N;MASC;SG	N;NOM;SG
lait	tejet	lait	téj	N;MASC;SG	N;ACC;SG
institute	intézet	instituter	intézet	N;MASC;SG	N;NOM;SG
institute	intézmény	instituter	intézmény	N;MASC;SG	N;NOM;SG
antenne	antenna	antenne	ant	N;FEM;SG	N;NOM;SG
antenne	antenna	antenne	ant	N;FEM;SG	N;NOM;SG
charbon	szén	charbon	szén	N;MASC;SG	N;NOM;SG
charbon	szenet	charbon	szenet	N;MASC;SG	N;ACC;SG
charbon	faszén	charbon	faszén	N;MASC;SG	N;NOM;SG
archéologie	régészet	archéologie	régészet	N;FEM;SG	N;NOM;SG
archéologie	régészet	archéologie	régészet	N;FEM;SG	N;NOM;SG
financement	finanszírozás	financement	finanszírozás	N;MASC;SG	N;NOM;SG
financement	finanszírozás	financement	finanszírozás	N;MASC;SG	N;NOM;SG
financement	finanszírozás	financement	finanszírozás	N;MASC;SG	N;NOM;SG
financement	adománygyűjtés	financement	adománygyűjtés	N;MASC;SG	N;NOM;SG
traducteur	fordító	traducteur	fordító	N;MASC;SG	N;NOM;SG
traducteur	tolmács	traducteur	tolmács	N;MASC;SG	N;NOM;SG
ambassade	nagykövetség	ambassade	nagykövetség	N;FEM;SG	N;NOM;SG
ambassade	követség	ambassade	követség	N;FEM;SG	N;NOM;SG
autrement	máskülönben	autrement	máskülönben	ADV	ADV
autrement	egyébként	autrement	egyébként	ADV	ADV
propositions	pályázatok	proposition	pályázat	N;FEM;PL	N;NOM;PL
propositions	javaslatok	proposition	javaslat	N;FEM;PL	N;NOM;PL
propositions	javaslatokat	proposition	javaslat	N;FEM;PL	N;ACC;PL
dénomination	neve	dénomination	név	N;FEM;SG	N;NOM;SG
dénomination	név	dénomination	név	N;FEM;SG	N;NOM;SG
dénomination	megnevezés	dénomination	megnevezés	N;FEM;SG	N;NOM;SG
dénomination	kijelölés	dénomination	kijelölés	N;FEM;SG	N;NOM;SG
dénomination	címlet	dénomination	címlet	N;FEM;SG	N;NOM;SG
journalistes	újságírók	journaliste	újságíró	N;MASC;PL	N;NOM;PL
journalistes	riporterek	journaliste	riporter	N;MASC;PL	N;NOM;PL
journalistes	újságírók	journaliste	újságíró	N;MASC;PL	N;NOM;PL
journalistes	újságírókat	journaliste	újságíró	N;MASC;PL	N;ACC;PL
marbre	márvány	marbre	márvány	N;MASC;SG	N;NOM;SG
sicile	szicíliai	sicile	szicíliai	ADJ;FEM;SG	ADJ;NOM;SG
trait	vonás	trait	vonás	N;MASC;SG	N;NOM;SG
clients	ügyfelek	client	ügyfel	N;MASC;PL	N;NOM;PL
clients	vásárlók	client	vásárló	N;MASC;PL	N;NOM;PL
clients	vendégek	client	vendég	N;MASC;PL	N;NOM;PL
clients	vevők	client	vevő	N;MASC;PL	N;NOM;PL
clients	fogyasztók	client	fogyasztó	N;MASC;PL	N;NOM;PL
clients	ügyfelek	client	ügyfel	N;MASC;PL	N;NOM;PL
clients	kliensek	client	kliens	N;MASC;PL	N;NOM;PL
souvenirs	emlékek	souvenir	emlék	N;MASC;PL	N;NOM;PL
souvenirs	emlékek	souvenir	emlék	N;MASC;PL	N;NOM;PL
étendue	meghosszabbított	étendre	meghosszabbított	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
étendue	kiterjesztett	étendre	kiterjesztett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
étendue	kibővített	étendre	kibővít	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
insectes	rovarok	insecte	rovar	N;MASC;PL	N;NOM;PL
insectes	rovarok	insecte	rovar	N;MASC;PL	N;NOM;PL
insectes	bogarak	insecte	bogarak	N;MASC;PL	N;NOM;PL
insectes	rovarok	insecte	rovar	N;MASC;PL	N;NOM;PL
prisonnier	fogoly	prisonnier	fogoly	N;MASC;SG	N;NOM;SG
transition	átállás	transition	átállás	N;FEM;SG	N;NOM;SG
transition	áttérés	transition	áttérés	N;FEM;SG	N;NOM;SG
durable	fenntartható	durable	fenntartható	ADJ;MASC;SG	ADJ;NOM;SG
intelligence	értelem	intelligence	értel	N;FEM;SG	N;NOM;SG
intelligence	hírszerzés	intelligence	hírszerzés	N;FEM;SG	N;NOM;SG
intelligence	intelligencia	intelligence	intelligencia	N;FEM;SG	N;NOM;SG
photographies	fotók	photographie	fotó	N;FEM;PL	N;NOM;PL
photographies	fényképek	photographie	fénykép	N;FEM;PL	N;NOM;PL
photographies	fotók	photographie	fotó	N;FEM;PL	N;NOM;PL
photographies	fényképek	photographie	fénykép	N;FEM;PL	N;NOM;PL
photographies	képek	photographie	kép	N;FEM;PL	N;NOM;PL
payer	fizet	payer	fizet	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
payer	fizess	payer	fizess	V;NFIN	V;DEF;IMP;SG;3;PRS;FIN;ACT
payer	fizetni	payer	fizet	V;NFIN	V;NFIN;ACT
payer	fizet	payer	fizet	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
formée	kialakult	former	kialakult	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formée	alakított	former	alakított	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formée	alakult	former	alakul	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
libéré	felszabadult	libérer	fel+szabadul	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
chaleur	hőség	chaleur	hőség	N;FEM;SG	N;NOM;SG
chaleur	hő	chaleur	hő	N;FEM;SG	N;NOM;SG
chaleur	fűtés	chaleur	fűtés	N;FEM;SG	N;NOM;SG
square	tér	square	tér	N;MASC;SG	N;NOM;SG
ingénieurs	mérnökök	ingénieur	mérnök	N;MASC;PL	N;NOM;PL
variétés	fajták	variété	fajta	N;FEM;PL	N;NOM;PL
urgence	vészhelyzet	urgence	vészhelyzet	N;FEM;SG	N;NOM;SG
urgence	sürgősségi	urgence	sürgősségi	N;FEM;SG	N;NOM;SG
capacités	kapacitások	capacité	kapacitás	N;FEM;PL	N;NOM;PL
capacités	kapacitások	capacité	kapacitás	N;FEM;PL	N;NOM;PL
capacités	képességek	capacité	képesség	N;FEM;PL	N;NOM;PL
présidents	elnökök	président	elnök	N;MASC;PL	N;NOM;PL
présidents	elnökök	président	elnök	N;MASC;PL	N;NOM;PL
présidents	elnökei	président	elnök	N;MASC;PL	N;NOM;PL
beauté	szépség	beauté	szépség	N;FEM;SG	N;NOM;SG
beauté	gyönyörűség	beauté	gyönyörűség	N;FEM;SG	N;NOM;SG
achat	beszerzés	achat	beszerzés	N;MASC;SG	N;NOM;SG
achat	vásárlás	achat	vásárlás	N;MASC;SG	N;NOM;SG
achat	vétel	achat	vétel	N;MASC;SG	N;NOM;SG
achat	beszerzés	achat	beszerzés	N;MASC;SG	N;NOM;SG
camps	táborok	camp	táborok	N;MASC;PL	N;NOM;PL
marques	márkák	marque	márka	N;FEM;PL	N;NOM;PL
marques	védjegyek	marque	védjegy	N;FEM;PL	N;NOM;PL
marques	jelölések	marque	jelölés	N;FEM;PL	N;NOM;PL
marques	védjegyek	marque	védjegy	N;FEM;PL	N;NOM;PL
réponses	válaszokat	réponse	válasz	N;FEM;PL	N;ACC;PL
réponses	válaszok	réponse	válasz	N;FEM;PL	N;NOM;PL
réponses	válaszokat	réponse	válasz	N;FEM;PL	N;ACC;PL
réponses	válaszok	réponse	válasz	N;FEM;PL	N;NOM;PL
réponses	válaszok	réponse	válasz	N;FEM;PL	N;NOM;PL
admin	adminisztrátor	admin	adminisztrátor	N;MASC;SG	N;NOM;SG
solutions	megoldások	solution	megoldás	N;FEM;PL	N;NOM;PL
solutions	megoldásokat	solution	megoldás	N;FEM;PL	N;ACC;PL
inauguré	felavatott	inaugurer	felavatott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gaulle	gaulle	gaulle	gaulle	N;MASC;SG	N;NOM;SG
traiter	kezelni	traiter	kezel	V;NFIN	V;NFIN;ACT
traiter	kezeljük	traiter	kezel	V;NFIN	V;DEF;IND;PL;1;PRS;FIN;ACT
testament	testamentum	testament	testamentum	N;MASC;SG	N;NOM;SG
attaquer	támad	attaquer	támad	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
prévue	tervezett	prévoir	tervezett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
prévue	megtervezett	prévoir	megtervezett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
décoration	dekoráció	décoration	dekoráció	N;FEM;SG	N;NOM;SG
fermé	bezárt	fermer	bezárt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fermé	zárt	fermer	zárt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
développée	fejlesztett	développer	fejlesztett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
développée	kifejlesztett	développer	kifejlesztett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
alphabet	ábécé	alphabet	ábéc	N;MASC;SG	N;NOM;SG
supplémentaire	kiegészítő	supplémentaire	kiegészítő	ADJ;MASC;SG	ADJ;NOM;SG
supplémentaire	kiegészítő	supplémentaire	kiegészítő	ADJ;MASC;SG	ADJ;NOM;SG
schéma	diagram	schéma	diagram	N;MASC;SG	N;NOM;SG
schéma	ábra	schéma	áb	N;MASC;SG	N;NOM;SG
schéma	minta	schéma	minta	N;MASC;SG	N;NOM;SG
schéma	séma	schéma	séma	N;MASC;SG	N;NOM;SG
contribué	hozzájárult	contribuer	hozzájárul	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
représentée	képviselte	représenter	képvisel	V;FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
pie	pite	pie	pite	N;MASC;SG	N;NOM;SG
resté	maradtam	rester	marad	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
resté	maradt	rester	marad	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
masculine	férfias	masculin	férfias	ADJ;FEM;SG	ADJ;NOM;SG
charges	díjak	charge	díj	N;FEM;PL	N;NOM;PL
charges	vádak	charge	vád	N;FEM;PL	N;NOM;PL
charges	terhek	charge	teher	N;FEM;PL	N;NOM;PL
charges	terhelések	charge	terhelés	N;FEM;PL	N;NOM;PL
bureaux	hivatalok	bureau	hivatal	N;MASC;PL	N;NOM;PL
bureaux	irodák	bureau	iroda	N;MASC;PL	N;NOM;PL
atmosphère	légkör	atmosphère	légkör	N;FEM;SG	N;NOM;SG
atmosphère	atmoszféra	atmosphère	atmoszfér	N;FEM;SG	N;NOM;SG
atmosphère	hangulat	atmosphère	hangulat	N;FEM;SG	N;NOM;SG
réelle	valós	réel	valós	ADJ;FEM;SG	ADJ;NOM;SG
réception	nyugta	réception	nyug	N;FEM;SG	N;NOM;SG
réception	átvétel	réception	átvétel	N;FEM;SG	N;NOM;SG
réception	fogadás	réception	fogadás	N;FEM;SG	N;NOM;SG
réception	befogadás	réception	befogadás	N;FEM;SG	N;NOM;SG
réception	vétel	réception	vétel	N;FEM;SG	N;NOM;SG
mourir	haldoklik	mourir	haldoklik	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
financier	pénzügyi	financier	pénzügyi	ADJ;MASC;SG	ADJ;NOM;SG
témoin	szemtanú	témoin	szemtanú	N;MASC;SG	N;NOM;SG
témoin	tanú	témoin	tanú	N;MASC;SG	N;NOM;SG
conte	mese	conte	mese	N;MASC;SG	N;NOM;SG
règlement	szabályzat	règlement	szabályzat	N;MASC;SG	N;NOM;SG
règlement	szabályozás	règlement	szabályozás	N;MASC;SG	N;NOM;SG
règlement	szabályozás	règlement	szabályozás	N;MASC;SG	N;NOM;SG
horreur	horror	horreur	horror	N;FEM;SG	N;NOM;SG
horreur	rémület	horreur	rémület	N;FEM;SG	N;NOM;SG
manifeste	kiáltvány	manifeste	kiáltvány	N;MASC;SG	N;NOM;SG
pirates	kalózok	pirate	kalóz	N;MASC;PL	N;NOM;PL
pirates	hackerek	pirate	hacker	N;MASC;PL	N;NOM;PL
assaut	támadás	assaut	támadás	N;MASC;SG	N;NOM;SG
délégation	felhatalmazás	délégation	felhatalmazás	N;FEM;SG	N;NOM;SG
délégation	küldöttség	délégation	küldöttség	N;FEM;SG	N;NOM;SG
acquisition	beszerzés	acquisition	beszerzés	N;FEM;SG	N;NOM;SG
acquisition	beszerzés	acquisition	beszerzés	N;FEM;SG	N;NOM;SG
acquisition	megszerzése	acquisition	megszerzés	N;FEM;SG	N;NOM;SG
inclut	tartalmazza	inclure	tartalmaz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
évènements	események	évènement	esemény	N;MASC;PL	N;NOM;PL
évènements	rendezvények	évènement	rendezvény	N;MASC;PL	N;NOM;PL
défini	meghatározott	définir	meghatározott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
clés	kulcsokat	clé	kulcs	N;FEM;PL	N;ACC;PL
clés	kulcsok	clé	kulcs	N;FEM;PL	N;NOM;PL
revues	magazinok	revue	magazik	N;FEM;PL	N;NOM;PL
revues	magazinokat	revue	magazin	N;FEM;PL	N;ACC;PL
revues	naplók	revue	napló	N;FEM;PL	N;NOM;PL
morale	morális	moral	morális	ADJ;FEM;SG	ADJ;NOM;SG
adultes	felnőtteknek	adulte	felnőtt	N;MASC;PL	N;DAT;PL
adultes	felnőttek	adulte	felnőt	N;MASC;PL	N;NOM;PL
spectacles	előadások	spectacle	előadás	N;MASC;PL	N;NOM;PL
spectacles	műsorok	spectacle	műsor	N;MASC;PL	N;NOM;PL
emblème	jelkép	emblème	jelkép	N;MASC;SG	N;NOM;SG
emblème	címere	emblème	címer	N;MASC;SG	N;NOM;SG
emblème	embléma	emblème	embléma	N;MASC;SG	N;NOM;SG
ours	medve	ours	medve	N;MASC;SG	N;NOM;SG
ours	mackó	ours	mackó	N;MASC;SG	N;NOM;SG
ours	maci	ours	maci	N;MASC;SG	N;NOM;SG
portraits	portrék	portrait	portrék	N;MASC;PL	N;NOM;PL
limité	korlátolt	limiter	korlátolt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
chevaliers	lovagok	chevalier	lovag	N;MASC;PL	N;NOM;PL
normes	normák	norme	norma	N;FEM;PL	N;NOM;PL
normes	standardok	norme	standard	N;FEM;PL	N;NOM;PL
normes	előírások	norme	előírás	N;FEM;PL	N;NOM;PL
normes	szabványok	norme	szabvány	N;FEM;PL	N;NOM;PL
navale	haditengerészeti	naval	haditengerészeti	ADJ;FEM;SG	ADJ;NOM;SG
navale	tengerészeti	naval	tengerészeti	ADJ;FEM;SG	ADJ;NOM;SG
récits	mesék	récit	mesék	N;MASC;PL	N;NOM;PL
nourriture	étel	nourriture	étel	N;FEM;SG	N;NOM;SG
nourriture	élelem	nourriture	élel	N;FEM;SG	N;NOM;SG
nourriture	táplálék	nourriture	táplálék	N;FEM;SG	N;NOM;SG
nourriture	élelmiszer	nourriture	élelmiszer	N;FEM;SG	N;NOM;SG
facteurs	tényezők	facteur	tényező	N;MASC;PL	N;NOM;PL
balle	bál	balle	bál	N;FEM;SG	N;NOM;SG
balle	labdát	balle	labda	N;FEM;SG	N;ACC;SG
balle	golyó	balle	golyó	N;FEM;SG	N;NOM;SG
balle	labda	balle	labda	N;FEM;SG	N;NOM;SG
balle	golyót	balle	golyó	N;FEM;SG	N;ACC;SG
balle	golyó	balle	golyó	N;FEM;SG	N;NOM;SG
balle	lövedék	balle	lövedék	N;FEM;SG	N;NOM;SG
balle	töltény	balle	töltény	N;FEM;SG	N;NOM;SG
dynamique	dinamikus	dynamique	dinamikus	ADJ;MASC;SG	ADJ;NOM;SG
partenaire	társ	partenaire	társ	N;MASC;SG	N;NOM;SG
partenaire	partner	partenaire	partner	N;MASC;SG	N;NOM;SG
partenaire	társa	partenaire	társ	N;MASC;SG	N;NOM;SG
partenaire	társam	partenaire	társ	N;MASC;SG	N;NOM;SG
branches	ágak	branche	ág	N;FEM;PL	N;NOM;PL
branches	fiókok	branche	fiók	N;FEM;PL	N;NOM;PL
démission	lemondását	démission	lemondás	N;FEM;SG	N;ACC;SG
batailles	csaták	bataille	csaták	N;FEM;PL	N;NOM;PL
assassiné	megölte	assassiner	megöl	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
illustré	illusztrált	illustrer	illusztrált	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
management	menedzsment	management	menedzsment	N;MASC;SG	N;NOM;SG
management	irányítás	management	irányítás	N;MASC;SG	N;NOM;SG
management	vezetőség	management	vezetőség	N;MASC;SG	N;NOM;SG
management	gazdálkodás	management	gazdálkodás	N;MASC;SG	N;NOM;SG
consulter	konzultálni	consulter	konzultál	V;NFIN	V;NFIN;ACT
gironde	gironde	girond	girond	N;FEM;SG	N;NOM;SG
biais	elfogultság	biais	elfogultság	N;MASC;SG	N;NOM;SG
clôture	lezárás	clôture	lezárás	N;FEM;SG	N;NOM;SG
clôture	bezárása	clôture	bezárás	N;FEM;SG	N;NOM;SG
clôture	záró	clôture	záró	N;FEM;SG	N;NOM;SG
clôture	zárás	clôture	zárás	N;FEM;SG	N;NOM;SG
clôture	kerítés	clôture	kerítés	N;FEM;SG	N;NOM;SG
clôture	kerítést	clôture	kerítés	N;FEM;SG	N;ACC;SG
fournit	nyújt	fournir	nyújt	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
trio	hármasban	trio	hármas	N;MASC;SG	N;IN+ESS;SG
communistes	kommunisták	communiste	kommunista	N;MASC;PL	N;NOM;PL
communistes	kommunisták	communiste	kommunista	N;MASC;PL	N;NOM;PL
obligatoire	szükséges	obligatoire	szükséges	ADJ;MASC;SG	ADJ;NOM;SG
obligatoire	kötelezően	obligatoire	kötelező	ADJ;MASC;SG	ADJ;FRML;SG
obligatoire	kötelezően	obligatoire	kötelező	ADJ;MASC;SG	ADJ;FRML;SG
dordogne	dordogne	dordogne	dordog	N;FEM;SG	N;NOM;SG
fermée	bezárt	fermer	bezárt	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fermée	zárt	fermer	zárt	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
reconnue	elismerte	reconnaître	elismer	V;FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
explosion	robbanás	explosion	robbanás	N;FEM;SG	N;NOM;SG
explosion	robbantás	explosion	robbantás	N;FEM;SG	N;NOM;SG
augmente	növeli	augmenter	növel	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
esclaves	szolgák	esclave	szoloa	N;MASC;PL	N;NOM;PL
esclaves	rabszolgák	esclave	rabszolga	N;MASC;PL	N;NOM;PL
médecins	orvosok	médecin	orvos	N;MASC;PL	N;NOM;PL
médecins	orvosok	médecin	orvos	N;MASC;PL	N;NOM;PL
médecins	doktorok	médecin	doktor	N;MASC;PL	N;NOM;PL
désir	vágy	désir	vágy	N;MASC;SG	N;NOM;SG
désir	vágyakozás	désir	vágyakozás	N;MASC;SG	N;NOM;SG
désir	vágy	désir	vágy	N;MASC;SG	N;NOM;SG
divisé	megosztott	diviser	megosztott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
indice	tipp	indice	tipp	N;MASC;SG	N;NOM;SG
comtesse	grófnő	comtesse	grófnő	N;FEM;SG	N;NOM;SG
comtesse	grófné	comtesse	gróf	N;FEM;SG	N;NOM;SG
paysans	parasztok	paysan	paraszt	N;MASC;PL	N;NOM;PL
noyau	kernel	noyau	ker	N;MASC;SG	N;NOM;SG
flux	patak	flux	patak	N;MASC;SG	N;NOM;SG
flux	áramlás	flux	áramlás	N;MASC;SG	N;NOM;SG
flux	fluxus	flux	fluxus	N;MASC;SG	N;NOM;SG
motifs	indokok	motif	indok	N;MASC;PL	N;NOM;PL
lisbonne	lisszabon	lisbonne	lisszú	N;MASC;SG	N;NOM;SG
fleur	virág	fleur	virág	N;FEM;SG	N;NOM;SG
séance	ülés	séance	ülés	N;FEM;SG	N;NOM;SG
turc	török	turc	török	ADJ;MASC;SG	ADJ;NOM;SG
réserves	fenntartások	réserve	fenntartás	N;FEM;PL	N;NOM;PL
réserves	tartalékok	réserve	tartalék	N;FEM;PL	N;NOM;PL
tirer	lőni	tirer	lő	V;NFIN	V;NFIN;ACT
tirer	lő	tirer	lő	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
tirer	húzd	tirer	húzd	V;NFIN	V;DEF;IMP;SG;2;PRS;FIN;ACT
tirer	lő	tirer	lő	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
envoyer	küldj	envoyer	küld	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
envoyer	küld	envoyer	küld	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
envoyer	küldeni	envoyer	küld	V;NFIN	V;NFIN;ACT
définir	meghatározni	définir	meg+határoz	V;NFIN	V;NFIN;ACT
micro	mikrofon	micro	mikrofon	N;MASC;SG	N;NOM;SG
micro	mikrofont	micro	mikrofont	N;MASC;SG	N;ACC;SG
micro	mikrofon	micro	mikrofon	N;MASC;SG	N;NOM;SG
consul	konzul	consul	konzul	N;MASC;SG	N;NOM;SG
logiciels	szoftverek	logiciel	szoftver	N;MASC;PL	N;NOM;PL
paradis	mennyország	paradis	mennyország	N;MASC;SG	N;NOM;SG
paradis	paradicsom	paradis	paradicsom	N;MASC;SG	N;NOM;SG
paradis	mennyország	paradis	mennyország	N;MASC;SG	N;NOM;SG
marqués	megjelöltek	marquer	meg+jelöl	V;MASC;PL;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
édifices	épületek	édifice	épület	N;MASC;PL	N;NOM;PL
entendre	hallani	entendre	hall	V;NFIN	V;NFIN;ACT
tempête	vihar	tempête	vihar	N;FEM;SG	N;NOM;SG
abréviations	rövidítések	abréviation	rövidítés	N;FEM;PL	N;NOM;PL
embouchure	száj	embouchure	száj	N;FEM;SG	N;NOM;SG
embouchure	fúvókát	embouchure	fúvó	N;FEM;SG	N;ACC;SG
bonheur	boldogság	bonheur	boldogság	N;MASC;SG	N;NOM;SG
bonheur	boldogságot	bonheur	boldogság	N;MASC;SG	N;ACC;SG
moine	monk	moine	monk	N;MASC;SG	N;NOM;SG
moine	szerzetes	moine	szerzetes	N;MASC;SG	N;NOM;SG
arm	kar	arm	kar	N;MASC;SG	N;NOM;SG
arm	karját	arm	kar	N;MASC;SG	N;ACC;SG
négociations	tárgyalások	négociation	tárgyalás	N;FEM;PL	N;NOM;PL
négociations	tárgyalások	négociation	tárgyalás	N;FEM;PL	N;NOM;PL
congrégation	gyülekezet	congrégation	gyülekezet	N;FEM;SG	N;NOM;SG
conclusion	következtetés	conclusion	következtetés	N;FEM;SG	N;NOM;SG
accent	akcentus	accent	akcentus	N;MASC;SG	N;NOM;SG
accent	akcentussal	accent	akcentus	N;MASC;SG	N;INS;SG
accent	akcentusa	accent	akcentus	N;MASC;SG	N;NOM;SG
efficacité	hatékonyság	efficacité	hatékonyság	N;FEM;SG	N;NOM;SG
efficacité	hatékonysága	efficacité	hatékonyság	N;FEM;SG	N;NOM;SG
efficacité	hatékonyságát	efficacité	hatékonyság	N;FEM;SG	N;ACC;SG
efficacité	hatékonyság	efficacité	hatékonyság	N;FEM;SG	N;NOM;SG
efficacité	hatékonysági	efficacité	hatékonysági	N;FEM;SG	N;NOM;SG
efficacité	hatékonyság	efficacité	hatékonyság	N;FEM;SG	N;NOM;SG
cuivre	réz	cuivre	réz	N;MASC;SG	N;NOM;SG
concile	zsinat	concile	zsinat	N;MASC;SG	N;NOM;SG
grosse	nagy	gros	nagy	ADJ;FEM;SG	ADJ;NOM;SG
viande	hús	viande	hús	N;FEM;SG	N;NOM;SG
viande	húst	viande	húst	N;FEM;SG	N;ACC;SG
indiqué	feltüntetett	indiquer	feltüntet	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
indiqué	jelezte	indiquer	jelez	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
probable	valószínűsíthető	probable	valószínűsíthető	ADJ;MASC;SG	ADJ;NOM;SG
escalier	lépcsőház	escalier	lépcsőház	N;MASC;SG	N;NOM;SG
escalier	lépcső	escalier	lépcső	N;MASC;SG	N;NOM;SG
escalier	lépcsőház	escalier	lépcsőház	N;MASC;SG	N;NOM;SG
escalier	lépcső	escalier	lépcső	N;MASC;SG	N;NOM;SG
escalier	lépcső	escalier	lépcső	N;MASC;SG	N;NOM;SG
escalier	lépcső	escalier	lépcső	N;MASC;SG	N;NOM;SG
escalier	lépcsőn	escalier	lépcső	N;MASC;SG	N;ON+ESS;SG
argentin	argentin	argentin	argent	ADJ;MASC;SG	ADJ;NOM;SG
argentin	argentin	argentin	argent	ADJ;MASC;SG	ADJ;NOM;SG
argentin	argentin	argentin	argent	ADJ;MASC;SG	ADJ;NOM;SG
chante	énekelni	chanter	énekel	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
chante	énekel	chanter	én	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
chante	dalol	chanter	dalol	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
chante	énekel	chanter	én	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
