ve	и	ve	и	CONJ	CONJ
işlemci	процессор	işlemci	процессор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işlemci	процессор	işlemci	процессор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
azınlık	меньшинство	azınlık	меньшинство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
fakülte	факультет	fakül	факультет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bordeaux	бордо	bordeau	бордо	N;NOM;SG;3	N;INAN;NOM;MASC;SG
makaleler	статьи	makale	статья	N;NOM;PL;3	N;INAN;NOM;FEM;PL
makaleler	изделия	makale	изделие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
futbolcular	футболисты	futbolcu	футболист	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
danışma	консультирование	danış	консультирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
danışma	консультация	danış	консультация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
danışma	консультация	danış	консультация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
danışma	консультирование	danış	консультирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
bağışıklık	иммунитет	bağışıklık	иммунитет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bağışıklık	неприкосновенность	bağışıklık	неприкосновенность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bağışıklık	иммунитет	bağışıklık	иммунитет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akışı	поток	akış	поток	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sorular	справки	soru	справка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sorular	запросы	soru	запрос	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sorular	вопросы	soru	вопрос	N;NOM;PL;3	N;INAN;NOM;MASC;PL
araplar	арабы	arap	араба	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çiçeği	цветочек	çiçek	цветочек	N;NOM;SG;3	N;INAN;NOM;MASC;SG
çiçeği	цветок	çiçek	цветок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gözler	глаза	göz	глаз	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gözler	глазки	göz	глазок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
fazıl	фазиль	fazıl	фазиль		
yöntemler	методики	yöntem	методика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yöntemler	методологии	yöntem	методология	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yöntemler	методы	yöntem	метод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
balıkçılık	рыболовство	balıkçılık	рыболовство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
balıkçılık	рыболовства	balıkçılık	рыболовство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
balıkçılık	рыболовство	balıkçılık	рыболовство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
balıkçılık	рыболовства	balıkçılık	рыболовство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
balıkçılık	рыбалка	balıkçılık	рыбалка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
taraftar	поклонник	taraf	поклонник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
taraftar	фан	taraf	фан	N;NOM;SG;3	N;INAN;NOM;MASC;SG
taraftar	вентилятор	taraf	вентилятор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
taraftar	фанат	taraf	фанат	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
kapatıldı	закрыта	kapa	закрыть	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
kapatıldı	закрыто	kapa	закрыть	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kapatıldı	закрытая	kapa	закрытый	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
kapatıldı	закрытое	kapa	закрытый	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
yıldızları	звёзды	yıldız	звезда	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yıldızları	звезды	yıldız	звезда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
blog	блог	blog	блог	N;NOM;SG;3	N;INAN;NOM;MASC;SG
üniversiteler	университеты	üniversite	университет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
üniversiteler	колледжи	üniversite	колледж	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kelebek	бабочка	kelebek	бабочка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dikkatli	внимательным	dikkatli	внимательный	ADJ	ADJ;INS;NEUT;SG
dikkatli	осторожный	dikkatli	осторожный	ADJ	ADJ;NOM;MASC;SG
araştırmacılar	исследователи	araştır	исследователь	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
araştırmacılar	следователи	araştır	следователь	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yetenek	умение	yetenek	умение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yetenek	мастерство	yetenek	мастерство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yetenek	талант	yetenek	талант	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yetenek	умение	yetenek	умение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yetenek	способность	yetenek	способность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
malzemeler	ингредиенты	malzeme	ингредиент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
malzemeler	материалы	malzeme	материал	N;NOM;PL;3	N;INAN;NOM;MASC;PL
malzemeler	поставки	malzeme	поставка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
listeler	перечни	liste	перечень	N;NOM;PL;3	N;INAN;NOM;MASC;PL
listeler	списки	liste	список	N;NOM;PL;3	N;INAN;NOM;MASC;PL
adrian	эдриен	adrian	эдриен		
sesleri	звуки	ses	звук	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sesleri	голоса	ses	голос	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ölçüm	измерение	ölçüm	измерение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ölçüm	мера	ölçüm	мера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ölçüm	измерение	ölçüm	измерение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
diff	diff	diff	diff		
strateji	стратегия	strateji	стратегия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kuruluşlar	организации	kuruluş	организация	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kuruluşlar	учреждения	kuruluş	учреждение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
kuruluşlar	институты	kuruluş	институт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yabani	wild	yabani	wild		
üretildi	произведено	üre	произвести	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
aşağıya	ниже	aşağı	низкий	ADJ;DAT;SG;3	ADJ;CMPR
yükleme	загрузить	yükle	загрузить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
yükleme	установить	yükle	установить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
yükleme	загрузить	yükle	загрузить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
yükleme	скачать	yükle	скачать	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
bak	посмотри	bak	смотреть	V;PFV;IMP;SG;2;POS;PRS	V;PFV;IMP;SG;2;FIN;ACT
irmak	ривер	irmak	ривер		
yapıların	структур	yapı	структура	N;GEN;PL;3	N;INAN;GEN;FEM;PL
görüntüler	картинки	görüntü	картинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görüntüler	изображения	görüntü	изображение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
görüntüler	образы	görüntü	образ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görüntüler	кадры	görüntü	кадр	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ağzı	рот	ağzı	рот	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işlemler	операции	işlem	операция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
işlemler	операции	işlem	операция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
işlemler	сделки	işlem	сделка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
arı	ари	arı	ари		
che	че	che	что		
kurumlar	учреждения	kurum	учреждение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
kurumlar	институты	kurum	институт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
öneri	предложение	öneri	предложение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
öneri	рекомендация	öneri	рекомендация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
öneri	предложение	öneri	предложение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
rehberi	каталог	rehber	каталог	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	папка	rehber	папка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
rehberi	справочник	rehber	справочник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	проводник	rehber	проводник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	гид	rehber	гид	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	руководство	rehber	руководство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hizmetler	услуги	hizmet	услуга	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hizmetler	службы	hizmet	служба	N;NOM;PL;3	N;INAN;NOM;FEM;PL
başlıklar	темы	başlık	тема	N;NOM;PL;3	N;INAN;NOM;FEM;PL
başlıklar	заголовки	başlık	заголовок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başlıklar	заголовки	başlık	заголовок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başlıklar	названия	başlık	название	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
başlıklar	баннеры	başlık	баннер	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başlıklar	заголовки	başlık	заголовок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
palace	дворец	palace	дворец	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kırdı	сломалась	kır	ломаться	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
kırdı	сломал	kır	ломать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kırdı	сломался	kır	ломаться	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
düşmüş	упал	düş	падать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düşmüş	упала	düş	падать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
düşmüş	упал	düş	падать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düşmüş	пал	düş	пасть	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
denklemi	уравнение	denklem	уравнение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
benfica	бенфика	benfica	бенфик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
aya	ая	aya	ая		
altan	алтан	altan	алтан		
ilkeleri	принципы	ilke	принцип	N;NOM;PL;3	N;INAN;NOM;MASC;PL
denetimi	аудит	denetim	аудить	N;NOM;SG;3	N;INAN;NOM;MASC;SG
denetimi	ревизия	denetim	ревизия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
anlaşmazlık	несогласие	anlaşmazlık	несогласие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
anlaşmazlık	конфликт	anlaşmazlık	конфликт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
anlaşmazlık	коллизия	anlaşmazlık	коллизия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
anlaşmazlık	спор	anlaşmazlık	спор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
okullar	школы	okul	школа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
çabaları	усилия	çaba	усилие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hikaye	новость	hika	новость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hikaye	рассказ	hika	рассказ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hikaye	история	hika	история	N;NOM;SG;3	N;INAN;NOM;FEM;SG
karışımı	смесь	karışım	смесь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hücreler	ячейки	hücre	ячейка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hücreler	клетки	hücre	клетка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ormanları	леса	orman	лес	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gazeteciler	журналисты	gazeteci	журналист	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
şartlar	условия	şart	условие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
şartlar	требования	şart	требование	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
şartlar	потребности	şart	потребность	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şartlar	термины	şart	термин	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şartlar	условия	şart	условие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
selamlar	приветствия	selam	приветствие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yakaladı	попалась	yakala	попасться	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
yakaladı	поймал	yakala	поймать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
yakaladı	пойман	yakala	поймать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
tai	тай	tai	тай		
una	уна	u	ун		
depremi	землетрясение	deprem	землетрясение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
seçti	выбрала	seç	выбрать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
seçti	выбрал	seç	выбрать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
ayakkabı	обуви	ayakkabı	обувь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayakkabı	обувь	ayakkabı	обувь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayakkabı	ботинок	ayakkabı	ботинок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ayakkabı	обувь	ayakkabı	обувь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayakkabı	обуви	ayakkabı	обувь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayakkabı	обуви	ayakkabı	обувь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayakkabı	обувь	ayakkabı	обувь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ibadet	поклонение	ibadet	поклонение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
garden	гарден	garden	гарден	N;NOM;SG;3	N;INAN;NOM;MASC;SG
garden	сад	garden	сад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kendiliğinden	спонтанно	kendiliğinden	спонтанно	ADV	ADV
kendiliğinden	спонтанно	kendiliğinden	спонтанно	ADV	ADV
danışmanlık	консультирование	danışmanlık	консультирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
danışmanlık	консультация	danışmanlık	консультация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
danışmanlık	консультирование	danışmanlık	консультирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
temsilciler	представители	temsilci	представитель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sesler	звуки	ses	звук	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sesler	голоса	ses	голос	N;NOM;PL;3	N;INAN;NOM;MASC;PL
vatandaşlık	натурализации	vatandaşlık	натурализация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
vatandaşlık	гражданство	vatandaşlık	гражданство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
gitmiş	ушёл	git	уйти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
gitmiş	ушла	git	уйти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
gitmiş	ушел	git	уйти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kül	аш	kül	аш		
yazarlık	авторство	yazarlık	авторство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yazarlık	написание	yazarlık	написание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
insanlık	человечество	insanlık	человечество	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
insanlık	человечность	insanlık	человечность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
insanlık	человечество	insanlık	человечество	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
element	элемент	element	элемент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
havayolu	авиакомпания	havayolu	авиакомпания	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dedesi	дедушка	dede	дедушка	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
dedesi	дед	dede	дед	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sinagogu	синагога	sinagogu	синагог	N;NOM;SG;3	N;INAN;NOM;FEM;SG
messier	мессье	messier	мессо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tebriz	тебризе	tebriz	тебриз		
ram	рам	ram	рама		
peynir	сыр	peynir	сыр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
selam	привет	selam	привет		
modeller	модели	model	модель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
değiştirilmiş	измененный	değiş	изменить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
değiştirilmiş	изменена	değiş	изменить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
değiştirilmiş	изменено	değiş	изменить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
şablonlar	шаблоны	şablon	шаблон	N;NOM;PL;3	N;INAN;NOM;MASC;PL
haklar	права	hak	право	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
tasarımcısı	дизайнер	tasarımcı	дизайнер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
silindi	исключен	sil	исключить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
silindi	удалена	sil	удалить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
silindi	удалено	sil	удалить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
geliştirildi	разработан	geliş	разработать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
geliştirildi	разработано	geliş	разработать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tanrıça	богиня	tanrıç	богиня	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
hafıza	память	hafız	память	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hafıza	воспоминание	hafız	воспоминание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
amaçlar	задачи	amaç	задача	N;NOM;PL;3	N;INAN;NOM;FEM;PL
amaçlar	цели	amaç	цель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
amaçlar	цели	amaç	цель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
amaçlar	цели	amaç	цель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hedda	гедда	hedda	гедда		
tankı	танк	tankı	танк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tankı	цистерна	tankı	цистерна	N;NOM;SG;3	N;INAN;NOM;FEM;SG
satır	кливер	satır	кливер		
station	станция	station	станция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
station	вокзал	station	вокзал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
koşullar	условия	koş	условие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
koşullar	термины	koş	термин	N;NOM;PL;3	N;INAN;NOM;MASC;PL
koşullar	условия	koş	условие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
danimarkalı	датский	danimarkalı	датский	ADJ	ADJ;NOM;MASC;SG
niye	зачем	niye	зачем	ADV	ADV
niye	почему	niye	почему	ADV	ADV
tower	башня	tower	башня	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tower	тауэр	tower	тауэр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sohbet	переписка	sohbet	переписка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sohbet	разговор	sohbet	разговор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sohbet	беседа	sohbet	беседа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sohbet	чат	sohbet	чат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöneticileri	менеджеры	yönetici	менеджер	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yöneticileri	руководители	yönetici	руководитель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yöneticileri	администраторы	yönetici	администратор	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yöneticileri	администраторы	yönetici	администратор	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yöneticileri	руководители	yönetici	руководитель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
soğan	лук	soğ	лук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
soğan	лук	soğ	лук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dizayn	конструкция	dizayn	конструкция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dizayn	проектирование	dizayn	проектирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dizayn	дизайн	dizayn	дизайн	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tepkiler	реакции	tepki	реакция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
tepkiler	ответы	tepki	ответ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
korudu	защищена	koru	защитить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
korudu	защищен	koru	защитить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
muhafazakar	консервативные	muhafazak	консервативный	ADJ	ADJ;NOM;PL
adaylar	кандидатуры	aday	кандидатура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
adaylar	кандидаты	aday	кандидат	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
adaylar	заявители	aday	заявитель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
üyelik	членство	üyelik	членство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
üyelik	членство	üyelik	членство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
üyelik	подписка	üyelik	подписка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
aniden	неожиданно	aniden	неожиданно	ADV	ADV
aniden	внезапно	aniden	внезапно	ADV	ADV
aniden	вдруг	aniden	вдруг	ADV	ADV
aniden	внезапно	aniden	внезапно	ADV	ADV
garanti	гарантия	garanti	гарантия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
garanti	гарантия	garanti	гарантия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
garanti	гарантия	garanti	гарантия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
asım	асим	asım	асима		
parçacıklar	частицы	parçacık	частица	N;NOM;PL;3	N;INAN;NOM;FEM;PL
schalke	шальке	schalke	шальк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
faaliyetler	мероприятия	faaliyet	мероприятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
gezegenler	планеты	gezegen	планета	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yasaları	законы	yasa	закон	N;NOM;PL;3	N;INAN;NOM;MASC;PL
tuhaf	чудак	tuhaf	чудак	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
