przez	بشمول	przez	بشمول	ADP	ADP
kocham	چاہنا	kochać	چاہ	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
rzeczywisty	موجود	rzeczywisty	موجود	ADJ;NOM;MASC;SG	ADJ
rzeczywisty	اصلی	rzeczywisty	اصلی	ADJ;NOM;MASC;SG	ADJ
rzeczywisty	حاضر	rzeczywisty	حاضر	ADJ;NOM;MASC;SG	ADJ
rzeczywisty	موجود	rzeczywisty	موجود	ADJ;NOM;MASC;SG	ADJ
rzeczywisty	حقیقی	rzeczywisty	حقیقی	ADJ;NOM;MASC;SG	ADJ
rzeczywisty	اصلی	rzeczywisty	اصلی	ADJ;NOM;MASC;SG	ADJ
rzeczywisty	حاضر	rzeczywisty	حاضر	ADJ;NOM;MASC;SG	ADJ
wierny	استوار	wierny	استوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stada	in	stadać	in		
stada	out	stadać	out		
stada	غول	stadać	غول		
rozprawa	مقدمہ	rozprawa	مقدمہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rozprawa	آزمائش	rozprawa	آزمائش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rozprawa	جانچ	rozprawa	جانچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rozprawa	مقدمہ	rozprawa	مقدمہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dzika	(	dziki	(		
dzika	بیابان	dziki	بیابان		
dzika	اُجاڑ.	dziki	اُجاڑ.		
dzika	(	dziki	(		
dzika	بیابان	dziki	بیابان		
dzika	وحشی	dziki	وحشی		
dzika	اُجاڑ.	dziki	اُجاڑ.		
dzika	خونخوار	dziki	خونخوار		
dzika	خونخوار	dziki	خونخوار		
dzika	وحشی	dziki	وحشی		
poważna	اہم	poważny	اہم	ADJ;NOM;FEM;SG	ADJ
poważna	معقول.	poważny	معقول.	ADJ;NOM;FEM;SG	ADJ
poważna	معتبر	poważny	معتبر	ADJ;NOM;FEM;SG	ADJ
poważna	اہم	poważny	اہم	ADJ;NOM;FEM;SG	ADJ
poważna	معقول.	poważny	معقول.	ADJ;NOM;FEM;SG	ADJ
poważna	معتبر	poważny	معتبر	ADJ;NOM;FEM;SG	ADJ
poważna	سنجیدہ	poważny	سنجیدہ	ADJ;NOM;FEM;SG	ADJ
poważna	متشدد	poważny	متشدد	ADJ;NOM;FEM;SG	ADJ
poważna	بڑا	poważny	بڑا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
poważna	سادہ	poważny	سادہ	ADJ;NOM;FEM;SG	ADJ
poważna	زبردست	poważny	زبردست	ADJ;NOM;FEM;SG	ADJ
poważna	متشدد	poważny	متشدد	ADJ;NOM;FEM;SG	ADJ
poważna	شدید	poważny	شدید	ADJ;NOM;FEM;SG	ADJ
poważna	بڑا	poważny	بڑا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
poważna	سادہ	poważny	سادہ	ADJ;NOM;FEM;SG	ADJ
poważna	زبردست	poważny	زبردست	ADJ;NOM;FEM;SG	ADJ
poważna	سخت	poważny	سخت	ADJ;NOM;FEM;SG	ADJ
mózg	منتظم	mózg	منتظم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mózg	دماغ	mózg	دماغ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mózg	منتظم	mózg	منتظم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mózg	دماغ	mózg	دماغ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zombie	ٹھس	zomba	ٹھس		
wilgotne	مایوسی	wilgotny	مایوسی	ADJ;NOM;NEUT;SG	ADJ
wilgotne	مایوسی	wilgotny	مایوسی	ADJ;NOM;NEUT;SG	ADJ
crown	مکٹ	crowny	مکٹ		
crown	مکٹ	crowny	مکٹ		
uszy	اذن	ucho	اذن		
gorsze	ابتر	zły	ابتر	ADJ;NOM;CMPR;NEUT;SG	ADJ
wydatki	اخراجات	wydatek	خرچ	N;NOM;MASC;PL	N;NOM;MASC;PL;3
wydatki	اخراجات	wydatek	خرچ	N;NOM;MASC;PL	N;NOM;MASC;PL;3
odrodzenie	احیا	odrodzić	احیا	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
odrodzenie	اعادہ	odrodzić	اعادہ	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
odrodzenie	تجدید	odrodzić	تجدید	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
odrodzenie	اعادہ	odrodzić	اعادہ	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
skomplikowane	مربوط	skomplikować	مربوط	ADJ;NOM;NEUT;SG	ADJ
skomplikowane	مربوط	skomplikować	مربوط	ADJ;NOM;NEUT;SG	ADJ
skomplikowane	پیچیدہ	skomplikować	پیچیدہ	ADJ;NOM;NEUT;SG	ADJ
uczestnictwo	شرکت	uczestnictwo	شرکت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przesunięcie	فریب	przesunąć	فریب	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przesunięcie	جرمانہ	przesunąć	جرمانہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przesunięcie	تلافی	przesunąć	تلافی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
ostra	عیار	ostry	عیار		
ostra	ڈھالو	ostry	ڈھالو		
ostra	عیار	ostry	عیار		
ostra	ڈھالو	ostry	ڈھالو		
gładkie	متوازن.	gładki	متوازن.	ADJ;NOM;NEUT;SG	ADJ
gładkie	یکساں	gładki	یکساں	ADJ;NOM;NEUT;SG	ADJ
gładkie	معتدل	gładki	معتدل	ADJ;NOM;NEUT;SG	ADJ
gładkie	متوازن.	gładki	متوازن.	ADJ;NOM;NEUT;SG	ADJ
gładkie	یکساں	gładki	یکساں	ADJ;NOM;NEUT;SG	ADJ
gładkie	معتدل	gładki	معتدل	ADJ;NOM;NEUT;SG	ADJ
gładkie	ہموار	gładki	ہموار	ADJ;NOM;NEUT;SG	ADJ
limit	احاطہ	limit	احاطہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
promowanie	بڑھوتری	promować	بڑھوتری	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
promowanie	افزائش	promować	افزائش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
promowanie	ترقی	promować	ترقی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
promowanie	رتبہ	promować	رتبہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
promowanie	عمل	promować	عمل	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
starożytne	قدیم	starożytny	قدیم	ADJ;NOM;NEUT;SG	ADJ
fałszywe	غیرقانونی	fałszywy	غیرقانونی	ADJ;NOM;NEUT;SG	ADJ
fałszywe	جعلی	fałszywy	جعلی	ADJ;NOM;NEUT;SG	ADJ
fałszywe	ناجائز	fałszywy	ناجائز	ADJ;NOM;NEUT;SG	ADJ
fałszywe	غلط	fałszywy	غلط	ADJ;NOM;NEUT;SG	ADJ
fałszywe	غیرقانونی	fałszywy	غیرقانونی	ADJ;NOM;NEUT;SG	ADJ
fałszywe	نقلی	fałszywy	نقلی	ADJ;NOM;NEUT;SG	ADJ
fałszywe	جعلی	fałszywy	جعلی	ADJ;NOM;NEUT;SG	ADJ
fałszywe	ناجائز	fałszywy	ناجائز	ADJ;NOM;NEUT;SG	ADJ
fałszywe	نقلی	fałszywy	نقلی	ADJ;NOM;NEUT;SG	ADJ
fałszywe	جعلی	fałszywy	جعلی	ADJ;NOM;NEUT;SG	ADJ
komora	خانہ	komora	خانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
moczu	پیشاب	mocze	پیشاب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdolne	قابل	zdolny	قابل	ADJ;NOM;NEUT;SG	ADJ
zdolne	قابل	zdolny	قابل	ADJ;NOM;NEUT;SG	ADJ
zdolne	لائق	zdolny	لائق	ADJ;NOM;NEUT;SG	ADJ
zdolne	سازگار	zdolny	سازگار	ADJ;NOM;NEUT;SG	ADJ
zdolne	باصلاحیت.	zdolny	باصلاحیت.	ADJ;NOM;NEUT;SG	ADJ
zdolne	لائق	zdolny	لائق	ADJ;NOM;NEUT;SG	ADJ
zdolne	سازگار	zdolny	سازگار	ADJ;NOM;NEUT;SG	ADJ
zdolne	باصلاحیت.	zdolny	باصلاحیت.	ADJ;NOM;NEUT;SG	ADJ
standardowa	رائج	standardowy	رائج	ADJ;NOM;FEM;SG	ADJ
standardowa	عام	standardowy	عام	ADJ;NOM;FEM;SG	ADJ
powódź	جوار	powódź	جوار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
powódź	طغیانی	powódź	طغیانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
powódź	دریا	powódź	دریا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
powódź	نہر	powódź	نہر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	جنگ	czynność	جنگ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	کارنامہ	czynność	کارنامہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	مقدمہ	czynność	مقدمہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	کہانی	czynność	کہانی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	لڑائی	czynność	لڑائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	طریقہ	czynność	طریقہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	جنگ	czynność	جنگ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	کارنامہ	czynność	کارنامہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	مقدمہ	czynność	مقدمہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	کارروائی	czynność	کارروائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	کہانی	czynność	کہانی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	عمل	czynność	عمل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	لڑائی	czynność	لڑائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
czynność	طریقہ	czynność	طریقہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	تابکاری	czynność	تابکاری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
czynność	مصروفیت	czynność	مصروفیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zwyczajowo	رواجاً	zwyczajowo	رواجاً	ADV	ADV
wystarczające	کافی	wystarczający	کافی	ADJ;NOM;NEUT;SG	ADJ
kasa	املاک	kasa	ملک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obserwować	تاڑنا	obserwować	تاڑنا	V;IPFV;NFIN;ACT	V;SG;NFIN;ACT
przedział	خط	przedział	خط	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedział	سمت	przedział	سمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedział	سلسلہ	przedział	سلسلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedział	حدود	przedział	حد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedział	قطار	przedział	قطار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projektowanie	مشین	projektować	مشین	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
projektowanie	ترکیب	projektować	ترکیب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
projektowanie	تصویر	projektować	تصویر	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
projektowanie	منصوبہ	projektować	منصوبہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
projektowanie	مشین	projektować	مشین	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
projektowanie	ترکیب	projektować	ترکیب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
projektowanie	تصویر	projektować	تصویر	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
projektowanie	مقصد	projektować	مقصد	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
piętnaście	xv	piętnaście	xv		
piętnaście	xv	piętnaście	xv		
gliny	سہنا.	glina	سہنا.		
szkic	خاکہ	szkic	خاکہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
siódma	ساتواں	siódmy	ساتواں	ADJ;NOM;FEM;SG	ADJ
rozpad	آوارگی	rozpad	آوارگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	انجام	rozpad	انجام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	خاتمہ	rozpad	خاتمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	تقسیم	rozpad	تقسیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rozpad	آوارگی	rozpad	آوارگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	انجام	rozpad	انجام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	خاتمہ	rozpad	خاتمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	تقسیم	rozpad	تقسیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rozpad	دولت	rozpad	دولت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rozpad	زور	rozpad	زور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozpad	توانائی	rozpad	توانائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sprawdzenie	تصدیق	sprawdzenie	تصدیق	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
pośredni	پنہاں	pośredni	پنہاں		
zorganizować	چکانا	zorganizować	چکا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
troski	about	troski	about		
troski	about	troski	about		
ubrania	ملبوسات	ubranie	ملبوسات	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
strome	ڈھالو	stroma	ڈھالو		
strome	(	stroma	(		
płaszcz	غلاف	płaszcz	غلاف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
płaszcz	خول	płaszcz	خول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zamówienia	فراہمی	zamówienie	فراہمی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zamówienia	حصول	zamówienie	حصول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wzrok	بصارت	wzrok	بصارت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrok	منظر	wzrok	منظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrok	منظر	wzrok	منظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrok	نظر	wzrok	نظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrok	نظر	wzrok	نظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziury	کٹیا	dziura	کٹیا		
dziury	چھید	dziura	چھید		
dziury	کٹیا	dziura	کٹیا		
ilustracja	تزئین	ilustracja	تزئین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ilustracja	مثال	ilustracja	مثال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemniczy	مخفی	tajemniczy	مخفی	ADJ;NOM;MASC;SG	ADJ
tajemniczy	پوشیدہ	tajemniczy	پوشیدہ	ADJ;NOM;MASC;SG	ADJ
tajemniczy	نامعلوم	tajemniczy	نامعلوم	ADJ;NOM;MASC;SG	ADJ
tajemniczy	پوشیدہ	tajemniczy	پوشیدہ	ADJ;NOM;MASC;SG	ADJ
tajemniczy	نامعلوم	tajemniczy	نامعلوم	ADJ;NOM;MASC;SG	ADJ
podaj	گزرنا	podać	گزر	V;PFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
savage	خونخوار	savaga	خونخوار		
savage	خونخوار	savaga	خونخوار		
zaburzenie	انتشار	zaburzyć	انتشار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
mechaniczny	آلاتی	mechaniczny	آلا	ADJ;NOM;MASC;SG	ADJ
mechaniczny	آلاتی	mechaniczny	آلا	ADJ;NOM;MASC;SG	ADJ
mechaniczny	مشینی	mechaniczny	مشینی	ADJ;NOM;MASC;SG	ADJ
zajęta	مشغول	zająć	مشغول	ADJ;NOM;FEM;SG	ADJ
ciotka	خالہ	ciotka	خالہ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ciotka	پھوپھی	ciotka	پھوپھی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kontynent	براعظم	kontynent	براعظم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niebieska	افسردہ	niebieski	افسردہ	ADJ;NOM;FEM;SG	ADJ
skrypt	ڈرامے	skrypt	ڈرامہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
średniowieczne	پرانا	średniowieczny	پرانا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
mill	مل.	mill	مل.		
teoretyczne	علمی	teoretyczny	علمی	ADJ;NOM;NEUT;SG	ADJ
teoretyczne	علمی	teoretyczny	علمی	ADJ;NOM;NEUT;SG	ADJ
rapid	تیز.	rapid	تیز.		
cierpienia	مصیبت	cierpienie	مصیبت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
obszerne	حاوی	obszerny	حاوی	ADJ;NOM;NEUT;SG	ADJ
obszerne	جامع	obszerny	جامع	ADJ;NOM;NEUT;SG	ADJ
obszerne	محیط	obszerny	محیط	ADJ;NOM;NEUT;SG	ADJ
obszerne	حاوی	obszerny	حاوی	ADJ;NOM;NEUT;SG	ADJ
obszerne	جامع	obszerny	جامع	ADJ;NOM;NEUT;SG	ADJ
obszerne	وسیع	obszerny	وسیع	ADJ;NOM;NEUT;SG	ADJ
obszerne	محیط	obszerny	محیط	ADJ;NOM;NEUT;SG	ADJ
bramka	منہ	bramka	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	برطرفی.	bramka	برطرفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	بازار	bramka	بازار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	منہ	bramka	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	برطرفی.	bramka	برطرفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	بازار	bramka	بازار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	مقصد	bramka	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	ہدف	bramka	ہدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bramka	نشانہ	bramka	نشانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zbędny	فضولیات.	zbędny	فضولیات.	ADJ;NOM;MASC;SG	ADJ
zbędny	غیراہم.	zbędny	غیراہم.	ADJ;NOM;MASC;SG	ADJ
pożegnanie	رخصت	pożegnać	رخصت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
moda	وتیرہ	moda	وتیرہ		
maska	بناوٹ	maska	بناوٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
twarde	خ	twardy	خ		
twarde	خ	twardy	خ		
funk	بزدل	funk	بزدل		
bogactwo	بہبود	bogactwo	بہبود	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
bogactwo	دولت	bogactwo	دولت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
bogactwo	فلاح	bogactwo	فلاح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przemówienie	تقریر	przemówienie	تقریر	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
przełożony	رتبے	przełożyć	رتبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
poetyckie	اعلیٰ	poetycki	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
ostrej	سخت	ostry	سخت	ADJ;GEN;FEM;SG	ADJ
zgodna	روادار	zgodny	روادار	ADJ;NOM;FEM;SG	ADJ
zgodna	موافق	zgodny	موافق	ADJ;NOM;FEM;SG	ADJ
łatwy	(	łatwy	(		
łatwy	(	łatwy	(		
wskazywać	بنانا.	wskazywać	بناناؤ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
przedsięwzięcie	مہم	przedsięwzięcie	مہم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
prom	نال	prom	نال		
puls	جوش	puls	جوش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
puls	احساس	puls	احساس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
puls	جذبہ	puls	جذبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niezwykłe	ممتاز	niezwykłe	ممتاز	ADJ;NOM;NEUT;SG	ADJ
niezwykłe	انوکھا	niezwykłe	انوکھا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
niezwykłe	غیرمعمولی	niezwykłe	غیرمعمولی	ADJ;NOM;NEUT;SG	ADJ
leczniczych	نافع.	leczniczy	نافع.	ADJ;GEN;MASC;PL	ADJ
atmosferyczne	فضائی	atmosferyczny	فضائی	ADJ;NOM;NEUT;SG	ADJ
pościg	مشغلہ	pościg	مشغلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	مصروفیت	pościg	مصروفیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	مشغلہ	pościg	مشغلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	تعاقب	pościg	تعاقب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	مصروفیت	pościg	مصروفیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	پیچھا	pościg	پیچھا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	پستول	pościg	پستول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	جدوجہد	pościg	جدوجہد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	پیچھا	pościg	پیچھا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	پستول	pościg	پستول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	تعاقب	pościg	تعاقب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pościg	جدوجہد	pościg	جدوجہد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potwierdzono	پکا	potwierdzić	پک	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
witaminy	حیاتین	witamina	حیاتین	N;NOM;FEM;PL	N;NOM;MASC;PL;3
serio	واقعی	serio	واقعی		
pompy	up	pompa	up		
pompy	out	pompa	out		
ogromna	زوردار	ogromny	زوردار	ADJ;NOM;FEM;SG	ADJ
ogromna	ٹھوس	ogromny	ٹھوس	ADJ;NOM;FEM;SG	ADJ
martwa	حتمی	martwy	حتمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
martwa	ساکت	martwy	ساکت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
martwa	حتمی	martwy	حتمی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
martwa	ساکت	martwy	ساکت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
olbrzymie	جن.	olbrzymi	جن.		
proza	نثر	proza	نثر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
natężenie	چمک	natężenie	چمک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
natężenie	شدّت	natężenie	شدّت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
duchowego	مذہبی	duchowy	مذہبی	ADJ;ACC;MASC;SG	ADJ
alternatywne	متبادل	alternatywny	متبادل	ADJ;NOM;NEUT;SG	ADJ
pionowe	انتصابی	pionowy	انتصابی	ADJ;NOM;NEUT;SG	ADJ
pionowe	عمودی	pionowy	عمودی	ADJ;NOM;NEUT;SG	ADJ
pionowe	مفرقی	pionowy	مفرقی	ADJ;NOM;NEUT;SG	ADJ
pionowe	انتصابی	pionowy	انتصابی	ADJ;NOM;NEUT;SG	ADJ
pionowe	عمودی	pionowy	عمودی	ADJ;NOM;NEUT;SG	ADJ
pionowe	مفرقی	pionowy	مفرقی	ADJ;NOM;NEUT;SG	ADJ
opuszczony	آزادانہ	opuszczony	آزادانہ	ADJ;NOM;MASC;SG	ADJ
ekspedycja	جستجو	ekspedycja	جستجو	N;NOM;FEM;SG	N;NOM;MASC;SG;3
generator	موجد	generator	موجد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
generator	جنریٹر	generator	جنریٹر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
generator	گیس	generator	گیس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zasilanie	صلاحیت	zasilać	صلاحیت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zasilanie	صلاحیت	zasilać	صلاحیت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zasilanie	بل	zasilać	بل	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
apel	عرضداشت	apel	عرضداشت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
apel	گزارش	apel	گزارش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
apel	عرضداشت	apel	عرضداشت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
apel	گزارش	apel	گزارش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
apel	درخواست	apel	درخواست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
apel	استدعا	apel	استدعا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
apel	عرضداشت	apel	عرضداشت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uzasadnione	درست	uzasadniony	درست	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	قانونی	uzasadniony	قانونی	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	مناسب	uzasadniony	مناسب	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	متوازن	uzasadniony	متوازن	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	فہمیدہ.	uzasadniony	فہمیدہ.	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	مناسب	uzasadniony	مناسب	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	معقول	uzasadniony	معقول	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	متوازن	uzasadniony	متوازن	ADJ;NOM;NEUT;SG	ADJ
uzasadnione	فہمیدہ.	uzasadniony	فہمیدہ.	ADJ;NOM;NEUT;SG	ADJ
udanych	کامیاب	udać	کامیاب	ADJ;GEN;MASC;PL	ADJ
zwalczanie	مبارزت	zwalczać	مبارزت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zwalczanie	مقابلہ	zwalczać	مقابلہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zwalczanie	لڑائی	zwalczać	لڑائی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zwalczanie	سعی	zwalczać	سعی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zaopatrzenie	سامان	zaopatrzenie	سامان	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
nienawiści	بغض.	nienawiść	بغض.		
nienawiści	بغض.	nienawiść	بغض.		
