pro	für	pro	für	ADP;ACC	ADP
zeď	wand	zeď	wand	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
svobodný	einzelzimmer	svobodný	einzelzimmer	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
obrovské	gewaltig	obrovský	gewaltig	ADJ;NOM;NEUT;SG;POS	ADJ
obrovské	riesig	obrovský	riesig	ADJ;NOM;NEUT;SG;POS	ADJ
obrovské	riesigen	obrovský	riesig	ADJ;NOM;NEUT;SG;POS	ADJ
obrovské	gewaltig	obrovský	gewaltig	ADJ;NOM;NEUT;SG;POS	ADJ
obrovské	riesig	obrovský	riesig	ADJ;NOM;NEUT;SG;POS	ADJ
obrovské	enorm	obrovský	enorm	ADJ;NOM;NEUT;SG;POS	ADJ
obrovské	enormen	obrovský	enorm	ADJ;NOM;NEUT;SG;POS	ADJ
typický	typisches	typický	typisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
typický	typischer	typický	typisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
typický	typisch	typický	typisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
typický	typischen	typický	typisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
potvrzení	bestätigung	potvrzení	Bestätigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
potvrzení	bestätigung	potvrzení	Bestätigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
potvrzení	zeugnis	potvrzení	zeugnis	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
potvrzení	urkunde	potvrzení	urkunde	N;NOM;NEUT;SG;POS	N
potvrzení	bestätigung	potvrzení	Bestätigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
potvrzení	validierung	potvrzení	validierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
potvrzení	bestätigung	potvrzení	Bestätigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
přidat	hinzufügen	přidat	hinfügen	V;PFV;POS;NFIN	V;NFIN
přidat	addieren	přidat	addieren	V;PFV;POS;NFIN	V;NFIN
přidat	fügen	přidat	fügen	V;PFV;POS;NFIN	V;NFIN
přidat	füge	přidat	fügen	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
švédská	schwedisch	švédský	schwedisch	ADJ;NOM;FEM;SG;POS	ADJ
švédská	schwedischen	švédský	schwedisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM
trofej	pokal	trofej	pokal	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
kopie	kopien	kopie	kopien	N;NOM;FEM;PL;POS	N;NOM;PL
odborná	sachverständiger	odborný	sachverständig	ADJ;NOM;FEM;SG;POS	ADJ
produktů	produkt	produkt	produkt	N;INAN;GEN;MASC;PL;POS	N
všeobecné	allgemeines	všeobecný	allgemein	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
všeobecné	allgemein	všeobecný	allgemein	ADJ;NOM;MASC;SG;POS	ADJ
všeobecné	allgemeinen	všeobecný	allgemein	ADJ;NOM;MASC;SG;POS	ADJ
zničit	zerstöre	zničit	zerstöre	V;PFV;POS;NFIN	V;SG;FIN
zničit	vernichten	zničit	vernichten	V;PFV;POS;NFIN	V;NFIN
zničit	vernichtet	zničit	vernichten	V;PFV;POS;NFIN	V;V.PTCP
zničit	zerstören	zničit	zerstören	V;PFV;POS;NFIN	V;NFIN
zničit	ruinieren	zničit	ruinieren	V;PFV;POS;NFIN	V;NFIN
zničit	verderben	zničit	verderben	V;PFV;POS;NFIN	V;NFIN
nedávno	kürzlich	nedávno	kürzlich	ADV	ADV
nedávno	neulich	nedávno	neulich	ADV	ADV
přesvědčení	verurteilung	přesvědčení	verurteilung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
přesvědčení	verurteilung	přesvědčení	verurteilung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
kampaň	kampagne	kampaň	kampagne	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
éry	ära	éra	ära	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vyprávění	erzählung	vyprávění	erzählung	N;NOM;NEUT;SG;POS	N;FEM;SG
vyprávění	erzählung	vyprávění	erzählung	N;NOM;NEUT;SG;POS	N;FEM;SG
vyprávění	erzählung	vyprávění	erzählung	N;NOM;NEUT;SG;POS	N;FEM;SG
volba	auswahl	volba	auswahl	N;NOM;FEM;SG;POS	N;NOM;SG
kanón	kanone	kanón	kanone	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
levý	linker	levý	link	ADJ;INAN;NOM;MASC;SG;POS	ADJ
virtuální	virtuellen	virtuální	virtuell	ADJ;NOM;MASC;SG;POS	ADJ
virtuální	virtuell	virtuální	virtuell	ADJ;NOM;MASC;SG;POS	ADJ
virtuální	virtueller	virtuální	virtuell	ADJ;NOM;MASC;SG;POS	ADJ
virtuální	virtuelles	virtuální	virtuell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
jmenování	termin	jmenování	termin	N;NOM;NEUT;SG;POS	N;SG
jmenování	berufung	jmenování	berufung	N;NOM;NEUT;SG;POS	N
jmenování	bestellung	jmenování	bestellung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
nikde	nirgends	nikde	nirgends	ADV	ADV
nikde	nirgendwo	nikde	nirgendwo	ADV	ADV
zasloužil	verdient	zasloužit	verdienen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zasloužil	verdiente	zasloužit	verdient	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
zasloužil	verdient	zasloužit	verdienen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zasloužil	erworben	zasloužit	erwerben	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zasloužil	verdiente	zasloužit	verdient	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
možný	möglichen	možný	möglich	ADJ;INAN;NOM;MASC;SG;POS	ADJ
možný	möglicher	možný	möglich	ADJ;INAN;NOM;MASC;SG;POS	ADJ
možný	möglich	možný	möglich	ADJ;INAN;NOM;MASC;SG;POS	ADJ
potíže	schwierigkeiten	potíž	schwierigkeit	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
potíže	schwierigkeiten	potíž	schwierigkeit	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
potíže	schwierigkeiten	potíž	schwierigkeit	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
potíže	schwierigkeiten	potíž	schwierigkeit	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
knihovně	bibliotheken	knihovna	bibliothek	N;DAT;FEM;SG;POS	N
postupy	prozesse	postup	prozeß	N;INAN;NOM;MASC;PL;POS	N;PL
fyzické	körperlich	fyzický	körperlich	ADJ;NOM;MASC;PL;POS	ADJ
fyzické	physische	fyzický	physisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
fyzické	physischen	fyzický	physisch	ADJ;NOM;MASC;PL;POS	ADJ
fyzické	physisch	fyzický	physisch	ADJ;NOM;MASC;PL;POS	ADJ
fyzické	physischer	fyzický	physisch	ADJ;NOM;MASC;PL;POS	ADJ
fyzické	körperliche	fyzický	körperlich	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
doplnit	auffüllen	doplnit	auffüllen	V;PFV;POS;NFIN	V;NFIN
doplnit	ergänzen	doplnit	ergänzen	V;PFV;POS;NFIN	V;NFIN
následoval	gefolgt	následovat	folgen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
následoval	abonniert	následovat	abonnieren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
následoval	folgte	následovat	folgen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
opozice	widerspruch	opozice	widerspruchen	N;NOM;FEM;SG;POS	N
opozice	einspruch	opozice	einspruch	N;NOM;FEM;SG;POS	N
opozice	opposition	opozice	opposition	N;NOM;FEM;SG;POS	N;NOM;SG
opozice	ablehnung	opozice	ablehnung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
podlehl	erlag	podlehnout	erliegen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
ocas	schwanz	ocas	schwanzen	N;INAN;NOM;MASC;SG;POS	N
umístěné	gelegen	umístěný	liegen	ADJ;NOM;MASC;PL;POS	ADJ;V.PTCP
specifické	spezifisch	specifický	spezifisch	ADJ;NOM;MASC;PL;POS	ADJ
specifické	spezielle	specifický	speziell	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
specifické	spezifischen	specifický	spezifisch	ADJ;NOM;MASC;PL;POS	ADJ
specifické	spezifische	specifický	spezifisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
zajímavosti	sehenswürdigkeiten	zajímavost	sehenswürdigkeiten	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
smíšené	gemischtes	smíšený	gemischt	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
smíšené	gemischt	smíšený	mischen	ADJ;NOM;NEUT;SG;POS	ADJ
smíšené	gemischten	smíšený	gemischt	ADJ;NOM;NEUT;SG;POS	ADJ
zabezpečení	sicherheit	zabezpečení	sicherheit	N;NOM;NEUT;SG;POS	N;NOM;SG
umělecká	künstlerisch	umělecký	künstlerisch	ADJ;NOM;FEM;SG;POS	ADJ
umělecká	künstlerischen	umělecký	künstlerisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
vydávání	erteilung	vydávání	erteilung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vydávání	auslieferung	vydávání	auslieferung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
obrana	verteidigung	obrana	verteidigung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
obrana	abwehr	obrana	abwehr	N;NOM;FEM;SG;POS	N;SG
obrana	selbstverteidigung	obrana	selbstverteidigung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
obrana	verteidigung	obrana	verteidigung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
obrana	abwehr	obrana	abwehr	N;NOM;FEM;SG;POS	N;SG
metropolitní	metropolen	metropolitní	Metropole	ADJ;NOM;MASC;SG;POS	ADJ
metropolitní	metropolregion	metropolitní	metropolregion	ADJ;NOM;MASC;SG;POS	ADJ
osobního	persönlicher	osobní	persönlich	ADJ;ANIM;GEN;MASC;SG;POS	ADJ
osobního	persönlich	osobní	persönlich	ADJ;ANIM;GEN;MASC;SG;POS	ADJ
dřevěná	hölzernen	dřevěný	hölzern	ADJ;NOM;FEM;SG;POS	ADJ
dřevěná	hölzerne	dřevěný	hölzern	ADJ;NOM;FEM;SG;POS	ADJ
přijata	erhalten	přijatý	erhalten	ADJ;POS;V.PTCP;PASS	ADJ;V.PTCP
trestní	kriminell	trestní	kriminell	ADJ;NOM;MASC;SG;POS	ADJ
trestní	kriminalität	trestní	kriminalität	ADJ;NOM;MASC;SG;POS	ADJ
trestní	verbrecher	trestní	verbrecher	ADJ;NOM;MASC;SG;POS	ADJ
trestní	kriminellen	trestní	kriminellen	ADJ;NOM;MASC;SG;POS	ADJ
trestní	strafrechtlichen	trestní	strafrechtlich	ADJ;NOM;MASC;SG;POS	ADJ
vyřešit	auflösen	vyřešit	auflösen	V;PFV;POS;NFIN	V;NFIN
vyřešit	lösen	vyřešit	lösen	V;PFV;POS;NFIN	V;NFIN
vyřešit	beheben	vyřešit	beheben	V;PFV;POS;NFIN	V;NFIN
vyřešit	lösen	vyřešit	lösen	V;PFV;POS;NFIN	V;NFIN
myšlenka	idee	myšlenka	idee	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
otevřená	offen	otevřený	offen	ADJ;NOM;FEM;SG;POS	ADJ
mimořádně	äußerst	mimořádně	äußerst	ADV;POS	ADV
vzpomínky	erinnerungen	vzpomínka	erinnerung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
vzpomínky	erinnerungen	vzpomínka	erinnerung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
soukromý	privater	soukromý	privat	ADJ;INAN;NOM;MASC;SG;POS	ADJ
soukromý	privat	soukromý	privat	ADJ;INAN;NOM;MASC;SG;POS	ADJ
hvězdná	sternenhimmel	hvězdný	sternenhimmel	ADJ;NOM;FEM;SG;POS	ADJ
váží	wiegt	vážit	wiegen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vraždy	morde	vražda	morde	N;NOM;FEM;PL;POS	N;NOM;PL
vraždy	morde	vražda	morde	N;NOM;FEM;PL;POS	N;NOM;PL
vraždy	morde	vražda	morde	N;NOM;FEM;PL;POS	N;NOM;PL
výrazný	unverwechselbaren	výrazný	unverwechselbaren	ADJ;INAN;NOM;MASC;SG;POS	ADJ
výrazný	charakteristisch	výrazný	charakteristisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
rozšířené	erweiterter	rozšířený	erweitert	ADJ;NOM;NEUT;SG;POS	ADJ
rozšířené	vergrößerung	rozšířený	vergrößerung	ADJ;NOM;NEUT;SG;POS	ADJ
radikální	radikal	radikální	radikal	ADJ;NOM;MASC;SG;POS	ADJ
radikální	radikalen	radikální	radikal	ADJ;NOM;MASC;SG;POS	ADJ
radikální	radikaler	radikální	radikal	ADJ;NOM;MASC;SG;POS	ADJ
chov	züchtung	chov	züchtung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
rozhodnout	beschließen	rozhodnout	beschließen	V;PFV;POS;NFIN	V;NFIN
rozhodnout	entscheiden	rozhodnout	entscheiden	V;PFV;POS;NFIN	V;NFIN
rozhodnout	entscheide	rozhodnout	entscheiden	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
rozšířit	verlängern	rozšířit	verlängern	V;PFV;POS;NFIN	V;NFIN
rozšířit	ausdehnen	rozšířit	ausdehnen	V;PFV;POS;NFIN	V;NFIN
rozšířit	erweitern	rozšířit	erweitern	V;PFV;POS;NFIN	V;NFIN
rozšířit	vergrößern	rozšířit	vergrößern	V;PFV;POS;NFIN	V;NFIN
rozšířit	expandieren	rozšířit	expandieren	V;PFV;POS;NFIN	V;NFIN
silná	stark	silný	stark	ADJ;NOM;FEM;SG;POS	ADJ
stezky	wanderwege	stezka	wanderweg	N;NOM;FEM;PL;POS	N;NOM;PL
stezky	wanderwege	stezka	wanderweg	N;NOM;FEM;PL;POS	N;NOM;PL
scénáře	szenarien	scénář	szenarien	N;INAN;NOM;MASC;PL;POS	N;PL
scénáře	skripte	scénář	skript	N;INAN;NOM;MASC;PL;POS	N;NOM
odvětví	sektor	odvětví	sektor	N;NOM;NEUT;SG;POS	N
odvětví	industrie	odvětví	industrie	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
souhrn	übersicht	souhrn	übersichen	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
známí	bekannter	známý	bekannter	ADJ;ANIM;NOM;MASC;PL;POS	ADJ
známí	bekannt	známý	bekennen	ADJ;ANIM;NOM;MASC;PL;POS	ADJ
známí	bekannte	známý	bekannt	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL
známí	bekannten	známý	bekannt	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;PL
známí	bekannter	známý	bekannter	ADJ;ANIM;NOM;MASC;PL;POS	ADJ
známí	bekannten	známý	bekannt	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;PL
známí	bekannte	známý	bekannt	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL
kanóny	kanonen	kanón	kanon	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
přestavba	umbau	přestavba	umbau	N;NOM;FEM;SG;POS	N
nahrál	hochgeladen	nahrát	hochladen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
story	erzählung	story	erzählung	N;FEM;SG;POS	N;FEM;SG
testy	tests	test	tests	N;INAN;NOM;MASC;PL;POS	N
jednoduchý	einfaches	jednoduchý	einfach	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
jednoduchý	einfacher	jednoduchý	einfach	ADJ;INAN;NOM;MASC;SG;POS	ADJ
produkt	produkt	produkt	produkt	N;INAN;NOM;MASC;SG;POS	N
zahradní	gartenanlage	zahradní	gartenanlage	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
dřevěný	hölzernen	dřevěný	hölzern	ADJ;INAN;NOM;MASC;SG;POS	ADJ
dřevěný	hölzerne	dřevěný	hölzern	ADJ;INAN;NOM;MASC;SG;POS	ADJ
mail	mail	mail	mail	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
dostupný	vorhanden	dostupný	vorhanden	ADJ;INAN;NOM;MASC;SG;POS	ADJ
dostupný	verfügbar	dostupný	verfügbar	ADJ;INAN;NOM;MASC;SG;POS	ADJ
dostupný	erhältlich	dostupný	erhältlich	ADJ;INAN;NOM;MASC;SG;POS	ADJ
úřední	beamter	úřední	beamt	ADJ;NOM;MASC;SG;POS	ADJ
úřední	offizielles	úřední	offiziell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
úřední	offizieller	úřední	offiziell	ADJ;NOM;MASC;SG;POS	ADJ
úřední	offiziellen	úřední	offiziell	ADJ;NOM;MASC;SG;POS	ADJ
velitelství	kommando	velitelství	kommando	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
velitelství	sitz	velitelství	sitz	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
začlenění	einbau	začlenění	einbau	N;NOM;NEUT;SG;POS	N;SG
začlenění	einbindung	začlenění	einbindung	N;NOM;NEUT;SG;POS	N;FEM;SG
začlenění	einbindung	začlenění	einbindung	N;NOM;NEUT;SG;POS	N;FEM;SG
začlenění	einbindung	začlenění	einbindung	N;NOM;NEUT;SG;POS	N;FEM;SG
byt	wohnung	byt	wohnung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
byt	wohnung	byt	wohnung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
sestává	besteht	sestávat	bestehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
přípravu	zubereitung	příprava	zubereitung	N;ACC;FEM;SG;POS	N;SG
střih	bearbeitung	střih	bearbeitung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
střih	redaktion	střih	redaktion	N;INAN;NOM;MASC;SG;POS	N;SG
novější	neuer	nový	neu	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
novější	neuerer	nový	neu	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
novější	neueren	nový	neu	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
svatba	hochzeit	svatba	hochzeit	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
svatba	hochzeit	svatba	hochzeit	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
svatba	trauung	svatba	trauung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
adaptace	anpassung	adaptace	anpassung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
komora	kammer	komora	kammer	N;NOM;FEM;SG;POS	N
širokou	breiten	široký	breit	ADJ;ACC;FEM;SG;POS	ADJ;SG
širokou	breiter	široký	breit	ADJ;ACC;FEM;SG;POS	ADJ
širokou	breit	široký	breit	ADJ;ACC;FEM;SG;POS	ADJ
slavné	berühmter	slavný	berühmt	ADJ;NOM;NEUT;SG;POS	ADJ
slavné	berühmt	slavný	berühmt	ADJ;NOM;NEUT;SG;POS	ADJ
speciálně	besonders	speciálně	besonders	ADV;POS	ADV
poslanci	parlamentsmitglieder	poslanec	parlamentsmitglieder	N;ANIM;NOM;MASC;PL;POS	N;NOM;NEUT;PL
poslanci	mitgliedern	poslanec	mitgliedern	N;ANIM;NOM;MASC;PL;POS	N;NOM;NEUT;PL
poslanci	mitglieder	poslanec	mitglied	N;ANIM;NOM;MASC;PL;POS	N;NOM;NEUT;PL
rozhoduje	entscheidet	rozhodovat	entscheiden	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rozhoduje	beschließt	rozhodovat	beschließen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fialové	violett	fialový	violett	ADJ;NOM;NEUT;SG;POS	ADJ
fialové	violett	fialový	violett	ADJ;NOM;NEUT;SG;POS	ADJ
bránit	verteidigen	bránit	verteidigen	V;POS;NFIN	V;NFIN
bránit	verteidigt	bránit	verteidigen	V;POS;NFIN	V;V.PTCP
bránit	verteidigt	bránit	verteidigen	V;POS;NFIN	V;V.PTCP
bránit	verteidigen	bránit	verteidigen	V;POS;NFIN	V;NFIN
příměří	waffenruhe	příměří	waffenruhe	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
příměří	waffenruhe	příměří	waffenruhe	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
souběžně	zugleich	souběžně	zugleich	ADV;POS	ADV
zásah	eingriffe	zásah	eingriff	N;INAN;NOM;MASC;SG;POS	N
miliardy	milliarden	miliarda	milliarden	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
miliardy	milliarden	miliarda	milliarden	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
miliardy	billionen	miliarda	billion	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
zakázáno	unzulässig	zakázaný	unzulässig	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
zakázáno	verboten	zakázaný	verbieten	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
zakázáno	unzulässig	zakázaný	unzulässig	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
zakázáno	verboten	zakázaný	verbieten	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
zakázáno	verboten	zakázaný	verbieten	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
probíhající	laufende	probíhající	laufend	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
probíhající	laufender	probíhající	laufend	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
probíhající	fortlaufend	probíhající	fortlaufend	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
zrušit	abbrechen	zrušit	abbrechen	V;PFV;POS;NFIN	V;NFIN
zrušit	absagen	zrušit	absagen	V;PFV;POS;NFIN	V;NFIN
zrušit	abbrechen	zrušit	abbrechen	V;PFV;POS;NFIN	V;NFIN
pohádky	erzählungen	pohádka	erzählingen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
pohádky	karikaturen	pohádka	karikatur	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
srst	pelz	srst	pelz	N;NOM;FEM;SG;POS	N;NOM;SG
rekreační	erholung	rekreační	erholung	ADJ;NOM;MASC;SG;POS	ADJ
pravděpodobné	voraussichtlich	pravděpodobný	voraussichtlich	ADJ;NOM;NEUT;SG;POS	ADJ
pravděpodobné	wahrscheinlich	pravděpodobný	wahrscheinlich	ADJ;NOM;NEUT;SG;POS	ADJ
pravděpodobné	vermutlich	pravděpodobný	vermutlich	ADJ;NOM;NEUT;SG;POS	ADJ
pravděpodobné	wahrscheinlicher	pravděpodobný	wahrscheinlicher	ADJ;NOM;NEUT;SG;POS	ADJ
pravděpodobné	wahrscheinlich	pravděpodobný	wahrscheinlich	ADJ;NOM;NEUT;SG;POS	ADJ
pravděpodobné	wahrscheinlichen	pravděpodobný	wahrscheinlich	ADJ;NOM;NEUT;SG;POS	ADJ
popraven	ausgeführte	popravený	ausgeführt	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;SG
testování	test	testování	test	N;NOM;NEUT;SG;POS	N
testování	prüfung	testování	prüfung	N;NOM;NEUT;SG;POS	N;SG
testování	tests	testování	tests	N;NOM;NEUT;SG;POS	N
organizační	organisatorisch	organizační	organisatorisch	ADJ;NOM;MASC;SG;POS	ADJ
organizační	organisatorischen	organizační	organisatorisch	ADJ;NOM;MASC;SG;POS	ADJ
organizační	organisatorischer	organizační	organisatorisch	ADJ;NOM;MASC;SG;POS	ADJ
organizační	organisatorisch	organizační	organisatorisch	ADJ;NOM;MASC;SG;POS	ADJ
organizační	organisatorischen	organizační	organisatorisch	ADJ;NOM;MASC;SG;POS	ADJ
organizační	organisationsstruktur	organizační	organisationsstruktur	ADJ;NOM;MASC;SG;POS	ADJ
občané	bürgerinnen	občan	bürgerinnen	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL
přednášky	lehrveranstaltungen	přednáška	lehrveranstaltungen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
romány	romane	román	roman	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
přijímá	akzeptiert	přijímat	akzeptieren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
přijímá	akzeptieren	přijímat	akzeptieren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
nesla	durchgeführt	nést	durchführen	V;POS;PST;V.PTCP;ACT	V;V.PTCP
platit	zahlen	platit	zahlen	V;POS;NFIN	V;NFIN
platit	bezahlen	platit	bezahlen	V;POS;NFIN	V;NFIN
plnění	abfüllung	plnění	abfüllung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
plnění	füllung	plnění	füllung	N;NOM;NEUT;SG;POS	N;SG
vážné	schwerwiegend	vážný	schwerwiegend	ADJ;NOM;NEUT;SG;POS	ADJ
vážné	ernsthaft	vážný	ernsthaft	ADJ;NOM;NEUT;SG;POS	ADJ
vážné	ernste	vážný	ernst	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;SG
vážné	schwer	vážný	schwer	ADJ;NOM;NEUT;SG;POS	ADJ
vážné	schwerwiegend	vážný	schwerwiegend	ADJ;NOM;NEUT;SG;POS	ADJ
vážné	schweren	vážný	schwer	ADJ;NOM;NEUT;SG;POS	ADJ;SG
nejspíš	wohl	spíše	wohl	ADV;RL;POS	ADV
zjevně	anscheinend	zjevně	anscheinend	ADV;POS	ADV
zjevně	offenbar	zjevně	offenbar	ADV;POS	ADV
neznámý	unbekanntes	známý	unbekannt	ADJ;ANIM;NOM;MASC;SG;NEG	ADJ;NOM;NEUT;SG
neznámý	unbekannter	známý	unbekannt	ADJ;ANIM;NOM;MASC;SG;NEG	ADJ
neznámý	unbekannt	známý	unbekannt	ADJ;ANIM;NOM;MASC;SG;NEG	ADJ
přestal	aufgehört	přestat	aufhören	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
přestal	gestoppt	přestat	stoppen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
přestal	angehalten	přestat	anhalten	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
dominantní	dominant	dominantní	dominant	ADJ;NOM;MASC;SG;POS	ADJ
turecké	türkisch	turecký	türkisch	ADJ;NOM;MASC;PL;POS	ADJ
turecké	türkischen	turecký	türkisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
turecké	türkische	turecký	türkisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
reprezentuje	vertritt	reprezentovat	vertreten	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
reprezentuje	repräsentiert	reprezentovat	repräsentieren	V;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
normy	standards	norma	standards	N;NOM;FEM;PL;POS	N;NOM
