with	با	with	با	ADP	ADP
keys	کلیدها	key	None	N;PL	N;PL
quartet	کوارتت	quartet	کوارت	N;SG	N;SG
propaganda	تبلیغاتی	propaganda	تبلیغ	N;SG	N;SG
disk	دیسک	disk	دیسک	N;SG	N;SG
punishment	مجازات	punishment	مجازات	N;SG	N;SG
punishment	تنبیه	punishment	تنبیه	N;SG	N;SG
accuracy	دقت	accuracy	دقت	N;SG	N;SG
meter	کنتور	meter	کنتور	N;SG	N;SG
meter	متر	meter	متر	N;SG	N;SG
suspension	تعلیق	suspension	تعلیق	N;SG	N;SG
suspension	معلق	suspension	None	N;SG	N;SG
lighting	نورپردازی	lighting	نورپردازی	N;SG	N;SG
lighting	روشنایی	lighting	None	N;SG	N;SG
smooth	هموار	smooth	هموار	ADJ	ADJ
smooth	صاف	smooth	None	ADJ	ADJ
customer	مشتری	customer	مشتری	N;SG	N;SG
philosophical	فلسفی	philosophical	فلسفی	ADJ	ADJ
kills	میکشد	kill	کرد#کن	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
taste	مزه	taste	مزه	N;SG	N;SG
assertion	اظهارنامه	assertion	اظهارنامه	N;SG	N;SG
atomic	اتمی	atomic	اتمی	ADJ	ADJ
reconstruction	بازسازی	reconstruction	بازسازی	N;SG	N;SG
traveling	سفر	traveling	سفر	N;SG	N;SG
traveling	مسافرت	traveling	مسافرت	N;SG	N;SG
pianist	پیانیست	pianist	پیانیست	N;SG	N;SG
pack	پک	pack	پک	N;SG	N;SG
pack	فشردن	pack	فشردن	N;SG	N;SG
payment	پرداختی	payment	پرداخت	N;SG	N;SG
payment	دستمزد	payment	دستمزد	N;SG	N;SG
payment	پرداخت	payment	پرداخت	N;SG	N;SG
militia	مجاهدین	militia	مجاهدین	N;SG	N;SG
mph	mph	mph	mph	N;SG	N;SG
compromise	سازش	compromise	سازش	N;SG	N;SG
compromise	مصالحه	compromise	None	N;SG	N;SG
compromise	توافق	compromise	توافق	N;SG	N;SG
jail	زندان	jail	زندان	N;SG	N;SG
promise	قولی	promise	قولی	N;SG	N;SG
promise	قول	promise	قول	N;SG	N;SG
promise	وعده	promise	وعده	N;SG	N;SG
deals	معاملات	deal	معامله	N;PL	N;PL
afternoon	عصر	afternoon	عصر	N;SG	N;SG
warrior	مبارز	warrior	مبارز	N;SG	N;SG
warrior	سلحشور	warrior	None	N;SG	N;SG
warrior	جنگجوی	warrior	جنگجوی	N;SG	N;SG
mammals	پستانداران	mammal	پستاندار	N;PL	N;PL
dimensions	ابعاد	dimension	بعد	N;PL	N;PL
ports	بنادر	port	بندر	N;PL	N;PL
survival	بقا	survival	بقا	N;SG	N;SG
survival	بقای	survival	بقا	N;SG	N;SG
survival	بقاء	survival	بقاء	N;SG	N;SG
responses	پاسخها	response	پاسخ	N;PL	N;PL
responses	پاسخهای	response	پاسخ	N;PL	N;PL
badly	شدیدا	badly	شدیدا	ADV	ADV
scandal	رسوایی	scandal	رسوایی	N;SG	N;SG
widow	بیوه	widow	بیوه	N;SG	N;SG
swing	تاب	swing	تاب	N;SG	N;SG
swing	نوسان	swing	نوسان	N;SG	N;SG
nights	شبها	night	شب	N;PL	N;PL
nights	شبهای	night	شب	N;PL	N;PL
probability	احتمال	probability	احتمال	N;SG	N;SG
farms	مزارع	farm	مزرعه	N;PL	N;PL
witness	ناظر	witness	ناظر	N;SG	N;SG
witness	شهادت	witness	شهادت	N;SG	N;SG
witness	شاهد	witness	شاهد	N;SG	N;SG
witness	شاهدی	witness	شاهدی	N;SG	N;SG
witness	گواه	witness	گواه	N;SG	N;SG
nephew	برادرزاده	nephew	برادرزاده	N;SG	N;SG
nephew	خواهرزاده	nephew	خواهرزاده	N;SG	N;SG
sensitive	حساس	sensitive	حساس	ADJ	ADJ
sensitive	حساسی	sensitive	حساسی	ADJ	ADJ
diet	رژیم	diet	رژیم	N;SG	N;SG
diet	رژیمی	diet	رژیم	N;SG	N;SG
clients	موکلین	client	None	N;PL	N;PL
fringe	فرینج	fringe	فرینج	N;SG	N;SG
passion	اشتیاق	passion	اشتیاق	N;SG	N;SG
passion	شهوت	passion	شهوت	N;SG	N;SG
dialect	گویش	dialect	None	N;SG	N;SG
dialect	ایرونی	dialect	ایرونی	N;SG	N;SG
undergraduate	undergraduate	undergraduate	undergraduate	N;SG	N;SG
relay	رله	relay	رله	N;SG	N;SG
relay	بازپخش	relay	بازپخش	N;SG	N;SG
wet	خیس	wet	None	ADJ	ADJ
cruise	کروز	cruise	کروز	N;SG	N;SG
joy	مسرت	joy	مسرت	N;SG	N;SG
joy	شادی	joy	شادی	N;SG	N;SG
joy	جوی	joy	جو	N;SG	N;SG
joy	شادمانی	joy	شادمانی	N;SG	N;SG
joy	خوشی	joy	None	N;SG	N;SG
kitchen	آشپزخانه	kitchen	آشپزخانه	N;SG	N;SG
abstract	انتزاعی	abstract	انتزاعی	N;SG	N;SG
snake	ماره	snake	ماره	N;SG	N;SG
snake	مار	snake	مار	N;SG	N;SG
comedian	کمدین	comedian	کمدین	N;SG	N;SG
motorcycle	موتورسیکلت	motorcycle	موتورسیکلت	N;SG	N;SG
bow	تعظیم	bow	تعظیم	N;SG	N;SG
bow	سجده	bow	سجده	N;SG	N;SG
bow	کمان	bow	None	N;SG	N;SG
firing	گلنگدن	fire	گلنگدن	N;SG	N;SG
suite	سوئیت	suite	سوئیت	N;SG	N;SG
gravity	گرانشی	gravity	گرانشی	N;SG	N;SG
gravity	جاذبه	gravity	جاذبه	N;SG	N;SG
gravity	گرانش	gravity	گرانش	N;SG	N;SG
frontier	مرزی	frontier	مرز	N;SG	N;SG
evaluation	ارزیابی	evaluation	ارزیابی	N;SG	N;SG
graph	گراف	graph	گراف	N;SG	N;SG
complicated	پیچیده	complicated	پیچیده	ADJ	ADJ
slavery	بردگی	slavery	بردگی	N;SG	N;SG
armor	زره	armor	زره	N;SG	N;SG
header	سرآیند	header	سرآیند	N;SG	N;SG
warnings	هشدارها	warning	هشدار	N;PL	N;PL
relatives	نزدیکان	relative	نزدیک	N;PL	N;PL
relatives	خویشاوندان	relative	None	N;PL	N;PL
plains	دشتهای	plain	دشت	N;PL	N;PL
criterion	فرقان	criterion	فرقان	N;SG	N;SG
criterion	معیار	criterion	معیار	N;SG	N;SG
criterion	ملاک	criterion	None	N;SG	N;SG
ace	ایس	ace	ایس	N;SG	N;SG
ace	آس	ace	آس	N;SG	N;SG
joke	جوک	joke	جوک	N;SG	N;SG
joke	شوخی	joke	شوخی	N;SG	N;SG
religions	ادیان	religion	None	N;PL	N;PL
religions	مذاهب	religion	مذاهب	N;PL	N;PL
pin	سنجاق	pin	سنجاق	N;SG	N;SG
pin	پین	pin	پین	N;SG	N;SG
exploration	جهانگردی	exploration	جهانگردی	N;SG	N;SG
diversity	همیاری	diversity	همیاری	N;SG	N;SG
diversity	گوناگونی	diversity	گوناگون	N;SG	N;SG
diversity	تنوع	diversity	تنوع	N;SG	N;SG
imdb	imdb	imdb	imdb	N;SG	N;SG
planets	سیارات	planet	سیاره	N;PL	N;PL
shots	نماها	shot	نما	N;PL	N;PL
complaint	شکایتی	complaint	شکایت	N;SG	N;SG
complaint	شکایت	complaint	شکایت	N;SG	N;SG
absent	غایب	absent	غایب	ADJ	ADJ
resignation	استعفای	resignation	استعفا	N;SG	N;SG
resignation	استعفاء	resignation	استعفاء	N;SG	N;SG
resignation	استعفا	resignation	استعفا	N;SG	N;SG
fossil	فسیلی	fossil	فسیلی	N;SG	N;SG
fossil	فسیل	fossil	فسیل	N;SG	N;SG
explosion	انفجاری	explosion	انفجاری	N;SG	N;SG
explosion	انفجار	explosion	انفجار	N;SG	N;SG
duck	داک	duck	داک	N;SG	N;SG
duck	اردک	duck	اردک	N;SG	N;SG
duck	مرغابی	duck	مرغابی	N;SG	N;SG
emerging	درونِ	emerge	درونِ	N;SG	N;SG
ethics	اخلاقیات	ethic	اخلاقی	N;PL	N;PL
egg	تخمک	egg	تخمک	N;SG	N;SG
egg	تخم	egg	تخم	N;SG	N;SG
conquest	فتح	conquest	فتح	N;SG	N;SG
rod	راد	rod	راد	N;SG	N;SG
algorithm	الگوریتم	algorithm	الگوریتم	N;SG	N;SG
lover	lover	lover	lover	N;SG	N;SG
marshal	داروغه	marshal	داروغه	N;SG	N;SG
sin	گناه	sin	گناه	N;SG	N;SG
sin	sin	sin	sin	N;SG	N;SG
sin	گناهی	sin	گناه	N;SG	N;SG
wishes	آرزوها	wish	آرزو	N;PL	N;PL
performer	کننده	performer	کرد#کن	N;SG	N;SG
catalogue	فهرست	catalogue	فهرست	N;SG	N;SG
catalogue	کاتالوگ	catalogue	کاتالوگ	N;SG	N;SG
discrimination	تبعیض	discrimination	تبعیض	N;SG	N;SG
wizard	جادوگر	wizard	None	N;SG	N;SG
teen	نوجوانی	teen	نوجوانی	N;SG	N;SG
teen	نوجوان	teen	نوجوان	N;SG	N;SG
spots	نقاط	spot	نقطه	N;PL	N;PL
foods	غذاها	food	غذا	N;PL	N;PL
foods	غذاهای	food	غذا	N;PL	N;PL
quest	پویش	quest	پویش	N;SG	N;SG
screenplay	فیلمنامه	screenplay	فیلمنامه	N;SG	N;SG
muscle	عضله	muscle	عضله	N;SG	N;SG
muscle	ماهیچه	muscle	ماهیچه	N;SG	N;SG
complaints	شکایات	complaint	None	N;PL	N;PL
nursing	پرستاری	nursing	None	N;SG	N;SG
nursing	nursing	nursing	nursing	N;SG	N;SG
defenders	مدافعان	defender	مدافع	N;PL	N;PL
triangle	مثلث	triangle	مثلث	N;SG	N;SG
teeth	دندانها	tooth	دندان	N;PL	N;PL
teeth	دندانهای	tooth	دندان	N;PL	N;PL
fluid	سیال	fluid	سیال	N;SG	N;SG
fluid	مایع	fluid	مایع	N;SG	N;SG
fluid	شاره	fluid	شاره	N;SG	N;SG
naturally	طبیعتا	naturally	None	ADV	ADV
laser	لیزر	laser	لیزر	N;SG	N;SG
laser	لیزری	laser	لیزری	N;SG	N;SG
observer	ناظر	observer	ناظر	N;SG	N;SG
worlds	جهانیان	world	جهانیان	N;PL	N;PL
worlds	دنیاها	world	دنیا	N;PL	N;PL
worlds	دنیاهای	world	دنیا	N;PL	N;PL
praise	سپاس	praise	سپاس	N;SG	N;SG
praise	حمد	praise	حمد	N;SG	N;SG
praise	ستایش	praise	ستایش	N;SG	N;SG
bones	استخوانها	bone	استخوان	N;PL	N;PL
css	css	css	css	N;SG	N;SG
contracts	قراردادهای	contract	قرارداد	N;PL	N;PL
contracts	قراردادها	contract	قرارداد	N;PL	N;PL
consequences	عواقب	consequence	None	N;PL	N;PL
butterfly	پروانه	butterfly	پروانه	N;SG	N;SG
separation	جداسازی	separation	جداسازی	N;SG	N;SG
separation	جدایی	separation	جدایی	N;SG	N;SG
separation	تفکیک	separation	تفکیک	N;SG	N;SG
separation	فراق	separation	فراق	N;SG	N;SG
spy	جاسوسی	spy	جاسوسی	N;SG	N;SG
spy	جاسوس	spy	جاسوس	N;SG	N;SG
reactions	واکنشهای	reaction	واکنش	N;PL	N;PL
trick	حیله	trick	None	N;SG	N;SG
trick	حقه	trick	حقه	N;SG	N;SG
trick	ترفند	trick	ترفند	N;SG	N;SG
trick	کلک	trick	None	N;SG	N;SG
curve	منحنی	curve	منحنی	N;SG	N;SG
accidents	تصادفات	accident	تصادف	N;PL	N;PL
accidents	حوادث	accident	حوادث	N;PL	N;PL
enzyme	آنزیم	enzyme	آنزیم	N;SG	N;SG
freight	باربری	freight	باربری	N;SG	N;SG
hydrogen	هیدروژن	hydrogen	هیدروژن	N;SG	N;SG
hydrogen	هیدروژنی	hydrogen	هیدروژنی	N;SG	N;SG
mediation	میانجی	mediation	میانجی	N;SG	N;SG
mediation	میانجیگری	mediation	میانجیگری	N;SG	N;SG
catalog	فهرست	catalog	فهرست	N;SG	N;SG
synthesis	سنتز	synthesis	سنتز	N;SG	N;SG
rape	تجاوز	rape	None	N;SG	N;SG
engagement	تعامل	engagement	تعامل	N;SG	N;SG
engagement	نامزدی	engagement	نامزدی	N;SG	N;SG
coin	سکه	coin	سکه	N;SG	N;SG
platinum	پلاتین	platinum	None	N;SG	N;SG
platinum	پلاتینی	platinum	پلاتینی	N;SG	N;SG
twins	دوقلوها	twin	دوقلو	N;PL	N;PL
memories	خاطرات	memory	خاطره	N;PL	N;PL
anthology	گلچین	anthology	گلچین	N;SG	N;SG
dinner	شام	dinner	شام	N;SG	N;SG
hosting	میزبانی	hosting	میزبانی	N;SG	N;SG
thriller	تریلر	thriller	تریلر	N;SG	N;SG
retreat	نشینی	retreat	نشینی	N;SG	N;SG
migration	وطن	migration	وطن	N;SG	N;SG
migration	مهاجرت	migration	مهاجرت	N;SG	N;SG
magnitude	بزرگی	magnitude	بزرگی	N;SG	N;SG
duration	دوام	duration	دوام	N;SG	N;SG
explorer	کاوشگر	explorer	کاوشگر	N;SG	N;SG
explorer	اکسپلورر	explorer	اکسپلورر	N;SG	N;SG
fusion	همجوشی	fusion	همجوشی	N;SG	N;SG
automobile	اتومبیل	automobile	اتومبیل	N;SG	N;SG
automobile	خودرو	automobile	خودرو	N;SG	N;SG
pound	پوند	pound	پوند	N;SG	N;SG
delay	تأخیر	delay	تأخیر	N;SG	N;SG
delay	تاخیر	delay	تاخیر	N;SG	N;SG
delay	تأخیری	delay	تأخیری	N;SG	N;SG
assumption	فرض	assumption	فرض	N;SG	N;SG
assumption	پندار	assumption	پندار	N;SG	N;SG
assumption	گمان	assumption	گمان	N;SG	N;SG
fourteen	چهارده	fourteen	چهارده	NUM	NUM
disruption	جدائی	disruption	جدائی	N;SG	N;SG
hearts	دلها	heart	دل	N;PL	N;PL
pale	کمرنگ	pale	کمرنگ	ADJ	ADJ
pursuit	تعقیب	pursuit	تعقیب	N;SG	N;SG
glory	عزت	glory	None	N;SG	N;SG
glory	جلال	glory	جلال	N;SG	N;SG
glory	شکوه	glory	شکوه	N;SG	N;SG
destroyer	ویرانگر	destroyer	ویرانگر	N;SG	N;SG
destroyer	ناوشکن	destroyer	ناوشکن	N;SG	N;SG
deeply	عمیقاً	deeply	عمیقاً	ADV	ADV
deeply	عمیقا	deeply	عمیقا	ADV	ADV
gathering	گردآوری	gather	گردآوری	N;SG	N;SG
angry	عصبانی	angry	عصبانی	ADJ	ADJ
incomplete	ناقص	incomplete	None	ADJ	ADJ
configuration	پیکربندی	configuration	پیکربندی	N;SG	N;SG
skill	مهارتی	skill	مهارتی	N;SG	N;SG
skill	مهارت	skill	مهارت	N;SG	N;SG
commitment	تعهد	commitment	تعهد	N;SG	N;SG
commitment	التزام	commitment	التزام	N;SG	N;SG
rulers	فرمانروایان	ruler	فرمانروا	N;PL	N;PL
rulers	حاکمان	ruler	حاکم	N;PL	N;PL
breed	نژاد	breed	نژاد	N;SG	N;SG
refugees	پناهندگان	refuge	None	N;PL	N;PL
refugees	پناهجویان	refuge	پناهجو	N;PL	N;PL
refugees	مهاجرین	refuge	مهاجر	N;PL	N;PL
pipe	لوله	pipe	None	N;SG	N;SG
heir	وارث	heir	وارث	N;SG	N;SG
announcement	حدیث	announcement	None	N;SG	N;SG
announcement	اعلان	announcement	اعلان	N;SG	N;SG
announcement	اطلاعیه	announcement	اطلاعیه	N;SG	N;SG
compact	چکیده	compact	None	ADJ	ADJ;SG;3;V.PTCP
tissue	بافت	tissue	بافت	N;SG	N;SG
tissue	بافتی	tissue	بافت#باب	N;SG	N;SG
particles	ذرات	particle	None	N;PL	N;PL
receiver	گیرنده	receiver	گیرنده	N;SG	N;SG
demo	دمو	demo	دمو	N;SG	N;SG
followers	پیروان	follower	پیرو	N;PL	N;PL
observatory	رصد	observatory	رصد	N;SG	N;SG
observatory	رصدخانه	observatory	رصدخانه	N;SG	N;SG
observations	مشاهدات	observation	مشاهده	N;PL	N;PL
beetle	سوسک	beetle	سوسک	N;SG	N;SG
cream	کرم	cream	None	N;SG	N;SG
cream	خامه	cream	خامه	N;SG	N;SG
presenter	مجری	presenter	None	N;SG	N;SG
transformation	تبدیل	transformation	تبدیل	N;SG	N;SG
transformation	دگرگونی	transformation	دگرگونی	N;SG	N;SG
mixture	مخلوطی	mixture	مخلوطی	N;SG	N;SG
browser	مرورگر	browser	مرورگر	N;SG	N;SG
everybody	همه	everybody	همه	PRO;SG	PRO
illustration	تصویرسازی	illustration	تصویرسازی	N;SG	N;SG
geometry	هندسه	geometry	هندسه	N;SG	N;SG
ping	پینگ	ping	پینگ	N;SG	N;SG
variants	مشتقات	variant	مشتقه	N;PL	N;PL
hopes	امیدهای	hope	None	N;PL	N;PL
modes	حالتهای	mode	حالت	N;PL	N;PL
servant	نوکر	servant	نوکر	N;SG	N;SG
servant	بنده	servant	بنده	N;SG	N;SG
maker	صورتگر	maker	صورتگر	N;SG	N;SG
maker	سازنده	maker	سازنده	N;SG	N;SG
stability	پایداری	stability	پایداری	N;SG	N;SG
stability	ثبات	stability	ثبات	N;SG	N;SG
nose	دماغ	nose	دماغ	N;SG	N;SG
nose	بینی	nose	بینی	N;SG	N;SG
pace	پیس	pace	پیس	N;SG	N;SG
pace	خوبیست	pace	خوبیست	N;SG	N;SG
physicians	پزشکان	physician	پزشک	N;PL	N;PL
toll	تول	toll	تول	N;SG	N;SG
monk	راهب	monk	راهب	N;SG	N;SG
lessons	درسهای	lesson	درس	N;PL	N;PL
lessons	دروس	lesson	None	N;PL	N;PL
pub	میخانه	pub	میخانه	N;SG	N;SG
pub	میکده	pub	میکده	N;SG	N;SG
mysterious	اسرارآمیز	mysterious	اسرارآمیز	ADJ	ADJ
consultant	مشاور	consultant	مشاور	N;SG	N;SG
formats	قالبهای	format	قالب	N;PL	N;PL
jam	جم	jam	جم	N;SG	N;SG
jam	مربا	jam	مربا	N;SG	N;SG
chicken	مرغی	chicken	مرغی	N;SG	N;SG
chicken	مرغ	chicken	مرغ	N;SG	N;SG
chicken	جوجه	chicken	جوجه	N;SG	N;SG
idol	طاغوت	idol	None	N;SG	N;SG
births	تولدها	birth	تولد	N;PL	N;PL
pet	پت	pet	پت	N;SG	N;SG
upset	ناراحت	upset	None	ADJ	ADJ
upset	آشفته	upset	آشفته	ADJ	ADJ
striker	استرایکر	striker	استرایکر	N;SG	N;SG
striker	مهاجم	striker	None	N;SG	N;SG
goddess	الهه	goddess	الهه	N;SG	N;SG
voltage	ولتاژ	voltage	ولتاژ	N;SG	N;SG
lightning	صاعقه	lightning	صاعقه	N;SG	N;SG
lightning	برق	lightning	برق	N;SG	N;SG
lightning	آذرخش	lightning	آذرخش	N;SG	N;SG
aggressive	پرخاشگرانه	aggressive	پرخاشگرانه	ADJ	ADJ
pond	تالاب	pond	تالاب	N;SG	N;SG
pond	برکه	pond	None	N;SG	N;SG
moments	لحظاتی	moment	لحظ	N;PL	N;PL
moments	لحظات	moment	لحظه	N;PL	N;PL
conjunction	عطف	conjunction	عطف	N;SG	N;SG
lon	لون	lon	لون	N;SG	N;SG
lon	لان	lon	لان	N;SG	N;SG
bicycle	دوچرخه	bicycle	دوچرخه	N;SG	N;SG
interactions	تعاملات	interaction	تعامل	N;PL	N;PL
fraud	متقلب	fraud	متقلب	N;SG	N;SG
fraud	کلاهبرداری	fraud	کلاهبرداری	N;SG	N;SG
fraud	تقلب	fraud	None	N;SG	N;SG
fraud	کلاهبردار	fraud	کلاهبردار	N;SG	N;SG
lecture	سخنرانی	lecture	سخنرانی	N;SG	N;SG
sanctuary	پناهگاه	sanctuary	پناهگاه	N;SG	N;SG
sanctuary	محراب	sanctuary	None	N;SG	N;SG
sanctuary	حرم	sanctuary	حرم	N;SG	N;SG
dragons	اژدهایان	dragon	اژد	N;PL	N;PL
nurse	nurse	nurse	nurse	N;SG	N;SG
nurse	پرستار	nurse	پرستار	N;SG	N;SG
rivals	رقبای	rival	رقیب	N;PL	N;PL
module	پیمانه	module	پیمانه	N;SG	N;SG
module	ماژول	module	ماژول	N;SG	N;SG
lens	عدسی	lens	عدسی	N;SG	N;SG
lens	لنز	lens	لنز	N;SG	N;SG
patron	حامی	patron	حامی	N;SG	N;SG
commands	فرمانها	command	فرمان	N;PL	N;PL
commands	فرمانهای	command	فرمان	N;PL	N;PL
trend	گرایش	trend	گرایش	N;SG	N;SG
trend	روند	trend	روند	N;SG	N;SG
blade	بلید	blade	بلید	N;SG	N;SG
blade	تیغه	blade	تیغه	N;SG	N;SG
blade	تیغ	blade	تیغ	N;SG	N;SG
array	آرایه	array	آرایه	N;SG	N;SG
boom	بوم	boom	بوم	N;SG	N;SG
smoke	دودی	smoke	دودی	N;SG	N;SG
smoke	دود	smoke	دود	N;SG	N;SG
smoke	دوده	smoke	دود#ده	N;SG	N;SG
assassination	ترور	assassination	ترور	N;SG	N;SG
divorce	طلاق	divorce	طلاق	N;SG	N;SG
dust	غبار	dust	غبار	N;SG	N;SG
dust	خاک	dust	خاک	N;SG	N;SG
separately	جداگانه	separately	جداگانه	ADV	ADV
grain	دانه	grain	دانه	N;SG	N;SG
grain	گندم	grain	گندم	N;SG	N;SG
executives	مدیران	executive	مدیر	N;PL	N;PL
executives	کارگزاران	executive	کارگزار	N;PL	N;PL
diving	شیرجه	diving	شیرجه	N;SG	N;SG
accounting	حسابرسی	accounting	حسابرسی	N;SG	N;SG
accounting	حسابداری	accounting	حسابداری	N;SG	N;SG
accounting	accounting	accounting	accounting	N;SG	N;SG
tobacco	دخانیات	tobacco	None	N;SG	N;SG
tobacco	تنباکو	tobacco	None	N;SG	N;SG
tobacco	توتون	tobacco	توتون	N;SG	N;SG
bench	نیمکت	bench	نیمکت	N;SG	N;SG
directions	مسیرها	direction	مسیر	N;PL	N;PL
padding	بالشتک	pad	بالشتک	N;SG	N;SG
paradise	بهشت	paradise	بهشت	N;SG	N;SG
complement	مکمل	complement	None	N;SG	N;SG
complement	متمم	complement	None	N;SG	N;SG
witch	جادوگر	witch	None	N;SG	N;SG
witch	جادوگری	witch	جادوگری	N;SG	N;SG
attraction	جذابیت	attraction	جذابیت	N;SG	N;SG
attraction	جاذبه	attraction	جاذبه	N;SG	N;SG
attraction	جذب	attraction	جذب	N;SG	N;SG
colleagues	همکاران	colleague	همکار	N;PL	N;PL
busy	مشغول	busy	مشغول	ADJ	ADJ
busy	مصروف	busy	مصروف	ADJ	ADJ
busy	شلوغ	busy	شلوغ	ADJ	ADJ
commanders	فرماندهان	commander	فرمانده	N;PL	N;PL
firms	شرکتها	firm	شرکت	N;PL	N;PL
sanctions	تحریمها	sanction	تحریم	N;PL	N;PL
sanctions	تحریمهای	sanction	تحریم	N;PL	N;PL
instructor	instructor	instructor	instructor	N;SG	N;SG
instructor	مدرس	instructor	مدرس	N;SG	N;SG
nobility	اصالت	nobility	اصالت	N;SG	N;SG
tomorrow	فردایی	tomorrow	فردایی	N;SG	N;SG
unified	یکپارچه	unified	یکپارچه	ADJ	ADJ
provision	رزق	provision	رزق	N;SG	N;SG
humanity	انسانیت	humanity	انسانیت	N;SG	N;SG
humanity	بشر	humanity	بشر	N;SG	N;SG
humanity	بشریت	humanity	بشریت	N;SG	N;SG
terror	ترور	terror	ترور	N;SG	N;SG
terror	دلهره	terror	دلهره	N;SG	N;SG
terror	هراس	terror	هراس	N;SG	N;SG
shrine	عبادتگاه	shrine	عبادتگاه	N;SG	N;SG
shrine	معبد	shrine	None	N;SG	N;SG
shrine	زیارتگاه	shrine	زیارتگاه	N;SG	N;SG
ranch	رنچ	ranch	رنچ	N;SG	N;SG
flags	پرچمها	flag	پرچم	N;PL	N;PL
flags	پرچمهای	flag	پرچم	N;PL	N;PL
tel	تل	tel	تل	N;SG	N;SG
tel	tel	tel	tel	N;SG	N;SG
autobiography	خودزندگینامه	autobiography	خودزندگینامه	N;SG	N;SG
