από	從	από	從	ADP	ADP
κόμικ	漫畫	κόμικ	漫畫	N;NOM;NEUT;SG	N
κόμικ	漫畫	κόμικ	漫畫	N;NOM;NEUT;SG	N
δημοσιεύει	刊登	δημοσιεύω	刊登	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
δημοσιεύει	發表	δημοσιεύω	發表	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
θυγατέρα	女兒	θυγατέρα	女兒	N;NOM;FEM;SG	N
αλληλογραφία	書信	αλληλογραφία	書信	N;NOM;FEM;SG	N
αλληλογραφία	郵件	αλληλογραφία	郵件	N;NOM;FEM;SG	N
αλληλογραφία	郵寄	αλληλογραφία	郵寄	N;NOM;FEM;SG	N
αλληλογραφία	信件	αλληλογραφία	信件	N;NOM;FEM;SG	N
μάθηση	學	μάθηση	學	N;ACC;FEM;SG	N
συμπεριφορές	行為	συμπεριφορά	行為	N;NOM;FEM;PL	N
συμπεριφορές	態度	συμπεριφορά	態度	N;NOM;FEM;PL	N
παρένθεση	括號	παρένθεση	括號	N;NOM;FEM;SG	N
πυραύλων	導彈	πύραυλος	導彈	N;GEN;MASC;PL	N
επιχειρηματίες	商人	επιχειρηματίας	商人	N;NOM;MASC;PL	N
ρήμα	動詞	ρήμα	動詞	N;NOM;NEUT;SG	N
ανίχνευση	檢測	ανίχνευση	檢測	N;NOM;FEM;SG	N
κατευθείαν	直直	κατεύθεια	直直	ADV	ADV
ψάρι	魚類	ψάρι	魚類	N;NOM;NEUT;SG	N
ψάρι	魚	ψάρι	魚	N;NOM;NEUT;SG	N
ψάρι	魚兒	ψάρι	魚兒	N;NOM;NEUT;SG	N
τρύπα	洞口	τρύπα	洞口	N;NOM;FEM;SG	N
εικάζεται	推定	εικάζω	推定	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
εικάζεται	假定	εικάζω	假定	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ψωμί	麵	ψωμί	麵	N;NOM;NEUT;SG	N
συνελήφθησαν	被	συλλαμβάνω	被	V;PFV;IND;PL;3;PST;FIN;PASS	V;PASS
παράμετρος	參數	παράμετρος	參數	N;NOM;FEM;SG	N
προτίμηση	偏好	προτίμηση	偏好	N;ACC;FEM;SG	N
προτίμηση	喜好	προτίμηση	喜好	N;ACC;FEM;SG	N
ανθρωπότητας	人性	ανθρωπότητα	人性	N;GEN;FEM;SG	N
ανθρωπότητας	人道	ανθρωπότητα	人道	N;GEN;FEM;SG	N
καρπός	果實	καρπός	果實	N;NOM;MASC;SG	N
καρπός	水果	καρπός	水果	N;NOM;MASC;SG	N
καρπός	果	καρπός	果	N;NOM;MASC;SG	N
καρπός	腕	καρπός	腕	N;NOM;MASC;SG	N
καρπός	手腕	καρπός	手腕	N;NOM;MASC;SG	N
αποτρέψει	防止	αποτρέπω	防止	V;PFV;IND;SG;3;FIN;ACT	V
ταξιαρχία	旅	ταξιαρχία	旅	N;ACC;FEM;SG	N
καταστρέψει	消滅	καταστρέφω	消滅	V;PFV;IND;SG;3;FIN;ACT	V
καταστρέψει	摧毀	καταστρέφω	摧毀	V;PFV;IND;SG;3;FIN;ACT	V
δακτύλιος	環	δακτύλιος	環	N;NOM;MASC;SG	N
δακτύλιος	戒指	δακτύλιος	戒指	N;NOM;MASC;SG	N
επιβεβαίωσε	確認	επιβεβαιώνω	確認	V;PFV;IND;SG;3;PST;FIN;ACT	V
γενιές	世代	γενιά	世代	N;NOM;FEM;PL	N
εξερεύνηση	勘探	εξερεύνηση	勘探	N;ACC;FEM;SG	N
σύνθημα	座右	σύνθημα	座右	N;NOM;NEUT;SG	N
σύνθημα	箴言	σύνθημα	箴言	N;NOM;NEUT;SG	N
σύνθημα	格言	σύνθημα	格言	N;NOM;NEUT;SG	N
σύνθημα	密碼	σύνθημα	密碼	N;NOM;NEUT;SG	N
σύνθημα	口號	σύνθημα	口號	N;NOM;NEUT;SG	N
σύνθημα	標語	σύνθημα	標語	N;NOM;NEUT;SG	N
επιτεύγματα	成績	επίτευγμα	成績	N;NOM;NEUT;PL	N
επιτεύγματα	成績	επίτευγμα	成績	N;NOM;NEUT;PL	N
κεραυνός	閃電	κεραυνός	閃電	N;NOM;MASC;SG	N
κεραυνός	電光	κεραυνός	電光	N;NOM;MASC;SG	N
παρών	現任	παράνω	現任	N;NOM;MASC;SG	N
επιτέλους	終於	επιτέλους	終於	ADV	ADV
ακαδημαϊκό	學術	ακαδημαϊκός	學術	N;NOM;NEUT;SG	N
κοιλιά	肚子	κοιλιός	肚子	N;NOM;FEM;SG	N
κοιλιά	肚子	κοιλιός	肚子	N;NOM;FEM;SG	N
κοιλιά	肚皮	κοιλιός	肚皮	N;NOM;FEM;SG	N
κοιλιά	腹	κοιλιός	腹	N;NOM;FEM;SG	N
κοιλιά	腹	κοιλιός	腹	N;NOM;FEM;SG	N
πυρ	消防	πυρ	消防	N;NOM;NEUT;SG	N
πυρ	火	πυρ	火	N;NOM;NEUT;SG	N
πυρ	火災	πυρ	火災	N;NOM;NEUT;SG	N
αμοιβή	費用	αμοιβός	費用	N;NOM;FEM;SG	N
αμοιβή	收費	αμοιβός	收費	N;NOM;FEM;SG	N
αμοιβή	費	αμοιβός	費	N;NOM;FEM;SG	N
αμοιβή	報酬	αμοιβός	報酬	N;NOM;FEM;SG	N
αμοιβή	獎勵	αμοιβός	獎勵	N;NOM;FEM;SG	N
αμοιβή	獎賞	αμοιβός	獎賞	N;NOM;FEM;SG	N
αμοιβή	賞金	αμοιβός	賞金	N;NOM;FEM;SG	N
αμοιβή	賞	αμοιβός	賞	N;NOM;FEM;SG	N
μύθοι	神話	μύθος	神話	N;NOM;MASC;PL	N
μύθοι	傳奇	μύθος	傳奇	N;NOM;MASC;PL	N
μετατόπιση	輪班	μετατόπιση	輪班	N;ACC;FEM;SG	N
μετατόπιση	位	μετατόπιση	位	N;ACC;FEM;SG	N
μέτρια	介質	μέτρι	介質	N;NOM;FEM;SG	N
μέτρια	中型	μέτρι	中型	N;NOM;FEM;SG	N
μέτρια	中	μέτρι	中	N;NOM;FEM;SG	N
μέτρια	媒介	μέτρι	媒介	N;NOM;FEM;SG	N
μέτρια	中	μέτρι	中	N;NOM;FEM;SG	N
μέτρια	適度	μέτρι	適度	N;NOM;FEM;SG	N
μέτρια	適中	μέτρι	適中	N;NOM;FEM;SG	N
ποσά	金額	ποσό	金額	N;NOM;NEUT;PL	N
ποσά	款額	ποσό	款額	N;NOM;NEUT;PL	N
ποσά	數額	ποσό	數額	N;NOM;NEUT;PL	N
δορυφόρο	衛星	δορυφόρο	衛星	N;ACC;MASC;SG	N
στροφές	速度	στροφή	速度	N;NOM;FEM;PL	N
στροφές	速	στροφή	速	N;NOM;FEM;PL	N
δορυφόρους	衛星	δορύφορος	衛星	N;NOM;MASC;PL	N
διαφοροποίηση	區分	διαφοροποίηση	區分	N;ACC;FEM;SG	N
κόμβο	剪接	κόμβος	剪接	N;ACC;MASC;SG	N
αναφέρω	提及	αναφέρω	提及	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
εγκέφαλο	腦子	εγκέφαλος	腦子	N;ACC;MASC;SG	N
εγκέφαλο	大腦	εγκέφαλος	大腦	N;ACC;MASC;SG	N
εγκέφαλο	腦	εγκέφαλος	腦	N;ACC;MASC;SG	N
εγκέφαλο	腦	εγκέφαλος	腦	N;ACC;MASC;SG	N
εξελίσσεται	演化	εξελίσσω	演化	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
δολοφονίες	暗殺	δολοφονία	暗殺	N;NOM;FEM;PL	N
αρμονία	和睦	αρμονία	和睦	N;NOM;FEM;SG	N
ηλιακή	太陽	ηλιακός	太陽	N;NOM;FEM;SG	N
ηλιακή	太陽	ηλιακός	太陽	N;NOM;FEM;SG	N
μοτίβα	格局	μοτίβα	格局	N;NOM;NEUT;PL	N
μοτίβα	模式	μοτίβα	模式	N;NOM;NEUT;PL	N
κινδύνους	風險	κίνδυνος	風險	N;ACC;MASC;PL	N
φόρουμ	論壇	φόρουμ	論壇	N;NOM;MASC;SG	N
φόρουμ	論壇	φόρουμ	論壇	N;NOM;MASC;SG	N
διαφθορά	腐敗	διαφθορά	腐敗	N;NOM;FEM;SG	N
στράτευμα	部隊	στράτευμα	部隊	N;NOM;NEUT;SG	N
τετάρτη	週	τετάρτη	週	N;NOM;FEM;SG	N
τετάρτη	星期	τετάρτη	星期	N;NOM;FEM;SG	N
διασταύρωση	路口	διασταύρωση	路口	N;ACC;FEM;SG	N
συνομοσπονδίας	聯邦	συνομοσπονδία	聯邦	N;GEN;FEM;SG	N
συνομοσπονδίας	邦聯	συνομοσπονδία	邦聯	N;GEN;FEM;SG	N
παραχώρηση	特許	παραχώρηση	特許	N;ACC;FEM;SG	N
ενηλίκων	成人	ενήλικος	成人	N;GEN;NEUT;PL	N
ενηλίκων	成年	ενήλικος	成年	N;GEN;NEUT;PL	N
ενηλίκων	成人	ενήλικος	成人	N;GEN;NEUT;PL	N
ύδατα	水域	ύδωρ	水域	N;NOM;NEUT;PL	N
μεραρχίες	師團	μεραρχία	師團	N;NOM;FEM;PL	N
πυροβολικό	大炮	πυροβολικός	大炮	N;NOM;NEUT;SG	N
πυροβολικό	火炮	πυροβολικός	火炮	N;NOM;NEUT;SG	N
πυροβολικό	炮兵	πυροβολικός	炮兵	N;NOM;NEUT;SG	N
τέλεια	完美	τέλεια	完美	ADJ;NOM;FEM;SG	ADJ
τέλεια	偉大	τέλεια	偉大	ADJ;NOM;FEM;SG	ADJ
απογραφές	庫存	απογραφή	庫存	N;NOM;FEM;PL	N
απογραφές	人口	απογραφή	人口	N;NOM;FEM;PL	N
απογραφές	普查	απογραφή	普查	N;NOM;FEM;PL	N
γάτα	貓咪	γάτα	貓咪	N;NOM;FEM;SG	N
γάτα	貓	γάτα	貓	N;NOM;FEM;SG	N
θαύμα	奇蹟	θαύμα	奇蹟	N;NOM;NEUT;SG	N
θαύμα	奇跡	θαύμα	奇跡	N;NOM;NEUT;SG	N
ισότητα	平等	ισότητα	平等	N;ACC;FEM;SG	N
ισότητα	平等	ισότητα	平等	N;ACC;FEM;SG	N
γκαλερί	畫廊	γκαλώ	畫廊	N;NOM;FEM;SG	N
γκαλερί	畫廊	γκαλώ	畫廊	N;NOM;FEM;SG	N
έφορος	館長	έφορος	館長	N;NOM;MASC;SG	N
σύνορο	邊界	σύνορο	邊界	N;NOM;NEUT;SG	N
σύνορο	邊框	σύνορο	邊框	N;NOM;NEUT;SG	N
σύνορο	邊境	σύνορο	邊境	N;NOM;NEUT;SG	N
σύνορο	邊疆	σύνορο	邊疆	N;NOM;NEUT;SG	N
σύνορο	前	σύνορο	前	N;NOM;NEUT;SG	N
σύνορο	邊境	σύνορο	邊境	N;NOM;NEUT;SG	N
κρίσεις	癲癇	κρίση	癲癇	N;NOM;FEM;PL	N
κρίσεις	危機	κρίση	危機	N;NOM;FEM;PL	N
γλυκό	甜蜜	γλυκό	甜蜜	N;NOM;NEUT;SG	N
γλυκό	甜	γλυκό	甜	N;NOM;NEUT;SG	N
δίσκοι	紀錄	δίσκος	紀錄	N;NOM;MASC;PL	N
δίσκοι	磁碟	δίσκος	磁碟	N;NOM;MASC;PL	N
υποκείμενο	主題	υποκείμενο	主題	N;NOM;NEUT;SG	N
καθήκον	職責	καθήκον	職責	N;NOM;NEUT;SG	N
καθήκον	任務	καθήκον	任務	N;NOM;NEUT;SG	N
σημειωματάριο	筆記	σημειωματάριο	筆記	N;NOM;NEUT;SG	N
σημειωματάριο	筆	σημειωματάριο	筆	N;NOM;NEUT;SG	N
λιγότερες	更少	λίγος	更少	ADJ;NOM;CMPR;FEM;PL	ADJ
λιγότερες	少	λίγος	少	ADJ;NOM;CMPR;FEM;PL	ADJ
δόση	用量	δόση	用量	N;NOM;FEM;SG	N
δόση	劑量	δόση	劑量	N;NOM;FEM;SG	N
δόση	劑量	δόση	劑量	N;NOM;FEM;SG	N
εξεγέρσεις	暴動	εξέγερση	暴動	N;NOM;FEM;PL	N
εξεγέρσεις	暴亂	εξέγερση	暴亂	N;NOM;FEM;PL	N
τόνο	音調	τόνος	音調	N;ACC;MASC;SG	N
τόνο	色調	τόνος	色調	N;ACC;MASC;SG	N
τόνο	音	τόνος	音	N;ACC;MASC;SG	N
τόνο	基調	τόνος	基調	N;ACC;MASC;SG	N
τόνο	語氣	τόνος	語氣	N;ACC;MASC;SG	N
κατάχρηση	濫用	κατάχρηση	濫用	N;ACC;FEM;SG	N
κατάχρηση	貪污	κατάχρηση	貪污	N;ACC;FEM;SG	N
κατάχρηση	濫用	κατάχρηση	濫用	N;ACC;FEM;SG	N
χώμα	泥土	χώμα	泥土	N;NOM;NEUT;SG	N
χώμα	土壤	χώμα	土壤	N;NOM;NEUT;SG	N
χώμα	土	χώμα	土	N;NOM;NEUT;SG	N
χώμα	泥土	χώμα	泥土	N;NOM;NEUT;SG	N
χώμα	污垢	χώμα	污垢	N;NOM;NEUT;SG	N
χώμα	土	χώμα	土	N;NOM;NEUT;SG	N
στρατιώτη	戰士	στρατιώτης	戰士	N;ACC;MASC;SG	N
στρατιώτη	兵	στρατιώτης	兵	N;ACC;MASC;SG	N
στρατιώτη	士兵	στρατιώτης	士兵	N;ACC;MASC;SG	N
στρατιώτη	軍人	στρατιώτης	軍人	N;ACC;MASC;SG	N
στρατιώτη	騎兵	στρατιώτης	騎兵	N;ACC;MASC;SG	N
στενός	狹義	στενός	狹義	N;NOM;MASC;SG	N
στενός	狹隘	στενός	狹隘	N;NOM;MASC;SG	N
ευκαιρίες	機遇	ευκαιρία	機遇	N;NOM;FEM;PL	N
ευκαιρίες	機會	ευκαιρία	機會	N;NOM;FEM;PL	N
ενέκρινε	核定	εγκρίνω	核定	V;IPFV;IND;SG;3;PST;FIN;ACT	V
ενέκρινε	核准	εγκρίνω	核准	V;IPFV;IND;SG;3;PST;FIN;ACT	V
ενέκρινε	批准	εγκρίνω	批准	V;IPFV;IND;SG;3;PST;FIN;ACT	V
πλημμύρες	水災	πλημμύρα	水災	N;NOM;FEM;PL	N
πλημμύρες	水災	πλημμύρα	水災	N;NOM;FEM;PL	N
αλλα	但	αλλα	但	ADV	ADV
αλλα	不過	αλλα	不過	ADV	ADV
αλλα	但是	αλλα	但是	ADV	ADV
διαβήτη	糖尿	διαβήτης	糖尿	N;SG	N
όπερες	歌劇	όπερος	歌劇	N;NOM;FEM;PL	N
συνήθεια	習慣	συνήθεια	習慣	N;NOM;FEM;SG	N
κατάρτιση	培訓	κατάρτιση	培訓	N;ACC;FEM;SG	N
λαογραφία	民俗	λαογραφία	民俗	N;NOM;FEM;SG	N
κυβερνείο	省	κυβερνείο	省	N;NOM;NEUT;SG	N
κυβερνείο	省省	κυβερνείο	省省	N;NOM;NEUT;SG	N
χιούμορ	幽默	χιούμορ	幽默	N;NOM;NEUT;SG	N
χιούμορ	幽默	χιούμορ	幽默	N;NOM;NEUT;SG	N
πρόβλεψη	預報	πρόβλεψη	預報	N;ACC;FEM;SG	N
τάφους	墓葬	τάφος	墓葬	N;NOM;MASC;PL	N
τάφους	墳	τάφος	墳	N;NOM;MASC;PL	N
τάφους	墓穴	τάφος	墓穴	N;NOM;MASC;PL	N
συγγενής	親戚	συγγενής	親戚	N;NOM;MASC;SG	N
απόκλιση	偏差	απόκλιση	偏差	N;ACC;FEM;SG	N
απόκλιση	分歧	απόκλιση	分歧	N;ACC;FEM;SG	N
διαστημόπλοιο	太空	διαστημόπλοιος	太空	N;NOM;NEUT;SG	N
διαστημόπλοιο	太空	διαστημόπλοιος	太空	N;NOM;NEUT;SG	N
πρόδρομος	前身	πρόδρομος	前身	N;NOM;MASC;SG	N
ιού	病毒	ιού	病毒	N;GEN;NEUT;SG	N
φόρμα	形式	φόρμα	形式	N;ACC;FEM;SG	N
φόρμα	表格	φόρμα	表格	N;ACC;FEM;SG	N
διαφορών	爭端	διαφορά	爭端	N;GEN;FEM;PL	N
διαφορών	糾紛	διαφορά	糾紛	N;GEN;FEM;PL	N
διαφορών	爭議	διαφορά	爭議	N;GEN;FEM;PL	N
γράφημα	圖表	γράφημα	圖表	N;NOM;NEUT;SG	N
γράφημα	圖形	γράφημα	圖形	N;NOM;NEUT;SG	N
γράφημα	圖	γράφημα	圖	N;NOM;NEUT;SG	N
γράφημα	圖表	γράφημα	圖表	N;NOM;NEUT;SG	N
γράφημα	圖	γράφημα	圖	N;NOM;NEUT;SG	N
καπνού	煙草	καπνού	煙草	N;GEN;NEUT;SG	N
φάρμακο	藥品	φάρμακο	藥品	N;NOM;NEUT;SG	N
φάρμακο	藥物	φάρμακο	藥物	N;NOM;NEUT;SG	N
φάρμακο	醫學	φάρμακο	醫學	N;NOM;NEUT;SG	N
φάρμακο	藥	φάρμακο	藥	N;NOM;NEUT;SG	N
φάρμακο	醫藥	φάρμακο	醫藥	N;NOM;NEUT;SG	N
φάρμακο	藥物	φάρμακο	藥物	N;NOM;NEUT;SG	N
εκτελέσει	執行	εκτελώ	執行	V;PFV;IND;SG;3;FIN;ACT	V
όμηρο	人質	όμηρος	人質	N;ACC;MASC;SG	N
γυαλί	玻璃	γυαλί	玻璃	N;NOM;NEUT;SG	N
ευγενής	高	ευγενής	高	ADJ;NOM;MASC;SG	ADJ
ορυχεία	礦業	ορυχεία	礦業	N;NOM;NEUT;PL	N
ορυχεία	採礦	ορυχεία	採礦	N;NOM;NEUT;PL	N
ορυχεία	地雷	ορυχεία	地雷	N;NOM;NEUT;PL	N
παράθεση	引文	παράθεση	引文	N;NOM;FEM;SG	N
παράθεση	引文	παράθεση	引文	N;NOM;FEM;SG	N
παράθεση	引文	παράθεση	引文	N;NOM;FEM;SG	N
εξόρυξη	礦業	εξόρυξη	礦業	N;NOM;FEM;SG	N
εξόρυξη	採礦	εξόρυξη	採礦	N;NOM;FEM;SG	N
βόμβες	炸彈	βόμβας	炸彈	N;NOM;FEM;PL	N
πόντοι	點數	πόντος	點數	N;NOM;MASC;PL	N
πράκτορας	特工	πράκτορας	特工	N;NOM;MASC;SG	N
επιδημία	暴發	επιδημία	暴發	N;NOM;FEM;SG	N
συχνότητες	頻率	συχνότητα	頻率	N;NOM;FEM;PL	N
αμφιβολία	疑問	αμφιβολία	疑問	N;NOM;FEM;SG	N
ανταγωνισμού	競爭	ανταγωνισμός	競爭	N;GEN;MASC;SG	N
ανταγωνισμού	競賽	ανταγωνισμός	競賽	N;GEN;MASC;SG	N
μέλισσα	蜂	μέλισσα	蜂	N;NOM;FEM;SG	N
μέλισσα	蜜蜂	μέλισσα	蜜蜂	N;NOM;FEM;SG	N
κινηματογράφους	電影	κινηματογράφος	電影	N;ACC;MASC;PL	N
γλωσσολογία	語言	γλωσσολογία	語言	N;NOM;FEM;SG	N
μοτίβο	圖案	μοτίβο	圖案	N;NOM;NEUT;SG	N
μοτίβο	格局	μοτίβο	格局	N;NOM;NEUT;SG	N
μοτίβο	模式	μοτίβο	模式	N;NOM;NEUT;SG	N
ισοτιμία	等	ισοτιμία	等	N;NOM;FEM;SG	N
ισοτιμία	等	ισοτιμία	等	N;NOM;FEM;SG	N
πες	說	πες	說	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
προγραμματισμός	程式	προγραμματισμός	程式	N;NOM;MASC;SG	N
προγραμματισμός	附表	προγραμματισμός	附表	N;NOM;MASC;SG	N
αρένα	舞台	αρένας	舞台	N;ACC;FEM;SG	N
αρένα	體育	αρένας	體育	N;ACC;FEM;SG	N
κίνητρα	動機	κίνητρο	動機	N;NOM;NEUT;PL	N
κίνητρα	動因	κίνητρο	動因	N;NOM;NEUT;PL	N
κίνητρα	動力	κίνητρο	動力	N;NOM;NEUT;PL	N
κίνητρα	獎勵	κίνητρο	獎勵	N;NOM;NEUT;PL	N
κίνητρα	激勵	κίνητρο	激勵	N;NOM;NEUT;PL	N
κίνητρα	動機	κίνητρο	動機	N;NOM;NEUT;PL	N
δεσμοί	債券	δεσμός	債券	N;NOM;MASC;PL	N
δαχτυλίδι	環	δαχτυλίδι	環	N;NOM;NEUT;SG	N
δαχτυλίδι	戒指	δαχτυλίδι	戒指	N;NOM;NEUT;SG	N
νύχτες	夜晚	νύχτης	夜晚	N;NOM;FEM;PL	N
νύχτες	夜	νύχτης	夜	N;NOM;FEM;PL	N
ανιψιός	外甥	ανιψιός	外甥	N;NOM;MASC;SG	N
ανιψιός	侄子	ανιψιός	侄子	N;NOM;MASC;SG	N
κλήση	電話	κλήση	電話	N;NOM;FEM;SG	N
κλήση	通話	κλήση	通話	N;NOM;FEM;SG	N
πρόνοιας	福利	πρόνοια	福利	N;GEN;FEM;SG	N
ενδοχώρα	內地	ενδοχώρας	內地	N;NOM;FEM;SG	N
ενδοχώρα	內陸	ενδοχώρας	內陸	N;NOM;FEM;SG	N
ενδοχώρα	腹地	ενδοχώρας	腹地	N;NOM;FEM;SG	N
ενδοχώρα	內地	ενδοχώρας	內地	N;NOM;FEM;SG	N
ενδοχώρα	內地	ενδοχώρας	內地	N;NOM;FEM;SG	N
ενδοχώρα	大陸	ενδοχώρας	大陸	N;NOM;FEM;SG	N
χιόνι	下雪	χιόνι	下雪	N;NOM;NEUT;SG	N
μοναχούς	僧侶	μοναχός	僧侶	N;ACC;MASC;PL	N
δαπάνες	支出	δαπάνη	支出	N;NOM;FEM;PL	N
επικίνδυνο	危險	επικίνδυνος	危險	ADJ;NOM;NEUT;SG	ADJ
δρομολόγια	路線	δρομολόγιο	路線	N;NOM;NEUT;PL	N
όρκο	誓	όρκο	誓	N;ACC;MASC;SG	N
όρκο	誓言	όρκο	誓言	N;ACC;MASC;SG	N
όρκο	誓詞	όρκο	誓詞	N;ACC;MASC;SG	N
όρκο	誓	όρκο	誓	N;ACC;MASC;SG	N
όρκο	誓言	όρκο	誓言	N;ACC;MASC;SG	N
όρκο	誓詞	όρκο	誓詞	N;ACC;MASC;SG	N
προειδοποίηση	警告	προειδοποίηση	警告	N;ACC;FEM;SG	N
νοημοσύνη	智慧	νοημοσύνη	智慧	N;NOM;FEM;SG	N
νοημοσύνη	情報	νοημοσύνη	情報	N;NOM;FEM;SG	N
νοημοσύνη	智力	νοημοσύνη	智力	N;NOM;FEM;SG	N
ξύλινο	木質	ξυλένιος	木質	N;NOM;NEUT;SG	N
ξύλινο	木	ξυλένιος	木	N;NOM;NEUT;SG	N
πάχος	厚度	πάχος	厚度	N;NOM;NEUT;SG	N
θάρρος	勇氣	θάρρος	勇氣	N;NOM;NEUT;SG	N
προσάρτηση	併	προσάρτηση	併	N;ACC;FEM;SG	N
δεσμός	外遇	δεσμός	外遇	N;NOM;MASC;SG	N
δεσμός	鍵	δεσμός	鍵	N;NOM;MASC;SG	N
δεσμός	債券	δεσμός	債券	N;NOM;MASC;SG	N
εχθρός	敵軍	εχθρός	敵軍	N;NOM;MASC;SG	N
εχθρός	敵方	εχθρός	敵方	N;NOM;MASC;SG	N
εχθρός	敵	εχθρός	敵	N;NOM;MASC;SG	N
εχθρός	敵人	εχθρός	敵人	N;NOM;MASC;SG	N
πρόοδος	進步	πρόοδος	進步	N;NOM;FEM;SG	N
πρόοδος	進度	πρόοδος	進度	N;NOM;FEM;SG	N
λογοκρισία	審查	λογοκρισία	審查	N;NOM;FEM;SG	N
οφέλη	福利	όφελος	福利	N;NOM;NEUT;PL	N
κανονισμούς	條例	κανονισμός	條例	N;ACC;MASC;PL	N
συνεργάτη	伴侶	συνεργάτης	伴侶	N;NOM;NEUT;SG	N
συνεργάτη	夥伴	συνεργάτης	夥伴	N;NOM;NEUT;SG	N
συνεργάτη	搭檔	συνεργάτης	搭檔	N;NOM;NEUT;SG	N
κίνητρο	動機	κίνητρο	動機	N;ACC;NEUT;SG	N
κίνητρο	動機	κίνητρο	動機	N;ACC;NEUT;SG	N
κίνητρο	動因	κίνητρο	動因	N;ACC;NEUT;SG	N
κίνητρο	動力	κίνητρο	動力	N;ACC;NEUT;SG	N
κίνητρο	激勵	κίνητρο	激勵	N;ACC;NEUT;SG	N
αλάτι	食鹽	αλάτι	食鹽	N;NOM;NEUT;SG	N
αλάτι	鹽	αλάτι	鹽	N;NOM;NEUT;SG	N
πινακίδες	板	πινακίδα	板	N;NOM;FEM;PL	N
πινακίδες	跡象	πινακίδα	跡象	N;NOM;FEM;PL	N
πινακίδες	標誌	πινακίδα	標誌	N;NOM;FEM;PL	N
μονάρχης	君主	μονάρχης	君主	N;NOM;MASC;SG	N
μελωδία	旋律	μελωδία	旋律	N;NOM;FEM;SG	N
μυστήριο	謎團	μυστήριο	謎團	N;NOM;NEUT;SG	N
μυστήριο	謎	μυστήριο	謎	N;NOM;NEUT;SG	N
μάνα	母后	μάνας	母后	N;ACC;FEM;SG	N
μάνα	母親	μάνας	母親	N;ACC;FEM;SG	N
τοιχογραφία	壁畫	τοιχογραφία	壁畫	N;NOM;FEM;SG	N
τοιχογραφία	壁畫	τοιχογραφία	壁畫	N;NOM;FEM;SG	N
μειώσει	減少	μειώνω	減少	V;PFV;IND;SG;3;FIN;ACT	V
μόλυνση	污染	μόλυνση	污染	N;NOM;FEM;SG	N
μόλυνση	污染	μόλυνση	污染	N;NOM;FEM;SG	N
δημοσιότητα	宣傳	δημοσιότητα	宣傳	N;ACC;FEM;SG	N
προθέσεις	意圖	πρόθεση	意圖	N;NOM;FEM;PL	N
προθέσεις	意向	πρόθεση	意向	N;NOM;FEM;PL	N
λιθίου	鋰	λίθιο	鋰	N;GEN;NEUT;SG	N
τυχαίο	隨機	τυχαίος	隨機	ADJ;NOM;NEUT;SG	ADJ
πολιτισμούς	文化	πολιτισμός	文化	N;ACC;MASC;PL	N
σιδηροδρόμων	鐵路	σιδηρόδρομα	鐵路	N;GEN;MASC;PL	N
σιδηροδρόμων	鐵道	σιδηρόδρομα	鐵道	N;GEN;MASC;PL	N
σιδηροδρόμων	鐵路	σιδηρόδρομα	鐵路	N;GEN;MASC;PL	N
σιδηροδρόμων	鐵道	σιδηρόδρομα	鐵道	N;GEN;MASC;PL	N
κέλυφος	貝殼	κέλυφος	貝殼	N;NOM;NEUT;SG	N
κέλυφος	殼	κέλυφος	殼	N;NOM;NEUT;SG	N
πορτρέτα	肖像	πορτρέτα	肖像	N;NOM;NEUT;PL	N
πορτρέτα	畫像	πορτρέτα	畫像	N;NOM;NEUT;PL	N
πορτρέτα	肖像	πορτρέτα	肖像	N;NOM;NEUT;PL	N
κάρτες	紙牌	κάρτες	紙牌	N;NOM;FEM;PL	N
κάρτες	卡片	κάρτες	卡片	N;NOM;FEM;PL	N
κάρτες	牌	κάρτες	牌	N;NOM;FEM;PL	N
πληρώσει	付費	πληρώνω	付費	V;PFV;NFIN;ACT	V
