ve	og	ve	og	CONJ	CONJ
sorumlusu	ansvarlig	sorumlu	ansvarlig	ADJ;NOM;SG;3	ADJ;INDF;NEUT;SG
sorumlusu	ansvarsfull	sorumlu	ansvarsfull	ADJ;NOM;SG;3	ADJ;INDF;NEUT;SG
anlamak	forstår	anla	forstå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
anlamak	forstå	anla	forstå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
anlamak	skjønner	anla	skjønne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
anlamak	forstå	anla	forstå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
cennet	himmel	cennet	himmel	N;NOM;SG;3	N;INDF;MASC;SG
cennet	heaven	cennet	heav	N;NOM;SG;3	N;DEF;MASC;SG
cennet	himmelen	cennet	himmel	N;NOM;SG;3	N;DEF;MASC;SG
cennet	paradiset	cennet	paradis	N;NOM;SG;3	N;DEF;NEUT;SG
cennet	paradis	cennet	paradis	N;NOM;SG;3	N;INDF;MASC;SG
cennet	paradise	cennet	paradis	N;NOM;SG;3	N;INDF;MASC;SG
samanyolu	milky	samanyolu	milky	N;NOM;SG;3	N;INDF;MASC;SG
yıllarca	årevis	yıllarca	årevis	ADV	ADV
hotel	hotell	hotel	hotell	N;NOM;SG;3	N;INDF;NEUT;SG
hotel	hotel	hotel	hotel	N;NOM;SG;3	N;INDF;NEUT;SG
tutmak	beholder	tut	beholder	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
memnun	fornøyde	memnun	fornøyd	ADJ	ADJ;PL
memnun	fornøyd	memnun	fornøyd	ADJ	ADJ;INDF;SG
memnun	tilfredsstilt	memnun	tilfredsstille	ADJ	ADJ;INDF;SG;V.PTCP
teknikleri	teknikker	teknik	teknikker	N;NOM;PL;3	N;INDF;NEUT;PL
yorumu	kommentar	yorum	kommentar	N;ACC;SG;3	N;INDF;MASC;SG
özeti	oppsummering	özet	oppsummering	N;ACC;SG;3	N;INDF;FEM;SG
özeti	sammendrag	özet	sammendrag	N;ACC;SG;3	N;INDF;NEUT;SG
kavga	slåss	kavga	slåss	N;NOM;SG;3	N;INDF;MASC;SG
kavga	slåssing	kavga	slåssing	N;NOM;SG;3	N;INDF;FEM;SG
kavga	fighting	kavga	fighting	N;NOM;SG;3	N;INDF;MASC;SG
kavga	slåsskamp	kavga	slåsskamp	N;NOM;SG;3	N;INDF;MASC;SG
kavga	kjemp	kavga	kjempe	N;NOM;SG;3	N;INDF;MASC;SG
kavga	fight	kavga	fight	N;NOM;SG;3	N;INDF;MASC;SG
komedyen	komiker	komedyen	komiker	N;NOM;SG;3	N;INDF;MASC;SG
platformu	plattformen	platform	plattform	N;NOM;SG;3	N;DEF;MASC;SG
platformu	plattform	platform	plattform	N;NOM;SG;3	N;INDF;FEM;SG
cerrahi	kirurgi	cerrahi	kirurgi	N;NOM;SG;3	N;INDF;MASC;SG
gözü	øyet	göz	øy	N;NOM;SG;3	N;DEF;NEUT;SG
gözü	øye	göz	øye	N;NOM;SG;3	N;INDF;FEM;SG
sorumluluk	belastning	sorumluluk	belastning	N;NOM;SG;3	N;INDF;FEM;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;INDF;NEUT;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;INDF;NEUT;SG
aralığı	intervall	aralık	intervall	N;NOM;SG;3	N;INDF;NEUT;SG
konut	bosted	konut	bosted	N;NOM;SG;3	N;INDF;MASC;SG
konut	bopel	konut	bopel	N;NOM;SG;3	N;INDF;MASC;SG
konut	bolig	konut	bolig	N;NOM;SG;3	N;INDF;MASC;SG
konut	boliger	konut	boliger	N;NOM;SG;3	N;INDF;MASC;SG
konut	bolig	konut	bolig	N;NOM;SG;3	N;INDF;MASC;SG
kelimeler	ord	kelime	ord	N;NOM;PL;3	N;INDF;NEUT;PL
kelimeler	words	kelime	words	N;NOM;PL;3	N
kelimeler	orda	kelime	ord	N;NOM;PL;3	N;DEF;NEUT;PL
hazine	skatten	hazin	skatt	N;NOM;SG;3	N;DEF;MASC;SG
güreşçi	bryter	güreşçi	bryte	N;NOM;SG;3	N;INDF;NEUT;SG
güreşçi	bryting	güreşçi	bryting	N;NOM;SG;3	N;INDF;FEM;SG
planet	planet	planet	plan	N;NOM;SG;3	N;DEF;NEUT;SG
öğretmenlik	undervisning	öğretmenlik	undervisning	N;NOM;SG;3	N;INDF;FEM;SG
öğretmenlik	undervise	öğretmenlik	undervise	N;NOM;SG;3	N;INDF;FEM;SG
denizaltı	ubåt	denizaltı	ubåt	N;NOM;SG;3	N;INDF;MASC;SG
denizaltı	sub	denizaltı	sub	N;NOM;SG;3	N
denizaltı	ubåter	denizaltı	ubåte	N;NOM;SG;3	N;INDF;MASC;SG
operasyonu	operasjon	operasyon	operasjon	N;ACC;SG;3	N;INDF;MASC;SG
operasyonu	operation	operasyon	operation	N;ACC;SG;3	N;INDF;MASC;SG
gösteriyor	viser	göster	vise	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
gösteriyor	indikerer	göster	indikere	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
gösteriyor	indikere	göster	indikere	V;PROG;IND;SG;3;POS;INFM;PRS	V;NFIN
gösteriyor	viser	göster	vise	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
çoğunluk	flertall	çoğunluk	flertall	N;NOM;SG;3	N;INDF;NEUT;SG
çoğunluk	majoritet	çoğunluk	majoritet	N;NOM;SG;3	N;INDF;MASC;SG
çoğunluk	flertallet	çoğunluk	flertall	N;NOM;SG;3	N;DEF;NEUT;SG
yoğunluk	intensiteten	yoğunluk	intensitet	N;NOM;SG;3	N;DEF;MASC;SG
yoğunluk	intensitet	yoğunluk	intensitet	N;NOM;SG;3	N;INDF;MASC;SG
yoğunluk	tetthet	yoğunluk	tetthet	N;NOM;SG;3	N;INDF;MASC;SG
teoremi	teorem	teorem	teorem	N;ACC;SG;3	N;INDF;NEUT;SG
teknolojileri	teknologier	teknoloji	teknologie	N;ACC;PL;3	N;INDF;NEUT;PL
deportivo	deportivo	deportivo	deportivo	N;NOM;SG;3	N;INDF;MASC;SG
etkinlikler	aktivitetene	etkinlik	aktivitet	N;NOM;PL;3	N;DEF;FEM;PL
etkinlikler	aktiviteter	etkinlik	aktiviteter	N;NOM;PL;3	N;INDF;MASC;PL
etkinlikler	hendingar	etkinlik	hending	N;NOM;PL;3	N;INDF;FEM;PL
hücreleri	cellene	hücre	celle	N;ACC;PL;3	N;DEF;FEM;PL
hücreleri	celler	hücre	celler	N;ACC;PL;3	N;INDF;FEM;PL
eksikliği	lack	eksiklik	lack	N;NOM;SG;3	N
eksikliği	mangle	eksiklik	mangle	N;NOM;SG;3	N;INDF;MASC;SG
eksikliği	mangel	eksiklik	mangel	N;NOM;SG;3	N;INDF;MASC;SG
puanlar	vurderinger	puan	vurderinge	N;NOM;PL;3	N;INDF;FEM;PL
puanlar	punkter	puan	punkter	N;NOM;PL;3	N;INDF;FEM;PL
puanlar	scorer	puan	score	N;NOM;PL;3	N;INDF;MASC;PL
puanlar	skårer	puan	skåre	N;NOM;PL;3	N;INDF;FEM;PL
puanlar	poengsummer	puan	poengsummer	N;NOM;PL;3	N;INDF;FEM;PL
mekanizması	mekanisme	mekaniz	mekanisme	N;NOM;SG;3	N;INDF;MASC;SG
getirilmiş	brakte	getir	brake	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
catherine	catherine	cather	catherin	N;DAT;SG;3	N;INDF;MASC;SG
catherine	katarina	cather	katarin	N;DAT;SG;3	N;INDF;FEM;SG
güzellik	skjønnheten	güzellik	skjønnhete	N;NOM;SG;3	N;DEF;MASC;SG
güzellik	skjønnhet	güzellik	skjønnh	N;NOM;SG;3	N;INDF;NEUT;SG
güzellik	beauty	güzellik	beauty	N;NOM;SG;3	N;INDF;MASC;SG
müşteri	kunde	müşteri	kunde	N;NOM;SG;3	N;INDF;MASC;SG
müşteri	klient	müşteri	kliene	N;NOM;SG;3	N;INDF;MASC;SG
müşteri	kunde	müşteri	kunde	N;NOM;SG;3	N;INDF;MASC;SG
ayıran	skiller	ayır	skille	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
ilkesi	prinsippet	ilke	prinsipp	N;NOM;SG;3	N;DEF;NEUT;SG
kentsel	urban	kentsel	urban	N;NOM;SG;3	N;INDF;MASC;SG
okulları	skolene	okul	skole	N;NOM;PL;3	N;DEF;FEM;PL
okulları	skoler	okul	skole	N;NOM;PL;3	N;INDF;FEM;PL
kolları	ermene	kol	erme	N;ACC;PL;3	N;DEF;FEM;PL
kolları	arms	kol	arm	N;ACC;PL;3	N
kolları	armene	kol	arm	N;ACC;PL;3	N;DEF;FEM;PL
fotoğraflar	fotografiene	fotoğraf	fotografi	N;NOM;PL;3	N;DEF;FEM;PL
fotoğraflar	fotografier	fotoğraf	fotografi	N;NOM;PL;3	N;INDF;FEM;PL
fotoğraflar	bilder	fotoğraf	bilder	N;NOM;PL;3	N;INDF;FEM;PL
fotoğraflar	fotografier	fotoğraf	fotografi	N;NOM;PL;3	N;INDF;FEM;PL
fotoğraflar	bilder	fotoğraf	bilder	N;NOM;PL;3	N;INDF;FEM;PL
kazanmak	vinne	kazan	vinne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
kazanmak	vinn	kazan	vinne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
kazanmak	vinne	kazan	vinne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
oluşturma	opprette	oluş	opprette	V;PFV;IND;SG;2;POS;PRS;CAUS	V;NFIN
oluşturma	opprette	oluş	opprette	V;PFV;IND;SG;2;POS;PRS;CAUS	V;NFIN
nilüfer	lotus	nilüfer	lotus	N;NOM;SG;3	N;INDF;MASC;SG
anında	øyeblikkelig	an	øyeblikkelig	N;ESS;SG;3	N;INDF;MASC;SG
anında	øyeblikk	an	øyeblikk	N;ESS;SG;3	N;INDF;MASC;SG
anında	øyeblikkelig	an	øyeblikkelig	N;ESS;SG;3	N;INDF;MASC;SG
anında	momentant	an	momentant	N;ESS;SG;3	N;INDF;MASC;SG
pasaport	pass	pasaport	pass	N;NOM;SG;3	N;INDF;NEUT;SG
pasaport	passet	pasaport	pass	N;NOM;SG;3	N;DEF;NEUT;SG
pasaport	pass	pasaport	pass	N;NOM;SG;3	N;INDF;NEUT;SG
eşitlik	ligning	eşitlik	ligning	N;NOM;SG;3	N;INDF;FEM;SG
eşitlik	likeverd	eşitlik	likeverd	N;NOM;SG;3	N;INDF;FEM;SG
eşitlik	likhet	eşitlik	likhet	N;NOM;SG;3	N;INDF;NEUT;SG
eşitlik	likestilling	eşitlik	likestilling	N;NOM;SG;3	N;INDF;FEM;SG
kampı	leiren	kampı	leir	N;ACC;SG;3	N;DEF;MASC;SG
kampı	leirskole	kampı	leirskole	N;ACC;SG;3	N;INDF;MASC;SG
kampı	leir	kampı	ly	N;ACC;SG;3	N;INDF;MASC;SG
kampı	camp	kampı	camp	N;ACC;SG;3	N;INDF;MASC;SG
taburu	bataljonen	tabur	bataljon	N;NOM;SG;3	N;DEF;MASC;SG
taburu	bataljon	tabur	bataljon	N;NOM;SG;3	N;INDF;MASC;SG
yasemin	jasmin	yasem	jasmin	N;GEN;SG;3	N;INDF;MASC;SG
yasemin	jasmin	yasem	jasmin	N;GEN;SG;3	N;INDF;MASC;SG
yasemin	jasmine	yasem	jasmine	N;GEN;SG;3	N;INDF;MASC;SG
öğrendi	lærte	öğren	lære	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
öğrendi	lært	öğren	lære	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
penaltı	straff	penaltı	straff	N;NOM;SG;3	N;INDF;FEM;SG
penaltı	straffespark	penaltı	straffespark	N;NOM;SG;3	N;INDF;NEUT;SG
kalitesi	kvalitet	kalite	kvalitet	N;NOM;SG;3	N;INDF;MASC;SG
kalitesi	kvaliteten	kalite	kvalitet	N;NOM;SG;3	N;DEF;MASC;SG
jüpiter	jupiter	jüpiter	jupiter	N;NOM;SG;3	N;INDF;MASC;SG
projeler	prosjekter	proje	prosjekt	N;NOM;PL;3	N;INDF;FEM;PL
projeler	prosjektene	proje	prosjekt	N;NOM;PL;3	N;DEF;FEM;PL
kullanılıyor	bruker	kullan	bruke	V;PROG;IND;SG;3;POS;INFM;PRS;PASS	V;IND;PRS;FIN
patates	potet	patates	potet	N;NOM;SG;3	N;INDF;MASC;SG
büyükelçiliği	ambassade	büyükelçilik	ambass	N;NOM;SG;3	N;INDF;MASC;SG
büyükelçiliği	ambassaden	büyükelçilik	ambassad	N;NOM;SG;3	N;DEF;MASC;SG
etiketi	etikett	etiket	etikett	N;NOM;SG;3	N;INDF;MASC;SG
hastalıklar	sykdommer	hastalık	sykdom	N;NOM;PL;3	N;INDF;FEM;PL
çiftlik	farm	çiftlik	farm	N;NOM;SG;3	N;INDF
çiftlik	gård	çiftlik	gård	N;NOM;SG;3	N;INDF;MASC;SG
çiftlik	bondegård	çiftlik	bondegård	N;NOM;SG;3	N;INDF;MASC;SG
çiftlik	ranch	çiftlik	ranch	N;NOM;SG;3	N
çiftlik	ranchen	çiftlik	ranche	N;NOM;SG;3	N;INDF;MASC;SG
yüzyıllar	århundrer	yüzyıl	århundre	N;NOM;PL;3	N;INDF;FEM;PL
görelilik	relativitet	görelilik	relativitet	N;NOM;SG;3	N;INDF;MASC;SG
görelilik	relativitetsteorien	görelilik	relativitetsteori	N;NOM;SG;3	N;DEF;MASC;SG
düzenlemeler	redigerer	düzenle	redigere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
gemiler	båter	gemi	båt	N;NOM;PL;3	N;INDF;MASC;PL
gemiler	skip	gemi	skip	N;NOM;PL;3	N;INDF;NEUT;PL
listeleri	lister	liste	liste	N;ACC;PL;3	N;INDF;FEM;PL
silahları	våpen	silah	våpen	N;NOM;PL;3	N;INDF;NEUT;PL
silahları	geværer	silah	gevære	N;NOM;PL;3	N;INDF;FEM;PL
takvimi	kalenderen	takvim	kalender	N;NOM;SG;3	N;DEF;MASC;SG
kararlar	beslutninger	karar	beslutning	N;NOM;PL;3	N;INDF;FEM;PL
fırlatma	lansere	fırlatma	lansere	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
manhattan	manhattan	manhat	manhattan	N;AT+ABL;SG;3	N;INDF;MASC;SG
giderler	utgifter	git	utgift	N;NOM;PL;3	N;INDF;FEM;PL
dayanıklı	varig	dayanıklı	varig	ADJ	ADJ;INDF;NEUT;SG
dayanıklı	slitesterkt	dayanıklı	slitesterk	ADJ	ADJ;INDF;SG;V.PTCP
dayanıklı	stødige	dayanıklı	stødig	ADJ	ADJ;PL
kurallara	forskrifter	kural	forskrift	N;DAT;PL;3	N;INDF;FEM;PL
olimpik	olympic	ol	olympic	N;NOM;SG;3	N;INDF;NEUT;SG
işlemci	prosessor	işlemci	prosessor	N;NOM;SG;3	N;INDF;MASC;SG
işlemci	prosessor	işlemci	prosessor	N;NOM;SG;3	N;INDF;MASC;SG
fakülte	fakultet	fakül	fakultet	N;NOM;SG;3	N;INDF;NEUT;SG
konfederasyonu	confederation	konfederasyon	confederation	N;ACC;SG;3	N;INDF;MASC;SG
bordeaux	bordeaux	bordeau	bordeaux	N;NOM;SG;3	N;INDF;NEUT;SG
şekilleri	former	şekil	form	N;ACC;PL;3	N;INDF;FEM;PL
makaleler	artikler	makale	artikke	N;NOM;PL;3	N;INDF;FEM;PL
makaleler	stilene	makale	stile	N;NOM;PL;3	N;DEF;FEM;PL
danışma	consulting	danış	consulting	N;NOM;SG;3	N
danışma	konsulent	danış	konsulent	N;NOM;SG;3	N;INDF;MASC;SG
danışma	melding	danış	melding	N;NOM;SG;3	N;INDF;FEM;SG
danışma	konsultasjon	danış	konsultasjon	N;NOM;SG;3	N;INDF;MASC;SG
danışma	rådgivning	danış	rådgivning	N;NOM;SG;3	N;INDF;FEM;SG
bağışıklık	immun	bağışıklık	immun	N;NOM;SG;3	N;INDF;MASC;SG
bağışıklık	immunitet	bağışıklık	immunitet	N;NOM;SG;3	N;INDF;MASC;SG
çözümü	løsning	çözüm	løsning	N;ACC;SG;3	N;INDF;FEM;SG
akışı	flow	akış	flow	N;NOM;SG;3	N;INDF;MASC;SG
uzakta	langt	uzak	lang	ADJ;ESS;SG;3	ADJ;INDF;NEUT;SG
sorular	forespørsler	soru	forespørsle	N;NOM;PL;3	N;INDF;FEM;PL
koleksiyonu	samling	koleksiyonu	samling	N;ACC;SG;3	N;INDF;FEM;SG
çiçeği	blossom	çiçek	blossom	N;NOM;SG;3	N;INDF;MASC;SG
çiçeği	blomst	çiçek	bloms	N;NOM;SG;3	N;INDF;MASC;SG
çiçeği	flower	çiçek	flower	N;NOM;SG;3	N;INDF;NEUT;SG
yurtdışında	utlandet	yurtdışı	utland	N;ESS;SG;3	N;DEF;NEUT;SG
yurtdışında	utenlands	yurtdışı	utenlands	N;ESS;SG;3	N;INDF;MASC;SG
yurtdışında	utlandet	yurtdışı	utland	N;ESS;SG;3	N;DEF;NEUT;SG
yurtdışında	utenlands	yurtdışı	utenlands	N;ESS;SG;3	N;INDF;MASC;SG
yurtdışında	utland	yurtdışı	utland	N;ESS;SG;3	N;INDF;NEUT;SG
gözler	eyes	göz	eyks	N;NOM;PL;3	N
gözler	øynene	göz	øyne	N;NOM;PL;3	N;DEF;MASC;PL
elden	overhaling	el	overhaling	N;AT+ABL;SG;3	N;INDF;FEM;SG
yöntemler	metoder	yöntem	metode	N;NOM;PL;3	N;INDF;MASC;PL
denizcilik	marinesoldat	denizcilik	marinesoldat	N;NOM;SG;3	N;INDF;MASC;SG
denizcilik	marine	denizcilik	marin	N;NOM;SG;3	N;INDF;MASC;SG
balıkçılık	fiskeri	balıkçılık	fiskeri	N;NOM;SG;3	N;INDF;MASC;SG
balıkçılık	fiskeri	balıkçılık	fiskeri	N;NOM;SG;3	N;INDF;MASC;SG
balıkçılık	fiskebruk	balıkçılık	fiskebruk	N;NOM;SG;3	N;INDF;MASC;SG
balıkçılık	fisking	balıkçılık	fisking	N;NOM;SG;3	N;INDF;MASC;SG
balıkçılık	fiske	balıkçılık	fiske	N;NOM;SG;3	N;INDF;MASC;SG
taraftar	fans	taraf	fan	N;NOM;SG;3	N;INDF;NEUT;SG
taraftar	tilhengere	taraf	tilhengere	N;NOM;SG;3	N;INDF;NEUT;SG
taraftar	vifte	taraf	vifte	N;NOM;SG;3	N;INDF;FEM;SG
yıldızları	stjernene	yıldız	stjerne	N;NOM;PL;3	N;DEF;FEM;PL
yıldızları	stjerner	yıldız	stjerne	N;NOM;PL;3	N;INDF;FEM;PL
blog	blogg	blog	blogg	N;NOM;SG;3	N;INDF;MASC;SG
üniversiteler	universiteter	üniversite	universitet	N;NOM;PL;3	N;INDF;FEM;PL
kelebek	butterfly	kelebek	butterfly	N;NOM;SG;3	N;INDF;MASC;SG
kelebek	sommerfugl	kelebek	sommerfugl	N;NOM;SG;3	N;INDF;MASC;SG
dikkatli	nøye	dikkatli	nøye	ADJ	ADJ;INDF;NEUT;SG
yetenek	ferdighet	yetenek	ferdighet	N;NOM;SG;3	N;INDF;FEM;SG
yetenek	talent	yetenek	talent	N;NOM;SG;3	N;INDF;NEUT;SG
yetenek	evne	yetenek	evne	N;NOM;SG;3	N;INDF;FEM;SG
malzemeler	ingrediensene	malzeme	ingrediens	N;NOM;PL;3	N;DEF;MASC;PL
malzemeler	forsyninger	malzeme	forsyninger	N;NOM;PL;3	N;INDF;FEM;PL
listeler	lister	liste	liste	N;NOM;PL;3	N;INDF;FEM;PL
sesleri	stemmene	ses	stemme	N;NOM;PL;3	N;DEF;FEM;PL
sesleri	stemmer	ses	stemme	N;NOM;PL;3	N;INDF;FEM;PL
ölçüm	målingen	ölçüm	måling	N;NOM;SG;3	N;DEF;MASC;SG
ölçüm	måle	ölçüm	måle	N;NOM;SG;3	N;INDF;NEUT;SG
ölçüm	måling	ölçüm	måling	N;NOM;SG;3	N;INDF;FEM;SG
tutulan	held	tut	halde	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN
strateji	strategi	strateji	strategi	N;NOM;SG;3	N;INDF;MASC;SG
yükleme	installere	yükle	installere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yapıların	strukturer	yapı	struktur	N;GEN;PL;3	N;INDF;MASC;PL
pennsylvania	pennsylvania	pennsylvani	pennsylvania	N;NOM;SG;3	N;DEF;FEM;SG
görüntüler	bilder	görüntü	bilder	N;NOM;PL;3	N;INDF;FEM;PL
ağzı	kjeften	ağzı	kjeft	N;NOM;SG;3	N;DEF;MASC;SG
ağzı	munn	ağzı	munn	N;NOM;SG;3	N;INDF;MASC;SG
ağzı	munnen	ağzı	munn	N;NOM;SG;3	N;DEF;MASC;SG
işlemler	operasjoner	işlem	operasjon	N;NOM;PL;3	N;INDF;MASC;PL
işlemler	transaksjonene	işlem	transaksjon	N;NOM;PL;3	N;DEF;FEM;PL
öneri	forslag	öneri	forslag	N;NOM;SG;3	N;INDF;NEUT;SG
öneri	forslag	öneri	forslag	N;NOM;SG;3	N;INDF;NEUT;SG
öneri	anbefalingen	öneri	anbefaling	N;NOM;SG;3	N;DEF;MASC;SG
öneri	anbefaling	öneri	anbefaling	N;NOM;SG;3	N;INDF;FEM;SG
öneri	frieri	öneri	frieri	N;NOM;SG;3	N;INDF;MASC;SG
işleyen	fungerer	işle	fungere	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
öncelikli	prioritert	öncelikli	prioritere	ADJ	ADJ;INDF;SG;V.PTCP
rehberi	katalogen	rehber	katalog	N;NOM;SG;3	N;DEF;MASC;SG
rehberi	katalog	rehber	katalog	N;NOM;SG;3	N;INDF;MASC;SG
rehberi	veiledningen	rehber	veiledning	N;NOM;SG;3	N;DEF;MASC;SG
rehberi	veiledning	rehber	veiledning	N;NOM;SG;3	N;INDF;FEM;SG
rehberi	guide	rehber	guide	N;NOM;SG;3	N;INDF;MASC;SG
rehberi	veiviser	rehber	veivis	N;NOM;SG;3	N;INDF;FEM;SG
hizmetler	tjenester	hizmet	tjeneste	N;NOM;PL;3	N;INDF;FEM;PL
başlıklar	temaer	başlık	tema	N;NOM;PL;3	N;INDF;MASC;PL
başlıklar	emner	başlık	emner	N;NOM;PL;3	N;INDF;MASC;PL
başlıklar	overskrifter	başlık	overskrift	N;NOM;PL;3	N;INDF;FEM;PL
başlıklar	overskriftene	başlık	overskrift	N;NOM;PL;3	N;DEF;FEM;PL
palace	palass	palace	palass	N;NOM;SG;3	N;INDF;NEUT;SG
palace	palasset	palace	palass	N;NOM;SG;3	N;DEF;NEUT;SG
palace	palace	palace	palace	N;NOM;SG;3	N;INDF;MASC;SG
denklemi	ligning	denklem	ligning	N;NOM;SG;3	N;INDF;FEM;SG
benfica	benfica	benfica	benfice	N;NOM;SG;3	N;INDF;MASC;SG
ilkeleri	prinsipp	ilke	prinsipp	N;NOM;PL;3	N;INDF;NEUT;PL
ilkeleri	retningslinjene	ilke	retningslinje	N;NOM;PL;3	N;DEF;FEM;PL
ilkeleri	retningslinjer	ilke	retningslinje	N;NOM;PL;3	N;INDF;FEM;PL
gözaltına	anholdt	gözaltı	anhold	N;DAT;SG;3	N;INDF;MASC;SG
gözaltına	anholde	gözaltı	anholde	N;DAT;SG;3	N;INDF;MASC;SG
denetimi	revisjon	denetim	revisjon	N;NOM;SG;3	N;INDF;MASC;SG
anlaşmazlık	uenighet	anlaşmazlık	uenighet	N;NOM;SG;3	N;INDF;MASC;SG
anlaşmazlık	konflikt	anlaşmazlık	konflikt	N;NOM;SG;3	N;INDF;MASC;SG
anlaşmazlık	strides	anlaşmazlık	strides	N;NOM;SG;3	N;INDF;MASC;SG
anlaşmazlık	tvist	anlaşmazlık	tvist	N;NOM;SG;3	N;INDF;MASC;SG
anlaşmazlık	tvisten	anlaşmazlık	tvist	N;NOM;SG;3	N;DEF;MASC;SG
domates	tomat	domates	tomat	N;NOM;SG;3	N;INDF;MASC;SG
domates	tomater	domates	tomat	N;NOM;SG;3	N;INDF;MASC;SG
okullar	skolene	okul	skole	N;NOM;PL;3	N;DEF;FEM;PL
okullar	skoler	okul	skole	N;NOM;PL;3	N;INDF;FEM;PL
kanalları	kanalene	kanal	kanale	N;ACC;PL;3	N;DEF;FEM;PL
ötesinde	hinsides	öte	hinsides	N;ESS;SG;3	N;INDF;MASC;SG
ötesinde	bortenfor	öte	bortenfor	N;ESS;SG;3	N;DEF;MASC;SG
ötesinde	beyond	öte	beyond	N;ESS;SG;3	N
hikaye	hendelse	hika	hendelse	N;NOM;SG;3	N;INDF;MASC;SG
hikaye	story	hika	story	N;NOM;SG;3	N;INDF;MASC;SG
hikaye	historie	hika	historie	N;NOM;SG;3	N;INDF;FEM;SG
dönüşümü	forvandle	dönüşüm	forvandle	N;ACC;SG;3	N;INDF;NEUT;SG
dönüşümü	forvandles	dönüşüm	forvandles	N;ACC;SG;3	N;INDF;MASC;SG
manisaspor	manisaspor	manisaspor	manisaspor	N;NOM;SG;3	N;INDF;MASC;SG
cenazesi	begravelse	cenaze	begravelse	N;NOM;SG;3	N;INDF;MASC;SG
fiat	fiat	fiat	fiat	N;NOM;SG;3	N;INDF;MASC;SG
hücreler	cellene	hücre	celle	N;NOM;PL;3	N;DEF;FEM;PL
hücreler	celler	hücre	celler	N;NOM;PL;3	N;INDF;FEM;PL
ormanları	skoger	orman	skoge	N;NOM;PL;3	N;INDF;FEM;PL
şartlar	vilkår	şart	vilkår	N;NOM;PL;3	N;INDF;NEUT;PL
şartlar	betingelsene	şart	betingelse	N;NOM;PL;3	N;DEF;MASC;PL
şartlar	kravene	şart	krav	N;NOM;PL;3	N;DEF;FEM;PL
şartlar	vilkårene	şart	vilkår	N;NOM;PL;3	N;DEF;FEM;PL
şartlar	betingelsene	şart	betingelse	N;NOM;PL;3	N;DEF;MASC;PL
şartlar	vilkår	şart	vilkår	N;NOM;PL;3	N;INDF;NEUT;PL
sevgiler	elsker	sevgi	elsker	N;NOM;PL;3	N;INDF;FEM;PL
sevgiler	loves	sevgi	loves	N;NOM;PL;3	N
selamlar	hilsner	selam	hilsner	N;NOM;PL;3	N;INDF;MASC;PL
selamlar	hilsener	selam	hilsen	N;NOM;PL;3	N;INDF;MASC;PL
yakında	snart	yakın	snar	ADJ;ESS;SG;3	ADJ;INDF;NEUT;SG
duruyor	står	dur	stå	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
depremi	jordskjelv	deprem	jordskjelv	N;NOM;SG;3	N;INDF;NEUT;SG
seçti	valgte	seç	velge	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
ayakkabı	skoen	ayakkabı	sko	N;NOM;SG;3	N;DEF;MASC;SG
ayakkabı	sko	ayakkabı	sko	N;NOM;SG;3	N;INDF;NEUT;SG
ayakkabı	fottøy	ayakkabı	fottøy	N;NOM;SG;3	N;INDF;NEUT;SG
öğrenmek	lærer	öğren	lære	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
ibadet	tilbedelse	ibadet	tilbedelse	N;NOM;SG;3	N;INDF;MASC;SG
garden	hage	garden	hage	N;NOM;SG;3	N;INDF;MASC;SG
destekler	støtteerklæringer	destek	støtteerklæring	N;NOM;PL;3	N;INDF;FEM;PL
itunes	itunes	itunes	itunes	N;DAT;SG;3	N;INDF;MASC;SG
