for	para	for	para	ADP	ADP
oklahoma	oklahoma	oklahom	oklahoma	N;INDF;NEUT;SG	N;MASC;SG
barnebarn	nieto	barnebarn	nieto	N;INDF;NEUT;SG	N;MASC;SG
barnebarn	nieta	barnebarn	nieta	N;INDF;NEUT;SG	N;FEM;SG
barnebarn	nieto	barnebarn	nieto	N;INDF;NEUT;SG	N;MASC;SG
milan	milán	milan	milán	N;INDF;MASC;SG	N;MASC;SG
milan	milan	milan	milar	N;INDF;MASC;SG	N;MASC;SG
kjøpmann	comerciante	kjøpmann	comerciante	N;INDF;MASC;SG	N;SG
kjøpmann	mercante	kjøpmann	mercante	N;INDF;MASC;SG	N;SG
kjøpmann	mercader	kjøpmann	mercader	N;INDF;MASC;SG	N;MASC;SG
omtalte	examinó	omtale	examinar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
besøker	visitando	besøke	visitar	V;IND;PRS;FIN	V;V.MSDR
besøker	visitar	besøke	visitar	V;IND;PRS;FIN	V;NFIN
kjøtt	carne	kjøtt	carne	N;INDF;NEUT;SG	N;FEM;SG
kretser	circuitos	kretse	circuito	N;INDF;MASC;PL	N;MASC;PL
fluer	moscas	flu	mosca	N;INDF;FEM;PL	N;FEM;PL
agent	agente	agent	agente	N;INDF;MASC;SG	N;SG
agent	mandatario	agent	mandatario	N;INDF;MASC;SG	N;MASC;SG
agent	agent	agent	agent	N;INDF;MASC;SG	N
munch	munch	munch	munch	N;INDF;MASC;SG	N;MASC;SG
dyktig	buena	dyktig	buen	ADJ;INDF;SG	ADJ;FEM;SG
dyktig	hábil	dyktig	hábil	ADJ;INDF;SG	ADJ;SG
demo	demo	demo	demo	N;INDF;MASC;SG	N;FEM;SG
demo	demostración	demo	demostración	N;INDF;MASC;SG	N;FEM;SG
curling	curling	curling	curling	N;INDF;FEM;SG	N;MASC;SG
egyptisk	egipcia	egyptisk	egipcio	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
egyptisk	egipcio	egyptisk	egipcio	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
ecuador	ecuador	ecuador	ecuador	N;INDF;SG	N;MASC;SG
aktuelt	aplicable	aktuell	aplicable	ADJ;INDF;NEUT;SG	ADJ;SG
minas	minas	minas	mina	N	N;FEM;PL
flytter	moviendo	flytte	mover	V;IND;PRS;FIN	V;V.MSDR
hjemlandet	patria	hjemland	patria	N;DEF;NEUT;SG	N;FEM;SG
katarina	caterina	katarin	caterina	N;INDF;FEM;SG	N;FEM;SG
katarina	catalina	katarin	catalina	N;INDF;FEM;SG	N;FEM;SG
katarina	catherine	katarin	catherine	N;INDF;FEM;SG	N;FEM;SG
katarina	katarina	katarin	katarina	N;INDF;FEM;SG	N;FEM;SG
broer	bridges	broer	bridge	N;INDF;MASC;PL	N
broer	puentes	broer	puente	N;INDF;MASC;PL	N;MASC;PL
sullivan	sullivan	sullivan	sullivar	N;INDF;MASC;SG	N;SG
nevø	sobrino	nevø	sobrino	N;INDF;MASC;SG	N;MASC;SG
abbey	abadía	abbey	abadía	N;INDF;NEUT;SG	N;FEM;SG
avhandling	disertación	avhandling	disertación	N;INDF;FEM;SG	N;FEM;SG
avhandling	tesis	avhandling	tesis	N;INDF;FEM;SG	N;FEM
avhandling	tesis	avhandling	tesis	N;INDF;FEM;SG	N;FEM
inklusive	incluidos	inklusiv	incluido	ADJ;PL	ADJ;MASC;PL;V.PTCP
monroe	monroe	monro	monroe	N;INDF;MASC;SG	N;SG
bristol	bristol	bristol	bristol	N;INDF;MASC;SG	N;MASC;SG
dekorert	condecorado	dekorere	condecorado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dekorert	decorada	dekorere	decorado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dekorert	decorado	dekorere	decorado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
deltagelse	participación	deltagelse	participación	N;INDF;MASC;SG	N;FEM;SG
konstruksjon	construcción	konstruksjon	construcción	N;INDF;MASC;SG	N;FEM;SG
konstruksjon	construccion	konstruksjon	construcciar	N;INDF;MASC;SG	N;FEM;SG
antoine	antoine	antoine	antoinar	N;INDF;MASC;SG	N;MASC;SG
fartøy	recipiente	fartøy	recipiente	N;INDF;NEUT;SG	N;MASC;SG
fartøy	embarcación	fartøy	embarcación	N;INDF;NEUT;SG	N;FEM;SG
fartøy	buque	fartøy	buque	N;INDF;NEUT;SG	N;MASC;SG
fartøy	artesanía	fartøy	artesanía	N;INDF;NEUT;SG	N;FEM;SG
persisk	persa	persisk	persa	N;INDF;MASC;SG	N;MASC;SG
dramatiker	dramaturgo	dramatiker	dramaturgo	N;INDF;MASC;SG	N;MASC;SG
skribent	escritora	skribent	escritora	N;INDF;MASC;SG	N;FEM;SG
skribent	escritor	skribent	escritor	N;INDF;MASC;SG	N;MASC;SG
skribent	writer	skribent	writer	N;INDF;MASC;SG	N;MASC;SG
redigering	edición	redigering	edición	N;INDF;FEM;SG	N;FEM;SG
redigering	edición	redigering	edición	N;INDF;FEM;SG	N;FEM;SG
redigering	montaje	redigering	montaje	N;INDF;FEM;SG	N;MASC;SG
imperiet	imperio	imperium	imperio	N;DEF;NEUT;SG	N;MASC;SG
imperiet	empire	imperium	empire	N;DEF;NEUT;SG	N
betalte	pagadas	betale	pagado	ADJ;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
athletic	athletic	athletic	athletic	N	N;MASC;SG
athletic	atlético	athletic	atlético	N	N;MASC;SG
gårder	explotaciones	gårde	explotación	N;INDF;NEUT;PL	N;FEM;PL
gårder	granjas	gårde	granja	N;INDF;NEUT;PL	N;FEM;PL
gårder	fincas	gårde	finca	N;INDF;NEUT;PL	N;FEM;PL
abc	abc	abc	abc	N;INDF;MASC;SG	N;SG
nilsson	nilsson	nilsson	nilsson	N;INDF;MASC;SG	N;MASC;SG
påvirke	afectar	påvirke	afectar	V;IMP;NFIN	V;NFIN
virkning	efecto	virkning	efecto	N;INDF;FEM;SG	N;MASC;SG
redd	asustado	redd	asustar	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
redd	asustada	redd	asustado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
redd	asustado	redd	asustar	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
redd	asustada	redd	asustado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
glede	placer	glede	placer	N;INDF;FEM;SG	N;MASC;SG
glede	alegria	glede	alegria	N;INDF;FEM;SG	N;FEM;SG
glede	alegría	glede	alegría	N;INDF;FEM;SG	N;FEM;SG
glede	gozo	glede	gozo	N;INDF;FEM;SG	N;MASC;SG
skolene	escuelas	skole	escuela	N;DEF;FEM;PL	N;FEM;PL
skolene	colegios	skole	colegio	N;DEF;FEM;PL	N;MASC;PL
bodd	vivido	bodd	vivido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
bodd	vivida	bodd	vivida	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
elvis	elvis	elvis	elvis	N;INDF;MASC;SG	N;MASC;SG
shakespeare	shakespeare	shakespeare	shakespeare	N;INDF;MASC;SG	N
serbisk	serbio	serbisk	serbio	N;INDF;MASC;SG	N;MASC;SG
lønn	salario	lønn	salario	N;INDF;FEM;SG	N;MASC;SG
lønn	sueldo	lønn	sueldo	N;INDF;FEM;SG	N;MASC;SG
lønn	salario	lønn	salario	N;INDF;FEM;SG	N;MASC;SG
burmeister	burmeister	burmeister	burmeister	N;INDF;MASC;SG	N
jamaica	jamaica	jamaica	jamaica	N	N;FEM;SG
blackburn	blackburn	blackburn	blackburn	N;INDF;NEUT;SG	N;MASC;SG
fenomen	fenómeno	fenomen	fenómeno	N;INDF;NEUT;SG	N;MASC;SG
fenomen	fenómeno	fenomen	fenómeno	N;INDF;NEUT;SG	N;MASC;SG
legg	poner	leggje	poner	V;IMP;FIN	V;NFIN
perspektiv	perspectiva	perspektiv	perspectiva	N;INDF;NEUT;SG	N;FEM;SG
helen	helena	hel	heleno	N;INDF;MASC;SG	N;FEM;SG
helen	elena	hel	eleno	N;INDF;MASC;SG	N;FEM;SG
tung	pesado	tung	pesado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
tung	pesada	tung	pesado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
tynn	flaco	tynn	flaco	ADJ;INDF;SG	ADJ;MASC;SG
tynn	delgado	tynn	delgado	ADJ;INDF;SG	ADJ;MASC;SG
tynn	delgada	tynn	delgada	ADJ;INDF;SG	ADJ;FEM;SG
sjakk	ajedrez	sjakk	ajedrez	N;INDF;MASC;SG	N;MASC;SG
kulturer	cultivos	kulture	cultivo	N;INDF;FEM;PL	N;MASC;PL
kulturer	culturas	kulture	cultura	N;INDF;FEM;PL	N;FEM;PL
kopier	copia	kopier	copia	N;INDF;MASC;SG	N;FEM;SG
dreper	matanzas	drepe	matanza	N;INDF;MASC;PL	N;FEM;PL
hanne	hanne	hanne	hanne	N;INDF;FEM;SG	N;FEM;SG
nor	nor	nor	nor	N;INDF;NEUT;SG	N
dype	deep	dype	deep	N;INDF;NEUT;SG	N
autoritet	autoridad	autoritet	autoridad	N;INDF;MASC;SG	N;FEM;SG
montenegro	montenegro	montenegro	montenegro	N;INDF;NEUT;SG	N;FEM;SG
opplever	experimentando	oppleve	experimentar	V;IND;PRS;FIN	V;V.MSDR
kvaliteten	quality	kvalitet	quality	N;DEF;MASC;SG	N
kvaliteten	calidad	kvalitet	calidad	N;DEF;MASC;SG	N;FEM;SG
kvaliteten	cualidad	kvalitet	cualidad	N;DEF;MASC;SG	N;FEM;SG
bedt	pedida	be	pedido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
bedt	solicitado	be	solicitar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
bedt	solicitada	be	solicitado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
bedt	preguntado	be	preguntado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
kreft	cancer	kreft	cancer	N;INDF;MASC;SG	N
kreft	cáncer	kreft	cáncer	N;INDF;MASC;SG	N;MASC;SG
mellomrom	espacio	mellomrom	espacio	N;INDF;NEUT;SG	N;MASC;SG
lurer	engañando	lure	engañar	V;IND;PRS;FIN	V;V.MSDR
lurer	acechando	lure	acechar	V;IND;PRS;FIN	V;V.MSDR
grunnleggeren	fundador	grunnlegger	fundador	N;DEF;MASC;SG	N;MASC;SG
prosesser	procesos	prosesse	proceso	N;INDF;FEM;PL	N;MASC;PL
sjekke	compruebe	sjekke	compruebir	V;NFIN	V;IMP;SG;3;FIN
sjekke	comprobar	sjekke	comprobar	V;NFIN	V;NFIN
administrasjonen	administración	administrasjon	administración	N;DEF;MASC;SG	N;FEM;SG
orientering	orientación	orientering	orientación	N;INDF;FEM;SG	N;FEM;SG
westfalen	westfalia	westfalen	westfalia	N;DEF;MASC;SG	N;MASC;SG
graven	tumba	grav	tumba	N;DEF;MASC;SG	N;FEM;SG
graven	sepulcro	grav	sepulcro	N;DEF;MASC;SG	N;MASC;SG
graven	tumba	grav	tumba	N;DEF;MASC;SG	N;FEM;SG
sierra	sierra	sierre	sierra	N;DEF;NEUT;SG	N;FEM;SG
landbruk	agricultura	landbruk	agricultura	N;INDF;MASC;SG	N;FEM;SG
landbruk	agricultura	landbruk	agricultura	N;INDF;MASC;SG	N;FEM;SG
regiment	regimiento	regiment	regimiento	N;INDF;NEUT;SG	N;MASC;SG
lykke	felicidad	lykke	felicidad	N;INDF;FEM;SG	N;FEM;SG
stemmerett	sufragio	stemmerett	sufragio	N;INDF;MASC;SG	N;MASC;SG
opptre	realizar	opptre	realizar	V;IMP;FIN	V;NFIN
hilde	hilde	hilde	hilde	N;INDF;FEM;SG	N;FEM;SG
angel	angelito	angel	angelito	N;INDF;MASC;SG	N;MASC;SG
angel	angel	angel	angel	N;INDF;MASC;SG	N;MASC;SG
angel	ángel	angel	ángel	N;INDF;MASC;SG	N;MASC;SG
parameter	parámetro	parameter	parámetro	N;INDF;MASC;SG	N;MASC;SG
roald	roald	roald	roald	N;INDF;MASC;SG	N;MASC;SG
flukt	escapada	flukt	escapada	N;INDF;FEM;SG	N;FEM;SG
flukt	fuga	flukt	fuga	N;INDF;FEM;SG	N;FEM;SG
flukt	escape	flukt	escape	N;INDF;FEM;SG	N;MASC;SG
russlands	rusia	russlands	rusia	N;INDF;MASC;SG	N;FEM;SG
santiago	santiago	santiago	santiago	N;INDF;MASC;SG	N;MASC;SG
monte	monte	monte	monte	N;INDF;MASC;SG	N;MASC;SG
stemt	votada	stemme	votado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
stemt	votado	stemme	votado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
kentucky	kentucky	kentucky	kentucky	N;INDF;MASC;SG	N;MASC;SG
wayne	wayne	wayne	wayne	N;INDF;MASC;SG	N;MASC;SG
racing	racing	racing	racing	N;INDF;MASC;SG	N;MASC;SG
mobile	movil	mobil	movil	N;INDF;NEUT;SG	N;MASC;SG
mobile	móvil	mobil	móvil	N;INDF;NEUT;SG	N;SG
oppfyller	cumpliendo	oppfylle	cumplir	V;IND;PRS;FIN	V;V.MSDR
broadway	broadway	broadway	broadway	N;INDF;MASC;SG	N;FEM;SG
svake	débiles	svak	débil	ADJ;PL	ADJ;PL
asiatiske	asiáticas	asiatisk	asiático	ADJ;PL	ADJ;FEM;PL
asiatiske	asiáticos	asiatisk	asiático	ADJ;PL	ADJ;MASC;PL
est	est	est	este	N	N
fellesskap	comunidad	fellesskap	comunidad	N;INDF;NEUT;SG	N;FEM;SG
zürich	zürich	zürich	zürich	N	N;FEM;SG
zürich	zúrich	zürich	zúrich	N	N;MASC;SG
zürich	zúrich	zürich	zúrich	N	N;MASC;SG
zürich	zurich	zürich	zurich	N	N;MASC;SG
soul	alma	soul	alma	N;INDF;MASC;SG	N;FEM;SG
soul	soul	soul	soul	N;INDF;MASC;SG	N;SG
kompetanse	competencia	kompetanse	competencia	N;INDF;MASC;SG	N;FEM;SG
urbane	urbanas	urban	urbano	ADJ;PL	ADJ;FEM;PL
urbane	urbanos	urban	urbano	ADJ;PL	ADJ;MASC;PL
påvirker	afecta	påvirke	afectar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
påvirker	afectando	påvirke	afectar	V;IND;PRS;FIN	V;V.MSDR
påvirker	afectar	påvirke	afectar	V;IND;PRS;FIN	V;NFIN
riksdagen	reichstag	riksdag	reichstag	N;DEF;MASC;SG	N;MASC;SG
barnard	barnard	barnard	barnard	N;INDF;MASC;SG	N;SG
bedrift	compañia	bedrift	compañia	N;INDF;FEM;SG	N;FEM;SG
bedrift	empresa	bedrift	empresa	N;INDF;FEM;SG	N;FEM;SG
bedrift	compañía	bedrift	compañía	N;INDF;FEM;SG	N;FEM;SG
bedrift	companía	bedrift	companía	N;INDF;FEM;SG	N;FEM;SG
bedrift	empresa	bedrift	empresa	N;INDF;FEM;SG	N;FEM;SG
bedrift	negocio	bedrift	negocio	N;INDF;FEM;SG	N;MASC;SG
holdning	actitud	holdning	actitud	N;INDF;FEM;SG	N;FEM;SG
holdning	postura	holdning	postura	N;INDF;FEM;SG	N;FEM;SG
adgang	acceso	adgang	acceso	N;INDF;MASC;SG	N;MASC;SG
adgang	access	adgang	acces	N;INDF;MASC;SG	N;MASC
gjennomgår	revisando	gjennomgår	revisar	V;IND;PRS;FIN	V;V.MSDR
ptolemaios	ptolomeo	ptolemaios	ptolomeo	N;INDF;MASC;SG	N;MASC;SG
løslatt	liberada	løslatt	liberado	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
løslatt	lanzado	løslatt	lanzado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
løslatt	liberado	løslatt	liberado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
turen	viaje	tur	viaje	N;DEF;MASC;SG	N;MASC;SG
uteksaminert	graduada	uteksaminere	graduado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
uteksaminert	graduado	uteksaminere	graduado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
endringene	modificaciones	endring	modificación	N;DEF;FEM;PL	N;FEM;PL
endringene	cambios	endring	cambio	N;DEF;FEM;PL	N;MASC;PL
stopper	paradas	stoppe	parada	N;INDF;FEM;PL	N;FEM;PL
hewitson	hewitson	hewitson	hewitson	N;INDF;MASC;SG	N;SG
celtic	celta	celtic	celta	N	N;SG
celtic	celtic	celtic	celtic	N	N;MASC;SG
celtic	celtas	celtic	celta	N	N;PL
claus	claus	claus	clau	N;INDF;MASC;SG	N;MASC;SG
kanon	cañón	kanon	cañón	N;INDF;MASC;SG	N;MASC;SG
kanon	cañon	kanon	cañon	N;INDF;MASC;SG	N;MASC;SG
kanon	canon	kanon	canon	N;INDF;MASC;SG	N;MASC;SG
samler	coleccionar	samle	coleccionar	V;IND;PRS;FIN	V;NFIN
samler	colecciona	samle	coleccionar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
samler	recopila	samle	recopilar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
samler	recoger	samle	recoger	V;IND;PRS;FIN	V;NFIN
samler	reuniendo	samle	reunir	V;IND;PRS;FIN	V;V.MSDR
parlament	parlamento	parlament	parlamento	N;INDF;NEUT;SG	N;MASC;SG
pattedyr	mamífero	pattedyr	mamífero	N;INDF;NEUT;SG	N;MASC;SG
nicholas	nicolás	nichol	nicolás	N	N;MASC;SG
nicholas	nicolas	nichol	nicola	N	N;MASC;SG
nicholas	nicolás	nichol	nicolás	N	N;MASC;SG
nicholas	nicholas	nichol	nichola	N	N;SG
jente	chica	jente	chica	N;INDF;FEM;SG	N;FEM;SG
jente	niña	jente	niña	N;INDF;FEM;SG	N;FEM;SG
jente	muchacha	jente	muchacha	N;INDF;FEM;SG	N;FEM;SG
motta	motta	motta	motto	N;INDF;MASC;SG	N;SG
erobre	conquistar	erober	conquistar	V;NFIN	V;NFIN
erobre	conquistando	erober	conquistar	V;NFIN	V;V.MSDR
erobre	conquistar	erober	conquistar	V;NFIN	V;NFIN
generasjoner	generaciones	generasjon	generación	N;INDF;MASC;PL	N;FEM;PL
ringer	llamando	ringer	llamar	V;IND;PRS;FIN	V;V.MSDR
ringer	llamar	ringer	llamar	V;IND;PRS;FIN	V;NFIN
hanner	varones	hanne	varón	N;INDF;FEM;PL	N;MASC;PL
hanner	machos	hanne	macho	N;INDF;FEM;PL	N;MASC;PL
hjernen	brain	hjern	brain	N;DEF;MASC;SG	N
hjernen	cerebro	hjern	cerebro	N;DEF;MASC;SG	N;MASC;SG
hjernen	cerebro	hjern	cerebro	N;DEF;MASC;SG	N;MASC;SG
oversettelsen	traducción	oversettelse	traducción	N;DEF;MASC;SG	N;FEM;SG
overflate	superficie	overflate	superficie	N;INDF;FEM;SG	N;FEM;SG
inngangen	entrada	inngang	entrada	N;DEF;MASC;SG	N;FEM;SG
kate	kate	kate	kate	N;INDF;MASC;SG	N;FEM;SG
runder	vueltas	runder	vuelta	N;INDF;FEM;PL	N;FEM;PL
runder	rondas	runder	ronda	N;INDF;FEM;PL	N;FEM;PL
busker	matorrales	buske	matorral	N;INDF;FEM;PL	N;MASC;PL
busker	arbustos	buske	arbusto	N;INDF;FEM;PL	N;MASC;PL
forhandlingene	negociaciones	forhandling	negociación	N;DEF;FEM;PL	N;FEM;PL
oversatte	traducida	oversatte	traducir	ADJ;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oversatte	traducido	oversatte	traducido	ADJ;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
leger	medicos	lege	medico	N;INDF;FEM;PL	N;MASC;PL
leger	facultativos	lege	facultativo	N;INDF;FEM;PL	N;MASC;PL
leger	médicos	lege	médico	N;INDF;FEM;PL	N;MASC;PL
leger	doctores	lege	doctor	N;INDF;FEM;PL	N;MASC;PL
leger	medicos	lege	medico	N;INDF;FEM;PL	N;MASC;PL
leger	médicos	lege	médico	N;INDF;FEM;PL	N;MASC;PL
hjemmet	hogar	hjem	hogar	N;DEF;NEUT;SG	N;MASC;SG
hjemmet	casa	hjem	casa	N;DEF;NEUT;SG	N;FEM;SG
hjemmet	inicio	hjem	inicio	N;DEF;NEUT;SG	N;MASC;SG
julia	julia	julia	julia	N;DEF;FEM;SG	N;FEM;SG
måneden	mes	måned	mes	N;DEF;MASC;SG	N;MASC;SG
biografier	biografia	biografi	biografia	N;INDF;MASC;SG	N;FEM;SG
ørn	águila	ørn	águila	N;INDF;FEM;SG	N;FEM;SG
ørn	eagle	ørn	eagle	N;INDF;FEM;SG	N;SG
ørn	aguila	ørn	aguilar	N;INDF;FEM;SG	N;FEM;SG
fenomenet	fenómeno	fenomen	fenómeno	N;DEF;NEUT;SG	N;MASC;SG
studentene	alumnos	student	alumno	N;DEF;FEM;PL	N;MASC;PL
studentene	estudiantes	student	estudiante	N;DEF;FEM;PL	N;PL
secret	secret	secre	secret	N;DEF;NEUT;SG	N
secret	secreto	secre	secreto	N;DEF;NEUT;SG	N;MASC;SG
klassifisert	clasificado	klassifisere	clasificado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
klassifisert	clasificada	klassifisere	clasificado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
hammer	martillo	hamme	martillo	N;INDF;MASC;SG	N;MASC;SG
hammer	hammer	hamme	hammer	N;INDF;MASC;SG	N;SG
martins	martins	martins	martins	N;INDF;MASC;SG	N;MASC;SG
kant	edge	kant	edge	N;INDF;MASC;SG	N
kant	filo	kant	filo	N;INDF;MASC;SG	N;MASC;SG
kant	borde	kant	borde	N;INDF;MASC;SG	N;MASC;SG
kant	arista	kant	aristar	N;INDF;MASC;SG	N;FEM;SG
rikard	ricardo	rikard	ricardo	N;INDF;MASC;SG	N;MASC;SG
restaurant	restaurante	restaurant	restaurante	N;INDF;MASC;SG	N;SG
huden	piel	hud	piel	N;DEF;MASC;SG	N;FEM;SG
huden	cutis	hud	cuti	N;DEF;MASC;SG	N;MASC;SG
huden	skin	hud	skin	N;DEF;MASC;SG	N
avgjørelse	decision	avgjørels	decisionr	N;INDF;MASC;SG	N;FEM;SG
avgjørelse	decisión	avgjørels	decisión	N;INDF;MASC;SG	N;FEM;SG
åpning	abertura	åpning	abertura	N;INDF;FEM;SG	N;FEM;SG
åpning	inauguración	åpning	inauguración	N;INDF;FEM;SG	N;FEM;SG
åpning	apertura	åpning	apertura	N;INDF;FEM;SG	N;FEM;SG
five	five	five	fivir	N	N
saudi	saudi	saudi	saudi	N;INDF;MASC;SG	N;SG
olympic	olympic	olympic	olympic	N;INDF;NEUT;SG	N;MASC;SG
turisme	turismo	turisme	turismo	N;INDF;MASC;SG	N;MASC;SG
uenighet	desacuerdo	uenighet	desacuerdo	N;INDF;MASC;SG	N;MASC;SG
classic	clásicos	classic	clásico	N	N;MASC;PL
classic	classic	classic	classic	N	N
halvøy	península	halvøy	península	N;INDF;FEM;SG	N;FEM;SG
palestina	palestino	palestin	palestino	N;DEF;FEM;SG	N;MASC;SG
ånd	espíritu	ånd	espíritu	N;INDF;FEM;SG	N;MASC;SG
ånd	spirit	ånd	spirit	N;INDF;FEM;SG	N
ånd	espiritu	ånd	espiritu	N;INDF;FEM;SG	N;MASC;SG
istanbul	estambul	istanbul	estambul	N;INDF;NEUT;SG	N;MASC;SG
caroline	caroline	carolin	caroline	N;INDF;MASC;SG	N;FEM;SG
caroline	carolina	carolin	carolina	N;INDF;MASC;SG	N;FEM;SG
sultan	sultan	sultan	sultar	N;INDF;MASC;SG	N;SG
sultan	sultán	sultan	sultán	N;INDF;MASC;SG	N;MASC;SG
sone	zona	sone	zona	N;INDF;FEM;SG	N;FEM;SG
sone	zone	sone	zone	N;INDF;FEM;SG	N
diamond	diamond	diamond	diamond	N;INDF;MASC;SG	N
diamond	diamante	diamond	diamante	N;INDF;MASC;SG	N;MASC;SG
fotografier	fotografias	fotografi	fotografia	N;INDF;FEM;PL	N;FEM;PL
fotografier	fotos	fotografi	foto	N;INDF;FEM;PL	N;FEM;PL
fotografier	fotografías	fotografi	fotografía	N;INDF;FEM;PL	N;FEM;PL
fotografier	fotos	fotografi	foto	N;INDF;FEM;PL	N;FEM;PL
fotografier	fotografías	fotografi	fotografía	N;INDF;FEM;PL	N;FEM;PL
blood	sangre	blood	sangre	N;INDF;SG	N;FEM;SG
blood	blood	blood	blood	N;INDF;SG	N
schleswig	schleswig	schleswig	schleswig	N;INDF;MASC;SG	N;MASC;SG
minimum	minimo	minimum	minimo	N;INDF;NEUT;SG	N;MASC;SG
sara	sara	sare	sara	N;FEM	N;FEM;SG
warner	warner	warner	warner	N;INDF;MASC;SG	N;SG
merker	marcas	merke	marca	N;INDF;FEM;PL	N;FEM;PL
merker	insignias	merke	insignia	N;INDF;FEM;PL	N;FEM;PL
merker	placas	merke	placa	N;INDF;FEM;PL	N;FEM;PL
risiko	riesgo	risiko	riesgo	N;INDF;MASC;SG	N;MASC;SG
marked	mercado	marked	mercado	N;INDF;MASC;SG	N;MASC;SG
marked	market	marked	market	N;INDF;MASC;SG	N
indirekte	indirecto	indirekte	indirecto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
indirekte	indirecta	indirekte	indirecto	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
kongedømme	reino	kongedømme	reino	N;INDF;NEUT;SG	N;MASC;SG
kongedømme	kingdom	kongedømme	kingdom	N;INDF;NEUT;SG	N;MASC;SG
ice	hielo	ice	hielo	N;INDF;SG	N;MASC;SG
skjebne	destino	skjebe	destino	N;INDF;FEM;SG	N;MASC;SG
skjebne	destiny	skjebe	destiny	N;INDF;FEM;SG	N
skjebne	destino	skjebe	destino	N;INDF;FEM;SG	N;MASC;SG
hevn	venganza	hevn	venganza	N;INDF;SG	N;FEM;SG
hevn	venganza	hevn	venganza	N;INDF;SG	N;FEM;SG
hevn	revancha	hevn	revancha	N;INDF;SG	N;FEM;SG
hevn	venganza	hevn	venganza	N;INDF;SG	N;FEM;SG
christmas	navidad	christmas	navidad	N;INDF;MASC;SG	N;FEM;SG
uss	uss	uss	us	N	N;MASC;SG
pass	pasaporte	pass	pasaporte	N;INDF;NEUT;SG	N;MASC;SG
pass	pasaporte	pass	pasaporte	N;INDF;NEUT;SG	N;MASC;SG
forstått	entendido	forstå	entendido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
forstått	comprendido	forstå	comprendido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
svakt	tenue	svak	tenue	ADJ;INDF;NEUT;SG	ADJ;SG
svakt	débil	svak	débil	ADJ;INDF;NEUT;SG	ADJ;SG
panama	panamá	panama	panamá	N;INDF;MASC;SG	N;MASC;SG
panama	panama	panama	panama	N;INDF;MASC;SG	N;MASC;SG
express	express	express	express	N	N;MASC
kontrollert	controlada	kontrollere	controlado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
kontrollert	controlado	kontrollere	controlar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
marc	orujo	marc	orujo	N;INDF;NEUT;SG	N;MASC;SG
trussel	amenaza	trussel	amenaza	N;INDF;MASC;SG	N;FEM;SG
trussel	amenaza	trussel	amenaza	N;INDF;MASC;SG	N;FEM;SG
diplomatiske	diplomáticos	diplomatisk	diplomático	ADJ;PL	ADJ;MASC;PL
diplomatiske	diplomáticas	diplomatisk	diplomático	ADJ;PL	ADJ;FEM;PL
