die	el	die	el	DET;DEF	DET;DEF;MASC;SG
buitelanders	extranjeros	buitelander	extranjero	N;PL	N;MASC;PL
besoeke	impresiones	besoek	impresión	N;PL	N;FEM;PL
besoeke	visitas	besoek	visita	N;PL	N;FEM;PL
episodes	episodios	episode	episodio	N;PL	N;MASC;PL
rys	arroz	rys	arroz	N;SG	N;MASC;SG
aanhou	mantener	aanhou	mantener	V;PRS	V;NFIN
aanhou	conservar	aanhou	conservar	V;PRS	V;NFIN
verskuiwing	migración	verskuiwing	migración	N;SG	N;FEM;SG
verskuiwing	emigración	verskuiwing	emigración	N;SG	N;FEM;SG
dring	insistir	dring	insistir	V;PRS	V;NFIN
dring	insiste	dring	insistir	V;PRS	V;IND;SG;3;PRS;FIN
dring	insista	dring	insistir	V;PRS	V;IMP;SG;3;FIN
dring	insisten	dring	insistir	V;PRS	V;IND;PL;3;PRS;FIN
voorregte	privilegios	voorreg	privilegio	N;PL	N;MASC;PL
voorregte	atribuciones	voorreg	atribución	N;PL	N;FEM;PL
voorregte	prerrogativas	voorreg	prerrogativa	N;PL	N;FEM;PL
handelinge	acciones	handeling	acción	N;PL	N;FEM;PL
eier	huevo	eier	huevo	N;SG	N;MASC;SG
eier	óvulo	eier	óvulo	N;SG	N;MASC;SG
kelvin	kelvin	kelvin	kelvin	N;SG	N;SG
wydte	anchura	wydte	anchura	N;SG	N;FEM;SG
wydte	ancho	wydte	ancho	N;SG	N;MASC;SG
talent	talento	talent	talento	N;SG	N;MASC;SG
koppe	cabeceras	kop	cabecera	N;PL	N;FEM;PL
koppe	encabezamientos	kop	encabezamiento	N;PL	N;MASC;PL
inleiding	introducción	inleiding	introducción	N;SG	N;FEM;SG
neerslag	precipitación	neerslag	precipitación	N;SG	N;FEM;SG
trots	orgullosa	trots	orgulloso	ADJ;NOM	ADJ;FEM;SG
trots	orgulloso	trots	orgulloso	ADJ;NOM	ADJ;MASC;SG
trots	orgullosos	trots	orgulloso	ADJ;NOM	ADJ;MASC;PL
ontevredenheid	descontento	ontevredenheid	descontento	N;SG	N;MASC;SG
ontevredenheid	insatisfacción	ontevredenheid	insatisfacción	N;SG	N;FEM;SG
blootstelling	exposición	blootstelling	exposición	N;SG	N;FEM;SG
boeddhistiese	budista	boeddhisties	budista	ADJ;NOM	ADJ;SG
sinners	pecadores	sinners	pecador	N;PL	N;MASC;PL
steel	robar	steel	robar	V;PRS	V;NFIN
steel	robe	steel	robar	V;PRS	V;IMP;SG;3;FIN
steel	roban	steel	robar	V;PRS	V;IND;PL;3;PRS;FIN
steel	roba	steel	robar	V;PRS	V;IND;SG;3;PRS;FIN
steel	roba	steel	robar	V;PRS	V;IND;SG;3;PRS;FIN
steel	robar	steel	robar	V;PRS	V;NFIN
steel	robando	steel	robar	V;PRS	V;V.MSDR
oscars	oscars	oscars	oscar	N;PL	N;MASC;PL
optredes	comportamientos	optrede	comportamiento	N;PL	N;MASC;PL
optredes	conductas	optrede	conducta	N;PL	N;FEM;PL
optredes	actuaciones	optrede	actuación	N;PL	N;FEM;PL
optredes	representaciones	optrede	representación	N;PL	N;FEM;PL
tong	lengua	tong	lengua	N;SG	N;FEM;SG
sentrums	centros	sentrum	centro	N;PL	N;MASC;PL
sentrums	centros	sentrum	centro	N;PL	N;MASC;PL
erfgenaam	heredera	erfgenaam	heredera	N;SG	N;FEM;SG
erfgenaam	heredero	erfgenaam	heredero	N;SG	N;MASC;SG
georganiseerde	organizada	organiseer	organizado	ADJ;NOM	ADJ;FEM;SG;V.PTCP
georganiseerde	organizados	organiseer	organizado	ADJ;NOM	ADJ;MASC;PL;V.PTCP
georganiseerde	organizadas	organiseer	organizado	ADJ;NOM	ADJ;FEM;PL;V.PTCP
georganiseerde	organizado	organiseer	organizado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
vordering	progress	vordering	progress	N;SG	N
vordering	progreso	vordering	progreso	N;SG	N;MASC;SG
haaie	tiburones	haaie	tiburón	N;PL	N;MASC;PL
gekleurde	coloreado	kleurde	coloreado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
gekleurde	coloreado	kleurde	coloreado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
tabak	tabaco	tabak	tabaco	N;SG	N;MASC;SG
indiane	indios	indiane	indio	N;PL	N;MASC;PL
handelsmerk	brand	handelsmerk	brand	N;SG	N
handelsmerk	marca	handelsmerk	marca	N;SG	N;FEM;SG
handelsmerk	marca	handelsmerk	marca	N;SG	N;FEM;SG
brûe	bridges	brûe	bridge	N;PL	N
brûe	puentes	brûe	puente	N;PL	N;MASC;PL
andromeda	andrómeda	andromeda	andrómeda	N;SG	N;FEM;SG
lesings	ponencias	lesing	ponencia	N;PL	N;FEM;PL
lesings	conferencias	lesing	conferencia	N;PL	N;FEM;PL
lesings	charlas	lesing	charla	N;PL	N;FEM;PL
lens	lente	lens	lente	N;SG	N;FEM;SG
ooreenstemming	cerilla	ooreenstemming	cerilla	N;SG	N;FEM;SG
ooreenstemming	partido	ooreenstemming	partido	N;SG	N;MASC;SG
ooreenstemming	coincidencia	ooreenstemming	coincidencia	N;SG	N;FEM;SG
ooreenstemming	match	ooreenstemming	match	N;SG	N;MASC;SG
mortlock	mortlock	mortlock	mortlock		
afgesluit	salió	afsluit	salir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
waarneem	mirar	waarneem	mirar	V;PRS	V;NFIN
waarneem	mira	waarneem	mirar	V;PRS	V;IMP;SG;2;FIN
situasies	situaciones	situasie	situación	N;PL	N;FEM;PL
klim	subiendo	klim	subir	V;PRS	V;V.MSDR
klim	escalando	klim	escalar	V;PRS	V;V.MSDR
klim	escalar	klim	escalar	V;PRS	V;NFIN
sinne	sentencias	sinne	sentencia	N;PL	N;FEM;PL
sinne	frases	sinne	frase	N;PL	N;FEM;PL
sinne	oraciones	sinne	oración	N;PL	N;FEM;PL
honde	perros	hond	perro	N;PL	N;MASC;PL
nord	norte	nord	norte	N;SG	N;MASC;SG
dimensies	dimensiones	dimensies	dimensión	N;PL	N;FEM;PL
outeurs	autores	outeur	autor	N;PL	N;MASC;PL
gewoontes	costumbres	gewoontes	costumbre	N;PL	N;FEM;PL
gewoontes	hábitos	gewoontes	hábito	N;PL	N;MASC;PL
troue	boda	trou	boda	N;SG	N;FEM;SG
troue	casamiento	trou	casamiento	N;SG	N;MASC;SG
hotelle	hoteles	hotelle	hotel	N;PL	N;MASC;PL
teaters	cines	teater	cine	N;PL	N;MASC;PL
teaters	teatros	teater	teatro	N;PL	N;MASC;PL
opsie	opcion	opsie	opcion	N;SG	N;FEM;SG
opsie	opción	opsie	opción	N;SG	N;FEM;SG
moedig	animar	moedig	animar	V;PRS	V;NFIN
moedig	alentar	moedig	alentar	V;PRS	V;NFIN
moedig	animo	moedig	animo	V;PRS	V;IND;SG;1;PRS;FIN
patent	patente	patent	patente	N;SG	N;SG
praktyke	practicas	praktyak	practica	N;PL	N;FEM;PL
praktyke	prácticas	praktyak	práctica	N;PL	N;FEM;PL
hongersnood	hambruna	hongersnood	hambruna	N;SG	N;FEM;SG
hongersnood	hambre	hongersnood	hambre	N;SG	N;FEM;SG
ondersoeke	exámenes	ondersoek	examen	N;PL	N;MASC;PL
rye	hileras	rye	hilera	N;PL	N;FEM;PL
rye	filas	rye	fila	N;PL	N;FEM;PL
moskouse	domodedovo	moskous	domodedovo	N;SG	N;MASC;SG
sielkunde	psicologia	sielkund	psicologia	N;SG	N;FEM;SG
sielkunde	psicología	sielkund	psicología	N;SG	N;FEM;SG
tender	licitación	tender	licitación	N;SG	N;FEM;SG
draaiboek	guión	draaiboek	guión	N;SG	N;MASC;SG
draaiboek	guion	draaiboek	guion	N;SG	N;MASC;SG
respek	respeto	respek	respeto	N;SG	N;MASC;SG
majoor	comandante	majoor	comandante	N;SG	N;SG
majoor	major	majoor	major	N;SG	N
lood	plomo	lood	plomo	N;SG	N;MASC;SG
fotografie	fotografía	fotografie	fotografía	N;SG	N;FEM;SG
fotografie	fotografia	fotografie	fotografia	N;SG	N;FEM;SG
oorskry	exceda	oorskry	exceder	V;PRS	V;SBJV;SG;3;PRS;FIN
oorskry	sobrepasar	oorskry	sobrepasar	V;PRS	V;NFIN
oorskry	exceder	oorskry	exceder	V;PRS	V;NFIN
maritz	maritz	maritz	maritz		
maag	estomago	maag	estomago	N;SG	N;MASC;SG
maag	estómago	maag	estómago	N;SG	N;MASC;SG
wysiging	edición	wysiging	edición	N;SG	N;FEM;SG
wysiging	montaje	wysiging	montaje	N;SG	N;MASC;SG
konsert	concierto	konsert	concierto	N;SG	N;MASC;SG
gunsteling	favorita	gunsteling	favorita	N;SG	N;FEM;SG
gunsteling	favorita	gunsteling	favorita	N;SG	N;FEM;SG
onwettige	ilegales	onwettig	ilegal	ADJ;NOM	ADJ;PL
onwettige	ilegal	onwettig	ilegal	ADJ;NOM	ADJ;SG
geëmigreer	emigró	imigreer	emigrar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geëmigreer	emigraron	imigreer	emigrar	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
botsings	conflictos	botsings	conflicto	N;PL	N;MASC;PL
botsings	colisiones	botsings	colisión	N;PL	N;FEM;PL
kollegas	colegas	kollega	colega	N;PL	N;PL
kollegas	compañeros	kollega	compañero	N;PL	N;MASC;PL
vlieënier	aviador	vlieënier	aviador	N;SG	N;MASC;SG
dade	actos	dade	acto	N;PL	N;MASC;PL
ontmoeting	reunión	ontmoeting	reunión	N;SG	N;FEM;SG
ontmoeting	encuentro	ontmoeting	encuentro	N;SG	N;MASC;SG
geskille	controversias	geskil	controversia	N;PL	N;FEM;PL
geskille	disputas	geskil	disputa	N;PL	N;FEM;PL
versterkings	refuerzos	versterking	refuerzo	N;PL	N;MASC;PL
bydraers	contribuyentes	bydraer	contribuyente	N;PL	N;MASC;PL
bydraers	colaboradores	bydraer	colaborador	N;PL	N;MASC;PL
filosowe	filósofos	filosowe	filósofo	N;PL	N;MASC;PL
meeding	compitiendo	meeding	competir	V;PRS	V;V.MSDR
meeding	competir	meeding	competir	V;PRS	V;NFIN
hoofkarakter	protagonista	hoofkarakter	protagonista	N;SG	N;SG
mohammed	muhammad	mohammed	muhammad	N;SG	N;MASC;SG
mohammed	mahoma	mohammed	mahomo	N;SG	N;MASC;SG
gemerk	destacó	merk	destacar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
monster	beast	monster	beast	N;SG	N
monster	bestia	monster	bestia	N;SG	N;FEM;SG
monster	monster	monster	monster	N;SG	N
monster	monstruo	monster	monstruo	N;SG	N;MASC;SG
staak	abortar	staak	abortar	V;PRS	V;NFIN
bose	maldad	bose	maldad	N;SG	N;FEM;SG
bose	evil	bose	evil	N;SG	N
hons	hons	hons	hons		
gesofistikeerde	sofisticados	sofistikeer	sofisticado	ADJ;NOM	ADJ;MASC;PL;V.PTCP
gesofistikeerde	sofisticado	sofistikeer	sofisticado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
gesofistikeerde	sofisticadas	sofistikeer	sofisticado	ADJ;NOM	ADJ;FEM;PL;V.PTCP
gesofistikeerde	sofisticada	sofistikeer	sofisticado	ADJ;NOM	ADJ;FEM;SG;V.PTCP
natuurskoon	paisaje	natuurskoon	paisaje	N;SG	N;MASC;SG
sektore	sectores	sektor	sector	N;PL	N;MASC;PL
mislukking	fracaso	mislukking	fracaso	N;SG	N;MASC;SG
mislukking	fallo	mislukking	fallo	N;SG	N;MASC;SG
mislukking	falla	mislukking	fallar	N;SG	N;FEM;SG
gordel	cinto	gordel	cinto	N;SG	N;MASC;SG
gordel	cinturón	gordel	cinturón	N;SG	N;MASC;SG
fritz	fritz	fritz	fritz	N;SG	N;MASC;SG
tweeling	gemela	tweeling	gemela	N;SG	N;FEM;SG
tweeling	twin	tweeling	twin	N;SG	N
tweeling	gemelo	tweeling	gemelo	N;SG	N;MASC;SG
tweeling	gemini	tweeling	gemini	N;SG	N;SG
tweeling	géminis	tweeling	géminis	N;SG	N;MASC;SG
ondervinding	experiencia	ondervinding	experiencia	N;SG	N;FEM;SG
veelvuldige	múltiple	veelvuldig	múltiple	ADJ;NOM	ADJ;SG
veelvuldige	múltiples	veelvuldig	múltiple	ADJ;NOM	ADJ;PL
veelvuldige	multiples	veelvuldig	multiple	ADJ;NOM	ADJ;PL
geregtigheid	justicia	geregtigheid	justicia	N;SG	N;FEM;SG
geregtigheid	justice	geregtigheid	justice	N;SG	N;SG
isotoop	isótopo	isotoop	isótopo	N;SG	N;MASC;SG
tekeninge	dibujos	tekening	dibujo	N;PL	N;MASC;PL
stabiliteit	estabilidad	stabiliteit	estabilidad	N;SG	N;FEM;SG
besprekings	discusiones	bespreking	discusión	N;PL	N;FEM;PL
besprekings	debates	bespreking	debate	N;PL	N;MASC;PL
besprekings	deliberaciones	bespreking	deliberación	N;PL	N;FEM;PL
besprekings	reservaciones	bespreking	reservación	N;PL	N;FEM;PL
besprekings	reservas	bespreking	reserva	N;PL	N;FEM;PL
verbruikers	consumidores	verbruiker	consumidor	N;PL	N;MASC;PL
ooreengekom	negoció	ooreenkom	negociar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
visie	visión	visie	visión	N;SG	N;FEM;SG
visie	vision	visie	vision	N;SG	N;FEM;SG
barbus	barbus	barbus	barbus		
dieretuin	zoológico	dieretuin	zoológico	N;SG	N;MASC;SG
dieretuin	zoo	dieretuin	zoo	N;SG	N;MASC;SG
bystand	apoyo	bystand	apoyo	N;SG	N;MASC;SG
bystand	soporte	bystand	soporte	N;SG	N;MASC;SG
vriendskap	amistad	vriendskap	amistad	N;SG	N;FEM;SG
polinesië	polinesia	polinesië	polinesia	N;SG	N;FEM;SG
bates	activos	bate	activo	N;PL	N;MASC;PL
bates	bienes	bate	bien	N;PL	N;MASC;PL
betekenisse	significados	betekenis	significado	N;PL	N;MASC;PL
herroep	recordar	herroep	recordar	V;PRS	V;NFIN
herroep	revocar	herroep	revocar	V;PRS	V;NFIN
herroep	recuerdas	herroep	recorda	V;PRS	V;IND;SG;2;PRS;FIN
herroep	recuerden	herroep	recordar	V;PRS	V;IMP;PL;3;FIN
herroep	recuerda	herroep	recordar	V;PRS	V;IND;SG;3;PRS;FIN
herroep	recordar	herroep	recordar	V;PRS	V;NFIN
herroep	recuerde	herroep	recordar	V;PRS	V;IMP;SG;3;FIN
herroep	deshacer	herroep	deshacer	V;PRS	V;NFIN
wol	lana	wol	lana	N;SG	N;FEM;SG
verenigings	asociaciones	vereniging	asociación	N;PL	N;FEM;PL
indeks	index	indeks	index	N;SG	N
indeks	indice	indeks	indicir	N;SG	N;MASC;SG
indeks	índice	indeks	índice	N;SG	N;MASC;SG
inskrywing	entrada	inskrywing	entrada	N;SG	N;FEM;SG
restaurante	restaurantes	restaurant	restaurante	N;PL	N;PL
voortgaan	reanudar	voortgaan	reanudar	V;PRS	V;NFIN
integrasie	integración	integrasie	integración	N;SG	N;FEM;SG
waardering	agradecimiento	waardering	agradecimiento	N;SG	N;MASC;SG
waardering	apreciación	waardering	apreciación	N;SG	N;FEM;SG
waardering	aprecio	waardering	aprecio	N;SG	N;MASC;SG
meetkunde	geometría	meetkund	geometría	N;SG	N;FEM;SG
nooi	invitar	nooi	invitar	V;PRS	V;NFIN
nooi	invita	nooi	invitar	V;PRS	V;IND;SG;3;PRS;FIN
nooi	invitan	nooi	invitar	V;PRS	V;IND;PL;3;PRS;FIN
kenners	peritos	kenners	perito	N;PL	N;MASC;PL
kenners	expertos	kenners	experto	N;PL	N;MASC;PL
gevlekte	descubierta	gevlek	descubrir	ADJ;NOM	ADJ;FEM;SG;V.PTCP
gevlekte	visto	gevlek	visto	ADJ;NOM	ADJ;MASC;SG;V.PTCP
gevlekte	manchado	gevlek	manchar	ADJ;NOM	ADJ;MASC;SG;V.PTCP
skuilnaam	seudónimo	skuilnaam	seudónimo	N;SG	N;MASC;SG
henning	henning	henning	henning	N;SG	N;MASC;SG
trappe	escaleras	trap	escalera	N;PL	N;FEM;PL
trappe	escalones	trap	escalón	N;PL	N;MASC;PL
trappe	trampas	trap	trampa	N;PL	N;FEM;PL
gesny	recortar	gesny	recortar	V;PST;V.PTCP	V;NFIN
muis	ratón	muis	ratón	N;SG	N;MASC;SG
muis	mouse	muis	mouse	N;SG	N;MASC;SG
kameras	cámaras	kamera	cámara	N;PL	N;FEM;PL
veldslag	batalla	veldslag	batalla	N;SG	N;FEM;SG
veldslag	combate	veldslag	combate	N;SG	N;MASC;SG
tenks	tanques	tenks	tanque	N;PL	N;MASC;PL
tenks	cisternas	tenks	cisterna	N;PL	N;FEM;PL
voorkant	fachada	voorkant	fachada	N;SG	N;FEM;SG
voorkant	front	voorkant	front	N;SG	N
voorkant	frente	voorkant	frente	N;SG	N
voorkant	delantero	voorkant	delantero	N;SG	N;MASC;SG
waardeer	aprecia	waardeer	apreciar	V;PRS	V;IND;SG;3;PRS;FIN
waardeer	apreciar	waardeer	apreciar	V;PRS	V;NFIN
spandeer	gastar	spandeer	gastar	V;PRS	V;NFIN
wiele	ruedas	wiel	rueda	N;PL	N;FEM;PL
berekening	calculo	berekening	calculo	N;SG	N;MASC;SG
berekening	cálculo	berekening	cálculo	N;SG	N;MASC;SG
spraak	discurso	spraak	discurso	N;SG	N;MASC;SG
aanslag	azote	aanslag	azote	N;SG	N;MASC;SG
aanslag	flagelo	aanslag	flagelo	N;SG	N;MASC;SG
aanslag	plaga	aanslag	plaga	N;SG	N;FEM;SG
aanslag	lacra	aanslag	lacra	N;SG	N;FEM;SG
kombuis	cocina	kombuis	cocina	N;SG	N;FEM;SG
skilders	pintores	skilder	pintor	N;PL	N;MASC;PL
masjiene	máquinas	masjien	máquina	N;PL	N;FEM;PL
masjiene	maquinas	masjien	maquina	N;PL	N;FEM;PL
woonstel	apartamento	woonstel	apartamento	N;SG	N;MASC;SG
woonstel	piso	woonstel	piso	N;SG	N;MASC;SG
woonstel	departamento	woonstel	departamento	N;SG	N;MASC;SG
portaal	pasarela	portaal	pasarela	N;SG	N;FEM;SG
portaal	portal	portaal	portal	N;SG	N;MASC;SG
portaal	gateway	portaal	gateway	N;SG	N;MASC;SG
gedood	mató	dood	matar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
grepe	bytes	greep	byte	N;PL	N;MASC;PL
orals	dondequiera	orals	dondequir	ADV	ADV
subspesie	subespecie	subspesie	subespecie	N;SG	N;FEM;SG
inflasie	inflación	inflasie	inflación	N;SG	N;FEM;SG
gelowe	religiones	geloof	religión	N;PL	N;FEM;PL
skoonheid	belleza	skoonheid	belleza	N;SG	N;FEM;SG
skoonheid	hermosura	skoonheid	hermosura	N;SG	N;FEM;SG
insluiting	inclusión	insluiting	inclusión	N;SG	N;FEM;SG
warmte	calidez	warmte	calidez	N;SG	N;FEM;SG
warmte	calor	warmte	calor	N;SG	N;MASC;SG
dfb	dfb	dfb	dfb	N;SG	N;FEM;SG
hersien	revisar	hersien	revisar	V;PRS	V;NFIN
demografie	demografía	demografie	demografía	N;SG	N;FEM;SG
genres	géneros	genres	género	N;PL	N;MASC;PL
oortuigings	creencias	oortuiging	creencia	N;PL	N;FEM;PL
heuning	honey	heuning	honey	N;SG	N;SG
heuning	miel	heuning	miel	N;SG	N;FEM;SG
heuning	cariño	heuning	cariño	N;SG	N;MASC;SG
verbeterde	mejorado	verbeter	mejorar	ADJ;NOM	ADJ;MASC;SG;V.PTCP
verbeterde	mejorada	verbeter	mejorada	ADJ;NOM	ADJ;FEM;SG;V.PTCP
bediener	demonio	bediener	demonio	N;SG	N;MASC;SG
bediener	host	bediener	host	N;SG	N;SG
bediener	anfitrión	bediener	anfitrión	N;SG	N;MASC;SG
bediener	acogida	bediener	acogida	N;SG	N;FEM;SG
bediener	huésped	bediener	huésped	N;SG	N;MASC;SG
bediener	servidor	bediener	servidor	N;SG	N;MASC;SG
langdurige	duradera	langdurig	duradero	ADJ;NOM	ADJ;FEM;SG
langdurige	duradero	langdurig	duradero	ADJ;NOM	ADJ;MASC;SG
vergoeding	compensación	vergoeding	compensación	N;SG	N;FEM;SG
vergoeding	indemnización	vergoeding	indemnización	N;SG	N;FEM;SG
vergoeding	retribución	vergoeding	retribución	N;SG	N;FEM;SG
vergoeding	remuneración	vergoeding	remuneración	N;SG	N;FEM;SG
balans	balanza	balans	balanza	N;SG	N;FEM;SG
balans	balance	balans	balance	N;SG	N;MASC;SG
balans	saldo	balans	saldo	N;SG	N;MASC;SG
balans	equilibrio	balans	equilibrio	N;SG	N;MASC;SG
balans	balanceo	balans	balanceo	N;SG	N;MASC;SG
balans	equilibrio	balans	equilibrio	N;SG	N;MASC;SG
leerling	aprendizaje	leerling	aprendizaje	N;SG	N;MASC;SG
atheense	ateniense	atheens	ateniense	ADJ;NOM	ADJ;SG
franco	franco	franco	franco		
agent	agente	agent	agente	N;SG	N;SG
agent	mandatario	agent	mandatario	N;SG	N;MASC;SG
agent	agent	agent	agent	N;SG	N
wyle	wyle	wyle	wyle		
resensies	críticas	resensie	crítica	N;PL	N;FEM;PL
resensies	opiniones	resensie	opinión	N;PL	N;FEM;PL
resensies	reseñas	resensie	reseña	N;PL	N;FEM;PL
col	col	col	col		
enigiemand	alguien	enigiemand	alguien	PRO	PRO;SG
enigiemand	cualquiera	enigiemand	cualquiera	PRO	PRO;SG
kommunisme	comunismo	kommunisme	comunismo	N;SG	N;MASC;SG
stellings	configuraciones	stelling	configuración	N;PL	N;FEM;PL
stellings	ajustes	stelling	ajuste	N;PL	N;MASC;PL
stellings	preferencias	stelling	preferencia	N;PL	N;FEM;PL
toewyding	dedicación	toewyding	dedicación	N;SG	N;FEM;SG
toewyding	dedicatoria	toewyding	dedicatoria	N;SG	N;FEM;SG
bepaling	determinación	bepaling	determinación	N;SG	N;FEM;SG
onderbreek	interrumpir	onderbreek	interrumpir	V;PRS	V;NFIN
onderbreek	interrumpa	onderbreek	interrumpa	V;PRS	V;SBJV;SG;3;PRS;FIN
volksmoord	genocidio	volksmoord	genocidio	N;SG	N;MASC;SG
slagoffer	víctima	slagoffer	víctima	N;SG	N;FEM;SG
slagoffer	victima	slagoffer	victima	N;SG	N;FEM;SG
uitsonderings	styles	uitsondering	stal	N;PL	N
uitsonderings	estilos	uitsondering	estilo	N;PL	N;MASC;PL
uitsonderings	excepciones	uitsondering	excepción	N;PL	N;FEM;PL
skerm	pantalla	skerm	pantalla	N;SG	N;FEM;SG
bok	cabra	bok	cabra	N;SG	N;FEM;SG
bok	chivo	bok	chivo	N;SG	N;MASC;SG
horings	cuernos	horing	cuerno	N;PL	N;MASC;PL
horings	trompas	horing	trompa	N;PL	N;FEM;PL
horings	bocinas	horing	bocina	N;PL	N;FEM;PL
howe	tribunales	hof	tribunal	N;PL	N;MASC;PL
howe	cortes	hof	corte	N;PL	N;MASC;PL
laboratorium	laboratorio	laboratorium	laboratorio	N;SG	N;MASC;SG
laboratorium	laboratorio	laboratorium	laboratorio	N;SG	N;MASC;SG
laboratorium	lab	laboratorium	lab	N;SG	N
sfeer	esfera	sfeer	esfera	N;SG	N;FEM;SG
deurbraak	avance	deurbraak	avance	N;SG	N;MASC;SG
kombineer	combinan	kombineer	combinar	V;PRS	V;IND;PL;3;PRS;FIN
kombineer	combinen	kombineer	combinar	V;PRS	V;IMP;PL;3;FIN
kombineer	combine	kombineer	combinir	V;PRS	V;IMP;SG;3;FIN
kombineer	combinar	kombineer	combinar	V;PRS	V;NFIN
woonstelle	apartamentos	woonstel	apartamento	N;PL	N;MASC;PL
woonstelle	pisos	woonstel	piso	N;PL	N;MASC;PL
oproep	llame	oproep	llamar	V;PRS	V;IMP;SG;3;FIN
oproep	llamar	oproep	llamar	V;PRS	V;NFIN
oproep	llama	oproep	llamar	V;PRS	V;IND;SG;3;PRS;FIN
opsomming	recapitulación	opsomming	recapitulación	N;SG	N;FEM;SG
opsomming	compendio	opsomming	compendio	N;SG	N;MASC;SG
opsomming	resumen	opsomming	resumen	N;SG	N;MASC;SG
opsomming	síntesis	opsomming	síntesis	N;SG	N;FEM
opsomming	sumario	opsomming	sumario	N;SG	N;MASC;SG
verdubbel	duplicar	verdubbel	duplicar	V;PRS	V;NFIN
argumente	alegaciones	argument	alegación	N;PL	N;FEM;PL
argumente	argumentos	argument	argumento	N;PL	N;MASC;PL
argumente	discusiones	argument	discusión	N;PL	N;FEM;PL
lirieke	letras	liriek	letra	N;PL	N;FEM;PL
afsonderlik	separadamente	afsonderlik	separadamente	ADV	ADV
optog	marchen	optog	marchen	V;PRS	V;IMP;PL;3;FIN
gimnastiek	gimnasia	gimnastiek	gimnasia	N;SG	N;FEM;SG
goede	goede	goede	goede		
herstelwerk	reparación	herstelwerk	reparación	N;SG	N;FEM;SG
ineenstorting	colapso	ineenstorting	colapso	N;SG	N;MASC;SG
ineenstorting	desplome	ineenstorting	desplome	N;SG	N;MASC;SG
ineenstorting	derrumbe	ineenstorting	derrumbe	N;SG	N;MASC;SG
ervarings	experiencias	ervaring	experiencia	N;PL	N;FEM;PL
fauna	fauna	fauna	fauna	N;SG	N;FEM;SG
voorneme	intencion	voorneme	intencion	N;SG	N;FEM;SG
voorneme	intención	voorneme	intención	N;SG	N;FEM;SG
saai	sembrar	saai	sembrar	V;PRS	V;NFIN
birmingham	birmingham	birmingham	birmingham	N;SG	N;MASC;SG
kopieë	copias	kopie	copia	N;PL	N;FEM;PL
kopieë	ejemplares	kopie	ejemplar	N;PL	N;MASC;PL
kubieke	cúbico	kubiek	cúbico	ADJ;NOM	ADJ;MASC;SG
kontras	contraste	kontras	contraste	N;SG	N;MASC;SG
diverse	variado	divers	variado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
diverse	diversa	divers	diverso	ADJ;NOM	ADJ;FEM;SG
diverse	diverso	divers	diverso	ADJ;NOM	ADJ;MASC;SG
etage	etapa	etag	etapa	N;SG	N;FEM;SG
etage	escenario	etag	escenario	N;SG	N;MASC;SG
etage	stage	etag	stage	N;SG	N
justisie	justicia	justisie	justicia	N;SG	N;FEM;SG
justisie	justice	justisie	justice	N;SG	N;SG
protokol	protocolo	protokol	protocolo	N;SG	N;MASC;SG
agtervoegsel	sufijo	agtervoegsel	sufijo	N;SG	N;MASC;SG
demografiese	demográficos	demografies	demográfico	ADJ;NOM	ADJ;MASC;PL
demografiese	demográfica	demografies	demográfico	ADJ;NOM	ADJ;FEM;SG
demografiese	demográficas	demografies	demográfico	ADJ;NOM	ADJ;FEM;PL
demografiese	demográfico	demografies	demográfico	ADJ;NOM	ADJ;MASC;SG
rhône	ródano	rhône	ródano	N;SG	N;MASC;SG
rhône	rhône	rhône	rhône	N;SG	N;MASC;SG
opvoering	rendimiento	opvoering	rendimiento	N;SG	N;MASC;SG
opvoering	desempeño	opvoering	desempeño	N;SG	N;MASC;SG
opvoering	actuación	opvoering	actuación	N;SG	N;FEM;SG
opvoering	performance	opvoering	performance	N;SG	N;FEM;SG
kliek	clic	kliek	clic	V;PRS	V;SBJV;SG;3;PRS;FIN
fondament	fundación	fondament	fundación	N;SG	N;FEM;SG
verduideliking	explicación	verduideliking	explicación	N;SG	N;FEM;SG
heraldiek	heráldica	heraldiek	heráldica	N;SG	N;FEM;SG
voorrade	provisiones	voorrade	provisión	N;PL	N;FEM;PL
voorrade	suministros	voorrade	suministro	N;PL	N;MASC;PL
ret	ret	ret	ret		
koshuis	hermandad	koshuis	hermandad	N;SG	N;FEM;SG
koshuis	fraternidad	koshuis	fraternidad	N;SG	N;FEM;SG
koshuis	hostal	koshuis	hostal	N;SG	N;MASC;SG
koshuis	hostel	koshuis	hostel	N;SG	N;MASC;SG
koshuis	albergue	koshuis	albergue	N;SG	N;MASC;SG
kontinente	continentes	kontinent	continente	N;PL	N;MASC;PL
