yang	que	yang	que	PRO	PRO;MASC;SG
eurovision	eurovisão	eurovision	eurovisão	N	N;FEM;SG
bercerai	divorciada	bercerai	divorciar	V;SG;ACT	V;FEM;SG;V.PTCP
bercerai	divorciado	bercerai	divorciar	V;SG;ACT	V;MASC;SG;V.PTCP
kapur	giz	kapur	giz	N	N;MASC;SG
kapur	kapur	kapur	kapur	N	N;MASC;SG
kapur	cretáceo	kapur	cretáceo	N	N;MASC;SG
kapur	lime	kapur	lime	N	N;MASC;SG
kapur	lima	kapur	lima	N	N;MASC;SG
kapur	cal	kapur	cal	N	N;FEM;SG
racun	veneno	racun	veneno	N;SG	N;MASC;SG
racun	toxina	racun	toxinar	N;SG	N;FEM;SG
racun	veneno	racun	veneno	N;SG	N;MASC;SG
vertikal	vertical	vertikal	vertical	N;SG	N;MASC;SG
genggam	handheld	genggam	handheld	N;SG;ACT	N;MASC;SG
orbital	orbital	orbital	orbital	N	N;MASC;SG
orbital	orbitais	orbital	orbital	N	N;MASC;PL
bensin	gasolina	bensin	gasolina	N;SG	N;FEM;SG
bensin	gasolina	bensin	gasolina	N;SG	N;FEM;SG
kavaleri	cavalaria	kavaleri	cavalaria	N;SG	N;FEM;SG
bantu	socorro	bantu	socorro	N;SG;ACT	N;MASC;SG
bantu	ajuda	bantu	ajuda	N;SG;ACT	N;FEM;SG
bantu	bantu	bantu	bantu	N;SG;ACT	N;MASC;SG
peluang	chance	peluang	chance	N;SG	N;FEM;SG
peluang	oportunidade	peluang	oportunidade	N;SG	N;FEM;SG
peluang	opportunity	peluang	opportunity	N;SG	N;MASC;SG
peluang	oportunidade	peluang	oportunidade	N;SG	N;FEM;SG
beton	concreto	beton	concreto	N;SG	N;MASC;SG
beton	cimento	beton	cimento	N;SG	N;MASC;SG
beton	betão	beton	betão	N;SG	N;MASC;SG
melengkapi	complete	menlengkapi	completer	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
melengkapi	completar	menlengkapi	completar	V;SG;ACT	V;NFIN
melengkapi	completando	menlengkapi	completar	V;SG;ACT	V;V.MSDR
kolaborasi	colaboração	kolaborasi	colaboração	N;SG	N;FEM;SG
sertifikasi	certificação	sertifikasi	certificação	N;SG	N;FEM;SG
kostum	figurino	kostum	figurino	N;SG	N;MASC;SG
kostum	fantasia	kostum	fantasia	N;SG	N;FEM;SG
kostum	figurino	kostum	figurino	N;SG	N;MASC;SG
mawar	rose	mawar	rose	N;SG	N;FEM;SG
mawar	rosa	mawar	rosa	N;SG	N;FEM;SG
mawar	roses	mawar	rose	N;SG	N;MASC;SG
medium	mídia	medium	mídia	N	N;FEM;SG
medium	média	medium	média	N	N;FEM;SG
medium	médium	medium	médium	N	N;MASC;SG
mencerminkan	reflita	mencerminkan	reflitar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mencerminkan	refletir	mencerminkan	refletir	V;SG;ACT	V;NFIN
mencerminkan	reflectir	mencerminkan	reflectir	V;SG;ACT	V;NFIN
mencerminkan	reflectindo	mencerminkan	reflectir	V;SG;ACT	V;V.MSDR
mencerminkan	refletindo	mencerminkan	refletir	V;SG;ACT	V;V.MSDR
memanjang	alongada	menpanjang	alongar	V;SG;ACT	V;FEM;SG;V.PTCP
legendaris	lendários	legendaris	lendário	N	N;MASC;PL
dinobatkan	coroado	dinobatkan	coroado	V	V;MASC;SG;V.PTCP
dinobatkan	coroada	dinobatkan	coroada	V	V;FEM;SG;V.PTCP
anthrax	antraz	anthrax	antraz	N;SG	N;MASC;SG
dipertahankan	manteve	dipertahankan	manter	V;SG;PASS	V;IND;SG;3;PST;FIN
dipertahankan	mantido	dipertahankan	manter	V;SG;PASS	V;MASC;SG;V.PTCP
dipertahankan	mantida	dipertahankan	manter	V;SG;PASS	V;FEM;SG;V.PTCP
dipertahankan	defendida	dipertahankan	defender	V;SG;PASS	V;FEM;SG;V.PTCP
dipertahankan	defendi	dipertahankan	defender	V;SG;PASS	V;IND;SG;1;PST;FIN
dipertahankan	defendeu	dipertahankan	defender	V;SG;PASS	V;IND;SG;3;PST;FIN
dipertahankan	defendido	dipertahankan	defender	V;SG;PASS	V;MASC;SG;V.PTCP
dipertahankan	mantida	dipertahankan	manter	V;SG;PASS	V;FEM;SG;V.PTCP
dipertahankan	mantido	dipertahankan	manter	V;SG;PASS	V;MASC;SG;V.PTCP
dipertahankan	conservado	dipertahankan	conservar	V;SG;PASS	V;MASC;SG;V.PTCP
dipertahankan	preservada	dipertahankan	preservar	V;SG;PASS	V;FEM;SG;V.PTCP
dipertahankan	preservado	dipertahankan	preservar	V;SG;PASS	V;MASC;SG;V.PTCP
dipertahankan	conservado	dipertahankan	conservar	V;SG;PASS	V;MASC;SG;V.PTCP
dipertahankan	manteve	dipertahankan	manter	V;SG;PASS	V;IND;SG;3;PST;FIN
dipertahankan	retida	dipertahankan	reter	V;SG;PASS	V;FEM;SG;V.PTCP
dipertahankan	mantido	dipertahankan	manter	V;SG;PASS	V;MASC;SG;V.PTCP
koin	moeda	koin	moeda	N;SG	N;FEM;SG
tegas	firme	tegas	firme	ADJ;SG	ADJ;FEM;SG
laser	laser	laser	laser	N	N;MASC;SG
laser	lasers	laser	laser	N	N;MASC;PL
laser	lasers	laser	laser	N	N;MASC;PL
diperiksa	examinou	diperiksa	examinar	V;SG;PASS	V;IND;SG;3;PST;FIN
diperiksa	examinado	diperiksa	examinar	V;SG;PASS	V;MASC;SG;V.PTCP
diperiksa	examinada	diperiksa	examinar	V;SG;PASS	V;FEM;SG;V.PTCP
diperiksa	verifiquei	diperiksa	verifiquir	V;SG;PASS	V;IND;SG;1;PST;FIN
diperiksa	verificado	diperiksa	verificar	V;SG;PASS	V;MASC;SG;V.PTCP
diperiksa	verificada	diperiksa	verificar	V;SG;PASS	V;FEM;SG;V.PTCP
layang	papagaio	layang	papagaio	N;SG;ACT	N;MASC;SG
layang	pipa	layang	pipa	N;SG;ACT	N;FEM;SG
sekuel	sequela	sekuel	sequela	N;SG	N;FEM;SG
sekuel	sequência	sekuel	sequência	N;SG	N;FEM;SG
sekuel	continuação	sekuel	continuação	N;SG	N;FEM;SG
sekuel	sequencia	sekuel	sequencia	N;SG	N;FEM;SG
nintendo	nintendo	nintendo	nintender	N	N;MASC;SG
kemiskinan	pobreza	kemiskinan	pobreza	N;SG	N;FEM;SG
kemiskinan	miséria	kemiskinan	miséria	N;SG	N;FEM;SG
tembakau	tabaco	tembakau	tabaco	N;SG	N;MASC;SG
slogan	slogan	slogan	slogan	N;SG	N;MASC;SG
meluas	alarga	menluas	alargar	V;SG;ACT	V;IND;SG;3;PRS;FIN
meluas	estende	menluas	estender	V;SG;ACT	V;IND;SG;3;PRS;FIN
berlatih	praticar	berlatih	praticar	V;SG;ACT	V;NFIN
berlatih	praticando	berlatih	praticar	V;SG;ACT	V;V.MSDR
berlatih	praticar	berlatih	praticar	V;SG;ACT	V;NFIN
berlatih	pratique	berlatih	pratique	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
berlatih	praticar	berlatih	praticar	V;SG;ACT	V;NFIN
suaranya	voice	suara	voice	N;SG	N;MASC;SG
suaranya	voz	suara	voz	N;SG	N;FEM;SG
penghasilan	renda	penhasilan	renda	N;SG	N;FEM;SG
penghasilan	rendimento	penhasilan	rendimento	N;SG	N;MASC;SG
perhimpunan	associação	perhimpunan	associação	N;SG	N;FEM;SG
perhimpunan	association	perhimpunan	association	N;SG	N;MASC;SG
gang	becos	gang	beco	N	N;MASC;PL
gang	gangue	gang	gangue	N	N;FEM;SG
gang	gang	gang	gang	N	N;MASC;SG
gang	quadrilha	gang	quadrilha	N	N;FEM;SG
gang	bando	gang	bando	N	N;MASC;SG
gang	beco	gang	beco	N	N;MASC;SG
gang	alley	gang	alley	N	N;MASC;SG
gang	gangues	gang	gangue	N	N;MASC;PL
gang	gangs	gang	gang	N	N;MASC;PL
gang	bandos	gang	bando	N	N;MASC;PL
cermin	mirror	cermin	mirror	N;SG	N;MASC;SG
cermin	espelho	cermin	espelho	N;SG	N;MASC;SG
deklarasi	declaração	deklarasi	declaração	N;SG	N;FEM;SG
menyiapkan	preparando	mensiapkan	preparar	V;SG;ACT	V;V.MSDR
ambil	agarra	ambil	agarrar	V;SG;ACT	V;IND;SG;3;PRS;FIN
ambil	agarrar	ambil	agarrar	V;SG;ACT	V;NFIN
ambil	pega	ambil	pegar	V;SG;ACT	V;IND;SG;3;PRS;FIN
ambil	levar	ambil	levar	V;SG;ACT	V;NFIN
ambil	pegue	ambil	pegar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
ambil	toma	ambil	tomar	V;SG;ACT	V;IND;SG;3;PRS;FIN
ambil	leve	ambil	levar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
ambil	buscar	ambil	buscar	V;SG;ACT	V;NFIN
ambil	busque	ambil	busque	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyatukan	unindo	mensatukan	unir	V;SG;ACT	V;V.MSDR
tragedi	tragédia	tragedi	tragédia	N;SG	N;FEM;SG
konservasi	conservação	konservasi	conservação	N;SG	N;FEM;SG
asmara	romance	asmara	romance	N;SG	N;MASC;SG
asmara	asmara	asmara	asmarar	N;SG	N;FEM;SG
pelopor	pioneiro	pelopor	pioneiro	N;SG	N;MASC;SG
pelopor	pioneira	pelopor	pioneira	N;SG	N;FEM;SG
pelopor	pioneer	pelopor	pioneer	N;SG	N;MASC;SG
diploma	diploma	diploma	diploma	N	N;MASC;SG
diploma	diplomas	diploma	diploma	N	N;MASC;PL
penyerahan	abdicação	penserahan	abdicação	N;SG	N;FEM;SG
penyerahan	apresentação	penserahan	apresentação	N;SG	N;FEM;SG
penyerahan	envio	penserahan	envio	N;SG	N;MASC;SG
penyerahan	finalização	penserahan	finalização	N;SG	N;FEM;SG
penyerahan	submissão	penserahan	submissão	N;SG	N;FEM;SG
paksa	force	paksa	forcer	N;SG;ACT	N;MASC;SG
paksa	força	paksa	força	N;SG;ACT	N;FEM;SG
ditawarkan	ofereceu	ditawarkan	oferecer	V;SG;PASS	V;IND;SG;3;PST;FIN
ditawarkan	oferecido	ditawarkan	oferecer	V;SG;PASS	V;MASC;SG;V.PTCP
ditawarkan	oferecida	ditawarkan	oferecer	V;SG;PASS	V;FEM;SG;V.PTCP
evaluasi	avaliação	evaluasi	avaliação	N;SG	N;FEM;SG
membalas	respondida	menbalas	responder	V;SG;ACT	V;FEM;SG;V.PTCP
membalas	respondi	menbalas	responder	V;SG;ACT	V;IND;SG;1;PST;FIN
membalas	respondeu	menbalas	responder	V;SG;ACT	V;IND;SG;3;PST;FIN
membalas	respondido	menbalas	responder	V;SG;ACT	V;MASC;SG;V.PTCP
membalas	respondendo	menbalas	responder	V;SG;ACT	V;V.MSDR
terbitan	edição	terbitan	edição	N;SG	N;FEM;SG
terbitan	publicação	terbitan	publicação	N;SG	N;FEM;SG
terbitan	publicação	terbitan	publicação	N;SG	N;FEM;SG
intel	intel	intel	intel	N	N;MASC;SG
proposal	proposta	proposal	proposta	N;SG	N;FEM;SG
lisan	verbal	lisan	verbal	ADJ;SG	ADJ;MASC;SG
kelemahan	debilidade	kelemahan	debilidade	N;SG	N;FEM;SG
kelemahan	fraqueza	kelemahan	fraqueza	N;SG	N;FEM;SG
almarhum	defunto	almarhum	defunto	N	N;MASC;SG
almarhum	falecida	almarhum	falecer	N	N;FEM;SG
janda	viúva	janda	viúva	N;SG	N;FEM;SG
janda	viúvo	janda	viúvo	N;SG	N;MASC;SG
janda	viúva	janda	viúva	N;SG	N;FEM;SG
transit	trânsito	transit	trânsito	N	N;MASC;SG
transit	trânsitos	transit	trânsito	N	N;MASC;PL
mengikat	vincular	menikat	vincular	V;SG;ACT	V;NFIN
mengikat	amarrar	menikat	amarrar	V;SG;ACT	V;NFIN
mengikat	amarrar	menikat	amarrar	V;SG;ACT	V;NFIN
futsal	futsal	futsal	futsal	N	N;MASC;SG
astronom	astrónomo	astronom	astrónomo	N;SG	N;MASC;SG
astronom	astrônomo	astronom	astrônomo	N;SG	N;MASC;SG
identik	idêntica	identik	idêntico	ADJ;SG	ADJ;FEM;SG
identik	idêntico	identik	idêntico	ADJ;SG	ADJ;MASC;SG
kebaikan	gentileza	kebaikan	gentileza	N;SG	N;FEM;SG
kebaikan	amabilidade	kebaikan	amabilidade	N;SG	N;FEM;SG
kebaikan	bondade	kebaikan	bondade	N;SG	N;FEM;SG
kebaikan	virtude	kebaikan	virtude	N;SG	N;FEM;SG
kebaikan	bondade	kebaikan	bondade	N;SG	N;FEM;SG
pandai	esperta	pandai	esperto	ADJ;SG	ADJ;FEM;SG
pandai	esperto	pandai	esperto	ADJ;SG	ADJ;MASC;SG
pandai	inteligente	pandai	inteligente	ADJ;SG	ADJ;MASC;SG
keanggotaan	filiação	keanggotaan	filiação	N;SG	N;FEM;SG
keanggotaan	adesão	keanggotaan	adesão	N;SG	N;FEM;SG
memeluk	abraçar	menpeluk	abraçar	V;SG;ACT	V;NFIN
memeluk	abraçando	menpeluk	abraçar	V;SG;ACT	V;V.MSDR
memeluk	abraçado	menpeluk	abraçar	V;SG;ACT	V;MASC;SG;V.PTCP
memeluk	abraçou	menpeluk	abraçar	V;SG;ACT	V;IND;SG;3;PST;FIN
selir	cortesã	selir	cortesã	N	N;FEM;SG
selir	concubina	selir	concubinar	N	N;FEM;SG
diraih	alcançada	diraih	alcançar	V;SG;PASS	V;FEM;SG;V.PTCP
diraih	alcançado	diraih	alcançar	V;SG;PASS	V;MASC;SG;V.PTCP
grafik	gráfico	grafik	gráfico	N	N;MASC;SG
grafik	grafo	grafik	grafo	N	N;MASC;SG
grafik	tabela	grafik	tabela	N	N;FEM;SG
grafik	gráfico	grafik	gráfico	N	N;MASC;SG
grafik	gráficos	grafik	gráfico	N	N;MASC;PL
grafik	grafos	grafik	grafo	N	N;MASC;PL
grafik	gráficos	grafik	gráfico	N	N;MASC;PL
pencapaian	conquista	pencapaian	conquista	N;SG	N;FEM;SG
logika	lógica	logika	lógico	N;SG	N;FEM;SG
ratus	cem	ratus	cem	NUM	NUM
menjatuhkan	caindo	menjatuhkan	cair	V;SG;ACT	V;V.MSDR
menjatuhkan	soltando	menjatuhkan	soltar	V;SG;ACT	V;V.MSDR
menjatuhkan	caiu	menjatuhkan	cair	V;SG;ACT	V;IND;SG;3;PST;FIN
menjatuhkan	largado	menjatuhkan	largar	V;SG;ACT	V;MASC;SG;V.PTCP
professional	professional	professional	professional	N	N;MASC;SG
professional	profissionais	professional	profissional	N	N;MASC;PL
professional	profissional	professional	profissional	N	N;MASC;SG
payung	umbrella	payung	umbrella	N;SG	N;FEM;SG
biola	violino	biola	violino	N;SG	N;MASC;SG
biola	violino	biola	violino	N;SG	N;MASC;SG
kesamaan	semelhança	kesamaan	semelhança	N;SG	N;FEM;SG
pengumuman	anuncio	penumuman	anuncio	N;SG	N;MASC;SG
pengumuman	anúncio	penumuman	anúncio	N;SG	N;MASC;SG
rabu	qua	rabu	qua	N;SG	N;MASC;SG
membakar	queime	menbakar	queime	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
membakar	queimar	menbakar	queimar	V;SG;ACT	V;NFIN
membakar	queimando	menbakar	queimar	V;SG;ACT	V;V.MSDR
membakar	queimar	menbakar	queimar	V;SG;ACT	V;NFIN
monyet	macaca	monyet	macaca	N;SG	N;FEM;SG
monyet	macaquinho	monyet	macaquinho	N;SG	N;MASC;SG
monyet	monkey	monyet	monkey	N;SG	N;MASC;SG
monyet	macaco	monyet	macaco	N;SG	N;MASC;SG
tarif	taxa	tarif	taxa	N;SG	N;FEM;SG
pengenalan	introdução	penkenalan	introdução	N;SG	N;FEM;SG
mengamati	observar	menamati	observar	V;SG;ACT	V;NFIN
mengamati	observando	menamati	observar	V;SG;ACT	V;V.MSDR
resep	prescrição	resep	prescrição	N;SG	N;FEM;SG
resep	receita	resep	receita	N;SG	N;FEM;SG
resep	receita	resep	receita	N;SG	N;FEM;SG
asap	fumo	asap	fumo	N;SG	N;MASC;SG
asap	fumaça	asap	fumaça	N;SG	N;FEM;SG
perpindahan	deslocação	perpindahan	deslocação	N;SG	N;FEM;SG
perpindahan	deslocamento	perpindahan	deslocamento	N;SG	N;MASC;SG
pencetak	impressora	pencetak	impressora	N;SG	N;FEM;SG
dibubarkan	dissolvido	dibubarkan	dissolver	V;SG;PASS	V;MASC;SG;V.PTCP
dibubarkan	dissolvida	dibubarkan	dissolver	V;SG;PASS	V;FEM;SG;V.PTCP
dibubarkan	dissolveu	dibubarkan	dissolver	V;SG;PASS	V;IND;SG;3;PST;FIN
dibubarkan	destroçar	dibubarkan	destroçar	V;SG;PASS	V;NFIN
dibubarkan	dispensado	dibubarkan	dispensar	V;SG;PASS	V;MASC;SG;V.PTCP
dibubarkan	demitido	dibubarkan	demitir	V;SG;PASS	V;MASC;SG;V.PTCP
dibubarkan	dissolvida	dibubarkan	dissolver	V;SG;PASS	V;FEM;SG;V.PTCP
masukan	input	masukan	input	N;SG	N;MASC;SG
masukan	entrada	masukan	entrada	N;SG	N;FEM;SG
masukan	entrada	masukan	entrada	N;SG	N;FEM;SG
masukan	opinião	masukan	opinião	N;SG	N;FEM;SG
masukan	feedback	masukan	feedback	N;SG	N;MASC;SG
punk	punk	punk	punk	N	N;MASC;SG
punk	punks	punk	punk	N	N;MASC;PL
nitrogen	nitrogénio	nitrogen	nitrogénio	N	N;MASC;SG
nitrogen	azoto	nitrogen	azoto	N	N;MASC;SG
nitrogen	nitrogênio	nitrogen	nitrogênio	N	N;MASC;SG
berburu	caçar	berburu	caçar	V;SG;ACT	V;NFIN
berburu	caçar	berburu	caçar	V;SG;ACT	V;NFIN
berburu	caçando	berburu	caçar	V;SG;ACT	V;V.MSDR
adu	adu	adu	adu	N;SG;ACT	N;MASC;SG
perpanjangan	renovação	perpanjangan	renovação	N;SG	N;FEM;SG
mengidentifikasi	identificando	menidentifikasi	identificar	V;SG;ACT	V;V.MSDR
mengidentifikasi	identificar	menidentifikasi	identificar	V;SG;ACT	V;NFIN
mengidentifikasi	identificou	menidentifikasi	identificar	V;SG;ACT	V;IND;SG;3;PST;FIN
mengidentifikasi	identificado	menidentifikasi	identificar	V;SG;ACT	V;MASC;SG;V.PTCP
mengidentifikasi	identificada	menidentifikasi	identificar	V;SG;ACT	V;FEM;SG;V.PTCP
mengidentifikasi	identifique	menidentifikasi	identifiqar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengidentifikasi	identificar	menidentifikasi	identificar	V;SG;ACT	V;NFIN
mengidentifikasi	identifica	menidentifikasi	identificar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengidentifikasi	identifica	menidentifikasi	identificar	V;SG;ACT	V;IND;SG;3;PRS;FIN
pilar	pilar	pilar	pilar	N;SG	N;MASC;SG
pilar	pilar	pilar	pilar	N;SG	N;MASC;SG
diajarkan	ensinei	diajarkan	ensinir	V;SG;PASS	V;IND;SG;1;PST;FIN
diajarkan	ensinou	diajarkan	ensinar	V;SG;PASS	V;IND;SG;3;PST;FIN
diajarkan	ensinada	diajarkan	ensinada	V;SG;PASS	V;FEM;SG;V.PTCP
diajarkan	ensinado	diajarkan	ensinado	V;SG;PASS	V;MASC;SG;V.PTCP
aula	hall	aula	hall	N;SG	N;MASC;SG
aula	salão	aula	salão	N;SG	N;MASC;SG
magnet	imã	magnet	imã	N	N;MASC;SG
magnet	magneto	magnet	magneto	N	N;MASC;SG
magnet	íman	magnet	íman	N	N;MASC;SG
magnet	magnetismo	magnet	magnetismo	N	N;MASC;SG
magnet	ímanes	magnet	ímane	N	N;MASC;PL
pendaftaran	secretaria	pendaftaran	secretaria	N;SG	N;FEM;SG
pendaftaran	registro	pendaftaran	registro	N;SG	N;MASC;SG
pendaftaran	registo	pendaftaran	registo	N;SG	N;MASC;SG
pendaftaran	inscrição	pendaftaran	inscrição	N;SG	N;FEM;SG
pendaftaran	registro	pendaftaran	registro	N;SG	N;MASC;SG
pendaftaran	registo	pendaftaran	registo	N;SG	N;MASC;SG
ekspansi	expansão	ekspansi	expansão	N;SG	N;FEM;SG
jaminan	fiança	jaminan	fiança	N;SG	N;FEM;SG
jaminan	caução	jaminan	caução	N;SG	N;FEM;SG
jaminan	garantia	jaminan	garantia	N;SG	N;FEM;SG
eksperimen	experimentação	eksperimen	experimentação	N;SG	N;FEM;SG
eksperimen	experimentação	eksperimen	experimentação	N;SG	N;FEM;SG
eksperimen	experiência	eksperimen	experiência	N;SG	N;FEM;SG
eksperimen	experimento	eksperimen	experimento	N;SG	N;MASC;SG
eksperimen	experimentação	eksperimen	experimentação	N;SG	N;FEM;SG
dibakar	queimado	dibakar	queimar	V;SG;PASS	V;MASC;SG;V.PTCP
dibakar	queimada	dibakar	queimar	V;SG;PASS	V;FEM;SG;V.PTCP
dibakar	queimou	dibakar	queimar	V;SG;PASS	V;IND;SG;3;PST;FIN
dibakar	queimado	dibakar	queimar	V;SG;PASS	V;MASC;SG;V.PTCP
dibakar	queimou	dibakar	queimar	V;SG;PASS	V;IND;SG;3;PST;FIN
dibakar	queimada	dibakar	queimar	V;SG;PASS	V;FEM;SG;V.PTCP
figur	figura	figur	figura	N;SG	N;FEM;SG
figur	figure	figur	figure	N;SG	N;MASC;SG
eksklusif	exclusivo	eksklusif	exclusivo	ADJ;SG	ADJ;MASC;SG
eksklusif	exclusiva	eksklusif	exclusivo	ADJ;SG	ADJ;FEM;SG
perselisihan	discórdia	perselisihan	discórdia	N;SG	N;FEM;SG
perselisihan	contenda	perselisihan	contender	N;SG	N;FEM;SG
perselisihan	litígio	perselisihan	litígio	N;SG	N;MASC;SG
perselisihan	contestação	perselisihan	contestação	N;SG	N;FEM;SG
perselisihan	disputa	perselisihan	disputa	N;SG	N;FEM;SG
hipotesis	hipóteses	hipotesis	hipótese	N	N;FEM;PL
hipotesis	hipótese	hipotesis	hipótese	N	N;FEM;SG
dituduh	acusado	dituduh	acusar	V;SG;PASS	V;MASC;SG;V.PTCP
dituduh	acusada	dituduh	acusar	V;SG;PASS	V;FEM;SG;V.PTCP
perancang	desenhador	penrancang	desenhador	N;SG	N;MASC;SG
perancang	designer	penrancang	designer	N;SG	N;MASC;SG
perancang	desenhista	penrancang	desenhista	N;SG	N;MASC;SG
perancang	estilista	penrancang	estilista	N;SG	N;MASC;SG
perancang	planejador	penrancang	planejador	N;SG	N;MASC;SG
rating	classificação	rating	classificação	N	N;FEM;SG
rating	notação	rating	notação	N	N;FEM;SG
rating	classificações	rating	classificação	N	N;FEM;PL
rating	audiência	rating	audiência	N	N;FEM;SG
rating	notações	rating	notação	N	N;FEM;PL
berkelanjutan	sustentado	berkelanjutan	sustentar	V;SG;ACT	V;MASC;SG;V.PTCP
berkelanjutan	sustentou	berkelanjutan	sustentar	V;SG;ACT	V;IND;SG;3;PST;FIN
berkelanjutan	sustentada	berkelanjutan	sustentar	V;SG;ACT	V;FEM;SG;V.PTCP
berkelanjutan	continuado	berkelanjutan	continuar	V;SG;ACT	V;MASC;SG;V.PTCP
berkelanjutan	continuou	berkelanjutan	continuar	V;SG;ACT	V;IND;SG;3;PST;FIN
dilayani	servi	dilayani	servir	V;SG;PASS	V;FIN
dilayani	servia	dilayani	servir	V;SG;PASS	V;IND;SG;3;IPFV;FIN
dilayani	serviu	dilayani	servir	V;SG;PASS	V;IND;SG;3;PST;FIN
dilayani	servido	dilayani	servido	V;SG;PASS	V;MASC;SG;V.PTCP
apartemen	loft	apartemen	loft	N;SG	N;MASC;SG
khawatir	preocupada	khawatir	preocupado	ADJ;SG	ADJ;FEM;SG
khawatir	preocupado	khawatir	preocupado	ADJ;SG	ADJ;MASC;SG
khawatir	preocupada	khawatir	preocupado	ADJ;SG	ADJ;FEM;SG
khawatir	preocupado	khawatir	preocupado	ADJ;SG	ADJ;MASC;SG
mempertimbangkan	considerando	menpertimbangkan	considerar	V;SG;ACT	V;V.MSDR
mempertimbangkan	considerar	menpertimbangkan	considerar	V;SG;ACT	V;NFIN
mempertimbangkan	considere	menpertimbangkan	considerar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mempertimbangkan	considera	menpertimbangkan	considerar	V;SG;ACT	V;IND;SG;3;PRS;FIN
tawanan	prisioneiro	tawanan	prisioneiro	N;SG	N;MASC;SG
tawanan	prisioneira	tawanan	prisioneira	N;SG	N;FEM;SG
tawanan	cativo	tawanan	cativo	N;SG	N;MASC;SG
tawanan	cativeiro	tawanan	cativeiro	N;SG	N;MASC;SG
iwan	iwan	iwan	iwan	N	N;MASC;SG
menonton	assista	mentonton	assistar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menonton	assistir	mentonton	assistir	V;SG;ACT	V;NFIN
menonton	observando	mentonton	observar	V;SG;ACT	V;V.MSDR
menonton	assistindo	mentonton	assistir	V;SG;ACT	V;V.MSDR
menonton	vendo	mentonton	ver	V;SG;ACT	V;V.MSDR
voli	volley	voli	volley	N;SG	N;MASC;SG
voli	vôlei	voli	vôlei	N;SG	N;MASC;SG
voli	voleibol	voli	voleibol	N;SG	N;MASC;SG
kompetensi	competência	kompetensi	competência	N;SG	N;FEM;SG
kompetensi	competência	kompetensi	competência	N;SG	N;FEM;SG
flash	clarão	flash	clarão	N	N;MASC;SG
flash	flash	flash	flash	N	N;MASC;SG
diplomat	diplomata	diplomat	diplomata	N	N;MASC;SG
diplomat	diplomatas	diplomat	diplomata	N	N;MASC;PL
hambatan	obstáculo	hambatan	obstáculo	N;SG	N;MASC;SG
menangis	chora	mentangis	chorar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menangis	chore	mentangis	chore	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menangis	chorar	mentangis	chorar	V;SG;ACT	V;NFIN
menangis	chora	mentangis	chorar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menangis	chorei	mentangis	chorar	V;SG;ACT	V;IND;SG;1;PST;FIN
menangis	chorava	mentangis	chorar	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menangis	chorou	mentangis	chorar	V;SG;ACT	V;IND;SG;3;PST;FIN
menangis	chorando	mentangis	chorar	V;SG;ACT	V;V.MSDR
menangis	chorar	mentangis	chorar	V;SG;ACT	V;NFIN
bajak	rover	bajak	rover	N	N;MASC;SG
bajak	arado	bajak	arado	N	N;MASC;SG
bajak	vadias	bajak	vadia	N	N;FEM;PL
bajak	arado	bajak	arado	N	N;MASC;SG
penyunting	editor	penyunting	editor	N	N;MASC;SG
penyunting	editora	penyunting	editora	N	N;FEM;SG
penyunting	editores	penyunting	editor	N	N;MASC;PL
persimpangan	intersecção	persimpangan	intersecção	N;SG	N;FEM;SG
persimpangan	cruzamento	persimpangan	cruzamento	N;SG	N;MASC;SG
persimpangan	junction	persimpangan	junction	N;SG	N;MASC;SG
persimpangan	junção	persimpangan	junção	N;SG	N;FEM;SG
persimpangan	encruzilhada	persimpangan	encruzilhada	N;SG	N;FEM;SG
selamanya	forever	selama	forever	N;SG	N;MASC;SG
kuliner	culinária	kuliner	culinário	N;SG	N;FEM;SG
membangkitkan	evocar	menbangkitkan	evocar	V;SG;ACT	V;NFIN
kepresidenan	presidencial	kepresidenan	presidencial	N;SG	N;MASC;SG
kepresidenan	presidência	kepresidenan	presidência	N;SG	N;FEM;SG
penyihir	wizard	pensihir	wizard	N;SG	N;MASC;SG
penyihir	mágico	pensihir	mágico	N;SG	N;MASC;SG
penyihir	assistente	pensihir	assistente	N;SG	N;MASC;SG
penyihir	mago	pensihir	mago	N;SG	N;MASC;SG
penyihir	feiticeiro	pensihir	feiticeiro	N;SG	N;MASC;SG
penyihir	bruxo	pensihir	bruxo	N;SG	N;MASC;SG
penyihir	bruxa	pensihir	bruxa	N;SG	N;FEM;SG
penyihir	maga	pensihir	maga	N;SG	N;FEM;SG
