van	من	van	مِن	ADP	ADP
zuilen	الركائز	zuilen	رَكِيزَة	N;PL	N;NOM;DEF;PL
zuilen	الاعمدة	zuilen	الاعمدة	N;PL	N;NOM;DEF;PL
zuilen	اركان	zuilen	رُكن	N;PL	N;NOM;INDF;PL
zuilen	الاعمدة	zuilen	الاعمدة	N;PL	N;NOM;DEF;PL
slangen	الثعابين	slang	ثُعبُون	N;PL	N;NOM;DEF;PL
wensen	رغبات	wens	رَغبَة	N;PL	N;NOM;INDF;PL
keizerin	الامبراطورة	keizerin	أُمبِرطَاطُورَة	N;MASC+FEM;SG	N;NOM;DEF;SG
matig	معتدل	matig	مُعتَدِل	ADJ	ADJ;NOM;INDF;MASC;SG
matig	معتدلة	matig	مُعتَدِل	ADJ	ADJ;NOM;INDF;FEM;SG
matig	المعتدلة	matig	مُعتَدِل	ADJ	ADJ;NOM;DEF;FEM;SG
symbolen	رموز	symbol	رَمز	N;PL	N;NOM;INDF;PL
symbolen	الرموز	symbol	رَمز	N;PL	N;NOM;DEF;PL
gif	السم	gif	سَمّ	N;NEUT;SG	N;NOM;DEF;SG
continent	القارة	continent	قَارَّة	N;NEUT;SG	N;NOM;DEF;SG
continent	قارة	continent	قَارَّة	N;NEUT;SG	N;NOM;INDF;SG
palestina	فلسطين	palestina	فِلَسطِين	N;NEUT;SG	N;NOM;INDF;SG
ice	الثلج	ice	ثَلج	N;MASC+FEM;SG	N;NOM;DEF;SG
sergeant	الرقيب	sergeant	رَقِيب	N;MASC+FEM;SG	N;NOM;DEF;SG
sergeant	رقيب	sergeant	رَقِيب	N;MASC+FEM;SG	N;NOM;INDF;SG
gevaarlijke	خطير	gevaarlijk	خَطِير	ADJ	ADJ;NOM;INDF;MASC;SG
gevaarlijke	خطيرة	gevaarlijk	خَطِير	ADJ	ADJ;NOM;INDF;FEM;SG
gevaarlijke	خطرة	gevaarlijk	خَطِر	ADJ	ADJ;NOM;INDF;FEM;SG
geliefde	المحبوب	geliefd	مَحبُوب	ADJ	ADJ;NOM;DEF;MASC;SG
koffie	البن	koffie	بُنّ	N;MASC+FEM;SG	N;NOM;DEF;SG
koffie	القهوة	koffie	قُهُوَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
koffie	قهوة	koffie	قَهوَة	N;MASC+FEM;SG	N;NOM;INDF;SG
release	الافراج	release	إِفرَاج	N;MASC+FEM;SG	N;NOM;DEF;SG
wereldwijde	عالميا	wereldwijde	عَالَمِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
rede	سبب	rede	سَبَب	N;MASC+FEM;SG	N;NOM;INDF;SG
rede	السبب	rede	سَبَب	N;MASC+FEM;SG	N;NOM;DEF;SG
koloniën	المستعمرات	koloniën	مُستَعمَر	N;PL	N;NOM;DEF;PL
versierd	زينت	versieren	زينت	V;V.PTCP	V;PFV;FEM;SG;3;ACT
zoektocht	البحث	zoektocht	بَحث	N;MASC+FEM;SG	N;NOM;DEF;SG
zoektocht	سعي	zoektocht	سَعي	N;MASC+FEM;SG	N;NOM;INDF;SG
zoektocht	المسعى	zoektocht	مَسعَى	N;MASC+FEM;SG	N;NOM;DEF;SG
zoektocht	السعي	zoektocht	سَعي	N;MASC+FEM;SG	N;NOM;DEF;SG
methoden	اساليب	methode	أُسلُوب	N;PL	N;NOM;INDF;PL
methoden	الاساليب	methode	أُسلُوب	N;PL	N;NOM;DEF;PL
methoden	الطرائق	methode	طَرِيقَة	N;PL	N;NOM;DEF;PL
sites	مواقع	sites	مَوقِع	N;PL	N;NOM;INDF;PL
sites	المواقع	sites	مَوقِع	N;PL	N;NOM;DEF;PL
verhoogde	زاد	verhogen	زَاد	V;SG;PST;FIN	V;PFV;MASC;SG;3;ACT
tong	لسان	tong	لِسَان	N;MASC+FEM;SG	N;NOM;INDF;SG
tong	اللسان	tong	لِسَان	N;MASC+FEM;SG	N;NOM;DEF;SG
vervanger	بديل	vervanger	بَدِيل	N;MASC+FEM;SG	N;NOM;INDF;SG
vervanger	الاستبدال	vervanger	اِستِبدَال	N;MASC+FEM;SG	N;NOM;DEF;SG
vervanger	البديل	vervanger	بَدِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
vervanger	استبدال	vervanger	اِستِبدَال	N;MASC+FEM;SG	N;NOM;INDF;SG
vervanger	بديل	vervanger	بَدِيل	N;MASC+FEM;SG	N;NOM;INDF;SG
cyclus	الدورة	cyclus	دَورَة	N;MASC+FEM;SG	N;NOM;DEF;SG
cyclus	دورة	cyclus	دَورَة	N;MASC+FEM;SG	N;NOM;INDF;SG
hoofdletter	العاصمة	hoofdletter	عَاصِمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
hoofdletter	عاصمة	hoofdletter	عَاصِمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
individuen	افراد	individuen	فَرد	N;PL	N;NOM;INDF;PL
individuen	الافراد	individuen	فَرد	N;PL	N;NOM;DEF;PL
ranglijst	الترتيب	ranglijst	تَرتِيب	N;MASC+FEM;SG	N;NOM;DEF;SG
wortels	جزر	wortel	جَزِيرَة	N;PL	N;NOM;INDF;PL
wortels	جذور	wortel	جذور	N;PL	N;NOM;INDF;PL
omschrijving	الوصف	omschrijving	وَصف	N;MASC+FEM;SG	N;NOM;DEF;SG
zwak	ضعيف	zwak	ضَعِيف	ADJ	ADJ;NOM;INDF;MASC;SG
zwak	ضعيفة	zwak	ضَعِيف	ADJ	ADJ;NOM;INDF;FEM;SG
betekenissen	معاني	betekenis	مَعنَى	N;PL	N;NOM;INDF;PL
betekenissen	معان	betekenis	مَعنَى	N;PL	N;NOM;INDF;PL
heuvels	تلال	heuvel	تَلَال	N;PL	N;NOM;INDF;PL
heuvels	التلال	heuvel	تَلَال	N;PL	N;NOM;DEF;PL
pure	نقي	puur	نَقي	N;MASC+FEM;SG	N;NOM;INDF;SG
veldtocht	حملة	veldtocht	حَملَة	N;MASC+FEM;SG	N;NOM;INDF;SG
veldtocht	الحملة	veldtocht	حَملَة	N;MASC+FEM;SG	N;NOM;DEF;SG
afspraken	التعيينات	afspraak	تَعيِين	N;PL	N;NOM;DEF;PL
afspraken	المواعيد	afspraak	مِيعَاد	N;PL	N;NOM;DEF;PL
afspraken	تعيينات	afspraak	تَعيِين	N;PL	N;NOM;INDF;PL
hoorns	القرون	hoorn	قَرن	N;PL	N;NOM;DEF;PL
hoorns	قرون	hoorn	قَرن	N;PL	N;NOM;INDF;PL
verdacht	يشتبه	verdenken	اِشتَبَه	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;PASS
rijst	الارز	rijst	أَرز	N;MASC+FEM;SG	N;NOM;DEF;SG
rijst	الرز	rijst	رُزّ	N;MASC+FEM;SG	N;NOM;DEF;SG
deep	عمق	deep	عُمق	N;MASC+FEM;SG	N;NOM;INDF;SG
betrekkingen	علاقات	betrekking	عَلَاقَة	N;PL	N;NOM;INDF;PL
betrekkingen	العلاقات	betrekking	عَلَاقَة	N;PL	N;NOM;DEF;PL
duinen	الكثبان	duin	كَثَب	N;PL	N;NOM;DEF;PL
belg	البلجيكي	belg	بِلجِيكِيّ	N;MASC+FEM;SG	N;NOM;DEF;SG
kastelen	القلاع	kastelen	قَلَاع	N;PL	N;NOM;DEF;PL
avonturen	مغامرات	avontuur	مغامرات	N;PL	N;NOM;INDF;PL
avonturen	المغامرات	avontuur	مُغَامِرَة	N;PL	N;NOM;DEF;PL
avonturen	مغامرات	avontuur	مغامرات	N;PL	N;NOM;INDF;PL
bovenkant	القمة	bovenkant	قِمَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
bovenkant	قمة	bovenkant	قِمَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
peer	نظير	peer	نَظِير	N;MASC+FEM;SG	N;NOM;INDF;SG
peer	النظير	peer	نَظِير	N;MASC+FEM;SG	N;NOM;DEF;SG
hole	ثقب	hole	ثَقب	N;MASC+FEM;SG	N;NOM;INDF;SG
hole	الحفرة	hole	حَفرَة	N;MASC+FEM;SG	N;NOM;DEF;SG
hole	حفرة	hole	حَفرَة	N;MASC+FEM;SG	N;NOM;INDF;SG
hole	فتحة	hole	فَتحَة	N;MASC+FEM;SG	N;NOM;INDF;SG
omzet	دوران	omzet	دَوَرَان	N;MASC+FEM;SG	N;NOM;INDF;SG
raam	نافذة	raam	نَافِذ	N;NEUT;SG	N;NOM;INDF;SG
raam	النافذة	raam	نَافِذ	N;NEUT;SG	N;NOM;DEF;SG
variatie	التباين	variatie	تَبَايُن	N;MASC+FEM;SG	N;NOM;DEF;SG
variatie	تباين	variatie	تَبَايُن	N;MASC+FEM;SG	N;NOM;INDF;SG
variatie	التنوع	variatie	تَنَوُّع	N;MASC+FEM;SG	N;NOM;DEF;SG
variatie	تنوع	variatie	تَنَوُّع	N;MASC+FEM;SG	N;NOM;INDF;SG
uitstekend	ممتازة	uitstekend	مُمتَاز	ADJ	ADJ;NOM;INDF;FEM;SG
uitstekend	ممتاز	uitstekend	مُمتَاز	ADJ	ADJ;NOM;INDF;MASC;SG
droom	الحلم	droom	حُلم	N;MASC+FEM;SG	N;NOM;DEF;SG
droom	حلم	droom	حُلم	N;MASC+FEM;SG	N;NOM;INDF;SG
oorzaken	الاسباب	oorzaak	سَبَب	N;PL	N;NOM;DEF;PL
monarchie	ملكية	monarchie	مِلكِيَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
monarchie	الملكية	monarchie	مِلكِيَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
sterkste	الاقوى	sterk	أَقوَى	ADJ;RL	ADJ;NOM;DEF;MASC;SG
referentie	المرجع	referentie	مَرجِع	N;MASC+FEM;SG	N;NOM;DEF;SG
referentie	مرجع	referentie	مَرجِع	N;MASC+FEM;SG	N;NOM;INDF;SG
heerschappij	عهد	heerschappij	عَهد	N;MASC+FEM;SG	N;NOM;INDF;SG
hervormingen	الاصلاحات	hervorming	إِصلَاح	N;PL	N;NOM;DEF;PL
hervormingen	اصلاحات	hervorming	إِصلَاح	N;PL	N;NOM;INDF;PL
monnik	راهب	monnik	راهب	N;MASC+FEM;SG	N;NOM;INDF;SG
plat	مسطح	plat	مَسطَح	ADJ	ADJ;NOM;INDF;MASC;SG
plat	مسطحة	plat	مسطحة	ADJ	ADJ;NOM;INDF;FEM;SG
autoriteit	السلطة	autoriteit	سُلطَة	N;MASC+FEM;SG	N;NOM;DEF;SG
melk	اللبن	melk	اللبن	N;MASC+FEM;SG	N;NOM;DEF;SG
melk	حليب	melk	حليب	N;MASC+FEM;SG	N;NOM;INDF;SG
melk	الحليب	melk	حَلِيب	N;MASC+FEM;SG	N;NOM;DEF;SG
agrarisch	زراعي	agrarisch	زِرَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
harp	القيثارة	harp	قِيثَارَة	N;MASC+FEM;SG	N;NOM;DEF;SG
onthuld	كشفت	onthullen	كَشَف	V;V.PTCP	V;PFV;FEM;SG;3;ACT
straling	الاشعاع	straling	شَعع	N;MASC+FEM;SG	N;NOM;DEF;SG
straling	اشعاع	straling	شَعع	N;MASC+FEM;SG	N;NOM;INDF;SG
organisme	الكائن	organisme	كَائِن	N;NEUT;SG	N;NOM;DEF;SG
kringen	الدوائر	kring	دَائِرَة	N;PL	N;NOM;DEF;PL
kringen	دوائر	kring	دَائِرَة	N;PL	N;NOM;INDF;PL
waardering	تقييم	waardering	تَقيِيم	N;MASC+FEM;SG	N;NOM;INDF;SG
waardering	التقييم	waardering	تَقيِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
waardering	التصنيف	waardering	تَصنِيف	N;MASC+FEM;SG	N;NOM;DEF;SG
waardering	تصنيف	waardering	تَصنِيف	N;MASC+FEM;SG	N;NOM;INDF;SG
waardering	التقدير	waardering	تَقدِير	N;MASC+FEM;SG	N;NOM;DEF;SG
experimenten	التجارب	experiment	تَجرِبَة	N;PL	N;NOM;DEF;PL
experimenten	تجارب	experiment	تَجرِبَة	N;PL	N;NOM;INDF;PL
motivatie	التحفيز	motivatie	تَحفِيز	N;MASC+FEM;SG	N;NOM;DEF;SG
motivatie	حافز	motivatie	حَافِز	N;MASC+FEM;SG	N;NOM;INDF;SG
motivatie	الحافز	motivatie	حَافِز	N;MASC+FEM;SG	N;NOM;DEF;SG
motivatie	الدافع	motivatie	دَافِع	N;MASC+FEM;SG	N;NOM;DEF;SG
miles	اميال	mil	مِيل	N;PL	N;NOM;INDF;PL
vet	السمين	vet	سَمِين	N;NEUT;SG	N;NOM;DEF;SG
buitengewoon	استثنائية	buitengewoon	اِستِثنَائِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
voorkant	واجهة	voorkant	وَاجِهَة	N;MASC+FEM;SG	N;NOM;INDF;SG
voorkant	جبهة	voorkant	جَبهَة	N;MASC+FEM;SG	N;NOM;INDF;SG
voorkant	الجبهة	voorkant	جَبهَة	N;MASC+FEM;SG	N;NOM;DEF;SG
kampioenen	الابطال	kampioen	بَطَل	N;PL	N;NOM;DEF;PL
kampioenen	ابطال	kampioen	بَطَل	N;PL	N;NOM;INDF;PL
aanpak	نهج	aanpak	نَهج	N;MASC+FEM;SG	N;NOM;INDF;SG
aanpak	النهج	aanpak	نَهج	N;MASC+FEM;SG	N;NOM;DEF;SG
aanpak	الاقتراب	aanpak	اِقتِرَاب	N;MASC+FEM;SG	N;NOM;DEF;SG
mijl	الميل	mijl	مِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
geaccepteerd	قبلت	accepteren	قَبِل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
installatie	التركيب	installatie	تَركِيب	N;MASC+FEM;SG	N;NOM;DEF;SG
installatie	تثبيت	installatie	تَثبِيت	N;MASC+FEM;SG	N;NOM;INDF;SG
installatie	التثبيت	installatie	تَثبِيت	N;MASC+FEM;SG	N;NOM;DEF;SG
installatie	تركيب	installatie	تَركِيب	N;MASC+FEM;SG	N;NOM;INDF;SG
born	ولد	born	وَلَد	N;MASC+FEM;SG	N;NOM;INDF;SG
born	مولود	born	مولود	N;MASC+FEM;SG	N;NOM;INDF;SG
help	المساعدة	help	مُسَاعَدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
help	مساعدة	help	مُسَاعَدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
medicijnen	ادوية	medicijn	دَوَاء	N;PL	N;NOM;INDF;PL
medicijnen	الادوية	medicijn	دَوَاء	N;PL	N;NOM;DEF;PL
antwoorden	الاجابات	antwoord	إِجَابَة	N;PL	N;NOM;DEF;PL
antwoorden	اجابات	antwoord	إِجَابَة	N;PL	N;NOM;INDF;PL
antwoorden	الردود	antwoord	رَدّ	N;PL	N;NOM;DEF;PL
antwoorden	ردود	antwoord	رَدّ	N;PL	N;NOM;INDF;PL
erkennen	نعترف	erkennen	نعترف	V;NFIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
streng	صارم	streng	صَارِم	ADJ	ADJ;NOM;INDF;MASC;SG
streng	صارمة	streng	صَارِم	ADJ	ADJ;NOM;INDF;FEM;SG
hallo	الو	hallo	وَ	N;MASC+FEM;SG	N;NOM;DEF;SG
mexicaans	مكسيكية	mexicaans	مكسيكية	ADJ	ADJ;NOM;INDF;FEM;SG
mexicaans	مكسيكي	mexicaans	مكسيكي	ADJ	ADJ;NOM;INDF;MASC;SG
historici	المؤرخين	historicus	مُؤَرِّخ	N;PL	N;NOM;DEF;PL
vacht	معطف	vacht	معطف	N;MASC+FEM;SG	N;NOM;INDF;SG
vacht	المعطف	vacht	مَعطِف	N;MASC+FEM;SG	N;NOM;DEF;SG
vacht	الفراء	vacht	فَروَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vacht	فرو	vacht	فرو	N;MASC+FEM;SG	N;NOM;INDF;SG
vacht	فراء	vacht	فَرِيء	N;MASC+FEM;SG	N;NOM;INDF;SG
afgewerkt	انتهيت	afwerken	اِنتَهَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
afgewerkt	انتهت	afwerken	اِنتَهَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
afgewerkt	انتهى	afwerken	اِنتَهَى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
geschrapt	حذفت	schrappen	حَذَف	V;V.PTCP	V;PFV;FEM;SG;3;ACT
opvolging	خلافة	opvolging	خِلَافَة	N;MASC+FEM;SG	N;NOM;INDF;SG
opvolging	الخلافة	opvolging	خِلَافَة	N;MASC+FEM;SG	N;NOM;DEF;SG
bende	العصابة	bende	عَصَابَة	N;MASC+FEM;SG	N;NOM;DEF;SG
bende	عصابة	bende	عِصَابَة	N;MASC+FEM;SG	N;NOM;INDF;SG
toetsen	المفاتيح	toetsen	مُفَاتِيح	N;PL	N;NOM;DEF;PL
toetsen	مفاتيح	toetsen	مِفتَاح	N;PL	N;NOM;INDF;PL
luxe	الترف	luxe	تَرَف	N;MASC+FEM;SG	N;NOM;DEF;SG
luxe	رفاهية	luxe	رَفَاهِيّ	N;MASC+FEM;SG	N;NOM;INDF;SG
luxe	الفخامة	luxe	فَخَّامَة	N;MASC+FEM;SG	N;NOM;DEF;SG
luxe	الفاخرة	luxe	فَاخِر	N;MASC+FEM;SG	N;NOM;DEF;SG
luxe	الفاخرة	luxe	فَاخِر	N;MASC+FEM;SG	N;NOM;DEF;SG
gen	الجين	gen	جِين	N;NEUT;SG	N;NOM;DEF;SG
double	مضاعفة	double	مُضَاعَفَة	N;MASC+FEM;SG	N;NOM;INDF;SG
double	ضعف	double	ضُعف	N;MASC+FEM;SG	N;NOM;INDF;SG
opvoeding	التربية	opvoeding	تَربِيَة	N;MASC+FEM;SG	N;NOM;DEF;SG
opvoeding	تعليم	opvoeding	تَعلِيم	N;MASC+FEM;SG	N;NOM;INDF;SG
opvoeding	التربية	opvoeding	تَربِيَة	N;MASC+FEM;SG	N;NOM;DEF;SG
opvoeding	التعليم	opvoeding	تَعلِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
salon	صالة	salon	صَالَة	N;MASC+FEM;SG	N;NOM;INDF;SG
salon	الصالون	salon	صَالُون	N;MASC+FEM;SG	N;NOM;DEF;SG
salon	صالون	salon	صَالُون	N;MASC+FEM;SG	N;NOM;INDF;SG
heiligen	القديسين	heiligen	قِدِّيس	N;PL	N;NOM;DEF;PL
zinken	تغرق	zinken	غَرِق	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
aluminium	الالمنيوم	aluminium	الالمنيوم	N;NEUT;SG	N;NOM;DEF;SG
fragmenten	المقاطع	fragment	مَقطَع	N;PL	N;NOM;DEF;PL
fragmenten	مقاطع	fragment	مَقطَعَة	N;PL	N;NOM;INDF;PL
fragmenten	شظايا	fragment	شَظِيَّة	N;PL	N;NOM;INDF;PL
fragmenten	الشظايا	fragment	شَظِيَّة	N;PL	N;NOM;DEF;PL
fragmenten	مقتطفات	fragment	مُقتَطَف	N;PL	N;NOM;INDF;PL
gemeenschappen	الجاليات	gemeenschap	جَالِي	N;PL	N;NOM;DEF;PL
artistieke	فنية	artistiek	فَنِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
afspraak	تعيين	afspraak	تَعيِين	N;MASC+FEM;SG	N;NOM;INDF;SG
afspraak	موعد	afspraak	مَوعِد	N;MASC+FEM;SG	N;NOM;INDF;SG
afspraak	التعيين	afspraak	تَعيِين	N;MASC+FEM;SG	N;NOM;DEF;SG
afspraak	الموعد	afspraak	مَوعِد	N;MASC+FEM;SG	N;NOM;DEF;SG
schermen	الشاشات	scherm	شَاشَة	N;PL	N;NOM;DEF;PL
schermen	شاشات	scherm	شَاشَة	N;PL	N;NOM;INDF;PL
schermen	الدروع	scherm	دَرع	N;PL	N;NOM;DEF;PL
schermen	المشاهد	scherm	مَشهَد	N;PL	N;NOM;DEF;PL
schermen	الكواليس	scherm	كُولِيس	N;PL	N;NOM;DEF;PL
schermen	مشاهد	scherm	مَشهَد	N;PL	N;NOM;INDF;PL
koepel	قبة	koepel	قبة	N;MASC+FEM;SG	N;NOM;INDF;SG
koepel	القبة	koepel	قِبَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
clan	عشيرة	clan	عشيرة	N;MASC+FEM;SG	N;NOM;INDF;SG
clan	العشيرة	clan	عَشِيرَة	N;MASC+FEM;SG	N;NOM;DEF;SG
fel	شرسة	fel	شَرِس	ADJ	ADJ;NOM;INDF;FEM;SG
fel	عنيف	fel	عَنِيف	ADJ	ADJ;NOM;INDF;MASC;SG
fel	لامع	fel	لَامِع	ADJ	ADJ;NOM;INDF;MASC;SG
vrouwe	السيدة	vrouw	سَيِّدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vrouwe	سيدة	vrouw	سَيِّدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
principes	مبادئ	principe	مَبدَأ	N;PL	N;NOM;INDF;PL
principes	المبادئ	principe	مَبدَأ	N;PL	N;NOM;DEF;PL
achterstand	التخلف	achterstand	تَخَلُّف	N;MASC+FEM;SG	N;NOM;DEF;SG
breekt	يكسر	breken	كَسَّر	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sluiting	الاغلاق	sluiting	إِغلَاق	N;MASC+FEM;SG	N;NOM;DEF;SG
sluiting	اغلاق	sluiting	إِغلَاق	N;MASC+FEM;SG	N;NOM;INDF;SG
sluiting	خاتمة	sluiting	خاتمة	N;MASC+FEM;SG	N;NOM;INDF;SG
protocol	بروتوكول	protocol	برُوتُوكُول	N;NEUT;SG	N;NOM;INDF;SG
protocol	البروتوكول	protocol	برُوتُوكُول	N;NEUT;SG	N;NOM;DEF;SG
samenvoeging	التجميع	samenvoeging	تَجمِيع	N;MASC+FEM;SG	N;NOM;DEF;SG
samenvoeging	تجميع	samenvoeging	تَجمِيع	N;MASC+FEM;SG	N;NOM;INDF;SG
samenvoeging	الدمج	samenvoeging	دَمج	N;MASC+FEM;SG	N;NOM;DEF;SG
lotto	اليانصيب	lotto	اليانصيب	N;MASC+FEM;SG	N;NOM;DEF;SG
lotto	القرعة	lotto	قُرعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
balans	الرصيد	balans	رَصِيد	N;MASC+FEM;SG	N;NOM;DEF;SG
balans	التوازن	balans	تَوَازُن	N;MASC+FEM;SG	N;NOM;DEF;SG
balans	الميزان	balans	مِيزَان	N;MASC+FEM;SG	N;NOM;DEF;SG
balans	رصيد	balans	رَصِيد	N;MASC+FEM;SG	N;NOM;INDF;SG
balans	توازن	balans	تَوَازُن	N;MASC+FEM;SG	N;NOM;INDF;SG
veldslag	معركة	veldslag	مَعرَكَة	N;MASC+FEM;SG	N;NOM;INDF;SG
veldslag	المعركة	veldslag	مَعرَكَة	N;MASC+FEM;SG	N;NOM;DEF;SG
medewerking	التعاون	medewerking	تَعَاوُن	N;MASC+FEM;SG	N;NOM;DEF;SG
medewerking	تعاون	medewerking	تَعَاوُن	N;MASC+FEM;SG	N;NOM;INDF;SG
medewerking	التعاون	medewerking	تَعَاوُن	N;MASC+FEM;SG	N;NOM;DEF;SG
medewerking	تعاون	medewerking	تَعَاوُن	N;MASC+FEM;SG	N;NOM;INDF;SG
scherp	حادة	scherp	حَادّ	ADJ	ADJ;NOM;INDF;FEM;SG
scherp	حاد	scherp	حَادّ	ADJ	ADJ;NOM;INDF;MASC;SG
mantel	عباءة	mantel	عِبَاءَة	N;MASC+FEM;SG	N;NOM;INDF;SG
pak	بذلة	pak	بَذلَة	N;NEUT;SG	N;NOM;INDF;SG
pak	حلة	pak	حَلَّة	N;NEUT;SG	N;NOM;INDF;SG
pak	البدلة	pak	بَدَلَة	N;NEUT;SG	N;NOM;DEF;SG
pak	بدلة	pak	بَدَلَة	N;NEUT;SG	N;NOM;INDF;SG
verbouwing	الترميم	verbouwing	تَرمِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
verbouwing	التجديد	verbouwing	تَجدِيد	N;MASC+FEM;SG	N;NOM;DEF;SG
helden	الابطال	helden	بَطَل	N;PL	N;NOM;DEF;PL
helden	ابطال	helden	بَطَل	N;PL	N;NOM;INDF;PL
kanalen	قنوات	kanaal	قَنَاة	N;PL	N;NOM;INDF;PL
kanalen	القنوات	kanaal	قَنَاة	N;PL	N;NOM;DEF;PL
vorstendom	امارة	vorstendom	إِمَارَة	N;NEUT;SG	N;NOM;INDF;SG
vorstendom	الامارة	vorstendom	إِمَارَة	N;NEUT;SG	N;NOM;DEF;SG
citaat	اقتباس	citaat	اِقتِبَاس	N;NEUT;SG	N;NOM;INDF;SG
citaat	الاقتباس	citaat	اِقتِبَاس	N;NEUT;SG	N;NOM;DEF;SG
citaat	اقتباس	citaat	اِقتِبَاس	N;NEUT;SG	N;NOM;INDF;SG
vloog	طارت	vliegen	طَار	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
vloog	طار	vliegen	طَار	V;SG;PST;FIN	V;PFV;MASC;SG;3;ACT
vers	طازجة	vers	طَازِج	ADJ	ADJ;NOM;INDF;FEM;SG
nederzettingen	المستوطنات	nederzetting	مُستَوطَنَة	N;PL	N;NOM;DEF;PL
nederzettingen	مستوطنات	nederzetting	مُستَوطَنَة	N;PL	N;NOM;INDF;PL
nederzettingen	التسويات	nederzetting	تَسوِيَة	N;PL	N;NOM;DEF;PL
rechtszaak	محاكمة	rechtszaak	مُحَاكَمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
rechtszaak	المحاكمة	rechtszaak	مُحَاكَمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
eet	كلوا	emmen	كُلو	V;SG;PRS;FIN	V;PFV;MASC;IMP;SG
krachtige	قوي	krachtig	قَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
krachtige	قوية	krachtig	قَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
universum	الكون	universum	كَون	N;NEUT;SG	N;NOM;DEF;SG
prominente	بارزة	prominent	بَارِز	ADJ	ADJ;NOM;INDF;FEM;SG
prominente	بارز	prominent	بَارِز	ADJ	ADJ;NOM;INDF;MASC;SG
naburige	المجاورة	naburig	مُجَاوِر	ADJ	ADJ;NOM;DEF;FEM;SG
naburige	مجاورة	naburig	مُجَاوِر	ADJ	ADJ;NOM;INDF;FEM;SG
naburige	المجاورة	naburig	مُجَاوِر	ADJ	ADJ;NOM;DEF;FEM;SG
naburige	مجاورة	naburig	مُجَاوِر	ADJ	ADJ;NOM;INDF;FEM;SG
atmosfeer	الجو	atmosfeer	جَوّ	N;MASC+FEM;SG	N;NOM;DEF;SG
palm	الكف	palm	كَفّ	N;MASC+FEM;SG	N;NOM;DEF;SG
ambtenaren	مسؤولين	ambtenaar	مَسؤُول	N;PL	N;NOM;INDF;PL
ambtenaren	المسؤولين	ambtenaar	مَسؤُول	N;PL	N;NOM;DEF;PL
culturen	الثقافات	cultuur	ثَقَافَة	N;PL	N;NOM;DEF;PL
culturen	ثقافات	cultuur	ثَقَافَة	N;PL	N;NOM;INDF;PL
schat	العسل	schat	عَسَل	N;MASC+FEM;SG	N;NOM;DEF;SG
schat	طفل	schat	طِفل	N;MASC+FEM;SG	N;NOM;INDF;SG
schat	الكنز	schat	كَنز	N;MASC+FEM;SG	N;NOM;DEF;SG
afmetingen	الابعاد	afmeting	بُعد	N;PL	N;NOM;DEF;PL
moskee	مسجد	moskee	مَسجِد	N;MASC+FEM;SG	N;NOM;INDF;SG
moskee	المسجد	moskee	مَسجِد	N;MASC+FEM;SG	N;NOM;DEF;SG
moskee	الجامع	moskee	جَامِع	N;MASC+FEM;SG	N;NOM;DEF;SG
robot	الروبوت	robot	رُوبُوت	N;MASC+FEM;SG	N;NOM;DEF;SG
bewustzijn	التوعية	bewustzijn	تَوعِيَة	N;NEUT;SG	N;NOM;DEF;SG
bewustzijn	وعي	bewustzijn	وَعي	N;NEUT;SG	N;NOM;INDF;SG
