para	for	para	for	ADP	ADP
tripulação	besætning	tripulação	besætning	N;FEM;SG	N;INDF;MASC+FEM;SG
identificar	identificere	identificar	identificere	V;NFIN	V;NFIN;ACT
identificar	identificere	identificar	identificere	V;NFIN	V;NFIN;ACT
enfim	endeligt	enfim	endelig	ADV	ADV
enfim	endelig	enfim	endelig	ADV	ADV
nobres	adelsmænd	nobre	adelsmænd	N;MASC;PL	N;INDF;MASC+FEM;PL
satélites	satellitter	satélite	satellit	N;MASC;PL	N;INDF;MASC+FEM;PL
satélites	satellitterne	satélite	satellit	N;MASC;PL	N;DEF;MASC+FEM;PL
retirado	trukket	retirar	trække	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
golfo	kløft	golfo	kløft	N;MASC;SG	N;INDF;MASC+FEM;SG
golfo	golf	golfo	golf	N;MASC;SG	N;INDF;MASC+FEM;SG
golfo	golfen	golfo	golf	N;MASC;SG	N;DEF;MASC+FEM;SG
civilização	civilisation	civilização	civilisation	N;FEM;SG	N;INDF;MASC+FEM;SG
civilização	civilisationen	civilização	civilisation	N;FEM;SG	N;DEF;MASC+FEM;SG
civilização	civilisation	civilização	civilisation	N;FEM;SG	N;INDF;MASC+FEM;SG
civilização	civilisationen	civilização	civilisation	N;FEM;SG	N;DEF;MASC+FEM;SG
rochas	klipper	rocha	klippe	N;FEM;PL	N;INDF;MASC+FEM;PL
alfabeto	alfabet	alfabeto	alfab	N;MASC;SG	N;INDF;NEUT;SG
alfabeto	alfabetet	alfabeto	alfabetet	N;MASC;SG	N;DEF;NEUT;SG
vereador	rådmand	vereador	rådmand	N;MASC;SG	N;INDF;NEUT;SG
vereador	byrådsmedlem	vereador	byrådsmedlem	N;MASC;SG	N;INDF;NEUT;SG
vereador	rådmand	vereador	rådmand	N;MASC;SG	N;INDF;NEUT;SG
vereador	byrådsmedlem	vereador	byrådsmedlem	N;MASC;SG	N;INDF;NEUT;SG
vereador	byrådsmedlem	vereador	byrådsmedlem	N;MASC;SG	N;INDF;NEUT;SG
ciclismo	cykling	ciclismo	cykling	N;MASC;SG	N;INDF;MASC+FEM;SG
líquido	flydende	líquido	flydende	ADJ;MASC;SG	ADJ
anjos	engle	anjo	engel	N;MASC;PL	N;INDF;MASC+FEM;PL
anjos	englene	anjo	engel	N;MASC;PL	N;DEF;MASC+FEM;PL
construções	konstruktioner	construção	konstruktion	N;FEM;PL	N;INDF;MASC+FEM;PL
construções	bygværker	construção	bygværker	N;FEM;PL	N;INDF;NEUT;PL
apoiar	understøttende	apoiar	understøtte	V;NFIN	V;PRS;V.PTCP
apoiar	støttende	apoiar	støtte	V;NFIN	V;PRS;V.PTCP
ordenou	bestilt	ordenar	bestille	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ordenou	bestilte	ordenar	bestille	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
merece	fortjener	merecer	fortjene	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
merece	fortjener	merecer	fortjene	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
merece	fortjene	merecer	fortj	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
regente	regent	regente	regent	N;MASC;SG	N;INDF;MASC+FEM;SG
substituindo	erstatter	substituir	erstatte	V;V.MSDR	V;IND;PRS;FIN;ACT
substituindo	erstatte	substituir	erstatte	V;V.MSDR	V;NFIN;ACT
rurais	landdistrikter	rural	landdistrikt	N;MASC;PL	N;INDF;NEUT;PL
rurais	landdistrikterne	rural	landdistrikt	N;MASC;PL	N;DEF;NEUT;PL
demo	demo	demo	demo	N;MASC;SG	N;INDF;MASC+FEM;SG
longitude	længde	longitude	længde	N;FEM;SG	N;INDF;MASC+FEM;SG
longitude	længdegrad	longitude	længdegrad	N;FEM;SG	N;INDF;MASC+FEM;SG
cliente	kunden	cliente	kunde	N;MASC;SG	N;DEF;MASC+FEM;SG
cliente	kunde	cliente	kunde	N;MASC;SG	N;INDF;MASC+FEM;SG
cliente	klienten	cliente	klient	N;MASC;SG	N;DEF;MASC+FEM;SG
cliente	kunden	cliente	kunde	N;MASC;SG	N;DEF;MASC+FEM;SG
cliente	klient	cliente	klient	N;MASC;SG	N;INDF;MASC+FEM;SG
cliente	kunde	cliente	kunde	N;MASC;SG	N;INDF;MASC+FEM;SG
dispositivos	enheder	dispositivo	enhed	N;MASC;PL	N;INDF;MASC+FEM;PL
dispositivos	indretninger	dispositivo	indretning	N;MASC;PL	N;INDF;MASC+FEM;PL
dispositivos	anordninger	dispositivo	anordning	N;MASC;PL	N;INDF;MASC+FEM;PL
raramente	sjældent	raramente	sjældent	ADV	ADV
raramente	sjældent	raramente	sjældent	ADV	ADV
surgimento	fremkomst	surgimento	fremkomst	N;MASC;SG	N;INDF;MASC+FEM;SG
surgimento	opståen	surgimento	opstå	N;MASC;SG	N;DEF;MASC+FEM;SG
seleções	markeringer	seleção	markering	N;FEM;PL	N;INDF;MASC+FEM;PL
descendente	efterkommer	descendente	efterkommer	N;MASC;SG	N;INDF;MASC+FEM;SG
surgiram	opstod	surgir	opstå	V;IND;PL;3;FIN	V;IND;PST;FIN;ACT
adolescente	teenager	adolescente	teenage	N;MASC;SG	N;INDF;MASC+FEM;SG
adolescente	teenager	adolescente	teenage	N;MASC;SG	N;INDF;MASC+FEM;SG
cortes	udskæringer	corte	udskæring	N;MASC;PL	N;INDF;MASC+FEM;PL
cortes	nedskæringer	corte	nedskæring	N;MASC;PL	N;INDF;MASC+FEM;PL
notório	berygtet	notório	berygte	ADJ;MASC;SG	ADJ;INDF;SG
vera	vera	ver	vera	N;FEM;SG	N;INDF;MASC+FEM;SG
módulo	modul	módulo	modul	N;MASC;SG	N;INDF;NEUT;SG
módulo	modulet	módulo	module	N;MASC;SG	N;DEF;NEUT;SG
oliver	oliver	oliver	oliv	N;MASC;SG	N;INDF;MASC+FEM;SG
sugere	foreslå	sugerir	foreslå	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
sugere	foreslår	sugerir	foreslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sugere	antyder	sugerir	antyde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sugere	foreslår	sugerir	foreslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
especialistas	specialister	especialista	specialist	N;PL	N;INDF;MASC+FEM;PL
especialistas	speciallæger	especialista	speciallæge	N;PL	N;INDF;MASC+FEM;PL
especialistas	eksperter	especialista	ekspert	N;PL	N;INDF;MASC+FEM;PL
especialistas	eksperterne	especialista	ekspert	N;PL	N;DEF;MASC+FEM;PL
acusações	gebyrer	acusação	gebyre	N;FEM;PL	N;INDF;MASC+FEM;PL
acusações	anklager	acusação	anklage	N;FEM;PL	N;INDF;MASC+FEM;PL
acusações	beskyldninger	acusação	beskyldning	N;FEM;PL	N;INDF;MASC+FEM;PL
vilão	skurk	vilão	skurk	N;MASC;SG	N;INDF;MASC+FEM;SG
botânica	botanik	botânica	botanik	N;FEM;SG	N;INDF;MASC+FEM;SG
botânica	botaniker	botânica	botaniker	N;FEM;SG	N;INDF;MASC+FEM;SG
espiral	spiral	espiral	spiral	N;FEM;SG	N;INDF;MASC+FEM;SG
considerável	betydelig	considerável	betydelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
considerável	betragtelig	considerável	betragtelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
transmitido	fremsendt	transmitir	fremsende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
transmitido	videresendt	transmitir	videresendt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
jardins	haver	jardin	have	N;MASC;PL	N;INDF;MASC+FEM;PL
hóquei	ishockey	hóquei	ishockey	N;MASC;SG	N;INDF;MASC+FEM;SG
hóquei	hockey	hóquei	hockey	N;MASC;SG	N;INDF;MASC+FEM;SG
manifestações	manifestationer	manifestação	manifestation	N;FEM;PL	N;INDF;MASC+FEM;PL
manifestações	demonstrationerne	manifestação	demonstration	N;FEM;PL	N;DEF;MASC+FEM;PL
manifestações	demonstrationer	manifestação	demonstration	N;FEM;PL	N;INDF;MASC+FEM;PL
rosto	ansigt	rosto	ansigt	N;MASC;SG	N;INDF;NEUT;SG
rosto	ansigtet	rosto	ansigt	N;MASC;SG	N;DEF;NEUT;SG
rosto	fjæs	rosto	fjæs	N;MASC;SG	N;INDF;NEUT;SG
rosto	face	rosto	face	N;MASC;SG	N;INDF;NEUT;SG
entregue	leveret	entregar	levere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
entregue	afleveret	entregar	aflevere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
entregue	leverede	entregar	levere	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
entregue	afgivet	entregar	afgive	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
entregue	leveres	entregar	levere	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
experimental	eksperimentel	experimental	eksperimentel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
pokémon	pokémon	pokémon	pokémon	N;MASC;SG	N;INDF;MASC+FEM;SG
etapas	stadier	etapa	stadie	N;FEM;PL	N;INDF;MASC+FEM;PL
etapas	etaper	etapa	etape	N;FEM;PL	N;INDF;MASC+FEM;PL
etapas	faser	etapa	fase	N;FEM;PL	N;INDF;MASC+FEM;PL
entrega	leverance	entrega	leverance	N;FEM;SG	N;INDF;MASC+FEM;SG
entrega	udbringning	entrega	udbringning	N;FEM;SG	N;INDF;MASC+FEM;SG
entrega	levering	entrega	levering	N;FEM;SG	N;INDF;MASC+FEM;SG
entrega	omdeling	entrega	omdeling	N;FEM;SG	N;INDF;MASC+FEM;SG
classificados	klassificerede	classificar	klassificere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
classificados	bedømte	classificar	bedømme	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
cavalos	heste	cavalo	hest	N;MASC;PL	N;INDF;MASC+FEM;PL
cavalos	heste	cavalo	hest	N;MASC;PL	N;INDF;MASC+FEM;PL
ocasiões	lejligheder	ocasião	lejlighed	N;FEM;PL	N;INDF;MASC+FEM;PL
observar	observere	observar	observere	V;NFIN	V;NFIN;ACT
observar	iagttage	observar	iagttage	V;NFIN	V;NFIN;ACT
observar	observere	observar	observere	V;NFIN	V;NFIN;ACT
atração	tiltrækning	atração	tiltrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
latitude	bredde	latitude	bredde	N;FEM;SG	N;INDF;MASC+FEM;SG
latitude	breddegrad	latitude	breddegrad	N;FEM;SG	N;INDF;MASC+FEM;SG
riqueza	rigdom	riqueza	rigdom	N;FEM;SG	N;INDF;MASC+FEM;SG
riqueza	velstand	riqueza	velstand	N;FEM;SG	N;INDF;MASC+FEM;SG
union	union	union	union	N;MASC;SG	N;INDF;MASC+FEM;SG
union	fagforening	union	fagforening	N;MASC;SG	N;INDF;MASC+FEM;SG
union	fagforeningen	union	fagforening	N;MASC;SG	N;DEF;MASC+FEM;SG
union	unionen	union	union	N;MASC;SG	N;DEF;MASC+FEM;SG
escapar	flygter	escapar	flygte	V;NFIN	V;IND;PRS;FIN;ACT
escapar	flygte	escapar	flygte	V;NFIN	V;NFIN;ACT
escapar	undslippe	escapar	undslippe	V;NFIN	V;NFIN;ACT
tomás	tomas	tomás	tomas	N;MASC;SG	N;INDF;MASC+FEM;SG
rendimento	udbytte	rendimento	udbytte	N;MASC;SG	N;INDF;NEUT;SG
rendimento	udbyttet	rendimento	udbytte	N;MASC;SG	N;DEF;NEUT;SG
rendimento	afkast	rendimento	afkast	N;MASC;SG	N;INDF;NEUT;SG
rendimento	indtægt	rendimento	indtægt	N;MASC;SG	N;INDF;MASC+FEM;SG
rendimento	indkomst	rendimento	indkomst	N;MASC;SG	N;INDF;MASC+FEM;SG
históricas	historiske	histórico	historisk	ADJ;FEM;PL	ADJ;PL
históricas	historiske	histórico	historisk	ADJ;FEM;PL	ADJ;PL
fundos	midler	fundo	middel	N;MASC;PL	N;INDF;NEUT;PL
fundos	fonde	fundo	fonde	N;MASC;PL	N;INDF;MASC+FEM;PL
fundos	pengemidler	fundo	pengemiddel	N;MASC;PL	N;INDF;NEUT;PL
resolveu	løst	resolver	løse	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
resolveu	løst	resolver	løse	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
resolveu	opklaret	resolver	opklar	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
historia	historik	historia	historik	N;FEM;SG	N;INDF;MASC+FEM;SG
historia	historie	historia	historie	N;FEM;SG	N;INDF;MASC+FEM;SG
adequado	passende	adequado	passende	ADJ;MASC;SG	ADJ
adequado	passende	adequado	passende	ADJ;MASC;SG	ADJ
adequado	velegnet	adequado	velegnet	ADJ;MASC;SG	ADJ;INDF;SG
adequado	passende	adequado	passende	ADJ;MASC;SG	ADJ
adequado	fyldestgørende	adequado	fyldestgørende	ADJ;MASC;SG	ADJ
adequado	tilstrækkelig	adequado	tilstrækkelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
remover	fjerne	remover	fjerne	V;NFIN	V;NFIN;ACT
remover	fjerner	remover	fjerne	V;NFIN	V;IND;PRS;FIN;ACT
remover	fjerne	remover	fjerne	V;NFIN	V;NFIN;ACT
remover	fjern	remover	fjern	V;NFIN	V;IMP
talento	talent	talento	talent	N;MASC;SG	N;INDF;NEUT;SG
talento	talentet	talento	talent	N;MASC;SG	N;DEF;NEUT;SG
ross	ross	ross	ross	N;MASC;SG	N;INDF;MASC+FEM;SG
intensidade	intensitet	intensidade	intensitet	N;FEM;SG	N;INDF;MASC+FEM;SG
concluiu	indgået	concluir	indgå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
aprender	lærer	aprender	lære	V;NFIN	V;IND;PRS;FIN;ACT
aprender	lær	aprender	lær	V;NFIN	V;IMP
integrar	integrere	integrar	integrere	V;NFIN	V;NFIN;ACT
integrar	integrerer	integrar	integrere	V;NFIN	V;IND;PRS;FIN;ACT
integrar	integrerende	integrar	integrere	V;NFIN	V;PRS;V.PTCP
sério	seriøs	sério	seriøs	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sério	alvorlig	sério	alvorlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
angel	engel	angel	engel	N;MASC;SG	N;INDF;MASC+FEM;SG
provar	smage	provar	smage	V;NFIN	V;NFIN;ACT
provar	smager	provar	smage	V;NFIN	V;IND;PRS;FIN;ACT
provar	bevise	provar	bevise	V;NFIN	V;NFIN;ACT
exércitos	hære	exército	hære	N;MASC;PL	N;INDF;MASC+FEM;PL
exércitos	værter	exército	værte	N;MASC;PL	N;INDF;MASC+FEM;PL
escultura	skulptur	escultura	skulptur	N;FEM;SG	N;INDF;MASC+FEM;SG
escultura	udskæring	escultura	udskæring	N;FEM;SG	N;INDF;MASC+FEM;SG
áudio	lyd	áudio	lyd	N;MASC;SG	N;INDF;MASC+FEM;SG
áudio	audio	áudio	audio	N;MASC;SG	N;INDF;MASC+FEM;SG
quadrados	firkanter	quadrados	firkanter	N;MASC;PL	N;INDF;MASC+FEM;PL
rapper	rapper	rapper	rappe	N;MASC;SG	N;INDF;MASC+FEM;SG
shift	skift	shift	skift	N;MASC;SG	N;INDF;NEUT;SG
shift	shift	shift	shift	N;MASC;SG	N;INDF;MASC+FEM;SG
construídos	byggede	construir	bygge	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
construídos	konstruerede	construir	konstruere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
pio	pius	pio	pius	N;MASC;SG	N;INDF;MASC+FEM;SG
condenado	dømt	condenar	dømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	dømt	condenar	dømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	idømte	condenar	idømme	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
condenado	idømt	condenar	idømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	fordømt	condenar	fordømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	dømt	condenar	dømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	fordømte	condenar	fordømme	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
condenado	fordømt	condenar	fordømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	dømt	condenar	dømme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
condenado	fange	condenar	fange	V;MASC;SG;V.PTCP	V;NFIN;ACT
fechado	låst	fechar	låse	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
fechado	lukket	fechar	lukke	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
estatísticas	statistikker	estatística	statistik	N;FEM;PL	N;INDF;MASC+FEM;PL
limitado	begrænset	limitar	begrænse	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
repórter	journalist	repórter	journalist	N;MASC;SG	N;INDF;MASC+FEM;SG
repórter	reporter	repórter	reporter	N;MASC;SG	N;INDF;MASC+FEM;SG
mental	mental	mental	mental	N;MASC;SG	N;INDF;MASC+FEM;SG
mesquita	moské	mesquita	moské	N;FEM;SG	N;INDF;MASC+FEM;SG
barco	båden	barco	båd	N;MASC;SG	N;DEF;MASC+FEM;SG
barco	båd	barco	båd	N;MASC;SG	N;INDF;MASC+FEM;SG
simultaneamente	samtidig	simultaneamente	samtidig	ADV	ADV
simultaneamente	samtidigt	simultaneamente	samtidigt	ADV	ADV
russell	russell	russell	russell	N;MASC;SG	N;INDF;MASC+FEM;SG
roupa	tøj	roupa	tøj	N;FEM;SG	N;INDF;NEUT;SG
roupa	outfit	roupa	outfit	N;FEM;SG	N;INDF;NEUT;SG
roupa	beklædning	roupa	beklædning	N;FEM;SG	N;INDF;MASC+FEM;SG
roupa	tøj	roupa	tøj	N;FEM;SG	N;INDF;NEUT;SG
roupa	påklædning	roupa	påklædning	N;FEM;SG	N;INDF;MASC+FEM;SG
roupa	tøjet	roupa	tøj	N;FEM;SG	N;DEF;NEUT;SG
roupa	tøj	roupa	tøj	N;FEM;SG	N;INDF;NEUT;SG
bolsa	håndtaske	bolsa	håndtask	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	tasken	bolsa	taske	N;FEM;SG	N;DEF;MASC+FEM;SG
bolsa	pose	bolsa	pose	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	taske	bolsa	taske	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	sæk	bolsa	sæk	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	pung	bolsa	pung	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	håndtaske	bolsa	håndtask	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	taske	bolsa	taske	N;FEM;SG	N;INDF;MASC+FEM;SG
bolsa	stipendiet	bolsa	stipendium	N;FEM;SG	N;DEF;NEUT;SG
bolsa	legat	bolsa	legat	N;FEM;SG	N;INDF;NEUT;SG
bolsa	stipendium	bolsa	stipendium	N;FEM;SG	N;INDF;NEUT;SG
literário	litterær	literário	litterær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
transformou	forvandlet	transformar	forvandle	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
transformou	omdannet	transformar	omdanne	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
objectivo	mål	objectivo	mål	N;MASC;SG	N;INDF;NEUT;SG
objectivo	formål	objectivo	formål	N;MASC;SG	N;INDF;NEUT;SG
objectivo	objektiv	objectivo	objektiv	N;MASC;SG	N;INDF;MASC+FEM;SG
objectivo	målsætning	objectivo	målsætning	N;MASC;SG	N;INDF;MASC+FEM;SG
objectivo	formål	objectivo	formål	N;MASC;SG	N;INDF;NEUT;SG
explicação	forklaring	explicação	forklaring	N;FEM;SG	N;INDF;MASC+FEM;SG
mostrado	vist	mostrar	vise	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mostrado	viste	mostrar	vise	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
mostrado	udstillet	mostrar	udstille	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mostrado	vist	mostrar	vise	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
mostrado	vises	mostrar	vise	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
infinito	uendelighed	infinito	uendelighed	N;MASC;SG	N;INDF;MASC+FEM;SG
privado	privat	privado	privat	ADJ;MASC;SG	ADJ;INDF;SG
seminário	seminar	seminário	seminar	N;MASC;SG	N;INDF;NEUT;SG
seminário	seminaret	seminário	seminar	N;MASC;SG	N;DEF;NEUT;SG
marrocos	marokkos	marroco	marokkos	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
leitor	læseren	leitor	læser	N;MASC;SG	N;DEF;MASC+FEM;SG
penal	forbryder	penal	forbryder	N;MASC;SG	N;INDF;MASC+FEM;SG
fornecer	give	fornecer	give	V;NFIN	V;NFIN;ACT
crédito	kredit	crédito	kredit	N;MASC;SG	N;INDF;MASC+FEM;SG
crédito	credit	crédito	credit	N;MASC;SG	N;INDF;MASC+FEM;SG
luísa	louisa	luísa	louisa	N;FEM;SG	N;INDF;MASC+FEM;SG
luísa	luisa	luísa	luisa	N;FEM;SG	N;INDF;MASC+FEM;SG
luísa	louise	luísa	louis	N;FEM;SG	N;INDF;MASC+FEM;SG
bancos	bankerne	banco	bank	N;MASC;PL	N;DEF;MASC+FEM;PL
bancos	banker	banco	bank	N;MASC;PL	N;INDF;MASC+FEM;PL
bancos	bankers	banco	bank	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
bancos	pladser	banco	plads	N;MASC;PL	N;INDF;MASC+FEM;PL
bancos	sæder	banco	sæde	N;MASC;PL	N;INDF;NEUT;PL
espectadores	tilskuere	espectador	tilskuer	N;MASC;PL	N;INDF;MASC+FEM;PL
espectadores	seere	espectador	seer	N;MASC;PL	N;INDF;MASC+FEM;PL
espectadores	seerne	espectador	seer	N;MASC;PL	N;DEF;MASC+FEM;PL
eds	eds	eds	eds	N;MASC;SG	N;INDF;MASC+FEM;SG
gado	husdyrhold	gado	husdyrhold	N;MASC;SG	N;INDF;NEUT;SG
gado	husdyr	gado	husdyr	N;MASC;SG	N;INDF;NEUT;SG
gado	kvæg	gado	kvæg	N;MASC;SG	N;INDF;NEUT;SG
gado	hornkvæg	gado	hornkvæg	N;MASC;SG	N;INDF;NEUT;SG
opcional	frivillig	opcional	frivillig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
opcional	valgfrit	opcional	valgfrit	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
filtro	filter	filtro	filter	N;MASC;SG	N;INDF;NEUT;SG
filtro	filtret	filtro	filter	N;MASC;SG	N;DEF;NEUT;SG
estágio	praktikplads	estágio	praktikplads	N;MASC;SG	N;INDF;MASC+FEM;SG
estágio	praktik	estágio	praktik	N;MASC;SG	N;INDF;MASC+FEM;SG
carneiro	lam	carneiro	lan	N;MASC;SG	N;INDF;MASC+FEM;SG
carneiro	vædder	carneiro	vædder	N;MASC;SG	N;INDF;MASC+FEM;SG
carneiro	aries	carneiro	arie	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
duquesa	hertuginden	duquesa	hertuginden	N;FEM;SG	N;DEF;MASC+FEM;SG
duquesa	hertuginde	duquesa	hertuginde	N;FEM;SG	N;INDF;MASC+FEM;SG
jornada	rejsen	jornada	rejse	N;FEM;SG	N;DEF;MASC+FEM;SG
jornada	rejse	jornada	rejse	N;FEM;SG	N;INDF;MASC+FEM;SG
abandonou	opgivet	abandonar	opgive	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
abandonou	efterladt	abandonar	efterlade	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
abandonou	forladt	abandonar	forlade	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
row	ro	row	ro	N;MASC;SG	N;INDF;MASC+FEM;SG
row	række	row	række	N;MASC;SG	N;INDF;MASC+FEM;SG
guy	fyr	guy	fyr	N;MASC;SG	N;INDF;MASC+FEM;SG
guy	gut	guy	gut	N;MASC;SG	N;INDF;MASC+FEM;SG
organizar	organisere	organizar	organisere	V;NFIN	V;NFIN;ACT
organizar	organisere	organizar	organisere	V;NFIN	V;NFIN;ACT
organizar	organiserer	organizar	organisere	V;NFIN	V;IND;PRS;FIN;ACT
organizar	arrangerer	organizar	arrangere	V;NFIN	V;IND;PRS;FIN;ACT
organizar	arrangere	organizar	arrang	V;NFIN	V;NFIN;ACT
teclados	tastaturer	teclado	tastatur	N;MASC;PL	N;INDF;MASC+FEM;PL
marinho	marinesoldat	marinho	marinesoldat	N;MASC;SG	N;INDF;MASC+FEM;SG
marinho	marine	marinho	marine	N;MASC;SG	N;INDF;MASC+FEM;SG
biologia	biologi	biologia	biologi	N;FEM;SG	N;INDF;MASC+FEM;SG
conhecimentos	kundskaber	conhecimento	kundskab	N;MASC;PL	N;INDF;NEUT;PL
assassinado	myrdet	assassinar	myrde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
creditado	krediteres	creditar	kreditere	V;MASC;SG;V.PTCP	V;NFIN;PASS
creditado	krediteret	creditar	kreditere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
linux	linux	linux	linux	N;MASC;SG	N;INDF;MASC+FEM;SG
colunas	spalter	coluna	spalter	N;FEM;PL	N;INDF;MASC+FEM;PL
colunas	søjler	coluna	søjle	N;FEM;PL	N;INDF;MASC+FEM;PL
colunas	kolonner	coluna	kolon	N;FEM;PL	N;INDF;MASC+FEM;PL
diálogo	dialogen	diálogo	dialog	N;MASC;SG	N;DEF;MASC+FEM;SG
diálogo	dialog	diálogo	dialog	N;MASC;SG	N;INDF;MASC+FEM;SG
diálogo	dialogen	diálogo	dialog	N;MASC;SG	N;DEF;MASC+FEM;SG
diálogo	dialog	diálogo	dialog	N;MASC;SG	N;INDF;MASC+FEM;SG
intelectual	intellektuel	intelectual	intellektuel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
artur	arthur	artur	arthur	N;MASC;SG	N;INDF;MASC+FEM;SG
party	fest	party	fest	N;MASC;SG	N;INDF;MASC+FEM;SG
party	part	party	part	N;MASC;SG	N;INDF;MASC+FEM;SG
party	parti	party	parti	N;MASC;SG	N;INDF;NEUT;SG
legend	legenden	legend	legende	N;MASC;SG	N;DEF;MASC+FEM;SG
legend	sagn	legend	sagn	N;MASC;SG	N;INDF;NEUT;SG
sofre	lide	sofrer	lide	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
sofre	lider	sofrer	lide	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sofre	lider	sofrer	lide	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
cai	falder	cair	falde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
móveis	møbler	móvel	møbel	N;MASC;PL	N;INDF;NEUT;PL
compilação	samling	compilação	samling	N;FEM;SG	N;INDF;MASC+FEM;SG
pensilvânia	pennsylvania	pensilvânia	pennsylvania	N;FEM;SG	N;INDF;MASC+FEM;SG
cooperação	samarbejde	cooperação	samarbejde	N;FEM;SG	N;INDF;NEUT;SG
cooperação	samarbejdet	cooperação	samarbejde	N;FEM;SG	N;DEF;NEUT;SG
