hostince	herbergen	hostinec	herbergen	N;INAN;NOM;MASC;PL;POS	N;PL
skotské	schotse	skotský	schots	ADJ;NOM;MASC;SG;POS	ADJ
skotské	schots	skotský	schots	ADJ;NOM;MASC;SG;POS	ADJ
sochu	beeldje	socha	beeldje	N;ACC;FEM;SG;POS	N;NEUT;SG
sochu	standbeeld	socha	standbeeld	N;ACC;FEM;SG;POS	N;NEUT;SG
modifikace	wijziging	modifikace	wijziging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
modifikace	modificatie	modifikace	modificatie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
indonésie	indonesië	indonésie	indonesië	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
synagogy	synagogen	synagoga	synagoog	N;NOM;FEM;PL;POS	N;PL
umožnit	activeren	umožnit	activeren	V;PFV;POS;NFIN	V;NFIN
umožnit	inschakelen	umožnit	inschakelen	V;PFV;POS;NFIN	V;NFIN
umožnit	toestaan	umožnit	toestaan	V;PFV;POS;NFIN	V;NFIN
kriminální	misdadig	kriminální	misdadig	ADJ;NOM;MASC;SG;POS	ADJ
předávání	transmissie	předávání	transmissie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
slovinské	sloveens	slovinský	sloveens	ADJ;NOM;FEM;PL;POS	ADJ
slovinské	sloveense	slovinský	sloveens	ADJ;NOM;FEM;PL;POS	ADJ
slovinské	sloveens	slovinský	sloveens	ADJ;NOM;FEM;PL;POS	ADJ
slovinské	sloveense	slovinský	sloveens	ADJ;NOM;FEM;PL;POS	ADJ
loďstvo	vloot	loďstvo	vloot	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
loďstvo	wagenpark	loďstvo	wagenpark	N;NOM;NEUT;SG;POS	N;NEUT;SG
koupit	kopen	koupit	kopen	V;PFV;POS;NFIN	V;NFIN
standardy	normen	standard	norm	N;INAN;NOM;MASC;PL;POS	N;PL
standardy	standaarden	standard	standaard	N;INAN;NOM;MASC;PL;POS	N;PL
standardy	standaards	standard	standaard	N;INAN;NOM;MASC;PL;POS	N;PL
nečekaně	onverwachts	nečekaně	onverwachts	ADV;NEG	ADV
had	slang	had	slang	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
had	snake	had	snake	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
had	serpent	had	serpent	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
had	slang	had	slang	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
štíty	schermen	štít	scherm	N;INAN;NOM;MASC;PL;POS	N;PL
štíty	schilden	štít	schilden	N;INAN;NOM;MASC;PL;POS	N;PL
eseje	essays	esej	essays	N;NOM;FEM;PL;POS	N;PL
nemožné	onmogelijke	možný	onmogelijk	ADJ;NOM;NEUT;SG;NEG	ADJ
nemožné	onmogelijk	možný	onmogelijk	ADJ;NOM;NEUT;SG;NEG	ADJ
domény	domeinen	doména	domein	N;NOM;FEM;PL;POS	N;PL
infrastruktury	infrastructuren	infrastruktura	infrastructuur	N;NOM;FEM;PL;POS	N;PL
infrastruktury	infrastructuren	infrastruktura	infrastructuur	N;NOM;FEM;PL;POS	N;PL
šedá	grijze	šedý	grijs	ADJ;NOM;FEM;SG;POS	ADJ
šedá	grijs	šedý	grijs	ADJ;NOM;FEM;SG;POS	ADJ
šedá	grijze	šedý	grijs	ADJ;NOM;FEM;SG;POS	ADJ
šedá	grijs	šedý	grijs	ADJ;NOM;FEM;SG;POS	ADJ
muslimové	moslims	muslim	moslims	N;ANIM;NOM;MASC;PL;POS	N;PL
učitelka	leraar	učitelka	leraar	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
učitelka	onderwijzer	učitelka	onderwijzer	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
učitelka	docent	učitelka	docent	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
učitelka	leerkracht	učitelka	leerkracht	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
učitelka	lerares	učitelka	lerares	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
vzdálená	afstandelijk	vzdálený	afstandelijk	ADJ;NOM;FEM;SG;POS	ADJ
vzdálená	verre	vzdálený	ver	ADJ;NOM;FEM;SG;POS	ADJ
prototypy	prototypes	prototyp	prototype	N;INAN;NOM;MASC;PL;POS	N;PL
pochopit	begrijpen	pochopit	begrijpen	V;PFV;POS;NFIN	V;NFIN
pochopit	begrijp	pochopit	begrijpen	V;PFV;POS;NFIN	V;SG;PRS;FIN
bonus	bonus	bonus	bonus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
rádio	radio	rádio	radio	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
samantha	samantha	samantha	samantha	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
jeskyni	grot	jeskyně	grot	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
tenor	tenor	tenor	tenor	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
měny	munteenheden	měna	munteenheid	N;NOM;FEM;PL;POS	N;PL
indiáni	indianen	indián	indiaan	N;ANIM;NOM;MASC;PL;POS	N;PL
indiáni	indiërs	indián	indiër	N;ANIM;NOM;MASC;PL;POS	N;PL
maxe	max	maxe	max	N;ANIM;ACC;MASC;SG;POS	N;MASC+FEM;SG
modernizaci	modernisering	modernizace	modernisering	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
synonymum	synoniem	synonymum	synoniem	N;NOM;NEUT;SG;POS	N;NEUT;SG
geografické	geografisch	geografický	geografisch	ADJ;NOM;MASC;PL;POS	ADJ
geografické	geografisch	geografický	geografisch	ADJ;NOM;MASC;PL;POS	ADJ
