על	關於	על	關於	ADP	ADP
חלשה	弱者	חלש	弱者	N;FEM;SG	N
סערה	暴風	סערה	暴風	N;FEM;SG	N
סערה	暴風	סערה	暴風	N;FEM;SG	N
סערה	風暴	סערה	風暴	N;FEM;SG	N
סערה	暴風	סערה	暴風	N;FEM;SG	N
מנגן	錳	מנגן	錳	N;MASC;SG	N
הומור	幽默	הומור	幽默	N;MASC;SG	N
הומור	幽默	הומור	幽默	N;MASC;SG	N
אשראי	信用	אשראי	信用	N;MASC;SG	N
אשראי	信貸	אשראי	信貸	N;MASC;SG	N
זרמים	流	זרם	流	N;MASC;PL	N
זרמים	溪流	זרם	溪流	N;MASC;PL	N
זרמים	海流	זרם	海流	N;MASC;PL	N
רווחה	福利	רווחה	福利	N;FEM;SG	N
חסידים	門徒	חסיד	門徒	N;MASC;PL	N
נשימה	呼氣	נשימה	呼氣	N;FEM;SG	N
נפגעה	受損	נפגע	受損	V;FEM;SG;3;PST;MID	V
בודק	檢查	בדק	檢查	V;MASC;SG;V.PTCP;ACT	V
קונצרטים	音樂	קונצרט	音樂	N;MASC;PL	N
העמדה	職位	העמדה	職位	N;FEM;SG	N
העמדה	位置	העמדה	位置	N;FEM;SG	N
העמדה	立場	העמדה	立場	N;FEM;SG	N
מסעדות	飯店	מסעדה	飯店	N;FEM;PL	N
מסעדות	餐廳	מסעדה	餐廳	N;FEM;PL	N
מסעדות	餐館	מסעדה	餐館	N;FEM;PL	N
מיניות	性	מיני	性	N;FEM;SG	N
מיניות	性	מיני	性	N;FEM;SG	N
מיניות	性	מיני	性	N;FEM;SG	N
סודי	秘密	סודי	秘密	N;MASC;SG	N
סודי	機密	סודי	機密	N;MASC;SG	N
עדים	證人	עד	證人	N;MASC;PL	N
עדים	證人	עד	證人	N;MASC;PL	N
כיס	口袋	כיס	口袋	N;MASC;SG	N
כיס	袖珍	כיס	袖珍	N;MASC;SG	N
מנהרות	地道	מנהרה	地道	N;FEM;PL	N
מנהרות	隧道	מנהרה	隧道	N;FEM;PL	N
ערובה	人質	ערובה	人質	N;FEM;SG	N
ערובה	保障	ערובה	保障	N;FEM;SG	N
אוריינות	掃盲	אוריינות	掃盲	N;FEM;SG	N
פשוטות	簡單	פשוט	簡單	ADJ;FEM;PL	ADJ
אורחים	遊客	אורח	遊客	N;MASC;PL	N
אורחים	訪客	אורח	訪客	N;MASC;PL	N
אורחים	賓	אורח	賓	N;MASC;PL	N
אורחים	來賓	אורח	來賓	N;MASC;PL	N
אורחים	客人	אורח	客人	N;MASC;PL	N
הורשע	定罪	הורשע	定罪	V;MASC;SG;3;PST;PASS	V
דחף	推力	דחף	推力	N;MASC;SG	N
דחף	主旨	דחף	主旨	N;MASC;SG	N
דחף	衝動	דחף	衝動	N;MASC;SG	N
טיול	旅行	טיול	旅行	N;MASC;SG	N
טיול	行程	טיול	行程	N;MASC;SG	N
הרווח	利潤	הרווח	利潤		
כובע	帽子	כובע	帽子	N;MASC;SG	N
כובע	帽	כובע	帽	N;MASC;SG	N
כובע	上限	כובע	上限	N;MASC;SG	N
כובע	帽	כובע	帽	N;MASC;SG	N
כובע	帽子	כובע	帽子	N;MASC;SG	N
רחמים	慈悲	רחמים	慈悲	N;MASC;PL	N
רחמים	仁慈	רחמים	仁慈	N;MASC;PL	N
רפובליקה	共和	רפובליקה	共和	N;FEM;SG	N
רפובליקה	共和	רפובליקה	共和	N;FEM;SG	N
זרעים	種子	זרע	種子	N;MASC;PL	N
זרעים	籽	זרע	籽	N;MASC;PL	N
נידון	判刑	נידון	判刑	V;MASC;SG;PST;MID	V
החזרה	彩排	החזרה	彩排	N;FEM;SG	N
חגים	假期	חג	假期	N;MASC;PL	N
חגים	假日	חג	假日	N;MASC;PL	N
חגים	節假	חג	節假	N;MASC;PL	N
חגים	節日	חג	節日	N;MASC;PL	N
הנחיות	方向	הנחיה	方向	N;FEM;PL	N
הנחיות	指令	הנחיה	指令	N;FEM;PL	N
הנחיות	指令	הנחיה	指令	N;FEM;PL	N
פסים	花臉	פס	花臉	N;MASC;PL	N
פסים	條紋	פס	條紋	N;MASC;PL	N
נזקים	損壞	נזק	損壞	N;MASC;PL	N
נזקים	損害	נזק	損害	N;MASC;PL	N
נזקים	損傷	נזק	損傷	N;MASC;PL	N
נזקים	損壞	נזק	損壞	N;MASC;PL	N
נזקים	損害	נזק	損害	N;MASC;PL	N
דגלים	旗幟	דגל	旗幟	N;MASC;PL	N
דגלים	旗	דגל	旗	N;MASC;PL	N
דגלים	旗子	דגל	旗子	N;MASC;PL	N
מעריצים	粉絲	מעריץ	粉絲	N;MASC;PL	N
מנועים	引擎	נועה	引擎	N;MASC;PL	N
קשתות	射箭	קשת	射箭	N;FEM;PL	N
קשתות	拱門	קשת	拱門	N;FEM;PL	N
קשתות	弓	קשת	弓	N;FEM;PL	N
יריב	對手	יריב	對手	N;MASC;SG	N
יריב	敵手	יריב	敵手	N;MASC;SG	N
יריב	對手	יריב	對手	N;MASC;SG	N
טבלה	圖表	טבלה	圖表	N;FEM;SG	N
טבלה	圖	טבלה	圖	N;FEM;SG	N
מעורר	刺激	עורר	刺激	V;MASC;SG;V.PTCP;ACT	V
אחיות	姐妹	אח	姐妹	N;FEM;PL	N
אחיות	姊妹	אח	姊妹	N;FEM;PL	N
האחיות	姐妹	האחיה	姐妹	N;FEM;PL	N
האחיות	姊妹	האחיה	姊妹	N;FEM;PL	N
ריאות	肺	ריאות	肺	N;FEM;SG	N
ריאות	龍	ריאות	龍	N;FEM;SG	N
ריאות	肺	ריאות	肺	N;FEM;SG	N
ריאות	肺部	ריאות	肺部	N;FEM;SG	N
מכסה	覆蓋	כיסה	覆蓋	V;FEM;SG;V.PTCP;ACT	V
מכסה	配額	כיסה	配額	V;FEM;SG;V.PTCP;ACT	V
מסייע	主持	סייע	主持	V;MASC;SG;V.PTCP;ACT	V
שוחררו	獲釋	שוחרר	獲釋	V;PL;3;PST;PASS	V
חללית	太空	חללית	太空	N;FEM;SG	N
חללית	太空	חללית	太空	N;FEM;SG	N
סוללות	電池	סלל	電池	N;FEM;PL	N
לאבד	輸	איבד	輸	V;NFIN;ACT	V
קדומות	偏見	קדום	偏見	N;FEM;PL	N
פיצוי	補償	פיצוי	補償	N;MASC;SG	N
פיצוי	賠償	פיצוי	賠償	N;MASC;SG	N
גשרים	橋	גשר	橋	N;MASC;PL	N
השערות	假說	השערה	假說	N;FEM;PL	N
מתקבלת	持續	התקבל	持續	V;FEM;SG;V.PTCP	V
מתמטי	數學	מתמיט	數學	N;MASC;SG	N
מבטא	口音	מבטא	口音	N;MASC;SG	N
הזמנה	秩序	הזמנה	秩序	N;FEM;SG	N
הזמנה	順序	הזמנה	順序	N;FEM;SG	N
כיתה	課室	כיתה	課室	N;FEM;SG	N
כיתה	教室	כיתה	教室	N;FEM;SG	N
כיתה	課堂	כיתה	課堂	N;FEM;SG	N
כיתה	階級	כיתה	階級	N;FEM;SG	N
כיתה	類	כיתה	類	N;FEM;SG	N
כיתה	類別	כיתה	類別	N;FEM;SG	N
כיתה	課堂	כיתה	課堂	N;FEM;SG	N
כיתה	班級	כיתה	班級	N;FEM;SG	N
אקדח	手槍	אקדח	手槍	N;MASC;SG	N
אקדח	槍支	אקדח	槍支	N;MASC;SG	N
אקדח	槍	אקדח	槍	N;MASC;SG	N
אקדח	炮	אקדח	炮	N;MASC;SG	N
פיסול	雕塑	פיסול	雕塑	N;MASC;SG	N
נתפסו	抓到	נתפס	抓到	V;PL;3;PST;MID	V
מבטיח	許諾	הבטיח	許諾	V;MASC;SG;V.PTCP;ACT	V
הגבלות	極限	הגבלה	極限	N;FEM;PL	N
הגבלות	限額	הגבלה	限額	N;FEM;PL	N
קברים	墓葬	קבר	墓葬	N;MASC;PL	N
קברים	墳	קבר	墳	N;MASC;PL	N
קברים	墓穴	קבר	墓穴	N;MASC;PL	N
מתחרים	參賽	התחרה	參賽	V;MASC;PL;V.PTCP	V
מתחרים	相爭	התחרה	相爭	V;MASC;PL;V.PTCP	V
הזדמנויות	機遇	הזדמנות	機遇	N;FEM;PL	N
הזדמנויות	機會	הזדמנות	機會	N;FEM;PL	N
חובות	債務	חוב	債務	N;MASC;PL	N
חובות	職責	חוב	職責	N;MASC;PL	N
להתפטר	辭職	התפטר	辭職	V;NFIN	V
נמשכת	吸引	נמשך	吸引	V;FEM;SG;V.PTCP;MID	V
קומה	下限	קומה	下限	N;FEM;SG	N
קומה	地板	קומה	地板	N;FEM;SG	N
לדחות	推遲	דחה	推遲	V;NFIN;ACT	V
לדחות	延後	דחה	延後	V;NFIN;ACT	V
שותפה	伴侶	שותף	伴侶	N;FEM;SG	N
שותפה	夥伴	שותף	夥伴	N;FEM;SG	N
שותפה	搭檔	שותף	搭檔	N;FEM;SG	N
שותפה	室友	שותף	室友	N;FEM;SG	N
שותפה	協理	שותף	協理	N;FEM;SG	N
נסיגה	懷舊	נסיגה	懷舊	N;FEM;SG	N
מעשים	行動	מעשה	行動	N;MASC;PL	N
אובייקט	天體	אובייקט	天體	N;MASC;SG	N
אובייקט	物件	אובייקט	物件	N;MASC;SG	N
אובייקט	物體	אובייקט	物體	N;MASC;SG	N
אובייקט	天體	אובייקט	天體	N;MASC;SG	N
אובייקט	物件	אובייקט	物件	N;MASC;SG	N
עוקב	追隨	עקב	追隨	V;MASC;SG;V.PTCP;ACT	V
עוקב	追蹤	עקב	追蹤	V;MASC;SG;V.PTCP;ACT	V
עוקב	跟蹤	עקב	跟蹤	V;MASC;SG;V.PTCP;ACT	V
מחווה	手勢	מחווה	手勢	N;FEM;SG	N
מחווה	姿態	מחווה	姿態	N;FEM;SG	N
מהפכה	革命	מהפכה	革命	N;FEM;SG	N
מסים	稅務	מס	稅務	N;MASC;PL	N
מסים	稅	מס	稅	N;MASC;PL	N
מסים	稅	מס	稅	N;MASC;PL	N
מסים	稅款	מס	稅款	N;MASC;PL	N
אמינות	信譽	אמינות	信譽	N;FEM;SG	N
אמינות	公信	אמינות	公信	N;FEM;SG	N
נוסחה	公式	נוסחה	公式	N;FEM;SG	N
נוסחה	方程	נוסחה	方程	N;FEM;SG	N
נוסחה	配方	נוסחה	配方	N;FEM;SG	N
נעורים	青年	נעורים	青年	N;MASC;PL	N
נעורים	青春	נעורים	青春	N;MASC;PL	N
נעורים	青少	נעורים	青少	N;MASC;PL	N
דירה	平面	דירה	平面	N;FEM;SG	N
דירה	公寓	דירה	公寓	N;FEM;SG	N
דירה	公寓	דירה	公寓	N;FEM;SG	N
דירה	公寓	דירה	公寓	N;FEM;SG	N
השחר	拂曉	השחר	拂曉		
תזונה	營養	תזונה	營養	N;FEM;SG	N
השקעה	投資	השקעה	投資	N;FEM;SG	N
השקעה	投資	השקעה	投資	N;FEM;SG	N
אבירים	騎士	אבירים	騎士	N;MASC;PL	N
אלגברה	代數	אלגברה	代數	N;FEM;SG	N
ראיונות	面試	ריאיון	面試	N;MASC;PL	N
דלתות	門	דלת	門	N;FEM;PL	N
סכר	壩	סכר	壩	N;MASC;SG	N
סכר	水電	סכר	水電	N;MASC;SG	N
סכר	水庫	סכר	水庫	N;MASC;SG	N
סכר	大壩	סכר	大壩	N;MASC;SG	N
סכר	水壩	סכר	水壩	N;MASC;SG	N
תעודה	憑證	תעודה	憑證	N;FEM;SG	N
תעודה	證書	תעודה	證書	N;FEM;SG	N
אירוח	托管	אירוח	托管	N;MASC;SG	N
אירוח	主機	אירוח	主機	N;MASC;SG	N
פרסומות	廣告	פרסום	廣告	N;FEM;PL	N
החופים	沙灘	החוף	沙灘	N;MASC;PL	N
החופים	海灘	החוף	海灘	N;MASC;PL	N
שרירים	肌肉	שריר	肌肉	N;MASC;PL	N
שרירים	肌	שריר	肌	N;MASC;PL	N
שרירים	肌肉	שריר	肌肉	N;MASC;PL	N
גבעות	丘陵	גבעות	丘陵	N;FEM;PL	N
מתמטיקאים	數學	מתמטיקני	數學	N;MASC;PL	N
להפיץ	傳播	הפיץ	傳播	V;NFIN;ACT	V
להפיץ	散播	הפיץ	散播	V;NFIN;ACT	V
מחליטה	決定	החליט	決定	V;FEM;SG;V.PTCP;ACT	V
מסייעת	協助	סייע	協助	V;FEM;SG;V.PTCP;ACT	V
פלישה	侵略	פלישה	侵略	N;FEM;SG	N
עמידה	常備	עמידה	常備	N;FEM;SG	N
הנחות	折扣	הנחה	折扣	N;FEM;PL	N
הנחות	假設	הנחה	假設	N;FEM;PL	N
קשורות	相關	קשר	相關	V;FEM;PL;V.PTCP;ACT	V
חשבונות	賬	חשבון	賬	N;MASC;PL	N
חשבונות	帳單	חשבון	帳單	N;MASC;PL	N
חשבונות	法案	חשבון	法案	N;MASC;PL	N
חשבונות	決算	חשבון	決算	N;MASC;PL	N
רכיבים	元件	רכיב	元件	N;MASC;PL	N
רכיבים	元素	רכיב	元素	N;MASC;PL	N
רכיבים	成分	רכיב	成分	N;MASC;PL	N
רכיבים	原料	רכיב	原料	N;MASC;PL	N
רכיבים	成份	רכיב	成份	N;MASC;PL	N
נרכש	購買	נרכש	購買	V;MASC;SG;3;PST;MID	V
תפילות	禱告	תפילות	禱告	N;FEM;PL	N
אמנויות	藝術	אמנות	藝術	N;FEM;PL	N
שומרים	守衛	שמר	守衛	V;MASC;PL;V.PTCP;ACT	V
שומרים	守護	שמר	守護	V;MASC;PL;V.PTCP;ACT	V
שומרים	監護	שמר	監護	V;MASC;PL;V.PTCP;ACT	V
צמצום	狹義	צמצום	狹義	N;MASC;SG	N
צמצום	狹隘	צמצום	狹隘	N;MASC;SG	N
ריגול	諜	ריגול	諜	N;MASC;SG	N
ריגול	間	ריגול	間	N;MASC;SG	N
עשן	煙	עשן	煙	N;MASC;SG	N
עשן	吸煙	עשן	吸煙	N;MASC;SG	N
עשן	煙霧	עשן	煙霧	N;MASC;SG	N
החלפה	交流	החלפה	交流	N;FEM;SG	N
החלפה	貿易	החלפה	貿易	N;FEM;SG	N
זיקה	親	זיקה	親	N;FEM;SG	N
חימום	熱火	חימום	熱火	N;MASC;SG	N
חימום	熱力	חימום	熱力	N;MASC;SG	N
חימום	熱量	חימום	熱量	N;MASC;SG	N
חימום	暖氣	חימום	暖氣	N;MASC;SG	N
המאמינים	信士	המאמין	信士	N;MASC;PL	N
המאמינים	信徒	המאמין	信徒	N;MASC;PL	N
להתנגד	抵制	התנגד	抵制	V;NFIN	V
להתנגד	抗拒	התנגד	抗拒	V;NFIN	V
לחסל	消除	חיסל	消除	V;NFIN;ACT	V
מולדת	故鄉	מולדת	故鄉	N;FEM;SG	N
מולדת	家園	מולדת	家園	N;FEM;SG	N
מולדת	祖國	מולדת	祖國	N;FEM;SG	N
מולדת	國土	מולדת	國土	N;FEM;SG	N
דתות	宗教	דתה	宗教	N;FEM;PL	N
צאצאים	後代	צאצאי	後代	N;MASC;PL	N
צאצאים	後裔	צאצאי	後裔	N;MASC;PL	N
צאצאים	後代	צאצאי	後代	N;MASC;PL	N
אצבעות	腳趾	אצבע	腳趾	N;FEM;PL	N
אצבעות	手指	אצבע	手指	N;FEM;PL	N
מתיישבים	殖民	התיישב	殖民	V;MASC;PL;V.PTCP	V
נחיתה	落地	נחיתה	落地	N;FEM;SG	N
גלם	原始	גלם	原始	N;MASC;SG	N
גלם	生	גלם	生	N;MASC;SG	N
יוזמה	倡議	יוזמה	倡議	N;FEM;SG	N
ביולוגיה	生物	None	生物	N	N
ביולוגיה	生物	None	生物	N	N
מתכנן	規劃	תכנן	規劃	V;MASC;SG;V.PTCP;ACT	V
מתוכנן	排定	תוכנן	排定	V;MASC;SG;V.PTCP;PASS	V
הוחלפו	取代	הוחלף	取代	V;PL;3;PST;PASS	V
תחליף	替代	החליף	替代	V;FEM;SG;3;FUT;ACT	V
תחליף	替代	החליף	替代	V;FEM;SG;3;FUT;ACT	V
תחליף	替代	החליף	替代	V;FEM;SG;3;FUT;ACT	V
תחליף	取代	החליף	取代	V;FEM;SG;3;FUT;ACT	V
תחליף	替換	החליף	替換	V;FEM;SG;3;FUT;ACT	V
תחליף	更換	החליף	更換	V;FEM;SG;3;FUT;ACT	V
תחליף	代替	החליף	代替	V;FEM;SG;3;FUT;ACT	V
אינסוף	無限	אינסוף	無限	N;MASC;SG	N
אינסוף	無限	אינסוף	無限	N;MASC;SG	N
שוד	劫	שוד	劫	N;MASC;SG	N
ניירות	論文	נייר	論文	N;MASC;PL	N
המציא	發明	המציא	發明	V;MASC;SG;3;PST;ACT	V
שנאה	仇視	שנאה	仇視	N;FEM;SG	N
שנאה	仇恨	שנאה	仇恨	N;FEM;SG	N
שנאה	憎恨	שנאה	憎恨	N;FEM;SG	N
שנאה	恨	שנאה	恨	N;FEM;SG	N
שנאה	仇恨	שנאה	仇恨	N;FEM;SG	N
סחורות	商品	סחורה	商品	N;FEM;PL	N
סחורות	商品	סחורה	商品	N;FEM;PL	N
סחורות	貨物	סחורה	貨物	N;FEM;PL	N
קרניים	射線	קרן	射線	N;FEM;DU	N
קרניים	牛角	קרן	牛角	N;FEM;DU	N
עומס	負載	עומס	負載	N;MASC;SG	N
מסכימים	同意	הסכים	同意	V;MASC;PL;V.PTCP;ACT	V
מעבורת	太空	מעבורת	太空	N;FEM;SG	N
מעבורת	渡口	מעבורת	渡口	N;FEM;SG	N
מעבורת	渡輪	מעבורת	渡輪	N;FEM;SG	N
גופה	屍體	גופה	屍體	N;FEM;SG	N
גופה	體	גופה	體	N;FEM;SG	N
גופה	身體	גופה	身體	N;FEM;SG	N
גופה	屍	גופה	屍	N;FEM;SG	N
אוהדי	粉絲	אוהד	粉絲	N;PSSD;MASC;PL	N
משקה	飲料	משקה	飲料	N;MASC;SG	N
סיפק	提供	סיפק	提供	V;MASC;SG;3;PST;ACT	V
תעסוקה	就業	תעסוקה	就業	N;FEM;SG	N
הסוגים	類型	הסוג	類型	N;MASC;PL	N
משלים	輔助	משל	輔助	N;MASC;SG	N
ראשונית	初步	None	初步	ADV	ADV
בוגרת	成人	בוגר	成人	N;FEM;SG	N
בוגרת	成年	בוגר	成年	N;FEM;SG	N
בוגרת	成熟	בוגר	成熟	N;FEM;SG	N
פאן	泛	פאן	泛		
עונשין	罰	עונש	罰	N;MASC;PL	N
עונשין	懲罰	עונש	懲罰	N;MASC;PL	N
עונשין	處罰	עונש	處罰	N;MASC;PL	N
עונשין	刑罰	עונש	刑罰	N;MASC;PL	N
חוט	電線	חוט	電線	N;MASC;SG	N
חוט	鋼絲	חוט	鋼絲	N;MASC;SG	N
חוט	鐵絲	חוט	鐵絲	N;MASC;SG	N
חוט	線	חוט	線	N;MASC;SG	N
עיתונאית	記者	עיתונאית	記者	N;FEM;SG	N
מסוק	直升	מסוק	直升	N;MASC;SG	N
הרישיון	執照	הרישיון	執照	N;MASC;SG	N
הרישיון	駕照	הרישיון	駕照	N;MASC;SG	N
פרידה	分手	פרידה	分手	N;FEM;SG	N
טונות	噸	טונה	噸	N;FEM;PL	N
סטטיסטיקה	統計	סטטיסטיקה	統計	N;FEM;SG	N
הקוונטים	量子	הקוונט	量子	N;MASC;PL	N
צירים	鉸鏈	ציר	鉸鏈	N;MASC;PL	N
צירים	勞力	ציר	勞力	N;MASC;PL	N
צירים	勞工	ציר	勞工	N;MASC;PL	N
חרדה	焦急	חרדה	焦急	N;FEM;SG	N
חרדה	焦慮	חרדה	焦慮	N;FEM;SG	N
חרדה	焦慮	חרדה	焦慮	N;FEM;SG	N
התיישב	定居	התיישב	定居	V;MASC;SG;3;PST	V
פער	間隙	פער	間隙	N;MASC;SG	N
פער	缺口	פער	缺口	N;MASC;SG	N
פער	差距	פער	差距	N;MASC;SG	N
טורים	欄	טור	欄	N;MASC;PL	N
סבב	輪值	סבב	輪值	N;MASC;SG	N
עמותה	協會	עמותה	協會	N;FEM;SG	N
טכניקה	技術	טכניקה	技術	N;FEM;SG	N
טכניקה	技巧	טכניקה	技巧	N;FEM;SG	N
חוקרת	研究	חקר	研究	V;FEM;SG;V.PTCP;ACT	V
חוקרת	研究	חקר	研究	V;FEM;SG;V.PTCP;ACT	V
ארטילריה	大炮	ארטילריה	大炮	N	N
ארטילריה	火炮	ארטילריה	火炮	N	N
ארטילריה	炮兵	ארטילריה	炮兵	N	N
עמיתים	同事	עמית	同事	N;MASC;PL	N
הי	嘿	הי	嘿		
בסיסים	基地	בסיס	基地	N;MASC;PL	N
חירות	自由	חירות	自由	N;FEM;SG	N
חירות	自由	חירות	自由	N;FEM;SG	N
יונים	離子	יון	離子	N;MASC;PL	N
יונים	鴿	יון	鴿	N;MASC;PL	N
יונים	鴿子	יון	鴿子	N;MASC;PL	N
קיטור	蒸氣	קיטור	蒸氣	N;MASC;SG	N
קיטור	蒸汽	קיטור	蒸汽	N;MASC;SG	N
ממלכות	王國	ממלכה	王國	N;FEM;PL	N
ביולוגי	生物	ביולוגי	生物	N	N
ביולוגי	生物	ביולוגי	生物	N	N
הגבלה	上限	הגבלה	上限	N;FEM;SG	N
הגבלה	極限	הגבלה	極限	N;FEM;SG	N
הגבלה	限	הגבלה	限	N;FEM;SG	N
הגבלה	限額	הגבלה	限額	N;FEM;SG	N
לוויינים	衛星	לוויין	衛星	N;MASC;PL	N
גופני	物理	גופני	物理	N;MASC;SG	N
פגיעות	弱點	פגיעה	弱點	N;FEM;PL	N
אופציה	選項	אופציה	選項	N;FEM;SG	N
ספריות	圖書	ספריות	圖書	N;FEM;PL	N
נופש	度	נופש	度	N;MASC;SG	N
נופש	假期	נופש	假期	N;MASC;SG	N
נופש	度	נופש	度	N;MASC;SG	N
נופש	勝地	נופש	勝地	N;MASC;SG	N
אלמנט	元素	אלמנט	元素	N;MASC;SG	N
אלמנט	元件	אלמנט	元件	N;MASC;SG	N
אלמנט	要件	אלמנט	要件	N;MASC;SG	N
הארכיון	檔案	הארכיון	檔案	N;MASC;SG	N
הארכיון	歸檔	הארכיון	歸檔	N;MASC;SG	N
חוזים	合約	חוזה	合約	N;MASC;PL	N
חוזים	合同	חוזה	合同	N;MASC;PL	N
אמיתיים	真實	אמיתי	真實	ADJ;MASC;PL	ADJ
סכסוכים	衝突	סכסוך	衝突	N;MASC;PL	N
סכסוכים	爭端	סכסוך	爭端	N;MASC;PL	N
סכסוכים	糾紛	סכסוך	糾紛	N;MASC;PL	N
סכסוכים	爭議	סכסוך	爭議	N;MASC;PL	N
מונעת	預防	מנע	預防	V;FEM;SG;V.PTCP	V
אריות	獅子	אריה	獅子	N;FEM;PL	N
בעלים	業	בעלים	業	N;MASC;PL	N
בעלים	業	בעלים	業	N;MASC;PL	N
אוטובוסים	公車	אוטובוס	公車	N;MASC;PL	N
אוטובוסים	巴士	אוטובוס	巴士	N;MASC;PL	N
ערוצי	頻道	ערוץ	頻道	N;PSSD;MASC;PL	N
ערוצי	渠道	ערוץ	渠道	N;PSSD;MASC;PL	N
תחזוקה	維護	תחזוקה	維護	N;FEM;SG	N
יורדת	遞減	ירד	遞減	V;FEM;SG;V.PTCP;ACT	V
הניח	假定	הניח	假定	V;MASC;SG;3;PST;ACT	V
מוניטין	名譽	מוניטין	名譽	N;MASC;SG	N
מוניטין	聲譽	מוניטין	聲譽	N;MASC;SG	N
מוניטין	名聲	מוניטין	名聲	N;MASC;SG	N
מוניטין	信譽	מוניטין	信譽	N;MASC;SG	N
מוניטין	聲望	מוניטין	聲望	N;MASC;SG	N
תינוק	嬰兒	תינוק	嬰兒	N;MASC;SG	N
תינוק	寶貝	תינוק	寶貝	N;MASC;SG	N
תינוק	寶寶	תינוק	寶寶	N;MASC;SG	N
הוחזר	復職	הוחזר	復職	V;MASC;SG;3;PST;PASS	V
הוחזר	退還	הוחזר	退還	V;MASC;SG;3;PST;PASS	V
צינורות	管道	צינור	管道	N;MASC;PL	N
צינורות	水管	צינור	水管	N;MASC;PL	N
בלבול	混淆	בלבול	混淆	N;MASC;SG	N
בלבול	混亂	בלבול	混亂	N;MASC;SG	N
בלבול	迷惘	בלבול	迷惘	N;MASC;SG	N
אכילה	食	אכילה	食	N;FEM;SG	N
יצרן	廠	יצרן	廠	N;MASC;SG	N
תחנה	站	תחנה	站	N;FEM;SG	N
תחנה	車站	תחנה	車站	N;FEM;SG	N
תחנה	樸	תחנה	樸	N;FEM;SG	N
תחנה	公園	תחנה	公園	N;FEM;SG	N
פצצת	炸彈	פצצה	炸彈	N;FEM;SG	N
המצלמה	鏡頭	המצלם	鏡頭	N;FEM;SG	N
המצלמה	相機	המצלם	相機	N;FEM;SG	N
שרף	樹脂	שרף	樹脂	N;MASC;SG	N
לפרט	指明	פירט	指明	V;NFIN;ACT	V
לפרט	指定	פירט	指定	V;NFIN;ACT	V
צלילה	俯衝	צלילה	俯衝	N;FEM;SG	N
צוותי	團隊	צוות	團隊	N;FEM;PL	N
צוותי	球隊	צוות	球隊	N;FEM;PL	N
צוותי	隊伍	צוות	隊伍	N;FEM;PL	N
רבייה	生殖	רבייה	生殖	N;FEM;SG	N
רבייה	生育	רבייה	生育	N;FEM;SG	N
רבייה	生殖	רבייה	生殖	N;FEM;SG	N
הקשיים	困難	הקשיים	困難	N	N
קונגרס	國會	קונגרס	國會	N;MASC;SG	N
איזון	平衡	איזון	平衡	N;MASC;SG	N
איזון	結餘	איזון	結餘	N;MASC;SG	N
איזון	均衡	איזון	均衡	N;MASC;SG	N
איזון	餘額	איזון	餘額	N;MASC;SG	N
איזון	平衡	איזון	平衡	N;MASC;SG	N
איזון	均衡	איזון	均衡	N;MASC;SG	N
חבורות	瘀傷	חבורה	瘀傷	N;FEM;PL	N
חבורות	挫傷	חבורה	挫傷	N;FEM;PL	N
איכרים	農民	איכר	農民	N;MASC;PL	N
איכרים	農夫	איכר	農夫	N;MASC;PL	N
איכרים	農民	איכר	農民	N;MASC;PL	N
ייחודיות	獨特	ייחודי	獨特	ADJ;FEM;PL	ADJ
ייחודיות	獨一	ייחודי	獨一	ADJ;FEM;PL	ADJ
המאפיין	特性	המאפיין	特性	N;MASC;SG	N
המאפיין	特點	המאפיין	特點	N;MASC;SG	N
המאפיין	特徵	המאפיין	特徵	N;MASC;SG	N
מתמשך	持續	התמשך	持續	V;MASC;SG;V.PTCP	V
מתמשך	持久	התמשך	持久	V;MASC;SG;V.PTCP	V
נקי	乾淨	נקי	乾淨	ADJ;MASC;SG	ADJ
מקהלה	合唱	הקהלה	合唱	N;FEM;SG	N
מקהלה	合唱	הקהלה	合唱	N;FEM;SG	N
מקהלה	合唱	הקהלה	合唱	N;FEM;SG	N
שפל	低低	שפל	低低	N;MASC;SG	N
עלויות	費用	עלות	費用	N;FEM;PL	N
עלויות	成本	עלות	成本	N;FEM;PL	N
יעדים	目標	יעד	目標	N;MASC;PL	N
יעדים	目標	יעד	目標	N;MASC;PL	N
יעדים	目標	יעד	目標	N;MASC;PL	N
יעדים	目	יעד	目	N;MASC;PL	N
יעדים	航點	יעד	航點	N;MASC;PL	N
ביצורים	工事	ביצורים	工事	N;MASC;PL	N
ביצורים	生物	ביצורים	生物	N;MASC;PL	N
להתאמן	練習	התאמן	練習	V;NFIN	V
להעיד	作證	העיד	作證	V;NFIN;ACT	V
מפרש	航行	מפרש	航行	N;MASC;SG	N
ספרייה	圖書	ספרייה	圖書	N;FEM;SG	N
הגשת	歸檔	הגשה	歸檔	N;PSSD;FEM;SG	N
נגזרת	衍生	נגזר	衍生	V;FEM;SG;V.PTCP;MID	V
נגזרת	推導	נגזר	推導	V;FEM;SG;V.PTCP;MID	V
גזים	氣體	גז	氣體	N;MASC;PL	N
נמלים	港口	נמל	港口	N;MASC;PL	N
