اتھاہ	deep	اتھاہ	deep		
بھاری	bogata	بھاری	bogat	ADJ	ADJ;NOM;FEM;SG
بھاری	bogate	بھاری	bogaty	ADJ	ADJ;NOM;NEUT;SG
بھاری	bogaty	بھاری	bogat	ADJ	ADJ;NOM;MASC;SG
بھاری	głośne	بھاری	głośny	ADJ	ADJ;NOM;NEUT;SG
بھاری	głośny	بھاری	głośny	ADJ	ADJ;NOM;MASC;SG
بھاری	godne	بھاری	godny	ADJ	ADJ;NOM;NEUT;SG
بھاری	cenne	بھاری	cenny	ADJ	ADJ;NOM;NEUT;SG
بھاری	wartościowy	بھاری	wartościowy	ADJ	ADJ;NOM;MASC;SG
بھاری	cenna	بھاری	cenna	ADJ	ADJ;NOM;FEM;SG
بھاری	wartościowe	بھاری	wartościowy	ADJ	ADJ;NOM;NEUT;SG
بھاری	cenny	بھاری	cenny	ADJ	ADJ;NOM;MASC;SG
بھاری	duża	بھاری	duży	ADJ	ADJ;NOM;FEM;SG
بھاری	duży	بھاری	duży	ADJ	ADJ;NOM;MASC;SG
بھاری	dużych	بھاری	duży	ADJ	ADJ;GEN;MASC;PL
بھاری	duże	بھاری	duży	ADJ	ADJ;NOM;NEUT;SG
بھاری	ogromna	بھاری	ogromny	ADJ	ADJ;NOM;FEM;SG
بھاری	ogromne	بھاری	ogromny	ADJ	ADJ;NOM;NEUT;SG
بھاری	ogromny	بھاری	ogromny	ADJ	ADJ;NOM;MASC;SG
بھاری	świetne	بھاری	świetny	ADJ	ADJ;NOM;NEUT;SG
بھاری	kosztowne	بھاری	kosztowny	ADJ	ADJ;NOM;NEUT;SG
بھاری	kosztowna	بھاری	kosztowny	ADJ	ADJ;NOM;FEM;SG
بھاری	smutne	بھاری	smutny	ADJ	ADJ;NOM;NEUT;SG
بھاری	smutny	بھاری	smutny	ADJ	ADJ;NOM;MASC;SG
بھاری	smutna	بھاری	smutny	ADJ	ADJ;NOM;FEM;SG
بھاری	trudna	بھاری	trudny	ADJ	ADJ;NOM;FEM;SG
بھاری	trudny	بھاری	trudny	ADJ	ADJ;NOM;MASC;SG
بھاری	bogata	بھاری	bogat	ADJ	ADJ;NOM;FEM;SG
بھاری	bogaty	بھاری	bogat	ADJ	ADJ;NOM;MASC;SG
بھاری	ciężkie	بھاری	ciężki	ADJ	ADJ;NOM;NEUT;SG
بھاری	ciężki	بھاری	ciężki	ADJ	ADJ;NOM;MASC;SG
بھاری	ciężka	بھاری	ciężka	ADJ	ADJ;NOM;FEM;SG
بھاری	ważne	بھاری	ważny	ADJ	ADJ;NOM;NEUT;SG
بھاری	ważny	بھاری	ważny	ADJ	ADJ;NOM;MASC;SG
بھاری	ważna	بھاری	ważny	ADJ	ADJ;NOM;FEM;SG
بھاری	nudny	بھاری	nudny	ADJ	ADJ;NOM;MASC;SG
بھاری	bogata	بھاری	bogat	ADJ	ADJ;NOM;FEM;SG
بھاری	bogate	بھاری	bogaty	ADJ	ADJ;NOM;NEUT;SG
بھاری	bogaty	بھاری	bogat	ADJ	ADJ;NOM;MASC;SG
بھاری	głośne	بھاری	głośny	ADJ	ADJ;NOM;NEUT;SG
بھاری	głośny	بھاری	głośny	ADJ	ADJ;NOM;MASC;SG
بھاری	godne	بھاری	godny	ADJ	ADJ;NOM;NEUT;SG
بھاری	cenne	بھاری	cenny	ADJ	ADJ;NOM;NEUT;SG
بھاری	wartościowy	بھاری	wartościowy	ADJ	ADJ;NOM;MASC;SG
بھاری	cenna	بھاری	cenna	ADJ	ADJ;NOM;FEM;SG
بھاری	wartościowe	بھاری	wartościowy	ADJ	ADJ;NOM;NEUT;SG
بھاری	cenny	بھاری	cenny	ADJ	ADJ;NOM;MASC;SG
بھاری	duża	بھاری	duży	ADJ	ADJ;NOM;FEM;SG
بھاری	duży	بھاری	duży	ADJ	ADJ;NOM;MASC;SG
بھاری	dużych	بھاری	duży	ADJ	ADJ;GEN;MASC;PL
بھاری	duże	بھاری	duży	ADJ	ADJ;NOM;NEUT;SG
بھاری	ogromna	بھاری	ogromny	ADJ	ADJ;NOM;FEM;SG
بھاری	ogromne	بھاری	ogromny	ADJ	ADJ;NOM;NEUT;SG
بھاری	ogromny	بھاری	ogromny	ADJ	ADJ;NOM;MASC;SG
بھاری	świetne	بھاری	świetny	ADJ	ADJ;NOM;NEUT;SG
بھاری	kosztowne	بھاری	kosztowny	ADJ	ADJ;NOM;NEUT;SG
بھاری	kosztowna	بھاری	kosztowny	ADJ	ADJ;NOM;FEM;SG
بھاری	smutne	بھاری	smutny	ADJ	ADJ;NOM;NEUT;SG
بھاری	smutny	بھاری	smutny	ADJ	ADJ;NOM;MASC;SG
بھاری	smutna	بھاری	smutny	ADJ	ADJ;NOM;FEM;SG
بھاری	trudna	بھاری	trudny	ADJ	ADJ;NOM;FEM;SG
بھاری	trudny	بھاری	trudny	ADJ	ADJ;NOM;MASC;SG
بھاری	bogata	بھاری	bogat	ADJ	ADJ;NOM;FEM;SG
بھاری	bogaty	بھاری	bogat	ADJ	ADJ;NOM;MASC;SG
بھاری	ciężkie	بھاری	ciężki	ADJ	ADJ;NOM;NEUT;SG
بھاری	ciężki	بھاری	ciężki	ADJ	ADJ;NOM;MASC;SG
بھاری	ciężka	بھاری	ciężka	ADJ	ADJ;NOM;FEM;SG
بھاس	light	بھاس	light		
بھاس	splendor	بھاس	splendor		
بھاشن	przemowa	بھاشن	przemować	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھاشن	przemówienie	بھاشن	przemówienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھاشن	wystąpienie	بھاشن	wystąpienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھاشن	mówienie	بھاشن	mówić	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بھاشن	mówienie	بھاشن	mówić	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بھاشن	wykład	بھاشن	wykład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھاکنا	powiedz	بھاک	powiedzieć	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھاکنا	mów	بھاک	mówić	V;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بھاگ	udostępnić	بھاگ	udostępnić	V;ACT	V;PFV;NFIN;ACT
بھاگ	udział	بھاگ	udział	V;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
بھاگ	podział	بھاگ	podziać	V;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
بھاگتا	zbiega	بھاگ	zbieg	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بھاگڑ	stampede	بھاگڑ	stamped		
بھاگنا	odbiegać	بھاگ	odbiegać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بھاگنا	uciec	بھاگ	uciec	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھاگنا	latać	بھاگ	latać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بھاگنا	leć	بھاگ	leć	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بھال	czoło	بھال	czoło	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھال	szczęście	بھال	szczęście	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھانا	proszę	بھانا	prosić	V;MASC;SG;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
بھانا	doceniam	بھانا	doceniać	V;MASC;SG;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
بھانپنا	zgadnij	بھانپنا	zgadnąć	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھانت	moda	بھانت	moda		
بھانت	fashion	بھانت	fashion		
بھانت	mody	بھانت	moda		
بھانت	way	بھانت	wy		
بھانت	style	بھانت	style		
بھانج	twist	بھانج	twist		
بھانجنا	podziel	بھانجنا	podziel	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھانجنا	podzielić	بھانجنا	podzielić	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھانجنا	dziel	بھانجنا	dziel	V;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بھانڈنا	nadużycie	بھانڈنا	nadużyty	V;SG;NFIN;ACT	V;PFV;IND;SG;FIN;ACT
بھانور	krążenie	بھانور	krążyć		
بھائو	wyboru	بھائو	wybór		
بھائو	love	بھائو	lova		
بھائو	price	بھائو	prica		
بھائو	cena	بھائو	cena		
بھائو	stawki	بھائو	stawka		
بھائو	honor	بھائو	honor		
بھائی	towarzysz	بھائی	towarzysz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھائی	brat	بھائی	brat	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھائی	towarzysz	بھائی	towarzysz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھبکانا	stymulować	بھبکانا	stymulować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بھبکانا	pobudzić	بھبکانا	pobudzić	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھبھر	paniki	بھبھر	panik		
بھبھر	dread	بھبھر	dread		
بُھتاہا	straszy	بُھتاہا	straszyć	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بھٹکا	stracił	بھٹک	stracić	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
بھٹکنا	odbiegać	بھٹک	odbiegać	V;NFIN;ACT	V;IPFV;NFIN;ACT
بھچ	splash	بھچ	splash		
بھچک	limp	بھچک	limp		
بُھچکانا	przestraszyć	بُھچکانا	przestraszyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھدرک	profit	بھدرک	profit		
بھدرک	grace	بھدرک	graka		
بھرپور	pełna	بھرپور	pełny	ADJ	ADJ;NOM;FEM;SG
بھرپور	pełny	بھرپور	pełny	ADJ	ADJ;NOM;MASC;SG
بھرا	wściekłe	بھرا	wściekły	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بھرا	pełna	بھرا	pełny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بھرا	pełny	بھرا	pełny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بھرا	wypełniony	بھرا	wypełnić	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بھرا	wypełnione	بھرا	wypełnić	ADJ;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بھرتا	mężu	بھرتا	mąż	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بھرتا	maz	بھرتا	maza	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
بھرتا	dostawca	بھرتا	dostawca	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;PST;FIN;ACT
بُھرکس	drzazgi	بُھرکس	drzazga		
بھرم	wątpliwość	بھرم	wątpliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھرم	sekret	بھرم	sekret	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھرم	tajemnica	بھرم	tajemnica	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھرم	podejrzenia	بھرم	podejrzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھرم	podejrzenie	بھرم	podejrzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھرم	kredyt	بھرم	kredyt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھرم	zamęt	بھرم	zamęt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھرم	zamieszanie	بھرم	zamieszanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھرم	zakłopotanie	بھرم	zakłopotanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھرم	błąd	بھرم	błąd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھرنا	cierpieć	بھر	cierpieć	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بھرنا	misiu	بھر	misieć	V;SG;NFIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
بھرنا	cierpieć	بھر	cierpieć	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بھرنا	wypełnij	بھر	wypełnić	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھرنا	wypełnić	بھر	wypełnić	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھرنا	misiu	بھر	misieć	V;SG;NFIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
بھری	pełna	بھر	pełny	ADJ;FEM	ADJ;NOM;FEM;SG
بھری	pełny	بھر	pełny	ADJ;FEM	ADJ;NOM;MASC;SG
بھری	wypełniony	بھر	wypełnić	ADJ;FEM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بھری	wypełnione	بھر	wypełnić	ADJ;FEM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بِھڑ	wasp	بِھڑ	wasp		
بِھڑ	hornet	بِھڑ	hornet		
بھڑک	pokaż	بھڑک	pokazać	V;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھڑکانا	przestraszyć	بھڑکانا	przestraszyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھڑکانا	przestraszyć	بھڑکانا	przestraszyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بِھڑنا	dołącz	بِھڑ	dołączyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
بھس	ember	بھس	ember		
بھسکنا	zużywają	بھسک	zużywać	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
بھسکنا	pożreć	بھسک	pożreć	V;NFIN;ACT	V;PFV;NFIN;ACT
بھک	puff	بھک	puff		
بِھکاری	żebrak	بِھکاری	żebrak	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بھگانا	porwać	بھگا	porwać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھگانا	pokonać	بھگا	pokonać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھگدڑ	zamęt	بھگدڑ	zamęt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھگدڑ	zamieszanie	بھگدڑ	zamieszanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھگدڑ	zakłopotanie	بھگدڑ	zakłopotanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھگدڑ	panika	بھگدڑ	panika	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھگدڑ	zaburzenie	بھگدڑ	zaburzyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھگر	oszustwo	بھگر	oszustwo		
بھگر	oszustwa	بھگر	oszustwo		
بھگر	wilgoć	بھگر	wilgoć		
بھگر	trick	بھگر	trick		
بُھلانا	zapomnij	بُھلانا	zapomnieć	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھلائی	życzliwość	بھلائی	życzliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	cnota	بھلائی	cnota	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	dobrostan	بھلائی	dobrostan	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بھلائی	dobrobyt	بھلائی	dobrobyt	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بھلائی	korzyść	بھلائی	korzyść	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	świadczenie	بھلائی	świadczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بھلائی	życzliwość	بھلائی	życzliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	dobroć	بھلائی	dobroć	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	uprzejmość	بھلائی	uprzejmość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	życzliwość	بھلائی	życzliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	dobroć	بھلائی	dobroć	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	cnota	بھلائی	cnota	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	dobrostan	بھلائی	dobrostan	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بھلائی	dobrobyt	بھلائی	dobrobyt	N;NOM;FEM;SG;3	N;NOM;MASC;SG
بھلائی	korzyść	بھلائی	korzyść	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	świadczenie	بھلائی	świadczenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بھلائی	życzliwość	بھلائی	życzliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	dobroć	بھلائی	dobroć	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بھلائی	uprzejmość	بھلائی	uprzejmość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بِھن	seine	بِھن	seiny		
بھُنڈ	pecha	بھُنڈ	pech		
بھنگ	cannabis	بھنگ	cannabis		
بھنگ	konopie	بھنگ	konop		
بھنگ	złamany	بھنگ	złamać		
بھنگ	konopi	بھنگ	konopić		
بھنگ	konopie	بھنگ	konop		
بھُو	gleby	بھُو	gleba		
بھُو	world	بھُو	world		
بھُو	land	بھُو	land		
بھُو	earth	بھُو	earth		
بھور	dawn	بھور	dawny		
بھوگ	klątwa	بھوگ	klątwa		
بھوگ	joy	بھوگ	joy		
بھوگ	biesiada	بھوگ	biesiad		
بھوگ	body	بھوگ	bód		
بھوگ	nadwozia	بھوگ	nadwóziać		
بھُول	niepamięć	بھُول	niepamięć		
بھُول	wina	بھُول	wino		
بھُول	pomyłka	بھُول	pomyłka		
بھُولنا	zapomnij	بھہول	zapomnieć	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھُولنا	pominąć	بھہول	pominąć	V;NFIN;ACT	V;PFV;NFIN;ACT
بھُوننا	płonie	بھہوننا	płonąć	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بھُوننا	spalić	بھہوننا	spalić	V;NFIN;ACT	V;IPFV;NFIN;ACT
بھُوننا	spal	بھہوننا	spal	V;NFIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
بھی	też	بھی	też	PART	PART
بھی	zbyt	بھی	zbyt	PART	PART
بھی	też	بھی	też	PART	PART
بھی	zbyt	بھی	zbyt	PART	PART
بھی	także	بھی	także	PART	PART
بھی	też	بھی	też	PART	PART
بھی	również	بھی	również	PART	PART
بھَے	dread	بھ	dread		
بھیانک	okropne	بھیانک	okropny	ADJ	ADJ;NOM;NEUT;SG
بھیانک	straszne	بھیانک	straszny	ADJ	ADJ;NOM;NEUT;SG
بھیانک	okropny	بھیانک	okropny	ADJ	ADJ;NOM;MASC;SG
بھیانک	przerażające	بھیانک	przerażający	ADJ	ADJ;NOM;NEUT;SG
بھیانک	przerażająca	بھیانک	przerażający	ADJ	ADJ;NOM;FEM;SG
بِھیتر	wnętrze	بِھیتر	wnętrze	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بِھیتر	wnętrza	بِھیتر	wnętrze	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھیجنا	wyślij	بھیج	wysłać	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بھیجنا	wysłać	بھیج	wysłać	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بھیڑ	meek	بھیڑ	meek		
بھیڑ	meek	بھیڑ	meek		
بھیڑ	ewe	بھیڑ	ewe		
بھیڑ	owiec	بھیڑ	owiec		
بھیس	powietrze	بھیس	powietrze	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھیس	kamuflaż	بھیس	kamuflaż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھیس	kamuflaż	بھیس	kamuflaż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھیس	suknia	بھیس	suknia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھیس	sukienka	بھیس	sukienka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھیس	powietrze	بھیس	powietrze	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھیس	kamuflaż	بھیس	kamuflaż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھیس	kamuflaż	بھیس	kamuflaż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھیس	suknia	بھیس	suknia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھیس	sukienka	بھیس	sukienka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھینٹ	wywiad	بھینٹ	wywiad	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھینٹ	przesłuchanie	بھینٹ	przesłuchanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بھینٹ	rozmowa	بھینٹ	rozmowa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھینٹ	wprowadzanie	بھینٹ	wprowadzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بھینٹ	wstęp	بھینٹ	wstęp	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بھینٹ	wprowadzenie	بھینٹ	wprowadzić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بھینٹ	poświęcenie	بھینٹ	poświęcenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بھینٹ	ofiara	بھینٹ	ofiara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھینٹ	odwiedziny	بھینٹ	odwiedzina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بھینٹ	wizyta	بھینٹ	wizyta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بِھینچنا	naciśnij	بِھینچ	naciśnąć	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
پا	kontynuując	پا	kontynuować	V;ACT	V;IPFV;PRS;V.CVB;ACT
پا	kontynuuje	پا	kontynuować	V;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
پا	stały	پا	stać	V;ACT	V;IPFV;MASC;IND;PL;PST;FIN;ACT
پا	stoi	پا	stać	V;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
پا	stojąc	پا	stać	V;ACT	V;IPFV;PRS;V.CVB;ACT
پابند	zaangażowana	پابند	zaangażować	ADJ	ADJ;NOM;FEM;SG
پابند	zaangażowany	پابند	zaangażować	ADJ	ADJ;NOM;MASC;SG
پابند	związany	پابند	związać	ADJ	ADJ;NOM;MASC;SG
پابند	związani	پابند	związać	ADJ	ADJ;NOM;MASC;PL
پابند	związana	پابند	związać	ADJ	ADJ;NOM;FEM;SG
پابند	kontrolowane	پابند	kontrolować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
پابند	kontrolowana	پابند	kontrolować	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
پابند	kontrolowanych	پابند	kontrolować	ADJ	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
پابند	kontrolowany	پابند	kontrolować	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
پابندی	sterowanie	پابندی	sterować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
پابندی	kontrola	پابندی	kontrola	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پابندی	powściągliwość	پابندی	powściągliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پابندی	zakaz	پابندی	zakaz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
پابندی	sprawdzanie	پابندی	sprawdzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
پابندی	sterowanie	پابندی	sterować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
پابندی	kontrola	پابندی	kontrola	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پابندی	powściągliwość	پابندی	powściągliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پابندی	zakaz	پابندی	zakaz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
پابندی	ograniczenie	پابندی	ograniczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پابندی	sprawdzanie	پابندی	sprawdzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
پامردی	odwaga	پامردی	odwaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پامردی	męstwo	پامردی	męstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پامردی	odwaga	پامردی	odwaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پامردی	męstwo	پامردی	męstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پامردی	rezolucja	پامردی	rezolucja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
دیرپا	trwałego	دیرپا	trwały	ADJ	ADJ;ACC;MASC;SG
دیرپا	trwałego	دیرپا	trwały	ADJ	ADJ;ACC;MASC;SG
پاپڑ	sucha	پاپڑ	suchy		
پاپڑ	suche	پاپڑ	suchy		
پاپڑ	sucho	پاپڑ	sucho		
پاپی	winny	پاپی	winny		
پاتُر	prostytutka	پاتُر	prostytutka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پاٹنا	wzbogacić	پاٹ	wzbogacić	V;MASC;SG;ACT	V;PFV;NFIN;ACT
پاچ	emerald	پاچ	emerald		
پاد	stopy	پاد	stopa		
پاداش	kara	پاداش	kara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پاداش	kara	پاداش	kara	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پادشاہی	monarchia	پادشاہی	monarchia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پادشاہی	panowanie	پادشاہی	panować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
پادشاہی	królestwo	پادشاہی	królestwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پار	upłynął	پار	upłynąć	V;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
پار	upłynął	پار	upłynąć	V;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
پارچہ	tkanina	پارچہ	tkanina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پارچہ	ryba	پارچہ	ryba	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پارچہ	rybka	پارچہ	rybka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پارسائی	czystość	پارسائی	czystość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
پارلیمان	parlament	پارلیمان	parlament	N;NOM;MASC;SG;3	N;NOM;MASC;SG
پارہ	porcja	پارہ	porcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پارہ	plaster	پارہ	plaster	N;NOM;MASC;SG;3	N;NOM;MASC;SG
پارہ	rtęć	پارہ	rtęć	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پارہ	porcja	پارہ	porcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پارہ	złom	پارہ	złom	N;NOM;MASC;SG;3	N;NOM;MASC;SG
پارہ	plaster	پارہ	plaster	N;NOM;MASC;SG;3	N;NOM;MASC;SG
پارینہ	stare	پارینہ	stary		
پارینہ	old	پارینہ	old		
پارینہ	stara	پارینہ	stary		
پاڑ	platform	پاڑ	platform		
پاڑنا	polować	پاڑ	polować	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
