категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
предаде	förrådde	предам-(се)	förråda	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;V.PTCP;ACT
обвинен	anklagades	обвиня	anklaga	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
обвинен	anklagas	обвиня	anklaga	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;FIN;PASS
обвинен	debiteras	обвиня	debitera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
получени	erhållits	получа	erhålla	V;PFV;INDF;PL;V.PTCP;PASS	V;V.CVB;PASS
изменения	ändringar	изменение	ändring	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
изменения	ändringar	изменение	ändring	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
изменения	modifieringar	изменение	modifiering	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
изменения	ändringar	изменение	ändring	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
изменения	förändringar	изменение	förändring	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
палау	palau	палау	palau	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
зенит	zenith	зенит	zenith	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
луна	luna	луна	luna	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
луна	måne	луна	måne	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
луна	moon	луна	moon	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
порнографски	pornografiskt	порнографски	pornografisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
законодателство	lagstiftning	законодателство	lagstiftning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
естествена	naturlig	естествен	naturlig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
естествена	naturligt	естествен	naturlig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
премахване	borttagning	премахване	borttagning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разширяване	utökning	разширяване	utökning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разширяване	utbyggnad	разширяване	utbyggnad	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разширяване	expansion	разширяване	expansion	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разширяване	utvidgning	разширяване	utvidgning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разширяване	utvidgning	разширяване	utvidgning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
растителни	vegetabiliska	растителен	vegetabilisk	ADJ;INDF;PL	ADJ;NOM;PL
трудности	svårigheter	трудност	svårighet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
трудности	svårigheter	трудност	svårighet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
съкратено	förkortas	съкратено	förkorta	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;IND;PRS;NFIN;PASS
хоп	hop	хоп	hop	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
аргументи	argument	аргумент	argument	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
аргументи	argument	аргумент	argument	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
парламентарни	parlamentariska	парламентарен	parlamentarisk	ADJ;INDF;PL	ADJ;NOM;PL
маймуни	apor	маймун	apa	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
маймуни	apor	маймун	apa	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
възстановена	återställts	възстановя-(се)	återställa	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;V.CVB;PASS
възстановена	återfås	възстановя-(се)	återfås	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;NFIN;PASS
постижение	prestation	постижение	prestation	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
постижение	prestation	постижение	prestation	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
познания	kunskaper	познание	kunskap	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
бутан	butan	бутан	buta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
вал	val	вал	val	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
императорът	kejsaren	император	kejsare	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
пътници	passagerare	пътник	passagerare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
пътници	resenärer	пътник	resenär	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
съдържащи	innehållande	съдържам-(се)	innehålla	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
прекъсва	avbryter	прекъсвам-(се)	avbryta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
болницата	sjukhuset	болница	sjukhus	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
степени	examina	степен	examin	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
съответства	motsvarar	съответство	motsvara	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
рождество	christmas	рождество	christma	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
рождество	jul	рождество	jul	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
кодекс	codex	кодекс	codex	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
защити	skydda	защитя	skydda	V;PFV;IMP;SG;2;FIN	V;IMP;FIN;ACT
защити	beskydda	защитя	beskydd	V;PFV;IMP;SG;2;FIN	V;IMP;NFIN;ACT
процент	procent	процент	procent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
процент	procentsats	процент	procentsats	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
идентичност	identitet	идентичност	identitet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
меч	svärd	меч	svärd	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
цени	priser	цена	pris	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
максимум	maximum	максимум	maximum	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
неизвестен	okänd	неизвестен	okänd	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
неизвестен	okänt	неизвестен	okän	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
оценява	bedömer	оценявам	bedöma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
зима	winter	зима	winter	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
зима	vinter	зима	vinter	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ръчно	manuellt	ръчно	manuell	ADV	ADV
техническо	tekniskt	технически	teknisk	ADV	ADV
промоция	främjande	промоция	främja	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
промоция	befordran	промоция	befordran	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
промоция	marknadsföring	промоция	marknadsföring	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
промоция	kampanj	промоция	kampanj	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	impact	сблъсък	impact	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	inverkan	сблъсък	inverkan	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	påverkan	сблъсък	påverkan	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	clash	сблъсък	clash	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	krock	сблъсък	krock	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	sammanstötning	сблъсък	sammanstötning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	kollision	сблъсък	kollision	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сблъсък	krock	сблъсък	krock	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
снукър	snooker	снукър	snook	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пехотата	infanteriet	пехота	infanteri	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
подходяща	passande	подходящ	passa	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
подходяща	lämplig	подходящ	lämplig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
подходяща	lämpligt	подходящ	lämplig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
подходяща	lämpligt	подходящ	lämplig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
подходяща	lämplig	подходящ	lämplig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
подходяща	passande	подходящ	passa	ADJ;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
композиции	sammansättningar	композиция	sammansättning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
мозъка	hjärnan	мозък	hjärna	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
персонал	personal	персонал	personal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
персонал	personal	персонал	personal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
празнува	firar	празнувам	fira	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
състояния	förutsättningar	състояние	förutsättning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
състояния	villkor	състояние	villkor	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
състояния	förhållanden	състояние	förhållande	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
юристи	advokater	юрист	advokat	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
юристи	jurister	юрист	jurist	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ключ	tangent	ключ	tangent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ключ	nyckel	ключ	nyckel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ключ	key	ключ	key	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
регионален	regionalt	регионален	regional	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
знание	kunskap	знание	kunskap	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знание	kännedom	знание	kännedom	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
знание	vetskap	знание	vetskap	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
разлики	olikheter	разлика	olikhet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
разлики	meningsskiljaktigheter	разлика	meningsskiljaktighet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
разлики	skillnader	разлика	skillnad	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
въвеждане	introduktion	въвеждане	introduktion	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
въвеждане	inledning	въвеждане	inledning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
въвеждане	införande	въвеждане	införande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
въвеждане	införsel	въвеждане	införsel	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
въвеждане	indata	въвеждане	indat	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
въвеждане	inmatning	въвеждане	inmatning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
въвеждане	tillförsel	въвеждане	tillförsel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
въвеждане	input	въвеждане	input	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
въвеждане	enter	въвеждане	enter	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
образци	mallar	образец	malla	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
образци	modeller	образец	modell	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
образци	förlagor	образец	förlaga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
образци	prover	образец	prov	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
човешка	mänsklig	човешки	mänsklig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
човешка	mänskligt	човешки	mänsklig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
столици	huvudstäder	столица	huvudstad	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
бомба	bomb	бомба	bomb	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
богинята	gudinnan	богиня	gudinna	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
страда	lider	страдам	lida	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
страда	lidit	страдам	lida	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.CVB;ACT
привърженици	supportrar	привърженик	supportra	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
привърженици	anhängare	привърженик	anhängare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
японска	japansk	японски	japansk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
японска	japanskt	японски	japansk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
сутрин	godmorgon	сутрин	godmorgon	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сутрин	morgon	сутрин	morgon	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сутрин	morning	сутрин	morning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кралска	kunglig	кралски	kunglig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
кралска	kungligt	кралски	kunglig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
пола	kön	пола	kön	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
пола	kjol	пола	kjol	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
пола	paula	пола	paula	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гей	bög	гей	bög	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
гей	gay	гей	gay	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
фланг	flank	фланг	flank	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
акула	haj	акул	haj	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
акула	shark	акул	shark	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
кандидати	kandidater	кандидат	kandidat	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
влак	train	влак	train	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
влак	tåg	влак	tåg	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
живели	bott	живея	bott	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;V.CVB;ACT
живели	levt	живея	leva	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;V.CVB;ACT
поява	uppkomst	поява	uppkomst	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
поява	utseende	поява	utseende	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
излизане	utgång	излизане	utgång	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
излизане	utförsel	излизане	utförsel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
излизане	utträde	излизане	utträde	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
арт	art	арт	art	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
арт	konsten	арт	konst	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
арт	konst	арт	konst	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
блог	blog	блог	blog	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
блог	blogg	блог	blogg	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
външно	utvändigt	външен	utvändig	ADV	ADV
външно	externt	външен	extern	ADV	ADV
външно	externt	външен	extern	ADV	ADV
външно	utvändigt	външен	utvändig	ADV	ADV
километър	mile	километър	mile	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
километър	mil	километър	mil	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сахара	sahara	сахар	sahara	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
последователи	efterföljare	последовател	efterföljare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
последователи	anhängare	последовател	anhängare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
последователи	följare	последовател	följare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
последователи	lärjungar	последовател	lärjung	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
стомана	stål	стомана	stål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
покритие	omslag	покритие	omslag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
покритие	överdrag	покритие	överdrag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
покритие	beläggning	покритие	beläggning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
покритие	täckning	покритие	täckning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
пространства	mellanslag	пространство	mellanslag	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
пространства	blanksteg	пространство	blanksteg	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
пространства	utrymmen	пространство	utrymme	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
поддържане	underhåll	поддържане	underhåll	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
предимство	övertag	предимство	övertag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
предимство	fördel	предимство	fördel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
кожи	pälsar	кожа	päls	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
разрушена	revs	разруша-(се)	reva	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
архиепископи	ärkebiskopar	архиепископ	ärkebiskop	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
неизвестни	okända	неизвестен	okänd	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
стадиони	arenor	стадион	arena	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
дъжд	regn	дъжд	regn	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
дъжд	rain	дъжд	rain	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
обстановка	omgivning	обстановка	omgivning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
мислене	tänkande	мислене	tänkande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
любимец	pet	любимец	pet	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
любимец	sällskapsdjur	любимец	sällskapsdjur	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
въведена	introducerades	въведа	introducera	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
въведена	infördes	въведа	införa	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
веригата	kedjan	верига	kedjan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
клиенти	kunder	клиент	kund	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
клиенти	klienter	клиент	klient	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
клиенти	kunder	клиент	kund	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
изречение	mening	изречение	mening	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
постройки	konstruktioner	постройка	konstruktion	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
постройки	strukturer	постройка	struktur	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
бруней	brunei	бруней	brunei	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
мат	matt	мат	matt	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
осми	åttonde	осми	åtta	ADJ;INDF;MASC;SG	ADJ;NOM
сложен	krångligt	сложен	krånglig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
сложен	komplicerad	сложен	komplicerad	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
сложен	komplicerat	сложен	komplicerad	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ръководители	ledare	ръководител	ledare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ръководители	chefer	ръководител	chef	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
церемонията	ceremonin	церемония	ceremoni	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
чиста	ren	чист	ren	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
чиста	ren	чист	ren	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
семена	frön	семе	frö	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
потър	potter	потър	pott	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
схеми	ordningar	схема	ordning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
аромат	smak	аромат	smak	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
аромат	arom	аромат	arom	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
аромат	doft	аромат	doft	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
аромат	doft	аромат	doft	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
аромат	arom	аромат	arom	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
аромат	doft	аромат	doft	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
модерни	moderna	модерен	modern	ADJ;INDF;PL	ADJ;NOM;PL
съоръжение	anläggning	съоръжение	anläggning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
необходимост	behov	необходимост	behov	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
необходимост	nödvändighet	необходимост	nödvändighet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
разработена	utvecklades	разработя-(се)	utvecklad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
разработена	utvecklats	разработя-(се)	utveckla	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;V.CVB;PASS
богиня	gudinna	богиня	gudinn	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
космонавт	kosmonaut	космонавт	kosmonaut	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
космонавт	astronaut	космонавт	astronaut	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
космонавт	spaceman	космонавт	spaceman	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сценаристи	författare	сценарист	författare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
формация	formation	формация	formation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
формация	bildning	формация	bildning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
скандал	skandal	скандал	skandal	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
интересен	intressant	интересен	intressant	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
журналистика	journalistik	журналистика	journalistik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
жилища	bostäder	жилище	bostad	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
жилища	bostäder	жилище	bostad	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
сигнали	signaler	сигнал	signal	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сигнали	registreringar	сигнал	registrering	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сигнали	varningar	сигнал	varning	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
деспот	despot	деспот	despot	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
поколения	generationers	поколение	generation	N;INDF;NEUT;PL	N;GEN;INDF;MASC+FEM;PL
поколения	generationer	поколение	generation	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
арда	arda	ард	arda	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
засяга	påverkar	засягам-(се)	påverka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
височини	höjder	височин	höjder	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
творчески	kreativ	творчески	kreativ	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
