die	de	die	de	DET;DEF	DET;DEF
ervarings	ervaringen	ervaring	ervaring	N;PL	N;PL
voorneme	intentie	voorneme	intentie	N;SG	N;MASC+FEM;SG
saai	zaai	saai	zaai	V;PRS	V;SG;PRS;FIN
saai	zaaien	saai	zaaien	V;PRS	V;NFIN
birmingham	birmingham	birmingham	birmingham	N;SG	N;NEUT;SG
kopieë	kopieën	kopie	kopieën	N;PL	N;PL
kopieë	afschriften	kopie	afschrift	N;PL	N;PL
kopieë	exemplaren	kopie	exemplaar	N;PL	N;PL
kubieke	derdegraads	kubiek	derdegraads	ADJ;NOM	ADJ
kubieke	kubieke	kubiek	kubiek	ADJ;NOM	ADJ
kontras	tegenstelling	kontras	tegenstelling	N;SG	N;MASC+FEM;SG
kontras	contrast	kontras	contrast	N;SG	N;NEUT;SG
diverse	divers	divers	diver	ADJ;NOM	ADJ
diverse	diverse	divers	divers	ADJ;NOM	ADJ
diverse	divers	divers	diver	ADJ;NOM	ADJ
pomp	pompen	pomp	pomp	V;PRS	V;NFIN
pomp	gepompt	pomp	pompen	V;PRS	V;V.PTCP
etage	podium	etag	podium	N;SG	N;NEUT;SG
etage	fase	etag	fase	N;SG	N;MASC+FEM;SG
etage	toneel	etag	toneel	N;SG	N;NEUT;SG
etage	stadium	etag	stadium	N;SG	N;NEUT;SG
justisie	gerechtigheid	justisie	gerechtigheid	N;SG	N;MASC+FEM;SG
justisie	justitie	justisie	justitie	N;SG	N;MASC+FEM;SG
justisie	rechtvaardigheid	justisie	rechtvaardigheid	N;SG	N;MASC+FEM;SG
protokol	protocol	protokol	protocol	N;SG	N;NEUT;SG
agtervoegsel	achtervoegsel	agtervoegsel	achtervoegsel	N;SG	N;NEUT;SG
demografiese	demografisch	demografies	demografisch	ADJ;NOM	ADJ
demografiese	demografische	demografies	demografisch	ADJ;NOM	ADJ
anker	verankeren	anker	verankeren	V;PRS	V;NFIN
rhône	rhône	rhône	rhône	N;SG	N;MASC+FEM;SG
opvoering	prestatie	opvoering	prestatie	N;SG	N;MASC+FEM;SG
kliek	klik	kliek	klik	V;PRS	V;SG;PRS;FIN
kliek	klikken	kliek	klikken	V;PRS	V;NFIN
fondament	stichting	fondament	stichting	N;SG	N;MASC+FEM;SG
fondament	fundering	fondament	fundering	N;SG	N;MASC+FEM;SG
verduideliking	verklaring	verduideliking	verklaring	N;SG	N;MASC+FEM;SG
verduideliking	uitleg	verduideliking	uitleg	N;SG	N;MASC+FEM;SG
verduideliking	toelichting	verduideliking	toelichting	N;SG	N;MASC+FEM;SG
heraldiek	heraldiek	heraldiek	heraldiek	N;SG	N;MASC+FEM;SG
voorrade	benodigdheden	voorrade	benodigdheid	N;PL	N;PL
voorrade	voorraden	voorrade	voorraad	N;PL	N;PL
voorrade	leveringen	voorrade	levering	N;PL	N;PL
waai	zwaaien	waai	zwaaien	V;PRS	V;NFIN
koshuis	studentenclub	koshuis	studentenclub	N;SG	N;MASC+FEM;SG
koshuis	studentenvereniging	koshuis	studentenvereniging	N;SG	N;MASC+FEM;SG
koshuis	broederschap	koshuis	broederschap	N;SG	N;MASC+FEM;SG
kontinente	werelddelen	kontinent	werelddeel	N;PL	N;PL
kontinente	continenten	kontinent	continent	N;PL	N;PL
reptiele	reptielen	reptiel	reptiel	N;PL	N;PL
minuut	minuut	minuut	minuut	N;SG	N;MASC+FEM;SG
minuut	minuutje	minuut	minuut	N;SG	N;NEUT;SG
krater	krater	kraat	kraat	N;SG	N;MASC+FEM;SG
resolusie	resolutie	resolusie	resolutie	N;SG	N;MASC+FEM;SG
skatting	schatting	skatting	schatting	N;SG	N;MASC+FEM;SG
skatting	raming	skatting	raming	N;SG	N;MASC+FEM;SG
skatting	inschatting	skatting	inschatting	N;SG	N;MASC+FEM;SG
skatting	schatting	skatting	schatting	N;SG	N;MASC+FEM;SG
skatting	raming	skatting	raming	N;SG	N;MASC+FEM;SG
skatting	est	skatting	est	N;SG	N;MASC+FEM;SG
horing	horn	horing	horn	N;SG	N;MASC+FEM;SG
horing	hoorn	horing	hoorn	N;SG	N;MASC+FEM;SG
bevryding	bevrijding	bevryding	bevrijding	N;SG	N;MASC+FEM;SG
begroting	budget	begroting	budget	N;SG	N;NEUT;SG
begroting	begroting	begroting	begroting	N;SG	N;MASC+FEM;SG
herschel	herschel	herschel	herschel	N;SG	N;MASC+FEM;SG
analitiese	analytisch	analities	analytisch	ADJ;NOM	ADJ
analitiese	analytisch	analities	analytisch	ADJ;NOM	ADJ
analitiese	analytische	analities	analytisch	ADJ;NOM	ADJ
koster	koster	koster	koster	N;SG	N;MASC+FEM;SG
tsjeggiese	tsjechische	tsjeggies	tsjechisch	ADJ;NOM	ADJ
tsjeggiese	tsjechisch	tsjeggies	tsjechisch	ADJ;NOM	ADJ
sessie	sessie	sessie	sessie	N;SG	N;MASC+FEM;SG
sessie	zitting	sessie	zitting	N;SG	N;MASC+FEM;SG
documenta	documenta	documenta	documenta	N;SG	N;MASC+FEM;SG
vurige	vurige	vurige	vurig	ADJ;NOM	ADJ
vurige	vurig	vurige	vurig	ADJ;NOM	ADJ
aanvraag	eisen	aanvraag	eisen	V;PRS	V;NFIN
informele	informele	informeel	informeel	ADJ;NOM	ADJ
informele	informeel	informeel	informeel	ADJ;NOM	ADJ
informele	ongedwongen	informeel	ongedwingen	ADJ;NOM	ADJ
etiek	ethiek	etiek	ethiek	N;SG	N;MASC+FEM;SG
skyn	schijnen	skyn	schijnen	V;PRS	V;NFIN
huishoudings	huishoudens	huishouding	huishouden	N;PL	N;PL
huishoudings	gezinnen	huishouding	gezin	N;PL	N;PL
carcassonne	carcassonne	carcassonne	carcassonne	N;SG	N;MASC+FEM;SG
komponiste	componisten	komponiste	componist	N;PL	N;PL
ruimtes	ruimtes	ruimte	ruimte	N;PL	N;PL
ruimtes	spaties	ruimte	spatie	N;PL	N;PL
ruimtes	ruimten	ruimte	ruimte	N;PL	N;PL
ruimtes	vlekken	ruimte	vlek	N;PL	N;PL
ruimtes	plekken	ruimte	plekken	N;PL	N;PL
ruimtes	spots	ruimte	spots	N;PL	N;PL
donkerder	donkerder	donkerder	donkerder	ADJ;NOM;CMPR	ADJ;CMPR
variasie	variatie	variasie	variatie	N;SG	N;MASC+FEM;SG
dankbaarheid	dankbaarheid	dankbaarheid	dankbaarheid	N;SG	N;MASC+FEM;SG
asteroïde	asteroïde	astero	asteroïde	N;SG	N;MASC+FEM;SG
sluiting	vergrendeling	sluiting	vergrendeling	N;SG	N;MASC+FEM;SG
herken	herken	herken	herken	V;PRS	V;PRS;FIN
herken	herkennen	herken	herkennen	V;PRS	V;NFIN
herken	erkende	herken	erkennen	V;PRS	V;FIN
herken	herkend	herken	herkend	V;PRS	V;V.PTCP
herken	erkend	herken	erkend	V;PRS	V;V.PTCP
herken	herken	herken	herken	V;PRS	V;PRS;FIN
herken	erkennen	herken	erkennen	V;PRS	V;NFIN
herken	herkennen	herken	herkennen	V;PRS	V;NFIN
herken	erkende	herken	erkennen	V;PRS	V;FIN
herken	herkend	herken	herkend	V;PRS	V;V.PTCP
herken	erkend	herken	erkend	V;PRS	V;V.PTCP
uitgestal	uitgelicht	uitstal	uitlichten	V;PST;V.PTCP	V;V.PTCP
uitgestal	uitgelichte	uitstal	uitlichten	V;PST;V.PTCP	V;V.PTCP
uitgestal	aanbevolen	uitstal	aanbevelen	V;PST;V.PTCP	V;V.PTCP
rotasie	rotatie	rotasie	rotatie	N;SG	N;MASC+FEM;SG
marlene	marlene	marlene	marlene	N;SG	N;MASC+FEM;SG
vulkane	vulkanen	vulkane	vulkaan	N;PL	N;PL
opgehef	ingetrokken	ophef	intrekken	V;PST;V.PTCP	V;V.PTCP
opgehef	herroepen	ophef	herroep	V;PST;V.PTCP	V;V.PTCP
pokal	pokal	pokal	pokal	N;SG	N;MASC+FEM;SG
markplein	marketplace	markplein	marketplace	N;SG	N;MASC+FEM;SG
markplein	marktplaats	markplein	marktplaats	N;SG	N;MASC+FEM;SG
markplein	marktplein	markplein	marktplein	N;SG	N;NEUT;SG
markplein	markt	markplein	markt	N;SG	N;MASC+FEM;SG
gedeeltelike	gedeeltelijk	gedeeltelik	gedeeltelijk	ADJ;NOM	ADJ
gedeeltelike	gedeeltelijke	gedeeltelik	gedeeltelijk	ADJ;NOM	ADJ
gedeeltelike	partiële	gedeeltelik	partiel	ADJ;NOM	ADJ
gemeng	vermengd	meng	vermengen	V;PST;V.PTCP	V;V.PTCP
gemeng	gemixt	meng	mixten	V;PST;V.PTCP	V;V.PTCP
gemeng	gemengde	meng	mengen	V;PST;V.PTCP	V;V.PTCP
gemeng	gemengd	meng	mengen	V;PST;V.PTCP	V;V.PTCP
vitamien	vitamine	vitamien	vitamine	N;SG	N;MASC+FEM;SG
seël	zegel	seël	zegel	N;SG	N;NEUT;SG
seël	zeehond	seël	zeehond	N;SG	N;MASC+FEM;SG
seël	verzegeling	seël	verzegeling	N;SG	N;MASC+FEM;SG
skelet	skelet	skelet	skelet	N;SG	N;NEUT;SG
geantwoord	geantwoord	geantwoord	antwoorden	V;PST;V.PTCP	V;V.PTCP
geantwoord	antwoordde	geantwoord	antwoorden	V;PST;V.PTCP	V;SG;PST;FIN
geantwoord	reageerde	geantwoord	reageren	V;PST;V.PTCP	V;SG;PST;FIN
australopithecus	australopithecus	australopithecus	australopithecus	N;SG	N;MASC+FEM;SG
aankom	aankomen	aankom	aankomen	V;PRS	V;NFIN
besoedeling	verontreiniging	besoedeling	verontreiniging	N;SG	N;MASC+FEM;SG
besoedeling	vervuiling	besoedeling	vervuiling	N;SG	N;MASC+FEM;SG
bewerings	beschuldigingen	bewering	beschuldiging	N;PL	N;PL
bewerings	aantijgingen	bewering	aantijging	N;PL	N;PL
bewerings	beweringen	bewering	bewering	N;PL	N;PL
groottes	maten	grootte	maten	N;PL	N;PL
maltese	maltese	maltees	maltees	ADJ;NOM	ADJ
maltese	maltees	maltees	maltee	ADJ;NOM	ADJ
pianis	pianist	pianis	pianist	N;SG	N;MASC+FEM;SG
stort	douchen	stort	douchen	V;PRS	V;NFIN
geologie	geologie	geologie	geologie	N;SG	N;MASC+FEM;SG
gehoop	hoopt	gehoop	hopen	V;PRS	V;SG;PRS;FIN
gehoop	hopen	gehoop	hopen	V;PRS	V;NFIN
gehoop	hopend	gehoop	hopen	V;PRS	V;V.PTCP
gehoop	gehoopt	gehoop	hopen	V;PRS	V;V.PTCP
rapporteer	rapporteren	rapporteer	rapporteren	V;PRS	V;NFIN
mississippi	mississippi	mississippi	mississippi	N;SG	N;MASC+FEM;SG
pikkewyne	pinguïns	pikkewyne	pinguïn	N;PL	N;PL
atol	atol	atol	atol	N;SG	N;NEUT;SG
omskryf	gedefinieerd	omskryf	definiëren	V;PRS	V;V.PTCP
omskryf	omschreven	omskryf	omschrijven	V;PRS	V;V.PTCP
omskryf	gedefinieerde	omskryf	definiëren	V;PRS	V;V.PTCP
ikoon	icoon	ikoon	icoon	N;SG	N;NEUT;SG
ikoon	pictogram	ikoon	pictogram	N;SG	N;NEUT;SG
organisme	organisme	organisme	organisme	N;SG	N;NEUT;SG
konstitusionele	constitutionele	konstitusioneel	constitutioneel	ADJ;NOM	ADJ
konstitusionele	grondwettelijke	konstitusioneel	grondwettelijk	ADJ;NOM	ADJ
konstitusionele	constitutioneel	konstitusioneel	constitutioneel	ADJ;NOM	ADJ
konstitusionele	grondwettelijk	konstitusioneel	grondwettelijk	ADJ;NOM	ADJ
oopgemaak	geopend	oopmaak	openen	V;PST;V.PTCP	V;V.PTCP
tou	touw	tou	touw	N;SG	N;NEUT;SG
tou	wachtrij	tou	wachtrij	N;SG	N;MASC+FEM;SG
weeshuis	weeshuis	weeshuis	weeshuis	N;SG	N;NEUT;SG
ekumeniese	oecumenisch	ekumenies	oecumenisch	ADJ;NOM	ADJ
amateur	amateur	amateur	amateur	N;SG	N;MASC+FEM;SG
sopraan	soprano	sopraan	soprano	N;SG	N;MASC+FEM;SG
sopraan	sopraan	sopraan	sopraan	N;SG	N;MASC+FEM;SG
natalensis	natalensis	natalensis	natalensis	N;SG	N;MASC+FEM;SG
statistiese	statistisch	statisties	statistisch	ADJ;NOM	ADJ
statistiese	statistische	statisties	statistisch	ADJ;NOM	ADJ
ontken	afzweren	ontken	afzweren	V;PRS	V;NFIN
ontken	afzien	ontken	afzien	V;PRS	V;NFIN
outobiografie	autobiografie	outobiografie	autobiografie	N;SG	N;MASC+FEM;SG
berigte	verslagen	berigte	verslag	N;PL	N;PL
berigte	verhalen	berigte	verhaal	N;PL	N;PL
berigte	verhaaltjes	berigte	verhaal	N;PL	N;PL
herleef	herleven	herleef	herleven	V;PRS	V;NFIN
besproeiing	irrigatie	besproeiing	irrigatie	N;SG	N;MASC+FEM;SG
oogpunt	gezichtspunt	oogpunt	gezichtspunt	N;SG	N;NEUT;SG
halfpad	zittend	halfpad	zittend	V;PRS	V;V.PTCP
halfpad	zittende	halfpad	zitten	V;PRS	V;V.PTCP
konsentreer	concentreren	konsentreer	concentreren	V;PRS	V;NFIN
voortplanting	voortplanting	voortplanting	voortplanting	N;SG	N;MASC+FEM;SG
voortplanting	reproductie	voortplanting	reproductie	N;SG	N;MASC+FEM;SG
aangehaal	aangehaalde	aanhaal	aanhalen	V;PST;V.PTCP	V;V.PTCP
aangehaal	aangehaald	aanhaal	aanhalen	V;PST;V.PTCP	V;V.PTCP
aangehaal	geciteerde	aanhaal	citeren	V;PST;V.PTCP	V;V.PTCP
aangehaal	geciteerd	aanhaal	citeren	V;PST;V.PTCP	V;V.PTCP
iata	iata	iata	iata	N;SG	N;MASC+FEM;SG
ontleding	indeling	ontleding	indeling	N;SG	N;MASC+FEM;SG
ontleding	verdeling	ontleding	verdeling	N;SG	N;MASC+FEM;SG
ontleding	uitsplitsing	ontleding	uitsplitsing	N;SG	N;MASC+FEM;SG
pilare	pijlers	pilaar	pijler	N;PL	N;PL
pilare	zuilen	pilaar	zuilen	N;PL	N;PL
pilare	pilaren	pilaar	pilaar	N;PL	N;PL
rynland	rijnland	rynland	rijnland	N;SG	N;NEUT;SG
werkloosheid	werkloosheid	werkloosheid	werkloosheid	N;SG	N;MASC+FEM;SG
beantwoord	beantwoord	beantwoord	beantwoorden	V;PRS	V;V.PTCP
oseanië	oceanië	oseanië	oceanië	N;SG	N;NEUT;SG
oord	resort	oord	resort	N;SG	N;NEUT;SG
oord	vakantieoord	oord	vakantieoord	N;SG	N;NEUT;SG
geverf	geverfd	verf	verven	V;PST;V.PTCP	V;V.PTCP
geverf	beschilderd	verf	beschilderen	V;PST;V.PTCP	V;V.PTCP
geverf	geschilderd	verf	schilderen	V;PST;V.PTCP	V;V.PTCP
vermoëns	capaciteiten	vermoë	capaciteit	N;PL	N;PL
afgelewer	geleverd	aflewer	leveren	V;PST;V.PTCP	V;V.PTCP
afgelewer	geleverde	aflewer	leveren	V;PST;V.PTCP	V;V.PTCP
afgelewer	bezorgd	aflewer	bezorgd	V;PST;V.PTCP	V;V.PTCP
afgelewer	afgeleverd	aflewer	afleveren	V;PST;V.PTCP	V;V.PTCP
misbruik	misbruik	misbruik	misbruik	N;SG	N;NEUT;SG
misbruik	mishandeling	misbruik	mishandeling	N;SG	N;MASC+FEM;SG
illustrasies	illustraties	illustrasie	illustratie	N;PL	N;PL
storms	stormen	storm	stormen	N;PL	N;PL
advertensies	advertenties	advertensie	advertentie	N;PL	N;PL
advertensies	advertenties	advertensie	advertentie	N;PL	N;PL
advertensies	aankondigingen	advertensie	aankondiging	N;PL	N;PL
agulhas	agulhas	agulhas	agulhas	N;SG	N;MASC+FEM;SG
fasiliteite	faciliteiten	fasiliteit	faciliteit	N;PL	N;PL
ram	rammen	ram	rammen	V;PRS	V;NFIN
reuk	geur	reuk	geur	N;SG	N;MASC+FEM;SG
reuk	reuk	reuk	reuk	N;SG	N;MASC+FEM;SG
wiel	rad	wiel	rad	N;SG	N;NEUT;SG
wiel	wiel	wiel	wiel	N;SG	N;NEUT;SG
omgewings	omgevingen	omgewing	omvingen	N;PL	N;PL
oordra	vervangen	oordra	vervangen	V;PRS	V;V.PTCP
oordra	vervang	oordra	vervang	V;PRS	V;SG;PRS;FIN
vakke	onderdanen	vak	onderdaan	N;PL	N;PL
vakke	onderwerpen	vak	onderwerp	N;PL	N;PL
vakke	vakken	vak	vak	N;PL	N;PL
wysheid	wijsheid	wysheid	wijsheid	N;SG	N;MASC+FEM;SG
newels	nevels	newels	nevel	N;PL	N;PL
definisies	definities	definisie	definitie	N;PL	N;PL
opbrengs	rendement	opbreng	rendement	N;SG	N;NEUT;SG
opbrengs	opbrengst	opbreng	opbrengst	N;SG	N;MASC+FEM;SG
maas	maas	maas	maas	N;SG	N;MASC+FEM;SG
spoorweg	spoorweg	spoorweg	spoorweg	N;SG	N;MASC+FEM;SG
spoorweg	spoorweg	spoorweg	spoorweg	N;SG	N;MASC+FEM;SG
moeilikheid	moeilijkheidsgraad	moeilikheid	moeilijkheidsgraad	N;SG	N;MASC+FEM;SG
moeilikheid	moeilijkheid	moeilikheid	moeilijkheid	N;SG	N;MASC+FEM;SG
oorlewing	voortbestaan	oorlewing	voortbestaan	V;PRS	V;NFIN
oorlewing	overleven	oorlewing	overleven	V;PRS	V;NFIN
fasade	façade	fasade	façade	N;SG	N;MASC+FEM;SG
fasade	gevel	fasade	gevel	N;SG	N;MASC+FEM;SG
fasade	voorgevel	fasade	voorgevel	N;SG	N;MASC+FEM;SG
slagting	massamoord	slagting	massamoord	N;SG	N;MASC+FEM;SG
slagting	slachting	slagting	slachting	N;SG	N;MASC+FEM;SG
slagting	slachtpartij	slagting	slachtpartij	N;SG	N;MASC+FEM;SG
slagting	bloedbad	slagting	bloedbad	N;SG	N;NEUT;SG
gewissel	verwisseld	gewissel	verwisselen	V;PST;V.PTCP	V;V.PTCP
gewissel	overgeschakeld	gewissel	overschakelen	V;PST;V.PTCP	V;V.PTCP
informasie	informatie	informasie	informatie	N;SG	N;MASC+FEM;SG
reken	berekenen	reken	berekenen	V;PRS	V;NFIN
vennootskap	partnership	vennootskap	partnership	N;SG	N;NEUT;SG
vennootskap	partnerschap	vennootskap	partnerschap	N;SG	N;NEUT;SG
instandhouding	onderhoud	instandhouding	onderhoud	N;SG	N;NEUT;SG
stoom	damp	stoom	damp	N;SG	N;MASC+FEM;SG
realisme	realisme	realisme	realisme	N;SG	N;NEUT;SG
kompetisies	competities	kompetisie	competitie	N;PL	N;PL
kompetisies	wedstrijden	kompetisie	wedstrijd	N;PL	N;PL
astronomiese	astronomische	astronomies	astronomisch	ADJ;NOM	ADJ
woonplek	verblijfplaats	woonplek	verblijfplaats	N;SG	N;MASC+FEM;SG
woonplek	residentie	woonplek	residentie	N;SG	N;MASC+FEM;SG
woonplek	woonplaats	woonplek	woonplaats	N;SG	N;MASC+FEM;SG
missie	missie	missie	missie	N;SG	N;MASC+FEM;SG
missie	mission	missie	mission	N;SG	N;MASC+FEM;SG
markus	merkteken	markus	merkteken	N;SG	N;NEUT;SG
markus	markeer	markus	markeren	N;SG	N;MASC+FEM;SG
markus	mark	markus	mark	N;SG	N;MASC+FEM;SG
saffraan	saffraan	saffraan	saffraan	N;SG	N;MASC+FEM;SG
toegewyde	toegewijde	toewy	toegewijd	ADJ;NOM	ADJ
toegewyde	toegewijd	toewy	toegewijd	ADJ;NOM	ADJ
toegewyde	toegewijde	toewy	toegewijd	ADJ;NOM	ADJ
toegewyde	toegewijd	toewy	toegewijd	ADJ;NOM	ADJ
snit	track	snit	track	N;SG	N;MASC+FEM;SG
snit	spoor	snit	spoor	N;SG	N;NEUT;SG
gesprekke	conversies	gesprek	conversie	N;PL	N;PL
gesprekke	gesprekken	gesprek	gesprek	N;PL	N;PL
gesprekke	conversaties	gesprek	conversatie	N;PL	N;PL
elektron	elektron	elektron	elektron	N;SG	N;NEUT;SG
bedeling	dispensatie	bedeling	dispensatie	N;SG	N;MASC+FEM;SG
operasies	operaties	operasie	operatie	N;PL	N;PL
swangerskap	zwangerschap	swangerskap	zwangerschap	N;SG	N;MASC+FEM;SG
swangerskap	moederschap	swangerskap	moederschap	N;SG	N;NEUT;SG
vonnis	arrest	vonnis	arrest	N;SG	N;NEUT;SG
vonnis	oordeel	vonnis	oordeel	N;SG	N;NEUT;SG
breuk	fractie	breuk	fractie	N;SG	N;MASC+FEM;SG
besighede	bedrijven	besigheid	bedrijf	N;PL	N;PL
postuum	postuum	postuum	postuum	N;SG	N;MASC+FEM;SG
afgehandel	voltooid	afhandel	voltooien	V;PST;V.PTCP	V;V.PTCP
afgehandel	afgewerkt	afhandel	afwerken	V;PST;V.PTCP	V;V.PTCP
afgehandel	afgewerkte	afhandel	afwerken	V;PST;V.PTCP	V;V.PTCP
afgehandel	voltooid	afhandel	voltooien	V;PST;V.PTCP	V;V.PTCP
afgehandel	voltooide	afhandel	voltooien	V;PST;V.PTCP	V;SG;PST;FIN
afgehandel	afgerond	afhandel	afronden	V;PST;V.PTCP	V;V.PTCP
afgehandel	ingevuld	afhandel	invullen	V;PST;V.PTCP	V;V.PTCP
afgehandel	voltooid	afhandel	voltooien	V;PST;V.PTCP	V;V.PTCP
afgehandel	invullen	afhandel	invullen	V;PST;V.PTCP	V;NFIN
wiking	wiking	wiking	wiking	N;SG	N;MASC+FEM;SG
blaaie	bladzijden	blaaie	bladzijde	N;PL	N;PL
instruksies	instructies	instruksie	instructie	N;PL	N;PL
kosmiese	kosmische	kosmies	kosmisch	ADJ;NOM	ADJ
kosmiese	kosmisch	kosmies	kosmisch	ADJ;NOM	ADJ
beeldhouwerk	beeld	beeldhouwerk	beeld	N;SG	N;NEUT;SG
beeldhouwerk	beeldhouwwerk	beeldhouwerk	beeldhouwwerk	N;SG	N;NEUT;SG
beeldhouwerk	sculptuur	beeldhouwerk	sculptuur	N;SG	N;MASC+FEM;SG
trofee	trofee	trofee	trofee	N;SG	N;MASC+FEM;SG
trofee	beker	trofee	beker	N;SG	N;MASC+FEM;SG
breedtegraad	breedtegraad	breedtegraad	breedtegraad	N;SG	N;MASC+FEM;SG
strategie	strategie	strategie	strategie	N;SG	N;MASC+FEM;SG
lippe	lippen	lip	lip	N;PL	N;PL
draak	draak	draak	draak	N;SG	N;MASC+FEM;SG
draak	dragon	draak	dragon	N;SG	N;MASC+FEM;SG
reëlings	plannen	reëling	plan	N;PL	N;PL
hellenistiese	hellenistische	hellenisties	hellenistisch	ADJ;NOM	ADJ
presidente	presidenten	president	president	N;PL	N;PL
presidente	voorzitters	president	voorzitter	N;PL	N;PL
biblioteke	bibliotheken	bibliotek	bibliotheek	N;PL	N;PL
pleeg	pleegt	pleeg	plegen	V;PRS	V;SG;PRS;FIN
pleeg	consulteren	pleeg	consulteren	V;PRS	V;NFIN
pleeg	raadplegen	pleeg	raadplegen	V;PRS	V;NFIN
bid	bidden	bid	bidden	V;PRS	V;NFIN
bid	bid	bid	bid	V;PRS	V;SG;PRS;FIN
bid	bidt	bid	bidten	V;PRS	V;SG;PRS;FIN
lipvis	lipvis	lipvis	lipvis	N;SG	N;MASC+FEM;SG
kliënte	cliënten	kliënt	cliënt	N;PL	N;PL
kliënte	klanten	kliënt	klant	N;PL	N;PL
maagd	virgin	maagd	virgin	N;SG	N;MASC+FEM;SG
maagd	maagd	maagd	maagd	N;SG	N;MASC+FEM;SG
dames	ladies	dame	ladie	N;PL	N;PL
dames	dames	dame	dame	N;PL	N;PL
moordenaar	moordenaar	moordenaar	moordenaar	N;SG	N;MASC+FEM;SG
sangers	zangers	sangers	zanger	N;PL	N;PL
onsekerheid	onzekerheid	onsekerheid	onzekerheid	N;SG	N;MASC+FEM;SG
sekerheid	zelfvertrouwen	sekerheid	zelfvertrouwen	N;SG	N;NEUT;SG
sekerheid	vertrouwen	sekerheid	vertrouwen	N;SG	N;NEUT;SG
druiwe	druif	druif	druif	N;SG	N;MASC+FEM;SG
metgesel	partner	metgesel	partner	N;SG	N;MASC+FEM;SG
bosporus	bosporus	bosporus	bosporus	N;SG	N;MASC+FEM;SG
banknote	biljet	banknote	biljet	N;SG	N;NEUT;SG
banknote	bankbiljet	banknote	bankbiljet	N;SG	N;NEUT;SG
poste	jobs	pos	job	N;PL	N;PL
poste	vacatures	pos	vacature	N;PL	N;PL
poste	banen	pos	baan	N;PL	N;PL
kubaanse	cubaanse	kubaans	cubaans	ADJ;NOM	ADJ
kubaanse	cubaans	kubaans	cubaans	ADJ;NOM	ADJ
verbranding	ontbranding	verbranding	ontbranding	N;SG	N;MASC+FEM;SG
verbranding	verbranding	verbranding	verbranding	N;SG	N;MASC+FEM;SG
middag	middag	middag	middag	N;SG	N;MASC+FEM;SG
middag	namiddag	middag	namiddag	N;SG	N;MASC+FEM;SG
maklike	rustig	maklik	rustig	ADJ;NOM	ADJ
maklike	eenvoudig	maklik	eenvoudig	ADJ;NOM	ADJ
maklike	makkelijk	maklik	makkelijk	ADJ;NOM	ADJ
maklike	gemakkelijk	maklik	gemakkelijk	ADJ;NOM	ADJ
proton	proton	proton	proton	N;SG	N;MASC+FEM;SG
penis	penis	penis	penis	N;SG	N;MASC+FEM;SG
gaste	deelnemers	gas	deelnemer	N;PL	N;PL
gaste	gasten	gas	gast	N;PL	N;PL
kombinasies	combinaties	kombinasie	combinatie	N;PL	N;PL
mineraal	mineraal	mineraal	mineraal	N;SG	N;NEUT;SG
fonetiese	fonetisch	foneties	fonetisch	ADJ;NOM	ADJ
pireneë	pyreneeën	pirene	pyreneeën	N;PL	N;PL
blokke	blokken	blok	blok	N;PL	N;PL
migreer	migreren	migreer	migreren	V;PRS	V;NFIN
verslaggewer	verslaggeefster	verslaggewer	verslaggeefster	N;SG	N;MASC+FEM;SG
verslaggewer	verslaggever	verslaggewer	verslaggever	N;SG	N;MASC+FEM;SG
verslaggewer	journaliste	verslaggewer	journalist	N;SG	N;MASC+FEM;SG
verslaggewer	journalist	verslaggewer	journalist	N;SG	N;MASC+FEM;SG
verslaggewer	reporter	verslaggewer	reporter	N;SG	N;MASC+FEM;SG
aanbeveling	aanbeveling	aanbeveling	aanbeveling	N;SG	N;MASC+FEM;SG
uitslae	uitslagen	uitslag	uitslag	N;PL	N;PL
uitslae	resultaten	uitslag	resultaat	N;PL	N;PL
tone	tenen	tone	tenen	N;PL	N;PL
swaard	degen	swaard	degen	N;SG	N;SG
swaard	zwaard	swaard	zwaard	N;SG	N;NEUT;SG
behuising	huisvesting	behuising	huisvesting	N;SG	N;MASC+FEM;SG
gediagnoseer	gediagnosticeerd	diagnoseer	diagnosticeerd	V;PST;V.PTCP	V;V.PTCP
hospitale	ziekenhuizen	hospitaal	ziekenhuis	N;PL	N;PL
wallonië	wallonië	wallonië	wallonië	N;SG	N;NEUT;SG
lane	laan	lane	laan	N;SG	N;MASC+FEM;SG
lane	lane	lane	laan	N;SG	N;MASC+FEM;SG
beserings	blessures	besering	blessure	N;PL	N;PL
beserings	verwondingen	besering	verwonding	N;PL	N;PL
beserings	letsels	besering	letsel	N;PL	N;PL
carnarvon	carnarvon	carnarvon	carnarvon	N;SG	N;MASC+FEM;SG
gesink	zonk	gesink	zinken	V;PST;V.PTCP	V;SG;PST;FIN
gesink	gezonken	gesink	zinken	V;PST;V.PTCP	V;V.PTCP
grasveld	grasland	grasveld	grasland	N;SG	N;NEUT;SG
ptolemeus	ptolemaeus	ptolemeu	ptolemaeus	N;SG	N;MASC+FEM;SG
kodes	codes	kode	code	N;PL	N;PL
kodes	gedragscodes	kode	dragscodes	N;PL	N;PL
skok	schok	skok	schok	N;SG	N;MASC+FEM;SG
skok	shock	skok	shock	N;SG	N;MASC+FEM;SG
lugdiens	luchtvaartmaatschappij	lugdiens	luchtvaartmaatschappij	N;SG	N;MASC+FEM;SG
oorwin	verslaan	oorwin	verslaan	V;PRS	V;NFIN
