dan	ve	dan	ve	CONJ	CONJ
terbakar	yansın	terbakar	yan	V;SG;PASS	V;PFV;IMP;SG;3;POS;PRS
terbakar	yanar	terbakar	yan	V;SG;PASS	V;IPFV;IND;SG;3;POS
terbakar	yanıyor	terbakar	yan	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
member	üye	menber	üye		
tombol	düğmesi	tombol	düğ	N;SG	N;NOM;SG;3
diusulkan	önerilen	diusulkan	öner	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
menyebarkan	yaymak	mensebarkan	yay	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
pengukuran	ölçüm	penukuran	ölçüm	N;SG	N;NOM;SG;3
pengukuran	ölçüm	penukuran	ölçüm	N;SG	N;NOM;SG;3
dihentikan	sonlandırıldı	dihentikan	sonlan	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dihentikan	durmuş	dihentikan	dur	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
dihentikan	durdu	dihentikan	dur	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dihentikan	durduruldu	dihentikan	dur	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
minta	sor	minta	sor	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
dini	erkenden	dini	erken	ADJ;SG	ADJ;AT+ABL;SG;3
deputi	yardımcısı	deputi	yardımcı	N;SG	N;NOM;SG;3
menegaskan	doğruluyor	mentegaskan	doğrul	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
ciptaan	yaratılış	ciptaan	yarat	N;SG	N;NOM;SG;3
dendam	intikamı	dendam	intikam	N;SG	N;NOM;SG;3
tanggapan	cevap	tanggapan	cevap	N;SG	N;NOM;SG;3
pengiriman	teslimiyet	penkiriman	teslimiyet	N;SG	N;NOM;SG;3
pengiriman	teslimat	penkiriman	teslimat	N;SG	N;NOM;SG;3
pengiriman	nakliyat	penkiriman	nakliyat	N;SG	N;NOM;SG;3
pengiriman	teslimat	penkiriman	teslimat	N;SG	N;NOM;SG;3
pengiriman	sevkiyat	penkiriman	sevkiyat	N;SG	N;NOM;SG;3
saran	nasihat	saran	nasihat	N;SG	N;NOM;SG;3
saran	öneri	saran	öneri	N;SG	N;NOM;SG;3
saran	önerisi	saran	öneri	N;SG	N;NOM;SG;3
saran	öneri	saran	öneri	N;SG	N;NOM;SG;3
rezim	rejimi	rezim	rejim	N;SG	N;ACC;SG;3
laju	oranı	laju	oran	N;SG	N;NOM;SG;3
larutan	çözümü	larutan	çözüm	N;SG	N;ACC;SG;3
spesial	özel	spesial	özel	ADJ;SG	ADJ
jendela	pencereyi	jendela	pencere	N;SG	N;ACC;SG;3
ulasan	gözden	ulasan	göz	N;SG	N;AT+ABL;SG;3
koordinat	koordinat	koordinat	koordinat	N;SG	N;NOM;SG;3
koordinat	koordine	koordinat	koord	N;SG	N;DAT;SG;3
koordinat	koordinat	koordinat	koordinat	N;SG	N;NOM;SG;3
elang	kartallar	elang	kartal	N	N;NOM;PL;3
diselesaikan	çözüldü	diselesaikan	çözül	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diselesaikan	çözülmüş	diselesaikan	çöz	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
diselesaikan	tamamlanmış	diselesaikan	tamamla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
diselesaikan	tamamlandı	diselesaikan	tamamla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diselesaikan	tamamladım	diselesaikan	tamamla	V;SG;PASS	V;PFV;IND;SG;1;POS;PST
diselesaikan	çözüldü	diselesaikan	çözül	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diselesaikan	çözülmüş	diselesaikan	çöz	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
bertentangan	çelişiyor	bertentangan	çeliş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
asrama	yurtta	asrama	yurt	N;SG	N;NOM;SG;3
asrama	pansiyon	asrama	pansiyon	N;SG	N;NOM;SG;3
asrama	hostel	asrama	hostel	N;SG	N;NOM;SG;3
kemanusiaan	insanlığı	kemanusiaan	insanlık	N;SG	N;ACC;SG;3
kemanusiaan	insanlık	kemanusiaan	insanlık	N;SG	N;NOM;SG;3
jeruk	mandalina	jeruk	mandal	N;SG	N;DAT;SG;3
gudang	ahır	gudang	ahır	N;SG	N;NOM;SG;3
transaksi	işlemleri	transaksi	işlem	N	N;ACC;PL;3
transaksi	işlemler	transaksi	işlem	N	N;NOM;PL;3
kanal	kanalı	kanal	kanalı	N	N;ACC;SG;3
kanal	kanallar	kanal	kanal	N	N;NOM;PL;3
kanal	kanalları	kanal	kanal	N	N;ACC;PL;3
kanal	kanallar	kanal	kanal	N	N;NOM;PL;3
kanal	kanalı	kanal	kanalı	N	N;ACC;SG;3
rutin	rutin	rutin	rut		
menyunting	düzenleme	menyunting	düzenle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
kerusuhan	huzursuzluk	kerusuhan	huzursuzluk	N;SG	N;NOM;SG;3
mengerti	anla	mengerti	anla	;SG	
kru	mürettebat	kru	mürettebat	N;SG	N;NOM;SG;3
ditarik	çekilmiş	ditarik	çek	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditarik	çizilmiş	ditarik	çiz	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
ditarik	çekti	ditarik	çek	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
ditarik	çekilmiş	ditarik	çek	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
jalanan	sokak	jalanan	sokak	N;SG	N;NOM;SG;3
jalanan	sokak	jalanan	sokak	N;SG	N;NOM;SG;3
jalanan	cadde	jalanan	cadde	N;SG	N;NOM;SG;3
kenal	biliyor	kenal	bil	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
juventus	juventus	juventus	juventus	N	N;NOM;SG;3
tenang	sessiz	tenang	sessiz	ADJ;SG	ADJ
topeng	maskesi	topeng	maske	N;SG	N;NOM;SG;3
kekristenan	hıristiyanlık	kekristenan	hıristiyanlık	N;SG	N;NOM;SG;3
kanon	canon	kanon	canon	N	N;NOM;SG;3
konsumsi	tüketimi	konsumsi	tüket	N;SG	N;ACC;SG;3
silsilah	soyağacı	silsilah	soyağacı	N	N;NOM;SG;3
netral	tarafsız	netral	tarafsız	ADJ;SG	ADJ
netral	tarafsız	netral	tarafsız	ADJ;SG	ADJ
kediaman	konut	kediaman	konut	N;SG	N;NOM;SG;3
sepasang	çift	sepasang	çift		
pelayan	garsonluk	penlayan	garsonluk	N;SG	N;NOM;SG;3
keindahan	güzellik	keindahan	güzellik	N;SG	N;NOM;SG;3
seksi	bölümü	seksi	bölüm	N;SG	N;NOM;SG;3
dipublikasikan	yayınlanan	dipublikasikan	yayınla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dipublikasikan	yayınlanmış	dipublikasikan	yayınla	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
dipublikasikan	yayınlandı	dipublikasikan	yayınla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dipublikasikan	yayımlandı	dipublikasikan	yayımla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
etika	ahlak	etika	ahlak	N;SG	N;NOM;SG;3
jendral	generaller	jendral	general	N	N;NOM;PL;3
menembak	vur	mentembak	vur	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
truk	kamyonet	truk	kamyonet	N;SG	N;NOM;SG;3
misionaris	misyonerler	misionaris	misyoner	N	N;NOM;PL;3
berfokus	odaklanmak	berfokus	odakla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
kerugian	dezavantaj	kerugian	dezavantaj	N;SG	N;NOM;SG;3
publikasi	yayıncılık	publikasi	yayıncılık	N	N;NOM;SG;3
publikasi	yayıncılık	publikasi	yayıncılık	N	N;NOM;SG;3
publikasi	yayınları	publikasi	yayın	N	N;ACC;PL;3
publikasi	yayınlar	publikasi	yayın	N	N;NOM;PL;3
seminar	seminer	seminar	seminer	N	N;NOM;SG;3
seminar	seminerler	seminar	seminer	N	N;NOM;PL;3
seminar	seminer	seminar	seminer	N	N;NOM;SG;3
seminar	semineri	seminar	seminer	N	N;NOM;SG;3
dilindungi	korunmuş	dilindungi	korun	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP
dilindungi	korudu	dilindungi	koru	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dilindungi	korunuyor	dilindungi	korun	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
dilindungi	korumalı	dilindungi	koru	V;SG;PASS	V;PFV;IMP;SG;2;POS;PRS
mitos	efsaneler	mitos	efsane	N	N;NOM;PL;3
penyelenggara	hosting	penselenggara	hosting	N;SG	N;NOM;SG;3
penyelenggara	organizatör	penselenggara	organizatör	N;SG	N;NOM;SG;3
lembut	nazik	lembut	nazik	ADJ;SG	ADJ
menghilang	kaybolur	menhilang	kaybol	V;SG;ACT	V;IPFV;IND;SG;3;POS
menghilang	kayboluyor	menhilang	kaybol	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
menghilang	kaybolmak	menhilang	kaybol	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menghilang	kaybol	menhilang	kaybol	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
menghilang	kaybolmuş	menhilang	kaybol	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
menghilang	kayboldu	menhilang	kaybol	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
residence	konut	residence	konut	N	N;NOM;SG;3
pewaris	varisi	penwaris	vari	N;SG	N;NOM;SG;3
base	üsleri	base	üs	N	N;NOM;PL;3
base	kaleler	base	kale	N	N;NOM;PL;3
didefinisikan	tanımlanmış	didefinisikan	tanımla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
didefinisikan	tanımlanan	didefinisikan	tanımla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
peduli	şefkatli	peduli	şefkatli	ADJ;SG	ADJ
memecahkan	çözmek	menpecahkan	çöz	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
memecahkan	çözmek	menpecahkan	çöz	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
memecahkan	çözer	menpecahkan	çöz	V;SG;ACT	V;IPFV;IND;SG;3;POS
ditahan	tutulan	ditahan	tut	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditahan	düzenlenen	ditahan	düzenle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditahan	tutuklanmış	ditahan	tutukla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditahan	tutuklandı	ditahan	tutukla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditahan	tutuklanan	ditahan	tutukla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
memicu	tetikledi	menpicu	tetikle	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
memicu	tetikleme	menpicu	tetikle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
fotografi	fotoğrafçılık	fotografi	fotoğrafçılık	N;SG	N;NOM;SG;3
respon	cevap	respon	cevap	N;SG	N;NOM;SG;3
display	ekran	display	ekran	N	N;NOM;SG;3
display	görünüm	display	görün	N	N;NOM;SG;3
tanya	sorun	tanya	sorun		
tanya	tanya	tanya	tanya		
tanya	sorar	tanya	sor		
vitamin	vitamini	vitamin	vitam	N	N;NOM;SG;3
ditandatangani	imzaladı	ditandatangani	imzala	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
ditandatangani	imzalanmış	ditandatangani	imzala	V;SG;PASS	V;PFV;NFH;IND;3;POS;PST;PASS
ditandatangani	imzalandı	ditandatangani	imzala	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
string	ipleri	string	ip	N	N;ACC;PL;3
pembantaian	katliamı	penbantaian	katlia	N;SG	N;ACC;SG;3
akurat	isabetli	akurat	isabetli	ADJ;SG	ADJ
waduk	barajı	waduk	barajı	N;SG	N;NOM;SG;3
waduk	rezervuar	waduk	rezervuar	N;SG	N;NOM;SG;3
campur	karışımı	campur	karışım	N;SG;ACT	N;NOM;SG;3
ninja	ninjalar	ninja	ninja	N	N;NOM;PL;3
teratas	üstte	teratas	üst	ADJ;RL;SG	ADJ;ESS;SG;3
terowongan	tüneli	terowongan	tüneli	N;SG	N;ACC;SG;3
waktunya	zaman	waktu	zaman	N;SG	N;NOM;SG;3
waktunya	süre	waktu	süre	N;SG	N;NOM;SG;3
kehutanan	ormancılık	kehutanan	ormancılık	N;SG	N;NOM;SG;3
leher	boynun	leher	boyun	N;SG	N;NOM;SG;3
kedaulatan	egemenlik	kedaulatan	egemenlik	N;SG	N;NOM;SG;3
konservatif	muhafazakar	konservatif	muhafazak	ADJ;SG	ADJ
terasa	hissediyorum	terrasa	hisset	V;SG;PASS	V;PROG;IND;SG;1;POS;INFM;PRS
terasa	hissediyor	terrasa	hisset	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
kenapa	niye	kenapa	niye	ADV	ADV
ekspresi	ifade	ekspresi	ifade	N;SG	N;NOM;SG;3
ekspresi	ifadesi	ekspresi	ifade	N;SG	N;NOM;SG;3
rumit	karmaşık	rumit	karmaşık	ADJ;SG	ADJ
rumit	karmaşık	rumit	karmaşık	ADJ;SG	ADJ
praktis	pratikte	praktis	pratik	ADJ;SG	ADJ;ESS;SG;3
tawar	pazarlık	tawar	pazarlık	N;SG	N;NOM;SG;3
pertukaran	döviz	pertukaran	döviz	N;SG	N;NOM;SG;3
sen	cent	sen	cent		
sen	sent	sen	sent		
belah	böl	belah	böl		
apostolik	apostolik	apostolik	apostolik	N	N;NOM;SG;3
pemakaian	kullanımı	penpakaian	kullanım	N;SG	N;NOM;SG;3
sekretariat	sekreterlik	sekretariat	sekreterlik	N;SG	N;NOM;SG;3
abjad	alfabesi	abjad	alfabe	N;SG	N;NOM;SG;3
seks	cinsellik	seks	cinsellik	N;SG	N;NOM;SG;3
pentingnya	önem	penting	önem	N;SG	N;NOM;SG;3
pentingnya	önemi	penting	önem	N;SG	N;NOM;SG;3
pipa	tesisat	pipa	tesisat	N;SG	N;NOM;SG;3
kepribadian	kişiliği	kepribadian	kişilik	N;SG	N;NOM;SG;3
kepribadian	kişilik	kepribadian	kişilik	N;SG	N;NOM;SG;3
bahagia	mutlu	bahagia	mutlu	ADJ;SG	ADJ
pemeliharaan	bakımı	penpeliharaan	bakım	N;SG	N;NOM;SG;3
persaingan	rekabeti	persaingan	rekabet	N;SG	N;ACC;SG;3
persaingan	müsabaka	persaingan	müsabaka	N;SG	N;NOM;SG;3
tawaran	teklif	tawaran	teklif	N;SG	N;NOM;SG;3
tawaran	teklif	tawaran	teklif	N;SG	N;NOM;SG;3
tawaran	teklifi	tawaran	teklif	N;SG	N;ACC;SG;3
tawaran	teklif	tawaran	teklif	N;SG	N;NOM;SG;3
brothers	kardeşlerim	brothers	kardeş	N	N;NOM;PL;3
brothers	kardeşler	brothers	kardeş	N	N;NOM;PL;3
mencuri	çaldı	mencuri	çal	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
mencuri	çalmış	mencuri	çal	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
mencuri	çaldım	mencuri	çal	V;SG;ACT	V;PFV;IND;SG;1;POS;PST
diinginkan	istenilen	diinginkan	iste	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diinginkan	istenen	diinginkan	iste	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diinginkan	aranıyor	diinginkan	ara	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
membatasi	kısıtlamak	menbatasi	kısıtla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
pakai	kullanmak	pakai	kullan	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
tegangan	voltaj	tegangan	voltaj	N;SG	N;NOM;SG;3
resimen	alayı	resimen	alay	N	N;ACC;SG;3
pupuk	gübreler	pupuk	gübre	N	N;NOM;PL;3
chapter	bolum	chapter	bol	N	N;NOM;SG;3
penciptaan	yaratılış	penciptaan	yarat	N;SG	N;NOM;SG;3
gram	anneanne	gram	anneanne	N;SG	N;NOM;SG;3
pidana	suçlar	pidana	suç	N	N;NOM;PL;3
penjual	satıcısı	penjual	satıcı	N;SG	N;NOM;SG;3
harun	harun	harun	harun		
harun	harun	harun	harun		
harun	aaron	harun	aaron		
bendungan	barajı	bendungan	barajı	N;SG	N;NOM;SG;3
didesain	tasarlanmış	didesain	tasarla	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
didesain	tasarlanan	didesain	tasarla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
didesain	tasarlandı	didesain	tasarla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
berputar	dönen	berputar	dön	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
berputar	dönen	berputar	dön	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
berputar	dönüyor	berputar	dön	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berputar	dön	berputar	dön	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
kastil	kaleler	kastil	kale	N	N;NOM;PL;3
kastil	kalesi	kastil	kale	N	N;NOM;SG;3
sinema	sinema	sinema	sine	N;SG	N;NOM;SG;3
disukai	beğendi	disukai	beğen	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
disukai	beğenilen	disukai	beğen	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
multimedia	multimedya	multimedia	multimedya	N;SG	N;NOM;SG;3
permulaan	başlangıcı	permulaan	başlangıç	N;SG	N;ACC;SG;3
mencintai	sevmek	mencintai	sev	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
ditunjukkan	gösterilmiştir	ditunjukkan	göster	V;SG;PASS	V;PFV;NFH;SG;3;POS;PST;PASS
ditunjukkan	gösteriliyor	ditunjukkan	göster	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
ditunjukkan	gösterildi	ditunjukkan	göster	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditunjukkan	gösterilen	ditunjukkan	göster	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
menyajikan	sunmak	mensajikan	sun	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menghitung	hesapla	menhitung	hesap	N;SG;ACT	N;INS;SG;3
kawah	krater	kawah	krater	N;SG	N;NOM;SG;3
keterampilan	beceri	keterampilan	becer	N;SG	N;NOM;SG;3
keterampilan	yetenek	keterampilan	yetenek	N;SG	N;NOM;SG;3
keterampilan	beceri	keterampilan	becer	N;SG	N;NOM;SG;3
koordinasi	koordinat	koordinasi	koordinat	N;SG	N;NOM;SG;3
koordinasi	koordine	koordinasi	koord	N;SG	N;DAT;SG;3
koordinasi	koordinasyon	koordinasi	koordinasyon	N;SG	N;DAT;SG;3
koordinasi	koordinasyon	koordinasi	koordinasyon	N;SG	N;DAT;SG;3
koordinasi	koordine	koordinasi	koord	N;SG	N;DAT;SG;3
dimuat	yüklendi	dimuat	yükle	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dimuat	yükleme	dimuat	yükle	V;SG;PASS	V;PFV;NOM;IND;POS;PRS;V.MSDR
dimuat	yükleniyor	dimuat	yükle	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
nyaman	elverişli	nyaman	elverişli	ADJ;SG	ADJ
nyaman	uygun	nyaman	uygun	ADJ;SG	ADJ
nyaman	samimi	nyaman	samim	ADJ;SG	ADJ
nyaman	rahat	nyaman	rahat	ADJ;SG	ADJ
nyaman	rahat	nyaman	rahat	ADJ;SG	ADJ
nyaman	rahat	nyaman	rahat	ADJ;SG	ADJ
ramah	dostu	ramah	dost	ADJ;SG	ADJ;NOM;SG;3
ala	ala	ala	ala		
terikat	bağlanmış	terikat	bağla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
terikat	bağlanmış	terikat	bağla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
koordinator	koordinatörü	koordinator	koordinatörü	N;SG	N;ACC;SG;3
pemisahan	ayrılık	penpisahan	ayrılık	N;SG	N;NOM;SG;3
renault	renault	renault	renault	N	N;NOM;SG;3
memotong	kesmek	menpotong	kes	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
lingkup	kapsamı	lingkup	kapsam	N;SG	N;NOM;SG;3
kecantikan	güzellik	kecantikan	güzellik	N;SG	N;NOM;SG;3
pusaka	yadigarı	pusaka	yadigarı	N;SG	N;ACC;SG;3
bangkit	yükseliyor	bangkit	yüksel	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
bangkit	artıyor	bangkit	art	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
bangkit	yükseldi	bangkit	yüksel	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
dimenangkan	kazanılan	dimenangkan	kazan	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dimenangkan	kazandı	dimenangkan	kazan	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
amal	sadaka	amal	sadaka	N;SG	N;NOM;SG;3
arondisemen	arrondissement	arondisemen	arrondissement	N	N;NOM;SG;3
paman	amca	paman	amca		
paman	dayı	paman	day		
modifikasi	modifiye	modifikasi	modif	N;SG	N;DAT;SG;3
modifikasi	düzenle	modifikasi	düzen	N;SG	N;INS;SG;3
modifikasi	modifiye	modifikasi	modif	N;SG	N;DAT;SG;3
modifikasi	değişiklik	modifikasi	değişiklik	N;SG	N;NOM;SG;3
inovasi	yenilik	inovasi	yenilik	N;SG	N;NOM;SG;3
inovasi	yenilik	inovasi	yenilik	N;SG	N;NOM;SG;3
otomotif	otomobil	otomotif	otomobil	N;SG	N;NOM;SG;3
otomotif	otomobil	otomotif	otomobil	N;SG	N;NOM;SG;3
otomotif	otomobil	otomotif	otomobil	N;SG	N;NOM;SG;3
otomotif	otomobil	otomotif	otomobil	N;SG	N;NOM;SG;3
sumbangan	bağışta	sumbangan	bağış	N;SG	N;NOM;SG;3
spesifikasi	özellikler	spesifikasi	özellik	N	N;NOM;PL;3
sia	sia	sia	sia		
keunggulan	mükemmellik	keunggulan	mükemmellik	N;SG	N;NOM;SG;3
keunggulan	üstünlük	keunggulan	üstünlük	N;SG	N;NOM;SG;3
minoritas	azınlık	minoritas	azınlık	N;SG	N;NOM;SG;3
varietas	çeşitlilik	varietas	çeşitlilik	N;SG	N;NOM;SG;3
varietas	çeşitliliği	varietas	çeşitlilik	N;SG	N;NOM;SG;3
teritori	bölgesi	teritori	bölge	N;SG	N;NOM;SG;3
jangkauan	mesafe	jangkauan	mesafe	N;SG	N;NOM;SG;3
jangkauan	erişim	jangkauan	erişim	N;SG	N;NOM;SG;3
ideologi	ideolojiler	ideologi	ideoloji	N	N;NOM;PL;3
klien	müşteri	klien	müşteri	N;SG	N;NOM;SG;3
sponsor	sponsorluk	sponsor	sponsorluk	N;SG	N;NOM;SG;3
sponsor	sponsoru	sponsor	sponsoru	N;SG	N;ACC;SG;3
dihadiri	katıldı	dihadiri	kat	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dihadiri	katıldığı	dihadiri	kat	V;SG;PASS	V;PFV;IND;POS;PST;V.PTCP;PASS
dihadiri	katılan	dihadiri	kat	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
penyerangan	taarruz	penserangan	taarruz	N;SG	N;NOM;SG;3
memohon	yalvardı	menmohon	yalvar	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
memohon	yalvarma	menmohon	yalvar	V;SG;ACT	V;PFV;IMP;SG;2;NEG;PRS
merencanakan	planlamak	menrencanakan	planla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
instruksi	öğretim	instruksi	öğretim	N;SG	N;NOM;SG;3
disesuaikan	ayarlandı	disesuaikan	ayarla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
disesuaikan	özelleştirilmiş	disesuaikan	özelleş	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
disesuaikan	özelleştirilmiş	disesuaikan	özelleş	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
menu	menüyü	menu	menü	N;SG	N;ACC;SG;3
ditanam	yerleştirilmiş	ditanam	yerleş	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
blackberry	blackberry	blackberry	blackberry	N	N;NOM;SG;3
didapatkan	kazanılan	didapatkan	kazan	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ritus	ayini	ritus	ay	N	N;ACC;SG;3
ritus	ayinler	ritus	ayin	N	N;NOM;PL;3
keseimbangan	dengesi	keseimbangan	denge	N;SG	N;NOM;SG;3
hidung	burnunu	hidung	burun	N;SG	N;ACC;SG;3
hidung	burnun	hidung	burun	N;SG	N;GEN;SG;3
hidung	burnu	hidung	burun	N;SG	N;NOM;SG;3
pelawak	komedyen	penlawak	komedyen	N	N;NOM;SG;3
perdebatan	münazara	perdebatan	münazar	N;SG	N;NOM;SG;3
perdebatan	müzakere	perdebatan	müzakere	N;SG	N;NOM;SG;3
pujian	iltifat	pujian	iltifat	N;SG	N;NOM;SG;3
pujian	iltifat	pujian	iltifat	N;SG	N;NOM;SG;3
dian	dian	dian	dian		
dian	minogue	dian	minogue		
persis	aynen	persis	aynen	;SG	
diplomatik	diplomatik	diplomatik	diplomatik	N;SG	N;NOM;SG;3
diplomatik	diplomasi	diplomatik	diplomasi	N;SG	N;NOM;SG;3
prosesor	işlemci	prosesor	işlemci	N;SG	N;NOM;SG;3
digabungkan	birleşti	digabungkan	birleş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
panduan	rehberlik	panduan	rehberlik	N;SG	N;NOM;SG;3
panduan	rehberi	panduan	rehber	N;SG	N;NOM;SG;3
panduan	kılavuzu	panduan	kılavuz	N;SG	N;ACC;SG;3
dibuang	sürüldü	dibuang	sür	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibuang	atılmış	dibuang	at	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dibuang	çıkarıldı	dibuang	çıkar	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibuang	kaldırılmış	dibuang	kal	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dibuang	kaldırıldı	dibuang	kal	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
akting	oyunculuk	akting	oyunculuk	N;SG	N;NOM;SG;3
akting	oyunculuğu	akting	oyunculuk	N;SG	N;NOM;SG;3
ikon	simgeleri	ikon	simge	N	N;ACC;PL;3
ikon	simgeler	ikon	simge	N	N;NOM;PL;3
ikon	simgesi	ikon	simge	N	N;NOM;SG;3
nol	sıfır	nol	sıfır		
nol	geçersiz	nol	geçersiz		
nol	sıfır	nol	sıfır		
teleskop	teleskop	teleskop	teleskop	N;SG	N;NOM;SG;3
lintang	enlem	lintang	enlem	N	N;NOM;SG;3
lintang	enlemlerde	lintang	enlem	N	N;ESS;PL;3
