hab	hab	hab	hab	N;FEM;SG	N;INDF;MASC+FEM;SG
chapéu	hat	chapéu	hat	N;MASC;SG	N;INDF;MASC+FEM;SG
apontado	pegede	apontar	peget	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
apontado	peget	apontar	peget	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
discutido	drøftet	discutir	drøfte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
discutido	diskuterede	discutir	diskutere	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
discutido	drøftede	discutir	drøfte	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
discutido	diskuteret	discutir	diskutere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
desculpas	undskyldninger	desculpa	undskyldning	N;FEM;PL	N;INDF;MASC+FEM;PL
desculpas	undskyldninger	desculpa	undskyldning	N;FEM;PL	N;INDF;MASC+FEM;PL
rara	sjælden	raro	sjælden	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
moto	motorcykel	moto	motorcykel	N;FEM;SG	N;INDF;MASC+FEM;SG
moto	cykel	moto	cykel	N;FEM;SG	N;INDF;MASC+FEM;SG
moto	cyklen	moto	cykle	N;FEM;SG	N;DEF;MASC+FEM;SG
moto	motorcykel	moto	motorcykel	N;FEM;SG	N;INDF;MASC+FEM;SG
doctor	lægen	doctor	læge	N;MASC;SG	N;DEF;MASC+FEM;SG
doctor	læge	doctor	læge	N;MASC;SG	N;INDF;MASC+FEM;SG
doctor	doktor	doctor	doktor	N;MASC;SG	N;INDF;MASC+FEM;SG
procurador	sagfører	procurador	sagfører	N;MASC;SG	N;INDF;MASC+FEM;SG
procurador	advokat	procurador	advokat	N;MASC;SG	N;INDF;MASC+FEM;SG
procurador	anklagemyndighed	procurador	anklagemyndighed	N;MASC;SG	N;INDF;MASC+FEM;SG
procurador	anklagemyndigheden	procurador	anklagemyndighed	N;MASC;SG	N;DEF;MASC+FEM;SG
procurador	anklageren	procurador	anklager	N;MASC;SG	N;DEF;MASC+FEM;SG
pega	tage	pegar	tage	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
definidas	definerede	definido	definere	V;FEM;PL;V.PTCP	V;PST;V.PTCP
flauta	fløjte	flauta	fløjte	N;FEM;SG	N;INDF;MASC+FEM;SG
flauta	fløjten	flauta	fløjt	N;FEM;SG	N;DEF;MASC+FEM;SG
aeronáutica	luftfart	aeronáutico	luftfart	N;FEM;SG	N;INDF;MASC+FEM;SG
esqui	ski	esqui	ski	N;MASC;SG	N;INDF;NEUT;SG
esqui	ski	esqui	ski	N;MASC;SG	N;INDF;NEUT;SG
criadores	skabere	criador	skaber	N;MASC;PL	N;INDF;MASC+FEM;PL
criadores	skaberne	criador	skabe	N;MASC;PL	N;DEF;MASC+FEM;PL
criadores	opdrættere	criador	opdrætter	N;MASC;PL	N;INDF;MASC+FEM;PL
criadores	avlere	criador	avlere	N;MASC;PL	N;INDF;MASC+FEM;PL
punição	straf	punição	straf	N;FEM;SG	N;INDF;MASC+FEM;SG
punição	afstraffelse	punição	afstraffelse	N;FEM;SG	N;INDF;MASC+FEM;SG
editada	redigerede	editar	redigere	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
editada	redigeret	editar	redigere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
divulgado	frigjort	divulgar	frigjort	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
divulgado	udgivet	divulgar	udgive	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
divulgado	løsladt	divulgar	løsladt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
divulgado	frigivet	divulgar	frigiv	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
nomenclatura	nomenklaturen	nomenclatura	nomenklatur	N;FEM;SG	N;DEF;MASC+FEM;SG
nomenclatura	nomenklatur	nomenclatura	nomenklatur	N;FEM;SG	N;INDF;MASC+FEM;SG
trilogia	trilogi	trilogia	trilogi	N;FEM;SG	N;INDF;MASC+FEM;SG
jenkins	jenkins	jenkin	jenkins	N;MASC;SG	N;INDF;MASC+FEM;SG
acompanhada	ledsaget	acompanhar	ledsag	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acompanhada	ledsages	acompanhar	ledsage	V;FEM;SG;V.PTCP	V;IND;PRS;NFIN;PASS
confirmada	konfirmeret	confirmar	konfirmere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
confirmada	bekræftede	confirmar	bekræfte	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
confirmada	bekræftet	confirmar	bekræfte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
gibson	gibson	gibson	gibson	N;MASC;SG	N;INDF;MASC+FEM;SG
debaixo	nedenunder	debaixo	nedenunder	ADV	ADV
parciais	delvise	parcial	delvis	ADJ;MASC;PL	ADJ;PL
bater	slået	bater	slå	V;NFIN	V;INDF;SG;PST;V.PTCP
bater	slå	bater	slå	V;NFIN	V;NFIN;ACT
bater	banke	bater	banke	V;NFIN	V;NFIN;ACT
bater	slår	bater	slå	V;NFIN	V;IND;PRS;FIN;ACT
bater	ramte	bater	ramme	V;NFIN	V;IND;PST;FIN;ACT
bater	ramt	bater	ramme	V;NFIN	V;INDF;SG;PST;V.PTCP
bater	slå	bater	slå	V;NFIN	V;NFIN;ACT
caos	kaos	caos	kaos	N;MASC;SG	N;INDF;NEUT;SG
influente	indflydelsesrig	influente	indflydelsesrig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
colo	skødet	colo	skød	N;MASC;SG	N;DEF;NEUT;SG
colo	lap	colo	lape	N;MASC;SG	N;INDF;MASC+FEM;SG
colo	omgang	colo	omgang	N;MASC;SG	N;INDF;MASC+FEM;SG
partindo	forlader	partir	forlade	V;V.MSDR	V;IND;PRS;FIN;ACT
extração	ekstraktion	extração	ekstraktion	N;FEM;SG	N;INDF;MASC+FEM;SG
extração	udtrækning	extração	udtrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
extração	udtræk	extração	udtræk	N;FEM;SG	N;INDF;NEUT;SG
extração	udvinding	extração	udvinding	N;FEM;SG	N;INDF;MASC+FEM;SG
lance	lance	lançar	lance	N;MASC;SG	N;INDF;MASC+FEM;SG
lance	bud	lançar	bud	N;MASC;SG	N;INDF;NEUT;SG
script	scripting	script	scripting	N;MASC;SG	N;INDF;MASC+FEM;SG
script	manus	script	manus	N;MASC;SG	N;INDF;NEUT;SG
script	scriptet	script	scripte	N;MASC;SG	N;DEF;NEUT;SG
script	manuskript	script	manuskript	N;MASC;SG	N;INDF;NEUT;SG
script	script	script	script	N;MASC;SG	N;INDF;NEUT;SG
cairo	cairo	cairo	cairo	N;MASC;SG	N;INDF;MASC+FEM;SG
aproveitando	hygger	aproveitar	hygge	V;V.MSDR	V;IND;PRS;FIN;ACT
aproveitando	nyder	aproveitar	nyde	V;V.MSDR	V;IND;PRS;FIN;ACT
estágios	stadier	estágio	stadie	N;MASC;PL	N;INDF;MASC+FEM;PL
estágios	etaper	estágio	etape	N;MASC;PL	N;INDF;MASC+FEM;PL
estágios	faser	estágio	fase	N;MASC;PL	N;INDF;MASC+FEM;PL
luftwaffe	luftwaffe	luftwaffe	luftwaffe	N;FEM;SG	N;INDF;MASC+FEM;SG
terminado	afsluttet	terminar	afslutte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminado	afsluttede	terminar	afslutte	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
proteína	proteinindhold	proteína	proteinindhold	N;FEM;SG	N;INDF;NEUT;SG
proteína	protein	proteína	protein	N;FEM;SG	N;INDF;NEUT;SG
leslie	leslie	leslie	leslie	N;MASC;SG	N;INDF;MASC+FEM;SG
nuvens	skyerne	nuvem	sky	N;FEM;PL	N;DEF;MASC+FEM;PL
nuvens	skyer	nuvem	sky	N;FEM;PL	N;INDF;MASC+FEM;PL
nuvens	skyer	nuvem	sky	N;FEM;PL	N;INDF;MASC+FEM;PL
fêmea	hunkøn	fêmea	hunkøn	N;FEM;SG	N;INDF;NEUT;SG
fêmea	kvinde	fêmea	kvinde	N;FEM;SG	N;INDF;MASC+FEM;SG
distâncias	afstande	distância	afstand	N;FEM;PL	N;INDF;MASC+FEM;PL
distâncias	afstandene	distância	afstand	N;FEM;PL	N;DEF;MASC+FEM;PL
correção	korrektion	correção	korrektion	N;FEM;SG	N;INDF;MASC+FEM;SG
correção	rettelse	correção	rettelse	N;FEM;SG	N;INDF;MASC+FEM;SG
correção	berigtigelse	correção	berigtigelse	N;FEM;SG	N;INDF;MASC+FEM;SG
processador	processor	processador	processor	N;MASC;SG	N;INDF;MASC+FEM;SG
macedônia	makedonien	macedônia	makedonie	N;FEM;SG	N;DEF;MASC+FEM;SG
essenciais	afgørende	essencial	afgørende	ADJ;MASC;PL	ADJ
essenciais	væsentlige	essencial	væsentlig	ADJ;MASC;PL	ADJ;PL
petrópolis	petrópolis	petrópoli	petrópolis	N;MASC;SG	N;INDF;MASC+FEM;SG
ensinar	undervise	ensinar	undervise	V;NFIN	V;NFIN;ACT
ensinar	undervise	ensinar	undervise	V;NFIN	V;NFIN;ACT
ensinar	underviser	ensinar	undervise	V;NFIN	V;IND;PRS;FIN;ACT
economista	økonom	economista	økonom	N;MASC;SG	N;INDF;MASC+FEM;SG
sega	sega	segar	sega	N;MASC;SG	N;INDF;MASC+FEM;SG
cola	lim	cola	lim	N;FEM;SG	N;INDF;NEUT;SG
cola	klister	cola	kliste	N;FEM;SG	N;INDF;MASC+FEM;SG
proibição	ban	proibição	ban	N;FEM;SG	N;INDF;NEUT;SG
proibição	forbud	proibição	forbud	N;FEM;SG	N;INDF;NEUT;SG
proibição	forbud	proibição	forbud	N;FEM;SG	N;INDF;NEUT;SG
sobreviveu	overlevet	sobreviver	overleve	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sobreviveu	overlevede	sobreviver	overleve	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
key	nøglen	key	nøgle	N;MASC;SG	N;DEF;MASC+FEM;SG
key	nøgle	key	nøgen	N;MASC;SG	N;INDF;MASC+FEM;SG
residente	bosiddende	residente	bosidde	ADJ;MASC;SG	ADJ
garotas	piger	garota	pige	N;FEM;PL	N;INDF;MASC+FEM;PL
garotas	pigerne	garota	pige	N;FEM;PL	N;DEF;MASC+FEM;PL
garotas	tøser	garota	tøse	N;FEM;PL	N;INDF;MASC+FEM;PL
coordenador	koordinator	coordenador	koordinator	N;MASC;SG	N;INDF;MASC+FEM;SG
coordenador	koordinatoren	coordenador	koordinator	N;MASC;SG	N;DEF;MASC+FEM;SG
obrigatório	obligatorisk	obrigatório	obligatorisk	ADJ;MASC;SG	ADJ;INDF;SG
obrigatório	obligatorisk	obrigatório	obligatorisk	ADJ;MASC;SG	ADJ;INDF;SG
obrigatório	obligatorisk	obrigatório	obligatorisk	ADJ;MASC;SG	ADJ;INDF;SG
preservar	bevare	preservar	bevare	V;NFIN	V;NFIN;ACT
preservar	bevar	preservar	bevare	V;NFIN	V;IMP
cook	kogning	cook	kogning	N;MASC;SG	N;INDF;MASC+FEM;SG
cook	kok	cook	kok	N;MASC;SG	N;INDF;MASC+FEM;SG
henriques	henriques	henrique	henritue	N;MASC;SG	N;INDF;MASC+FEM;SG
entregar	levere	entregar	levere	V;NFIN	V;NFIN;ACT
entregar	leverer	entregar	levere	V;NFIN	V;IND;PRS;FIN;ACT
entregar	levere	entregar	levere	V;NFIN	V;NFIN;ACT
equipado	monteret	equipar	monter	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
equipado	udstyret	equipar	udstyre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
equipado	udrustet	equipar	udruste	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
sódio	natrium	sódio	natrium	N;MASC;SG	N;INDF;NEUT;SG
caixas	æsker	caixa	æske	N;FEM;PL	N;INDF;MASC+FEM;PL
caixas	bokse	caixa	bokse	N;FEM;PL	N;INDF;MASC+FEM;PL
caixas	kasser	caixa	kasse	N;FEM;PL	N;INDF;MASC+FEM;PL
concordou	aftalt	concordar	aftale	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
contínuo	kontinuert	contínuo	kontinuert	N;MASC;SG	N;INDF;MASC+FEM;SG
contínuo	kontinuum	contínuo	kontinuum	N;MASC;SG	N;INDF;NEUT;SG
tribunais	retter	tribunal	ret	N;MASC;PL	N;INDF;MASC+FEM;PL
tribunais	domstolene	tribunal	domstol	N;MASC;PL	N;DEF;MASC+FEM;PL
tribunais	domstole	tribunal	domstol	N;MASC;PL	N;INDF;MASC+FEM;PL
abrigo	ly	abrigo	ly	N;MASC;SG	N;INDF;MASC+FEM;SG
acompanhamento	sporing	acompanhamento	sporing	N;MASC;SG	N;INDF;MASC+FEM;SG
acompanhamento	opfølgning	acompanhamento	opfølgning	N;MASC;SG	N;INDF;MASC+FEM;SG
acompanhamento	monitorering	acompanhamento	monitorering	N;MASC;SG	N;INDF;MASC+FEM;SG
acompanhamento	overvågning	acompanhamento	overvågning	N;MASC;SG	N;INDF;MASC+FEM;SG
permaneceram	forblev	permanecer	forblev	V;IND;PL;3;FIN	V;IND;PST;FIN;ACT
explicou	forklarede	explicar	forklare	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
explicou	forklaret	explicar	forklare	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
impulso	pulsen	impulso	puls	N;MASC;SG	N;DEF;MASC+FEM;SG
impulso	impuls	impulso	impuls	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	puls	impulso	puls	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	impuls	impulso	impuls	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	indskydelse	impulso	indskydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
bebida	druk	beber	druk	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drink	beber	drink	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drik	beber	drikke	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drikkevare	beber	drikkevare	N;FEM;SG	N;INDF;MASC+FEM;SG
máscara	maske	máscara	maske	N;FEM;SG	N;INDF;MASC+FEM;SG
máscara	masken	máscara	mask	N;FEM;SG	N;DEF;MASC+FEM;SG
dublin	dublin	dublin	dublin	N;MASC;SG	N;INDF;MASC+FEM;SG
unir	forene	unir	forene	V;NFIN	V;NFIN;ACT
mineração	minedrift	mineração	minedrift	N;FEM;SG	N;INDF;NEUT;SG
shadow	skygge	shadow	skygge	N;MASC;SG	N;INDF;MASC+FEM;SG
shadow	skyggen	shadow	skygge	N;MASC;SG	N;DEF;MASC+FEM;SG
robôs	robotterne	robôs	robot	N;MASC;PL	N;DEF;MASC+FEM;PL
robôs	robotter	robôs	robotte	N;MASC;PL	N;INDF;MASC+FEM;PL
reflexão	refleksion	reflexão	refleksion	N;FEM;SG	N;INDF;MASC+FEM;SG
reflexão	spejlbillede	reflexão	spejlbillet	N;FEM;SG	N;INDF;NEUT;SG
reflexão	afspejling	reflexão	afspejling	N;FEM;SG	N;INDF;MASC+FEM;SG
pseudônimo	pseudonym	pseudônimo	pseudonym	N;MASC;SG	N;INDF;NEUT;SG
fatal	dødelig	fatal	dødelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fatal	fatalt	fatal	fatale	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
fatal	fatal	fatal	fatal	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fatal	dødeligt	fatal	dødelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
abandonada	opgivet	abandonar	opgive	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
abandonada	efterladt	abandonar	efterlade	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
abandonada	forladt	abandonar	forlade	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dividir	flækker	dividir	flække	V;NFIN	V;IND;PRS;FIN;ACT
dividir	delt	dividir	delt	V;NFIN	V;INDF;SG;PST;V.PTCP
dividir	opdelt	dividir	opdele	V;NFIN	V;INDF;SG;PST;V.PTCP
vilões	slyngler	vilão	slyngel	N;MASC;PL	N;INDF;MASC+FEM;PL
vilões	skurke	vilão	skurke	N;MASC;PL	N;INDF;MASC+FEM;PL
obrigada	takker	obrigar	takke	V;FEM;SG;V.PTCP	V;IND;PRS;FIN;ACT
essência	essensen	essência	essense	N;FEM;SG	N;DEF;MASC+FEM;SG
essência	essens	essência	essens	N;FEM;SG	N;INDF;MASC+FEM;SG
tropa	hær	tropa	hær	N;FEM;SG	N;INDF;MASC+FEM;SG
tropa	hæren	tropa	hær	N;FEM;SG	N;DEF;MASC+FEM;SG
tropa	hærens	tropa	hær	N;FEM;SG	N;GEN;DEF;MASC+FEM;SG
tropa	army	tropa	army	N;FEM;SG	N;INDF;MASC+FEM;SG
indicados	nominerede	indicar	nominere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
indicados	udvalgte	indicar	udvælge	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
indicados	indikerede	indicar	indikere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
revolution	revolutionen	revolution	revolution	N;MASC;SG	N;DEF;MASC+FEM;SG
revolution	revolution	revolution	revolution	N;MASC;SG	N;INDF;MASC+FEM;SG
revolution	omvæltning	revolution	omvæltning	N;MASC;SG	N;INDF;MASC+FEM;SG
lealdade	troskab	lealdade	troskab	N;FEM;SG	N;INDF;MASC+FEM;SG
lealdade	loyalitet	lealdade	loyalitet	N;FEM;SG	N;INDF;MASC+FEM;SG
deixe	forlade	deixar	forlade	V;SBJV;SG;3;PRS;FIN	V;NFIN;ACT
concorrência	konkurrencen	concorrência	konkurrence	N;FEM;SG	N;DEF;MASC+FEM;SG
concorrência	konkurrence	concorrência	konkurrence	N;FEM;SG	N;INDF;MASC+FEM;SG
ilustrado	illustreret	ilustrar	illustrere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
