من	od	مِن	od	ADP	ADP
يغطي	pokrywa	غَطَّى	pokrywać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يغطي	obejmuje	غَطَّى	obejmować	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
حافة	krawędź	حَافّ	krawędź	N;NOM;INDF;SG	N;NOM;FEM;SG
الحلول	roztwory	حَلّ	roztwór	N;NOM;DEF;PL	N;NOM;MASC;PL
الحلول	rozwiązania	حَلّ	rozwiązanie	N;NOM;DEF;PL	N;NOM;NEUT;PL
مبكرة	wczesny	مُبَكِّر	wczesny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
صيانة	utrzymanie	صِيَانَة	utrzymać	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
صيانة	konserwacja	صِيَانَة	konserwacja	N;NOM;INDF;SG	N;NOM;FEM;SG
كلب	psie	كُلب	pić	N;NOM;INDF;SG	N;NOM;MASC;SG
كلب	pies	كُلب	pies	N;NOM;INDF;SG	N;NOM;MASC;SG
كلب	piesek	كُلب	piesek	N;NOM;INDF;SG	N;NOM;MASC;SG
الفك	szczęka	فِكّ	szczęka	N;NOM;DEF;SG	N;NOM;FEM;SG
المصنع	fabryka	مَصنَع	fabryka	N;NOM;DEF;SG	N;NOM;FEM;SG
المصنع	wytwórca	مَصنَع	wytwórcać	N;NOM;DEF;SG	N;NOM;MASC;SG
المساعد	asystent	مُسَاعِد	asystent	N;NOM;DEF;SG	N;NOM;MASC;SG
المساعد	pomocnik	مُسَاعِد	pomocnik	N;NOM;DEF;SG	N;NOM;MASC;SG
المساعد	asystentka	مُسَاعِد	asystentka	N;NOM;DEF;SG	N;NOM;FEM;SG
تحضير	przygotowanie	تَحضِير	przygotowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تحضير	przygotowania	تَحضِير	przygotowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تحضير	przygotowywanie	تَحضِير	przygotowywać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تحضير	przygotowanie	تَحضِير	przygotowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تحضير	przygotowywanie	تَحضِير	przygotowywać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
المراجعة	audyt	مُرَاجَعَة	audyt	N;NOM;DEF;SG	N;NOM;MASC;SG
المراجعة	kontrola	مُرَاجَعَة	kontrola	N;NOM;DEF;SG	N;NOM;FEM;SG
المراجعة	recenzja	مُرَاجَعَة	recenzja	N;NOM;DEF;SG	N;NOM;FEM;SG
المراجعة	rewizja	مُرَاجَعَة	rewizja	N;NOM;DEF;SG	N;NOM;FEM;SG
المراجعة	weryfikacja	مُرَاجَعَة	weryfikacja	N;NOM;DEF;SG	N;NOM;FEM;SG
المراجعة	rewizja	مُرَاجَعَة	rewizja	N;NOM;DEF;SG	N;NOM;FEM;SG
ضعيف	słaby	ضَعِيف	słaby	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
ضعيف	słaba	ضَعِيف	słaby	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
ضعيف	słabe	ضَعِيف	słaby	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
المعاني	znaczenie	مَعنَى	znaczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المعاني	znaczenia	مَعنَى	znaczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الربط	łączenie	رَبط	łączenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الربط	łączność	رَبط	łączność	N;NOM;DEF;SG	N;NOM;FEM;SG
الربط	podłączenie	رَبط	podłączyć	N;NOM;DEF;SG	N;NOM;NEUT;SG
الربط	łączenie	رَبط	łączenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المعدل	stawka	مُعَدَّل	stawka	N;NOM;DEF;SG	N;NOM;FEM;SG
المعدل	stopa	مُعَدَّل	stopa	N;NOM;DEF;SG	N;NOM;FEM;SG
استعمل	użyć	اِستَعمَل	użyć	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN;ACT
الحجارة	kamień	حَجَّارَة	kamień	N;NOM;DEF;SG	N;NOM;MASC;SG
دبابات	zbiorniki	دَبَّابَة	zbiornik	N;NOM;INDF;PL	N;NOM;MASC;PL
دبابات	czołgi	دَبَّابَة	czołg	N;NOM;INDF;PL	N;NOM;MASC;PL
الراديو	radio	رَادِيُو	radio	N;NOM;DEF;SG	N;NOM;NEUT;SG
الكلب	psie	كُلب	pić	N;NOM;DEF;SG	N;NOM;MASC;SG
الكلب	pies	كُلب	pies	N;NOM;DEF;SG	N;NOM;MASC;SG
الكلب	piesek	كُلب	piesek	N;NOM;DEF;SG	N;NOM;MASC;SG
الجرائم	wykroczenia	جَرِيمَة	wykroczyć	N;NOM;DEF;PL	N;NOM;NEUT;PL
القطاعات	sektory	قِطَاع	sektor	N;NOM;DEF;PL	N;NOM;MASC;PL
الساعات	godziny	سَاعَة	godzina	N;NOM;DEF;PL	N;NOM;FEM;PL
الساعات	zegary	سَاعَة	zegar	N;NOM;DEF;PL	N;NOM;MASC;PL
الساعات	zegarki	سَاعَة	zegarek	N;NOM;DEF;PL	N;NOM;MASC;PL
رسام	malarz	رَسَّام	malarz	N;NOM;INDF;SG	N;NOM;MASC;SG
الفصول	rozdziały	فَصل	rozdział	N;NOM;DEF;PL	N;NOM;MASC;PL
الفصول	zajęcia	فَصل	zajęcia	N;NOM;DEF;PL	N;NOM;NEUT;PL
الطيار	pilot	طَيَّار	pilot	N;NOM;DEF;SG	N;NOM;MASC;SG
الهرم	piramida	هَرم	piramida	N;NOM;DEF;SG	N;NOM;FEM;SG
الدبابات	zbiorniki	دَبَّابَة	zbiornik	N;NOM;DEF;PL	N;NOM;MASC;PL
الدبابات	czołgi	دَبَّابَة	czołg	N;NOM;DEF;PL	N;NOM;MASC;PL
الرعب	horror	رُعب	horror	N;NOM;DEF;SG	N;NOM;MASC;SG
ممر	korytarz	مَمَرّ	korytarz	N;NOM;INDF;SG	N;NOM;MASC;SG
مواصفات	specyfikacje	مُوَاصَفَة	specyfikacja	N;NOM;INDF;PL	N;NOM;FEM;PL
مواصفات	specyfikacje	مُوَاصَفَة	specyfikacja	N;NOM;INDF;PL	N;NOM;FEM;PL
النفوذ	wpływ	نُفُوذ	wpływ	N;NOM;DEF;SG	N;NOM;MASC;SG
النفوذ	dźwignia	نُفُوذ	dźwigniać	N;NOM;DEF;SG	N;NOM;FEM;SG
المطلب	popyt	مَطلَب	popyt	N;NOM;DEF;SG	N;NOM;MASC;SG
المطلب	zapotrzebowanie	مَطلَب	zapotrzebowanie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
المطلب	żądanie	مَطلَب	żądanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجرعة	dawkowanie	جُرعَة	dawkować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الجرعة	dawka	جُرعَة	dawka	N;NOM;DEF;SG	N;NOM;FEM;SG
يصنع	czyni	صَنَع	czynić	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
نشط	aktywne	نَشِط	aktywny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
نشط	aktywna	نَشِط	aktywny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
نشط	aktywny	نَشِط	aktywny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
نشط	czynne	نَشِط	czynny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
التجمعات	zespoły	تَجَمُّع	zespół	N;NOM;DEF;PL	N;NOM;MASC;PL
التجمعات	wiece	تَجَمُّع	wiec	N;NOM;DEF;PL	N;NOM;MASC;PL
الغضب	złość	غَضَب	złość	N;NOM;DEF;SG	N;NOM;FEM;SG
الغضب	gniew	غَضَب	gniew	N;NOM;DEF;SG	N;NOM;MASC;SG
موضوعات	tematy	موضوعات	temat	N;NOM;INDF;PL	N;NOM;MASC;PL
موضوعات	motywy	موضوعات	motyw	N;NOM;INDF;PL	N;NOM;MASC;PL
موضوعات	tematy	موضوعات	temat	N;NOM;INDF;PL	N;NOM;MASC;PL
موضوعات	tematy	موضوعات	temat	N;NOM;INDF;PL	N;NOM;MASC;PL
موضوعات	obiekty	موضوعات	obiekt	N;NOM;INDF;PL	N;NOM;MASC;PL
موضوعات	przedmioty	موضوعات	przedmiot	N;NOM;INDF;PL	N;NOM;MASC;PL
حزمة	opakowanie	حُزمَة	opakować	N;NOM;INDF;SG	N;NOM;NEUT;SG
حزمة	pakiet	حُزمَة	pakiet	N;NOM;INDF;SG	N;NOM;MASC;SG
حزمة	wiązka	حُزمَة	wiązka	N;NOM;INDF;SG	N;NOM;FEM;SG
حزمة	pakiet	حُزمَة	pakiet	N;NOM;INDF;SG	N;NOM;MASC;SG
حزمة	paczka	حُزمَة	paczka	N;NOM;INDF;SG	N;NOM;FEM;SG
شرقية	wschodnie	شَرقِيّ	wschodni	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
شرقية	wschodni	شَرقِيّ	wschodni	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
شرقية	wschodnia	شَرقِيّ	wschodnia	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
مظهر	wygląd	مَظهَر	wygląd	N;NOM;INDF;SG	N;NOM;MASC;SG
مظهر	wystąpienie	مَظهَر	wystąpienie	N;NOM;INDF;SG	N;NOM;NEUT;SG
وقود	paliwo	وَقُود	paliwo	N;NOM;INDF;SG	N;NOM;NEUT;SG
مصالح	zainteresowania	مَصلَحَة	zainteresowanie	N;NOM;INDF;PL	N;NOM;NEUT;PL
السياح	turyści	سَائِح	turysta	N;NOM;DEF;PL	N;NOM;MASC;PL
الكلاب	psy	كَلَاب	pies	N;NOM;DEF;PL	N;NOM;MASC;PL
الكلاب	pieski	كَلَاب	piesek	N;NOM;DEF;PL	N;NOM;MASC;PL
تربة	gleba	تَربَة	gleba	N;NOM;INDF;SG	N;NOM;FEM;SG
تربة	ziemia	تَربَة	ziemia	N;NOM;INDF;SG	N;NOM;FEM;SG
الفشل	porażka	فَشَل	porażka	N;NOM;DEF;SG	N;NOM;FEM;SG
الفشل	niepowodzenie	فَشَل	niepowodzenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الفشل	niewydolność	فَشَل	niewydolność	N;NOM;DEF;SG	N;NOM;FEM;SG
الفشل	awaria	فَشَل	awariać	N;NOM;DEF;SG	N;NOM;FEM;SG
رائحة	woń	رَائِحَة	woń	N;NOM;INDF;SG	N;NOM;FEM;SG
رائحة	zapach	رَائِحَة	zapach	N;NOM;INDF;SG	N;NOM;MASC;SG
رائحة	zapach	رَائِحَة	zapach	N;NOM;INDF;SG	N;NOM;MASC;SG
غطاء	okładka	غِطَاء	okładka	N;NOM;INDF;SG	N;NOM;FEM;SG
غابات	lasy	غَابَة	las	N;NOM;INDF;PL	N;NOM;MASC;PL
غابات	lasy	غَابَة	las	N;NOM;INDF;PL	N;NOM;MASC;PL
غابات	lasy	غَابَة	las	N;NOM;INDF;PL	N;NOM;MASC;PL
الثورية	rewolucyjny	ثُورِيّ	rewolucyjny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
مظاهرات	demonstracje	مُظَاهَرَة	demonstracja	N;NOM;INDF;PL	N;NOM;FEM;PL
معادن	metale	مَعدِن	metal	N;NOM;INDF;PL	N;NOM;MASC;PL
معادن	minerały	مَعدِن	minerał	N;NOM;INDF;PL	N;NOM;MASC;PL
معادن	metale	مَعدِن	metal	N;NOM;INDF;PL	N;NOM;MASC;PL
معادن	minerały	مَعدِن	minerał	N;NOM;INDF;PL	N;NOM;MASC;PL
المؤسس	założyciel	مُؤَسِّس	założyciel	N;NOM;DEF;SG	N;NOM;MASC;SG
استقرار	stabilizacja	اِستِقرَار	stabilizacja	N;NOM;INDF;SG	N;NOM;FEM;SG
استقرار	stabilność	اِستِقرَار	stabilność	N;NOM;INDF;SG	N;NOM;FEM;SG
الذكرى	pamięć	ذِكرَى	pamięć	N;NOM;DEF;SG	N;NOM;FEM;SG
الذكرى	wspomnienie	ذِكرَى	wspomnienie	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS;V.MSDR
البديل	alternatywa	بَدِيل	alternatywa	N;NOM;DEF;SG	N;NOM;FEM;SG
البديل	zastępca	بَدِيل	zastępca	N;NOM;DEF;SG	N;NOM;MASC;SG
البديل	wymiana	بَدِيل	wymianać	N;NOM;DEF;SG	N;NOM;FEM;SG
البديل	zastąpienia	بَدِيل	zastąpić	N;NOM;DEF;SG	N;NOM;NEUT;SG
البديل	zastępstwo	بَدِيل	zastępstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
البديل	zastąpienie	بَدِيل	zastąpienie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التاج	korona	تَاج	korona	N;NOM;DEF;SG	N;NOM;FEM;SG
الجريدة	gazeta	جَرِيد	gazeta	N;NOM;DEF;SG	N;NOM;FEM;SG
المسابقات	konkursy	مُسَابَقَة	konkurs	N;NOM;DEF;PL	N;NOM;MASC;PL
المسابقات	konkursy	مُسَابَقَة	konkurs	N;NOM;DEF;PL	N;NOM;MASC;PL
المظاهرات	protesty	المظاهرات	protest	N;NOM;DEF;PL	N;NOM;MASC;PL
المظاهرات	demonstracje	المظاهرات	demonstracja	N;NOM;DEF;PL	N;NOM;FEM;PL
تسويق	obrót	تَسوِيق	obrót	N;NOM;INDF;SG	N;NOM;MASC;SG
صف	rząd	صَفّ	rząd	N;NOM;INDF;SG	N;NOM;MASC;SG
صف	wiersz	صَفّ	wiersz	N;NOM;INDF;SG	N;NOM;MASC;SG
المعدن	metal	مَعدِن	metal	N;NOM;DEF;SG	N;NOM;MASC;SG
التدخين	palenie	تَدخِين	palen	N;NOM;DEF;SG	N;NOM;NEUT;SG
توازن	bilans	تَوَازُن	bilans	N;NOM;INDF;SG	N;NOM;MASC;SG
توازن	saldo	تَوَازُن	saldo	N;NOM;INDF;SG	N;NOM;NEUT;SG
توازن	równowaga	تَوَازُن	równowaga	N;NOM;INDF;SG	N;NOM;FEM;SG
التبادل	giełda	تَبَادُل	giełda	N;NOM;DEF;SG	N;NOM;FEM;SG
التبادل	wymiana	تَبَادُل	wymianać	N;NOM;DEF;SG	N;NOM;FEM;SG
الذرات	atomy	ذِرَة	atoma	N;NOM;DEF;PL	N;NOM;MASC;PL
الشحنة	przesyłka	شَحنَة	przesyłkać	N;NOM;DEF;SG	N;NOM;FEM;SG
الشحنة	przemieszczanie	شَحنَة	przemieszczać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
النشيد	hymn	نَشِيد	hymn	N;NOM;DEF;SG	N;NOM;MASC;SG
التعليمات	instrukcje	تَعلِيم	instrukcja	N;NOM;DEF;PL	N;NOM;FEM;PL
التعليمات	instrukcje	تَعلِيم	instrukcja	N;NOM;DEF;PL	N;NOM;FEM;PL
الراحة	komfort	رَاحَة	komfort	N;NOM;DEF;SG	N;NOM;MASC;SG
الانتحار	samobójstwo	اِنتِحَار	samobójstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
اعضاء	narządy	عُضو	narząd	N;NOM;INDF;PL	N;NOM;MASC;PL
اعضاء	organy	عُضو	organa	N;NOM;INDF;PL	N;NOM;MASC;PL
اعضاء	posłowie	عُضو	poseł	N;NOM;INDF;PL	N;NOM;MASC;PL
اعضاء	członkowie	عُضو	członek	N;NOM;INDF;PL	N;NOM;MASC;PL
القيصر	caesar	قَيصَر	caesar	N;NOM;DEF;SG	N;NOM;MASC;SG
استخراج	wydobycie	اِستِخرَاج	wydobyć	N;NOM;INDF;SG	N;NOM;NEUT;SG
استخراج	ekstrakt	اِستِخرَاج	ekstrakt	N;NOM;INDF;SG	N;NOM;MASC;SG
الرطوبة	wilgotność	رُطُوبَة	wilgotność	N;NOM;DEF;SG	N;NOM;FEM;SG
الرطوبة	wilgotność	رُطُوبَة	wilgotność	N;NOM;DEF;SG	N;NOM;FEM;SG
التسلسل	sekwencjonowanie	تَسَلسُل	sekwencjonować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التسلسل	sekwencja	تَسَلسُل	sekwencja	N;NOM;DEF;SG	N;NOM;FEM;SG
التسلسل	ciąg	تَسَلسُل	ciąg	N;NOM;DEF;SG	N;NOM;MASC;SG
التسلسل	kolejność	تَسَلسُل	kolejność	N;NOM;DEF;SG	N;NOM;FEM;SG
روماني	rumuński	رُومَانِيّ	rumuński	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
روماني	rzymski	رُومَانِيّ	rzymski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
روماني	rzymskie	رُومَانِيّ	rzymski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
حيز	przestrzeń	حَيِّز	przestrzeń	N;NOM;INDF;SG	N;NOM;FEM;SG
يقتل	zabija	قَتَل	zabijać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
حفلات	koncerty	حَفلَة	koncert	N;NOM;INDF;PL	N;NOM;MASC;PL
حفلات	partie	حَفلَة	partia	N;NOM;INDF;PL	N;NOM;FEM;PL
تقليدية	tradycyjne	تَقلِيدِيّ	tradycyjny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
تقليدية	tradycyjna	تَقلِيدِيّ	tradycyjny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
تقليدية	tradycyjny	تَقلِيدِيّ	tradycyjny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
المجرة	galaktyka	مَجرَة	galaktyka	N;NOM;DEF;SG	N;NOM;FEM;SG
المرشح	filtr	مُرَشَّح	filtr	N;NOM;DEF;SG	N;NOM;MASC;SG
المرشح	kandydat	مُرَشَّح	kandydat	N;NOM;DEF;SG	N;NOM;MASC;SG
المحدد	podany	مُحَدَّد	podać	ADJ;NOM;DEF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
الغطاء	okładka	غِطَاء	okładka	N;NOM;DEF;SG	N;NOM;FEM;SG
متصلة	podłączone	مُتَّصِل	podłączyć	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
متصلة	powiązane	مُتَّصِل	powiązać	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
متصلة	połączony	مُتَّصِل	połączyć	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
متصلة	połączone	مُتَّصِل	połączyć	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
متصلة	związane	مُتَّصِل	związany	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
الخيمة	namiot	خِيمَة	namiot	N;NOM;DEF;SG	N;NOM;MASC;SG
الملاحة	nawigacja	مِلَاحَة	nawigacja	N;NOM;DEF;SG	N;NOM;FEM;SG
التحقق	sprawdzenie	تَحَقُّق	sprawdzenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التحقق	weryfikacja	تَحَقُّق	weryfikacja	N;NOM;DEF;SG	N;NOM;FEM;SG
التحقق	sprawdzanie	تَحَقُّق	sprawdzać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
وكالات	agencje	وِكَالَة	agencja	N;NOM;INDF;PL	N;NOM;FEM;PL
جمعيات	skojarzenia	جَمعِيَّة	skojarzenie	N;NOM;INDF;PL	N;NOM;NEUT;PL
فقر	bieda	فَقر	bieda	N;NOM;INDF;SG	N;NOM;FEM;SG
فقر	ubóstwo	فَقر	ubóstwo	N;NOM;INDF;SG	N;NOM;NEUT;SG
غربية	zachodnie	غَربِيّ	zachodnie	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
يساهم	przyczynia	سَاهَم	przyczyniać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تلقت	otrzymała	تَلَقَّى	otrzymać	V;PFV;FEM;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
العينة	próbka	عَينَة	próbka	N;NOM;DEF;SG	N;NOM;FEM;SG
العينة	próba	عَينَة	próba	N;NOM;DEF;SG	N;NOM;FEM;SG
العينة	okaz	عَينَة	okaz	N;NOM;DEF;SG	N;NOM;MASC;SG
مسرحي	teatralne	مُسرَحِي	teatralny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
حمى	gorączka	حُمَّى	gorączka	N;NOM;INDF;SG	N;NOM;FEM;SG
مولد	generator	مَولِد	generator	N;NOM;INDF;SG	N;NOM;MASC;SG
مرسوم	edykt	مرسوم	edykt	N;NOM;INDF;SG	N;NOM;MASC;SG
مرسوم	dekret	مرسوم	dekret	N;NOM;INDF;SG	N;NOM;MASC;SG
الاحتفاظ	zatrzymanie	اِحتِفَاظ	zatrzymać	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الوسيط	pośrednik	وَسِيط	pośrednik	N;NOM;DEF;SG	N;NOM;MASC;SG
الوسيط	pośrednik	وَسِيط	pośrednik	N;NOM;DEF;SG	N;NOM;MASC;SG
القصف	bombardowanie	قَصف	bombardować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
القصف	bombardowanie	قَصف	bombardować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ينطبق	dotyczy	اِنطَبَق	dotyczyć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
كهرباء	elektryczność	كَهرَبَاء	elektryczność	N;NOM;INDF;SG	N;NOM;FEM;SG
ذرات	atomy	ذِرَة	atoma	N;NOM;INDF;PL	N;NOM;MASC;PL
الخطط	plany	خُطَّة	plan	N;NOM;DEF;PL	N;NOM;MASC;PL
المدفعية	artyleria	مَدفَعِيّ	artylerium	N;NOM;DEF;SG	N;NOM;FEM;SG
عقوبة	karne	عُقُوبَة	karny	N;NOM;INDF;SG	N;NOM;MASC;SG
عقوبة	kara	عُقُوبَة	kara	N;NOM;INDF;SG	N;NOM;FEM;SG
عقوبة	kara	عُقُوبَة	kara	N;NOM;INDF;SG	N;NOM;FEM;SG
ترخيص	licencja	تَرخِيص	licencja	N;NOM;INDF;SG	N;NOM;FEM;SG
مقسمة	podzielona	مُقَسَّم	podzielić	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
مقسمة	dzielone	مُقَسَّم	dzielić	ADJ;NOM;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مقسمة	podzielone	مُقَسَّم	podzielić	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مقسمة	podzielony	مُقَسَّم	podzielić	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
طباعة	druk	طِبَاعَة	druk	N;NOM;INDF;SG	N;NOM;MASC;SG
طباعة	odcisk	طِبَاعَة	odcisk	N;NOM;INDF;SG	N;NOM;MASC;SG
طباعة	drukowanie	طِبَاعَة	drukować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
طباعة	druk	طِبَاعَة	druk	N;NOM;INDF;SG	N;NOM;MASC;SG
طباعة	drukowanie	طِبَاعَة	drukować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
القيود	limity	قَيد	limita	N;NOM;DEF;PL	N;NOM;MASC;PL
التحويل	przenoszenie	تَحوِيل	przenosić	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS;V.MSDR
التحويل	transfer	تَحوِيل	transfer	N;NOM;DEF;SG	N;NOM;MASC;SG
التحويل	przeniesienie	تَحوِيل	przeniesienie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التحويل	przekazanie	تَحوِيل	przekazać	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التحويل	przekształcenie	تَحوِيل	przekształcenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التحويل	przemiana	تَحوِيل	przemiać	N;NOM;DEF;SG	N;NOM;FEM;SG
التحويل	przemiana	تَحوِيل	przemiać	N;NOM;DEF;SG	N;NOM;FEM;SG
التحويل	transformacja	تَحوِيل	transformacja	N;NOM;DEF;SG	N;NOM;FEM;SG
التحويل	przekształcenie	تَحوِيل	przekształcenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
تخفيض	spadek	تَخفِيض	spadka	N;NOM;INDF;SG	N;NOM;MASC;SG
تخفيض	zmniejszenie	تَخفِيض	zmniejszenie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
السطحية	powierzchowne	سَطحِيّ	powierzchowny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الضرر	zniszczenia	ضَرر	zniszczyć	N;NOM;DEF;SG	N;NOM;NEUT;SG
الضرر	uszkodzenie	ضَرر	uszkodzić	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الضرر	uszkodzenia	ضَرر	uszkodzenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
سهولة	łatwość	سُهُولَة	łatwość	N;NOM;INDF;SG	N;NOM;FEM;SG
الاستراتيجية	strategia	إِسترَاتِيجِيَّة	strategia	N;NOM;DEF;SG	N;NOM;FEM;SG
السعادة	szczęście	سَعَادَة	szczęście	N;NOM;DEF;SG	N;NOM;NEUT;SG
التبريد	chłodzenie	تَبرِيد	chłodzić	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
التبريد	chłodzenie	تَبرِيد	chłodzić	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الحفر	kopanie	حَفر	kopać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
نسبية	względne	نِسبِيّ	względny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
نسبية	względna	نِسبِيّ	względny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
البشرة	skóra	بَشَرَة	skóra	N;NOM;DEF;SG	N;NOM;FEM;SG
المختصة	właściwy	مُختَصّ	właściwy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
المختصة	kompetentny	مُختَصّ	kompetentny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
المختصة	właściwe	مُختَصّ	właściwy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
عقيدة	dogmat	عَقِيدَة	dogmat	N;NOM;INDF;SG	N;NOM;MASC;SG
عقيدة	wyznanie	عَقِيدَة	wyznanie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الضعف	osłabienie	ضُعف	osłabić	N;NOM;DEF;SG	N;NOM;NEUT;SG
الخلافات	różnice	خِلَاف	różnica	N;NOM;DEF;PL	N;NOM;FEM;PL
