van	سے	van	سے	ADP	ADP
voorraad	خاندان	voorraad	خاندان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duisternis	ظلمت	duisternis	ظلمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
duisternis	ظلمت	duisternis	ظلمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
afsluiten	تنگ	afsluiten	تنگ	V;NFIN	V;ACT
afsluiten	تنگ	afsluiten	تنگ	V;NFIN	V;ACT
afsluiten	چھوڑنا	afsluiten	چھوڑ	V;NFIN	V;NFIN
vloek	وبال	vloek	وبال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
klagen	کراہنا	klagen	کراہ	V;NFIN	V;MASC;SG;NFIN;ACT
plicht	محصول	plicht	محصول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
middellange	درمیانی	middellang	درمیانی	ADJ	ADJ
middellange	درمیانی	middellang	درمیانی	ADJ	ADJ
til	اٹھنے	tillen	اٹھ	V;SG;PRS;FIN	V;NFIN;ACT
til	ابھرنے	tillen	ابھر	V;SG;PRS;FIN	V;NFIN
til	ابھرنا	tillen	ابھر	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
interventie	مداخلت.	interventie	مداخلت.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
diagram	نقشہ	diagram	نقشہ	N;NEUT;SG	N;NOM;MASC;SG;3
gratie	انداز	gratie	انداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gratie	رعایت	gratie	رعایت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gratie	استعداد	gratie	استعداد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gratie	درگزر	gratie	درگزر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gratie	معافی	gratie	معافی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zieken	بیمار	zieken	بیمار	ADJ	ADJ
kluis	جست	kluis	جست	N;MASC+FEM;SG	N;NOM;MASC;SG;3
speelgoed	شبیہہ	speelgoed	شبیہہ	N;NEUT;SG	N;NOM;MASC;SG;3
rotonde	چوک	rotonde	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opereren	چلانا	opereren	چلا	V;NFIN	V;MASC;SG;NFIN;ACT
dosis	سزا	dosis	سزا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
migratie	مہاجرت	migratie	مہاجرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
modder	کیچڑ	modder	کیچڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
instemming	رضامندی	instemming	رضامندی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ethische	پسندیدہ	ethisch	پسندیدہ	ADJ	ADJ
stikstof	نائٹروجن	stikstof	نائٹروجن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontevreden	ناخوش	ontevreden	ناخوش	ADJ	ADJ
beveiligen	پکا	beveiligen	پک	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
beveiligen	پکا	beveiligen	پک	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
handige	سہل	handig	سہل	ADJ	ADJ
handige	حاضر	handig	حاضر	ADJ	ADJ
handige	کارآمد	handig	کارآمد	ADJ	ADJ
handige	موجود	handig	موجود	ADJ	ADJ
terugtrekking	واپسی	terugtrekking	واپسی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sympathie	شرکت	sympathie	شرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gereserveerd	بچاکر	reserveren	بچاکر	V;V.PTCP	V;ACT
compensatie	جرمانہ	compensatie	جرمانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
compensatie	تلافی	compensatie	تلافی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
conditie	شرط	conditie	شرط	N;MASC+FEM;SG	N;NOM;FEM;SG;3
conditie	موجب	conditie	موجب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
conditie	کیفیت	conditie	کیفیت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sleep	دباؤ	sleven	دباؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sleep	اثر	sleven	اثر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
installeren	لگانا	installeren	لگا	V;NFIN	V;MASC;SG;NFIN;ACT
support	توثیق	support	توثیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
support	نظریے	support	نظریہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
screen	آڑ	screen	آڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontvoering	اغوا	ontvoering	اغوا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
machtig	طاقتور	machtig	طاقتور	ADJ	ADJ
machtig	قوی	machtig	قوی	ADJ	ADJ
machtig	زبردست	machtig	زبردست	ADJ	ADJ
machtig	طاقتور	machtig	طاقتور	ADJ	ADJ
vreugde	تسلی	vreugde	تسلی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vreugde	تسلی	vreugde	تسلی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
islamitisch	اسلامی	islamitisch	اسلامی	ADJ	ADJ
wantrouwen	اعتبار	wantrouwen	اعتبار	N;NEUT;SG	N;NOM;MASC;SG;3
wantrouwen	شبہ	wantrouwen	شبہ	N;NEUT;SG	N;NOM;MASC;SG;3
inspectie	معائنہ	inspectie	معائنہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspectie	جانچ	inspectie	جانچ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inspectie	جائزہ	inspectie	جائزہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slogan	نعرہ	slogan	نعرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rennen	چالو	rennen	چالو	V;NFIN	V;ACT
rennen	پھیرا	rennen	پھیرا	V;NFIN	V;MASC;SG;V.PTCP;ACT
rennen	دوڑنا.	rennen	دوڑنا.	V;NFIN	V;MASC;SG;NFIN;ACT
rennen	بھاگنا	rennen	بھاگ	V;NFIN	V;MASC;SG;NFIN;ACT
rennen	تماشے	rennen	تماشہ	V;NFIN	V;MASC;PL;V.PTCP;ACT
rennen	چڑھائی	rennen	چڑھا	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
inschrijving	رجسٹری	inschrijving	رجسٹری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
identificatie	شناخت	identificatie	شناخت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
innovatie	اختراع	innovatie	اختراع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
innovatie	جدّت	innovatie	جدّت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
processie	جلوس	processie	جلوس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
processie	حرکت	processie	حرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verwijt	تہمت	verwijt	تہمت	N;NEUT;SG	N;NOM;FEM;SG;3
verwijt	الزام	verwijt	الزام	N;NEUT;SG	N;NOM;MASC;SG;3
intelligent	ذہین	intelligent	ذہین	ADJ	ADJ
worp	بلندی	worp	بلندی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
worp	درجہ	worp	درجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
worp	بلندی	worp	بلندی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
worp	درجہ	worp	درجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ingrijpend	جارحانہ	ingrijpend	جارحانہ	ADJ	ADJ
dekken	ڈھانپنے	dekken	ڈھانپ	V;NFIN	V;ACC;NFIN
dekken	سمیٹنا	dekken	سمیٹنا	V;NFIN	V;MASC;SG;NFIN;ACT
onvolledige	نامکمل	onvolledig	نامکمل	ADJ	ADJ
tactiek	تدبیر	tactiek	تدبیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mijlpaal	سوانح	mijlpaal	سوانح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ongewoon	انوکھا	ongewoon	انوکھا	ADJ	ADJ;NOM;MASC;SG
ongewoon	غیرمعمولی	ongewoon	غیرمعمولی	ADJ	ADJ
ongewoon	غیرمعمولی	ongewoon	غیرمعمولی	ADJ	ADJ
ongewoon	انوکھا	ongewoon	انوکھا	ADJ	ADJ;NOM;MASC;SG
ongewoon	غیرمعمولی	ongewoon	غیرمعمولی	ADJ	ADJ
troost	تسلی	troost	تسلی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
troost	تشفی	troost	تشفی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
troost	دلاسا؛تسکین	troost	دلاسا؛تسکین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
troost	دلجوئی	troost	دلجوئی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jeugdige	ناپختہ	jeugdig	ناپختہ	ADJ	ADJ
kwik	پارہ	kwik	پارہ	N;NEUT;SG	N;NOM;MASC;SG;3
kool	کوئلہ	kool	کوئلہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arresteren	روکنا	arresteren	روک	V;NFIN	V;NFIN
onnodige	فضولیات.	onnodig	فضولیات.	ADJ	ADJ
enthousiasme	خواہشمندی.	enthousiasme	خواہشمندی.	N;NEUT;SG	N;NOM;MASC;SG;3
hekel	نفرت	hekel	نفرت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beeldje	مجسمہ	beeldje	مجسمہ	N;NEUT;SG	N;NOM;MASC;SG;3
berucht	بدنام	berucht	بدنام	ADJ	ADJ;NOM;MASC;SG
berucht	بدنام	berucht	بدنام	ADJ	ADJ;NOM;MASC;SG
klassieker	آرٹسٹ	klassieker	آرٹسٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gift	عطیہ	gift	عطیہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gift	عطیہ	gift	عطیہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gift	داد	gift	داد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duurzaam	پائیدار	duurzaam	پائیدار	ADJ	ADJ
duurzaam	دیرپا	duurzaam	دیرپا	ADJ	ADJ
duurzaam	پائیدار	duurzaam	پائیدار	ADJ	ADJ
coupé	پھل	coupé	پھل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gong	تمغا	gong	تمغا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mechanisch	آلاتی	mechanisch	آلا	ADJ	ADJ
mechanisch	آلاتی	mechanisch	آلا	ADJ	ADJ
mechanisch	مشینی	mechanisch	مشینی	ADJ	ADJ
buitenlands	غیر	buitenlands	غیر	ADJ	ADJ
buitenlands	اوپری	buitenlands	اوپری	ADJ	ADJ
buitenlands	غیر	buitenlands	غیر	ADJ	ADJ
buitenlands	اوپری	buitenlands	اوپری	ADJ	ADJ
buitenlands	بیرونی	buitenlands	بیرونی	ADJ	ADJ
antenne	فضا	antenn	فضا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanbeveling	سفارش	aanbeveling	سفارش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
penalty	نقصان	penalty	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
penalty	خسارہ	penalty	خسارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
penalty	تعزیر	penalty	تعزیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
penalty	نقصان	penalty	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
penalty	خسارہ	penalty	خسارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
secretaresse	معتمد	secretaresse	معتمد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
heil	تسلیم	heil	تسلیم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
heil	حملہ	heil	حملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
krimpen	بچنا	krimpen	بچ	V;NFIN	V;MASC;SG;NFIN;ACT
krimpen	پچکنا	krimpen	پچک	V;NFIN	V;SG;NFIN;ACT
krimpen	سکڑنے	krimpen	سکڑ	V;NFIN	V;ACC;NFIN
krimpen	بچنا	krimpen	بچ	V;NFIN	V;MASC;SG;NFIN;ACT
krimpen	پچکنا	krimpen	پچک	V;NFIN	V;SG;NFIN;ACT
krimpen	دبکنا	krimpen	دبکنا	V;NFIN	V;SG;NFIN;ACT
krimpen	سکڑنے	krimpen	سکڑ	V;NFIN	V;ACC;NFIN
onregelmatige	مستقل	onregelmatig	مستقل	ADJ	ADJ
divers	متعدد.	diver	متعدد.	ADJ	ADJ
divers	متنوع	diver	متنوع	ADJ	ADJ
divers	مختلف	diver	مختلف	ADJ	ADJ
divers	متعدد.	diver	متعدد.	ADJ	ADJ
divers	مختلف	diver	مختلف	ADJ	ADJ
divers	متنوع	diver	متنوع	ADJ	ADJ
divers	متفرق	diver	متفرق	ADJ	ADJ
versnelling	خانہ	versnelling	خانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oneindige	زبردست	oneindig	زبردست	ADJ	ADJ
oneindige	زبردست	oneindig	زبردست	ADJ	ADJ
toetreding	رسائی	toetreding	رسائی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
satan	شیطان	satan	شیطان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vatbaar	موافق	vatbaar	موافق	ADJ	ADJ
zelfstandigheid	استقلال.	zelfstandigheid	استقلال.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
complot	خاکہ	complot	خاکہ	N;NEUT;SG	N;NOM;MASC;SG;3
complot	سازش	complot	سازش	N;NEUT;SG	N;NOM;FEM;SG;3
complot	ڈرامے	complot	ڈرامہ	N;NEUT;SG	N;NOM;MASC;SG;3
complot	سازش	complot	سازش	N;NEUT;SG	N;NOM;FEM;SG;3
kuip	غسل	kuip	غسل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trinity	بیٹا	trinity	بیٹا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezaghebbende	معتبر	gezaghebbend	معتبر	ADJ	ADJ
gezaghebbende	سرکاری	gezaghebbend	سرکاری	ADJ	ADJ
gezaghebbende	مستند	gezaghebbend	مستند	ADJ	ADJ
glorie	برتری	glorie	برتری	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tapijt	قالین	tapijt	قالین	N;NEUT;SG	N;NOM;MASC;SG;3
doop	تسمیہ	doop	تسمیہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
munteenheid	دور	munteenheid	دور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
munteenheid	عرصہ	munteenheid	عرصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
munteenheid	رواج	munteenheid	رواج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ruw	اصلی	ruw	اصلی	ADJ	ADJ
ruw	اصلی	ruw	اصلی	ADJ	ADJ
ruw	طوفانی	ruw	طوفانی	ADJ	ADJ
ruw	سخت	ruw	سخت	ADJ	ADJ
langwerpige	مستطیل	langwerpig	مستطیل	ADJ	ADJ
kit	تھیلا	kitten	تھیلا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kit	سامان	kitten	سامان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitbraak	جنگ	uitbraak	جنگ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uitbraak	وبا	uitbraak	وبا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
efficiënt	لائق	efficiënt	لائق	ADJ	ADJ
constructief	مفید	constructief	مفید	ADJ	ADJ
constructief	مثبت	constructief	مثبت	ADJ	ADJ
constructief	ماخوذ	constructief	ماخوذ	ADJ	ADJ
constructief	معاون	constructief	معاون	ADJ	ADJ
dek	فرش	dek	فرش	N;NEUT;SG	N;NOM;MASC;SG;3
verstoring	رکاوٹ	verstoring	رکاوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verstoring	ہیجان	verstoring	ہیجان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verstoring	مزاحمت	verstoring	مزاحمت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ongelukkig	نافہمیدہ.	ongelukkig	نافہمیدہ.	ADJ	ADJ
ongelukkig	منحوس.	ongelukkig	منحوس.	ADJ	ADJ
correctie	تعزیر	correctie	تعزیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
correctie	اصلاح	correctie	اصلاح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
correctie	سزا	correctie	سزا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ergste	بدترین	erg	بدترین	ADJ;RL	ADJ
stoornis	انتشار	stoornis	انتشار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nap	بستر	nap	بستر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nap	کمبل	nap	کمبل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
impressionisme	ارتسامیت.	impressionisme	ارتسامیت.	N;NEUT;SG	N;NOM;MASC;SG;3
impressionisme	تأثریت	impressionisme	تأثریت	N;NEUT;SG	N;NOM;MASC;SG;3
verwijder	مٹانا	verwijder	مٹا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
row	شورش	row	شورش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
row	شورش	row	شورش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
row	قطار	row	قطار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hitte	غصہ	hit	غصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hitte	چرچراہٹ	hit	چرچراہٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hitte	حدت	hit	حدت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hitte	غصہ	hit	غصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hitte	چرچراہٹ	hit	چرچراہٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hitte	حدت	hit	حدت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kraan	جرّثقیل.	kraan	جرّثقیل.	N;MASC+FEM;SG	N
diersoort	طبقہ	diersoort	طبقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
diersoort	نوع	diersoort	نوع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
cherry	بکارت	cherry	بکارت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vergissing	چوک	vergissing	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vergissing	چوک	vergissing	چوک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
evaluatie	تشخیص	evaluatie	تشخیص	N;MASC+FEM;SG	N;NOM;MASC;SG;3
evaluatie	جانچ	evaluatie	جانچ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ezel	خچر	ezel	خچر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
toestaan	سمجھنا	toestaan	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
toestaan	سمجھنا	toestaan	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
toestaan	دینا	toestaan	دے	V;NFIN	V;MASC;SG;NFIN;ACT
fundamenteel	ابتدائی	fundamenteel	ابتدائی	ADJ	ADJ
fundamenteel	بنیادی	fundamenteel	بنیادی	ADJ	ADJ
fundamenteel	ابتدائی	fundamenteel	ابتدائی	ADJ	ADJ
fundamenteel	اصلی	fundamenteel	اصلی	ADJ	ADJ
fundamenteel	بنیادی	fundamenteel	بنیادی	ADJ	ADJ
grass	بانس	grass	بانس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
layout	کتاب	layout	کتاب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
layout	زمین	layout	زمین	N;MASC+FEM;SG	N;NOM;FEM;SG;3
modus	طور	modus	طور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
modus	انداز	modus	انداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
modus	طور	modus	طور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
modus	شان	modus	شان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
modus	انداز	modus	انداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regenval	بارش	regenval	بارش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
subjectieve	موضوعی	subjectief	موضوعی	ADJ	ADJ
intensiteit	چمک	intensiteit	چمک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
intensiteit	شدّت	intensiteit	شدّت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lust	شہوت	lust	شہوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
brandende	کھلا	branden	کھل	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
broertje	برادر	broer	برادر	N;NEUT;SG	N;NOM;MASC;SG;3
broertje	برادر	broer	برادر	N;NEUT;SG	N;NOM;MASC;SG;3
broertje	بھائی	broer	بھائی	N;NEUT;SG	N;NOM;MASC;SG;3
applicatie	توجہ	applicatie	توجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
applicatie	محنت	applicatie	محنت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
applicatie	توجہ	applicatie	توجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
applicatie	درخواست	applicatie	درخواست	N;MASC+FEM;SG	N;NOM;FEM;SG;3
applicatie	محنت	applicatie	محنت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
fatale	مہلک	fataal	مہلک	ADJ	ADJ
stilstand	رکاوٹ	stilstand	رکاوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
seat	چوتڑ	seten	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
seat	گاڑی	seten	گاڑی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
seat	نشست	seten	نشست	N;MASC+FEM;SG	N;NOM;MASC;SG;3
seat	چوتڑ	seten	چوتڑ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
seat	گاڑی	seten	گاڑی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
seat	نشست	seten	نشست	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanklager	کارروائی	aanklager	کارروائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
coördinatie	تطبیق	coördinatie	تطبیق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afkeer	کراہت	afkeer	کراہت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
samenzwering	سازش	samenzwering	سازش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dynamisch	متحرّک	dynamisch	متحرّک	ADJ	ADJ
dynamisch	فعال	dynamisch	فعال	ADJ	ADJ
soft	لکیر	soft	لکیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	گداز	soft	گداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	نرمی	soft	نرمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	آہستگی	soft	آہستگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	لکیر	soft	لکیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	گداز	soft	گداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	نرمی	soft	نرمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soft	آہستگی	soft	آہستگی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
langzame	تدریجی	langzaam	تدریجی	ADJ	ADJ
langzame	تدریجی	langzaam	تدریجی	ADJ	ADJ
constitutionele	آئینی	constitutioneel	آئینی	ADJ	ADJ
gedenkteken	ادارہ	gedenkteken	ادارہ	N;NEUT;SG	N;NOM;MASC;SG;3
gedenkteken	رسم	gedenkteken	رسم	N;NEUT;SG	N;NOM;FEM;SG;3
hymne	ترانہ	hymne	ترانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
guardian	محافظ	guardian	محافظ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
guardian	مدافعت	guardian	مدافعت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gestaag	مستقل	gestaag	مستقل	ADJ	ADJ
gestaag	درست	gestaag	درست	ADJ	ADJ
gestaag	متوازن.	gestaag	متوازن.	ADJ	ADJ
gestaag	یکساں	gestaag	یکساں	ADJ	ADJ
gestaag	ہموار	gestaag	ہموار	ADJ	ADJ
gestaag	راسخ	gestaag	راسخ	ADJ	ADJ
gestaag	سنجیدہ	gestaag	سنجیدہ	ADJ	ADJ
gestaag	محفوظ	gestaag	محفوظ	ADJ	ADJ
handhaving	نفاذ	handhaving	نفاذ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
elementaire	سادہ	elementair	سادہ	ADJ	ADJ
elementaire	بنیادی	elementair	بنیادی	ADJ	ADJ
elementaire	صاف	elementair	صاف	ADJ	ADJ
elementaire	لازمی	elementair	لازمی	ADJ	ADJ
elementaire	بنیادی	elementair	بنیادی	ADJ	ADJ
elementaire	ناگزیر	elementair	ناگزیر	ADJ	ADJ
chance	خدشہ	chance	خدشہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
chance	موقع	chance	موقع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
chance	مہلت	chance	مہلت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
chance	قسمت	chance	قسمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
chance	توقع	chance	توقع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
chance	تقدیر	chance	تقدیر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
doom	ضابطہ	doom	ضابطہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
doom	ملامت	doom	ملامت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zink	جست	zink	جست	N;NEUT;SG	N;NOM;MASC;SG;3
ademhaling	تنفسی	ademhaling	تنفسی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duif	معصوم	duif	معصوم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ratio	تناسب	ratio	تناسب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
klerk	بینک	klerk	بینک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
skin	کھال	skin	کھال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
matige	معقول	matig	معقول	ADJ	ADJ
griffier	بینک	griffier	بینک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontsnapping	بچاؤ	ontsnapping	بچاؤ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
problematisch	مفروضہ	problematisch	مفروضہ	ADJ	ADJ
problematisch	مشتبہ	problematisch	مشتبہ	ADJ	ADJ
problematisch	دشوار	problematisch	دشوار	ADJ	ADJ
reiziger	مسافر	reiziger	مسافر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
recensie	اعادہ	recensie	اعادہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
recensie	کتاب	recensie	کتاب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
saturnus	زحل	saturnus	زحل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hardheid	صلابت	hardheid	صلابت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hardheid	سختی	hardheid	سختی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	جوار	flow	جوار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	دلدل	flow	دلدل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	رقم	flow	رقم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	بہتات	flow	بہتات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	مائع	flow	مائع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	جوار	flow	جوار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	دلدل	flow	دلدل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	رقم	flow	رقم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
flow	بہتات	flow	بہتات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
