par	אודות	par	אודות		
nomainīts	החליף	nomainīt	החליף	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
nomainīts	הוחלף	nomainīt	הוחלף	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
konvencijas	כנסים	konvencija	כנס	N;NOM;FEM;PL	N;MASC;PL
vairākumu	רוב	vairākums	רוב	N;ACC;MASC;SG	N;MASC;SG
izteiksmes	הבעות	izteiksme	הבעה	N;NOM;FEM;PL	N;FEM;PL
izteiksmes	ביטויים	izteiksme	ביטוי	N;NOM;FEM;PL	N;MASC;PL
vēlmi	תשוקה	vēlme	תשוקה	N;ACC;FEM;SG	N;FEM;SG
vēlmi	רצון	vēlme	רצון	N;ACC;FEM;SG	N;MASC;SG
pierādīt	להדגים	pierādīt	הדגים	V;POS;NFIN	V;NFIN;ACT
pierādīt	להוכיח	pierādīt	הוכיח	V;POS;NFIN	V;NFIN;ACT
veiksmīga	מוצלח	veiksmīga	מוצלח	ADJ;NOM;FEM;SG	ADJ;MASC;SG
veiksmīga	מוצלחת	veiksmīga	הוצלח	ADJ;NOM;FEM;SG	ADJ;FEM;SG
pēcnācēji	צאצאים	pēcnācējs	צאצאי	N;NOM;MASC;PL	N;MASC;PL
pēcnācēji	צאצאים	pēcnācējs	צאצאי	N;NOM;MASC;PL	N;MASC;PL
ierobežojumi	מגבלות	ierobežojums	מגבלה	N;NOM;MASC;PL	N;FEM;PL
ierobežojumi	הגבלות	ierobežojums	הגבלה	N;NOM;MASC;PL	N;FEM;PL
ierobežojumi	מגבלות	ierobežojums	מגבלה	N;NOM;MASC;PL	N;FEM;PL
ierobežojumi	הגבלות	ierobežojums	הגבלה	N;NOM;MASC;PL	N;FEM;PL
ierobežojumi	מגבלות	ierobežojums	מגבלה	N;NOM;MASC;PL	N;FEM;PL
ierobežojumi	גבולות	ierobežojums	גבול	N;NOM;MASC;PL	N;MASC;PL
ielikt	לשים	ielikt	שם	V;POS;NFIN	V;NFIN;ACT
klāja	סיפון	klājs	סיפון	N;GEN;MASC;SG	N;MASC;SG
augšējo	עליון	augšējs	עליון	ADJ;ACC;MASC;SG	ADJ;MASC;SG
vadonis	מנהיג	vadonis	מנהיג	N;NOM;MASC;SG	N;MASC;SG
vadonis	מנהיגה	vadonis	מנהיג	N;NOM;MASC;SG	N;FEM;SG
izslēgts	נשלל	izslēgt	נשלל	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
bloku	חסימה	bloka	חסימה	N;ACC;MASC;SG	N;FEM;SG
ēst	אוכלת	ēst	אוכלת	V;POS;NFIN	V;FEM;SG;V.PTCP;ACT
ēst	אוכלים	ēst	אכל	V;POS;NFIN	V;MASC;PL;V.PTCP;ACT
ēst	לאכול	ēst	אכל	V;POS;NFIN	V;NFIN;ACT
ēst	תאכל	ēst	איכל	V;POS;NFIN	V;MASC;SG;2;FUT;ACT
ēst	תאכלו	ēst	אכל	V;POS;NFIN	V;PL;1;FUT
smaržu	ריח	smarža	ריח	N;ACC;FEM;SG	N;MASC;SG
pāriem	זוגות	pāri	זוג	N;DAT;MASC;PL	N;MASC;PL
opengl	opengl	opengl	opengl	N	N;FEM;SG
apļa	עיגול	aplis	עיגול	N;GEN;MASC;SG	N;MASC;SG
apļa	מעגל	aplis	מעגל	N;GEN;MASC;SG	N;MASC;SG
apļa	חוג	aplis	חוג	N;GEN;MASC;SG	N;MASC;SG
biroju	משרד	birojs	משרד	N;ACC;MASC;SG	N;MASC;SG
kopīga	משותף	kopīga	משותף	ADJ;NOM;FEM;SG	ADJ;MASC;SG
kopīga	משותפת	kopīga	משותף	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ņemt	לקחת	ņemt	None	V;POS;NFIN	V;NFIN
pīles	ברווזים	pīle	ברווז	N;NOM;FEM;PL	N;MASC;PL
iekšā	פנימה	iekšā	פנימה	ADV	ADV
nopirkts	נרכש	nopirkt	נרכש	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
nopirkts	נקנה	nopirkt	נקנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
klasisko	קלאסי	klasiska	קלאסי	ADJ;ACC;MASC;SG	ADJ;MASC;SG
palīdzība	סיוע	palīdzība	סיוע	N;NOM;FEM;SG	N;MASC;SG
palīdzība	סיוע	palīdzība	סיוע	N;NOM;FEM;SG	N;MASC;SG
palīdzība	עזרה	palīdzība	עזרה	N;NOM;FEM;SG	N;FEM;SG
ārējais	חיצוני	ārējs	חיצוני	ADJ;NOM;MASC;SG	ADJ;MASC;SG
atbildīgs	אחראית	atbildīgs	אחראי	ADJ;NOM;MASC;SG	ADJ;FEM;SG
atbildīgs	אחראי	atbildīgs	אחראי	ADJ;NOM;MASC;SG	ADJ;MASC
militāra	צבאי	militāra	צבאי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
demo	הדגמה	demot	הדגמה	N	N;FEM;SG
pretestība	מחתרת	pretestība	מחתרת	N;NOM;FEM;SG	N;FEM;SG
pretestība	התנגדות	pretestība	התנגדות	N;NOM;FEM;SG	N;FEM;SG
pasakas	סיפורים	pasaka	סיפור	N;NOM;FEM;PL	N;MASC;PL
pasakas	מעשיות	pasaka	מעשייה	N;NOM;FEM;PL	N;FEM;PL
komēdija	קומדיה	komēdija	קומדיה	N;NOM;FEM;SG	N;FEM;SG
kalpot	לשרת	kalpot	לשרה	V;POS;NFIN	V;NFIN;ACT
filmējusies	כיכבה	filmēties	כיכב	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;FEM;SG;3;PST;ACT
autonomiju	אוטונומיה	autonomija	אוטונומיה	N;ACC;FEM;SG	N;FEM;SG
fotogrāfiju	תצלום	fotogrāfija	תצלום	N;ACC;FEM;SG	N;MASC;SG
elementa	יסוד	elementa	יסוד	N;GEN;MASC;SG	N;MASC;SG
elementa	אלמנט	elementa	אלמנט	N;GEN;MASC;SG	N;MASC;SG
raķete	רקטה	raķete	רקטה	N;NOM;FEM;SG	N;FEM;SG
antena	אנטנה	antena	אנטנה	N;NOM;FEM;SG	N;FEM;SG
ģimeņu	משפחות	ģimene	משפחה	N;GEN;FEM;PL	N;FEM;PL
zīdītājiem	יונקים	zīdītājs	יונק	N;DAT;MASC;PL	N;MASC;PL
miljonos	מליונים	miljons	מליון	N;ESS;MASC;PL	N;MASC;PL
tradicionālo	מסורתי	tradicionālo	מסורתי	ADJ;ACC;MASC;SG	ADJ;MASC;SG
programmatūru	תוכנה	programmatūra	תוכנה	N;ACC;FEM;SG	N;FEM;SG
plāksne	צלחת	plāksne	צלחת	N;NOM;FEM;SG	N;FEM;SG
slepkavības	רציחות	slepkavība	רציחה	N;NOM;FEM;PL	N;FEM;PL
slepkavības	הריגות	slepkavība	הריגה	N;NOM;FEM;PL	N;FEM;PL
slepkavības	רציחות	slepkavība	רציחה	N;NOM;FEM;PL	N;FEM;PL
slepkavības	התנקשויות	slepkavība	התנקשות	N;NOM;FEM;PL	N;FEM;PL
ministri	שרים	ministrs	שר	N;NOM;MASC;PL	N;MASC;PL
mitrums	לחות	mitrums	לחות	N;NOM;MASC;SG	N;FEM;SG
mitrums	לחות	mitrums	לחות	N;NOM;MASC;SG	N;FEM;SG
desmitiem	עשרות	desmits	עשרות	NUM;DAT;MASC;PL	NUM;FEM;PL
desmitiem	עשרות	desmits	עשרות	NUM;DAT;MASC;PL	NUM;FEM;PL
paziņojums	הכרזה	paziņojums	הכרזה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	ההכרזה	paziņojums	ההכרזה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	הודעה	paziņojums	הודעה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	התראה	paziņojums	התראה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	ההתראה	paziņojums	ההתראה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	הודעה	paziņojums	הודעה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	הצהרה	paziņojums	הצהרה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	ההצהרה	paziņojums	ההצהרה	N;NOM;MASC;SG	N;FEM;SG
paziņojums	תקשורת	paziņojums	תקשורת	N;NOM;MASC;SG	N;FEM;SG
kuba	הקוביה	kuba	הקוביה	N;NOM;MASC;SG	N
kuba	קובייה	kuba	קובייה	N;NOM;MASC;SG	N;FEM;SG
pakļauts	כפופה	pakļauts	כפף	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;V.PTCP;ACT
led	הובלת	led	הובלה	N	N;FEM;SG
eksperimentu	ניסוי	eksperiments	ניסוי	N;ACC;MASC;SG	N;MASC;SG
kanāli	ערוצים	kanāls	ערץ	N;NOM;MASC;PL	N;MASC;PL
kanāli	ערוצי	kanāls	ערוץ	N;NOM;MASC;PL	N;PSSD;MASC;PL
kanāli	הערוצים	kanāls	הערוץ	N;NOM;MASC;PL	N;MASC;PL
kanāli	תעלות	kanāls	תעלה	N;NOM;MASC;PL	N;FEM;PL
ilgas	געגועים	ilgas	געגוע	N;NOM;FEM;PL	N;MASC;PL
pārvietots	הועבר	pārvietot	הועבר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
pārvietots	עברה	pārvietot	עבר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST
garīgā	נפשי	garīga	נפשי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
kursa	קורס	kurss	קורס	N;GEN;MASC;SG	N;MASC;SG
kursa	מסלול	kurss	מסלול	N;GEN;MASC;SG	N;MASC;SG
vēlme	תשוקה	vēlme	תשוקה	N;NOM;FEM;SG	N;FEM;SG
vēlme	רצון	vēlme	רצון	N;NOM;FEM;SG	N;MASC;SG
laulībā	חתונה	laulība	חתונה	N;ESS;FEM;SG	N;FEM;SG
nomainīt	תחליף	nomainīt	החליף	V;POS;NFIN	V;FEM;SG;3;FUT;ACT
popularitāte	הפופולריות	popularitāte	הפופולריות	N;NOM;FEM;SG	N;FEM;SG
popularitāte	פופולריות	popularitāte	פופולריות	N;NOM;FEM;SG	N;FEM;SG
analīzi	ניתוח	analīze	ניתוח	N;ACC;FEM;SG	N;MASC;SG
analīzi	אנליזה	analīze	אנליזה	N;ACC;FEM;SG	N;FEM;SG
klintis	הצוקים	klints	הצוק	N;NOM;FEM;PL	N;MASC;PL
klintis	אבנים	klints	אבן	N;NOM;FEM;PL	N;FEM;PL
klintis	סלעים	klints	סלע	N;NOM;FEM;PL	N;MASC;PL
veiksmīgs	מוצלח	veiksmīgs	מוצלח	ADJ;NOM;MASC;SG	ADJ;MASC;SG
veiksmīgs	מוצלחת	veiksmīgs	הוצלח	ADJ;NOM;MASC;SG	ADJ;FEM;SG
prasmes	מיומנויות	prasme	מיומנות	N;NOM;FEM;PL	N;FEM;PL
prasmes	כישורים	prasme	כישורים	N;NOM;FEM;PL	N;MASC;PL
gatavs	מוכן	gatavs	מוכן	ADJ;NOM;MASC;SG	ADJ;MASC;SG
gatavs	מוכנה	gatavs	מוכן	ADJ;NOM;MASC;SG	ADJ;FEM;SG
igauņi	אסטונים	igaunis	אסטון	N;NOM;MASC;PL	N;MASC;PL
automobilis	הרכב	automobilis	הרכב	N;NOM;MASC;SG	N;MASC;SG
automobilis	מכונית	automobilis	מכונית	N;NOM;MASC;SG	N;FEM;SG
automobilis	רכב	automobilis	רכב	N;NOM;MASC;SG	N;MASC;SG
sesijas	פגישות	sesija	פגישה	N;NOM;FEM;PL	N;FEM;PL
sesijas	הפעלות	sesija	הפעלה	N;NOM;FEM;PL	N;FEM;PL
laboratorijā	מעבדה	laboratorija	מעבדה	N;ESS;FEM;SG	N;FEM;SG
laboratorijā	מעבדה	laboratorija	מעבדה	N;ESS;FEM;SG	N;FEM;SG
vista	תרנגול	vists	תרנגול	N;NOM;FEM;SG	N;MASC;SG
vista	תרנגולת	vists	תרנגולת	N;NOM;FEM;SG	N;FEM;SG
kandidāti	המועמדים	kandidāts	המועמד	N;NOM;MASC;PL	N;MASC;PL
kandidāti	מועמדים	kandidāts	מועמד	N;NOM;MASC;PL	N;MASC;PL
kandidāti	מועמדים	kandidāts	מועמד	N;NOM;MASC;PL	N;MASC;PL
kontinentos	היבשות	kontinents	היבשות	N;ESS;MASC;PL	N;FEM;PL
kontinentos	יבשות	kontinents	יבשת	N;ESS;MASC;PL	N;FEM;PL
personāls	צוות	personāls	צוות	N;NOM;MASC;SG	N;FEM;SG
iznīcināti	נהרסו	iznīcināt	נהרס	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PL;3;PST;MID
spārnus	כנפיים	spārns	כנפי	N;ACC;MASC;PL	N
atbrīvot	שחררו	atbrīvot	שחרר	V;POS;NFIN	V;PL;3;PST;ACT
parki	פארקים	parks	פארק	N;NOM;MASC;PL	N;MASC;PL
kritums	ירידה	kritums	ירידה	N;NOM;MASC;SG	N;FEM;SG
kritums	נפילה	kritums	נפילה	N;NOM;MASC;SG	N;FEM;SG
vilki	זאבים	vilki	זאב	N;NOM;MASC;PL	N;MASC;PL
attīstījusies	התפתח	attīstīties	התפתח	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;MASC;SG;3;PST
attīstījusies	התפתחה	attīstīties	התפתח	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;FEM;SG;3;PST
atsauksmes	התגובות	atsauksme	התגובות	N;NOM;FEM;PL	N;FEM;PL
atsauksmes	תגובות	atsauksme	תגובה	N;NOM;FEM;PL	N;FEM;PL
atsauksmes	הערות	atsauksme	הערה	N;NOM;FEM;PL	N;FEM;PL
uzraksts	הקדשה	uzraksts	הקדשה	N;NOM;MASC;SG	N;FEM;SG
modeļus	דוגמניות	modelis	דוגמניות	N;ACC;MASC;PL	N;FEM;PL
modeļus	מודלים	modelis	מודל	N;ACC;MASC;PL	N;MASC;PL
modeļus	תבניות	modelis	תבנית	N;ACC;MASC;PL	N;FEM;PL
modeļus	דפוסים	modelis	דפוס	N;ACC;MASC;PL	N;MASC;PL
institūcija	מוסד	institūcija	מוסד	N;NOM;FEM;SG	N;MASC;SG
disciplīna	משמעת	disciplīna	משמעת	N;NOM;FEM;SG	N;FEM;SG
aleja	סמטה	aleja	סמטה	N;NOM;FEM;SG	N;FEM;SG
lauki	שדות	lauki	שדה	N;NOM;MASC;PL	N;MASC;PL
lauki	השדות	lauki	השדה	N;NOM;MASC;PL	N;MASC;PL
intervija	ראיון	intervija	ראיון	N;NOM;FEM;SG	N;MASC;SG
atbildēja	השיבה	atbildēt	השיב	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
atbildēja	השיב	atbildēt	השיב	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
atbildēja	הגיבה	atbildēt	הגיב	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
atbildēja	הגיב	atbildēt	הגיב	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
deja	ריקוד	deja	ריקוד	N;NOM;FEM;SG	N;MASC;SG
piedalīšanās	נוכחות	piedalīšanās	נוכחות	N;NOM;FEM;SG	N;FEM;SG
piedalīšanās	השתתפות	piedalīšanās	השתתפות	N;NOM;FEM;SG	N;FEM;SG
piedalīšanās	ההשתתפות	piedalīšanās	ההשתתפות	N;NOM;FEM;SG	N;FEM;SG
zaudēts	אבד	zaudēt	אבד	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST
apmācību	אימון	apmācība	אימון	N;ACC;FEM;SG	N;MASC;SG
apmācību	הכשרה	apmācība	הכשרה	N;ACC;FEM;SG	N;FEM;SG
vertikāli	אנכית	vertikāli	אנכי	ADV	ADV
vertikāli	אנכית	vertikāli	אנכי	ADV	ADV
smagas	חמורות	smaga	חמור	ADJ;NOM;FEM;PL	ADJ;FEM;PL
pilsonis	אזרח	pilsonis	אזרח	N;NOM;MASC;SG	N;MASC;SG
negaidīti	במפתיע	negaidīti	במפתיע	ADV	ADV
sprieguma	מתח	spriegums	מתח	N;GEN;MASC;SG	N;MASC;SG
fiziski	גופנית	fiziski	גופני	ADV	ADV
fiziski	פיזית	fiziski	פיזי	ADV	ADV
fiziski	פיזית	fiziski	פיזי	ADV	ADV
kategorijām	קטגוריות	kategorija	קטגוריה	N;DAT;FEM;PL	N;FEM;PL
leģendas	אגדות	leģenda	אגדה	N;NOM;FEM;PL	N;FEM;PL
rīcība	פעולה	rīcība	פעולה	N;NOM;FEM;SG	N;FEM;SG
rīcība	עשייה	rīcība	עשייה	N;NOM;FEM;SG	N;FEM;SG
rīcība	אקשן	rīcība	אקשן	N;NOM;FEM;SG	N;MASC;SG
villa	ווילה	villa	ווילה	N;NOM;FEM;SG	N;FEM;SG
villa	וילה	villa	וילה	N;NOM;FEM;SG	N;FEM;SG
burtiski	מילולית	burtiski	מילולי	ADV	ADV
cēlonis	סיבה	cēlonis	סיבה	N;NOM;MASC;SG	N;FEM;SG
tanki	טנקים	tanki	טנק	N;NOM;MASC;PL	N;MASC;PL
zaļš	ירוקה	zaļš	ירוקה	ADJ;NOM;MASC;SG	ADJ;FEM;SG
zaļš	ירוק	zaļš	ירוק	ADJ;NOM;MASC;SG	ADJ;MASC;SG
izskaidrot	תסביר	izskaidrot	הסביר	V;POS;NFIN	V;MASC;SG;2;FUT;ACT
izskaidrot	להסביר	izskaidrot	הסביר	V;POS;NFIN	V;NFIN;ACT
mērķa	מטרה	mērķis	מטרה	N;GEN;MASC;SG	N;FEM;SG
mērķa	פילוח	mērķis	פילוח	N;GEN;MASC;SG	N;MASC;SG
virsnieka	קצינה	virsnieks	קצין	N;GEN;MASC;SG	N;FEM;SG
virsnieka	שוטר	virsnieks	שוטר	N;GEN;MASC;SG	N;MASC;SG
virsnieka	קצין	virsnieks	קצין	N;GEN;MASC;SG	N;MASC;SG
virsnieka	שוטרת	virsnieks	שוטרה	N;GEN;MASC;SG	N;FEM;SG
īpašā	מיוחדת	īpaša	מיוחד	ADJ;NOM;FEM;SG	ADJ;FEM;SG
īpašā	מיוחד	īpaša	מיוחד	ADJ;NOM;FEM;SG	ADJ;MASC;SG
minēt	להזכיר	minēt	הזכיר	V;POS;NFIN	V;NFIN;ACT
profesijas	מקצועות	profesija	מקצוע	N;NOM;FEM;PL	N;MASC;PL
profesijas	מקצועות	profesija	מקצוע	N;NOM;FEM;PL	N;MASC;PL
pienākums	חובה	pienākums	חובה	N;NOM;MASC;SG	N;FEM;SG
pētīt	לחקור	pētīt	חקר	V;POS;NFIN	V;NFIN;ACT
teritoriālā	טריטוריאלי	teritoriāla	טריטוריאלי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
sods	עונש	sods	עונש	N;NOM;MASC;SG	N;MASC;SG
sods	ענישה	sods	ענישה	N;NOM;MASC;SG	N;FEM;SG
sods	עונש	sods	עונש	N;NOM;MASC;SG	N;MASC;SG
sods	משפט	sods	משפט	N;NOM;MASC;SG	N;MASC;SG
upēs	נהרות	upe	נהרה	N;ESS;FEM;PL	N;MASC;PL
galvaskausa	גולגולתי	galvaskausīt	גולגולתי	N;NOM;MASC;SG	N
dzērienu	שתייה	dzēriens	שתייה	N;ACC;MASC;SG	N;FEM;SG
dzērienu	משקה	dzēriens	משקה	N;ACC;MASC;SG	N;MASC;SG
veca	ישנה	veca	ישן	ADJ;NOM;FEM;SG	ADJ;FEM;SG
muskuļi	שרירים	muskulis	שריר	N;NOM;MASC;PL	N;MASC;PL
muskuļi	השרירים	muskulis	השריר	N;NOM;MASC;PL	N;MASC;PL
muskuļi	שרירים	muskulis	שריר	N;NOM;MASC;PL	N;MASC;PL
izdošanu	הסגרה	izdošana	הסגרה	N;ACC;FEM;SG	N;FEM;SG
torņi	מגדלים	tornis	מגדל	N;NOM;MASC;PL	N;MASC;PL
torņi	מגדלי	tornis	מגדל	N;NOM;MASC;PL	N;PSSD;MASC;PL
vārtsargu	שוער	vārtsargs	שוער	N;ACC;MASC;SG	N;MASC;SG
dabiskā	טבעי	dabiska	טבעי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
organizēta	מאורגנת	organizēt	אורגן	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP;PASS
organizēta	מאורגנת	organizēt	אורגן	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP;PASS
pieredzes	חוויות	pieredze	חוויה	N;NOM;FEM;PL	N;FEM;PL
klients	לקוחה	klients	לקוח	N;NOM;MASC;SG	N;FEM;SG
klients	לקוח	klients	לקוח	N;NOM;MASC;SG	N;MASC;SG
klients	לקוחה	klients	לקוח	N;NOM;MASC;SG	N;FEM;SG
klients	לקוח	klients	לקוח	N;NOM;MASC;SG	N;MASC;SG
uzticību	אמון	uzticība	אמון	N;ACC;FEM;SG	N;MASC;SG
uzticību	ביטחון	uzticība	ביטחון	N;ACC;FEM;SG	N;MASC;SG
uzticību	אמון	uzticība	אמון	N;ACC;FEM;SG	N;MASC;SG
gribēja	רצה	gribēt	רצה	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
personīgā	אישי	personīga	אישי	ADJ;NOM;FEM;SG	ADJ;MASC;SG
notiesāts	מורשע	notiesāt	הורשע	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
notiesāts	הורשע	notiesāt	הורשע	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
notiesāts	נידון	notiesāt	נידון	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;MID
sacīkstēm	גזעים	sacīkste	גזע	N;DAT;FEM;PL	N;MASC;PL
sacīkstēm	מירוצים	sacīkste	מירוץ	N;DAT;FEM;PL	N;MASC;PL
sfēras	דומיינים	sfēra	דומיין	N;NOM;FEM;PL	N;MASC;PL
atsevišķs	נפרד	atsevišķs	נפרד	ADJ;NOM;MASC;SG	ADJ;MASC;SG
apskats	סקירה	apskats	סקירה	N;NOM;MASC;SG	N;FEM;SG
projektus	טיוטות	projekts	טיוטה	N;ACC;MASC;PL	N;FEM;PL
logi	חלונות	logs	חלון	N;NOM;MASC;PL	N;MASC;PL
īstais	אמיתי	īsts	אמיתי	ADJ;NOM;MASC;SG	ADJ;MASC;SG
suņiem	כלבים	suns	כלב	N;DAT;MASC;PL	N;MASC;PL
plakāts	כרזה	plakāt	כרזה	N;NOM;MASC;SG	N;FEM;SG
mezglu	קשר	mezgls	קשר	N;ACC;MASC;SG	N;MASC;SG
piedalījušies	השתתפו	piedalīties	השתתף	V;PFV;NOM;INDF;MASC;PL;REFL;PST;V.PTCP	V;PL;3;PST
ieceļ	למנות	iecelt	None	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
situācijās	מצבים	situācija	מצב	N;ESS;FEM;PL	N;MASC;PL
nosūtīt	שלח	nosūtīt	שלח	V;POS;NFIN	V;MASC;SG;3;PST
nosūtīt	לשלוח	nosūtīt	שלח	V;POS;NFIN	V;NFIN;ACT
nosūtīt	שלחו	nosūtīt	שלח	V;POS;NFIN	V;PL;3;PST
pēcteči	צאצאים	pēctecis	צאצאי	N;NOM;MASC;PL	N;MASC;PL
klasikas	קלאסיקות	klasika	קלאסיקה	N;NOM;FEM;PL	N;FEM;PL
uzbrukumi	התקפות	uzbrukums	התקפה	N;NOM;MASC;PL	N;FEM;PL
uzbrukumi	פיגועים	uzbrukums	פיגוע	N;NOM;MASC;PL	N;MASC;PL
attieksme	גישה	attieksme	גישה	N;NOM;FEM;SG	N;FEM;SG
attieksme	יחס	attieksme	יחס	N;NOM;FEM;SG	N;MASC;SG
formās	צורות	forma	צורה	N;ESS;FEM;PL	N;FEM;PL
formās	טפסים	forma	טפס	N;ESS;FEM;PL	N;MASC;PL
aprēķina	לחשב	aprēķināt	חישב	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
olbaltumvielas	חלבונים	olbaltumviela	חלבון	N;NOM;FEM;PL	N;MASC;PL
vēji	רוחות	vēji	רוח	N;NOM;MASC;PL	N;FEM;PL
soli	צעד	solis	צעד	N;ACC;MASC;SG	N;MASC;SG
soli	מדרגה	solis	מדרגה	N;ACC;MASC;SG	N;FEM;SG
soli	שלב	solis	שלב	N;ACC;MASC;SG	N;MASC;SG
pieprasījums	הבקשה	pieprasījums	הבקשה	N;NOM;MASC;SG	N;FEM;SG
pieprasījums	בקשה	pieprasījums	בקשה	N;NOM;MASC;SG	N;FEM;SG
pieprasījums	בקשת	pieprasījums	בקשה	N;NOM;MASC;SG	N;FEM;SG
pieprasījums	דרישה	pieprasījums	דרישה	N;NOM;MASC;SG	N;FEM;SG
pieprasījums	ביקוש	pieprasījums	ביקוש	N;NOM;MASC;SG	N;MASC;SG
risks	סיכון	risks	סיכון	N;NOM;MASC;SG	N;MASC;SG
piedzīvojumu	הרפתקה	piedzīvojums	הרפתק	N;ACC;MASC;SG	N;FEM;SG
piedzīvojumu	הרפתקאה	piedzīvojums	הרפתק	N;ACC;MASC;SG	N
piedzīvojumu	הרפתקאות	piedzīvojums	הרפתקאות	N;ACC;MASC;SG	N;FEM;SG
sadaļa	סעיף	sadaļa	סעיף	N;NOM;FEM;SG	N;MASC;SG
sadaļa	מחלקה	sadaļa	מחלקה	N;NOM;FEM;SG	N;FEM;SG
publicēt	פרסם	publicēt	פרסם	V;POS;NFIN	V;MASC;SG;3;PST;ACT
variācijas	וריאציות	variācija	וריאצי	N;NOM;FEM;PL	N;FEM;PL
dažādība	גיוון	dažādība	גיוון	N;NOM;FEM;SG	N;MASC;SG
izveidošana	הבריאה	izveidošana	הבריא	N;NOM;FEM;SG	N;FEM;SG
izveidošana	יצירה	izveidošana	יצירה	N;NOM;FEM;SG	N;FEM;SG
izveidošana	הקמת	izveidošana	הקמה	N;NOM;FEM;SG	N;PSSD;FEM;SG
izveidošana	מוסד	izveidošana	מוסד	N;NOM;FEM;SG	N;MASC;SG
aizsargāt	להגן	aizsargāt	הגן	V;POS;NFIN	V;NFIN;ACT
mērķus	שערים	mērķis	שער	N;ACC;MASC;PL	N;MASC;PL
mērķus	מטרות	mērķis	מטרה	N;ACC;MASC;PL	N;FEM;PL
mērķus	יעדים	mērķis	יעד	N;ACC;MASC;PL	N;MASC;PL
klienta	לקוחה	klients	לקוח	N;GEN;MASC;SG	N;FEM;SG
klienta	לקוח	klients	לקוח	N;GEN;MASC;SG	N;MASC;SG
darbnīcas	סדנאות	darbnīca	סדנאות	N;NOM;FEM;PL	N;FEM;PL
aptaujas	סקרים	aptauja	סקר	N;NOM;FEM;PL	N;MASC;PL
aptaujas	סקרים	aptauja	סקר	N;NOM;FEM;PL	N;MASC;PL
aptaujas	שאלונים	aptauja	שאלון	N;NOM;FEM;PL	N;MASC;PL
kritika	ביקורת	kritika	ביקורת	N;NOM;FEM;SG	N;FEM;SG
velta	להקדיש	veltīt	הקדיש	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
baloži	יונים	baložs	יון	N;NOM;MASC;PL	N;MASC;PL
sekundēm	שניות	sekunde	שנייה	N;DAT;FEM;PL	N;FEM;PL
krustnešiem	צלבנים	krustnesis	צלבן	N;DAT;MASC;PL	N;MASC;PL
izdarīts	בוצע	izdarīt	בוצע	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
