que	ότι	que	ότι	CONJ	CONJ
simultáneamente	ταυτόχρονα	simultáneamente	ταυτόχρονα	ADV	ADV
simultáneamente	ταυτοχρόνως	simultáneamente	ταυτοχρόνως	ADV	ADV
alcaldía	δήμαρχος	alcaldía	δήμαρχος	N;FEM;SG	N;NOM;MASC;SG
macho	μάτσο	macho	μάτσο	N;MASC;SG	N;NOM;NEUT;SG
macho	άνδρας	macho	άντρας	N;MASC;SG	N;NOM;MASC;SG
macho	άρρεν	macho	άρρεν	N;MASC;SG	N;NOM;MASC;SG
alumno	μαθητής	alumno	μαθητής	N;MASC;SG	N;NOM;MASC;SG
alumno	μαθητή	alumno	μαθητής	N;MASC;SG	N;ACC;MASC;SG
alumno	μαθήτρια	alumno	μαθήτρια	N;MASC;SG	N;NOM;FEM;SG
alumno	σπουδαστής	alumno	σπουδαστής	N;MASC;SG	N;NOM;MASC;SG
alumno	μαθητής	alumno	μαθητής	N;MASC;SG	N;NOM;MASC;SG
alumno	φοιτήτρια	alumno	φοιτήτρια	N;MASC;SG	N;NOM;FEM;SG
alumno	φοιτητής	alumno	φοιτητής	N;MASC;SG	N;NOM;MASC;SG
reemplazo	αντικατάσταση	reemplazo	αντικατάσταση	N;MASC;SG	N;ACC;FEM;SG
reemplazo	αντικατάσταση	reemplazo	αντικατάσταση	N;MASC;SG	N;ACC;FEM;SG
reemplazo	αντικαταστάτης	reemplazo	αντικαταστάτης	N;MASC;SG	N;NOM;MASC;SG
décimo	δέκατη	décimo	δέκατος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
clasificaciones	ταξινομήσεις	clasificación	ταξινόμηση	N;FEM;PL	N;NOM;FEM;PL
clasificaciones	αξιολογήσεις	clasificación	αξιολόγηση	N;FEM;PL	N;NOM;FEM;PL
capas	στρώσεις	capa	στρώση	N;FEM;PL	N;NOM;FEM;PL
capas	στρώματα	capa	στρώμα	N;FEM;PL	N;NOM;NEUT;PL
capas	κάπες	capa	κάπες	N;FEM;PL	N;NOM;NEUT;PL
interacción	αλληλεπίδραση	interacción	αλληλεπίδραση	N;FEM;SG	N;ACC;FEM;SG
interacción	εμπλοκή	interacción	εμπλοκή	N;FEM;SG	N;ACC;FEM;SG
interacción	αρραβώνας	interacción	αρραβώνας	N;FEM;SG	N;NOM;FEM;SG
interacción	αλληλεπίδραση	interacción	αλληλεπίδραση	N;FEM;SG	N;ACC;FEM;SG
perfecto	τέλειος	perfecto	τέλειος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
perfecto	τέλειο	perfecto	τέλειο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
perfecto	τέλεια	perfecto	τέλεια	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mhz	mhz	mhz	mhz	N;FEM;SG	N
girls	κορίτσια	girls	κορίτσι	N	N;NOM;NEUT;PL
trigo	σιταριού	trigo	σιταριός	N;MASC;SG	N;NOM;NEUT;SG
trigo	σιτάρι	trigo	σιτάρι	N;MASC;SG	N;NOM;NEUT;SG
trigo	σίτου	trigo	σίτο	N;MASC;SG	N;GEN;NEUT;SG
persa	φαρσί	persa	φαρσί	N;MASC;SG	N;NOM;FEM;SG
civilización	πολιτισμός	civilización	πολιτισμός	N;FEM;SG	N;NOM;MASC;SG
turco	τερκ	turco	τερκ	N;MASC;SG	N
turco	τούρκος	turco	τούρκος	N;MASC;SG	N;NOM;MASC;SG
turco	τούρκος	turco	τούρκος	N;MASC;SG	N;NOM;MASC;SG
colegios	σχολεία	colegio	σχολείο	N;MASC;PL	N;NOM;NEUT;PL
colegios	σχολές	colegio	σχολή	N;MASC;PL	N;NOM;FEM;PL
colegios	κολέγια	colegio	κολέγιος	N;MASC;PL	N;NOM;NEUT;PL
colegios	κολλέγια	colegio	κολλέγιο	N;MASC;PL	N;NOM;NEUT;PL
iluminación	φωτισμός	iluminación	φωτισμός	N;FEM;SG	N;NOM;MASC;SG
iluminación	φωτισμού	iluminación	φωτισμός	N;FEM;SG	N;GEN;MASC;SG
iluminación	φωτισμός	iluminación	φωτισμός	N;FEM;SG	N;NOM;MASC;SG
iluminación	φωτισμού	iluminación	φωτισμός	N;FEM;SG	N;GEN;MASC;SG
iluminación	φωτισμό	iluminación	φωτισμός	N;FEM;SG	N;ACC;MASC;SG
participando	συμμετέχοντας	participar	συμμετέχων	V;V.MSDR	V;IPFV;V.CVB;ACT
sustancias	ουσίες	sustancia	ουσία	N;FEM;PL	N;NOM;FEM;PL
entero	ακέραιος	entero	ακέραιος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
entero	ολόκληρη	entero	ολόκληρος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
entero	ολόκληρο	entero	ολόκληρος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
impulso	παρόρμηση	impulso	παρόρμηση	N;MASC;SG	N;ACC;FEM;SG
impulso	ώθηση	impulso	ώθηση	N;MASC;SG	N;ACC;FEM;SG
impulso	τόνωση	impulso	τόνωση	N;MASC;SG	N;ACC;FEM;SG
impulso	ορμή	impulso	ορμή	N;MASC;SG	N;ACC;FEM;SG
computadora	υπολογιστής	computador	υπολογιστής	N;FEM;SG	N;NOM;MASC;SG
computadora	υπολογιστή	computador	υπολογιστής	N;FEM;SG	N;ACC;MASC;SG
computadora	κομπιούτερ	computador	κομπιούτερ	N;FEM;SG	N;NOM;NEUT;SG
lectores	αναγνώστες	lector	αναγνώστης	N;MASC;PL	N;NOM;MASC;PL
catedrático	καθηγητή	catedrático	καθηγητής	N;MASC;SG	N;ACC;MASC;SG
catedrático	καθηγητά	catedrático	καθηγητά	N;MASC;SG	N;VOC;MASC;SG
catedrático	καθηγητής	catedrático	καθηγητής	N;MASC;SG	N;NOM;MASC;SG
elevación	υψόμετρο	elevación	υψόμετρο	N;FEM;SG	N;NOM;NEUT;SG
elevación	ανύψωση	elevación	ανύψωση	N;FEM;SG	N;ACC;FEM;SG
móviles	κινητά	móvil	κινητός	N;MASC;PL	N;NOM;NEUT;PL
integra	ενσωματώνει	integrar	ενσωματώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rotación	περιστροφή	rotación	περιστροφή	N;FEM;SG	N;NOM;FEM;SG
rotación	περιστροφή	rotación	περιστροφή	N;FEM;SG	N;NOM;FEM;SG
estabilidad	σταθερότητας	estabilidad	σταθερότητα	N;FEM;SG	N;GEN;FEM;SG
estabilidad	σταθερότητα	estabilidad	σταθερότητα	N;FEM;SG	N;ACC;FEM;SG
dependiente	θυγατρική	dependiente	θυγατρικός	ADJ;SG	ADJ;NOM;FEM;SG
curva	κυρτό	curva	κυρτό	N;FEM;SG	N;NOM;NEUT;SG
curva	καμπύλη	curva	καμπύλη	N;FEM;SG	N;NOM;FEM;SG
centra	εστιάζεται	centrar	εστιάζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
centra	επικεντρώνεται	centrar	επικεντρώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
centra	εστιάζει	centrar	εστιάζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hidrógeno	υδρογόνο	hidrógeno	υδρογόνο	N;MASC;SG	N;NOM;NEUT;SG
hidrógeno	υδρογόνου	hidrógeno	υδρογόνος	N;MASC;SG	N;GEN;NEUT;SG
criminal	εγκληματική	criminal	εγκληματικός	ADJ;SG	ADJ;NOM;FEM;SG
criminal	ποινικό	criminal	ποινικός	ADJ;SG	ADJ;NOM;NEUT;SG
fabricante	κατασκευαστής	fabricante	κατασκευαστής	N;SG	N;NOM;MASC;SG
fabricante	κατασκευαστή	fabricante	κατασκευαστής	N;SG	N;ACC;MASC;SG
fabricante	παραγωγός	fabricante	παραγωγός	N;SG	N;NOM;MASC;SG
adquisición	αγορα	adquisición	αγορά	N;FEM;SG	N;NOM;FEM;SG
adquisición	αγορά	adquisición	αγορά	N;FEM;SG	N;ACC;FEM;SG
adquisición	εξαγορά	adquisición	εξαγορά	N;FEM;SG	N;NOM;FEM;SG
adquisición	απόκτηση	adquisición	απόκτηση	N;FEM;SG	N;ACC;FEM;SG
cuadrado	τετράγωνο	cuadrado	τετράγωνος	N;MASC;SG	N;NOM;NEUT;SG
cuadrado	πλατεία	cuadrado	πλατεία	N;MASC;SG	N;NOM;FEM;SG
israelí	ισραηλινή	israelí	ισραηλινός	ADJ;SG	ADJ;NOM;FEM;SG
guerreros	πολεμιστές	guerrero	πολεμιστής	N;MASC;PL	N;NOM;MASC;PL
positivo	θετικός	positivo	θετικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
positivo	θετικό	positivo	θετικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
positivo	θετική	positivo	θετικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
iguales	ίσοι	igual	ίσος	ADJ;PL	ADJ;NOM;MASC;PL
modificación	τροπολογία	modificación	τροπολογία	N;FEM;SG	N;NOM;FEM;SG
modificación	τροποποίηση	modificación	τροποποίηση	N;FEM;SG	N;ACC;FEM;SG
modificación	τροποποίηση	modificación	τροποποίηση	N;FEM;SG	N;ACC;FEM;SG
ginebra	τζιν	ginebra	τζεν	N;FEM;SG	N;NOM;NEUT;SG
luces	φώτα	luz	φώτα	N;FEM;PL	N;NOM;NEUT;PL
historieta	κόμικ	historieta	κόμικ	N;FEM;SG	N;NOM;NEUT;SG
historieta	κόμικ	historieta	κόμικ	N;FEM;SG	N;NOM;NEUT;SG
sindicato	ένωση	sindicato	ένωση	N;MASC;SG	N;NOM;FEM;SG
sindicato	ενωση	sindicato	ενωση	N;MASC;SG	N;NOM;FEM;SG
sindicato	συνδικάτο	sindicato	συνδικάτο	N;MASC;SG	N;NOM;NEUT;SG
sindicato	σωματείο	sindicato	σωματείο	N;MASC;SG	N;NOM;NEUT;SG
sindicato	σωματείο	sindicato	σωματείο	N;MASC;SG	N;NOM;NEUT;SG
sindicato	συνδικάτο	sindicato	συνδικάτο	N;MASC;SG	N;NOM;NEUT;SG
períodos	περίοδοι	período	περίοδος	N;MASC;PL	N;NOM;FEM;PL
períodos	περιόδους	período	περίοδος	N;MASC;PL	N;NOM;FEM;PL
masculina	αρρενωπό	masculino	αρρενωπός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
inclusión	συμπερίληψη	inclusión	συμπερίληψη	N;FEM;SG	N;ACC;FEM;SG
suspensión	εναιώρημα	suspensión	εναιώρημα	N;FEM;SG	N;NOM;NEUT;SG
suspensión	ανάρτηση	suspensión	ανάρτηση	N;FEM;SG	N;ACC;FEM;SG
suspensión	αναστολή	suspensión	αναστολή	N;FEM;SG	N;ACC;FEM;SG
desplazamiento	μετατόπιση	desplazamiento	μετατόπιση	N;MASC;SG	N;ACC;FEM;SG
proporcionar	παρέχει	proporcionar	παρέχω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
proporcionar	παρέχοντας	proporcionar	παρέχω	V;NFIN	V;IPFV;V.CVB;ACT
reveló	αποκαλύφθηκε	revelar	αποκαλύπτω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
reveló	αποκάλυψε	revelar	αποκαλύπτω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
reveló	αποκάλυψε	revelar	αποκαλύπτω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
históricamente	ιστορικά	históricamente	ιστορικά	ADV	ADV
educativa	εκπαιδευτική	educativo	εκπαιδευτικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
educativa	εκπαιδευτικό	educativo	εκπαιδευτικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
específica	συγκεκριμένος	específico	συγκεκριμένος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
huelga	στράικ	huelga	στράικ	N;FEM;SG	N
huelga	απεργία	huelga	απεργία	N;FEM;SG	N;NOM;FEM;SG
distinta	διαφορετικός	distinto	διαφορετικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
distinta	διαφορετική	distinto	διαφορετικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
distinta	διαφορετικό	distinto	διαφορετικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
eddie	έντυ	eddie	έντυ	N;MASC;SG	N
claudia	κλαούντια	claudia	κλαούντια	N;FEM;SG	N;NOM;FEM;SG
capitales	πρωτεύουσες	capital	πρωτεύουσα	N;MASC;PL	N;NOM;FEM;PL
sostiene	κατέχει	sostener	κατέχω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
huesos	κόκκαλα	hueso	κόκκαλα	N;MASC;PL	N;NOM;NEUT;PL
huesos	οστά	hueso	οστά	N;MASC;PL	N;NOM;NEUT;PL
huesos	κόκαλα	hueso	κόκαλο	N;MASC;PL	N;NOM;NEUT;PL
huesos	κόκαλα	hueso	κόκαλο	N;MASC;PL	N;NOM;NEUT;PL
huesos	οστά	hueso	οστά	N;MASC;PL	N;NOM;NEUT;PL
vídeos	βιντεο	vídeo	βιντεο	N;MASC;PL	N
salsa	σάλτσα	salsar	σάλτσα	N;FEM;SG	N;NOM;FEM;SG
salsa	σάλτσα	salsar	σάλτσα	N;FEM;SG	N;NOM;FEM;SG
salvaje	άγριος	salvaje	άγριος	ADJ;SG	ADJ;NOM;MASC;SG
salvaje	άγριο	salvaje	άγριο	ADJ;SG	ADJ;NOM;NEUT;SG
salvaje	άγριος	salvaje	άγριος	ADJ;SG	ADJ;NOM;MASC;SG
alfabeto	αλφάβητο	alfabeto	αλφάβητος	N;MASC;SG	N;NOM;NEUT;SG
manuscrito	χειρόγραφο	manuscrito	χειρόγραφο	N;MASC;SG	N;NOM;NEUT;SG
visitó	επισκέφτηκε	visitar	επισκέπτομαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
visitó	επισκέφθηκε	visitar	επισκέπτομαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
horizontal	οριζόντιο	horizontal	οριζόντιος	ADJ;SG	ADJ;NOM;NEUT;SG
vestido	ντυμένος	vestido	ντυμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
palestina	παλαιστινιακό	palestino	παλαιστινιακός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
palestina	παλαιστινιακό	palestino	παλαιστινιακός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
palestina	παλαιστινιακή	palestino	παλαιστινιακός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
cartel	αφίσα	cartel	αφίνω	N;MASC;SG	N;NOM;FEM;SG
cartel	πόστερ	cartel	πόστερ	N;MASC;SG	N;NOM;NEUT;SG
cartel	καρτέλ	cartel	καρτέλ	N;MASC;SG	N;NOM;NEUT;SG
arm	μπράτσο	arm	μπράτσο	N	N;NOM;NEUT;SG
arm	χέρι	arm	χέρι	N	N;NOM;NEUT;SG
arm	βραχίονα	arm	βραχίονα	N	N;ACC;NEUT;SG
granja	αγρόκτημα	granja	αγρόκτημα	N;FEM;SG	N;NOM;NEUT;SG
granja	φάρμα	granja	φάρμα	N;FEM;SG	N;NOM;FEM;SG
granja	αγροικία	granja	αγροικία	N;FEM;SG	N;NOM;FEM;SG
patas	πόδια	pata	πόδι	N;FEM;PL	N;NOM;NEUT;PL
patas	πατούσες	pata	πατών	N;FEM;PL	N;NOM;FEM;PL
vanguardia	εμπροσθοφυλακή	vanguardia	εμπροσθοφυλακή	N;FEM;SG	N;ACC;FEM;SG
masters	αφέντες	master	αφήντης	N;MASC;PL	N;NOM;MASC;PL
préstamo	δάνειο	préstamo	δάνειο	N;MASC;SG	N;NOM;NEUT;SG
préstamo	δανεισμός	préstamo	δανεισμός	N;MASC;SG	N;NOM;MASC;SG
préstamo	δανεισμού	préstamo	δανεισμός	N;MASC;SG	N;GEN;MASC;SG
estatuto	καταστατικό	estatuto	καταστατικό	N;MASC;SG	N;NOM;NEUT;SG
estatuto	καταστατικό	estatuto	καταστατικό	N;MASC;SG	N;NOM;NEUT;SG
dream	ονειρο	dream	ονειρο	N	N;NOM;NEUT;SG
dream	όνειρο	dream	όνειρο	N	N;NOM;NEUT;SG
dream	όνειρα	dream	όνειρα	N	N;NOM;NEUT;PL
liderazgo	ηγεσία	liderazgo	ηγεσία	N;MASC;SG	N;ACC;FEM;SG
liderazgo	αρχηγία	liderazgo	αρχηγία	N;MASC;SG	N;ACC;FEM;SG
mostrando	δείχνοντας	mostrar	δείχνω	V;V.MSDR	V;IPFV;V.CVB;ACT
space	χώρος	spacer	χώρος	N	N;NOM;MASC;SG
space	χώρο	spacer	χώρος	N	N;ACC;MASC;SG
space	διαστημα	spacer	διαστημα	N	N;NOM;NEUT;SG
space	διάστημα	spacer	διάστημα	N	N;NOM;NEUT;SG
célula	κύτταρο	célula	κύτταρο	N;FEM;SG	N;NOM;NEUT;SG
célula	κελί	célula	κελί	N;FEM;SG	N;NOM;NEUT;SG
lineal	γραμμική	lineal	γραμμικός	ADJ;SG	ADJ;NOM;FEM;SG
adquirir	αποκτήσει	adquirir	αποκτώ	V;NFIN	V;PFV;NFIN;ACT
expulsión	αποβολή	expulsión	αποβολή	N;FEM;SG	N;ACC;FEM;SG
expulsión	απέλαση	expulsión	απέλαση	N;FEM;SG	N;ACC;FEM;SG
expulsión	απέλαση	expulsión	απέλαση	N;FEM;SG	N;ACC;FEM;SG
linda	ωραία	linda	ωραίος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
linda	ωραίο	linda	ωραίος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
genes	γονιδίων	gen	γονίδιο	N;MASC;PL	N;GEN;NEUT;PL
genes	γονίδια	gen	γονίδι	N;MASC;PL	N;NOM;NEUT;PL
observaciones	παρατηρήσεις	observación	παρατήρηση	N;FEM;PL	N;NOM;FEM;PL
observaciones	παρατηρήσεις	observación	παρατήρηση	N;FEM;PL	N;NOM;FEM;PL
observaciones	σχολια	observación	σχολια	N;FEM;PL	N;NOM;NEUT;PL
observaciones	σχόλια	observación	σχόλιο	N;FEM;PL	N;NOM;NEUT;PL
observaciones	παρατηρήσεις	observación	παρατήρηση	N;FEM;PL	N;NOM;FEM;PL
desembocadura	στόμα	desembocadura	στόμα	N;FEM;SG	N;NOM;NEUT;SG
alice	αλίκη	alice	αλίκη	N;FEM;SG	N;NOM;FEM;SG
rayo	ακτίνα	rayo	ακτίνα	N;MASC;SG	N;ACC;FEM;SG
rayo	δοκάρι	rayo	δοκάρι	N;MASC;SG	N;NOM;NEUT;SG
rayo	κεραυνός	rayo	κεραυνός	N;MASC;SG	N;NOM;MASC;SG
rayo	κεραυνός	rayo	κεραυνός	N;MASC;SG	N;NOM;MASC;SG
rayo	αστραπή	rayo	αστραπή	N;MASC;SG	N;NOM;FEM;SG
físicos	φυσικοί	físico	φυσικός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
físicos	φυσικούς	físico	φυσικός	ADJ;MASC;PL	ADJ;ACC;MASC;PL
organiza	διοργανώνει	organizar	διοργανώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organiza	οργανώνει	organizar	οργανώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organiza	κανονίζει	organizar	κανονίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organiza	οργανώνει	organizar	οργανώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bombas	αντλίες	bomba	αντλία	N;FEM;PL	N;NOM;FEM;PL
bombas	βόμβες	bomba	βόμβας	N;FEM;PL	N;NOM;FEM;PL
retratos	πορτρέτα	retrato	πορτρέτα	N;MASC;PL	N;NOM;NEUT;PL
exitoso	επιτυχής	exitoso	επιτυχής	ADJ;MASC;SG	ADJ;NOM;FEM;SG
exitoso	επιτυχημένος	exitoso	επιτυχημένος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
formalmente	επισήμως	formalmente	επίσημα	ADV	ADV
formalmente	επίσημα	formalmente	επίσημα	ADV	ADV
formalmente	τυπικά	formalmente	τυπικά	ADV	ADV
sound	ήχο	sound	ήχο	N	N;ACC;MASC;SG
sound	ήχος	sound	ήχος	N	N;NOM;MASC;SG
novio	γαμπρός	novio	γαμπρός	N;MASC;SG	N;NOM;MASC;SG
novio	γαμπρό	novio	γαμπρός	N;MASC;SG	N;ACC;MASC;SG
rechazo	άρνηση	rechazo	άρνηση	N;MASC;SG	N;ACC;FEM;SG
rechazo	απόρριψη	rechazo	απόρριψη	N;MASC;SG	N;ACC;FEM;SG
eligió	επέλεξε	elegir	επιλέγω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
firmar	υπόγραψε	firmar	υπόγραφο	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
describir	χαρακτηρίζοντας	describir	χαρακτηρίζω	V;NFIN	V;IPFV;V.CVB;ACT
expresiones	εκφράσεις	expresión	έκφραση	N;FEM;PL	N;NOM;FEM;PL
songs	τραγούδια	songs	τραγούδιο	N	N;NOM;NEUT;PL
ruptura	χωρισμός	ruptura	χωρισμός	N;FEM;SG	N;NOM;MASC;SG
ruptura	χωρισμό	ruptura	χωρισμός	N;FEM;SG	N;ACC;MASC;SG
ruptura	ρήξη	ruptura	ρήξη	N;FEM;SG	N;NOM;FEM;SG
ruptura	ρήγμα	ruptura	ρήγμα	N;FEM;SG	N;NOM;NEUT;SG
filósofos	φιλόσοφοι	filósofo	φιλόσοφος	N;MASC;PL	N;NOM;MASC;PL
adolescente	έφηβη	adolescente	έφηβος	N;SG	N;NOM;FEM;SG
adolescente	έφηβος	adolescente	έφηβος	N;SG	N;NOM;MASC;SG
adolescente	έφηβη	adolescente	έφηβος	N;SG	N;NOM;FEM;SG
adolescente	έφηβος	adolescente	έφηβος	N;SG	N;NOM;MASC;SG
adolescente	έφηβο	adolescente	έφηβος	N;SG	N;ACC;MASC;SG
adolescente	έφηβος	adolescente	έφηβος	N;SG	N;NOM;MASC;SG
adolescente	έφηβη	adolescente	έφηβος	N;SG	N;NOM;FEM;SG
adolescente	έφηβος	adolescente	έφηβος	N;SG	N;NOM;MASC;SG
inés	ινέζ	inés	ινέζ	N;FEM;SG	N
inés	ίνις	inés	ίνις	N;FEM;SG	N
inés	αγνή	inés	αγνή	N;FEM;SG	N;NOM;FEM;SG
prototipo	πρωτότυπο	prototipo	πρωτότυπο	N;MASC;SG	N;NOM;NEUT;SG
dinámica	δυναμικό	dinámica	δυναμικός	N;FEM;SG	N;NOM;NEUT;SG
variación	διακύμανση	variación	διακύμανση	N;FEM;SG	N;NOM;FEM;SG
variación	διασπορά	variación	διασπορά	N;FEM;SG	N;NOM;FEM;SG
variación	αλλαγή	variación	αλλαγή	N;FEM;SG	N;ACC;FEM;SG
variación	μεταβολή	variación	μεταβολή	N;FEM;SG	N;NOM;FEM;SG
variación	παραλλαγή	variación	παραλλαγή	N;FEM;SG	N;NOM;FEM;SG
variación	διακύμανση	variación	διακύμανση	N;FEM;SG	N;NOM;FEM;SG
latitud	πλάτος	latitud	πλάτος	N;FEM;SG	N;ACC;NEUT;SG
trío	τρίο	trío	τρεος	N;MASC;SG	N;NOM;NEUT;SG
trío	τρίο	trío	τρεος	N;MASC;SG	N;NOM;NEUT;SG
óleo	πετρέλαιο	óleo	πετρέλαιο	N;MASC;SG	N;NOM;NEUT;SG
óleo	λάδι	óleo	λάδι	N;MASC;SG	N;NOM;NEUT;SG
óleo	έλαιο	óleo	έλαιο	N;MASC;SG	N;NOM;NEUT;SG
óleo	πετρελαίου	óleo	πετρέλαιο	N;MASC;SG	N;GEN;NEUT;SG
alfa	άλφα	alfa	άλφος	N;FEM;SG	N
alfa	αλφα	alfa	αλφα	N;FEM;SG	N
alfa	άλφα	alfa	άλφος	N;FEM;SG	N
alfa	αλφα	alfa	αλφα	N;FEM;SG	N
caudal	ροή	caudal	ροή	N;MASC;SG	N;NOM;FEM;SG
irlandés	ιρλανδός	irlandés	ιρλανδός	N;MASC;SG	N;NOM;MASC;SG
irlandés	ιρλανδός	irlandés	ιρλανδός	N;MASC;SG	N;NOM;MASC;SG
asiático	ασιατική	asiático	ασιατικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
asiático	ασιατικό	asiático	ασιατικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
anchura	πλάτος	anchura	πλάτος	N;FEM;SG	N;ACC;NEUT;SG
anchura	πλάτος	anchura	πλάτος	N;FEM;SG	N;ACC;NEUT;SG
utilidad	χρησιμότητα	utilidad	χρησιμότητα	N;FEM;SG	N;ACC;FEM;SG
utilidad	χρησιμότητα	utilidad	χρησιμότητα	N;FEM;SG	N;ACC;FEM;SG
utilidad	χρησιμότητας	utilidad	χρησιμότητα	N;FEM;SG	N;GEN;FEM;SG
beatles	σκαθάρια	beatle	σκαθάριο	N;MASC;PL	N;NOM;NEUT;PL
receptor	υποδοχέα	receptor	υποδοχέα	N;MASC;SG	N;ACC;MASC;SG
receptor	δέκτης	receptor	δέκτης	N;MASC;SG	N;NOM;MASC;SG
receptor	δέκτη	receptor	δέκτης	N;MASC;SG	N;ACC;MASC;SG
receptor	αποδέκτης	receptor	αποδέκτης	N;MASC;SG	N;NOM;MASC;SG
receptor	αποδέκτη	receptor	αποδέκτης	N;MASC;SG	N;ACC;FEM;SG
receptor	παραλήπτης	receptor	παραλήπτης	N;MASC;SG	N;NOM;MASC;SG
receptor	δικαιούχος	receptor	δικαιούχος	N;MASC;SG	N;NOM;MASC;SG
receptor	παραλήπτη	receptor	παραλήπτης	N;MASC;SG	N;ACC;MASC;SG
personalmente	προσωπικά	personalmente	προσωπικά	ADV	ADV
personalmente	προσωπικα	personalmente	προσωπικά	ADV	ADV
desapareció	εξαφανίστηκε	desaparecer	εξαφανίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
prólogo	πρόλογο	prólogo	πρόλογος	N;MASC;SG	N;ACC;MASC;SG
prólogo	πρόλογος	prólogo	πρόλογος	N;MASC;SG	N;NOM;MASC;SG
force	δύναμη	force	δύναμη	N	N;ACC;FEM;SG
tramos	τμήματα	tramo	τμήμα	N;MASC;PL	N;NOM;NEUT;PL
tramos	ενότητες	tramo	ενότητα	N;MASC;PL	N;NOM;FEM;PL
contemporáneos	συγχρόνους	contemporáneo	σύγχρονος	N;MASC;PL	N;ACC;MASC;PL
campeona	πρωταθλητής	campeona	πρωταθλητής	N;FEM;SG	N;NOM;MASC;SG
