年	イヤー	年	イヤー	N	N
間	区間	間	区間	N	N
間	間隔	間	間隔	N	N
海岸	海岸	海岸	海岸	N	N
海岸	海岸	海岸	海岸	N	N
海岸	海岸	海岸	海岸	N	N
判刑	宣告	判刑	宣告	V	V
剪輯	クリップ	剪輯	クリップ	N	N
分級	格付	分級	格付	N	N
灶	ストーブ	灶	ストーブ	N	N
灶	コンロ	灶	コンロ	N	N
灶	ストーブ	灶	ストーブ	N	N
複數	複数	複數	複数	N	N
英勇	勇気	英勇	勇気	N	N
外貌	外観	外貌	外観	N	N
音節	音節	音節	音節	N	N
音節	音節	音節	音節	N	N
傻	バカ	傻	バカ		
傻	バカ	傻	バカ		
跳躍	飛躍	跳躍	飛躍	V	V
測驗	テスト	測驗	テスト	N	N
測驗	テスト	測驗	テスト	N	N
測驗	テスト	測驗	テスト	N	N
測驗	クイズ	測驗	クイズ	N	N
峽谷	渓谷	峽谷	渓谷	N	N
峽谷	峡谷	峽谷	峡谷	N	N
峽谷	峡谷	峽谷	峡谷	N	N
傳聞	伝聞	傳聞	伝聞	N	N
飼養	繁殖	飼養	繁殖	V	V
氣壓	気圧	氣壓	気圧	N	N
氣壓	圧力	氣壓	圧力	N	N
戰區	演劇	戰區	演劇	N	N
戰區	劇場	戰區	劇場	N	N
液體	液体	液體	液体	N	N
液體	流体	液體	流体	N	N
液體	液体	液體	液体	N	N
回顧	まとめ	回顧	まとめる	V	V
住宿	宿泊	住宿	宿泊	N	N
住宿	宿泊	住宿	宿泊	N	N
信念	信仰	信念	信仰	N	N
信念	信念	信念	信念	N	N
信念	フェイス	信念	フェイス	N	N
槍擊	射撃	槍擊	射撃	N	N
墓碑	墓石	墓碑	墓石	N	N
彈頭	弾頭	彈頭	弾頭	N	N
彈頭	弾丸	彈頭	弾丸	N	N
彈頭	銃弾	彈頭	銃弾	N	N
內心	インサイド	內心	インサイド	N	N
內心	内側	內心	内側	N	N
內心	インナー	內心	インナー	N	N
內心	内面	內心	内面	N	N
新鮮	フレッシュ	新鮮	フレッシュ	N	N
沼澤	沼地	沼澤	沼地	N	N
表情	絵文字	表情	絵文字	N	N
幻影	蜃気	幻影	蜃気	N	N
塑像	彫像	塑像	彫像	N	N
塑像	彫像	塑像	彫像	N	N
牛肉	ビーフ	牛肉	ビーフ	N	N
牛肉	牛肉	牛肉	牛肉	N	N
樓梯	階段	樓梯	階段	N	N
樓梯	階段	樓梯	階段	N	N
狩獵	狩り	狩獵	狩る	V	V
狩獵	狩り	狩獵	狩る	V	V
會費	会費	會費	会費	N	N
下屬	部下	下屬	部下	N	N
下屬	配下	下屬	配下	N	N
動機	動機	動機	動機	N	N
動機	モチベーション	動機	モチベーション	N	N
軌跡	トラック	軌跡	トラック	N	N
軌跡	弾道	軌跡	弾道	N	N
軌跡	トレイル	軌跡	トレイル	N	N
軌跡	軌跡	軌跡	軌跡	N	N
風景	風景	風景	風景	N	N
風景	景色	風景	景色	N	N
風景	横長	風景	横長	N	N
風景	風景	風景	風景	N	N
風景	横向き	風景	横向き	N	N
滴	ドロップ	滴	ドロップ	N	N
滴	点滴	滴	点滴	N	N
滴	ドロップ	滴	ドロップ	N	N
微型	ミニチュア	微型	ミニチュア	N	N
微型	マイクロ	微型	マイクロ	N	N
大廳	ホール	大廳	ホール	N	N
大廳	ロビー	大廳	ロビー	N	N
神廟	寺院	神廟	寺院	N	N
神廟	神殿	神廟	神殿	N	N
界	境界	界	境界	N	N
日誌	ジャーナル	日誌	ジャーナル	N	N
日誌	日記	日誌	日記	N	N
日誌	ログ	日誌	ログ	N	N
基準	ベンチマーク	基準	ベンチマーク	N	N
基準	ベンチマーク	基準	ベンチマーク	N	N
基準	ベンチマーク	基準	ベンチマーク	N	N
花瓣	花び	花瓣	花びる	N	N
花瓣	花弁	花瓣	花弁	N	N
花瓣	花び	花瓣	花びる	N	N
蜥蜴	トカゲ	蜥蜴	トカゲ	N	N
蜥蜴	トカゲ	蜥蜴	トカゲ	N	N
袍	ローブ	袍	ローブ	N	N
總和	合計	總和	合計	N	N
總和	総和	總和	総和	N	N
熱心	熱意	熱心	熱意	N	N
開支	費用	開支	費用	N	N
開支	経費	開支	経費	N	N
平板	錠剤	平板	錠剤	N	N
平板	タブレット	平板	タブレット	N	N
繁榮	ブーム	繁榮	ブーム	N	N
輪胎	タイヤ	輪胎	タイヤ	N	N
輪胎	タイヤ	輪胎	タイヤ	N	N
輪胎	タイヤ	輪胎	タイヤ	N	N
延期	拡張	延期	拡張	V	V
延期	延長	延期	延長	V	V
蟬	セミ	蟬	セミ	N	N
肺炎	肺	肺炎	肺	N	N
波長	波長	波長	波長	N	N
親屬	親族	親屬	親族	N	N
親屬	親戚	親屬	親戚	N	N
醬	ソース	醬	ソース	N	N
珠寶	宝石	珠寶	宝石	N	N
珠寶	ジュエリー	珠寶	ジュエリー	N	N
珠寶	宝石	珠寶	宝石	N	N
珠寶	ジュエリー	珠寶	ジュエリー	N	N
焊接	溶接	焊接	溶接	N	N
焊接	溶接	焊接	溶接	N	N
偵查	偵察	偵查	偵察	N	N
偵查	偵察	偵查	偵察	N	N
視訊	ビデオ	視訊	ビデオ	N	N
視訊	動画	視訊	動画	N	N
墳	墓所	墳	墓所	N	N
資本	資本主義	資本	資本主義	N	N
辛苦	一生	辛苦	一生	N	N
辛苦	ハード	辛苦	ハード	N	N
奇異	エキゾチック	奇異	エキゾチック	ADJ	ADJ
雉	キジ	雉	キジ	N	N
慢性	慢性	慢性	慢性	N	N
慢性	持病	慢性	持病	N	N
馬達	モーター	馬達	モーター	N	N
光榮	栄光	光榮	栄光	N	N
光榮	グローリー	光榮	グローリー	N	N
自信	自信	自信	自信	N	N
自信	自信	自信	自信	N	N
邊疆	フロンティア	邊疆	フロンティア	N	N
寺廟	寺院	寺廟	寺院	N	N
寺廟	神殿	寺廟	神殿	N	N
寺廟	寺院	寺廟	寺院	N	N
伴侶	パートナー	伴侶	パートナー	N	N
伴侶	コンパニオン	伴侶	コンパニオン	N	N
電荷	チャージ	電荷	チャージ	N	N
電荷	充電	電荷	充電	N	N
廚房	キッチン	廚房	キッチン	N	N
廚房	台所	廚房	台所	N	N
紳士	ジェントルマン	紳士	ジェントルマン	N	N
陀螺	ジャイロ	陀螺	ジャイロ	N	N
申訴	クレーム	申訴	クレーム	N	N
申訴	苦情	申訴	苦情	N	N
申訴	苦情	申訴	苦情	N	N
申訴	クレーム	申訴	クレーム	N	N
燈塔	灯台	燈塔	灯台	N	N
燈塔	ビーコン	燈塔	ビーコン	N	N
燈塔	灯台	燈塔	灯台	N	N
醜聞	スキャンダル	醜聞	スキャンダル	N	N
醜聞	不祥事	醜聞	不祥事	N	N
插圖	挿絵	插圖	挿絵	N	N
插圖	イラスト	插圖	イラスト	N	N
經理	店長	經理	店長	N	N
經理	支配	經理	支配	N	N
經理	マネージャー	經理	マネージャー	N	N
經理	マネージャ	經理	マネージャ	N	N
工資	給料	工資	給料	N	N
工資	俸給	工資	俸給	N	N
工資	給与	工資	給与	N	N
工資	賃金	工資	賃金	N	N
工資	賃金	工資	賃金	N	N
工資	給与	工資	給与	N	N
犀牛	サイ	犀牛	サイ	N	N
犀牛	サイ	犀牛	サイ	N	N
犀牛	サイ	犀牛	サイ	N	N
思想	思想	思想	思想	N	N
思想	思想家	思想	思想家	N	N
乘車	乗る	乘車	乗る	V	V
寂寞	孤独	寂寞	孤独	N	N
寂寞	孤独	寂寞	孤独	N	N
花卉	お	花卉	お	N	N
庭院	中庭	庭院	中庭	N	N
庭院	ヤード	庭院	ヤード	N	N
樞紐	ハブ	樞紐	ハブ	N	N
仙女	フェアリー	仙女	フェアリー	N	N
仙女	妖精	仙女	妖精	N	N
煙花	花火	煙花	花火	N	N
煙花	花火	煙花	花火	N	N
撤消	撤回	撤消	撤回	V	V
撤消	取り消す	撤消	取り消す	V	V
室外	アウトドア	室外	アウトドア	N	N
室外	屋外	室外	屋外	N	N
室外	アウトドア	室外	アウトドア	N	N
室外	屋外	室外	屋外	N	N
鵝	ガチョウ	鵝	ガチョウ	N	N
鵝	ガチョウ	鵝	ガチョウ	N	N
刺殺	暗殺	刺殺	暗殺	V	V
坐標	座標	坐標	座標	N	N
坐標	座標	坐標	座標	N	N
永恆	永遠	永恆	永遠	N	N
破解	ひび割れ	破解	ひび割れ	V	V
卡車	トラック	卡車	トラック	N	N
卡車	トラック	卡車	トラック	N	N
沙拉	サラダ	沙拉	サラダ	N	N
熔岩	溶岩	熔岩	溶岩	N	N
疼痛	痛み	疼痛	痛み	N	N
佔有	占有	佔有	占有	V	V
佔有	所持	佔有	所持	V	V
掩護	表紙	掩護	表紙	N	N
掩護	被覆	掩護	被覆	N	N
掩護	カバー	掩護	カバー	N	N
復原	修復	復原	修復	V	V
復原	復元	復原	復元	V	V
復原	回復	復原	回復	V	V
復原	回収	復原	回収	V	V
清潔	清掃	清潔	清掃	V	V
清潔	清掃	清潔	清掃	V	V
清潔	掃除	清潔	掃除	V	V
長壽	長寿	長壽	長寿	N	N
友誼	友情	友誼	友情	N	N
甜蜜	スウィート	甜蜜	スウィート	N	N
瘦	スキニー	瘦	スキニー	N	N
瘦	スリム	瘦	スリム	N	N
優質	品質	優質	品質	N	N
優質	クオリティ	優質	クオリティ	N	N
優質	画質	優質	画質	N	N
書法	書道	書法	書道	N	N
山羊	ヤギ	山羊	ヤギ	N	N
山羊	ヤギ	山羊	ヤギ	N	N
丟	投げる	丟	投げる	V	V
財團	コンソーシアム	財團	コンソーシアム	N	N
批量	バルク	批量	バルク	N	N
消化	消化	消化	消化	V	V
成效	実効	成效	実効	N	N
樹木	ツリー	樹木	ツリー	N	N
樹木	樹木	樹木	樹木	N	N
陶器	陶芸	陶器	陶芸	N	N
陶器	陶器	陶器	陶器	N	N
租賃	レンタル	租賃	レンタル	N	N
租賃	賃貸	租賃	賃貸	N	N
租賃	賃貸借	租賃	賃貸借	N	N
告別	別れ	告別	別れ	V	V
胖	脂肪	胖	脂肪	N	N
狹窄	狭い	狹窄	狭い	ADJ	ADJ
裁決	支配	裁決	支配	V	V
裁決	裁定	裁決	裁定	V	V
節省	節約	節省	節約	V	V
節省	保存	節省	保存	V	V
磚	れん	磚	れん	N	N
磚	レンガ	磚	レンガ	N	N
磚	レンガ	磚	レンガ	N	N
磚	れん	磚	れん	N	N
利率	レート	利率	レート	N	N
高大	高い	高大	高い	ADJ	ADJ
水下	水中	水下	水中	N	N
意向	意図	意向	意図	N	N
壓制	抑圧	壓制	抑圧	V	V
指稱	主張	指稱	主張	V	V
哺乳	哺乳動物	哺乳	哺乳動物	N	N
爺爺	おじい	爺爺	おじい	N	N
情侶	カップル	情侶	カップル	N	N
情侶	カップル	情侶	カップル	N	N
情侶	恋人	情侶	恋人	N	N
示	実演	示	実演	V	V
保全	保全	保全	保全	N	N
宮殿	宮殿	宮殿	宮殿	N	N
智力	知能	智力	知能	N	N
智力	知識人	智力	知識人	N	N
渡口	フェリー	渡口	フェリー	N	N
糾紛	紛争	糾紛	紛争	N	N
發光	磨き	發光	磨き	V	V
發光	輝き	發光	輝く	V	V
係數	係数	係數	係数	N	N
係數	係数	係數	係数	N	N
銀色	シルバー	銀色	シルバー	N	N
人性	人類	人性	人類	N	N
失誤	間違い	失誤	間違い	N	N
溶解	解散	溶解	解散	V	V
溶解	溶かす	溶解	溶かす	V	V
溶解	溶ける	溶解	溶ける	V	V
主觀	主観	主觀	主観	N	N
天平	スケール	天平	スケール	N	N
天平	ウロコ	天平	ウロコ	N	N
反感	嫌悪	反感	嫌悪	V	V
反感	嫌悪	反感	嫌悪	V	V
神仙	フェアリー	神仙	フェアリー	N	N
神仙	妖精	神仙	妖精	N	N
腸	ソーセージ	腸	ソーセージ	N	N
鹼	アルカリ	鹼	アルカリ	N	N
石板	スレート	石板	スレート	N	N
石板	タブレット	石板	タブレット	N	N
君主	君主	君主	君主	N	N
野心	野心	野心	野心	N	N
野心	野心	野心	野心	N	N
野心	野心	野心	野心	N	N
野心	野望	野心	野望	N	N
幅度	範囲	幅度	範囲	N	N
籠	ケージ	籠	ケージ	N	N
監管	監督	監管	監督	N	N
罰款	罰金	罰款	罰金	N	N
鋰	リチウム	鋰	リチウム	N	N
詛咒	呪い	詛咒	呪う	V	V
徒步	ハイキング	徒步	ハイキング	N	N
補償	報酬	補償	報酬	N	N
肽	ペプチド	肽	ペプチド	N	N
葉子	葉っぱ	葉子	葉っぱ	N	N
葉子	葉っぱ	葉子	葉っぱ	N	N
乙醇	エタノール	乙醇	エタノール	N	N
有罪	有罪	有罪	有罪	V	V
樣式	スタイル	樣式	スタイル	N	N
樣式	スタイル	樣式	スタイル	N	N
遷徙	移行	遷徙	移行	V	V
遷徙	移行	遷徙	移行	V	V
遷徙	移行	遷徙	移行	V	V
交響	交響曲	交響	交響曲	N	N
交響	シンフォニー	交響	シンフォニー	N	N
讀音	発音	讀音	発音	N	N
聖殿	寺院	聖殿	寺院	N	N
聖殿	神殿	聖殿	神殿	N	N
空格	スペース	空格	スペース	N	N
郵票	切手	郵票	切手	N	N
郵票	スタンプ	郵票	スタンプ	N	N
郵票	切手	郵票	切手	N	N
皇宮	宮殿	皇宮	宮殿	N	N
微小	小さい	微小	小さい	ADJ	ADJ
出版	出版	出版	出版	V	V
精美	絶妙	精美	絶妙	ADJ	ADJ
溫和	穏やか	溫和	穏やか	ADJ	ADJ
溫和	優しい	溫和	優しい	ADJ	ADJ
香料	スパイス	香料	スパイス	N	N
香料	スパイス	香料	スパイス	N	N
辣椒	ペッパー	辣椒	ペッパー	N	N
辣椒	胡椒	辣椒	胡椒	N	N
辣椒	コショウ	辣椒	コショウ	N	N
賭場	カジノ	賭場	カジノ	N	N
賭場	カジノ	賭場	カジノ	N	N
國徽	エンブレム	國徽	エンブレム	N	N
悲劇	悲劇	悲劇	悲劇	N	N
租金	レンタル	租金	レンタル	N	N
租金	レンタル	租金	レンタル	N	N
租金	レンタル	租金	レンタル	N	N
租金	家賃	租金	家賃	N	N
誤解	誤解	誤解	誤解	V	V
手套	手袋	手套	手袋	N	N
手套	グローブ	手套	グローブ	N	N
手套	手袋	手套	手袋	N	N
硬幣	硬貨	硬幣	硬貨	N	N
硬幣	コイン	硬幣	コイン	N	N
硬幣	硬貨	硬幣	硬貨	N	N
硬幣	コイン	硬幣	コイン	N	N
纜車	ゴンドラ	纜車	ゴンドラ	N	N
朝代	王朝	朝代	王朝	N	N
皂	石けん	皂	石けむ	N	N
皂	石鹸	皂	石鹸	N	N
皂	ソープ	皂	ソープ	N	N
草坪	芝生	草坪	芝生	N	N
鉛	リード	鉛	リード	N	N
錐	円錐	錐	円錐	N	N
錐	コーン	錐	コーン	N	N
氣溫	気温	氣溫	気温	N	N
氣溫	温度	氣溫	温度	N	N
彈性	柔軟	彈性	柔軟	N	N
彈性	弾性	彈性	弾性	N	N
長老	長老	長老	長老	N	N
長老	長老	長老	長老	N	N
盾牌	シールド	盾牌	シールド	N	N
盾牌	シールド	盾牌	シールド	N	N
走私	密輸	走私	密輸	N	N
走私	密輸	走私	密輸	N	N
走私	密輸	走私	密輸	N	N
紀念	記念碑	紀念	記念碑	N	N
戒指	リング	戒指	リング	N	N
戒指	指輪	戒指	指輪	N	N
戒指	リング	戒指	リング	N	N
戒指	指輪	戒指	指輪	N	N
祭司	司祭	祭司	司祭	N	N
握手	握手	握手	握手	N	N
乘法	乗算	乘法	乗算	N	N
乘法	乗法	乘法	乗法	N	N
繪圖	写像	繪圖	写像	N	N
繪圖	マッピング	繪圖	マッピング	N	N
繪圖	図面	繪圖	図面	N	N
繪圖	グラフィック	繪圖	グラフィック	N	N
繪圖	グラフィックス	繪圖	グラフィックス	N	N
繪圖	図面	繪圖	図面	N	N
繪圖	ドローイング	繪圖	ドローイング	N	N
乙酸	酢酸	乙酸	酢酸	N	N
食堂	カフェテリア	食堂	カフェテリア	N	N
食堂	カフェテリア	食堂	カフェテリア	N	N
誓	宣誓	誓	宣誓	N	N
損壞	被害	損壞	被害	N	N
損壞	ダメージ	損壞	ダメージ	N	N
損壞	損害	損壞	損害	N	N
損壞	ダメージ	損壞	ダメージ	N	N
損壞	損害賠償	損壞	損害賠償	N	N
專長	名物	專長	名物	N	N
專長	特製	專長	特製	N	N
專長	専門	專長	専門	N	N
基底	基質	基底	基質	N	N
基底	地下	基底	地下	N	N
基底	地下室	基底	地下室	N	N
骨架	スケルトン	骨架	スケルトン	N	N
骨架	骨格	骨架	骨格	N	N
骨架	フレーミング	骨架	フレーミング	N	N
標語	スローガン	標語	スローガン	N	N
標語	スローガン	標語	スローガン	N	N
警務	警察官	警務	警察官	N	N
警務	警察	警務	警察	N	N
橘子	オレンジ	橘子	オレンジ	N	N
橘子	オレンジ	橘子	オレンジ	N	N
散射	散乱	散射	散乱	V	V
散射	散布	散射	散布	V	V
症候	症候	症候	症候	N	N
污水	下水	污水	下水	N	N
宮廷	宮殿	宮廷	宮殿	N	N
想象	イマジネーション	想象	イマジネーション	N	N
想象	想像	想象	想像	N	N
祈	祈り	祈	祈り	V	V
祈	祈る	祈	祈る	V	V
祈	祈り	祈	祈り	V	V
祈	祈り	祈	祈り	V	V
祈	祈り	祈	祈り	V	V
相容	互換性	相容	互換性	N	N
廚師	シェフ	廚師	シェフ	N	N
廚師	コック	廚師	コック	N	N
天王	天王星	天王	天王星	N	N
營養	栄養	營養	栄養	N	N
營養	栄養	營養	栄養	N	N
橡膠	ラバー	橡膠	ラバー	N	N
橡膠	ゴム	橡膠	ゴム	N	N
教義	信条	教義	信条	N	N
教義	教義	教義	教義	N	N
教義	教義	教義	教義	N	N
扳機	トリガー	扳機	トリガー	N	N
探險	冒険	探險	冒険	V	V
探險	探検	探險	探検	V	V
探險	遠征	探險	遠征	V	V
區塊	ブロック	區塊	ブロック	N	N
區塊	ブロック	區塊	ブロック	N	N
招牌	看板	招牌	看板	N	N
地道	トンネル	地道	トンネル	N	N
地道	トンネル	地道	トンネル	N	N
腕	手首	腕	手首	N	N
附上	添付	附上	添付	V	V
附上	取り付ける	附上	取り付ける	V	V
機長	隊長	機長	隊長	N	N
核子	原子力	核子	原子力	N	N
廢棄	廃棄	廢棄	廃棄	V	V
廢棄	放棄	廢棄	放棄	V	V
檢視	表示	檢視	表示	V	V
檢視	見る	檢視	見る	V	V
學說	教義	學說	教義	N	N
暴風	ストーム	暴風	ストーム	N	N
掃	スキャン	掃	スキャン	V	V
掃	スキャン	掃	スキャン	V	V
壺	ポット	壺	ポット	N	N
壺	やかん	壺	やかぶ	N	N
電報	電報	電報	電報	N	N
電報	電報	電報	電報	N	N
機密	機密	機密	機密	N	N
機密	内密	機密	内密	N	N
芭蕾	バレエ	芭蕾	バレエ	N	N
環礁	環礁	環礁	環礁	N	N
散布	散布	散布	散布	V	V
呼叫	通話	呼叫	通話	V	V
硝酸	硝酸	硝酸	硝酸	N	N
嵌	組み込み	嵌	組み込み	V	V
出血	出血	出血	出血	V	V
烤	焼く	烤	焼く	V	V
口腔	口頭	口腔	口頭	N	N
時鐘	クロック	時鐘	クロック	N	N
時鐘	時計	時鐘	時計	N	N
滑翔	滑空	滑翔	滑空	N	N
論點	論証	論點	論証	N	N
論點	引数	論點	引数	N	N
論點	論証	論點	論証	N	N
左邊	左側	左邊	左側	N	N
勇氣	勇気	勇氣	勇気	N	N
天線	触角	天線	触角	N	N
天線	アンテナ	天線	アンテナ	N	N
格言	標語	格言	標語	N	N
贏	勝利	贏	勝利	V	V
贏	勝ち	贏	勝つ	V	V
贏	勝つ	贏	勝つ	V	V
開除	解任	開除	解任	V	V
開除	棄却	開除	棄却	V	V
開除	解雇	開除	解雇	V	V
開除	却下	開除	却下	V	V
災害	災害	災害	災害	N	N
災害	災害	災害	災害	N	N
字元	文字	字元	文字	N	N
字元	性格	字元	性格	N	N
字元	キャラクター	字元	キャラクター	N	N
字元	文字	字元	文字	N	N
字元	キャラクター	字元	キャラクター	N	N
晚餐	ディナー	晚餐	ディナー	N	N
晚餐	夕食	晚餐	夕食	N	N
晚餐	夜食	晚餐	夜食	N	N
晚餐	夕食	晚餐	夕食	N	N
豆腐	豆腐	豆腐	豆腐	N	N
捐助	寄付	捐助	寄付	V	V
濕地	湿地	濕地	湿地	N	N
濕地	湿地	濕地	湿地	N	N
鄰居	近所	鄰居	近所	N	N
鄰居	隣人	鄰居	隣人	N	N
鄰居	近所	鄰居	近所	N	N
會	会計士	會	会計士	N	N
會	会計士	會	会計士	N	N
橢	楕円	橢	楕円	N	N
橢	楕円	橢	楕円	N	N
追逐	追跡	追逐	追跡	V	V
追逐	追求	追逐	追求	V	V
美式	フットボール	美式	フットボール	N	N
方塊	立方体	方塊	立方体	N	N
方塊	キューブ	方塊	キューブ	N	N
方塊	立方体	方塊	立方体	N	N
方塊	キューブ	方塊	キューブ	N	N
方塊	正方	方塊	正方	N	N
方塊	広場	方塊	広場	N	N
方塊	正方	方塊	正方	N	N
均衡	バランス	均衡	バランス	N	N
均衡	残高	均衡	残高	N	N
均衡	バランス	均衡	バランス	N	N
均衡	平衡	均衡	平衡	N	N
慶典	祝賀	慶典	祝賀	N	N
慶典	お	慶典	お	N	N
色素	顔料	色素	顔料	N	N
膝	ひざ	膝	ひざ	N	N
院	学部	院	学部	N	N
湖畔	湖畔	湖畔	湖畔	N	N
省長	知事	省長	知事	N	N
粗糙	ラフ	粗糙	ラフ	N	N
激情	情熱	激情	情熱	N	N
激情	受難	激情	受難	N	N
擦音	摩擦音	擦音	摩擦音	N	N
珍貴	尊い	珍貴	尊いる	N	N
門票	切符	門票	切符	N	N
門票	チケット	門票	チケット	N	N
門票	切符	門票	切符	N	N
門票	チケット	門票	チケット	N	N
