den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
bekräftelse	تسلیم	bekräftelse	تسلیم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	امتیاز	touch	امتیاز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	جانچ	touch	جانچ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	مشق	touch	مشق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	امتحان	touch	امتحان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	امتیاز	touch	امتیاز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	لمس	touch	لمس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	جانچ	touch	جانچ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	مشق	touch	مشق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
touch	امتحان	touch	امتحان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ledarskap	قیادت	ledarskap	قیادت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
sed	رسوم	sed	رسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sed	رواج	sed	رواج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sed	رسوم	sed	رسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sed	رواج	sed	رواج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sed	رسم	sed	رسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
grafisk	صریح	grafisk	صریح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grafisk	صریح	grafisk	صریح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ess	اکا	ni	اکا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
odling	کاشتکاری	odling	کاشتکاری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
odling	پرداخت	odling	پرداخت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
odling	کاشت	odling	کاشت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
odling	پرداخت	odling	پرداخت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
musikalisk	غنائی	musikalisk	غنا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
performance	قصہ	performance	قصہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
performance	قضیہ	performance	قضیہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
styrande	حاوی	styra	حاوی	ADJ;NOM;PRS;V.PTCP	ADJ
styrande	رائج	styra	رائج	ADJ;NOM;PRS;V.PTCP	ADJ
regeln	وضع	regel	وضع	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
regeln	حکومت	regel	حکومت	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
siffra	عدد	siffra	عدد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
siffra	مثال	siffra	مثال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
siffra	نقشہ	siffra	نقشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
siffra	خاکہ	siffra	خاکہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
siffra	زائچہ	siffra	زائچہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
effektiva	لائق	effektiv	لائق	ADJ;NOM;PL	ADJ
effektiva	نافذ	effektiv	نافذ	ADJ;NOM;PL	ADJ
propaganda	تبلیغ	propaganda	تبلیغ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
propaganda	عقیدے	propaganda	عقیدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
propaganda	تبلیغ	propaganda	تبلیغ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
propaganda	پرچار	propaganda	پرچار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
propaganda	عقیدے	propaganda	عقیدہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konsekvens	اہمیت	konsekvens	اہمیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konsekvens	ہمواری	konsekvens	مےں	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konsekvens	استوار	konsekvens	استوار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
övergång	عبور	övergång	عبور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
äntligen	بالآخر	äntligen	بالآخر	ADV	ADV
demon	ظالم	demon	ظالم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
demon	شیطان	demon	شیطان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
riktningen	ہدایت	riktning	ہدایت	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
uppnått	لائق	uppnåta	لائق	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
uppnått	ماہر	uppnåta	ماہر	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
inbördes	ہمسر	inbördes	ہمسر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
frekvens	تکرار	frekvens	تکرار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
frekvens	ارتعاش	frekvens	ارتعاش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiat	حکم	fia	حکم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiat	اختیار	fia	اختیار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiat	اجارہ	fia	اجارہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fiat	فرمان	fia	فرمان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
enterprise	مہم	enterprise	مہم	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
prioritet	فوقیت	prioritet	فوقیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
prioritet	سبقت	prioritet	سبقت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mid	اوسط	mid	اوسط	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
disciplin	سزا	disciplin	سزا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
värdefull	قیمتی	värdefull	قیمتی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM
intelligens	فہم	intelligens	فہم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
påstående	اعلان	påstående	اعلان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
påstående	اعلان	påstående	اعلان	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
påstående	دعویٰ	påstående	دعویٰ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
påstående	الزام	påstående	الزام	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
binda	سمیٹنا	binda	سمیٹنا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
binda	جکڑنا.	binda	جکڑنا.	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
binda	تھامنا	binda	تھامنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
tendens	رجحان	tendens	رجحان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
prosa	نثر	prosa	نثر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
granne	ملحق	gran	ملحق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
granne	ملحق	gran	ملحق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kastar	پھینکنے	kasta	پھینک	V;IND;PRS;FIN;ACT	V;ACC;NFIN
kastar	جھاڑنا.	kasta	جھاڑن	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
kastar	پھینکنے	kasta	پھینک	V;IND;PRS;FIN;ACT	V;ACC;NFIN
kastar	جھاڑنا.	kasta	جھاڑن	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
kastar	پھینکنا	kasta	پھینکنا	V;IND;PRS;FIN;ACT	V;NFIN;ACT
påverkat	متفنّی	påverka	متفنّی	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
påverkat	متفنّی	påverka	متفنّی	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
godkännande	اقرار	godkännande	اقرار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
auktoritet	مختارکاری.	auktoritet	مختارکاری.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
easy	دباؤ	easy	دباؤ	N;NOM;MASC+FEM;SG	N;NOM;MASC;SG;3
easy	دباؤ	easy	دباؤ	N;NOM;MASC+FEM;SG	N;NOM;MASC;SG;3
skylt	شناخت	skylt	شناخت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hona	پرزہ	hona	پرزہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hona	عورت	hona	عورت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hona	پرزہ	hona	پرزہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hona	عورت	hona	عورت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konkret	اصلی	konkret	اصلی	ADJ;NOM;INDF;NEUT;SG	ADJ
konkret	واضح	konkret	واضح	ADJ;NOM;INDF;NEUT;SG	ADJ
munk	راہب	munk	راہب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
branta	غیرمعمولی	branta	غیرمعمولی	ADJ;NOM;PL	ADJ
förbättring	اضافہ	förbättring	اضافہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förbättring	اصلاح	förbättring	اصلاح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förbättring	ترقی	förbättring	ترقی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
förbättring	بہتری	förbättring	بہتری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förbättring	افزائش	förbättring	افزائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förbättring	بہتری	förbättring	بہتری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förbättring	افزائش	förbättring	افزائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
betydelsefull	اہم	betydelsefull	اہم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
uppkomst	ظہور	uppkomst	ظہور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppkomst	پیدائش	uppkomst	پیدائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppkomst	پیدائش	uppkomst	پیدائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
uppkomst	تکوین	uppkomst	تکوین	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
motverka	روکنا	motverka	روک	V;IMP;FIN;ACT	V;NFIN
klassiskt	متوازن	klassisk	متوازن	ADJ;NOM;INDF;NEUT;SG	ADJ
vinkel	کونا	vinkel	کونا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vinkel	کونا	vinkel	کونا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vinkel	زاویہ	vinkel	زاویہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skuld	قرض	skuld	قرض	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skuld	دین	skuld	دین	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skuld	جرم	skuld	جرم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
falsk	غیرقانونی	falsk	غیرقانونی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	جعلی	falsk	جعلی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	ناجائز	falsk	ناجائز	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	غلط	falsk	غلط	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	غیرقانونی	falsk	غیرقانونی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	نقلی	falsk	نقلی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	جعلی	falsk	جعلی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
falsk	ناجائز	falsk	ناجائز	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	ہلکی	mjuk	ہلکی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM
mjuk	آسان	mjuk	آسان	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	کمزور	mjuk	کمزور	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	خوشگوار	mjuk	خوشگوار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	احمقانہ	mjuk	احمقانہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	معتدل	mjuk	معتدل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	ہلکی	mjuk	ہلکی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM
mjuk	آسان	mjuk	آسان	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	کمزور	mjuk	کمزور	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	ہلکا	mjuk	ہلکا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mjuk	خوشگوار	mjuk	خوشگوار	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	نرم	mjuk	نرم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	احمقانہ	mjuk	احمقانہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
mjuk	معتدل	mjuk	معتدل	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
skelett	خاکہ	skelett	خاکہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
streck	تیزی	streck	تیزی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
streck	زور	streck	زور	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
trettio	30	trettio	30	NUM;NOM	NUM
tvinga	دھکیلنا	tving	دھکیل	V;IMP;FIN;ACT	V;NFIN;ACT
tvinga	دھکیلنا	tving	دھکیل	V;IMP;FIN;ACT	V;NFIN;ACT
symbolen	خیال	symbol	خیال	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
symbolen	رمز	symbol	رمز	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
symbolen	خیال	symbol	خیال	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
symbolen	علامت	symbol	علامت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
fine	جرمانہ	få	جرمانہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tyst	سادہ	tyst	سادہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tyst	خاموش	tyst	خاموش	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tyst	سادہ	tyst	سادہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tyst	خاموش	tyst	خاموش	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
tänkande	افکار.	tänkande	فک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
neutralt	نامرد	neutral	نامرد	ADJ;NOM;INDF;NEUT;SG	ADJ
neutralt	ہلکا	neutral	ہلکا	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
neutralt	مبہم	neutral	مبہم	ADJ;NOM;INDF;NEUT;SG	ADJ
neutralt	پسماندہ	neutral	پسماندہ	ADJ;NOM;INDF;NEUT;SG	ADJ
släktskap	تعلق	släktskap	تعلق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
släktskap	رشتہ	släktskap	رشتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
släktskap	تعلق	släktskap	تعلق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
släktskap	رشتہ	släktskap	رشتہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
initiativet	ابتدا.	initiativ	ابتدا.	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
moln	ابہام	moln	ابہام	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
moln	ابہام	moln	ابہام	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
moln	بادل	moln	بادل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
överraskande	حیرتناک	överraskande	حیرتناک	ADJ;NOM;PRS;V.PTCP	ADJ
mystiska	مخفی	mystisk	مخفی	ADJ;NOM;PL	ADJ
sammanfattning	خلاصہ	sammanfattning	خلاصہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sammanfattning	دھیان	sammanfattning	دھیان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sammanfattning	خلاصہ	sammanfattning	خلاصہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sammanfattning	دھیان	sammanfattning	دھیان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dräkt	پان	dräkt	پان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dryck	مشروب	dryck	مشروب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kaptenen	سربراہ	kapt	سربراہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kaptenen	کپتان	kapt	کپتان	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kaptenen	سربراہ	kapt	سربراہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
spänning	جوش	spänning	جوش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
spänning	اشتعال	spänning	اشتعال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
spänning	وولٹیج	spänning	وولٹیج	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vilt	تفریح	vilja	تفریح	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	تدبیر	vilja	تدبیر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	توانا	vilja	توانا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	کھیل	vilja	کھیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	ہدف	vilja	ہدف	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	اپاہج	vilja	اپاہج	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	تفریح	vilja	تفریح	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	تدبیر	vilja	تدبیر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	توانا	vilja	توانا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	کھیل	vilja	کھیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	ہدف	vilja	ہدف	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	اپاہج	vilja	اپاہج	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
vilt	بازی	vilja	بازی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
pionjär	مقدم	pionjär	مقدم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pionjär	پیشرو	pionjär	پیشرو	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
psykologiska	ذہنی	psykologisk	ذہنی	ADJ;NOM;PL	ADJ
lama	اپاہج	lama	اپاہج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lama	اپاہج	lama	اپاہج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
accepterar	چاہنا	acceptera	چاہ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
accepterar	ماننا	acceptera	مان	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN
accepterar	چاہنا	acceptera	چاہ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
mäktiga	طاقتور	mäktig	طاقتور	ADJ;NOM;PL	ADJ
mäktiga	قوی	mäktig	قوی	ADJ;NOM;PL	ADJ
mäktiga	زبردست	mäktig	زبردست	ADJ;NOM;PL	ADJ
mäktiga	طاقتور	mäktig	طاقتور	ADJ;NOM;PL	ADJ
sort	تنوع	sort	تنوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
duktig	مناسب	duktig	مناسب	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
duktig	اچھا	duktig	اچھا	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
duktig	مفید	duktig	مفید	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
duktig	موافق	duktig	موافق	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
duktig	معقول	duktig	معقول	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
duktig	دلچسپ	duktig	دلچسپ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
duktig	پُرکشش	duktig	پُرکشش	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
bosättning	مکان	bosättning	مکان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bosättning	قیام	bosättning	قیام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bosättning	دیوار	bosättning	دیوار	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bosättning	تصفیہ	bosättning	تصفیہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
terror	دہشت	terrora	دہشت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
medlemmen	ٹکڑا	medlem	ٹکڑا	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
våg	حرارت	våg	حرارت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
våg	لہر	våg	لہر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
våg	حرارت	våg	حرارت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tempo	حرکت	tempo	حرکت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
minoritet	مذہب	minoritet	مذہب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intellektuella	معقول.	intellektuell	معقول.	ADJ;NOM;PL	ADJ
intellektuella	پختہ	intellektuell	پختہ	ADJ;NOM;PL	ADJ
intellektuella	ذہنی	intellektuell	ذہنی	ADJ;NOM;PL	ADJ
scout	آدمی	scout	آدمی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
encyklopediskt	محیط	encyklopedisk	محیط	ADJ;NOM;INDF;NEUT;SG	ADJ
boll	تفریح	boll	تفریح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
landa	پانا	landa	پانا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
landa	جیتنا	landa	جیت	V;IMP;FIN;ACT	V;SG;NFIN;ACT
landa	پانا	landa	پانا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
landa	جیتنا	landa	جیت	V;IMP;FIN;ACT	V;SG;NFIN;ACT
ordna	چکانا	ordna	چکا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
väga	تولنا	väga	تولنا	V;IMP;FIN;ACT	V;MASC;SG;V.PTCP;ACT
synlig	واضح	synlig	واضح	ADJ;NOM;DEF;SG	ADJ
synlig	ظاہری	synlig	ظاہری	ADJ;NOM;DEF;SG	ADJ
finger	انگشت	finga	انگشت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
finger	انگلی	finga	انگلی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
stab	شہرت	stab	شہرت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
stab	کوشش	stab	کوشش	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
stab	آزمائش.	stab	آزمائش.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gen	اطلاع	gen	اطلاع	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
enhetlig	یکساں	enhetlig	یکساں	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
ögonblick	اہمیت	ögonblick	اہمیت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ögonblick	اہمیت	ögonblick	اہمیت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
ögonblick	لمحہ	ögonblick	لمحہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
beredd	تیز	beredd	تیز	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
beredd	مائل	beredd	مائل	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
beredd	آمادہ	beredd	آمادہ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
beredd	تیز	beredd	تیز	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
beredd	مائل	beredd	مائل	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
flash	شوخ	flash	شوخ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
personalen	عصا	personal	عصا	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ark	صندوق	ark	صندوق	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
passande	موزوں	passa	موزوں	ADJ;NOM;PRS;V.PTCP	ADJ
passande	مناسب	passa	مناسب	ADJ;NOM;PRS;V.PTCP	ADJ
kullen	تودہ	kull	تودہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
utskottet	گروہ	utskott	گروہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
möjligtvis	شاید	möjligtvis	شاید	ADV	ADV
amour	معاشقہ	amour	معاشقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
helig	متبرک	helig	متبرک	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
kontrast	موازنہ	kontrast	موازنہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
egyptisk	مصری	egyptisk	مصری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
dimension	ضخامت	dimension	ضخامت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dimension	وسعت	dimension	وسعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dimension	گہرائی	dimension	گہرائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dimension	طول	dimension	طول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
