catégorie	категорія	catégorie	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
chambres	кімнат	chambre	кімната	N;FEM;PL	N;INAN;GEN;FEM;PL
chambres	кімнати	chambre	кімната	N;FEM;PL	N;INAN;NOM;FEM;PL
onde	хвиля	onde	хвиля	N;FEM;SG	N;INAN;NOM;FEM;SG
retourner	повернутися	retourner	повернутися	V;NFIN	V;PFV;NFIN
définie	визначено	définir	визначити	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
masque	маску	masque	маска	N;MASC;SG	N;INAN;ACC;FEM;SG
masque	маска	masque	маска	N;MASC;SG	N;INAN;NOM;FEM;SG
ouvrier	робітник	ouvrier	робітник	N;MASC;SG	N;ANIM;NOM;MASC;SG
ouvrier	працівник	ouvrier	працівник	N;MASC;SG	N;ANIM;NOM;MASC;SG
gloire	славу	gloire	слава	N;FEM;SG	N;INAN;ACC;FEM;SG
gloire	славу	gloire	слава	N;FEM;SG	N;INAN;ACC;FEM;SG
gloire	слава	gloire	слава	N;FEM;SG	N;INAN;NOM;FEM;SG
ressemble	нагадує	ressembler	нагадувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
archive	архів	archive	архів	N;FEM;SG	N;INAN;NOM;MASC;SG
protégé	захищено	protéger	захищено	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
tâche	задачу	tâche	задача	N;FEM;SG	N;INAN;ACC;FEM;SG
tâche	завдання	tâche	завдання	N;FEM;SG	N;INAN;NOM;NEUT;SG
monter	монтувати	monter	монтувати	V;NFIN	V;IPFV;NFIN
causes	причинами	cause	причина	N;FEM;PL	N;INAN;INS;FEM;PL
causes	причини	cause	причина	N;FEM;PL	N;INAN;NOM;FEM;PL
papillon	метелик	papillon	метелик	N;MASC;SG	N;ANIM;NOM;MASC;SG
papillon	господиня	papillon	господиня	N;MASC;SG	N;ANIM;NOM;FEM;SG
comparaison	порівняння	comparaison	порівняння	N;FEM;SG	N;INAN;NOM;NEUT;SG
comparaison	порівняння	comparaison	порівняння	N;FEM;SG	N;INAN;NOM;NEUT;SG
panneaux	панелях	panneau	панеля	N;MASC;PL	N;INAN;ESS;FEM;PL
panneaux	панелі	panneau	паніль	N;MASC;PL	N;INAN;NOM;FEM;PL
panneaux	панелей	panneau	панель	N;MASC;PL	N;INAN;GEN;FEM;PL
panneaux	знаки	panneau	знак	N;MASC;PL	N;INAN;NOM;MASC;PL
panneaux	написи	panneau	напис	N;MASC;PL	N;INAN;NOM;MASC;PL
préparer	підготувати	préparer	підготувати	V;NFIN	V;PFV;NFIN
automatiquement	автоматично	automatiquement	автоматично	ADV	ADV
accepté	погодився	accepter	погодитися	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
accepté	прийнято	accepter	прийнято	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
pousse	росте	pousser	рости	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
pousse	зростати	pousser	зростати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
pousse	зростає	pousser	зростати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
mondiaux	загальні	mondial	загальний	ADJ;MASC;PL	ADJ;NOM;PL
globe	глобус	globe	глобус	N;MASC;SG	N;INAN;NOM;MASC;SG
procureur	прокурор	procureur	прокурор	N;MASC;SG	N;ANIM;NOM;MASC;SG
procureur	прокурора	procureur	прокурор	N;MASC;SG	N;ANIM;ACC;MASC;SG
médicale	медичний	médical	медичний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
médicale	медична	médical	медичний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
atlas	атлас	atlas	атлас	N;MASC;SG	N;INAN;NOM;MASC;SG
atlas	атлант	atlas	атлант	N;MASC;SG	N;INAN;NOM;MASC;SG
génétique	генетичний	génétique	генетичний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
ballon	кулька	ballon	кулька	N;MASC;SG	N;INAN;NOM;FEM;SG
ballon	бал	ballon	бал	N;MASC;SG	N;INAN;NOM;MASC;SG
endroits	місць	endroit	місце	N;MASC;PL	N;INAN;GEN;NEUT;PL
endroits	місця	endroit	місце	N;MASC;PL	N;INAN;NOM;NEUT;PL
endroits	місцини	endroit	місцина	N;MASC;PL	N;INAN;NOM;FEM;PL
choc	шок	choc	шок	N;MASC;SG	N;INAN;NOM;MASC;SG
ondes	хвилі	onde	хвиля	N;FEM;PL	N;INAN;NOM;FEM;PL
ondes	хвилями	onde	хвиля	N;FEM;PL	N;INAN;INS;FEM;PL
gérer	керувати	gérer	керувати	V;NFIN	V;IPFV;NFIN
romantique	романтична	romantique	романтичний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
romantique	романтичний	romantique	романтичний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
philippines	філіппіни	philippine	філіппін	N;FEM;PL	N;INAN;NOM;MASC;PL
quotidienne	щоденне	quotidien	щоденний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
quotidienne	щоденного	quotidien	щоденний	ADJ;FEM;SG	ADJ;GEN;MASC;SG
quotidienne	щоденна	quotidien	щоденний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
quotidienne	щоденне	quotidien	щоденний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
islamique	ісламський	islamique	ісламський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
anonyme	анонімний	anonyme	анонімний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
applique	стосується	appliquer	стосуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
applique	застосовує	appliquer	застосовувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
applique	застосовується	appliquer	застосовуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
assurance	страхування	assurance	страхування	N;FEM;SG	N;INAN;NOM;NEUT;SG
audience	аудиторію	audience	аудиторія	N;FEM;SG	N;INAN;ACC;FEM;SG
audience	аудиторія	audience	аудиторія	N;FEM;SG	N;INAN;NOM;FEM;SG
audience	слух	audience	слух	N;FEM;SG	N;INAN;NOM;MASC;SG
manager	керівник	manager	керівник	N;MASC;SG	N;ANIM;NOM;MASC;SG
manager	менеджер	manager	менеджер	N;MASC;SG	N;ANIM;NOM;MASC;SG
littoral	берегова	littoral	береговий	N;MASC;SG	N;INAN;NOM;FEM;SG
module	модуль	module	модуль	N;MASC;SG	N;INAN;NOM;MASC;SG
bonus	бонус	bonus	бонутися	N;MASC;SG	N;INAN;NOM;MASC;SG
théories	теорії	théorie	теорія	N;FEM;PL	N;INAN;NOM;FEM;PL
disant	кажу	dire	казати	V;PRS;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN
disant	кажеш	dire	казати	V;PRS;V.PTCP	V;IPFV;IND;SG;2;PRS;FIN
diversité	різноманітність	diversité	різноманітність	N;FEM;SG	N;INAN;NOM;FEM;SG
diversité	різноманітності	diversité	різноманітність	N;FEM;SG	N;INAN;DAT;FEM;SG
diversité	різноманіття	diversité	різноманіття	N;FEM;SG	N;INAN;NOM;NEUT;SG
rocher	боулдер	rocher	боулдер	N;MASC;SG	N;INAN;NOM;MASC;SG
garnison	гарнізон	garnison	гарнізон	N;FEM;SG	N;INAN;NOM;MASC;SG
résoudre	вирішують	résoudre	вирішувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
résoudre	вирішити	résoudre	вирішити	V;NFIN	V;PFV;NFIN
résoudre	вирішити	résoudre	вирішити	V;NFIN	V;PFV;NFIN
sculptures	скульптури	sculpture	скульптура	N;FEM;PL	N;INAN;NOM;FEM;PL
investissement	інвестування	investissement	інвестування	N;MASC;SG	N;INAN;NOM;NEUT;SG
incident	інцидент	incident	інцидент	N;MASC;SG	N;INAN;NOM;MASC;SG
chêne	дуб	chêne	дуб	N;MASC;SG	N;INAN;NOM;MASC;SG
concerto	концерт	concerto	концерт	N;MASC;SG	N;INAN;NOM;MASC;SG
adversaires	опонентами	adversaire	опонент	N;MASC;PL	N;ANIM;INS;MASC;PL
adversaires	суперників	adversaire	суперник	N;MASC;PL	N;ANIM;ACC;MASC;PL
adversaires	суперники	adversaire	суперник	N;MASC;PL	N;ANIM;NOM;MASC;PL
compagnon	негатив	compagnon	негатив	N;MASC;SG	N;INAN;NOM;MASC;SG
compagnon	компаньйона	compagnon	компаньйоний	N;MASC;SG	N;ANIM;ACC;MASC;SG
compagnon	супутником	compagnon	супутник	N;MASC;SG	N;ANIM;INS;MASC;SG
chroniques	хроніки	chronique	хроніка	N;FEM;PL	N;INAN;NOM;MASC;PL
tue	вбиває	tuer	вбивати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
tue	вбити	tuer	вбити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
radical	радикальна	radical	радикальний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
partenariat	партнерства	partenariat	партнерство	N;MASC;SG	N;INAN;NOM;NEUT;SG
partenariat	партнерство	partenariat	партнерство	N;MASC;SG	N;INAN;NOM;NEUT;SG
stratégique	стратегічний	stratégique	стратегічний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
stratégique	стратегічного	stratégique	стратегічний	ADJ;MASC;SG	ADJ;GEN;MASC;SG
stratégique	стратегічна	stratégique	стратегічний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
réfugiés	біженців	réfugié	біженець	N;MASC;PL	N;ANIM;ACC;MASC;PL
réfugiés	біженців	réfugié	біженець	N;MASC;PL	N;ANIM;ACC;MASC;PL
berger	вівчарка	berger	вівчарка	N;MASC;SG	N;ANIM;NOM;FEM;SG
berger	пастир	berger	пастир	N;MASC;SG	N;ANIM;NOM;MASC;SG
cache	сховати	cacher	сховати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
cache	приховати	cacher	приховати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
cache	ховати	cacher	ховати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
cache	ховає	cacher	ховати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
cache	приховує	cacher	приховувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
égale	рівне	égal	рівний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
égale	рівний	égal	рівний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
œufs	яйця	œuf	яйце	N;MASC;PL	N;INAN;NOM;NEUT;PL
tentatives	спроб	tentative	спроба	N;FEM;PL	N;INAN;GEN;FEM;PL
tentatives	спроби	tentative	спроба	N;FEM;PL	N;INAN;NOM;FEM;PL
blanches	білі	blanc	білий	ADJ;FEM;PL	ADJ;NOM;PL
miles	кілометрів	mile	кілометр	N;MASC;PL	N;INAN;GEN;MASC;PL
demandes	додатки	demande	додаток	N;FEM;PL	N;INAN;NOM;MASC;PL
demandes	програми	demande	програма	N;FEM;PL	N;INAN;NOM;FEM;PL
demandes	запити	demande	запити	N;FEM;PL	N;INAN;NOM;MASC;PL
demandes	запитів	demande	запит	N;FEM;PL	N;INAN;GEN;MASC;PL
distinguer	відрізняти	distinguer	відрізняти	V;NFIN	V;IPFV;NFIN
distinguer	відрізнити	distinguer	відрізнити	V;NFIN	V;PFV;NFIN
doublé	виросло	doubler	вирости	V;MASC;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
boxe	бокс	boxe	бокс	N;FEM;SG	N;INAN;NOM;MASC;SG
pair	вузол	pair	вузол	N;MASC;SG	N;INAN;NOM;MASC;SG
pair	пара	pair	пара	N;MASC;SG	N;INAN;NOM;FEM;SG
industriels	промислові	industriel	промисловий	ADJ;MASC;PL	ADJ;NOM;PL
compagnons	сподвижників	compagnon	сподвижник	N;MASC;PL	N;ANIM;ACC;MASC;PL
challenge	виклик	challenge	виклик	N;MASC;SG	N;INAN;NOM;MASC;SG
serpent	змія	serpent	змія	N;MASC;SG	N;ANIM;NOM;FEM;SG
chimiques	хімічні	chimique	хімічний	ADJ;MASC;PL	ADJ;NOM;PL
jeudi	четвер	jeudi	четвер	N;MASC;SG	N;INAN;NOM;MASC;SG
livret	буклет	livret	буклет	N;MASC;SG	N;INAN;NOM;MASC;SG
livret	лібрето	livret	лібрето	N;MASC;SG	N;INAN;NOM;MASC;SG
média	медіа	média	медіа	N;MASC;SG	N;INAN;NOM;MASC;SG
média	носій	média	ніс	N;MASC;SG	N;INAN;NOM;MASC;SG
noires	чорні	noir	чорний	ADJ;FEM;PL	ADJ;NOM;PL
individuelle	відокремленим	individuel	відокремлений	ADJ;FEM;SG	ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
individuelle	індивідуальна	individuel	індивідуальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
individuelle	індивідуальне	individuel	індивідуальний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
individuelle	індивідуальний	individuel	індивідуальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
foyer	камін	foyer	камін	N;MASC;SG	N;INAN;NOM;MASC;SG
invite	запрошення	invite	запрошення	N;FEM;SG	N;INAN;NOM;NEUT;SG
invite	запрошення	invite	запрошення	N;FEM;SG	N;INAN;NOM;NEUT;SG
anges	янголи	ange	янгол	N;MASC;PL	N;ANIM;NOM;MASC;PL
anges	ангели	ange	ангел	N;MASC;PL	N;ANIM;NOM;MASC;PL
rencontrer	зустрічаються	rencontrer	зустрічатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
étang	ставок	étang	ставка	N;MASC;SG	N;INAN;NOM;FEM;SG
attente	очікування	attente	очікування	N;FEM;SG	N;INAN;NOM;NEUT;SG
rassemble	збирає	rassembler	збирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
symboles	символів	symbole	символ	N;MASC;PL	N;INAN;GEN;MASC;PL
symboles	символи	symbole	символ	N;MASC;PL	N;INAN;NOM;MASC;PL
vols	перельоти	vol	перельоти	N;MASC;PL	N;INAN;NOM;MASC;PL
vols	рейси	vol	рейс	N;MASC;PL	N;INAN;NOM;MASC;PL
vols	рейсів	vol	рейс	N;MASC;PL	N;INAN;GEN;MASC;PL
voûte	арка	voûte	арка	N;FEM;SG	N;INAN;NOM;FEM;SG
méridionale	південна	méridional	південний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
méridionale	південний	méridional	південний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
accueilli	поповнився	accueillir	поповнитися	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
accueilli	пройшла	accueillir	пройти	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
feux	лампи	feu	лампа	N;MASC;PL	N;INAN;NOM;FEM;PL
feux	ламп	feu	ламп	N;MASC;PL	N;INAN;GEN;FEM;PL
parfait	ідеальне	parfait	ідеальний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
parfait	ідеальна	parfait	ідеальний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
roumain	румунська	roumain	румунський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
affluents	приток	affluent	приток	N;MASC;PL	N;INAN;GEN;FEM;PL
gardes	охоронці	garde	охоронець	N;MASC;PL	N;ANIM;NOM;MASC;PL
romane	романський	roman	романський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
vents	вітри	vent	вітер	N;MASC;PL	N;INAN;NOM;MASC;PL
rap	реп	rap	реп.	N;MASC;SG	N;INAN;NOM;MASC;SG
circulaire	круговий	circulaire	круговий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
circulaire	кругова	circulaire	круг	ADJ;MASC;SG	ADJ;NOM;FEM;SG
circulaire	круглий	circulaire	круглий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
assistance	допомогу	assistance	допомога	N;FEM;SG	N;INAN;ACC;FEM;SG
assistance	допомоги	assistance	допомога	N;FEM;SG	N;INAN;GEN;FEM;SG
assistance	підтримка	assistance	підтримка	N;FEM;SG	N;INAN;NOM;FEM;SG
esthétique	естетична	esthétique	естетичний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
coloniale	колоніальна	colonial	колоніальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
permanente	постійний	permanent	постійний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
spéciaux	особливі	spécial	особливий	ADJ;MASC;PL	ADJ;NOM;PL
spéciaux	спеціальні	spécial	спеціальний	ADJ;MASC;PL	ADJ;NOM;PL
spéciaux	особливі	spécial	особливий	ADJ;MASC;PL	ADJ;NOM;PL
spéciaux	спеціальні	spécial	спеціальний	ADJ;MASC;PL	ADJ;NOM;PL
citation	цитата	citation	цитатий	N;FEM;SG	N;INAN;NOM;FEM;SG
citation	цитування	citation	цитування	N;FEM;SG	N;INAN;NOM;NEUT;SG
citation	цитату	citation	цитата	N;FEM;SG	N;INAN;ACC;FEM;SG
citation	цитата	citation	цитатий	N;FEM;SG	N;INAN;NOM;FEM;SG
citation	цитування	citation	цитування	N;FEM;SG	N;INAN;NOM;NEUT;SG
appliquer	застосувати	appliquer	застосувати	V;NFIN	V;PFV;NFIN
appliquer	боронити	appliquer	боронити	V;NFIN	V;IPFV;NFIN
traditionnellement	традиційно	traditionnellement	традиційно	ADV	ADV
tournant	здавати	tourner	здавати	V;PRS;V.PTCP	V;IPFV;NFIN
âges	віки	âge	вік	N;MASC;PL	N;INAN;NOM;MASC;PL
offrir	пропонуємо	offrir	пропонувати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
tests	перевірки	test	перевірка	N;MASC;PL	N;INAN;NOM;FEM;PL
tests	тести	test	тести	N;MASC;PL	N;INAN;NOM;MASC;PL
neutralité	нейтралітет	neutralité	нейтралітет	N;FEM;SG	N;INAN;NOM;MASC;SG
sépare	відділяє	séparer	відділяти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
sépare	відрізняє	séparer	відрізняти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bière	пиво	bière	пиво	N;FEM;SG	N;INAN;NOM;NEUT;SG
industries	галузі	industrie	галузь	N;FEM;PL	N;INAN;NOM;FEM;PL
industries	індустрії	industrie	індустрія	N;FEM;PL	N;INAN;NOM;FEM;PL
destin	доля	destin	доля	N;MASC;SG	N;INAN;NOM;FEM;SG
destin	доля	destin	доля	N;MASC;SG	N;INAN;NOM;FEM;SG
destin	долю	destin	доля	N;MASC;SG	N;INAN;ACC;FEM;SG
précédentes	попередні	précédent	попередній	ADJ;FEM;PL	ADJ;NOM;PL
invention	винахід	invention	винахід	N;FEM;SG	N;INAN;NOM;MASC;SG
podium	подіум	podium	подія	N;MASC;SG	N;INAN;NOM;MASC;SG
professeurs	професорів	professeur	професор	N;MASC;PL	N;ANIM;ACC;MASC;PL
professeurs	учителі	professeur	учитель	N;MASC;PL	N;ANIM;NOM;MASC;PL
professeurs	вчителів	professeur	вчитель	N;MASC;PL	N;ANIM;ACC;MASC;PL
professeurs	вчителі	professeur	вчитель	N;MASC;PL	N;ANIM;NOM;MASC;PL
emplois	задачі	emploi	задача	N;MASC;PL	N;INAN;NOM;FEM;PL
occupée	зайнято	occuper	зайнято	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
occupée	зайнято	occuper	зайнято	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
confusion	тлумачення	confusion	тлумачення	N;FEM;SG	N;INAN;NOM;NEUT;SG
paroisses	парафій	paroisse	парафія	N;FEM;PL	N;INAN;GEN;FEM;PL
clergé	духовенство	clergé	духовенство	N;MASC;SG	N;INAN;NOM;NEUT;SG
spécialement	спеціально	spécialement	спеціально	ADV	ADV
spécialement	конкретно	spécialement	конкретно	ADV	ADV
spécialement	спеціально	spécialement	спеціально	ADV	ADV
spécialement	особливо	spécialement	особливо	ADV	ADV
mosquée	мечеть	mosquée	мечти	N;FEM;SG	N;INAN;NOM;FEM;SG
personnellement	особисто	personnellement	особисто	ADV	ADV
étrange	дивний	étrange	дивний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
étrange	дивна	étrange	дивний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
étrange	дивним	étrange	дивний	ADJ;MASC;SG	ADJ;INS;NEUT;SG
étrange	дивний	étrange	дивний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
étrange	дивна	étrange	дивний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
étrange	дивне	étrange	дивний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
étrange	дивним	étrange	дивний	ADJ;MASC;SG	ADJ;INS;NEUT;SG
étrange	надзвичайне	étrange	надзвичайний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
crimes	злочини	crime	злочин	N;MASC;PL	N;INAN;NOM;MASC;PL
éteint	вимер	éteindre	вимерти	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
autrichienne	австрійська	autrichien	австрійський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
autrichienne	австрійський	autrichien	австрійський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
nobles	благородні	noble	благородний	ADJ;MASC;PL	ADJ;NOM;PL
exprimer	висловлюють	exprimer	висловлювати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
vendre	продати	vendre	продати	V;NFIN	V;PFV;NFIN
vendre	продавати	vendre	продавати	V;NFIN	V;IPFV;NFIN
maintenance	обслуговування	maintenance	обслуговування	N;FEM;SG	N;INAN;NOM;NEUT;SG
maintenance	супровід	maintenance	супровід	N;FEM;SG	N;INAN;NOM;MASC;SG
session	сеанс	session	сеанс	N;FEM;SG	N;INAN;NOM;MASC;SG
session	сеансу	session	сеанс	N;FEM;SG	N;INAN;GEN;MASC;SG
session	сесія	session	сесія	N;FEM;SG	N;INAN;NOM;FEM;SG
vallées	долини	vallée	долина	N;FEM;PL	N;INAN;NOM;FEM;PL
