not	ne	not	ne	PART	PART
equally	rovnoměrně	equally	rovnoměrně	ADV	ADV;POS
targets	cíle	target	cíl	N;PL	N;INAN;NOM;MASC;PL;POS
alien	mimozemské	alien	mimozemský	ADJ	ADJ;NOM;MASC;PL;POS
alien	cizí	alien	cizí	ADJ	ADJ;NOM;MASC;SG;POS
sergeant	seržant	sergeant	seržant	N;SG	N;ANIM;NOM;MASC;SG;POS
thirteen	třináct	thirteen	třináct	NUM	NUM;NOM;SG
thick	hustý	thick	hustý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
thick	husté	thick	hustý	ADJ	ADJ;NOM;NEUT;SG;POS
thick	tlustý	thick	tlustý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
thick	hustá	thick	hustý	ADJ	ADJ;NOM;FEM;SG;POS
extend	prodloužit	extend	prodloužit	V;IMP;FIN	V;PFV;POS;NFIN
extend	rozšířit	extend	rozšířit	V;IMP;FIN	V;PFV;POS;NFIN
wire	drát	wire	drát	N;SG	N;INAN;NOM;MASC;SG;POS
phd	doktorát	phd	doktorát	N;SG	N;INAN;NOM;MASC;SG;POS
phd	phd	phd	phd	N;SG	N;NOM;MASC;SG;POS
fat	tlustý	fat	tlustý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
fat	tučný	fat	tučný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
fat	tlustá	fat	tlustý	ADJ	ADJ;NOM;FEM;SG;POS
visits	návštěv	visit	návštěva	N;PL	N;NOM;FEM;PL;POS
visits	návštěvy	visit	návštěva	N;PL	N;NOM;FEM;PL;POS
teach	učit	teach	učit	V;IMP;FIN	V;IPFV;POS;NFIN
flights	lety	flight	rok	N;PL	N;INS;NEUT;PL;POS
verse	verš	verse	verš	N;SG	N;INAN;NOM;MASC;SG;POS
warm	teplé	warm	teplý	ADJ	ADJ;NOM;NEUT;SG;POS
warm	teplá	warm	teplý	ADJ	ADJ;NOM;FEM;SG;POS
warm	teplý	warm	teplý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
dynamic	dynamický	dynamic	dynamický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
dynamic	dynamická	dynamic	dynamický	ADJ	ADJ;NOM;FEM;SG;POS
dynamic	dynamické	dynamic	dynamický	ADJ	ADJ;NOM;NEUT;SG;POS
breaks	přestávky	break	přestávka	N;PL	N;NOM;FEM;PL;POS
grandson	vnuka	grandson	vnuk	N;SG	N;ANIM;ACC;MASC;SG;POS
grandson	vnuk	grandson	vnuk	N;SG	N;ANIM;NOM;MASC;SG;POS
monuments	památky	monument	památka	N;PL	N;NOM;FEM;PL;POS
lying	lhaní	lie	lhaní	N;SG	N;NOM;NEUT;SG;POS
treat	ošetřit	treat	ošetřit	V;IMP;FIN	V;PFV;POS;NFIN
treat	léčit	treat	léčit	V;IMP;FIN	V;IPFV;POS;NFIN
raid	nájezd	raid	nájezd	N;SG	N;INAN;NOM;MASC;SG;POS
congregation	kongregace	congregation	kongregace	N;SG	N;NOM;FEM;SG;POS
congregation	shromáždění	congregation	shromáždění	N;SG	N;NOM;NEUT;SG;POS
temperatures	teploty	temperature	teplota	N;PL	N;NOM;FEM;PL;POS
drinking	pití	drinking	pití	N;SG	N;NOM;NEUT;SG;POS
companion	společník	companion	společník	N;SG	N;ANIM;NOM;MASC;SG;POS
companion	společnice	companion	společnice	N;SG	N;NOM;FEM;SG;POS
consideration	úvahu	consideration	úvaha	N;SG	N;ACC;FEM;SG;POS
consideration	zvážení	consideration	zvážení	N;SG	N;NOM;NEUT;SG;POS
consideration	úvaha	consideration	úvaha	N;SG	N;NOM;FEM;SG;POS
veteran	veterán	veteran	veterán	N;SG	N;ANIM;NOM;MASC;SG;POS
doctors	doktoři	doctor	doktor	N;PL	N;ANIM;NOM;MASC;PL;POS
doctors	doktorů	doctor	doktor	N;PL	N;ANIM;GEN;MASC;PL;POS
doctors	lékaři	doctor	lékař	N;PL	N;ANIM;NOM;MASC;PL;POS
carries	nese	carry	nést	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
ruler	vládce	ruler	vládce	N;SG	N;ANIM;NOM;MASC;SG;POS
wise	moudrý	wise	moudrý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
wise	moudrá	wise	moudrý	ADJ	ADJ;NOM;FEM;SG;POS
wise	moudré	wise	moudrý	ADJ	ADJ;NOM;NEUT;SG;POS
shipping	odesílání	shipping	odesílání	N;SG	N;NOM;NEUT;SG;POS
worthy	hoden	worthy	hodný	ADJ	ADJ;MASC;SG;POS
worthy	hodna	worthy	hodný	ADJ	ADJ;POS
registration	registrace	registration	registrace	N;SG	N;NOM;FEM;SG;POS
registration	zápis	registration	zápis	N;SG	N;INAN;NOM;MASC;SG;POS
registration	registraci	registration	registrace	N;SG	N;ACC;FEM;SG;POS
directory	adresář	directory	adresář	N;SG	N;INAN;NOM;MASC;SG;POS
vietnamese	vietnamské	vietnamese	vietnamský	ADJ	ADJ;NOM;MASC;SG;POS
cuban	kubánské	cuban	kubánský	ADJ	ADJ;NOM;FEM;SG;POS
burns	popáleniny	burn	popálenina	N;PL	N;NOM;FEM;PL;POS
justify	zdůvodnit	justify	zdůvodnit	V;IMP;FIN	V;PFV;POS;NFIN
justify	odůvodnit	justify	odůvodnit	V;IMP;FIN	V;PFV;POS;NFIN
justify	ospravedlnit	justify	ospravedlnit	V;IMP;FIN	V;PFV;POS;NFIN
divine	božské	divine	božský	ADJ	ADJ;NOM;NEUT;SG;POS
divine	božská	divine	božský	ADJ	ADJ;NOM;FEM;SG;POS
divine	božský	divine	božský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sequel	pokračování	sequel	pokračování	N;SG	N;NOM;NEUT;SG;POS
fate	osudu	fate	osud	N;SG	N;INAN;GEN;MASC;SG;POS
fate	osud	fate	osud	N;SG	N;INAN;NOM;MASC;SG;POS
oral	orální	oral	orální	ADJ	ADJ;NOM;MASC;SG;POS
oral	perorální	oral	perorální	ADJ	ADJ;NOM;MASC;SG;POS
oral	ústní	oral	ústní	ADJ	ADJ;NOM;MASC;SG;POS
boards	prkna	board	prkno	N;PL	N;NOM;NEUT;PL;POS
boards	tabule	board	tabule	N;PL	N;NOM;FEM;PL;POS
boards	desky	board	deska	N;PL	N;NOM;FEM;PL;POS
terrorist	terorista	terrorist	terorista	N;SG	N;ANIM;NOM;MASC;SG;POS
waves	vlny	wave	vlna	N;PL	N;NOM;FEM;PL;POS
waves	vln	wave	vlna	N;PL	N;GEN;FEM;PL;POS
invented	vynalezl	invent	vynaleznout	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
landed	přistálo	land	přistát	V;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
landed	přistál	land	přistát	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
landed	přistála	land	přistát	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
landed	přistáli	land	přistát	V;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
acres	akrů	acre	akr	N;PL	N;INAN;GEN;MASC;PL;POS
paint	nátěr	paint	nátěr	N;SG	N;INAN;NOM;MASC;SG;POS
paint	barva	paint	barva	N;SG	N;NOM;FEM;SG;POS
actively	aktivně	actively	aktivně	ADV	ADV;POS
indication	indikace	indication	indikace	N;SG	N;NOM;FEM;SG;POS
stops	zastávky	stop	zastávka	N;PL	N;NOM;FEM;PL;POS
excellence	excelence	excellence	excelence	N;SG	N;NOM;FEM;SG;POS
integration	integraci	integration	integrace	N;SG	N;ACC;FEM;SG;POS
integration	začlenění	integration	začlenění	N;SG	N;NOM;NEUT;SG;POS
integration	integrace	integration	integrace	N;SG	N;NOM;FEM;SG;POS
bibliography	bibliografie	bibliography	bibliografie	N;SG	N;NOM;FEM;SG;POS
farming	zemědělství	farm	zemědělství	N;SG	N;NOM;NEUT;SG;POS
farming	chov	farm	chov	N;SG	N;INAN;NOM;MASC;SG;POS
nonsense	nesmysl	nonsense	nesmysl	N;SG	N;INAN;NOM;MASC;SG;POS
marathon	maraton	marathon	maraton	N;SG	N;INAN;NOM;MASC;SG;POS
redundant	nadbytečné	redundant	nadbytečný	ADJ	ADJ;NOM;NEUT;SG;POS
freestyle	freestyle	freestyle	freestyle	N;SG	N;NOM;MASC;SG;POS
aerial	anténa	aerial	anténa	N;SG	N;NOM;FEM;SG;POS
preservation	zachování	preservation	zachování	N;SG	N;NOM;NEUT;SG;POS
preservation	uchování	preservation	uchování	N;SG	N;NOM;NEUT;SG;POS
preservation	uchovávání	preservation	uchovávání	N;SG	N;NOM;NEUT;SG;POS
altitude	výška	altitude	výška	N;SG	N;NOM;FEM;SG;POS
freely	svobodně	freely	svobodně	ADV	ADV;POS
freely	volně	freely	volně	ADV	ADV;POS
simultaneously	současně	simultaneously	současně	ADV	ADV;POS
simultaneously	souběžně	simultaneously	souběžně	ADV	ADV;POS
psychological	psychologický	psychological	psychologický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
psychological	psychické	psychological	psychický	ADJ	ADJ;NOM;NEUT;SG;POS
psychological	psychologické	psychological	psychologický	ADJ	ADJ;NOM;NEUT;SG;POS
cultures	kultur	culture	kultura	N;PL	N;GEN;FEM;PL;POS
taxes	daně	tax	daň	N;PL	N;NOM;FEM;PL;POS
stakes	sázky	stake	sázka	N;PL	N;NOM;FEM;PL;POS
dominican	dominikánské	dominican	dominikánský	ADJ	ADJ;NOM;NEUT;SG;POS
coins	mince	coin	mince	N;PL	N;NOM;FEM;PL;POS
oxygen	kyslík	oxygen	kyslík	N;SG	N;INAN;NOM;MASC;SG;POS
oxygen	kyslíku	oxygen	kyslík	N;SG	N;INAN;GEN;MASC;SG;POS
hardly	sotva	hardly	sotva	ADV	ADV
hardly	stěží	hardly	stěží	ADV	ADV
spell	kouzlo	spell	kouzlo	N;SG	N;NOM;NEUT;SG;POS
spell	zaklínadlo	spell	zaklínadlo	N;SG	N;NOM;NEUT;SG;POS
craft	plavidlo	craft	plavidlo	N;SG	N;NOM;NEUT;SG;POS
craft	řemeslo	craft	řemeslo	N;SG	N;NOM;NEUT;SG;POS
inspiration	inspiraci	inspiration	inspirace	N;SG	N;ACC;FEM;SG;POS
inspiration	inspirace	inspiration	inspirace	N;SG	N;NOM;FEM;SG;POS
pairs	páry	pair	pár	N;PL	N;INAN;NOM;MASC;PL;POS
vector	vektor	vector	vektor	N;SG	N;INAN;NOM;MASC;SG;POS
arc	arku	arc	ark	N;SG	N;NOM;FEM;SG;POS
arc	oblouk	arc	oblouk	N;SG	N;INAN;NOM;MASC;SG;POS
professionals	profesionálové	professional	profesionál	N;PL	N;ANIM;NOM;MASC;PL;POS
professionals	odborníci	professional	odborník	N;PL	N;ANIM;NOM;MASC;PL;POS
approaches	přístupy	approach	přístup	N;PL	N;INAN;NOM;MASC;PL;POS
approaches	přístupů	approach	přístup	N;PL	N;INAN;GEN;MASC;PL;POS
slaves	otroci	slave	otrok	N;PL	N;ANIM;NOM;MASC;PL;POS
slaves	otroky	slave	otrok	N;PL	N;ANIM;INS;MASC;PL;POS
mad	naštvaná	mad	naštvaný	ADJ	ADJ;NOM;FEM;SG;POS
mad	šílený	mad	šílený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
spectrum	spektrum	spectrum	spektrum	N;SG	N;NOM;NEUT;SG;POS
client	klienta	client	klient	N;SG	N;ANIM;ACC;MASC;SG;POS
client	zákazník	client	zákazník	N;SG	N;ANIM;NOM;MASC;SG;POS
client	klient	client	klient	N;SG	N;ANIM;NOM;MASC;SG;POS
dozen	tucet	dozen	tucet	N;SG	N;INAN;NOM;MASC;SG;POS
symbols	symbolů	symbol	symbol	N;PL	N;INAN;GEN;MASC;PL;POS
symbols	symboly	symbol	symbol	N;PL	N;INAN;NOM;MASC;PL;POS
plaza	plaza	plaza	plaza	N;SG	N;NOM;FEM;SG;POS
banking	bankovnictví	banking	bankovnictví	N;SG	N;NOM;NEUT;SG;POS
inherited	zdědil	inherite	zdědit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
inherited	zdědila	inherite	zdědit	V;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
legion	legie	legion	legie	N;SG	N;NOM;FEM;SG;POS
symptoms	symptomy	symptom	symptom	N;PL	N;INAN;NOM;MASC;PL;POS
symptoms	příznaky	symptom	příznak	N;PL	N;INAN;NOM;MASC;PL;POS
guys	borci	guy	borec	N;PL	N;ANIM;NOM;MASC;PL;POS
guys	kluci	guy	kluk	N;PL	N;ANIM;NOM;MASC;PL;POS
guys	lidi	guy	člověk	N;PL	N;ANIM;NOM;MASC;PL;POS
guys	chlapi	guy	chlap	N;PL	N;ANIM;NOM;MASC;PL;POS
lab	laboratoř	lab	laboratoř	N;SG	N;NOM;FEM;SG;POS
sailing	plachtění	sailing	plachtění	N;SG	N;NOM;NEUT;SG;POS
sailing	plavba	sailing	plavba	N;SG	N;NOM;FEM;SG;POS
orientation	orientace	orientation	orientace	N;SG	N;NOM;FEM;SG;POS
orientation	zaměření	orientation	zaměření	N;SG	N;NOM;NEUT;SG;POS
virtually	prakticky	virtually	prakticky	ADV	ADV;POS
generic	obecné	generic	obecný	ADJ	ADJ;NOM;MASC;SG;POS
generic	obecný	generic	obecný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
reasoning	odůvodnění	reasoning	odůvodnění	N;SG	N;NOM;NEUT;SG;POS
stroke	mrtvici	stroke	mrtvice	N;SG	N;ACC;FEM;SG;POS
stroke	mrtvice	stroke	mrtvice	N;SG	N;NOM;FEM;SG;POS
unions	odbory	union	odbory	N;PL	N;INAN;NOM;MASC;PL;POS
efficient	účinné	efficient	účinný	ADJ	ADJ;NOM;NEUT;SG;POS
efficient	efektivní	efficient	efektivní	ADJ	ADJ;NOM;MASC;SG;POS
opens	otevře	open	otevřít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
opens	otevírá	open	otevírat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
impression	zobrazení	impression	zobrazení	N;SG	N;NOM;NEUT;SG;POS
impression	dojem	impression	dojem	N;SG	N;INAN;NOM;MASC;SG;POS
discover	objevit	discover	objevit	V;IMP;FIN	V;PFV;POS;NFIN
discover	objevovat	discover	objevovat	V;IMP;FIN	V;IPFV;POS;NFIN
dancer	tanečnice	dancer	tanečnice	N;SG	N;NOM;FEM;SG;POS
dancer	tanečník	dancer	tanečník	N;SG	N;ANIM;NOM;MASC;SG;POS
phenomenon	jev	phenomenon	jev	N;SG	N;INAN;NOM;MASC;SG;POS
phenomenon	fenomén	phenomenon	fenomén	N;SG	N;INAN;NOM;MASC;SG;POS
preliminary	předběžná	preliminary	předběžný	ADJ	ADJ;NOM;FEM;SG;POS
preliminary	předběžný	preliminary	předběžný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
preliminary	předběžné	preliminary	předběžný	ADJ	ADJ;NOM;MASC;PL;POS
recognize	rozpoznat	recognize	rozpoznat	V;IMP;FIN	V;PFV;POS;NFIN
anchor	kotva	anchor	kotva	N;SG	N;NOM;FEM;SG;POS
anchor	kotvu	anchor	kotva	N;SG	N;ACC;FEM;SG;POS
arguing	hádání	argue	hádání	N;SG	N;NOM;NEUT;SG;POS
procedures	postupy	procedure	postup	N;PL	N;INAN;NOM;MASC;PL;POS
procedures	procedury	procedure	procedura	N;PL	N;NOM;FEM;PL;POS
procedures	postupů	procedure	postup	N;PL	N;INAN;GEN;MASC;PL;POS
emotional	emocionální	emotional	emocionální	ADJ	ADJ;NOM;MASC;SG;POS
emotional	citové	emotional	citový	ADJ	ADJ;NOM;NEUT;SG;POS
emotional	emotivní	emotional	emotivní	ADJ	ADJ;NOM;MASC;SG;POS
emotional	emoční	emotional	emoční	ADJ	ADJ;NOM;MASC;SG;POS
timber	dřevo	timber	dřevo	N;SG	N;NOM;NEUT;SG;POS
disorder	porucha	disorder	porucha	N;SG	N;NOM;FEM;SG;POS
fled	uprchl	fleed	uprchnout	V;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
demands	požadavky	demand	požadavek	N;PL	N;INAN;NOM;MASC;PL;POS
continent	kontinentu	continent	kontinent	N;SG	N;INAN;GEN;MASC;SG;POS
continent	kontinent	continent	kontinent	N;SG	N;INAN;NOM;MASC;SG;POS
lock	zámek	lock	zámek	N;SG	N;INAN;NOM;MASC;SG;POS
warrant	zatykač	warrant	zatykač	N;SG	N;INAN;NOM;MASC;SG;POS
warrant	příkaz	warrant	příkaz	N;SG	N;INAN;NOM;MASC;SG;POS
pictured	představoval	picture	představovat	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
overview	přehled	overview	přehled	N;SG	N;INAN;NOM;MASC;SG;POS
wealthy	bohaté	wealthy	bohatý	ADJ	ADJ;NOM;NEUT;SG;POS
wealthy	bohatý	wealthy	bohatý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
acquisition	pořízení	acquisition	pořízení	N;SG	N;NOM;NEUT;SG;POS
acquisition	získávání	acquisition	získávání	N;SG	N;NOM;NEUT;SG;POS
acquisition	akvizice	acquisition	akvizice	N;SG	N;NOM;FEM;SG;POS
acquisition	získání	acquisition	získání	N;SG	N;NOM;NEUT;SG;POS
acquisition	nabytí	acquisition	nabytí	N;SG	N;NOM;NEUT;SG;POS
filter	filtru	filter	filtr	N;SG	N;INAN;GEN;MASC;SG;POS
filter	filtr	filter	filtr	N;SG	N;INAN;NOM;MASC;SG;POS
addresses	adres	address	adresa	N;PL	N;GEN;FEM;PL;POS
addresses	adresy	address	adresa	N;PL	N;NOM;FEM;PL;POS
independently	nezávisle	independently	závisle	ADV	ADV;NEG
observation	pozorování	observation	pozorování	N;SG	N;NOM;NEUT;SG;POS
observation	postřeh	observation	postřeh	N;SG	N;INAN;NOM;MASC;SG;POS
challenged	vyzval	challenge	vyzvat	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
threats	výhružky	threat	výhružka	N;PL	N;NOM;FEM;PL;POS
threats	výhrůžky	threat	výhrůžka	N;PL	N;NOM;FEM;PL;POS
threats	hrozby	threat	hrozba	N;PL	N;NOM;FEM;PL;POS
fallen	padl	fall	padnout	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
protocol	protokolu	protocol	protokol	N;SG	N;INAN;DAT;MASC;SG;POS
protocol	protokol	protocol	protokol	N;SG	N;INAN;NOM;MASC;SG;POS
judgment	úsudek	judgment	úsudek	N;SG	N;INAN;NOM;MASC;SG;POS
judgment	rozsudek	judgment	rozsudek	N;SG	N;INAN;NOM;MASC;SG;POS
grammy	grammy	grammy	gramma	N;SG	N;FEM;POS
colours	barev	colour	barva	N;PL	N;GEN;FEM;PL;POS
colours	barviva	colour	barvivo	N;PL	N;NOM;NEUT;PL;POS
colours	barvy	colour	barva	N;PL	N;NOM;FEM;PL;POS
distinctive	rozlišovací	distinctive	rozlišovací	ADJ	ADJ;NOM;MASC;SG;POS
distinctive	výrazné	distinctive	výrazný	ADJ	ADJ;NOM;NEUT;SG;POS
distinctive	výrazná	distinctive	výrazný	ADJ	ADJ;NOM;FEM;SG;POS
distinctive	výrazný	distinctive	výrazný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
landmark	památka	landmark	památka	N;SG	N;NOM;FEM;SG;POS
package	balík	package	balík	N;SG	N;INAN;NOM;MASC;SG;POS
package	balíček	package	balíček	N;SG	N;INAN;NOM;MASC;SG;POS
package	balení	package	balení	N;SG	N;NOM;NEUT;SG;POS
controls	ovládání	controls	ovládání	N;SG	N;NOM;NEUT;SG;POS
controls	kontroly	controls	kontrola	N;SG	N;NOM;FEM;SG;POS
prisoner	zajatec	prisoner	zajatec	N;SG	N;ANIM;NOM;MASC;SG;POS
prisoner	vězeň	prisoner	vězeň	N;SG	N;ANIM;NOM;MASC;SG;POS
signals	signály	signal	signál	N;PL	N;INAN;NOM;MASC;PL;POS
signals	signálů	signal	signál	N;PL	N;INAN;GEN;MASC;PL;POS
intervention	intervence	intervention	intervence	N;SG	N;NOM;FEM;SG;POS
intervention	zásah	intervention	zásah	N;SG	N;INAN;NOM;MASC;SG;POS
arriving	přijíždí	arrive	přijíždět	V;V.MSDR	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
cylinder	válec	cylinder	válec	N;SG	N;INAN;NOM;MASC;SG;POS
renowned	proslulý	renowned	proslulý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
shops	prodejny	shop	prodejna	N;PL	N;NOM;FEM;PL;POS
shops	obchody	shop	obchod	N;PL	N;INAN;NOM;MASC;PL;POS
dome	kupole	dome	kupole	N;SG	N;NOM;FEM;SG;POS
philosopher	filozof	philosopher	filozof	N;SG	N;ANIM;NOM;MASC;SG;POS
epic	impozantní	epic	impozantní	ADJ	ADJ;NOM;MASC;SG;POS
epic	epické	epic	epický	ADJ	ADJ;NOM;NEUT;SG;POS
collapse	zhroucení	collapse	zhroucení	N;SG	N;NOM;NEUT;SG;POS
collapse	kolaps	collapse	kolaps	N;SG	N;INAN;NOM;MASC;SG;POS
albanian	albánské	albanian	albánský	ADJ	ADJ;NOM;MASC;PL;POS
samples	ukázky	samples	ukázka	N;PL	N;NOM;FEM;PL;POS
samples	vzorků	samples	vzorek	N;PL	N;INAN;GEN;MASC;PL;POS
samples	vzorky	samples	vzorek	N;PL	N;INAN;NOM;MASC;PL;POS
celebrity	celebrita	celebrity	celebrita	N;SG	N;NOM;FEM;SG;POS
priests	kněží	priest	kněz	N;PL	N;ANIM;NOM;MASC;PL;POS
workshop	workshop	workshop	workshop	N;SG	N;INAN;NOM;MASC;SG;POS
workshop	dílna	workshop	dílna	N;SG	N;NOM;FEM;SG;POS
workshop	seminář	workshop	seminář	N;SG	N;INAN;NOM;MASC;SG;POS
fortune	jmění	fortune	jmění	N;SG	N;NOM;NEUT;SG;POS
fortune	štěstěna	fortune	štěstěna	N;SG	N;NOM;FEM;SG;POS
bars	bary	bar	bar	N;PL	N;INAN;NOM;MASC;PL;POS
bars	mříže	bar	mříž	N;PL	N;NOM;FEM;PL;POS
bars	barech	bar	bar	N;PL	N;INAN;GEN;MASC;PL;POS
bars	barů	bar	bar	N;PL	N;INAN;GEN;MASC;PL;POS
bars	tyče	bar	tyč	N;PL	N;NOM;FEM;PL;POS
presidency	předsednictvo	presidency	předsednictvo	N;SG	N;NOM;NEUT;SG;POS
presidency	předsednictví	presidency	předsednictví	N;SG	N;NOM;NEUT;SG;POS
rookie	nováček	rookie	nováček	N;SG	N;ANIM;NOM;MASC;SG;POS
rookie	bažant	rookie	bažant	N;SG	N;ANIM;NOM;MASC;SG;POS
shock	šoku	shock	šok	N;SG	N;INAN;GEN;MASC;SG;POS
shock	šok	shock	šok	N;SG	N;INAN;NOM;MASC;SG;POS
employee	zaměstnanec	employee	zaměstnanec	N;SG	N;ANIM;NOM;MASC;SG;POS
employee	zaměstnankyně	employee	zaměstnankyně	N;SG	N;NOM;FEM;SG;POS
tomb	hrob	tomb	hrob	N;SG	N;INAN;NOM;MASC;SG;POS
tomb	hrobku	tomb	hrobka	N;SG	N;ACC;FEM;SG;POS
tomb	hrobka	tomb	hrobka	N;SG	N;NOM;FEM;SG;POS
innovation	inovaci	innovation	inovace	N;SG	N;ACC;FEM;SG;POS
innovation	inovace	innovation	inovace	N;SG	N;NOM;FEM;SG;POS
streams	proudy	stream	proud	N;PL	N;INAN;NOM;MASC;PL;POS
unity	jednotu	unity	jednota	N;SG	N;ACC;FEM;SG;POS
unity	jednota	unity	jednota	N;SG	N;NOM;FEM;SG;POS
grows	roste	grow	růst	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
proteins	proteinů	protein	protein	N;PL	N;INAN;GEN;MASC;PL;POS
proteins	bílkovin	protein	bílkovina	N;PL	N;GEN;FEM;PL;POS
proteins	proteiny	protein	protein	N;PL	N;INAN;NOM;MASC;PL;POS
proteins	bílkoviny	protein	bílkovina	N;PL	N;NOM;FEM;PL;POS
proposals	návrhy	proposal	návrh	N;PL	N;INAN;NOM;MASC;PL;POS
proposals	návrhů	proposal	návrh	N;PL	N;INAN;GEN;MASC;PL;POS
swimmers	plavci	swimmer	plavec	N;PL	N;ANIM;NOM;MASC;PL;POS
mainland	pevnině	mainland	pevnina	N;SG	N;DAT;FEM;SG;POS
hamlet	hamlet	hamlet	hamlet	N;SG	N;INAN;NOM;MASC;SG;POS
timeline	timeline	timeline	timeline	N;SG	N;NOM;MASC;SG;POS
coup	převrat	coup	převrat	N;SG	N;INAN;NOM;MASC;SG;POS
exhibitions	výstavy	exhibition	výstava	N;PL	N;NOM;FEM;PL;POS
hate	nesnáším	hate	snášet	V;IND;FIN	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
hate	nenávidím	hate	nenávidět	V;IND;FIN	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
installation	instalace	installation	instalace	N;SG	N;NOM;FEM;SG;POS
installation	montáž	installation	montáž	N;SG	N;NOM;FEM;SG;POS
goalkeeper	brankář	goalkeeper	brankář	N;SG	N;ANIM;NOM;MASC;SG;POS
efficiency	efektivita	efficiency	efektivita	N;SG	N;NOM;FEM;SG;POS
efficiency	účinnost	efficiency	účinnost	N;SG	N;NOM;FEM;SG;POS
efficiency	efektivnost	efficiency	efektivnost	N;SG	N;NOM;FEM;SG;POS
chapters	kapitol	chapter	kapitola	N;PL	N;GEN;FEM;PL;POS
chapters	kapitoly	chapter	kapitola	N;PL	N;NOM;FEM;PL;POS
helicopter	vrtulníku	helicopter	vrtulník	N;SG	N;INAN;GEN;MASC;SG;POS
helicopter	helikoptéra	helicopter	helikoptéra	N;SG	N;NOM;FEM;SG;POS
helicopter	helikoptéru	helicopter	helikoptéra	N;SG	N;ACC;FEM;SG;POS
helicopter	vrtulník	helicopter	vrtulník	N;SG	N;INAN;NOM;MASC;SG;POS
fortress	pevnost	fortress	pevnost	N;SG	N;NOM;FEM;SG;POS
fortress	pevnosti	fortress	pevnost	N;SG	N;NOM;FEM;SG;POS
burned	spálil	burn	spálit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
displays	displeje	display	displej	N;PL	N;INAN;NOM;MASC;PL;POS
compiled	sestavil	compile	sestavit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
contributors	přispěvatelé	contributor	přispěvatel	N;PL	N;ANIM;NOM;MASC;PL;POS
chat	chatu	chat	chata	N;SG	N;ACC;FEM;SG;POS
chat	chat	chat	chata	N;SG	N;NOM;FEM;SG;POS
catholics	katolíci	catholics	katolík	N;PL	N;ANIM;NOM;MASC;PL;POS
pit	jáma	pit	jáma	N;SG	N;NOM;FEM;SG;POS
optional	nepovinné	optional	povinný	ADJ	ADJ;NOM;NEUT;SG;NEG
optional	volitelné	optional	volitelný	ADJ	ADJ;NOM;NEUT;SG;POS
desk	stůl	desk	stůl	N;SG	N;INAN;NOM;MASC;SG;POS
surprised	překvapený	surprised	překvapený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
surprised	překvapen	surprised	překvapený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
achievements	úspěchy	achievement	úspěch	N;PL	N;INAN;NOM;MASC;PL;POS
biblical	biblické	biblical	biblický	ADJ	ADJ;NOM;NEUT;SG;POS
rebels	rebelové	rebel	rebelový	N;PL	N;ANIM;NOM;MASC;PL;POS
rebels	povstalci	rebel	povstalec	N;PL	N;ANIM;NOM;MASC;PL;POS
rebels	rebely	rebel	rebel	N;PL	N;ANIM;NOM;MASC;PL;POS
