den	la	den	él	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
chance	casualidad	chance	casualidad	N;INDF;MASC+FEM;SG	N;FEM;SG
chance	chance	chance	chance	N;INDF;MASC+FEM;SG	N;FEM;SG
chance	oportunidad	chance	oportunidad	N;INDF;MASC+FEM;SG	N;FEM;SG
ejendomme	edificaciones	ejendom	edificación	N;INDF;MASC+FEM;PL	N;FEM;PL
ejendomme	construcciones	ejendom	construcción	N;INDF;MASC+FEM;PL	N;FEM;PL
ejendomme	edificios	ejendom	edificio	N;INDF;MASC+FEM;PL	N;MASC;PL
ejendomme	inmuebles	ejendom	inmueble	N;INDF;MASC+FEM;PL	N;MASC;PL
ejendomme	propiedades	ejendom	propiedad	N;INDF;MASC+FEM;PL	N;FEM;PL
ejendomme	fincas	ejendom	finca	N;INDF;MASC+FEM;PL	N;FEM;PL
ejendomme	inmuebles	ejendom	inmueble	N;INDF;MASC+FEM;PL	N;MASC;PL
shorts	short	shorts	short	N;INDF;MASC+FEM;SG	N
flugt	escapada	flugt	escapada	N;INDF;MASC+FEM;SG	N;FEM;SG
flugt	huida	flugt	huida	N;INDF;MASC+FEM;SG	N;FEM;SG
flugt	escapada	flugt	escapada	N;INDF;MASC+FEM;SG	N;FEM;SG
flugt	fuga	flugt	fuga	N;INDF;MASC+FEM;SG	N;FEM;SG
flugt	escape	flugt	escape	N;INDF;MASC+FEM;SG	N;MASC;SG
banken	banca	bank	banca	N;DEF;MASC+FEM;SG	N;FEM;SG
banken	banco	bank	banco	N;DEF;MASC+FEM;SG	N;MASC;SG
banken	bank	bank	bank	N;DEF;MASC+FEM;SG	N
rækkevidde	alcance	rækkevidde	alcance	N;INDF;MASC+FEM;SG	N;MASC;SG
rækkevidde	ámbito	rækkevidde	ámbito	N;INDF;MASC+FEM;SG	N;MASC;SG
rækkevidde	alcance	rækkevidde	alcance	N;INDF;MASC+FEM;SG	N;MASC;SG
rækkevidde	intervalo	rækkevidde	intervalo	N;INDF;MASC+FEM;SG	N;MASC;SG
rækkevidde	gama	rækkevidde	gama	N;INDF;MASC+FEM;SG	N;FEM;SG
rækkevidde	rango	rækkevidde	rango	N;INDF;MASC+FEM;SG	N;MASC;SG
rækkevidde	cordillera	rækkevidde	cordillera	N;INDF;MASC+FEM;SG	N;FEM;SG
rækkevidde	alcance	rækkevidde	alcance	N;INDF;MASC+FEM;SG	N;MASC;SG
rækkevidde	reach	rækkevidde	reach	N;INDF;MASC+FEM;SG	N
tillæg	apéndice	tillæg	apéndizar	N;INDF;NEUT;SG	N;MASC;SG
philadelphia	filadelfia	philadelphia	filadelfia	N;INDF;MASC+FEM;SG	N;FEM;SG
philadelphia	philly	philadelphia	philly	N;INDF;MASC+FEM;SG	N;MASC;SG
philadelphia	filadelfia	philadelphia	filadelfia	N;INDF;MASC+FEM;SG	N;FEM;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;INDF;MASC+FEM;SG	N;FEM;SG
sygehus	hospital	sygehus	hospital	N;INDF;NEUT;SG	N;MASC;SG
sygehus	hospitalización	sygehus	hospitalización	N;INDF;NEUT;SG	N;FEM;SG
ringen	anillo	ring	anillo	N;DEF;MASC+FEM;SG	N;MASC;SG
ringen	ring	ring	ring	N;DEF;MASC+FEM;SG	N;MASC;SG
glæde	alegria	glæde	alegria	N;INDF;MASC+FEM;SG	N;FEM;SG
glæde	alegría	glæde	alegría	N;INDF;MASC+FEM;SG	N;FEM;SG
glæde	gozo	glæde	gozo	N;INDF;MASC+FEM;SG	N;MASC;SG
glæde	felicidad	glæde	felicidad	N;INDF;MASC+FEM;SG	N;FEM;SG
forrige	anterior	forrige	anterior	ADJ	ADJ;SG
forrige	previo	forrige	previo	ADJ	ADJ;MASC;SG
forrige	anteriores	forrige	anterior	ADJ	ADJ;PL
forrige	previos	forrige	previo	ADJ	ADJ;MASC;PL
straf	sanción	straf	sanción	N;INDF;MASC+FEM;SG	N;FEM;SG
straf	pena	straf	pena	N;INDF;MASC+FEM;SG	N;FEM;SG
straf	penalización	straf	penalización	N;INDF;MASC+FEM;SG	N;FEM;SG
straf	castigo	straf	castigo	N;INDF;MASC+FEM;SG	N;MASC;SG
straf	frase	straf	frase	N;INDF;MASC+FEM;SG	N;FEM;SG
straf	sentencia	straf	sentencia	N;INDF;MASC+FEM;SG	N;FEM;SG
wimbledon	wimbledon	wimbledon	wimbledon	N;INDF;MASC+FEM;SG	N;MASC;SG
tilvækst	crecimiento	tilvækst	crecimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
tilvækst	incremento	tilvækst	incremento	N;INDF;MASC+FEM;SG	N;MASC;SG
kunsten	arte	kunst	arte	N;DEF;MASC+FEM;SG	N;SG
besked	mensaje	besked	mensaje	N;INDF;MASC+FEM;SG	N;MASC;SG
stik	conector	stik	conector	N;INDF;NEUT;SG	N;MASC;SG
stik	stick	stik	stick	N;INDF;NEUT;SG	N
stik	palo	stik	palo	N;INDF;NEUT;SG	N;MASC;SG
stik	aguijón	stik	aguijón	N;INDF;NEUT;SG	N;MASC;SG
stik	sting	stik	sting	N;INDF;NEUT;SG	N
stik	picadura	stik	picadura	N;INDF;NEUT;SG	N;FEM;SG
specifikke	específicas	specifikke	especifico	ADJ;PL	ADJ;FEM;PL
specifikke	específicos	specifikke	específico	ADJ;PL	ADJ;MASC;PL
kvalifikation	titulación	kvalifikation	titulación	N;INDF;MASC+FEM;SG	N;FEM;SG
kvalifikation	cualificación	kvalifikation	cualificación	N;INDF;MASC+FEM;SG	N;FEM;SG
kvalifikation	calificación	kvalifikation	calificación	N;INDF;MASC+FEM;SG	N;FEM;SG
skiftende	alternar	skifte	alternar	V;PRS;V.PTCP	V;NFIN
skiftende	alternando	skifte	alternar	V;PRS;V.PTCP	V;V.MSDR
rådgiver	consejera	rådgive	consejera	N;INDF;MASC+FEM;SG	N;FEM;SG
rådgiver	asesora	rådgive	asesora	N;INDF;MASC+FEM;SG	N;FEM;SG
rådgiver	asesor	rådgive	asesor	N;INDF;MASC+FEM;SG	N;MASC;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC+FEM;SG	N;MASC;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC+FEM;SG	N;FEM;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC+FEM;SG	N;MASC;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC+FEM;SG	N;FEM;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC+FEM;SG	N;MASC;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC+FEM;SG	N;FEM;SG
rådgiver	asesora	rådgive	asesora	N;INDF;MASC+FEM;SG	N;FEM;SG
rådgiver	asesor	rådgive	asesor	N;INDF;MASC+FEM;SG	N;MASC;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC+FEM;SG	N;MASC;SG
svagt	débil	svag	débil	ADJ;INDF;NEUT;SG	ADJ;SG
robinson	robinson	robinson	robinson	N;INDF;MASC+FEM;SG	N;MASC;SG
dorothea	dorothea	dorothea	dorothea	N;INDF;MASC+FEM;SG	N;FEM;SG
indføre	introduciendo	indføre	introducir	V;NFIN;ACT	V;V.MSDR
indføre	presentando	indføre	presentar	V;NFIN;ACT	V;V.MSDR
indføre	presentamos	indføre	presentar	V;NFIN;ACT	V;IND;PL;1;PRS;FIN
indføre	introducir	indføre	introducir	V;NFIN;ACT	V;NFIN
forsvundet	desapareció	forsvinde	desaparecer	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
semifinalerne	semis	semifinale	semis	N;DEF;NEUT;PL	N;FEM;PL
vedvarende	persistente	vedvarende	persistente	ADJ	ADJ;SG
vedvarende	persistentes	vedvarende	persistente	ADJ	ADJ;PL
vedvarende	renovables	vedvarende	renovable	ADJ	ADJ;PL
vedvarende	renovable	vedvarende	renovable	ADJ	ADJ;SG
vedvarende	sostenido	vedvarende	sostenido	ADJ	ADJ;MASC;SG;V.PTCP
vedvarende	sostenida	vedvarende	sostenido	ADJ	ADJ;FEM;SG;V.PTCP
vedvarende	sostenidos	vedvarende	sostenido	ADJ	ADJ;MASC;PL;V.PTCP
væsen	criatura	væsen	criatura	N;INDF;NEUT;SG	N;FEM;SG
embedsmand	funcionario	embedsmand	funcionario	N;INDF;MASC+FEM;SG	N;MASC;SG
embedsmand	official	embedsmand	official	N;INDF;MASC+FEM;SG	N
embedsmand	funcionaria	embedsmand	funcionaria	N;INDF;MASC+FEM;SG	N;FEM;SG
maleren	pintora	maler	pintora	N;DEF;MASC+FEM;SG	N;FEM;SG
maleren	pintor	maler	pintor	N;DEF;MASC+FEM;SG	N;MASC;SG
erstatte	reemplazando	erstatte	reemplazar	V;NFIN;ACT	V;V.MSDR
erstatte	reemplazar	erstatte	reemplazar	V;NFIN;ACT	V;NFIN
erstatte	sustituyendo	erstatte	sustituir	V;NFIN;ACT	V;V.MSDR
erstatte	sustituya	erstatte	sustituir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
erstatte	sustituir	erstatte	sustituir	V;NFIN;ACT	V;NFIN
erstatte	reemplazar	erstatte	reemplazar	V;NFIN;ACT	V;NFIN
tivoli	carnaval	tivoli	carnaval	N;INDF;MASC+FEM;SG	N;MASC;SG
tivoli	tivoli	tivoli	tivoli	N;INDF;MASC+FEM;SG	N;MASC;SG
medarbejder	trabajador	medarbejder	trabajador	N;INDF;MASC+FEM;SG	N;MASC;SG
faktorer	factores	faktor	factor	N;INDF;MASC+FEM;PL	N;MASC;PL
dollar	dólar	dollar	dólar	N;INDF;MASC+FEM;SG	N;MASC;SG
dollar	dolar	dollar	dolar	N;INDF;MASC+FEM;SG	N;MASC;SG
dansker	danés	dansker	danés	N;INDF;MASC+FEM;SG	N;MASC;SG
dansker	dane	dansker	daner	N;INDF;MASC+FEM;SG	N;MASC;SG
bakterier	bacterias	bakterie	bacteria	N;INDF;MASC+FEM;PL	N;FEM;PL
bakterier	gérmenes	bakterie	germen	N;INDF;MASC+FEM;PL	N;MASC;PL
fredag	viernes	fredag	viernes	N;INDF;MASC+FEM;SG	N
eksisteret	existió	eksistere	existir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
opbygning	estructura	opbygning	estructura	N;INDF;MASC+FEM;SG	N;FEM;SG
sammenhængende	coherentes	sammenhængende	coherente	ADJ	ADJ;PL
sammenhængende	coherente	sammenhængende	coherente	ADJ	ADJ;SG
sammenhængende	coherente	sammenhængende	coherente	ADJ	ADJ;SG
sammenhængende	contiguos	sammenhængende	contiguo	ADJ	ADJ;MASC;PL
neutral	neutral	neutral	neutral	ADJ;INDF;MASC+FEM;SG	ADJ;SG
neutral	neutro	neutral	neutro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
neutral	neutra	neutral	neutro	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
besætningen	crew	besætning	crew	N;DEF;MASC+FEM;SG	N
besætningen	tripulación	besætning	tripulación	N;DEF;MASC+FEM;SG	N;FEM;SG
formue	fortuna	formue	fortuna	N;INDF;MASC+FEM;SG	N;FEM;SG
formue	fortune	formue	fortune	N;INDF;MASC+FEM;SG	N;SG
båd	barca	båd	barca	N;INDF;MASC+FEM;SG	N;FEM;SG
båd	barco	båd	barco	N;INDF;MASC+FEM;SG	N;MASC;SG
båd	embarcación	båd	embarcación	N;INDF;MASC+FEM;SG	N;FEM;SG
båd	bote	båd	bote	N;INDF;MASC+FEM;SG	N;MASC;SG
båd	lancha	båd	lancha	N;INDF;MASC+FEM;SG	N;FEM;SG
rené	renato	rené	renato	N;INDF;MASC+FEM;SG	N;MASC;SG
fyrste	lieja	fyrste	lieja	N;INDF;MASC+FEM;SG	N;FEM;SG
fyrste	principe	fyrste	principe	N;INDF;MASC+FEM;SG	N;MASC;SG
fyrste	prince	fyrste	prince	N;INDF;MASC+FEM;SG	N
fyrste	príncipe	fyrste	príncipe	N;INDF;MASC+FEM;SG	N;MASC;SG
invasionen	invasión	invasion	invasión	N;DEF;MASC+FEM;SG	N;FEM;SG
bevis	evidencia	bevis	evidencia	N;INDF;NEUT;SG	N;FEM;SG
bevis	comprobante	bevis	comprobante	N;INDF;NEUT;SG	N;MASC;SG
bevis	prueba	bevis	prueba	N;INDF;NEUT;SG	N;FEM;SG
eksil	exilio	eksil	exilio	N;INDF;NEUT;SG	N;MASC;SG
eksil	destierro	eksil	destierro	N;INDF;NEUT;SG	N;MASC;SG
vendt	giró	vende	girar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
vendt	volcó	vende	volcar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
bull	toro	bull	toro	N;INDF;MASC+FEM;SG	N;MASC;SG
bull	bull	bull	bull	N;INDF;MASC+FEM;SG	N;SG
lykkes	triunfar	lykkes	triunfar	V;NFIN;ACT	V;NFIN
hærværk	vandalismo	hærværk	vandalismo	N;INDF;NEUT;SG	N;MASC;SG
vilkår	condiciones	vilkår	condición	N;INDF;NEUT;PL	N;FEM;PL
vilkår	términos	vilkår	término	N;INDF;NEUT;PL	N;MASC;PL
vilkår	terminos	vilkår	termino	N;INDF;NEUT;PL	N;MASC;PL
vilkår	condiciones	vilkår	condición	N;INDF;NEUT;PL	N;FEM;PL
tyrkisk	turca	tyrkisk	turco	ADJ;INDF;SG	ADJ;FEM;SG
senior	senior	senior	senior	N;INDF;MASC+FEM;SG	N;MASC;SG
antages	asumió	antage	asumir	V;NFIN;PASS	V;IND;SG;3;PST;FIN
tilgang	enfoque	tilgang	enfoque	N;INDF;MASC+FEM;SG	N;MASC;SG
tilgang	acercamiento	tilgang	acercamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
tilgang	aproximación	tilgang	aproximación	N;INDF;MASC+FEM;SG	N;FEM;SG
tilgang	abordaje	tilgang	abordaje	N;INDF;MASC+FEM;SG	N;MASC;SG
tilgang	planteamiento	tilgang	planteamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
antyder	sugiere	antyde	sugerir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
antyder	insinuar	antyde	insinuar	V;IND;PRS;FIN;ACT	V;NFIN
antyder	insinuando	antyde	insinuar	V;IND;PRS;FIN;ACT	V;V.MSDR
reserve	reserva	reserve	reserva	N;INDF;MASC+FEM;SG	N;FEM;SG
fæstningen	fortaleza	fæstning	fortaleza	N;DEF;MASC+FEM;SG	N;FEM;SG
økonomien	economia	økonomi	economia	N;DEF;MASC+FEM;SG	N;FEM;SG
økonomien	economía	økonomi	economía	N;DEF;MASC+FEM;SG	N;FEM;SG
blad	cargador	blad	cargador	N;INDF;NEUT;SG	N;MASC;SG
blad	magazine	blad	magazine	N;INDF;NEUT;SG	N;SG
blad	revista	blad	revista	N;INDF;NEUT;SG	N;FEM;SG
blad	hoja	blad	hoja	N;INDF;NEUT;SG	N;FEM;SG
blad	blade	blad	blade	N;INDF;NEUT;SG	N
blad	filo	blad	filo	N;INDF;NEUT;SG	N;MASC;SG
blad	espada	blad	espada	N;INDF;NEUT;SG	N;FEM;SG
blad	cuchilla	blad	cuchilla	N;INDF;NEUT;SG	N;FEM;SG
blad	hoja	blad	hoja	N;INDF;NEUT;SG	N;FEM;SG
blad	leaf	blad	leaf	N;INDF;NEUT;SG	N;MASC;SG
sætning	frase	sætning	frase	N;INDF;MASC+FEM;SG	N;FEM;SG
sætning	frase	sætning	frase	N;INDF;MASC+FEM;SG	N;FEM;SG
sætning	sentencia	sætning	sentencia	N;INDF;MASC+FEM;SG	N;FEM;SG
omgange	vueltas	omgange	vuelta	N;INDF;MASC+FEM;PL	N;FEM;PL
situationer	situaciones	situation	situación	N;INDF;MASC+FEM;PL	N;FEM;PL
mose	mose	mose	mose	N;INDF;MASC+FEM;SG	N;MASC
mose	pantano	mose	pantano	N;INDF;MASC+FEM;SG	N;MASC;SG
mose	marsh	mose	marsh	N;INDF;MASC+FEM;SG	N;SG
mose	ciénaga	mose	ciénaga	N;INDF;MASC+FEM;SG	N;FEM;SG
mose	pantano	mose	pantano	N;INDF;MASC+FEM;SG	N;MASC;SG
indebærer	implica	indebære	implicar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
indebærer	insinúa	indebære	insinuo	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dødsfald	death	dødsfald	death	N;INDF;NEUT;PL	N
dødsfald	muertes	dødsfald	muerte	N;INDF;NEUT;PL	N;FEM;PL
dødsfald	muertes	dødsfald	muerte	N;INDF;NEUT;PL	N;FEM;PL
dødsfald	defunciones	dødsfald	defunción	N;INDF;NEUT;PL	N;FEM;PL
dødsfald	fallecimientos	dødsfald	fallecimiento	N;INDF;NEUT;PL	N;MASC;PL
militært	militar	militært	militar	ADJ;INDF;NEUT;SG	ADJ;SG
mødet	reunión	møde	reunión	N;DEF;NEUT;SG	N;FEM;SG
mødet	encuentro	møde	encuentro	N;DEF;NEUT;SG	N;MASC;SG
haver	jardines	have	jardín	N;INDF;MASC+FEM;PL	N;MASC;PL
presse	prensa	presse	prensa	N;INDF;MASC+FEM;SG	N;FEM;SG
tilslutning	afiliación	tilslutning	afiliación	N;INDF;MASC+FEM;SG	N;FEM;SG
tilslutning	filiación	tilslutning	filiación	N;INDF;MASC+FEM;SG	N;FEM;SG
tilslutning	conexion	tilslutning	conexion	N;INDF;MASC+FEM;SG	N;FEM;SG
tilslutning	conexión	tilslutning	conexión	N;INDF;MASC+FEM;SG	N;FEM;SG
skagen	skagen	skag	skagar	N;DEF;MASC+FEM;SG	N;MASC;SG
stammen	tribu	stam	tribu	N;DEF;MASC+FEM;SG	N;FEM;SG
stammen	tartamudeo	stam	tartamudeo	N;DEF;MASC+FEM;SG	N;MASC;SG
tjene	gane	tjene	ganar	V;NFIN;ACT	V;IMP;SG;3;FIN
tjene	servir	tjene	servir	V;NFIN;ACT	V;NFIN
tjene	sirva	tjene	servir	V;NFIN;ACT	V;SBJV;SG;3;FIN
tjene	sirven	tjene	servir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
forklarer	explicar	forklare	explicar	V;IND;PRS;FIN;ACT	V;NFIN
forklarer	explicando	forklare	explicar	V;IND;PRS;FIN;ACT	V;V.MSDR
forklarer	explica	forklare	explicar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
manuskriptet	manuscrito	manuskript	manuscrito	N;DEF;NEUT;SG	N;MASC;SG
kendetegnet	caracterizó	kendetegn	caracterizar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ærkebiskop	arzobispo	ærkebiskop	arzobispo	N;INDF;MASC+FEM;SG	N;MASC;SG
angive	indique	angive	indicar	V;NFIN;ACT	V;IMP;SG;3;FIN
angive	indican	angive	indicar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
angive	indiquen	angive	indicar	V;NFIN;ACT	V;IMP;PL;3;FIN
angive	indicar	angive	indicar	V;NFIN;ACT	V;NFIN
angive	especifica	angive	especificar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
angive	especifique	angive	especificar	V;NFIN;ACT	V;IMP;SG;3;FIN
angive	precisar	angive	precisar	V;NFIN;ACT	V;NFIN
angive	especificar	angive	especificar	V;NFIN;ACT	V;NFIN
sigurd	sigurd	sigurd	sigurd	N;INDF;MASC+FEM;SG	N;SG
mtv	mtv	mtv	mtv	N;INDF;MASC+FEM;SG	N
bus	bus	bus	bus	N;INDF;MASC+FEM;SG	N;MASC;SG
bus	autobus	bus	autobus	N;INDF;MASC+FEM;SG	N;MASC;SG
bus	autobús	bus	autobús	N;INDF;MASC+FEM;SG	N;MASC;SG
bus	ómnibus	bus	ómnibus	N;INDF;MASC+FEM;SG	N;MASC
syge	enfermas	syg	enferma	ADJ;PL	ADJ;FEM;PL
løbe	ejecutando	løbe	ejecutar	V;NFIN;ACT	V;V.MSDR
løbe	corriendo	løbe	correr	V;NFIN;ACT	V;V.MSDR
løbe	correr	løbe	correr	V;NFIN;ACT	V;NFIN
løbe	corran	løbe	correr	V;NFIN;ACT	V;IMP;PL;3;FIN
løbe	correr	løbe	correr	V;NFIN;ACT	V;NFIN
løbe	corre	løbe	correr	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
løbe	ejecutar	løbe	ejecutar	V;NFIN;ACT	V;NFIN
warner	warner	warner	warner	N;INDF;MASC+FEM;SG	N;SG
kro	taberna	kro	taberna	N;INDF;MASC+FEM;SG	N;FEM;SG
kro	posada	kro	posado	N;INDF;MASC+FEM;SG	N;FEM;SG
kro	inn	kro	inn	N;INDF;MASC+FEM;SG	N;MASC;SG
konkurs	insolvencia	konkurs	insolvencia	N;INDF;MASC+FEM;SG	N;FEM;SG
konkurs	quiebra	konkurs	quiebra	N;INDF;MASC+FEM;SG	N;FEM;SG
beslutter	decidir	beslutte	decidir	V;IND;PRS;FIN;ACT	V;NFIN
beslutter	decidiendo	beslutte	decidir	V;IND;PRS;FIN;ACT	V;V.MSDR
beslutter	decide	beslutte	decidir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
beslutter	decidir	beslutte	decidir	V;IND;PRS;FIN;ACT	V;NFIN
beslutter	decide	beslutte	decidir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
beslutter	deciden	beslutte	decidir	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
salzburg	salzburgo	salzburg	salzburgo	N;INDF;MASC+FEM;SG	N;MASC;SG
fænomen	fenómeno	fænomen	fenómeno	N;INDF;NEUT;SG	N;MASC;SG
fænomen	fenómeno	fænomen	fenómeno	N;INDF;NEUT;SG	N;MASC;SG
adolph	adolfo	adolph	adolfo	N;INDF;MASC+FEM;SG	N;MASC;SG
tiderne	tiempos	tid	tiempo	N;DEF;MASC+FEM;PL	N;MASC;PL
tiderne	veces	tid	vez	N;DEF;MASC+FEM;PL	N;FEM;PL
tiderne	épocas	tid	época	N;DEF;MASC+FEM;PL	N;FEM;PL
tiderne	times	tid	time	N;DEF;MASC+FEM;PL	N
kommunale	municipales	kommunal	municipal	ADJ;PL	ADJ;PL
rådet	concilio	råd	concilio	N;DEF;NEUT;SG	N;MASC;SG
rådet	consejo	råd	consejo	N;DEF;NEUT;SG	N;MASC;SG
rådet	concejo	råd	concejo	N;DEF;NEUT;SG	N;MASC;SG
princip	principio	princip	principio	N;INDF;NEUT;SG	N;MASC;SG
pension	pensión	pension	pensión	N;INDF;MASC+FEM;SG	N;FEM;SG
pension	pension	pension	pension	N;INDF;MASC+FEM;SG	N;FEM;SG
fremgang	progress	fremgang	progress	N;INDF;MASC+FEM;SG	N
fremgang	progreso	fremgang	progreso	N;INDF;MASC+FEM;SG	N;MASC;SG
fremgang	prosperidad	fremgang	prosperidad	N;INDF;MASC+FEM;SG	N;FEM;SG
socialt	social	socialt	social	ADJ;INDF;NEUT;SG	ADJ;SG
partner	compañero	partner	compañero	N;INDF;MASC+FEM;SG	N;MASC;SG
partner	pareja	partner	pareja	N;INDF;MASC+FEM;SG	N;FEM;SG
partner	socio	partner	socio	N;INDF;MASC+FEM;SG	N;MASC;SG
partner	partner	partner	partner	N;INDF;MASC+FEM;SG	N;MASC;SG
partner	socia	partner	socia	N;INDF;MASC+FEM;SG	N;FEM;SG
læger	medicos	læge	medico	N;INDF;MASC+FEM;PL	N;MASC;PL
læger	facultativos	læge	facultativo	N;INDF;MASC+FEM;PL	N;MASC;PL
læger	médicos	læge	médico	N;INDF;MASC+FEM;PL	N;MASC;PL
læger	doctores	læge	doctor	N;INDF;MASC+FEM;PL	N;MASC;PL
læger	medicos	læge	medico	N;INDF;MASC+FEM;PL	N;MASC;PL
læger	médicos	læge	médico	N;INDF;MASC+FEM;PL	N;MASC;PL
opretholde	mantener	opretholde	mantener	V;NFIN;ACT	V;NFIN
opretholde	mantengan	opretholde	mantener	V;NFIN;ACT	V;IMP;PL;3;FIN
opretholde	mantenga	opretholde	mantener	V;NFIN;ACT	V;SBJV;SG;3;FIN
opretholde	sostener	opretholde	sostener	V;NFIN;ACT	V;NFIN
danser	bailando	danse	bailar	V;IND;PRS;FIN;ACT	V;V.MSDR
danser	bailar	danse	bailar	V;IND;PRS;FIN;ACT	V;NFIN
retter	platillos	ret	platillo	N;INDF;MASC+FEM;PL	N;MASC;PL
retter	platos	ret	plato	N;INDF;MASC+FEM;PL	N;MASC;PL
retter	tribunales	ret	tribunal	N;INDF;MASC+FEM;PL	N;MASC;PL
retter	cortes	ret	corte	N;INDF;MASC+FEM;PL	N;MASC;PL
bydele	vecindarios	bydel	vecindario	N;INDF;MASC+FEM;PL	N;MASC;PL
bydele	barrios	bydel	barrio	N;INDF;MASC+FEM;PL	N;MASC;PL
embedsmænd	funcionarios	embedsmand	funcionario	N;INDF;MASC+FEM;PL	N;MASC;PL
erfaringer	experiencias	erfaring	experiencia	N;INDF;MASC+FEM;PL	N;FEM;PL
erfaringer	experiencias	erfaring	experiencia	N;INDF;MASC+FEM;PL	N;FEM;PL
hersker	regla	herske	regla	N;INDF;MASC+FEM;SG	N;FEM;SG
hersker	gobernante	herske	gobernante	N;INDF;MASC+FEM;SG	N;SG
kirkegården	cementerio	kirkegård	cementerio	N;DEF;MASC+FEM;SG	N;MASC;SG
fjenden	enemigo	fjende	enemigo	N;DEF;MASC+FEM;SG	N;MASC;SG
rigt	rico	rigt	rico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
rigt	rica	rigt	rico	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
fest	parte	fest	parte	N;INDF;MASC+FEM;SG	N;FEM;SG
fest	partido	fest	partido	N;INDF;MASC+FEM;SG	N;MASC;SG
fest	fiesta	fest	fiesta	N;INDF;MASC+FEM;SG	N;FEM;SG
fest	party	fest	party	N;INDF;MASC+FEM;SG	N
fest	celebración	fest	celebración	N;INDF;MASC+FEM;SG	N;FEM;SG
fest	festejo	fest	festejo	N;INDF;MASC+FEM;SG	N;MASC;SG
oplevelser	experiencias	oplevelse	experiencia	N;INDF;MASC+FEM;PL	N;FEM;PL
oplevelser	aventuras	oplevelse	aventura	N;INDF;MASC+FEM;PL	N;FEM;PL
oplevelser	adventures	oplevelse	adventur	N;INDF;MASC+FEM;PL	N
olympisk	olímpica	olympisk	olímpico	ADJ;INDF;SG	ADJ;FEM;SG
olympisk	olímpico	olympisk	olímpico	ADJ;INDF;SG	ADJ;MASC;SG
matematisk	matemáticamente	matematisk	matemáticamente	ADV	ADV
optagelse	inclusión	optagelse	inclusión	N;INDF;MASC+FEM;SG	N;FEM;SG
optagelse	admisión	optagelse	admisión	N;INDF;MASC+FEM;SG	N;FEM;SG
optagelse	grabación	optagelse	grabación	N;INDF;MASC+FEM;SG	N;FEM;SG
kunder	clientes	kunde	cliente	N;INDF;MASC+FEM;PL	N;PL
kunder	clientes	kunde	cliente	N;INDF;MASC+FEM;PL	N;PL
herudover	adicionalmente	herudover	adicionalmente	ADV	ADV
eksistens	existencia	eksistens	existencia	N;INDF;MASC+FEM;SG	N;FEM;SG
uppsala	uppsala	uppsala	uppsalar	N;INDF;NEUT;SG	N;FEM;SG
wolfgang	wolfgang	wolfgang	wolfgang	N;INDF;MASC+FEM;SG	N;FEM;SG
simonsen	simonsen	simonsen	simonse	N;DEF;MASC+FEM;SG	N;SG
ingeborg	ingeborg	ingeborg	ingeborg	N;INDF;MASC+FEM;SG	N;MASC;SG
udskiftet	sustituyó	udskifte	sustituir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
havne	puertos	havne	puerto	N;INDF;MASC+FEM;PL	N;MASC;PL
havne	puertos	havne	puerto	N;INDF;MASC+FEM;PL	N;MASC;PL
ekstremt	extrema	ekstremt	extremo	ADJ;INDF;SG	ADJ;FEM;SG
