през	keresztül	през	keresztül	ADP	ADP
престъпление	bűn	престъпление	bűn	N;INDF;NEUT;SG	N;NOM;SG
престъпление	bűntény	престъпление	bűntény	N;INDF;NEUT;SG	N;NOM;SG
престъпление	bűncselekmény	престъпление	bűncselekmény	N;INDF;NEUT;SG	N;NOM;SG
американците	amerikaiak	американец	amerikai	N;DEF;MASC;PL	N;NOM;PL
критиците	kritikusok	критик	kritikus	N;DEF;MASC;PL	N;NOM;PL
префектура	prefektúra	префектура	prefektúra	N;INDF;FEM;SG	N;NOM;SG
професии	foglalkozások	професия	foglalkozás	N;INDF;FEM;PL	N;NOM;PL
професии	szakmák	професия	szakma	N;INDF;FEM;PL	N;NOM;PL
бои	festékek	бой	festék	N;INDF;NEUT;PL	N;NOM;PL
бои	színezékek	бой	színezék	N;INDF;NEUT;PL	N;NOM;PL
граматика	nyelvtan	граматика	nyelvtan	N;INDF;FEM;SG	N;NOM;SG
вандализъм	vandalizmus	вандализъм	vandalizmus	N;INDF;MASC;SG	N;NOM;SG
щастие	boldogság	щастие	boldogság	N;INDF;NEUT;SG	N;NOM;SG
щастие	boldogságot	щастие	boldogság	N;INDF;NEUT;SG	N;ACC;SG
изпитания	perek	изпитание	perek	N;INDF;NEUT;PL	N;NOM;PL
изпитания	kísérletek	изпитание	kísérlet	N;INDF;NEUT;PL	N;NOM;PL
изпитания	próbák	изпитание	próba	N;INDF;NEUT;PL	N;NOM;PL
хипотеза	hipotézis	хипотеза	hipotézis	N;INDF;FEM;SG	N;NOM;SG
хипотеза	feltevés	хипотеза	feltevés	N;INDF;FEM;SG	N;NOM;SG
хипотеза	feltételezés	хипотеза	feltételezés	N;INDF;FEM;SG	N;NOM;SG
хипотеза	elmélet	хипотеза	elmélet	N;INDF;FEM;SG	N;NOM;SG
понеделник	hétfőn	понеделник	hétfő	N;INDF;MASC;SG	N;ON+ESS;SG
взаимоотношения	kapcsolatok	взаимоотношение	kapcsolat	N;INDF;NEUT;PL	N;NOM;PL
взаимоотношения	kapcsolatok	взаимоотношение	kapcsolat	N;INDF;NEUT;PL	N;NOM;PL
пътешественик	utas	пътешественик	utas	N;INDF;MASC;SG	N;NOM;SG
трева	füvet	трева	füv	N;INDF;FEM;SG	N;ACC;SG
трева	füvet	трева	füv	N;INDF;FEM;SG	N;ACC;SG
трева	füvet	трева	füv	N;INDF;FEM;SG	N;ACC;SG
аспект	szempont	аспект	szempont	N;INDF;MASC;SG	N;NOM;SG
тръби	csövek	тръба	csövek	N;INDF;FEM;PL	N;NOM;PL
тръби	csövek	тръба	csövek	N;INDF;FEM;PL	N;NOM;PL
тръби	csöveket	тръба	csöv	N;INDF;FEM;PL	N;ACC;PL
радиото	rádió	радио	rádió	N;DEF;NEUT;SG	N;NOM;SG
сътрудници	asszisztensek	сътрудник	assziszten	N;INDF;MASC;PL	N;NOM;PL
сътрудници	kollaboránsok	сътрудник	kollaboráns	N;INDF;MASC;PL	N;NOM;PL
сътрудници	társai	сътрудник	társ	N;INDF;MASC;PL	N;NOM;PL
отдолу	alább	отдолу	alá	ADV	ADV
индианци	indiánok	индианец	indián	N;INDF;MASC;PL	N;NOM;PL
индианци	indiaiak	индианец	indiai	N;INDF;MASC;PL	N;NOM;PL
крилата	szárnyai	крило	szárnyai	N;DEF;NEUT;PL	N;NOM;PL
крилата	szárnyakat	крило	szárny	N;DEF;NEUT;PL	N;ACC;PL
крилата	szárnyak	крило	szárny	N;DEF;NEUT;PL	N;NOM;PL
дискусии	beszélgetések	дискусия	beszélgetés	N;INDF;FEM;PL	N;NOM;PL
дискусии	megbeszélések	дискусия	megbeszélés	N;INDF;FEM;PL	N;NOM;PL
дискусии	viták	дискусия	vita	N;INDF;FEM;PL	N;NOM;PL
разделяне	partíció	разделяне	partíció	N;INDF;NEUT;SG	N;NOM;SG
разделяне	megosztási	разделяне	megosztási	N;INDF;NEUT;SG	N;NOM;SG
разделяне	szétválasztás	разделяне	szétválasztás	N;INDF;NEUT;SG	N;NOM;SG
белези	hegek	белеза	heg	N;INDF;FEM;PL	N;NOM;PL
белези	sebek	белеза	seb	N;INDF;FEM;PL	N;NOM;PL
белези	jelölések	белеза	jelölés	N;INDF;FEM;PL	N;NOM;PL
белези	védjegyek	белеза	védjegy	N;INDF;FEM;PL	N;NOM;PL
внучка	unoka	внучка	unok	N;INDF;FEM;SG	N;NOM;SG
внучка	unokája	внучка	unoka	N;INDF;FEM;SG	N;NOM;SG
показатели	mutatók	показател	mutató	N;INDF;MASC;PL	N;NOM;PL
традиционен	tradicionális	традиционен	tradicionális	ADJ;INDF;MASC;SG	ADJ;NOM;SG
салон	lounge	салон	loung	N;INDF;MASC;SG	N;NOM;SG
салон	szalon	салон	szalon	N;INDF;MASC;SG	N;NOM;SG
салон	szalon	салон	szalon	N;INDF;MASC;SG	N;NOM;SG
салон	szalonban	салон	szalonban	N;INDF;MASC;SG	N;IN+ESS;SG
вероятност	valószínűsége	вероятност	valószínűség	N;INDF;FEM;SG	N;NOM;SG
вероятност	valószínűsége	вероятност	valószínűség	N;INDF;FEM;SG	N;NOM;SG
механизми	mechanizmusok	механизъм	mechanizmus	N;INDF;MASC;PL	N;NOM;PL
оперативна	operatív	оперативен	operatív	ADJ;INDF;FEM;SG	ADJ;NOM;SG
уреди	berendezések	уред	berendezés	N;INDF;MASC;PL	N;NOM;PL
уреди	készülékek	уред	készülék	N;INDF;MASC;PL	N;NOM;PL
вожд	törzsfőnök	вожд	törzsfőnök	N;INDF;MASC;SG	N;NOM;SG
намерение	szándék	намерение	szándék	N;INDF;NEUT;SG	N;NOM;SG
намерение	szándéka	намерение	szándék	N;INDF;NEUT;SG	N;NOM;SG
намерение	szándék	намерение	szándék	N;INDF;NEUT;SG	N;NOM;SG
намерение	szándéka	намерение	szándék	N;INDF;NEUT;SG	N;NOM;SG
сложи	tedd	сложа-(се)	tedd	V;PFV;IMP;SG;2;FIN	V;DEF;IMP;SG;2;PRS;FIN;ACT
концентрация	koncentrációja	концентрация	koncentráció	N;INDF;FEM;SG	N;NOM;SG
концентрация	koncentráció	концентрация	koncentráció	N;INDF;FEM;SG	N;NOM;SG
концентрация	összefonódás	концентрация	összefonódás	N;INDF;FEM;SG	N;NOM;SG
концентрация	koncentrációt	концентрация	koncentráció	N;INDF;FEM;SG	N;ACC;SG
падеж	lejárat	падеж	lejár	N;INDF;MASC;SG	N;NOM;SG
лодки	hajók	лодка	hajó	N;INDF;FEM;PL	N;NOM;PL
сливане	fúzió	сливане	fúzió	N;INDF;NEUT;SG	N;NOM;SG
сливане	egyesülés	сливане	egyesülés	N;INDF;NEUT;SG	N;NOM;SG
сливане	összefonódás	сливане	összefonódás	N;INDF;NEUT;SG	N;NOM;SG
фабриката	gyár	фабрика	gyár	N;DEF;FEM;SG	N;NOM;SG
фабриката	üzem	фабрика	üz	N;DEF;FEM;SG	N;NOM;SG
фабриката	gyárban	фабрика	gyár	N;DEF;FEM;SG	N;IN+ESS;SG
поставяне	elhelyezés	поставяне	elhelyezés	N;INDF;NEUT;SG	N;NOM;SG
поставяне	paszta	поставяне	paszta	N;INDF;NEUT;SG	N;NOM;SG
борец	harcos	борец	harcos	N;INDF;MASC;SG	N;NOM;SG
борец	bunyós	борец	bunyós	N;INDF;MASC;SG	N;NOM;SG
борец	birkózó	борец	birkózó	N;INDF;MASC;SG	N;NOM;SG
опозицията	ellenzék	опозиция	ellenzék	N;DEF;FEM;SG	N;NOM;SG
изобразява	ábrázol	изобразявам	ábrázol	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
изобразява	ábrázolja	изобразявам	ábrázol	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
заявки	kérelmek	заявка	kérelem	N;INDF;FEM;PL	N;NOM;PL
заявки	kérések	заявка	kérés	N;INDF;FEM;PL	N;NOM;PL
заявки	jelölések	заявка	jelölés	N;INDF;FEM;PL	N;NOM;PL
заявки	jelöléseket	заявка	jelölés	N;INDF;FEM;PL	N;ACC;PL
наследството	örökség	наследство	örökség	N;DEF;NEUT;SG	N;NOM;SG
чужд	külföldi	чужд	külföldi	ADJ;INDF;MASC;SG	ADJ;NOM;SG
съединението	egység	съединение	egység	N;DEF;NEUT;SG	N;NOM;SG
съединението	vegyület	съединение	vegyület	N;DEF;NEUT;SG	N;NOM;SG
лекарства	kábítószerek	лекарство	kábítószer	N;INDF;NEUT;PL	N;NOM;PL
лекарства	gyógyszerek	лекарство	gyógyszer	N;INDF;NEUT;PL	N;NOM;PL
лекарства	drogok	лекарство	drog	N;INDF;NEUT;PL	N;NOM;PL
лекарства	gyógyszerek	лекарство	gyógyszer	N;INDF;NEUT;PL	N;NOM;PL
правилото	szabály	правило	szabály	N;DEF;NEUT;SG	N;NOM;SG
туберкулоза	tuberkulózis	туберкулоза	tuberkulózis	N;INDF;FEM;SG	N;NOM;SG
валоа	valois	валоа	valois	N;INDF;FEM;SG	N;NOM;SG
подводници	tengeralattjárók	подводник	tengeralattjáró	N;INDF;MASC;PL	N;NOM;PL
подводници	tengeralattjárók	подводник	tengeralattjáró	N;INDF;MASC;PL	N;NOM;PL
будизма	buddhizmus	будизъм	buddhizmus	N;DEF;MASC;SG	N;NOM;SG
компонент	alkatrész	компонент	alkatrész	N;INDF;MASC;SG	N;NOM;SG
компонент	összetevő	компонент	összetevő	N;INDF;MASC;SG	N;NOM;SG
компонент	komponens	компонент	komponens	N;INDF;MASC;SG	N;NOM;SG
компонент	alkotóelem	компонент	alkotóelem	N;INDF;MASC;SG	N;NOM;SG
тесен	szűk	тесен	szűk	ADJ;INDF;MASC;SG	ADJ;NOM;SG
покрив	tető	покрив	tető	N;INDF;MASC;SG	N;NOM;SG
покрив	tetőn	покрив	tető	N;INDF;MASC;SG	N;ON+ESS;SG
покрив	tető	покрив	tető	N;INDF;MASC;SG	N;NOM;SG
покрив	tetőn	покрив	tető	N;INDF;MASC;SG	N;ON+ESS;SG
конструкции	szerkezetek	конструкция	szerkezet	N;INDF;FEM;PL	N;NOM;PL
конструкции	struktúrák	конструкция	struktúra	N;INDF;FEM;PL	N;NOM;PL
конструкции	szerkezetek	конструкция	szerkezet	N;INDF;FEM;PL	N;NOM;PL
холивуд	hollywoodban	холивуд	holly-ood	N;INDF;MASC;SG	N;IN+ESS;SG
айлънд	sziget	айлънд	sziget	N;INDF;MASC;SG	N;NOM;SG
айлънд	szigeten	айлънд	sziget	N;INDF;MASC;SG	N;ON+ESS;SG
стабилен	stabil	стабилен	stabil	ADJ;INDF;MASC;SG	ADJ;NOM;SG
регионална	regionális	регионален	regionális	ADJ;INDF;FEM;SG	ADJ;NOM;SG
социология	szociológia	социология	szociológia	N;INDF;FEM;SG	N;NOM;SG
рамка	keretében	рамка	keret	N;INDF;FEM;SG	N;IN+ESS;SG
рамка	keretrendszer	рамка	keretrendszer	N;INDF;FEM;SG	N;NOM;SG
рамка	keret	рамка	kér	N;INDF;FEM;SG	N;NOM;SG
рамка	keret	рамка	kér	N;INDF;FEM;SG	N;NOM;SG
котел	kazán	котел	kazán	N;INDF;MASC;SG	N;NOM;SG
котел	kemence	котел	kemenc	N;INDF;MASC;SG	N;NOM;SG
котел	kazán	котел	kazán	N;INDF;MASC;SG	N;NOM;SG
котел	üst	котел	üst	N;INDF;MASC;SG	N;NOM;SG
услуга	szívességet	услуга	szívesség	N;INDF;FEM;SG	N;ACC;SG
услуга	szívesség	услуга	szívesség	N;INDF;FEM;SG	N;NOM;SG
услуга	szerviz	услуга	szerviz	N;INDF;FEM;SG	N;NOM;SG
услуга	szolgálat	услуга	szolgálat	N;INDF;FEM;SG	N;NOM;SG
услуга	szolgáltatás	услуга	szolgáltatás	N;INDF;FEM;SG	N;NOM;SG
преследва	kísérteni	преследвам	kísért	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
пианист	zongorista	пианист	zongorista	N;INDF;MASC;SG	N;NOM;SG
артилерията	tüzérség	артилерия	tüzérség	N;DEF;FEM;SG	N;NOM;SG
правна	jogi	правен	jogi	ADJ;INDF;FEM;SG	ADJ;NOM;SG
правна	törvényes	правен	törvényes	ADJ;INDF;FEM;SG	ADJ;NOM;SG
вълната	hullám	вълна	hullám	N;DEF;FEM;SG	N;NOM;SG
сорт	törzs	сорт	törzs	N;INDF;MASC;SG	N;NOM;SG
щети	károk	щета	kár	N;INDF;FEM;PL	N;NOM;PL
кастилия	kasztília	кастилия	kasztília	N;INDF;FEM;SG	N;NOM;SG
точност	pontosság	точност	pontosság	N;INDF;FEM;SG	N;NOM;SG
точност	precíziós	точност	precíziós	N;INDF;FEM;SG	N;NOM;SG
точност	pontosság	точност	pontosság	N;INDF;FEM;SG	N;NOM;SG
точност	pontosság	точност	pontosság	N;INDF;FEM;SG	N;NOM;SG
умерен	közepes	умерен	közepes	ADJ;INDF;MASC;SG	ADJ;NOM;SG
предотврати	megelőzni	предотвратя	meg+előz	V;PFV;IMP;SG;2;FIN	V;NFIN;ACT
свещеници	papok	свещеник	pap	N;INDF;MASC;PL	N;NOM;PL
читателите	olvasók	читател	olvasó	N;DEF;MASC;PL	N;NOM;PL
елен	szarvast	елен	szarvas	N;INDF;MASC;SG	N;ACC;SG
разделение	hadosztály	разделение	hadosztály	N;INDF;NEUT;SG	N;NOM;SG
разделение	körzet	разделение	körzet	N;INDF;NEUT;SG	N;NOM;SG
разделение	részleg	разделение	részleg	N;INDF;NEUT;SG	N;NOM;SG
разделение	divízió	разделение	divízió	N;INDF;NEUT;SG	N;NOM;SG
разделение	szétválasztás	разделение	szétválasztás	N;INDF;NEUT;SG	N;NOM;SG
арабите	arabok	араба	arab	N;DEF;FEM;PL	N;NOM;PL
изтича	lejár	изтичам	lejár	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
влизане	belépő	влизане	belépő	N;INDF;NEUT;SG	N;NOM;SG
влизане	bejegyzés	влизане	bejegyzés	N;INDF;NEUT;SG	N;NOM;SG
влизане	bejelentkezés	влизане	bejelentkezés	N;INDF;NEUT;SG	N;NOM;SG
заявка	megkeresés	заявка	megkeresés	N;INDF;FEM;SG	N;NOM;SG
заявка	kérésére	заявка	kérés	N;INDF;FEM;SG	N;ON+ALL;SG
заявка	kérésre	заявка	kérés	N;INDF;FEM;SG	N;ON+ALL;SG
заявка	kérés	заявка	kérés	N;INDF;FEM;SG	N;NOM;SG
комплекси	komplexek	комплекс	komplex	N;INDF;MASC;PL	N;NOM;PL
спомените	emlékek	спомен	emlék	N;DEF;MASC;PL	N;NOM;PL
публикация	poszt	публикация	poszt	N;INDF;FEM;SG	N;NOM;SG
публикация	bejegyzést	публикация	bejegyzés	N;INDF;FEM;SG	N;ACC;SG
публикация	bejegyzésre	публикация	bejegyzés	N;INDF;FEM;SG	N;ON+ALL;SG
публикация	bejegyzés	публикация	bejegyzés	N;INDF;FEM;SG	N;NOM;SG
публикация	kiadvány	публикация	kiadvány	N;INDF;FEM;SG	N;NOM;SG
публикация	közzététel	публикация	közzététel	N;INDF;FEM;SG	N;NOM;SG
електроника	elektronika	електроника	elektronika	N;INDF;FEM;SG	N;NOM;SG
уравнения	egyenletek	уравнение	egyenlet	N;INDF;NEUT;PL	N;NOM;PL
пророк	próféta	пророк	próféta	N;INDF;MASC;SG	N;NOM;SG
съдба	végzet	съдба	végzet	N;INDF;FEM;SG	N;NOM;SG
съдба	sors	съдба	sors	N;INDF;FEM;SG	N;NOM;SG
съдба	végzet	съдба	végzet	N;INDF;FEM;SG	N;NOM;SG
съдба	sors	съдба	sors	N;INDF;FEM;SG	N;NOM;SG
краища	szélek	край	szél	N;INDF;MASC;PL	N;NOM;PL
украса	dekoráció	украса	dekoráció	N;INDF;FEM;SG	N;NOM;SG
украса	dekoráció	украса	dekoráció	N;INDF;FEM;SG	N;NOM;SG
особеност	funkció	особеност	funkció	N;INDF;FEM;SG	N;NOM;SG
тъкани	szövetek	тъкан	szövet	N;INDF;MASC;PL	N;NOM;PL
тъкани	szövetek	тъкан	szövet	N;INDF;MASC;PL	N;NOM;PL
оод	kft	оод	kft	N;INDF;FEM;SG	N;NOM;SG
символизира	szimbolizálja	символизирам	szimbolizál	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
вестниците	lapok	вестник	lap	N;DEF;MASC;PL	N;NOM;PL
вестниците	újságok	вестник	újság	N;DEF;MASC;PL	N;NOM;PL
опашка	sorba	опашка	sor	N;INDF;FEM;SG	N;IN+ALL;SG
опашка	sorban	опашка	sor	N;INDF;FEM;SG	N;IN+ESS;SG
опашка	farka	опашка	farka	N;INDF;FEM;SG	N;NOM;SG
опашка	farok	опашка	far	N;INDF;FEM;SG	N;NOM;SG
осъществяване	végrehajtás	осъществяване	végrehajtás	N;INDF;NEUT;SG	N;NOM;SG
осъществяване	végrehajtására	осъществяване	végrehajtás	N;INDF;NEUT;SG	N;ON+ALL;SG
осъществяване	megvalósítás	осъществяване	megvalósítás	N;INDF;NEUT;SG	N;NOM;SG
моника	mónika	моника	mónika	N;INDF;FEM;SG	N;NOM;SG
посолството	nagykövetség	посолство	nagykövetség	N;DEF;NEUT;SG	N;NOM;SG
посолството	követség	посолство	követség	N;DEF;NEUT;SG	N;NOM;SG
референдум	népszavazás	референдум	népszavazás	N;INDF;MASC;SG	N;NOM;SG
справка	lekérdezés	справка	lekérdezés	N;INDF;FEM;SG	N;NOM;SG
булевард	körúton	булевард	körút	N;INDF;MASC;SG	N;ON+ESS;SG
булевард	sugárút	булевард	sugárú	N;INDF;MASC;SG	N;NOM;SG
учения	tanítások	учение	tanítás	N;INDF;NEUT;PL	N;NOM;PL
електронен	elektronikusan	електронен	elektronikus	ADJ;INDF;MASC;SG	ADJ;FRML;SG
лотус	lótusz	лотус	lótusz	N;INDF;MASC;SG	N;NOM;SG
терминология	terminológia	терминология	terminológia	N;INDF;FEM;SG	N;NOM;SG
командири	parancsnokok	командир	parancsnok	N;INDF;MASC;PL	N;NOM;PL
правопис	helyesírás	правопис	helyesírás	N;INDF;MASC;SG	N;NOM;SG
чай	tea	чай	tea	N;INDF;MASC;SG	N;NOM;SG
чай	teát	чай	teát	N;INDF;MASC;SG	N;ACC;SG
бактерии	baktériumok	бактерия	baktériumok	N;INDF;FEM;PL	N;NOM;PL
гледка	megtekintés	гледка	megtekintés	N;INDF;FEM;SG	N;NOM;SG
гледка	kilátás	гледка	kilátás	N;INDF;FEM;SG	N;NOM;SG
гледка	nézet	гледка	néz	N;INDF;FEM;SG	N;NOM;SG
царевица	kukorica	царевица	kukorica	N;INDF;FEM;SG	N;NOM;SG
царевица	kukoricát	царевица	kukorica	N;INDF;FEM;SG	N;ACC;SG
царевица	kukorica	царевица	kukorica	N;INDF;FEM;SG	N;NOM;SG
купола	búra	купол	búra	N;DEF;MASC;SG	N;NOM;SG
колело	volán	колело	volán	N;INDF;NEUT;SG	N;NOM;SG
колело	kereket	колело	kerek	N;INDF;NEUT;SG	N;ACC;SG
колело	kerék	колело	kerék	N;INDF;NEUT;SG	N;NOM;SG
колело	bicikli	колело	bicikli	N;INDF;NEUT;SG	N;NOM;SG
колело	kerékpár	колело	kerékpár	N;INDF;NEUT;SG	N;NOM;SG
колело	motor	колело	motor	N;INDF;NEUT;SG	N;NOM;SG
колело	bicikli	колело	bicikli	N;INDF;NEUT;SG	N;NOM;SG
колело	kerékpár	колело	kerékpár	N;INDF;NEUT;SG	N;NOM;SG
инвестиции	befektetések	инвестиция	befektetés	N;INDF;FEM;PL	N;NOM;PL
инвестиции	beruházások	инвестиция	beruházás	N;INDF;FEM;PL	N;NOM;PL
инвестиции	beruházások	инвестиция	beruházás	N;INDF;FEM;PL	N;NOM;PL
инвестиции	befektetések	инвестиция	befektetés	N;INDF;FEM;PL	N;NOM;PL
гърди	mellek	гръд	mell	N;INDF;FEM;PL	N;NOM;PL
гърди	mellek	гръд	mell	N;INDF;FEM;PL	N;NOM;PL
медия	média	медия	média	N;INDF;FEM;SG	N;NOM;SG
раса	faj	раса	faj	N;INDF;FEM;SG	N;NOM;SG
раса	futam	раса	futa	N;INDF;FEM;SG	N;NOM;SG
раса	verseny	раса	verseny	N;INDF;FEM;SG	N;NOM;SG
мощ	erőt	мощ	erő	N;INDF;FEM;SG	N;ACC;SG
мощ	erő	мощ	erő	N;INDF;FEM;SG	N;NOM;SG
мощ	energia	мощ	energia	N;INDF;FEM;SG	N;NOM;SG
мощ	erő	мощ	erő	N;INDF;FEM;SG	N;NOM;SG
мощ	hatalom	мощ	hatalom	N;INDF;FEM;SG	N;NOM;SG
дарения	adományok	дарение	adomány	N;INDF;NEUT;PL	N;NOM;PL
дарения	adományokat	дарение	adomány	N;INDF;NEUT;PL	N;ACC;PL
черта	vonás	черта	vonás	N;DEF;FEM;SG	N;NOM;SG
