من	de	مِن	de	ADP	ADP
علاوة	bônus	عِلَاوَة	bônus	N;ACC;INDF;SG	N;MASC;SG
علاوة	bónus	عِلَاوَة	bónu	N;ACC;INDF;SG	N;MASC;SG
فصول	classes	فَصل	classe	N;NOM;INDF;PL	N;FEM;PL
فصول	turmas	فَصل	turma	N;NOM;INDF;PL	N;FEM;PL
فصول	aulas	فَصل	aula	N;NOM;INDF;PL	N;FEM;PL
فصول	capítulos	فَصل	capítulo	N;NOM;INDF;PL	N;MASC;PL
احد	alguem	أَحَد	alguem	N;NOM;INDF;SG	N;MASC;SG
احد	one	أَحَد	one	N;NOM;INDF;SG	N;MASC;SG
الحكمة	sabedoria	حِكمَة	sabedoria	N;NOM;DEF;SG	N;FEM;SG
الكمية	quantidade	كَمِّيَّة	quantidade	N;NOM;DEF;SG	N;FEM;SG
يدعم	suporta	دَعَم	suportar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
يدعم	apoia	دَعَم	apoiar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ملحوظ	notável	مَلحُوظ	notável	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
ملحوظ	perceptível	مَلحُوظ	perceptível	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
هضبة	planalto	هُضبَة	planalto	N;NOM;INDF;SG	N;MASC;SG
شمالا	norte	شَمَال	norte	N;ACC;INDF;SG	N;MASC;SG
شمالا	north	شَمَال	north	N;ACC;INDF;SG	N;MASC;SG
تكرار	repetição	تَكرَار	repetição	N;NOM;INDF;SG	N;FEM;SG
تكرار	recorrência	تَكرَار	recorrência	N;NOM;INDF;SG	N;FEM;SG
تكرار	reincidência	تَكرَار	reincidência	N;NOM;INDF;SG	N;FEM;SG
تكرار	periodicidade	تَكرَار	periodicidade	N;NOM;INDF;SG	N;FEM;SG
تكرار	freqüência	تَكرَار	freqüência	N;NOM;INDF;SG	N;FEM;SG
تكرار	frequência	تَكرَار	frequência	N;NOM;INDF;SG	N;FEM;SG
القادم	seguinte	قَادِم	seguinte	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
القادم	próxima	قَادِم	próximo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
المدخل	corredor	مَدخَل	corredor	N;NOM;DEF;SG	N;MASC;SG
المدخل	entrada	مَدخَل	entrada	N;NOM;DEF;SG	N;FEM;SG
العرق	raça	عِرق	raça	N;NOM;DEF;SG	N;FEM;SG
العرق	corrida	عِرق	corrida	N;NOM;DEF;SG	N;FEM;SG
العرق	race	عِرق	race	N;NOM;DEF;SG	N;MASC;SG
العرق	etnia	عِرق	etniar	N;NOM;DEF;SG	N;FEM;SG
العرق	suor	عِرق	suor	N;NOM;DEF;SG	N;MASC;SG
مشهور	popular	مَشهُور	popular	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
مشهور	famosa	مَشهُور	famoso	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
مشهور	famoso	مَشهُور	famoso	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
سعة	capacidade	سَعَة	capacidade	N;NOM;INDF;SG	N;FEM;SG
سعة	amplitude	سَعَة	amplitude	N;NOM;INDF;SG	N;FEM;SG
مستعمرة	colônia	مُستَعمِر	colônia	N;NOM;INDF;SG	N;FEM;SG
مستعمرة	colónia	مُستَعمِر	colónia	N;NOM;INDF;SG	N;FEM;SG
نهج	abordagem	نَهج	abordagem	N;NOM;INDF;SG	N;FEM;SG
نهج	aproximação	نَهج	aproximação	N;NOM;INDF;SG	N;FEM;SG
كتائب	batalhões	كَتِيبَة	batalhão	N;NOM;INDF;PL	N;MASC;PL
المستعمرات	colônias	مُستَعمَر	colônia	N;NOM;DEF;PL	N;FEM;PL
المستعمرات	colónias	مُستَعمَر	colónia	N;NOM;DEF;PL	N;FEM;PL
القضاة	juízes	قَاضِي	juíz	N;NOM;DEF;PL	N;MASC;PL
القضاة	juizes	قَاضِي	juiz	N;NOM;DEF;PL	N;MASC;PL
القضاة	magistrados	قَاضِي	magistrado	N;NOM;DEF;PL	N;MASC;PL
تاريخي	histórico	تَارِيخِيّ	histórico	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
تاريخي	histórica	تَارِيخِيّ	histórico	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
تاريخي	histórico	تَارِيخِيّ	histórico	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
تاريخي	histórica	تَارِيخِيّ	histórico	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
الخبز	pão	خُبز	pão	N;NOM;DEF;SG	N;MASC;SG
تعاون	colaboração	تَعَاوُن	colaboração	N;NOM;INDF;SG	N;FEM;SG
تعاون	cooperação	تَعَاوُن	cooperação	N;NOM;INDF;SG	N;FEM;SG
اللاذقية	latakia	لَاذِقِيَّة	latakia	N;NOM;DEF;SG	N;FEM;SG
الصلاحية	validade	صَلَاحِيَّة	validade	N;NOM;DEF;SG	N;FEM;SG
استهلاك	consumo	اِستِهلَاك	consumo	N;NOM;INDF;SG	N;MASC;SG
استهلاك	amortização	اِستِهلَاك	amortização	N;NOM;INDF;SG	N;FEM;SG
استهلاك	depreciação	اِستِهلَاك	depreciação	N;NOM;INDF;SG	N;FEM;SG
استهلاك	desvalorização	اِستِهلَاك	desvalorização	N;NOM;INDF;SG	N;FEM;SG
الشجرة	árvore	شُجرَة	árvore	N;NOM;DEF;SG	N;FEM;SG
الشجرة	arvore	شُجرَة	arvore	N;NOM;DEF;SG	N;FEM;SG
موعد	data	مَوعِد	data	N;NOM;INDF;SG	N;FEM;SG
موعد	nomeação	مَوعِد	nomeação	N;NOM;INDF;SG	N;FEM;SG
موعد	marcação	مَوعِد	marcação	N;NOM;INDF;SG	N;FEM;SG
الفجر	dawn	فَجر	dawn	N;NOM;DEF;SG	N;MASC;SG
الفجر	madrugada	فَجر	madrugada	N;NOM;DEF;SG	N;FEM;SG
الفجر	amanhecer	فَجر	amanhecer	N;NOM;DEF;SG	N;MASC;SG
اعادة	restauro	إِعَادَة	restauro	N;NOM;INDF;SG	N;MASC;SG
الفيروس	virus	فَيرُوس	virus	N;NOM;DEF;SG	N;MASC;SG
الفيروس	vírus	فَيرُوس	vírus	N;NOM;DEF;SG	N;MASC;SG
العضو	membro	عُضو	membro	N;NOM;DEF;SG	N;MASC;SG
العضو	órgão	عُضو	órgão	N;NOM;DEF;SG	N;MASC;SG
النبلاء	nobres	نَبِيل	nobre	N;NOM;DEF;PL	N;MASC;PL
المعرض	exibição	مَعرِض	exibição	N;NOM;DEF;SG	N;FEM;SG
المعرض	galeria	مَعرِض	galeria	N;NOM;DEF;SG	N;FEM;SG
المعرض	exibição	مَعرِض	exibição	N;NOM;DEF;SG	N;FEM;SG
المعرض	exposição	مَعرِض	exposição	N;NOM;DEF;SG	N;FEM;SG
التجار	comerciantes	تَاجِر	comerciante	N;NOM;DEF;PL	N;MASC;PL
التجار	mercadores	تَاجِر	mercador	N;NOM;DEF;PL	N;MASC;PL
التجار	comerciantes	تَاجِر	comerciante	N;NOM;DEF;PL	N;MASC;PL
التجار	traficantes	تَاجِر	traficante	N;NOM;DEF;PL	N;MASC;PL
التجار	revendedores	تَاجِر	revendedor	N;NOM;DEF;PL	N;MASC;PL
التجار	concessionários	تَاجِر	concessionário	N;NOM;DEF;PL	N;MASC;PL
المهاجم	atacante	مُهَاجِم	atacante	N;NOM;DEF;SG	N;MASC;SG
المهاجم	agressor	مُهَاجِم	agressor	N;NOM;DEF;SG	N;MASC;SG
المهاجم	atacante	مُهَاجِم	atacante	N;NOM;DEF;SG	N;MASC;SG
المهاجم	striker	مُهَاجِم	striker	N;NOM;DEF;SG	N;MASC;SG
الجملة	grossista	جُملَة	grossista	N;NOM;DEF;SG	N;MASC;SG
الجملة	varejo	جُملَة	varejo	N;NOM;DEF;SG	N;MASC;SG
الجملة	frase	جُملَة	frase	N;NOM;DEF;SG	N;FEM;SG
الجملة	sentença	جُملَة	sentença	N;NOM;DEF;SG	N;FEM;SG
مضيق	estreito	مَضِيق	estreito	N;NOM;INDF;SG	N;MASC;SG
المجلات	revistas	مَجَلّ	revista	N;NOM;DEF;PL	N;FEM;PL
ذاتي	subjectiva	ذَاوتِيّ	subjectivo	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
الدقة	precisão	دِقَّة	precisão	N;NOM;DEF;SG	N;FEM;SG
الدقة	exactidão	دِقَّة	exactidão	N;NOM;DEF;SG	N;FEM;SG
الدقة	rigor	دِقَّة	rigor	N;NOM;DEF;SG	N;MASC;SG
الدقة	precisão	دِقَّة	precisão	N;NOM;DEF;SG	N;FEM;SG
الدقة	exatidão	دِقَّة	exatidão	N;NOM;DEF;SG	N;FEM;SG
الحادثة	incidente	حَادِث	incidente	N;NOM;DEF;SG	N;MASC;SG
البعد	distância	بُعد	distância	N;NOM;DEF;SG	N;FEM;SG
البعد	distancia	بُعد	distanciar	N;NOM;DEF;SG	N;FEM;SG
البعد	dimensão	بُعد	dimensão	N;NOM;DEF;SG	N;FEM;SG
سائل	líquido	سَائِل	líquido	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
سائل	líquida	سَائِل	líquido	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
اضافة	add	إِضَافَة	add	N;NOM;INDF;SG	N;MASC;SG
اضافة	adenda	إِضَافَة	adenda	N;NOM;INDF;SG	N;FEM;SG
موارد	recursos	مَورِد	recurso	N;NOM;INDF;PL	N;MASC;PL
مسؤول	administrador	مَسؤُول	administrador	N;NOM;INDF;SG	N;MASC;SG
مسؤول	administradora	مَسؤُول	administradora	N;NOM;INDF;SG	N;FEM;SG
مسؤول	funcionário	مَسؤُول	funcionário	N;NOM;INDF;SG	N;MASC;SG
مسؤول	official	مَسؤُول	official	N;NOM;INDF;SG	N;MASC;SG
الثقيلة	heavy	ثَقِيل	heavy	N;NOM;DEF;SG	N;MASC;SG
خفض	diminuição	خَفض	diminuição	N;NOM;INDF;SG	N;FEM;SG
خبرة	experiência	خِبرَة	experiência	N;NOM;INDF;SG	N;FEM;SG
خبرة	experiencia	خِبرَة	experienciar	N;NOM;INDF;SG	N;FEM;SG
خبرة	vivência	خِبرَة	vivência	N;NOM;INDF;SG	N;FEM;SG
الرقص	dança	رَقص	dança	N;NOM;DEF;SG	N;FEM;SG
الرقص	dance	رَقص	dance	N;NOM;DEF;SG	N;MASC;SG
الرقص	dança	رَقص	dança	N;NOM;DEF;SG	N;FEM;SG
الرقص	dancing	رَقص	dancing	N;NOM;DEF;SG	N;MASC;SG
المقطع	morph	مُقَطَّع	morph	N;NOM;DEF;SG	N;MASC;SG
السفير	embaixadora	سَفِير	embaixadora	N;NOM;DEF;SG	N;FEM;SG
السفير	embaixador	سَفِير	embaixador	N;NOM;DEF;SG	N;MASC;SG
الشاي	chá	شَاي	chá	N;NOM;DEF;SG	N;MASC;SG
السيدات	senhoritas	سَيِّدَة	senhorita	N;NOM;DEF;PL	N;FEM;PL
السيدات	senhoras	سَيِّدَة	senhora	N;NOM;DEF;PL	N;FEM;PL
السيدات	damas	سَيِّدَة	damas	N;NOM;DEF;PL	N;FEM;PL
العقود	contratos	عَقد	contrato	N;NOM;DEF;PL	N;MASC;PL
التنوع	diversidade	تَنَوُّع	diversidade	N;NOM;DEF;SG	N;FEM;SG
التنوع	variedade	تَنَوُّع	variedade	N;NOM;DEF;SG	N;FEM;SG
التنوع	variety	تَنَوُّع	variety	N;NOM;DEF;SG	N;MASC;SG
خطيرة	perigosa	خَطِير	perigoso	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
خطيرة	perigoso	خَطِير	perigoso	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مخيم	campismo	مُخَيَّم	campismo	N;NOM;INDF;SG	N;MASC;SG
مخيم	acampamento	مُخَيَّم	acampamento	N;NOM;INDF;SG	N;MASC;SG
مخيم	camp	مُخَيَّم	camp	N;NOM;INDF;SG	N;MASC;SG
مخيم	campo	مُخَيَّم	campo	N;NOM;INDF;SG	N;MASC;SG
البيع	venda	بَيع	venda	N;NOM;DEF;SG	N;FEM;SG
البيع	sales	بَيع	sale	N;NOM;DEF;SG	N;MASC;SG
الحكام	governadores	حَكَم	governador	N;NOM;DEF;PL	N;MASC;PL
الحكام	governantes	حَكَم	governante	N;NOM;DEF;PL	N;MASC;PL
التغير	mudança	تَغَيُّر	mudança	N;NOM;DEF;SG	N;FEM;SG
التغير	troco	تَغَيُّر	troco	N;NOM;DEF;SG	N;MASC;SG
توقع	assinar	تَوَقَّع	assinar	V;MASC;IMP;SG	V;NFIN
موجات	ondas	مَوجَة	ondas	N;NOM;INDF;PL	N;FEM;PL
الاعمال	negócios	عَمَل	negócio	N;NOM;DEF;PL	N;MASC;PL
العضلة	músculo	عُضلَة	músculo	N;NOM;DEF;SG	N;MASC;SG
العضلة	muscular	عُضلَة	muscular	N;NOM;DEF;SG	N;MASC;SG
سفراء	embaixadores	سَفِير	embaixador	N;NOM;INDF;PL	N;MASC;PL
العسل	mel	عَسَل	mel	N;NOM;DEF;SG	N;MASC;SG
يدعو	convida	دَعَا	convida	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الدقيق	farinha	دَقِيق	farinha	N;NOM;DEF;SG	N;FEM;SG
امتصاص	aspiração	اِمتِصَاص	aspiração	N;NOM;INDF;SG	N;FEM;SG
امتصاص	sucção	اِمتِصَاص	sucção	N;NOM;INDF;SG	N;FEM;SG
غرف	salas	غُرفَة	sala	N;NOM;INDF;PL	N;FEM;PL
غرف	quartos	غُرفَة	quarto	N;NOM;INDF;PL	N;MASC;PL
حر	grátis	حُرّ	grátis	N;NOM;INDF;SG	N;MASC;SG
حر	free	حُرّ	free	N;NOM;INDF;SG	N;MASC;SG
السيادة	soberania	سِيَادَة	soberania	N;NOM;DEF;SG	N;FEM;SG
الحقائق	fatos	حَقِيقَة	fato	N;NOM;DEF;PL	N;MASC;PL
الحقائق	factos	حَقِيقَة	facto	N;NOM;DEF;PL	N;MASC;PL
المطبخ	cozinha	مُطبِخ	cozinha	N;NOM;DEF;SG	N;FEM;SG
المعنية	preocupada	مَعنِيّ	preocupado	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
المعنية	preocupado	مَعنِيّ	preocupado	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
جذور	raízes	جذور	raíz	N;NOM;INDF;PL	N;FEM;PL
جذور	raízes	جذور	raíz	N;NOM;INDF;PL	N;FEM;PL
عبادة	cult	عبادة	cult	N;NOM;INDF;SG	N;MASC;SG
عبادة	seita	عبادة	ser	N;NOM;INDF;SG	N;FEM;SG
عبادة	culto	عبادة	culto	N;NOM;INDF;SG	N;MASC;SG
عبادة	culto	عبادة	culto	N;NOM;INDF;SG	N;MASC;SG
عبادة	adoração	عبادة	adoração	N;NOM;INDF;SG	N;FEM;SG
عظام	ossos	عَظم	osso	N;NOM;INDF;PL	N;MASC;PL
عظام	espinhas	عَظم	espinha	N;NOM;INDF;PL	N;FEM;PL
فيلا	villa	فِيلَّا	villa	N;NOM;INDF;SG	N;MASC;SG
فيلا	elefante	فِيلَّا	elefante	N;NOM;INDF;SG	N;MASC;SG
التنسيق	formatação	تَنسِيق	formatação	N;NOM;DEF;SG	N;FEM;SG
التنسيق	coordenação	تَنسِيق	coordenação	N;NOM;DEF;SG	N;FEM;SG
الفطريات	fungos	فَطَرِيّ	fungo	N;NOM;DEF;PL	N;MASC;PL
الفطريات	fungos	فَطَرِيّ	fungo	N;NOM;DEF;PL	N;MASC;PL
الوفد	delegação	وَفد	delegação	N;NOM;DEF;SG	N;FEM;SG
التفاصيل	pormenores	تَفصِيل	pormenor	N;NOM;DEF;PL	N;MASC;PL
التفاصيل	detalhes	تَفصِيل	detalhe	N;NOM;DEF;PL	N;MASC;PL
التفاصيل	detalhes	تَفصِيل	detalhe	N;NOM;DEF;PL	N;MASC;PL
استغلال	exploração	اِستِغلَال	exploração	N;NOM;INDF;SG	N;FEM;SG
قرص	disquete	قُرصَ	disquete	N;NOM;INDF;SG	N;MASC;SG
قرص	disco	قُرصَ	disco	N;NOM;INDF;SG	N;MASC;SG
قرص	disc	قُرصَ	disc	N;NOM;INDF;SG	N;MASC;SG
قرص	disco	قُرصَ	disco	N;NOM;INDF;SG	N;MASC;SG
يقلل	abaixa	قَلَّل	abaixar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
يقلل	reduz	قَلَّل	reduzir	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الصحيفة	jornal	صَحِيفَة	jornal	N;NOM;DEF;SG	N;MASC;SG
شيوخ	anciãos	شَيخ	ancião	N;NOM;INDF;PL	N;MASC;PL
شيوخ	anciões	شَيخ	ancião	N;NOM;INDF;PL	N;MASC;PL
شيوخ	xeques	شَيخ	xeque	N;NOM;INDF;PL	N;MASC;PL
المستشفيات	hospitais	مُستَشفَى	hospital	N;NOM;DEF;PL	N;MASC;PL
ضواحي	subúrbios	ضَاحِيَة	subúrbio	N;NOM;INDF;PL	N;MASC;PL
البصرية	visual	بَصَرِيّ	visual	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الدراما	dramas	دِرَامَا	drama	N;NOM;DEF;PL	N;MASC;PL
المؤلفات	monografias	مُؤَلَّف	monografia	N;NOM;DEF;PL	N;FEM;PL
الخبراء	peritos	خَبِير	perito	N;NOM;DEF;PL	N;MASC;PL
الخبراء	especialistas	خَبِير	especialista	N;NOM;DEF;PL	N;PL
تشجيع	encorajamento	تَشجِيع	encorajamento	N;NOM;INDF;SG	N;MASC;SG
تشجيع	incentivo	تَشجِيع	incentivo	N;NOM;INDF;SG	N;MASC;SG
كتيبة	batalhão	كَتِيبَة	batalhão	N;NOM;INDF;SG	N;MASC;SG
الجندي	soldado	الجندي	soldado	N;NOM;DEF;SG	N;MASC;SG
التقسيمات	avarias	تَقسِيم	avaria	N;NOM;DEF;PL	N;FEM;PL
التقسيمات	discriminações	تَقسِيم	discriminação	N;NOM;DEF;PL	N;FEM;PL
المهارات	skills	مَهَارَة	skill	N;NOM;DEF;PL	N;MASC;PL
المهارات	habilidades	مَهَارَة	habilidade	N;NOM;DEF;PL	N;FEM;PL
المهارات	aptidões	مَهَارَة	aptidão	N;NOM;DEF;PL	N;FEM;PL
المهارات	competências	مَهَارَة	competência	N;NOM;DEF;PL	N;FEM;PL
المهارات	habilidades	مَهَارَة	habilidade	N;NOM;DEF;PL	N;FEM;PL
نجمة	estrela	نَجمَة	estrela	N;NOM;INDF;SG	N;FEM;SG
نجمة	star	نَجمَة	star	N;NOM;INDF;SG	N;MASC;SG
العقيد	cel	عَقِيد	cel	N;NOM;DEF;SG	N;MASC;SG
العقيد	coronel	عَقِيد	coronel	N;NOM;DEF;SG	N;MASC;SG
دبابة	tanque	دَبَّابَة	tanque	N;NOM;INDF;SG	N;MASC;SG
دبابة	reservatório	دَبَّابَة	reservatório	N;NOM;INDF;SG	N;MASC;SG
دبابة	tank	دَبَّابَة	tank	N;NOM;INDF;SG	N;MASC;SG
البندقية	caçadeira	بُندُقِيّ	caçadeira	N;NOM;DEF;SG	N;FEM;SG
البندقية	espingarda	بُندُقِيّ	espingarda	N;NOM;DEF;SG	N;FEM;SG
البندقية	veneza	بُندُقِيّ	veneza	N;NOM;DEF;SG	N;FEM;SG
التطبيق	aplicativo	تَطبِيق	aplicativo	N;NOM;DEF;SG	N;MASC;SG
التطبيق	aplicação	تَطبِيق	aplicação	N;NOM;DEF;SG	N;FEM;SG
التطبيق	app	تَطبِيق	app	N;NOM;DEF;SG	N;MASC;SG
التطبيق	aplicativo	تَطبِيق	aplicativo	N;NOM;DEF;SG	N;MASC;SG
التطبيق	aplicação	تَطبِيق	aplicação	N;NOM;DEF;SG	N;FEM;SG
مهبط	aeródromo	مهبط	aeródromo	N;NOM;INDF;SG	N;MASC;SG
الشيطان	satanás	شِيطَان	satanás	N;NOM;DEF;SG	N;MASC;SG
الشيطان	satã	شِيطَان	satã	N;NOM;DEF;SG	N;MASC;SG
الشيطان	satan	شِيطَان	satan	N;NOM;DEF;SG	N;MASC;SG
زعماء	lideres	زَعِيم	lider	N;NOM;INDF;PL	N;MASC;PL
زعماء	dirigentes	زَعِيم	dirigente	N;NOM;INDF;PL	N;MASC;PL
زعماء	líderes	زَعِيم	líder	N;NOM;INDF;PL	N;MASC;PL
دروس	ensinamentos	دَرس	ensinamento	N;NOM;INDF;PL	N;MASC;PL
دروس	lições	دَرس	lição	N;NOM;INDF;PL	N;FEM;PL
دروس	aulas	دَرس	aula	N;NOM;INDF;PL	N;FEM;PL
رومانسية	romântico	رُومَانسِيَّة	romântico	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
رومانسية	romântica	رُومَانسِيَّة	romântico	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
تثبيت	montagem	تَثبِيت	montagem	N;NOM;INDF;SG	N;FEM;SG
تثبيت	instalação	تَثبِيت	instalação	N;NOM;INDF;SG	N;FEM;SG
تثبيت	instalação	تَثبِيت	instalação	N;NOM;INDF;SG	N;FEM;SG
حقول	campos	حَقل	campo	N;NOM;INDF;PL	N;MASC;PL
المفاهيم	noções	مَفهُوم	noção	N;NOM;DEF;PL	N;FEM;PL
المفاهيم	conceitos	مَفهُوم	conceito	N;NOM;DEF;PL	N;MASC;PL
تشكلت	formado	تَشَكَّل	formar	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
تشكلت	formada	تَشَكَّل	formar	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP
الزيت	azeite	الزيت	azeite	N;NOM;DEF;SG	N;MASC;SG
الزيت	óleo	الزيت	óleo	N;NOM;DEF;SG	N;MASC;SG
الزيت	petróleo	الزيت	petróleo	N;NOM;DEF;SG	N;MASC;SG
المشاهد	cenas	مَشهَد	cena	N;NOM;DEF;PL	N;FEM;PL
الحضارات	civilizações	حَضَارَة	civilização	N;NOM;DEF;PL	N;FEM;PL
الحضارات	civilizações	حَضَارَة	civilização	N;NOM;DEF;PL	N;FEM;PL
مهاجم	atacante	مُهَاجِم	atacante	N;NOM;INDF;SG	N;MASC;SG
مهاجم	striker	مُهَاجِم	striker	N;NOM;INDF;SG	N;MASC;SG
مواقف	atitudes	مَوقِف	atitude	N;NOM;INDF;PL	N;FEM;PL
البوابات	portões	بَوَّابَة	portão	N;NOM;DEF;PL	N;MASC;PL
البوابات	portas	بَوَّابَة	porta	N;NOM;DEF;PL	N;FEM;PL
البوابات	portais	بَوَّابَة	portal	N;NOM;DEF;PL	N;MASC;PL
ميلاد	parto	ميلاد	parto	N;NOM;INDF;SG	N;MASC;SG
ميلاد	nascimento	ميلاد	nascimento	N;NOM;INDF;SG	N;MASC;SG
قائم	existente	قَائِم	existente	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
سكن	moradia	سَكَن	moradia	N;NOM;INDF;SG	N;FEM;SG
سكن	habitação	سَكَن	habitação	N;NOM;INDF;SG	N;FEM;SG
سكن	alojamento	سَكَن	alojamento	N;NOM;INDF;SG	N;MASC;SG
الرقابة	superintendência	رَقَابَة	superintendência	N;NOM;DEF;SG	N;FEM;SG
الرقابة	supervisão	رَقَابَة	supervisão	N;NOM;DEF;SG	N;FEM;SG
الرقابة	censura	رَقَابَة	censura	N;NOM;DEF;SG	N;FEM;SG
الامبراطورية	empire	الامبراطورية	empire	N;NOM;DEF;SG	N;MASC;SG
الامبراطورية	império	الامبراطورية	império	N;NOM;DEF;SG	N;MASC;SG
الامبراطورية	imperial	الامبراطورية	imperial	N;NOM;DEF;SG	N;MASC;SG
الطقس	clima	طَقس	clima	N;NOM;DEF;SG	N;MASC;SG
الطقس	tempo	طَقس	tempo	N;NOM;DEF;SG	N;MASC;SG
الطقس	meteorologia	طَقس	meteorologia	N;NOM;DEF;SG	N;FEM;SG
وجهات	destinos	وِجهَة	destino	N;NOM;INDF;PL	N;MASC;PL
المسؤولين	administradores	مَسؤُول	administrador	N;NOM;DEF;PL	N;MASC;PL
المسؤولين	funcionários	مَسؤُول	funcionário	N;NOM;DEF;PL	N;MASC;PL
المسؤولين	oficiais	مَسؤُول	oficial	N;NOM;DEF;PL	N;MASC;PL
حكايات	contos	حِكَايَة	conto	N;NOM;INDF;PL	N;MASC;PL
حكايات	histórias	حِكَايَة	história	N;NOM;INDF;PL	N;FEM;PL
تقارب	convergência	تَقَارُب	convergência	N;NOM;INDF;SG	N;FEM;SG
المنع	prevenção	مَنع	prevenção	N;NOM;DEF;SG	N;FEM;SG
هواء	ar	هَوَاء	ar	N;NOM;INDF;SG	N;MASC;SG
هواء	air	هَوَاء	air	N;NOM;INDF;SG	N;MASC;SG
مسابقات	concursos	مُسَابَقَة	concurso	N;NOM;INDF;PL	N;MASC;PL
مسابقات	competições	مُسَابَقَة	competição	N;NOM;INDF;PL	N;FEM;PL
مسابقات	questionários	مُسَابَقَة	questionário	N;NOM;INDF;PL	N;MASC;PL
مسابقات	concursos	مُسَابَقَة	concurso	N;NOM;INDF;PL	N;MASC;PL
مسابقات	competições	مُسَابَقَة	competição	N;NOM;INDF;PL	N;FEM;PL
الحوض	pélvis	حَوض	pélvi	N;NOM;DEF;SG	N;FEM;SG
الحوض	banheira	حَوض	banheira	N;NOM;DEF;SG	N;FEM;SG
يؤمن	crê	آمَن	crer	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
يؤمن	acredita	آمَن	acreditar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
المنصورة	almançora	مَنصُور	almançora	N;NOM;DEF;SG	N;MASC;SG
الدير	monastério	دَير	monastério	N;NOM;DEF;SG	N;MASC;SG
الدير	mosteiro	دَير	mosteiro	N;NOM;DEF;SG	N;MASC;SG
الدير	abadia	دَير	abadia	N;NOM;DEF;SG	N;FEM;SG
الدير	abbey	دَير	abbey	N;NOM;DEF;SG	N;MASC;SG
الكائن	objeto	كَائِن	objeto	N;NOM;DEF;SG	N;MASC;SG
الكائن	objecto	كَائِن	objecto	N;NOM;DEF;SG	N;MASC;SG
الكائن	organismo	كَائِن	organismo	N;NOM;DEF;SG	N;MASC;SG
الصحفيين	jornalistas	صُحُفِيّ	jornalista	N;NOM;DEF;PL	N;MASC;PL
الصحفيين	repórteres	صُحُفِيّ	repórter	N;NOM;DEF;PL	N;MASC;PL
اختبارات	exames	اِختِبَار	exame	N;NOM;INDF;PL	N;MASC;PL
اختبارات	testes	اِختِبَار	teste	N;NOM;INDF;PL	N;MASC;PL
اختبارات	ensaios	اِختِبَار	ensaio	N;NOM;INDF;PL	N;MASC;PL
الاعتقاد	crença	اِعتِقَاد	crença	N;NOM;DEF;SG	N;FEM;SG
انشاء	criação	إِنشَاء	criação	N;NOM;INDF;SG	N;FEM;SG
الارض	earth	أَرض	earth	N;NOM;DEF;SG	N;MASC;SG
الارض	terra	أَرض	terra	N;NOM;DEF;SG	N;FEM;SG
الارض	land	أَرض	land	N;NOM;DEF;SG	N;MASC;SG
الارض	terra	أَرض	terra	N;NOM;DEF;SG	N;FEM;SG
تصحيح	rectificação	تَصحِيح	rectificação	N;NOM;INDF;SG	N;FEM;SG
تصحيح	correção	تَصحِيح	correção	N;NOM;INDF;SG	N;FEM;SG
تصحيح	correcção	تَصحِيح	correcção	N;NOM;INDF;SG	N;FEM;SG
المجاهدين	mujahideen	مُجَاهِد	mujahideen	N;NOM;DEF;PL	N;MASC;PL
اثناء	durante	أَثنَاءَ	durante	ADP;ACC	ADP
