for	za	for	za		
characterized	charakterizovať	characterize	charakterizovať	V;PST;V.PTCP	V;IPFV;POS;NFIN
syrian	sýrskej	syrian	sýrský	ADJ	ADJ;GEN;FEM;SG
welfare	blahobyt	welfare	blahobyt	N;SG	N;INAN;NOM;MASC;SG
welfare	blaho	welfare	blaho	N;SG	N;NOM;NEUT;SG
monitor	monitorovať	monitor	monitorovať	V;IMP;FIN	V;IPFV;POS;NFIN
columns	stĺpce	column	stĺpec	N;PL	N;INAN;NOM;MASC;PL
columns	stĺpy	column	stĺp	N;PL	N;INAN;NOM;MASC;PL
repair	oprava	repair	oprava	N;SG	N;NOM;FEM;SG
repair	opravu	repair	oprava	N;SG	N;ACC;FEM;SG
dollars	doláre	dollar	dolár	N;PL	N;INAN;NOM;MASC;PL
dollars	dolárov	dollar	dolár	N;PL	N;INAN;GEN;MASC;PL
organised	organizovanému	organised	organizovaný	ADJ	ADJ;ANIM;DAT;MASC;SG;POS;V.PTCP;PASS
organised	organizovaný	organised	organizovaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organised	organizovaná	organised	organizovaný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organised	organizované	organised	organizovaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
parameter	parameter	parameter	parameter	N;SG	N;INAN;NOM;MASC;SG
parameter	parametra	parameter	parameter	N;SG	N;INAN;NOM;MASC;SG
truly	skutočne	truly	skutočne	ADV	ADV
resolve	vyriešiť	resolve	vyriešiť	V;IMP;FIN	V;PFV;POS;NFIN
resolve	riešiť	resolve	riešiť	V;IMP;FIN	V;IPFV;POS;NFIN
parade	sprievod	parade	sprievod	N;SG	N;INAN;NOM;MASC;SG
awareness	informovanosť	awareness	informovanosť	N;SG	N;NOM;FEM;SG
awareness	uvedomenie	awareness	uvedomenie	N;SG	N;NOM;NEUT;SG
awareness	povedomie	awareness	povedomie	N;SG	N;NOM;NEUT;SG
depends	záleží	depend	záležať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
define	definovať	define	definovať	V;IMP;FIN	V;IPFV;POS;NFIN
define	vymedziť	define	vymedziť	V;IMP;FIN	V;PFV;POS;NFIN
republicans	republikáni	republican	republikáň	N;PL	N;ANIM;NOM;MASC;PL
conspiracy	sprisahanie	conspiracy	sprisahanie	N;SG	N;NOM;NEUT;SG
dies	zomrie	die	zomrieť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
dies	umrie	die	umrieť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
rough	drsný	rough	drsný	ADJ	ADJ;ANIM;NOM;MASC;SG
equation	rovnica	equation	rovnica	N;SG	N;NOM;FEM;SG
feels	cíti	feel	cítiť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
cutting	rezanie	cutting	rezanie	N;SG	N;NOM;NEUT;SG
cutting	strihanie	cutting	strihanie	N;SG	N;NOM;NEUT;SG
button	tlačidlo	button	tlačidlo	N;SG	N;NOM;NEUT;SG
brands	značiek	brand	značka	N;PL	N;GEN;FEM;PL
brands	značky	brand	značka	N;PL	N;NOM;FEM;PL
neck	krk	neck	krk	N;SG	N;INAN;NOM;MASC;SG
neck	šije	neck	šiť	N;SG	N;NOM;FEM;SG
neck	krku	neck	krk	N;SG	N;INAN;GEN;MASC;SG
forever	navždy	forever	navždy	ADV	ADV
forever	naveky	forever	naveky	ADV	ADV
drink	nápoj	drink	nápoj	N;SG	N;INAN;NOM;MASC;SG
sheriff	šerif	sheriff	šerif	N;SG	N;ANIM;NOM;MASC;SG
sheriff	šerifa	sheriff	šerif	N;SG	N;ANIM;ACC;MASC;SG
irrelevant	nepodstatné	irrelevant	nepodstatný	ADJ	ADJ;NOM;NEUT;SG
irrelevant	irelevantné	irrelevant	irelevantný	ADJ	ADJ;NOM;NEUT;SG
poorly	slabo	poorly	slabo	ADV	ADV
vanity	márnivosť	vanity	márnivosť	N;SG	N;NOM;FEM;SG
gift	darček	gift	darček	N;SG	N;INAN;NOM;MASC;SG
gift	dar	gift	dar	N;SG	N;INAN;NOM;MASC;SG
riders	jazdcov	rider	jazdec	N;PL	N;ANIM;ACC;MASC;PL
riders	jazdci	rider	jazdec	N;PL	N;ANIM;NOM;MASC;PL
functional	funkčné	functional	funkčný	ADJ	ADJ;NOM;NEUT;SG
functional	funkčná	functional	funkčný	ADJ	ADJ;NOM;FEM;SG
functional	funkčný	functional	funkčný	ADJ	ADJ;INAN;NOM;MASC;SG
crossed	prekročili	cross	prekročiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
diverse	rôznorodé	diverse	rôznorodý	ADJ	ADJ;NOM;NEUT;SG
diverse	rozmanité	diverse	rozmanitý	ADJ	ADJ;NOM;NEUT;SG
quotes	citáty	quote	citát	N;PL	N;INAN;NOM;MASC;PL
slowly	pomaličky	slowly	pomaličky	ADV	ADV
slowly	pomaly	slowly	pomaly	ADV	ADV
attitude	postoj	attitude	postoj	N;SG	N;INAN;NOM;MASC;SG
mouse	myš	mouse	myš	N;SG	N;NOM;FEM;SG
mouse	myška	mouse	myška	N;SG	N;NOM;FEM;SG
mouse	myši	mouse	myš	N;SG	N;VOC;FEM;SG
protests	protesty	protest	protest	N;PL	N;INAN;NOM;MASC;PL
protests	protestov	protest	protest	N;PL	N;INAN;GEN;MASC;PL
gods	bohmi	god	boh	N;PL	N;ANIM;INS;MASC;PL
gods	bohovia	god	boh	N;PL	N;ANIM;NOM;MASC;PL
gods	bohov	god	boh	N;PL	N;ANIM;ACC;MASC;PL
amounts	čiastky	amount	čiastka	N;PL	N;NOM;FEM;PL
amounts	množstvá	amount	množstvo	N;PL	N;NOM;NEUT;PL
amounts	sumy	amount	suma	N;PL	N;NOM;FEM;PL
variation	odchýlka	variation	odchýlka	N;SG	N;NOM;FEM;SG
smart	inteligentné	smart	inteligentný	ADJ	ADJ;NOM;NEUT;SG
smart	múdry	smart	múdry	ADJ	ADJ;ANIM;NOM;MASC;SG
smart	šikovný	smart	šikovný	ADJ	ADJ;ANIM;NOM;MASC;SG
smart	múdra	smart	múdry	ADJ	ADJ;NOM;FEM;SG
prices	ceny	price	cena	N;PL	N;NOM;FEM;PL
prayer	modlitbu	prayer	modlitba	N;SG	N;ACC;FEM;SG
prayer	modlitbe	prayer	modlitba	N;SG	N;DAT;FEM;SG
prayer	modlitba	prayer	modlitba	N;SG	N;NOM;FEM;SG
terrorism	terorizmus	terrorism	terorizmus	N;SG	N;INAN;NOM;MASC;SG
counts	počty	count	počet	N;PL	N;INAN;NOM;MASC;PL
iraqi	irackých	iraqi	iracký	ADJ	ADJ;GEN;MASC;PL
detective	detektív	detective	detektív	N;SG	N;ANIM;NOM;MASC;SG
detective	detektíva	detective	detektív	N;SG	N;ANIM;ACC;MASC;SG
detective	detektívka	detective	detektívka	N;SG	N;NOM;FEM;SG
somebody	niekto	somebody	niekto	PRO;SG	PRO;ANIM;NOM;MASC;SG
somebody	niekoho	somebody	niekto	PRO;SG	PRO;ANIM;NOM;MASC;SG
linking	prepojenie	link	prepojenie	N;SG	N;NOM;NEUT;SG
compositions	kompozícií	composition	kompozícia	N;PL	N;GEN;FEM;PL
compositions	zloženia	composition	zloženie	N;PL	N;NOM;NEUT;PL
extensively	extenzívne	extensively	extenzívne	ADV	ADV
filming	natáčanie	filming	natáčanie	N;SG	N;NOM;NEUT;SG
perfectly	perfektne	perfectly	perfektne	ADV	ADV
perfectly	dokonale	perfectly	dokonale	ADV	ADV
funeral	pohreb	funeral	pohreb	N;SG	N;INAN;NOM;MASC;SG
funeral	pohrebu	funeral	pohreba	N;SG	N;INAN;GEN;MASC;SG
farmer	farmár	farmer	farmár	N;SG	N;ANIM;NOM;MASC;SG
farmer	poľnohospodár	farmer	poľnohospodár	N;SG	N;ANIM;NOM;MASC;SG
farmer	sedliak	farmer	sedliak	N;SG	N;ANIM;NOM;MASC;SG
farmer	poľnohospodára	farmer	poľnohospodár	N;SG	N;INAN;GEN;MASC;SG
protestant	protestantských	protestant	protestantský	ADJ	ADJ;GEN;MASC;PL
focuses	zameriava	focus	zameriavať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
indonesian	indonézskych	indonesian	indonézsky	ADJ	ADJ;GEN;MASC;PL
mixing	miešanie	mixing	miešanie	N;SG	N;NOM;NEUT;SG
mixing	zmiešaním	mixing	zmiešaný	N;SG	N;INS;NEUT;SG
danger	nebezpečie	danger	nebezpečie	N;SG	N;NOM;NEUT;SG
danger	nebezpečenstvo	danger	nebezpečenstvo	N;SG	N;NOM;NEUT;SG
rally	zraz	rally	zraz	N;SG	N;INAN;NOM;MASC;SG
rally	rally	rally	rally	N;SG	N;INAN;NOM;MASC;SG
camps	táboroch	camp	tábor	N;PL	N;INAN;ESS;MASC;PL
camps	tábory	camp	tábor	N;PL	N;INAN;NOM;MASC;PL
camps	táborov	camp	tábor	N;PL	N;INAN;GEN;MASC;PL
surprise	prekvapenie	surprise	prekvapenie	N;SG	N;NOM;NEUT;SG
manufactured	vyrobiť	manufacture	vyrobiť	V;PST;V.PTCP	V;PFV;POS;NFIN
manufactured	vyrábali	manufacture	vyrábať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
unnecessary	zbytočné	unnecessary	zbytočný	ADJ	ADJ;NOM;NEUT;SG
unnecessary	nepotrebné	unnecessary	nepotrebný	ADJ	ADJ;NOM;NEUT;SG
theorem	veta	theorem	veto	N;SG	N;NOM;FEM;SG
colonies	kolónie	colony	kolónia	N;PL	N;NOM;FEM;PL
brings	prináša	bring	prinášať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
winds	vetry	wind	vetry	N;PL	N;INAN;NOM;MASC;PL
magnetic	magnetický	magnetic	magnetický	ADJ	ADJ;INAN;NOM;MASC;SG
magnetic	magnetické	magnetic	magnetický	ADJ	ADJ;NOM;NEUT;SG
conversation	konverzácia	conversation	konverzácia	N;SG	N;NOM;FEM;SG
conversation	rozhovor	conversation	rozhovor	N;SG	N;INAN;NOM;MASC;SG
conversation	konverzáciu	conversation	konverzácia	N;SG	N;ACC;FEM;SG
gates	brány	gate	brána	N;PL	N;NOM;FEM;PL
ram	ram	ram	ram	N;SG	N;INAN;NOM;MASC;SG
plastic	plastové	plastic	plastový	ADJ	ADJ;NOM;NEUT;SG
electronics	elektroniky	electronics	elektronika	N;PL	N;NOM;FEM;PL
restore	obnoviť	restore	obnoviť	V;IMP;FIN	V;PFV;POS;NFIN
buses	autobusy	bus	autobus	N;PL	N;INAN;NOM;MASC;PL
buses	autobusov	bus	autobus	N;PL	N;INAN;GEN;MASC;PL
connect	pripojiť	connect	pripojiť	V;IMP;FIN	V;PFV;POS;NFIN
connect	spojiť	connect	spojiť	V;IMP;FIN	V;PFV;POS;NFIN
guests	hostí	guest	hostiť	N;PL	N;ANIM;ACC;MASC;PL
guests	hosťom	guest	hosť	N;PL	N;ANIM;DAT;MASC;PL
guests	hostia	guest	hosť	N;PL	N;ANIM;NOM;MASC;PL
radiation	radiácia	radiation	radiácia	N;SG	N;NOM;FEM;SG
radiation	žiarenie	radiation	žiarenie	N;SG	N;NOM;NEUT;SG
receives	prijíma	receive	prijímať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
receives	dostáva	receive	dostávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
generals	generáli	general	generál	N;PL	N;ANIM;NOM;MASC;PL
generals	generálov	general	generál	N;PL	N;ANIM;ACC;MASC;PL
intermediate	priebežné	intermediate	priebežný	ADJ	ADJ;NOM;NEUT;SG
verifiable	overiteľné	verifiable	overiteľný	ADJ	ADJ;NOM;NEUT;SG
filipino	filipínske	filipino	filipínsky	ADJ	ADJ;NOM;NEUT;SG
reaches	dosiahne	reach	dosiahnuť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
reaches	nedosiahne	reach	nedosiahne	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;NEG;PRS;FIN
oriented	orientované	oriented	orientovaný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oriented	orientovaný	oriented	orientovaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
oriented	orientovaná	oriented	orientovaný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
creates	vytvorí	create	vytvoriť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
creates	vytvára	create	vytvárať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
orbit	orbitu	orbit	orbita	N;SG	N;ACC;FEM;SG
massacre	masaker	massacre	masaker	N;SG	N;INAN;NOM;MASC;SG
dialogue	dialóg	dialogue	dialóg	N;SG	N;INAN;NOM;MASC;SG
dialogue	dialógu	dialogue	dialóga	N;SG	N;INAN;GEN;MASC;SG
illness	choroba	illness	choroba	N;SG	N;NOM;FEM;SG
illness	ochorenie	illness	ochorenie	N;SG	N;NOM;NEUT;SG
codes	kódy	code	kód	N;PL	N;INAN;NOM;MASC;PL
violations	porušenia	violation	porušenie	N;PL	N;NOM;NEUT;PL
tenure	profesúru	tenure	profesúr	N;SG	N;ACC;FEM;SG
ladies	dámske	lady	dámsky	N;PL	N;NOM;FEM;PL
ladies	dámy	lady	dámy	N;PL	N;NOM;FEM;PL
ratings	hodnotenia	ratings	hodnotenie	N;PL	N;NOM;NEUT;PL
incorrect	nesprávna	incorrect	správny	ADJ	ADJ;NOM;FEM;SG
incorrect	nesprávny	incorrect	nesprávny	ADJ	ADJ;INAN;NOM;MASC;SG
scout	scout	scout	scout	N;SG	N;INAN;NOM;MASC;SG
difficulty	náročnosť	difficulty	náročnosť	N;SG	N;NOM;FEM;SG
pupils	žiakov	pupil	žiak	N;PL	N;ANIM;ACC;MASC;PL
pupils	zreničky	pupil	zrenička	N;PL	N;NOM;FEM;PL
pupils	žiaci	pupil	žiak	N;PL	N;ANIM;NOM;MASC;PL
wealth	bohatstvo	wealth	bohatstvo	N;SG	N;NOM;NEUT;SG
toured	cestovali	tour	cestovať	V;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
allegations	obvinenia	allegation	obvinenie	N;PL	N;NOM;NEUT;PL
allegations	tvrdenia	allegation	tvrdenie	N;PL	N;NOM;NEUT;PL
regulation	predpis	regulation	predpis	N;SG	N;INAN;NOM;MASC;SG
regulation	regulácia	regulation	regulácia	N;SG	N;NOM;FEM;SG
regulation	nariadenie	regulation	nariadenie	N;SG	N;NOM;NEUT;SG
watching	pozerá	watch	pozerať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
watching	pozerať	watch	pozerať	V;V.MSDR	V;IPFV;POS;NFIN
watching	pozerám	watch	pozerať	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN
eggs	vajcia	egg	vajce	N;PL	N;NOM;NEUT;PL
eggs	vajec	egg	vajec	N;PL	N;GEN;NEUT;PL
eggs	vajíčka	egg	vajíčko	N;PL	N;NOM;NEUT;PL
citizenship	občianstvo	citizenship	občianstvo	N;SG	N;NOM;NEUT;SG
specialist	odborník	specialist	odborník	N;SG	N;ANIM;NOM;MASC;SG
specialist	špecialista	specialist	špecialista	N;SG	N;ANIM;NOM;MASC;SG
tasks	úlohy	task	úloha	N;PL	N;NOM;FEM;PL
tasks	úloh	task	úloha	N;PL	N;GEN;FEM;PL
intent	zámer	intent	zámer	N;SG	N;INAN;NOM;MASC;SG
intent	úmysel	intent	úmysel	N;SG	N;INAN;NOM;MASC;SG
instruction	pokyn	instruction	pokyn	N;SG	N;INAN;NOM;MASC;SG
instruction	vyučovanie	instruction	vyučovanie	N;SG	N;NOM;NEUT;SG
pride	pýcha	pride	pých	N;SG	N;NOM;FEM;SG
pride	hrdosť	pride	hrdosť	N;SG	N;NOM;FEM;SG
pride	hrdosti	pride	hrdosť	N;SG	N;DAT;FEM;SG
banner	banner	banner	banner	N;SG	N;INAN;NOM;MASC;SG
friendship	priateľstvo	friendship	priateľstvo	N;SG	N;NOM;NEUT;SG
corruption	korupcia	corruption	korupcia	N;SG	N;NOM;FEM;SG
corruption	korupciu	corruption	korupcia	N;SG	N;ACC;FEM;SG
sunk	potopil	sunk	potopiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
harm	ublížiť	harm	ublížiť	V;IMP;FIN	V;PFV;POS;NFIN
pilots	piloti	pilot	piloti	N;PL	N;ANIM;NOM;MASC;PL
pilots	pilotov	pilot	pilot	N;PL	N;INAN;GEN;MASC;PL
tape	pásku	tape	páska	N;SG	N;ACC;FEM;SG
tape	páska	tape	páska	N;SG	N;NOM;FEM;SG
emigrants	emigrantov	emigrant	emigrant	N;PL	N;ANIM;GEN;MASC;PL
revenge	pomsta	revenge	pomsta	N;SG	N;NOM;FEM;SG
revenge	pomstu	revenge	pomsta	N;SG	N;NOM;FEM;SG
revenge	odplata	revenge	odplata	N;SG	N;NOM;FEM;SG
revision	revízia	revision	revízia	N;SG	N;NOM;FEM;SG
revision	revízii	revision	revízia	N;SG	N;DAT;FEM;SG
dominant	dominantný	dominant	dominantný	ADJ	ADJ;ANIM;NOM;MASC;SG
dominant	dominantné	dominant	dominantný	ADJ	ADJ;NOM;NEUT;SG
dominant	dominantným	dominant	dominantný	ADJ	ADJ;INS;NEUT;SG
fee	poplatok	fee	poplatok	N;SG	N;INAN;NOM;MASC;SG
fee	honorár	fee	honorár	N;SG	N;INAN;NOM;MASC;SG
computing	computing	compute	computing	N;SG	N;NOM;FEM;SG
examination	vyšetrenie	examination	vyšetrenie	N;SG	N;NOM;NEUT;SG
examination	skúmanie	examination	skúmanie	N;SG	N;NOM;NEUT;SG
examination	preskúmanie	examination	preskúmanie	N;SG	N;NOM;NEUT;SG
matrix	matrix	matrix	matrix	N;SG	N;INAN;NOM;MASC;SG
biographical	biografické	biographical	biografický	ADJ	ADJ;NOM;NEUT;SG
kiss	pusa	kiss	pusa	N;SG	N;NOM;FEM;SG
kiss	bozk	kiss	bozk	N;SG	N;INAN;NOM;MASC;SG
nationalist	nacionalistické	nationalist	nacionalistický	ADJ	ADJ;NOM;NEUT;SG
luck	štastie	luck	štastie	N;SG	N;NOM;NEUT;SG
luck	šťastie	luck	šťastie	N;SG	N;NOM;NEUT;SG
crosses	kríže	cross	kríž	N;PL	N;INAN;NOM;MASC;PL
bid	ponuka	bid	ponuka	N;SG	N;NOM;FEM;SG
bid	ponuku	bid	ponuka	N;SG	N;ACC;FEM;SG
appreciate	oceniť	appreciate	oceniť	V;IND;PRS;FIN	V;PFV;POS;NFIN
appreciate	vážim	appreciate	vážiť	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
enemies	nepriateľov	enemy	nepriateľ	N;PL	N;ANIM;ACC;MASC;PL
enemies	nepriatelia	enemy	nepriateľ	N;PL	N;ANIM;NOM;MASC;PL
mercury	ortuť	mercury	ortuť	N;SG	N;NOM;FEM;SG
mercury	ortuti	mercury	ortuti	N;SG	N;INAN;GEN;MASC;SG
math	matematiku	math	matematika	N;SG	N;ACC;FEM;SG
math	matematika	math	matematika	N;SG	N;NOM;FEM;SG
preserve	zachovávať	preserve	zachovávať	V;IMP;FIN	V;IPFV;POS;NFIN
preserve	uchovať	preserve	uchovať	V;IMP;FIN	V;PFV;POS;NFIN
preserve	zachovať	preserve	zachovať	V;IMP;FIN	V;PFV;POS;NFIN
keeps	udržiava	keep	udržiav	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
keeps	udržuje	keep	udržovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
keeps	drží	keep	držať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
keeps	udrží	keep	udržať	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
structural	štrukturálna	structural	štrukturálny	ADJ	ADJ;NOM;FEM;SG
structural	štrukturálny	structural	štrukturálny	ADJ	ADJ;INAN;NOM;MASC;SG
structural	štrukturálnych	structural	štrukturálny	ADJ	ADJ;GEN;MASC;PL
structural	štrukturálne	structural	štrukturálny	ADJ	ADJ;NOM;NEUT;PL
marry	vydaj	marry	vydať	V;IMP;FIN	V;PFV;IMP;SG;2;POS;FIN
marry	vziať	marry	vziať	V;IMP;FIN	V;PFV;POS;NFIN
airports	letísk	airport	letísky	N;PL	N;GEN;NEUT;PL
airports	letiská	airport	letisko	N;PL	N;NOM;NEUT;PL
veterans	veteránov	veteran	veterán	N;PL	N;ANIM;GEN;MASC;PL
axis	osi	axis	osi	N;SG	N;NOM;FEM;SG
execution	vykonávanie	execution	vykonávanie	N;SG	N;NOM;NEUT;SG
execution	poprava	execution	poprava	N;SG	N;NOM;FEM;SG
execution	vykonanie	execution	vykonanie	N;SG	N;NOM;NEUT;SG
execution	realizácia	execution	realizácia	N;SG	N;NOM;FEM;SG
execution	plnenie	execution	plnenie	N;SG	N;NOM;NEUT;SG
cult	kult	cult	kult	N;SG	N;INAN;NOM;MASC;SG
reducing	znižovanie	reduce	znižovanie	N;SG	N;NOM;NEUT;SG
ticket	lístok	ticket	lístok	N;SG	N;INAN;NOM;MASC;SG
entity	subjektu	entity	subjekt	N;SG	N;INAN;GEN;MASC;SG
entity	subjekt	entity	subjekt	N;SG	N;INAN;NOM;MASC;SG
judicial	súdna	judicial	súdny	ADJ	ADJ;NOM;FEM;SG
explicitly	explicitne	explicitly	explicitne	ADV	ADV
explicitly	výslovne	explicitly	výslovne	ADV	ADV
explicitly	vyslovene	explicitly	vyslovene	ADV	ADV
bombing	bombardovanie	bombing	bombardovanie	N;SG	N;NOM;NEUT;SG
founders	zakladateľov	founder	zakladateľ	N;PL	N;ANIM;ACC;MASC;PL
suddenly	náhle	suddenly	náhle	ADV	ADV
suddenly	zrazu	suddenly	zrazu	ADV	ADV
parking	parkovisko	parking	parkovisko	N;SG	N;NOM;NEUT;SG
parking	parkovanie	parking	parkovanie	N;SG	N;NOM;NEUT;SG
absolute	absolútna	absolute	absolútny	ADJ	ADJ;NOM;FEM;SG
absolute	absolútny	absolute	absolútny	ADJ	ADJ;ANIM;NOM;MASC;SG
locomotive	lokomotíva	locomotive	lokomotív	N;SG	N;INAN;NOM;MASC;SG
preparation	príprava	preparation	príprava	N;SG	N;NOM;FEM;SG
preparation	prípravu	preparation	príprava	N;SG	N;ACC;FEM;SG
preparation	prípravok	preparation	prípravok	N;SG	N;INAN;NOM;MASC;SG
declaration	deklaráciu	declaration	deklarácia	N;SG	N;ACC;FEM;SG
declaration	deklarácia	declaration	deklarácia	N;SG	N;NOM;FEM;SG
declaration	vyhlásenie	declaration	vyhlásenie	N;SG	N;NOM;NEUT;SG
declaration	prehlásenie	declaration	prehlásenie	N;SG	N;NOM;NEUT;SG
burial	pohreb	burial	pohreb	N;SG	N;INAN;NOM;MASC;SG
challenges	výziev	challenge	výzva	N;PL	N;GEN;FEM;PL
challenges	výzvy	challenge	výzva	N;PL	N;NOM;FEM;PL
evolved	vyvinuli	evolve	vyvinúť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
evolved	vyvinul	evolve	vyvinúť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
evolved	vyvinula	evolve	vyvinúť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
celebration	oslava	celebration	oslava	N;SG	N;NOM;FEM;SG
celebration	oslavu	celebration	oslava	N;SG	N;ACC;FEM;SG
discipline	disciplína	discipline	disciplína	N;SG	N;NOM;FEM;SG
discipline	disciplíne	discipline	disciplína	N;SG	N;DAT;FEM;SG
discipline	disciplínu	discipline	disciplína	N;SG	N;ACC;FEM;SG
belonged	patrilo	belong	patriť	V;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
belonged	patrili	belong	patriť	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
belonged	patrila	belong	patriť	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
belonged	patril	belong	patriť	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
manuscript	rukopis	manuscript	rukopis	N;SG	N;INAN;NOM;MASC;SG
experiments	experimenty	experiment	experiment	N;PL	N;INAN;NOM;MASC;PL
experiments	pokusy	experiment	pokus	N;PL	N;INAN;NOM;MASC;PL
chiefs	šéfov	chief	šéf	N;PL	N;ANIM;ACC;MASC;PL
compound	zlúčenina	compound	zlúčenina	N;SG	N;NOM;FEM;SG
associations	združenia	association	združenie	N;PL	N;NOM;NEUT;PL
associations	asociácie	association	asociácia	N;PL	N;NOM;FEM;PL
associations	združení	association	združenie	N;PL	N;NOM;NEUT;PL
equally	rovnako	equally	rovnako	ADV	ADV
targets	ciele	target	cieľ	N;PL	N;INAN;NOM;MASC;PL
alien	mimozemské	alien	mimozemský	ADJ	ADJ;NOM;NEUT;SG
sergeant	seržant	sergeant	seržant	N;SG	N;ANIM;NOM;MASC;SG
thirteen	trinásť	thirteen	trinásť	NUM	NUM;NOM;NEUT;SG
thick	hrubý	thick	hrubý	ADJ	ADJ;ANIM;NOM;MASC;SG
thick	hustá	thick	hustý	ADJ	ADJ;NOM;FEM;SG
thick	husté	thick	hustý	ADJ	ADJ;NOM;NEUT;SG
thick	hrubé	thick	hrubý	ADJ	ADJ;NOM;NEUT;SG
thick	hrubá	thick	hrubý	ADJ	ADJ;NOM;FEM;SG
extend	predĺžiť	extend	predĺžiť	V;IMP;FIN	V;PFV;POS;NFIN
extend	rozšíriť	extend	rozšíriť	V;IMP;FIN	V;PFV;POS;NFIN
dismissed	zamietol	dismiss	zamietnuť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
wire	drôt	wire	drôt	N;SG	N;INAN;NOM;MASC;SG
wire	drôtu	wire	drôt	N;SG	N;INAN;GEN;MASC;SG
fat	tučné	fat	tučný	ADJ	ADJ;NOM;NEUT;SG
visits	návštevy	visit	návšteva	N;PL	N;NOM;FEM;PL
visits	návštev	visit	návštev	N;PL	N;GEN;FEM;PL
teach	učiť	teach	učiť	V;IMP;FIN	V;IPFV;POS;NFIN
flights	lety	flight	let	N;PL	N;INAN;NOM;MASC;PL
flights	letov	flight	let	N;PL	N;INAN;GEN;MASC;PL
verse	verš	verse	verš	N;SG	N;INAN;NOM;MASC;SG
warm	teplé	warm	teplý	ADJ	ADJ;NOM;NEUT;SG
dynamic	dynamický	dynamic	dynamický	ADJ	ADJ;ANIM;NOM;MASC;SG
dynamic	dynamická	dynamic	dynamický	ADJ	ADJ;NOM;FEM;SG
dynamic	dynamické	dynamic	dynamický	ADJ	ADJ;NOM;NEUT;SG
breaks	prestávky	break	prestávka	N;PL	N;NOM;FEM;PL
grandson	vnuka	grandson	vnuka	N;SG	N;ANIM;ACC;MASC;SG
grandson	vnuk	grandson	vnuk	N;SG	N;ANIM;NOM;MASC;SG
monuments	pamiatky	monument	pamiatka	N;PL	N;NOM;FEM;PL
lying	klamanie	lie	klamanie	N;SG	N;NOM;NEUT;SG
lords	páni	lord	pán	N;PL	N;ANIM;NOM;MASC;PL
lords	pánov	lord	pán	N;PL	N;ANIM;ACC;MASC;PL
treat	ošetriť	treat	ošetriť	V;IMP;FIN	V;PFV;POS;NFIN
