ben	بِن	ben	بِن		
barlangok	غارها	barlangok	غار	N;NOM;PL	N;PL
schneider	اشنایدر	schneider	اشنایدر	N;NOM;SG	N;SG
leszármazottai	نوادگان	le+származott	نواده	N;NOM;PL	N;PL
bella	بلا	bella	بلا		
adatlap	profile	adatlap	profile	N;NOM;SG	N;SG
adatlap	نمایه	adatlap	نمایه	N;NOM;SG	N;SG
adatlap	پروفایل	adatlap	پروفایل	N;NOM;SG	N;SG
tevékenységek	فعالیتها	tevékenység	فعالیت	N;NOM;PL	N;PL
tevékenységek	فعالیتها	tevékenység	فعالیت	N;NOM;PL	N;PL
harcosok	جنگجویان	harcos	جنگجوی	N;NOM;PL	N;PL
harcosok	مبارزان	harcos	None	N;NOM;PL	N;PL
orvostudomány	دارو	orvostudomány	دارو	N;NOM;SG	N;SG
orvostudomány	طب	orvostudomány	طب	N;NOM;SG	N;SG
orvostudomány	پزشکی	orvostudomány	پزشکی	N;NOM;SG	N;SG
germain	ژرمن	germain	ژرمن	N;NOM;SG	N;SG
láz	تب	láz	تب	N;NOM;SG	N;SG
nitrogén	نیتروژن	nitrogén	نیتروژن	N;NOM;SG	N;SG
szárnya	بال	szárny	بال	N;NOM;SG	N;SG
szárnya	وینگ	szárny	وینگ	N;NOM;SG	N;SG
növekedés	افزایش	növekedés	افزایش	N;NOM;SG	N;SG
növekedés	رشد	növekedés	رشد	N;NOM;SG	N;SG
növekedés	نمو	növekedés	نمو	N;NOM;SG	N;SG
tanulás	studying	tanulás	studying	N;NOM;SG	N;SG
tanulás	مطالعه	tanulás	مطالعه	N;NOM;SG	N;SG
tanulás	تحصیل	tanulás	تحصیل	N;NOM;SG	N;SG
tanulás	مطالعه	tanulás	مطالعه	N;NOM;SG	N;SG
tanulás	یادگیری	tanulás	یادگیری	N;NOM;SG	N;SG
egyenlet	معادله	egyenlet	معادله	N;NOM;SG	N;SG
támogatója	یاور	támogató	یاور	N;NOM;SG	N;SG
toszkána	توسکانی	toszkána	توسکانی	N;NOM;SG	N;SG
börtön	زندان	börtön	زندان	N;NOM;SG	N;SG
börtön	زندان	börtön	زندان	N;NOM;SG	N;SG
mélység	عمق	mélység	عمق	N;NOM;SG	N;SG
grafika	گرافیک	grafika	گرافیک	N;NOM;SG	N;SG
grafika	گرافیکی	grafika	گرافیکی	N;NOM;SG	N;SG
divízió	تقسیم	divízió	تقسیم	N;NOM;SG	N;SG
divízió	واحد	divízió	واحد	N;NOM;SG	N;SG
személyisége	شخصیت	személyiség	شخصیت	N;NOM;SG	N;SG
személyisége	شخصیتی	személyiség	شخصیت	N;NOM;SG	N;SG
atlas	اطلس	atlas	None		
isère	ایزر	isere	ایزر		
alexandre	آلکساندر	alexand	آلکساندر	N;ON+ALL;SG	N;SG
fehéroroszország	بلاروس	fehéroroszország	بلاروس	N;NOM;SG	N;SG
fehéroroszország	بلاروسی	fehéroroszország	بلاروسی	N;NOM;SG	N;SG
tények	حقایق	tény	حقیقت	N;NOM;PL	N;PL
ger	گر	ger	گر		
spirituális	معنوی	spirituális	معنوی	N;NOM;SG	N;SG
spirituális	روحانی	spirituális	روحانی	N;NOM;SG	N;SG
kulcs	کلید	kulcs	None	N;NOM;SG	N;SG
kulcs	کلید	kulcs	None	N;NOM;SG	N;SG
kulcs	کلیدی	kulcs	کلیدی	N;NOM;SG	N;SG
ajánlatot	پیشکش	ajánlat	پیشکش	N;ACC;SG	N;SG
ajánlatot	پیشنهاد	ajánlat	پیشنهاد	N;ACC;SG	N;SG
ajánlatot	تقدیم	ajánlat	تقدیم	N;ACC;SG	N;SG
lmbt	lgbt	lmb	lgbt		
humoros	فکاهی	humoros	فکاهی	N;NOM;SG	N;SG
asszonyok	زنانی	asszony	None	N;NOM;PL	N;PL
asszonyok	زنها	asszony	None	N;NOM;PL	N;PL
asszonyok	زنان	asszony	زن	N;NOM;PL	N;PL
jogszabályok	حقوق	jogszabály	حق	N;NOM;PL	N;PL
jogszabályok	قوانین	jogszabály	قانون	N;NOM;PL	N;PL
legendája	افسانه	legenda	افسانه	N;NOM;SG	N;SG
legendája	اسطوره	legenda	اسطوره	N;NOM;SG	N;SG
mer	مر	mer	مر		
műveletek	عملیات	művelet	عملیات	N;NOM;PL	N;PL
szenátus	سنا	szenátus	سنا	N;NOM;SG	N;SG
szenátus	سنای	szenátus	سنا	N;NOM;SG	N;SG
rendezvények	رویدادهای	rendezvény	رویداد	N;NOM;PL	N;PL
rendezvények	رویدادها	rendezvény	رویداد	N;NOM;PL	N;PL
rendezvények	حوادث	rendezvény	حوادث	N;NOM;PL	N;PL
rendezvények	اتفاقات	rendezvény	اتفاق	N;NOM;PL	N;PL
őrgróf	مرزبان	őrgróf	مرزب	N;NOM;SG	N;SG
filmeket	فیلمهایی	film	فیلم	N;ACC;PL	N;PL
filmeket	فیلمها	film	فیلم	N;ACC;PL	N;PL
filmeket	فیلمهایی	film	فیلم	N;ACC;PL	N;PL
filmeket	فیلمهای	film	فیلم	N;ACC;PL	N;PL
mesterek	اساتید	mester	استاد	N;NOM;PL	N;PL
mesterek	استادان	mester	استاد	N;NOM;PL	N;PL
mesterek	اربابان	mester	ارباب	N;NOM;PL	N;PL
készülék	دستگاهی	készülék	دستگاه	N;NOM;SG	N;SG
készülék	وسیله	készülék	وسیله	N;NOM;SG	N;SG
készülék	دستگاه	készülék	دستگاه	N;NOM;SG	N;SG
aug	اوت	aug	اوت	N;NOM;SG	N;SG
aug	aug	aug	aug	N;NOM;SG	N;SG
terra	ترا	terra	ترا		
birkózó	کشتی	birkózó	کشتی	N;NOM;SG	N;SG
atom	اتم	atom	اتم	N;NOM;SG	N;SG
hotspur	هاتسپر	hotspur	هاتسپر	N;NOM;SG	N;SG
basszusgitáros	بیسیست	basszusgitáros	بیسیست	N;NOM;SG	N;SG
szabványos	استاندارد	szabványos	استاندارد	N;NOM;SG	N;SG
milliméter	میلیمتر	milliméter	میلیمتر	N;NOM;SG	N;SG
kábel	کابلی	kábel	کابلی	N;NOM;SG	N;SG
kábel	کابل	kábel	کابل	N;NOM;SG	N;SG
büntetést	تنبیه	büntetés	تنبیه	N;ACC;SG	N;SG
nyak	گردن	nyak	گردن	N;NOM;SG	N;SG
légitársaság	ایرلاینز	légitársaság	None	N;NOM;SG	N;SG
légitársaság	هواپیمایی	légitársaság	هواپیمایی	N;NOM;SG	N;SG
spears	اسپیرز	spears	اسپیرز	N;NOM;SG	N;SG
univerzum	کیهان	univerzum	کیهان	N;NOM;SG	N;SG
univerzum	گیتی	univerzum	گیت#گیر	N;NOM;SG	N;SG
cső	لوله	cső	None	N;NOM;SG	N;SG
cső	لوله	cső	None	N;NOM;SG	N;SG
gyümölcs	میوه	gyümölcs	میوه	N;NOM;SG	N;SG
gyümölcs	میوه	gyümölcs	میوه	N;NOM;SG	N;SG
specifikus	مشخص	specifikus	مشخص	ADJ;NOM;SG	ADJ
diktatúra	دیکتاتوری	diktatúra	دیکتاتوری	N;NOM;SG	N;SG
rachel	راشل	rachel	راشل	N;NOM;SG	N;SG
rachel	ریچل	rachel	ریچل	N;NOM;SG	N;SG
projektek	پروژههای	projek	پروژه	N;NOM;PL	N;PL
viselkedése	رفتاری	viselkedés	رفتار	N;NOM;SG	N;SG
viselkedése	رفتار	viselkedés	رفتار	N;NOM;SG	N;SG
montréal	مونترآل	montr	مونترآل	N;NOM;SG	N;SG
holló	کلاغ	holló	کلاغ	N;NOM;SG	N;SG
holló	کرو	holló	کرو	N;NOM;SG	N;SG
holló	کلاغ	holló	کلاغ	N;NOM;SG	N;SG
holló	ریون	holló	ریون	N;NOM;SG	N;SG
hírességek	مشاهیر	híresség	مشهور	N;NOM;PL	N;PL
werder	werder	werder	werder	N;NOM;SG	N;SG
hetente	هفتگی	hetenik	هفتگی	N;NOM;SG	N;SG
köd	مه	köd	مه	N;NOM;SG	N;SG
köd	مه	köd	مه	N;NOM;SG	N;SG
köd	سحابی	köd	سحابی	N;NOM;SG	N;SG
baptista	باپتیست	baptista	باپت#باپ	N;NOM;SG	N;SG
mostanában	تازگی	mostanában	تازگی	N;IN+ESS;SG	N;SG
kompatibilis	سازگار	kompatibilis	سازگار	N;NOM;SG	N;SG
figyelmeztetés	اخطار	figyelmeztetés	خطر	N;NOM;SG	N;SG
figyelmeztetés	هشدار	figyelmeztetés	هشدار	N;NOM;SG	N;SG
figyelmeztetés	هشدار	figyelmeztetés	هشدار	N;NOM;SG	N;SG
boldogság	خوشبختی	boldogság	خوشبختی	N;NOM;SG	N;SG
boldogság	شادی	boldogság	شادی	N;NOM;SG	N;SG
boldogság	خوشی	boldogság	None	N;NOM;SG	N;SG
boldogság	مبارک	boldogság	مبارک	N;NOM;SG	N;SG
szög	nail	szög	nail	N;NOM;SG	N;SG
szög	ناخن	szög	ناخن	N;NOM;SG	N;SG
szög	میخ	szög	میخ	N;NOM;SG	N;SG
szög	زاویۀ	szög	زاویۀ	N;NOM;SG	N;SG
szög	زاویه	szög	زاویه	N;NOM;SG	N;SG
időszakos	متناوب	időszakos	متناوب	N;NOM;SG	N;SG
monumentális	قیاس	monumentális	قیاس	N;NOM;SG	N;SG
poroszország	پروس	poroszország	پروس	N;NOM;SG	N;SG
kalauz	راهنما	kalauz	None	N;NOM;SG	N;SG
kalauz	هدایت	kalauz	هدایت	N;NOM;SG	N;SG
kalauz	راهبر	kalauz	راهبر	N;NOM;SG	N;SG
kalauz	رسانا	kalauz	رسان	N;NOM;SG	N;SG
kalauz	راهبر	kalauz	راهبر	N;NOM;SG	N;SG
tölgy	اوک	tölgy	اوک	N;NOM;SG	N;SG
tölgy	بلوط	tölgy	بلوط	N;NOM;SG	N;SG
tojás	تخم	tojás	تخم	N;NOM;SG	N;SG
tojás	تخمک	tojás	تخمک	N;NOM;SG	N;SG
tojás	تخم	tojás	تخم	N;NOM;SG	N;SG
létesítmény	نصب	létesítmény	نصب	N;NOM;SG	N;SG
létesítmény	تاسیسات	létesítmény	تاسیست	N;NOM;SG	N;SG
létesítmény	موسسه	létesítmény	None	N;NOM;SG	N;SG
létesítmény	تاسیس	létesítmény	تاسیس	N;NOM;SG	N;SG
létesítmény	تأسیس	létesítmény	تأسیس	N;NOM;SG	N;SG
klorid	کلرید	klorid	کرد#کن	N;NOM;SG	N;SG
homok	شن	hom	شن	N;NOM;SG	N;SG
homok	سند	hom	سند	N;NOM;SG	N;SG
homok	ماسه	hom	ماسه	N;NOM;SG	N;SG
homok	شنی	hom	شنی	N;NOM;SG	N;SG
homok	سندز	hom	سندز	N;NOM;SG	N;SG
csók	بوسیدن	csók	بوسیدن	N;NOM;SG	N;SG
csók	بوس	csók	بوس	N;NOM;SG	N;SG
csók	بوسه	csók	None	N;NOM;SG	N;SG
csók	بوس	csók	بوس	N;NOM;SG	N;SG
csók	بوسه	csók	None	N;NOM;SG	N;SG
csók	ماچ	csók	ماچ	N;NOM;SG	N;SG
csók	kiss	csók	kiss	N;NOM;SG	N;SG
csók	ببوس	csók	ببوس	N;NOM;SG	N;SG
veszteségeket	خسارات	veszteség	خسارت	N;ACC;PL	N;PL
evolúció	تکامل	evolúció	تکامل	N;NOM;SG	N;SG
evolúció	فرگشت	evolúció	فرگشت	N;NOM;SG	N;SG
evolúció	تحول	evolúció	تحول	N;NOM;SG	N;SG
evolúció	evolution	evolúció	evolution	N;NOM;SG	N;SG
evolúció	اوولوشن	evolúció	اوولوشن	N;NOM;SG	N;SG
evolúció	تکاملی	evolúció	تکاملی	N;NOM;SG	N;SG
szurkolók	هواداران	szurkoló	هوادار	N;NOM;PL	N;PL
szurkolók	هوادارن	szurkoló	هوادارن	N;NOM;PL	N;PL
szurkolók	طرفداران	szurkoló	طرفدار	N;NOM;PL	N;PL
analízis	تحلیل	analízis	تحلیل	N;NOM;SG	N;SG
analízis	آنالیز	analízis	آنالیز	N;NOM;SG	N;SG
főnök	رییس	főnök	رییس	N;NOM;SG	N;SG
főnök	رئیس	főnök	رئیس	N;NOM;SG	N;SG
áruház	فروشگاه	áruház	فروشگاه	N;NOM;SG	N;SG
áruház	ذخیره	áruház	ذخیره	N;NOM;SG	N;SG
jackie	جکی	jacki	جکی	N;NOM;SG	N;SG
koordináta	مختصات	koordináta	مختصه	N;NOM;SG	N;SG
koordináta	مختصات	koordináta	مختصه	N;NOM;SG	N;SG
csillagkapu	استارگیت	csillagkapu	استارگیت	N;NOM;SG	N;SG
horror	ترسناک	horror	None	N;NOM;SG	N;SG
horror	وحشت	horror	وحشت	N;NOM;SG	N;SG
szaxofon	ساکسیفون	szaxof	ساکسیفون	N;NOM;SG	N;SG
utasok	مسافرین	utas	مسافرین	N;NOM;PL	N;PL
utasok	مسافران	utas	مسافر	N;NOM;PL	N;PL
utasok	مسافران	utas	مسافر	N;NOM;PL	N;PL
teológia	الهیات	teológia	None	N;NOM;SG	N;SG
hamburger	برگر	hamburger	برگر	N;NOM;SG	N;SG
hamburger	همبرگر	hamburger	همبرگر	N;NOM;SG	N;SG
hamburger	همبرگر	hamburger	همبرگر	N;NOM;SG	N;SG
szál	نخ	szál	نخ	N;NOM;SG	N;SG
szál	رشته	szál	رشته	N;NOM;SG	N;SG
centrum	سنتر	centrum	سنتر	N;NOM;SG	N;SG
centrum	مرکز	centrum	مرکز	N;NOM;SG	N;SG
fát	چوبی	fát	چوبی	N;ACC;SG	N;SG
fát	وود	fát	None	N;ACC;SG	N;SG
fát	چوب	fát	چوب	N;ACC;SG	N;SG
hatásai	تأثیرات	hatás	تأثیر	N;NOM;PL	N;PL
hatásai	تاثیرات	hatás	تاثیر	N;NOM;PL	N;PL
hatásai	اثرات	hatás	اثر	N;NOM;PL	N;PL
hatásai	آثار	hatás	اثر	N;NOM;PL	N;PL
bűncselekmény	جرم	bűncselekmény	جرم	N;NOM;SG	N;SG
bűncselekmény	جرم	bűncselekmény	جرم	N;NOM;SG	N;SG
bűncselekmény	جنایت	bűncselekmény	جنایت	N;NOM;SG	N;SG
bűncselekmény	جُرم	bűncselekmény	جُرم	N;NOM;SG	N;SG
kutatói	محققین	kutató	محقق	N;NOM;PL	N;PL
kutatói	پژوهشگران	kutató	پژوهشگر	N;NOM;PL	N;PL
kutatói	محققان	kutató	محقق	N;NOM;PL	N;PL
broadway	برادوی	broadway	برادوی	N;NOM;SG	N;SG
madagaszkár	ماداگاسکار	madagaszkár	ماداگاسکار	N;NOM;SG	N;SG
robbanás	انفجاری	robbanás	انفجاری	N;NOM;SG	N;SG
robbanás	انفجار	robbanás	انفجار	N;NOM;SG	N;SG
krakkó	کراکوف	krakkó	کراکوف	N;NOM;SG	N;SG
diploma	دیپلم	diploma	دیپلم	N;NOM;SG	N;SG
diploma	درجه	diploma	درجه	N;NOM;SG	N;SG
belseje	interior	belső	None	N;NOM;SG	N;SG
következményei	عواقب	következmény	None	N;NOM;PL	N;PL
boszorkány	جادوگر	boszorkány	None	N;NOM;SG	N;SG
boszorkány	جادوگری	boszorkány	جادوگری	N;NOM;SG	N;SG
fészek	لانه	fész	لانه	N;NOM;SG	N;SG
fészek	آشیانه	fész	آشیانه	N;NOM;SG	N;SG
fészek	لونه	fész	لونه	N;NOM;SG	N;SG
szocializmus	سوسیالیسم	szocializmus	سوسیالیسم	N;NOM;SG	N;SG
botrány	رسوایی	botrány	رسوایی	N;NOM;SG	N;SG
sheffield	شفیلد	sheffield	شفیلد	N;NOM;SG	N;SG
asszisztensek	دستیاران	assziszten	دستیار	N;NOM;PL	N;PL
csarnok	هال	csarnok	هال	N;NOM;SG	N;SG
csarnok	تالار	csarnok	تالار	N;NOM;SG	N;SG
interaktív	تعاملی	interaktív	تعاملی	N;NOM;SG	N;SG
sex	سکس	sex	سکس	N;NOM;SG	N;SG
sex	جنسیت	sex	جنسیت	N;NOM;SG	N;SG
sex	جنسی	sex	جنسی	N;NOM;SG	N;SG
autóval	خودرو	autó	خودرو	N;INS;SG	N;SG
autóval	خودروی	autó	خودرو	N;INS;SG	N;SG
autóval	ماشین	autó	ماشین	N;INS;SG	N;SG
hivatkozást	پیوند	hivatkozás	پیوند	N;ACC;SG	N;SG
hivatkozást	لینک	hivatkozás	لینک	N;ACC;SG	N;SG
alkotók	آفرینندگان	alkotó	آفریننده	N;NOM;PL	N;PL
szépség	زیبایی	szépség	زیبایی	N;NOM;SG	N;SG
csomag	پک	csomag	پک	N;NOM;SG	N;SG
csomag	فشردن	csomag	فشردن	N;NOM;SG	N;SG
kai	کای	kai	کا		
utazási	مسافرت	utazási	مسافرت	N;NOM;SG	N;SG
utazási	travel	utazási	travel	N;NOM;SG	N;SG
utazási	سفر	utazási	سفر	N;NOM;SG	N;SG
radioaktív	رادیواکتیو	radioaktív	رادیواکتیو	N;NOM;SG	N;SG
radioaktív	رادیواکتیوی	radioaktív	رادیواکتیوی	N;NOM;SG	N;SG
búza	گندم	búza	گندم	N;NOM;SG	N;SG
hónapja	ماه	hónap	ماه	N;NOM;SG	N;SG
amy	ایمی	amy	ایمی	N;NOM;SG	N;SG
amy	اِمی	amy	اِمی	N;NOM;SG	N;SG
amy	امی	amy	امی	N;NOM;SG	N;SG
sör	آبجو	sör	آبجو	N;NOM;SG	N;SG
sör	آبجوی	sör	آبجوی	N;NOM;SG	N;SG
sorba	صف	sor	صف	N;IN+ALL;SG	N;SG
gks	gks	gks	gks		
szemét	زباله	szem	زباله	N;ACC;SG	N;SG
szemét	زباله	szem	زباله	N;ACC;SG	N;SG
lakás	مسطح	lakás	مسطح	N;NOM;SG	N;SG
lakás	فلت	lakás	فلت	N;NOM;SG	N;SG
lakás	آپارتمان	lakás	None	N;NOM;SG	N;SG
lakás	آپارتمانی	lakás	آپارتمانی	N;NOM;SG	N;SG
lakás	مسکن	lakás	مسکن	N;NOM;SG	N;SG
szombaton	شنبه	szombat	شنبه	N;ON+ESS;SG	N;SG
törlése	حذف	törlés	حذف	N;NOM;SG	N;SG
bizonyítékok	شواهد	bizonyítékok	شاهد	N;NOM;PL	N;PL
bizonyítékok	مدارک	bizonyítékok	مدرک	N;NOM;PL	N;PL
fizikusok	فیزیکدانان	fizikus	فیزیکان	N;NOM;PL	N;PL
vallások	ادیان	vallás	None	N;NOM;PL	N;PL
vallások	مذاهب	vallás	مذاهب	N;NOM;PL	N;PL
élőlény	ارگانیسم	élőlény	ارگانیسم	N;NOM;SG	N;SG
élőlény	ارگانیزم	élőlény	ارگانیزم	N;NOM;SG	N;SG
elkerülése	اجتناب	elkerülés	None	N;NOM;SG	N;SG
konszenzus	اجماع	konszenzus	اجماع	N;NOM;SG	N;SG
michelle	میشل	michelle	None	N;NOM;SG	N;SG
kapcsolatai	اتصالات	kapcsolat	اتصال	N;NOM;PL	N;PL
kapcsolatai	ارتباطات	kapcsolat	ارتباط	N;NOM;PL	N;PL
nicaragua	نیکاراگوئه	nicarag	نیکاراگوئه	N;NOM;SG	N;SG
vandalizmus	خرابکاری	vandalizmus	خرابکاری	N;NOM;SG	N;SG
gombák	قارچها	gomba	قارچ	N;NOM;PL	N;PL
gombák	قارچهای	gomba	قارچ	N;NOM;PL	N;PL
gombák	قارچها	gomba	قارچ	N;NOM;PL	N;PL
gombák	قارچهای	gomba	قارچ	N;NOM;PL	N;PL
évszázad	قرن	évszázad	قرن	N;NOM;SG	N;SG
évszázad	قرنه	évszázad	قرنه	N;NOM;SG	N;SG
évszázad	سده	évszázad	سده	N;NOM;SG	N;SG
csomópont	گره	csomópont	None	N;NOM;SG	N;SG
csomópont	جانکشن	csomópont	جانکشن	N;NOM;SG	N;SG
csomópont	تلاقی	csomópont	تلاقی	N;NOM;SG	N;SG
csökkentése	کاهش	csökkentés	کاهش	N;NOM;SG	N;SG
csökkentése	کاهش	csökkentés	کاهش	N;NOM;SG	N;SG
csökkentése	تقلیل	csökkentés	تقلیل	N;NOM;SG	N;SG
csökkentése	کاهی	csökkentés	کاهی	N;NOM;SG	N;SG
kitörés	شیوع	kitörés	شیوع	N;NOM;SG	N;SG
kitörés	فوران	kitörés	فوران	N;NOM;SG	N;SG
apache	آپاچی	apac	آپاچی	N;NOM;SG	N;SG
esküvő	عروسی	esküvő	عروسی	N;NOM;SG	N;SG
esküvő	ازدواج	esküvő	ازدواج	N;NOM;SG	N;SG
utcák	خیابانها	utca	خیابان	N;NOM;PL	N;PL
alekszandrovics	الکساندروویچ	alekszandrovics	الکساندروویچ	N;NOM;SG	N;SG
recept	نسخه	recept	نسخه	N;NOM;SG	N;SG
recept	تجویز	recept	تجویز	N;NOM;SG	N;SG
recept	دستورالعمل	recept	دستورالعمل	N;NOM;SG	N;SG
társaságok	شرکتها	társaság	شرکت	N;NOM;PL	N;PL
társaságok	شرکتهای	társaság	شرکت	N;NOM;PL	N;PL
társaságok	احزاب	társaság	حزب	N;NOM;PL	N;PL
siemens	زیمنس	siemens	زیمنس	N;NOM;SG	N;SG
nyelvészet	زبانشناسی	nyelvészet	زبانشناسی	N;NOM;SG	N;SG
divat	فشن	divat	فشن	N;NOM;SG	N;SG
divat	مد	divat	مد	N;NOM;SG	N;SG
divat	fashion	divat	None	N;NOM;SG	N;SG
divat	مُد	divat	مُد	N;NOM;SG	N;SG
összeg	مقدار	összeg	مقدار	N;NOM;SG	N;SG
összeg	مبلغ	összeg	مبلغ	N;NOM;SG	N;SG
összeg	مجموع	összeg	مجموع	N;NOM;SG	N;SG
összeg	مبلغ	összeg	مبلغ	N;NOM;SG	N;SG
távközlési	تلکام	távközlési	تلکام	N;NOM;SG	N;SG
távközlési	مخابرات	távközlési	مخابرات	N;NOM;SG	N;SG
távközlési	مخابرات	távközlési	مخابرات	N;NOM;SG	N;SG
kocsik	ماشینها	kocsik	ماشین	N;NOM;PL	N;PL
felújítás	نوسازی	felújítás	نوسازی	N;NOM;SG	N;SG
felújítás	بازسازی	felújítás	بازسازی	N;NOM;SG	N;SG
felújítás	تجدید	felújítás	تجدید	N;NOM;SG	N;SG
felújítás	نوسازی	felújítás	نوسازی	N;NOM;SG	N;SG
felújítás	بازسازی	felújítás	بازسازی	N;NOM;SG	N;SG
működés	عمل	működés	عمل	N;NOM;SG	N;SG
istennő	الهه	istennő	الهه	N;NOM;SG	N;SG
hidak	پلها	híd	پل	N;NOM;PL	N;PL
kultúrák	فرهنگهای	kultúra	فرهنگ	N;NOM;PL	N;PL
vívás	شمشیربازی	vívás	شمشیربازی	N;NOM;SG	N;SG
hallani	بشنود	hall	None	V;NFIN;ACT	V;SBJV;SG;3;PRS
kolostorban	صومعه	kolostor	صومعه	N;IN+ESS;SG	N;SG
kerék	فرمون	kerék	فرمون	N;NOM;SG	N;SG
kerék	چرخ	kerék	چرخ	N;NOM;SG	N;SG
kerék	چرخ	kerék	چرخ	N;NOM;SG	N;SG
vegyész	شیمیدان	vegyész	شیمید	N;NOM;SG	N;SG
fejlesztések	اصلاحات	fejlesztés	اصلاح	N;NOM;PL	N;PL
fejlesztések	تحولات	fejlesztés	تحول	N;NOM;PL	N;PL
emelet	کف	emelet	کف	N;NOM;SG	N;SG
emelet	کفپوش	emelet	کفپوش	N;NOM;SG	N;SG
emelet	طبقه	emelet	طبقه	N;NOM;SG	N;SG
kártya	ورق	kártya	ورق	N;NOM;SG	N;SG
kártya	کارت	kártya	کارت	N;NOM;SG	N;SG
kártya	ورق	kártya	ورق	N;NOM;SG	N;SG
instrumentális	سازی	instrumentális	سازی	N;NOM;SG	N;SG
kötés	انگیختن	kötés	انگیختن	N;NOM;SG	N;SG
kötés	بافتنی	kötés	بافتنی	N;NOM;SG	N;SG
kötés	بافندگی	kötés	بافندگی	N;NOM;SG	N;SG
kötés	بانداژ	kötés	بانداژ	N;NOM;SG	N;SG
kötés	پانسمان	kötés	پانسمان	N;NOM;SG	N;SG
kötés	باند	kötés	باند	N;NOM;SG	N;SG
kötés	پیوند	kötés	پیوند	N;NOM;SG	N;SG
tulajdonság	ویژگی	tulajdonság	ویژگی	N;NOM;SG	N;SG
tulajdonság	دارایی	tulajdonság	دارایی	N;NOM;SG	N;SG
tulajdonság	ملک	tulajdonság	ملک	N;NOM;SG	N;SG
tulajdonság	مالکیت	tulajdonság	مالکیت	N;NOM;SG	N;SG
légkör	اتمسفر	légkör	اتمسفر	N;NOM;SG	N;SG
légkör	اتمسفر	légkör	اتمسفر	N;NOM;SG	N;SG
terveket	طراحیهای	terv	طراحی	N;ACC;PL	N;PL
terveket	طرحهای	terv	طرح	N;ACC;PL	N;PL
varázsló	جادوگر	varázsló	None	N;NOM;SG	N;SG
varázsló	افسونگر	varázsló	افسونگر	N;NOM;SG	N;SG
nyelveket	زبانهای	nyelv	زبان	N;ACC;PL	N;PL
nyelveket	زبانها	nyelv	زبان	N;ACC;PL	N;PL
felmérés	نظرسنجی	felmérés	None	N;NOM;SG	N;SG
felmérés	سروی	felmérés	سروی	N;NOM;SG	N;SG
felmérés	نظرسنجی	felmérés	None	N;NOM;SG	N;SG
henger	استوانه	henger	استوانه	N;NOM;SG	N;SG
henger	سیلندر	henger	سیلندر	N;NOM;SG	N;SG
venezia	ونیز	venezia	ونیز		
infrastruktúra	زیرساخت	infrastruktúra	زیرساخت	N;NOM;SG	N;SG
seattle	سیاتل	seattle	سیاتل	N;NOM;SG	N;SG
vágy	خواهان	vágy	خواهان	N;NOM;SG	N;SG
vágy	طالب	vágy	None	N;NOM;SG	N;SG
vágy	میل	vágy	None	N;NOM;SG	N;SG
vágy	هوس	vágy	هوس	N;NOM;SG	N;SG
vágy	خواهان	vágy	خواهان	N;NOM;SG	N;SG
vágy	طالب	vágy	None	N;NOM;SG	N;SG
vágy	شهوت	vágy	شهوت	N;NOM;SG	N;SG
vágy	هوس	vágy	هوس	N;NOM;SG	N;SG
ugrás	جهش	ugrás	None	N;NOM;SG	N;SG
ugrás	پرش	ugrás	None	N;NOM;SG	N;SG
ugrás	پرشی	ugrás	پرشی	N;NOM;SG	N;SG
cukor	کندی	cukor	کندی	N;NOM;SG	N;SG
cukor	آبنبات	cukor	آبنبات	N;NOM;SG	N;SG
cukor	نبات	cukor	نبات	N;NOM;SG	N;SG
cukor	شکری	cukor	شکری	N;NOM;SG	N;SG
cukor	قند	cukor	قند	N;NOM;SG	N;SG
cukor	شکر	cukor	None	N;NOM;SG	N;SG
érvek	دلایل	érv	دلیل	N;NOM;PL	N;PL
városokat	شهرها	város	شهر	N;ACC;PL	N;PL
triász	تریاسه	triász	تریاسه	N;NOM;SG	N;SG
komédia	کمدی	komédia	None	N;NOM;SG	N;SG
komédia	لودگی	komédia	لودگی	N;NOM;SG	N;SG
csont	استخوان	csont	استخوان	N;NOM;SG	N;SG
csont	بونز	csont	بونز	N;NOM;SG	N;SG
csont	استخوان	csont	استخوان	N;NOM;SG	N;SG
csőre	منقار	csőre	منقار	N;NOM;SG	N;SG
algebra	جبر	algeb	جبر	N;NOM;SG	N;SG
toyota	toyota	toyota	toyota	N;NOM;SG	N;SG
toyota	تویوتا	toyota	تویوتا	N;NOM;SG	N;SG
követői	پیروان	követő	پیرو	N;NOM;PL	N;PL
napokban	روزها	nap	روز	N;IN+ESS;PL	N;PL
napokban	روزهایی	nap	روز	N;IN+ESS;PL	N;PL
napokban	روزای	nap	روزا	N;IN+ESS;PL	N;PL
napokban	روزهای	nap	روز	N;IN+ESS;PL	N;PL
munkahelyek	کارها	munkahely	کار	N;NOM;PL	N;PL
munkahelyek	کارهای	munkahely	کار	N;NOM;PL	N;PL
halottak	مردگان	halott	مرده	N;NOM;PL	N;PL
csatornák	کانالها	csator	کانال	N;NOM;PL	N;PL
csatornák	کانالهای	csator	کانال	N;NOM;PL	N;PL
csatornák	کانالها	csator	کانال	N;NOM;PL	N;PL
porsche	پورشه	porsche	پورشه	N;NOM;SG	N;SG
haiti	هائیتی	haiti	هائیتی	N;NOM;SG	N;SG
költség	هزینه	költség	هزینه	N;NOM;SG	N;SG
