kot	como	kot	como	CONJ	CONJ
podmornico	submarino	podmornica	submarino	N;ACC;FEM;SG	N;MASC;SG
podmornico	sub	podmornica	sub	N;ACC;FEM;SG	N;SG
razvit	desarrollado	razvit	desarrollado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
razvit	desarrollada	razvit	desarrollado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
barcelona	barcelona	barcelon	barcelona	N;NOM;FEM;SG	N;FEM;SG
prispeva	contribuir	prispevati	contribuir	V;IND;SG;3;PRS;FIN	V;NFIN
prispeva	contribuyendo	prispevati	contribuir	V;IND;SG;3;PRS;FIN	V;V.MSDR
prispeva	aportando	prispevati	aportar	V;IND;SG;3;PRS;FIN	V;V.MSDR
prispeva	contribuye	prispevati	contribuir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
centre	centros	center	centro	N;NOM;FEM;PL	N;MASC;PL
centre	centros	center	centro	N;NOM;FEM;PL	N;MASC;PL
faze	etapas	faza	etapa	N;NOM;FEM;PL	N;FEM;PL
faze	fases	faza	fase	N;NOM;FEM;PL	N;FEM;PL
faze	etapas	faza	etapa	N;NOM;FEM;PL	N;FEM;PL
faze	fases	faza	fase	N;NOM;FEM;PL	N;FEM;PL
tehnik	técnico	tehnika	técnico	N;NOM;MASC;SG	N;MASC;SG
tehnik	técnica	tehnika	técnica	N;NOM;MASC;SG	N;FEM;SG
obstajala	existió	obstajati	existir	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
obstajala	existía	obstajati	existir	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
kitaro	guitarra	kitara	guitarra	N;ACC;FEM;SG	N;FEM;SG
mohamed	muhammad	mohamed	muhammad	N;NOM;MASC;SG	N;MASC;SG
mohamed	mahoma	mohamed	mahomo	N;NOM;MASC;SG	N;MASC;SG
mohamed	mohammed	mohamed	mohammed	N;NOM;MASC;SG	N;MASC;SG
mohamed	mahoma	mohamed	mahomo	N;NOM;MASC;SG	N;MASC;SG
mohamed	mohamed	mohamed	mohamed	N;NOM;MASC;SG	N;MASC;SG
mohamed	mohamed	mohamed	mohamed	N;NOM;MASC;SG	N;MASC;SG
vojskovodja	caudillo	vojskovodje	caudillo	N;NOM;MASC;SG	N;MASC;SG
bowell	bowell	bowell	bowell		
hitler	hitler	hitler	hitler	N;NOM;MASC;SG	N;MASC;SG
ustanova	establecimiento	ustanova	establecimiento	N;NOM;FEM;SG	N;MASC;SG
ustanova	institución	ustanova	institución	N;NOM;FEM;SG	N;FEM;SG
peugeot	peugeot	peugeot	peugeot	N;NOM;MASC;SG	N;MASC;SG
ustvariti	crear	ustvariti	crear	V;PFV;NFIN	V;NFIN
ustvariti	crea	ustvariti	creer	V;PFV;NFIN	V;SBJV;SG;3;FIN
ustvariti	crean	ustvariti	crear	V;PFV;NFIN	V;IND;PL;3;PRS;FIN
vidna	visible	viden	visible	ADJ;NOM;FEM;SG	ADJ;SG
elizabeta	isabel	elizabet	isabel	N;NOM;FEM;SG	N;FEM;SG
elizabeta	elizabeth	elizabet	elizabeth	N;NOM;FEM;SG	N;FEM;SG
elizabeta	isabel	elizabet	isabel	N;NOM;FEM;SG	N;FEM;SG
elizabeta	elisabeth	elizabet	elisabeth	N;NOM;FEM;SG	N;FEM;SG
samica	mujer	samica	mujer	N;NOM;FEM;SG	N;FEM;SG
samica	hembra	samica	hembra	N;NOM;FEM;SG	N;FEM;SG
dodatek	apéndice	dodatek	apéndizar	N;NOM;MASC;SG	N;MASC;SG
dodatek	complemento	dodatek	complemento	N;NOM;MASC;SG	N;MASC;SG
dodatek	suplemento	dodatek	suplemento	N;NOM;MASC;SG	N;MASC;SG
dodatek	adición	dodatek	adición	N;NOM;MASC;SG	N;FEM;SG
kemijo	quimica	kemija	quimicar	N;ACC;FEM;SG	N;FEM;SG
kemijo	química	kemija	química	N;ACC;FEM;SG	N;FEM;SG
gospa	señora	gospa	señora	N;NOM;FEM;SG	N;FEM;SG
gospa	madame	gospa	madame	N;NOM;FEM;SG	N;FEM;SG
gospa	madam	gospa	madam	N;NOM;FEM;SG	N;SG
gospa	señora	gospa	señora	N;NOM;FEM;SG	N;FEM;SG
gospa	dama	gospa	dama	N;NOM;FEM;SG	N;FEM;SG
gospa	senora	gospa	senoro	N;NOM;FEM;SG	N;FEM;SG
bombe	bombas	bomba	bomba	N;NOM;FEM;PL	N;FEM;PL
industrijo	industria	industrija	industria	N;ACC;FEM;SG	N;FEM;SG
plemstvo	nobleza	plemstvo	nobleza	N;NOM;NEUT;SG	N;FEM;SG
angela	angela	angel	angelar	N;NOM;MASC;SG	N;FEM;SG
angela	ángela	angel	ángela	N;NOM;MASC;SG	N;FEM;SG
dokument	documento	dokument	documento	N;NOM;MASC;SG	N;MASC;SG
bombnik	bombardero	bombnik	bombardero	N;NOM;MASC;SG	N;MASC;SG
sproži	desencadena	sprožiti	desencadenar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
težke	pesadas	težek	pesado	ADJ;NOM;FEM;PL	ADJ;FEM;PL;V.PTCP
težke	pesados	težek	pesado	ADJ;NOM;FEM;PL	ADJ;MASC;PL;V.PTCP
arhitekta	arquitecto	arhitekt	arquitecto	N;ACC;MASC;SG	N;MASC;SG
enotnosti	unidad	enotnost	unidad	N;GEN;FEM;SG	N;FEM;SG
enotnosti	uniformidad	enotnost	uniformidad	N;GEN;FEM;SG	N;FEM;SG
enotnosti	homogeneidad	enotnost	homogeneidad	N;GEN;FEM;SG	N;FEM;SG
kristjani	cristianos	kristjan	cristiano	N;NOM;MASC;PL	N;MASC;PL
castle	castillo	castla	castillo	N;NOM;MASC;SG	N;MASC;SG
prevladujejo	dominar	prevladovati	dominar	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
prevladujejo	dominan	prevladovati	dominar	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
prevladujejo	prevalecer	prevladovati	prevalecer	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
posredno	indirectamente	posredno	indirectamente	ADV	ADV
carter	carter	carter	carter	N;NOM;MASC;SG	N;MASC;SG
koordinate	coordenadas	koordinata	coordenada	N;NOM;FEM;PL	N;FEM;PL
priprave	preparativos	priprava	preparativo	N;NOM;FEM;PL	N;MASC;PL
priprave	preparaciones	priprava	preparación	N;NOM;FEM;PL	N;FEM;PL
priprave	preparativos	priprava	preparativo	N;NOM;FEM;PL	N;MASC;PL
priprave	preparaciones	priprava	preparación	N;NOM;FEM;PL	N;FEM;PL
poudarek	hincapié	poudarek	hincapié	N;NOM;MASC;SG	N;SG
poudarek	énfasis	poudarek	énfasis	N;NOM;MASC;SG	N;MASC
direktno	directamente	direktno	directamente	ADV	ADV
duše	almas	duša	alma	N;NOM;FEM;PL	N;FEM;PL
zvon	campana	zvon	campana	N;NOM;MASC;SG	N;FEM;SG
zvon	timbre	zvon	timbre	N;NOM;MASC;SG	N;MASC;SG
zvon	bell	zvon	bell	N;NOM;MASC;SG	N;SG
komentar	comentario	komentar	comentario	N;NOM;MASC;SG	N;MASC;SG
komentar	comentario	komentar	comentario	N;NOM;MASC;SG	N;MASC;SG
vesolje	universo	vesolje	universo	N;NOM;NEUT;SG	N;MASC;SG
vesolje	space	vesolje	spacer	N;NOM;NEUT;SG	N
vesolje	espacio	vesolje	espacio	N;NOM;NEUT;SG	N;MASC;SG
boril	luchó	boriti	luchar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
dejavnik	factor	dejavnik	factor	N;NOM;MASC;SG	N;MASC;SG
učenec	alumna	učenec	alumna	N;NOM;MASC;SG	N;FEM;SG
učenec	alumno	učenec	alumno	N;NOM;MASC;SG	N;MASC;SG
učenec	pupila	učenec	pupila	N;NOM;MASC;SG	N;FEM;SG
učenec	pupilo	učenec	pupilo	N;NOM;MASC;SG	N;MASC;SG
učenec	alumna	učenec	alumna	N;NOM;MASC;SG	N;FEM;SG
učenec	alumno	učenec	alumno	N;NOM;MASC;SG	N;MASC;SG
učenec	estudiante	učenec	estudiante	N;NOM;MASC;SG	N;SG
neskončno	infinitamente	neskončno	infinitamente	ADV	ADV
deček	muchacho	deček	muchacho	N;NOM;MASC;SG	N;MASC;SG
deček	boy	deček	boy	N;NOM;MASC;SG	N
deček	niño	deček	niño	N;NOM;MASC;SG	N;MASC;SG
deček	chico	deček	chico	N;NOM;MASC;SG	N;MASC;SG
organi	órganos	organ	órgano	N;NOM;MASC;PL	N;MASC;PL
zavezništvo	alliance	zavezništvo	alliance	N;NOM;NEUT;SG	N;SG
zavezništvo	alianza	zavezništvo	alianza	N;NOM;NEUT;SG	N;FEM;SG
končna	definitivo	končen	definitivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zagotovo	definitivamente	zagotovo	definitivamente	ADV	ADV
gilbert	gilberto	gilbert	gilberto	N;NOM;MASC;SG	N;MASC;SG
krivulje	curvas	krivulja	curva	N;NOM;FEM;PL	N;FEM;PL
meči	espadas	meč	espada	N;NOM;MASC;PL	N;FEM;PL
nasilje	violencia	nasilje	violencia	N;NOM;NEUT;SG	N;FEM;SG
ponudbo	ofrecimiento	ponudba	ofrecimiento	N;ACC;FEM;SG	N;MASC;SG
ponudbo	oferta	ponudba	oferta	N;ACC;FEM;SG	N;FEM;SG
endate	endate	endati	endate		
končana	completada	končan	completado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
končana	finalizado	končan	finalizar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
končana	terminado	končan	terminar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
končana	completado	končan	completado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
končana	finalizado	končan	finalizar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
končana	acabado	končan	acabar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
končana	terminado	končan	terminar	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
končana	terminada	končan	terminado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
definicija	definición	definicija	definición	N;NOM;FEM;SG	N;FEM;SG
pij	bebe	pij	beber	N;NOM;MASC;SG	N;MASC;SG
pij	bebida	pij	bebida	N;NOM;MASC;SG	N;FEM;SG
operi	ópera	opera	ópera	N;DAT;FEM;SG	N;FEM;SG
pogoj	condicion	pogoj	condicionr	N;NOM;MASC;SG	N;FEM;SG
pogoj	estado	pogoj	estado	N;NOM;MASC;SG	N;MASC;SG
pogoj	condición	pogoj	condición	N;NOM;MASC;SG	N;FEM;SG
sorazmerno	proporcionalmente	sorazmerno	proporcionalmente	ADV	ADV
sposoben	capaz	sposoben	capaz	ADJ;NOM;INDF;MASC;SG	ADJ;SG
okvir	framework	okvir	framework	N;NOM;MASC;SG	N;MASC;SG
okvir	bastidor	okvir	bastidor	N;NOM;MASC;SG	N;MASC;SG
okvir	marco	okvir	marco	N;NOM;MASC;SG	N;MASC;SG
okvir	frame	okvir	frame	N;NOM;MASC;SG	N;SG
trenerja	entrenador	trener	entrenador	N;ACC;MASC;SG	N;MASC;SG
trenerja	autocar	trener	autocar	N;ACC;MASC;SG	N;MASC;SG
trenerja	coach	trener	coach	N;ACC;MASC;SG	N;MASC;SG
trenerja	entrenadora	trener	entrenador	N;ACC;MASC;SG	N;FEM;SG
marco	marco	marca	marco	N;NOM;MASC;SG	N;MASC;SG
sintezo	síntesis	sinteza	síntesis	N;ACC;FEM;SG	N;FEM
odgovornost	responsabilidad	odgovornost	responsabilidad	N;NOM;FEM;SG	N;FEM;SG
odgovornost	responsabilidad	odgovornost	responsabilidad	N;NOM;FEM;SG	N;FEM;SG
odgovornost	responsabilidad	odgovornost	responsabilidad	N;NOM;FEM;SG	N;FEM;SG
tradicionalne	tradicionales	tradicionalen	tradicional	ADJ;NOM;FEM;PL	ADJ;PL
sledilo	seguí	slediti	seguir	V;IPFV;NEUT;SG;V.PTCP	V;IND;SG;1;PST;FIN
sledilo	siguió	slediti	seguir	V;IPFV;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN
otočje	archipiélago	otočje	archipiélago	N;NOM;NEUT;SG	N;MASC;SG
kodo	code	koda	coder	N;ACC;FEM;SG	N
kodo	codigo	koda	codigo	N;ACC;FEM;SG	N;MASC;SG
kodo	código	koda	código	N;ACC;FEM;SG	N;MASC;SG
streho	azotea	streha	azotea	N;ACC;FEM;SG	N;FEM;SG
streho	techo	streha	techo	N;ACC;FEM;SG	N;MASC;SG
preprečuje	impide	preprečevati	impedir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
preprečuje	previene	preprečevati	prevenir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
nenavadno	insólito	nenavaden	insólito	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
nenavadno	inusual	nenavaden	inusual	ADJ;NOM;NEUT;SG	ADJ;SG
nenavadno	extraña	nenavaden	extraño	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
nenavadno	extraño	nenavaden	extraño	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
nenavadno	impar	nenavaden	impar	ADJ;NOM;NEUT;SG	ADJ;SG
nenavadno	extraño	nenavaden	extraño	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
pristal	aterrizó	pristati	aterrizar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
podpora	apoyo	podpora	apoyo	N;NOM;FEM;SG	N;MASC;SG
podpora	soporte	podpora	soporte	N;NOM;FEM;SG	N;MASC;SG
državljanska	cívico	državljanski	cívico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
državljanska	cívica	državljanski	cívico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
kongres	congreso	kongres	congreso	N;NOM;MASC;SG	N;MASC;SG
zastave	pabellones	zastava	pabellón	N;NOM;FEM;PL	N;MASC;PL
zastave	banderas	zastava	bandera	N;NOM;FEM;PL	N;FEM;PL
ustavi	detener	ustaviti	detener	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
ustavi	parar	ustaviti	parar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
ustavi	detiene	ustaviti	detener	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dana	dana	dan	danar	N;NOM;FEM;SG	N;FEM;SG
učinkovitosti	eficacia	učinkovitost	eficacia	N;GEN;FEM;SG	N;FEM;SG
kemija	quimica	kemija	quimicar	N;NOM;FEM;SG	N;FEM;SG
kemija	química	kemija	química	N;NOM;FEM;SG	N;FEM;SG
cilji	objetivos	cilj	objetivo	N;NOM;MASC;PL	N;MASC;PL
cilji	metas	cilj	meta	N;NOM;MASC;PL	N;FEM;PL
cilji	objetivos	cilj	objetivo	N;NOM;MASC;PL	N;MASC;PL
cilji	goles	cilj	gol	N;NOM;MASC;PL	N;MASC;PL
cilji	metas	cilj	meta	N;NOM;MASC;PL	N;FEM;PL
cilji	objetivos	cilj	objetivo	N;NOM;MASC;PL	N;MASC;PL
cilji	blancos	cilj	blanco	N;NOM;MASC;PL	N;MASC;PL
medicina	medicina	medicina	medicina	N;NOM;FEM;SG	N;FEM;SG
medicina	medicamento	medicina	medicamento	N;NOM;FEM;SG	N;MASC;SG
uničen	destruida	uničen	destruido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
uničen	destruido	uničen	destruido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
uničen	demolido	uničen	demolido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
uničen	arruinada	uničen	arruinado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
uničen	arruinado	uničen	arruinar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
tekočina	líquido	tekočina	líquido	N;NOM;FEM;SG	N;MASC;SG
tekočina	líquido	tekočina	líquido	N;NOM;FEM;SG	N;MASC;SG
učinkovine	substancias	učinkovina	substancia	N;NOM;FEM;PL	N;FEM;PL
učinkovine	sustancias	učinkovina	sustancia	N;NOM;FEM;PL	N;FEM;PL
karte	cartas	karta	carta	N;NOM;FEM;PL	N;FEM;PL
karte	naipes	karta	naipe	N;NOM;FEM;PL	N;MASC;PL
karte	tarjetas	karta	tarjeta	N;NOM;FEM;PL	N;FEM;PL
karte	entradas	karta	entrada	N;NOM;FEM;PL	N;FEM;PL
karte	billetes	karta	billete	N;NOM;FEM;PL	N;MASC;PL
karte	boletos	karta	boleto	N;NOM;FEM;PL	N;MASC;PL
karte	tickets	karta	ticket	N;NOM;FEM;PL	N;MASC;PL
vključen	incluida	vključen	incluido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
vključen	incluído	vključen	incluído	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vključen	incluido	vključen	incluido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vključen	implicado	vključen	implicado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vključen	implicada	vključen	implicar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
vključen	involucrado	vključen	involucrado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vključen	involucrada	vključen	involucrado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
nosil	llevaba	nositi	llevar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
ita	ita	iti	ita	N;NOM;MASC;SG	N
organizira	organizar	organizirati	organizar	V;IND;SG;3;PRS;FIN	V;NFIN
organizira	organiza	organizirati	organizar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
organizira	organizando	organizirati	organizar	V;IND;SG;3;PRS;FIN	V;V.MSDR
organizira	organizar	organizirati	organizar	V;IND;SG;3;PRS;FIN	V;NFIN
četrtek	jueves	četrtek	jueves	N;INAN;ACC;MASC;SG	N
frankfurt	frankfurt	frankfurt	frankfurt	N;NOM;MASC;SG	N;MASC;SG
frankfurt	fráncfort	frankfurt	fráncfort	N;NOM;MASC;SG	N;MASC;SG
lahka	ligera	lahek	ligero	ADJ;NOM;FEM;SG	ADJ;FEM;SG
lahka	ligero	lahek	ligero	ADJ;NOM;FEM;SG	ADJ;MASC;SG
invazija	invasión	invazija	invasión	N;NOM;FEM;SG	N;FEM;SG
dediščino	patrimonio	dediščina	patrimonio	N;ACC;FEM;SG	N;MASC;SG
dediščino	herencia	dediščina	herencia	N;ACC;FEM;SG	N;FEM;SG
dediščino	heritage	dediščina	heritage	N;ACC;FEM;SG	N;MASC;SG
dediščino	herencia	dediščina	herencia	N;ACC;FEM;SG	N;FEM;SG
dediščino	sucesión	dediščina	sucesión	N;ACC;FEM;SG	N;FEM;SG
vratu	cuello	vrat	cuello	N;DAT;MASC;SG	N;MASC;SG
vratu	cuello	vrat	cuello	N;DAT;MASC;SG	N;MASC;SG
polieder	poliedro	polieder	poliedro	N;NOM;MASC;SG	N;MASC;SG
microsoft	microsoft	microsoft	microsoft	N;NOM;MASC;SG	N;MASC;SG
lópez	lópez	lópez	lópez	N;NOM;MASC;SG	N;MASC;SG
predor	túnel	predor	túnel	N;NOM;MASC;SG	N;MASC;SG
predor	tunel	predor	tunel	N;NOM;MASC;SG	N;MASC;SG
vila	hada	vilo	hada	N;NOM;FEM;SG	N;FEM;SG
vila	villa	vilo	villa	N;NOM;FEM;SG	N;FEM;SG
vila	vila	vilo	vila	N;NOM;FEM;SG	N;MASC;SG
učiteljica	maestra	učiteljica	maestro	N;NOM;FEM;SG	N;FEM;SG
učiteljica	maestro	učiteljica	maestro	N;NOM;FEM;SG	N;MASC;SG
učiteljica	docente	učiteljica	docente	N;NOM;FEM;SG	N;SG
učiteljica	profesor	učiteljica	profesor	N;NOM;FEM;SG	N;MASC;SG
učiteljica	profesora	učiteljica	profesora	N;NOM;FEM;SG	N;FEM;SG
preživeli	sobreviviendo	preživeti	sobrevivir	V;PFV;MASC;PL;V.PTCP	V;V.MSDR
preživeli	sobrevivir	preživeti	sobrevivir	V;PFV;MASC;PL;V.PTCP	V;NFIN
preživeli	sobrevivieron	preživeti	sobrevevir	V;PFV;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
njuna	su	njun	su	DET;NOM;FEM;SG;3	DET;SG;3
facebook	facebook	facebook	facebook	N;NOM;MASC;SG	N;MASC;SG
prijateljev	friends	prijatelj	friends	N;GEN;MASC;PL	N
prijateljev	amigos	prijatelj	amigo	N;GEN;MASC;PL	N;MASC;PL
prijateljev	amigas	prijatelj	amiga	N;GEN;MASC;PL	N;FEM;PL
ekonomski	económicas	ekonomski	económico	ADJ;NOM;MASC;PL	ADJ;FEM;PL
ekonomski	económicos	ekonomski	económico	ADJ;NOM;MASC;PL	ADJ;MASC;PL
cena	precio	cena	precio	N;NOM;FEM;SG	N;MASC;SG
cena	price	cena	price	N;NOM;FEM;SG	N
nastopov	conciertos	nastop	concierto	N;GEN;MASC;PL	N;MASC;PL
nenadoma	repentinamente	nenadoma	repentinamente	ADV	ADV
nenadoma	súbitamente	nenadoma	súbitamente	ADV	ADV
vez	vínculo	vez	vínculo	N;NOM;FEM;SG	N;MASC;SG
vez	lazo	vez	lazo	N;NOM;FEM;SG	N;MASC;SG
vez	bond	vez	bond	N;NOM;FEM;SG	N;SG
napoleon	napoleón	napoleon	napoleón	N;NOM;MASC;SG	N;MASC;SG
roki	hand	roka	hand	N;NOM;FEM;DU	N
sinovi	hijos	sin	hijo	N;NOM;MASC;PL	N;MASC;PL
tipi	tipos	tip	tipo	N;NOM;MASC;PL	N;MASC;PL
bogata	rico	bogat	rico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
bogata	rica	bogat	rico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ogled	recorrido	ogled	recorrido	N;NOM;MASC;SG	N;MASC;SG
ogled	tour	ogled	tour	N;NOM;MASC;SG	N;MASC;SG
ogled	gira	ogled	gira	N;NOM;MASC;SG	N;FEM;SG
ogled	previsualización	ogled	previsualización	N;NOM;MASC;SG	N;FEM;SG
taborišča	bandos	taborišče	bando	N;NOM;NEUT;PL	N;MASC;PL
taborišča	campos	taborišče	campo	N;NOM;NEUT;PL	N;MASC;PL
taborišča	campamentos	taborišče	campamento	N;NOM;NEUT;PL	N;MASC;PL
mtv	mtv	mtv	mtv	N;NOM;MASC;SG	N
latd	latd	latd	latd		
sestavljeni	compuestas	sestavljen	compuesto	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
sestavljeni	reunidos	sestavljen	reunido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
mandat	mandato	mandat	mandato	N;NOM;MASC;SG	N;MASC;SG
vtis	impresión	vtis	impresión	N;NOM;MASC;SG	N;FEM;SG
spodbuja	alienta	spodbujati	alentar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spodbuja	estimula	spodbujati	estimular	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spodbuja	promociona	spodbujati	promocionar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spodbuja	fomenta	spodbujati	fomentar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spodbuja	promueve	spodbujati	promover	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
označena	etiquetado	označen	etiquetado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
označena	etiquetada	označen	etiquetado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
označena	marcada	označen	marcado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
označena	marcado	označen	marcado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
olimpijsko	olímpica	olimpijski	olímpico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
olimpijsko	olímpico	olimpijski	olímpico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
hugh	hugo	hugh	hugo	N;NOM;MASC;SG	N;MASC;SG
kapaciteta	capacidad	kapaciteta	capacidad	N;NOM;FEM;SG	N;FEM;SG
primarni	primario	primaren	primario	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
obleganje	asedio	obleganje	asedio	N;NOM;NEUT;SG	N;MASC;SG
obleganje	sitio	obleganje	sitio	N;NOM;NEUT;SG	N;MASC;SG
obnova	renovación	obnova	renovación	N;NOM;FEM;SG	N;FEM;SG
obnova	restablecimiento	obnova	restablecimiento	N;NOM;FEM;SG	N;MASC;SG
obnova	restauración	obnova	restauración	N;NOM;FEM;SG	N;FEM;SG
obnova	reconstrucción	obnova	reconstrucción	N;NOM;FEM;SG	N;FEM;SG
obnova	renovación	obnova	renovación	N;NOM;FEM;SG	N;FEM;SG
poletja	veranos	poletje	veranos	N;NOM;NEUT;PL	N;MASC;PL
galerijo	galería	galerija	galería	N;ACC;FEM;SG	N;FEM;SG
galerijo	galeria	galerija	galeria	N;ACC;FEM;SG	N;FEM;SG
prazna	vacía	prazen	vacío	ADJ;NOM;FEM;SG	ADJ;FEM;SG
dovoljeno	autorizada	dovoljen	autorizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dovoljeno	autorizado	dovoljen	autorizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dovoljeno	permitida	dovoljen	permitido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dovoljeno	permitido	dovoljen	permitido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
dovoljeno	permisible	dovoljen	permisible	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;SG
dovoljeno	admisible	dovoljen	admisible	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;SG
dovoljeno	permitida	dovoljen	permitido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
dovoljeno	permitido	dovoljen	permitido	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
fotografija	fotografía	fotografija	fotografía	N;NOM;FEM;SG	N;FEM;SG
fotografija	photo	fotografija	photo	N;NOM;FEM;SG	N
fotografija	foto	fotografija	foto	N;NOM;FEM;SG	N;FEM;SG
fotografija	fotografía	fotografija	fotografía	N;NOM;FEM;SG	N;FEM;SG
fotografija	fotografia	fotografija	fotografia	N;NOM;FEM;SG	N;FEM;SG
fotografija	fotografía	fotografija	fotografía	N;NOM;FEM;SG	N;FEM;SG
fotografija	fotografia	fotografija	fotografia	N;NOM;FEM;SG	N;FEM;SG
longd	longd	longd	longd		
komunikacije	comunicaciones	komunikacija	comunicación	N;NOM;FEM;PL	N;FEM;PL
organizem	organismo	organizem	organismo	N;NOM;MASC;SG	N;MASC;SG
slabost	debilidad	slabost	debilidad	N;NOM;FEM;SG	N;FEM;SG
veteran	veterano	veteran	veterano	N;NOM;MASC;SG	N;MASC;SG
elektronska	electrónico	elektronski	electrónico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
