βοηθώντας	helpen	βοηθώ	helpen	V;IPFV;V.CVB;ACT	V;NFIN
πρωτοβουλίες	initiatieven	πρωτοβουλία	initiatief	N;NOM;FEM;PL	N;PL
αφίσες	posters	αφίσης	poster	N;NOM;FEM;PL	N;PL
αφίσες	affiches	αφίσης	affiche	N;NOM;FEM;PL	N;PL
πρέσβη	ambassadeur	πρέσβη	ambassadeur	N;ACC;MASC;SG	N;MASC+FEM;SG
δάνεια	leningen	δάνεια	lening	N;NOM;NEUT;PL	N;PL
νετρονίων	neutronen	νετρόνιος	neutron	N;GEN;NEUT;PL	N;PL
πρωτεΐνη	eiwit	πρωτεύνω	eiwit	N;NOM;FEM;SG	N;NEUT;SG
πρωτεΐνη	proteïne	πρωτεύνω	proteïne	N;NOM;FEM;SG	N;MASC+FEM;SG
γενοκτονία	genocide	γενοκτονία	genocide	N;NOM;FEM;SG	N;MASC+FEM;SG
γενοκτονία	volkerenmoord	γενοκτονία	volkerenmoord	N;NOM;FEM;SG	N;MASC+FEM;SG
γραφές	geschriften	γραφή	geschrift	N;NOM;FEM;PL	N;PL
γραφές	schriften	γραφή	schriften	N;NOM;FEM;PL	N;PL
