ako	like	ako	like	ADV	
príčin	årsagssammenhængen	príčina	årsagssammenhæng	N;GEN;FEM;PL	N;DEF;MASC+FEM;SG
príčin	årsagssammenhæng	príčina	årsagssammenhæng	N;GEN;FEM;PL	N;INDF;MASC+FEM;SG
celosvetovo	verdensomspændende	celosvetov	verdensomspændende	ADV	ADJ
zložená	sammensat	zložený	sammensætte	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zložená	sammensat	zložený	sammensætte	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
zložená	sammensatte	zložený	sammensætte	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
židovský	jøde	židovský	jøde	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
židovský	jøder	židovský	jøde	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
židovský	jødiske	židovský	jødisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
gordon	gordon	gordon	gordon	PROPN;ANIM;NOM;MASC;SG	
magnetické	magnetiske	magnetický	magnetisk	ADJ;NOM;NEUT;SG	ADJ;PL
jako	gerne	jako	gerne		ADV
jako	like	jako	like		
alternatívne	alternativt	alternatívne	alternativt	ADJ;NOM;NEUT;SG	ADV
alternatívne	alternativet	alternatívne	alternativ	ADJ;NOM;NEUT;SG	N;DEF;NEUT;SG
alternatívne	alternativt	alternatívne	alternativt	ADJ;NOM;NEUT;SG	ADV
alternatívne	alternativ	alternatívne	alternativ	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
alternatívne	suppleant	alternatívne	suppleant	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
alternatívne	alternativt	alternatívne	alternativt	ADJ;NOM;NEUT;SG	ADV
alternatívne	alternativ	alternatívne	alternativ	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
kamil	kamil	kamil	kamil	PROPN;ANIM;NOM;MASC;SG	PROPN
odstrániť	slet	odstrániť	slet	V;PFV;POS;NFIN	ADV
teba	du	ty	du	PRO;ACC;SG;2	PRO;NOM;MASC+FEM;SG;2
ťah	flyt	ťah	flyt	N;INAN;NOM;MASC;SG	V;IMP
mol	mol	môl	mol		N;INDF;NEUT;SG
čínska	kinesere	čínsky	kinesere	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;PL
čínska	kineser	čínsky	kineser	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
čínska	kinesiske	čínsky	kinesisk	ADJ;NOM;FEM;SG	ADJ;PL
čínska	kineserne	čínsky	kineser	ADJ;NOM;FEM;SG	N;DEF;MASC+FEM;PL
centrálna	central	centrálny	central	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
silná	kraftigt	silný	kraftigt	ADJ;NOM;FEM;SG	ADV
silná	magtfulde	silný	magtfulde	ADJ;NOM;FEM;SG	ADJ;PL
silná	stærkt	silný	stærkt	ADJ;NOM;FEM;SG	ADV
silná	kraftigt	silný	kraftigt	ADJ;NOM;FEM;SG	ADV
silná	stærke	silný	stærk	ADJ;NOM;FEM;SG	ADJ;PL
silná	stærkt	silný	stærkt	ADJ;NOM;FEM;SG	ADV
silná	strong	silný	strong	ADJ;NOM;FEM;SG	
možný	mulige	možný	mulig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
štatút	vedtægter	štatút	vedtægte	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
štatút	statutter	štatút	statutte	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
štatút	vedtægter	štatút	vedtægte	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
štatút	vedtægterne	štatút	vedtægt	N;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;PL
rangers	rangers	rangers	range	N;ANIM;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;PL
prax	øv	prax	øv	N;NOM;FEM;SG	INTJ
prax	erfaringer	prax	erfaring	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
prax	oplev	prax	opleve	N;NOM;FEM;SG	V;IMP
marco	marco	marco	marco	PROPN;ANIM;NOM;MASC;SG	PROPN
lópez	lópez	lópez	lópez	PROPN;ANIM;NOM;MASC;SG	
potter	potter	potter	potte	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
nebezpečenstvo	farer	nebezpečenstvo	fare	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
nebezpečenstvo	risici	nebezpečenstvo	risiko	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
nebezpečenstvo	farer	nebezpečenstvo	fare	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
nebezpečenstvo	farerne	nebezpečenstvo	far	N;NOM;NEUT;SG	N;DEF;MASC+FEM;PL
major	majoren	major	major	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
major	major	major	major	PROPN;ANIM;NOM;MASC;SG	
koncepcie	begreb	koncepcia	begreb	N;NOM;FEM;PL	N;INDF;NEUT;SG
koncepcie	koncept	koncepcia	koncept	N;NOM;FEM;PL	N;INDF;NEUT;SG
dne	nederst	deň	nederst	N;NOM;NEUT;SG	ADV
dne	nederste	deň	ned	N;NOM;NEUT;SG	ADJ;DEF;RL
chuť	smage	chuť	smage	N;NOM;FEM;SG	V;NFIN;ACT
chuť	smager	chuť	smage	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
prejsť	aflevering	prejsť	aflevering	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
prejsť	pass	prejsť	pass	V;PFV;POS;NFIN	N;INDF;NEUT;SG
zlé	bad	zlý	bede	ADJ;NOM;NEUT;SG	V;IND;PST;FIN;ACT
zlé	dårligt	zlý	dårligt	ADJ;NOM;NEUT;SG	ADV
chcela	eftersøgte	chcieť	eftersøge	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
chcela	ønskede	chcieť	ønske	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
holt	holt	holt	holt	PROPN;ANIM;NOM;MASC;SG	
útokov	angriber	útok	angriber	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;SG
útokov	angreb	útok	angreb	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
wales	wales	wales	wales	PROPN;ANIM;NOM;MASC;SG	
ťažký	tunge	ťažký	tung	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
ťažký	heavy	ťažký	heavy	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
čítanie	læses	čítanie	læse	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
čítanie	læse	čítanie	læse	N;NOM;NEUT;SG	V;NFIN;ACT
čítanie	læs	čítanie	læs	N;NOM;NEUT;SG	V;IMP
čítanie	læst	čítanie	læse	N;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
čítanie	læser	čítanie	læse	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
čítanie	læse	čítanie	læse	N;NOM;NEUT;SG	V;NFIN;ACT
prípady	tilfælde	prípad	tilfælde	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
odmeny	vederlag	odmena	vederlag	N;NOM;FEM;PL	N;INDF;NEUT;SG
odmeny	aflønning	odmena	aflønning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
odmeny	godtgørelse	odmena	godtgørelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
takáto	sådan	takýto	sådan	DET;NOM;FEM;SG	ADV
georgia	georgia	georgia	georgia	PROPN;NOM;FEM;SG	
georgia	georgien	georgia	georgi	PROPN;NOM;FEM;SG	PROPN
zlepšenie	forbedrede	zlepšenie	forbedre	N;NOM;NEUT;SG	V;PL;PST;V.PTCP
zlepšenie	forbedret	zlepšenie	forbedre	N;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
zlepšenie	forbedringer	zlepšenie	forbedring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
zlepšenie	forbedringer	zlepšenie	forbedring	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
zlepšenie	forbedret	zlepšenie	forbedre	N;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
sport	idræt	sport	idræt	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
sport	sport	sport	sport	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
sport	sporten	sport	sport	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
wings	vingerne	winga	vinge	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;PL
wings	vinger	winga	vinge	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;PL
duša	soul	duša	soul	N;NOM;FEM;SG	
duša	spirit	duša	spirit	N;NOM;FEM;SG	
kombinácia	kombinerer	kombinácia	kombinere	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
kombinácia	kombineres	kombinácia	kombinere	N;NOM;FEM;SG	V;NFIN;PASS
hity	hits	hity	hits	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
hity	rammer	hity	ramme	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
led	lysdioder	led	lysdiod		N;INDF;MASC+FEM;PL
led	førte	led	føre		V;IND;PST;FIN;ACT
led	ført	led	føre		V;INDF;SG;PST;V.PTCP
led	ledt	led	ledt		V;INDF;SG;PST;V.PTCP
strach	frygter	strach	frygte	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
strach	bange	strach	bange	N;INAN;NOM;MASC;SG	ADJ
strach	skræmt	strach	skræmme	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
strach	skræmte	strach	skræmme	N;INAN;NOM;MASC;SG	V;PL;PST;V.PTCP
pozorovanie	observere	pozorovanie	observere	N;NOM;NEUT;SG	V;NFIN;ACT
pozorovanie	bemærkninger	pozorovanie	bemærkning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
pozorovanie	observationer	pozorovanie	observation	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
pozorovanie	iagttagelser	pozorovanie	iagttagelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
nízka	lav	nízko	lav	N;NOM;FEM;SG	V;IMP
nízka	lavt	nízko	lav	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
nízka	lave	nízko	lave	N;NOM;FEM;SG	V;NFIN;ACT
nízka	low	nízko	low	N;NOM;FEM;SG	
biblie	bibel	biblia	bibel	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
biblie	biblen	biblia	bibl	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
biblie	bibelen	biblia	bibel	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
rudy	rudy	ruda	rudy	N;NOM;FEM;PL	
rudy	malm	ruda	malm	N;NOM;FEM;PL	N;INDF;NEUT;SG
rudy	malm	ruda	malm	N;NOM;FEM;PL	N;INDF;NEUT;SG
vladislav	vladislav	vladislav	vladislav	PROPN;ANIM;NOM;MASC;SG	
leo	leo	leo	leo	PROPN;ANIM;NOM;MASC;SG	
benjamin	benjamin	benjamin	benjamin	N;INS;FEM;PL	
deviatich	nine	devať	nin	NUM;GEN;MASC;PL	
horské	bjerget	horský	bjerge	ADJ;NOM;NEUT;PL	N;DEF;NEUT;SG
horské	bjerg	horský	bjerg	ADJ;NOM;NEUT;PL	N;INDF;NEUT;SG
horské	mountain	horský	mountain	ADJ;NOM;NEUT;PL	
klasický	klassiker	klasický	klassiker	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
klasický	klassiske	klasický	klassisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
klasický	classic	klasický	classic	ADJ;ANIM;NOM;MASC;SG	
československá	tjekkoslovakiske	československý	tjekkoslovakisk	ADJ;NOM;FEM;SG	ADJ;PL
spoločenstiev	samfund	spoločenstvo	samfund	N;GEN;NEUT;PL	N;INDF;NEUT;SG
spoločenstiev	lokalsamfund	spoločenstvo	lokalsamfund	N;GEN;NEUT;PL	N;INDF;MASC+FEM;SG
prudko	skyhøje	prudko	skyhøj	ADV	ADJ;PL
paula	paulie	paul	paulie	PROPN;ANIM;ACC;MASC;SG	
paula	paula	paul	paula	PROPN;ANIM;ACC;MASC;SG	
ano	ano	ano	ano	INTJ	
indiana	indiana	indian	indiana	N;ANIM;NOM;MASC;SG	
vojnové	krigen	vojnový	krig	ADJ;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
vojnové	krig	vojnový	krig	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
vojnové	war	vojnový	war	ADJ;NOM;NEUT;SG	
vojnové	krige	vojnový	krig	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
preklady	oversat	preklad	oversat	N;INAN;NOM;MASC;PL	V;INDF;SG;PST;V.PTCP
preklady	oversættelse	preklad	oversættelse	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
vytváranie	opretter	vytváranie	oprette	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
vytváranie	oprette	vytváranie	oprette	N;NOM;NEUT;SG	V;NFIN;ACT
vytváranie	skabe	vytváranie	skabe	N;NOM;NEUT;SG	V;NFIN;ACT
hádzanárske	håndbold	hádzanársky	håndbold	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;INDF;MASC+FEM;SG
kiss	kys	kiss	kys	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
neapol	napoli	neapol	napoli	PROPN;INAN;NOM;MASC;SG	
neapol	napoli	neapol	napoli	PROPN;INAN;NOM;MASC;SG	
mníchove	münchen	mníchov	münche	N;ANIM;NOM;MASC;PL	PROPN
potrebný	påkrævet	potrebný	påkræve	ADJ;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
vládne	regering	vládnuť	regering	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INDF;MASC+FEM;SG
vládne	regeringen	vládnuť	regering	V;IPFV;IND;SG;3;POS;PRS;FIN	N;DEF;MASC+FEM;SG
výnimočne	undtagelsesvist	výnimočne	undtagelsesvist	ADV	N;INDF;MASC+FEM;SG
výnimočne	undtagelsesvis	výnimočne	undtagelsesvis	ADV	N;INDF;MASC+FEM;SG
turistika	vandre	turistika	vandre	N;NOM;FEM;SG	V;NFIN;ACT
turistika	vandreture	turistika	vandretur	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
severovýchod	nordøstlige	severovýchod	nordøstlig	N;INAN;NOM;MASC;SG	ADJ;PL
povýšený	promoveret	povýšený	promovere	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
povýšený	promoverede	povýšený	promovere	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
povýšený	fremmet	povýšený	fremme	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
povýšený	forfremmet	povýšený	forfrem	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;NEUT;SG
negatívne	negative	negatívne	negativ	ADV	ADJ;PL
negatívne	negativ	negatívne	negativ	ADV	ADJ;INDF;MASC+FEM;SG
médií	media	médieť	media	N;GEN;FEM;PL	
médií	medie	médieť	medie	N;GEN;FEM;PL	N;INDF;NEUT;SG
dôchodku	pensionerede	dôchodok	pensionere	N;INAN;GEN;MASC;SG	V;PL;PST;V.PTCP
dôchodku	pensioneret	dôchodok	pensionere	N;INAN;GEN;MASC;SG	V;INDF;SG;PST;V.PTCP
akcia	foranstaltninger	akcia	foranstaltning	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
zimný	vinteren	zimný	vinter	ADJ;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
zimný	winter	zimný	winter	ADJ;INAN;NOM;MASC;SG	
zimný	vinter	zimný	vinter	ADJ;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
menovanie	udnævnelser	menovanie	udnævnelse	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
menovanie	aftaler	menovanie	aftale	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
stefan	stefan	stefan	stefan	PROPN;ANIM;NOM;MASC;SG	
michigan	michigan	michigan	michigan	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
antoine	antoine	antoine	antoin	PROPN;ANIM;NOM;MASC;SG	
luna	luna	luna	luna	N;NOM;FEM;SG	
soli	salte	soli	salt	N;NOM;FEM;PL	ADJ;PL
križovatka	krydser	križovatko	krydse	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
križovatka	krydse	križovatko	krydse	N;NOM;FEM;SG	V;NFIN;ACT
spôsobiť	årsag	spôsobiť	årsag	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
spôsobiť	årsagen	spôsobiť	årsag	V;PFV;POS;NFIN	N;DEF;MASC+FEM;SG
grant	yde	grant	yde	N;ANIM;NOM;MASC;SG	V;NFIN;ACT
výmena	exchange	výmena	exchange	N;NOM;FEM;SG	
výmena	byt	výmena	byt	N;NOM;FEM;SG	V;IMP
výmena	swap	výmena	swap	N;NOM;FEM;SG	
výmena	bytter	výmena	bytter	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
výmena	byttes	výmena	bytte	N;NOM;FEM;SG	V;NFIN;PASS
zachovanie	vedligehold	zachovanie	vedligehold	N;NOM;NEUT;SG	ADJ;PL
domáca	husholderske	domáci	husholderske	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
domáca	indenlandske	domáci	indenlandsk	ADJ;NOM;FEM;SG	ADJ;PL
domáca	indenrigs	domáci	indenrig	ADJ;NOM;FEM;SG	
domáca	indenlandsk	domáci	indenlandsk	ADJ;NOM;FEM;SG	ADV
domáca	hjem	domáci	hjem	ADJ;NOM;FEM;SG	ADV
domáca	hjemme	domáci	hjemme	ADJ;NOM;FEM;SG	ADV
domáca	startside	domáci	startside	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
domáca	hjemad	domáci	hjemad	ADJ;NOM;FEM;SG	ADV
domáca	home	domáci	home	ADJ;NOM;FEM;SG	
domáca	værtinde	domáci	værtinde	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
oka	oka	oko	oka	N;GEN;NEUT;SG	
oka	øjne	oko	øje	N;GEN;NEUT;SG	N;INDF;NEUT;PL
oka	eye	oko	ey	N;GEN;NEUT;SG	
explorer	explorer	explorer	explore	N;NOM;MASC;SG	N;INDF;MASC+FEM;PL
explorer	opdagelsesrejsende	explorer	opdagelsesrejsende	N;NOM;MASC;SG	ADJ
zrušený	annullerede	zrušený	annullere	ADJ;INAN;NOM;MASC;SG	V;PL;PST;V.PTCP
zrušený	aflyst	zrušený	aflyse	ADJ;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
zrušený	annulleret	zrušený	annullere	ADJ;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
zrušený	annullerede	zrušený	annullere	ADJ;INAN;NOM;MASC;SG	V;PL;PST;V.PTCP
zrušený	aflyst	zrušený	aflyse	ADJ;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
zrušený	aflyste	zrušený	aflyste	ADJ;INAN;NOM;MASC;SG	V;PL;PST;V.PTCP
zrušený	annulleret	zrušený	annullere	ADJ;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
zrušený	ophævede	zrušený	ophæve	ADJ;INAN;NOM;MASC;SG	V;IND;PST;FIN;ACT
zrušený	ophævet	zrušený	ophæve	ADJ;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
dominik	dominik	dominik	dominik	N;ANIM;NOM;MASC;SG	
dominik	dominic	dominik	dominic	N;ANIM;NOM;MASC;SG	
horváth	horváth	horvath	horváth	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
horváth	horvath	horvath	horvath	PROPN;ANIM;NOM;MASC;SG	
študent	studerende	študent	studere	N;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
duch	ghost	duch	ghost	N;ANIM;NOM;MASC;SG	
duch	spirit	duch	spirit	N;ANIM;NOM;MASC;SG	
čestný	ærefulde	čestný	ærefulde	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
čestný	honorære	čestný	honorær	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
pľúc	lunge	pľúca	lunge	N;GEN;NEUT;PL	N;INDF;MASC+FEM;SG
pľúc	lungekræft	pľúca	lungekræft	N;GEN;NEUT;PL	N;INDF;MASC+FEM;SG
pľúc	lung	pľúca	lung	N;GEN;NEUT;PL	
lokálne	lokalt	lokálny	lokalt	ADJ;NOM;NEUT;SG	ADV
lokálne	lokale	lokálny	lokal	ADJ;NOM;NEUT;SG	ADJ;PL
lokálne	lokalt	lokálny	lokalt	ADJ;NOM;NEUT;SG	ADV
lokálne	local	lokálny	local	ADJ;NOM;NEUT;SG	
miller	miller	miller	mille	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
miller	millers	miller	miller	PROPN;ANIM;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
hit	ramte	hit	ramme	N;INAN;NOM;MASC;SG	V;IND;PST;FIN;ACT
hit	ramt	hit	ramme	N;INAN;NOM;MASC;SG	V;INDF;SG;PST;V.PTCP
hit	slå	hit	slå	N;INAN;NOM;MASC;SG	V;NFIN;ACT
zobraziť	vis	zobraziť	vis	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
zobraziť	udsigt	zobraziť	udsigt	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
zobraziť	fremvisning	zobraziť	fremvisning	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
zobraziť	skærm	zobraziť	skærm	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
zobraziť	vis	zobraziť	vis	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
zobraziť	show	zobraziť	show	V;PFV;POS;NFIN	N;INDF;NEUT;SG
zadná	baghjul	zadný	baghjul	ADJ;NOM;FEM;SG	N;INDF;NEUT;PL
zadná	bagud	zadný	bagud	ADJ;NOM;FEM;SG	ADV
zadná	bagerste	zadný	bag	ADJ;NOM;FEM;SG	ADJ;DEF;RL
zadná	bageste	zadný	bagest	ADJ;NOM;FEM;SG	ADJ;DEF;RL
zapísaný	tilmeldte	zapísaný	tilmelde	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
zapísaný	tilmeldt	zapísaný	tilmelde	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
belgický	belgiske	belgický	belgisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
wayne	wayne	wayne	wayne	PROPN;ANIM;NOM;MASC;SG	
ekonomický	økonomiske	ekonomický	økonomisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
ekonomický	økonomisk	ekonomický	økonomisk	ADJ;ANIM;NOM;MASC;SG	ADV
land	jord	land	jord		N;INDF;MASC+FEM;SG
land	lander	land	land		V;IND;PRS;FIN;ACT
land	land	land	land		N;INDF;NEUT;SG
stephan	stephan	stephan	stephan	N;ANIM;NOM;MASC;SG	
zlom	bryde	zlom	bryde	N;INS;NEUT;SG	V;NFIN;ACT
zlom	bræk	zlom	bræk	N;INS;NEUT;SG	V;IMP
zlom	bryd	zlom	bryd	N;INS;NEUT;SG	V;IMP
zlom	break	zlom	break	N;INS;NEUT;SG	
zlom	ond	zlom	ond	N;INS;NEUT;SG	ADJ;INDF;MASC+FEM;SG
zlom	onde	zlom	ond	N;INS;NEUT;SG	ADJ;PL
zlom	evil	zlom	evil	N;INS;NEUT;SG	
zlom	ondt	zlom	ondt	N;INS;NEUT;SG	ADV
goya	goya	goya	goya	PROPN;ANIM;NOM;MASC;SG	
takých	sådan	taký	sådan	DET;ANIM;GEN;MASC;PL	ADV
odstránenie	fjerne	odstránenie	fjerne	N;NOM;NEUT;SG	V;NFIN;ACT
odstránenie	fjern	odstránenie	fjern	N;NOM;NEUT;SG	V;IMP
odstránenie	elimination	odstránenie	elimination	N;NOM;NEUT;SG	
nórsky	norsk	nórsk	norsk	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
nórsky	norges	nórsk	norgen	ADJ;ANIM;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
nórsky	norske	nórsk	norsk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
relácie	viser	relácia	vise	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
relácie	shows	relácia	shows	N;NOM;FEM;PL	N;INDF;NEUT;SG
mont	mont	mont	mont	PROPN;ANIM;NOM;MASC;SG	
janka	janka	janka	janka	N;NOM;FEM;SG	
vysiela	udsendelser	vysieť	udsendelse	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INDF;MASC+FEM;PL
pedro	pedro	pedro	pedro	PROPN;ANIM;NOM;MASC;SG	
duchovný	spirituelle	duchovný	spirituel	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
duchovný	åndelige	duchovný	åndelig	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
výhra	win	výhra	win	N;NOM;FEM;SG	
výhra	vinder	výhra	vinde	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
výhra	vinde	výhra	vinde	N;NOM;FEM;SG	V;NFIN;ACT
výhra	vinde	výhra	vinde	N;NOM;FEM;SG	V;NFIN;ACT
výhra	vinder	výhra	vinde	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
výhra	vindende	výhra	vinde	N;NOM;FEM;SG	V;PRS;V.PTCP
odchádza	blade	odchádzať	blad	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INDF;NEUT;PL
odchádza	bladene	odchádzať	blad	V;IPFV;IND;SG;3;POS;PRS;FIN	N;DEF;NEUT;PL
odchádza	afgående	odchádzať	afgående	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ
iron	jern	iron	jern	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
esa	ens	esa	ens	PROPN;ANIM;NOM;MASC;SG	ADJ
esa	esa	esa	esa	PROPN;ANIM;NOM;MASC;SG	
hydra	hydra	hydra	hydra	N;NOM;FEM;SG	
ndr	ddr	ndr	ddr		
okom	øje	oko	øje	ADV	N;INDF;NEUT;SG
okom	øjne	oko	øje	ADV	N;INDF;NEUT;PL
okom	blik	oko	blik	ADV	N;INDF;NEUT;SG
okom	eye	oko	ey	ADV	
okom	øjet	oko	øje	ADV	N;DEF;NEUT;SG
konečná	afsluttende	konečný	afslutte	ADJ;NOM;FEM;SG	V;PRS;V.PTCP
konečná	endeligt	konečný	endelig	ADJ;NOM;FEM;SG	ADV
konečná	endelige	konečný	endelig	ADJ;NOM;FEM;SG	ADJ;PL
konečná	endelig	konečný	endelig	ADJ;NOM;FEM;SG	ADV
pripojené	vedlagt	pripojený	vedlægge	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
pripojené	vedhæftet	pripojený	vedhæfte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
pripojené	tilknyttet	pripojený	tilknytte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
pripojené	knyttet	pripojený	knytte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
