newman	نيومان	newman	نِيُومَان	N;INDF;MASC;SG	
reporter	المراسل	reporter	مُرَاسِل	N;INDF;MASC;SG	N;NOM;DEF;SG
begravd	دفنت	begravd	دَفَن	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
begravd	دفن	begravd	دَفَن	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
seremoni	مراسم	seremoni	مَرسَم	N;INDF;MASC;SG	N;NOM;INDF;PL
seremoni	المراسم	seremoni	مَرسَم	N;INDF;MASC;SG	N;NOM;DEF;PL
syrisk	السريانية	syrisk	سَرِينِيّ	N;INDF;MASC;SG	
syrisk	سوري	syrisk	سُورِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
syrisk	سورية	syrisk	سُورِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
syrisk	السورية	syrisk	سُورِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
syrisk	سوريا	syrisk	سُورِيَا	N;INDF;MASC;SG	
syrisk	السوري	syrisk	سُورِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
vista	فيستا	viste	فَيستَا	N;INDF;NEUT;SG	
tolke	تفسير	tolke	تَفسِير	V;NFIN	N;NOM;INDF;SG
beskyldt	المتهمين	beskyld	مُتَّهَم	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ACC;DEF;MASC;PL
beskyldt	المتهم	beskyld	مُتَّهَم	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
hero	البطل	hero	بَطَل	N;INDF;MASC;SG	N;NOM;DEF;SG
bolton	بولتون	bolton	بُولتُون	N;INDF;MASC;SG	
mills	ميلز	mills	ميلز	N;INDF;MASC;SG	
vurderer	باعتبار	vurdere	باعتبار	V;IND;PRS;FIN	PRO;ACC;MASC;PL;3
einstein	اينشتاين	einstein	أَينشَة	PROPN	
past	الماضى	past	الماضى	N;INDF	
past	ماضي	past	مَاضِي	N;INDF	
past	الماضي	past	مَاضِي	N;INDF	ADJ;NOM;DEF;MASC;SG
framtid	المستقبل	framtid	مُستَقبَل	N;INDF;FEM;SG	N;NOM;DEF;SG
rover	روفر	rove	رُوفِر	N;INDF;NEUT;SG	
brad	براد	brad	برَاد	PROPN	
platina	البلاتين	platin	بَلَاتِين	N;INDF;NEUT;SG	N;NOM;DEF;SG
platina	البلاتينيوم	platin	البلاتينيوم	N;INDF;NEUT;SG	
frøken	مشتاق	frøken	مُشتَاق	N;INDF;FEM;SG	
forvente	اتوقع	forvente	اتوقع	V;NFIN	
stige	سلم	stige	سَلَّم	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
stige	السلم	stige	سِلم	N;INDF;MASC;SG	N;NOM;DEF;SG
ladies	سيدات	ladias	سَيِّدَة	N;INDF;MASC;SG	N;NOM;INDF;PL
ladies	السيدات	ladias	سَيِّدَة	N;INDF;MASC;SG	N;NOM;DEF;PL
ladies	سيداتي	ladias	سيداتي	N;INDF;MASC;SG	
jet	جيت	jet	جيت	N;INDF;MASC;SG	
toyota	تويوتا	toyot	تُويُوتَا	N;DEF;FEM;SG	
politimann	الشرطي	politimann	شَرطِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
slaviske	السلافية	slavisk	سِلَافِيّ	ADJ;PL	
kapitler	الفصول	kapittel	فَصل	N;INDF;MASC;SG	N;NOM;DEF;PL
kapitler	فصول	kapittel	فَصل	N;INDF;MASC;SG	N;NOM;INDF;PL
tilbys	عرضت	tilbyse	عَرَض	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
måling	القياس	måling	قِيَاس	N;INDF;FEM;SG	N;NOM;DEF;SG
kjærligheten	احب	kjærlighet	احب	N;DEF;MASC;SG	
kjærligheten	حب	kjærlighet	حُبّ	N;DEF;MASC;SG	N;NOM;INDF;SG
legemidler	الادوية	legemiddel	دَوَاء	N;INDF;FEM;PL	N;NOM;DEF;PL
rich	ثريا	rich	ثَرِّيّ	N	
rich	غني	rich	غَنِّيّ	N	
rich	ريتش	rich	ريتش	N	
rich	الغنية	rich	غَنِيّ	N	ADJ;NOM;DEF;FEM;SG
rich	ثري	rich	ثري	N	
rich	غنية	rich	غَنِيّ	N	ADJ;NOM;INDF;FEM;SG
leben	l	lebe	l	N;INDF;MASC;SG	
arbeidsplasser	الوظائف	arbeidsplasse	وَظِيفَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
arbeidsplasser	وظائف	arbeidsplasse	وَظِيفَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
strasbourg	ستراسبورغ	strasbourg	ستراسبورغ	N;INDF;MASC;SG	
klatring	التسلق	klatring	تَسَلُّق	N;INDF;FEM;SG	N;NOM;DEF;SG
clay	طين	clay	طين	N	
clay	كلاي	clay	كَلَاي	N	
musical	موسيقية	musical	مُوسِيقِيّ	N	ADJ;NOM;INDF;FEM;SG
hello	الو	hello	وَ	N;INDF;NEUT;SG	N;NOM;DEF;SG
hello	مرحبا	hello	مَرحَبًا	N;INDF;NEUT;SG	
ssp	ssp	ssp	ssp	N;INDF;NEUT;SG	
høyskole	الكلية	høyskole	كُلِّيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
høyskole	الجامعة	høyskole	جَامِعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
independent	المستقل	independent	مُستَقِلّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
independent	مستقل	independent	مُستَقِلّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
independent	مستقلة	independent	مُستَقِلّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
independent	المستقلة	independent	مُستَقِلّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
litauisk	الليتوانية	litauisk	لُيتُوَانِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
litauisk	ليتوانيا	litauisk	ليتوانيا	ADJ;INDF;NEUT;SG	
vilt	البرية	vilt	بَرِّيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
vilt	برية	vilt	بَرِّيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
vilt	البري	vilt	بَرِّيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
konto	الحساب	konto	حِسَاب	N;INDF;MASC;SG	N;NOM;DEF;SG
helsinki	هلسنكي	helsinki	هِلسِنكِي	N;INDF;MASC;SG	
beregninger	الحسابات	beregning	حِسَاب	N;INDF;FEM;PL	N;NOM;DEF;PL
portaler	بوابات	portale	بَوَّابَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
stabilitet	الاستقرار	stabilitet	اِستِقرَار	N;INDF;MASC;SG	N;NOM;DEF;SG
strauss	ستراوس	strauss	ستراوس	N;INDF;MASC;SG	
sal	السرج	sal	سِرج	N;INDF;NEUT;SG	N;NOM;DEF;SG
sal	سال	sal	سَال	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
flotte	عظيم	flott	عظيم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
flotte	عظيمة	flott	عَظِيمَة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
flotte	العظيم	flott	عَظِيم	ADJ;PL	ADJ;NOM;DEF;MASC;SG
klanen	عشيرة	klan	عشيرة	N;DEF;MASC;SG	N;NOM;INDF;SG
gnu	جنو	gnu	جنو	N;INDF;NEUT;SG	
chapman	تشابمان	chapman	تشابمان	N;INDF;MASC;SG	
chapman	شابمان	chapman	شابمان	N;INDF;MASC;SG	
baser	اسس	baser	أَسَاس	N;INDF;NEUT;PL	V;PFV;MASC;SG;3;ACT
baser	الاسس	baser	أَسَاس	N;INDF;NEUT;PL	N;NOM;DEF;PL
cox	كوكس	cox	كُوكس	PROPN	
aske	الرماد	aske	رَمَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
aske	الرماد	aske	رَمَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
aske	اش	aske	أَش	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
gloria	غلوريا	glorie	غِلَورِيّ	N;DEF;FEM;SG	
gloria	جلوريا	glorie	جَلوَرِيّ	N;DEF;FEM;SG	
twilight	الشفق	twilight	شَفق	ADJ;INDF;SG	N;NOM;DEF;SG
aleksej	الكسي	aleksej	كَسِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
produktene	منتجات	produkt	مُنتَج	N;DEF;FEM;PL	N;NOM;INDF;PL
dannelse	التكاثر	dannelse	تَكَاثُر	N;INDF;MASC;SG	N;NOM;DEF;SG
dannelse	التربية	dannelse	تَربِيَة	N;INDF;MASC;SG	N;NOM;DEF;SG
rosenberg	روزنبرغ	rosenberg	رُوزنبرغ	N;INDF;MASC;SG	
natalie	ناتالي	natalie	نَاتَالِي	N;INDF;MASC;SG	
versailles	فيرساي	versaill	فَيرَسَاي	N;INDF;MASC;SG	
versailles	فرساي	versaill	فَرس	N;INDF;MASC;SG	
vasa	vasa	vase	صِزَّة	N;INDF;MASC;SG	
jurij	يوري	jurij	أَورَى	N;INDF;MASC;SG	
billigere	ارخص	billigere	أَرخَص	V;NFIN	
passasjerene	مسافرين	passasjere	مُسَافِر	N;DEF;FEM;PL	N;NOM;INDF;PL
passasjerene	ركاب	passasjere	رَاكِب	N;DEF;FEM;PL	N;NOM;INDF;PL
rush	راش	rush	رَاش	N;INDF;SG	
bysantinsk	البيزنطية	bysantinsk	بِيزنطِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
chiang	شيانغ	chiang	شيانغ	N	
cricket	الكريكت	crick	كَرِيك	N;DEF;NEUT;SG	
montevideo	مونتيفيديو	montevideo	مُونتِيفِيُو	N;INDF;MASC;SG	
montevideo	مونتفيديو	montevideo	مونتفيديو	N;INDF;MASC;SG	
unntaket	استثناء	unntak	اِستِثنَاء	N;DEF;NEUT;SG	N;NOM;INDF;SG
legender	الاساطير	legende	أُسطَاطِير	N;INDF;FEM;PL	N;NOM;DEF;PL
seneste	الاحدث	senaste	أَحدَث	N;INDF;SG	N;NOM;DEF;SG
royce	رويس	royce	رُوَيس	N;INDF;FEM;SG	
elektronikk	الالكترونيات	elektronikk	إِلِكترُونِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
being	كونك	being	كُونك	N;INDF;NEUT;SG	
betingelser	المصطلحات	betingelse	مُصطَلَح	N;INDF;MASC;SG	N;NOM;DEF;PL
betingelser	الشروط	betingelse	شَرط	N;INDF;MASC;SG	N;NOM;DEF;PL
betingelser	شروط	betingelse	شَرط	N;INDF;MASC;SG	N;NOM;INDF;PL
betingelser	الاحوال	betingelse	حَال	N;INDF;MASC;SG	N;NOM;DEF;PL
betingelser	ظروف	betingelse	ظَرف	N;INDF;MASC;SG	N;NOM;INDF;PL
betingelser	الظروف	betingelse	ظَرف	N;INDF;MASC;SG	N;NOM;DEF;PL
betingelser	الشروط	betingelse	شَرط	N;INDF;MASC;SG	N;NOM;DEF;PL
betingelser	شروط	betingelse	شَرط	N;INDF;MASC;SG	N;NOM;INDF;PL
tours	جولات	tours	جولات	N;INDF;MASC;SG	N;NOM;INDF;PL
tours	الجولات	tours	جَولَة	N;INDF;MASC;SG	N;NOM;DEF;PL
sjøfolk	البحارة	sjøfolk	بَحَّارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
kunngjort	اعلن	kunngjere	أَعلَن	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
kunngjort	اعلنت	kunngjere	أَعلَن	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
trinity	الثالوث	trinity	ثَالُوث	N;INDF;MASC;SG	N;NOM;DEF;SG
alive	احياء	alive	حَيّ	N	ADJ;NOM;INDF;MASC;PL
alive	حية	alive	حَيَّة	N	ADJ;NOM;INDF;FEM;SG
alive	حي	alive	حَيّ	N	
skilsmisse	الطلاق	skilsmisse	طَلَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
touch	تلمس	touch	لَمَّس	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
touch	لمس	touch	لَمَس	N;INDF;MASC;SG	
touch	اللمس	touch	لَمسَة	N;INDF;MASC;SG	N;NOM;DEF;SG
touch	المس	touch	مِس	N;INDF;MASC;SG	N;NOM;DEF;SG
ibrahim	ابراهيم	ibrahim	ابراهيم	N;INDF;MASC;SG	
dammen	بركة	dam	بَرَكَة	N;DEF;MASC;SG	N;NOM;INDF;SG
naboer	الجيران	nabo	جِيرَان	N;INDF;FEM;PL	N;NOM;DEF;SG
naboer	جيران	nabo	جِيرَان	N;INDF;FEM;PL	
naboer	الجيران	nabo	جِيرَان	N;INDF;FEM;PL	N;NOM;DEF;SG
skyer	سحاب	sky	سَحَّاب	N;INDF;FEM;PL	N;NOM;INDF;SG
skyer	السحب	sky	سَحب	N;INDF;FEM;PL	N;NOM;DEF;SG
skyer	غيوم	sky	غِيَوم	N;INDF;FEM;PL	
skyer	الغيوم	sky	غُيُوم	N;INDF;FEM;PL	N;NOM;DEF;PL
skyer	سحب	sky	سَحب	N;INDF;FEM;PL	N;NOM;INDF;SG
nobel	نوبل	nobel	نوبل	N;INDF;MASC;SG	
cecilia	سيسيليا	cecilia	سيسيليا	N;INDF;MASC;SG	
faser	المراحل	faser	مَرحَلَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
faser	مراحل	faser	مَرحَلَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
them	هم	them	هُوَ		PRO;NOM;MASC;PL;3
elton	التون	elton	تَوَنِّي	N;INDF;MASC;SG	
misbruk	الاساءة	misbruk	اِسَّاء	N;INDF;NEUT;SG	N;NOM;DEF;SG
misbruk	الانتهاكات	misbruk	اِنتِهَاك	N;INDF;NEUT;SG	N;NOM;DEF;PL
ghost	شبح	ghost	شَبح	N;INDF;MASC;SG	
ghost	جوست	ghost	جوست	N;INDF;MASC;SG	
ghost	الشبح	ghost	شَبح	N;INDF;MASC;SG	
gonzález	غونزاليس	gonzález	غُونزَالِيس	N;INDF;MASC;SG	
forskeren	عالم	forsker	عَالَم	N;DEF;MASC;SG	N;NOM;INDF;SG
forskeren	عالمة	forsker	عَالَمَة	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
forskeren	العلماء	forsker	عَالِم	N;DEF;MASC;SG	N;NOM;DEF;PL
blair	بلير	blei	بلِير	N;INDF;MASC;SG	
québec	كيبك	québec	كَيبَك	N;INDF;MASC;SG	
québec	كيبيك	québec	كيبيك	N;INDF;MASC;SG	
québec	كوبيك	québec	كوبيك	N;INDF;MASC;SG	
lukt	شم	lukt	شم	N;INDF;FEM;SG	
lukt	الشم	lukt	شَمّ	N;INDF;FEM;SG	N;NOM;DEF;SG
bratislava	براتيسلافا	bratislav	برَاتِيسلَافَا	N;DEF;NEUT;PL	
fusjon	الانصهار	fusjon	اِنصِهَار	N;INDF;MASC;SG	N;NOM;DEF;SG
dokumenterte	موثقة	dokumentere	موثقة	ADJ;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
dokumenterte	موثق	dokumentere	مُوَثَّق	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
pluto	بلوتو	pluto	بلوتو	N;INDF;NEUT;SG	
bølge	الموجة	bølgje	مُوجَة	N;INDF;FEM;SG	N;NOM;DEF;SG
bølge	لوح	bølgje	لَوح	N;INDF;FEM;SG	
jake	جيك	jake	جَيك	N;INDF;MASC;SG	
jake	جايك	jake	جَايك	N;INDF;MASC;SG	
seminar	الندوة	seminar	نَدوَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
zagreb	زغرب	zagreb	زَغرَب	N;INDF;NEUT;SG	
innlagt	اعترفت	innlagd	اِعتَرَف	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
magasiner	المجلات	magasin	مَجَلّ	N;INDF;MASC;PL	N;NOM;DEF;PL
sammenbrudd	الانهيار	sammenbrudd	اِنهِيَار	N;INDF;MASC;SG	N;NOM;DEF;SG
zero	صفر	zero	صفر	N;INDF;MASC;SG	
zero	الصفر	zero	صِفر	N;INDF;MASC;SG	N;NOM;DEF;SG
obama	اوباما	obame	أُوبَام	N;INDF;MASC;SG	
torres	توريس	torre	توريس	N	
lojale	مخلص	lojal	مُخَلَّص	ADJ;PL	ADJ;NOM;INDF;MASC;SG
lokomotiv	القاطرة	lokomotiv	قَاطِرَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
sammendrag	الملخص	sammendrag	مُلخَص	N;INDF;NEUT;SG	N;NOM;DEF;SG
sammendrag	الموجز	sammendrag	مُوجز	N;INDF;NEUT;SG	N;NOM;DEF;SG
sammendrag	الملخص	sammendrag	مُلخَص	N;INDF;NEUT;SG	N;NOM;DEF;SG
close	قريب	close	قَرِيب	N	ADJ;NOM;INDF;MASC;SG
close	الوثيق	close	وَثِيق	N	ADJ;NOM;DEF;MASC;SG
close	مقرب	close	مقرب	N	ADJ;NOM;INDF;MASC;SG
close	اغلق	close	أَغلَق	N	V;PFV;MASC;SG;3;ACT
uttalelse	البيان	uttalelse	بَيَان	N;INDF;MASC;SG	N;NOM;DEF;SG
skjønnhet	جمال	skjønnh	جمال	N;INDF;NEUT;SG	
skjønnhet	الجمال	skjønnh	جَمَل	N;INDF;NEUT;SG	N;NOM;DEF;SG
moment	اللحظة	moment	لَحظَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
margrete	مارغريت	margrete	مارغريت	N;INDF;MASC;SG	
margrete	مارجريت	margrete	مارجريت	N;INDF;MASC;SG	
eleanor	اليانور	eleanor	اليانور	N;INDF;MASC;SG	
charaxes	شراكسة	charax	شَرِيسَة	N	
mansfield	مانسفيلد	mansfialde	مانسفيلد	N;INDF;MASC;SG	
passasjer	المسافر	passasjer	مُسَافِر	N;INDF;MASC;SG	N;NOM;DEF;SG
passasjer	الراكب	passasjer	رَاكِب	N;INDF;MASC;SG	N;NOM;DEF;SG
bombet	قصفت	bomb	قَصَف	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
henderson	هندرسون	henderson	هُندُرس	N;INDF;NEUT;SG	
javier	خافيير	javie	خَافِيِير	N;INDF;MASC;SG	
javier	خافير	javie	خَافِير	N;INDF;MASC;SG	
bestyrer	المدير	bestyre	مُدِير	N;INDF;MASC;SG	N;NOM;DEF;SG
garnisonen	حامية	garnison	حَامِي	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
taktikk	الاساليب	taktikk	أُسلُوب	N;INDF;MASC;SG	N;NOM;DEF;PL
taktikk	التكتيكات	taktikk	تَكتِيك	N;INDF;MASC;SG	N;NOM;DEF;PL
taktikk	التكتيك	taktikk	تَكتِيك	N;INDF;MASC;SG	N;NOM;DEF;SG
patricia	باتريشيا	patricia	باتريشيا	N;INDF;MASC;SG	
hør	اسمع	hør	أَسمَع	N;INDF;MASC;SG	
hør	استمع	hør	اِستَمَع	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
hør	الاستماع	hør	اِستِمَاع	N;INDF;MASC;SG	N;NOM;DEF;SG
hør	اسمعوا	hør	اسمعوا	N;INDF;MASC;SG	V;PFV;MASC;PL;3;ACT
hør	استمعوا	hør	اِستَمَع	N;INDF;MASC;SG	V;PFV;MASC;PL;3;ACT
øde	مهجورة	øde	مهجورة	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
øde	مهجور	øde	مَهُور	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
øde	المهجورة	øde	مَهُجُورَة	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
kontinent	القارة	kontinent	قَارَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
omdømme	السمعة	omdømme	سُمعَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
sau	الخراف	sau	خِرَاف	N;INDF;MASC;SG	N;NOM;DEF;PL
sau	الخروف	sau	خَرف	N;INDF;MASC;SG	N;NOM;DEF;SG
sau	الاغنام	sau	إِغنَام	N;INDF;MASC;SG	N;NOM;DEF;PL
sau	خروف	sau	خَرف	N;INDF;MASC;SG	
sau	الغنم	sau	غَنَم	N;INDF;MASC;SG	N;NOM;DEF;SG
flukten	هروب	flukt	هُرُوب	N;DEF;MASC;SG	N;NOM;INDF;SG
metaller	معادن	metalle	مَعدِن	N;INDF;MASC;SG	N;NOM;INDF;PL
metaller	الفلزات	metalle	فَلزَة	N;INDF;MASC;SG	N;NOM;DEF;PL
metaller	المعادن	metalle	مَعدِن	N;INDF;MASC;SG	N;NOM;DEF;PL
ashley	اشلي	ashley	اشلي	N;INDF;NEUT;SG	
petroleum	النفط	petroleum	نَفط	N;INDF;MASC;SG	N;NOM;DEF;SG
petroleum	البترول	petroleum	بِترُول	N;INDF;MASC;SG	N;NOM;DEF;SG
petroleum	بترول	petroleum	بِترُول	N;INDF;MASC;SG	
tonight	الليلة	tonight	لَيلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
easy	السهل	easy	سَهل	N;INDF;SG	N;NOM;DEF;SG
easy	سهل	easy	سَهل	N;INDF;SG	ADJ;NOM;INDF;MASC;SG
easy	سهلة	easy	سَهل	N;INDF;SG	ADJ;NOM;INDF;FEM;SG
monumenter	الاثار	monumenter	أَثَر	N;INDF;FEM;PL	N;NOM;DEF;PL
ella	ايلا	ell	إِيلَا	N;INDF;MASC;SG	
tettere	اقرب	tettere	اقرب	N;INDF;FEM;SG	
gaius	جايوس	gaius	جايوس	N;INDF;MASC;SG	
asiatisk	الاسيوي	asiatisk	آسِيَوِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
asiatisk	اسيا	asiatisk	آسِيَا	ADJ;INDF;NEUT;SG	
asiatisk	الاسيوية	asiatisk	آسِيَوِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
uhell	الحادث	uhell	حَادِث	N;INDF;NEUT;SG	N;NOM;DEF;SG
uhell	الحوادث	uhell	حَادِث	N;INDF;NEUT;SG	N;NOM;DEF;PL
uhell	حوادث	uhell	حَادِث	N;INDF;NEUT;SG	N;NOM;INDF;PL
shan	شان	shan	شَان	PROPN	
spekter	النطاق	spekter	نِطَاق	N;INDF;NEUT;SG	N;NOM;DEF;SG
spekter	المدى	spekter	مَدَى	N;INDF;NEUT;SG	N;NOM;DEF;SG
nixon	نيكسون	nixon	نيكسون	N;INDF;MASC;SG	
overvåke	الشاشة	overvåke	شَاشَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
lucia	لوسيا	lucium	لوسيا	N;INDF;FEM;SG	
albion	البيون	albion	بَين	N;INDF;NEUT;SG	
watch	شاهد	watch	شَاهَد	N;INDF;MASC;SG	
watch	راقب	watch	رَاقِب	N;INDF;MASC;SG	
gent	غينت	gent	غَيَّن	PROPN	
gent	غنت	gent	غنت	PROPN	V;PFV;FEM;SG;3;ACT
gent	جنت	gent	جنت	PROPN	V;PFV;FEM;SG;3;ACT
omsorg	العناية	omsorg	عِنَايَة	N;INDF;FEM;SG	N;NOM;DEF;SG
omsorg	الاهتمام	omsorg	اِهتِمَام	N;INDF;FEM;SG	N;NOM;DEF;SG
omsorg	اهتم	omsorg	اِهتَمّ	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
omsorg	العناية	omsorg	عِنَايَة	N;INDF;FEM;SG	N;NOM;DEF;SG
omsorg	الرعاية	omsorg	رِعَايَة	N;INDF;FEM;SG	N;NOM;DEF;SG
nash	ناش	nash	نَاش	N;INDF;NEUT;SG	
prøyssisk	البروسية	prøyssisk	بُرُوسِيّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
prøyssisk	بروسية	prøyssisk	بروسية	ADJ;INDF;NEUT;SG	
kingston	كنغستون	kingston	كنغستون	N;INDF;MASC;SG	
kingston	كينغستون	kingston	كِينغستُون	N;INDF;MASC;SG	
skarpt	شارب	skarp	شَارِب	ADJ;INDF;NEUT;SG	
strålende	المجيد	strålende	المجيد	N;INDF;FEM;SG	
strålende	مجيد	strålende	مجيد	N;INDF;FEM;SG	
munn	الفم	munn	فَمّ	N;INDF;MASC;SG	N;NOM;DEF;SG
sprang	قفزة	springe	قفزة	V;IND;PST;FIN	N;NOM;INDF;SG
sprang	القفزة	springe	قَفزَة	V;IND;PST;FIN	N;NOM;DEF;SG
banner	الراية	bann	رَايَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
banner	لافتة	bann	لَافِت	N;INDF;NEUT;PL	N;NOM;INDF;SG
banner	راية	bann	رَايَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
capital	العاصمة	capital	عَاصِمَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
glans	اللمعان	glans	لَمعَانَة	N;INDF;MASC;SG	N;NOM;DEF;SG
silke	سيلك	silk	سيلك	N;INDF;NEUT;SG	
silke	حرير	silk	حَرِير	N;INDF;NEUT;SG	
silke	الحرير	silk	حَرِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
telle	كونت	telle	كُونت	N;INDF;NEUT;SG	
telle	العد	telle	عَدّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
telle	الكونت	telle	كُونت	N;INDF;NEUT;SG	
telle	العدد	telle	عَدَد	N;INDF;NEUT;SG	N;NOM;DEF;SG
telle	العد	telle	عَدّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
gruvedrift	التعدين	gruvedrift	تَعدِين	N;INDF;FEM;SG	N;NOM;DEF;SG
gruvedrift	المناجم	gruvedrift	مَنجَم	N;INDF;FEM;SG	N;NOM;DEF;PL
mistenkte	المشتبه	mistenkt	مُشتَبَه	ADJ;PL	ADJ;NOM;DEF;MASC;SG
mistenkte	مشتبه	mistenkt	مُشتَبَه	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sammenstøt	الاثر	sammenstøt	أَثَر	N;INDF;MASC;SG	N;NOM;DEF;SG
sammenstøt	التاثير	sammenstøt	تَاثِير	N;INDF;MASC;SG	N;NOM;DEF;SG
sammenstøt	الاصطدام	sammenstøt	اِصطِدَام	N;INDF;MASC;SG	N;NOM;DEF;SG
spisse	مدببة	spisse	مُدبِب	ADJ;PL	ADJ;NOM;INDF;FEM;SG
spisse	مدبب	spisse	مُدبَب	ADJ;PL	ADJ;NOM;INDF;MASC;SG
shadow	ظل	shadow	ظَلّ	N	V;PFV;MASC;SG;3;ACT
samtykke	الموافقة	samtykke	مُوَافَقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
datoer	المواعيد	datoer	مِيعَاد	N;INDF;NEUT;PL	N;NOM;DEF;PL
datoer	التواريخ	datoer	تَورِيخ	N;INDF;NEUT;PL	N;NOM;DEF;PL
sons	ابناء	sons	اِبن	N;INDF;SG	N;NOM;INDF;PL
sons	الابناء	sons	الابناء	N;INDF;SG	N;NOM;DEF;PL
gerard	جيرارد	gerard	جِيرَارد	N;INDF;MASC;SG	
helvete	جهنم	helvete	جَهَنَّم	N;INDF;NEUT;SG	
helvete	الجحيم	helvete	جَحِيم	N;INDF;NEUT;SG	N;NOM;DEF;SG
avstamning	النسب	avstamning	نِسبَة	N;INDF;FEM;SG	N;NOM;DEF;PL
vatikanet	الفاتيكان	vatikan	الفاتيكان	N;DEF;NEUT;SG	
introduksjon	المقدمة	introduksjon	مُقَدَّمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
forstad	الضواحي	forstad	ضَاحِيَة	N;INDF;MASC;SG	N;NOM;DEF;PL
forstad	ضواحي	forstad	ضَاحِيَة	N;INDF;MASC;SG	N;NOM;INDF;PL
kandidatene	مرشحين	kandidat	مُرَشَّح	N;DEF;FEM;PL	N;NOM;INDF;PL
