renascimento	revival	renascimento	revival	N;MASC;SG	
imperadores	cesarzem	imperador	cesarz	N;MASC;PL	N;INS;MASC;SG
imperadores	cesarza	imperador	cesarz	N;MASC;PL	N;ACC;MASC;SG
imperadores	cesarz	imperador	cesarz	N;MASC;PL	N;NOM;MASC;SG
gazeta	gazette	gazeta	gazetta	N;MASC;SG	
andares	podłóg	andar	podłóg	N;MASC;PL	
andares	piętra	andar	piętro	N;MASC;PL	N;NOM;NEUT;SG
andares	podłogi	andar	podłoga	N;MASC;PL	N;ACC;FEM;SG
derivada	pochodnych	derivar	pochodny	V;FEM;SG;V.PTCP	N;GEN;MASC;PL
derivada	pochodne	derivar	pochodny	V;FEM;SG;V.PTCP	
ódio	nienawiści	ódio	nienawiść	N;MASC;SG	
ódio	nienawiści	ódio	nienawiść	N;MASC;SG	
ódio	nienawidzę	ódio	nienawidzić	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
foguetes	rakietę	foguete	rakieta	N;MASC;PL	N;ACC;FEM;SG
foguetes	rakieta	foguete	rakieta	N;MASC;PL	N;NOM;FEM;SG
paramount	paramount	paramount	paramount	N;MASC;SG	
ensinamentos	lekcji	ensinamento	lekcja	N;MASC;PL	N;GEN;FEM;SG
léo	léo	léo	léo	N;MASC;SG	
léo	leo	léo	leo	N;MASC;SG	
turim	torino	turim	torino	N;MASC;SG	PROPN;NOM;MASC;SG
turim	turynie	turim	turyn	N;MASC;SG	PROPN;NOM;MASC;SG
nancy	nancy	nancy	nanca	N;FEM;SG	
incrível	super	incrível	super	ADJ;MASC;SG	
incrível	rewelacja	incrível	rewelacja	ADJ;MASC;SG	
aquático	wodne	aquático	wodny	N;MASC;SG	ADJ;NOM;NEUT;SG
aquático	wodny	aquático	wodny	N;MASC;SG	ADJ;NOM;MASC;SG
almada	almada	almada	almada	N;FEM;SG	
chocolate	czekoladowy	chocolate	czekoladowy	N;MASC;SG	ADJ;NOM;MASC;SG
chocolate	czekoladowe	chocolate	czekoladowy	N;MASC;SG	ADJ;NOM;NEUT;SG
edson	edson	edson	edson	N;MASC;SG	PROPN;NOM;MASC;SG
edson	edison	edson	edison	N;MASC;SG	PROPN;NOM;MASC;SG
ródano	rhone	ródano	rhony	N;MASC;SG	
ródano	rhône	ródano	rhnny	N;MASC;SG	
balada	ballada	balada	ballada	N;FEM;SG	
medir	pomiar	medir	pomiar	V;NFIN	N;NOM;MASC;SG
medir	pomiary	medir	pomiar	V;NFIN	N;NOM;MASC;PL
medir	pomiaru	medir	pomiar	V;NFIN	N;GEN;MASC;SG
medir	środek	medir	środek	V;NFIN	N;NOM;MASC;SG
medir	środka	medir	środek	V;NFIN	N;GEN;MASC;SG
medir	miara	medir	miara	V;NFIN	N;NOM;FEM;SG
medir	miary	medir	miara	V;NFIN	
falada	wypowiedziane	falar	wypowiedziany	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terminais	terminal	terminal	terminal	N;MASC;PL	N;NOM;MASC;SG
schmidt	schmidt	schmidt	schmidt	PROPN;MASC;SG	PROPN;NOM;MASC;SG
minho	minho	minho	minho	N;MASC;SG	
fechar	blisko	fechar	blisko	V;NFIN	
fechar	zamknięcie	fechar	zamknięcie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
fechar	zamknięcia	fechar	zamknąć	V;NFIN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
fechar	zamykanie	fechar	zamykać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
body	body	body	bód	N;MASC;SG	
body	nadwozia	body	nadwóziać	N;MASC;SG	
etnia	etnicznych	etniar	etniczny	N;FEM;SG	ADJ;GEN;MASC;PL
etnia	etniczne	etniar	etniczny	N;FEM;SG	ADJ;NOM;NEUT;SG
sobreviver	przeżycie	sobreviver	przeżycie	V;NFIN	N;NOM;NEUT;SG
apollo	apollo	apollo	apollo	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
rumores	pogłoski	rumor	pogłoski	N;MASC;PL	
rumores	plotka	rumor	plotka	N;MASC;PL	N;NOM;FEM;SG
rumores	pogłoski	rumor	pogłoski	N;MASC;PL	
rumores	pogłoski	rumor	pogłoski	N;MASC;PL	
listados	wymienionych	listar	wymienić	V;MASC;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
listados	wymienione	listar	wymienić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fev	luty	faver	luty	N;MASC;SG	
fev	lutego	faver	luty	N;MASC;SG	
morris	morris	morrer	morris	N;MASC;SG	
genes	genu	gene	gen	N;MASC;PL	N;GEN;MASC;SG
genes	gene	gene	gen	N;MASC;PL	PROPN;NOM;MASC;SG
genes	gen	gene	gen	N;MASC;PL	
lunar	lunar	lunar	lunar	N;MASC;SG	
lunar	księżycowy	lunar	księżycowy	N;MASC;SG	ADJ;NOM;MASC;SG
allmusic	allmusic	allmusic	allmusic	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
oferecido	oferowane	oferecer	oferować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
oferecido	oferowana	oferecer	oferować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
afiliada	powiązanych	afiliar	powiązać	V;FEM;SG;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
afiliada	partner	afiliar	partner	V;FEM;SG;V.PTCP	N;NOM;MASC;SG
afiliada	partnerski	afiliar	partnerski	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
urso	misia	urso	misia	N;MASC;SG	
urso	misiu	urso	misieć	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
chá	herbaty	chá	herbata	N;MASC;SG	N;GEN;FEM;PL
reynolds	reynoldsa	reynold	reynoldsa	N;MASC;SG	
reynolds	reynolds	reynold	reynolds	N;MASC;SG	PROPN;NOM;MASC;SG
curiosidade	ciekawe	curiosidade	ciekawy	N;FEM;SG	ADJ;NOM;NEUT;SG
curiosidade	ciekawa	curiosidade	ciekawy	N;FEM;SG	
curiosidade	ciekawy	curiosidade	ciekawy	N;FEM;SG	ADJ;NOM;MASC;SG
errada	źle	errar	źle	V;FEM;SG;V.PTCP	ADV
consecutivas	kolejnych	consecutivo	kolejny	N;FEM;PL	ADJ;GEN;MASC;PL
turca	turecka	turco	turecka	N;FEM;SG	ADJ;NOM;FEM;SG
turca	tureckie	turco	turecki	N;FEM;SG	ADJ;NOM;NEUT;SG
turca	turecki	turco	turecka	N;FEM;SG	ADJ;NOM;MASC;SG
piscina	bilard	piscina	bilard	N;FEM;SG	
andreas	andreas	andrea	andreas	N;MASC;PL	PROPN;NOM;MASC;SG
discutido	omówione	discutir	omówić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mares	morza	mar	morze	N;MASC;PL	N;GEN;NEUT;SG
mares	klaczy	mar	klaczyć	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
desculpas	usprawiedliwienia	desculpa	usprawiedliwienie	N;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
rara	rzadkość	raro	rzadkość	ADJ;FEM;SG	N;NOM;FEM;SG
rara	rzadko	raro	rzadko	ADJ;FEM;SG	ADV
moto	motor	moto	motor	N;FEM;SG	
moto	motor	moto	motor	N;FEM;SG	
moto	motor	moto	motor	N;FEM;SG	
moto	motocykle	moto	motocykl	N;FEM;SG	N;NOM;MASC;PL
moto	moto	moto	moto	N;FEM;SG	
doctor	doktorze	doctor	doktor	N;MASC;SG	
pega	weź	pegar	wziąć	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
pega	bierz	pegar	brać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
definidas	zdefiniowane	definido	zdefiniować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
definidas	określonych	definido	określony	V;FEM;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
definidas	zdefiniowana	definido	zdefiniować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
definidas	zdefiniowany	definido	zdefiniować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
definidas	zdefiniowanych	definido	zdefiniować	V;FEM;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
flauta	flet	flauta	flet	N;FEM;SG	
circuitos	obwód	circuito	obwód	N;MASC;PL	N;NOM;MASC;SG
disposto	chętnych	disposto	chętny	N;MASC;SG	N;GEN;MASC;PL
disposto	chętna	disposto	chętny	N;MASC;SG	ADJ;NOM;FEM;SG
disposto	chętny	disposto	chętny	N;MASC;SG	ADJ;NOM;MASC;SG
disposto	chętni	disposto	chętny	N;MASC;SG	N;NOM;MASC;PL
aeronáutica	lotnicza	aeronáutico	lotniczy	N;FEM;SG	ADJ;NOM;FEM;SG
consecutivos	kolejnych	consecutivo	kolejny	N;MASC;PL	ADJ;GEN;MASC;PL
esqui	narty	esqui	narta	N;MASC;SG	
esqui	ski	esqui	skiot	N;MASC;SG	
esqui	narty	esqui	narta	N;MASC;SG	
ocorrendo	występujące	ocorrer	występować	V;V.MSDR	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
punição	kary	punição	kara	N;FEM;SG	N;ACC;FEM;PL
divulgado	zwolnione	divulgar	zwolnić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
divulgado	wydane	divulgar	wydać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
divulgado	wydany	divulgar	wydać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
divulgado	zwolniony	divulgar	zwolnić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
divulgado	wydana	divulgar	wydać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
divulgado	ujawnione	divulgar	ujawnić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adulta	dorośli	adulta	dorosły	N;FEM;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
adulta	dorosły	adulta	dorosnąć	N;FEM;SG	V;PFV;FEM;IND;PL;PST;FIN;ACT
adulta	dorosłych	adulta	dorosły	N;FEM;SG	ADJ;GEN;MASC;PL
adulta	dorosła	adulta	dorosnąć	N;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
jenkins	jenkins	jenkin	jenkins	N;MASC;SG	PROPN;NOM;MASC;SG
confirmada	potwierdzona	confirmar	potwierdzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
confirmada	potwierdzone	confirmar	potwierdzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gibson	gibson	gibson	gibson	N;MASC;SG	
enrique	enrique	enrique	enrique	N;MASC;SG	PROPN;NOM;MASC;SG
parciais	częściowa	parcial	częściowy	ADJ;MASC;PL	ADJ;NOM;FEM;SG
parciais	częściowo	parcial	częściowo	ADJ;MASC;PL	ADV
parciais	częściowy	parcial	częściowy	ADJ;MASC;PL	ADJ;NOM;MASC;SG
parciais	częściowe	parcial	częściowy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
bater	beat	bater	beat	V;NFIN	
bater	pobicia	bater	pobicie	V;NFIN	N;GEN;NEUT;SG
bater	pobicie	bater	pobić	V;NFIN	N;NOM;NEUT;SG
bater	bicie	bater	bić	V;NFIN	
bater	uderzenie	bater	uderzenie	V;NFIN	N;NOM;NEUT;SG
bater	hit	bater	hit	V;NFIN	
bater	trafienie	bater	trafić	V;NFIN	N;NOM;NEUT;SG
coreana	koreański	coreana	koreański	N;FEM;SG	ADJ;NOM;MASC;SG
coreana	korei	coreana	korea	N;FEM;SG	
lins	lins	lin	lins	N;MASC;SG	
influente	wpływowych	influente	wpływowy	ADJ;MASC;SG	ADJ;GEN;MASC;PL
colo	kolanach	colo	kolano	N;MASC;SG	N;DAT;NEUT;PL
colo	okrążenia	colo	okrążyć	N;MASC;SG	N;NOM;NEUT;PL
partindo	odejście	partir	odejść	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
partindo	wyjazd	partir	wyjazd	V;V.MSDR	N;NOM;MASC;SG
partindo	pozostawienie	partir	pozostawienie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
partindo	opuszczenie	partir	opuścić	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
varsóvia	warszawa	varsóvia	warszawa	N;FEM;SG	
through	poprzez	through	poprzez	N;MASC;SG	
through	przez	through	przez	N;MASC;SG	ADP
lance	lance	lançar	lanka	N;MASC;SG	
script	skryptów	script	skrypt	N;MASC;SG	N;GEN;MASC;PL
cairo	kairze	cairo	kaira	N;MASC;SG	PROPN;NOM;MASC;SG
antoine	antoni	antoine	antoni	N;MASC;SG	PROPN;NOM;MASC;SG
antoine	antoine	antoine	antoiny	N;MASC;SG	PROPN;NOM;MASC;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffe	N;FEM;SG	
terminado	skończony	terminar	skończyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terminado	zakończone	terminar	zakończyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terminado	skończone	terminar	skończyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
traça	ćma	traçar	ćma	V;IND;SG;3;PRS;FIN	
proteína	białko	proteína	białko	N;FEM;SG	
dominicana	dominikany	dominicano	dominikany	N;FEM;SG	
bin	bin	bin	bin	N;MASC;SG	
swift	swift	swift	swift	N;MASC;SG	
leslie	leslie	leslie	lasnąć	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
parente	względne	parente	względny	N;MASC;SG	ADJ;NOM;NEUT;SG
parente	krewni	parente	krewnić	N;MASC;SG	N;NOM;MASC;PL
parente	względna	parente	względny	N;MASC;SG	ADJ;NOM;FEM;SG
nuvens	chmura	nuvem	chmura	N;FEM;PL	N;NOM;FEM;SG
nuvens	cloud	nuvem	cloud	N;FEM;PL	
fêmea	damskie	fêmea	damski	N;FEM;SG	ADJ;NOM;NEUT;SG
fêmea	kobiety	fêmea	kobieta	N;FEM;SG	N;NOM;FEM;PL
distâncias	odległości	distância	odległość	N;FEM;PL	N;GEN;FEM;SG
distâncias	odległość	distância	odległość	N;FEM;PL	N;ACC;FEM;SG
distâncias	dystans	distância	dystans	N;FEM;PL	N;NOM;MASC;SG
distâncias	odległości	distância	odległość	N;FEM;PL	N;GEN;FEM;SG
semanal	tydzień	semanal	tydzień	ADJ;MASC;SG	N;NOM;MASC;SG
semanal	tygodniowo	semanal	tygodniowo	ADJ;MASC;SG	ADV
macedônia	macedoński	macedônia	macedoński	N;FEM;SG	ADJ;NOM;MASC;SG
macedônia	macedonii	macedônia	macedonia	N;FEM;SG	
ávila	ávila	ávila	Svil	N;MASC;SG	PROPN;NOM;MASC;SG
essenciais	zasadnicze	essencial	zasadniczy	ADJ;MASC;PL	
essenciais	essentials	essencial	essentials	ADJ;MASC;PL	
petrópolis	petrópolis	petrópoli	petrópolis	N;MASC;SG	
ensinar	nauczanie	ensinar	nauczanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ensinar	uczenie	ensinar	uczenie	V;NFIN	
ensinar	nauczania	ensinar	nauczanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bach	bach	bach	bach	N;MASC;SG	PROPN;NOM;MASC;SG
sega	sega	segar	seg	N;MASC;SG	
cola	cola	cola	cola	N;FEM;SG	
proibição	ban	proibição	ban	N;FEM;SG	
proibição	zablokuj	proibição	zablokować	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
proibição	zakazy	proibição	zakaz	N;FEM;SG	N;NOM;MASC;PL
sobreviveu	przetrwały	sobreviver	przetrwać	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;PL;PST;FIN;ACT
ângelo	angelo	ângelo	angelo	N;MASC;SG	
key	kluczowe	key	kluczowy	N;MASC;SG	ADJ;NOM;NEUT;SG
key	klucze	key	klucz	N;MASC;SG	N;NOM;MASC;PL
key	key	key	key	N;MASC;SG	
residente	rezydenta	residente	rezydent	ADJ;MASC;SG	N;ACC;MASC;SG
residente	mieszkaniec	residente	mieszkaniec	ADJ;MASC;SG	N;NOM;MASC;SG
garotas	girls	garota	girls	N;FEM;PL	
emily	emily	emily	emil	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
carla	carla	carla	carlać	N;FEM;SG	
carla	carli	carla	carla	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
periódico	okresowo	periódico	okresowo	N;MASC;SG	ADV
periódico	okresowe	periódico	okresowy	N;MASC;SG	ADJ;NOM;NEUT;SG
periódico	okresowych	periódico	okresowy	N;MASC;SG	ADJ;GEN;MASC;PL
periódico	okresowe	periódico	okresowy	N;MASC;SG	ADJ;NOM;NEUT;SG
obrigatório	obowiązkowo	obrigatório	obowiązkowo	ADJ;MASC;SG	ADV
obrigatório	obowiązkowo	obrigatório	obowiązkowo	ADJ;MASC;SG	ADV
obrigatório	obowiązkowo	obrigatório	obowiązkowo	ADJ;MASC;SG	ADV
cook	cook	cook	cook	N;MASC;SG	PROPN;NOM;MASC;SG
cook	gotować	cook	gotować	N;MASC;SG	V;IPFV;NFIN;ACT
henriques	henriques	henrique	henriques	N;MASC;SG	
entregar	dostarczanie	entregar	dostarczać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
entregar	dostarczenie	entregar	dostarczenie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
equipado	zamontowane	equipar	zamontować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
equipado	zamontowany	equipar	zamontować	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
equipado	wyposażone	equipar	wyposażyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
equipado	wyposażony	equipar	wyposażyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
equipado	wyposażona	equipar	wyposażyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
sódio	sodu	sódio	sód	N;MASC;SG	
concordou	uzgodnione	concordar	uzgodnić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concordou	zgoda	concordar	zgoda	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
contínuo	ciągła	contínuo	ciągły	N;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
contínuo	ciągł	contínuo	ciąg	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
contínuo	ciągłego	contínuo	ciągły	N;MASC;SG	ADJ;ACC;MASC;SG
contínuo	kontinuum	contínuo	kontinuum	N;MASC;SG	
early	wczesny	early	wczesny	N;MASC;SG	ADJ;NOM;MASC;SG
early	wczesna	early	wczesny	N;MASC;SG	
early	wcześnie	early	wcześnie	N;MASC;SG	ADV
early	wczesne	early	wczesny	N;MASC;SG	
acompanhamento	towarzyszący	acompanhamento	towarzyszący	N;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
acompanhamento	towarzyszących	acompanhamento	towarzyszyć	N;MASC;SG	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
acompanhamento	towarzyszące	acompanhamento	towarzyszyć	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
formicidae	myrmicinae	formicidae	myrmicina	N;FEM;SG	
permaneceram	pozostał	permanecer	pozostać	V;IND;PL;3;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
explicou	wyjaśniono	explicar	wyjaśnić	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
explicou	wyjaśnione	explicar	wyjaśnić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bebida	pije	beber	pić	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bebida	piła	beber	pić	N;FEM;SG	
bebida	pić	beber	pić	N;FEM;SG	V;IPFV;NFIN;ACT
bebida	pić	beber	pić	N;FEM;SG	V;IPFV;NFIN;ACT
bebida	napoje	beber	napój	N;FEM;SG	N;NOM;MASC;PL
bebida	napojów	beber	napój	N;FEM;SG	N;GEN;MASC;PL
máscara	maski	máscara	maska	N;FEM;SG	N;ACC;FEM;PL
máscara	masek	máscara	maska	N;FEM;SG	N;GEN;FEM;PL
máscara	maski	máscara	maska	N;FEM;SG	N;ACC;FEM;PL
dublin	dublinie	dublin	dublina	N;MASC;SG	
dublin	dublina	dublin	dublina	N;MASC;SG	
dublin	dublin	dublin	dublina	N;MASC;SG	PROPN;NOM;MASC;SG
gostava	lubił	gostar	lubić	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
gostava	polubił	gostar	polubić	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
daria	daria	dar	daria	V;COND;SG;3;FIN	PROPN;NOM;FEM;SG
random	przypadkowe	randar	przypadkowy	N;MASC;SG	ADJ;NOM;NEUT;SG
random	przypadkowa	randar	przypadkowy	N;MASC;SG	ADJ;NOM;FEM;SG
random	przypadkowy	randar	przypadkowy	N;MASC;SG	ADJ;NOM;MASC;SG
random	losowo	randar	losowo	N;MASC;SG	ADV
random	losowe	randar	losowy	N;MASC;SG	ADJ;NOM;NEUT;SG
ten	dziesięć	ten	dziesięć	N;MASC;SG	
shadow	shadow	shadow	shadow	N;MASC;SG	
shadow	cień	shadow	cień	N;MASC;SG	
reflexão	refleksji	reflexão	refleksja	N;FEM;SG	
marcel	marcel	marcel	marcel	N;MASC;SG	PROPN;NOM;MASC;SG
abandonada	opuszczony	abandonar	opuszczony	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
abandonada	porzucona	abandonar	porzucić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
abandonada	porzucony	abandonar	porzucić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
abandonada	porzucone	abandonar	porzucić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
abandonada	opuszczona	abandonar	opuścić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dividir	split	dividir	split	V;NFIN	
agr	agr	agr	agr	N;MASC;SG	
vilões	łotr	vilão	łotr	N;MASC;PL	N;NOM;MASC;SG
obrigada	dzieki	obrigar	dziek	V;FEM;SG;V.PTCP	
obrigada	dziękujemy	obrigar	dziękować	V;FEM;SG;V.PTCP	V;IPFV;IND;PL;1;PRS;FIN;ACT
obrigada	dzięki	obrigar	dzięki	V;FEM;SG;V.PTCP	ADP
tropa	żołnierzy	tropa	żołnierz	N;FEM;SG	N;ACC;MASC;PL
tropa	oddziały	tropa	oddział	N;FEM;SG	N;NOM;MASC;PL
tropa	army	tropa	arma	N;FEM;SG	
tropa	armii	tropa	armia	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
indicados	wyświetlane	indicar	wyświetlać	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
indicados	prezentowane	indicar	prezentować	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
indicados	polecane	indicar	polecać	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
indicados	rekomendowane	indicar	rekomendować	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
indicados	wskazany	indicar	wskazany	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
indicados	wskazana	indicar	wskazać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
indicados	wskazane	indicar	wskazany	V;MASC;PL;V.PTCP	
exemplar	wzorowe	exemplar	wzorowy	N;MASC;SG	ADJ;NOM;NEUT;SG
deixe	zostaw	deixar	zostawić	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
deixe	pozwól	deixar	pozwolić	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
maciço	ogromna	maciço	ogromny	N;MASC;SG	ADJ;NOM;FEM;SG
maciço	ogromne	maciço	ogromny	N;MASC;SG	ADJ;NOM;NEUT;SG
maciço	ogromny	maciço	ogromny	N;MASC;SG	ADJ;NOM;MASC;SG
concorrência	zawody	concorrência	zawód	N;FEM;SG	N;NOM;MASC;PL
ilustrado	illustrated	ilustrar	illustrated	V;MASC;SG;V.PTCP	N;NOM;MASC;SG
lava	mycie	lavar	myć	N;FEM;SG	
lava	umyć	lavar	umyć	N;FEM;SG	V;PFV;NFIN;ACT
islâmica	islamskiej	islâmico	islamski	N;FEM;SG	ADJ;GEN;FEM;SG
observou	obserwowany	observar	obserwować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
observou	obserwowanych	observar	obserwować	V;IND;SG;3;PST;FIN	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
observou	obserwowane	observar	obserwować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
observou	obserwowana	observar	obserwować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
observou	odnotowane	observar	odnotować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
observou	odnotowano	observar	odnotować	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
observou	stwierdzone	observar	stwierdzić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
leiria	leiria	leiria	leiria	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
hardcore	hardcore	hardcore	hardcor	N;MASC;SG	
quântica	kwantowa	quântico	kwantowy	N;FEM;SG	ADJ;NOM;FEM;SG
quântica	kwantowej	quântico	kwantowy	N;FEM;SG	ADJ;GEN;FEM;SG
five	pięciu	fiver	pięć	N;MASC;SG	NUM;ACC;MASC;PL
five	pięć	fiver	pięć	N;MASC;SG	NUM;ACC;MASC;PL
armado	uzbrojone	armar	uzbroić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
armado	uzbrojona	armar	uzbroić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
