oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
kaasatud	περιλαμβάνεται	kaasama	περιλαμβάνω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kaare	αψίδα	kaar	αψίδα	N;GEN;SG	N;NOM;FEM;SG
ahmed	αχμέντ	ahme	αχμέντ	N;NOM;PL	
ahmed	αχμέτ	ahme	αχμέτ	N;NOM;PL	
kandja	αεροπλανοφόρο	kandja	αεροπλανοφόρος	N;NOM;SG	ADJ;NOM;NEUT;SG
kandja	μεταφορέα	kandja	μεταφορέας	N;NOM;SG	N;ACC;MASC;SG
ohtlikud	επικίνδυνος	ohtlik	επικίνδυνος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ohtlikud	επικίνδυνο	ohtlik	επικίνδυνος	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ohtlikud	επικίνδυνα	ohtlik	επικίνδυνα	ADJ;NOM;PL	ADV
ohtlikud	επικίνδυνη	ohtlik	επικίνδυνος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ohtlikud	επικίνδυνο	ohtlik	επικίνδυνος	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
ohtlikud	επικίνδυνων	ohtlik	επικίνδυνα	ADJ;NOM;PL	N;GEN;FEM;PL
ohtlikud	επικίνδυνος	ohtlik	επικίνδυνος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ohtlikud	επικίνδυνα	ohtlik	επικίνδυνα	ADJ;NOM;PL	ADV
katta	κάλυμμα	katma	κάλυμμα	V;NFIN	N;NOM;NEUT;SG
katta	κάλυψη	katma	κάλυψη	V;NFIN	N;ACC;FEM;SG
katta	εξώφυλλο	katma	εξώφυλλο	V;NFIN	N;NOM;NEUT;SG
kellelt	απο	kes	απο	PRO;AT+ABL;SG	ADP
kellelt	από	kes	από	PRO;AT+ABL;SG	ADP
koosolek	συνάντηση	koos_olek	συνάντηση	N;NOM;SG	N;ACC;FEM;SG
koosolek	σύσκεψη	koos_olek	σύσκεψη	N;NOM;SG	N;ACC;FEM;SG
filiaal	μπραντς	filiaal	μπραντς	N;NOM;SG	
navarra	navarra	navarra	navarra	ADJ	
tobias	τομπάιας	tobias	τομπάιος	N;NOM;SG	N;GEN;FEM;SG
surra	die	surema	die	V;NFIN	
design	σχεδιασμό	design	σχεδιασμός	N;NOM;SG	N;ACC;MASC;SG
design	σχεδίαση	design	σχεδίαση	N;NOM;SG	N;ACC;FEM;SG
design	design	design	design	N;NOM;SG	
emanuel	εμάνουελ	emanu	εμάνουελ	N;NOM;SG	
kataloog	κατάλογο	kataloog	κατάλογος	N;NOM;SG	N;ACC;MASC;SG
kataloog	καταλόγου	kataloog	κατάλογος	N;NOM;SG	N;GEN;MASC;SG
kataloog	φάκελο	kataloog	φάκελος	N;NOM;SG	N;ACC;MASC;SG
kataloog	κατάλογο	kataloog	κατάλογος	N;NOM;SG	N;ACC;MASC;SG
aknad	windows	aken	windows	N;NOM;PL	
aknad	παραθύρων	aken	παράθυρος	N;NOM;PL	N;GEN;NEUT;PL
poe	shop	pood	shop	N;PRT;SG	
poe	κατάστημα	pood	κατάστημα	N;PRT;SG	N;NOM;NEUT;SG
poe	μαγαζί	pood	μαγαζί	N;PRT;SG	N;NOM;NEUT;SG
poe	πόε	pood	πόε	N;PRT;SG	
sajandite	αιώνες	sajand	αιώνας	N;GEN;PL	N;NOM;MASC;PL
jeffrey	τζέφρι	jeffrey	τζέφρι	N;NOM;SG	
jeffrey	τζέφρυ	jeffrey	τζέφρ	N;NOM;SG	PROPN;NOM;MASC;SG
hesse	έσσε	hess	έσσε	N;NOM;SG	
teistsugune	διαφορετικός	teist_sugune	διαφορετικός	PRO;NOM;SG	ADJ;NOM;MASC;SG
teistsugune	διαφορετικά	teist_sugune	διαφορετικά	PRO;NOM;SG	ADV
teistsugune	διαφορετικοί	teist_sugune	διαφορετικός	PRO;NOM;SG	ADJ;NOM;MASC;PL
teistsugune	διαφορετική	teist_sugune	διαφορετικός	PRO;NOM;SG	ADJ;NOM;FEM;SG
teistsugune	διαφορετικό	teist_sugune	διαφορετικός	PRO;NOM;SG	ADJ;NOM;NEUT;SG
seksuaalse	σεξουαλικά	seksuaalne	σεξουαλικά	ADJ;GEN;SG	ADV
seksuaalse	σεξουαλική	seksuaalne	σεξουαλικός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
seksuaalse	σεξουαλικός	seksuaalne	σεξουαλικός	ADJ;GEN;SG	ADJ;NOM;MASC;SG
seksuaalse	σεξουαλικό	seksuaalne	σεξουαλικός	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
saturn	κρόνου	saturn	κρόνος	N;NOM;SG	N;GEN;MASC;SG
joonis	σχ	joonis	σχ	N;NOM;SG	N;GEN;FEM;SG
inseneri	μηχανική	insener	μηχανικός	N;GEN;SG	ADJ;NOM;FEM;SG
inseneri	μηχανοστάσιο	insener	μηχανοστάσιο	N;GEN;SG	N;NOM;NEUT;SG
kirjutaja	συγγραφέα	kirjutaja	συγγραφέα	N;NOM;SG	N;VOC;MASC;SG
täpsusega	ακρίβεια	täpsus	ακρίβεια	N;COM;SG	N;ACC;FEM;SG
täpsusega	ακριβείας	täpsus	ακριβεία	N;COM;SG	N;GEN;FEM;SG
nägemine	όραση	nägemine	όραση	N;NOM;SG	N;ACC;FEM;SG
kaliningradi	καλίνινγκραντ	kaliningrama	καλίνινγκραντ	N;NOM;SG	
rhône	rhône	rhône	rhône	N;NOM;SG	
konventsiooni	σύμβαση	konventsioon	σύμβαση	N;PRT;SG	N;ACC;FEM;SG
konventsiooni	συνέλευση	konventsioon	συνέλευση	N;PRT;SG	N;NOM;FEM;SG
pakti	σύμφωνο	pakt	σύμφωνο	N;PRT;SG	N;NOM;NEUT;SG
näitaja	θεατής	näitaja	θεατός	N;NOM;SG	ADJ;NOM;MASC;SG
näitaja	θεατή	näitaja	θεατός	N;NOM;SG	N;ACC;MASC;SG
bremen	βρέμη	bremen	βρέμη	N;NOM;SG	PROPN;NOM;FEM;SG
williamsi	williams	williams	williams	N;NOM;SG	
sánchez	sánchez	sánchez	sánchez	N;NOM;SG	
kuku	πτώση	kuku	πτώση	N;NOM;SG	N;ACC;FEM;SG
tutvustati	εισήγαγε	tutvustama	εισηγάγω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
põhikiri	καταστατικά	põhi_kiri	καταστατικά	N;NOM;SG	ADV
cameron	κάμερον	cameron	κάμερον	N;NOM;SG	PROPN;NOM;MASC;SG
ulatuslikud	εκτενής	ulatuslik	εκτενής	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ulatuslikud	εκτεταμένη	ulatuslik	εκτεταμένος	ADJ;NOM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ulatuslikud	εκτεταμένα	ulatuslik	εκτεταμένος	ADJ;NOM;PL	ADV
ulatuslikud	εκτεταμένο	ulatuslik	εκτεταμένος	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
grace	γκρέις	grace	γκρέι	N;NOM;SG	PROPN;NOM;FEM;SG
thbilisi	τιφλίδα	thbiline	τιφλίδα	N;PRT;PL	PROPN;ACC;FEM;SG
nižni	νίζνι	nižn	νίζνι	N;NOM;SG	
võitlejad	μαχητές	võitleja	μαχητός	N;NOM;PL	ADJ;NOM;MASC;PL
võitlejad	μαχητικά	võitleja	μαχητικά	N;NOM;PL	ADV
võitlejad	μαχητές	võitleja	μαχητός	N;NOM;PL	ADJ;NOM;MASC;PL
zürich	ζυρίχη	zürich	ζυρίχη	N;NOM;SG	PROPN;ACC;FEM;SG
morris	μόρις	morr	μόρις	N;NOM;SG	
morris	morris	morr	morris	N;NOM;SG	
kontserdil	κονσέρτο	kontsert	κονσέρτο	N;AT+ESS
;SG	N;NOM;NEUT;SG
kontserdil	συναυλία	kontsert	συναυλία	N;AT+ESS
;SG	N;ACC;FEM;SG
poliitikast	πολιτικά	poliitika	πολιτικός	N;IN+ABL;SG	ADV
poliitikast	πολιτική	poliitika	πολιτική	N;IN+ABL;SG	N;NOM;FEM;SG
friuli	friuli	friuli	friuli	N;NOM;SG	
schumacher	σουμάχερ	schumacher	σουμάχερ	N;NOM;SG	PROPN;NOM;MASC;SG
cis	cis	cis	cis	N	
cis	kak	cis	kak	N	
doyle	doyle	doyl	doyle	N;AT+ALL;SG	
doyle	ντόιλ	doyl	ντόιλ	N;AT+ALL;SG	
manfred	μάνφρεντ	manfred	μάνφρεντ	N;NOM;SG	V;IPFV;IND;SG;3;PST;FIN;ACT
toitainete	θρεπτικό	toitaine	θρεπτικός	N;GEN;PL	ADJ;NOM;NEUT;SG
toitainete	θρεπτικών	toitaine	θρεπτικός	N;GEN;PL	ADJ;GEN;NEUT;PL
caspar	κάσπαρ	caspar	κάσπαρ	N;NOM;SG	
bobby	μπόμπι	bobby	μπόμπι	N;NOM;SG	
bobby	μπόμπυ	bobby	μπόμπυ	N;NOM;SG	
simone	σιμόν	simone	σιμόν	N;NOM;SG	
simone	simone	simone	simone	N;NOM;SG	
tenor	τενόρος	tenor	τενόρος	N;NOM;SG	PROPN;NOM;MASC;SG
eemaldamine	αφαίρεση	eemaldamine	αφαίρεση	N;NOM;SG	N;ACC;FEM;SG
eemaldamine	αφαίρεση	eemaldamine	αφαίρεση	N;NOM;SG	N;ACC;FEM;SG
eemaldamine	αφαίρεση	eemaldamine	αφαίρεση	N;NOM;SG	N;ACC;FEM;SG
eemaldamine	απομάκρυνση	eemaldamine	απομάκρυνση	N;NOM;SG	N;ACC;FEM;SG
globaalne	global	globaalne	global	ADJ;NOM;SG	
tõestatud	αποδεδειγμένα	tõestama	αποδεικνύω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
tõestatud	αποδεδειγμένη	tõestama	αποδεικνύω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tõestatud	αποδεδειγμένο	tõestama	αποδεικνύω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tõestatud	αποδειχθεί	tõestama	αποδεικνύω	ADJ;PST;V.PTCP;PASS	V;PFV;NFIN;PASS
vähk	καρκίνο	vähk	καρκίνος	N;NOM;SG	N;ACC;MASC;SG
coq	coq	coq	coq	N;NOM;SG	
bahama	μπαχάμες	bahama	μπαχάμα	N;NOM;SG	N;NOM;FEM;PL
kandidatuuri	υποψηφιότητα	kandidatuur	υποψηφιότητα	N;PRT;SG	N;ACC;FEM;SG
kandidatuuri	υποψηφιότητα	kandidatuur	υποψηφιότητα	N;PRT;SG	N;ACC;FEM;SG
kandidatuuri	διορισμός	kandidatuur	διορισμός	N;PRT;SG	N;NOM;MASC;SG
viola	βιόλα	violama	βιόλα	N;NOM;SG	
ookean	ωκεανού	ookean	ωκεανός	N;NOM;SG	N;GEN;NEUT;SG
ookean	ωκεανός	ookean	ωκεανός	N;NOM;SG	PROPN;NOM;MASC;SG
ookean	ωκεανό	ookean	ωκεανός	N;NOM;SG	N;VOC;MASC;SG
lyoni	λυών	lyon	λύος	N;NOM;SG	PROPN;ACC;FEM;SG
võtmine	λαμβάνοντας	võtmine	λαμβάνω	N;NOM;SG	V;IPFV;V.CVB;ACT
pravda	pravda	pravd	pravda	N;NOM;SG	
kultuuriline	πολιτιστικά	kultuuriline	πολιτιστικός	ADJ;NOM;SG	ADV
vastupidine	αντίστροφο	vastu_pidine	αντίστροφος	ADJ;NOM;SG	N;NOM;NEUT;SG
vastupidine	όπισθεν	vastu_pidine	οπίζω	ADJ;NOM;SG	ADV
vastupidine	αντίστροφο	vastu_pidine	αντίστροφος	ADJ;NOM;SG	N;NOM;NEUT;SG
vastupidine	αντιστροφή	vastu_pidine	αντιστροφή	ADJ;NOM;SG	N;NOM;FEM;SG
vastupidine	αναστροφή	vastu_pidine	αναστροφή	ADJ;NOM;SG	N;ACC;FEM;SG
vastupidine	απέναντι	vastu_pidine	απέναντι	ADJ;NOM;SG	ADV
bois	bois	bois	bois	N;NOM;SG	
miami	μαϊάμι	miam	μαϊάμι	N;NOM;SG	
sidemeid	επιδέσμους	side	επίδεσμος	N;PRT;PL	N;ACC;MASC;PL
tähelepanuväärne	αξιοσημείωτα	tähele_panu_väärne	αξιοσημείωτος	ADJ;NOM;SG	ADV
abu	αμπού	abu	αμπού	N;NOM;SG	
olof	olof	olof	olof	N;NOM;SG	
magic	μαγική	magic	μαγικός	N;NOM;SG	ADJ;NOM;FEM;SG
magic	μαγεία	magic	μαγείο	N;NOM;SG	N;ACC;FEM;SG
magic	μαγικά	magic	μαγικά	N;NOM;SG	ADV
magic	μαγικό	magic	μαγικός	N;NOM;SG	ADJ;NOM;NEUT;SG
vali	διάλεξε	valima	διαλώ	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
vali	διαλέξτε	valima	διαλώ	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
vali	επιλογή	valima	επιλογή	V;IMP;SG;2;PRS;FIN;ACT	N;NOM;FEM;SG
vali	επιλέξτε	valima	επιλέγω	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;PL;2;FIN;ACT
vali	επιλογή	valima	επιλογή	V;IMP;SG;2;PRS;FIN;ACT	N;NOM;FEM;SG
vali	επιλέξτε	valima	επιλέγω	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;PL;2;FIN;ACT
hubble	χαμπλ	hubblema	χαμπλ	N;NOM;SG	
osalus	συμμετοχική	osalus	συμμετοχικός	N;NOM;SG	ADJ;NOM;FEM;SG
modifitseeritud	τροποποιημένο	modifitseeri=tud	τροποποιώ	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
modifitseeritud	τροποποιημένα	modifitseeri=tud	τροποποιώ	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
modifitseeritud	τροποποιήθηκε	modifitseeri=tud	τροποποιώ	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
modifitseeritud	τροποποιημένη	modifitseeri=tud	τροποποιώ	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
modifitseeritud	τροποποιημένος	modifitseeri=tud	τροποποιημένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
glasgow	γλασκώβη	glasgow	γλασκώβης	N;NOM;SG	PROPN;NOM;FEM;SG
patricia	πατρίτσια	patricia	πατρίτσι	N;NOM;SG	PROPN;NOM;FEM;SG
quercus	quercus	quercus	quercus	N;NOM;SG	
vahemaa	απόσταση	vahe_maa	απόσταση	N;NOM;SG	N;ACC;FEM;SG
karm	σκληροί	karm	σκληρός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
kauplus	shop	kauplus	shop	N;NOM;SG	
koore	φλοιός	koor	φλοιός	N;GEN;SG	N;NOM;MASC;SG
koore	φλοιό	koor	φλοιός	N;GEN;SG	N;NOM;NEUT;SG
marja	μπέρι	mari	μπέρι	N;NOM;SG	
huvid	ενδιαφέροντα	huvi	ενδιαφέρω	N;NOM;PL	ADV
huvid	συμφέρον	huvi	συμφέρον	N;NOM;PL	N;NOM;NEUT;SG
huvid	τόκος	huvi	τόκος	N;NOM;PL	N;NOM;MASC;SG
ensüüm	ενζύμου	ensüüm	ένζυμος	N;NOM;SG	N;GEN;NEUT;SG
retseptorid	υποδοχέα	retseptor	υποδοχέα	N;NOM;PL	N;ACC;MASC;SG
ülemineku	μετάβαση	üle_minek	μετάβαση	N;NOM;SG	N;ACC;FEM;SG
föderatsioon	ομοσπονδίας	föderatsioon	ομοσπονδία	N;NOM;SG	N;GEN;FEM;SG
laager	καμπ	laager	καμπ	N;NOM;SG	
saatja	πομπό	saatja	πομπός	N;NOM;SG	N;ACC;MASC;SG
saatja	αποστολέα	saatja	αποστολέας	N;NOM;SG	N;ACC;MASC;SG
sõltuv	εξαρτημένος	sõltuv	εξαρτημένος	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
sõltuv	εξαρτημένη	sõltuv	εξαρτημένος	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tunnistab	παραδέχεται	tunnistama	παραδέχομαι	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
index	δείκτη	index	δείκτης	N;NOM;SG	N;ACC;MASC;SG
tarbija	καταναλωτή	tarbija	καταναλωτής	N;NOM;SG	N;VOC;MASC;SG
kolmkümmend	τριάντα	kolm_kümmend	τριάντα	NUM;NOM;SG	NUM;NOM;NEUT;PL
kolmkümmend	thirty	kolm_kümmend	thirty	NUM;NOM;SG	
vastutus	ευθύνη	vastutus	ευθύνη	N;NOM;SG	N;ACC;FEM;SG
vastutus	παθητικό	vastutus	παθητικός	N;NOM;SG	ADJ;NOM;NEUT;SG
vastutus	υποχρέωση	vastutus	υποχρέωση	N;NOM;SG	N;ACC;FEM;SG
vastutus	αρμοδιότητες	vastutus	αρμοδιότητα	N;NOM;SG	N;NOM;FEM;PL
vastutus	ευθύνες	vastutus	ευθύνη	N;NOM;SG	N;NOM;FEM;PL
vastutus	ευθύνη	vastutus	ευθύνη	N;NOM;SG	N;ACC;FEM;SG
vastutus	υπευθυνότητα	vastutus	υπευθυνότητα	N;NOM;SG	N;ACC;FEM;SG
apostel	απόστολος	apostel	απόστολος	N;NOM;SG	ADJ;NOM;MASC;SG
lõpmatu	άπειρο	lõpmatu	άπειρο	ADJ;NOM;SG	N;NOM;NEUT;SG
lõpmatu	άπειρα	lõpmatu	άπειρα	ADJ;NOM;SG	PRO;NOM;NEUT;PL;3
lõpmatu	άπειρη	lõpmatu	άπειρη	ADJ;NOM;SG	N;NOM;FEM;SG
lõpmatu	άπειρες	lõpmatu	άπειρα	ADJ;NOM;SG	ADJ;NOM;FEM;PL
osatähtsus	έντασης	osa_tähtsus	ένταση	N;NOM;SG	N;GEN;FEM;SG
osatähtsus	ένταση	osa_tähtsus	ένταση	N;NOM;SG	N;ACC;FEM;SG
osatähtsus	εντάσεις	osa_tähtsus	ένταση	N;NOM;SG	N;NOM;FEM;PL
dean	ντιν	deadma	ντιν	N;NOM;SG	
dean	ντην	deadma	ντην	N;NOM;SG	
sakslane	γερμανοί	sakslane	γερμανός	N;NOM;SG	PROPN;NOM;MASC;PL
sakslane	γερμανός	sakslane	γερμανός	N;NOM;SG	ADJ;NOM;MASC;SG
sakslane	γερμανικό	sakslane	γερμανικός	N;NOM;SG	ADJ;NOM;NEUT;SG
sakslane	γερμανικά	sakslane	γερμανικά	N;NOM;SG	ADV
sakslane	γερμανική	sakslane	γερμανικός	N;NOM;SG	ADJ;NOM;FEM;SG
sergio	σέρτζιο	sergio	σέρτζιος	N;NOM;SG	
liikuva	mobile	liikuv	mobile	ADJ;GEN;SG;PRS;V.PTCP;ACT	
liikuva	κινητό	liikuv	κινητός	ADJ;GEN;SG;PRS;V.PTCP;ACT	N;NOM;NEUT;SG
liikuva	κινητή	liikuv	κινητός	ADJ;GEN;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
liikuva	κινητά	liikuv	κινητός	ADJ;GEN;SG;PRS;V.PTCP;ACT	N;NOM;NEUT;PL
põõsas	bush	põõsas	bush	N;IN+ESS;SG	
põõsas	μπους	põõsas	μπου	N;IN+ESS;SG	
põõsas	θάμνος	põõsas	θάμνος	N;IN+ESS;SG	N;NOM;MASC;SG
põõsas	θάμνο	põõsas	θάμνο	N;IN+ESS;SG	N;NOM;NEUT;SG
põõsas	θάμνος	põõsas	θάμνος	N;IN+ESS;SG	N;NOM;MASC;SG
mozart	μότσαρτ	mozart	μότσαρτ	N;NOM;SG	
presley	πρίσλεϊ	presley	πρίσλεϊ	N;NOM;SG	
mehitatud	επανδρωμένα	mehitama	επανδρωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
mehitatud	επανδρωμένο	mehitama	επανδρωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
vaidlused	διαφορών	vaidlus	διαφορά	N;NOM;PL	N;GEN;FEM;PL
lugemine	διαβάσει	lugemine	διαβάζω	N;NOM;SG	V;PFV;NFIN;ACT
lugemine	διάβαζε	lugemine	διαβάζω	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
lugemine	διάβασε	lugemine	διαβάζω	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
henning	χένινγκ	henning	χένινγκ	N;NOM;SG	
parimat	καλύτερα	parim	καλά	ADJ;PRT;CMPR;SG	ADV;CMPR
parimat	καλύτερο	parim	καλά	ADJ;PRT;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
parimat	best	parim	best	ADJ;PRT;CMPR;SG	
marin	marin	marin	marin	N;NOM;SG	
marin	μάριν	marin	μάριν	N;NOM;SG	
alonso	alonso	alonso	alonso	N;NOM;SG	
peidetud	κρυμμένο	peitma	κρυμμένο	V;PST;V.PTCP;PASS	N;NOM;NEUT;SG
peidetud	κρυμμένα	peitma	κρύμμενος	V;PST;V.PTCP;PASS	ADJ;NOM;NEUT;PL
dünaamika	δυναμικές	dünaamika	δυναμικός	N;NOM;SG	N;NOM;FEM;PL
dünaamika	δυναμική	dünaamika	δυναμικός	N;NOM;SG	ADJ;NOM;FEM;SG
dünaamika	δυναμικά	dünaamika	δυναμικά	N;NOM;SG	ADV
dünaamika	δυναμικές	dünaamika	δυναμικός	N;NOM;SG	N;NOM;FEM;PL
dünaamika	δυναμική	dünaamika	δυναμικός	N;NOM;SG	ADJ;NOM;FEM;SG
dünaamika	δυναμικός	dünaamika	δυναμικός	N;NOM;SG	ADJ;NOM;MASC;SG
domeeni	domain	domeen	domain	N;PRT;SG	
muhammad	μοχάμεντ	muhamm	μοχάμεντ	N;NOM;SG	
edukad	επιτυχής	edukas	επιτυχής	ADJ;NOM;PL	ADJ;NOM;FEM;SG
edukad	επιτυχημένη	edukas	επιτυχημένος	ADJ;NOM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
edukad	επιτυχημένος	edukas	επιτυχημένος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
edukad	επιτυχές	edukas	επιτυχής	ADJ;NOM;PL	N;NOM;NEUT;SG
kinnine	κλειστό	kinnine	κλειστός	ADJ;NOM;SG	N;NOM;NEUT;SG
kinnine	κλειστο	kinnine	κλειστος	ADJ;NOM;SG	DET;NOM;DEF;MASC;SG
kinnine	κλειστά	kinnine	κλειστώ	ADJ;NOM;SG	ADV
federico	φεντερίκο	federico	φεντερίκο	N;NOM;SG	
lászló	lászló	lászló	lászló	N;NOM;SG	
kirjuta	γράψω	kirjutama	γράψω	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IND;SG;1;FIN;ACT
kirjuta	γράψτε	kirjutama	γράψτε	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
kirjuta	γράψε	kirjutama	γράφω	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tüüringi	θουριγγία	tüüring	θουριγγία	N;NOM;SG	PROPN;ACC;FEM;SG
täpsus	ακρίβεια	täpsus	ακρίβεια	N;NOM;SG	N;ACC;FEM;SG
täpsus	ακριβείας	täpsus	ακριβεία	N;NOM;SG	N;GEN;FEM;SG
täpsus	ακρίβεια	täpsus	ακρίβεια	N;NOM;SG	N;ACC;FEM;SG
täpsus	ορθότητα	täpsus	ορθότητα	N;NOM;SG	N;ACC;FEM;SG
kombinatsioon	συνδυασμό	kombinatsioon	συνδυασμός	N;NOM;SG	N;ACC;MASC;SG
christie	κρίστι	christie	κρίστι	N;NOM;SG	
hapnikku	οξυγόνο	hapnik	οξυγόνο	N;PRT;SG	N;NOM;NEUT;SG
maalitud	βαμμένα	maali=tud	βαμμένα	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
maalitud	βαμμένη	maali=tud	βάμμενος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
maalitud	ζωγράφισε	maali=tud	ζωγραφίζω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
arizona	αριζόνα	arizona	αριζόνα	N;NOM;SG	PROPN;NOM;NEUT;SG
komi	κόμι	komi	κόμι		N
segatud	μεικτή	segama	μεικτός	V;PST;V.PTCP;PASS	PROPN;NOM;FEM;SG
segatud	μεικτό	segama	μεικτός	V;PST;V.PTCP;PASS	N;NOM;NEUT;SG
segatud	μικτή	segama	μικτός	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
segatud	μεικτά	segama	μεικτός	V;PST;V.PTCP;PASS	ADV
segatud	μεικτές	segama	μεικτός	V;PST;V.PTCP;PASS	N;NOM;FEM;PL
valley	κοιλάδα	valley	κοιλάδα	N;NOM;SG	N;ACC;FEM;SG
valley	valley	valley	valley	N;NOM;SG	
valley	βάλεϊ	valley	βάλεϊ	N;NOM;SG	
tunnis	ωριαία	tund	ωριαίος	N;IN+ESS;SG	N;NOM;FEM;SG
mars	αρη	mars	αρος	N;NOM;SG	
mars	μαρς	mars	μαρς	N;NOM;SG	
mars	άρης	mars	άρης	N;NOM;SG	PROPN;NOM;MASC;SG
vennaskonna	αδελφότητα	vennaskond	αδελφότητα	N;GEN;SG	N;ACC;FEM;SG
väljuvad	απερχόμενος	väljuma	απερχόμενος	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
kõrgused	ύψη	kõrgune	ύψη	N;NOM;PL	ADV
lõigatud	κόψτε	lõikama	κόψτε	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;2;PRS;FIN;ACT
lõigatud	κομμένα	lõikama	κομμένος	ADJ;PST;V.PTCP;PASS	N;NOM;NEUT;PL
lõigatud	κόψιμο	lõikama	κόψιμο	ADJ;PST;V.PTCP;PASS	N;NOM;NEUT;SG
lõigatud	κόψω	lõikama	κόψω	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;1;FIN;ACT
põhjendatud	τεκμηριωμένη	põhjenda=tud	τεκμηριώνω	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
põhjendatud	αιτιολογημένη	põhjenda=tud	αιτιολογώ	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
põhjendatud	δικαιολογημένη	põhjenda=tud	δικαιολογώ	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
samoa	σαμόα	samo	σαμός	N;NOM;SG	
samoa	σαμόα	samo	σαμός	N;NOM;SG	
seksuaalne	σεξουαλικά	seksuaalne	σεξουαλικά	ADJ;NOM;SG	ADV
juurdepääs	πρόσβαση	juurde_pääs	πρόσβαση	N;NOM;SG	N;ACC;FEM;SG
juurdepääs	προσβασιμότητα	juurde_pääs	προσβασιμότητα	N;NOM;SG	N;ACC;FEM;SG
igavene	αιώνιο	igavene	αιώνιος	ADJ;NOM;SG	N;NOM;NEUT;SG
igavene	αιώνια	igavene	αιώνιος	ADJ;NOM;SG	N;NOM;FEM;SG
ootamatu	αναπάντεχο	ootamatu	αναπάντεχος	ADJ;NOM;SG	N;NOM;NEUT;SG
bayern	bayern	bayern	bayern	N;NOM;SG	
