propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
juristen	avocat	juristen	avocat	N;NOM;PL	N;MASC;SG
juristen	juriste	juristen	juriste	N;NOM;PL	N;MASC;SG
juristen	avocate	juristen	avocat	N;NOM;PL	N;FEM;SG
rum	rhum	rum	rhum		N;MASC;SG
sekunde	secondes	sekunde	seconde		N;FEM;PL
sekunde	seconds	sekunde	second		ADJ;MASC;PL
sekunde	second	sekunde	second		ADJ;MASC;SG
sekunde	deuxième	sekunde	deuxième		ADJ;MASC;SG
sekunde	deuxieme	sekunde	deuxieme		ADJ;MASC;SG
sekunde	seconde	sekunde	second		ADJ;FEM;SG
sekunde	sec	sekunde	sec		ADJ;MASC;SG
warren	warren	warr	warren		PROPN
erzählen	recomptage	erzählen	recomptage	V;NFIN	N;MASC;SG
nigeria	nigérien	nigeria	nigérien	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
nigeria	nigériane	nigeria	nigérian	PROPN;NOM;NEUT;SG	ADJ;FEM;SG
nigeria	nigérian	nigeria	nigérian	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
nigeria	nigeria	nigeria	nigeria	PROPN;NOM;NEUT;SG	PROPN
nigeria	nigéria	nigeria	nigéria	PROPN;NOM;NEUT;SG	N;MASC;SG
fuhren	conduisait	fahren	conduire	V;IND;PL;3;PST;FIN	V;IND;SG;3;IPFV;FIN
orient	orient	orient	orier		N;MASC;SG
orient	orienter	orient	orienter		V;NFIN
benötigen	nécessité	benötigen	nécessité	V;NFIN	N;FEM;SG
benötigen	besoins	benötigen	besoin	V;NFIN	N;MASC;PL
benötigen	besoin	benötigen	besoin	V;NFIN	N;MASC;SG
christiane	christiane	christiane	christiane	PROPN;NOM;FEM;SG	N;FEM;SG
gültige	valide	gültig	valide	ADJ;NOM;FEM;PL	ADJ;MASC;SG
gültige	valable	gültig	valable	ADJ;NOM;FEM;PL	ADJ;MASC;SG
bezirke	districts	bezirken	district		N;MASC;PL
bezirke	arrondissements	bezirken	arrondissement		N;MASC;PL
bezirke	quartiers	bezirken	quartier		N;MASC;PL
bezirke	comtés	bezirken	comté		N;MASC;PL
bezirke	arrondissements	bezirken	arrondissement		N;MASC;PL
paare	couples	paaren	couple		N;MASC;PL
paare	pair	paaren	pair		N;MASC;SG
paare	paire	paaren	paire		N;FEM;SG
paare	paires	paaren	paire		N;FEM;PL
paare	paires	paaren	paire		N;FEM;PL
blood	sang	blood	sang	PROPN	N;MASC;SG
blood	sanguin	blood	sanguin	PROPN	ADJ;MASC;SG
blood	blood	blood	blood	PROPN	PROPN
mathematische	mathématique	mathematisch	mathématique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
mathematische	mathématiques	mathematisch	mathématique	ADJ;NOM;FEM;PL	N;FEM;PL
mathematische	mathématiques	mathematisch	mathématique	ADJ;NOM;FEM;PL	N;FEM;PL
mathematische	maths	mathematisch	math	ADJ;NOM;FEM;PL	N;MASC;PL
mathematische	mathématique	mathematisch	mathématique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
mathematische	mathématiques	mathematisch	mathématique	ADJ;NOM;FEM;PL	N;FEM;PL
set	définir	set	définir		V;NFIN
protagonisten	protagoniste	protagonisten	protagoniste		N;MASC;SG
protagonisten	protagonistes	protagonisten	protagoniste		N;MASC;PL
störung	dysfonctionnements	störung	dysfonctionnement	N;FEM;SG	N;MASC;PL
störung	perturbations	störung	perturbation	N;FEM;SG	N;FEM;PL
störung	interférences	störung	interférence	N;FEM;SG	N;FEM;PL
störung	perturbations	störung	perturbation	N;FEM;SG	N;FEM;PL
störung	trouble	störung	trouble	N;FEM;SG	ADJ;MASC;SG
störung	trouble	störung	trouble	N;FEM;SG	ADJ;MASC;SG
administratoren	admin	administratoren	admin	N;NOM;PL	N;MASC;SG
administratoren	administrateur	administratoren	administrateur	N;NOM;PL	N;MASC;SG
administratoren	administratrice	administratoren	administrateur	N;NOM;PL	N;FEM;SG
administratoren	administrateur	administratoren	administrateur	N;NOM;PL	N;MASC;SG
gefüllt	farcis	füllen	farcis	V;V.PTCP	N;MASC;PL
gefüllt	farci	füllen	farci	V;V.PTCP	N;MASC;SG
gefüllt	farcies	füllen	farcie	V;V.PTCP	N;FEM;PL
gefüllt	peluche	füllen	peluche	V;V.PTCP	N;FEM;SG
auslegung	interprétations	auslegung	interprétation	ADV	N;FEM;PL
auslegung	interprétation	auslegung	interprétation	ADV	N;FEM;SG
auslegung	interprétation	auslegung	interprétation	ADV	N;FEM;SG
auslegung	interprète	auslegung	interprète	ADV	N;MASC;SG
auslegung	interpréter	auslegung	interpréter	ADV	V;NFIN
auslegung	interprètes	auslegung	interprète	ADV	N;MASC;PL
haushalt	ménages	haushalt	ménage		N;MASC;PL
haushalt	ménages	haushalt	ménage		N;MASC;PL
haushalt	ménage	haushalt	ménage		N;MASC;SG
haushalt	budgétaire	haushalt	budgétaire		ADJ;MASC;SG
haushalt	budget	haushalt	budget		N;MASC;SG
haushalt	ménage	haushalt	ménage		N;MASC;SG
marschall	marshal	marschall	marshall	ADJ	N;MASC;SG
marschall	maréchal	marschall	maréchal	ADJ	N;MASC;SG
prediger	prédicateur	prediger	prédicateur	ADJ	N;MASC;SG
prediger	pasteur	prediger	pasteur	ADJ	N;MASC;SG
prediger	prédicateurs	prediger	prédicateur	ADJ	N;MASC;PL
prediger	pasteurs	prediger	pasteur	ADJ	N;MASC;PL
installation	installer	installation	installer	N;SG	V;NFIN
installation	installer	installation	installer	N;SG	V;NFIN
installation	installent	installation	installer	N;SG	V;IND;PL;3;PRS;FIN
installation	installe	installation	installer	N;SG	V;IND;SG;3;PRS;FIN
schöner	nice	schön	nice	ADJ	PROPN
kaspar	kaspar	kaspar	kaspar	PROPN;NOM;MASC;SG	PROPN
kaspar	caspar	kaspar	caspar	PROPN;NOM;MASC;SG	PROPN
ecken	coins	ecken	coins		N;MASC;PL
ecken	angles	ecken	angle		N;MASC;PL
ecken	bords	ecken	bord		N;MASC;PL
ecken	arêtes	ecken	arête		N;FEM;PL
ecken	corner	ecken	corner		N;MASC;SG
ecken	coin	ecken	coin		N;MASC;SG
speichern	épargne	speichern	épargner	V;NFIN	N;FEM;SG
speichern	boutique	speichern	boutique	V;NFIN	N;FEM;SG
speichern	magasin	speichern	magasin	V;NFIN	N;MASC;SG
schuss	coup	schassen	coup	ADJ	N;MASC;SG
schuss	shot	schassen	shot	ADJ	N;MASC;SG
schuss	abattus	schassen	abattre	ADJ	V;MASC;PL;PST;V.PTCP
schuss	tir	schassen	tir	ADJ	N;MASC;SG
schuss	abattu	schassen	abattre	ADJ	V;MASC;SG;PST;V.PTCP
freundlich	gentiment	freundlich	gentiment	ADJ	ADV
freundlich	aimablement	freundlich	aimablement	ADJ	ADV
gehäuse	douilles	gehäus	douille		N;FEM;PL
gehäuse	boyaux	gehäus	boyau		N;MASC;PL
gehäuse	boîtiers	gehäus	boîtier		N;MASC;PL
gehäuse	caissons	gehäus	caisson		N;MASC;PL
gehäuse	boîtier	gehäus	boîtier		N;MASC;SG
gehäuse	enceinte	gehäus	enceinte		N;FEM;SG
gehäuse	compartiments	gehäus	compartiment		N;MASC;PL
gehäuse	coffrets	gehäus	coffret		N;MASC;PL
gehäuse	boîtiers	gehäus	boîtier		N;MASC;PL
zylinder	cylindre	zylinder	cylindre		N;MASC;SG
zylinder	bouteille	zylinder	bouteille		N;FEM;SG
zylinder	cylindres	zylinder	cylindre		N;MASC;PL
zylinder	vérin	zylinder	vérin		N;MASC;SG
zylinder	cylindres	zylinder	cylindre		N;MASC;PL
zylinder	bouteilles	zylinder	bouteille		N;FEM;PL
zylinder	vérins	zylinder	vérin		N;MASC;PL
zylinder	canon	zylinder	canon		N;MASC;SG
zylinder	tonneau	zylinder	tonneau		N;MASC;SG
zylinder	baril	zylinder	baril		N;MASC;SG
wähler	électorat	wählern	électorat		N;MASC;SG
wähler	électeurs	wählern	électeur		N;MASC;PL
wähler	électeurs	wählern	électeur		N;MASC;PL
wähler	électeur	wählern	électeur		N;MASC;SG
wähler	électeurs	wählern	électeur		N;MASC;PL
wähler	électeurs	wählern	électeur		N;MASC;PL
wähler	votants	wählern	votant		N;MASC;PL
reduzieren	réducteur	reduzieren	réducteur	V;NFIN	N;MASC;SG
reduzieren	réducteurs	reduzieren	réducteur	V;NFIN	N;MASC;PL
populär	popularité	populär	popularité	ADJ	N;FEM;SG
filmmusik	soundtrack	filmmusik	soundtrack	N	PROPN
filmmusik	marquer	filmmusik	marquer	N	V;NFIN
gewinnung	extraction	gewinnung	extraction	ADJ	N;FEM;SG
fotografien	photographies	fotografien	photographie		N;FEM;PL
fotografien	photos	fotografien	photo		N;FEM;PL
fotografien	photographies	fotografien	photographie		N;FEM;PL
fotografien	photographie	fotografien	photographie		N;FEM;SG
fotografien	photographique	fotografien	photographique		ADJ;MASC;SG
fotografien	photographie	fotografien	photographie		N;FEM;SG
fotografien	photographier	fotografien	photographier		V;NFIN
kommunen	communes	kommun	commune	V;NFIN	N;FEM;PL
zuständige	compétent	zuständig	compétent	ADJ;NOM;FEM;PL	ADJ;MASC;SG
zuständige	compétente	zuständig	compétent	ADJ;NOM;FEM;PL	ADJ;FEM;SG
nachteil	handicap	nachteil	handicap		N;MASC;SG
nachteil	handicapé	nachteil	handicapé		V;MASC;SG;PST;V.PTCP
nachteil	handicaps	nachteil	handicap		N;MASC;PL
nachteil	inconvénients	nachteil	inconvénient		N;MASC;PL
nachteil	désavantages	nachteil	désavantage		N;MASC;PL
nachteil	inconvénient	nachteil	inconvénient		N;MASC;SG
nachteil	inconvénient	nachteil	inconvénient		N;MASC;SG
nachteil	inconvénient	nachteil	inconvénient		N;MASC;SG
nachteil	désavantages	nachteil	désavantage		N;MASC;PL
nachteil	inconvénient	nachteil	inconvénient		N;MASC;SG
nachteil	désavantage	nachteil	désavantage		N;MASC;SG
gramm	grammes	gramm	gramme		N;MASC;PL
gramm	gramme	gramm	gramme		N;MASC;SG
gramm	mamy	gramm	mamy		N;FEM;SG
gramm	gramme	gramm	gramme		N;MASC;SG
gramm	gram	gramm	gram		N;MASC;SG
gramm	grammes	gramm	gramme		N;MASC;PL
gramm	grammes	gramm	gramme		N;MASC;PL
begleitung	suivi	begleitung	suivre	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
begleitung	accompagnant	begleitung	accompagner	N;NOM;FEM;SG	V;PRS;V.PTCP
begleitung	accompagner	begleitung	accompagner	N;NOM;FEM;SG	V;NFIN
abwehr	défenses	abwehr	défense	N;SG	N;FEM;PL
abwehr	défensives	abwehr	défensif	N;SG	ADJ;FEM;PL
abwehr	défensive	abwehr	défensif	N;SG	ADJ;FEM;SG
abwehr	défensif	abwehr	défensif	N;SG	ADJ;MASC;SG
abwehr	défenses	abwehr	défense	N;SG	N;FEM;PL
genres	genre	gen	genre	N;NOM;NEUT;PL	N;MASC;SG
konkurrenten	rivaux	konkurrent	rival	ADJ	N;MASC;PL
konkurrenten	concurrents	konkurrent	concurrent	ADJ	N;MASC;PL
konkurrenten	compétiteurs	konkurrent	compétiteur	ADJ	N;MASC;PL
konkurrenten	concurrent	konkurrent	concurrent	ADJ	N;MASC;SG
konkurrenten	compétiteurs	konkurrent	compétiteur	ADJ	N;MASC;PL
konkurrenten	concurrents	konkurrent	concurrent	ADJ	N;MASC;PL
wiederholte	répétés	wiederholt	répéter	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
wiederholte	répétées	wiederholt	répéter	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
wiederholte	répétitive	wiederholt	répétitif	V;IND;SG;3;PST;FIN	ADJ;FEM;SG
wiederholte	répétitif	wiederholt	répétitif	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
wiederholte	répétitifs	wiederholt	répétitif	V;IND;SG;3;PST;FIN	ADJ;MASC;PL
landstraße	autoroutes	landstraße	autoroute	N;NOM;FEM;SG	N;FEM;PL
chancen	chances	chancen	chance	V;NFIN	N;FEM;PL
chancen	probabilités	chancen	probabilité	V;NFIN	N;FEM;PL
chancen	chances	chancen	chance	V;NFIN	N;FEM;PL
chancen	cotes	chancen	cote	V;NFIN	N;FEM;PL
chancen	opportunités	chancen	opportunité	V;NFIN	N;FEM;PL
chancen	opportunité	chancen	opportunité	V;NFIN	N;FEM;SG
chancen	possibilités	chancen	possibilité	V;NFIN	N;FEM;PL
chancen	occasions	chancen	occasion	V;NFIN	N;FEM;PL
chancen	opportunités	chancen	opportunité	V;NFIN	N;FEM;PL
landesliga	landesliga	landesliga	landesliga	ADJ	N;FEM;SG
stören	brouillage	stören	brouillage	V;NFIN	N;MASC;SG
gastgeber	hôte	gastgeber	hôte	ADJ	N;MASC;SG
gastgeber	hôtes	gastgeber	hôte	ADJ	N;MASC;PL
gastgeber	hébergeur	gastgeber	hébergeur	ADJ	N;MASC;SG
gastgeber	hébergement	gastgeber	hébergement	ADJ	N;MASC;SG
gastgeber	hébergé	gastgeber	héberger	ADJ	V;MASC;SG;PST;V.PTCP
gastgeber	accueillis	gastgeber	accueillir	ADJ	V;MASC;PL;PST;V.PTCP
gastgeber	accueilli	gastgeber	accueillir	ADJ	V;MASC;SG;PST;V.PTCP
gastgeber	hébergés	gastgeber	héberger	ADJ	V;MASC;PL;PST;V.PTCP
kämpfer	combattants	kämpfer	combattant	ADJ	N;MASC;PL
kämpfer	warriors	kämpfer	warrior	ADJ	N;MASC;PL
kämpfer	guerriers	kämpfer	guerrier	ADJ	N;MASC;PL
kämpfer	boxeurs	kämpfer	boxeur	ADJ	N;MASC;PL
kämpfer	combattants	kämpfer	combattant	ADJ	N;MASC;PL
kämpfer	chasseur	kämpfer	chasseur	ADJ	N;MASC;SG
kämpfer	fighter	kämpfer	fighter	ADJ	N;MASC;SG
kämpfer	combattant	kämpfer	combattant	ADJ	N;MASC;SG
kämpfer	boxeur	kämpfer	boxeur	ADJ	N;MASC;SG
kämpfer	warrior	kämpfer	warrior	ADJ	PROPN
kämpfer	guerrier	kämpfer	guerrier	ADJ	N;MASC;SG
charlottenburg	charlottenburg	charlottenburg	charlottenburg	PROPN;NOM;SG	N;MASC;SG
blumen	fleurs	blum	fleur	V;NFIN	N;FEM;PL
blumen	fleurs	blum	fleur	V;NFIN	N;FEM;PL
blumen	fleur	blum	fleur	V;NFIN	N;FEM;SG
wünschen	souhait	wünschen	souhait	V;NFIN	N;MASC;SG
wünschen	voeu	wünschen	voeu	V;NFIN	N;MASC;SG
wünschen	voeux	wünschen	voeu	V;NFIN	N;MASC;PL
wünschen	désirs	wünschen	désir	V;NFIN	N;MASC;PL
wünschen	souhaits	wünschen	souhait	V;NFIN	N;MASC;PL
wünschen	vœux	wünschen	vœux	V;NFIN	N;MASC;PL
venus	venus	venus	venir	PROPN;NOM;SG	V;MASC;PL;PST;V.PTCP
venus	vénus	venus	vénu	PROPN;NOM;SG	PROPN
schema	schématique	schema	schématique		ADJ;MASC;SG
schema	schéma	schema	schéma		N;MASC;SG
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	PROPN
split	diviser	split	diviser	PROPN	V;NFIN
split	scinder	split	scinder	PROPN	V;NFIN
split	split	split	split	PROPN	N;MASC;SG
split	scission	split	scission	PROPN	N;FEM;SG
unruhen	émeutes	unruh	émeute	V;NFIN	N;FEM;PL
unruhen	troubles	unruh	trouble	V;NFIN	ADJ;MASC;PL
unruhen	agitation	unruh	agitation	V;NFIN	N;FEM;SG
unruhen	perturbations	unruh	perturbation	V;NFIN	N;FEM;PL
unruhen	émeutes	unruh	émeute	V;NFIN	N;FEM;PL
unruhen	riot	unruh	riot	V;NFIN	
unruhen	émeute	unruh	émeute	V;NFIN	N;FEM;SG
unruhen	tourmente	unruh	tourmenter	V;NFIN	N;FEM;SG
rosen	rosen	rosen	rosen	N;NOM;PL	PROPN
rosen	rose	rosen	rose	N;NOM;PL	ADJ;FEM;SG
rosen	rosé	rosen	rosé	N;NOM;PL	V;MASC;SG;PST;V.PTCP
keith	keith	keith	keith	PROPN;NOM;SG	PROPN
fis	fis	fis	fils		
statistische	statistique	statistisch	statistique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
renommierten	prestigieux	renommiert	prestigieux	V;IND;PL;3;PST;FIN	ADJ;MASC;SG
renommierten	prestigieuse	renommiert	prestigieux	V;IND;PL;3;PST;FIN	ADJ;FEM;SG
renommierten	prestigieuses	renommiert	prestigieux	V;IND;PL;3;PST;FIN	ADJ;FEM;PL
renommierten	renommée	renommiert	renommer	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
renommierten	renommé	renommiert	renommer	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
tante	tatie	tanen	tatie		N;FEM;SG
tante	tata	tanen	tata		PROPN
tante	tante	tanen	tante		N;FEM;SG
tante	tatie	tanen	tatie		N;FEM;SG
tante	tante	tanen	tante		N;FEM;SG
tante	tatie	tanen	tatie		N;FEM;SG
tante	tante	tanen	tante		N;FEM;SG
einstellungen	recrutements	einstellingen	recrutement	V;NFIN	N;MASC;PL
einstellungen	recrutement	einstellingen	recrutement	V;NFIN	N;MASC;SG
einstellungen	attitudes	einstellingen	attitude	V;NFIN	N;FEM;PL
einstellungen	mentalités	einstellingen	mentalité	V;NFIN	N;FEM;PL
einstellungen	préférences	einstellingen	préférence	V;NFIN	N;FEM;PL
einstellungen	paramètres	einstellingen	paramètre	V;NFIN	N;MASC;PL
einstellungen	réglages	einstellingen	réglage	V;NFIN	N;MASC;PL
einstellungen	configuration	einstellingen	configuration	V;NFIN	N;FEM;SG
einstellungen	paramétrage	einstellingen	paramétrage	V;NFIN	N;MASC;SG
erwiesen	prouvé	erweisen	prouver		V;MASC;SG;PST;V.PTCP
erwiesen	prouvée	erweisen	prouver		V;FEM;SG;PST;V.PTCP
erwiesen	prouvées	erweisen	prouver		V;FEM;PL;PST;V.PTCP
erwiesen	prouvés	erweisen	prouver		V;MASC;PL;PST;V.PTCP
selbständig	self	selbständig	self	ADJ	N;MASC;SG
selbständig	indépendamment	selbständig	indépendamment	ADJ	ADV
wohn	résidentiel	wohn	résidentiel	;SG	ADJ;MASC;SG
wohn	résidentielle	wohn	résidentiel	;SG	ADJ;FEM;SG
wohn	résidentiels	wohn	résidentiel	;SG	ADJ;MASC;PL
nazi	nazie	nazi	nazi	PROPN	ADJ;FEM;SG
nazi	nazi	nazi	nazi	PROPN	N;MASC;SG
nazi	nazis	nazi	nazi	PROPN	N;MASC;PL
pfarrhaus	presbytère	pfarrhaus	presbytère	ADV	N;MASC;SG
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	PROPN
sorte	variété	sorten	variété		N;FEM;SG
jüngsten	récent	jung	récent	ADJ;PL	ADJ;MASC;SG
jüngsten	récente	jung	récent	ADJ;PL	ADJ;FEM;SG
fdl	fdl	fdl	fdl		N;FEM;SG
diktatur	dictatures	diktatur	dictature		N;FEM;PL
diktatur	dictature	diktatur	dictature		N;FEM;SG
lehrerin	tuteur	lehrerin	tuteur	ADJ	N;MASC;SG
lehrerin	précepteur	lehrerin	précepteur	ADJ	N;MASC;SG
lehrerin	moniteur	lehrerin	moniteur	ADJ	N;MASC;SG
lehrerin	instructeur	lehrerin	instructeur	ADJ	N;MASC;SG
lehrerin	instituteur	lehrerin	instituteur	ADJ	N;MASC;SG
lehrerin	institutrice	lehrerin	instituteur	ADJ	N;FEM;SG
lehrerin	professeur	lehrerin	professeur	ADJ	N;MASC;SG
lehrerin	enseignant	lehrerin	enseignant	ADJ	N;MASC;SG
lehrerin	institutrice	lehrerin	instituteur	ADJ	N;FEM;SG
ebert	ebert	ebert	ebert	PROPN;SG	N;MASC;SG
finanzen	financière	finanzen	financier		ADJ;FEM;SG
finanzen	financier	finanzen	financier		ADJ;MASC;SG
finanzen	financement	finanzen	financement		N;MASC;SG
finanzen	finances	finanzen	finance		N;FEM;PL
finanzen	finance	finanzen	finance		N;FEM;SG
finanzen	finances	finanzen	finance		N;FEM;PL
finanzen	finance	finanzen	finance		N;FEM;SG
vorgänge	processus	vorgängen	processus		N;MASC;SG
vorgänge	procédés	vorgängen	procédé		N;MASC;PL
jungfrau	virgo	jungfrau	virgo	PROPN;SG	PROPN
jungfrau	vierge	jungfrau	vierge	PROPN;SG	ADJ;MASC;SG
jungfrau	virgin	jungfrau	virgin	PROPN;SG	PROPN
jungfrau	vierges	jungfrau	vierge	PROPN;SG	ADJ;MASC;PL
jungfrau	vierge	jungfrau	vierge	PROPN;SG	ADJ;MASC;SG
jungfrau	puceau	jungfrau	puceau	PROPN;SG	N;MASC;SG
jungfrau	jungfrau	jungfrau	jungfrau	PROPN;SG	N;MASC;SG
jungfrau	maiden	jungfrau	maiden	PROPN;SG	N;MASC;SG
jungfrau	demoiselle	jungfrau	demoiselle	PROPN;SG	N;FEM;SG
marsch	marécage	marsch	marécage	ADJ	N;MASC;SG
marsch	marais	marsch	marais	ADJ	N;MASC;SG
marsch	marsh	marsch	marsh	ADJ	PROPN
marsch	marche	marsch	marche	ADJ	N;FEM;SG
marsch	mars	marsch	mars	ADJ	N;MASC;SG
marsch	marchant	marsch	marcher	ADJ	V;PRS;V.PTCP
fresken	fresque	fresken	fresque	N;NOM;PL	N;FEM;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	PROPN
verbandsgemeinde	verbandsgemeinde	verbandsgemeinde	verbandsgemeinde	;NOM	N;FEM;SG
tel	tél	tel	tél		N;MASC;SG
tel	tel	tel	tel		ADJ;MASC;SG
herder	herder	herder	herder		N;MASC;SG
doppelte	doubler	doppelt	doubler	ADJ;NOM;FEM;PL	V;NFIN
doppelte	double	doppelt	double	ADJ;NOM;FEM;PL	ADJ;MASC;SG
doppelte	double	doppelt	double	ADJ;NOM;FEM;PL	ADJ;MASC;SG
doppelte	dupliquer	doppelt	dupliquer	ADJ;NOM;FEM;PL	V;NFIN
doppelte	duplicata	doppelt	duplicata	ADJ;NOM;FEM;PL	N;MASC;SG
doppelte	duplication	doppelt	duplication	ADJ;NOM;FEM;PL	N;FEM;SG
doppelte	double	doppelt	double	ADJ;NOM;FEM;PL	ADJ;MASC;SG
doppelte	dual	doppelt	dual	ADJ;NOM;FEM;PL	N;MASC;SG
heine	heine	hein	heine		N;FEM;SG
teilchen	particules	teilch	particule		N;FEM;PL
teilchen	particules	teilch	particule		N;FEM;PL
teilchen	particule	teilch	particule		N;FEM;SG
teilchen	particules	teilch	particule		N;FEM;PL
kong	kong	kong	kong	PROPN;NOM;MASC;SG	PROPN
achtung	respect	achtung	respect		N;MASC;SG
achtung	respecter	achtung	respecter		V;NFIN
achtung	respecte	achtung	respecter		V;IND;SG;3;PRS;FIN
achtung	prudence	achtung	prudence		N;FEM;SG
achtung	précautions	achtung	précaution		N;FEM;PL
achtung	attention	achtung	attention		N;FEM;SG
achtung	alerte	achtung	alerte		N;FEM;SG
achtung	avertissement	achtung	avertissement		N;MASC;SG
achtung	avertissements	achtung	avertissement		N;MASC;PL
spendete	donnés	spenden	donner	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
salon	salon	salon	salon	PROPN;SG	N;MASC;SG
salon	saloon	salon	saloon	PROPN;SG	N;MASC;SG
buddhismus	bouddhisme	buddhismus	bouddhisme	PROPN	N;MASC;SG
buddhismus	bouddhisme	buddhismus	bouddhisme	PROPN	N;MASC;SG
buddhismus	bouddhiste	buddhismus	bouddhiste	PROPN	ADJ;MASC;SG
buddhismus	bouddhistes	buddhismus	bouddhiste	PROPN	ADJ;MASC;PL
sauer	sauer	sauer	sauer	ADJ	PROPN
sauer	énervé	sauer	énervé	ADJ	V;MASC;SG;PST;V.PTCP
sauer	colère	sauer	colère	ADJ	N;FEM;SG
sauer	fâché	sauer	fâcher	ADJ	V;MASC;SG;PST;V.PTCP
sauer	sour	sauer	sour	ADJ	N;MASC;SG
sauer	énervé	sauer	énervé	ADJ	V;MASC;SG;PST;V.PTCP
sauer	furax	sauer	furax	ADJ	PROPN
sauer	énervée	sauer	énerver	ADJ	V;FEM;SG;PST;V.PTCP
zufall	hasard	zufall	hasard		N;MASC;SG
zufall	chance	zufall	chance		N;FEM;SG
zufall	random	zufall	random		PROPN
zufall	hasard	zufall	hasard		N;MASC;SG
zufall	aléatoire	zufall	aléatoire		ADJ;MASC;SG
zufall	aléatoires	zufall	aléatoire		ADJ;MASC;PL
zufall	accident	zufall	accident		N;MASC;SG
zufall	hasard	zufall	hasard		N;MASC;SG
zufall	coïncidences	zufall	coïncidence		N;FEM;PL
zufall	coïncidence	zufall	coïncidence		N;FEM;SG
zufall	coincidence	zufall	coincidence		N;FEM;SG
jay	jay	jays	jay	PROPN;NOM;MASC;SG	PROPN
suite	suite	suite	suite		N;FEM;SG
suite	suites	suite	suite		N;FEM;PL
massive	massif	massiv	massif	ADJ;NOM;FEM;PL	N;MASC;SG
massive	massive	massiv	massif	ADJ;NOM;FEM;PL	ADJ;FEM;SG
kommend	venir	kommend	venir	ADJ	V;NFIN
salz	salé	salz	saler		V;MASC;SG;PST;V.PTCP
salz	sel	salz	sel		N;MASC;SG
monaco	monaco	monaco	monaco	PROPN;NOM;SG	N;MASC;SG
guillaume	guillaume	guillaume	guillaume	PROPN;NOM;SG	PROPN
export	exportations	export	exportation		N;FEM;PL
export	exporter	export	exporter		V;NFIN
export	exportation	export	exportation		N;FEM;SG
export	exportateurs	export	exportateur		N;MASC;PL
export	exporter	export	exporter		V;NFIN
export	exportateur	export	exportateur		N;MASC;SG
export	exportation	export	exportation		N;FEM;SG
kollege	confrère	kolleg	confrère		N;MASC;SG
kollege	collègue	kolleg	collègue		N;FEM;SG
kollege	collègue	kolleg	collègue		N;FEM;SG
portugiesische	portugaise	portugiesisch	portugais	ADJ;NOM;FEM;PL	ADJ;FEM;SG
portugiesische	portugais	portugiesisch	portugais	ADJ;NOM;FEM;PL	ADJ;MASC;SG
future	future	futur	futur	PROPN	ADJ;FEM;SG
future	futures	futur	futur	PROPN	ADJ;FEM;PL
future	futur	futur	futur	PROPN	ADJ;MASC;SG
future	futurs	futur	futur	PROPN	ADJ;MASC;PL
future	avenir	futur	avenir	PROPN	N;MASC;SG
future	futures	futur	futur	PROPN	ADJ;FEM;PL
future	futurs	futur	futur	PROPN	ADJ;MASC;PL
naval	navale	naval	naval	PROPN	ADJ;FEM;SG
naval	navales	naval	naval	PROPN	ADJ;FEM;PL
helen	hélène	helen	hélène	PROPN;NOM;SG	N;FEM;SG
helen	helen	helen	helen	PROPN;NOM;SG	PROPN
bretagne	bretagne	bretagne	bretagne	PROPN;NOM;FEM;SG	PROPN
bretagne	bretagne	bretagne	bretagne	PROPN;NOM;FEM;SG	PROPN
bretagne	bretonne	bretagne	breton	PROPN;NOM;FEM;SG	ADJ;FEM;SG
söhnen	fils	söhnen	fils	V;NFIN	N;MASC;SG
söhnen	sons	söhnen	son	V;NFIN	N;MASC;PL
railroad	railroad	railroad	railroad	PROPN;NOM;SG	PROPN
railroad	ferroviaire	railroad	ferroviaire	PROPN;NOM;SG	ADJ;MASC;SG
entfernte	distante	entfernen	distant	V;IND;SG;3;PST;FIN	ADJ;FEM;SG
entfernte	distants	entfernen	distant	V;IND;SG;3;PST;FIN	ADJ;MASC;PL
entfernte	distant	entfernen	dire	V;IND;SG;3;PST;FIN	V;PRS;V.PTCP
entfernte	lointaine	entfernen	lointain	V;IND;SG;3;PST;FIN	ADJ;FEM;SG
entfernte	lointain	entfernen	lointain	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
entfernte	supprimés	entfernen	supprimer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
entfernte	distants	entfernen	distant	V;IND;SG;3;PST;FIN	ADJ;MASC;PL
