godine	årevis	godina	årevis	N;GEN;FEM;SG	ADV
održavao	vedlikeholdt	održavati	vedlikehold	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
održavao	opprettholdes	održavati	opprettholdes	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
održavao	opprettholdt	održavati	oppretthold	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
načelo	prinsipp	načelo	prinsipp	N;NOM;NEUT;SG	N;INDF;NEUT;PL
sierra	sierra	sierra	sierre	PROPN;NOM;MASC;SG	N;DEF;NEUT;SG
plijen	bytte	plijen	byte	N;NOM;MASC;SG	ADJ;PL;V.PTCP
poboljšanje	forbedringer	poboljšanje	forbedringer	N;NOM;NEUT;SG	N;INDF;FEM;PL
poboljšanje	forbedringene	poboljšanje	forbedring	N;NOM;NEUT;SG	N;DEF;FEM;PL
poboljšanje	forbedrer	poboljšanje	forbedre	N;NOM;NEUT;SG	N;INDF;MASC;PL
poboljšanje	forbedre	poboljšanje	forbedre	N;NOM;NEUT;SG	V;IMP;NFIN
paulo	paulo	paulo	paulo	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
turcima	tyrkere	turac	tyrkere	N;DAT;MASC;PL	N;INDF;FEM;SG
turcima	turks	turac	turks	N;DAT;MASC;PL	N;INDF;MASC;SG
neobično	uvanlige	neobičan	uvanlig	ADV	ADJ;PL
neobično	uvanlig	neobičan	uvanlig	ADV	ADJ;INDF;NEUT;SG
alex	alex	alex	alex	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
osovine	aksling	osovina	aksling	N;NOM;FEM;PL	N;INDF;FEM;SG
osovine	akse	osovina	akse	N;NOM;FEM;PL	N;INDF;MASC;SG
krka	krka	krka	krke	N;NOM;MASC;SG	ADJ;INDF;SG;V.PTCP
philip	philip	philip	philip	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
philip	filip	philip	filip	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sanja	drømmer	sanja	drømme	N;NOM;FEM;SG	V;IND;PRS;FIN
sanja	drømte	sanja	drømme	N;NOM;FEM;SG	ADJ;PL;V.PTCP
sanja	drømmer	sanja	drømme	N;NOM;FEM;SG	V;IND;PRS;FIN
non	non	non	non	ADP	N;INDF;SG
murray	murray	murray	murray	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ukrajinci	ukrainere	ukrajinak	ukrainere	N;NOM;MASC;PL	N;INDF;FEM;SG
utjecati	påvirkning	utjecati	påvirkning	V;NFIN	N;INDF;FEM;SG
uništio	ødelagt	uništiti	ødeleggje	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
uništio	ruinert	uništiti	ruinere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
machine	maskin	machina	maskin	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
jaka	sterk	jak	sterk	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
jaka	strong	jak	strong	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
jaka	sterke	jak	sterk	ADJ;NOM;DEF;FEM;SG	ADJ;PL
jaka	sterkt	jak	sterk	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
ravni	flat	ravni	flat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
ravni	flatt	ravni	flat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
ravni	flate	ravni	flate	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
upute	instruksjoner	uputa	instruksjon	N;NOM;FEM;PL	N;INDF;MASC;SG
upute	instruks	uputa	instruks	N;NOM;FEM;PL	N;INDF;NEUT;SG
ball	ball	ball	ball	ADP	N;INDF;MASC;SG
podrška	støtter	podrška	støtte	N;NOM;FEM;SG	V;IND;PRS;FIN
osnovno	grunnleggende	osnovno	grunnleggende	ADJ;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
osnovno	basic	osnovno	basic	ADJ;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
publika	målgrupper	publika	målgruppe	N;NOM;FEM;SG	N;INDF;FEM;PL
stopala	fot	stopati	fot	N;NOM;NEUT;PL	N;INDF;MASC;SG
lubanje	skallen	lubanja	skalle	N;NOM;FEM;PL	N;DEF;MASC;SG
lubanje	hodeskalle	lubanja	hodeskall	N;NOM;FEM;PL	N;INDF;MASC;SG
lubanje	skull	lubanja	skull	N;NOM;FEM;PL	N;INDF;MASC;SG
lubanje	skalle	lubanja	skalle	N;NOM;FEM;PL	N;INDF;NEUT;SG
meyer	meyer	meyer	mey	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
pročitaj	lest	pročitaj	lese	INTJ	ADJ;INDF;NEUT;SG;V.PTCP
pročitaj	lese	pročitaj	lese	INTJ	V;V.PTCP
pročitaj	les	pročitaj	lese	INTJ	V;IMP;FIN
pročitaj	read	pročitaj	read	INTJ	N;INDF;NEUT;SG
hollywood	hollywood	hollywood	hollywood	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
brani	dam	braniti	dam	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
brani	demning	braniti	demning	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
brani	demningen	braniti	demning	V;IND;SG;3;PRS;FIN	N;DEF;MASC;SG
lea	lea	lea	le	PROPN;NOM;FEM;SG	ADV
lea	leo	lea	leo	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
osvajači	erobrere	osvajač	erobrere	N;NOM;MASC;PL	V;NFIN
prostore	mellomrom	prostor	mellomrom	N;ACC;MASC;PL	N;INDF;NEUT;SG
padne	detter	pasti	detter	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
padne	falls	pasti	falls	V;IND;SG;3;PRS;FIN	N;INDF;SG
radna	arbeid	radan	arbeid	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
radna	arbeide	radan	arbeide	ADJ;NOM;DEF;FEM;SG	V;NFIN
radna	jobbe	radan	jobbe	ADJ;NOM;DEF;FEM;SG	V;NFIN
radna	jobb	radan	jobb	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
radna	jobber	radan	jobbe	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;PL
radna	arbeider	radan	arbeide	ADJ;NOM;DEF;FEM;SG	V;IND;PRS;FIN
radna	jobber	radan	jobbe	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;PL
ograničena	limited	ograničen	limited	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;INDF;MASC;SG
ograničena	begrenset	ograničen	begrens	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;DEF;NEUT;SG
fran	fran	fran	fran	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
pellegrin	pellegrin	pellegrin	pellegrin		N;INDF;MASC;SG
apple	eple	apple	eple	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
apple	apple	apple	apple	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
šezdesetih	sixties	šezdeseti	sixties	ADJ;GEN;MASC;PL	N;INDF;MASC;SG
putovnice	pass	putovnica	pass	N;NOM;FEM;PL	N;INDF;NEUT;SG
ukr	ukr	ukr	ukr	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
žica	vaier	žica	vaie	N;NOM;FEM;SG	N;INDF;FEM;PL
potpis	signert	potpis	signere	N;NOM;MASC;SG	ADJ;INDF;SG;V.PTCP
frekvencije	hyppighet	frekvencija	hyppighet	N;NOM;FEM;PL	N;INDF;FEM;SG
frekvencije	frekvens	frekvencija	frekvens	N;NOM;FEM;PL	N;INDF;MASC;SG
primarni	primære	primaran	primær	ADJ;NOM;DEF;MASC;SG	ADJ;PL
primarni	primærvalg	primaran	primærvalg	ADJ;NOM;DEF;MASC;SG	N;INDF;NEUT;SG
primarni	primær	primaran	primær	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
uspješna	vellykket	uspješan	vellykk	ADJ;NOM;DEF;FEM;SG	N;DEF;NEUT;SG
uspješna	vellykkede	uspješan	vellykkede	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
pokretanje	lanserer	pokretanje	lansere	N;NOM;NEUT;SG	V;IND;PRS;FIN
pokretanje	lansere	pokretanje	lansere	N;NOM;NEUT;SG	V;NFIN
podijeljeni	delt	podijeliti	dele	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
podijeljeni	splittet	podijeliti	splitt	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;DEF;NEUT;SG
zajednička	delte	zajednički	delte	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG;V.PTCP
zajednička	delt	zajednički	dele	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
zajednička	common	zajednički	common	ADJ;NOM;DEF;FEM;SG	N
zajednička	felles	zajednički	felles	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
zajednička	vanlig	zajednički	vanlig	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
poraženi	beseires	poraziti	beseires	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;INDF;MASC;SG
poraženi	overvunnet	poraziti	overvunn	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;DEF;NEUT;SG
poraženi	beseiret	poraziti	beseir	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;DEF;NEUT;SG
islamske	islamsk	islamski	islamsk	ADJ;NOM;FEM;PL	ADJ;INDF;NEUT;SG
imdb	imdb	imdb	imdbe	PROPN;NOM;MASC;SG	N
standarda	standarden	standard	standard	N;GEN;MASC;PL	N;DEF;MASC;SG
cross	kryss	cross	kryss	ADP	N;INDF;NEUT;SG
cross	cross	cross	cross	ADP	N;INDF;SG
cross	krysse	cross	krysse	ADP	V;NFIN
cross	kors	cross	kors	ADP	N;INDF;NEUT;SG
drugačiji	annerledes	drugačiji	annerledes	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
drugačiji	ulike	drugačiji	ulik	ADJ;NOM;DEF;MASC;SG	ADJ;PL
drugačiji	forskjellige	drugačiji	forskjellig	ADJ;NOM;DEF;MASC;SG	ADJ;PL
drugačiji	forskjellig	drugačiji	forskjellig	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
brzi	kjapt	brz	kjapp	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
brzi	raskt	brz	rask	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
brzi	kjapp	brz	kjapp	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
brzi	rask	brz	rask	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
brzi	kjapp	brz	kjapp	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
brzi	raskt	brz	rask	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
brzi	rask	brz	rask	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
brzi	hurtig	brz	hurtig	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
brzi	raske	brz	rask	ADJ;NOM;DEF;MASC;SG	ADJ;PL
brzi	fort	brz	fort	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
galileo	galileo	galiti	galileo	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;NEUT;SG
oslobođen	befridde	osloboditi	befridd	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;PL
proizlazi	stilker	proizlaziti	stilke	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
mjesecima	månedsvis	mjesec	månedsvis	N;DAT;MASC;PL	N;INDF;MASC;SG
čile	chile	čila	chile	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
bogati	rikt	bogat	rik	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
bogati	rike	bogat	rik	ADJ;NOM;DEF;MASC;SG	ADJ;PL
bogati	rik	bogat	rik	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
bogati	rich	bogat	rich	ADJ;NOM;DEF;MASC;SG	N
obrnuto	revers	obrnuto	revers	ADV	N;INDF;MASC;SG
obrnuto	omvendt	obrnuto	omvendt	ADV	ADJ;INDF;NEUT;SG
ash	aske	ash	aske	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ash	ash	ash	ash	PROPN;NOM;MASC;SG	PROPN
aktivna	aktive	aktivan	aktiv	ADJ;NOM;DEF;FEM;SG	ADJ;PL
aktivna	aktivt	aktivan	aktiv	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
aktivna	aktiv	aktivan	aktiv	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
aktivna	active	aktivan	activ	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
unaprijeđen	forfremmet	unaprijeđen	forfrem	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
unaprijeđen	promoterte	unaprijeđen	promotere	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
human	humane	human	hume	ADP	N;INDF;MASC;PL
human	humant	human	human	ADP	N;INDF;NEUT;SG
human	human	human	human	ADP	N
glazbeno	musikalsk	glazbeno	musikalsk	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
mill	mølla	mill	mølle	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
mill	mill	mill	mill.	PROPN;NOM;MASC;SG	N
mill	mølle	mill	møle	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
zaključiti	konkludere	zaključiti	konkludere	V;NFIN	N;INDF;MASC;SG
običaji	skikker	običaj	skikker	N;NOM;MASC;PL	N;INDF;MASC;SG
običaji	tollen	običaj	toll	N;NOM;MASC;PL	N;DEF;MASC;SG
običaji	toll	običaj	toll	N;NOM;MASC;PL	N;INDF;MASC;SG
razumijevanje	forstå	razumijevanje	forstå	N;NOM;NEUT;SG	V;NFIN
komponente	komponenten	komponenta	komponent	N;NOM;FEM;PL	N;DEF;MASC;SG
komponente	komponent	komponenta	komponent	N;NOM;FEM;PL	N;INDF;MASC;SG
komponente	komponenter	komponenta	komponenter	N;NOM;FEM;PL	N;INDF;NEUT;SG
philadelphia	philadelphia	philadelphia	philadelphia	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
singh	singh	singh	singh	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
galerije	gallerier	galerija	gallerium	N;NOM;FEM;PL	N;INDF;NEUT;SG
galerije	galleriet	galerija	galleri	N;NOM;FEM;PL	N;DEF;NEUT;SG
galerije	galleri	galerija	galleri	N;NOM;FEM;PL	N;INDF;NEUT;SG
galerije	gallery	galerija	gallery	N;NOM;FEM;PL	N;INDF;FEM;SG
organizirana	organisert	organizirati	organisere	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
organizirana	organisert	organizirati	organisere	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
sastojao	besto	sastojati	besto	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
wilton	wilton	wilton	wilton		N;INDF;MASC;SG
grafički	grafisk	grafički	grafisk	ADV	ADJ;INDF;NEUT;SG
opremljen	utrustet	opremiti	utrust	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;DEF;NEUT;SG
niko	niko	niko	niko	PRO;NOM;MASC;3	N;INDF;MASC;SG
komore	chambers	komora	chambers	N;NOM;FEM;PL	N;INDF;NEUT;SG
rado	gladelig	rado	gladelig	ADV	ADJ;INDF;NEUT;SG
školski	skolen	školski	skole	ADJ;NOM;DEF;MASC;SG	N;DEF;MASC;SG
školski	skole	školski	skole	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
školski	skulen	školski	skule	ADJ;NOM;DEF;MASC;SG	N;DEF;MASC;SG
školski	skule	školski	skule	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
izgubljeni	mistet	izgubljen	miste	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG
izgubljeni	fortapt	izgubljen	fortepje	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
izgubljeni	tapt	izgubljen	tape	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
izgubljeni	lost	izgubljen	lost	ADJ;NOM;DEF;MASC;PL;V.PTCP	N;INDF;NEUT;SG
orthoptera	rettvinger	orthopter	rettvinge	N;ANIM;ACC;MASC;SG	N;INDF;FEM;PL
mozak	hjernens	mozak	hjernens	N;NOM;MASC;SG	N;GEN;DEF;MASC;SG
dnevni	daglige	dnevni	daglig	ADJ;NOM;DEF;MASC;SG	ADJ;PL
dnevni	daily	dnevni	daily	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
dnevni	daglig	dnevni	daglig	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
posjetitelja	besøkende	posjetitelj	besøkende	N;GEN;MASC;PL	N;INDF;FEM;SG
posjetitelja	besøkende	posjetitelj	besøkende	N;GEN;MASC;PL	N;INDF;FEM;SG
popularno	populært	popularan	populær	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
popularno	populære	popularan	populær	ADJ;NOM;DEF;NEUT;SG	ADJ;PL
popularno	populær	popularan	populær	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;SG
popularno	folkelig	popularan	folkelig	ADJ;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
popularno	populært	popularan	populær	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
popularno	populære	popularan	populær	ADJ;NOM;DEF;NEUT;SG	ADJ;PL
poljoprivrede	landbruk	poljoprivreda	landbruk	N;NOM;FEM;PL	N;INDF;MASC;SG
poljoprivrede	jordbruk	poljoprivreda	jordbruk	N;NOM;FEM;PL	N;INDF;MASC;SG
stvoren	opprettes	stvoriti	opprettes	ADJ;NOM;MASC;SG;V.PTCP	N;INDF;MASC;SG
stvoren	opprettet	stvoriti	opprett	ADJ;NOM;MASC;SG;V.PTCP	N;INDF;NEUT;SG
procjene	anslag	procjena	anslag	N;NOM;FEM;PL	N;INDF;NEUT;SG
magic	magisk	magic	magisk	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
prekinuo	avbrutt	prekinuti	avbru	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
prekinuo	avbrøt	prekinuti	avbrøt	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
inc	inc	inc	inc	ADP	N
medicinski	medisinsk	medicinski	medisinsk	ADV	ADJ;INDF;SG
ulicama	streets	ulica	streets	N;INS;FEM;PL	N;INDF;SG
ulicama	gatelangs	ulica	gatelangs	N;INS;FEM;PL	N;INDF;NEUT;SG
nielsen	nielsen	nielsen	nielse	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
cape	cape	cape	cape	ADP	N;INDF;NEUT;SG
cape	kapp	cape	kapp	ADP	N;INDF;NEUT;SG
pozvan	inviterte	pozvati	invitere	ADJ;NOM;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
izgrađeno	bygget	izgraditi	bygg	ADJ;NOM;NEUT;SG;V.PTCP;PASS	N;DEF;NEUT;SG
izgrađeno	bygde	izgraditi	byggje	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
praćenje	sporer	praćenje	spore	N;NOM;NEUT;SG	N;INDF;FEM;PL
praćenje	overvåker	praćenje	overvåke	N;NOM;NEUT;SG	N;INDF;FEM;PL
praćenje	følger	praćenje	følge	N;NOM;NEUT;SG	V;IND;PRS;FIN
roth	roth	roth	roth	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
pascoe	pascoe	pasco	pascoe		N;INDF;FEM;SG
ekspedicije	ekspedisjon	ekspedicija	ekspedisjon	N;NOM;FEM;PL	N;INDF;MASC;SG
ekspedicije	ekspedisjoner	ekspedicija	ekspedisjon	N;NOM;FEM;PL	N;INDF;MASC;SG
aktivne	aktivt	aktivan	aktiv	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;NEUT;SG
aktivne	aktiv	aktivan	aktiv	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
aktivne	active	aktivan	activ	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
webb	webb	webb	webb	PROPN;NOM;MASC;SG	PROPN
obrambeni	defensiv	obramben	defensiv	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
formirana	formet	formirati	form	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
formirana	dannet	formirati	dann	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
pregovora	forhandling	pregovor	forhandling	N;GEN;MASC;PL	N;INDF;FEM;SG
evolucije	evolusjon	evolucija	evolusjon	N;NOM;FEM;PL	N;INDF;MASC;SG
myers	myers	myers	myers	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
reiss	reiss	reiss	reiss	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
stanko	verne	stanko	verne	N;NOM;MASC;SG	V;NFIN
greene	greene	green	gre	N;NOM;MASC;SG	N;DEF;FEM;PL
rumunjski	rumensk	rumunjski	rumensk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
izbjeći	unngått	izbjeći	unngå	V;NFIN	ADJ;INDF;NEUT;SG;V.PTCP
izbjeći	unngikk	izbjeći	unngikk	V;NFIN	N;INDF;MASC;SG
izbjeći	unngås	izbjeći	unngås	V;NFIN	N;INDF;MASC;SG
kontrola	kontroller	kontrola	kontrollere	N;NOM;FEM;SG	N;INDF;FEM;PL
kontrola	kontrollere	kontrola	kontrollere	N;NOM;FEM;SG	V;NFIN
ručno	manuell	ručno	manuell	ADV	ADJ;INDF;SG
ručno	manual	ručno	manual	ADV	N;INDF;NEUT;SG
ručno	manuelt	ručno	manuell	ADV	ADJ;INDF;NEUT;SG
kong	kong	kong	kong	PROPN;NOM;MASC;SG	N
jerry	jerry	jerry	jerry	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
optužbe	tiltale	optužba	tiltale	N;NOM;FEM;PL	N;INDF;NEUT;SG
bogatstva	formuer	bogatstvo	formue	N;NOM;NEUT;PL	N;INDF;MASC;SG
bogatstva	rikdom	bogatstvo	rikdom	N;NOM;NEUT;PL	N;INDF;MASC;SG
bogatstva	velstand	bogatstvo	velstand	N;NOM;NEUT;PL	N;INDF;MASC;SG
uspostavljena	etablerte	uspostaviti	etablere	ADJ;NOM;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN
prosjek	gjennomsnittlige	prosjek	gjennomsnittlig	N;NOM;MASC;SG	ADJ;PL
žuti	gult	žutiti	gul	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
žuti	gule	žutiti	gul	ADJ;NOM;DEF;MASC;SG	ADJ;PL
žuti	gul	žutiti	gul	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
rekavši	ordtak	reći	ordtak	ADV;V.CVB	N;INDF;NEUT;SG
rekavši	ordtaket	reći	ordtak	ADV;V.CVB	N;DEF;NEUT;SG
rekavši	saying	reći	saying	ADV;V.CVB	N;INDF;MASC;SG
rekavši	sier	reći	seie	ADV;V.CVB	V;IND;PRS;FIN
josef	josef	josef	josef	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
objave	poster	objava	poster	N;NOM;FEM;PL	N;INDF;MASC;SG
santo	santo	santo	santo	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
puške	gevær	puška	gevær	N;NOM;FEM;PL	N;INDF;NEUT;SG
puške	skytevåpen	puška	skytevåp	N;NOM;FEM;PL	N;INDF;NEUT;SG
puške	pistoler	puška	pistol	N;NOM;FEM;PL	N;INDF;MASC;SG
zabranjena	forbudte	zabraniti	forbude	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;PL;V.PTCP
zabranjena	forbudt	zabraniti	forbude	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
zabranjena	forbudt	zabraniti	forbude	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
zabranjena	forbudte	zabraniti	forbude	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;PL;V.PTCP
zabranjena	bannlyst	zabraniti	bannlyse	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
zabranjena	utestengt	zabraniti	utestengje	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
zabranjena	forbudt	zabraniti	forbude	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
zabranjena	forbød	zabraniti	forbød	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;INDF;MASC;SG
tenkovi	tanks	tenk	tanks	N;NOM;MASC;PL	N;INDF;NEUT;SG
iznenada	plutselig	iznenada	plutselig	ADV	ADJ;INDF;NEUT;SG
iznenada	brått	iznenada	brå	ADV	ADJ;INDF;NEUT;SG
mehanički	mekaniske	mehanički	mekanisk	ADV	ADJ;PL
mehanički	mekanisk	mehanički	mekanisk	ADV	ADJ;INDF;NEUT;SG
organizirani	organisert	organizirati	organisere	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
organizirani	organisert	organizirati	organisere	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
bakterija	bakterier	bakterija	bakterium	N;NOM;FEM;SG	N;INDF;MASC;PL
kotor	kotor	kotor	kotor	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
akademski	akademisk	akademski	akademisk	ADV	ADJ;INDF;NEUT;SG
zajedničko	delte	zajednički	delte	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;SG;V.PTCP
zajedničko	delt	zajednički	dele	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
zajedničko	common	zajednički	common	ADJ;NOM;DEF;NEUT;SG	N
zajedničko	felles	zajednički	felles	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
zajedničko	vanlig	zajednički	vanlig	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
arapi	arabere	arap	arabere	N;NOM;MASC;PL	N;INDF;MASC;SG
uređivanje	redigerer	uređivanje	redigere	N;NOM;NEUT;SG	V;IND;PRS;FIN
uređivanje	redigere	uređivanje	redigere	N;NOM;NEUT;SG	V;NFIN
fenomen	fenomener	fenomen	fenomen	N;NOM;MASC;SG	N;INDF;MASC;PL
finski	finsk	finski	finsk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
ratovanja	krigføring	ratovanje	krigføring	N;NOM;NEUT;PL	N;INDF;FEM;SG
pića	drinks	piće	drinks	N;NOM;NEUT;PL	N;INDF;MASC;SG
harvey	harvey	harvey	harvey	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
texas	texas	texas	texas	PROPN;NOM;MASC;SG	N;INDF;SG
financijske	økonomisk	financijski	økonomisk	ADJ;NOM;FEM;PL	ADJ;INDF;NEUT;SG
vlasnici	eiere	vlasnik	eiere	N;NOM;MASC;PL	N;INDF;NEUT;SG
strateški	strategisk	strateški	strategisk	ADV	ADJ;INDF;NEUT;SG
strateški	strategisk	strateški	strategisk	ADV	ADJ;INDF;NEUT;SG
strateški	strategiske	strateški	strategisk	ADV	ADJ;PL
