और	και	और	και		CONJ
क्षतिपूर्ति	αντιστάθμιση	क्षतिपूर्ति	αντιστάθμιση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
क्षतिपूर्ति	αποζημίωση	क्षतिपूर्ति	αποζημίωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
क्षतिपूर्ति	ζημίες	क्षतिपूर्ति	ζημία	N;NOM;FEM;SG;3	N;NOM;FEM;PL
क्षतिपूर्ति	ζημιές	क्षतिपूर्ति	ζημιά	N;NOM;FEM;SG;3	N;NOM;FEM;PL
क्षतिपूर्ति	ανάκτηση	क्षतिपूर्ति	ανάκτηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सूखा	ξηρή	सूखा	ξηρή	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
सूखा	στεγνά	सूखा	στεγνά	PROPN;NOM;MASC;SG;3	ADV
सूखा	ξηρά	सूखा	ξηρά	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
सूखा	στεγνό	सूखा	στεγνό	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
सूखा	ξηρό	सूखा	ξηρός	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
सूखा	ξηρασία	सूखा	ξηρασία	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
रहस्यमय	μυστήριος	रहस्यमय	μυστήριος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
रहस्यमय	μυστηριώδης	रहस्यमय	μυστηριώδης	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
रहस्यमय	μυστηριώδη	रहस्यमय	μυστηριώδη	PROPN;NOM;MASC;SG;3	ADV
रहस्यमय	μυστηριώδες	रहस्यमय	μυστηριώδης	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
इस्लामिक	ισλαμική	इस्लामिक	ισλαμικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
इस्लामिक	ισλαμικό	इस्लामिक	ισλαμικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
इस्लामिक	ισλαμιστές	इस्लामिक	ισλαμιστής	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
रजिस्टर	μητρώα	रजिस्टर	μητρώα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
सिंगल	single	सिंगल	single	PROPN;NOM;MASC;SG;3	
सिंगल	ενιαία	सिंगल	ενιαίος	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अनूदित	μεταφραστεί	अनूदित	μεταφράζω	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;PASS
चमत्कार	θαύματα	चमत्कार	θάύμα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
चमत्कार	θαύματα	चमत्कार	θάύμα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
उत्तेजना	έξαψη	उत्तेजना	έξαψη	N;NOM;FEM;SG;3	N;ACC;FEM;SG
उत्तेजना	ενθουσιασμό	उत्तेजना	ενθουσιασμός	N;NOM;FEM;SG;3	N;ACC;MASC;SG
गेट्स	πύλες	गेट्स	πύλη	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
गेट्स	γκέιτς	गेट्स	γκέιτς	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
संचय	κρύπτη	संचय	κρύπτης		N;NOM;FEM;SG
डैनियल	δανιήλ	डैनियल	δανιήλ	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
डैनियल	daniel	डैनियल	daniel	PROPN;NOM;MASC;SG;3	
डैनियल	ντάνιελ	डैनियल	ντάνιελ	PROPN;NOM;MASC;SG;3	
डैनियल	ντανιέλ	डैनियल	ντανιέλ	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
वायरलेस	ασύρματος	वायरलेस	άσυρμα	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
फिलाडेल्फिया	φιλαδέλφεια	फिलाडेल्फिया	φιλαδέλφεια	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
टुकड़ा	φέτες	टुकडा	φέτος	N;NOM;MASC;SG;3	N;NOM;FEM;PL
स्पैनिश	ισπανοί	स्पैनिश	ισπανός	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;PL
स्पैनिश	ισπανός	स्पैनिश	ισπανός	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
स्पैनिश	ισπανικά	स्पैनिश	ισπανικά	PROPN;NOM;MASC;SG;3	ADV
स्पैनिश	ισπανική	स्पैनिश	ισπανικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अपोलो	απόλλωνα	अपोलो	απόλλωνας	N;NOM;MASC;SG;3	ADV
अपोलो	απόλλο	अपोलो	απόλλος	N;NOM;MASC;SG;3	
अपोलो	απόλλων	अपोलो	άπολλος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
एफबीआई	f	एफबीआई	f	PROPN;NOM;MASC;SG;3	
कैमरून	καμερούν	कैमरून	καμερώ	PROPN;NOM;MASC;SG;3	PROPN;NOM;NEUT;SG
हाइब्रिड	υβριδικά	हाइब्रिड	υβριδικά	N;NOM;MASC;SG;3	ADV
हाइब्रिड	υβρίδια	हाइब्रिड	υβρίδιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
हाइब्रिड	υβριδικά	हाइब्रिड	υβριδικά	N;NOM;MASC;SG;3	ADV
हाइब्रिड	υβριδικό	हाइब्रिड	υβριδικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
बलात्कार	βιασμό	बलात्कार	βιασμός	N;NOM;MASC;SG;3	N;ACC;MASC;SG
बलात्कार	βιασμοί	बलात्कार	βιασμός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
संतोष	ικανοποίηση	संतोष	ικανοποίηση	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
रोलिंग	κύλισης	रोलिंग	κύλιση	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
रोलिंग	rowling	रोलिंग	rowling	PROPN;NOM;MASC;SG;3	
सजावट	στολίδια	सजावट	στολίδιο	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
सजावट	διακοσμητικά	सजावट	διακοσμητικός	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
टेरी	τέρι	टेरी	τέρι	PROPN;NOM;MASC;SG;3	
टेरी	terry	टेरी	terry	PROPN;NOM;MASC;SG;3	
हिमनद	παγετώνα	हिमनद	παγετώνας	N;NOM;MASC;SG;3	N;GEN;MASC;SG
अस्थिर	ιδιότροπη	अस्थिर	ιδιότροπος		N;NOM;FEM;SG
अस्थिर	ασταθείς	अस्थिर	ασταθής		ADJ;NOM;FEM;PL
अस्थिर	ασταθής	अस्थिर	ασταθής		ADJ;NOM;MASC;SG
अस्थिर	ασταθές	अस्थिर	ασταθής		ADJ;NOM;NEUT;SG
अस्थिर	ασταθή	अस्थिर	αστάση		ADV
राख	στάχτες	राख	στάχ		N;NOM;FEM;PL
राख	στάχτη	राख	στάχτης		N;NOM;FEM;SG
राख	τέφρα	राख	τέφρα		N;NOM;FEM;SG
राख	στάχτη	राख	στάχτης		N;NOM;FEM;SG
राख	τέφρα	राख	τέφρα		N;NOM;FEM;SG
संकुचन	συμπίεση	संकुचन	συμπίεση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
संकुचन	σύσπαση	संकुचन	σύσπαση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पार्टियों	κόμματα	पार्टी	κόμμα	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
पार्टियों	μέρη	पार्टी	μέρος	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
इन्टरनेट	ίντερνετ	इन्टरनेट	ίντερνετ	N;NOM;MASC;SG;3	
इन्टरनेट	internet	इन्टरनेट	internet	N;NOM;MASC;SG;3	
जीवंत	ζωηρά	जीवंत	ζωηρός	N;NOM;MASC;SG;3	ADV
जीवंत	ζωηρό	जीवंत	ζωηρός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अनुवादक	μεταφραστή	अनुवादक	μεταφραστής	N;NOM;MASC;SG;3	N;ACC;MASC;SG
अनुवादक	translators	अनुवादक	translators	N;NOM;MASC;SG;3	
सउदी	σαουδάραβες	सउदी	σαούδαραβας	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
दिलचस्प	ενδιαφέρον	दिलचस्प	ενδιαφέρον	ADJ	N;NOM;NEUT;SG
दिलचस्प	ενδιαφέρων	दिलचस्प	ενδιαφέρος	ADJ	N;NOM;NEUT;SG
दिलचस्प	ενδιαφέροντα	दिलचस्प	ενδιαφέρω	ADJ	ADV
संयम	συγκράτησης	संयम	συγκράτηση		N;GEN;FEM;SG
संयम	συγκράτηση	संयम	συγκράτηση		N;ACC;FEM;SG
संयम	νηφαλιότητα	संयम	νηφαλιότητα		N;ACC;FEM;SG
कच्चा	ακατέργαστο	कच्चा	ακατέργαστος	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
कच्चा	ακατέργαστη	कच्चा	ακατέργαστος	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
कच्चा	ακατέργαστα	कच्चा	ακατέργαστα	ADJ;NOM;MASC;SG	N;NOM;NEUT;PL
कच्चा	ωμή	कच्चा	ωμή	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
कच्चा	ωμό	कच्चा	ωμό	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
शाप	κατάρα	शाप	κατάρα		N;ACC;FEM;SG
कैपिटल	πρωτεύουσες	कैपिटल	πρωτεύουσα	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
कैपिटल	καπιτώλιο	कैपिटल	καπιτώλιο	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
बास	μπας	बास	μπος	PROPN;NOM;MASC;SG;3	PART
बास	μπάσο	बास	μπάσο	PROPN;NOM;MASC;SG;3	
अपराधियों	παραβάτες	अपराधी	παραβάτης	N;ACC;MASC;PL;3	N;NOM;MASC;PL
अपराधियों	εγκληματίες	अपराधी	εγκληματίας	N;ACC;MASC;PL;3	N;NOM;MASC;PL
अपराधियों	κακοποιοί	अपराधी	κακοποιός	N;ACC;MASC;PL;3	N;NOM;MASC;PL
जीती	γουόν	जीत	γουόν	V;PFV;FEM;SG;V.PTCP;ACT	
जादुई	μαγική	जादुई	μαγικός		ADJ;NOM;FEM;SG
जादुई	μαγικός	जादुई	μαγικός		ADJ;NOM;MASC;SG
जादुई	μαγικό	जादुई	μαγικός		ADJ;NOM;NEUT;SG
जादुई	μαγικά	जादुई	μαγικά		ADV
पोर्टलैंड	πόρτλαντ	पोर्टलैंड	πόρτλαντ	PROPN;NOM;MASC;SG;3	
सितारे	άστρα	सितारा	άστρα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
सितारे	αστέρια	सितारा	αστέριος	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
सितारे	stars	सितारा	stars	N;NOM;MASC;SG;3	
सितारे	αστεράκια	सितारा	αστεράκιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
तेरह	thirteen	तेरह	thirteen	NUM	
स्पिन	s	स्पिन	s	N;NOM;MASC;SG;3	
फ्रैंकफर्ट	φρανκφούρτη	फ्रैंकफर्ट	φρανκφούρτης	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
गिने	μετρημένες	गिन	μετρημένος	V;MASC;SG;FIN;ACT	ADJ;NOM;FEM;PL
स्टेज	στάδια	स्टेज	στάδιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
स्टेज	φάσεις	स्टेज	φάση	N;NOM;MASC;SG;3	N;NOM;FEM;PL
निष्ठा	αφοσίωση	निष्ठा	αφοσίωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
निष्ठा	αφιέρωση	निष्ठा	αφιέρωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
निष्ठा	ειλικρινά	निष्ठा	ειλικρινά	N;NOM;FEM;SG;3	ADV
निष्ठा	αφοσίωση	निष्ठा	αφοσίωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
निष्ठा	υποταγή	निष्ठा	υποταγή	N;NOM;FEM;SG;3	N;ACC;FEM;SG
इंटरफ़ेस	διασύνδεση	इंटरफ़ेस	διασύνδεση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
ऑप्टिकल	οπτικές	ऑप्टिकल	οπτικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
ऑप्टिकल	οπτικά	ऑप्टिकल	οπτικός	N;NOM;MASC;SG;3	ADV
साँस	αναπνοή	साँस	αναπνοή		N;NOM;FEM;SG
साँस	ανάσα	साँस	ανάσα		N;ACC;FEM;SG
साँस	αναπνέει	साँस	αναπνέω		V;IPFV;IND;SG;3;PRS;FIN;ACT
साँस	αναπνοή	साँस	αναπνοή		N;NOM;FEM;SG
स्विट्ज़रलैंड	ελβετία	स्विट्ज़रलैंड	ελβετία	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
दीप	βαθύς	दीप	βαθύς	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
दीप	βαθιά	दीप	βαθύς	PROPN;NOM;MASC;SG;3	ADV
दीप	βαθύ	दीप	βαθύς	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
दीप	βαθειά	दीप	βαθειός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
ग़लत	λάθος	ग़लत	λάθος		N;NOM;NEUT;SG
ग़लत	εσφαλμένη	ग़लत	εσφάλμενος		V;PFV;NOM;FEM;SG;V.PTCP;PASS
निकालकर	αφαίρεση	निकाल	αφαίρεση	V;V.CVB	N;ACC;FEM;SG
बंधक	όμηρο	बंधक	όμηρος	N;NOM;MASC;SG;3	N;ACC;MASC;SG
एंटीबॉडी	αντισωμάτων	एंटीबॉडी	αντίσωμα	PROPN;NOM;MASC;SG;3	N;GEN;NEUT;PL
प्रत्यारोपण	μεταμόσχευση	प्रत्यारोपण	μεταμόσχευση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
प्रत्यारोपण	μεταμόσχευση	प्रत्यारोपण	μεταμόσχευση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
कर्मियों	προσωπικό	कर्मी	προσωπικό	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
कर्मियों	προσωπικού	कर्मी	προσωπικό	N;ACC;MASC;PL;3	N;GEN;NEUT;SG
साठ	εξήντα	साठ	εξήντα		NUM;NOM;NEUT;PL
लैंड	ξηρά	लैंड	ξηρά		N;NOM;NEUT;PL
लैंड	land	लैंड	land		
लैंड	γη	लैंड	γη		N;NOM;FEM;SG
लैंड	στεριά	लैंड	στεριά		N;NOM;FEM;SG
वियना	βιέννης	वियना	βιέννης	PROPN;NOM;MASC;SG;3	PROPN;GEN;FEM;SG
वियना	βιέννη	वियना	βιέννος	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
नाइट्रेट	νιτρικά	नाइट्रेट	νιτρικός	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
ज़रूर	σίγουρα	जारूर	σίγουρα	CONJ	ADV
कॉमन्स	commons	कॉमन्स	commons	V;PFV;MASC;SG;V.PTCP;ACT	
उपनिषद्	ουπανισάδες	उपनिषद्	ουπανισάδα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सीनियर	τελειόφοιτοι	सीनियर	τελειόφοιτος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
नकद	κας	नकद	κας	N;NOM;MASC;SG;3	
आभूषण	κόσμημα	आभूषण	κόσμημα	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
आभूषण	κόσμημα	आभूषण	κόσμημα	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
लड़ाकू	μαχητικό	लड़ाकू	μαχητικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
लड़ाकू	μαχητής	लड़ाकू	μαχητής	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
चार्टर	χάρτη	चार्टर	χάρτης	N;NOM;MASC;SG;3	N;ACC;MASC;SG
उत्प्रेरक	καταλύτη	उत्प्रेरक	κατάλυτο	N;NOM;MASC;SG;3	N;VOC;MASC;SG
हर्ष	σκληρό	हर्ष	σκληρός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
हर्ष	σκληρή	हर्ष	σκληρός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
कठोरता	σκληρότητα	कठोरता	σκληρότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
तीर	βέλη	तीर	βέλης	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
तीर	τόξα	तीर	τόξα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
फिनलैंड	φιλανδία	फिनलैंड	φιλανδία	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
फिनलैंड	φινλανδία	फिनलैंड	φινλανδία	PROPN;NOM;MASC;SG;3	PROPN;ACC;FEM;SG
पोलिश	πολωνική	पोलिश	πολωνικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पोलिश	πολωνικό	पोलिश	πολωνικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पोलिश	πολωνικά	पोलिश	πολωνικός	PROPN;NOM;MASC;SG;3	ADV
पोलिश	πολωνικές	पोलिश	πολωνικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
पोलिश	πολωνοί	पोलिश	πολωνός	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
पोलिश	πολωνός	पोलिश	πολωνός	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
जनजातियों	φυλές	जनजाति	φυλή	N;ACC;FEM;PL;3	N;NOM;FEM;PL
निर्वात	κενού	निर्वात	κενό	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
आपातकाल	επείγον	आपातकाल	επείγων	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
आपातकाल	επείγοντα	आपातकाल	επείγων	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;PL
टिम	τιμ	टिम	τιμα	PROPN;NOM;MASC;SG;3	
टिम	tim	टिम	tim	PROPN;NOM;MASC;SG;3	
खानों	ορυχεία	खाना	ορυχεία	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
खानों	νάρκες	खाना	νάρκα	N;ACC;MASC;PL;3	N;NOM;FEM;PL
ओवेन	όουεν	ओवेन	όουεν	PROPN;NOM;MASC;SG;3	
ओवेन	owen	ओवेन	owen	PROPN;NOM;MASC;SG;3	
प्रागैतिहासिक	προϊστορικό	प्रागैतिहासिक	προϊστορικό	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
इरादे	πρόθεσή	इरादा	πρόθεση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
इरादे	πρόθεση	इरादा	πρόθεση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
अवधारणाओं	έννοιες	अवधारणा	έννοιος	N;ACC;FEM;PL;3	ADJ;NOM;FEM;PL
प्रोफ़ाइल	προφίλ	प्रोफ़ाइल	προφίλ	N;NOM;MASC;SG;3	N;ACC;NEUT;SG
प्रोफ़ाइल	προφίλ	प्रोफ़ाइल	προφίλ	N;NOM;MASC;SG;3	N;ACC;NEUT;SG
घृणा	μισώ	घृणा	μισώ	N;NOM;FEM;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
घृणा	περιφρόνηση	घृणा	περιφρόνηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
एंड्रयू	άντριου	एंड्रयू	άντριος	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
एंड्रयू	αντριου	एंड्रयू	άντριος	PROPN;NOM;MASC;SG;3	
मसाला	μπαχαρικά	मसाला	μπαχαρικά	N;NOM;MASC;SG;3	ADV
मूल्यवान	πολύτιμος	मूल्यवान	πολύτιμος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
मूल्यवान	πολύτιμο	मूल्यवान	πολύτιμο	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मूल्यवान	πολύτιμες	मूल्यवान	πολύτιμα	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
मूल्यवान	πολύτιμη	मूल्यवान	πολύτιμος	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
चिकन	κότα	चिकन	κότα	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
कुवैत	κουβέιτ	कुवैत	κουβέιτ	PROPN;NOM;MASC;SG;3	
बर्बरता	βαρβαρότητα	बर्बरता	βαρβαρότητα	N;NOM;FEM;SG;3	N;ACC;FEM;SG
बर्बरता	βανδαλισμό	बर्बरता	βανδαλισμός	N;NOM;FEM;SG;3	N;ACC;MASC;SG
विकलांग	αναπηρία	विकलांग	αναπηρία	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
विकलांग	ανάπηροι	विकलांग	ανάπηρος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
विकलांग	απενεργοποιήθηκε	विकलांग	απενεργοποιώ	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;PASS
विकलांग	ανάπηρος	विकलांग	ανάπηρος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
विकलांग	ανάπηρος	विकलांग	ανάπηρος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
विकलांग	ανάπηροι	विकलांग	ανάπηρος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
संकीर्ण	στενό	संकीर्ण	στενός		N;NOM;NEUT;SG
संकीर्ण	στενή	संकीर्ण	στενός		ADJ;NOM;FEM;SG
संकीर्ण	στενός	संकीर्ण	στενός		N;NOM;MASC;SG
समझी	θεωρείται	समझ	θεωρώ	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
