den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
six	six	six	six	PROPN;NOM	N;MASC+FEM;SG
warszawa	warschau	warszawa	warschau	PROPN;NOM	N;NEUT;SG
sovjetisk	sovjet	sovjetisk	sovjet	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
della	della	della	della	PROPN;NOM	N;MASC+FEM;SG
peterson	peterson	peterson	peterson	PROPN;NOM	N;MASC+FEM;SG
percy	percy	percy	percy	PROPN;NOM	N;MASC+FEM;SG
nye	nye	ny	nye	ADJ;NOM;DEF;MASC;SG	N;MASC+FEM;SG
varor	handelswaar	vara	handelswaar	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
varor	koopwaar	vara	koopwaar	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
alfa	alpha	alfa	alpha	PROPN;NOM	N;MASC+FEM;SG
alfa	alfa	alfa	alfa	PROPN;NOM	N;MASC+FEM;SG
alfa	alfa	alfa	alfa	PROPN;NOM	N;MASC+FEM;SG
extremt	extreem	extrem	extreem	ADV	ADJ
extremt	extreme	extrem	extreem	ADV	ADJ
extremt	extreem	extrem	extreem	ADV	ADJ
lundgren	lundgren	lundgr	lundgren	PROPN;NOM	N;MASC+FEM;SG
muslimska	moslim	muslimsk	moslim	ADJ;NOM;PL	N;MASC+FEM;SG
muslimska	moslims	muslimsk	moslims	ADJ;NOM;PL	N;PL
personligen	persoonlijk	personligen	persoonlijk	ADV	ADJ
tillägg	supplementen	tillägg	supplement	N;NOM;INDF;NEUT;SG	N;PL
tillägg	aanvullingen	tillägg	aanvulling	N;NOM;INDF;NEUT;SG	N;PL
tillägg	toeslagen	tillägg	toeslaan	N;NOM;INDF;NEUT;SG	N;PL
tillägg	optellen	tillägg	optellen	N;NOM;INDF;NEUT;SG	V;NFIN
sjunga	gezang	sjung	gezang	V;IMP;FIN;ACT	N;NEUT;SG
sjunga	zang	sjung	zang	V;IMP;FIN;ACT	N;MASC+FEM;SG
emanuel	emanuel	emanuel	emanuel	PROPN;NOM	N;MASC+FEM;SG
set	instellen	se	instellen	N;NOM;INDF;NEUT;SG	V;NFIN
set	ingesteld	se	instellen	N;NOM;INDF;NEUT;SG	V;V.PTCP
set	verzamelingen	se	verzameling	N;NOM;INDF;NEUT;SG	N;PL
set	sets	se	set	N;NOM;INDF;NEUT;SG	N;PL
hej	hé	hej	hé	N;NOM;INDF;MASC+FEM;SG	INTJ
hej	hey	hej	hey	N;NOM;INDF;MASC+FEM;SG	INTJ
hej	he	hej	he	N;NOM;INDF;MASC+FEM;SG	INTJ
hittat	gevonden	hitta	vinden	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
föreståndare	manager	föreståndare	manager	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
föreståndare	bedrijfsleider	föreståndare	bedrijfsleider	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
experiment	proeven	experiment	proeven	N;NOM;INDF;NEUT;PL	V;NFIN
experiment	experiment	experiment	experiment	N;NOM;INDF;NEUT;PL	N;NEUT;SG
experiment	experimenteren	experiment	experimenteren	N;NOM;INDF;NEUT;PL	V;NFIN
instämmer	akkoord	instämma	akkoord	V;IND;PRS;FIN;ACT	ADJ
montreal	montreal	montreal	montreal	PROPN;NOM	N;NEUT;SG
spridning	verspreiden	spridning	verspreiden	N;NOM;INDF;MASC+FEM;SG	V;NFIN
spridning	spread	spridning	spread	N;NOM;INDF;MASC+FEM;SG	
spridning	verspreid	spridning	verspreiden	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
spridning	verspreiden	spridning	verspreiden	N;NOM;INDF;MASC+FEM;SG	V;NFIN
mendoza	mendoza	mendoza	mendoza	PROPN;NOM	N;MASC+FEM;SG
placerad	geplaatst	placera	plaatsen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
placerad	gepositioneerd	placera	positioneren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
phillips	philips	phillips	philips	PROPN;NOM	N;MASC+FEM;SG
phillips	phillips	phillips	phillips	PROPN;NOM	N;PL
agnes	agnes	agnes	agne	PROPN;NOM	N;MASC+FEM;SG
rang	rangschikken	rang	rangschik	N;NOM;INDF;MASC+FEM;SG	V;NFIN
bart	bart	bart	bart	PROPN;NOM	N;MASC+FEM;SG
britt	britt	bri	brit	PROPN;NOM	N;MASC+FEM;SG
tillverkare	producent	tillverkare	producent	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
tillverkare	fabrikant	tillverkare	fabrikant	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
madison	madison	madison	madison	PROPN;NOM	N;MASC+FEM;SG
helen	hellen	hel	hellen	N;NOM;DEF;MASC+FEM;SG	V;NFIN
helen	helen	hel	helen	N;NOM;DEF;MASC+FEM;SG	V;NFIN
khan	khan	khan	khan	PROPN;NOM	N;MASC+FEM;SG
elongata	elongata	elongat	elongata	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
inc	inc	inc	inc	PROPN;NOM	
riau	riau	riau	riau	ADJ;NOM;DEF;SG	N;MASC+FEM;SG
richardson	richardson	richardson	richardson	PROPN;NOM	N;MASC+FEM;SG
organiserade	georganiseerd	organiserad	organiseren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
organiserade	georganiseerde	organiserad	organiseren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
organiserade	georganiseerd	organiserad	organiseren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
organiserade	georganiseerde	organiserad	organiseren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
sharp	scherp	sharp	scherp	N;NOM;INDF;MASC+FEM;SG	ADJ
sharp	scherpe	sharp	scherp	N;NOM;INDF;MASC+FEM;SG	ADJ
läs	leer	läsa	leer	V;IMP;FIN;ACT	N;MASC+FEM;SG
kai	kai	kai	kai	PROPN;NOM	N;MASC+FEM;SG
flitigt	ijverig	flitig	ijverig	ADV	ADJ
flitigt	ijverig	flitig	ijverig	ADV	ADJ
flitigt	ijverig	flitig	ijverig	ADV	ADJ
presenterade	gepresenteerde	presentera	presenteren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
presenterade	aangeboden	presentera	aanbieden	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
presenterade	gepresenteerd	presentera	presenteren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
presenterade	onthuld	presentera	onthullen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
presenterade	introduceerde	presentera	introduceren	ADJ;NOM;PL;PST;V.PTCP	V;SG;PST;FIN
presenterade	ingevoerd	presentera	invoeren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
presenterade	geïntroduceerd	presentera	introduceren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
oak	eiken	oak	eiken	N;NOM;INDF;NEUT;SG	N;PL
sammanslagning	samenvoegen	sammanslagning	samenvoegen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
sammanslagning	fusies	sammanslagning	fusie	N;NOM;INDF;MASC+FEM;SG	N;PL
sammanslagning	concentraties	sammanslagning	concentratie	N;NOM;INDF;MASC+FEM;SG	N;PL
liberal	liberale	liberal	liberaal	N;NOM;INDF;MASC+FEM;SG	ADJ
liberal	liberaal	liberal	liberaal	N;NOM;INDF;MASC+FEM;SG	ADJ
guam	guam	guam	guam	PROPN;NOM	PROPN;NEUT;SG
dallas	dallas	dalla	dallas	PROPN;NOM	N;NEUT;SG
klotter	graffiti	klott	graffiti	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
folke	folke	folke	folk	PROPN;NOM	ADJ
augusta	augusta	august	augusta	PROPN;NOM	N;MASC+FEM;SG
reichenbach	reichenbach	reichenbach	reichenbach	PROPN;NOM	N;MASC+FEM;SG
edit	bewerk	edit	bewerk	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
edit	bewerken	edit	bewerken	N;NOM;INDF;MASC+FEM;SG	V;NFIN
sittande	zittend	sitta	zittend	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
sittande	zittende	sitta	zitten	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
sittande	zittend	sitta	zittend	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
sittande	zittende	sitta	zitten	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
nytta	benefit	nytta	benefit	N;NOM;INDF;MASC+FEM;SG	
norfolk	norfolk	norfolk	norfolk	PROPN;NOM	N;NEUT;SG
johns	johns	john	john	PROPN;NOM	N;MASC+FEM;SG
ovanstående	hierboven	ovanstående	hierboven	ADJ;NOM	N;PL
ovanstående	boven	ovanstående	boven	ADJ;NOM	ADP
laura	laura	laumal	laura	PROPN;NOM	N;MASC+FEM;SG
luke	luke	luke	luk	PROPN;NOM	N;MASC+FEM;SG
sevilla	sevilla	sevill	sevilla	PROPN;NOM	N;MASC+FEM;SG
away	weg	away	weg	N;NOM;INDF;MASC+FEM;SG	ADV
skulpturer	beeld	skulptur	beeld	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
skulpturer	beeldhouwwerk	skulptur	beeldhouwwerk	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
skulpturer	sculptuur	skulptur	sculptuur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
pelle	pelle	pelle	pel	PROPN;NOM	N;MASC+FEM;SG
ljungby	ljungby	ljungby	ljungby	PROPN;NOM	N;MASC+FEM;SG
bobby	bobby	bobby	bobby	PROPN;NOM	N;MASC+FEM;SG
nassau	nassau	nassau	nassau	PROPN;NOM	N;MASC+FEM;SG
markus	markus	markus	markus	PROPN;NOM	N;MASC+FEM;SG
sandberg	sandberg	sandberg	sandberg	PROPN;NOM	N;NEUT;SG
dahl	dahl	dahl	dahl	PROPN;NOM	N;MASC+FEM;SG
navarra	navarra	navarra	navarra	ADJ;NOM;DEF;SG	N;MASC+FEM;SG
navarra	navarra	navarra	navarra	ADJ;NOM;DEF;SG	N;MASC+FEM;SG
dresden	dresden	dresd	drezden	PROPN;NOM	PROPN;NEUT;SG
ronneby	ronneby	ronneby	ronneby	PROPN;NOM	N;MASC+FEM;SG
varierande	gevarieerd	variera	variëren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
varierande	gevarieerde	variera	variëren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
blivande	toekomst	blivande	toekomst	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
blivande	aspirant	blivande	aspirant	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
lämplig	passende	lämplig	passen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
lämplig	passend	lämplig	passen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
lämplig	gepast	lämplig	passen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
piau	piauí	piau	piauí	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
clinton	clinton	clinton	clinton	PROPN;NOM	N;MASC+FEM;SG
square	vierkante	square	vierkant	N;NOM;INDF;MASC+FEM;SG	ADJ
square	vierkant	square	vierkant	N;NOM;INDF;MASC+FEM;SG	ADJ
félix	félix	félix	félix	PROPN;NOM	N;MASC+FEM;SG
pablo	pablo	pablo	pablo	PROPN;NOM	N;MASC+FEM;SG
schweizisk	zwitsers	schweizisk	zwitser	ADJ;NOM;INDF;MASC+FEM;SG	N;PL
rasmus	rasmus	rasmus	rasmus	PROPN;NOM	N;MASC+FEM;SG
cedar	cedar	ceda	cedar	PROPN;NOM	N;MASC+FEM;SG
separata	gescheiden	separat	scheiden	ADJ;NOM;PL	V;V.PTCP
leone	leone	leone	leoen	PROPN;NOM	N;MASC+FEM;SG
försvarare	verdediger	försvarare	verdediger	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
newton	newton	newton	newton	PROPN;NOM	N;MASC+FEM;SG
gibson	gibson	gibson	gibson	PROPN;NOM	N;MASC+FEM;SG
kunglig	royalty	kunglig	royalty	ADJ;NOM;INDF;MASC+FEM;SG	N;NEUT;SG
kunglig	royal	kunglig	royal	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
devils	duivels	devils	duivel	PROPN;NOM	N;PL
uppväxt	opgegroeid	uppväxt	opgroeien	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
uppväxt	getogen	uppväxt	tijgen	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
uppväxt	opgevoed	uppväxt	opvoeden	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
gottlieb	gottlieb	gottlieb	gottlieb	PROPN;NOM	N;MASC+FEM;SG
accra	accra	accra	accra	PROPN;NOM	N;NEUT;SG
joachim	joachim	joachim	joachim	PROPN;NOM	N;MASC+FEM;SG
terry	terry	terry	terry	PROPN;NOM	N;MASC+FEM;SG
birch	berk	birch	berk	PROPN;NOM	N;MASC+FEM;SG
birch	birch	birch	birch	PROPN;NOM	N;MASC+FEM;SG
mar	mar	mar	mar	NUM;NOM	N;MASC+FEM;SG
himlen	hemels	himle	hemel	N;NOM;DEF;MASC+FEM;SG	ADJ
himlen	heaven	himle	heaven	N;NOM;DEF;MASC+FEM;SG	N;PL
söderberg	söderberg	söderberg	söderberg	PROPN;NOM	N;MASC+FEM;SG
julian	julian	julian	julian	PROPN;NOM	N;MASC+FEM;SG
kiev	kiev	kiev	kielen	PROPN;NOM	PROPN;NEUT;SG
ellis	ellis	ellis	ellis	PROPN;NOM	N;MASC+FEM;SG
minskat	verminderde	minska	verminderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
minskat	verminderd	minska	verminderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	verlaagd	minska	verlagen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	gedaald	minska	dalen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	verminderd	minska	verminderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	verlaagde	minska	verlagen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
minskat	afgenomen	minska	afnemen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	verminderde	minska	verminderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
minskat	verminderde	minska	verminderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
minskat	verlaagd	minska	verlagen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	verminderd	minska	verminderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
minskat	gereduceerd	minska	reduceren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
peder	peder	peder	peder	PROPN;NOM	N;MASC+FEM;SG
känslor	emotie	känsla	emotie	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
albin	albin	albin	albin	PROPN;NOM	N;MASC+FEM;SG
judisk	jood	judisk	jood	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
act	handelen	act	handelen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
lik	lijken	lik	lijken	N;NOM;INDF;MASC+FEM;SG	V;PRS;NFIN
sprida	spread	sprida	spread	V;IMP;NFIN;ACT	
sprida	verspreiding	sprida	verspreiding	V;IMP;NFIN;ACT	N;MASC+FEM;SG
lahtis	lahti	lahtis	lahti	PROPN;NOM	N;MASC+FEM;SG
serbiska	servische	serbisk	servisch	N;NOM;INDF;MASC+FEM;SG	ADJ
serbiska	servisch	serbisk	servisch	N;NOM;INDF;MASC+FEM;SG	ADJ
serbiska	servië	serbisk	servië	N;NOM;INDF;MASC+FEM;SG	PROPN;NEUT;SG
serbiska	servische	serbisk	servisch	N;NOM;INDF;MASC+FEM;SG	ADJ
serbiska	servisch	serbisk	servisch	N;NOM;INDF;MASC+FEM;SG	ADJ
tävla	race	tävla	race	V;IMP;FIN;ACT	N;MASC+FEM;SG
tävla	ras	tävla	ras	V;IMP;FIN;ACT	N;NEUT;SG
edmund	edmund	edmund	edmund	PROPN;NOM	N;MASC+FEM;SG
svärd	zwaarden	svärd	zwaard	N;NOM;INDF;NEUT;SG	N;PL
främre	front	främra	front	ADJ;NOM;CMPR	
främre	voorkant	främra	voorkant	ADJ;NOM;CMPR	N;MASC+FEM;SG
främre	voorzijde	främra	voorzijde	ADJ;NOM;CMPR	N;MASC+FEM;SG
främre	frontaal	främra	frontaal	ADJ;NOM;CMPR	ADJ
främre	frontale	främra	frontaal	ADJ;NOM;CMPR	ADJ
säker	kluis	säker	kluis	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
säker	safe	säker	safe	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
säker	beveiligen	säker	beveiligen	ADJ;NOM;INDF;MASC+FEM;SG	V;NFIN
säker	beveiligd	säker	beveiligen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
larsen	larsen	lars	lars	N;NOM;DEF;MASC+FEM;SG	N;PL
melbourne	melbourne	melbourne	melbourn	PROPN;NOM	N;MASC+FEM;SG
larry	larry	larry	larry	PROPN;NOM	N;MASC+FEM;SG
biträdande	plaatsvervangend	biträdande	plaatsvervangend	N;NOM;INDF;NEUT;SG	V;V.PTCP
hemliga	secret	hemlig	secret	ADJ;NOM;PL	
jay	jay	jay	jay	PROPN;NOM	N;MASC+FEM;SG
lang	lang	lang	lang	N;NOM;INDF;MASC+FEM;SG	ADJ
philippe	philippe	philippe	philippe	PROPN;NOM	N;MASC+FEM;SG
regent	regent	regent	regenen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
libyen	libië	libyen	libië	PROPN;NOM	PROPN;NEUT;SG
roberto	roberto	roberto	roberto	PROPN;NOM	N;MASC+FEM;SG
misstag	fouten	misstag	fout	N;NOM;INDF;NEUT;SG	N;PL
misstag	vergissingen	misstag	vergissing	N;NOM;INDF;NEUT;SG	N;PL
ibn	ibn	ibn	ibn	PROPN;NOM	PROPN;MASC+FEM;SG
bidrar	bijdragen	bidra	bijdrage	V;IND;PRS;FIN;ACT	N;PL
förut	voordat	förut	voordat	ADV	CONJ
förut	vóór	förut	voor	ADV	ADP
richards	richards	richard	richard	PROPN;NOM	N;PL
färre	minder	få	minder	ADJ;NOM;CMPR	PRO
färre	minder	få	minder	ADJ;NOM;CMPR	PRO
radering	uitwissen	radering	uitwissen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
hört	hoorde	höra	horen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
hört	gehoord	höra	horen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
simpsons	simpsons	simpson	simpson	PROPN;GEN	N;PL
dött	gestorven	döda	sterven	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
dött	overleden	döda	overlijden	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
dött	stierf	döda	sterven	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
dött	dead	döda	dead	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;MASC+FEM;SG
samlingen	verzamelen	samling	verzamelen	N;NOM;DEF;MASC+FEM;SG	V;NFIN
pehr	pehr	pehr	pehr	PROPN;NOM	N;MASC+FEM;SG
sophie	sophie	sophie	sophie	PROPN;NOM	N;MASC+FEM;SG
houston	houston	houston	houston	PROPN;NOM	N;NEUT;SG
sudan	soedanese	suda	soedanees	PROPN;NOM	ADJ
sudan	sudan	suda	sudan	PROPN;NOM	N;MASC+FEM;SG
sudan	soedan	suda	soedan	PROPN;NOM	PROPN;NEUT;SG
human	humane	huma	humaan	N;NOM;INDF;MASC+FEM;SG	ADJ
human	humaan	huma	humaan	N;NOM;INDF;MASC+FEM;SG	ADJ
uppmärksammade	opviel	uppmärksammad	opviel	ADJ;NOM;PL;PST;V.PTCP	V;SG;PST;FIN
uppmärksammade	opgemerkt	uppmärksammad	opmerken	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
uppmärksammade	opgevallen	uppmärksammad	opvallen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
framtid	toekomstige	framtid	toekomstig	N;NOM;INDF;MASC+FEM;SG	ADJ
framtid	toekomstig	framtid	toekomstig	N;NOM;INDF;MASC+FEM;SG	ADJ
institut	instituten	institut	instituut	N;NOM;INDF;NEUT;SG	N;PL
institut	instellingen	institut	instelling	N;NOM;INDF;NEUT;SG	N;PL
venus	venus	venus	venus	PROPN;NOM	N;MASC+FEM;SG
dubbla	tweepersoons	dubbel	tweepersoons	ADJ;NOM;PL	N;MASC+FEM;SG
dubbla	verdubbelen	dubbel	verdubbelen	ADJ;NOM;PL	V;NFIN
dubbla	double	dubbel	double	ADJ;NOM;PL	N;MASC+FEM;SG
dubbla	dual	dubbel	dual	ADJ;NOM;PL	N;MASC+FEM;SG
catherine	catherine	catherine	catherine	PROPN;NOM	N;MASC+FEM;SG
catherine	catharina	catherine	catharina	PROPN;NOM	N;MASC+FEM;SG
greta	greta	gret	greta	PROPN;NOM	N;MASC+FEM;SG
greta	grietje	gret	griet	PROPN;NOM	N;NEUT;SG
kommunikation	mededelingen	kommunikation	mededeling	N;NOM;INDF;MASC+FEM;SG	N;PL
äldste	oudsten	gammal	oudsten	N;SG	ADJ
äldste	oudste	gammal	oud	N;SG	ADJ;RL
äldste	oudere	gammal	oud	N;SG	ADJ;CMPR
drabbade	getroffen	drabba	treffen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
gator	alligator	gata	alligator	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
gator	gator	gata	gator	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
gator	straat	gata	straat	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
henan	henan	hona	henan	PROPN;NOM	N;NEUT;SG
sjögren	sjögren	sjögr	sjagren	PROPN;NOM	V;NFIN
craig	craig	craig	craig	PROPN;NOM	N;MASC+FEM;SG
wheeler	wheeler	wheeler	wheeler	PROPN;NOM	N;MASC+FEM;SG
moçambique	mozambique	moçambique	mozambique	PROPN;NOM	N;MASC+FEM;SG
tusentals	duizenden	tusental	duizend	N;GEN;INDF;NEUT;PL	NUM
poa	poa	poa	poa	PROPN;NOM	N;MASC+FEM;SG
studerat	bestudeerde	studera	bestuderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
studerat	studeerde	studera	studeren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
studerat	bestudeerd	studera	bestuderen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
dean	dean	de	dean	PROPN;NOM	N;MASC+FEM;SG
dean	decaan	de	decaan	PROPN;NOM	N;MASC+FEM;SG
masters	meesters	mast	meester	N;NOM;INDF;MASC+FEM;SG	N;PL
masters	masters	mast	master	N;NOM;INDF;MASC+FEM;SG	N;PL
producerat	produceerde	producerad	produceren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
producerat	geproduceerd	producerad	produceren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
producerat	geproduceerde	producerad	produceren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
sända	uitzending	sända	uitzending	V;IMP;FIN;ACT	N;MASC+FEM;SG
kiss	plassen	kiss	plassen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
kiss	kussen	kiss	kussen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
ram	rammen	ram	rammen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
utformning	ontwerpen	utformning	ontwerpen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
utformning	ontwerpen	utformning	ontwerpen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
falk	falk	falk	falk	PROPN;NOM	N;MASC+FEM;SG
falk	valk	falk	valk	PROPN;NOM	N;MASC+FEM;SG
falk	falcon	falk	falcon	PROPN;NOM	N;MASC+FEM;SG
want	wilt	want	willen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
want	wil	want	willen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
want	willen	want	willen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
henderson	henderson	henderson	henderson	PROPN;NOM	N;MASC+FEM;SG
samtal	gesprekken	samtal	gesprek	N;NOM;INDF;NEUT;SG	N;PL
samtal	bellen	samtal	bellen	N;NOM;INDF;NEUT;SG	V;NFIN
samtal	bel	samtal	bellen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
samtal	telefoontjes	samtal	telefoon	N;NOM;INDF;NEUT;SG	N;PL
samtal	oproepen	samtal	oproep	N;NOM;INDF;NEUT;SG	V;NFIN
samtal	noemt	samtal	noemen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
samtal	gesprekken	samtal	gesprek	N;NOM;INDF;NEUT;SG	N;PL
samtal	conversaties	samtal	conversatie	N;NOM;INDF;NEUT;SG	N;PL
bryter	pauzes	bryta	pauze	V;IND;PRS;FIN;ACT	N;PL
bryter	breaking	bryta	breaking	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
rwanda	rwanda	röand	rwanda	PROPN;NOM	N;NEUT;SG
rwanda	rwandese	röand	rwandees	PROPN;NOM	ADJ
rwanda	rwandese	röand	rwandees	PROPN;NOM	ADJ
henning	henning	henning	henning	PROPN;NOM	N;MASC+FEM;SG
lätta	easy	lätt	easy	ADJ;NOM;PL	N;MASC+FEM;SG
georgiska	georgisch	georgisk	georgisch	N;NOM;INDF;MASC+FEM;SG	ADJ
georgiska	georgische	georgisk	georgisch	N;NOM;INDF;MASC+FEM;SG	ADJ
detsamma	evenzo	densamma	evenzo	PRO;DEF;NEUT;SG	ADV
detsamma	hetzelfde	densamma	hetzelfde	PRO;DEF;NEUT;SG	ADJ
detsamma	zelfde	densamma	zelfde	PRO;DEF;NEUT;SG	ADJ
detsamma	same	densamma	same	PRO;DEF;NEUT;SG	
bel	bel	bel	bellen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
vadstena	vadstena	vadsten	vadstena	PROPN;NOM	N;MASC+FEM;SG
vojvodskap	woiwodschap	vojvodskap	woiwodschap	PROPN;NOM	ADJ
uttalas	uitspraak	uttala	uitspraak	V;NFIN;PASS	N;MASC+FEM;SG
blått	blauw	blå	blauw	N;NOM;INDF;NEUT;SG	ADJ
blått	blauwe	blå	blauw	N;NOM;INDF;NEUT;SG	ADJ
eugène	eugène	eugène	eugène	PROPN;NOM	N;MASC+FEM;SG
kosovo	kosovo	kosovo	kosovo	PROPN;NOM	N;NEUT;SG
utbildad	geschoold	utbilda	scholen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utbildad	opgeleid	utbilda	opleiden	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utbildad	onderwezen	utbilda	onderwezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
utbildad	opgeleid	utbilda	opleiden	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
