और	et	और	et		CONJ
सेठ	seth	सेठ	set	PROPN;NOM;MASC;SG;3	PROPN
आँकड़े	statistiques	आँकडा	statistique	V;PFV;MASC;SG;V.PTCP;ACT	N;FEM;PL
आँकड़े	statistique	आँकडा	statistique	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
आँकड़े	stats	आँकडा	stat	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;PL
आँकड़े	statistiques	आँकडा	statistique	V;PFV;MASC;SG;V.PTCP;ACT	N;FEM;PL
मन्त्र	mantras	मन्त्र	mantras	N;NOM;MASC;SG;3	N;MASC;PL
उदार	généreuse	उदार	généreux	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
उदार	générosité	उदार	générosité	PROPN;NOM;MASC;SG;3	N;FEM;SG
उदार	généreuses	उदार	généreux	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
उदार	généreux	उदार	généreux	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
उदार	libéral	उदार	libéral	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
उदार	libérale	उदार	libéral	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
उदार	libéraux	उदार	libéral	PROPN;NOM;MASC;SG;3	N;MASC;PL
उदार	libérales	उदार	libéral	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
स्वाधीनता	liberty	स्वाधीनता	liberty	N;NOM;FEM;SG;3	PROPN
एयरलाइन	airlines	एयरलाइन	airline	N;NOM;FEM;SG;3	N;FEM;PL
ग्रेड	grades	ग्रेड	grade	N;NOM;MASC;SG;3	N;MASC;PL
सब्जी	végétal	सब्जी	végétal	N;NOM;FEM;SG;3	ADJ;MASC;SG
सब्जी	légumes	सब्जी	légume	N;NOM;FEM;SG;3	N;MASC;PL
सवारी	chevaucher	सवारी	chevaucher	N;NOM;FEM;SG;3	V;NFIN
कपड़ा	textiles	कपडा	textile	N;NOM;MASC;SG;3	N;MASC;PL
कपड़ा	tissus	कपडा	tissu	N;NOM;MASC;SG;3	N;MASC;PL
कपड़ा	textiles	कपडा	textile	N;NOM;MASC;SG;3	N;MASC;PL
झा	jha	झा	jha	PROPN;NOM;MASC;SG;3	PROPN
प्लस	plus	प्लस	plus		ADV
गंध	odeurs	गंध	odeur	PROPN;NOM;FEM;SG;3	N;FEM;PL
गंध	odeur	गंध	odeur	PROPN;NOM;FEM;SG;3	N;FEM;SG
गंध	odeurs	गंध	odeur	PROPN;NOM;FEM;SG;3	N;FEM;PL
गंध	odeur	गंध	odeur	PROPN;NOM;FEM;SG;3	N;FEM;SG
गंध	odorat	गंध	odorat	PROPN;NOM;FEM;SG;3	N;MASC;SG
अंटार्कटिका	antarctique	अंटार्कटिका	antarctique	PROPN;NOM;FEM;SG;3	ADJ;MASC;SG
छुट्टी	vacances	छुट्टी	vacance	N;NOM;FEM;SG;3	N;FEM;PL
यंग	jeunes	यंग	jeune		ADJ;MASC;PL
यंग	jeune	यंग	jeune		ADJ;MASC;SG
अल्लाह	god	अल्लाह	god	PROPN;NOM;MASC;SG;3	INTJ
अल्लाह	dieu	अल्लाह	dieu	PROPN;NOM;MASC;SG;3	N;MASC;SG
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	PROPN
राइट	wright	राइट	wright		PROPN
सम्पत्ति	biens	सम्पत्ति	bien	N;NOM;FEM;SG;3	N;MASC;PL
नित्य	quotidien	नित्य	quotidien		ADJ;MASC;SG
नित्य	quotidiens	नित्य	quotidien		ADJ;MASC;PL
नित्य	journalier	नित्य	journalier		ADJ;MASC;SG
नित्य	quotidienne	नित्य	quotidien		ADJ;FEM;SG
दक्ष	agile	दक्ष	agile		ADJ;MASC;SG
दक्ष	agiles	दक्ष	agile		ADJ;MASC;PL
प्रस्थान	départs	प्रस्थान	départ	N;NOM;MASC;SG;3	N;MASC;PL
आंख	oculaire	आंख	oculaire		ADJ;MASC;SG
आंख	yeux	आंख	oeil		N;MASC;PL
आंख	oeil	आंख	oeil		N;MASC;SG
आंख	œil	आंख	œil		N;MASC;SG
पालतू	animaux	पालतू	animal	N;NOM;MASC;SG;3	N;MASC;PL
संचित	accumulées	संचित	accumuler	ADP	V;FEM;PL;PST;V.PTCP
संचित	accumulés	संचित	accumuler	ADP	V;MASC;PL;PST;V.PTCP
संचित	accumulé	संचित	accumuler	ADP	V;MASC;SG;PST;V.PTCP
संचित	accumulée	संचित	accumuler	ADP	V;FEM;SG;PST;V.PTCP
संचित	cumulé	संचित	cumuler	ADP	V;MASC;SG;PST;V.PTCP
संचित	consolidées	संचित	consolider	ADP	V;FEM;PL;PST;V.PTCP
संचित	consolidé	संचित	consolider	ADP	V;MASC;SG;PST;V.PTCP
संचित	consolidée	संचित	consolider	ADP	V;FEM;SG;PST;V.PTCP
संचित	consolidés	संचित	consolidé	ADP	V;MASC;PL;PST;V.PTCP
लाला	lala	लाला	laler	PROPN;NOM;MASC;SG;3	
उधार	empruntée	उधार	emprunter		V;FEM;SG;PST;V.PTCP
उधार	empruntées	उधार	emprunter		V;FEM;PL;PST;V.PTCP
उधार	emprunté	उधार	emprunter		V;MASC;SG;PST;V.PTCP
उधार	emprunt	उधार	emprunt		N;MASC;SG
उधार	emprunter	उधार	emprunter		V;NFIN
उधार	emprunts	उधार	emprunt		N;MASC;PL
अनुभवी	expérimentées	अनुभवी	expérimenter	PROPN;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
अनुभवी	expérimentée	अनुभवी	expérimenté	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
अनुभवी	expérimenté	अनुभवी	expérimenté	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अनुभवी	expérimentés	अनुभवी	expérimenté	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
टोनी	tony	टोनी	tony	PROPN;NOM;MASC;SG;3	PROPN
सजीव	vivante	सजीव	vivant		ADJ;FEM;SG
सजीव	vivants	सजीव	vivant		ADJ;MASC;PL
सजीव	vivant	सजीव	vivre		V;PRS;V.PTCP
सजीव	vivre	सजीव	vivre		V;NFIN
सजीव	live	सजीव	live		PROPN
सजीव	vivant	सजीव	vivre		V;PRS;V.PTCP
सजीव	vivre	सजीव	vivre		V;NFIN
सजीव	organisme	सजीव	organisme		N;MASC;SG
यूनिट	unités	यूनिट	unité	N;NOM;FEM;SG;3	N;FEM;PL
यूनिट	unit	यूनिट	unir	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
दीर्घा	gallery	दीर्घा	gallery	N;NOM;FEM;SG;3	PROPN
दीर्घा	galeries	दीर्घा	galerie	N;NOM;FEM;SG;3	N;FEM;PL
शॉट	abattus	शॉट	abattre	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
शॉट	abattu	शॉट	abattre	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
शॉट	coups	शॉट	coup	N;NOM;MASC;SG;3	N;MASC;PL
मिस्टर	mister	मिस्टर	mister	PROPN;NOM;MASC;SG;3	N;MASC;SG
मिस्टर	monsieur	मिस्टर	Monsieur	PROPN;NOM;MASC;SG;3	N;MASC;SG
लता	lata	लता	lata	PROPN;NOM;FEM;SG;3	PROPN
थाई	thaï	थाई	thaï		N;MASC;SG
थाई	thaïlandaise	थाई	thaïlandais		ADJ;FEM;SG
थाई	thaïlandais	थाई	thaïlandais		ADJ;MASC;SG
चिकित्सकों	thérapie	चिकित्सक	thérapie	N;ACC;MASC;PL;3	N;FEM;SG
चिकित्सकों	thérapeutiques	चिकित्सक	thérapeutique	N;ACC;MASC;PL;3	ADJ;MASC;PL
वॉशिंगटन	washington	वॉशिंगटन	washington	PROPN;NOM;MASC;SG;3	N;MASC;SG
परिधि	circonférence	परिधि	circonférence		N;FEM;SG
प्रसव	accouchements	प्रसव	accouchement	N;NOM;MASC;SG;3	N;MASC;PL
मानस	manas	मानस	manas		N;MASC;SG
उपेक्षा	négligent	उपेक्षा	négligent	N;NOM;FEM;SG;3	V;IMP;PL;3;PRS;FIN
उपेक्षा	négliger	उपेक्षा	négliger	N;NOM;FEM;SG;3	V;NFIN
कराते	karaté	करा	karaté	V;IPFV;MASC;PL;V.PTCP;ACT	N;MASC;SG
उत्तेजित	hyper	उत्तेजित	hyper	ADJ	ADV
उत्तेजित	excité	उत्तेजित	exciter	ADJ	V;MASC;SG;PST;V.PTCP
उत्तेजित	excitée	उत्तेजित	exciter	ADJ	V;FEM;SG;PST;V.PTCP
उत्तेजित	excités	उत्तेजित	exciter	ADJ	V;MASC;PL;PST;V.PTCP
उत्तेजित	hâte	उत्तेजित	hâte	ADJ	N;FEM;SG
उत्तेजित	pompée	उत्तेजित	pompée	ADJ	PROPN
उत्तेजित	pompé	उत्तेजित	pompé	ADJ	V;MASC;SG;PST;V.PTCP
अनावश्यक	indésirable	अनावश्यक	indésirable	ADP	ADJ;MASC;SG
अनावश्यक	indésirables	अनावश्यक	indésirable	ADP	ADJ;MASC;PL
अनावश्यक	inutile	अनावश्यक	inutile	ADP	ADJ;MASC;SG
अनावश्यक	superflu	अनावश्यक	superflu	ADP	ADJ;MASC;SG
अनावश्यक	inutiles	अनावश्यक	inutile	ADP	ADJ;MASC;PL
अनावश्यक	redondant	अनावश्यक	redonder	ADP	ADJ;MASC;SG
अनावश्यक	superflu	अनावश्यक	superflu	ADP	ADJ;MASC;SG
क्षतिग्रस्त	endommagé	क्षतिग्रस्त	endommager	ADJ	V;MASC;SG;PST;V.PTCP
क्षतिग्रस्त	endommagées	क्षतिग्रस्त	endommager	ADJ	V;FEM;PL;PST;V.PTCP
क्षतिग्रस्त	endommagés	क्षतिग्रस्त	endommager	ADJ	V;MASC;PL;PST;V.PTCP
क्षतिग्रस्त	abîmés	क्षतिग्रस्त	abîmer	ADJ	V;MASC;PL;PST;V.PTCP
क्षतिग्रस्त	abîmé	क्षतिग्रस्त	abîmer	ADJ	V;MASC;SG;PST;V.PTCP
क्षतिग्रस्त	endommagée	क्षतिग्रस्त	endommager	ADJ	V;FEM;SG;PST;V.PTCP
वाई	vai	वाई	vai		
कश्यप	kashyap	कश्यप	kashyap	PROPN;NOM;MASC;SG;3	PROPN
सेवक	préposé	सेवक	préposer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
फिल्मी	film	फिल्मी	film	ADJ;NOM	N;MASC;SG
शर्करा	glucides	शर्करा	glucide	N;NOM;MASC;SG;3	N;MASC;PL
पंच	punch	पंच	punch		N;MASC;SG
पंच	poinçon	पंच	poinçon		N;MASC;SG
बोला	bola	बोल	bola	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;SG
बोला	parlés	बोल	parler	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
अनौपचारिक	officieux	अनौपचारिक	officieux	N;NOM;MASC;SG;3	ADJ;MASC;SG
अनौपचारिक	informel	अनौपचारिक	informel	N;NOM;MASC;SG;3	ADJ;MASC;SG
अनौपचारिक	informelles	अनौपचारिक	informel	N;NOM;MASC;SG;3	ADJ;FEM;PL
अनौपचारिक	informels	अनौपचारिक	informel	N;NOM;MASC;SG;3	ADJ;MASC;PL
अनौपचारिक	informelle	अनौपचारिक	informel	N;NOM;MASC;SG;3	ADJ;FEM;SG
साम्यवादी	communisme	साम्यवादी	communisme	PROPN;NOM;SG;3	N;MASC;SG
अरुणाचल	arunachal	अरुणाचल	arunachal	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
प्रासंगिक	pertinence	प्रासंगिक	pertinence	ADJ	N;FEM;SG
कूद	sauter	कूद	sauter	N;NOM;FEM;SG;3	V;NFIN
कूद	saute	कूद	sauter	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
कूद	sauté	कूद	sauter	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
कूद	sauter	कूद	sauter	N;NOM;FEM;SG;3	V;NFIN
कूद	sauts	कूद	saut	N;NOM;FEM;SG;3	N;MASC;PL
कूद	sautant	कूद	sauter	N;NOM;FEM;SG;3	V;PRS;V.PTCP
प्रत्यय	suffixes	प्रत्यय	suffixe	N;NOM;MASC;SG;3	N;MASC;PL
रावत	rawat	रावत	rawat	PROPN;NOM;MASC;SG;3	PROPN
ऊन	polaire	ऊन	polaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
नासा	nasa	नासा	nasa	PROPN;NOM;FEM;SG;3	N;FEM;SG
ब्रह्मांड	universe	ब्रह्मांड	univers	N;NOM;MASC;SG;3	PROPN
रियो	rio	रियो	rio	PROPN;NOM;MASC;SG;3	PROPN
रियो	río	रियो	río	PROPN;NOM;MASC;SG;3	N;MASC;SG
पंचम	cinquième	पंचम	cinquième	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
विकृत	dégénéré	विकृत	dégénérer	ADJ	V;MASC;SG;PST;V.PTCP
विकृत	dégénérés	विकृत	dégénérer	ADJ	V;MASC;PL;PST;V.PTCP
विकृत	fausser	विकृत	fausser	ADJ	V;NFIN
विकृत	déformer	विकृत	déformer	ADJ	V;NFIN
सांख्यिकीय	statistique	सांख्यिकीय	statistique	N;NOM;3	ADJ;MASC;SG
एयरपोर्ट	aéroports	एयरपोर्ट	aéroport	N;NOM;MASC;SG;3	N;MASC;PL
एयरपोर्ट	aéroports	एयरपोर्ट	aéroport	N;NOM;MASC;SG;3	N;MASC;PL
सुलभ	jetables	सुलभ	jetable		ADJ;MASC;PL
सुलभ	jetable	सुलभ	jetable		ADJ;MASC;SG
सुलभ	maniable	सुलभ	maniable		ADJ;MASC;SG
हू	hoo	हू	hoo	PROPN;NOM;MASC;SG;3	
रिक्त	nul	रिक्त	nul		PRO
रिक्त	null	रिक्त	null		
रिक्त	nuls	रिक्त	nul		ADJ;MASC;PL
रिक्त	nulle	रिक्त	nul		ADJ;FEM;SG
रिक्त	nulles	रिक्त	nul		ADJ;FEM;PL
रिक्त	vides	रिक्त	vide		ADJ;MASC;PL
रिक्त	vider	रिक्त	vider		V;NFIN
रिक्त	vide	रिक्त	vide		ADJ;MASC;SG
रिक्त	vide	रिक्त	vide		ADJ;MASC;SG
रिक्त	vierge	रिक्त	vierge		ADJ;MASC;SG
रिक्त	blanc	रिक्त	blanc		N;MASC;SG
बडी	pote	बडी	pote	ADJ;NOM;FEM;SG	N;MASC;SG
बडी	copain	बडी	copain	ADJ;NOM;FEM;SG	N;MASC;SG
बडी	buddy	बडी	buddy	ADJ;NOM;FEM;SG	PROPN
गामा	kilogrammes	गामा	kilogramme	PROPN;NOM;MASC;SG;3	N;MASC;PL
गामा	kilogramme	गामा	kilogramme	PROPN;NOM;MASC;SG;3	N;MASC;SG
गामा	grammes	गामा	gramme	PROPN;NOM;MASC;SG;3	N;MASC;PL
गामा	gamma	गामा	gamma	PROPN;NOM;MASC;SG;3	N;MASC;SG
नियंत्रक	contrôles	नियंत्रक	contrôle	N;NOM;MASC;SG;3	N;MASC;PL
नियंत्रक	commandes	नियंत्रक	commande	N;NOM;MASC;SG;3	N;FEM;PL
अनु	anu	अनु	anu		PROPN
मोर	mor	मोर	mor		
मोर	paon	मोर	paon		N;MASC;SG
बाइबिल	biblique	बाइबिल	biblique	N;NOM;MASC;SG;3	ADJ;MASC;SG
ढाल	pente	ढाल	pente		N;FEM;SG
ढाल	gradient	ढाल	gradient		N;MASC;SG
ढाल	dégradé	ढाल	dégrader		V;MASC;SG;PST;V.PTCP
ढाल	dégradés	ढाल	dégradé		V;MASC;PL;PST;V.PTCP
ढाल	pente	ढाल	pente		N;FEM;SG
ढाल	rampe	ढाल	rampe		N;FEM;SG
ढाल	bretelle	ढाल	bretelle		N;FEM;SG
अभिन्न	intégral	अभिन्न	intégral	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अभिन्न	intégrale	अभिन्न	intégral	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
अभिन्न	intégrales	अभिन्न	intégral	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
अभिन्न	indissociable	अभिन्न	indissociable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अभिन्न	inséparables	अभिन्न	inséparable	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
अभिन्न	inséparable	अभिन्न	inséparable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
फेफड़े	poumons	फेफड	poumon	N;NOM;MASC;SG;3	N;MASC;PL
अभिषेक	abhishek	अभिषेक	abhishek	N;NOM;MASC;SG;3	PROPN
दोस्तों	gars	दोस्त	gars	N;ACC;MASC;PL;3	N;MASC;SG
रोज	rose	रोज	rose	N;NOM;MASC;SG;3	ADJ;FEM;SG
रोज	rosé	रोज	rosé	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
रोज	quotidien	रोज	quotidien	N;NOM;MASC;SG;3	ADJ;MASC;SG
रोज	quotidienne	रोज	quotidien	N;NOM;MASC;SG;3	ADJ;FEM;SG
रोज	quotidien	रोज	quotidien	N;NOM;MASC;SG;3	ADJ;MASC;SG
रोज	quotidiens	रोज	quotidien	N;NOM;MASC;SG;3	ADJ;MASC;PL
रोज	journalier	रोज	journalier	N;NOM;MASC;SG;3	ADJ;MASC;SG
रोज	quotidienne	रोज	quotidien	N;NOM;MASC;SG;3	ADJ;FEM;SG
खोलने	vernissage	खोल	vernissage	V;NFIN;ACT	N;MASC;SG
खोलने	ouverture	खोल	ouverture	V;NFIN;ACT	N;FEM;SG
खुलासा	dévoiler	खुलासा	dévoiler	N;NOM;MASC;SG;3	V;NFIN
खुलासा	révéler	खुलासा	révéler	N;NOM;MASC;SG;3	V;NFIN
खुलासा	révèlent	खुलासा	révéler	N;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN
तोड़ने	rupture	तोड़	rupture	V;NFIN;ACT	N;FEM;SG
मान्यताओं	croyance	मान्यता	croyance	N;ACC;FEM;PL;3	N;FEM;SG
जरूर	doit	जरूर	devoir	ADV	V;IND;SG;3;PRS;FIN
जरूर	moût	जरूर	moût	ADV	N;MASC;SG
जरूर	doivent	जरूर	devoir	ADV	V;IND;PL;3;PRS;FIN
जरूर	devez	जरूर	devoir	ADV	V;IMP;PL;2;PRS;FIN
प्रशासक	administrateurs	प्रशासक	administrateur	N;NOM;MASC;SG;3	N;MASC;PL
नकल	imitation	नकल	imitation		N;FEM;SG
नकल	imitations	नकल	imitation		N;FEM;PL
नकल	double	नकल	double		ADJ;MASC;SG
नकल	dupliquer	नकल	dupliquer		V;NFIN
नकल	duplicata	नकल	duplicata		N;MASC;SG
नकल	duplication	नकल	duplication		N;FEM;SG
बलिदान	sacrifices	बलिदान	sacrifice	N;NOM;MASC;SG;3	N;MASC;PL
बलिदान	sacrifices	बलिदान	sacrifice	N;NOM;MASC;SG;3	N;MASC;PL
बलिदान	sacrifié	बलिदान	sacrifier	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
बलिदान	sacrifier	बलिदान	sacrifier	N;NOM;MASC;SG;3	V;NFIN
सर्प	serpents	सर्प	serpent	PROPN;NOM;MASC;SG;3	N;MASC;PL
सर्प	vipère	सर्प	vipère	PROPN;NOM;MASC;SG;3	N;FEM;SG
सर्प	snake	सर्प	snake	PROPN;NOM;MASC;SG;3	N;MASC;SG
सर्प	serpent	सर्प	serpent	PROPN;NOM;MASC;SG;3	N;MASC;SG
बैटमैन	batman	बैटमैन	batman	PROPN;NOM;MASC;SG;3	PROPN
गुड	bons	गुड	bon		ADJ;MASC;PL
गुड	bien	गुड	bien		ADV
गुड	bonne	गुड	bon		ADJ;FEM;SG
गुड	bon	गुड	bon		ADJ;MASC;SG
गुड	bonnes	गुड	bon		ADJ;FEM;PL
धनुष	arc	धनुष	arc	PROPN;NOM;MASC;SG;3	N;MASC;SG
धनुष	bow	धनुष	bow	PROPN;NOM;MASC;SG;3	PROPN
एप्पल	pommier	एप्पल	pommier	PROPN;NOM;MASC;SG;3	N;MASC;SG
एप्पल	pommes	एप्पल	pomme	PROPN;NOM;MASC;SG;3	N;FEM;PL
एप्पल	apple	एप्पल	apple	PROPN;NOM;MASC;SG;3	PROPN
एप्पल	pomme	एप्पल	pomme	PROPN;NOM;MASC;SG;3	N;FEM;SG
असंख्य	myriade	असंख्य	myriade		N;FEM;SG
मधु	chéri	मधु	chéri	PROPN;NOM;MASC;SG;3	N;MASC;SG
मधु	cherie	मधु	cherie	PROPN;NOM;MASC;SG;3	N;FEM;SG
मधु	chérie	मधु	chéri	PROPN;NOM;MASC;SG;3	N;FEM;SG
मधु	miel	मधु	miel	PROPN;NOM;MASC;SG;3	N;MASC;SG
मधु	madhu	मधु	madhu	PROPN;NOM;MASC;SG;3	PROPN
परिदृश्य	palestine	परिदृश्य	palestin	N;NOM;MASC;SG;3	ADJ;FEM;SG
परिदृश्य	palestinienne	परिदृश्य	palestinien	N;NOM;MASC;SG;3	ADJ;FEM;SG
परिदृश्य	palestinien	परिदृश्य	palestinien	N;NOM;MASC;SG;3	ADJ;MASC;SG
परिदृश्य	panoramique	परिदृश्य	panoramique	N;NOM;MASC;SG;3	ADJ;MASC;SG
परिदृश्य	paysages	परिदृश्य	paysage	N;NOM;MASC;SG;3	N;MASC;PL
पालि	lobe	पालि	lobe		N;MASC;SG
हार्वर्ड	harvard	हार्वर्ड	harvard	PROPN;NOM;MASC;SG;3	PROPN
गुवाहाटी	guwahati	गुवाहाटी	guwahati	PROPN;NOM;MASC;SG;3	PROPN
मार्क्स	marx	मार्क्स	marx	N;NOM;MASC;SG;3	PROPN
वॉन	von	वॉन	von	PROPN;NOM;MASC;SG;3	PROPN
कट	cut	कट	cevoir	V;SG;FIN;ACT	PROPN
कट	coupez	कट	coupez	V;SG;FIN;ACT	V;IMP;PL;2;PRS;FIN
कट	coupe	कट	coupe	V;SG;FIN;ACT	N;FEM;SG
भयानक	affreux	भयानक	affreux	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भयानक	terrible	भयानक	terrible	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भयानक	épouvantable	भयानक	épouvantable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भयानक	horrible	भयानक	horrible	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भयानक	affreux	भयानक	affreux	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भयानक	horrible	भयानक	horrible	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
पुरस्कृत	récompensée	पुरस्कृत	récompenser	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
पुरस्कृत	récompensés	पुरस्कृत	récompenser	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
पुरस्कृत	récompensé	पुरस्कृत	récompenser	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
केविन	kévin	केविन	kévin	PROPN;NOM;MASC;SG;3	PROPN
केविन	kevin	केविन	kevin	PROPN;NOM;MASC;SG;3	PROPN
शिक्षित	éduquée	शिक्षित	éduquer	ADJ	V;FEM;SG;PST;V.PTCP
