the	os	the	o	DET;DEF	PRO;ACC;MASC;PL;3
fundamental	fundamentais	fundamental	fundamental	ADJ	N;MASC;PL
thin	finos	thin	fino	ADJ	N;MASC;PL
thin	magra	thin	magro	ADJ	N;FEM;SG
chan	chan	chan	chan	PROPN;SG	N;MASC;SG
mario	mário	mario	mário	PROPN;SG	N;MASC;SG
mario	mario	mario	mario	PROPN;SG	N;MASC;SG
dame	dama	dame	dama	PROPN;SG	N;FEM;SG
dame	dame	dame	dame	PROPN;SG	N;MASC;SG
ivan	ivan	ivan	ivan	PROPN;SG	N;MASC;SG
writings	escritos	writings	escrever	N;PL	V;MASC;PL;V.PTCP
bosnia	bósnia	bosnia	bósnia	PROPN;SG	N;FEM;SG
violent	violentos	violent	violento	ADJ	N;MASC;PL
margin	margens	margin	margem	N;SG	N;FEM;PL
auckland	auckland	auckland	auckland	PROPN;SG	N;MASC;SG
postal	postal	postal	postal	ADJ	N;MASC;SG
collective	coletiva	collective	coletivo	ADJ	N;FEM;SG
collective	colectivo	collective	colectivo	ADJ	N;MASC;SG
collective	coletivo	collective	coletivo	ADJ	N;MASC;SG
confederate	confederado	confederate	confederar	PROPN;SG	V;MASC;SG;V.PTCP
confederate	confederados	confederate	confederar	PROPN;SG	N;MASC;PL
devil	diabo	devil	diabo	PROPN;SG	N;MASC;SG
devil	devil	devil	devil	PROPN;SG	N;MASC;SG
devil	demônio	devil	demônio	PROPN;SG	N;MASC;SG
sultan	sultão	sultan	sultão	PROPN;SG	N;MASC;SG
sultan	sultan	sultan	sultan	PROPN;SG	N;MASC;SG
amazon	amazónia	amazon	amazónia	PROPN;SG	N;FEM;SG
amazon	amazon	amazon	amazon	PROPN;SG	N;MASC;SG
amazon	amazonas	amazon	amazona	PROPN;SG	N;MASC;SG
amazon	amazona	amazon	amazona	PROPN;SG	N;FEM;SG
amazon	amazônia	amazon	amazônia	PROPN;SG	N;FEM;SG
florence	florença	florence	florença	PROPN;SG	N;MASC;SG
marc	marc	marc	marc	PROPN;SG	N;MASC;SG
arnold	arnold	arnold	arnold	PROPN;SG	N;MASC;SG
shah	shah	shah	shah	PROPN;SG	N;MASC;SG
shah	xá	shah	xá	PROPN;SG	N;MASC;SG
contents	conteúdo	contents	conteúdo	N;PL	N;MASC;SG
genetic	genética	genetic	genético	ADJ	N;FEM;SG
genetic	genético	genetic	genético	ADJ	N;MASC;SG
genetic	genéticos	genetic	genético	ADJ	N;MASC;PL
somerset	somerset	somerset	somerset	PROPN;SG	N;MASC;SG
intellectual	intelectuais	intellectual	intelectual	ADJ	N;MASC;PL
latino	latinos	latino	latino	ADJ	N;MASC;PL
latino	latino	latino	latino	ADJ	N;MASC;SG
failing	falhando	fail	falhar	N;SG	V;V.MSDR
mason	pedreiro	mason	pedreiro	PROPN;SG	N;MASC;SG
mason	mason	mason	mason	PROPN;SG	N;MASC;SG
pete	pete	pete	pete	PROPN;SG	PROPN;MASC;SG
advisory	assessoria	advisory	assessoria	ADJ	N;FEM;SG
advisory	consultivo	advisory	consultivo	ADJ	N;MASC;SG
interface	interfaces	interface	interface	N;SG	N;FEM;PL
hitler	hitler	hitler	hitler	PROPN;SG	N;MASC;SG
lifetime	vitalício	lifetime	vitalício	N;SG	ADJ;MASC;SG
sheffield	sheffield	sheffield	sheffield	PROPN;SG	N;MASC;SG
hindi	hindu	hindi	hindu	PROPN;SG	N;MASC;SG
hindi	hindi	hindi	hindi	PROPN;SG	N;MASC;SG
anglican	anglicana	anglican	anglicano	ADJ	N;FEM;SG
embassy	embaixadas	embassy	embaixada	N;SG	N;FEM;PL
sox	sox	sox	sox	PROPN;PL	N;MASC;PL
sleep	dormir	sleep	dormir	N;SG	V;NFIN
sleep	dorme	sleep	dorme	N;SG	V;IND;SG;3;PRS;FIN
sleep	durma	sleep	dormir	N;SG	V;SBJV;SG;3;PRS;FIN
bengal	bengala	bengal	bengalar	PROPN;SG	N;FEM;SG
confusion	confusões	confusion	confusão	N;SG	N;FEM;PL
oscar	oscar	oscar	oscar	PROPN;SG	N;MASC;SG
oscar	óscar	oscar	óscar	PROPN;SG	N;MASC;SG
defend	defenda	defend	defender	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
defend	defendam	defend	defender	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
defend	defende	defend	defender	V;IMP;FIN	V;IND;SG;3;PRS;FIN
devoted	devoto	devote	devoto	V;PST;V.PTCP	N;MASC;SG
graphic	gráfica	graphic	gráfico	ADJ	N;FEM;SG
graphic	gráfico	graphic	gráfico	ADJ	N;MASC;SG
graphic	gráficos	graphic	gráfico	ADJ	N;MASC;PL
milwaukee	milwaukee	milwaukee	milwaukee	PROPN;SG	N;MASC;SG
anonymous	anónimo	anonymous	anónimo	ADJ	N;MASC;SG
reverse	inverter	reverse	inverter	N;SG	V;NFIN
reverse	reverter	reverse	reverter	N;SG	V;NFIN
soap	sabonetes	soap	sabonete	N;SG	N;MASC;PL
territorial	territoriais	territorial	territorial	ADJ	N;MASC;PL
lisa	lisa	lisa	lisa	PROPN;SG	N;FEM;SG
paulo	paulo	paulo	paulo	PROPN;SG	N;MASC;SG
northwestern	northwestern	northwestern	northwestern	PROPN;SG	N;MASC;SG
northwestern	noroeste	northwestern	noroeste	PROPN;SG	N;MASC;SG
nasa	nasa	nasa	nasa	PROPN;SG	N;FEM;SG
byzantine	bizantina	byzantine	bizantina	ADJ	N;FEM;SG
byzantine	bizantinos	byzantine	bizantino	ADJ	N;MASC;PL
byzantine	bizantino	byzantine	bizantino	ADJ	N;MASC;SG
idaho	idaho	idaho	idaho	PROPN;SG	N;MASC;SG
geographic	geográficos	geographic	geográfico	ADJ	N;MASC;PL
congo	congo	congo	congo	PROPN;SG	N;MASC;SG
restricted	restrita	restrict	restritar	V;PST;V.PTCP	ADJ;FEM;SG
naming	nomear	naming	nomear	N;SG	V;NFIN
sullivan	sullivan	sullivan	sullivan	PROPN;SG	N;MASC;SG
leaf	folhas	leaf	folha	N;SG	N;FEM;PL
shoot	atire	shoot	atire	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
substitute	substituir	substitute	substituir	N;SG	V;NFIN
spoke	falava	speak	falar	V;IND;PST;FIN	V;IND;SG;3;IPFV;FIN
rocky	rochoso	rocky	rochoso	PROPN;SG	N;MASC;SG
rocky	rocky	rocky	rocky	PROPN;SG	N;MASC;SG
kerala	kerala	kerala	kerala	PROPN;SG	N;MASC;SG
quantum	quantum	quantum	quantum	PROPN;SG	N;MASC;SG
quantum	quântico	quantum	quântico	PROPN;SG	N;MASC;SG
quantum	quântica	quantum	quântico	PROPN;SG	N;FEM;SG
certified	certificados	certified	certificar	V;PST;V.PTCP	N;MASC;PL
cotton	algodão	cotton	algodão	PROPN;SG	N;MASC;SG
forty	forty	forty	forty	NUM	N;MASC;SG
upload	upload	upload	upload	V;IMP;FIN	N;MASC;SG
upload	carregamento	upload	carregamento	V;IMP;FIN	N;MASC;SG
unsuccessful	insucesso	unsuccessful	insucesso	ADJ	N;MASC;SG
unsuccessful	vencida	unsuccessful	vencer	ADJ	V;FEM;SG;V.PTCP
bone	ossos	bone	osso	N;SG	N;MASC;PL
essex	essex	essex	essex	PROPN;SG	N;MASC;SG
ideal	ideais	ideal	ideal	ADJ	N;MASC;PL
raw	raw	raw	raw	PROPN;SG	N;MASC;SG
raw	crua	raw	crua	PROPN;SG	N;FEM;SG
raw	cru	raw	cru	PROPN;SG	N;MASC;SG
sharing	partilhar	share	partilhar	N;SG	V;NFIN
sharing	compartilhando	share	compartilhar	N;SG	V;V.MSDR
sharing	compartilhar	share	compartilhar	N;SG	V;NFIN
leonard	léonard	leonard	léonard	PROPN;SG	N;MASC;SG
leonard	leonardo	leonard	leonardo	PROPN;SG	N;MASC;SG
leonard	leonard	leonard	leonard	PROPN;SG	N;MASC;SG
watson	watson	watson	watson	PROPN;SG	N;MASC;SG
posting	publicar	posting	publicar	N;SG	V;NFIN
posting	postando	posting	postar	N;SG	V;V.MSDR
posting	postar	posting	postar	N;SG	V;NFIN
posting	publicando	posting	publicar	N;SG	V;V.MSDR
harvey	harvey	harvey	harvey	PROPN;SG	N;MASC;SG
hello	olá	hello	olá	INTJ	ADV
hello	alô	hello	alô	INTJ	N;MASC;SG
hello	hello	hello	hello	INTJ	N;FEM;SG
rabbi	rabi	rabbi	rabi	PROPN;SG	N;MASC;SG
rabbi	rabino	rabbi	rabino	PROPN;SG	N;MASC;SG
hardware	ferragens	hardware	ferragem	N;SG	N;FEM;PL
respond	responde	respond	responder	V;IMP;FIN	V;IND;SG;3;PRS;FIN
respond	responda	respond	responder	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
respond	respondam	respond	responder	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
aaron	aaron	aaron	aaron	PROPN;SG	N;MASC;SG
aaron	aarão	aaron	aarão	PROPN;SG	INTJ
qualification	qualificações	qualification	qualificação	N;SG	N;FEM;PL
organic	orgânicas	organic	orgânico	PROPN;SG	N;FEM;PL
organic	orgânica	organic	orgânico	PROPN;SG	N;FEM;SG
organic	orgânico	organic	orgânico	PROPN;SG	N;MASC;SG
organic	orgânicos	organic	orgânico	PROPN;SG	N;MASC;PL
palestine	palestina	palestine	palestina	PROPN;SG	N;FEM;SG
maurice	maurice	maurice	maurice	PROPN;SG	N;MASC;SG
maurice	maurício	maurice	maurício	PROPN;SG	N;MASC;SG
autonomous	autônomo	autonomous	autônomo	ADJ	N;MASC;SG
autonomous	autónoma	autonomous	autónomo	ADJ	N;FEM;SG
wallace	wallace	wallace	wallace	PROPN;SG	N;MASC;SG
throw	atira	throw	atirar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
monday	segunda	monday	segundo	PROPN;SG	ADJ;FEM;SG
increases	aumenta	increase	aumentar	N;PL	V;IND;SG;3;PRS;FIN
guidance	orientações	guidance	orientação	N;SG	N;FEM;PL
joan	joana	joan	joana	PROPN;SG	N;FEM;SG
joan	joan	joan	joan	PROPN;SG	N;FEM;SG
fifty	fifty	fifty	fifty	NUM	N;MASC;SG
slave	escravos	slave	escravo	N;SG	N;MASC;PL
feedback	opiniões	feedback	opinião	N;SG	N;FEM;PL
feedback	comentários	feedback	comentário	N;SG	N;MASC;PL
columbus	columbus	columbus	columbua	PROPN;SG	N;MASC;SG
columbus	colombo	columbus	colombo	PROPN;SG	N;MASC;SG
favour	favorecer	favour	favorecer	N;SG	V;NFIN
printing	imprimir	printing	imprimir	N;SG	V;NFIN
variable	variáveis	variable	variável	ADJ	N;MASC;PL
todd	todd	todd	todd	PROPN;SG	N;MASC;SG
traveled	viajava	travel	viajar	V;IND;PST;FIN	V;IND;SG;3;IPFV;FIN
canton	cantão	canton	cantão	PROPN;SG	N;MASC;SG
canton	canton	canton	canton	PROPN;SG	N;MASC;SG
han	han	han	han	PROPN;SG	N;MASC;SG
reed	palheta	reed	palheta	PROPN;SG	N;FEM;SG
reed	reed	reed	reed	PROPN;SG	N;MASC;SG
reed	cana	reed	cana	PROPN;SG	N;FEM;SG
celtic	celta	celtic	celta	ADJ	N;MASC;SG
celtic	celtic	celtic	celtic	ADJ	N;MASC;SG
celtic	celtas	celtic	celto	ADJ	N;MASC;PL
characteristic	característica	characteristic	característica	ADJ	N;FEM;SG
searching	procurando	searching	procurar	N;SG	V;V.MSDR
searching	pesquisando	searching	pesquisar	N;SG	V;V.MSDR
inappropriate	inapropriado	inappropriate	inapropriar	ADJ	V;MASC;SG;V.PTCP
inappropriate	inapropriada	inappropriate	inapropriado	ADJ	V;FEM;SG;V.PTCP
switch	alternar	switch	alternar	N;SG	V;NFIN
switch	troque	switch	trocar	N;SG	V;SBJV;SG;3;PRS;FIN
switch	trocar	switch	trocar	N;SG	V;NFIN
otto	otto	otto	otto	PROPN;SG	N;MASC;SG
debt	dívidas	debt	dívida	N;SG	N;FEM;PL
expensive	cara	expensive	cara	ADJ	N;FEM;SG
gospel	evangelho	gospel	evangelho	PROPN;SG	N;MASC;SG
gospel	gospel	gospel	gospel	PROPN;SG	N;MASC;SG
newton	newton	newton	newton	PROPN;SG	N;MASC;SG
shanghai	shanghai	shanghai	shanghai	PROPN;SG	N;MASC;SG
shanghai	xangai	shanghai	xangai	PROPN;SG	N;MASC;SG
venice	veneza	venice	veneza	PROPN;SG	N;FEM;SG
#aaa	#aaa	#aaa	None	PROPN;SG	N;FEM;SG
cats	cats	cat	cats	N;PL	N;MASC;SG
connecting	conexão	connect	conexão	V;V.MSDR	N;FEM;SG
flood	inundações	flood	inundação	N;SG	N;FEM;PL
custom	personalizadas	custom	personalizar	N;SG	V;FEM;PL;V.PTCP
custom	personalizada	custom	personalizar	N;SG	V;FEM;SG;V.PTCP
custom	personalizado	custom	personalizar	N;SG	V;MASC;SG;V.PTCP
custom	personalizados	custom	personalizar	N;SG	V;MASC;PL;V.PTCP
merging	fundir	merge	fundir	N;SG	V;NFIN
sony	sony	sony	sony	PROPN;SG	N;MASC;SG
phillips	philips	phillips	philip	PROPN;SG	N;MASC;SG
phillips	phillips	phillips	phillips	PROPN;SG	N;MASC;SG
artificial	artificiais	artificial	artificial	ADJ	N;MASC;PL
prague	praga	prague	praga	PROPN;SG	N;FEM;SG
abu	abu	abu	abu	PROPN;SG	PROPN;MASC;SG
laura	laura	laura	laura	PROPN;SG	N;FEM;SG
attacking	atacar	attack	atacar	N;SG	V;NFIN
attacking	atacando	attack	atacar	N;SG	V;V.MSDR
johann	johann	johann	johann	PROPN;SG	N;MASC;SG
dreams	sonha	dream	sonhar	N;PL	V;IND;SG;3;PRS;FIN
dreams	dreams	dream	dreams	N;PL	N;MASC;SG
hughes	hughes	hugh	hughe	N;PL	N;MASC;SG
pearl	pearl	pearl	pearl	PROPN;SG	N;MASC;SG
pearl	pérola	pearl	pérola	PROPN;SG	N;FEM;SG
dependent	dependentes	dependent	dependente	ADJ	N;MASC;PL
oakland	oakland	oakland	oakland	PROPN;SG	N;MASC;SG
blocking	bloqueando	block	bloquear	N;SG	V;V.MSDR
blocking	bloquear	block	bloquear	N;SG	V;NFIN
mtv	mtv	mtv	mtv	PROPN;SG	N;MASC;SG
cattle	gado	cattle	gado	N;PL	N;MASC;SG
gabriel	gabriel	gabriel	gabriel	PROPN;SG	N;MASC;SG
fifteen	fifteen	fifteen	fifteen	NUM	N;MASC;SG
palm	palm	palm	palm	PROPN;SG	N;MASC;SG
palm	palma	palm	palma	PROPN;SG	N;FEM;SG
palm	palmeira	palm	palmeira	PROPN;SG	N;FEM;SG
demonstrate	demonstre	demonstrate	demonstre	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
vary	variam	vary	variar	V;IMP;FIN	V;IND;PL;3;PRS;FIN
liquid	líquidos	liquid	líquido	N;SG	N;MASC;PL
liquid	líquido	liquid	líquido	N;SG	ADJ;MASC;SG
liquid	líquida	liquid	líquido	N;SG	ADJ;FEM;SG
princeton	princeton	princeton	princeton	PROPN;SG	N;MASC;SG
respective	respectivo	respective	respectivo	ADV	ADJ;MASC;SG
respective	respectivas	respective	respectivo	ADV	ADJ;FEM;PL
respective	respectivos	respective	respectivo	ADV	ADJ;MASC;PL
friedrich	frederico	friedrich	frederico	PROPN;SG	N;MASC;SG
friedrich	friedrich	friedrich	friedrich	PROPN;SG	N;MASC;SG
jet	jato	jet	jato	PROPN;SG	N;MASC;SG
jet	jacto	jet	jacto	PROPN;SG	N;MASC;SG
jet	jet	jet	jet	PROPN;SG	N;MASC;SG
burning	queimando	burn	queimar	N;SG	V;V.MSDR
burning	queimar	burn	queimar	N;SG	V;NFIN
syrian	sírio	syrian	sírio	ADJ	N;MASC;SG
syrian	síria	syrian	sírio	ADJ	N;FEM;SG
syrian	sírios	syrian	sírio	ADJ	N;MASC;PL
java	java	java	java	PROPN;SG	N;MASC;SG
monitor	monitor	monitor	monitor	V;IMP;FIN	N;MASC;SG
monitor	monitora	monitor	monitora	V;IMP;FIN	V;IND;SG;3;PRS;FIN
graduating	graduando	graduate	graduar	N;SG	V;MASC;V.PTCP
repair	reparar	repair	reparar	N;SG	V;NFIN
repair	reparações	repair	reparação	N;SG	N;FEM;PL
bin	bin	bin	bin	PROPN;SG	N;MASC;SG
stick	pau	stick	pau	V;IMP;FIN	N;MASC;SG
stick	stick	stick	stick	V;IMP;FIN	N;MASC;SG
organised	organizada	organised	organizar	ADJ	V;FEM;SG;V.PTCP
organised	organizados	organised	organizar	ADJ	V;MASC;PL;V.PTCP
organised	organizado	organised	organizar	ADJ	V;MASC;SG;V.PTCP
organised	organizou	organised	organizar	ADJ	V;IND;SG;3;PST;FIN
parameter	parâmetros	parameter	parâmetro	N;SG	N;MASC;PL
define	defina	define	definar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
define	define	define	definir	V;IMP;FIN	V;IND;SG;3;PRS;FIN
spencer	spencer	spencer	spencer	PROPN;SG	N;MASC;SG
clarke	clarke	clarke	clarke	PROPN;SG	N;MASC;SG
rough	bruto	rough	bruto	ADJ	N;MASC;SG
pine	pinheiro	pine	pinheiro	PROPN;SG	N;MASC;SG
pine	pine	pine	pine	PROPN;SG	N;MASC;SG
pine	pinho	pine	pinho	PROPN;SG	N;MASC;SG
democrat	democratas	democrat	democrata	PROPN;SG	N;MASC;PL
democrat	democrata	democrat	democrata	PROPN;SG	N;MASC;SG
cutting	cortando	cutting	cortar	N;SG	V;V.MSDR
cutting	cortar	cutting	cortar	N;SG	V;NFIN
cutting	desmancha	cutting	desmancha	N;SG	V;IND;SG;3;PRS;FIN
attending	atendente	attend	atendente	V;V.MSDR	N;MASC;SG
queens	queens	queen	queen	N;PL	N;MASC;SG
abraham	abraham	abraham	abrahar	PROPN;SG	N;MASC;SG
abraham	abraão	abraham	abraão	PROPN;SG	N;MASC;SG
forever	forever	forever	forever	ADV	N;MASC;SG
est	est	est	est	PROPN;SG	N;MASC;SG
drink	beber	drink	beber	N;SG	V;NFIN
drink	beba	drink	bebar	N;SG	V;SBJV;SG;3;PRS;FIN
miguel	miguel	miguel	miguel	PROPN;SG	N;MASC;SG
aires	aires	aire	aire	PROPN;SG	N;MASC;SG
montgomery	montgomery	montgomery	montgomery	PROPN;SG	N;MASC;SG
gift	presente	gift	presente	N;SG	ADJ;MASC;SG
functional	funcionais	functional	funcional	ADJ	N;MASC;PL
diverse	diversificado	diverse	diversificar	ADJ	V;MASC;SG;V.PTCP
justin	justin	justin	justin	PROPN;SG	N;MASC;SG
smart	smart	smart	smart	ADJ	N;MASC;SG
beta	beta	beta	beta	PROPN;SG	N;MASC;SG
durham	durham	durham	durhom	PROPN;SG	N;MASC;PL
iraqi	iraque	iraqi	iraque	ADJ	N;MASC;SG
iraqi	iraquianos	iraqi	iraquiano	ADJ	N;MASC;PL
iraqi	iraquiano	iraqi	iraquiano	ADJ	N;MASC;SG
josh	josh	josh	josh	PROPN;SG	N;MASC;SG
placing	colocação	place	colocação	V;V.MSDR	N;FEM;SG
somebody	alguem	somebody	alguem	PRO;SG	N;MASC;SG
oval	ovais	oval	oval	N;SG	N;MASC;PL
filming	filmando	filming	filmar	N;SG	V;V.MSDR
filming	filmar	filming	filmar	N;SG	V;NFIN
filming	filmagens	filming	filmagem	N;SG	N;FEM;PL
indianapolis	indianápolis	indianapolis	indianápoli	PROPN;SG	N;MASC;SG
indianapolis	indianapolis	indianapolis	indianapolins	PROPN;SG	N;MASC;SG
funeral	funerais	funeral	funeral	N;SG	N;MASC;PL
southeastern	sudeste	southeastern	sudeste	PROPN;SG	N;MASC;SG
protestant	protestantes	protestant	protestante	ADJ	N;MASC;PL
protestant	protestante	protestant	protestante	ADJ	N;MASC;SG
cameron	cameron	cameron	cameron	PROPN;SG	N;MASC;SG
indonesian	indonésios	indonesian	indonésio	ADJ	N;MASC;PL
indonesian	indonésio	indonesian	indonésio	ADJ	N;MASC;SG
indonesian	indonésia	indonesian	indonésio	ADJ	N;MASC;SG
mixing	misturando	mixing	misturar	N;SG	V;V.MSDR
mixing	misturar	mixing	misturar	N;SG	V;NFIN
mumbai	bombaim	mumbai	bombaim	PROPN;SG	N;MASC;SG
mumbai	mumbai	mumbai	mumbar	PROPN;SG	N;MASC;SG
nashville	nashville	nashville	nashville	PROPN;SG	N;MASC;SG
danger	perigos	danger	perigo	N;SG	N;MASC;PL
surprise	surpreenda	surprise	surpreenda	N;SG	V;SBJV;SG;3;PRS;FIN
kate	kate	kate	kate	PROPN;SG	N;FEM;SG
molecular	moleculares	molecular	molecular	N;SG	N;MASC;PL
molecular	molecular	molecular	molecular	N;SG	ADJ;MASC;SG
isle	ilha	isle	ilha	PROPN;SG	N;FEM;SG
isle	isle	isle	islar	PROPN;SG	N;MASC;SG
cyprus	chipre	cyprus	chipre	PROPN;SG	N;MASC;SG
magnetic	magnéticas	magnetic	magnético	ADJ	N;FEM;PL
magnetic	magnética	magnetic	magnético	ADJ	N;FEM;SG
magnetic	magnético	magnetic	magnético	ADJ	N;MASC;SG
magnetic	magnéticos	magnetic	magnético	ADJ	N;MASC;PL
gates	gates	gate	gater	N;PL	N;MASC;SG
plastic	plásticos	plastic	plástico	ADJ	N;MASC;PL
plastic	plástico	plastic	plástico	ADJ	N;MASC;SG
electronics	eletrônica	electronics	eletrônico	N;PL	N;FEM;SG
electronics	electrónica	electronics	electrónica	N;PL	N;FEM;SG
restore	restauro	restore	restauro	V;IMP;FIN	N;MASC;SG
stockholm	estocolmo	stockholm	estocolmo	PROPN;SG	N;MASC;SG
inn	estalagem	inn	estalagem	PROPN;SG	N;FEM;SG
inn	pousada	inn	pousada	PROPN;SG	N;FEM;SG
inn	inn	inn	inn	PROPN;SG	N;MASC;SG
buses	ônibus	bus	ônibus	N;PL	N;MASC;SG
connect	conecte	connect	conecte	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
connect	conexão	connect	conexão	V;IMP;FIN	N;FEM;SG
wmflabs	wmflabs	wmflab	wmflab	N;PL	N;MASC;SG
guests	convidadas	guest	convidar	N;PL	V;FEM;PL;V.PTCP
radiation	radiações	radiation	radiação	N;SG	N;FEM;PL
lancashire	lancashire	lancashire	lancashire	PROPN;SG	N;MASC;SG
playoff	playoffs	playoff	playofã	N;SG	N;MASC;PL
cork	rolha	cork	rolha	PROPN;SG	N;FEM;SG
cork	cortiça	cork	cortiça	PROPN;SG	N;FEM;SG
cork	cork	cork	cork	PROPN;SG	N;MASC;SG
intermediate	intermediária	intermediate	intermediária	ADJ	N;FEM;SG
intermediate	intermédio	intermediate	intermédio	ADJ	N;MASC;SG
intermediate	intermediários	intermediate	intermediário	ADJ	N;MASC;PL
filipino	filipina	filipino	filipina	ADJ	N;FEM;SG
filipino	filipinos	filipino	filipino	ADJ	N;MASC;PL
filipino	filipino	filipino	filipino	ADJ	N;MASC;SG
oriented	orientados	oriented	orientar	ADJ	V;MASC;PL;V.PTCP
oriented	orientado	oriented	orientar	ADJ	V;MASC;SG;V.PTCP
oriented	orientada	oriented	orientar	ADJ	V;FEM;SG;V.PTCP
oriented	orientadas	oriented	orientar	ADJ	V;FEM;PL;V.PTCP
hamburg	hamburgo	hamburg	hamburgo	PROPN;SG	N;MASC;SG
dialogue	dialogar	dialogue	dialogar	N;SG	V;NFIN
dialogue	diálogos	dialogue	diálogo	N;SG	N;MASC;PL
illness	doenças	illness	doença	N;SG	N;FEM;PL
dress	vestir	dress	vestir	N;SG	V;NFIN
dress	vestido	dress	vestir	N;SG	V;MASC;SG;V.PTCP
dawn	dawn	dawn	dawn	PROPN;SG	N;MASC;SG
dawn	alvorada	dawn	alvorada	PROPN;SG	V;FEM;SG;V.PTCP
dawn	madrugada	dawn	madrugada	PROPN;SG	N;FEM;SG
dawn	amanhecer	dawn	amanhecer	PROPN;SG	N;MASC;SG
nancy	nancy	nancy	nancy	PROPN;SG	N;FEM;SG
perth	perth	perth	perth	PROPN;SG	N;MASC;SG
autumn	autumn	autumn	autumn	PROPN;SG	N;MASC;SG
autumn	outono	autumn	outono	PROPN;SG	N;MASC;SG
ratings	audiência	ratings	audiência	N;PL	N;FEM;SG
incorrect	incorrecta	incorrect	incorrecto	ADJ	N;FEM;SG
difficulty	dificuldades	difficulty	dificuldade	N;SG	N;FEM;PL
wealth	riquezas	wealth	riqueza	N;SG	N;FEM;PL
hart	hart	hart	hart	PROPN;SG	N;MASC;SG
specialist	especializado	specialist	especializar	N;SG	V;MASC;SG;V.PTCP
intent	intenções	intent	intenção	N;SG	N;FEM;PL
instruction	instruções	instruction	instrução	N;SG	N;FEM;PL
banner	banners	banner	banner	N;SG	N;MASC;PL
friendship	amizades	friendship	amizade	N;SG	N;FEM;PL
panama	panamá	panama	panamá	PROPN;SG	N;MASC;SG
ernest	ernest	ernest	ernest	PROPN;SG	N;MASC;SG
ernest	ernesto	ernest	ernesto	PROPN;SG	N;MASC;SG
dominant	dominantes	dominant	dominante	ADJ	N;MASC;PL
fee	honorários	fee	honorários	N;SG	N;MASC;PL
chen	chen	chen	chen	PROPN;SG	N;MASC;SG
das	das	das	das	PROPN;SG	N;MASC;SG
valign	valign	valign	valign		N;MASC;SG
nationalist	nacionalistas	nationalist	nacionalista	ADJ	N;MASC;PL
bid	licitar	bid	licitar	N;SG	V;NFIN
interactive	interativa	interactive	interativo	ADJ	N;FEM;SG
interactive	interactive	interactive	interactive	ADJ	N;MASC;SG
preserve	preserve	preserve	preservar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
grande	grande	grande	grande	PROPN;SG	ADJ;MASC;SG
structural	estruturais	structural	estrutural	ADJ	N;MASC;PL
axis	eixos	axis	eixo	N;SG	N;MASC;PL
cult	cultos	cult	culto	N;SG	N;MASC;PL
reducing	redutores	reduce	redutor	N;SG	N;MASC;PL
reducing	reduzir	reduce	reduzir	N;SG	V;NFIN
reducing	reduzindo	reduce	reduzir	N;SG	V;V.MSDR
colin	colin	colin	colin	PROPN;SG	N;MASC;SG
chester	chester	chester	chester	PROPN;SG	N;MASC;SG
belonging	pertencentes	belong	pertencente	V;V.MSDR	N;MASC;PL
entity	entidades	entity	entidade	N;SG	N;FEM;PL
judicial	judiciário	judicial	judiciário	ADJ	N;MASC;SG
judicial	judiciária	judicial	judiciário	ADJ	N;FEM;SG
bombing	bombardeios	bombing	bombardeio	N;SG	N;MASC;PL
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;SG	N;MASC;SG
wilhelm	guilherme	wilhelm	guilherme	PROPN;SG	N;MASC;SG
absolute	absoluta	absolute	absoluto	ADJ	N;FEM;SG
absolute	absolutos	absolute	absoluto	ADJ	N;MASC;PL
françois	françois	françois	françol	PROPN;SG	N;MASC;SG
nintendo	nintendo	nintendo	nintender	PROPN;SG	N;MASC;SG
jamaica	jamaica	jamaica	jamaica	PROPN;SG	N;FEM;SG
vladimir	vladimir	vladimir	vladimir	PROPN;SG	N;MASC;SG
beating	batendo	beating	bater	N;SG	V;V.MSDR
beating	bater	beating	bater	N;SG	V;NFIN
avg	média	avg	média		N;FEM;SG
methodist	metodista	methodist	metodista	PROPN;SG	N;MASC;SG
utf	utf	utf	utf	PROPN;SG	N;MASC;SG
kenneth	kenneth	kenneth	kenneth	PROPN;SG	N;MASC;SG
belonged	pertencia	belong	pertencer	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
belonged	pertencesse	belong	pertencer	V;PST;V.PTCP	V;SBJV;SG;3;IPFV;FIN
belonged	pertenciam	belong	pertencer	V;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
experiments	experimentação	experiment	experimentação	N;PL	N;FEM;SG
chiefs	chiefs	chief	chiefs	N;PL	N;MASC;SG
compound	composto	compound	compor	N;SG	V;MASC;SG;V.PTCP
compound	compostos	compound	compor	N;SG	V;MASC;PL;V.PTCP
tampa	tampa	tampa	tampa	PROPN;SG	N;FEM;SG
